"RJC1","Output10","TCU2","IMT3","GDJ4","USF5","FIW6","KYD7","DRF8","CRZ9"
49.573,"Class1",49,28.943,78.994,41.817,47.955,63.591,29.231,"V"
37.593,"Class4",67,6.043,18.454,54.079,44.669,50.359,92.631,"G"
27.643,"Class1",52,44.616,56.465,33.42,46.031,56.98,25.587,NA
72.083,"Class3",69,51.46,89.947,83.327,58.118,25.847,63.24,"J"
3.85,"Class4",77,23.826,20.191,65.256,40.321,50.083,95.302,"T"
52.427,"Class3",87,NA,74.344,85.751,53.06,14.229,63.627,"L"
70.086,"Class1",49,61.193,74.421,24.332,50.118,57.79,26.107,"J"
56.094,"Class3",74,63.261,57.642,49.738,35.349,17.691,58.558,"K"
60.986,"Class3",72,48.964,72.429,54.339,58.091,31.83,50.756,"X"
52.694,"Class3",93,32.937,68.638,96.711,36.781,21.761,63.144,NA
61.396,"Class3",76,17.697,110.52,79.486,67.138,25.913,65.906,"A"
43.832,"Class4",68,13.81,18.859,75.703,26.857,43.433,94.393,"T"
75.708,"Class3",82,60.327,68.411,62.714,52.739,27.098,55.999,"X"
47.266,"Class1",61,63.279,73.568,15.406,48.886,62.605,32.587,"V"
16.523,"Class2",53,74.668,31.874,47.947,67.791,25.555,55.78,"R"
-7.823,"Class1",53,64.781,65.752,50.272,75.355,64.131,36.949,"V"
40.608,"Class1",60,91.56,68.505,28.891,42.022,61.532,26.277,"D"
44.822,"Class3",95,19.565,57.599,98.744,51.678,29.995,56.197,"L"
45.709,"Class4",90,40.308,18.951,73.139,61.382,64.366,97.475,"R"
18.813,"Class2",57,55.119,31.284,60.467,87.767,25.699,61.217,"Q"
57.789,"Class3",96,39.772,54.098,49.365,55.295,26.419,78.403,"L"
15.113,"Class1",58,26.762,63.375,53.894,60.985,55.38,32.956,"H"
52.763,"Class3",84,25.623,53.852,82.847,72.568,26.47,63.174,"J"
18.29,"Class1",58,38.765,68.717,59.917,42.02,65.134,29.909,"O"
42.616,"Class4",92,35.936,19.293,60.357,73.672,52.304,98.755,"G"
44.017,"Class1",61,27.424,63.956,18.962,60.241,63.634,27.54,"O"
20.642,"Class2",43,69.531,31.744,43.651,99.192,25.836,56.187,"E"
50.923,"Class1",52,85.307,62.053,57.015,57.988,61.645,29.571,"H"
54.437,"Class4",97,18.647,19.168,77.749,62.502,38.089,99.386,"T"
28.808,"Class1",59,55.605,85.095,45.578,22.338,63.232,32.977,"J"
7.361,"Class2",56,80.102,31.369,44.511,82.441,25.138,53.269,"K"
19.099,"Class4",61,41.729,18.655,65.417,54.901,48.466,97.183,"C"
21.741,"Class2",61,86.449,31.474,54.061,80.993,25.227,45.818,"Q"
25.089,"Class2",57,66.064,31.36,30.232,92.243,27.32,56.153,"E"
47.642,"Class3",86,39.792,42.445,91.126,54.142,24.528,65.68,"K"
24.059,"Class4",93,7.223,19.26,73.866,54.667,47.99,98.166,"T"
20.793,"Class4",59,18.286,19.383,76.848,67.547,54.438,88.491,"C"
57.567,"Class3",89,68.248,52.604,73.015,46.889,21.824,71.153,"A"
21.694,"Class2",51,62.626,31.742,31.822,85.546,25.275,54.767,"O"
60.573,"Class3",86,41.339,81.17,71.548,57,34.28,53.566,"L"
21.892,"Class1",47,72.351,79.387,45.218,58.354,60.437,27.297,"D"
64.941,"Class3",92,59.515,47.972,90.479,65.605,13.886,71.155,"K"
15.611,"Class1",49,82.514,77.267,25.507,72.668,71.979,34.861,"V"
29.701,"Class2",42,66.555,31.908,51.954,79.763,25.218,55.465,"O"
22.882,"Class1",56,NA,77.25,19.706,21.809,71.025,30.78,"D"
39.594,"Class4",80,5.983,18.404,70.298,69.104,45.498,98.22,"F"
19.39,"Class2",55,81.827,31.02,34.765,85.665,27.235,49.675,"O"
58.34,"Class3",91,16.441,58.782,87.904,78.631,26.013,68,"J"
22.997,"Class1",58,36.119,67.178,31.908,66.798,66.309,39.705,"V"
39.808,"Class2",27,88.313,31.583,44.637,88.576,25.402,53.273,"E"
8.283,"Class2",35,84.964,30.777,45.886,78.604,26.973,48.419,"K"
58.556,"Class3",90,25.423,86.154,83.223,77.261,23.269,85.51,"A"
10.808,"Class2",54,91.633,31.5,56.543,89.598,27.702,56.892,"K"
8.343,"Class2",46,48.855,31.222,46.293,86.714,27.297,58.667,"K"
45.346,"Class1",58,56.172,53.227,54.445,66.494,72.369,23.723,"O"
36.26,"Class1",55,35.012,70.931,36.714,138.57,56.314,39.444,"J"
41.896,"Class4",53,15.488,18.12,52.395,63.386,78.807,83.695,"G"
52.968,"Class1",49,86.174,60.797,26.246,49.612,75.684,31.592,"V"
14.126,"Class2",48,50.899,31.365,37.967,70.078,27.208,50.715,"E"
45.871,"Class1",58,91.253,72.549,29.715,85.326,62.795,32.613,"J"
12.762,"Class2",32,61.253,31.426,44.418,81.413,27.921,53.675,"O"
15.093,"Class2",34,74.365,30.969,57.831,86.546,26.943,47.743,"O"
64.79,"Class3",74,36.547,97.591,64.049,74.44,18.834,54.249,"J"
29.179,"Class1",56,71.783,68.406,49.399,68.533,76.019,37.597,"D"
53.433,"Class3",76,21.592,80.313,80.892,51.477,35.882,58.723,"L"
19.293,"Class2",27,82.644,30.9,61.444,82.195,25.178,56.085,"K"
50.153,"Class3",87,35.644,68.18,90.194,62.151,14.666,73.906,"A"
32.953,"Class1",47,67.759,73.459,38.546,58.15,58.121,30.036,"V"
72.706,"Class3",69,22.744,68.995,79.912,71.722,34.22,70.286,"K"
70.125,"Class3",85,18.4,69.667,63.445,66.751,34.361,67.562,"K"
52.725,"Class4",92,5.979,18.825,75.165,41.029,65.342,88.673,"F"
27.099,"Class4",80,38.408,19.699,66.216,52.115,71.7,95.278,"C"
10.664,"Class1",56,82.8,66.768,34.174,59.44,69.499,40.849,"H"
14.406,"Class1",60,50.19,68.422,16.258,50.669,65.458,40.401,"V"
43.115,"Class3",83,64.52,74.581,85.965,88.989,32.443,53.912,"L"
21.598,"Class2",27,69.297,30.884,41.487,90.398,26.125,55.626,"K"
78.764,"Class3",81,59.214,76,89.889,76.163,28.07,48.376,"X"
27.26,"Class1",59,72.247,79.417,34.962,64.346,76.497,25.392,"H"
37.181,"Class4",79,28.616,18.278,55.439,39.162,77.331,95.277,"G"
42.574,"Class1",48,75.546,66.364,23.386,43.793,59.852,35.25,"H"
49.689,"Class1",50,68.881,75.48,21.04,43.406,70.483,43.036,"H"
11.053,"Class2",36,72.282,32.122,59.505,71.764,26.164,46.256,"Q"
-0.414,"Class1",59,64.068,70.833,53.238,67.385,73.567,32.177,"O"
4.355,"Class1",49,65.888,66.306,33.983,49.746,61.307,30.254,"J"
16.339,"Class2",42,87.921,31.377,48.83,90.472,26.794,47.624,"Q"
50.244,"Class3",91,NA,55.747,56.851,75.322,31.69,61.889,"J"
30.665,"Class4",59,22.178,19.503,74.178,45.15,57.536,88.859,"G"
58.258,"Class1",60,25.568,78.309,19.957,72.841,67.637,33.992,"H"
27.768,"Class1",52,NA,79.746,36.916,31.366,73.362,37.499,"D"
21.166,"Class2",42,70.516,31.638,42.923,91.634,26.055,52.828,"Q"
33.869,"Class1",54,84.517,69.851,48.749,65.344,76.021,39.064,"O"
18.786,"Class2",35,57.297,31.73,45.758,86.772,27.827,55.058,"O"
43.606,"Class3",77,34.447,70.541,75.118,77.568,20.227,54.496,"J"
11.991,"Class2",52,91.307,31.31,36.092,75.81,26.47,52.118,"E"
63.578,"Class3",75,36.802,50.622,55.62,55.408,26.378,67.217,"A"
38.532,"Class4",85,6.281,19.852,60.606,53.906,69.795,94.859,"T"
64.826,"Class3",81,55.68,77.298,86.062,25.428,26.288,43.516,"L"
-28.605,"Class1",47,27.733,73.703,31.395,41.97,53.992,30.141,"O"
15.737,"Class1",51,NA,70.27,42.351,29.382,70.937,34.613,"O"
61.376,"Class1",57,63.533,74.202,61.242,11.524,60.262,12.697,"O"
54.31,"Class3",91,41.536,33.671,49.166,74.964,21.369,50.909,"K"
50.127,"Class3",71,55.573,58.07,73.124,44.679,13.062,56.174,"K"
46.936,"Class4",80,15.706,17.886,67.191,27.161,63.5,96.317,"F"
57.015,"Class3",92,23.928,47.612,63.587,66.954,25.387,71.856,"L"
48.972,"Class4",57,6.015,19.975,56.545,64.164,43.672,98.954,"G"
33.48,"Class4",58,24.876,17.707,68.616,26.09,58.81,90.787,"C"
33.374,"Class4",93,30.429,19.484,68.271,71.382,65.802,99.813,"R"
36.271,"Class1",58,83.884,62.139,43.492,74.724,77.005,30.492,"O"
16.804,"Class1",57,35.16,67.945,52.415,74.429,69.118,26.306,"J"
18.586,"Class2",44,71.876,31.28,56.589,87.321,27.427,64.295,"K"
38.99,"Class4",83,29.48,18.69,51.901,56.72,57.901,94.774,"R"
19.821,"Class2",38,84.114,31.159,46.904,95.596,25.615,52.581,"Q"
29.189,"Class4",85,NA,19.56,76.92,73.023,74.93,98.559,"C"
10.618,"Class1",54,62.967,58.759,51.238,82.893,59.542,29.544,"O"
34.206,"Class2",55,84.889,31.316,54.512,69.283,26.66,52.214,"K"
34.032,"Class1",59,41.207,72.584,32.734,76.264,65.552,34.163,"D"
52.426,"Class3",77,33.807,85.175,85.805,71.301,17.911,57.935,"J"
58.778,"Class4",74,NA,18.925,72.63,49.856,64.585,95.108,"R"
24.725,"Class1",52,72.598,58.09,45.209,83.925,72.349,23.627,"H"
55.24,"Class3",92,50.14,89.023,46.862,68.534,21.624,71.385,"L"
25.138,"Class1",50,37.403,70.548,46.773,32.01,56.011,26.342,"D"
68.283,"Class3",90,NA,40.292,86.378,96.214,24.477,62.602,"A"
26.277,"Class1",54,87.08,77.963,33.077,43.437,74.421,35.171,"D"
13.146,"Class2",45,NA,31.483,54.623,99.002,26.984,58.324,"O"
30.745,"Class1",53,77.672,73.727,45.2,46.321,63.876,32.806,"V"
38.761,"Class4",87,27.874,19.177,60.381,73.804,73.912,96.453,"C"
43.477,"Class4",72,29.634,18.702,58.184,47.833,43.746,93.037,"T"
15.14,"Class2",51,94.648,31.333,41.221,83.902,25.535,55.34,"O"
20.531,"Class2",50,85.828,31.547,48.586,86.45,26.635,57.286,"K"
2.726,"Class2",36,65.876,32.304,46.345,85.184,27.653,55.746,"K"
23.902,"Class4",54,38.434,18.478,52.502,24.93,75.266,92.907,"C"
72.817,"Class3",69,51.613,71.286,65.471,74.646,14.078,59.281,"J"
16.003,"Class2",37,90.493,31.474,56.895,77.775,27.016,45.126,"K"
-2.504,"Class2",43,79.006,32.116,32.69,73.518,27.43,55.258,"K"
14.994,"Class2",28,95.448,31.388,35.404,77.912,25.429,52.484,"E"
37.056,"Class4",55,16.873,18.414,54.943,63.744,67.79,91.216,"T"
38.548,"Class4",91,22.158,18.456,77.486,70.565,60.247,92.499,"T"
42.911,"Class1",48,46.76,65.172,27.912,49.81,71.883,29.636,"J"
57.886,"Class4",76,25.101,17.713,80.242,51.825,48.611,89.573,"T"
69.701,"Class3",84,41.761,31.393,84.856,50.834,32.652,76.292,"K"
26.509,"Class2",58,84.195,31.438,53.326,85.68,26.638,49.811,"O"
18.746,"Class1",58,87.811,65.409,17.12,27.05,76.48,30.777,"O"
63.865,"Class3",87,28.256,97.725,75.833,49.439,26.919,50.843,"A"
47.513,"Class3",97,47.687,68.742,95.695,60.422,26.086,57.414,"L"
29.886,"Class4",92,43.687,19.755,75.277,54.703,51.918,94.048,NA
55.525,"Class3",96,22.515,39.096,94.042,79.761,32.866,72.263,"X"
36.927,"Class3",70,41.034,73.557,64.169,45.238,23.691,47.179,NA
56.323,"Class3",75,68.861,84.588,92.711,32.558,34.423,48.644,"K"
30.262,"Class1",53,82.603,71.519,59.865,20.242,54.239,36.523,"V"
34.758,"Class4",87,36.617,20.681,75.421,62.491,77.288,96.329,"R"
38.226,"Class2",54,69.534,31.375,30.411,79.996,27.858,56.993,"Q"
10.256,"Class2",47,59.364,32.129,44.373,73.914,26.715,48.205,"O"
42.984,"Class1",56,44.719,82.55,23.075,38.863,74.377,31.864,"D"
58.994,"Class3",83,31.938,78.694,72.684,51.465,32.88,52.09,"A"
45.029,"Class1",51,73.084,67.571,16.751,59.705,70.051,21.894,"V"
45.255,"Class4",77,34.869,18.847,62.089,41.692,52.39,99.682,"C"
25.306,"Class1",61,76.304,71.458,49.211,71.661,62.789,17.718,NA
47.846,"Class3",77,37.257,67.825,96.284,62.499,13.466,62.224,"K"
4.935,"Class2",60,52.405,31.507,60.743,99.91,25.464,54.344,"Q"
30.933,"Class2",62,57.575,31.347,38.291,83.269,27.755,55.192,"E"
34.434,"Class4",65,20.015,19.646,78.584,61.599,59.985,93.444,"F"
30.124,"Class4",53,31.738,18.925,61.887,74.435,69.171,99.206,"R"
60.645,"Class3",81,68.589,45.73,53.923,40.12,28.92,68.23,"L"
-2.61,"Class1",59,62.029,83.809,44.701,27.074,59.376,31.346,"O"
13.718,"Class2",52,64.734,31.703,36.929,70.08,25.187,53.351,"K"
36.555,"Class2",58,55.246,31.286,45.761,77.272,25.69,52.679,"K"
67.784,"Class3",84,17.195,67.407,88.805,43.711,14.189,58.408,"K"
23.906,"Class2",59,84.668,31.209,33.18,89.318,25.817,51.992,"R"
60.417,"Class3",96,48.62,71.676,91.751,80.112,17.532,47.524,"L"
41.366,"Class1",58,60.443,67.778,31.02,38.844,65.365,32.331,NA
47.698,"Class3",79,44.057,92.841,91.455,92.492,18.953,71.723,"J"
61.291,"Class3",92,66.748,94.478,92.655,71.027,25.942,60.43,"X"
38.407,"Class1",51,66.098,65.778,50.793,84.09,76.14,23.821,"O"
50.454,"Class3",74,54.994,79.317,93.436,45.942,30.813,60.161,"X"
60.034,"Class3",88,39.791,50.183,76.876,67.366,18.631,42.209,"L"
49.403,"Class3",84,18.295,80.749,55.064,65.411,17.594,78.79,"J"
43.161,"Class4",92,12.81,19.682,59.839,87.879,51.53,95.981,"T"
70.429,"Class3",86,47.694,78.163,41.019,57.937,19.93,61.876,"K"
13.492,"Class1",52,38.154,85.278,61.964,71.377,61.02,26.316,"H"
73.664,"Class3",75,59.718,71.388,83.617,56.89,33.427,55.961,"X"
41.572,"Class4",66,20.73,19.144,56.392,77.813,59.748,95.979,"T"
34.618,"Class4",81,42.63,19.254,58.043,68.901,64.528,94.881,"C"
53.505,"Class1",58,53.508,73.792,49.445,99.458,71.961,30.534,"O"
44.802,"Class3",92,37.671,90.119,97.865,65.196,17.056,70.431,"K"
22.444,"Class2",40,62.934,31.682,53.68,87.974,27.39,50.196,"E"
15.49,"Class2",62,81.882,31.896,54.285,85.076,26.254,55.013,"K"
24.533,"Class1",52,46.378,74.123,17.534,57.296,70.022,35.975,"O"
10.841,"Class2",48,94.659,31.399,47.485,75.796,27.111,56.681,"E"
38.41,"Class4",66,16.084,19.413,76.228,48.048,42.314,86.062,"G"
31.708,"Class4",61,33.706,18.047,74.269,60.623,42.717,94.597,"G"
4.238,"Class2",50,75.215,30.974,45.108,80.55,26.893,59.932,"R"
67.769,"Class3",83,16,65.502,46.595,53.066,20.491,78.473,"X"
42.599,"Class4",81,42.632,19.375,72.713,17.038,57.461,95.106,"C"
16.786,"Class4",54,24.71,19.122,72.734,79.144,75.289,89.33,"G"
42.685,"Class4",72,22.966,18.479,72.714,24.114,46.782,96.023,"G"
71.228,"Class3",82,25.933,81.993,72.82,61.731,14.933,64.282,"X"
50.833,"Class4",58,10.737,18.473,67.225,28.75,53.739,93.349,"T"
38.663,"Class4",66,23.076,19.713,53.501,58.047,62.786,96.807,"T"
14.272,"Class1",59,58.201,61.019,36.053,92.392,60.189,28.398,"J"
59.906,"Class1",54,64.389,66.726,56.018,46.519,72.147,24.253,"O"
21.028,"Class2",26,81.288,31.61,42.528,85.031,25.28,50.68,"K"
32.446,"Class1",49,54.493,78.364,45.04,75.06,75.384,26.396,"J"
35.845,"Class1",49,35.82,82.77,39.51,44.252,73.308,31.596,"V"
39.381,"Class3",95,33.315,79.629,52.684,57.11,17.985,50.743,NA
52.703,"Class3",92,45.624,47.742,97.648,23.635,24.003,65.561,"X"
48.223,"Class1",58,70.445,66.124,41.186,71.209,71.059,29.423,"J"
27.753,"Class2",52,75.477,31.471,40.776,83.285,26.482,51.671,"O"
79.788,"Class3",88,30.21,69.355,82.319,53.675,27.259,63.23,"J"
15.104,"Class4",85,24.414,19.305,78.972,26.309,45.161,97.762,"G"
16.139,"Class2",58,78.937,32.303,32.632,90.088,27.559,47.958,"E"
14.672,"Class2",34,71.237,31.448,31.845,86.933,25.824,61.675,"E"
14.959,"Class2",49,51.155,31.111,43.998,72.616,27.008,54.72,"E"
40.468,"Class4",79,11.03,19.097,67.46,65.381,48.319,89.344,"T"
23.166,"Class2",48,76.486,31.836,51.128,73.026,27.306,52.551,"R"
40.06,"Class4",87,16.647,18.939,79.362,59.969,57.909,91.643,"G"
12.699,"Class2",62,53.908,31.157,45.665,79.371,27.599,55.116,"E"
27.01,"Class1",54,80.884,80.153,50.98,48.585,59.776,26.135,"H"
27.25,"Class1",52,NA,73.69,57.499,41.561,58.763,30.304,"H"
23.823,"Class2",62,77.995,31.584,43.7,86.435,27.326,54.522,"R"
36.501,"Class1",54,50.243,74.254,27.197,40.824,66.124,33.689,"V"
31.536,"Class4",77,38.468,19.426,57.076,74.878,49.092,92.897,"F"
26.256,"Class4",66,9.566,18.459,55.046,62.943,69.407,101.514,"T"
32.891,"Class4",95,23.46,18.538,76.627,76.425,61.369,91.256,"R"
11.704,"Class1",49,88.094,68.423,55.056,40.547,60.209,28.029,"H"
64.588,"Class4",70,7.177,19.424,80.93,76.147,66.182,93.541,"G"
13.126,"Class1",52,89.089,73.355,32.147,93.769,70.621,40.241,"H"
39.682,"Class4",74,9.127,19.195,63.204,46.575,58.683,98.009,"T"
11.503,"Class2",60,76.981,31.282,48.115,67.271,26.124,52.913,"Q"
6.181,"Class2",61,NA,31.082,34.972,80.827,27.307,59.439,"R"
60.309,"Class4",67,41.857,19.003,78.487,65.261,57.606,93.803,"T"
27.654,"Class1",58,84.761,68.847,47.362,52.332,62.361,14.222,"J"
14.041,"Class2",30,70.288,31.681,37.703,74.374,25.821,53.099,"Q"
27.638,"Class2",32,82.835,31.266,35.072,91.73,25.636,58.829,"Q"
37.148,"Class1",58,74.816,65.41,60.28,58.201,76.385,31.418,"H"
37.508,"Class4",66,5.33,17.141,60.243,54.259,64.479,97.889,"R"
25.007,"Class2",40,69.454,31.215,50.849,76.072,25.171,52.334,"E"
49.173,"Class3",86,17.608,72.979,72.189,42.593,30.759,59.857,"L"
17.808,"Class2",52,61.874,31.341,54.127,78.902,26.664,50.485,"R"
4.452,"Class1",54,26.728,67.775,19.135,42.49,61.017,25.29,"V"
40.073,"Class1",55,46.688,73.345,35.247,44.447,68.519,30.761,"V"
20.04,"Class1",52,83.754,63.989,59.346,68.212,66.786,32.056,"D"
45.93,"Class3",95,30.792,81.855,86.227,81.459,35.942,76.258,"X"
46.101,"Class1",50,72.676,69.895,54.767,47.952,71.067,29.323,"J"
35.967,"Class1",57,57.706,73.198,50.43,42.251,68.983,29.12,"H"
38.373,"Class1",49,38.722,77.231,52.576,79.16,75.376,30.564,"J"
9.111,"Class2",33,78.317,31.331,32.889,83.121,25.708,45.5,"Q"
29.162,"Class1",48,34.962,61.065,28.247,37.727,72.966,27.072,"J"
17.528,"Class2",56,58.789,31.061,52.291,89.233,25.095,45.602,"Q"
42.33,"Class3",82,31.695,67.579,96.23,63.825,33.839,52.577,"X"
37.017,"Class2",56,52.323,32.104,58.595,81.613,25.295,47.804,NA
24.457,"Class1",50,48.569,75.142,34.717,77.397,59.993,24.517,"H"
40.013,"Class1",51,56.021,73.734,38.402,65.448,67.076,34.186,"V"
55.693,"Class3",71,65.739,79.22,95.193,69.104,27.667,82.014,"K"
61.043,"Class3",83,44.249,78.766,52.569,58.054,30.537,49.93,"L"
36.9,"Class1",56,24.098,75.687,52.728,48.587,60.589,30.562,"J"
57.834,"Class3",80,56.308,59.232,60.48,58.606,24.247,54.093,"J"
27.342,"Class4",71,36.597,18.979,71.885,56.127,65.912,97.997,"F"
19.257,"Class4",76,37.087,19.851,55.397,67.145,50.035,86.592,"C"
28.74,"Class2",61,60.677,31.423,33.546,96.316,25.839,50.276,"K"
27.996,"Class4",62,41.889,18.853,72.275,45.915,72.19,99.158,NA
37.113,"Class1",50,66.241,70.244,24.765,75.585,68.888,26.658,"J"
39.959,"Class4",93,5.142,19.91,56.712,41.596,64.251,88.163,"R"
10.89,"Class2",38,94.771,31.559,49.454,71.236,25.831,55.882,"E"
14.009,"Class2",33,66.833,31.535,31.596,91.783,26.722,58.014,"O"
23.784,"Class2",41,86.767,31.653,56.894,74.487,27.168,58.624,"R"
18.726,"Class2",26,82.66,31.495,34.918,87.176,26.465,47.29,"K"
20.209,"Class2",56,58.65,31.779,33.828,92.157,26.133,53.738,"E"
24.624,"Class4",64,NA,19.36,69.338,49.814,73.422,95.649,"R"
25.995,"Class1",51,49.808,72.525,30.012,45.279,72.457,28.33,"O"
11.755,"Class1",55,NA,71.923,23.213,66.215,77.882,31.348,"O"
11.951,"Class1",48,40.978,78.525,38.306,42.291,63.79,39.115,"H"
15.63,"Class4",68,8.561,19.912,79.778,52.629,40.825,88.072,"R"
35.159,"Class4",79,11.919,18.768,55.888,55.578,47.277,94.537,NA
12.01,"Class2",25,53.35,31.288,34.563,58.723,27.306,48.916,"K"
-0.418,"Class1",58,36.179,75.062,16.173,22.558,56.545,21.079,"H"
7.284,"Class2",29,91.709,31.73,57.848,80.582,27.326,48.376,"O"
68.727,"Class3",81,37.693,60.492,76.735,65.279,28.454,43.579,"L"
55.286,"Class1",48,72.48,61.263,17.95,64.398,64.132,29.259,"O"
25.429,"Class1",56,54.868,59.57,54.8,67.706,67.831,25.405,NA
-9.592,"Class1",52,51.41,76.041,36.488,63.745,54.087,22.577,"O"
41.835,"Class3",78,64.639,91.598,85.582,57.449,32.503,84.208,"K"
65.873,"Class1",50,NA,70.034,30.772,56.296,69.265,23.983,"H"
21.986,"Class2",59,71.869,31.255,46.798,96.566,26.845,56.067,"O"
56.013,"Class3",87,46.253,50.06,78.219,55.28,27.022,63.083,"K"
11.009,"Class2",32,93.161,31.618,40.41,72.447,25.473,52.82,"R"
65.324,"Class3",94,27.726,63.226,71.827,43.582,23.37,66.442,"J"
27.53,"Class4",77,8.787,20.263,54.686,78.725,59.636,95.65,"C"
5.649,"Class2",35,65.96,31.258,53.884,81.115,27.377,48.25,"K"
52.36,"Class1",53,NA,78.731,51.133,61.989,74.081,26.46,"D"
25.339,"Class2",36,50.256,31.207,46.963,89.563,26.86,50.961,"O"
66.057,"Class3",95,45.648,86.934,84.546,37.631,30.236,59.14,"X"
66.273,"Class3",85,40.992,60.457,66.342,71.077,33.607,60.18,"K"
63.697,"Class3",82,60.478,43.125,55.49,50.198,17.526,71.385,"X"
41.22,"Class3",81,52.864,80.068,92.019,44.187,25.738,64.83,"L"
64.198,"Class3",89,21.497,41.664,94.011,60.865,22.157,56.611,"L"
42.74,"Class1",53,76.66,61.844,50.038,65.138,58.685,23.8,"V"
21.965,"Class2",33,60.251,30.948,34.902,83.71,26.729,59.987,"K"
16.023,"Class2",43,68.145,32.317,43.16,95.377,26.665,56.367,"R"
25.945,"Class2",44,60.073,31.09,60.579,93.572,26.759,52.829,"E"
-1.148,"Class1",57,66.442,50.928,31.928,41.487,60.482,26.535,"H"
30.851,"Class1",48,55.673,69.6,45.466,43.039,58.092,22.26,"V"
18.151,"Class1",51,80.294,64.286,45.843,65.036,53.205,27.598,"O"
36.539,"Class1",52,27.156,66.5,49.292,45.418,67.81,25.69,"O"
20.845,"Class2",34,57.872,32.233,32.114,87.673,25.612,48.14,NA
3.976,"Class4",59,13.474,19.518,68.202,45.249,60.984,93.047,"F"
38.123,"Class1",52,47.294,79.212,30.479,41.396,73.087,25.552,NA
33.238,"Class1",54,90.068,74.008,42.287,44.149,54.522,29.97,"J"
51.287,"Class3",76,58.512,9.702,79.24,65.934,24.505,67.438,"L"
59.33,"Class4",70,18.007,18.143,67.619,63.798,39.415,93.62,"T"
33.796,"Class1",53,67.499,74.101,58.363,48.626,54.421,34.153,"J"
1.44,"Class2",46,52.898,30.562,30.774,76.818,26.306,50.648,"Q"
31.772,"Class4",61,41.35,18.178,55.762,50.764,80.523,95.893,"T"
26.712,"Class2",28,64.7,31.843,42.975,82.31,27.021,54.655,NA
6.961,"Class2",33,76.347,31.256,50.993,89.674,26.393,50.513,"K"
12.169,"Class2",44,92.304,31.543,34.084,83.938,26.094,47.503,"K"
20.988,"Class4",90,16.052,19.424,76.566,48.458,45.767,90.932,"R"
18.493,"Class2",25,63.373,31.395,58.573,97.233,25.216,52.697,"Q"
42.874,"Class3",93,21.746,55.395,73.99,64.948,17.034,55.833,"A"
49.098,"Class3",85,39.354,38.375,46.055,81.577,32.242,48.806,"J"
58.075,"Class3",74,24.776,40.548,95.049,90.275,18.931,80.258,"K"
37.457,"Class3",88,67.014,77.768,64.06,72.665,29.487,58.405,"K"
30.663,"Class1",51,49.01,70.743,40.697,78.452,65.236,22.962,"V"
19.242,"Class2",55,53.147,31.879,50.003,77.87,26.037,47.461,"K"
18.415,"Class2",27,53.316,31.647,34.886,79.145,26.759,54.627,"E"
44.582,"Class3",71,24.436,62.425,55.112,57.475,30.175,86.584,"X"
20.936,"Class1",56,63.975,71.454,41.335,42.675,67.92,45.013,"O"
45.308,"Class4",91,23.545,19.641,52.286,57.275,72.763,91.798,"C"
12.106,"Class2",60,78.015,32.167,51.2,95.981,25.171,49.019,"K"
11.094,"Class2",26,54.065,31.72,49.932,70.119,25.184,50.212,"K"
10.165,"Class2",62,76.255,31.426,42.863,96.785,25.342,59.473,"R"
67.085,"Class3",91,54.301,78.324,59.281,86.312,32.11,76.024,"L"
43.704,"Class4",62,23.152,20.201,64.41,60.668,55.057,90.964,"F"
57.216,"Class1",59,33.596,67.288,16.135,52.891,75.244,46.582,"J"
40.948,"Class3",94,47.751,88.979,59.489,67.38,33.812,59.943,"L"
45.685,"Class3",77,52.905,82.54,78.479,77.016,35.814,50.27,"K"
53.714,"Class3",74,54.673,99.785,82.959,48.638,20.658,44.987,"J"
57.334,"Class3",81,49.147,82.591,73.312,84.213,17.475,75.901,"A"
27.135,"Class1",50,80.505,68.849,54.585,58.701,67.129,30.029,"V"
13.892,"Class2",49,69.692,31.052,41.235,70.185,26.898,46.121,NA
44.826,"Class4",66,30.536,19.345,76.368,38.151,53.78,100.238,"C"
15.6,"Class2",53,84.755,31.164,52.064,96.448,25.622,61.686,"E"
19.968,"Class1",48,73.869,87.649,17.983,73.861,64.8,28.101,NA
27.336,"Class2",48,76.262,31.178,42.665,84.436,25.305,52.621,"Q"
60.014,"Class3",88,NA,105.928,47.311,72.645,14.105,54.297,NA
58.653,"Class3",72,33.468,91.143,87.682,57.899,13.182,71.122,"K"
51.595,"Class3",72,20.768,53.746,65.936,59.814,26.17,45.637,"K"
32.601,"Class3",73,64.821,61.516,62.889,74.939,23.995,49.701,"A"
36.966,"Class1",58,58.218,88.909,36.474,94.952,57.992,41.3,"J"
13.343,"Class2",53,61.463,31.089,33.337,85.534,26.34,51.834,"R"
50.608,"Class3",76,27.787,63.502,60.362,75.128,34.371,51.929,"J"
14.352,"Class2",36,70.462,32.047,49.434,72.006,25.458,44.877,"O"
47.58,"Class4",53,37.415,18.76,51.987,66.86,54.889,96.83,NA
53.874,"Class3",77,46.669,74.278,86.688,58.263,27.817,77.736,"L"
-6.83,"Class1",53,70.482,69.612,53.626,93.454,68.018,32.991,"H"
33.922,"Class4",85,37.35,19.672,80.297,60.876,46.421,95.526,"F"
58.453,"Class4",84,13.418,19.553,78.305,81.225,65.735,88.381,"G"
57.98,"Class3",81,32.677,100.929,87.364,66.626,15.647,67.73,"K"
11.146,"Class4",54,40.216,18.804,77.593,67.174,39.945,94.155,"T"
