"Output18","ZIH1","RJM2","FDT3","CJE4","JHD5","VMR6","BAW7","CBE8","MCU9","UTK10","XLS11"
"Class2",31.144,25.728,13.298,58.864,11.438,86,81.388,70,17.234,97.341,"L"
"Class1",12.427,33.454,69.272,35.007,72.335,52,79.986,17,48.887,57.932,"W"
"Class1",13.692,33.264,75.124,35.032,77.72,59,81.348,61,32.67,68.561,"U"
"Class1",15.749,18.662,75.008,35.646,85.048,33,68.216,22,36.07,58.846,"E"
"Class1",15.592,31.387,74.667,35.439,91.869,45,81.775,40,22.055,44.326,"L"
"Class1",16.049,32.585,84.933,36.104,38.145,NA,59.424,68,16.518,70.573,"K"
"Class2",18.164,36.605,17.827,54.436,28.551,86,89.596,63,13.849,52.124,"L"
"Class2",25.622,25.835,15.2,49.254,8.532,87,77.685,39,29.8,72.866,"Q"
"Class1",13.693,24.067,87.687,35.089,54.7,59,46.907,72,20.002,50.933,"U"
"Class1",12.724,23.873,82.294,36.077,76.75,49,75.249,40,23.031,56.074,"U"
"Class2",15.613,43.376,17.254,34.152,7.937,85,83.125,96,38.452,36.484,"Q"
"Class1",14.55,52.266,73.501,36.332,48.509,63,47.58,14,40.133,57.287,"U"
"Class2",28.673,38.356,23.39,40.188,38.058,85,75.454,75,36.176,73.387,"L"
"Class1",14.624,39.37,68.374,35.574,87.16,37,59.856,83,23.744,45.752,"K"
"Class2",37.145,31.987,24.875,20.021,11.065,NA,84.337,81,33.758,45.595,"U"
"Class2",40.039,46.534,19.897,31.936,46.242,86,71.33,55,16.039,66.56,"N"
"Class2",29.12,40.557,18.21,56.117,51.292,86,70.56,70,26.95,64.454,"L"
"Class1",16.311,49.417,82.606,36.405,49.749,54,92.959,84,8.228,58.486,"K"
"Class1",14.965,29.364,78.338,35.606,20.832,45,71.157,19,16.822,56.252,"K"
"Class1",11.841,45.365,79.049,35.346,44.125,51,40.51,67,34.062,58.017,"L"
"Class1",11.769,52.351,72.47,36.988,58.59,55,39.406,58,33.71,57.472,"E"
"Class2",10.084,11.346,19.735,31.581,40.433,85,80.478,88,23.166,28.069,"U"
"Class2",24.588,7.713,16.9,43.837,42.363,87,69.756,61,13.474,115.717,"U"
"Class1",15.07,37.611,76.439,36.135,39.01,46,56.838,73,10.775,47.871,"W"
"Class1",14.358,30.362,78.969,35.214,20.094,18,88.869,83,23.409,62.244,"U"
"Class1",15.466,25.936,69.042,35.167,92.702,53,66.254,53,20.918,82.873,"L"
"Class2",34.228,3.908,16.21,24.863,33.534,85,80.083,94,20.101,77.633,"N"
"Class1",12.722,29.497,82.217,35.105,61.693,19,84.614,45,21.988,85.035,"W"
"Class1",14.944,45.225,84.896,36.213,36.401,34,77.006,78,34.716,42.396,"U"
"Class2",25.289,28.851,25.932,51.933,39.585,87,76.927,74,33.891,50.361,"Q"
"Class1",13.746,3.868,82.971,36.75,63.213,24,53.502,10,14.168,53.739,"E"
"Class1",11.447,43.218,72.718,36.172,29.928,51,84.637,75,48.413,60.524,"L"
"Class1",14.432,24.066,89.512,36.829,83.616,NA,62.097,57,15.207,93.737,"U"
"Class2",47.087,6.375,23.227,21.46,38.574,87,72.785,78,42.402,33.512,"Y"
"Class2",45.441,59.469,20.054,46.716,18.999,87,72.096,56,33.224,63.771,"L"
"Class2",19.287,26.46,15.372,41.017,40.652,86,88.928,33,31.191,18.247,"N"
"Class1",13.81,21.628,81.364,36.192,92.965,51,50.532,71,41.224,37.349,"K"
"Class1",15.58,41.759,72.849,36.92,70.794,56,62.881,76,9.249,66.033,"E"
"Class1",12.75,38.593,69.648,36.615,45.699,22,66.772,10,8.128,68.04,"U"
"Class1",15.786,28.209,87.349,35.838,70.78,35,106.701,41,16.237,72.654,"W"
"Class1",14.532,22.921,82.991,35.629,87.775,50,72.278,27,35.483,66.494,"E"
"Class1",16.771,37.978,87.852,35.011,35.185,18,76.909,83,42.427,51.912,"K"
"Class2",26.725,6.963,14.125,54.83,30.199,87,75.956,91,12.085,48.808,"U"
"Class2",23.389,45.116,19.895,50.585,32.09,86,78.197,69,14.869,68.669,"L"
"Class2",34.497,32.619,20.929,26.886,21.997,85,84.898,53,14.256,54.113,"L"
"Class2",21.285,50.691,20.59,50.985,49.482,87,80.894,66,21.94,52.415,"N"
"Class1",13.528,47.678,73.317,36.544,47.721,17,49.055,80,29.779,78.09,"L"
"Class1",13.962,36.447,84.486,35.688,70.226,25,52.206,61,36.86,39.557,"U"
"Class1",12.643,46.784,80.912,36.854,24.72,25,39.827,45,15.46,50.451,"U"
"Class1",11.79,21.288,79.629,36.288,90.121,21,59.776,59,43.851,65.167,"W"
"Class2",42.05,25.974,26.906,54.112,27.404,87,77.663,35,37.729,84.46,"U"
"Class2",17.936,38.896,25.103,39.398,22.61,85,82.431,67,17.108,90.964,"Y"
"Class1",13.232,29.006,79.832,35.639,39.112,31,95.619,81,48.911,67.163,"W"
"Class1",12.046,23.329,88.826,36.381,45.472,50,59.028,49,38.98,71.315,"U"
"Class2",27.404,33.389,24.722,32.174,49.433,85,77.814,49,27.394,59.729,"Y"
"Class1",15.655,17.795,87.184,35.12,79.563,57,81.869,41,40.704,85.518,"U"
"Class1",12.683,17.772,79.286,35.48,34.761,16,80.699,64,13.489,66.472,NA
"Class2",15.622,22.573,26.661,20.77,9.396,86,80.319,49,21.222,72.582,"Y"
"Class2",37.126,32.368,15.314,23.073,16.597,86,87.978,55,25.499,89.077,"L"
"Class2",23.981,42.275,13.342,35.045,43.729,85,76.894,50,20.942,17.5,"U"
"Class1",13.838,27.859,75.858,36.87,55.034,61,65.972,47,29.727,62.6,"K"
"Class1",12.03,24.005,75.055,35.319,81.057,23,41.347,25,28.991,60.607,"L"
"Class2",14.552,35.161,19.773,49.679,35.183,86,78.177,91,34.332,19.768,"Q"
"Class2",22.256,29.858,24.628,22.456,16.052,87,83.318,63,39.989,30.689,"U"
"Class1",10.908,40.894,73.666,36.339,30.18,58,46.531,58,13.531,31.397,"L"
"Class1",15.87,25.971,71.683,35.623,89.815,47,60.908,51,43.849,49.563,"U"
"Class1",12.344,28.409,88.344,36.514,68.232,55,51.476,16,38.496,49.39,"E"
"Class1",11.884,30.019,81.16,36.576,32.579,20,57.028,48,8.972,44.381,"W"
"Class1",13.426,28.649,85.452,36.944,41.948,24,53.373,50,44.761,53.012,"E"
"Class2",21.22,45.355,21.913,47.22,48.045,86,78.193,93,12.929,68.778,"Y"
"Class1",15.18,13.553,83.458,36.425,70.017,43,43.057,30,11.945,37.874,"E"
"Class1",14.438,33.734,71.458,36.224,77.564,48,84.442,70,24.163,54.523,"E"
"Class2",39.579,29.818,25.742,55.819,30.361,85,82.881,33,26.418,64.555,"N"
"Class2",35.42,19.61,23.843,36.065,21.081,86,78.292,33,18.034,30.729,"U"
"Class2",18.037,9.968,18.358,39.892,32.861,87,75.03,96,38.426,102.267,"L"
"Class2",33.395,33.973,17.139,61.513,8.017,85,75.059,87,24.872,75.31,"U"
"Class1",15.854,28.844,70.111,35.319,25.563,50,84.755,55,34.814,71.451,"K"
"Class1",14.508,30.834,68.809,36.622,44.338,38,86.768,80,9.685,62.993,"W"
"Class1",13.237,23.408,78.113,36.528,26.831,17,56.857,23,37.719,70.896,"U"
"Class1",15.282,36.393,71.328,36.45,69.322,NA,42.472,27,13.785,53.625,"U"
"Class1",11.256,7.277,76.579,36.568,25.345,47,66.387,47,24.411,79.106,"L"
"Class2",24.248,-15.793,13.011,60.036,47.848,87,83.935,62,12.914,47.215,"N"
"Class2",39.434,59.987,22.622,30.087,18.478,87,89.807,65,23.305,64.618,"N"
"Class1",12.726,37.366,72.475,35.848,28.8,61,88.297,50,45.987,51.54,"K"
"Class2",35.161,44.498,19.109,33.99,20.586,86,71.9,45,28.23,67.259,"L"
"Class2",38.898,39.753,15.391,25.904,47.862,85,87.755,67,35.363,75.683,"Y"
"Class2",19.349,8.586,22.507,58.433,20.153,87,85.319,65,26.409,55.482,"L"
"Class2",21.444,10.931,24.785,31.876,15.092,85,75.885,78,30.931,93.882,"N"
"Class1",15.868,39.768,68.983,36.542,48.581,34,84.806,31,8.073,67.538,"U"
"Class2",41.158,49.57,21.444,61.243,40.322,85,66.613,35,27.166,80.279,"U"
"Class1",12.583,26.803,81.759,35.228,56.767,32,45.845,13,27.7,53.465,"U"
"Class2",27.062,53.292,25.153,38.871,13.012,85,84.032,35,29.558,70.701,NA
"Class2",22.855,54.93,17.897,32.935,47.369,85,71.706,52,33.476,76.203,"Y"
"Class1",11.884,7.1,72.101,36.919,52.471,51,84.654,14,40.439,59.732,"L"
"Class2",31.474,25.671,15.909,29.219,18.784,85,93.855,75,34.407,29.997,"L"
"Class1",12.239,34.22,73.873,35.257,34.779,63,55.145,65,18.077,76.196,"L"
"Class2",25.064,15,22.024,53.445,23.185,87,80.793,33,17.181,32.551,"Y"
"Class1",13.234,35.487,85.842,36.941,22.231,45,63.411,80,36.905,68.354,"E"
"Class2",32.175,23.156,15.743,58.959,14.197,85,71.215,54,41.226,34.257,"N"
"Class1",13.353,33.055,70.803,36.266,72.942,56,70.944,45,40.099,46.367,"L"
"Class1",13.689,31.744,83.657,36.294,33.608,44,87.242,40,20.874,59.488,"E"
"Class1",13.889,32.01,82.789,35.749,32.089,34,72.808,56,40.033,63.616,"U"
"Class2",23.346,3.583,15.6,33.185,37.905,86,78.561,53,36.78,56.725,"N"
"Class2",24.461,95.295,27.824,58.451,37.986,87,72.985,71,12.645,73.033,"N"
"Class1",13.572,41.391,89.275,36.471,68.751,36,65.194,17,30.505,83.374,"L"
"Class2",25.94,24.641,23.59,29.235,13.23,86,83.526,77,30.94,88.666,"N"
"Class2",21.403,43.036,23.727,31.704,23.474,87,72.222,67,38.058,91.192,"U"
"Class1",15.559,27.384,75.162,36.674,91.201,52,44.599,32,11.351,44.151,NA
"Class2",2.291,11.835,22.78,37.694,32.36,87,84.045,39,37.283,37.508,"Y"
"Class1",14.509,34.404,66.074,36.258,91.165,38,61.39,16,14.088,55.613,"U"
"Class2",24.251,51.694,15.243,56.942,47.056,87,75.909,61,31.664,79.533,"L"
"Class2",35.756,35.47,21.588,56.877,44.319,85,74.947,44,18.162,37.16,"Y"
"Class2",39.393,50.586,27.222,36.997,25.091,87,75.303,42,15.308,90.473,"L"
"Class2",22.291,45.157,14.25,54.771,9.477,85,78.793,63,41.502,71.509,"U"
"Class2",19.216,50.839,19.504,37.903,13.773,86,72.168,82,37.582,77.269,"L"
"Class1",16.192,5.51,75.664,36.907,30.312,60,83.525,43,50.559,49.529,"U"
"Class2",33.848,15.893,21.637,22.423,48.615,85,79.571,66,30.829,26.394,"U"
"Class2",44.693,58.284,21.465,54.97,46.431,NA,80.383,86,27.615,57.12,NA
"Class1",13.141,23.438,66.238,35.788,77.329,59,60.472,81,12.271,61.665,NA
"Class1",13.987,27.899,78.917,35.93,75.859,30,87.555,22,8.232,44.174,NA
"Class2",20.504,40.197,24.9,22.532,41.42,86,76.466,60,13.588,50.376,"L"
"Class1",14.838,41.369,86.986,36.746,80.897,36,46.875,11,37.851,25.436,"L"
"Class1",14.821,14.289,79.886,36.305,35.884,16,46.24,73,47.439,79.014,"K"
"Class1",14.239,23.474,89.652,36.377,53.235,57,71.408,64,12.74,53.926,"U"
"Class1",14.98,28.738,77.404,36.529,80.764,51,65.588,30,15.813,52.445,"E"
"Class2",12.432,15.54,25.144,24.709,31.474,85,76.367,50,13.31,37.687,"N"
"Class2",28.848,5.182,16.103,61.21,17.801,85,81.191,67,19.527,67.144,"U"
"Class2",14.865,36.376,18.008,52.604,25.902,87,80.66,43,18.25,13.368,"Q"
"Class2",29.189,31.106,16.064,50.717,31.848,85,80.183,88,19.597,38.651,"L"
"Class1",15.305,12.164,73.638,35.699,53.713,39,63.477,37,50.694,58.306,"E"
"Class1",16.361,31.379,73.04,36.617,74.29,44,58.863,41,45.753,62.74,"W"
"Class2",25.593,12.068,22.632,50.744,30.167,NA,88.115,69,19.833,79.898,"N"
"Class1",14.225,54.039,72.638,36.587,76.675,21,77.681,45,13.693,56.055,"U"
"Class1",14.999,35.193,78.401,36.886,60.73,59,66.386,52,37.32,30.736,"U"
"Class1",12.217,34.094,87.492,36.867,73.496,37,69.52,76,43.444,66.929,"E"
"Class1",14.18,35.584,89.386,35.449,44.829,36,88.907,22,19.575,82.876,"L"
"Class2",18.07,17.996,15.862,38.573,33.493,85,74.714,76,20.564,68.544,"U"
"Class1",14.98,38.787,87.233,36.874,80.416,NA,90.216,80,45.319,68.009,"L"
"Class1",15.225,50.294,69.247,35.296,23.942,24,70.83,66,20.168,69.874,"K"
"Class1",14.664,31.207,72.849,36.257,90.053,53,66.659,65,19.754,70.061,"L"
"Class1",14.508,40.037,80.303,35.741,59.793,18,81.43,57,23.281,64.063,"K"
"Class2",30.273,40.17,27.26,27.278,42.918,NA,77.175,88,21.264,49.188,"Y"
"Class2",22.968,22.632,19.627,30.257,47.793,87,78.131,79,27.852,96.24,NA
"Class2",29.197,76.909,18.994,33.552,42.314,86,66.048,80,29.327,68.334,"N"
"Class2",20.361,11.916,20.705,59.757,20.679,86,75.329,51,42.576,61.45,"L"
"Class2",32.796,23.596,14.086,46.331,18.855,86,81.132,85,42.039,77.241,"Q"
"Class1",16.761,17.992,84.799,36.363,67.648,52,55.835,47,9.25,66.672,"E"
"Class1",15.251,34.82,80.153,36.814,51.091,35,71.213,34,30.276,52.309,"K"
"Class2",13.814,72.331,22.285,26.373,21.828,86,76.123,52,27.683,68.985,"Y"
"Class1",13.784,17.98,71.497,36.567,84.795,25,56.209,43,42.104,46.092,"E"
"Class1",13.907,22.881,78.455,35.813,54.827,30,60.768,60,45.792,68.663,"L"
"Class1",13.083,25.929,71.987,35.356,48.959,49,61.004,78,27.861,65.179,"E"
"Class1",13.582,30.51,84.954,36.427,85.948,NA,71.642,65,8.101,63.472,"L"
"Class1",11.2,13.926,66.848,36.535,91.04,31,58.363,65,37.311,51.214,"K"
"Class1",15.057,32.664,71.866,36.421,37.88,53,64.189,84,10.774,47.767,NA
"Class1",14.191,38.762,78.109,35.862,89.069,45,65.532,45,13.491,64.21,"L"
"Class1",13.686,51.249,68.02,36.8,30.465,23,66.704,76,11.317,63.474,"E"
"Class1",13.367,17.532,72.978,36.264,21.352,16,31.54,21,40.372,37.175,"L"
"Class1",15.342,42.963,72.224,35.635,83.713,46,74.341,83,9.849,35.513,"K"
"Class2",27.782,47.312,26.605,60.401,49.432,87,87.628,69,41.038,51.695,"N"
"Class2",21.019,47.248,25.687,56.199,16.543,87,72.338,61,36.415,46.475,"L"
"Class1",15.485,30.209,66.789,36.847,51.678,39,51.789,68,12.756,53.013,"L"
"Class2",28.581,-11.259,18.316,43.627,31.803,87,81.723,85,14.616,69.851,"N"
"Class2",24.064,38.488,21.26,26.448,38.909,86,74.014,49,12.079,84.846,"Q"
"Class2",26.232,56.419,27.834,51.674,49.278,NA,86.386,91,26.693,69.722,"U"
"Class2",22.132,1.699,17.736,38.881,50.723,85,75.575,59,17.546,45.672,"Y"
"Class2",16.203,75.534,14.929,21.747,20.785,85,81.041,73,14.442,85.493,"Y"
"Class1",13.302,28.175,68.776,35.535,89.111,58,93.013,48,47.492,75.333,"W"
"Class1",12.243,31.733,82.496,36.793,73.734,28,44.709,64,26.838,59.902,"W"
"Class1",14.22,25.972,86.079,35.432,23.804,47,51.836,68,16.258,67.434,"L"
"Class2",30.431,54.867,25.821,20.977,10.338,86,90.272,41,16.945,80.785,"Q"
"Class2",11.046,48.064,14.227,46.914,47.031,86,82.119,70,31.908,46.553,"Q"
"Class2",36.444,16.717,27.942,20.534,46.823,85,79.692,67,38.543,53.925,"N"
"Class2",36.852,58.148,18.646,34.404,14.392,86,73.935,43,42.429,59.369,"Q"
"Class1",13.428,34.047,80.088,36.29,92.89,38,61.374,83,33.221,80.274,"K"
"Class2",27.932,52.392,22.008,26.011,39.71,86,78.726,79,16.053,31.496,"Q"
"Class1",12.771,35.403,86.114,36.533,88.048,60,41.761,50,14.529,45.334,"K"
"Class2",35.556,37.668,16.777,39.269,23.514,87,80.763,40,26.556,93.937,"U"
"Class1",13.941,23.676,75.046,35.49,48.629,43,63.227,57,45.352,60.192,"E"
"Class1",14.512,33.015,78.963,35.292,68.746,52,71.454,28,42.518,59.153,"K"
"Class1",13.77,39.53,72.395,35.684,58.461,31,55.005,59,47.235,59.371,NA
"Class1",13.9,-3.964,77.345,35.215,78.509,59,88.101,51,29.927,86.823,"W"
"Class2",48.583,12.569,16.71,24.756,24.475,85,82.559,96,37.354,115.768,"Q"
"Class2",17.057,16.624,25.37,27.012,16.626,86,72.569,33,28.301,68.608,"U"
"Class2",14.557,50.853,22.828,30.08,7.084,87,81.297,88,39.662,77.475,"Y"
"Class1",14.767,55.662,79.374,35.353,68.439,32,77.177,83,26.546,63.251,"W"
"Class2",34.682,34.642,18.758,23.773,49.892,86,73.049,70,19.985,57.096,"Y"
"Class2",26.087,38.299,21.055,36.379,43.02,86,78.39,42,34.27,67.743,"L"
"Class1",13.872,32.143,87.018,36.942,50.174,35,55.43,9,13.033,41.887,"E"
"Class1",14.167,21.609,75.107,35.053,56.001,47,77.121,78,11.401,57.146,"E"
"Class1",15.439,32.62,85.832,36.864,55.059,53,46.164,35,21.7,58.207,"L"
"Class1",13.774,30.117,82.62,35.497,74.328,26,80.121,23,32.685,71.818,"E"
"Class1",14.89,48.278,78.097,35.132,35.467,18,58.163,32,22.096,53.206,"E"
"Class2",26.42,40.411,14.945,27.831,24.889,86,74.241,54,24.399,60.455,"N"
"Class2",38.588,87.424,24.402,22.042,7.477,86,76.911,73,21.567,76.511,"L"
"Class1",13.509,13.084,72.837,35.898,57.379,57,65.762,57,20.897,98.418,"W"
"Class1",12.49,37.209,72.32,36.792,52.785,25,83.177,81,50.733,54.249,NA
"Class1",15.363,28.678,83.546,35.112,43.105,59,59.029,38,16.916,51.105,NA
"Class2",14.726,58.487,24.171,27.581,16.401,85,84.902,56,18.824,67.309,"Y"
"Class2",34.642,37.985,25.057,19.668,31.576,87,81.25,94,29.381,65.574,"Q"
"Class2",13.601,23.152,21.103,30.012,29.271,NA,83.689,62,34.12,47.322,"U"
"Class2",24.465,54.504,19.639,27.501,32.246,87,81.593,57,40.6,45.967,"U"
"Class1",12.898,20.357,85.616,36.313,53.301,NA,61.05,51,29.292,103.066,"W"
"Class1",14.906,27.032,83.567,35.77,59.196,26,72.434,44,35.108,60.299,"E"
"Class1",13.859,42.354,75.226,35.386,84.792,51,84.957,49,30.882,49.723,"E"
"Class2",33.394,2.715,21.51,56.988,15.906,87,85.403,67,33.993,50.345,"U"
"Class1",11.288,40.781,74.599,36.16,54.34,55,59.741,11,26.619,80.713,"L"
"Class1",11.609,39.168,72.243,36.442,36.523,40,75.079,21,8.021,47.698,"W"
"Class1",14.862,21.84,76.1,35.419,19.695,35,43.373,32,27.377,64.473,"E"
"Class2",29.524,37.079,24.883,52.599,35.706,87,84.301,57,24.853,46.313,"Q"
"Class1",13.629,24.015,85.808,36.074,32.185,46,75.748,81,23.49,52.73,"E"
"Class2",35.188,49.386,22.943,32.012,26.445,87,72.942,79,20.258,37.911,"L"
"Class2",20.436,49.549,27.837,45.241,44.659,85,75.029,61,24.2,67.894,"L"
"Class1",14.972,19.808,81.237,36.649,66.82,40,82.192,46,24.393,47.451,"W"
"Class2",16.196,30.474,16.295,19.044,16.67,85,80.122,92,40.186,42.641,"Y"
"Class2",18.418,-24.623,20.826,51.499,24.899,85,75.36,84,37.033,46.117,"U"
"Class2",24.369,21.142,22.214,30.052,10.878,87,75.566,88,21.421,54.887,"U"
"Class2",19.401,34.047,22.215,53.261,41.549,86,80.843,35,12.061,65.394,"Q"
"Class1",15.13,41.252,84.623,35.647,25.107,24,69.517,52,36.398,56.08,NA
"Class2",17.521,45.167,20.824,57.962,51.92,86,88.115,49,26.5,69.451,"Y"
"Class2",39.253,42.267,24.329,57.737,18.795,86,77.869,76,23.665,61.26,"Y"
"Class1",14.827,30.581,88.198,35.003,80.456,61,60.263,70,8.839,50.755,"U"
"Class2",35.063,33.022,26.265,59.779,39.909,86,85.568,52,26.39,68.725,"L"
"Class1",13.214,25.413,76.612,36.216,90.395,37,59.834,65,31.674,44.718,"E"
"Class1",11.926,31.692,86.818,36.874,74.558,47,35.752,13,39.107,44.731,"L"
"Class1",15.077,34.611,80.814,36.978,42.14,24,84.635,58,46.972,53.087,"L"
"Class2",29.478,49.052,14.217,41.597,8.718,87,83.582,73,20.209,78.715,"Y"
"Class2",26.373,45.702,21.773,52.791,27.902,87,86.571,73,41.585,81.674,"L"
"Class2",26.404,28.701,23.138,52.895,12.77,87,76.843,79,14.768,73.992,"U"
"Class1",16.47,32.177,75.527,36.236,38.876,25,61.477,61,20.82,77.893,"K"
"Class2",17.453,8.48,17.196,41.398,39.607,86,77.339,55,31.07,57.29,"Q"
"Class2",28.987,13.191,25.829,26.176,26.683,87,72.149,34,29.32,51.822,"U"
"Class1",13.753,17.335,78.779,36.205,19.73,20,57.526,28,43.77,47.643,NA
"Class1",14.481,38.976,67.743,35.814,65.842,59,60.369,27,10.854,97.155,"U"
"Class1",14.686,21.612,86.005,36.437,37.179,56,68.631,71,24.538,57.539,"E"
"Class2",27.863,41.469,15.787,20.842,41.301,86,78.32,95,21.628,95.898,NA
"Class1",14.728,23.881,87.518,36.554,25.454,NA,50.632,29,14.689,61.586,"K"
"Class2",38.464,41.147,25.811,28.344,11.657,85,76.513,77,32.179,106.925,"U"
"Class1",15.245,28.231,76.346,36.053,83.963,53,68.414,55,13.723,48.705,"L"
"Class1",14.746,37.959,89.09,35.597,84.819,62,33.448,85,16.385,51.834,"K"
"Class2",28.41,26.796,24.967,41.044,13.464,85,71.986,73,12.179,56.189,"N"
"Class2",18.239,69.4,16.533,42.955,44.875,85,75.941,46,22.399,71.082,"L"
"Class1",14.265,19.122,78.169,36.406,31.354,56,57.329,11,18.55,51.532,"E"
"Class1",13.088,17.516,69.59,35.774,83.369,43,35.324,64,19.418,51.599,"K"
"Class1",12.901,27.766,88.241,35.893,81.804,53,80.692,26,42.817,39.816,"U"
"Class2",31.811,34.147,15.82,24.248,19.002,85,83.141,32,36.057,36.023,"N"
"Class1",12.111,23.836,87.217,35.217,84.898,26,75.318,23,36.917,58.498,"L"
"Class1",12.913,31.799,89.58,36.692,89.421,60,77.324,43,24.481,57.825,"U"
"Class2",24.274,62.913,15.181,52.855,9.288,87,79.007,82,25.89,32.454,"Q"
"Class1",12.035,22.984,70.167,35.167,25.879,41,62.669,29,46.14,57.595,"L"
"Class1",16.123,38.247,82.325,36.992,80.727,59,88.536,9,45.712,49.458,"L"
"Class1",15.25,34.402,78.955,35.034,45.811,29,82.116,30,38.264,71.08,"L"
"Class1",14.223,29.921,82.85,35.978,42.672,35,82.503,76,40.695,59.973,"W"
"Class1",13.888,30.005,77.221,35.932,46.833,24,72.211,65,34.052,67.582,"U"
"Class1",13.113,43.028,81.312,36.174,66.259,21,45.853,59,50.927,44.158,"L"
"Class2",6.988,40.891,27.103,55.248,26.028,85,79.851,79,36.574,77.601,"Y"
"Class1",13.471,44.847,78.098,35.432,67.738,46,68.536,31,46.677,53.297,"U"
"Class2",15.5,31.471,18.893,41.468,41.651,87,78.178,84,24.043,88.319,"Y"
"Class1",14.718,21.722,76.097,35.224,51.054,53,89.819,40,40.862,65.87,"K"
"Class2",31.583,7.652,15.999,34.367,39.163,85,88.116,36,42.517,25.093,"N"
"Class1",13.493,20.646,69.613,35.744,90.368,23,71.956,77,43.605,64.706,NA
"Class1",12.823,20.231,74.7,36.079,79.513,53,79.862,24,20.851,42.514,"L"
"Class1",13.491,46.993,89.559,36.78,64.077,21,69.977,40,31.875,14.353,"L"
"Class2",27.852,49.383,16.221,25.806,8.571,86,89.625,78,12.971,80.715,"Y"
"Class2",34.397,40.75,14.059,51.491,42.053,85,82.07,94,30.046,79.134,"Y"
"Class1",15.195,22.779,71.828,35.293,58.751,27,54.835,43,12.692,46.794,"L"
"Class2",16.004,15.232,17.578,44.546,34.864,87,79.956,46,37.106,61.866,"U"
"Class1",12.019,39.883,85.344,35.217,24.215,36,107.038,56,31.807,50.625,"E"
"Class1",14.866,43.707,69.723,35.057,43.781,45,73.992,46,43.642,56.149,"W"
"Class1",15.533,24.8,78.62,35.928,18.96,23,74.753,63,26.16,61.878,"E"
"Class2",21.311,23.483,17.31,23.589,11.572,86,82.969,48,30.153,65.833,"Q"
"Class1",14.064,15.227,86.172,35.605,80.461,51,62.993,44,31.254,26.214,"E"
"Class1",14.001,46.637,83.581,35.181,21.046,50,56.084,56,28.763,56.594,"W"
"Class2",39.457,30.456,23.942,25.34,15.235,87,77.95,72,14.142,64.495,"U"
"Class2",18.54,37.391,17.702,53.701,16.905,86,78.638,86,29.06,54.414,"Y"
"Class1",14.945,29.423,75.86,35.224,48.141,38,63.531,53,25.484,37.951,"L"
"Class2",18.302,48.578,13.062,38.493,16.942,86,85.931,94,39.353,55.106,"U"
"Class2",25.006,38.749,21.242,31.958,35.85,85,79.526,82,17.735,59.56,"L"
"Class2",19.491,22.641,13.252,43.409,29.384,86,76.221,51,15.77,74.639,"L"
"Class2",20.055,6.62,25.145,20.085,42.16,87,72.954,67,29.929,40.803,"N"
"Class2",32.169,45.577,23.977,41.447,10.065,85,73.296,46,29.179,88.714,"U"
"Class2",35.168,3.163,27.113,21.462,10.522,85,82.126,38,18.606,59.308,"U"
"Class2",33.675,47.096,26.303,58.207,48.412,87,69.075,36,33.986,83.335,NA
"Class1",14.334,20.804,78.64,36.278,24.477,51,90.275,83,15.501,64.827,"E"
"Class2",39.413,25.548,26.784,22.826,26.836,NA,79.098,73,32.615,93.624,"U"
"Class2",23.49,45.795,23.833,50.038,48.207,86,76.138,31,14.039,51.47,"U"
"Class1",14.801,35.879,71.51,35.813,27.686,54,37.416,58,29.839,84.277,"K"
"Class2",34.602,61.695,13.33,40.499,11.781,87,75.951,33,40.864,92.719,"Q"
"Class2",24.493,22.267,19.023,57.787,26.495,87,79.478,42,28.328,60.304,"U"
"Class2",29.426,35.743,19.638,40.174,37.501,85,77.052,47,14.785,66.416,"U"
"Class2",28.217,27.72,20.638,33.595,46.777,NA,75.999,69,31.158,67.413,"Y"
"Class2",29.421,43.52,26.262,42.816,37.739,87,77.987,73,27.921,64.533,"L"
"Class2",30.606,35.014,20.208,37.015,26.48,NA,90.007,79,12.59,48.095,"L"
"Class1",12.797,41.24,75.544,36.205,59.593,39,51.952,85,28.715,27.899,"W"
"Class1",14.558,20.181,77.746,35.635,47.341,16,43.358,20,35.18,70.912,"L"
"Class2",31.275,25.989,21.077,47.066,29.489,87,75.62,59,38.13,62.76,"L"
"Class1",14.129,49.887,72.826,36.974,76.485,62,89.643,11,19.835,66.451,"U"
"Class2",27.043,40.248,24.918,36.195,10.283,85,83.244,79,39.407,35.942,"U"
"Class2",31.577,31.345,21.859,21.265,48.344,85,85.075,69,27.155,50.76,"L"
"Class2",30.829,37.643,16.877,54.582,46.498,85,76.92,67,12.262,45.018,"N"
"Class1",13.141,36.115,80.458,36.932,78.238,35,67.703,35,40.852,45.265,"L"
"Class1",15.374,41.954,76.698,35.304,77.779,38,60.367,61,26.795,60.621,"L"
"Class2",32.992,4.58,23.833,51.068,41.111,87,82.34,93,41.264,46.261,"N"
"Class1",14.685,24.925,67.853,36.504,80.257,55,63.199,39,47.886,45.819,"U"
"Class1",13.428,27.028,70.113,35.633,31.662,28,51.591,24,39.398,35.335,"K"
"Class1",15.31,25.492,82.152,36.203,63.45,48,57.229,57,29.425,78.176,"W"
"Class2",32.609,51.91,15.092,58.569,38.523,86,80.215,51,30.1,67.776,"Y"
"Class2",37.498,29.289,20.069,61.879,24.911,86,77.798,38,41.768,40.098,"N"
