"GKP1","ACK2","PAD3","MZP4","Output2","IXG5","QHX6","ZFG7","HRQ8","SIZ9","CEP10"
4.271,62.11,45.84,89.793,"Class1","S",93.263,"R",81.102,22.448,29
37.086,65.418,58.561,17.297,"Class2","G",25.76,"Y",84.087,50.053,5
26.397,24.578,52.323,77.622,"Class1","A",92.961,"A",63.911,23.221,40
39.676,74.588,50.952,NA,"Class2","G",23.15,"Y",73.388,48.484,2
39.448,51.299,21.002,50.305,"Class2","R",25.288,"N",53.336,46.773,2
35.836,50.158,24.999,25.642,"Class2","T",25.94,"Y",74.229,44.345,7
21.58,55.613,67.67,76.856,"Class1","Q",88.344,"G",53.187,27.496,30
23.151,26.037,42.506,64.879,"Class1","A",89.036,"Y",74.946,22.979,30
42.455,59.269,32.261,31.113,"Class2","G",24.551,"V",22.116,42.453,1
38.661,62.964,46.65,51.047,"Class2","G",32.4,"U",49.971,41.235,0
35.023,69.384,35.606,50.356,"Class2","G",29.855,"N",93.339,47.559,6
40.635,44.233,49.616,22.601,"Class2","R",24.686,"V",69.788,42.96,0
38.63,73.513,44.734,77.542,"Class2","T",36.511,"N",79.645,50.529,7
26.574,65.416,58.31,76.063,"Class1","Q",88.158,"R",77.068,26.331,38
30.611,48.069,68.712,75.177,"Class1","L",86.717,"G",44.966,20.597,28
31.773,43.283,61.693,84.824,"Class1","N",91.951,"M",79.886,17.35,42
29.221,66.278,57.09,81.834,"Class1","A",86.458,"Y",68.716,26.506,39
28.62,50.87,56.201,91.238,"Class1","L",89.275,"Y",58.178,27.22,32
39.782,58.525,33.936,29.782,"Class2","T",26.653,NA,75.476,43.048,3
10.584,21.296,34.185,80.659,"Class1","S",84.881,"M",67.037,14.538,33
37.988,75.098,17.938,74.609,"Class2","G",23.708,"U",87.621,48.567,3
40.843,70.3,37.987,43.208,"Class2","S",35.315,"U",57.886,50.449,4
35.13,53.561,66.083,88.177,"Class1","S",86.473,"G",41.309,14.213,40
14.095,30.345,44.682,85.694,"Class1","L",89.508,"Y",63.485,20.074,33
11.607,45.749,95.08,84.864,"Class1","S",87.468,"A",48.77,26.627,34
35.871,65.225,50.446,20.827,"Class2","T",29.139,"V",100.312,51.062,4
35.205,73.118,35.45,63.476,"Class2","L",25.13,"Y",74.674,46.595,7
38.025,69.524,29.849,25.525,"Class2","S",23.137,"U",55.375,43.466,0
22.249,58.396,62.501,71.267,"Class1","L",84.169,"Y",63.99,17.994,38
35.743,23.818,85.211,76.026,"Class1","S",84.807,"Y",37.896,6.965,33
21.582,43.949,60.509,86.198,"Class1","L",91.936,"G",49.917,9.076,37
36.146,63.819,49.753,20.47,"Class2","R",26.656,"V",68.216,45.986,4
21.451,43.455,97.655,80.44,"Class1","S",87.811,"M",85.844,16.878,40
10.436,18.38,72.289,87.064,"Class1","L",92.536,"A",69.378,31.195,26
5.381,28.333,68.57,79.583,"Class1","A",89.771,"A",66.518,21.951,38
38.478,43.211,48.355,NA,"Class2","T",34.601,"V",42.949,50.255,3
40.662,51.065,105.013,76.642,"Class1","S",86.03,"Y",93.139,28.951,31
38.42,45.932,48.136,NA,"Class2","R",35.39,"T",109.551,46.175,7
40.278,61.099,16.783,21.364,"Class2","T",26.569,"V",27.189,47.558,2
13.026,66.758,42.331,83.1,"Class1","A",93.818,"Y",74.88,21.246,42
26.044,53.959,38.013,NA,"Class1","S",89.378,"A",61.213,15.723,32
31.717,30.281,86.099,76.085,"Class1","A",90.847,"Y",54.97,31.368,26
38.902,46.234,76.404,63.504,"Class2","T",32.018,"U",81.535,42.189,2
19.326,24.849,74.13,74.813,"Class1","A",91.102,NA,73.568,18.295,36
36.162,73.989,39.579,48.615,"Class2","S",26.916,"N",19.094,48.799,3
43.287,44.477,24.039,74.358,"Class2","R",27.074,"U",69.92,43.761,4
22.407,37.375,85.998,82.9,"Class1","L",87.708,"G",74.445,6.263,41
34.923,41.235,36.414,61.186,"Class2","G",32.492,"N",19.133,51.433,7
33.732,59.509,66.884,84.234,"Class1","Q",85.257,"M",41.547,13.081,32
33.814,47.409,90.096,82.922,"Class1","A",87.947,"G",57.631,8.62,26
15.965,23.377,56.3,72.444,"Class1","L",85.124,NA,64.883,15.015,33
17.326,18.047,60.802,80.875,"Class1","Q",87.96,"R",97.791,17.101,40
38.376,39.803,114.346,84.06,"Class1","L",90.093,"Y",72.11,14.06,41
37.033,47.716,53.949,80.133,"Class1","L",89.658,"A",84.883,12.086,25
41.05,43.743,34.668,17.685,"Class2","S",28.03,"Y",-11.294,46.558,7
40.269,57.848,32.02,35.685,"Class2","S",26.64,"U",42.531,42.907,1
26.177,44.691,80.211,93.969,"Class1","A",88.118,"A",68.001,19.179,23
30.123,39.341,38.745,81.054,"Class1","Q",84.032,"G",85.122,27.432,32
33.495,78.022,46.602,59.611,"Class2","G",32.869,"V",71.696,44.095,4
34.731,71.698,32.818,37.372,"Class2","R",23.891,"U",41.329,48.835,6
36.095,60.431,33.132,23.319,"Class2","G",34.297,"T",118.825,50.513,1
38.72,69.954,35.101,32.454,"Class2","L",32.125,"T",37.81,43.613,6
36.061,66.115,38.419,41.464,"Class2","S",33.966,"N",81.052,49.422,4
55.222,17.052,91.473,NA,"Class1","L",88.88,"G",53.077,23.539,28
22.908,39.978,73.461,68.482,"Class1","S",86.868,"A",51.447,9.74,38
39.857,60.731,38.834,26.721,"Class2","T",25.225,"V",58.455,49.78,5
33.061,72.135,42.894,51.298,"Class2","R",24.622,"V",29.408,44.899,3
31.648,44.716,41.707,48.455,"Class2","R",33.919,"N",89.672,41.353,4
36.608,56.756,34.135,8.703,"Class2","T",25.616,"V",49.465,51.143,1
37.87,64.33,46.621,7.65,"Class2","G",28.584,"T",-2.358,50.233,0
28.741,47.508,55.733,78.398,"Class1","L",89.785,"Y",93.818,9.18,32
39.841,51.61,42.162,38.939,"Class2","T",36.94,"N",84.811,47.581,0
43.103,75.033,49.144,58.083,"Class2","G",23.995,"T",44.64,45.261,6
21.959,19.534,41.846,79.257,"Class1","S",85.58,"A",58.842,24.001,42
35.706,49.449,83.579,67.786,"Class1","S",85.459,"Y",72.501,23.498,28
23.01,22.22,46.818,86.655,"Class1","L",88.366,"G",59.534,26.719,33
19.074,44.774,67.313,88.118,"Class1","N",85.674,"R",53.701,17.888,38
8.37,18.269,54.643,76.15,"Class1","A",88.917,"M",58.298,20.551,26
55.371,56.686,63.334,91.194,"Class1","Q",90.954,"A",68.615,23.857,38
31.611,58.552,82.691,NA,"Class1","N",87.23,"M",80.258,18.42,37
23.91,29.553,33.11,NA,"Class1","L",92.144,"M",70.59,20.679,38
22.392,20.255,55.858,78.207,"Class1","Q",88.101,"A",86,8.778,32
35.688,68.477,41.116,28.458,"Class2","R",24.168,"Y",19.175,48.533,7
36.135,59.43,54.569,28.763,"Class2","T",25.465,"U",19.619,43.775,7
37.628,44.239,29.999,34.16,"Class2","S",30.391,"T",30.462,43.33,4
9.589,55.166,57.764,68.183,"Class1","S",89.68,NA,79.73,23.299,32
39.022,78.287,20.925,32.852,"Class2","L",27.133,"N",68.65,44.996,5
20.065,25.843,70.967,82.346,"Class1","Q",84.664,"R",58.382,29.638,39
18.92,64.813,66.52,75.75,"Class1","A",84.598,"Y",69.716,17.728,32
28.237,27.86,38.156,84.308,"Class1","N",86.38,"A",60.133,16.098,32
36.277,52.845,30.709,9.272,"Class2","R",24.716,"U",67.894,48.283,7
29.278,55.679,73.178,77.475,"Class1","L",89.547,"R",73.157,16.489,34
43.182,77.251,57.756,19.834,"Class2","G",25.497,"T",32.727,42.485,5
37.101,74.629,31.705,24.643,"Class2","G",23.073,"T",76.889,42.057,3
30.094,55.521,100.769,NA,"Class1","L",93.158,"Y",83.625,20.339,25
25.597,64.655,80.78,83.571,"Class1","N",89.49,"M",71.725,27.768,25
61.754,64.537,43.29,71.902,"Class1","N",85.808,"Y",50.121,14.795,33
25.153,62.068,35.924,83.631,"Class1","S",91.729,"A",80.143,26.374,42
38.381,23.978,47.537,81.137,"Class1","S",84.626,"A",65.873,30.434,29
41.121,73.706,38.115,32.668,"Class2","T",28.208,"Y",78.817,51.266,5
41.559,25.757,84.443,78.528,"Class1","N",93.8,"A",47.698,19.384,29
37.047,48.809,40.711,39.414,"Class2","L",35.937,NA,93.06,51.098,5
40.579,48.777,51.163,52.054,"Class2","S",36.73,"U",50.107,43.432,3
35.703,56.309,22.984,17.639,"Class2","R",25.344,"U",53.326,44.941,5
36.967,57.778,17.747,30.457,"Class2","T",27.571,NA,31.488,45.455,6
46.967,19.814,33.813,76.846,"Class1","Q",88.64,"A",70.372,16.669,34
34.13,46.644,69.951,79.948,"Class1","S",89.236,"G",79.552,16.07,24
41.787,63.282,32.359,76.389,"Class1","A",90.229,"A",33.761,12.848,33
45.538,38.484,28.396,82.053,"Class1","S",88.096,"G",74.708,17.447,23
42.065,70.991,22.106,45.348,"Class2","T",31.04,"U",48.468,44.05,7
36.625,75.888,26.902,63.848,"Class2","R",30.292,"V",79.503,47.213,5
39.571,20.999,62.576,79.312,"Class1","A",89.618,"M",80.564,26.274,31
37.424,43.796,36.698,11.525,"Class2","R",25.035,"T",72.499,50.217,1
6.019,26.02,45.159,81.556,"Class1","N",85.945,"G",59.142,20.63,27
31.658,17.005,55.136,81.356,"Class1","A",87.812,"R",61.619,21.812,23
34.559,58.168,20.235,29.537,"Class2","L",29.045,"U",47.563,41.09,7
38.672,53.975,37.808,58.586,"Class2","L",31.105,"N",47.546,47.932,3
33.708,33.733,9.667,91.637,"Class1","S",89.511,"M",59.72,10.241,34
36.085,57.798,67.502,75.385,"Class1","N",90.377,"R",44.084,11.267,36
41.406,56.265,45.641,34.934,"Class2","R",24.782,"N",28.014,41.847,5
31.378,18.17,46.875,74.179,"Class1","L",84.289,"G",44.86,22.849,25
39.296,61.612,37.618,56.812,"Class2","G",34.14,"T",81.468,51.146,7
41.423,47.657,33.427,26.176,"Class2","T",26.434,"U",47.289,51.236,5
40.61,59.258,20.489,55.224,"Class2","S",35.266,"T",71.138,50.465,1
21.728,66.557,105.189,87.578,"Class1","S",87.177,"G",70.856,9.839,36
14.275,57.273,67.842,71.569,"Class1","S",86.704,"R",73.227,7.468,27
31.193,58.811,63.204,66.076,"Class1","S",88.375,"M",66.736,30.672,25
38.02,68.219,49.996,12.909,"Class2","L",36.478,"Y",11.186,44.222,4
26.457,52.211,33.911,83.069,"Class1","L",86.827,"Y",67.496,18.841,33
39.668,74.388,23.973,55.925,"Class2","R",31.274,"Y",56.087,44.095,0
14.683,43.017,82.743,75.784,"Class1","L",88.756,"M",53.05,6.052,32
43.247,53.548,53.79,NA,"Class2","R",33.638,NA,48.328,47.771,0
37.802,53.343,59.721,16.769,"Class2","G",30.06,NA,13.569,46.484,7
38.27,49.518,48.306,31.399,"Class2","G",25.953,"U",57.06,45.759,6
38.927,51.417,39.407,37.122,"Class2","T",30.617,"N",89.241,46.386,7
33.771,35.882,30.445,78.101,"Class1","A",86.284,"A",30.372,16.817,32
41.423,59.683,46.56,64.294,"Class2","G",24.854,"N",-36.04,41.079,1
49.752,33.908,30.265,79.306,"Class1","L",90.162,"A",64.366,7.526,30
34.886,72.905,35.546,23.019,"Class2","S",24.443,"N",58.925,51.004,6
39.518,64.925,25.406,65.187,"Class2","G",29.398,"Y",23.213,46.42,4
25.193,66.172,31.816,81.93,"Class1","S",88.698,"Y",70.844,26.734,32
23.5,61.236,47.821,86.59,"Class1","A",88.852,"R",103.273,23.208,23
36.517,49.486,28.217,16.776,"Class2","L",31.221,NA,48.34,44.364,7
38.742,59.681,56.497,33.311,"Class2","L",23.56,"N",73.778,46.14,0
35.882,63.204,28.017,52.991,"Class2","T",27.201,"V",75.704,45.087,4
26.009,45.268,80.797,78.09,"Class1","A",89.625,"A",53.382,10.114,23
23.354,42.556,60.14,84.635,"Class1","A",87.207,"M",57.426,28.77,42
37.82,70.273,37.68,23.537,"Class2","R",26.653,"Y",73.889,50.652,3
39.419,45.782,44.422,74.505,"Class2","S",25.376,"U",48.653,49.659,2
38.034,71.981,28.646,51.761,"Class2","T",35.47,"N",9.946,51.009,6
20.533,33.465,14.949,88.649,"Class1","N",92.661,"M",46.768,9.338,24
45.676,35.033,39.554,NA,"Class1","A",90.584,"R",64.365,21.476,30
40.548,43.047,17.249,21.974,"Class2","R",24.76,"Y",72.927,47.005,6
30.642,33.555,29.742,74.333,"Class1","N",87.609,NA,43.953,12.174,38
37.031,44.733,29.519,44.004,"Class2","G",34.528,"Y",56.19,48.944,1
46.225,28.403,21.962,95.531,"Class1","N",88.15,"R",75.823,29.109,27
39.53,47.05,33.516,17.68,"Class2","S",23.462,"V",32.136,42.263,7
40.172,74.716,41.143,60.128,"Class2","S",28.282,"Y",45.207,45.108,0
36.753,52.934,42.879,77.837,"Class1","A",87.547,"R",27.004,10.138,33
34.196,59.83,33.347,19.525,"Class2","S",35.532,"N",81.372,46.578,6
37.374,62.946,56.726,15.977,"Class2","L",32.255,"U",58.081,51.216,5
37.186,76.388,42.282,48.074,"Class2","T",24.887,"N",56.194,45.359,5
33.833,49.072,29.716,40.751,"Class2","S",31.829,"V",53.317,43.101,6
40.035,51.12,37.407,NA,"Class2","S",25.299,"V",73.173,42.577,4
47.341,66.254,43.109,78.072,"Class1","L",92.073,"R",59.401,26.083,32
40.021,47.769,39.046,56.873,"Class2","S",30.799,"Y",39.669,51.12,1
38.218,53.924,36.744,NA,"Class2","S",33.415,"T",84.678,42.413,6
38.623,37.36,29.921,86.056,"Class1","N",85.277,"M",42.809,13.184,28
38.619,20.999,59.409,90.668,"Class1","L",92.912,"M",70.934,22.713,36
29.55,18.576,61.459,70.563,"Class1","N",87.276,"M",44.638,21.185,35
38.162,56.589,27.884,46.46,"Class2","R",30.159,"T",40.972,46.125,0
34.363,48.538,116.786,70.819,"Class1","N",88.328,"R",61.569,17.413,33
32.843,60.645,21.664,64.168,"Class2","G",30.83,"N",74.345,45.216,3
17.9,35.17,64.099,66.149,"Class1","N",89.917,"M",67.729,13.857,33
36.628,61.505,25.691,26.514,"Class2","R",28.572,"U",59.64,46.44,2
37.167,45.158,52.385,68.111,"Class2","R",32.778,"N",67.052,51.044,4
13.66,64.296,61.56,NA,"Class1","L",90.651,"A",72.29,30.457,27
38.291,41.444,43.901,28.3,"Class2","L",30.733,"U",50.114,41.661,6
40.825,68.534,34.831,0.371,"Class2","G",34.993,"V",59.714,44.532,1
29.634,28.866,40.149,85.622,"Class1","L",90.287,"A",71.424,30.833,33
37.473,40.91,68.626,72.669,"Class1","Q",93.15,"M",47.622,9.142,39
34.675,56.28,63.2,61.029,"Class2","S",23.271,"N",14.089,43.282,0
38.939,56.137,27.697,18.287,"Class2","S",35.626,"U",62.65,50.248,1
31.183,62.871,57.346,80.916,"Class1","S",90.3,"Y",81.256,19.393,34
24.586,46.171,78.765,NA,"Class1","A",93.806,"Y",93.607,6.186,29
36.458,62.281,22.823,80.287,"Class1","S",91.959,"G",77.234,25.986,35
40.154,49.639,23.359,26.495,"Class2","L",25.857,"U",62.12,47.849,5
24.895,35.49,71.285,86.927,"Class1","A",88.216,"M",81.781,28.372,24
3.632,29.527,76.309,NA,"Class1","L",89.978,"M",35.948,19.514,38
35.695,64.342,29.497,20.049,"Class2","R",31.23,NA,30.853,48.772,3
40.129,64.266,37.454,35.331,"Class2","S",24.544,"N",77.267,45.408,2
25.128,26.285,64.377,84.005,"Class1","N",92.199,"A",69.396,16.33,27
39.086,17.26,67.381,80.647,"Class1","S",91.411,"G",84.155,29.365,42
39.949,53.273,28.117,43.57,"Class2","S",27.981,"U",97.949,48.391,5
39.497,56.896,29.153,39.882,"Class2","R",34.801,"V",33.994,44.309,5
36.038,65.472,30.388,86.986,"Class1","A",90.457,"A",78.689,31.884,29
39.956,61.952,35.002,32.28,"Class2","T",34.691,"N",28.855,48.995,7
46.564,37.206,60.876,85.802,"Class1","N",90.654,"G",64.698,8.048,35
36.75,72.366,22.472,NA,"Class2","T",26.446,"U",51.653,50.611,6
52.407,21.096,59.554,75.595,"Class1","N",90.13,"A",63.174,25.688,37
28.486,28.348,87.861,77.678,"Class1","L",87.751,"R",54.874,28.257,29
9.071,26.04,63.276,84.989,"Class1","A",91.254,"G",96.614,8.124,31
41.197,68.181,46.917,33.549,"Class2","S",28.12,"V",49.519,50.911,4
17.333,24.831,63.455,90.216,"Class1","Q",84.605,"M",57.454,13.534,35
20.95,45.236,65.836,83.96,"Class1","Q",86.693,"Y",36.65,31.052,39
26.623,44.971,64.495,76.459,"Class1","L",86.511,"M",50.547,15.746,28
38.334,69.792,33.883,6.326,"Class2","S",30.908,"N",142.374,42.96,2
38.011,67.082,46.403,30.215,"Class2","T",27.419,"Y",8.53,50.007,7
34.826,64.523,50.898,39.566,"Class2","R",28.485,"U",50.628,44.121,3
42.32,48.704,25.443,66.564,"Class2","R",34.876,"T",21.958,48.332,0
44.696,30.114,37.37,84.025,"Class1","L",85.126,"Y",90.354,17.723,35
32.011,61.741,48.274,60.201,"Class2","T",24.801,"T",84.926,47.659,0
28.2,54.164,91.098,84.407,"Class1","Q",84.81,"Y",71.107,15.427,26
38.032,45.875,52.025,16.381,"Class2","G",23.002,"T",93.456,47.533,5
39.432,71.269,47.068,33.85,"Class2","S",33.623,"V",69.051,49.456,0
14.456,47.411,50.12,69.993,"Class1","Q",91.418,"Y",55.597,23.677,29
42.056,66.841,43.61,21.424,"Class2","L",34.805,"V",56.951,41.664,6
38.955,48.608,41.852,54.924,"Class2","T",27.007,"Y",58.288,45.116,5
35.471,60.39,24.553,33.658,"Class2","S",30.678,"Y",55.212,46.942,3
28.394,32.512,90.301,83.176,"Class1","L",88.28,"G",70.326,17.871,27
35.495,61.224,51.577,32.175,"Class2","L",25.931,"U",53.461,43.478,7
12.223,63.584,31.702,76.791,"Class1","Q",93.864,"M",50.059,8.25,23
41.154,51.979,20.55,5.125,"Class2","S",33.956,"V",34.268,51.388,2
17.802,34.636,48.791,89.131,"Class1","Q",85.138,"M",64.146,8.477,40
40.12,60.121,35.382,64.942,"Class2","L",33.17,"U",72.896,46.128,7
38.349,18.42,37.858,NA,"Class1","N",87.405,"R",72.435,15.145,35
42.633,23.43,52.178,83.143,"Class1","A",87.614,"Y",60.184,24.838,37
40.77,50.232,61.216,22.032,"Class2","L",24.983,"Y",39.822,48.531,3
31.162,27.109,57.096,80.242,"Class1","Q",84.817,"G",76.675,24.4,41
36.333,46.931,49.741,32.905,"Class2","G",27.755,NA,55.641,48.05,0
26.628,51.126,30.343,87.715,"Class1","L",85.845,"G",77.879,26.166,23
39.741,54.256,44.558,52.734,"Class2","G",33.899,"U",63.45,42.708,5
22.382,52.213,44.099,81.641,"Class1","Q",84.765,"G",68.793,23.182,29
36.908,41.725,38.786,28.319,"Class2","R",25.698,"Y",50.312,47.725,0
37.205,41.344,55.358,62.374,"Class2","S",23.136,"T",60.313,51.131,1
42.764,58.461,37.612,17.079,"Class2","G",29.12,"U",87.244,41.263,3
33.675,24.864,58.616,86.587,"Class1","Q",90.714,"Y",39.158,25.212,42
43.719,48.118,27.461,6.96,"Class2","L",26.254,"U",29.743,51.565,1
42.294,70.772,36.07,80.1,"Class2","G",31.468,NA,9.982,48,6
30.957,39.597,100.426,90.252,"Class1","N",86.488,"G",68.905,20.672,36
32.289,33.038,-4.224,77.111,"Class1","A",92.323,"M",82.553,8.496,39
31.974,25.705,52.155,79.463,"Class1","A",90.047,"R",61.066,8.297,36
31.81,27.41,43.897,NA,"Class1","L",87.5,"M",51.142,27.653,29
43.273,50.114,81.234,76.447,"Class1","S",84.522,"R",52.417,15.012,28
44.838,65.232,40.403,33.453,"Class2","R",26.339,"N",32.694,42.405,5
38.98,59.441,14.066,43.007,"Class2","L",26.208,"U",77.572,42.104,2
38.583,61.761,29.24,36.268,"Class2","S",31.318,"U",47.457,47.611,0
41.258,73.864,20.35,NA,"Class2","T",23.12,"N",51.721,44.147,6
12.7,39.823,48.752,78.103,"Class1","L",89.164,"R",68.666,7.3,34
38.081,22.525,78.27,72.015,"Class1","Q",92.282,"A",80.644,27.969,23
24.201,62.566,57.829,77.662,"Class1","S",92.398,NA,73.055,16.901,39
18.919,60.889,87.442,80.151,"Class1","A",90.895,"G",88.895,18.73,28
33.818,68.597,52.79,36.9,"Class2","R",28.339,"T",80.879,51.228,0
26.728,24.088,75.3,83.2,"Class1","L",93.691,"A",76.904,31.412,27
40.271,70.28,24.461,18.664,"Class2","L",32.915,"Y",39.109,41.136,2
34.388,62.595,31.955,12.536,"Class2","R",24.621,"V",22.786,41.675,7
38.849,57.112,29.232,34.922,"Class2","T",26.154,"N",68.773,50.305,3
39.617,68.979,44.33,NA,"Class2","L",30.595,"Y",51.109,51.264,5
39.889,45.919,32.409,39.137,"Class2","S",32.512,"N",52.494,48.269,5
37.609,60.027,48.825,47.969,"Class2","L",28.749,"V",77.863,43.161,3
37.137,67.067,35.067,39.13,"Class2","L",36.577,"Y",3.676,49.424,4
34.497,51.362,21.178,41.339,"Class2","S",27.672,"U",40.718,41.871,0
24.067,32.411,69.997,89.846,"Class1","S",90.424,"A",72.627,7.841,24
18.476,27.901,16.876,84.818,"Class1","S",91.993,"R",82.546,14.437,31
31.724,21,59.711,80.768,"Class1","S",92.29,"R",57.175,20.646,29
45.231,19.711,40.712,82.365,"Class1","N",87.601,"A",86.401,28.509,38
39.105,68.233,57.685,44.192,"Class2","L",31.447,"V",81.398,46.023,5
36.805,67.77,37.665,36.155,"Class2","S",36.28,NA,53.323,48.344,2
10.047,39.479,61.673,85.732,"Class1","A",86.332,"G",70.408,27.005,38
40.113,46.275,23.619,59.415,"Class2","L",36.674,"Y",37.591,46.717,0
16.815,56.99,55.037,84.947,"Class1","A",92.72,"Y",74.518,27.569,42
40.525,62.449,45.806,52.195,"Class2","T",33.002,"U",89.621,43.873,2
24.624,35.951,52.555,70.979,"Class1","S",84.226,"A",54.451,10.078,26
21.474,38.876,35.213,73.769,"Class1","L",86.259,"M",69.453,30.824,37
37.267,59.333,11.051,33.105,"Class2","T",24.654,"V",92.737,46.411,1
40.253,44.471,34.536,46.472,"Class2","R",28.327,"V",78.169,50.582,5
32.184,42.501,52.754,56.763,"Class2","L",34.076,"V",85.901,45.533,7
24.002,44.291,52.799,75.761,"Class1","A",87.916,"Y",68.248,25.223,29
39.697,59,49.121,13.862,"Class2","T",26.813,"T",77.59,42.169,6
36.951,69.903,13.809,51.993,"Class2","T",30.563,"U",49.244,46.978,5
23.685,37.721,82.761,82.496,"Class1","L",88.78,"R",56.728,9.861,25
27.837,29.637,18.108,76.752,"Class1","L",88.31,"Y",68.257,7.528,24
35.673,66.958,36.189,23.19,"Class2","S",24.42,"Y",54.322,51.137,1
42.68,42.042,37.108,26.622,"Class2","S",31.636,"V",-0.091,46.584,5
20.916,41.444,50.023,NA,"Class1","S",90.185,"M",82.472,13.763,34
38.22,57.92,22.933,54.624,"Class2","R",31.991,"Y",59.226,45.342,2
41.219,75.409,19.531,52.857,"Class2","G",34.492,"V",61.178,46.646,6
14.14,40.521,54.606,79.586,"Class1","A",93.546,"R",69.284,24.452,39
39.705,68.518,54.851,15.992,"Class2","T",35.24,"N",93.82,49.91,5
33.324,62.056,68.407,73.838,"Class1","Q",86.218,"R",92.792,20.178,35
30.835,51.411,59.6,84.738,"Class1","N",84.879,"A",65.984,19.923,27
29.707,20.944,64.689,78.878,"Class1","N",90.952,"A",38.399,19.346,27
21.756,31.229,85.341,79.906,"Class1","Q",91.184,NA,29.913,25.64,41
34.325,25.711,50.077,78.885,"Class1","Q",87.559,"R",66.554,29.902,29
13.3,28.992,71.378,75.813,"Class1","N",87.011,"R",80.081,27.864,36
39.823,41,30.612,77.925,"Class1","S",91.373,"R",79.264,18.339,30
25.967,61.141,72.95,84.164,"Class1","S",84.69,"M",71.618,15.241,30
33.978,53.086,59.85,84.897,"Class1","N",91.329,"M",45.207,30.376,23
31.72,46.844,52.81,77.893,"Class1","L",84.746,NA,69.824,16.986,36
39.198,54.227,30.581,32.593,"Class2","T",33.313,"N",24.298,46.647,2
39.178,41.842,25.572,46.236,"Class2","G",29.92,"N",100.287,50.386,3
39.859,64.734,51.927,36.35,"Class2","G",32.932,"T",20.112,41.113,5
38.382,70.615,37.197,27.552,"Class2","L",32.494,"N",101.122,43.552,4
38.484,42.149,37.049,26.791,"Class2","L",29.632,"U",27.544,48.315,0
35.377,67.128,-2.998,19.328,"Class2","R",29.03,"U",33.565,41.799,1
18.06,40.246,64.573,101.724,"Class1","A",87.1,"R",58.718,23.217,30
37.571,66.016,60.922,35.782,"Class2","R",23.038,"U",51.868,51.088,0
34.914,65.812,68.45,24.13,"Class2","G",27.393,"N",80.647,49.235,1
37.721,45.788,52.391,89.33,"Class1","S",92.944,"R",73.541,22.126,38
34.529,53.505,59.225,81.088,"Class1","Q",90.528,"A",77.313,24.006,33
29.001,39.691,65.04,71.85,"Class1","N",85.201,"R",54.451,6.866,37
40.017,48.47,23.956,58.617,"Class2","S",36.999,"T",107.899,43.813,6
36.532,50.698,18.016,53.715,"Class2","S",30.273,"U",89.287,44.864,7
36.518,48.005,37.507,62.177,"Class2","L",31.624,"U",38.631,41.022,1
19.584,54.902,58.615,77.053,"Class1","L",86.447,"G",57.732,20.767,32
40.482,70.715,46.414,21.01,"Class2","T",36.184,"U",83.653,42.609,6
38.301,69.829,7.846,17.9,"Class2","R",29.79,"T",26.89,44.075,2
41.08,71.527,54.713,21.025,"Class2","L",31.641,"N",14.604,42.614,7
22.233,21.553,70.858,73.393,"Class1","A",93.363,"G",89.72,27.501,41
28.616,29.42,60.451,84.762,"Class1","S",88.088,"Y",58.748,27.46,34
39.154,60.567,49.727,30.693,"Class2","T",30.984,"T",93.022,47.834,5
37.09,64.946,30.488,48.229,"Class2","L",33.254,"U",67.281,42.439,6
42.354,18.872,31.102,72.296,"Class1","Q",86.813,"Y",88.686,30.549,23
44.615,26.611,37.629,76.014,"Class1","A",90.043,"R",74.051,16.529,26
19.641,28.447,55.599,88.921,"Class1","S",86.687,"M",70.791,24.776,42
37.525,47.981,49.474,4.481,"Class2","S",29.167,"U",77.566,50.807,5
38.014,74.488,9.694,7.079,"Class2","S",24.855,"Y",52.1,49.761,2
21.464,32.271,69.941,89.231,"Class1","L",89.956,"A",77.04,15.286,31
37.345,53.757,41.751,42.95,"Class2","T",34.678,"Y",91.737,48.056,6
40.662,63.776,41.089,34.968,"Class2","L",27.664,"Y",63.689,48.725,1
28.442,30.137,50.689,73.164,"Class1","L",90.181,"A",82.579,18.707,36
38.658,65.912,61.699,62.981,"Class2","T",27.312,"Y",37.798,44.864,5
32.974,30.669,49.011,72.892,"Class1","L",93.125,"G",78.488,20.515,30
27.229,27.602,72.294,92.991,"Class1","S",84.758,"M",74.674,8.025,34
38.438,68.126,31.623,69.779,"Class2","T",28.472,"V",75.475,51.819,4
43.396,61.042,37.546,25.649,"Class2","T",32.326,"V",75.365,44.284,0
18.664,19.395,61.329,84.528,"Class1","Q",93.22,"A",80.573,14.21,41
40.33,46.46,31.826,NA,"Class1","N",86.942,"Y",69.098,9.994,33
39.506,32.623,44.5,79.549,"Class1","Q",93.429,"M",54.265,18.824,42
38.186,54.725,10.324,38.237,"Class2","S",28.084,"Y",106.661,43.924,7
38.287,78.72,42.725,65.524,"Class2","T",29.793,"V",51.562,49.401,2
36.787,64.511,36.899,37.788,"Class2","S",33.678,"N",62.666,47.958,6
41.497,21.866,81.726,84.382,"Class1","N",84.215,"A",75.024,20.691,24
40.367,68.837,40.388,23.083,"Class2","S",23.513,"N",89.921,50.453,4
36.258,57.471,53.309,42.026,"Class2","L",26.798,"Y",25.716,42.99,3
38.631,51.078,87.416,79.477,"Class1","N",90.009,"A",95.505,14.456,27
