"ONE1","IKD2","BMI3","ZSL4","RJC5","VJC6","PKO7","EST8","CYT9","Output6"
49.589,68.342,53.583,25.924,18.447,68.337,"M",23,78.751,"Class5"
37.679,74.264,18.273,15.21,15.77,54.81,"D",13,58.387,"Class3"
97.39,23.287,69.342,56.314,53.808,81.237,"M",95,29.901,"Class1"
95.656,46.676,56.922,63.669,NA,77.511,"N",97,28.227,"Class1"
37.248,46.445,44.779,29.876,17.319,53.924,"F",32,66.522,"Class5"
36.929,59.287,79.477,49.024,74.664,56.247,"C",78,21.113,"Class4"
73.584,23.799,15.442,28.099,66.782,21.913,"G",89,111.653,"Class2"
47.427,60.17,74.054,44.694,24.726,60.958,"A",74,40.976,"Class4"
13.59,51.962,75.518,64.023,54.037,52.652,"C",63,39.45,"Class4"
39.958,51.966,21.46,23.272,20.065,54.417,"T",22,53.874,"Class5"
100.278,43.497,69.92,61.275,44.228,87.649,"W",100,51.739,"Class1"
61.795,22.676,46.699,87.168,85.171,13.664,"T",67,75.611,"Class2"
35.04,80.698,17.325,16.54,4.429,32.645,"N",22,70.317,"Class3"
81.317,23.474,42.766,74.947,81.699,10.045,"F",78,91.262,"Class2"
41.003,59.085,18.462,28.028,16.179,65.077,"T",35,62.386,"Class5"
57.868,60.719,51.924,23.742,18.784,58.323,"V",36,44.774,"Class5"
98.681,40.792,67.856,66.012,80.783,83.904,"W",99,60.647,"Class1"
91.364,25.75,39.113,70.69,84.575,24.949,"C",89,72.405,"Class2"
72.479,28.252,40.118,88.479,70.025,25.595,"C",91,NA,"Class2"
97.355,89.055,68.865,64.421,49.751,84.573,"N",100,47.263,"Class1"
55.194,76.014,84.845,44.517,84.198,39.677,"W",61,44.356,"Class4"
97.075,66.787,71.247,58.798,90.192,83.044,"W",95,65.5,"Class1"
69.932,24.84,19.652,26.711,64.242,21.36,"F",86,58.234,"Class2"
69.297,39.087,83.826,50.831,52.163,45.471,"H",64,37.725,"Class4"
28.55,87.918,17.967,17.856,14.893,36.01,"F",14,85.772,"Class3"
95.86,43.825,51.307,63.436,91.001,75.063,"F",95,11.819,"Class1"
94.261,44.928,69.115,69.167,62.568,75.872,"F",98,33.768,"Class1"
28.226,54.495,11.669,32.915,19.647,51.487,"V",39,72.977,"Class5"
88.102,24.359,31.113,83.606,89.174,13.323,"P",70,NA,"Class2"
96.122,51.537,66.633,69.347,80.014,72.335,"N",97,-1.579,"Class1"
66.208,21.823,43.111,94.662,86.592,6.485,"C",92,75.05,"Class2"
44.099,79.013,78.463,59.584,81.825,78.696,"I",61,15.577,"Class4"
87.054,24.114,38.409,51.987,91.993,26.68,"P",93,NA,"Class2"
84.434,35.217,75.413,51.366,35.297,35.423,"C",69,23.447,"Class4"
39.875,44.269,75.43,12.768,15.572,45.29,"V",24,67.694,"Class5"
66.815,71.995,76.703,53.349,59.598,55.057,"W",71,13.406,"Class4"
96.638,51.43,62.269,67.854,36.438,81.882,"W",98,12.349,"Class1"
33.323,77.545,22.075,15.724,13.081,26.82,"T",14,63.081,"Class3"
96.809,46.455,73.478,58.734,54.932,84.717,"W",100,53.858,"Class1"
64.436,30.093,85.165,58.708,51.757,48.95,"I",62,35.158,"Class4"
74.739,22.623,53.679,40.817,NA,18.66,"T",70,87.075,"Class2"
3.907,72.111,24.737,15.775,4.085,33.614,"T",27,73.963,"Class3"
33.763,77.592,25.583,18.676,7.113,30.45,"F",6,77.045,"Class3"
96.897,62.778,72.956,55.177,82.279,75.489,"N",100,83.434,"Class1"
64.421,72.587,22.432,19.59,2.487,47.422,"T",28,74.399,"Class3"
95.582,46.909,67.609,65.403,57.637,77.323,"M",96,63.607,"Class1"
44.52,57.845,45.346,14.281,17.283,70.946,"F",35,67.633,"Class5"
97.037,36.553,70.05,69.18,59.899,78.215,"M",100,65.469,"Class1"
33.091,70.919,14.297,16.306,0.312,39.783,"T",4,70.281,"Class3"
52.854,52.365,33.569,31.418,15.443,59.442,"V",37,59.923,"Class5"
44.808,46.555,48.214,32.834,22.081,45.739,"M",21,53.707,"Class5"
98.403,50.305,79.602,63.905,70.377,88.454,"F",99,115.084,"Class1"
74.781,25.375,14.421,31.629,87.769,26.846,"T",91,73.818,"Class2"
67.315,57.527,75.597,64.189,28.664,70.516,"W",89,15.074,"Class4"
98.808,71.06,58.991,65.525,73.48,86.081,"N",97,43.795,"Class1"
46.583,65.919,44.698,9.575,NA,50.379,"T",24,61.36,"Class5"
53.134,48.19,75.692,51.245,47.195,70.676,"I",68,28.11,"Class4"
96.443,12.918,61.73,61.687,33.331,85.459,"B",100,92.807,"Class1"
98.293,67.909,75.902,65.346,49.663,71.469,"B",95,36.219,"Class1"
44.481,22.857,76.441,54.759,78.848,75.585,"C",90,15.591,"Class4"
78.28,98.794,75.692,38.317,70.84,49.827,"I",86,25.027,"Class4"
96.965,72.673,69.331,66.546,41.618,72.738,"F",96,89.374,"Class1"
44.645,56.93,49.119,24.077,16.66,55.891,"M",33,81.991,"Class5"
50.82,60.217,61.585,32.082,20.532,45.528,"F",39,76.53,"Class5"
96.491,23.485,62.506,64.537,66.626,80.101,"N",96,40.564,"Class1"
48.937,87.992,80.059,59.168,35.441,43.331,"W",61,23.851,"Class4"
61.517,75.451,25.531,16.674,10.679,49.568,"F",24,64.427,"Class3"
51.941,55.851,56.037,19.039,16.87,58.426,"T",20,61.631,"Class5"
39.673,56.374,72.706,29.82,16.579,61.078,"T",35,57.979,"Class5"
38.375,64.019,80.99,64.769,66.284,47.287,"I",89,47.992,"Class4"
96.439,22.711,66.413,55.816,78.765,78.556,"N",98,53.903,"Class1"
96.759,54.035,64.353,58.443,52.798,82.617,"F",97,49.456,"Class1"
-1.84,76.822,20.561,17.241,3.782,38.076,"O",19,65.215,"Class3"
96.426,43.937,56.668,61.529,88.792,79.948,"B",99,35.789,"Class1"
43.903,81.479,16.682,19.549,3.475,55.168,"N",37,82.366,"Class3"
65.14,61.037,83.269,39.591,45.024,71.378,"H",87,28.543,"Class4"
55.509,48.84,30.875,10.763,16.289,56.886,"F",20,73.392,"Class5"
82.817,25.13,30.024,89.774,88.775,29.859,"C",76,NA,"Class2"
35.986,62.878,26.028,26.123,16.569,56.935,"F",28,64.924,"Class5"
22.057,79.998,23.163,18.368,9.391,40.348,"D",4,61.096,"Class3"
80.643,24.849,60.566,73.053,96.902,9.494,"G",63,75.937,"Class2"
-12.272,72.311,16.139,19.766,5.185,31.43,"D",37,78.056,"Class3"
60.019,23.861,45.066,37.649,61.685,8.733,"G",65,NA,"Class2"
98.294,51.968,75.325,63.404,31.655,87.598,"F",99,116.072,"Class1"
14.914,77.525,22.477,15.443,6.308,49.476,"D",1,41.443,"Class3"
14.838,72.852,23.771,17.779,2.065,53.109,"F",20,61.132,"Class3"
47.991,62.347,37.991,25.735,19.146,59.888,"J",26,71.654,"Class5"
46.266,51.832,83.211,20.338,20.081,70.687,"V",34,75.377,"Class5"
51.669,72.909,11.682,15.246,2.362,54.838,"T",16,60.736,"Class3"
38.496,59.933,49.343,27.811,21.206,46.251,"M",38,62.435,"Class5"
73.385,24.309,54.736,61.567,69.237,10.631,"P",74,64.154,"Class2"
72.665,23.019,29.384,50.449,90.057,24.757,"G",89,48.854,"Class2"
45.278,38.612,96.453,10.641,20.186,71.911,"T",35,65.998,"Class5"
96.186,73.522,68.551,59.498,32.016,74.832,"B",98,25.797,"Class1"
40.036,69.819,27.901,12.21,20.039,56.773,"J",34,48.628,"Class5"
76.291,21.882,9.44,60.696,71.637,7.027,"T",82,48.682,"Class2"
44.699,64.901,66.116,25.016,15.28,62.941,"V",33,60.892,"Class5"
98.239,46.687,61.56,66.589,36.68,82.453,"N",95,30.88,"Class1"
80.195,38.209,76.633,50.752,60.205,74.116,"C",79,NA,"Class4"
26.239,69.267,68.392,30.59,15.446,60.472,"J",36,81.946,"Class5"
75.209,63.767,82.268,65.58,69.083,72.883,"W",89,31.725,"Class4"
73.01,25.699,16.417,59.181,75.499,15.789,"C",70,88.261,"Class2"
97.477,53.179,68.115,56.15,88.948,71.806,"B",99,NA,"Class1"
71.739,25.197,28.071,78.362,92.456,12.33,"F",76,101.741,"Class2"
96.443,14.5,69.491,54.107,80.825,80.198,"B",96,67.302,"Class1"
49.301,53.873,32.545,28.237,22.448,48.158,"F",39,69.827,"Class5"
64.439,44.275,82.123,62.544,37.872,67.593,"I",66,21.686,"Class4"
97.6,66.896,71.266,66.382,77.53,76.523,"W",97,28.611,"Class1"
55.833,67.866,78.126,50.508,NA,52.133,"H",60,55.143,"Class4"
49.206,54.175,107.098,13.852,17.647,49.64,"J",31,57.965,"Class5"
32.705,44.5,13.171,28.388,NA,56.067,"T",36,60.413,"Class5"
83.289,25.652,43.324,83.246,90.664,7.455,"F",91,50.725,"Class2"
76.376,21.845,9.837,49.335,89.906,19.424,"T",72,31.984,"Class2"
14.207,51.228,110.319,20.938,16.383,59.808,"T",24,44.012,"Class5"
98.283,31.854,72.79,61.755,45.988,70.257,"N",97,36.6,"Class1"
68.52,62.632,80.601,62.195,72.118,35.586,"W",63,45.763,"Class4"
59.119,60.441,78.751,37.492,69.402,59.015,"H",85,39.794,"Class4"
42.467,80.214,33.478,19.819,3.727,45.233,"D",32,50.884,"Class3"
72.489,22.891,24.287,56.451,70.191,23.644,"F",65,85.669,"Class2"
52.586,35.391,81.09,48.129,69.405,36.726,"W",70,21.953,"Class4"
98.906,60.685,73.087,56.406,52.439,83.871,"M",99,32.542,"Class1"
42.621,56.074,67.667,9.895,19.515,49.844,"T",39,72.572,"Class5"
50.972,73.247,26.345,18.367,NA,42.723,"F",22,97.379,"Class3"
52.484,60.771,78.491,48.781,63.667,36.294,"H",71,10.402,"Class4"
98.916,43.555,54.162,64.764,73.392,88.193,"F",97,4.386,"Class1"
95.874,68.587,56.002,63.859,65.568,75.382,"W",99,37.07,"Class1"
56.024,52.527,33.573,14.403,22.026,66.727,"M",21,NA,"Class5"
95.014,34.926,65.131,65.799,75.71,79.967,"N",97,81.579,"Class1"
27.734,40.844,61.288,16.29,20.59,54.519,"V",20,59.099,"Class5"
23.73,73.01,28.36,16.913,8.881,30.405,"O",29,74.687,"Class3"
80.614,62.914,79.062,57.596,70.041,62.776,"H",83,38.404,"Class4"
85.704,23.48,30.146,41.546,78.407,19.227,"F",92,102.357,"Class2"
62.679,45.349,85.265,59.119,33.915,62.761,"A",83,13.095,"Class4"
43.298,73.643,23.139,18.032,8.876,45.618,"F",25,47.61,"Class3"
70.026,25.849,31.657,42.074,66.773,13.004,"C",76,107.049,"Class2"
73.021,24.03,44.775,63.69,67.771,21.12,"F",78,81.206,"Class2"
76.821,24.053,46.66,73.568,66.898,18.285,"G",69,49.616,"Class2"
70.428,78.118,81.224,56.346,43.946,56.762,"I",71,-0.184,"Class4"
31.328,75.073,9.759,19.722,2.659,48.764,"F",8,52.336,"Class3"
71.309,102.187,78.993,37.443,35.915,76.921,"H",66,33.31,"Class4"
-14.832,77.518,13.046,18.931,15.367,43.684,"N",21,79.757,"Class3"
76.989,26.464,19.823,26.762,70.336,26.1,"P",77,92.849,"Class2"
95.548,53.136,67.997,59.068,41.767,86.387,"M",99,63.955,"Class1"
69.547,26.162,19.795,46.557,65.821,25.865,"G",62,64.983,"Class2"
97.22,44.119,54.009,60.65,39.323,81.974,"F",100,28.905,"Class1"
44.795,71.78,45.229,32.351,NA,64.227,"V",25,70.8,"Class5"
94.589,58.078,77.794,66.613,73.617,87.443,"W",99,83.485,"Class1"
12.712,74.208,25.464,19.991,0.274,55.831,"N",23,70.673,"Class3"
42.679,75.796,30.97,17.118,13.173,41.179,"O",37,72.447,"Class3"
17.153,80.163,21.42,16.48,14.388,39.278,"O",38,75.011,"Class3"
17.334,76.882,77.432,55.464,75.107,68.069,"I",91,39.593,"Class4"
75.744,78.282,79.335,58.117,48.214,42.711,"H",79,18.997,"Class4"
80.689,82.799,80.219,44.999,31.917,46.761,"I",89,5.231,"Class4"
97.416,44.673,78.674,64.982,84.331,76.49,"M",96,45.459,"Class1"
43.944,86.242,16.812,16.112,7.724,43.267,"F",17,39.914,"Class3"
37.526,79.649,81.353,38.562,NA,69.941,"I",60,32.343,"Class4"
21.916,70.19,85.63,38.109,70.992,36.77,"H",78,32.423,"Class4"
97.634,54.087,68.225,55.912,56.649,74.824,"F",95,81.674,"Class1"
38.509,51.551,19.004,23.558,16.698,44.64,"M",37,80.39,"Class5"
96.57,37.932,67.943,63.426,NA,80.829,"B",97,33.101,"Class1"
26.923,65.475,-11.399,10.568,18.47,67.613,"M",21,60.867,"Class5"
82.564,22.791,67.933,32.362,81.96,11.297,"C",69,90.933,"Class2"
53.347,51.1,30.041,14.531,NA,48.024,"F",24,58.891,"Class5"
45.539,80.156,9.73,16.921,15.869,56.564,"F",33,78.402,"Class3"
66.507,22.376,42.617,66.167,82.085,17.977,"T",93,87.72,"Class2"
42.143,73.723,82.128,54.889,47.133,71.633,"H",88,27.686,"Class4"
55.338,63.433,42.268,30.29,17.766,44.919,"J",30,69.955,"Class5"
95.948,44.396,66.303,65.046,51.433,75.853,"M",98,77.289,"Class1"
95.473,88.184,53.044,64.082,69.166,69.597,"B",96,62.308,"Class1"
44.087,56.464,86.104,50.236,75.493,59.378,"H",63,23.54,"Class4"
40.637,69.938,27.771,17.416,13.636,35.711,"N",33,58.853,"Class3"
33.326,49.125,85.189,20.686,16.337,46.245,"J",22,73.92,"Class5"
52.601,56.052,41.532,11.227,18.694,68.414,"V",24,69.489,"Class5"
26.491,34.625,75.131,40.67,69.792,48.418,"I",71,35.833,"Class4"
36.815,53.027,73.529,25.865,15.528,53.124,"M",32,78.43,"Class5"
97.975,19.026,62.656,58.703,76.994,75.029,"N",96,NA,"Class1"
83.529,67.978,80.68,59.721,69.07,60.822,"C",92,28.051,"Class4"
81.589,61.176,80.804,40.048,61.527,38.079,"A",82,23.319,"Class4"
76.748,82.845,81.508,62.056,39.283,58.012,"I",71,24.333,"Class4"
35.401,55.083,70.381,20.938,21.783,55.75,"T",27,66.847,"Class5"
72.028,73.23,81.324,38.821,43.988,32.243,"I",86,19.325,"Class4"
68.613,26.582,59.769,37.16,61.364,22.821,"T",67,68.718,"Class2"
27.502,69.323,24.815,17.884,14.001,30.281,"T",26,72.675,"Class3"
72.807,25.017,34.412,46.061,92.396,9.335,"G",81,71.99,"Class2"
70.608,73.621,74.718,59.093,29.116,32.164,"I",67,17.621,"Class4"
48.45,74.796,26.994,16.464,8.064,28.515,"N",17,63.131,"Class3"
96.216,52.056,58.856,65.759,78.339,69.007,"F",96,51.252,"Class1"
46.813,62.377,76.903,59.329,60.517,39.793,"I",88,34.329,"Class4"
41.513,53.482,-28.799,28.212,21.573,65.811,"J",28,86.01,"Class5"
27.55,95.81,77.304,45.568,48.951,78.821,"W",83,27.597,"Class4"
95.886,71.181,65.211,55.002,47.09,88.864,"F",99,60.713,"Class1"
68.325,25.528,9.349,58.046,91.224,13.129,"G",74,93.098,"Class2"
56.567,72.019,16.313,19.381,8.903,32.607,"D",23,57.851,"Class3"
15.004,83.464,24.045,15.321,11.083,41.044,"O",1,51.92,"Class3"
99.291,52.365,49.708,59.583,73.704,82.119,"N",96,57.129,"Class1"
-8.846,75.066,10.591,18.286,2.486,32.065,"D",6,72.735,"Class3"
85.622,26.565,51.254,70.282,88.945,11.342,"T",77,69.081,"Class2"
98.817,13.82,48.833,54.519,80.077,78.521,"F",99,30.19,"Class1"
72.901,23.835,70.289,49.72,74.293,14.523,"C",92,79.552,"Class2"
75.402,26.852,48.488,78.193,74.814,9.657,"P",87,69.453,"Class2"
98.07,71.161,67.579,60.687,44.504,78.476,"M",97,13.313,"Class1"
21.738,76.841,19.217,16.855,9.243,55.057,"T",28,77.409,"Class3"
40.575,79.825,12.062,18.623,15.248,47.082,"O",36,64.119,"Class3"
98.766,53.013,61.966,60.07,72.178,86.828,"F",98,37.736,"Class1"
71.376,23.921,20.611,72.881,77.007,18.864,"G",89,75.641,"Class2"
43.235,80.858,18.738,19.091,7.89,39.554,"O",11,41.953,"Class3"
96.903,35.08,60.884,56.01,30.43,69.075,"F",96,NA,"Class1"
72.706,39.739,72.226,48.729,62.262,43.946,"I",85,28.107,"Class4"
56.073,50.203,74.282,30.017,15.05,70.75,"J",39,91.925,"Class5"
46.109,77.758,16.528,19.681,7.75,46.609,"D",6,67.253,"Class3"
71.336,74.631,85.36,51.124,49.142,66.907,"C",60,29.197,"Class4"
52.009,82.658,21.107,19.448,10.081,38.483,"O",5,68.862,"Class3"
66.816,21.598,79.105,56.173,49.734,45.1,"W",89,23.604,"Class4"
65.62,24.23,28.495,56.855,74.315,15.044,"F",92,64.477,"Class2"
35.547,71.923,19.141,18.204,12.174,40.798,"O",23,47.163,"Class3"
96.343,60.391,58.87,60.608,39.773,70.824,"F",95,43.609,"Class1"
53.209,68.19,80.337,56.281,48.802,33.84,"C",84,27.78,"Class4"
71.096,22.403,35.491,38.29,62.939,18.315,"T",63,80.823,"Class2"
99.017,9.949,64.522,55.394,51.342,70.702,"M",95,104.79,"Class1"
38.414,67.932,18.103,15.935,0.756,47.989,"N",33,73.56,"Class3"
70.156,26.901,50.843,63.921,63.817,17.927,"P",82,71.865,"Class2"
79.728,22.24,33.249,54.849,67.938,23.954,"C",93,NA,"Class2"
16.208,78.473,16.408,19.254,2.331,46.591,"T",8,53.001,"Class3"
79.196,23.023,52.181,51.769,81.948,20.256,"T",86,93.557,"Class2"
81.835,24.267,29.573,32.231,86.754,21.565,"T",73,77.056,"Class2"
53.692,59.91,81.892,44.595,46.222,58.325,"C",72,38.943,"Class4"
42.905,43.892,47.008,22.823,16.417,56.059,"T",35,63.928,"Class5"
76.174,27.485,23.587,55.479,90.993,12.865,"T",81,NA,"Class2"
86.328,23.462,26.759,87.023,61.112,8.758,"T",68,48.487,"Class2"
71.586,25.465,31.047,38.011,74.757,10.073,"T",87,51.953,"Class2"
97.046,55.373,55.615,56.831,78.136,88.574,"M",97,62.671,"Class1"
97.188,50.021,67.479,60.3,84.857,74.622,"M",98,76.568,"Class1"
46.527,80.725,13.955,15.368,3.128,43.272,"O",4,68.515,"Class3"
71.928,24.533,5.58,89.452,73.136,24.876,"F",66,NA,"Class2"
93.851,8.267,65.245,61.131,62.797,69.089,"W",100,63.084,"Class1"
81.579,63.994,69.944,61.294,44.014,63.881,"W",66,45.752,"Class4"
78.8,69.845,81.894,50.795,62.133,37.998,"C",79,30.014,"Class4"
44.012,82.096,29.818,18.441,8.403,45.121,"O",0,62.594,"Class3"
79.472,26.893,39.594,64.363,89.805,8.63,"F",78,38.307,"Class2"
97.083,2.709,53.957,67.05,65.702,69.431,"W",99,76.141,"Class1"
97.721,23.369,64.686,67.483,90.673,74.807,"N",98,28.331,"Class1"
80.56,22.633,39.876,77,77.022,17.743,"F",75,NA,"Class2"
78.629,24.462,29.831,42.653,82.628,28.06,"G",63,57.405,"Class2"
78.504,20.135,47.066,79.449,91.342,14.665,"F",65,51.86,"Class2"
28.246,48.23,45.696,26.157,21.11,54.443,"T",36,54.99,"Class5"
79.125,24.469,33.091,73.067,90.009,27.996,"G",82,63.796,"Class2"
49.573,87.688,80.433,53.068,26.552,64.911,"C",63,24.359,"Class4"
94.286,65.028,65.362,68.007,NA,83.793,"W",96,18.876,"Class1"
96.577,40.604,75.693,57.654,45.63,84.427,"M",100,42.05,"Class1"
97.929,60.156,61.216,61.1,NA,81.429,"F",98,36.99,"Class1"
27.922,74.433,16.34,18.539,13.524,27.704,"F",36,62.893,"Class3"
6.706,82.445,21.357,19.745,3.245,40.767,"D",3,83.376,"Class3"
79.812,27.002,42.868,87.499,65.546,21.019,"G",69,75.924,"Class2"
69.517,23.901,55.296,54.458,64.625,20.359,"F",64,22.504,"Class2"
53.432,59.908,80.474,46.465,38.269,45.531,"C",89,19.786,"Class4"
62.376,58.072,75.82,48.509,79.952,68.637,"H",65,11.907,"Class4"
0.796,59.353,74.904,48.779,58.101,53.083,"C",82,25.193,"Class4"
23.121,75.46,19.563,16.233,10.973,36.709,"F",15,74.162,"Class3"
40.362,58.175,71.564,12.361,20.785,50.171,"J",34,69.808,"Class5"
97.886,53.399,69.165,55.549,46.165,82.166,"W",96,51.243,"Class1"
39.535,67.491,45.53,32.471,15.308,48.479,"J",23,74.512,"Class5"
20.499,76.741,26.867,19.884,9.475,55.64,"O",38,63.553,"Class3"
38.831,58.262,28.917,14.415,18.949,63.362,"J",21,68.16,"Class5"
96.612,60.883,64.218,64.238,85.992,78.57,"N",96,61.242,"Class1"
10.797,81.656,18.4,15.272,8.606,34.274,"N",19,52.5,"Class3"
-5.96,72.457,23.51,17.555,NA,30.579,"T",33,62.7,"Class3"
51.71,81.277,15.728,15.722,5.765,42.085,"F",9,49.935,"Class3"
10.041,79.109,28.38,19.579,NA,54.053,"D",19,54.533,"Class3"
76.471,71.98,84.437,49.279,61.749,52.689,"H",76,24.172,"Class4"
95.281,63.362,59.866,68.623,43.855,81.21,"W",97,128.012,"Class1"
18.026,78.847,34.281,17.052,8.621,28.438,"N",9,71.953,"Class3"
51.534,49.139,67.373,23.007,15.047,52.272,"F",39,68.271,"Class5"
2.655,81.834,27.651,16.183,8.028,33.617,"D",40,61.232,"Class3"
70.125,50.092,73.439,64.66,43.459,65.431,"A",70,NA,"Class4"
34.231,54.03,39.575,9.877,22.021,49.06,"J",26,80.24,"Class5"
15.098,81.561,22.011,15.054,6.449,41.791,"T",10,NA,"Class3"
79.095,25.323,18.825,63.194,66.892,17.102,"G",87,63.316,"Class2"
67.272,21.208,40.473,94.963,91.413,19.923,"F",91,112.676,"Class2"
66.236,63.643,81.605,52.851,27.896,63.706,"H",89,28.342,"Class4"
77.476,24.497,49.903,76.178,76.294,20.145,"P",62,52.232,"Class2"
30.292,76.978,29.022,19.062,14.677,46.303,"O",34,72.3,"Class3"
97.14,70.112,61.545,69.429,67.022,87.329,"W",96,50.414,"Class1"
30.987,73.762,29.579,15.251,5.129,30.601,"O",32,68.406,"Class3"
99.406,72.587,73.747,69.819,78.423,82.635,"W",96,63.805,"Class1"
96.447,32.698,59.696,67.755,60.61,87.913,"M",96,111.142,"Class1"
62.195,78.447,19.597,19.966,NA,52.672,"T",23,51.208,"Class3"
78.429,24.554,11.52,79.573,70.471,24.373,"P",70,71.69,"Class2"
42.135,73.566,23.843,19.537,15.916,51.116,"O",6,75.731,"Class3"
96.076,56.777,55.499,66.168,85.197,84.185,"M",99,30.517,"Class1"
77.882,22.865,44.581,57.76,91.483,7.735,"C",93,71.969,"Class2"
65.247,22.36,59.353,52.783,93.207,7.302,"P",76,56.243,"Class2"
42.837,43.95,38.257,12.376,22.246,70.673,"T",33,69.753,"Class5"
27.412,76.815,27.895,15.451,10.255,54.134,"N",38,62.522,"Class3"
35.96,53.333,26.763,32.647,16.117,68.139,"M",23,46.395,"Class5"
67.007,71.101,75.212,46.446,77.906,71.755,"A",78,28.078,"Class4"
38.998,45.64,82.777,45.117,51.121,36.875,"A",84,34.739,"Class4"
38.147,70.819,20.011,17.076,14.718,53.375,"T",14,53.093,"Class3"
97.3,41.932,61.089,57.489,68.536,80.614,"W",95,4.15,"Class1"
46.989,45.778,85.996,56.238,30.81,36.269,"I",69,49.538,"Class4"
98.679,88.562,66.1,59.073,44,70.09,"N",95,106.98,"Class1"
49.44,73.368,20.104,15.921,9.97,26.001,"T",6,59.688,"Class3"
97.148,19.272,79.92,37.787,75.721,77.062,"I",59,39.021,"Class4"
32.608,68.073,14.122,9.116,15.594,66.484,"M",31,64.361,"Class5"
96.164,36.966,75.669,69.422,58.838,82.133,"B",100,94.857,"Class1"
35.309,54.874,25.656,25.571,NA,44.809,"J",37,50.844,"Class5"
92.313,54.374,69.48,59.42,56.047,81.837,"M",98,81.42,"Class1"
97.511,72.983,59.814,68.715,37.373,80.15,"W",98,81.746,"Class1"
78.576,33.551,79.394,46.981,79.369,62.797,"I",76,32,"Class4"
24.333,80.598,15.887,15.523,14.437,52.258,"O",23,34.511,"Class3"
36.303,48.851,67.478,25.824,22.313,52.275,"J",30,52.187,"Class5"
34.695,71.078,11.156,28.557,21.892,64.565,"T",31,52.169,"Class5"
98.08,23.898,78.651,63.398,40.111,76.564,"N",95,71.42,"Class1"
51.179,28.119,75.109,58.82,27.913,72.651,"H",86,29.825,"Class4"
71.903,22.457,56.441,26.474,89.694,10.729,"G",64,71.779,"Class2"
33.427,46.44,22.139,13.114,19.695,48.446,"T",37,57.101,"Class5"
97.006,35.125,66.62,62.59,83.711,71.896,"B",95,NA,"Class1"
25.637,57.705,78.22,54.655,65.335,51.474,"C",66,52.838,"Class4"
61.87,23.362,50.75,53.28,63.067,25.279,"F",82,100.713,"Class2"
52.832,60.358,84.662,46.656,34.983,41.591,"W",73,24.49,"Class4"
95.429,75.375,65.454,66.419,49.898,71.345,"W",97,106.872,"Class1"
55.593,26.235,48.632,41.952,80.939,13.724,"F",64,NA,"Class2"
97.1,34.694,67.728,65.314,40.263,86.08,"B",100,31.764,"Class1"
76.079,25.194,22.551,72.324,81.3,16.668,"G",75,39.068,"Class2"
60.123,72.053,32.088,17.804,14.542,40.084,"T",6,NA,"Class3"
54.579,74.068,19.451,15.823,8.621,54.117,"N",38,81.711,"Class3"
96.818,45.866,61.004,59.545,30.486,77.449,"B",100,52.064,"Class1"
45.637,56.599,77.94,42.027,32.689,45.424,"I",78,NA,"Class4"
74.72,55.417,77.736,49.96,43.42,52.714,"A",90,NA,"Class4"
95.047,71.263,72.562,54.334,70.635,73.61,"F",100,33.276,"Class1"
18.053,81.532,25.313,16.317,12.729,38.531,"O",30,65.926,"Class3"
59.213,51.448,76.845,43.926,61.418,40.55,"W",89,35.493,"Class4"
47.238,52.003,40.528,33.475,20.223,55.681,"F",35,42.798,"Class5"
30.209,70.917,35.073,18.805,0.95,55.314,"T",16,48.392,"Class3"
35.789,74.451,83.992,38.815,36.13,69.768,"H",67,39.546,"Class4"
96.946,64.761,54.776,54.508,37.623,75.88,"N",96,49.351,"Class1"
66.32,74.007,82.3,37.154,29.893,61.758,"A",72,29.694,"Class4"
44.101,57.764,105.567,13.316,18.931,62.025,"T",35,57.528,"Class5"
27.689,76.567,23.832,15.856,3.945,39.637,"T",16,51.098,"Class3"
78.699,25.711,23.763,81.846,76.124,8.429,"C",92,102.393,"Class2"
40.722,81.997,27.059,19.627,NA,50.602,"N",21,57.527,"Class3"
3.414,67.244,23.826,19.837,11.105,40.563,"F",29,65.983,"Class3"
97.083,65.385,75.836,59.609,NA,74.532,"F",99,4.351,"Class1"
95.339,25.458,69.367,68.545,48.33,78.702,"F",99,93.442,"Class1"
43.648,55.338,67.736,17.651,16.591,66.064,"J",20,36.126,"Class5"
62.28,45.745,75.237,42.569,NA,56.829,"I",79,36.22,"Class4"
98.151,36.891,55.465,68.686,38.512,71.185,"B",97,41.068,"Class1"
95.78,65.36,57.347,57.277,54.61,74.799,"N",96,54.489,"Class1"
62.864,22.906,29.994,61.178,75.746,29.198,"T",89,116.623,"Class2"
62.857,58.258,26.61,33.091,22.151,71.19,"V",26,64.198,"Class5"
39.035,37.612,59.086,32.101,15.296,45.437,"T",23,52.361,"Class5"
95.685,42.769,55.787,56.565,76.382,86.737,"B",98,61.986,"Class1"
36.533,48.546,37.477,15.327,16.741,60.417,"J",31,73.671,"Class5"
30.618,58.184,69.108,13.38,17.478,63.826,"J",37,65.568,"Class5"
78.83,27.219,4.867,61.751,81.454,25.386,"F",69,85.904,"Class2"
67.039,43.344,79.125,53.344,59.64,65.111,"H",77,2.216,"Class4"
96.616,53.054,67.251,62.604,64.578,86.329,"B",98,71.019,"Class1"
92.233,50.684,81.944,42.669,27.664,48.238,"I",67,26.677,"Class4"
79.395,59.689,79.919,62.446,30.475,37.176,"W",75,26.518,"Class4"
