"HOS1","AZC2","ANQ3","YKF4","BSU5","XTJ6","ORD7","DUN8","BPU9","CPR10","Output3"
88.507,49.138,12.373,"F",46,59.545,17.829,18.937,52.733,84.632,"Class1"
62.713,46.989,NA,"X",41,24.367,73.232,46.528,58.354,29.897,"Class2"
90.474,42.078,11.74,"G",49,65.786,16.575,29.307,52.654,84.916,"Class1"
61.498,24.386,48.338,"C",68,59.903,90.951,41.618,65.713,33.815,"Class2"
53.628,56.567,35.398,"D",69,75.191,92.796,46.359,66.088,29.528,"Class2"
94.056,74.746,NA,"G",27,57.153,19.535,18.033,65.34,84.711,"Class1"
63.307,44.139,58.025,"G",17,55.347,55.579,33.874,73.299,30.209,"Class2"
64.494,47.584,49.24,"C",30,88.093,93.494,53.245,71.611,33.851,"Class2"
84.802,53.713,13.063,"G",38,70.422,18.027,31.425,71.702,86.232,"Class1"
70.031,31.212,36.15,"C",29,44.356,71.577,50.979,66.334,30.084,"Class2"
95.739,81.625,12.866,"K",30,51.68,18.972,24.962,67.741,86.491,"Class1"
65.592,43.942,46.129,"G",78,56.996,76.942,49.268,83.425,33.342,"Class2"
60.572,26.199,31.323,"X",53,73.696,91.254,40.244,63.834,32.401,"Class2"
90.511,64.053,13.485,"K",35,59.31,18.435,17.558,71.891,86.448,"Class1"
93.344,59.603,10.423,"B",45,NA,18.408,10.079,61.72,85.907,"Class1"
88.581,65.618,12.029,"F",23,77.339,19.205,0.797,58.35,86.703,"Class1"
78.195,48.192,44.336,"D",41,12.696,61.069,45.13,55.172,29.265,"Class2"
81.107,33.548,31.127,"D",79,12.663,68.977,49.304,62.342,31.669,"Class2"
96.361,83.581,11.955,"B",51,74.614,17.877,39.349,53.281,85.888,"Class1"
87.883,50.48,12.068,"K",36,NA,16.978,11.599,61.241,85.836,"Class1"
57.973,30.562,39.524,"P",11,42.705,77.042,41.2,37.239,29.436,"Class2"
83.743,69.358,12.668,"F",23,63.985,16.066,26.458,56.56,84.664,"Class1"
78.619,57.689,11.886,"G",26,73.023,18.978,23.974,61.375,85.664,"Class1"
94.71,85.704,11.962,"V",27,81.141,18.757,44.632,58.842,84.425,"Class1"
57.143,56.924,26.712,"P",31,72.49,94.284,45.708,45.485,29.46,"Class2"
58.782,47.906,50.48,"X",37,41.281,83.36,50.44,57.8,33.84,"Class2"
83.271,51.77,12.029,"B",39,51.789,17.246,18.246,58.735,85.048,"Class1"
61.91,49.435,7.081,"G",12,82.95,86.496,47.427,59.656,31.899,"Class2"
59.598,48.954,37.232,"D",60,43.798,77.008,43.958,42.206,32.952,"Class2"
93.063,40.856,11.572,"K",51,59.015,18.594,12.793,61.969,84.583,"Class1"
84.258,84.93,10.997,"G",53,81.836,19.961,19.454,64.994,84.012,"Class1"
91.391,49.501,12.229,"V",31,58.137,18.64,33.134,50.677,85.615,"Class1"
65.447,53.295,23.062,"D",68,80.943,61.498,38.785,46.484,32.988,"Class2"
95.327,72.71,11.344,"B",52,87.516,17.898,25.567,74.217,85.978,"Class1"
94.14,38.401,12.018,"V",29,50.516,19.995,11.386,62.141,85.35,"Class1"
90.845,66.044,11.693,"V",50,89.677,17.305,22.647,69.738,85.435,"Class1"
61.41,33.7,7.138,"P",34,35.704,63.602,44.874,56.064,30.591,"Class2"
51.487,35.915,46.829,"X",63,22.308,72.122,49.451,67.235,31.961,"Class2"
51.871,32.413,21.191,"P",73,80.246,60.903,43.475,50.244,32.036,"Class2"
90.641,55.637,11.353,"B",37,88.032,18.602,27.164,45.631,84.725,"Class1"
95.523,85.822,11.744,"B",57,78.482,19.366,33.674,63.628,85.932,"Class1"
93.293,41.444,12.535,"K",26,69.653,16.181,23.499,64.121,85.982,"Class1"
67.489,27.714,45.695,"P",69,64.056,58.223,50.66,57.095,31.166,"Class2"
79.581,80.619,12.367,"F",31,52.777,16.762,17.829,59.588,84.856,"Class1"
62.85,24.757,33.141,"C",52,55.721,76.771,47.83,28.452,29.436,"Class2"
85.427,83.639,11.924,"V",55,74.529,19.268,17.043,59.474,86.758,"Class1"
55.397,46.312,31.528,"G",71,80.635,87.116,44.033,55.549,32.828,"Class2"
