"OEI1","XDL2","BID3","NDM4","GJN5","NEF6","HVA7","LJK8","NPV9","DQP10","Output23","IQO11"
66.847,40.022,85.244,72.3,38.58,77.8,20,83.19,"K",NA,"Class3","B"
60.342,95.808,59.35,49.461,88.992,40.859,71,67.572,"G",55.721,"Class2","K"
66.55,51.725,44.246,46.483,49.325,78.202,17,87.63,"E",29.501,"Class1","H"
51.118,44.256,27.485,52.056,42.957,77.883,24,88.628,"M",18.709,"Class1","C"
68.569,31.359,87.836,88.353,39.072,78.681,14,58.52,"N",58.816,"Class3","X"
74.44,72.172,97.364,64.9,80.257,40.425,73,63.85,"E",58.881,"Class2","G"
73.815,21.98,80.868,66.124,36.005,79.709,27,65.46,"N",NA,"Class3","Q"
76.164,63.555,88.506,74.012,57.327,79.812,20,70.579,"K",46.391,"Class3","B"
62.721,92.446,80.329,22.563,73.332,43.093,59,66.698,"G",55.604,"Class2","K"
81.485,63.072,95.738,73.575,61.512,81.446,18,57.49,"D",42.377,"Class3","Z"
75.234,52.217,29.424,41.511,43.802,76.771,22,89.213,"M",12.929,"Class1","Z"
69.486,89.792,80.993,62.234,84.944,40.952,56,74.765,"N",58.158,"Class2","R"
72.553,78.096,61.529,18.979,69.02,42.31,72,65.388,"K",57.989,"Class2","L"
92.984,39.098,15.893,79.226,18.201,76.055,24,77.342,"D",19.783,"Class1","Z"
84.849,88.625,68.147,35.628,85.989,43.098,55,90.551,"E",62.857,"Class2","R"
NA,85.746,79.606,94.053,50.304,81.465,25,38.783,"X",30.74,"Class3","M"
75.721,69.159,91.409,96.523,48.982,78.177,18,88.713,"K",60.663,"Class3","M"
85.276,64.768,93.452,85.941,41.269,78.71,26,41.742,"B",60.794,"Class3","B"
58.908,73.571,81.635,54.548,69.355,40.247,64,76.189,"N",58.105,"Class2","I"
94.065,57.525,23.437,62.834,44.512,74.059,21,66.54,"G",18.733,"Class1","Z"
69.936,48.381,17.915,79.219,52.021,77.729,21,94.269,"D",NA,"Class1","H"
47.149,77.682,52.544,19.212,72.707,38.307,69,77.511,"B",65.991,"Class2","I"
56.977,33.228,90.714,80.644,52.476,78.664,23,22.378,"N",57.725,"Class3","B"
52.612,53.774,36.008,52.37,38.096,78.328,17,90.703,"F",29.17,"Class1","O"
55.723,39.26,37.86,85.623,19.674,72.28,23,85.765,"G",31.291,"Class1","Y"
73.728,86.526,86.017,78.904,62.909,81.911,22,82.033,"D",58.713,"Class3","X"
72.482,70.371,90.886,72.647,33.091,82.684,19,50.873,"K",NA,"Class3","Q"
79.365,59.301,92.778,97.277,50.097,81.558,17,44.248,"N",55.93,"Class3","B"
87.522,43.61,34.579,63.781,25.455,80.888,24,79.303,"G",NA,"Class1","Z"
NA,70.166,93.972,71.069,49.208,81.097,13,91.244,"B",34.259,"Class3","X"
90.327,77.512,70.556,22.627,80.738,40.659,56,73.334,"E",61.507,"Class2","R"
80.27,67.613,66.792,68.672,82.775,37.997,55,89.495,"K",61.536,"Class2","L"
72.549,68.922,81.052,90.375,37.683,79.39,26,30.026,"B",41.339,"Class3","M"
41.539,39.329,52.883,34.588,37.254,79.519,24,98.01,"F",25.83,"Class1","Y"
NA,84.233,90.141,49.967,85.344,39.406,56,76.828,"E",55.08,"Class2","R"
60.866,89.651,61.814,47.186,69.303,42.163,70,97.413,"E",62.952,"Class2","K"
NA,28.446,82.07,69.228,42.334,78.94,19,68.774,"K",55.694,"Class3","B"
60.915,43.046,15.527,32.553,21.308,74.833,16,90.991,"E",30.381,"Class1","Z"
75.382,27.556,85.141,93.824,50.013,81.668,21,70.279,"N",34.878,"Class3","X"
64.917,54.062,42.265,33.896,19.053,67.439,17,86.331,"F",36.433,"Class1","C"
82.833,48.671,39.104,58.36,40.956,74.49,19,94.993,"G",35.703,"Class1","O"
84.156,38.821,51.097,80.208,54.961,76.425,20,90.359,"G",16.603,"Class1","Y"
63.936,92.609,88.397,66.88,82.335,38.734,72,95.51,"K",59.139,"Class2","R"
69.226,87.223,72.252,66.348,69.843,42.588,57,93.352,"G",60.371,"Class2","R"
65.629,74.248,74.98,13.378,75.717,38.63,55,98.831,"N",64.472,"Class2","R"
64.857,88.747,97.757,48.414,69.294,39.195,61,66.092,"E",63.698,"Class2","R"
68.032,87.225,82.979,29.617,80.648,44.585,65,69.94,"K",58.212,"Class2","I"
NA,69.347,90.859,53.676,75.071,42.218,58,84.164,"K",55.858,"Class2","G"
70.846,48.627,91.188,97.851,37.645,78.757,15,8.269,"B",30.227,"Class3","Q"
43.098,91.403,73.908,17.934,80.052,42.019,59,93.278,"E",58.028,"Class2","G"
94.264,45.739,20.563,60.2,37.639,74.138,23,103.628,"M",37.665,"Class1","Y"
76.878,48.526,50.894,39.502,27.166,89.031,23,91.076,"F",27.971,"Class1","Z"
82.868,51.718,25.754,52.043,41.315,86.825,20,92.464,"G",36.721,"Class1","Y"
79.294,89.955,80.228,42.99,80.315,43.873,59,70.058,"B",63.857,"Class2","K"
69.173,36.565,82.882,85.046,38.208,78.634,16,53.829,"X",51.388,"Class3","X"
69.369,37.957,29.975,85.84,17.829,74.365,23,77.48,"E",34.67,"Class1","Y"
69.663,51.091,32.57,72.232,49.804,79.033,19,87.749,"M",18.931,"Class1","Y"
63.784,38.214,86.503,96.8,39.554,83.256,23,90.136,"N",44.976,"Class3","Z"
80.307,63.237,90.304,74.287,61.35,80.721,13,60.582,"D",26.446,"Class3","M"
83.406,44.083,16.522,69.648,45.671,76.879,24,93.614,"D",34.32,"Class1","Z"
78.54,43.526,81.352,71.888,47.903,77.628,20,65.802,"B",54.285,"Class3","Z"
77.724,87.827,87.526,97.54,56.885,82.334,16,45.637,"X",52.542,"Class3","X"
73.311,80.314,58.802,39.385,81.109,38.94,60,80.249,"B",59.379,"Class2","R"
78.509,95.278,90.314,73.758,75.189,40.026,71,67.257,"N",56.338,"Class2","G"
NA,31.352,85.264,84.942,34.289,81.27,23,50.837,"D",41.282,"Class3","B"
84.183,64.446,89.932,77.612,57.014,75.569,16,52.265,"K",50.288,"Class3","X"
66.027,90.191,82.748,90.794,59.462,81.86,22,79.793,"K",61.936,"Class3","M"
50.982,78.8,70.874,56.108,76.799,40.396,69,62.042,"G",58.653,"Class2","R"
64.277,53.025,35.833,49.438,26.793,76.97,21,88.992,"M",37.222,"Class1","Y"
60.628,56.005,39.023,85.786,38.492,82.646,17,80.169,"F",29.119,"Class1","O"
83.61,40.012,39.057,48.652,40.667,76.302,20,86.747,"G",37.906,"Class1","O"
63.786,58.768,33.04,75.287,37.677,65.001,18,95.829,"M",30.376,"Class1","Z"
68.553,70.381,95.952,73.981,88.294,41.036,65,78.998,"E",58.783,"Class2","K"
67.396,43.124,32.094,34.369,49.296,81.742,23,94.537,"M",14.877,"Class1","C"
77.924,52.767,31.804,37.543,16.643,74.353,24,79.069,"F",14.974,"Class1","Y"
75.28,70.007,59.801,62.917,72.062,40.273,65,76.88,"B",60.617,"Class2","R"
56.903,52.205,26.716,65.172,18.291,77.202,20,89.507,"F",36.741,"Class1","Z"
70.142,67.119,86.947,76.437,63.532,83.208,27,80.04,"X",32.868,"Class3","X"
74.487,74.42,105.441,27.572,69.59,44.021,61,84.317,"K",59.921,"Class2","G"
73.689,52.359,50.482,75.908,54.949,82.768,23,89.303,"D",29.796,"Class1","H"
74.981,55.19,30.553,50.044,23.263,85.522,22,88.356,"M",30.818,"Class1","C"
59.296,69.751,91.56,83.182,48.736,78.852,25,25.376,"D",26.338,"Class3","X"
55.329,38.704,16.781,47.663,49.127,77.522,22,96.155,"G",11.472,"Class1","H"
78.771,39.449,45.491,75.451,24.544,85.418,23,92.976,"M",22.873,"Class1","Y"
NA,62.946,97.593,84.365,64.272,77.167,26,63.836,"D",61.565,"Class3","M"
67.638,79.447,72.213,72.124,75.313,38.524,58,79.686,"G",61.725,"Class2","K"
60.09,83.673,80.066,93.276,56.056,79.851,24,72.556,"K",46.282,"Class3","Z"
80.078,46.587,51.909,74.78,38.83,82.734,20,72.477,"F",30.922,"Class1","O"
69.122,8.746,87.081,77.321,64.991,80.537,27,73.957,"N",39.979,"Class3","B"
68.847,10.8,84.721,70.649,52.738,81.206,13,55.287,"X",41.203,"Class3","X"
79.829,49.673,34.799,37.303,31.491,72.859,19,93.746,"D",17.836,"Class1","Z"
73.831,68.652,64.259,70.577,79.436,39.708,59,75.109,"E",62.451,"Class2","K"
88.252,41.756,43.957,48.491,18.985,84.975,19,83.859,"D",31.692,"Class1","H"
63.097,35.673,52.632,67.484,29.298,80.197,19,85.424,"G",21.13,"Class1","O"
66.612,59.889,48.062,31.564,16.677,85.645,20,90.683,"F",19.346,"Class1","C"
66.887,87.978,81.996,32.522,77.915,42.659,64,69.907,"G",63.182,"Class2","K"
66.96,95.507,70.674,22.835,85.634,40.021,73,79.361,"B",61.018,"Class2","L"
64.255,31.65,81.967,83.749,34.905,82.23,19,57.515,"X",NA,"Class3","X"
69.4,6.838,86.224,83.237,32.644,78.971,17,64.589,"N",35.677,"Class3","X"
70.293,10.047,81.254,80.839,38.746,75.987,17,48.355,"N",55.521,"Class3","Q"
81.483,84.667,86.342,75.639,47.927,76.764,24,39.998,"N",29.546,"Class3","B"
72.738,37.409,38.315,30.683,53.175,83.35,23,79.537,"E",36.717,"Class1","H"
55.558,90.508,99.231,68.204,76.385,41.863,65,73.312,"B",61.47,"Class2","G"
66.745,94.893,70.39,32.015,73.718,38.73,72,91.734,"N",56.873,"Class2","G"
54.748,32.328,89.782,82.392,41.277,80.2,22,30.013,"D",30.262,"Class3","M"
65.414,68.137,73.124,55.641,73.642,37.562,62,77.218,"B",56.204,"Class2","R"
65.782,65.488,107.226,74.064,37.147,81.262,25,45.237,"B",29.015,"Class3","B"
NA,68.054,80.049,49.989,75.153,37.683,73,84.674,"N",64.345,"Class2","G"
70.311,37.411,51.381,71.666,49.245,94.819,19,91.652,"M",19.859,"Class1","O"
66.424,37.318,46.451,53.368,48.756,75.758,21,94.422,"E",22.93,"Class1","C"
59.683,55.961,96.386,97.332,38.483,77.528,27,101.221,"K",60.992,"Class3","B"
81.59,34.263,84.053,96.972,44.993,85.375,18,47.788,"B",58.576,"Class3","B"
44.843,50.003,42.889,78.327,54.094,70.629,21,89.442,"M",11.564,"Class1","H"
73.199,59.12,93.307,88.514,56.283,79.092,25,12.232,"X",41.144,"Class3","M"
68.273,40.793,20.905,50.42,42.636,75.271,20,85.039,"M",33.803,"Class1","O"
78.797,47.771,45.902,78.43,39.715,86.582,17,82.426,"G",20.617,"Class1","H"
63.445,40.272,20.085,34.211,49.696,71.196,17,75.339,"F",24.806,"Class1","O"
77.944,44.897,91.225,77.89,32.772,81.195,23,46.036,"B",52.263,"Class3","Q"
56.837,90.906,79.591,55.497,73.351,38.035,56,81.72,"G",57.591,"Class2","R"
71.021,44.407,83.009,89.404,36.711,79.952,26,63.512,"N",46.507,"Class3","M"
74.559,64.081,95.398,80.943,57.962,82.071,23,71.203,"K",26.274,"Class3","Z"
78.579,90.397,85.399,86.308,57.333,80.507,21,42.882,"B",38.333,"Class3","Z"
68.635,42.265,40.497,68.945,20.469,86.946,19,93.61,"D",12.192,"Class1","H"
72.525,17.306,82.467,88.823,47.122,83.256,15,72.601,"D",46.184,"Class3","Q"
73.008,50.993,35.462,33.931,44.107,77.28,20,91.488,"M",30.867,"Class1","Y"
75.835,55.643,37.319,29.401,21.087,87.415,19,93.013,"M",13.406,"Class1","H"
79.817,91.939,89.423,30.541,69.31,40.757,65,86.304,"E",55.302,"Class2","I"
65.755,68.013,79.981,98.438,61.336,80.351,27,67.757,"D",24.922,"Class3","X"
79.718,70.345,90.635,35.073,70.695,40.795,67,67.068,"K",65.05,"Class2","I"
60.927,56.625,45.901,31.503,46.41,72.62,24,86.163,"D",15.133,"Class1","Z"
72.844,90.138,95.568,88.547,61.521,82.318,24,40.864,"K",51.527,"Class3","M"
51.53,70.478,89.971,47.604,86.1,41.564,58,75.008,"K",64.063,"Class2","K"
72.836,73.036,84.55,66.856,77.119,41.15,68,92.498,"N",58.901,"Class2","I"
60.197,85.771,78.186,11.404,75.876,37.185,72,80.329,"N",55.525,"Class2","G"
65.856,76.829,65.046,50.685,77.686,39.902,64,82.669,"B",62.782,"Class2","R"
83.853,66.086,79.112,73.619,35.121,82.821,20,81.801,"B",35.252,"Class3","M"
58.825,39.106,29.534,56.724,25.826,82.859,20,81.156,"G",16.798,"Class1","H"
67.915,58.228,25.137,43.308,27.272,85,18,83.887,"M",15.63,"Class1","Y"
68.749,91.571,50.584,57.468,88.689,42.596,56,74.371,"G",57.61,"Class2","I"
72.458,37.717,81.52,88.678,58.104,80.221,14,39.196,"K",44.083,"Class3","B"
61.394,38.804,13.816,31.911,25.513,77.195,17,99.511,"D",26.959,"Class1","H"
75.54,38.298,89.741,89.615,53.315,81.639,25,57.705,"N",45.552,"Class3","B"
76.132,78.206,89.299,81.042,38.672,75.942,21,69.486,"D",39.969,"Class3","Q"
77.806,21.164,88.477,82.263,32.656,82.809,16,58.405,"B",60.022,"Class3","Q"
66.208,38.304,33.229,44.547,41.183,81.933,16,88.275,"E",27.867,"Class1","O"
79.854,51.435,39.689,72.36,43.403,87.541,24,80.393,"G",37.677,"Class1","Z"
60.657,88.133,59.663,10.946,81.313,41.962,65,99.169,"N",59.1,"Class2","G"
67.862,45.645,33.73,41.793,15.344,83.19,20,78.963,"D",27.289,"Class1","O"
56.341,90.737,71.191,39.523,84.617,37.639,71,75.314,"B",56.24,"Class2","G"
63.955,84.222,97.486,27.447,77.389,39.044,56,71.797,"B",64.497,"Class2","I"
65.291,18.871,89.655,98.352,59.428,81.893,19,51.597,"D",39.512,"Class3","B"
83.42,66.026,79.05,66.946,82.875,39.732,70,71.073,"G",59.226,"Class2","K"
64.891,19.912,74.367,88.61,42.298,79.626,14,81.257,"X",61.713,"Class3","Z"
NA,75.206,99.624,10.241,74.941,39.001,56,67.508,"N",61.593,"Class2","L"
72.876,91.663,91.765,20.3,75.816,37.131,70,94.962,"K",59.442,"Class2","R"
70.109,17.194,94.856,98.253,47.122,80.659,22,29.856,"N",53.931,"Class3","B"
61.521,87.156,80.364,33.024,88.326,39.811,63,82.344,"N",59.806,"Class2","G"
49.744,91.861,48.394,42.989,75.643,38.721,64,67.973,"N",65.602,"Class2","L"
65.283,8.69,77.186,73.609,38.755,81.09,27,43.96,"N",54.679,"Class3","B"
62.463,40.028,26.649,34.928,53.998,75.351,16,88.692,"E",33.453,"Class1","H"
70.912,54.702,21.314,30.872,54.332,76.095,24,92.599,"F",12.684,"Class1","C"
58.889,73.932,78.918,67.722,54.741,85.108,15,32.344,"K",24.383,"Class3","X"
55.368,87.423,88.929,65.676,75.817,36.949,62,62.947,"G",60.502,"Class2","L"
83.583,44.063,40.252,72.134,30.91,75.32,20,82.963,"F",13.743,"Class1","Y"
76.052,90.065,87.401,10.027,88.128,39.854,62,68.202,"N",56.586,"Class2","L"
64.824,75.982,85.347,64.071,73.195,42.094,57,74.299,"E",59.332,"Class2","K"
71.218,44.58,19.049,72.965,35.205,72.702,18,82.427,"D",15.15,"Class1","Z"
69.722,93.242,68.676,36.002,86.107,41.768,54,84.657,"B",65.079,"Class2","G"
88.312,89.426,70.484,25.812,86.669,39.372,71,93.685,"K",64.15,"Class2","K"
72.095,93.175,63.843,49.019,88.292,42.219,68,56.652,"B",63.303,"Class2","L"
75.249,86.389,66.492,11.185,86.999,38.421,59,77.629,"G",62.474,"Class2","I"
79.224,77.553,95.018,86.758,61.988,77.118,25,59.677,"K",42.63,"Class3","M"
72.951,80.849,82.06,63.487,76.159,43.127,64,75.192,"K",63.167,"Class2","G"
76.292,53.252,48.268,85.584,30.336,82.804,16,87.089,"D",18.104,"Class1","C"
83.571,18.367,83.404,76.402,59.957,79.78,21,23.636,"K",29.446,"Class3","M"
78.573,91.208,77.332,73.418,35.807,78.01,15,59.595,"N",43.496,"Class3","Q"
79.291,81.11,78.299,13.001,83.027,41.451,63,84.865,"K",57.014,"Class2","L"
59.042,67.522,99.303,42.249,82.141,41.683,71,78.478,"N",59.195,"Class2","R"
64.254,55.828,35.317,81.858,28.326,83.205,18,82.931,"E",12.868,"Class1","H"
74.109,90.544,94.807,88.808,46.994,82.451,18,47.575,"D",58.219,"Class3","B"
76.627,15.622,83.289,81.613,64.145,82.305,17,65.467,"B",33.651,"Class3","B"
82.207,52.486,47.715,29.871,35.304,77.072,24,88.998,"G",21.361,"Class1","Y"
55.239,56.832,27.697,64.946,32.757,80.369,17,87.656,"E",15.713,"Class1","O"
63.577,89.327,83.532,83.182,44.694,80.245,21,43.829,"D",36.225,"Class3","Z"
63.796,46.068,92.229,73.57,56.722,81.376,22,93.402,"K",54.251,"Class3","Z"
66.627,54.598,28.992,34.343,40.078,73.884,18,96.467,"F",21.742,"Class1","C"
61.048,85.492,58.883,27.262,83.165,39.549,67,73.939,"N",56.604,"Class2","I"
67.315,87.267,65.489,43.751,72.388,41.185,57,60.989,"N",62.206,"Class2","R"
48.987,70.828,105.639,68.975,85.731,43.052,61,86.354,"N",60.585,"Class2","K"
79.114,49.229,31.267,77.701,27.218,73.702,22,97.565,"F",29.186,"Class1","Y"
65.231,35.107,82.147,82.022,45.261,81.458,22,65.628,"X",47.609,"Class3","B"
57.047,71.002,67.717,55.864,72.624,39.328,57,100.055,"G",56.171,"Class2","R"
66.814,90.704,70.141,56.4,72.115,41.457,65,73.105,"G",64.502,"Class2","I"
71.336,58.63,24.166,47.684,32.447,88.122,24,79.48,"M",22.105,"Class1","C"
65.613,51.694,40.552,71.825,23.735,88.414,23,95.767,"E",36.772,"Class1","Z"
52.702,56.516,28.937,73.856,43.07,82.731,16,84.108,"M",18.889,"Class1","O"
81.227,48.691,26.085,74.329,54.613,87.344,18,83.014,"F",12.031,"Class1","Z"
76.088,22.582,87.663,81.519,54.83,78.104,18,87.714,"K",42.744,"Class3","Q"
52.97,53.344,22.96,74.573,19.295,87.778,20,85.333,"F",21.283,"Class1","H"
58.177,87.405,71.974,57.298,76.73,39.716,68,92.716,"E",63.318,"Class2","L"
62.165,76.955,81.078,24.544,72.91,40.46,72,76.97,"B",60.117,"Class2","I"
78.66,73.167,84.491,97.908,34.281,79.346,17,61.62,"K",45.84,"Class3","Q"
55.438,35.423,32.962,77.697,46.657,76.403,22,94.003,"D",30.364,"Class1","Z"
76.641,37.131,28.274,59.434,22.268,85.374,17,98.687,"F",22.626,"Class1","H"
80.695,67.891,72.694,65.607,74.607,39.446,70,61.964,"B",64.66,"Class2","R"
75.952,66.331,89.642,96.147,40.239,80.417,26,24.156,"B",36.119,"Class3","X"
70.377,29.404,95.749,94.812,45.86,81.493,22,51.464,"D",54.55,"Class3","Z"
82.254,35.702,38.385,31.871,33.648,75.526,24,85.543,"G",13.969,"Class1","C"
71.992,64.254,94.908,66.698,63.416,78.777,23,74.214,"D",44.179,"Class3","X"
74.021,41.809,18.409,65.65,50.091,94.492,22,88.428,"D",13.587,"Class1","Z"
NA,43.347,9.192,33.363,31.42,77.814,21,78.176,"E",30.811,"Class1","Z"
59.984,72.732,69.12,10.279,76.316,39.658,66,82.733,"N",65.336,"Class2","R"
69.637,76.107,101.223,95.691,44.377,78.011,27,54.466,"N",NA,"Class3","M"
66.207,94.704,65.933,27.174,70.722,40.695,66,84.675,"G",65.734,"Class2","G"
71.497,44.784,31.989,78.991,21.654,80.788,22,94.774,"D",18.977,"Class1","Y"
69.366,37.114,64.431,37.432,39.523,86.78,19,95.479,"E",13.432,"Class1","O"
72.155,64.541,83.654,92.966,49.343,80.64,18,73.602,"B",52.349,"Class3","Z"
78.919,55.091,8.82,49.97,52.158,70.687,17,73.688,"M",32.894,"Class1","C"
70.378,74.595,78.806,65.737,88.487,40.97,70,87.836,"N",65.102,"Class2","K"
72.519,33.732,96.314,69.923,34.45,78.954,22,45.421,"X",27.561,"Class3","Z"
79.271,54.718,42.91,82.501,21.217,81.477,19,91.155,"E",13.979,"Class1","C"
84.193,83.097,85.223,86.538,41.411,80.718,20,61.267,"D",30.617,"Class3","X"
63.157,73.184,100.037,92.148,51.082,77.005,25,55.607,"X",57.828,"Class3","Z"
76.734,67.604,87.635,48.282,82.623,35.96,74,65.502,"N",NA,"Class2","K"
64.859,81.444,86.212,48.272,71.372,42.633,67,73.229,"E",NA,"Class2","I"
75.389,45.859,51.177,56.259,37.725,74.929,19,87.684,"M",25.293,"Class1","O"
81.841,69.984,68.232,57.128,78.795,38.467,70,87.167,"N",58.435,"Class2","K"
72.21,82.294,84.131,98.562,47.984,78.42,22,4.693,"B",NA,"Class3","M"
82.531,56.986,46.889,76.569,42.478,89.178,19,89.029,"F",NA,"Class1","Z"
79.482,69.317,84.198,29.005,77.242,43.268,72,59.066,"N",56.399,"Class2","I"
75.236,40.973,30.596,66.552,40.292,81.712,16,96.555,"F",11.195,"Class1","O"
60.131,49.284,39.806,85.506,54.692,80.304,24,93.108,"F",34.876,"Class1","C"
74.787,92.639,71.934,50.223,75.692,37.569,57,86.767,"N",58.814,"Class2","G"
58.033,90.294,84.836,48.535,82.883,42.215,63,82.839,"B",65.555,"Class2","G"
NA,37.204,17.166,46.088,41.375,81.627,20,96.448,"D",29.475,"Class1","Z"
57.23,68.213,76.314,24.108,79.569,40.6,73,55.97,"N",64.748,"Class2","R"
72.354,43.662,43.839,69.278,53.686,78.992,22,94.542,"F",21.607,"Class1","O"
79.43,88.886,95.029,27.154,81.012,40.055,68,73.156,"K",57.536,"Class2","R"
72.111,12.788,88.951,76.341,38.663,81.088,27,67.592,"X",43.692,"Class3","B"
67.014,14.196,98.927,80.888,61.967,81.763,13,91.747,"K",36.525,"Class3","M"
89.951,38.934,24.588,68.584,49.621,67.614,18,78.916,"E",22.382,"Class1","Y"
78.456,47.581,57.399,45.3,43.661,83.618,22,90.403,"E",26.668,"Class1","H"
68.21,43.324,59.044,65.48,42.09,92.082,17,96.533,"D",16.657,"Class1","H"
61.756,77.316,95.367,66.843,76.702,42.327,69,73.402,"K",59.798,"Class2","R"
NA,37.045,44.905,77.731,44.048,76.474,23,93.798,"E",11.425,"Class1","Y"
79.147,27.058,80.901,66.435,33.924,79.57,18,34.132,"D",28.25,"Class3","Z"
88.154,59.023,30.591,77.172,49.756,82.028,16,90.483,"D",35.604,"Class1","H"
73.375,79.468,88.201,75.021,44.054,83.029,16,69.069,"D",61.686,"Class3","Q"
71.997,72.814,38.806,55.965,69.92,41.245,57,85.704,"G",65.983,"Class2","K"
66.097,94.525,60.734,39.038,78.74,41.905,59,71.235,"B",NA,"Class2","R"
79.859,84.12,76.691,48.199,72.381,40.579,65,74.237,"K",57.566,"Class2","R"
66.862,12.321,91.625,96.743,38.693,78.23,22,83.976,"N",42.19,"Class3","B"
70.222,78.575,71.595,25.378,81.615,40.687,72,75.081,"G",64.219,"Class2","I"
64.506,48.083,38.838,50.487,50.423,75.613,16,82.642,"D",33.66,"Class1","Z"
80.502,62.305,88.596,85.597,32.379,82.218,19,63.07,"X",35.514,"Class3","M"
58.386,82.819,80.325,58.068,80.968,41.421,61,87.642,"B",58.735,"Class2","G"
61.899,35.225,39.214,41.765,24.923,84.271,18,90.387,"M",11.432,"Class1","C"
83.396,56.083,55.983,63.683,19.163,76.087,24,94.208,"F",27.734,"Class1","Y"
74.119,42.534,64.966,80.315,30.587,82.535,24,97.613,"M",24.769,"Class1","C"
76.523,41.903,87.525,68.926,33.848,76.832,20,87.488,"N",49.499,"Class3","M"
78.437,82.908,79.666,95.082,35.968,80.343,27,36.966,"N",30.818,"Class3","X"
61.484,79.73,45.411,38.519,69.976,41.432,70,79.937,"G",64.39,"Class2","K"
49.77,35.963,40.355,80.968,37.093,78.772,23,81.157,"M",28.647,"Class1","Z"
78.679,54.673,42.162,37.961,42.588,74.449,23,94.155,"F",24.962,"Class1","Y"
57.28,47.684,79.643,79.185,41.333,79.454,24,2.938,"D",35.079,"Class3","B"
74.779,42.545,92.99,72.567,46.756,80.517,18,54.716,"N",28.148,"Class3","Q"
73.228,88.27,72.683,39.733,83.243,39.056,54,73.49,"B",NA,"Class2","I"
82.997,93.776,70.901,73.09,72.663,39.779,56,68.509,"N",61.235,"Class2","I"
75.475,23.167,98.404,77.621,43.937,80.979,15,80.587,"N",49.674,"Class3","B"
77.818,90.338,98.374,72.376,39.874,79.68,19,27.566,"D",29.173,"Class3","Z"
72.443,40.801,44.253,64.376,43.415,85.25,23,73.695,"D",NA,"Class1","Y"
73.031,17.978,72.578,92.576,64.759,80.8,26,82.358,"D",27.375,"Class3","Z"
76.231,35.544,93.998,89.992,62.431,81.981,23,89.985,"N",34.183,"Class3","Q"
61.972,55.987,31.606,44.491,23.879,70.131,24,87.154,"E",23.885,"Class1","O"
76.272,40.581,46.739,62.706,53.444,66.282,17,87.605,"D",19.163,"Class1","O"
69.756,72.638,92.912,30.045,73.646,41.275,62,96.09,"B",NA,"Class2","R"
61.724,53.906,39.621,73.937,47.258,83.701,20,92.901,"G",22.586,"Class1","H"
71.901,79.345,86.07,94.649,58.972,79.462,17,74.982,"K",NA,"Class3","M"
69.777,53.984,32.786,37.13,26.286,77.708,22,89.837,"E",NA,"Class1","O"
53.594,83.336,85.105,19.304,71.7,41.017,61,70.627,"G",63.645,"Class2","I"
78.298,67.016,85.058,59.838,79.8,36.162,55,94.458,"N",62.339,"Class2","K"
70.934,69.037,37.474,52.403,84.841,36.585,57,69.088,"K",63.018,"Class2","K"
52.965,67.226,64.211,50.323,75.603,38.69,55,90.988,"E",63.127,"Class2","R"
87.824,73.206,76.503,58.576,88.144,39.364,61,79.626,"N",61.238,"Class2","L"
68.274,76.285,77.573,49.175,84.724,42.625,59,49.684,"E",64.633,"Class2","I"
65.413,14.711,78.463,97.884,62.562,82.97,15,66.304,"K",30.244,"Class3","X"
72.964,63.39,72.455,73.248,47.831,80.847,24,60.098,"X",57.581,"Class3","M"
90.642,37.331,32.188,81.639,53.374,76.917,17,91.523,"G",29.892,"Class1","H"
72.629,68.826,68.727,13.879,72.003,41.432,67,89.312,"K",57.505,"Class2","L"
77.541,51.481,100.363,77.385,56.849,77.679,17,46.484,"B",61.422,"Class3","Q"
84.186,55.168,29.633,39.514,20.41,76.257,18,91.127,"M",24.844,"Class1","C"
64.752,88.138,84.011,53.044,77.689,38.846,69,72.993,"G",61.184,"Class2","L"
77.852,67.048,95.255,96.753,37.464,75.992,13,62.916,"X",39.814,"Class3","M"
74.773,46.761,85.364,82.174,42.406,80.758,21,41.712,"D",50.277,"Class3","M"
65.575,49.566,90.247,76.472,49.8,82.092,27,95.484,"K",44.4,"Class3","M"
54.92,54.834,83.39,91.876,56.249,82.96,21,75.039,"X",55.759,"Class3","Z"
75.548,12.11,98.038,74.632,57.626,84.669,24,62.086,"X",50.702,"Class3","M"
58.463,35.115,100.786,68.725,44.792,83.467,18,95.273,"K",27.808,"Class3","M"
69.16,49.896,36.079,54.757,40.026,77.647,18,80.6,"D",28.623,"Class1","C"
59.037,82.569,95.228,29.056,87.527,41.67,63,80.937,"K",56.332,"Class2","G"
69.961,31.703,74.365,78.077,63.894,81.239,17,17.376,"X",24.636,"Class3","B"
85.312,77.603,80.98,48.134,76.31,42.001,69,62.484,"B",60.378,"Class2","L"
64.052,72.325,67.914,42.78,73.785,39.191,63,63.743,"K",58.47,"Class2","I"
72.006,74.351,82.128,70.619,86.843,43.731,69,55.673,"K",56.4,"Class2","L"
86.903,54.859,23.432,39.38,46.563,79.883,19,83.79,"M",14.772,"Class1","Z"
81.791,67.321,85.719,96.01,55.959,78.334,25,38.994,"X",NA,"Class3","M"
84.236,89.985,70.353,41.304,70.926,42.775,57,76.454,"B",58.893,"Class2","R"
71.811,8.965,101.462,85.945,47.279,78.989,26,83.832,"D",47.87,"Class3","X"
