"GCJ1","TRK2","TYC3","AMI4","QRO5","HGF6","UVL7","ZBR8","CAO9","ZFV10","Output17","JQX11"
41.955,"N",64.311,92,19.176,5.428,48.936,"U",31.181,34,"Class1",62.305
95.559,"K",65.684,84,30.3,48.855,18.108,"U",74.379,34,"Class1",68.626
54.142,"G",60.565,87,25.651,18.746,9.56,"N",61.937,68,"Class1",88.941
77.331,"N",45.334,61,34.916,29.738,28.756,"H",8.793,42,"Class2",63.803
82.891,"L",-13.316,59,18.767,42.04,23.054,"D",34.501,39,"Class2",51.626
48.091,"N",73.802,86,23.856,25.264,74.748,"N",75.678,69,"Class1",39.651
66.439,"L",39.716,55,42.626,50.956,30.201,"D",33.732,37,"Class2",61.577
94.331,"K",70.089,97,16.167,34.716,53.27,"W",31.449,43,"Class1",68.959
88.507,"N",68.206,80,43.521,32.088,54.041,"U",46.219,39,"Class1",44.574
42.77,"G",71.522,83,39.232,20.731,40.941,"U",101.259,8,"Class1",21.505
70.079,"N",63.617,86,24.38,50.611,79.628,"C",33.43,60,"Class1",30.228
41.916,"N",68.203,78,14.01,10.389,22.455,"U",36.933,66,"Class1",51.841
74.41,"U",19.388,57,29.258,54.709,26.587,"I",36.812,48,"Class2",NA
68.156,"N",5.301,62,39.835,51.654,24.138,"O",52.799,47,"Class2",38.42
36.744,"U",36.827,57,35.347,36.965,30.569,"I",34.615,42,"Class2",65.928
41.48,"L",-3.24,60,34.496,38.421,23.778,"I",19.868,26,"Class2",29.671
15.492,"U",76.708,61,20.548,51.131,28.077,"H",65.114,42,"Class2",38.774
85.211,"D",55.026,52,37.221,47.472,21.743,"H",76.259,35,"Class2",34.27
59.5,"T",44.72,57,39.922,46.044,27.126,"I",33.696,32,"Class2",47.493
25.039,"T",69.423,53,43.258,42.776,20.65,"O",23.892,49,"Class2",36.11
60.536,"L",51.536,55,19.607,46.553,26.024,"H",59.932,66,"Class2",61.7
48.986,"T",30.234,59,37.287,40.695,24.564,"P",104.045,32,"Class2",53.955
56.854,"N",71.476,94,44.919,19.255,60.18,"N",54.244,23,"Class1",44.263
45.916,"D",51.371,59,35.549,32.001,21.859,"I",12.797,47,"Class2",49.443
78.96,"G",65.203,87,29.041,19.189,2.333,"W",69.987,39,"Class1",82.803
31.698,"U",58.295,53,42.698,59.535,26.885,"D",62.021,36,"Class2",NA
57.065,"T",NA,59,20.98,33.476,23.556,"D",44.518,25,"Class2",45.205
90.231,"K",68.066,95,29.582,39.524,36.366,"U",32.162,10,"Class1",NA
85.485,"N",67.184,86,22.574,14.76,56.387,"U",29.24,75,"Class1",10.198
79.9,"L",79.07,51,17.322,44.338,22.951,"H",18.288,70,"Class2",41.953
90.794,"N",66.144,75,46.916,36.044,7.434,"O",70.683,7,"Class1",67.216
62.194,"N",67.371,73,11.586,34.926,42.446,"C",31.578,24,"Class1",12.091
64.018,"N",70.487,58,15.157,29.701,26.327,"H",51.517,38,"Class2",55.591
14.958,"D",45.167,54,35.31,20.87,27.07,"I",45.93,67,"Class2",46.085
43.447,"N",66.19,79,22.218,22.8,21.185,"N",59.012,14,"Class1",70.326
58.311,"K",56.036,92,17.501,35.313,77.093,"N",43.175,63,"Class1",51.767
78.723,"D",72.288,74,13.418,19.341,55.371,"C",59.008,14,"Class1",83.392
39.374,"T",NA,54,41.495,26.678,27.614,"I",31.227,55,"Class2",30.874
13.2,"U",40.229,59,18.645,34.031,16.634,"D",56.858,28,"Class2",47.851
79.676,"U",57.059,55,16.441,57.796,31.556,"I",3.463,49,"Class2",38.164
24.487,"U",1.844,52,22.743,40.194,26.27,"O",82.279,39,"Class2",54.809
75.119,"D",65.436,82,42.924,18.84,78.163,"U",17.46,27,"Class1",33.562
49.233,"U",17.772,60,29.303,26.63,33.642,"O",82.144,63,"Class2",36.209
84.971,"D",73.895,95,22.772,25.041,36.541,"N",45.393,16,"Class1",73.858
44.02,"N",67.798,78,21.223,41.526,62.667,"N",69.937,54,"Class1",47.255
66.438,"G",65.761,89,31.077,40.351,66.155,"O",51.622,8,"Class1",31.09
61.286,"U",14.711,55,39.156,48.327,29.241,"I",50.727,46,"Class2",66.117
83.104,"T",52.25,58,29.805,52.079,26.455,"P",65.083,26,"Class2",66.304
37.762,"G",60.767,73,25.321,17.566,21.278,"N",35.436,75,"Class1",26.128
77.559,"N",63.355,72,27.243,29.288,41.623,"W",98.884,34,"Class1",57.061
61.609,"U",105.988,60,34.443,35.092,32.171,"H",55.619,48,"Class2",60.556
76.485,"G",66.128,88,29.283,48.653,53.231,"U",22.199,31,"Class1",22.384
30.452,"L",71.999,60,19.605,15.424,25.292,"O",40.452,25,"Class2",48.373
80.095,"G",70.731,78,41.693,28.179,19.792,"N",47.615,51,"Class1",65.942
82.285,"L",64.334,52,30.191,34.261,28.017,"I",110.542,35,"Class2",43.81
72.67,"D",61.154,89,36.666,9.46,44.639,"U",24.423,54,"Class1",76.243
41.417,"D",67.447,90,20.037,26.341,20.985,"C",79.176,50,"Class1",63.349
21.96,"N",24.927,56,37.891,33.828,28.831,"P",43.193,49,"Class2",59.002
41.127,"K",65.432,91,27.823,18.418,34.608,"W",42.839,5,"Class1",33.589
60.719,"D",21.527,57,16.936,61.922,23.692,"O",72.056,26,"Class2",41.379
65.157,"G",NA,89,34.052,19.023,61.353,"W",80.241,50,"Class1",59.257
42.191,"K",75.587,74,37.89,12.336,23.533,"W",32.728,66,"Class1",41.322
29.145,"D",81.807,54,45.828,34.069,30.393,"P",63.279,61,"Class2",56.66
40.219,"U",37.384,57,31.848,51.716,27.148,"P",57.532,32,"Class2",40.47
85.523,"G",71.03,92,45.115,18.818,67.769,"O",77.171,13,"Class1",69.155
48.213,"O",72.826,93,43.283,17.889,34.054,"N",94.953,10,"Class1",94.63
46.178,"D",67.936,97,11.001,26.73,13.235,"W",82.529,22,"Class1",34.976
37.044,"N",64.788,61,18.309,50.001,26.93,"I",74.096,40,"Class2",64.938
55.673,"N",49.627,52,37.392,49.278,25.999,"I",73.272,28,"Class2",44.078
19.541,"L",69.495,53,15.088,56.347,21.913,"I",45.267,47,"Class2",42.816
75.496,"G",55.181,87,24.205,40.089,59.582,"W",69.773,49,"Class1",60.808
44.08,"L",51.742,56,25.271,27.658,23.786,"D",15.919,62,"Class2",66.914
78.539,"O",67.35,86,32.322,46.506,59.858,"N",71.815,68,"Class1",87.775
53.666,"D",29.853,58,38.015,37.244,18.756,"H",26.384,44,"Class2",54.412
73.169,"G",NA,88,34.354,29.945,57.904,"W",58.569,37,"Class1",43.416
53.727,"D",50.138,61,33.327,46.908,22.773,"H",39.596,41,"Class2",64.916
38.955,"O",62.036,84,29.201,48.759,60.467,"W",24.308,55,"Class1",40.157
36.491,"D",71.295,87,24.946,40.539,49.863,"U",39.409,14,"Class1",22.434
41.468,"L",38.484,54,45.107,36.65,20.241,"D",51.773,42,"Class2",66.729
40.669,"G",71.879,79,23.069,34.373,13.056,"C",61.082,9,"Class1",48.514
47.551,"T",26.78,52,24.39,46.904,25.786,"P",69.171,31,"Class2",59.753
95.402,"O",58.034,96,45.919,27.719,53.397,"N",59.831,26,"Class1",56.262
81.598,"G",68.428,74,23.252,10.131,42.561,"W",93.855,71,"Class1",57.545
45.006,"G",71.777,72,26.717,17.613,46.812,"C",70.814,58,"Class1",17.592
49.55,"U",51.016,52,22.179,25.49,26.79,"H",31.661,45,"Class2",42.704
50.948,"K",63.793,75,25.557,18.233,63.776,"N",29.227,24,"Class1",36.587
87.598,"N",59.315,87,18.42,30.686,24.664,"C",67.043,47,"Class1",25.64
69.137,"U",37.303,57,40.327,68.333,21.296,"D",63.885,26,"Class2",48.106
37.384,"D",NA,78,23.13,35.318,16.907,"W",73.959,55,"Class1",43.063
47.482,"N",58,89,36.172,22.361,78.287,"W",84.736,16,"Class1",78.548
66.79,"K",71.73,85,15.023,24.408,14.214,"O",80.453,10,"Class1",75.704
64.466,"T",49.143,55,33.695,45.679,22.945,"D",46.307,60,"Class2",35.085
37.101,"O",64.22,72,30.752,18.706,25.203,"C",55.912,35,"Class1",39.755
63.875,"T",36.874,57,20.385,43.2,26.154,"I",25.771,29,"Class2",33.69
86.935,"D",73.524,97,12.328,-13.087,50.914,"U",77.47,24,"Class1",15.036
88.835,"L",41.043,55,16.911,15.295,26.159,"D",93.998,40,"Class2",59.765
65.439,"G",53.312,85,46.622,23.275,18.683,"W",88.628,9,"Class1",27.983
54.798,"O",NA,92,14.441,48.095,51.907,"W",65.386,55,"Class1",80.632
74.503,"T",28.838,58,17.129,27.371,25.234,"P",59.696,45,"Class2",31.955
70.64,"D",-23.118,62,34.765,24.217,26.058,"O",84.798,58,"Class2",52.123
79.231,"N",24.666,55,25.57,50.938,25.835,"O",48.182,58,"Class2",53.572
81.905,"N",67.273,89,28.923,33.928,72.427,"U",77.942,17,"Class1",12.208
77.219,"L",32.504,60,27.693,60.465,27.663,"H",3.54,38,"Class2",53.018
93.45,"O",69.255,83,12.923,39.152,-10.625,"U",46.989,74,"Class1",18.165
80.199,"N",67.666,85,23.38,27.848,54.366,"W",82.701,62,"Class1",30.44
74.921,"G",58.631,82,40.519,41.966,65.698,"U",39.235,34,"Class1",50.263
55.77,"G",59,93,16.968,22.176,3.446,"N",51.562,10,"Class1",26.885
83.274,"L",15.349,54,17.805,47.215,26.726,"P",69.196,57,"Class2",34.394
60.807,"D",73.389,92,33.325,27.28,42.758,"C",51.434,38,"Class1",90.743
60.563,"K",70.816,80,21.89,24.505,45.039,"N",41.157,19,"Class1",66.302
79.833,"N",26.115,55,39.651,32.154,28.833,"O",96.488,48,"Class2",50.391
52.322,"D",0.199,56,29.897,37.64,18.672,"D",61.34,44,"Class2",65.902
39.898,"D",61.633,78,42.65,29.228,40.446,"C",20.569,6,"Class1",72.713
53.632,"G",72.084,75,25.096,24.278,57.809,"N",43.127,42,"Class1",83.907
89.708,"D",60.567,56,15.308,62.01,26.477,"P",95.141,38,"Class2",32.266
64.745,"U",38.858,59,39.459,14.994,30.012,"D",94.446,41,"Class2",54.547
20.333,"D",NA,57,44.346,27.433,25.159,"H",16.106,55,"Class2",50.018
41.177,"O",62.912,89,37.311,37.674,71.629,"U",88.75,5,"Class1",24.388
66.894,"D",61.605,54,44.743,30.657,18.893,"D",44.154,46,"Class2",56.764
53.954,"U",56.407,53,38.357,48.116,25.048,"I",46.639,56,"Class2",37.843
47.024,"D",52.018,60,42.625,33.466,32.677,"I",66.837,33,"Class2",37.365
85.992,"K",67.769,90,28.304,20.852,50.241,"N",59.606,48,"Class1",18.771
67.475,"D",25.535,58,39.206,44.346,23.871,"D",73.488,50,"Class2",63.129
30.229,"D",7.044,60,27.672,32.475,22.565,"P",71.198,55,"Class2",37.425
56.056,"N",71.912,85,12.257,20.558,3.722,"N",69.225,53,"Class1",60.356
82.213,"D",60.678,52,28.469,60.508,23.463,"D",47.64,40,"Class2",NA
28.997,"U",47.365,52,41.415,16.974,20.558,"O",-8.392,44,"Class2",46.076
60.45,"U",60.017,58,30.464,40.256,24.786,"H",59.177,65,"Class2",56.93
86.655,"L",67.801,53,15.029,54.087,28.363,"P",4.187,56,"Class2",55.814
91.734,"O",66.501,95,32.913,9.964,13.819,"W",76.604,8,"Class1",57.509
56.733,"D",55.304,82,36.31,33.647,42.592,"N",60.18,61,"Class1",48.911
44.538,"N",67.579,83,30.696,42.227,19.868,"C",51.649,9,"Class1",69.872
57.913,"K",66.088,97,46.997,51.935,72.708,"C",13.017,72,"Class1",44.552
50.778,"U",14.567,56,43.917,43.601,25.077,"I",20.273,59,"Class2",38.937
47.186,"K",69.447,95,31.5,38.995,29.072,"O",87.825,53,"Class1",41.891
26.502,"D",35.914,52,32.051,38.409,25.675,"O",44.125,63,"Class2",38.969
27.737,"L",89.203,51,45.572,42.089,28.334,"I",70.659,43,"Class2",34.042
73.09,"T",76.357,51,29.586,40.659,24.884,"O",63.895,30,"Class2",30.37
86.099,"O",69.411,75,37.087,47.055,39.94,"C",38.454,21,"Class1",90.277
94.978,"O",60.547,88,35.558,52.108,54.929,"C",47.164,8,"Class1",13.737
73.917,"D",67.925,83,26.047,19.862,30.789,"N",18.494,7,"Class1",59.308
68.525,"N",64.436,77,23.523,0.32,33.335,"U",50.989,23,"Class1",46.562
17.693,"U",NA,56,24.668,47.069,34.912,"D",100.019,37,"Class2",31.04
55.573,"O",68.426,94,39.861,47.273,43.83,"U",60.701,73,"Class1",91.735
78.253,"L",59.148,62,19.845,37.081,24.661,"D",42.997,56,"Class2",63.447
51.1,"L",7.54,59,29.657,51.779,25.917,"P",45.361,41,"Class2",43.795
15.392,"N",38.268,55,40.855,41.224,30.546,"H",22.707,51,"Class2",47.45
57.93,"N",59.71,78,31.125,65.725,40.853,"O",46.199,70,"Class1",24.816
80.33,"D",61.613,74,28.412,37.235,54.548,"C",113.949,56,"Class1",84.107
19.258,"N",48.193,57,37.598,20.809,27.271,"D",42.487,35,"Class2",36.672
92.848,"D",59.645,77,24.441,30.475,76.845,"N",59.711,8,"Class1",37.53
38.872,"N",66.562,86,19.132,23.561,22.795,"O",68.008,19,"Class1",37.093
67.616,"O",57.81,76,44.279,41.521,59.271,"U",71.71,7,"Class1",10.542
79.256,"T",19.013,57,35.913,52.044,21.14,"H",61.931,42,"Class2",56.749
83.21,"U",59.188,60,30.044,30.259,29.208,"I",36.715,67,"Class2",64.66
13.209,"T",19.35,53,34.562,39.071,24.355,"P",62.993,55,"Class2",48.028
47.378,"O",65.689,75,31.214,41.718,30.747,"U",44.966,47,"Class1",70.873
62.381,"D",47.586,53,36.921,34.717,27.495,"O",37.615,27,"Class2",61.191
36.18,"D",33.741,57,33.208,48.653,28.393,"P",73.651,27,"Class2",36.461
76.235,"K",63.11,95,40.062,25.336,51.962,"C",52.763,13,"Class1",92.716
40.214,"D",38.783,61,31.371,15.31,28.646,"P",84.532,67,"Class2",35.167
92.634,"O",67.063,97,29.28,53.689,62.876,"O",60.359,51,"Class1",63.389
18.059,"U",39.999,60,33.887,21.533,30.832,"I",97.647,30,"Class2",45.665
81.359,"N",43.304,57,29.97,57.89,28.828,"O",72.024,45,"Class2",57.89
44.092,"N",68.744,82,27.577,-7.251,38.691,"C",90.73,71,"Class1",52.083
54.007,"O",54.167,79,20.177,23.585,15.982,"C",76.408,44,"Class1",34.579
23.049,"N",48.297,57,20.186,28.068,24.841,"D",55.688,37,"Class2",47.165
50.864,"G",59.679,95,40.22,20.358,57.876,"C",46.821,70,"Class1",45.649
23.346,"N",NA,59,23.205,45.104,29.234,"O",73.548,37,"Class2",31.314
50.552,"D",15.896,52,25.895,23.478,24.173,"I",38.183,39,"Class2",65.428
64.81,"O",74.473,92,46.78,31.301,49.324,"W",83.804,17,"Class1",62.321
40.715,"T",NA,61,38.547,33.949,24.765,"P",18.345,35,"Class2",31.858
71.061,"D",86.245,60,32.964,51.593,22.812,"I",49.643,46,"Class2",NA
91.062,"D",67.121,79,23.74,43.366,30.144,"U",27.808,46,"Class1",35.466
83.588,"L",NA,58,37.256,53.845,23.679,"D",80.422,53,"Class2",57.66
60.996,"N",62.533,88,42.923,20.829,53.153,"C",53.056,52,"Class1",NA
92.746,"G",67.709,83,13.167,16.98,24.899,"O",75.948,33,"Class1",46.324
95.778,"K",58.42,72,28.278,44.8,35.797,"W",46.53,53,"Class1",78.679
46.044,"D",-1.79,62,40.584,11.537,27.919,"D",61.316,50,"Class2",45.604
42.119,"D",69.568,77,44.492,15.051,44.181,"W",14.509,42,"Class1",31.158
45.101,"T",6.922,60,41.739,34.941,19.594,"O",50.515,41,"Class2",30.899
72.05,"N",68.181,84,24.111,48.321,47.987,"C",94.178,53,"Class1",13.185
53.851,"K",71.473,75,44.014,16.312,45.76,"U",95.731,43,"Class1",84.402
48.16,"T",57.997,59,36.198,39.934,25.013,"O",99.722,64,"Class2",57.608
42.684,"D",55.779,59,29.248,37.255,26.662,"D",56.109,49,"Class2",38.797
39.428,"O",65.189,87,31.846,36.292,38.101,"W",42.925,44,"Class1",84.005
16.552,"L",47.117,60,25.437,33.735,25.868,"P",44.538,26,"Class2",48.945
67.241,"N",92.594,51,15.646,78.69,22.744,"H",0.775,53,"Class2",52.515
80.912,"K",70.101,94,31.417,28.088,34.651,"O",86.961,15,"Class1",11.639
66.32,"D",95.889,55,17.892,41.424,27.914,"O",41.565,53,"Class2",48.903
86.812,"K",65.224,95,45.013,30.859,30.041,"O",55.832,59,"Class1",NA
90.527,"D",61.813,84,24.568,31.97,36.714,"W",37.737,71,"Class1",87.654
51.486,"N",68.678,76,11.539,16.295,53.124,"C",41.874,45,"Class1",22.078
68.222,"O",66.411,90,21.166,25.52,66.891,"C",72.149,5,"Class1",20.582
16.12,"N",103.153,60,36.342,51.792,26.372,"O",92.45,33,"Class2",49.824
55.069,"N",85.428,51,44.089,49.254,25.258,"D",64.632,53,"Class2",65.075
45.05,"D",70.563,59,15.337,19.664,25.864,"P",80.244,56,"Class2",31.329
27.997,"D",8.927,59,25.934,55.942,23.583,"O",138.116,28,"Class2",60.792
89.222,"O",64.017,97,44.782,14.031,93.604,"N",26.451,66,"Class1",27.633
86.55,"L",15.96,54,30.951,53.03,24.985,"D",24.008,48,"Class2",36.139
87.917,"O",64.113,94,33.634,5.619,-8.442,"U",44.688,49,"Class1",9.412
83.801,"G",66.878,92,26.088,48.012,28.522,"C",41.529,72,"Class1",23.657
77.864,"N",36.258,54,30.915,46.153,28.083,"D",79.669,37,"Class2",62.124
69.833,"O",65.318,77,33.094,12.87,31.984,"C",64.244,71,"Class1",55.491
39.359,"N",34.324,58,31.996,68.522,22.092,"I",58.964,56,"Class2",55.504
78.28,"O",62.035,76,16.29,28.92,65.499,"N",56.31,57,"Class1",62.107
72.916,"N",41.621,62,44.086,52.618,22.417,"O",43.927,49,"Class2",37.461
64.161,"D",26.489,53,27.854,35.239,22.252,"O",71.276,27,"Class2",58.587
86.278,"U",54.712,53,23.016,20.913,30.966,"O",83.591,43,"Class2",30.618
17.457,"T",50.326,56,40.646,41.858,28.66,"O",31.725,63,"Class2",45.291
50.677,"O",61.418,77,16.129,30.615,31.003,"U",89.93,24,"Class1",84.86
38.312,"U",38.63,60,17.367,44.011,21.826,"P",30.076,29,"Class2",48.891
94.249,"K",67.36,87,35.753,44.286,33.542,"N",47.563,68,"Class1",14.109
69.603,"G",71.193,78,19.476,47.739,18.826,"O",49.588,50,"Class1",62.584
93.329,"N",70.117,89,45.287,44.62,45.658,"U",42.828,8,"Class1",NA
13.875,"D",54.665,56,23.488,69.379,26.536,"I",27.256,27,"Class2",33.57
89.277,"D",18.413,54,18.499,39.39,26.455,"D",95.128,28,"Class2",41.163
32.38,"N",39.941,59,38.173,34.567,23.893,"I",19.548,46,"Class2",29.1
49.735,"D",71.769,78,28.873,23.111,54.62,"U",49.821,39,"Class1",11.701
89.427,"N",70.3,96,46.859,30.79,61.718,"N",73.628,76,"Class1",55.81
29.96,"T",26.991,62,23.176,20.848,23.693,"P",7.041,38,"Class2",31.961
79.279,"N",42.715,52,16.234,74.443,29.181,"P",30.293,53,"Class2",58.893
59.451,"N",61.512,94,20.679,51.677,38.009,"N",62.069,15,"Class1",75.163
60.128,"D",69.006,96,14.374,22.844,87.36,"N",83.235,51,"Class1",38.524
93.082,"O",66.706,73,37.354,43.541,78.102,"O",26.389,37,"Class1",9.006
63.681,"L",24.404,53,38.936,52.502,31.045,"P",69.332,44,"Class2",33.055
84.766,"U",22.441,61,24.703,41.314,28.655,"I",36.182,43,"Class2",42.227
44.39,"T",44.954,55,21.947,29.524,24.629,"D",40.2,52,"Class2",41.847
27.839,"L",-6.823,51,31.838,43.752,29.835,"D",42.614,34,"Class2",48.545
80.979,"O",59.046,73,29.276,42.489,5.273,"O",63.649,61,"Class1",75.538
95.063,"G",74.596,72,33.627,6.274,75.44,"O",74.205,33,"Class1",29.873
57.407,"K",68.635,80,23.418,37.629,47.449,"U",54.134,44,"Class1",43.402
87.147,"N",66.279,87,11.199,13.267,44.802,"W",43.37,38,"Class1",44.652
94.056,"K",59.367,75,33.884,29.775,19.128,"U",68.925,49,"Class1",33.57
65.46,"K",NA,74,31.082,36.168,40.908,"U",94.632,63,"Class1",47.424
50.911,"K",65.971,81,39.906,0.259,49.66,"U",66.967,16,"Class1",87.954
70.651,"T",69.922,57,33.996,50.52,33.425,"O",60.546,28,"Class2",52.979
88.938,"O",64.233,90,22.677,25.323,50.338,"W",38.185,28,"Class1",72.528
71.949,"T",67.218,52,41.321,31.793,26.787,"P",88.128,48,"Class2",43.449
24.345,"N",3.658,60,43.195,61.233,22.894,"P",20.383,68,"Class2",50.724
42.064,"T",51.311,54,21.789,42.263,28.077,"I",42.242,42,"Class2",63.362
42.845,"L",66.851,54,23.017,57.98,20.911,"P",34.098,46,"Class2",47.36
91.594,"K",59.074,78,17.206,47.693,46.846,"W",66.576,34,"Class1",49.045
23.84,"U",68.435,61,17.151,20.49,30.102,"H",50.331,67,"Class2",53.288
35.978,"N",32.145,57,33.931,38.788,24.436,"D",18.059,56,"Class2",33.034
78.011,"D",38.148,52,18.928,33.601,25.289,"P",58.468,31,"Class2",53.533
77.706,"D",70.324,75,32.859,28.559,53.739,"N",39.997,60,"Class1",62.319
42.82,"T",54.721,54,20.487,62.921,21.664,"D",5.118,66,"Class2",41.828
29.192,"N",53.978,56,28.269,71.736,25.867,"P",34.235,25,"Class2",36.399
83.851,"N",58.155,59,16.714,37.732,27.253,"P",112.877,37,"Class2",48.757
80.047,"N",28.012,53,36.748,23.35,29.518,"I",35.281,32,"Class2",56.532
77.449,"U",13.525,59,19.531,51.154,26.468,"D",26.563,39,"Class2",31.573
47.939,"G",58.118,78,17.972,40.626,40.886,"C",7.394,11,"Class1",93.884
40.249,"O",72.535,97,27.624,50.637,58.572,"N",60.847,19,"Class1",89.651
91.468,"K",70.355,88,25.008,39.329,41.096,"W",34.792,29,"Class1",48.132
81.301,"N",69.163,79,33.259,5.18,45.883,"U",84.322,10,"Class1",61.406
50.112,"U",10.808,56,27.765,46.649,24.314,"D",45.005,28,"Class2",57.261
88.52,"U",20.71,53,38.164,20.669,27.452,"I",50.779,49,"Class2",44.529
62.345,"D",74.873,89,45.234,44.085,41.609,"W",40.593,44,"Class1",22.01
13.329,"D",66.599,60,38.119,23.046,25.727,"P",24.303,60,"Class2",56.068
88.394,"U",68.892,59,24.073,19.02,30.09,"D",62.098,33,"Class2",NA
56.16,"L",0.942,54,23.251,32.592,27.442,"O",36.528,52,"Class2",61.83
79.802,"T",72.027,52,34.121,42.199,24.745,"H",51.312,62,"Class2",49.251
58.54,"K",70.423,90,39.534,32.877,41.178,"N",76.321,51,"Class1",50.994
29.992,"D",12.807,62,27.602,30.671,23.215,"I",89.033,67,"Class2",32.279
86.591,"N",69.115,91,38.465,-8.801,19.478,"W",60.761,54,"Class1",16.186
64.793,"K",50.699,76,35.743,8.552,85.506,"W",32.202,44,"Class1",19.497
67.774,"D",31.517,56,23.977,31.628,20.747,"O",63.029,29,"Class2",49.441
68.046,"N",68.877,75,18.496,28.546,73.749,"U",50.967,75,"Class1",88.872
70.108,"K",65.663,89,40.59,33.781,62.642,"O",66.219,37,"Class1",45.928
74.067,"L",81.467,59,25.458,37.83,22.305,"H",37.102,34,"Class2",NA
75.729,"N",58.988,96,39.452,44.252,21.597,"C",54.911,17,"Class1",51.249
62.783,"N",45.475,58,40.241,57.45,27.464,"H",65.848,64,"Class2",50.642
74.954,"U",58.14,59,43.575,16.434,25.337,"P",24.921,35,"Class2",29.569
16.322,"T",32.721,55,34.035,40.69,24.112,"O",39.62,64,"Class2",61.962
19.758,"N",22.45,56,45.152,42.408,31.594,"H",10.123,68,"Class2",51.162
80.519,"D",51.841,51,25.283,35.436,25.306,"O",21.233,53,"Class2",43.663
14.306,"D",12.653,62,37.458,40.945,29.124,"D",100.019,31,"Class2",38.339
63.117,"D",65.869,92,30.49,22.897,17.886,"C",65.024,26,"Class1",77.766
45.647,"N",67.152,88,21.824,13.929,31.14,"O",49.225,65,"Class1",48.955
73.541,"K",55.806,89,44.459,13.147,34.174,"N",52.245,37,"Class1",NA
34.39,"L",52.178,59,41.013,43.78,24.447,"P",42.058,48,"Class2",49.756
56.463,"K",62.507,95,25.394,28.725,19.598,"U",2.195,66,"Class1",57.902
36.691,"O",64.118,87,31.9,24.403,48.946,"W",66.632,63,"Class1",71.626
81.093,"L",66.404,52,35.089,37.215,29.514,"D",46.845,57,"Class2",65.14
39.816,"D",72.508,89,32.314,20.95,59.046,"N",63.431,7,"Class1",88.156
74.189,"N",71.858,75,46.354,21.936,27.134,"N",70.671,16,"Class1",NA
73.784,"N",54.289,84,16.02,29.707,37.867,"N",40.52,33,"Class1",72.219
73.468,"O",58.724,85,38.292,17.529,58.12,"C",42.772,36,"Class1",84.433
90.125,"T",35.293,54,44.347,32.179,22.121,"D",19.851,62,"Class2",29.161
52.722,"K",69.799,87,27.712,60.08,43.172,"W",27.828,45,"Class1",16.633
58.977,"G",69.048,81,26.815,27.377,36.758,"N",81.458,18,"Class1",92.274
52.127,"N",9.174,51,44.112,43.957,27.031,"O",67.993,25,"Class2",37.994
87.134,"L",NA,61,45.221,32.607,23.016,"P",55.638,63,"Class2",42.196
66.972,"K",69.858,86,40.623,44.003,81.672,"U",52.535,44,"Class1",41.304
26.667,"T",53.735,56,32.742,29.456,23.346,"I",74.883,34,"Class2",45.747
57.02,"O",59.29,91,29.161,26.115,35.83,"U",73.116,29,"Class1",36.887
73.929,"K",71.092,96,44.365,25.189,33.823,"U",39.746,44,"Class1",39.425
36.117,"N",57.862,80,26.84,54.11,83.683,"U",82.093,27,"Class1",80.906
69.707,"U",32.803,53,16.112,66.093,31.148,"I",87.83,60,"Class2",45.069
58.513,"L",16.541,55,28.529,19.528,21.015,"H",67.132,29,"Class2",49.878
38.081,"G",79.46,84,35.678,24.262,92.291,"N",39.2,38,"Class1",53.542
45.28,"K",69.812,95,43.437,23.339,66.074,"N",64.795,76,"Class1",26.981
81.243,"G",69.565,79,17.389,18.285,65.68,"N",74.412,10,"Class1",30.907
52.576,"N",84.971,60,27.47,32.538,24.813,"O",48.161,35,"Class2",54.74
63.969,"T",32.502,52,26.609,56.127,21.979,"I",72.641,57,"Class2",29.955
19.862,"U",4.471,59,42.184,42.175,23.77,"P",38.721,42,"Class2",35.327
96.574,"D",67.61,90,36.084,49.75,63.942,"U",57.751,37,"Class1",58.884
47.299,"G",68.923,83,17.536,45.784,38.889,"O",73.351,72,"Class1",43.604
42.285,"O",69.207,81,22.098,50.593,31.945,"O",55.778,31,"Class1",40.292
87.241,"N",69.559,97,20.075,26.607,76.794,"N",71.129,16,"Class1",17.565
90.104,"T",38.28,58,16.175,36.283,21.814,"H",122.722,38,"Class2",32.671
90.074,"L",62.556,60,36.755,45.524,24.905,"H",43.1,59,"Class2",35.968
75.496,"K",50.128,88,12.599,48.331,26.375,"W",69.834,63,"Class1",69.997
50.503,"D",72.808,82,13.653,24.971,41.798,"U",25.175,51,"Class1",57.544
51.847,"T",14.698,59,44.908,52.191,28.961,"O",61.458,58,"Class2",33.435
46.533,"G",70.914,75,31.274,44.008,69.402,"W",84.142,33,"Class1",77.532
62.965,"O",67.317,85,24.519,37.652,38.318,"W",-9.456,25,"Class1",89.463
59.986,"U",36.105,62,38.426,42.419,24.576,"I",44.392,41,"Class2",30.006
73.294,"N",63.555,89,21.949,43.835,40.921,"W",54.669,58,"Class1",64.346
56.56,"L",82.245,57,45.38,39.092,23.654,"O",33.246,44,"Class2",63.987
76.572,"G",60.543,81,16.323,32.428,42.108,"W",73.689,47,"Class1",45.336
94.918,"O",64.174,89,24.239,17.438,25.63,"W",81.776,62,"Class1",82.165
52.483,"G",NA,84,34.726,40.357,45.305,"W",58.455,45,"Class1",37.426
