"RDG1","WAL2","XUD3","FZO4","VMY5","EXQ6","BLU7","ITA8","ATD9","Output19","JXU10"
26.106,32.228,58.152,66.242,"C",10,58.061,37.456,46.529,"Class4",69.995
44.485,51.089,78.812,33.408,"I",31,92.584,80.483,15.455,"Class1",35.238
88.592,-3.46,6.65,19.919,"O",63,8.462,81.629,25.897,"Class3",16.665
73.639,21.293,7.929,15.373,"A",90,3.03,81.07,21.065,"Class3",11.49
40.065,53.759,54.278,31.035,"D",14,NA,73.858,13.682,"Class1",44.442
79.866,24.49,-4.213,21.376,"K",76,6.603,80.335,25.253,"Class3",14.644
92.965,27.644,8.067,8.712,"V",81,5.415,81.472,17.334,"Class3",13.503
39.519,51.11,28.903,23.989,"Z",28,92.775,75.1,16.362,"Class1",48.318
71.36,63.933,76.302,26.794,"H",87,70.168,18.914,27.136,"Class2",43.022
41.526,30.961,7.1,58.367,"G",8,55.348,23.794,59.457,"Class4",78.514
43.77,49.605,37.613,30.256,"Z",32,88.059,79.631,11.765,"Class1",35.695
19.157,32.695,45.029,68.434,"B",2,NA,25.121,41.773,"Class4",75.441
55.278,-0.815,11.127,17.299,"V",71,5.477,80.247,18.741,"Class3",15.668
55.386,12.751,8.012,15.101,"Z",73,4.276,80.794,24.428,"Class3",12.814
72.485,26.407,3.55,16.509,"A",67,NA,NA,23.05,"Class3",16.295
44.181,32.643,28.35,70.136,"B",9,58.976,33.495,45.082,"Class4",90.056
31.234,32.832,25.635,52.717,"C",10,43.018,18.749,11.375,"Class4",75.299
80.917,32.062,72.63,32.036,"K",84,66.715,NA,61.594,"Class2",64.722
86.315,52.989,76.134,31.982,"H",85,72.07,8.439,56.025,"Class2",67.224
78.873,50.765,72.603,29.261,"J",87,61.448,24.46,38.939,"Class2",42.986
35.308,30.577,41.841,62.407,"F",2,73.302,37.563,72.948,"Class4",66.591
77.537,53.091,72.014,26.113,"N",84,64.769,27.016,70.123,"Class2",49.34
21.359,34.716,72.995,60.275,"O",7,64.323,34.8,3.184,"Class4",71.414
24.283,48.551,88.164,29.149,"I",24,90.954,70.566,15.278,"Class1",49.385
32.696,57.162,25.047,29.15,"J",17,88.122,70.16,13.228,"Class1",36.896
34.763,32.494,54.788,61.186,"B",7,65.084,18.349,35.388,"Class4",72.67
71.918,83.866,73.981,33.685,"J",85,NA,26.335,55.512,"Class2",45.906
72.3,35.614,1.806,19.149,"K",53,4.052,80.801,20.184,"Class3",10.662
26.33,52.435,103.314,24.768,"D",15,91.431,58.038,11.428,"Class1",43.251
92.521,40.045,75.694,22.469,"H",87,71.149,27.936,80.251,"Class2",101.02
46.521,31.792,34.394,42.98,"O",6,43.378,27.068,4.483,"Class4",85.903
48.215,31.718,28.968,65.739,"G",0,57.572,27.035,13.757,"Class4",75.94
78.045,38.987,69.949,26.745,"K",86,62.267,13.875,64.711,"Class2",30.28
25.483,33.35,16.232,45.679,"B",10,56.925,22.66,31.453,"Class4",75
66.692,9.209,-3.559,4.8,"O",60,6.909,80.363,24.834,"Class3",15
82.203,64.022,68.647,17.505,"Q",86,65.353,25.464,47.063,"Class2",50.382
37.38,34.276,35.418,63.939,"G",6,60.097,27.919,19.626,"Class4",37.486
33.824,33.026,46.455,65.263,"G",4,48.081,27.778,73.929,"Class4",102.495
19.507,34.24,25.867,62.448,"F",9,72.045,34.689,72.061,"Class4",58.429
56.523,34.055,31.545,58.74,"F",3,48.24,28.482,31.839,"Class4",72.4
42.165,30.952,20.749,56.017,"G",0,64.047,30.958,11.41,"Class4",94.443
27.47,31.971,12.296,58.603,"C",7,48.553,21.395,47.812,"Class4",95.013
33.159,32.425,22.787,59.182,"B",0,48.795,19.572,18.585,"Class4",69.094
60.351,27.156,72.659,18.41,"H",86,61.44,11.538,67.738,"Class2",79.446
88.585,28.009,12.576,6.574,"O",90,8.055,80.788,24.856,"Class3",15.473
60.286,39.743,72.401,32.948,"Q",85,69.388,25.879,73.366,"Class2",75.987
42.41,32.72,40.4,51.999,"G",5,59.295,24.001,14.54,"Class4",47.622
37.484,51.658,38.348,29.54,"D",21,94.689,78.287,12.513,"Class1",41.064
55.721,-1.952,0.623,13.596,"K",91,5.858,81.03,26.775,"Class3",15.42
40.268,31.519,35.693,66.463,"B",1,56.262,29.882,40.943,"Class4",74.617
90.486,20.539,16.064,1.881,"A",67,9.863,81.136,17.112,"Class3",14.449
47.601,30.757,44.853,53.923,"G",3,73.902,28.605,63.15,"Class4",61.188
40.951,51.455,50.743,30.43,"J",15,94.986,74.203,12.366,"Class1",37.87
90.271,56.671,73.392,29.319,"H",86,67.78,24.857,66.801,"Class2",85.82
44.38,51.181,19.238,25.3,"Z",15,93.495,65.471,11.166,"Class1",46.789
71.444,10.85,12.686,13.565,"A",71,7.706,80.984,18.397,"Class3",15.099
48.691,32.178,53.835,61.47,"O",2,67.399,31.564,12.518,"Class4",94.206
51.39,22.579,20.282,4.548,"K",56,11.979,81.428,25.014,"Class3",12.179
78.493,14.675,71.396,29.043,"H",84,65.302,20.258,30.892,"Class2",45.541
73.822,39.706,78.929,25.283,"K",87,70.792,26.954,34.623,"Class2",45.908
48.096,53.565,-3.019,22.597,"I",33,92.547,75.651,16.418,"Class1",48.253
23.783,30.989,56.115,53.916,"F",2,68.313,24.628,16.553,"Class4",90.458
77.782,14.498,71.175,35.373,"J",85,71.522,22.44,34.722,"Class2",77.773
82.841,25.163,71.802,25.666,"K",84,64.451,20.663,27.372,"Class2",79.575
77.971,54.066,73.447,29.485,"Q",86,69.433,18.688,61.763,"Class2",46.386
47.493,49.683,-24.657,31.642,"D",10,90.756,67.964,14.547,"Class1",39.374
80.768,49.491,69.181,37.101,"H",85,61.152,19.229,66.854,"Class2",21.437
33.012,47.913,50.123,29.63,"Y",15,95.754,76.042,14.628,"Class1",36.808
40.667,32.859,50.869,61.032,"O",10,62.638,37.348,53.808,"Class4",79.599
39.193,31.756,5.309,63.945,"O",4,46.779,26.817,65.207,"Class4",99.804
72.771,60.092,74.107,30.752,"N",86,72.938,NA,72.588,"Class2",74.984
94.734,12.858,11.009,13.793,"O",63,6.184,81.571,24.923,"Class3",11.886
83.167,52.865,76.857,29.554,"K",87,72.664,13.128,60.407,"Class2",70.063
41.834,28.959,15.355,15.755,"O",80,7.571,80.679,24.555,"Class3",14.687
45.555,47.378,50.952,30.19,"I",11,94.918,57.307,13.652,"Class1",38.164
78.208,29.425,1.733,14.52,"V",92,NA,80.968,27.62,"Class3",10.68
31.048,50.181,0.22,32.451,"J",13,92.449,66.162,13.151,"Class1",42.753
25.513,52.352,63.304,27.865,"I",14,90.685,63.346,13.509,"Class1",41.218
43.944,53.383,42.157,27.421,"I",32,90.43,55.502,11.2,"Class1",38.681
65.422,46.29,73.34,26.368,"J",86,71.676,11.636,44.736,"Class2",84.892
48.316,32.097,56.627,59.29,"G",0,50.71,28.719,70.764,"Class4",58.781
79.281,29.725,4.156,8.657,"A",85,6.379,80.112,18.444,"Class3",17.742
43.596,52.352,34.212,23.929,"I",19,91.31,68.771,14.908,"Class1",50.983
21.665,32.323,41.102,58.914,"F",4,64.124,22.226,28.788,"Class4",76.391
47.04,32.46,52.734,59.319,"G",2,59.144,30.101,67.466,"Class4",86.916
93.662,46.219,73.268,24.631,"J",87,71.381,23.096,62.448,"Class2",78.516
89.656,32.987,69.34,26.845,"N",87,68.513,28.068,39.669,"Class2",93.365
47.32,5.991,12.279,9.738,"Z",74,3.179,80.184,24.208,"Class3",13.455
61.399,67.626,71.406,27.75,"N",85,70.926,21.094,70.32,"Class2",50.253
47.682,27.245,7.147,16.073,"O",55,11.994,80.269,26.407,"Class3",13.731
69.719,55.901,70.653,17.748,"K",87,69.032,30.707,57.326,"Class2",98.963
91.643,63.824,73.504,20.414,"Q",86,71.106,26.274,70.736,"Class2",63.092
19.579,33.366,53.921,48.209,"C",4,67.331,34.181,52.044,"Class4",48.506
45.949,31.975,42.139,54.96,"C",5,71.021,26.973,18.138,"Class4",41.402
23.888,31.387,47.829,50.516,"G",0,73.361,NA,22.714,"Class4",51.858
79.57,48.395,75.854,32.79,"J",86,61.848,14.075,48.24,"Class2",65.17
22.422,31.859,41.502,49.373,"G",6,63.697,36.712,12.967,"Class4",66.927
32.939,51.365,50.157,34.834,"J",18,90.072,71.201,12.002,"Class1",50.515
80.242,9.581,-2.608,21.149,"O",66,NA,81.636,21.358,"Class3",12.583
24.542,32.254,53.541,54.46,"F",8,69.681,31.463,72.804,"Class4",95.31
54.476,2.392,-1.344,0.005,"A",82,9.829,81.305,23.521,"Class3",17.629
79.016,23.722,9.141,17.719,"O",55,3.04,80.949,24.88,"Class3",14.509
71.119,61.622,72.446,31.868,"J",86,67.749,21.582,43.902,"Class2",59.089
91.128,66.779,70.659,22.077,"K",85,68.921,11.841,55.26,"Class2",76.897
32.641,31.969,40.003,61.786,"O",10,65.732,28.522,38.867,"Class4",65.215
79.757,27.503,9.107,9.549,"O",54,2.763,81.92,22.72,"Class3",17.962
66.074,54.975,75.475,42.085,"K",87,65.398,11.583,74.951,"Class2",66.61
84.927,12.554,-0.215,15.771,"A",89,2.301,81.154,20.264,"Class3",12.202
41.57,14.341,6.633,18.999,"Z",89,2.592,80.912,26.717,"Class3",15.305
51.122,54.284,34.469,28.145,"Z",27,NA,55.428,16.676,"Class1",44.206
46.657,9.723,14.235,14.146,"O",65,9.345,80.128,21.825,"Class3",13.857
32.022,33.197,25.8,60.633,"B",6,50.916,30.491,34.875,"Class4",60.668
25.334,49.785,20.451,33.395,"J",20,95.432,69.471,15.846,"Class1",45.789
74.291,64.109,71.794,28.675,"H",85,67.74,30.318,54.075,"Class2",67.291
91.816,25.363,7.746,10.317,"V",82,9.551,81.604,22.204,"Class3",14.043
36.276,54.985,25.16,30.343,"Z",10,88.855,54.005,13.986,"Class1",38.931
44.606,31.021,42.695,35.81,"O",5,59.275,26.485,31.32,"Class4",74.198
73.608,14.956,6.788,5.444,"K",83,5.362,80.657,23.554,"Class3",10.945
76.258,50.972,69.974,26.663,"J",85,65.015,17.649,49.646,"Class2",52.391
94.374,25.046,7.639,11.704,"Z",86,2.894,81.342,24.174,"Class3",13.501
49.381,33.153,51.926,61.561,"B",5,51.176,32.355,60.52,"Class4",80.4
44.166,48.076,58.432,33.111,"D",17,90.175,68.193,15.316,"Class1",40.371
51.175,40.329,13.346,5.318,"V",64,4.535,80.836,27.004,"Class3",12.552
43.643,31.362,78.114,50.131,"F",4,52.621,27.253,53.319,"Class4",59.176
76.65,75.511,74.68,31.861,"J",84,60.438,8.375,33.541,"Class2",18.003
44.653,51.528,54.968,25.621,"I",24,93.852,71.871,16.715,"Class1",43.281
82.879,22.452,12.957,15.593,"O",81,NA,81.056,17.848,"Class3",10.847
46.383,5.66,5.367,11.163,"Z",89,7.057,80.838,24.421,"Class3",12.504
26.375,35.402,35.297,58.805,"O",8,61.333,19.281,63.524,"Class4",92.079
75.91,28.888,9.81,7.694,"Z",88,8.388,81.766,17.322,"Class3",16.657
91.063,53.587,70.718,31.904,"K",87,71.276,17.385,64.436,"Class2",58.179
22.813,31.477,68.467,49.733,"B",6,62.66,20.757,69.319,"Class4",84.583
51.155,32.541,4.711,59.842,"B",7,48.823,34.734,54.418,"Class4",74.519
56.452,25.009,6.79,13.334,"O",92,8.392,81.798,19.019,"Class3",16.645
63.532,66.302,80.719,23.606,"H",85,63.141,17.638,72.028,"Class2",71.412
46.742,16.058,10.97,9.521,"O",65,4.966,81.172,26.444,"Class3",15.707
75.244,52.237,69.507,24.005,"H",87,61.12,18.792,65.111,"Class2",77.368
73.902,27.473,73.863,28.802,"J",86,66.561,12.682,74.117,"Class2",64.37
91.721,60.002,75.5,43.077,"N",87,NA,23.538,82.375,"Class2",91.631
39.439,33.878,52.019,49.77,"G",4,53.718,24.678,36.123,"Class4",45.726
45.985,50.181,52.915,30.3,"Y",11,88.127,60.065,16.94,"Class1",48.452
38.779,53.852,52.01,24.964,"J",31,89.687,74.467,13.162,"Class1",46.742
75.19,52.858,66.532,37.595,"K",87,71.628,21.23,63.47,"Class2",30.276
19.324,32.472,35.6,58.64,"O",3,41.313,35.379,36.91,"Class4",100.377
85.026,30.795,8.704,22.553,"A",78,NA,81.825,22.435,"Class3",13.105
86.316,41.545,75.413,31.509,"N",86,72.415,14.131,80.631,"Class2",40.328
44.974,51.876,38.726,28.325,"I",19,94.324,66.342,11.365,"Class1",48.966
81.188,7.264,4.027,14.745,"O",60,6.632,80.596,23.226,"Class3",11.625
54.595,26.97,20.171,14.602,"O",70,11.467,81.411,21.483,"Class3",12.18
88.384,30.198,72.196,26.179,"K",86,61.437,NA,30.215,"Class2",30.958
69.696,58.597,72.429,22.945,"K",85,70.444,19.939,51.372,"Class2",69.026
69.169,56.189,74.148,24.706,"H",84,66.193,9.361,79.344,"Class2",30.037
36.311,50.646,75.851,24.734,"Z",21,90.736,77.244,13.062,"Class1",48.903
95.816,45.783,72.819,27.216,"N",85,62.815,13.705,27.66,"Class2",55.653
28.539,53.381,2.162,29.76,"Y",11,88.578,75.31,11.727,"Class1",42.717
91.548,82.309,76.545,29.801,"N",87,68.141,9.763,51.359,"Class2",44.329
53.06,22.926,16.305,9.119,"Z",68,4.952,80.575,18.009,"Class3",13.666
62.556,58.719,72.991,18.292,"H",85,NA,26.959,43.784,"Class2",54.917
51.327,17.123,12.281,24.735,"A",60,5.395,81.734,22.236,"Class3",13.99
37.013,50.219,12.696,27.68,"Z",15,93.077,56.961,14.521,"Class1",44.306
46.427,33.642,75.434,42.899,"O",3,47.191,34.781,73.167,"Class4",74.802
70.022,68.454,71.332,22.542,"K",84,62.222,18.914,72.558,"Class2",47.079
21.64,30.846,24.527,67.113,"O",9,52.628,24.673,30.476,"Class4",90.492
33.269,52.699,64.932,29.943,"Z",27,95.796,64.82,16.811,"Class1",43.495
45.511,53.247,81.684,24.466,"D",29,94.176,65.436,16.651,"Class1",40.87
29.6,52.2,54.109,28.844,"J",21,92.815,80.766,16.222,"Class1",44.414
38.717,-0.702,16.149,11.397,"K",81,11.686,80.949,18.982,"Class3",14.838
89.59,30.054,-0.288,16.63,"Z",78,3.422,80.111,26.518,"Class3",15.603
81.733,44.917,69.366,21.949,"H",86,63.157,NA,77.089,"Class2",59.186
53.268,32.755,37.714,55.15,"G",10,74.257,23.249,21.243,"Class4",80.504
22.269,32.004,18.781,68.157,"G",5,73.232,20.926,52.315,"Class4",65.32
91.493,15.654,67.144,29.941,"J",85,70.364,9.141,43.118,"Class2",52.663
87.224,55.51,73.294,23.485,"K",85,70.034,15.977,78.808,"Class2",-6.609
71.912,35.005,75.426,23.426,"J",85,62.859,24.655,51.386,"Class2",26.243
49.368,53.154,62.056,31.629,"D",13,NA,77.168,12.807,"Class1",38.164
75.672,50.314,76.737,25.029,"N",87,62.182,25.234,42.7,"Class2",63.031
29.602,50.053,29.982,30.702,"D",30,96.24,70.728,12.995,"Class1",31.334
41.537,21.02,0.878,15.58,"K",75,9.921,81.148,21.424,"Class3",12.731
30.875,52.811,61.074,21.456,"I",15,92.753,55.741,14.58,"Class1",42.433
88.3,61.341,73.82,22.804,"N",84,65.092,16.305,64.422,"Class2",82.118
80.347,50.943,72.601,33.451,"N",87,61.597,21.879,33.952,"Class2",85.316
89.397,67.375,71.422,21.533,"Q",84,66.132,9.622,70.981,"Class2",28.649
32.324,56.147,49.064,31.511,"Y",26,94.244,59.717,14.133,"Class1",43.746
32.669,53.394,43.121,36.182,"J",25,96.726,76.88,12.577,"Class1",41.293
32.281,32.36,30.886,63.413,"G",2,66.103,25.941,50.089,"Class4",77.179
40.465,32.671,62.066,44.969,"B",2,65.147,19.32,55.679,"Class4",85.953
31.899,33.846,31.742,63.262,"F",8,63.297,30.699,39.233,"Class4",73.513
79.506,43.496,72.822,31.668,"K",85,69.181,26.516,48.103,"Class2",59.26
25.928,32.553,50.492,58.939,"C",4,44.638,18.693,54.588,"Class4",116.572
78.386,15.391,0.434,13.054,"Z",79,9.513,81.628,19.378,"Class3",13.372
26.531,49.12,22.951,31.343,"Z",21,96.313,68.585,11.008,"Class1",39.493
84.982,12.618,12.405,10.278,"K",79,6.604,81.859,17.004,"Class3",16.063
72.871,32.594,15,23.034,"A",89,9.424,81.141,27.975,"Class3",14.247
57.091,32.916,34.776,63.623,"C",3,61.439,37.896,49.301,"Class4",92.798
86.868,58.395,73.287,35.853,"K",86,62.394,16.393,28.885,"Class2",58.724
63.512,12.454,16.538,16.044,"K",91,7.196,81.611,27.455,"Class3",11.363
51.183,33.618,74.276,48.723,"F",9,51.31,25.912,4.014,"Class4",72.095
40.915,13.469,5.682,17.406,"A",72,8.282,80.285,25.075,"Class3",10.73
71.539,47.216,76.512,25.92,"Q",86,61.652,13.294,71.006,"Class2",76.313
64.645,79.312,73.273,12.113,"K",87,67.031,21.278,28.956,"Class2",57.036
34.391,52.356,41.008,28.578,"Z",31,92.039,66.438,16.482,"Class1",36.938
68.956,21.748,12.311,16.853,"Z",80,5.828,81.281,24.419,"Class3",13.428
51.434,32.276,51.688,51.221,"O",8,70.382,34.879,42.543,"Class4",76.054
36.21,51.463,58.212,29.646,"D",30,92.871,67.668,11.125,"Class1",40.783
24.522,31.635,30.103,56.022,"B",3,56.339,28.817,25.056,"Class4",62.073
85.995,56.926,72.859,29.718,"Q",85,66.728,27.483,49.348,"Class2",48.545
50.408,32.654,19.315,41.02,"B",7,NA,30.66,22.63,"Class4",69.077
90.309,45.58,75.518,29.354,"K",85,70.139,25.045,58.131,"Class2",22.319
49.138,30.101,79.918,52.134,"B",6,45.042,21.702,50.665,"Class4",66.508
54.653,16.037,15.311,14.61,"A",66,11.932,80.598,21.831,"Class3",14.561
51.579,54.656,-9.53,27.338,"J",19,91.973,NA,15.123,"Class1",48.132
68.791,52.826,73.389,28.641,"Q",86,69.744,23.456,31.272,"Class2",57.066
81.753,5.946,70.141,23.071,"Q",84,65.978,12.615,39.401,"Class2",39.431
38.71,19.378,-1.285,7.454,"V",77,6.423,80.775,23.613,"Class3",13.424
52.056,30.696,7.257,43.452,"F",4,46.633,32.856,68.517,"Class4",84.802
40.921,30.562,44.699,61.426,"O",5,73.648,18.887,31.455,"Class4",45.214
61.364,69.951,69.79,40.173,"Q",87,70.516,11.824,45.987,"Class2",60.657
48.858,48.449,69.222,22.212,"Z",16,94.829,67.866,11.406,"Class1",39.419
41.57,52.731,8.722,27.486,"I",13,90.204,66.839,13.106,"Class1",43.535
32.133,53.532,53.351,29.961,"J",24,91.429,64.393,14.469,"Class1",44.531
65.136,20.133,5.652,11.163,"Z",69,NA,81.481,21.877,"Class3",15.806
52.095,27.396,7.808,16.986,"O",83,8.162,80.86,25.027,"Class3",14.087
40.35,50.914,69.252,30.268,"D",25,95.042,67.458,15.11,"Class1",43.471
33.148,55.612,-12.283,29.262,"D",25,95.799,68.981,11.695,"Class1",41.22
49.88,48.721,34.375,24.391,"Y",21,94.182,62.238,13.643,"Class1",47.291
33.395,31.205,56.263,54.954,"G",1,57.392,21.446,19.685,"Class4",63.729
66.104,46.058,75.028,27.983,"J",86,66.355,16.509,78.347,"Class2",73.987
41.05,56.378,95.029,25.871,"Y",13,95.239,70.827,16.865,"Class1",42.877
47.352,49.889,93.684,30.069,"D",27,93.802,70.755,12.702,"Class1",50.923
56.623,18.133,23.531,19.397,"K",57,4.374,81.471,20.253,"Class3",12.536
75.883,43.019,68.472,24.877,"H",84,67.407,22.138,50.198,"Class2",35.999
51.864,18.663,6.243,19.293,"O",63,6.677,80.287,25.145,"Class3",8.666
84.778,-12.24,8.623,14.032,"O",71,6.018,81.431,25.831,"Class3",14.989
64.96,28.625,11.462,19.756,"V",66,5.65,81.663,20.92,"Class3",10.792
24.087,52.099,79.465,33.813,"D",12,89.598,53.863,13.44,"Class1",38.308
43.001,28.928,-1.597,19.948,"K",55,5.753,80.57,26.208,"Class3",14.687
42.857,52.169,42.093,29.174,"I",13,92.098,57.082,15.09,"Class1",42.234
23.027,52.426,48.067,29.61,"D",20,94.07,66.707,12.046,"Class1",37.004
42.267,54.569,49.975,31.595,"J",16,94.502,68.121,12.208,"Class1",42.957
28.193,54.254,35.86,32.057,"J",14,96.043,79.011,14.045,"Class1",44.143
75.481,51.742,71.271,33.986,"N",86,66.722,9.75,67.64,"Class2",38.945
96.094,33.016,16.977,11.83,"Z",87,5.842,80.638,23.906,"Class3",13.855
35.299,30.411,6.402,55.493,"B",2,44.591,37.344,44.005,"Class4",77.318
32.949,56.059,6.911,28.067,"Y",15,89.398,78.777,11.866,"Class1",41.935
79.649,65.419,68.638,39.715,"N",85,67.591,12.435,52.121,"Class2",64.929
57.085,15.473,7.876,23.739,"A",62,10.416,80.105,24.046,"Class3",15.59
63.642,65.367,72.612,35.399,"K",87,66.726,14.751,35.125,"Class2",56.441
51.667,51.615,41.822,26.545,"J",20,95.404,62.971,14.95,"Class1",38.937
82.999,54.093,73.349,27.828,"K",87,70.369,15.184,30.986,"Class2",95.055
31.034,52.137,42.218,30.695,"D",20,92.726,53.895,14.557,"Class1",42.996
93.728,44.292,18.402,13.897,"K",83,9.388,80.589,25.952,"Class3",15.674
25.499,32.086,47.996,60.103,"F",3,50.398,19.584,28.772,"Class4",55.313
61.516,44.968,74.308,29.854,"J",85,60.667,10.418,39.547,"Class2",101.042
95.95,3.926,0.086,15.805,"A",89,NA,80.869,23.338,"Class3",13.407
39.95,52.215,6.927,29.311,"Y",19,93.511,67.521,12.937,"Class1",42.576
33.823,34.108,45.463,53.769,"F",8,73.402,28.765,45.59,"Class4",88.283
28.75,31.032,22.37,63.378,"O",6,48.571,25.178,43.394,"Class4",67.88
39.323,51.762,24.181,29.562,"Z",17,94.844,NA,12.68,"Class1",45.702
63.358,19.766,2.567,9.954,"A",90,11.509,80.263,25.814,"Class3",9.518
94.932,21.105,13.333,15.199,"O",88,8.494,80.272,24.12,"Class3",11.517
48.768,31.257,32.59,60.779,"F",9,46.23,19.329,15.762,"Class4",65.656
63.601,35.568,79.522,21.228,"K",85,71.697,18.321,52.175,"Class2",47.188
90.253,72.886,71.322,24.682,"K",86,70.939,13.67,38.516,"Class2",46.395
49.474,20.387,9.155,14.529,"Z",89,6.786,81.637,22.989,"Class3",14.228
24.383,51.549,55.372,28.735,"I",29,96.653,77.97,11.966,"Class1",48.606
59.873,18.665,3.187,20.733,"Z",68,4.358,81.36,27.369,"Class3",12.949
68.385,10.324,11.572,11.927,"O",61,3.782,81.578,23.561,"Class3",12.234
41.172,53.847,25.307,27.397,"D",26,95.008,54.74,14.733,"Class1",38.461
27.913,31.787,25.114,61.738,"F",4,63.479,22.592,63.421,"Class4",88.911
69.893,16.802,72.038,11.28,"N",84,66.795,19.779,36.144,"Class2",95.108
51.832,16.074,9.53,9.772,"O",87,11.747,80.798,21.947,"Class3",15.46
91.542,85.206,71.423,31.127,"K",87,64.028,8.789,57.373,"Class2",63.529
59.15,30.237,7.078,16.284,"K",60,NA,81.852,26.917,"Class3",14.657
69.342,64.089,77.526,20.015,"H",87,71.092,13.982,52.469,"Class2",27.982
34.064,33.094,16.347,45.222,"F",4,47.602,22.886,71.503,"Class4",88.441
73.591,17.342,-1.109,9.424,"V",83,7.037,NA,22.041,"Class3",13.092
85.844,72.338,76.738,13.004,"H",84,60.619,28.789,29.114,"Class2",60.213
32.38,34.152,6.689,61.451,"C",6,51.313,21.453,35.048,"Class4",88.824
47.539,32.045,51.299,60.51,"G",6,40.878,24.116,59.581,"Class4",105.296
50.953,17.53,1.346,9.661,"K",70,8.359,NA,19.131,"Class3",14.891
85.555,17.94,68.413,30.507,"H",84,70.124,21.963,79.706,"Class2",49.404
50.615,32.418,5.824,65.489,"O",10,62.611,32.226,71.966,"Class4",91.308
93.929,12.857,2.951,17.002,"O",56,10.05,80.943,27.945,"Class3",16.612
27.366,51.921,46.563,30.268,"I",31,92.811,80.454,11.649,"Class1",35.618
70.071,19.764,9.93,22.038,"K",74,10.742,80.846,27.912,"Class3",14.593
25.145,51.091,93.838,31.922,"Y",18,88.848,55.376,13.996,"Class1",48.63
38.173,51.162,84.307,28.613,"Z",21,90.905,63.149,14.538,"Class1",47.952
41.212,52.861,73.238,29.813,"J",10,94.499,71.829,16.773,"Class1",42.437
67.296,13.668,-7.517,11.566,"K",74,9.034,80.628,23.953,"Class3",14.238
72.192,80.79,81.321,15.121,"N",87,66.631,22.712,30.311,"Class2",94.198
40.574,31.331,36.599,55.073,"G",4,64.546,26.784,49.901,"Class4",110.427
53.658,27.353,15.29,18.054,"Z",72,3.046,81.364,20.893,"Class3",13.958
25.658,33.195,28.532,42.527,"O",10,53.527,29.391,5.104,"Class4",91.804
27.084,49.459,42.185,32.728,"Y",30,93.723,63.553,14.72,"Class1",37.695
85.616,40.756,71.605,17.829,"H",87,71.069,23.336,44.022,"Class2",82.108
47.02,31.765,39.321,52.729,"O",8,57.986,38.15,38.86,"Class4",72.692
59.83,11.066,8.688,22.756,"A",87,NA,81.307,25.568,"Class3",12.614
74.042,12.033,5.186,22.045,"K",57,9.724,80.934,19.257,"Class3",12.773
81.39,17.121,74.797,20.594,"J",87,67.226,9.661,55.303,"Class2",84.486
40.857,54.426,29.287,25.221,"D",23,95.171,55.49,16.831,"Class1",37.65
48.727,33.426,15.292,39.25,"F",7,56.327,38.949,67.713,"Class4",77.538
30.379,55.184,29.755,28.266,"Z",17,92.548,80.537,13.025,"Class1",43.799
27.309,51.929,43.296,35.129,"D",20,94.051,69.756,12.24,"Class1",36.634
67.901,34.792,12.399,10.016,"A",64,8.406,81.285,27.975,"Class3",15.535
38.981,55.232,70.865,34.583,"D",20,91.428,62.573,14.829,"Class1",40.005
68.095,22.394,11.756,11.542,"V",80,3.647,80.5,19.809,"Class3",11.453
26.217,52.739,31.16,31.224,"J",20,NA,67.696,11.442,"Class1",40.03
42.055,33.421,49.051,62.988,"F",1,66.866,22.759,69.345,"Class4",74.371
73.978,16.054,22.006,14.076,"K",66,4.461,81.466,19.443,"Class3",11.656
44.95,32.342,45.544,53.733,"B",4,55.82,33.85,47.51,"Class4",75.684
23.155,32.006,32.722,70.967,"B",3,71.74,38.056,34.88,"Class4",56.513
33.553,51.755,24.767,29.277,"Z",16,89.89,54.441,14.716,"Class1",42.417
36.735,50.602,53.96,32.147,"Y",23,89.671,73.134,13.493,"Class1",46.889
58.9,30.006,17.837,15.607,"V",87,8.385,80.186,18.3,"Class3",16.862
55.454,15.691,4.782,12.819,"K",70,3.629,80.518,19.257,"Class3",11.193
61.314,32.715,1.788,25.665,"A",81,10.428,80.537,25.727,"Class3",12.082
49.976,32.538,36.74,60.269,"O",8,46.645,20.051,32.254,"Class4",68.451
34.879,47.987,71.433,27.126,"J",10,93.142,65.49,16.066,"Class1",39.622
30.596,32.557,35.528,62.076,"F",7,57.009,34.366,24.549,"Class4",92.774
91.678,22.869,74.138,27.114,"H",86,69.306,13.224,43.769,"Class2",78.178
27.501,34.661,31.25,56.255,"B",0,43.424,32.474,35.201,"Class4",59.518
68.766,45.948,69.537,31.406,"K",85,69.293,22.586,67.359,"Class2",54.162
70.511,15.311,9.418,12.116,"K",61,9.469,80.286,24.683,"Class3",15.927
73.369,77.422,72.468,32.098,"K",86,64.597,14.174,80.943,"Class2",70.305
95.456,77.7,74.742,6.246,"H",87,62.813,23.276,71.127,"Class2",89.021
27.001,49.54,56.531,31.223,"I",21,90.238,NA,11.098,"Class1",51.659
72.206,69.945,65.674,35.218,"N",85,64.357,28.036,40.026,"Class2",73.285
64.904,68.393,67.283,25.133,"H",87,69.197,9.105,80.838,"Class2",97.568
53.857,33.192,35.285,58.804,"C",1,68.735,28.523,7.815,"Class4",61.804
90.886,32.76,6.892,11.558,"A",73,11.142,81.767,25.612,"Class3",12.938
82.691,67.184,72.385,29.581,"J",86,65.731,21.386,62.247,"Class2",84.7
