"GXI1","EUH2","ETN3","AZS4","DTQ5","QGH6","IUQ7","IME8","QBO9","CTN10","Output20"
4.412,44.741,56.813,16.054,56.005,"N",68,16.667,49,10.191,"Class2"
88.204,96.395,61.401,35.041,43.006,"Y",25,55.577,59,56.353,"Class1"
12.228,26.818,58.603,16.931,45.695,"C",61,3.36,28,10.172,"Class2"
46.18,65.96,27.032,58.262,77.283,"W",11,71.885,88,12.566,"Class3"
18.959,75.39,33.746,47.388,42.608,"J",75,26.312,34,43.015,"Class4"
55.377,81.181,61.502,34.128,48.847,"A",47,61.605,69,74.451,"Class1"
26.116,19.459,55.163,16.32,40.7,"J",65,14.315,48,9.94,"Class2"
21.359,52.686,54.068,16.859,49.857,"C",74,14.803,21,10.842,"Class2"
32.25,86.423,60.019,37.128,45.216,"Q",61,60.318,49,26.973,"Class1"
18.964,51.108,55.499,16.878,71.591,"G",87,9.898,14,10.585,"Class2"
50.494,66.095,53.566,31.979,56.325,"H",13,71.69,92,35.082,"Class3"
49.088,65.677,13.147,70.647,55.353,"F",13,74.711,85,57.852,"Class3"
67.388,74.633,64.367,34.673,48.834,"Q",45,54.864,61,42.39,"Class1"
24.463,53.679,NA,16.775,56.347,"G",83,8.469,44,10.049,"Class2"
13.559,21.512,53.986,17.006,48.76,"J",84,15.213,38,10.634,"Class2"
12.354,75.203,25.225,36.76,59.349,"J",67,33.244,36,45.289,"Class4"
8.891,24.547,51.476,16.182,35.016,"N",69,5.614,49,10.495,"Class2"
42.921,65.378,NA,89.871,90.045,"H",13,70.081,94,47.652,"Class3"
52.911,67.714,33.45,59.868,64.379,"W",13,62.391,91,9.766,"Class3"
16.318,62.829,30.592,79.209,50.551,"J",74,41.383,37,43.267,"Class4"
5.928,60.323,54.936,16.846,29.092,"J",87,6.669,18,10.788,"Class2"
76.295,90.084,61.63,34.514,37.618,"R",31,56.744,69,46.444,"Class1"
54.546,65.037,51.439,3.021,102.202,"H",11,60.776,86,66.824,"Class3"
81.306,85.653,70.198,35.658,56.165,"Q",28,59.468,53,20.713,"Class1"
25.951,51.973,16.821,28.849,45.057,"I",67,40.62,41,44.878,"Class4"
3.408,32.292,33.257,62.531,34.749,"N",76,39.498,33,45.283,"Class4"
48.827,68.774,54.46,65.519,77.404,"H",11,65.521,88,21.804,"Class3"
21.81,87.065,15.57,73.709,41.558,"N",76,24.258,37,46.32,"Class4"
78.777,83.757,61.205,35.636,44.295,"A",45,64.036,70,2.625,"Class1"
14.035,59.294,59.191,15.844,69.769,"G",78,10.079,42,10.394,"Class2"
12.495,44.128,54.606,16.484,58.92,"C",71,14.117,48,10.243,"Class2"
19.112,26.817,13.731,49.86,44.175,"I",72,16.217,33,43.44,"Class4"
49.414,76.691,64.569,35.913,57.852,"C",37,60.499,62,28.859,"Class1"
27.392,52.336,54.693,16.701,47.161,"C",86,11.176,50,10.416,"Class2"
33.355,81.538,59.18,37.91,64.177,"Q",43,55.167,62,33.426,"Class1"
52.487,76.83,66.356,36.677,46.963,"C",40,52.503,55,40.395,"Class1"
10.342,32.058,NA,16.345,55.862,"N",84,10.863,38,10.534,"Class2"
79.441,79.983,64.222,38.026,50.555,"A",58,47.148,58,82.54,"Class1"
29.322,51.459,57.586,15.858,61.296,"F",53,3.965,35,10.718,"Class2"
65.035,38.574,32.484,67.908,43.488,"D",75,37.944,40,46.394,"Class4"
22.313,56.379,34.244,69.571,35.405,"J",71,20.418,36,45.27,"Class4"
51.09,83.628,60.48,37.381,46.964,"R",47,64.888,57,65.426,"Class1"
42.158,65.667,27.502,52.244,49.104,"Q",70,41.962,34,42.902,"Class4"
20.217,49.621,57.29,48.555,36.921,"N",75,20.937,41,45.668,"Class4"
22.339,NA,60.129,34.182,58.76,"C",43,43.904,63,40.982,"Class1"
5.867,41.236,29.738,49.034,40.173,"J",70,24.107,34,42.651,"Class4"
48.122,89.4,NA,37.573,55.625,"Y",49,65.075,60,28.247,"Class1"
64.16,66.928,40.626,38.849,94.508,"H",13,69.562,93,21.002,"Class3"
51.502,67.466,16.263,69.989,68.635,"W",11,74.823,91,36.008,"Class3"
8.528,20.524,56.804,16.028,43.774,"N",61,6.621,17,10.429,"Class2"
15.222,21.211,56.531,16.416,26.85,"J",76,16.934,38,10.345,"Class2"
44.312,76.402,62.97,34.755,63.846,"A",63,61.778,54,39.866,"Class1"
54.034,65.211,42.58,-14.181,82.14,"W",11,64.647,91,18.064,"Class3"
50.921,65.243,32.773,90.703,66.362,"Q",11,68.036,93,40.229,"Class3"
50.154,66.462,42.43,50.46,90.333,"K",13,67.642,90,36.831,"Class3"
2.015,37.549,NA,16.404,76.274,"N",89,15.422,36,11.043,"Class2"
20.212,41.103,53.329,16.663,28.855,"G",64,14.333,46,9.914,"Class2"
41.08,79.409,37.883,50.023,40.676,"N",66,37.682,36,45.528,"Class4"
6.077,32.44,60.499,16.327,43.021,"G",87,10.54,41,10.374,"Class2"
33.005,67.71,60.371,35.505,44.607,"R",23,42.51,63,84.713,"Class1"
32.63,51.638,56.341,15.527,28.388,"C",88,15.563,16,10.193,"Class2"
89.266,67.248,57.47,35.151,49.635,"C",27,66.342,69,8.501,"Class1"
52.231,65.805,48.534,42.255,47.055,"Q",12,62.758,89,22.416,"Class3"
8.518,56.74,57.785,16.986,53.087,"J",52,3.368,17,10.604,"Class2"
53.092,68.716,18.776,72.845,66.9,"F",13,67.297,84,65.878,"Class3"
54.03,49.868,28.902,54.552,36.446,"N",69,34.548,36,44.587,"Class4"
28.338,38.701,55.572,16.573,55.541,"J",88,12.109,25,10.631,"Class2"
17.068,43.542,35.087,20.846,46.237,"J",69,36.572,35,45.758,"Class4"
27.966,70.583,63.262,34.047,55.55,"Y",24,47.334,67,66.447,"Class1"
58.864,66.882,26.573,59.971,58.632,"Q",11,71.396,91,50.939,"Class3"
11.413,55.499,56.641,16.241,53.777,"C",88,13.745,36,10.167,"Class2"
51.427,39.017,20.751,69.359,50.684,"D",73,19.866,37,43.833,"Class4"
73.219,74.416,57.994,36.878,58.459,"R",41,37.148,68,73.832,"Class1"
53.299,26.882,26.032,58.393,38.935,"Q",75,40.735,33,44.628,"Class4"
82.414,83.657,60.193,37.048,49.688,"C",41,66.701,52,-22.963,"Class1"
62.313,37.807,19.404,48.354,31.758,"J",69,15.226,40,45.456,"Class4"
20.024,65.448,17.76,59.123,46.408,"N",70,37.287,34,45.116,"Class4"
31.277,29.612,59.901,16.908,70.088,"G",88,5.912,38,9.993,"Class2"
76.28,81.175,63.047,37.395,50.022,"A",56,46.198,52,29.644,"Class1"
19.577,43.837,55.897,16.391,50.144,"N",93,9.625,25,10.473,"Class2"
31.527,25.298,53.68,16.573,48.919,"G",60,9.107,22,10.742,"Class2"
60.338,66.157,51.021,20.491,93.838,"W",13,63.969,95,7.074,"Class3"
62.699,NA,54.202,62.696,48.505,"N",66,24.861,36,46.083,"Class4"
52.471,NA,43.964,46.943,65.811,"W",12,73.343,92,14.7,"Class3"
37.706,80.617,NA,37.357,48.707,"Q",31,34.747,55,89.112,"Class1"
21.881,48.027,55.034,16.437,70.323,"G",75,5.054,16,10.199,"Class2"
57.313,66.727,20.317,85.151,71.552,"W",12,74.642,90,26.806,"Class3"
77.647,78.085,61.106,36.475,61.929,"Q",63,59.57,52,88.834,"Class1"
58.126,36.4,-14.254,82.811,40.39,"D",76,38.683,37,43.093,"Class4"
34.328,30.458,NA,16.716,15.388,"C",53,7.736,34,10.775,"Class2"
26.422,87.695,58.884,35.263,52.141,"Q",36,37.957,61,35.702,"Class1"
13.892,NA,39.2,81.513,34.868,"N",77,16.834,41,40.779,"Class4"
55.571,68.274,33.506,39.802,38.508,"K",11,66.518,86,8.365,"Class3"
44.664,91.526,56.122,35.547,55.98,"C",27,65.284,63,-6.359,"Class1"
65.645,67.526,24.836,42.332,62.247,"H",13,63.387,88,14.167,"Class3"
36.502,93.223,58.69,36.429,57.036,"Y",60,58.628,57,59.283,"Class1"
78.906,83.24,56.64,34.8,42.604,"C",40,53.549,66,58.766,"Class1"
80.891,88.343,53.662,35.522,54.733,"A",23,51.764,68,70.591,"Class1"
12.108,37.58,58.853,16.242,23.52,"N",80,10.92,47,10.72,"Class2"
80.15,72.64,59.625,33.875,59.206,"R",57,50.162,54,53.346,"Class1"
32.741,80.963,61.051,37.394,58.614,"Y",62,53.484,53,53.681,"Class1"
45.354,68.772,32.076,49.404,73.69,"H",13,62.866,87,27.292,"Class3"
73.908,69.673,62.995,34.993,59.683,"Y",44,61.351,63,45.958,"Class1"
19.959,35.369,52.735,16.688,44.9,"J",71,4.166,17,10.664,"Class2"
20.672,18.27,55.512,16.288,32.862,"N",82,10.783,46,10.788,"Class2"
47.854,NA,25.206,46.123,50.954,"J",76,39.119,40,46.126,"Class4"
0.588,42.381,36.509,78.05,33.623,"N",71,15.333,39,47.051,"Class4"
66.123,65.864,35.778,65.867,55.962,"F",12,68.607,88,35.279,"Class3"
49.538,68.918,20.442,42.611,61.4,"K",12,66.581,89,21.659,"Class3"
24.632,69.514,29.073,60.385,46.226,"D",67,35.784,38,42.707,"Class4"
47.611,65.562,50.198,50.285,70.337,"Q",12,69.584,89,7.616,"Class3"
29.064,71.957,15.083,43.809,39.527,"J",68,21.998,38,45.799,"Class4"
5.064,63.017,17.536,59.23,28.912,"J",73,16.633,38,45.229,"Class4"
7.759,59.093,57.661,16.52,85.813,"N",59,14.777,30,10.099,"Class2"
45.388,65.326,55.179,58.26,116.704,"K",13,68.703,84,36.299,"Class3"
55.551,65.031,40.372,74.245,68.793,"W",11,65.965,84,21.059,"Class3"
27.327,35.322,59.89,16.18,53.025,"G",52,3.37,22,10.98,"Class2"
59.685,65.388,21.841,43.536,99.05,"F",13,72.615,89,36.18,"Class3"
43.236,66.952,34.752,61.03,61.889,"F",12,67.099,95,32.321,"Class3"
36.749,76.04,63.71,33.41,53.564,"A",66,65.02,66,6.571,"Class1"
62.815,65.633,27.547,61.422,96.536,"Q",12,65.083,92,8.17,"Class3"
52.418,65.221,29.867,65.452,118.196,"H",13,70.475,92,22.422,"Class3"
53.57,24.92,36.514,68.539,36.558,"J",75,18.236,41,45.382,"Class4"
60.656,65.305,55.01,75.013,65.611,"Q",12,74.597,86,36.041,"Class3"
10.43,37.367,56.435,16.549,48.003,"F",90,10.308,29,10.595,"Class2"
21.568,61.016,57.354,16.629,49.422,"C",60,3.033,49,10.351,"Class2"
46.881,25.814,34.979,79.415,35.452,"N",76,22.94,41,45.413,"Class4"
4.428,21.121,60.583,16.315,48.016,"F",93,9.663,20,10.77,"Class2"
1.33,53.07,57.558,16.041,44.044,"C",91,7.96,50,10.214,"Class2"
3.613,37.925,55.444,16.258,63.08,"N",57,16.821,38,10.875,"Class2"
56.213,67.119,48.528,56.785,63.676,"Q",12,73.093,95,0.621,"Class3"
63.751,66.236,44.783,62.668,100.992,"W",13,70.161,83,51.124,"Class3"
12.606,55.051,59.868,16.477,50.665,"J",84,13.859,39,10.185,"Class2"
14.913,55.237,55.901,16,53.631,"F",70,6.002,27,10.149,"Class2"
21.938,44.612,7.786,35.531,48.496,"Q",77,30.715,33,44.82,"Class4"
21.983,87.796,55.638,35.915,50.238,"Y",48,38.604,56,44.331,"Class1"
47.747,66.775,41.307,62.339,84.689,"K",12,66.515,83,16.644,"Class3"
33.923,35.986,39.536,51.798,45.562,"I",75,22.548,40,41.926,"Class4"
14.206,29.289,57.534,16.749,61.838,"N",61,5.624,30,10.463,"Class2"
22.915,84.461,65.322,35.968,48.368,"R",36,68.249,66,63.753,"Class1"
7.257,29.136,26.367,50.483,35.293,"Q",67,17.527,33,43.872,"Class4"
1.585,53.709,59.034,16.878,28.35,"J",86,10.417,20,10.966,"Class2"
63.033,NA,65.507,37.082,49.653,"A",41,63.678,67,-22.211,"Class1"
4.758,51.049,57.508,16.319,26.151,"F",70,13.485,48,10.332,"Class2"
73.553,73.816,56.739,35.188,44.741,"Y",30,39.963,64,83.86,"Class1"
80.787,75.959,61.348,38.051,62.294,"A",49,68.656,52,110.227,"Class1"
29.927,49.127,43.603,66.192,38.958,"J",72,24.683,37,46.212,"Class4"
15.21,85.766,46.149,49.494,41.381,"D",71,15.121,40,44.483,"Class4"
66.051,66.454,20.894,45.344,80.728,"Q",11,60.034,88,39.549,"Class3"
46.877,90.427,60.966,35.627,53.617,"Y",52,35.076,52,73.678,"Class1"
66.522,60.23,42.845,34.237,28.071,"N",66,24.809,35,44.984,"Class4"
27.818,45.321,57.671,16.451,36.728,"C",60,4.702,51,10.578,"Class2"
7.548,39.89,56.743,16.738,65.274,"G",64,11.582,30,11.019,"Class2"
20.687,65.478,43.55,32.759,33.444,"N",66,39.83,34,46.104,"Class4"
41.081,87.091,57.206,33.092,43.603,"Q",42,56.21,67,51.023,"Class1"
76.543,93.813,60.321,35.67,59.551,"Q",26,39.554,52,47.932,"Class1"
58.942,71.47,54.556,37.007,67.914,"A",52,55,51,3.356,"Class1"
3.429,64.903,26.095,56.285,32.698,"Q",67,26.378,37,41.927,"Class4"
0.785,70.031,46.123,79.709,40.196,"D",72,36.991,38,47.196,"Class4"
52.918,61.691,27.751,26.136,45.189,"I",71,37.25,41,46.967,"Class4"
26.613,79.911,58.35,36.259,40.895,"R",38,58.427,69,9.222,"Class1"
26.614,22.381,57.947,17.108,19.234,"N",67,10.064,46,9.972,"Class2"
58.02,89.25,58.395,35.608,54.229,"C",64,52.582,58,85.324,"Class1"
1.104,52.979,31.097,20.768,47.476,"Q",70,20.519,35,44.088,"Class4"
48.388,87.682,63.656,36.092,50.464,"C",55,36.628,53,-0.655,"Class1"
39.885,92.827,63.41,36.787,62.788,"Q",54,66.009,58,70.896,"Class1"
26.244,23.56,56.341,16.008,34.91,"C",57,6.277,23,10.712,"Class2"
86.453,69.575,65.804,34.342,49.918,"C",53,50.004,54,61.443,"Class1"
47.211,66.43,26.117,31.914,84.182,"W",12,66.731,83,47.932,"Class3"
25.211,25.783,58.221,16.577,58.56,"J",81,13.654,42,11.155,"Class2"
57.147,67.571,49.06,49.093,59.038,"Q",12,64.726,91,55.604,"Class3"
20.819,44.824,18.498,48.991,33.505,"I",66,34.053,33,43.331,"Class4"
31.468,42.168,58.643,15.927,19.424,"G",62,13.291,21,10.245,"Class2"
13.72,48.615,NA,16.751,59.378,"F",85,6.819,19,10.407,"Class2"
65.591,NA,44.919,81.778,74.143,"F",13,64.725,83,13.712,"Class3"
22.096,37.893,25.067,19.08,47.352,"J",71,17.597,35,45.413,"Class4"
76.158,90.098,64.624,35.951,57.249,"Q",22,59.912,53,47.881,"Class1"
23.762,24.112,55.239,16.461,42.171,"F",66,16.49,34,10.71,"Class2"
55.131,68.804,22.171,56.038,79.008,"H",12,61.186,84,28.097,"Class3"
48.103,65.59,37.722,70.984,35.183,"F",11,60.862,85,48.4,"Class3"
77.806,72.332,60.548,39.152,73.182,"R",51,45.54,52,25.192,"Class1"
13.901,NA,NA,49.751,34.298,"Q",71,33.674,38,45.707,"Class4"
58.859,70.795,45.808,47.668,30.694,"N",72,21.221,40,41.268,"Class4"
19.622,18.523,61.646,16.397,42.614,"G",57,10.386,33,10.581,"Class2"
34.453,NA,55.758,16.954,29.944,"G",51,3.37,31,10.349,"Class2"
23.207,23.643,56.46,16.325,43.58,"G",54,9.001,29,10.453,"Class2"
33.038,94.245,56.244,38.052,50.998,"R",27,41.481,67,-12.317,"Class1"
21.038,33.467,59.348,16.742,56.375,"J",79,4.667,25,9.946,"Class2"
40.609,NA,35.713,72.949,38.339,"I",70,35.816,33,42.764,"Class4"
46.372,68.969,54.386,19.785,76.908,"W",13,69.058,87,38.921,"Class3"
54.501,78.789,58.611,36.634,49.498,"Q",42,50.981,69,72.348,"Class1"
5.565,38.245,61.404,16.514,46.806,"C",62,5.424,32,10.802,"Class2"
62.087,84.955,65.557,35.203,54.447,"Y",56,46.91,50,44.385,"Class1"
14.594,88.423,29.88,94.321,35.796,"J",76,31.4,41,39.37,"Class4"
25.317,87.255,24.287,18.48,49.78,"D",72,23.59,34,44.463,"Class4"
31.569,91.183,61.304,36.753,47.981,"Q",48,57.103,68,70.841,"Class1"
4.725,27.537,33.561,40.751,40.264,"I",69,15.519,41,45.166,"Class4"
73.473,86.761,60.24,36.44,52.27,"Q",38,54.615,59,32.983,"Class1"
20.377,67.811,53.493,36.489,32.183,"A",29,54.87,60,97.462,"Class1"
37.208,85.259,61.193,35.684,67.594,"A",38,56.607,60,53.043,"Class1"
21.236,24.421,54.839,16.81,43.456,"J",76,10.463,15,10.954,"Class2"
1.895,84.678,9.328,48.708,40.546,"I",76,15.611,36,45.517,"Class4"
20.007,NA,58.417,16.773,39.71,"C",74,3.555,51,10.168,"Class2"
51.776,24.111,39.189,60.337,29.768,"D",74,17.237,34,43.829,"Class4"
70.839,89.044,57.135,36.324,52.091,"Y",23,58.501,49,61.218,"Class1"
24.411,56.909,54.17,15.452,45.4,"N",86,15.765,33,10.745,"Class2"
68.875,78.122,NA,34.025,38.616,"C",58,53.778,58,111.544,"Class1"
58.107,66.227,38.451,56.553,76.918,"W",12,67.69,89,21.282,"Class3"
21.783,NA,56.161,15.828,6.747,"J",78,5.936,34,10.776,"Class2"
63.907,71.675,4.413,51.869,35.109,"I",76,41.531,34,41.027,"Class4"
43.789,68.638,39.939,43.363,78.262,"W",13,66.604,90,21.897,"Class3"
51.518,79.883,62.875,36.813,13.503,"R",65,64.811,59,35.028,"Class1"
18.059,27.667,57.155,17.076,33.502,"G",86,11.958,27,10.177,"Class2"
29.771,68.475,62.695,35.83,41.656,"Q",25,53.956,64,25.432,"Class1"
58.732,77.134,56.116,37.818,52.216,"A",47,36.539,49,71.774,"Class1"
76.964,79.179,59.369,35.172,43.034,"Q",49,42.541,67,44.235,"Class1"
64.235,68.22,NA,57.331,43.241,"D",70,22.507,41,43.219,"Class4"
87.859,75.57,54.832,37.522,48.317,"C",26,44.267,66,42.006,"Class1"
63.672,68.66,34.942,92.37,109.719,"W",12,61.945,95,36.911,"Class3"
86.88,67.323,56.894,37.359,71.204,"Y",42,65.93,51,88.065,"Class1"
31.678,43.238,59.441,16.592,37.123,"J",51,4.91,47,10.483,"Class2"
49.571,79.435,62.094,35.766,44.811,"A",29,39.256,69,37.666,"Class1"
48.796,36.76,38.86,66.267,24.498,"N",77,18.732,35,43.287,"Class4"
25.772,20.497,NA,16.721,12.396,"N",60,12.255,20,11.031,"Class2"
76.147,74.382,60.882,35.439,67.152,"R",39,51.792,55,49.788,"Class1"
10.079,80.819,35.44,76.32,37.915,"J",70,40.426,35,42.935,"Class4"
32.141,59.462,55.688,16.657,33.183,"F",73,8.107,29,9.888,"Class2"
49.345,89.685,25.121,68.3,39.613,"I",70,24.767,33,43.066,"Class4"
29.601,91.881,61.948,34.267,44.483,"Y",21,53.609,61,48.198,"Class1"
27.238,93.205,63.334,37.381,51.056,"Y",29,62.026,49,46.813,"Class1"
46.77,65.727,29.854,51.912,101.576,"H",11,60.252,95,20.731,"Class3"
62.675,80.134,58.94,35.619,57.24,"A",26,47.178,58,91.846,"Class1"
22.646,63.295,63.624,58.095,46.855,"N",71,16.078,37,45.168,"Class4"
27.954,70.719,59.24,37.884,40.696,"Y",32,65.264,67,5.428,"Class1"
43.049,NA,6.059,59.101,39.035,"D",72,33.552,35,43.25,"Class4"
50.677,68.846,38.365,26.219,74.236,"Q",12,65.389,87,21.257,"Class3"
47.494,65.611,35.177,64.517,50.516,"W",12,70.053,95,26.926,"Class3"
40.378,85.311,58.874,37.175,48.521,"C",32,64.203,53,54.358,"Class1"
64.706,68.877,44.434,46.312,51.242,"K",12,73.619,85,40.193,"Class3"
76.693,91.528,57.891,34.888,27.82,"R",44,37.826,68,21.71,"Class1"
50.268,67.519,43.29,53.483,66.745,"Q",13,73.77,95,51.462,"Class3"
5.009,56.168,24.799,60.289,43.436,"J",72,20.236,40,45.838,"Class4"
24.242,44.906,59.628,16.306,57.823,"N",65,10.498,50,9.801,"Class2"
63.588,68.48,37.892,88.324,89.99,"K",11,63.036,86,28.915,"Class3"
44.198,66.1,36.189,58.153,82.396,"W",12,71.688,86,-8.876,"Class3"
26.107,19.314,55.829,17.337,57.92,"C",51,9.633,32,10.453,"Class2"
35.387,80.79,41.754,29.214,34.262,"N",72,33.705,41,45.559,"Class4"
61.356,68.723,43.048,63.179,42.199,"F",13,70.435,92,47.926,"Class3"
51.629,68.295,38.494,62.194,63.377,"W",11,67.447,83,26.245,"Class3"
81.951,67.136,54.359,33.806,44.575,"A",59,60.684,52,1.741,"Class1"
25.677,26.551,60.023,16.65,44.794,"F",56,13.092,14,10.063,"Class2"
56.238,68.132,40.661,94.076,54.902,"Q",13,64.999,90,30.808,"Class3"
27.056,NA,25.443,54.007,37.474,"J",72,39.087,35,44.887,"Class4"
46.026,66.718,40.084,20.036,51.239,"K",12,72.707,83,28.122,"Class3"
71.862,81.718,63.828,37.5,55.057,"Y",30,52.739,67,36.831,"Class1"
7.698,41.263,NA,73.057,52.659,"I",66,27.705,39,47.017,"Class4"
57.87,66.782,50.109,74.443,71.725,"Q",12,65.332,94,12.904,"Class3"
20.727,80.305,7.894,89.891,34.651,"Q",71,34.132,37,44.014,"Class4"
75.009,96.799,NA,38.398,47.696,"A",48,59.765,52,54.516,"Class1"
65.072,66.714,12.642,50.653,39.108,"W",11,62.717,91,45.941,"Class3"
1.472,62.119,61.533,16.486,58.761,"G",85,7.29,33,10.716,"Class2"
21.624,77.705,57.193,34.193,55.535,"A",25,48.204,58,91.79,"Class1"
18.428,NA,55.482,17.313,35.454,"F",68,14.093,33,10.56,"Class2"
38.06,73.971,58.72,37.09,59.517,"Q",49,34.198,59,35.259,"Class1"
52.49,73.95,62.274,36.066,35.145,"A",55,58.966,59,88.648,"Class1"
2.022,33.937,56.248,16.794,49.264,"N",66,16.957,34,10.678,"Class2"
50.174,88.454,35.141,32.255,39.483,"J",75,23.279,33,43.009,"Class4"
55.91,66.594,42.639,64.265,42.326,"N",75,28.278,33,43.188,"Class4"
46.377,59.936,26.195,70.915,48.665,"Q",68,23.865,34,45.644,"Class4"
24.814,90.364,59.555,36.434,54.849,"Q",49,41.249,50,74.051,"Class1"
20.781,23.669,59.557,16.173,23.348,"N",87,16.508,41,10.063,"Class2"
66.236,74.747,22.979,63.263,40.504,"N",71,16.425,41,42.585,"Class4"
2.125,23.734,56.649,16.203,30.879,"G",58,5.455,39,10.958,"Class2"
58.532,68.507,38.286,45.274,104.448,"K",12,73.262,87,51.429,"Class3"
70.519,83.629,58.936,35.523,47.51,"R",51,43.793,70,10.82,"Class1"
26.037,61.029,59.416,17.006,14.936,"G",70,8.228,47,10.302,"Class2"
13.484,26.389,59.192,16.694,50.626,"C",61,16.868,19,9.932,"Class2"
60.458,73.727,58.866,32.287,57.412,"Y",26,51.481,61,38.25,"Class1"
6.446,59.642,56.571,16.808,61.226,"G",65,3.049,35,10.536,"Class2"
65.047,42.812,14.422,88.109,23.997,"Q",67,31.593,41,46.254,"Class4"
32.23,32.808,51.113,16.283,32.772,"N",52,3.251,26,10.764,"Class2"
23.26,48.532,55.879,16.185,29.431,"F",70,4.592,50,10.397,"Class2"
42.699,65.447,27.184,73.648,104.139,"F",11,68.104,93,25.419,"Class3"
29.703,61.152,NA,49.107,40.332,"J",77,25.643,40,47.587,"Class4"
62.923,65.35,29.281,70.051,18.066,"F",12,67.126,83,28.793,"Class3"
56.659,68.777,15.791,61.439,72.45,"F",11,66.818,86,35.302,"Class3"
27.498,38.091,58.163,16.861,53.869,"G",67,13.17,48,10.665,"Class2"
29.071,34.649,56.672,16.336,36.061,"N",75,10.027,28,11.178,"Class2"
20.764,NA,18.828,49.558,45.237,"I",75,33.501,34,43.155,"Class4"
53.448,66.821,61.579,39.389,67.954,"K",12,60.817,94,27.747,"Class3"
18.326,52.141,55.561,16.859,51.969,"N",84,12.447,33,10.451,"Class2"
49.222,40.168,51.532,69.072,40.002,"J",76,29.673,38,49.62,"Class4"
8.568,35.246,NA,63.016,44.78,"N",76,30.084,35,43.231,"Class4"
5.483,54.174,56.791,17.237,31.15,"G",53,12.203,24,10.988,"Class2"
61.704,68.72,45.262,82.385,87.566,"F",12,68.565,90,25.698,"Class3"
86.725,73.122,59.167,36.1,62.557,"Y",25,60.171,51,52.49,"Class1"
25.011,62.763,20.062,49.696,45.49,"Q",67,30.108,38,45.496,"Class4"
55.856,80.61,38.446,53.192,34.917,"J",66,28.937,38,48.295,"Class4"
35.159,72.114,62.548,37.808,53.947,"C",24,64.819,55,27.355,"Class1"
11.002,53.788,23.934,29.582,46.073,"I",67,32.589,40,47.334,"Class4"
50.304,77.521,26.316,69.472,32.165,"D",72,22.489,38,44.377,"Class4"
41.334,79.736,62.208,36.99,61.471,"Y",61,51.853,65,73.366,"Class1"
31.324,73.556,65.467,31.793,59.162,"A",42,36.496,68,-5.099,"Class1"
71.193,94.926,64.606,35.188,57.233,"R",21,54.759,51,26.95,"Class1"
47.22,28.885,23.959,65.205,38.703,"J",66,21.104,37,44.334,"Class4"
24.324,68.091,30.602,61.797,42.534,"D",77,37.721,33,46.731,"Class4"
63.424,93.508,62.338,35.355,65.6,"Y",48,43.414,54,32.425,"Class1"
60.988,33.153,33.688,77.126,38.038,"J",71,34.219,36,43.522,"Class4"
21.838,44.14,34.803,42.4,38.559,"D",72,25.411,37,44.946,"Class4"
1.382,48.026,58.839,16.847,30.325,"G",72,6.469,31,10.24,"Class2"
4.946,56.034,32.551,87.523,35.96,"Q",77,41.913,34,45.424,"Class4"
29.139,68.416,60.258,37.001,45.61,"Y",59,59.479,54,81.141,"Class1"
7.305,62.13,57.974,16.907,31.379,"G",60,15.894,15,10.752,"Class2"
44.97,83.962,63.958,35.306,52.157,"Y",54,45.874,66,9.893,"Class1"
82.588,89.536,67.822,35.409,41.487,"A",28,42.042,54,96.671,"Class1"
59.966,67.042,55.639,26.726,85.436,"W",12,69.207,90,52.587,"Class3"
25.906,95.708,53.866,33.757,69.372,"R",26,43.771,65,55.941,"Class1"
60.33,33.166,16.706,28.161,26.952,"D",70,18.869,34,45.279,"Class4"
15.574,49.717,45.195,78.212,45.544,"J",71,38.197,41,43.555,"Class4"
62.357,67.302,30.077,54.743,59.209,"H",13,62.67,88,65.605,"Class3"
18.475,24.746,57.875,16.323,45.387,"C",91,6.105,26,10.5,"Class2"
5.982,32.688,53.464,16.467,58.362,"C",58,7.275,22,9.907,"Class2"
46.141,67.644,57.549,36.521,37.355,"A",51,66.316,70,52.761,"Class1"
14.768,54.657,35.407,47.555,40.224,"D",73,36.876,37,44.113,"Class4"
53.9,68.017,46.021,64.097,67.73,"K",12,72.91,94,47.327,"Class3"
16.943,47.127,42.64,62.212,30.073,"I",66,23.863,36,45.515,"Class4"
64.436,68.141,27.406,45.602,37.899,"H",11,67.308,90,38.416,"Class3"
5.003,NA,55.629,16.426,28.436,"F",70,14.352,41,10.495,"Class2"
17.347,58.736,59.517,16.832,29.981,"N",82,5.304,16,10.73,"Class2"
48.754,50.014,38.499,65.847,36.323,"D",76,29.081,40,44.618,"Class4"
38.206,83.696,60.81,37.99,52.921,"R",47,37.46,50,126.905,"Class1"
8.085,89.571,50.186,46.44,40.165,"I",66,26.348,35,45.069,"Class4"
66.298,67.112,56.865,67.73,73.671,"F",11,72.407,92,0.497,"Class3"
47.393,45.169,32.889,51.335,38.819,"D",74,15.051,40,43.747,"Class4"
33.163,71.856,57.559,35.577,47.545,"Y",57,40.341,53,49.714,"Class1"
4.185,65.95,22.942,59.526,45.057,"I",70,21.387,40,41.34,"Class4"
69.319,74.851,61.069,34.109,50.532,"Y",61,37.288,63,35.19,"Class1"
29.786,26.923,20.735,56.806,44.063,"N",69,26.087,38,46.698,"Class4"
43.499,49.503,19.022,38.049,46.22,"I",72,24.633,39,44.513,"Class4"
