"WUE1","LMS2","ITH3","UVL4","PXI5","SYU6","YPD7","JDF8","VTO9","NOG10","Output8"
35.834,49,41.628,"N",67.258,64,45.698,58.686,33.158,69.624,"Class3"
78.128,11,96.828,"G",28.707,20,43.124,74.509,38.723,92.053,"Class1"
84.653,19,61.383,"X",45.602,74,18.912,11.212,76.424,55.888,"Class2"
45.842,36,57.249,"K",67.315,86,50.35,65.124,54.673,62.319,"Class3"
61.453,48,69.155,"K",67.132,83,28.953,69.248,53.213,61.116,"Class3"
32.748,9,66.561,"W",67.331,81,37.577,54.314,28.751,59.295,"Class3"
50.685,22,96.809,"R",27.031,25,43.665,74.77,44.19,76.468,"Class1"
35.521,54,55.573,"X",67.082,81,53.08,85.121,16.236,62.01,"Class3"
59.38,12,96.031,"U",26.336,13,35.8,74.348,41.191,26.218,"Class1"
65.458,54,62.356,"X",67.19,67,31.383,81.253,41.297,50.87,"Class3"
41.694,41,52.411,"X",67.758,89,34.891,77.051,7.763,40.069,"Class3"
68.731,6,91.444,"I",33.734,21,88.597,74.204,60.602,53.681,"Class1"
91.954,15,95.41,"R",32.1,42,1.969,NA,54.619,51.313,"Class1"
75.003,26,93.959,"N",33.931,60,17.866,11.027,56.085,-9.613,"Class2"
46.902,6,52.16,"K",67.732,70,41.831,83.086,41.122,56.965,"Class3"
57.189,8,90.197,"G",17.922,52,26.951,NA,33.764,63.991,"Class1"
88.213,45,58.529,"N",47.678,64,8.262,14.861,NA,41.105,"Class2"
40.363,30,54.616,"K",52.027,54,18.34,11.746,49.616,30.306,"Class2"
47.393,35,91.393,"A",45.573,62,11.498,10.685,65.158,36.353,"Class2"
84.033,16,90.626,"G",29.69,33,29.049,74.337,35.142,96.57,"Class1"
41.326,60,66.911,"W",67.176,94,41.573,80.626,30.307,61.942,"Class3"
43.067,19,65.565,"N",67.865,84,53.598,81.02,39.923,64.425,"Class3"
49.989,10,92.618,"S",15.395,7,5.85,74.036,27.126,4.287,"Class1"
50.462,88,93.896,"W",33.465,74,11.496,13.515,67.601,57.849,"Class2"
46.283,40,45.412,"N",67.674,95,45.183,80.913,48.858,63.273,"Class3"
50.947,16,90.411,"U",19.598,8,21.721,74.884,40.58,73.616,"Class1"
53.463,39,50.636,"N",56.897,71,17.835,13.921,96.357,16.833,"Class2"
55.884,22,48.909,"K",51.42,58,4.052,14.854,NA,56.313,"Class2"
90.77,34,79.8,"X",48.398,67,12.375,12.506,90.234,53.692,"Class2"
55.114,16,95.868,"I",34.998,40,52.963,74.949,NA,53.697,"Class1"
41.353,27,44.737,"N",67.781,57,38.551,78.862,43.538,55.597,"Class3"
43.078,8,68.766,"K",67.573,73,49.372,70.576,NA,59.512,"Class3"
61.083,52,61.394,"W",23.018,54,15.915,13.725,60.958,47.852,"Class2"
44.046,40,42.678,"K",67.662,79,47.006,77.498,48.675,54.486,"Class3"
57.712,31,70.669,"K",67.766,61,32.124,48.624,51.899,38.866,"Class3"
42.892,89,46.992,"N",46.585,61,12.408,14.719,95.024,45.553,"Class2"
13.138,11,71.842,"X",36.054,55,18.368,14.216,96.883,37.283,"Class2"
100.59,19,78.763,"W",45.759,71,15.422,13.802,65.154,13.491,"Class2"
43.163,87,88.053,"W",51.298,59,20.714,12.254,93.798,42.346,"Class2"
37,42,54.692,"N",67.035,90,39.159,82.565,47.217,57.156,"Class3"
63.037,20,93.204,"I",28.701,22,33.715,74.707,26.347,46.033,"Class1"
89.113,18,95.648,"I",26.473,10,32.244,74.831,55.6,77.996,"Class1"
48.622,19,90.643,"X",33.631,58,18.488,12.755,88.522,72.229,"Class2"
15.846,49,47.279,"N",44.948,61,8.46,11.517,84.387,21.821,"Class2"
47.527,19,72.652,"N",67.675,89,35.699,70.994,33.146,59.89,"Class3"
52.392,35,53.943,"X",41.026,70,19.696,13.313,49.233,32.776,"Class2"
82.803,14,96.896,"U",18.265,44,32.728,74.951,30.406,96.467,"Class1"
83.371,37,68.769,"A",61.001,68,17.581,13.854,73.596,39.797,"Class2"
85.054,7,95.722,"G",34.143,25,4.884,NA,40.162,60.197,"Class1"
110.476,10,90.978,"I",17.721,52,48.905,74.091,51.918,-13.825,"Class1"
52.863,56,44.173,"W",67.329,59,31.455,67.818,32.759,61.437,"Class3"
51.796,14,90.352,"U",14.575,55,-36.534,74.704,47.551,65.874,"Class1"
35.402,45,68.464,"L",67.033,94,60.219,84.055,34.555,53.939,"Class3"
50.893,43,60.17,"N",67.465,78,31.151,85.065,40.776,57.217,"Class3"
34.208,29,89.107,"W",38.969,55,15.842,10.379,72.79,54.47,"Class2"
58.39,27,68.979,"N",45.748,78,16.963,NA,71.195,26.98,"Class2"
44.346,19,72.996,"X",42.543,75,23.113,10.645,73.842,27.905,"Class2"
40.488,56,40.012,"N",67.01,71,28.928,78.48,58.266,57.524,"Class3"
33.69,15,91.743,"G",24.171,38,38.139,74.864,48.669,59.738,"Class1"
100.553,12,95.588,"S",15.677,43,21.214,74.681,45.725,107.007,"Class1"
62.114,52,38.064,"X",67.484,62,44.382,NA,27.269,49.295,"Class3"
30.864,21,56.222,"X",67.211,83,33.723,73.94,50.062,46.927,"Class3"
45.733,22,90.52,"G",14.571,40,60.658,74.022,47.375,44.488,"Class1"
75.06,9,94.08,"S",14.739,8,7.003,74.839,48.161,35.519,"Class1"
15.89,80,48.429,"X",27.433,54,20.089,11.886,99.144,47.217,"Class2"
88.487,16,95.57,"I",32.003,3,-14.783,74.089,31.594,19.955,"Class1"
49.579,23,63.194,"W",67.595,60,32.381,50.39,32.313,59.538,"Class3"
56.753,11,58.649,"W",67.033,59,46.409,52.578,67.116,56.347,"Class3"
36.73,63,81.914,"X",57.748,75,10.018,10.959,83.114,7.652,"Class2"
75.443,81,85.48,"X",43.762,64,16.764,NA,72.82,14.332,"Class2"
54.746,60,55.246,"K",67.4,71,65.449,63.27,31.211,54.312,"Class3"
36.296,9,69.578,"K",67.413,77,20.601,55.789,36.083,49.516,"Class3"
57.871,78,70.341,"N",43.645,68,20.39,11.046,50.585,14.08,"Class2"
48.512,63,65.436,"W",67.798,56,40.862,56.898,35.081,46.365,"Class3"
69.023,33,49.298,"W",67.898,81,66.616,77.409,45.174,58.68,"Class3"
78.372,13,90.942,"R",17.482,12,38.663,74.774,51.925,68.258,"Class1"
65.24,63,65.06,"K",45.428,59,13.195,10.02,67.663,37.181,"Class2"
31.101,46,68.297,"A",32.412,70,22.531,11.601,79.509,39.264,"Class2"
64.818,60,45.778,"W",26.824,65,12.157,12.959,80.677,55.267,"Class2"
34.274,87,55.32,"N",54.444,59,5.44,14.48,78.995,-12.685,"Class2"
75.249,28,57.314,"N",38.028,70,12.159,10.088,84.096,36.988,"Class2"
67.078,21,61.763,"X",40.078,59,13.821,11.809,81.364,38.214,"Class2"
58.896,39,59.836,"N",43.689,63,25.857,12.574,70.669,17.153,"Class2"
63.784,5,94.432,"U",19.969,52,101.879,74.443,46.383,56.582,"Class1"
42.966,21,93.802,"G",27.604,44,36.424,74.562,55.521,76.423,"Class1"
69.555,10,93.69,"R",13.015,21,74.059,74.838,44.195,43.054,"Class1"
75.189,12,55.078,"N",20.903,76,14.461,14.739,76.206,4.763,"Class2"
92.429,21,49.439,"A",35.111,70,9.652,10.538,76.736,53.949,"Class2"
44.435,13,96.958,"G",21.353,7,81.584,74.59,54.316,60.761,"Class1"
49.635,23,67.752,"W",67.918,85,29.229,53.095,29.363,63.752,"Class3"
60.738,46,53.458,"A",46.164,54,12.658,10.46,61.778,2.875,"Class2"
56.855,20,95.226,"R",21.515,54,66.551,74.671,NA,2.941,"Class1"
61.55,17,80.378,"K",43.444,71,15.29,12.367,75.619,27.269,"Class2"
58.561,14,91.757,"G",21.111,27,66.749,74.184,48.148,81.508,"Class1"
48.875,54,75.498,"W",67.443,62,45.446,55.195,24.782,61.271,"Class3"
70.551,15,91.734,"U",22.323,36,56.158,74.689,46.406,16.093,"Class1"
65.929,44,61.484,"N",67.867,98,22.587,85.023,57.872,57.394,"Class3"
63.815,58,90.485,"K",29.066,56,15.303,11.223,85.798,50.85,"Class2"
48.82,51,62.76,"W",67.209,78,46.542,76.168,39.683,60.844,"Class3"
54.792,14,60.954,"W",67.945,85,44.159,79.717,37.353,51.663,"Class3"
47.481,56,58.599,"W",38.915,73,13.377,12.711,81.528,57.568,"Class2"
61.575,2,52.128,"N",20.034,65,11.601,10.995,80.038,17.265,"Class2"
31.656,18,93.637,"I",21.86,51,26.456,74.511,38.102,23.226,"Class1"
51.314,24,42.801,"X",67.149,61,40.558,51.058,NA,50.913,"Class3"
92.102,5,95.511,"S",29.819,18,27.539,74.978,59.566,39.959,"Class1"
67.417,7,91.128,"R",30.778,26,19.466,74.736,NA,54.467,"Class1"
45.292,73,73.426,"N",39.009,75,17.088,11.264,102.997,22.568,"Class2"
88.777,3,44.141,"N",40.429,71,9.815,10.285,63.387,48.645,"Class2"
53.332,17,91.986,"G",17.792,4,29.44,74.251,43.48,43.173,"Class1"
35.085,51,82.108,"N",23.332,67,21.02,14.501,64.556,36.512,"Class2"
93.825,22,94.607,"I",14.524,7,31.65,74.182,48.372,34.191,"Class1"
56.024,14,90.139,"S",13.335,50,85.569,74.535,40.481,81.514,"Class1"
7.45,33,79.497,"N",22.12,77,20.611,13.407,81.922,5.628,"Class2"
44.225,35,37.296,"X",67.725,57,47.569,51.003,20.538,63.587,"Class3"
53.872,39,72.077,"X",67.995,56,47.504,83.471,37.744,58.012,"Class3"
59.76,15,95.699,"I",23.37,50,49.718,74.529,46.377,81.671,"Class1"
43.937,15,56.701,"W",48.606,70,16.879,12.941,85.34,37.967,"Class2"
42.889,16,94.901,"S",34.59,11,35.847,74.555,52.955,63.319,"Class1"
50.809,24,71.458,"L",67.84,84,58.055,53.446,24.459,48.698,"Class3"
37.068,3,44.733,"W",39.144,68,16.739,12.146,78.172,-6.548,"Class2"
83.892,8,96.261,"I",15.931,48,54.261,74.06,32.836,52.408,"Class1"
44.217,63,94.403,"W",27.281,58,11.504,11.044,91.795,68.337,"Class2"
62.137,13,42.422,"L",67.333,55,34.622,48.792,43.775,59.064,"Class3"
51.2,45,46.369,"X",67.56,97,50.682,49.748,20.83,51.253,"Class3"
63.29,22,91.282,"R",16.273,3,109.464,74.672,29.774,59.035,"Class1"
33.431,69,57.738,"X",41.604,75,14.929,10.148,76.673,54.444,"Class2"
55.114,24,60.422,"X",67.609,78,42.999,81.427,16.067,49.185,"Class3"
54.219,73,48.95,"X",22.025,74,8.391,13.394,58.503,45.064,"Class2"
54.779,37,69.923,"K",67.665,66,36.955,83.438,33.624,71.604,"Class3"
19.64,16,95.205,"G",24.236,31,80.289,74.569,33.621,60.85,"Class1"
82.594,13,61.085,"W",36.039,67,24.728,13.189,NA,43.075,"Class2"
66.267,5,90.717,"G",34.986,5,22.883,74.874,43.878,66.317,"Class1"
47.723,8,74.506,"K",67.902,62,51.856,63.392,NA,59.309,"Class3"
51.364,10,96.816,"G",14.98,46,-11.32,74.899,52.523,3.072,"Class1"
44.78,15,93.847,"G",33.315,5,19.807,74.274,29.078,97.861,"Class1"
90.117,17,92.248,"R",29.897,42,43.604,74.708,44.571,36.195,"Class1"
49.336,16,67.922,"A",37.322,57,9.323,11.272,47.784,74.041,"Class2"
76.095,12,90.639,"U",28.127,7,38.493,74.234,33.015,55.879,"Class1"
89.903,8,75.682,"W",57.206,55,13.225,13.218,75.548,1.679,"Class2"
39.3,43,56.572,"N",67.348,56,58.135,NA,50.682,57.213,"Class3"
30.102,35,71.401,"W",24.888,55,9.711,11.794,73.694,36.629,"Class2"
72.979,9,90.482,"U",28.146,47,45.561,74.576,24.91,51.486,"Class1"
54.351,21,56.818,"L",67.397,65,53.295,80.72,44.601,62.099,"Class3"
52.048,57,84.04,"A",46.605,66,20.939,12.696,92.232,58.037,"Class2"
36.197,30,65.466,"L",67.448,70,43.944,60.582,26.833,57.006,"Class3"
47.862,59,35.832,"W",67.493,67,65.931,51.454,31.649,51.78,"Class3"
29.431,67,81.212,"N",43.478,62,13.999,NA,66.705,23.458,"Class2"
118.691,8,95.762,"I",31.084,28,13.883,74.562,43.941,38.227,"Class1"
39.274,47,48.342,"X",67.208,92,29.49,70.824,49.634,49.547,"Class3"
62.136,89,74.597,"K",31.366,58,22.575,11.31,74.946,42.657,"Class2"
59.546,52,70.153,"L",67.729,63,46.431,65.615,32.421,60.099,"Class3"
61.241,50,72.063,"N",67.283,84,60.629,51.31,30.143,51.459,"Class3"
51.839,10,93.857,"S",20.928,7,57.084,74.386,29.368,32.147,"Class1"
47.96,14,92.45,"G",25.726,5,103.859,74.371,37.151,74.656,"Class1"
71.492,29,76.462,"W",45.839,64,13.273,11.861,90.959,9.965,"Class2"
42.797,16,44.013,"W",67.743,86,49.879,51.473,29.114,52.742,"Class3"
56.789,21,70.949,"N",67.44,69,28.923,58.093,33.204,67.272,"Class3"
54.425,58,67,"X",67.887,68,25.499,NA,41.127,59.836,"Class3"
54.227,24,82.847,"X",52.234,67,18.228,13.388,92.904,41.836,"Class2"
29.044,35,82.979,"X",25.403,76,17.555,10.2,79.149,12.561,"Class2"
48.803,55,36.95,"N",67.203,55,37.291,65.326,15.157,50.602,"Class3"
47.508,17,93.381,"S",26.532,3,44.983,74.258,56.836,34.258,"Class1"
54.147,3,71.7,"W",41.91,76,16.501,13.832,84.308,55.958,"Class2"
91.934,8,94.054,"G",25.854,4,64.552,74.653,54.823,107.022,"Class1"
35.753,9,93.269,"S",30.056,5,57.935,NA,42.478,39.693,"Class1"
21.44,19,93.333,"I",15.958,28,16.492,75,41.452,75.933,"Class1"
41.424,30,66.914,"N",67.454,84,29.413,57.152,53.743,53.171,"Class3"
52.622,27,63.636,"W",67.471,68,45.97,50.06,41.035,48.3,"Class3"
50.122,67,53.086,"X",67.771,86,56.682,53.426,44.967,49.925,"Class3"
40.196,72,78.113,"N",25.446,76,10.892,14.47,75.439,-0.357,"Class2"
51.8,50,43.241,"L",67.872,94,33.586,83.977,32.604,68.444,"Class3"
72.879,16,81.038,"N",48.217,77,14.539,14.757,88.019,19.507,"Class2"
86.805,76,88.674,"X",58.799,57,16.367,13.624,88.184,44.743,"Class2"
57.443,16,62.707,"L",67.312,64,33.821,69.396,52.611,50.678,"Class3"
68.987,42,71.571,"X",43.605,59,23.367,13.457,88.089,65.299,"Class2"
-1.507,16,96.421,"S",17.648,46,-13.463,74.868,56.354,50.668,"Class1"
117.369,8,94.997,"R",13.77,12,30.273,74.652,NA,61.831,"Class1"
37.117,48,74.126,"N",67.125,58,27.388,69.31,34.782,51.341,"Class3"
66.316,14,76.713,"W",57.336,69,26.237,13.239,63.158,40.11,"Class2"
53.392,9,94.618,"S",27.653,38,55.741,74.442,48.078,96.585,"Class1"
43.935,34,65.459,"N",67.264,79,47.039,75.737,13.074,55.46,"Class3"
89.418,13,53.965,"W",32.805,75,16.053,12.516,73.385,56.471,"Class2"
61.654,18,73.056,"N",67.213,75,37.104,51.228,36.565,47.456,"Class3"
58.467,54,90.779,"X",53.544,69,10.317,NA,46.057,60.859,"Class2"
73.487,61,61.938,"K",47.146,77,10.97,14.192,90.123,63.683,"Class2"
59.267,83,76.463,"W",55.678,73,10.998,13.003,NA,38.013,"Class2"
48.06,28,69.65,"K",67.808,90,57.263,50.948,34.008,53.445,"Class3"
81.597,19,89.695,"K",47.423,71,15.464,12.454,87.487,4.771,"Class2"
34.26,41,83.814,"X",57.97,64,15.346,13.112,82.699,37.166,"Class2"
70.82,10,91.632,"U",31.693,46,14.252,74.543,36.533,34.371,"Class1"
11.748,18,48.577,"N",62.201,77,7.43,NA,83.73,28.495,"Class2"
60.929,20,65.331,"K",57.66,58,6.258,11.607,69.242,28.464,"Class2"
31.328,15,93.343,"S",27.449,20,85.963,74.259,43.598,54.145,"Class1"
45.912,41,46.619,"N",67.05,74,15.571,59.131,38.556,55.961,"Class3"
51.981,31,71.897,"N",67.955,98,28.613,64.649,43.872,54.982,"Class3"
106.991,35,73.918,"W",55.861,70,12.065,13.68,79.625,67.293,"Class2"
86.09,15,92.731,"I",29.141,55,28.052,74.974,56.092,37.936,"Class1"
70.823,12,96.563,"S",28.344,54,88.494,NA,33.618,45.235,"Class1"
44.004,8,92.468,"S",13.828,31,53.276,74.961,50.341,30.508,"Class1"
76.646,11,95.908,"G",30.503,7,59.696,74.741,NA,18.602,"Class1"
78.601,7,94.402,"I",19.032,34,38.038,74.246,39.24,7.087,"Class1"
42.373,6,46.604,"W",67.239,73,65.039,NA,45.714,45.844,"Class3"
97.96,15,93.274,"I",27.705,45,43.01,74.261,49.122,60.356,"Class1"
78.298,21,75.783,"N",44.494,63,15.57,12.48,71.963,26.023,"Class2"
55.427,49,61.394,"W",49.781,66,9.459,11.985,93.784,13.054,"Class2"
60.002,71,45.997,"A",37.513,78,14.671,10.42,54.585,66.083,"Class2"
54.147,54,62.677,"N",67.985,66,52.235,85.405,38.441,56.285,"Class3"
56.408,42,71.898,"L",67.381,93,32.885,62.413,29.503,58.389,"Class3"
35.069,47,93.907,"A",44.628,59,3.401,13.692,82.256,53.298,"Class2"
51.029,61,56.354,"X",67.049,81,48.724,62.996,44.357,63.534,"Class3"
50.494,35,67.872,"X",67.361,78,54.363,NA,29.915,55.155,"Class3"
2.296,21,94.15,"U",19.478,8,11.893,74.104,46.849,67.454,"Class1"
44.747,23,42.952,"N",67.501,90,26.498,NA,35.026,58.22,"Class3"
61.992,7,94.772,"U",26.206,20,45.91,NA,36.274,-12.286,"Class1"
64.913,11,95.275,"G",27.04,40,46.453,74.916,45.491,73.855,"Class1"
54.412,82,72.241,"A",62.44,60,11.913,NA,75.692,32.328,"Class2"
32.549,14,90.534,"R",23.135,7,32.297,74.877,51.126,31.318,"Class1"
11.713,68,60.874,"N",21.118,78,10.348,13.243,108.48,45.973,"Class2"
103.592,17,96.377,"I",17.014,38,42.285,74.963,42.473,89.157,"Class1"
82.957,8,93.31,"R",34.535,42,46.633,74.574,44.669,45.649,"Class1"
51.545,88,54.816,"N",23.612,73,26.349,10.205,94.371,45.234,"Class2"
50.289,25,53.268,"X",67.13,80,42.657,76.489,40.333,60.673,"Class3"
82.244,19,51.407,"X",54.954,66,27.809,10.62,86.275,24.061,"Class2"
