"Output11","EVC1","CXK2","FKO3","IWU4","ANT5","PZK6","EZW7","SFA8","CLB9","LQW10","TKH11"
"Class4",46.678,58.644,8.837,50.217,"Q","C",50.531,78.781,31,24.2,60.185
"Class4",73.428,59.828,5.175,45.604,"W","Z",77.074,75.068,34,37.998,62.422
"Class2",28.659,77.036,31.724,63.637,NA,"N",16.954,68.408,6,11.56,52.045
"Class4",38.346,59.04,17.898,NA,NA,"W",69.886,75.313,31,27.491,60.361
"Class4",57.903,58.458,4.462,35.4,"W","M",68.353,78.689,32,40.625,68.811
"Class1",18.411,26.442,64.256,57.422,"W","Q",73.498,22.553,51,36.559,51.435
"Class1",43.225,24.708,70.052,50.841,"W","R",76.024,30.086,40,10.982,39.073
"Class2",23.176,53.743,22.083,52.562,NA,"B",63.966,63.433,21,18.02,38.612
"Class1",21.705,33.001,70.292,65.257,"W","W",71.67,26.638,37,39.565,34.057
"Class3",17.286,30.511,31.511,NA,"C","R",17.862,51.917,65,79.748,46.337
"Class2",13.862,50.887,16.764,80.462,"F","Z",39.505,61.12,32,34.672,51.334
"Class5",86.861,9.668,15.465,41.791,"A","S",11.295,63.843,22,7.892,73.383
"Class3",68.549,34.003,35.836,45.027,"Z","T",16.032,39.913,77,83.474,56.036
"Class2",29.941,57.96,27.881,83.653,"K","H",-0.005,64.689,44,6.589,47.852
"Class3",53.559,41.954,28.969,63.861,"C","R",14.062,60.435,71,76.282,42.352
"Class3",51.017,39.749,32.731,37.229,"C","R",19.062,64.054,82,84.979,33.339
"Class4",48.424,58.044,16.931,45.815,"Q","C",71.158,78.856,34,29.682,68.823
"Class2",15.423,54.924,31.579,82.51,NA,"N",57.283,63.289,6,8.135,60.114
"Class3",60.661,29.523,34.106,39.599,"A","T",9.365,49.99,80,74.079,40.228
"Class4",31.285,59.42,10.883,42.209,"Z","Z",60.646,76.586,31,62.777,71.521
"Class1",47.381,46.946,62.864,65.641,"W","W",72.914,31.571,33,10.529,35.672
"Class1",47.735,44.656,97.841,34.559,"V","R",65.988,28.212,34,17.44,30.56
"Class1",39.458,27.135,64.88,59.72,"V","V",75.522,23.238,37,21.317,44.137
"Class5",83.928,50.574,15.572,42.773,"I","G",24.119,73.46,22,27.021,66.193
"Class5",90.249,9.313,16.696,49.566,"A","G",19.252,53.079,14,38.64,57.123
"Class1",43.924,53.988,96.337,52.877,"W","V",67.304,24.111,25,33.742,42.211
"Class4",38.429,58.943,15.056,47.634,"Q","Z",58.111,79.17,34,45.372,56.806
"Class3",33.146,39.761,28.706,60.324,"S","T",14.538,78.51,56,77.696,31.302
"Class4",37.724,57.846,12.17,49.281,"Q","J",104.541,77.151,31,52.965,69.494
"Class4",41.908,58.005,17.119,38.931,"W","M",64.33,80.503,33,31.417,65.215
"Class4",50.307,59.117,9.251,45.169,"Q","W",116.207,80.709,33,52.168,46.246
"Class1",15.298,18.149,38.154,61.923,"N","V",73.385,29.886,27,48.329,57.517
"Class2",-1.101,39.459,39.312,82.939,"X","W",47.662,69.311,32,18.903,22.911
"Class2",16.205,42.61,12.829,55.714,"F","Z",32.504,64.493,42,28.237,67.444
"Class4",13.18,57.003,14.727,67.04,NA,"Z",100.611,80.087,30,55.034,70.563
"Class5",88.047,34.404,16.453,46.801,"N","S",19.383,22.203,16,35.521,50.067
"Class4",40.254,59.339,11.5,33.602,"Q","M",73.476,77.106,34,36.414,55.967
"Class4",66.359,58.201,12.558,49.43,"W","W",75.021,79.453,31,41.832,86.891
"Class3",34.261,34.157,28.314,76.264,"C","U",19.446,32.423,58,69.529,46.131
"Class2",21.438,48.056,31.208,65.841,"F","Z",48.926,62.942,15,10.525,21.609
"Class5",84.453,7.456,15.988,43.648,"L","B",17.037,69.237,23,16.943,53.328
"Class1",62.757,25.759,95.64,69.117,"W","W",64.56,31.929,36,43.355,47.468
"Class1",29.486,51.748,91.005,54.14,"V","R",68.201,27.851,26,28.615,38.123
"Class2",21.535,65.131,18.199,87.243,"D","N",44.745,64.848,12,30.949,77.426
"Class2",48.792,77.17,34.799,59.667,"D","H",20.97,61.298,20,17.222,49.299
"Class1",33.753,33.059,44.304,53.28,"O","V",75.166,23.859,49,15.569,22.01
"Class5",86.323,49.32,16.58,38.023,"W","A",15.231,74.809,38,5.462,65.232
"Class5",83.192,56.329,16.033,44.709,"I","B",17.523,64.167,34,36.687,64.749
"Class2",24.587,45.792,40.878,56.96,"D","Z",20.841,69.168,36,20.326,19.363
"Class3",113.715,39.508,28.458,35.295,"S","U",14.19,67.34,63,79.708,44.525
"Class5",85.347,37.544,15.76,45.78,"N","X",26.364,37.291,21,14.082,46.813
"Class1",65.804,24.018,64.764,54.6,"N","W",69.04,30.184,53,27.684,15.601
"Class3",12.979,26.898,29.098,68.044,"C","R",16.209,35.898,82,84.394,37.515
"Class1",-3.885,34.784,75.519,62.834,"O","V",72.346,26.082,50,30.909,33.783
"Class1",23.883,26.065,54.541,61.813,"V","Q",71.328,30.337,44,33.028,60.049
"Class3",48.282,41.512,31.986,50.216,"C","T",16.614,37.705,77,86.316,40.373
"Class5",87.59,56.09,15.577,43.692,"A","A",10.216,32.802,26,25.897,71.973
"Class5",86.535,82.181,16.66,46.815,"I","B",6.612,19.137,5,32.487,65.065
"Class2",11.972,45.645,25.083,54.775,"K","H",44.097,64.874,33,5.476,30.11
"Class5",94.585,41.004,15.808,49.74,"N","X",22.693,14.614,25,8.576,56.223
"Class1",19.399,17.296,73.127,72.333,"O","B",75.324,29.591,33,41.734,23.669
"Class3",50.484,29.611,31.9,96.336,"J","R",17.068,49.288,66,79.793,41.555
"Class2",4.677,68.788,31.551,67.429,"K","H",32.027,61.459,27,25.92,52.233
"Class2",45.571,50.601,35.545,55.992,NA,"B",33.061,61.021,28,4.255,72.13
"Class4",65.449,59.468,15.963,52.744,"W","J",81.644,78.15,34,29.572,56.64
"Class2",43.295,50.131,28.46,65.922,"F","N",44.911,63.423,36,26.183,29.195
"Class2",38.304,54.068,19.582,56.53,"D","H",45.809,62.787,35,24.769,42.714
"Class2",18.903,56.537,38.641,47.946,"X","B",24.82,62.774,20,16.677,50.772
"Class3",32.081,41.995,28.791,88.557,"S","U",16.553,79.6,65,83.924,40.527
"Class1",69.697,42.682,87.189,81.05,"W","W",73.541,26.725,32,28.046,38.22
"Class5",88.607,19.962,15.403,47.235,"I","G",22.22,17.348,30,12.681,42.784
"Class4",41.74,58.998,15.46,44.559,"Z","J",68.189,80.813,33,26.815,63.734
"Class5",80.894,60.936,16.265,50.369,"I","X",16.739,40.192,13,35.127,59.23
"Class2",26.257,65.232,21.914,72.144,"R","Z",37.996,65.403,29,28.058,13.188
"Class2",26.483,40.7,35.064,65.925,"X","H",38.784,63.74,17,34.618,65.556
"Class5",87.327,39.047,15.818,45.155,"W","G",23.809,62.147,19,18.766,80.584
"Class4",62.269,59.468,11.127,46.448,"K","J",92.705,77.613,30,38.308,67.382
"Class3",75.91,32.109,33.865,67.876,"A","R",15.845,62.301,73,71.747,37.187
"Class4",75.909,58.333,4.519,49.814,"W","W",63.205,78.108,34,41.67,73.548
"Class1",18.108,58.59,55.254,53.597,"V","R",75.036,26.906,39,22.457,56.687
"Class2",22.008,71.894,12.575,53.622,"X","B",29.999,61.015,47,13.132,28.097
"Class2",3.539,67.752,29.305,85.633,"R","B",42.739,66.837,33,28.256,37.729
"Class3",73.642,37.878,29,42.07,"Z","R",16.106,27.633,69,83.174,40.846
"Class1",46.578,32.61,46.208,65.68,"O","B",73.264,23.292,34,34.175,43.986
"Class2",23.186,44.598,40.317,50.482,"R","B",50.128,64.519,22,29.588,34.59
"Class3",42.41,30.058,29.023,70.93,"J","R",17.839,70.834,67,76.076,37.84
"Class3",77.488,32.019,35.115,46.198,"Z","U",14.903,52.421,68,87.379,40.901
"Class2",41.987,74.303,19.579,58.764,NA,"N",37.163,62.997,41,20.732,63.938
"Class4",71.408,58.915,7.101,56.495,"Q","J",72.56,78.439,33,37.011,44.457
"Class4",43.196,57.754,16.071,49.481,"K","M",85.376,80.747,33,31.556,86.562
"Class4",44.746,58.551,18.072,51.357,"W","J",64.29,76.541,34,43.358,64.928
"Class3",9.211,30.034,29.506,74.873,"S","T",19.843,33.194,81,69.93,48.802
"Class4",63.538,57.071,14.397,48.082,"G","Z",62.647,78.053,33,37.071,54.29
"Class5",86.26,20.882,15.887,48.179,"L","A",18.459,65.742,36,6.878,60.122
"Class5",85.176,65.512,15.901,44.026,"L","B",30.808,48.987,28,31.798,70.228
"Class4",57.061,58.731,4.375,48.902,"G","M",81.123,79.211,34,17.857,72.978
"Class5",85.591,67.006,15.318,48.543,"A","B",24.555,9.678,9,9.718,81.277
"Class3",38.35,31.889,27.854,43.215,"S","T",16.502,44.747,62,71.779,41.448
"Class4",42.797,57.824,10.051,51.651,"K","W",61.763,76.927,32,26.631,81.379
"Class4",35.599,57.897,7.651,45.355,"G","M",70.926,75.382,30,44.511,79.425
"Class1",12.005,23.447,60.067,43.67,"W","W",68.993,27.524,23,22.487,33.015
"Class4",24.298,58.187,10.458,59.032,"K","M",60.648,77.809,29,19.516,58.219
"Class5",84.688,36.441,15.017,43.353,"I","B",29.511,49.005,36,5.064,67.825
"Class1",41.933,40.816,92.241,54.705,"W","R",74.914,22.613,53,37.354,12.754
"Class5",84.081,80.951,16.31,47.274,"W","X",34,42.282,17,28.071,57.768
"Class5",84.508,10.023,15.094,42.942,"L","S",16.767,29.199,5,11.691,62.431
"Class2",25.736,76.021,30.734,83.906,"X","W",49.38,64.82,12,16.358,41.794
"Class3",35.764,28.77,32.077,66.252,"Z","R",8.087,33.16,54,76.578,43.301
"Class2",5.057,79.745,40.433,60.974,"D","H",47.649,67.135,15,27.328,13.74
"Class3",67.244,27.985,33.182,50.896,"J","D",14.162,58.054,80,86.396,44.06
"Class1",38.235,39.955,58.07,70.395,"N","W",75.966,29.391,37,32.301,28.28
"Class1",21.513,46.35,74.096,35.997,NA,"W",74.284,25.883,50,36.321,33.599
"Class5",82.371,23.919,16.805,44.934,"L","X",21.274,73.936,36,25.8,70.595
"Class5",88.591,77.687,16.011,NA,"W","A",8.641,23.28,18,32.896,59.903
"Class1",19.403,19.57,63.511,62.372,"O","Q",70.575,25.107,48,38.573,15.299
"Class4",77.644,58.667,12.902,59.063,"K","J",67.949,76.637,30,50.408,73.413
"Class1",32.699,29.622,63.087,59.387,"N","V",68.587,24.116,34,23.489,39.072
"Class5",84.7,10.571,15.254,48.427,"L","G",29.909,47.006,32,43.857,56.047
"Class1",77.94,58.48,41.371,51.009,"O","Q",75.1,28.23,26,16.633,10.639
"Class5",84.347,53.373,15.069,NA,"W","A",20.842,76.905,22,15.746,60.03
"Class5",90.981,25.306,16.66,46.046,"N","S",15.127,39.149,9,9.298,50.314
"Class5",87.188,69.408,15.4,49.13,"A","A",21.932,38.735,24,33.439,65.911
"Class3",57.236,35.888,30.117,NA,"A","U",20.163,49.617,69,78.764,46.446
"Class2",53.094,51.571,34.63,NA,"R","H",60.892,63.305,25,25.115,59.05
"Class2",13.33,59.616,33.062,61.035,"R","Z",59.114,62.322,22,32.86,59.506
"Class5",90.682,10.446,15.724,50.913,"A","G",13.801,36.309,11,16.568,71.915
"Class4",51.604,59.608,4.168,NA,"Q","C",61.334,75.605,32,43.835,75.174
"Class4",68.229,58.84,12.482,NA,"G","W",77.532,77.22,29,42.198,71.4
"Class2",8.435,79.465,36.349,55.322,"D","N",11.453,69.239,15,28.902,30.888
"Class1",20.419,34.496,52.617,54.77,"W","V",72.485,29.957,38,47.167,-19.099
"Class4",34.693,58.135,10.423,40.016,"G","Z",81.146,76.895,32,20.599,65.07
"Class3",41.715,33.67,33.482,76.783,"C","U",12.017,32.883,61,79.948,40.717
"Class4",50.475,57.222,18.937,49.775,"G","M",54.802,79.377,32,19.652,83.856
"Class3",57.895,26.261,33.92,44.727,"S","U",12.885,75.023,81,90.89,44.367
"Class2",-4.738,75.787,26.799,73.59,"F","Z",52.457,66.893,47,7.497,29.908
"Class1",-1.098,30.107,95.521,46.47,"T","Q",70.006,25.932,40,32.842,32.202
"Class5",86.521,46.113,15.548,46.798,"A","B",15.905,76.878,7,12.145,72.94
"Class2",11.639,68.172,34.387,58.789,"D","W",38.319,69.64,18,5.072,55.863
"Class1",67.306,59.696,59.256,47.645,"T","W",74.505,24.36,42,22.895,33.614
"Class2",26.857,63.019,39.884,NA,NA,"N",39.847,61.826,21,25.234,66.246
"Class1",15.901,22.623,67.368,44.007,"O","V",74.964,22.766,49,35.428,36.605
"Class5",84.708,56.114,16.341,46.594,"L","G",11.66,12.461,24,24.518,42.723
"Class2",18.279,75.934,27.231,69.398,NA,"B",41.195,65.364,46,30.101,63.889
"Class5",89.735,31.087,15.356,46.396,"A","G",39.76,39.115,7,10.086,62.209
"Class2",29.07,81.328,40.411,81.087,"F","H",36.088,66.635,32,18.404,39.28
"Class5",83.079,35.172,16.538,52.952,"N","X",17.75,67.166,39,39.925,66.2
"Class4",20.722,59.016,4.886,43.457,"Q","J",67.693,77.792,31,54.226,89.336
"Class2",28.909,67.598,20.841,57.472,"K","Z",12.293,61.359,29,30.378,39.09
"Class4",48.361,58.794,8.101,39.808,"Z","J",46.997,80.975,33,55.02,76.197
"Class5",89.81,9.465,15.486,44.243,"L","A",31.314,45.07,4,17.506,76.152
"Class3",22.718,37.823,29.422,67.858,"A","T",17.683,24.546,69,81.454,48.003
"Class2",20.758,41.648,15.039,51.237,"D","H",50.502,61.889,5,18.13,48.461
"Class4",73.032,59.828,6.408,62.314,"Q","M",59.536,78.015,34,46.891,71.985
"Class2",14.727,69.098,30.701,87.175,"D","N",18.288,69.158,24,34.262,36.52
"Class5",87.238,17.914,15.38,38.113,"I","B",9.054,35.558,34,38.171,78.01
"Class5",85.532,54.334,15.444,47.879,"W","A",13.258,22.422,13,18.93,64.298
"Class4",49.482,58.117,7.304,NA,"K","W",80.552,79.251,33,43.189,86.343
"Class3",50.304,38.448,31.734,51.621,"J","R",14.067,76.686,76,69.554,51.986
"Class3",51.019,39.545,30.115,45.862,"A","D",13.291,65.518,65,82.502,38.332
"Class4",78.832,58.771,13.84,52.217,"G","W",74.615,77.407,30,48.569,63.057
"Class1",78.632,32.582,68.393,55.732,"O","V",71.576,28.548,37,41.008,-1.47
"Class3",18.985,31.322,32.35,23.849,"S","A",12.583,34.762,58,81.794,34.143
"Class5",83.644,62.699,16.643,45.578,"I","A",15.264,70.132,8,3.993,72.483
"Class1",26.737,17.769,73.993,55.374,"V","W",75.224,26.692,26,46.748,44.283
"Class5",84.832,58.386,15.932,46.159,"N","G",38.865,29.269,39,1.101,61.2
"Class3",21.972,33.258,27.226,41.866,"J","R",16.928,28.511,63,87.479,51.567
"Class5",84.544,56.934,16.632,53.448,"L","X",15.146,10.824,6,23.897,62.862
"Class3",74.87,33.376,29.312,39.848,"C","U",14.962,34.696,70,90.301,49.753
"Class5",83.27,50.638,15.028,40.029,"W","B",20.827,54.416,20,18.219,53.491
"Class2",17.304,71.194,30.296,63.729,"K","N",56.418,64.64,9,19.106,26.096
"Class2",38.404,79.877,10.296,69.508,NA,"B",42.363,64.121,37,5.394,36.875
"Class4",57.167,59.501,8.431,48.963,"K","Z",62.284,80.049,32,19.802,72.437
"Class5",85.087,48.47,15.323,38.878,"I","G",25.899,38.132,25,16.91,52.299
"Class3",93.629,41.757,33.404,NA,"S","R",17.95,21.653,77,90.156,40.153
"Class5",88.37,72.856,15.337,38.689,"I","S",19.363,15.501,6,0.597,50.133
"Class2",13.247,70.066,38.493,75.188,"R","N",41.158,65.193,6,15.408,30.155
"Class1",7.122,57.354,76.084,69.494,"T","W",72.484,28.833,48,48.994,31.478
"Class1",17.306,19.665,94.611,40.706,"W","Q",71.094,25.503,52,35.623,30.604
"Class3",74.276,39.733,34.535,82.728,"Z","D",15.059,68.338,69,79.773,36.609
"Class1",-0.832,55.307,84.748,45.409,"O","Q",70.018,26.719,26,17.858,52.055
"Class2",28.584,55.831,36.894,72.207,"R","B",28.244,62.812,43,14.229,49.451
"Class2",23.907,67.683,12.107,74.906,"F","W",65.228,68.791,23,6.658,34.671
"Class3",44.222,34.203,33.367,46.557,"Z","D",14.981,72.071,59,78.105,38.179
"Class4",40.376,59.757,10.416,53.554,"W","M",72.164,77.058,30,30.433,65.352
"Class4",47.67,59.357,13.555,58.368,"G","W",75.14,75.804,34,58.772,76.239
"Class1",10.556,17.439,55.272,47.876,"O","R",71.567,23.765,39,41.914,28.621
"Class2",31.299,79.14,40.915,54.206,"R","Z",48.132,64.428,19,24.427,37.191
"Class3",58.457,28.76,33.93,63.12,"J","T",10.25,77.67,75,77.177,44.059
"Class1",36.834,40.152,66.838,51.16,"V","Q",70.883,23.117,24,47.542,32.383
"Class3",72.824,41.566,28.992,48.732,"Z","T",9.87,30.28,80,72.819,43.598
"Class2",35.457,68.998,28.392,68.2,"K","W",40.982,64.47,36,29.932,25.506
"Class1",44.71,44.596,38.632,60.132,"T","B",71.353,31.342,29,23.63,52.851
"Class5",86.518,26.675,15.806,47.949,"I","S",15.4,28.528,17,14.744,55.256
"Class4",80.235,57.101,11.991,39.869,"W","J",74.438,78.274,34,56.072,66.655
"Class4",68.22,57.883,6.493,44.436,"Q","J",53.371,79.607,33,36.072,75.837
"Class5",85.901,54.333,15.59,41.658,"A","A",2.29,73.352,37,12.219,70.737
"Class3",113.85,30.87,35.463,35.405,"A","U",13.943,50.017,83,69.72,44.386
"Class1",53.194,47.53,65.586,54.693,"N","B",73.881,23.873,35,49.324,45.539
"Class3",27.846,33.374,27.743,50.66,"S","R",12.042,23.181,63,74.517,39.357
"Class2",63.142,43.643,16.954,85.701,"R","N",27.943,64.667,7,28.306,21.863
"Class5",84.021,22.072,16.978,42.437,"L","B",11.555,14.198,7,18.559,57.603
"Class5",86.099,10.036,16.893,50.766,"W","S",15.771,8.758,10,15.957,59.53
"Class3",103.44,39.204,29.143,89.518,"C","A",14.318,32.189,72,69.708,34.395
"Class5",87.278,50.762,16.114,47.526,"N","S",8.714,50.707,37,10.053,62.053
"Class5",89.332,64.587,15.143,42.574,"W","S",20.555,6.675,38,32.121,71.597
"Class5",84.337,58.321,16.445,46.38,"W","A",23.18,22.814,39,23.154,68.184
"Class4",44.812,57.459,12.272,49.105,"Q","C",95.683,77.802,32,18.698,63.409
"Class5",89.128,65.148,15.368,45.39,"A","A",23.457,17.606,19,7.48,57.156
"Class4",68.368,59.839,9.792,54.018,"Z","C",64.683,80.072,29,35.613,83.603
"Class4",33.689,59.575,15.491,NA,"Z","C",83.31,80.814,34,27.231,91.082
"Class1",27.462,30.494,42.901,56.619,"N","R",75.36,24.173,41,47.121,21.087
"Class2",30.284,64.705,37.171,48.942,"D","W",21.085,67.765,6,10.623,68.845
"Class5",86.643,67.443,15.044,43.605,"W","G",14.34,65.093,23,17.645,66.186
"Class1",26.539,46.253,82.348,63.532,"W","B",73.784,27.565,23,47.013,24.25
"Class3",46.564,37.504,27.925,49.108,NA,"D",12.838,59.047,57,73.4,39.719
"Class5",85.343,40.761,15.165,43.371,"A","G",14.618,45.01,22,1.581,63.586
"Class2",15.387,69.328,17.177,64.625,"K","N",4.071,61.376,5,21.035,71.218
"Class4",-0.504,59.619,7.16,40.398,"W","C",68.434,80.961,30,17.311,73.105
"Class3",42.73,32.609,28.241,31.278,"S","A",13.7,58.828,63,76.405,37.501
"Class4",22.323,58.706,13.206,38.331,"K","C",80.069,80.885,30,23.384,88.278
"Class2",3.093,59.393,11.253,75.715,"X","H",2.545,63.501,18,8.785,33.533
"Class4",3.71,59.002,7.308,58.477,"G","Z",69.335,80.586,32,17.548,81.047
"Class3",36.049,41.368,27.378,38.896,"S","U",8.064,74.769,55,78.154,32.816
"Class5",85.953,51.132,15.512,40.368,"A","A",4.254,56.355,23,27.748,76.299
"Class1",33.749,31.57,41.273,61.625,"W","R",77.354,28.559,37,25.709,13.144
"Class4",49.687,58.264,15.614,49.943,"K","C",87.12,78.505,29,43.458,77.191
"Class2",39.512,55.083,16.011,NA,"X","W",-11.504,63.887,45,28.081,73.688
"Class3",81.796,31.51,35.287,33.909,"A","U",18.78,64.375,61,86.72,45.484
"Class3",78.699,28.726,35.022,50.853,"J","D",21.989,67.364,70,75.898,36.919
"Class1",4.731,48.727,90.744,70.253,"O","R",76.521,31.888,36,18.635,44.242
"Class3",23.475,34.211,27.021,65.825,"C","R",12.339,70.612,69,77.701,44.599
"Class4",56.859,59.649,7.002,41.092,"K","J",74.526,80.415,31,31.373,78.029
"Class3",54.236,28,34.291,73.344,"Z","A",18.436,28.048,57,87.877,33.675
"Class5",86.806,30.299,16.459,44.664,"N","B",17.328,15.564,5,40.644,52.81
"Class3",29.561,31.439,31.281,57.839,"C","R",20.858,32.59,81,73.898,32.818
"Class3",29.16,33.265,30.596,64.321,"A","D",18.303,31.164,75,79.69,36.526
"Class5",88.412,58.793,15.651,45.668,"N","S",17.381,11.723,29,21.515,65.95
"Class2",52.237,76.299,14.599,81.602,"D","Z",21.81,68.748,6,15.712,46.999
"Class2",34.763,74.728,34.159,85.661,NA,"N",41.446,64.627,38,22.62,36.566
"Class5",82.561,60.048,16.401,46.912,"L","S",11.743,43.96,17,39.906,82.058
"Class2",6.545,57.237,14.909,77.255,"X","B",39.363,66.401,31,14.313,61.245
"Class1",14.786,51.52,51.945,45.896,"O","Q",70.331,23.876,41,35.444,37.4
"Class1",-16.963,19.169,90.668,47.473,"V","Q",73.831,29.335,39,35.553,41.497
"Class5",85.842,82.297,16.193,42.774,"I","G",23.908,18.069,12,17.098,59.941
"Class2",14.171,58.859,26.539,67.462,"K","W",18.815,66.141,35,26.04,82.121
"Class2",22.154,43.1,11.204,66.507,"K","Z",53.18,68.403,44,20.29,75.584
"Class2",46.794,69.877,24.502,61.776,"D","Z",6.134,66.204,27,11.743,54.861
"Class3",65.579,30.901,30.939,56.186,"S","D",20.124,71.646,70,73.87,30.629
"Class4",57.383,59.054,12.223,41.619,NA,"C",84.447,76.38,33,54.929,84.874
"Class1",80.207,33.056,86.469,46.148,"N","R",73.779,24.427,23,34.447,21.997
"Class5",83.068,29.373,16.421,47.817,"I","G",15.075,59.77,29,11.688,75.763
"Class2",24.445,65.315,9.749,44.483,"X","W",-2.275,61.5,20,14.275,34.746
"Class3",61.175,34.974,33.159,64.125,"S","R",8.01,75.474,73,90.604,38.258
"Class3",49.372,26.476,28.684,63.517,NA,"A",15,52.289,65,69.258,44.393
"Class5",90.358,61.034,15.661,45.023,"N","S",10.902,17.028,32,6.22,55.452
"Class2",44.282,73.802,38.166,66.089,"R","W",25.216,62.914,19,12.335,58.583
"Class4",40.991,57.371,7.768,47.75,"Z","C",52.508,78.065,32,39.409,60.862
"Class3",61.516,37.797,35.358,67.766,"J","D",18.831,22.873,58,75.388,45.672
"Class5",90.293,28.987,16.363,38.391,"A","X",8.971,49.444,14,7.624,75.371
"Class4",62.176,58.242,17.597,47.891,"Q","Z",54.97,76.984,34,35.527,70.116
"Class1",52.329,36.001,58.946,64.212,"N","B",76.988,26.448,47,46.32,45.881
"Class2",28.788,79.366,15.314,67.73,"X","N",6.39,61.307,27,11.375,6.499
"Class4",57.554,58.473,4.121,NA,"Z","W",91.842,79.349,30,39.309,68.434
"Class5",87.552,22.261,15.238,41.966,"I","G",25.653,49.205,4,13.379,61.622
"Class4",53.021,59.53,15.842,49.025,"W","W",72.785,80.69,30,41.178,82.361
"Class4",52.975,59.958,11.6,48.698,"W","Z",74.947,76.941,33,20.958,77.683
"Class3",63.39,26.771,28.071,64.412,"S","A",11.58,63.359,80,82.922,30.868
"Class5",89.518,67.902,16.909,43.273,"N","A",6.043,45.858,8,38.437,62.928
"Class3",66.137,32.362,32.336,40.116,"A","T",17.367,34.099,75,76.024,38.464
"Class1",19.668,36.386,46.083,60.802,"O","Q",76.113,31.792,37,44.558,20.129
"Class4",60.564,59.995,18.564,44.464,"K","Z",56.82,79.861,30,57.002,67.064
"Class4",57.138,58.981,12.154,44.003,"W","C",75.027,80.001,33,27.767,85.287
"Class2",34.159,49.855,19.717,78.974,"X","H",-13.064,64.799,44,28.91,50.799
"Class2",18.637,46.388,37.944,65.448,"K","H",7.463,68.582,30,22.073,60.901
"Class1",29.332,36.201,79.443,57.446,"N","V",72.405,23.619,36,18.135,22.771
"Class2",14.18,58.481,25.221,85.213,"R","W",34.417,63.49,5,31.401,14.622
"Class1",36.185,25.783,67.455,41.533,"V","W",75.322,29.787,31,34.548,42.489
"Class1",15.511,38.523,48.214,65.985,"O","W",74.01,27.532,35,38.661,26.201
"Class2",19.138,69.15,18.76,37.22,"F","W",48.654,69.249,41,24.447,20.723
"Class1",13.736,54.67,95.262,51.738,"V","B",78.984,26.631,41,24.189,12.243
"Class1",-7.653,56.29,44.447,80.97,"V","W",71.295,25.14,46,44.156,39.84
"Class3",31.644,36.747,27.649,58.557,"J","T",11.907,76.125,61,79.651,26.716
"Class3",38.671,39.1,30.962,54.889,"J","R",11.894,66.817,69,87.601,35.312
"Class5",87.399,22.154,16.921,41.924,"N","G",19.254,71.962,8,38.224,50.687
"Class2",23.079,54.794,31.948,57.59,"F","N",39.848,65.15,44,4.732,57.776
"Class3",-16.037,34.551,29.875,76.607,"Z","R",14.576,44.812,75,80.071,41.796
"Class3",98.5,29.67,30.074,39.679,"J","R",13.463,25.129,83,78.6,42.356
"Class5",89.63,32.213,16.638,52.032,"I","B",20.733,23.67,17,10.342,72.593
"Class2",-4.847,68.988,19.974,89.836,"X","N",55.575,66.346,44,27.571,25.571
"Class5",90.931,62.517,15.306,39.108,"I","S",25.357,22.023,24,42.588,54.123
"Class1",7.771,58.416,52.82,63.893,"W","Q",70.895,29.815,48,28.818,18.08
"Class3",93.315,36.963,32.674,36.439,"C","R",15.725,76.323,75,86.859,38.567
"Class4",51.111,58.888,5.351,37.087,"K","M",62.003,80.366,33,27.563,79.765
"Class4",35.196,59.802,5.319,37.896,NA,"J",68.687,75.571,31,60.589,56.538
"Class1",43.845,41.369,67.093,80.01,"N","Q",70.122,22.998,36,11.099,28.227
"Class2",38.744,44.89,17.497,84.168,"R","W",32.052,65.402,30,20.646,39.42
"Class4",41.974,57.478,17.151,42.182,"G","J",74.999,78.807,33,59.889,73.353
"Class3",8.385,27.617,34.995,71.536,"A","A",11.621,68.567,66,88.174,38.538
"Class2",15.108,50.371,35.174,78.503,"X","Z",61.242,67.53,32,24.333,39.762
"Class3",69.072,27.788,33.748,87.087,"C","D",14.707,55.9,65,69.217,41.921
"Class2",30.027,72.807,35.275,69.707,"X","Z",64.495,65.273,27,32.606,35.044
"Class5",87.297,51.463,15.888,48.25,"N","X",19.149,16.605,10,24.797,60.712
"Class4",41.796,57.201,11.575,48.627,"Z","M",83.927,76.805,32,36.702,90.371
"Class2",18.099,61.423,33.906,77.857,"R","B",-5.48,66.89,43,8.746,28.619
"Class1",39.219,47.104,45.078,56.752,"W","R",73.653,31.603,33,26.073,26.767
"Class2",8.712,44.584,32.179,67.755,"X","B",39.722,63.737,12,18.047,50.384
"Class5",85.746,19.46,15.034,46.945,"L","G",17.146,25.331,15,31.625,72.298
"Class1",42.054,30.962,42.377,56.103,"W","V",75.474,29.505,42,25.616,21.169
"Class4",37.242,59.195,7.672,NA,"K","M",66.928,77.063,32,51.154,60.893
"Class4",76.988,58.617,17.775,48.011,"Q","J",60.98,78.389,30,50.912,61.261
"Class4",83.617,57.539,15.763,51.266,"W","J",76.927,79.796,34,59.055,67.666
"Class2",37.734,45.648,10.94,76.845,"R","W",17.656,62.262,12,10.348,82.292
"Class5",87.775,25.622,15.249,42.9,"I","X",33.995,35.628,21,41.627,69.69
"Class4",66.296,58.384,8.471,41.462,"Z","J",77.321,79.579,29,36.501,74.49
