"PCX1","UYL2","SCG3","LUM4","LRN5","Output12","USH6","UNA7","PIG8","BYQ9","XJG10","QVC11"
18.32,"J","S",43.731,15.553,"Class3",79.024,94,8.024,18.668,60.226,63.927
85.937,"B","E",28.709,10.862,"Class1",82.692,77,60.985,70.571,52.845,59.084
24.267,"G","K",43.179,12.665,"Class3",79.961,95,14.808,9.014,54.861,59.478
70.594,"U","P",17.743,56.538,"Class2",36.791,30,32.193,12.401,77.772,21.934
21.223,"W","C",44.799,12.738,"Class3",79.894,92,12.752,37.004,59.736,43.949
21.115,"G","C",43.878,9.683,"Class3",79.12,91,14.065,19.15,80.552,47.298
13.792,"G","O",42.127,7.427,"Class3",79.512,93,13.79,22.407,71.227,47.64
77.741,"M","P",-12.326,56.94,"Class2",37.04,27,37.819,6.114,63.376,25.779
18.171,"W","O",45.249,10.085,"Class3",79.976,91,14.072,14.557,57.024,67.026
82.034,NA,"N",33.463,58.451,"Class2",43.984,30,40.816,20.394,96.562,18.304
61.108,"L","K",46.861,58.584,"Class2",41.933,30,32.375,11.308,84.475,8.852
43.527,"N","E",30.94,6.387,"Class1",68.632,76,76.879,63.688,50.435,43.99
70.951,"B","E",29.81,5.845,"Class1",90.941,64,70.276,61.577,52.499,35.242
13.046,"G","C",41.153,11.742,"Class3",79.21,91,14.177,38.335,55.072,56.496
55.861,"N","E",29.947,6.876,"Class1",95.032,59,62.236,57.12,50.363,60.522
22.603,"X","O",42.73,NA,"Class3",79.102,94,13.25,29.277,65.397,50.218
91.364,"M","S",41.988,NA,"Class2",39.909,24,43.156,18.317,80.054,32.669
72.39,"N","E",28.524,5.736,"Class1",93.758,63,82.832,58.692,49.13,16.268
24.903,"G","C",42.863,14.569,"Class3",79.666,96,2.758,38.506,58.634,62.244
90.625,"D","P",41.327,53.679,"Class2",41.391,31,44.454,13.511,54.526,29.35
16.368,"Q","K",45.797,-0.279,"Class3",79.411,96,4.952,24.158,56.428,42.029
100.674,"I","C",26.366,2.444,"Class1",72.471,61,92.459,61.776,52.341,26.745
64.066,"Q","N",-8.388,NA,"Class2",45.164,34,46.946,10.76,51.146,19.823
86.05,"Q","P",-12.934,57.596,"Class2",35.956,24,41.529,8.805,72.548,29.618
18.256,"X","C",46.306,13.98,"Class3",79.916,92,3.296,25.301,72.414,41.685
25.439,"W","S",43.19,14.57,"Class3",79.182,93,9.045,9.342,69.352,49.32
71.089,"L","R",30.767,NA,"Class1",78.845,74,91.944,60.44,55.916,46.082
83.924,"B","C",27.803,4.597,"Class1",98.266,70,84.705,65.113,47.85,45.05
84.818,"U","P",23.263,59.287,"Class2",38.308,28,47.553,14.121,84.967,12.576
76.329,"U","V",29.684,57.537,"Class2",43.96,33,44.725,10.543,59.827,9.269
99.571,NA,"V",-2.396,57.784,"Class2",45.502,33,48.898,10.083,57.616,8.583
70.928,"L","P",0.52,57.018,"Class2",36.228,24,52.535,12.131,73.835,18.146
99.261,"L","J",30.914,7.379,"Class1",86.372,80,74.704,64.643,48.773,33.096
22.972,"X","O",43.088,17.176,"Class3",79.627,91,8.117,39.445,57.78,37.041
62.668,"E","E",31.224,NA,"Class1",85.764,66,78.782,69.167,49.022,57.61
95.003,"B","R",31.07,3.833,"Class1",67.794,79,74.648,65.766,53.001,31.056
74.74,"U","K",24.038,58.288,"Class2",41.497,29,47.55,12.886,68.398,26.718
38.476,"I","C",34.256,4.811,"Class1",60.071,63,83.289,68.391,52.523,17.109
47.533,"B","Q",30.094,4.878,"Class1",56.562,79,71.901,55.144,52.995,12.082
24.963,"X","I",44.63,18.197,"Class3",79.733,92,11.818,7.372,78.724,65.721
74.575,"D","N",56.989,56.925,"Class2",44.491,29,33.868,14.882,71.278,22.717
22.337,"J","I",45.2,18.64,"Class3",79.208,96,2.682,23.764,55.792,40.919
78.103,NA,"N",16.216,56.555,"Class2",46.602,24,44.206,8.147,92.788,22.7
14.599,"W","I",45.031,12.327,"Class3",79.502,91,1.145,20.13,75.513,49.6
89.887,"Q","V",5.434,58.833,"Class2",43.162,24,43.286,11.442,49.962,15.294
57.273,"U","K",12.559,57.203,"Class2",39.313,29,40.862,13.348,59.261,11.92
12.637,"W","O",42.779,NA,"Class3",79.342,95,3.724,15.982,76.006,67.566
16.161,"W","O",44.657,10.399,"Class3",79.882,92,1.925,34.434,62.302,41.621
22.31,"G","O",42.362,10.728,"Class3",79.947,91,10.193,11.617,67.053,45.657
25.378,"W","I",43.611,15.64,"Class3",79.646,96,6.33,25.969,75.844,48.463
41.758,"D","S",38.98,56.269,"Class2",43.098,27,47.826,14.346,69.923,29.704
3.311,"E","J",36.348,5.462,"Class1",77.152,82,74.464,62.496,55.255,17.654
62.816,"B","Q",30.532,NA,"Class1",97.283,60,59.179,65.557,48.828,20.428
22.297,"J","S",42.119,10.475,"Class3",79.5,94,2.815,17.958,80.968,65.191
70.095,NA,"E",30.114,6.999,"Class1",74.641,84,69.517,61.22,47.343,61.164
62.979,"B","Q",30.287,NA,"Class1",58.567,81,84.89,63.266,55.25,68.93
13.022,"X","O",41.316,16.867,"Class3",79.43,91,5.152,17.891,59.941,51.765
71.902,"N","R",28.477,9.204,"Class1",93.777,70,90.065,68.48,48.672,75.438
88.727,"Q","K",34.216,57.538,"Class2",36.159,34,36.625,8.605,90.84,8.114
62.921,"D","K",39.758,57.268,"Class2",37.633,33,50.211,19.709,74.987,12.373
66.722,"U","P",24.931,57.588,"Class2",38.753,28,41.471,10.542,60.141,23.868
13.76,"X","S",42.998,9.517,"Class3",79.279,96,7.709,27.785,61.755,44.503
15.871,"G","C",44.916,9.493,"Class3",79.337,96,15.181,21.944,58.038,57.92
32.813,"I","C",33.703,7.493,"Class1",78.428,74,82.97,59.452,52.339,15.86
64.484,"Q","S",44.42,56.855,"Class2",39.25,30,45.136,12.572,96.455,16.541
69.376,"B","E",30.262,1.917,"Class1",87.262,77,65.774,64.893,50.467,25.65
41.835,"B","E",26.994,NA,"Class1",69.793,66,82.15,62.282,54.378,21.27
123.394,"E","J",32.141,6.261,"Class1",73.579,71,78.719,53.191,53.947,69.961
107.231,"I","Q",25.087,8.479,"Class1",98.915,67,92.819,62.672,48.211,5.607
123.879,"B","R",31.241,7.525,"Class1",62.463,74,71.129,73.162,51.212,54.15
86.475,"L","E",31.285,4.6,"Class1",54.845,81,80.569,61.49,48.296,37.93
8.053,"G","C",42.748,19.605,"Class3",79.865,91,6.807,20.653,75.603,45.519
51.188,"Q","V",8.515,56.196,"Class2",39.14,30,40.834,10.956,58.539,27.208
68.587,"Q","S",39.425,58.109,"Class2",41.049,31,43.191,11.041,60.668,10.667
75.433,"Q","S",17.851,56.047,"Class2",42.415,28,32.43,10.864,91.777,24.25
104.895,"M","P",49.426,57.375,"Class2",42.165,30,43.985,8.85,96.479,9.316
16.916,"J","C",43.548,20.848,"Class3",79.904,97,15.25,22.781,68.126,33.227
19.213,"Q","C",44.557,12.409,"Class3",79.965,96,11.34,22.049,62.497,56.479
60.536,"B","E",30.895,8.181,"Class1",73.853,66,61.757,67.559,51.478,29.368
81.314,"I","C",27.139,8.389,"Class1",98.603,72,92.062,64.421,50.174,49.028
38.464,"N","J",29.485,NA,"Class1",67.72,63,64.103,67.901,54.815,3.083
77.332,"M","V",47.549,59.037,"Class2",46.701,27,44.153,7.614,52.17,24.892
81.753,"Q","K",13.12,55.373,"Class2",41.637,29,47.873,11.166,93.376,30.101
14,"J","S",45.349,13.63,"Class3",79.26,95,2.785,32.648,63.271,65.578
95.142,"B","C",28.231,6.73,"Class1",92.526,75,58.971,66.401,49.945,38.032
67.202,"I","C",28.364,NA,"Class1",89.482,74,78.739,54.074,55.737,75.927
76.63,"L","S",40.337,56.557,"Class2",35.448,28,50.364,16.11,79.998,13.151
19.493,"W","O",45.32,11.179,"Class3",79.407,91,10.3,41.707,64.333,42.479
55.743,"Q","K",32.278,57.707,"Class2",40.507,31,37.929,10.923,63.772,21.223
69.474,"Q","N",4.667,56.705,"Class2",40.726,30,48.675,15.589,50.158,19.009
56.009,"N","R",30.723,6.331,"Class1",87.928,71,67.381,63.357,55.436,72.408
48.972,NA,"P",43.855,57.695,"Class2",39.584,32,44.987,8.263,84.707,31.471
44.822,"B","J",29.434,8.773,"Class1",77.109,65,59.611,64.228,48.546,30.267
15.983,"Q","I",44.337,NA,"Class3",79.108,97,13.148,55.51,60.629,49.638
95.335,"L","S",5.986,57.447,"Class2",37.684,34,38.155,10.592,91.467,23.855
19.844,NA,"K",43.885,5.901,"Class3",79.344,96,13.253,5.359,77.394,49.358
46.462,"B","Q",28.174,NA,"Class1",94.046,76,75.576,62.442,48.841,48.592
