"WYI1","ECB2","Output5","RKH3","DKI4","JIA5","HTD6","CGX7","KHF8","LSH9","OZT10","ODQ11","LYB12"
91,27.804,"Class2",44.893,31.518,69.514,53,"A",57.896,77.451,"C",93.628,13.989
73,43.114,"Class3",57.147,70.424,104.974,12,"P",19.492,23.761,"I",45.607,83.399
88,46.516,"Class3",61.831,70.86,69.594,22,"K",18.457,20.891,"O",45.479,90.954
73,46.249,"Class3",60.92,69.456,77.944,14,"E",20.384,22.21,"R",45.654,68.852
64,63.609,"Class1",82.239,18.439,31.993,64,"S",35.706,68.93,"X",76.465,43.98
85,39.947,"Class3",45.626,69.99,87.624,18,"E",28.343,25.292,"R",45.83,81.193
97,46.129,"Class2",33.067,32.059,52.55,31,"C",57.278,41.353,"C",91.742,44.983
66,66.136,"Class1",75.102,27.227,24.013,67,"R",29.098,67.544,"C",90.419,50.421
93,49.294,"Class2",38.89,27.624,56.813,37,"D",59.053,87.061,"H",92.976,39.968
96,41.833,"Class2",53.553,28.901,48.46,32,"D",58.032,21.072,"P",93.821,52.97
71,47.848,"Class3",60.17,69.6,71.892,6,"E",22.478,22.496,"I",49.336,76.07
96,73.73,"Class2",27.749,30.561,46.512,54,"I",59.337,29.315,"O",92.768,43.844
94,37.983,"Class2",57.01,31.008,79.612,75,"X",60.949,6.517,"O",93.543,14.96
52,46.881,"Class3",50.833,70.326,82.397,23,"E",14.563,22.959,"Z",42.807,71.319
91,74.735,"Class2",38.718,30.296,79.352,24,"C",60.723,33.632,"P",90.851,36.448
64,47.377,"Class3",54.101,69.323,92.929,27,"P",26.824,25.544,"R",44.429,81.401
80,44.171,"Class3",54.978,69.924,98.283,23,"P",23.871,20.965,"O",50.38,65.861
93,60.11,"Class2",35.653,29.591,64.592,23,"X",60.594,81.359,"H",91.056,60.516
96,77.294,"Class2",30.704,29.367,64.252,67,"D",NA,-8.757,"H",NA,23.231
70,41.869,"Class3",57.297,70.535,86.491,28,"P",28.433,24.243,"O",NA,82.777
92,48.316,"Class2",56.139,28.48,38.022,78,"X",57.614,44.701,"H",94.189,67.884
68,36.235,"Class1",92.535,27.526,30.61,72,"R",25.256,32.445,"D",82.618,38.206
64,45.328,"Class3",45.994,69.876,88.077,5,"M",19.154,16.181,"I",49.888,73.728
59,46.686,"Class3",58.498,69.506,80.808,19,"J",24.541,18.63,"R",49.33,75.9
67,43.609,"Class1",64.867,41.598,41.979,69,"C",32.091,37.319,"D",84.865,42.282
39,46.989,"Class3",48.719,70.335,83.544,21,"J",NA,25.806,"I",40.278,89.604
91,35.344,"Class2",25.591,29.919,60.073,40,"I",59.061,55.923,"R",97.786,14.639
97,59.567,"Class2",25.173,27.859,81.948,73,"C",57.11,26.69,"H",93.614,65.08
51,47.547,"Class3",61.012,69.637,71.035,14,"M",20.489,21.348,"I",49.788,82.791
95,73.365,"Class2",30.685,31.627,46.299,50,"A",58.11,45.068,"C",93.47,33.298
58,42.157,"Class3",51.616,69.91,86.926,19,"E",29.452,23.631,"I",43.544,71.093
97,35.144,"Class2",57.028,29.696,52.302,24,"I",57.395,39.486,"O",91.583,36.725
81,41.424,"Class3",45.112,69.464,80.183,22,"K",15.49,20.692,"O",52.716,62.672
98,29.925,"Class2",42.415,26.735,55.744,41,"D",58.685,69.655,"H",92.032,11.626
99,83.415,"Class2",38.796,26.82,36.113,66,"X",59.214,67.338,"P",92.22,24.775
63,56.773,"Class1",60.593,18.79,13.376,67,"C",31.799,34.202,"R",57.423,37.373
65,50.039,"Class1",72.204,25.175,34.851,70,"V",34.872,46.369,"D",105.024,31.775
67,45.73,"Class1",69.386,20.83,25.759,65,"D",35.619,25.834,"C",75.123,41.273
92,42.15,"Class2",43.123,30.046,44.063,42,"D",57.518,1.475,"P",95.533,34.729
53,45.738,"Class3",59.442,71.193,84.757,5,"J",24.149,17.489,"O",52.203,77.074
72,45.818,"Class3",44.236,69.074,84.391,29,"M",24.916,17.565,"O",45.914,87.366
63,66.426,"Class1",64.849,40.631,42.293,65,"D",28.83,39.873,"D",81.954,55.383
87,42.59,"Class3",63.876,70.103,76.689,5,"P",29.742,28.67,"R",50.041,77.004
94,68.543,"Class2",53.871,30.979,46.598,71,"C",57.845,59.062,"P",92.317,16.483
92,25.501,"Class2",40.992,27.855,67.902,66,"I",59.984,14.525,"R",90.812,13.908
36,41.823,"Class3",49.776,70.635,92.48,27,"J",26.771,25.264,"Z",55.737,77.193
85,41.964,"Class3",44.363,69.98,80.646,17,"K",29.436,16.155,"R",52.095,69.285
70,68.401,"Class1",60.084,16.699,37.518,71,"R",25.141,22.016,"C",65.174,43.033
93,53.639,"Class2",52.726,28.874,40.355,79,"D",57.26,80.668,"C",94.519,21.744
63,57.631,"Class1",78.024,28.095,27.58,69,"D",30.054,3.814,"W",98.942,55.753
81,43.503,"Class3",63.19,69.569,79.824,21,"P",NA,22.749,"O",51.51,73.134
95,45.55,"Class2",35.114,27.648,56.546,58,"C",60.501,28.662,"O",94.97,39.863
37,40.364,"Class3",49.993,68.858,96.18,5,"J",15.595,19.567,"G",NA,79.92
70,64.167,"Class1",70.705,42.829,18.74,65,"C",25.359,50.922,"D",81.67,32.294
51,41.188,"Class3",64.433,69.304,96.151,29,"J",23.92,27.587,"O",54.131,72.554
65,40.453,"Class3",62.796,70.335,99.541,8,"P",18.868,25.132,"I",53.009,62.795
97,67.719,"Class2",35.474,29.943,69.549,65,"C",59.66,10.833,"R",93.759,11.782
31,44.937,"Class3",61.839,69.48,109.32,28,"E",22.137,19.643,"R",47.813,69.022
88,40.049,"Class3",46.387,69.684,87.744,25,"E",28.974,23.929,"I",55.335,86.999
32,45.439,"Class3",63.985,70.486,93.656,17,"K",17.467,24.303,"O",50.924,88.39
38,40.771,"Class3",58.153,70.508,84.774,22,"J",23.763,18.375,"I",38.812,82.886
66,53.302,"Class1",91.27,21.349,36.329,72,"R",32.973,36.201,"C",92.776,55.81
52,42.902,"Class3",51.38,68.935,80.841,19,"J",26.158,21.217,"G",46.392,80.953
98,85.213,"Class2",48.321,25.816,71.334,77,"D",57.58,52.779,"P",92.192,36.323
72,68.89,"Class1",71.311,30.34,36.41,69,"S",31.391,34.038,"R",88.954,53.994
53,39.192,"Class3",56.599,69.702,79.522,31,"K",15.875,25.29,"I",47.381,73.332
71,45.76,"Class3",49.756,68.966,76.24,13,"P",19.726,16.893,"Z",45.654,70.469
92,63.211,"Class2",38.916,28.248,50.331,31,"A",58.326,8.188,"P",91.431,15.221
89,40.084,"Class3",56.08,71.123,77.205,11,"P",29.822,27.635,"I",46.068,71.141
71,33.541,"Class1",92.667,28.353,27.91,66,"D",25.961,32.093,"D",NA,56.05
91,46.599,"Class2",30.118,28.687,50.458,81,"I",58.098,7.578,"H",92.793,56.864
67,44.512,"Class1",84.561,39.633,33.871,72,"V",NA,16.392,"X",94.433,42.96
32,41.612,"Class3",57.193,70.099,79.513,11,"P",NA,22.904,"R",44.633,69.764
66,31.553,"Class1",60.878,29.669,14.799,67,"S",25.578,68.042,"C",75.416,34.471
76,47.353,"Class3",53.758,70.311,61.969,26,"E",16.526,21.273,"Z",48.689,75.237
86,42.393,"Class3",45.538,69.512,92.666,28,"P",22.916,17.986,"Z",57.799,64.242
98,25.972,"Class2",54.422,30.264,44.708,77,"D",58.399,69.82,"P",90.689,60.718
81,46.007,"Class3",49.9,70.082,100.673,18,"M",19.646,22.266,"G",45.375,64.424
94,79.683,"Class2",37.038,32.285,64.242,31,"X",NA,64.718,"O",93.748,13.014
73,40.498,"Class1",93.529,8.419,45.982,66,"S",35.694,55.204,"D",NA,48.395
36,43.406,"Class3",47.016,70.953,86.708,18,"P",19.323,19.747,"G",43.287,71.288
72,57.16,"Class1",62.847,32.041,33.086,64,"R",24.221,37.392,"R",NA,47.109
63,35.329,"Class1",76.326,30.555,28.417,68,"R",29.362,34.657,"R",84.351,54.641
93,47.259,"Class2",35.963,30.054,61.624,82,"I",60.482,94.619,"H",95.584,64.622
54,40.83,"Class3",62.717,69.413,92.807,25,"J",22.022,18.287,"O",50.644,72.914
76,45.797,"Class3",47.256,69.827,73.11,16,"J",24.826,29.671,"G",45.56,63.564
90,39.44,"Class3",54.202,69.041,98.366,14,"J",29.144,24.112,"G",NA,85.757
64,35.744,"Class1",68.634,31.669,34.328,71,"C",30.415,34.484,"C",NA,41.258
38,46.293,"Class3",51.467,69.289,87.264,25,"E",21.506,22.897,"Z",42.33,73.655
80,41.925,"Class3",62.672,70.441,95.698,14,"M",25.871,20.502,"O",49.361,69.178
90,26.562,"Class2",28.427,31.048,59.585,32,"C",59.879,47.248,"H",91.882,61.977
67,51.607,"Class1",78.557,23.188,12.839,70,"R",27.056,42.397,"W",91.304,41.651
55,46.225,"Class3",62.112,71.847,84.893,27,"P",23.932,27.423,"R",49.557,86.67
95,40.748,"Class2",37.829,26.209,50.218,24,"X",59.73,42.767,"P",93.732,63.336
91,46.708,"Class2",29.265,26.987,70.845,34,"C",58.182,59.605,"P",94.072,55.03
71,46.989,"Class3",57.6,70.001,80.246,10,"K",14.904,18.713,"I",54.847,83.172
98,27.237,"Class2",49.937,27.762,53.658,29,"A",57.142,91.254,"C",91.827,30.811
97,29.171,"Class2",32.203,28.731,57.745,61,"A",57.508,57.048,"H",96.535,43.069
72,32.361,"Class1",72.638,34.709,4.105,70,"S",34.147,10.073,"D",74.71,40.539
65,62.476,"Class1",88.816,36.995,18.536,73,"R",30.036,29.338,"W",83.62,45.772
96,68.665,"Class2",36.803,29.017,56.048,53,"X",58.889,21.144,"R",94.816,26.134
96,41.669,"Class2",42.811,24.748,76.326,80,"C",57.921,-8.307,"C",93.575,26.275
95,63.177,"Class2",35.437,27.368,63.682,45,"C",59.793,46.783,"P",90.201,17.19
54,46.722,"Class3",63.64,69.624,94.097,25,"K",22.221,22.987,"O",53.852,77.122
90,73.113,"Class2",49.022,29.133,26.479,42,"D",58.94,8.499,"C",89.542,61.118
76,41.963,"Class3",49.05,69.568,85.168,9,"J",12.72,24.463,"O",47.094,64.414
70,46.239,"Class1",89.384,25.003,33.314,73,"D",25.324,40.634,"C",68.508,37.902
93,36.637,"Class2",41.972,30.808,38.164,34,"A",59.966,-10.322,"O",91.309,50.672
49,42.064,"Class3",60.893,69.839,90.441,15,"P",19.511,21.067,"G",NA,65.144
73,47.315,"Class3",61.742,69.665,80.369,8,"P",19.807,23.062,"O",48.559,89.209
93,73.953,"Class2",34.539,26.326,52.805,29,"D",59.497,63.795,"R",94.739,60.675
78,39.674,"Class3",45.436,70.057,55.577,22,"J",18.469,18.589,"Z",48.499,80.329
81,47.167,"Class3",45.84,70.162,84.9,18,"P",29.616,22.362,"Z",49.311,88.875
66,56.188,"Class1",86.255,20.382,15.723,73,"R",33.244,67.096,"W",93.382,47.581
53,42.651,"Class3",59.969,70.484,69.313,22,"E",19.722,23.298,"Z",49.087,71.743
95,36.813,"Class2",49.692,29.402,73.666,33,"A",59.183,33.646,"R",94.279,12.789
67,51.719,"Class1",88.12,37.168,-2.237,71,"S",27.835,39.025,"D",79.887,46.143
36,43.47,"Class3",59.526,69.578,75.135,15,"K",28.109,20.257,"Z",44.598,72.72
95,86.847,"Class2",37.282,30.371,32.107,51,"A",60.007,-5.67,"R",90.936,25.656
67,57.828,"Class1",61.671,41.442,27.492,69,"D",32.055,42.838,"R",83.988,46.955
85,40.274,"Class3",52.054,69.933,81.348,26,"K",NA,25.33,"Z",50.26,85.818
80,42.1,"Class3",45.925,69.131,84.252,8,"J",17.403,26.707,"I",53.494,78.966
67,51.429,"Class1",75.819,38.772,15.32,71,"D",35.335,20.027,"D",83.508,39.365
68,43.385,"Class1",92.178,10.85,48.076,68,"C",25.922,59.93,"R",81.967,54.679
95,22.892,"Class2",53.561,29.519,59.097,31,"A",58.265,27.813,"P",91.303,53.828
37,41.819,"Class3",49.789,69.738,65.43,21,"P",13.379,23.198,"R",49.334,80.287
51,47.688,"Class3",58.255,70.813,80.583,23,"E",20.407,23.006,"G",50.799,63.828
95,63.538,"Class2",30.735,29.794,55.956,79,"C",60.174,50.472,"R",92.555,13.197
63,61.535,"Class1",88.3,23.614,46.931,64,"R",27.593,42.579,"D",87.798,32.658
92,34.692,"Class2",45.351,28.675,91.83,25,"C",59.849,76.529,"C",94.494,26.009
47,43.922,"Class3",64.076,69.965,99.416,8,"K",24.46,21.682,"R",51.7,67.754
65,42.917,"Class1",71.513,23.403,33.968,68,"D",NA,36.015,"C",88.686,44.984
72,37.371,"Class1",90.332,5.995,25.962,64,"S",33.979,41.794,"W",89.366,44.207
76,46.646,"Class3",52.2,70.217,88.894,32,"M",12.1,23.218,"G",51.23,68.955
32,40.051,"Class3",59.609,69.16,82.092,4,"P",23.873,22.634,"R",50.487,72.626
64,40.853,"Class3",51.332,70.017,97.508,19,"E",29.291,22.769,"Z",49.375,63.063
94,53.427,"Class2",52.433,28.291,52.369,42,"A",57.65,78.681,"R",89.94,45.173
93,69.627,"Class2",29.731,29.644,67.791,79,"X",59.603,60.925,"O",92.086,42.51
92,24.911,"Class2",52.164,28.932,42.63,48,"C",60.881,93.533,"R",92.921,30.638
70,44.903,"Class3",60.754,69.527,97.074,26,"P",26.557,19.678,"O",47.241,80.243
88,40.861,"Class3",54.968,70.046,79.011,13,"K",24.164,20.575,"G",45.678,73.894
66,41.224,"Class3",52.267,70.428,89.158,16,"E",18.58,20.143,"Z",47.154,70.468
73,37.193,"Class1",75.655,24.282,40.047,69,"C",28.961,6.957,"W",102.476,51.15
98,23.233,"Class2",39.173,27.79,59.764,50,"I",59.366,42.163,"C",94.151,40.753
69,47.046,"Class1",83.575,27.101,20.146,66,"C",32.988,48.074,"W",82.487,44.479
67,37.391,"Class1",62.129,9.739,40.784,73,"V",32.027,72.804,"C",87.88,48.783
89,39.575,"Class3",59.471,69.863,100.878,19,"M",12.077,26.137,"Z",52.156,82.256
38,39.492,"Class3",47.491,69.684,87.275,28,"E",15.048,24.701,"I",42.771,72.658
40,44.365,"Class3",49.806,70.339,76.455,17,"J",29.536,19.295,"Z",53.289,81.281
88,41.981,"Class3",53.219,71.003,83.288,8,"M",13.423,21.35,"I",41.618,89.886
64,34.086,"Class1",88.22,29.284,43.467,67,"V",24.189,23.929,"C",79.284,54.671
98,67.603,"Class2",52.002,28.541,51.808,65,"I",57.049,56.796,"R",90.067,44.605
79,45.042,"Class3",57.965,69.807,82.603,22,"K",16.317,22.298,"O",NA,84.268
95,81.767,"Class2",30.761,29.367,63.352,47,"D",59.317,65.651,"R",90.683,36.256
95,52.851,"Class2",32.087,28.624,52.853,55,"X",57.803,61.884,"P",93.544,57.526
92,85.121,"Class2",37.423,27.513,57.455,57,"D",59.296,72.694,"C",89.156,62.436
69,53.235,"Class1",84.618,25.954,27.696,69,"S",27.086,50.801,"R",NA,53.986
93,25.087,"Class2",31.993,30.358,64.066,74,"X",59.441,58.733,"O",92.721,14.986
35,44.177,"Class3",57.178,69.966,81.493,27,"P",29.498,21.861,"I",43.289,82.7
64,54.53,"Class1",83.103,24.484,31.735,66,"D",26.179,45.836,"X",76.273,46.096
90,74.559,"Class2",36.966,25.638,64.259,43,"C",59.183,11.502,"R",92.448,18.377
95,64.74,"Class2",29.344,29.419,89.712,45,"I",58.882,12.443,"P",91.784,63.491
93,46.056,"Class2",49.694,27.735,70.439,81,"A",58.219,44.878,"R",91.416,48.681
98,26.482,"Class2",46.529,27.485,56.429,67,"I",60.445,76.71,"O",91.669,33.246
93,47.437,"Class2",45.595,28.77,58.136,39,"C",57.341,25.442,"C",92.524,60.364
71,38.142,"Class1",67.843,27.021,48.381,69,"C",24.339,32.519,"D",65.702,48.381
93,21.81,"Class2",31.507,26.793,75.628,78,"A",60.08,50.979,"C",93.621,25.669
93,65.51,"Class2",43.753,26.439,47.019,56,"C",58.99,66.119,"P",94.333,27.689
65,40.156,"Class1",70.971,28.689,28.634,73,"S",32.988,40.881,"W",81.273,56.625
68,50.287,"Class1",75.705,26.05,11.197,71,"S",30.532,45.016,"X",101.112,41.111
76,40.146,"Class3",54.226,69.849,84.202,30,"M",18.061,21.46,"R",47.188,62.404
70,29.445,"Class1",92.579,22.528,31.475,65,"S",30.741,52.597,"R",83.56,37.348
97,53.356,"Class2",55.956,29.261,31.773,57,"I",60.766,17.03,"R",91.627,53.478
98,30.372,"Class2",50.82,27.257,39.7,66,"D",58.527,50.698,"P",92.306,67.285
58,43.16,"Class3",50.548,69.436,86.066,26,"E",19.657,22.334,"O",41.431,73.758
72,67.194,"Class1",80.212,24.534,36.732,64,"R",32.748,39.214,"C",75.95,35.354
97,21.449,"Class2",41.955,27.468,67.402,39,"C",58.702,18.597,"R",95.224,35.1
70,65.025,"Class1",90.09,36.245,24.131,69,"V",33.485,42.408,"W",81.147,35.487
43,42.389,"Class3",60.479,70.383,79.38,8,"E",13.52,21.39,"G",50.088,65.231
67,41.667,"Class3",52.986,68.987,74.696,20,"J",25.518,19.177,"Z",55.412,70.049
97,45.557,"Class2",52.974,27.901,76.371,49,"I",59.39,63.314,"H",94.41,55.518
65,45.901,"Class3",53.334,70.033,111.256,26,"M",27.803,26.284,"I",45.65,88.249
72,46.693,"Class3",50.154,71.677,97.307,7,"P",23.723,23.696,"O",50.388,71.608
96,85.538,"Class2",56.614,27.807,84.653,39,"D",58.184,31.381,"R",93.881,36.331
51,44.972,"Class3",50.506,69.397,74.356,27,"M",16.04,24.512,"R",46.987,67.234
74,41.982,"Class3",51.37,69.675,107.61,8,"E",20.145,23.104,"O",38.01,76.618
75,45.576,"Class3",47.686,69.507,63.652,4,"J",20.763,18.97,"I",43.763,77.637
70,29.326,"Class1",76.166,23.871,37.076,66,"R",32.454,18.675,"C",85.468,50.192
51,39.714,"Class3",60.327,69.989,85.905,4,"E",19.402,16.375,"Z",47.15,89.497
39,46.26,"Class3",51.55,70.508,86.575,16,"E",26.587,18.53,"G",51.91,66.628
99,33.926,"Class2",37.044,31.067,53.29,36,"A",59.344,38.98,"R",93.17,60.146
46,47.935,"Class3",59.616,70.371,84.351,18,"E",25.845,20.23,"I",48.886,64.039
55,46.105,"Class3",64.285,69.774,82.237,11,"K",22.74,24.547,"Z",47.672,82.274
43,44.989,"Class3",53.991,70.444,82.598,20,"E",28.776,23.893,"O",44.6,87.129
96,50.517,"Class2",45.808,28.102,46.922,66,"C",58.936,0.897,"H",94.564,35.433
80,46.545,"Class3",63.345,70.074,86.388,24,"M",16.405,23.655,"G",46.917,74.759
70,46.849,"Class1",72.822,42.539,39.792,70,"D",26.268,31.869,"W",81.048,45.584
51,39.641,"Class3",45.855,70.45,76.116,31,"P",26.473,20.094,"O",45.994,90.256
94,82.924,"Class2",30.504,27.102,44.531,77,"X",60.28,16.239,"P",92.133,32.251
96,86.73,"Class2",52.117,30.371,72.311,71,"X",59.272,25.183,"O",90.292,34.452
96,84.979,"Class2",47.432,25.902,43.108,48,"I",59.371,42.767,"O",90.701,68.465
53,41.236,"Class3",58.088,69.74,72.088,26,"P",22.751,25.286,"G",46.943,76.994
66,34.492,"Class1",81.524,29.804,19.832,64,"S",26.827,24.589,"R",79.951,31.143
46,44.638,"Class3",46.759,70.319,76.659,28,"E",14.088,17.084,"G",49.847,88.307
79,45.208,"Class3",60.729,69.464,84.203,28,"P",19.874,19.811,"G",NA,69.858
99,42.697,"Class2",38.696,26.048,82.705,23,"D",57.089,37.85,"H",95.26,63.747
71,54.911,"Class1",67.613,40.586,22.414,71,"S",30.846,26.526,"D",68.549,47.478
64,32.876,"Class1",74.53,25.634,25.027,71,"C",32.266,45.573,"X",89.315,49.926
69,55.107,"Class1",81.748,26.249,40.565,67,"D",34.129,19.66,"D",95.246,34.018
36,40.149,"Class3",54.648,70.407,73.634,13,"E",NA,23.203,"Z",46.653,71.164
94,23.336,"Class2",53.202,30.271,46.321,34,"A",57.517,58.018,"C",88.87,18.882
94,57.743,"Class2",27.905,29.188,39.651,67,"D",60.699,52.701,"P",92.539,58.716
94,28.361,"Class2",30.393,27.119,54.717,23,"X",59.496,62.094,"R",91.248,29.316
32,40.849,"Class3",57.913,70.076,87.488,29,"K",27.032,26.746,"O",47.119,86.158
63,54.374,"Class1",75.712,24.456,52.798,69,"S",28.039,34.85,"C",87.094,51.147
72,63.218,"Class1",64.705,33.617,18.282,71,"D",25.757,43.979,"X",75.502,37.705
71,33.71,"Class1",90.05,24.482,26.833,68,"C",29.171,53.814,"R",100.107,41.91
57,45.393,"Class3",45.961,69.785,87.222,20,"J",14.348,24.224,"O",49.35,85.197
99,30.473,"Class2",30.292,29.139,66.989,54,"I",58.845,40.051,"R",NA,35.521
69,39.747,"Class1",90.734,26.626,13.795,73,"C",31.931,7.045,"D",81.968,44.188
79,41.023,"Class3",57.352,69.791,99.995,6,"P",28.941,21.26,"R",47.773,68.87
71,47.276,"Class3",64.073,70.571,77.688,5,"E",29.479,23.504,"O",47.497,88.538
73,67.461,"Class1",80.786,23.798,29.906,70,"D",28.934,20.313,"W",79.653,46.412
95,20.761,"Class2",33.56,27.875,28.297,69,"C",57.092,68.885,"R",96.266,52.8
71,32.516,"Class1",77.861,36.433,32.343,73,"R",24.362,10.906,"R",63.966,52.966
94,65.978,"Class2",54.275,25.374,46.491,39,"A",58.613,-44.972,"R",89.195,52.108
44,47.206,"Class3",46.724,70.819,84.632,22,"J",29.914,21.59,"O",50.302,71.65
90,47.52,"Class3",63.803,69.807,88.668,8,"E",27.365,22.186,"R",54.406,81.202
64,58.156,"Class1",80.113,28.826,41.011,66,"D",29.749,15.313,"R",68.31,39.596
69,35.368,"Class1",73.115,38.482,35.77,65,"V",NA,51.639,"X",93.192,47.254
73,31.747,"Class1",62.972,26.376,27.484,65,"V",33.316,20.792,"C",NA,44.148
53,46.675,"Class3",49.639,69.483,83.062,10,"E",20.546,21.007,"Z",48.912,82.391
96,50.61,"Class2",33.109,26.931,61.171,40,"C",57.791,21.445,"P",90.15,25.897
91,20.336,"Class2",55.649,26.589,64.192,82,"X",57.899,80.099,"P",93.368,44.587
99,62.284,"Class2",25.272,27.637,70.723,44,"I",59.15,55.719,"O",94.936,43.022
66,68.93,"Class1",91.943,20.963,16.245,70,"V",27.47,23.066,"X",84.951,49.301
44,40.844,"Class3",63.961,70.442,93.95,26,"J",28.525,25.388,"Z",46.923,84.175
63,46.231,"Class1",69.164,29.983,29.212,72,"C",27.915,71.133,"D",69.519,46.272
90,77.536,"Class2",41.867,27.359,76.158,59,"C",59.164,32.587,"P",93.287,61.675
70,66.612,"Class1",75.408,36.488,44.475,69,"S",24.769,4.104,"R",94.518,43.418
92,19.152,"Class2",56.275,25.67,51.828,77,"C",57.527,35.394,"H",92.813,34.767
92,49.981,"Class2",32.935,26.715,62.252,62,"X",57.077,39.146,"P",93.523,14.926
99,78.863,"Class2",27.275,29.554,57.98,41,"X",58.349,64.16,"O",93.091,31.035
71,44.791,"Class1",77.04,15.817,16.524,65,"S",27.433,23.778,"R",85.814,40.226
51,44.751,"Class3",59.004,70.307,95.851,9,"J",14.834,19.621,"G",51.689,89.465
94,85.698,"Class2",57.315,27.238,57.687,75,"A",60.25,53.243,"H",93.209,55.673
66,45.712,"Class1",71.292,34.153,10.246,73,"D",26.639,50.937,"X",80.794,45.19
58,44.328,"Class3",58.994,70.182,96.908,17,"J",25.003,18.379,"O",48.701,71.365
70,39.452,"Class3",61.518,69.794,75.512,11,"P",18.617,19.263,"Z",44.408,63.95
80,40.144,"Class3",63.985,69.066,95.469,17,"P",25.465,19.638,"R",48.887,85.096
84,42.833,"Class3",57.094,70.216,95.248,27,"K",24.63,22.377,"O",47.026,74.677
64,36.305,"Class1",87.604,27.471,29.754,65,"R",33.335,34.846,"W",94.999,47.813
94,73.142,"Class2",48.034,28.868,72.334,64,"D",58.7,15.562,"P",90.687,13.432
86,47.281,"Class3",58.126,70,65.982,24,"M",20.334,27.073,"I",49.262,84.477
72,40.48,"Class3",60.697,70.503,92.305,8,"M",20.08,23.216,"Z",NA,82.969
63,55.767,"Class1",81.917,35.677,38.73,73,"S",24.496,35.121,"R",94.945,53.503
90,40.856,"Class2",49.882,31.998,50.791,28,"C",60.856,25.238,"C",91.184,33.159
35,46.661,"Class3",61.713,69.504,101.035,11,"M",23.129,28.396,"G",51.58,89.847
97,37.064,"Class2",28.623,29.347,63.81,25,"X",60.252,54.571,"O",93.331,27.777
46,45.688,"Class3",46.227,71.278,84.249,31,"E",12.102,24.43,"R",48.474,80.796
98,31.023,"Class2",42.28,29.927,74.485,25,"X",58.803,69.458,"O",96.282,46.632
99,50.403,"Class2",40.268,26.219,35.003,71,"C",60.539,66.652,"R",92.538,38.035
97,40.264,"Class2",43.957,26.763,76.327,41,"A",60.894,55.49,"H",93.252,45.808
99,61.407,"Class2",31.793,26.583,69.192,40,"D",60.582,84.36,"P",NA,41.311
49,44.092,"Class3",51.09,69.811,80.974,17,"K",22.882,22.533,"R",45.228,67.281
92,53.003,"Class2",43.595,28.042,75.641,56,"C",59.385,76.619,"O",NA,59.566
69,59.509,"Class1",67.486,12.498,3.204,72,"R",25.788,73.798,"C",76.789,50.447
34,41.215,"Class3",61.876,69.839,78.908,6,"K",26.367,22.243,"R",51.3,76.34
95,38.08,"Class2",48.067,28.482,54.789,62,"C",60.417,76.887,"C",94.649,65.96
73,50.955,"Class1",90.813,39.919,25.726,71,"C",35.552,31.865,"X",98.286,44.309
45,43.425,"Class3",53.873,70.62,90.234,19,"E",28.038,22.419,"Z",54.4,69.391
99,70.533,"Class2",33.222,30.172,64.901,71,"I",60.907,39.637,"R",94.34,42.089
64,40.791,"Class1",91.092,19.413,18.067,73,"D",33.501,22.345,"W",75.026,46.536
67,42.386,"Class1",69.408,17.166,41.046,66,"C",31.974,21.542,"D",94.981,50.917
46,39.076,"Class3",49.399,70.097,82.113,19,"E",22.524,22.19,"G",50.601,69.706
55,42.84,"Class3",50.647,70.043,78.525,20,"E",23.247,23.23,"G",47.096,85.385
69,30.158,"Class1",83.543,18.072,34.573,64,"S",NA,40.21,"X",78.896,44.749
63,61.417,"Class1",68.048,38.008,36.341,65,"S",25.443,33.625,"R",98.571,52.549
97,86.168,"Class2",34.272,30.868,89.621,32,"X",58.794,6.686,"C",89.639,19.212
69,47.674,"Class1",85.971,17.227,32.211,72,"D",32.195,66.138,"D",82.428,56.529
67,39.276,"Class3",60.645,69.764,89.841,13,"E",16.752,22.304,"I",48.054,78.637
64,41.645,"Class1",74.005,29.525,28.731,64,"D",25.612,46.801,"C",69.109,35.375
69,43.752,"Class3",61.137,70.57,98.893,30,"J",23.543,17.474,"G",47.507,66.267
72,41.342,"Class1",66.702,13.554,36.693,69,"C",28.624,26.24,"X",95.895,44.344
64,45.428,"Class3",58.786,68.056,76.992,31,"M",12.439,21.76,"I",NA,64.81
67,38.855,"Class1",85.751,41.227,16.842,67,"R",26.283,41.899,"C",108.878,54.989
65,54.71,"Class1",70.153,31.454,17.978,70,"D",29.239,35.046,"W",81.922,56.679
93,40.279,"Class2",25.227,25.973,50.237,70,"D",58.938,93.301,"H",93.533,65.075
73,29.816,"Class1",76.003,21.468,28.437,73,"V",30.862,46.315,"R",76.735,45.624
32,44.331,"Class3",63.461,70.176,78.955,28,"J",27.026,24.074,"R",48.113,63.153
48,43.685,"Class3",54.208,70.236,85.879,31,"P",19.362,25.775,"R",44.135,72.583
90,54.34,"Class2",31.994,28.452,77.047,70,"C",60.826,83.354,"H",93.439,65.735
72,36.81,"Class1",84.468,34.487,16.396,65,"V",30.133,33.286,"C",56.788,56.145
96,78.245,"Class2",41.147,31.277,40.966,49,"D",57.77,64.976,"P",90.642,53.77
65,33.974,"Class1",85.952,23.993,17.054,70,"V",34.194,56.103,"D",82.902,41.503
95,64.082,"Class2",43.496,26.233,56.357,66,"X",58.701,46.123,"O",91.937,58.158
