"Output1","ONF1","UNV2","DLX3","GHE4","DZH5","QAK6","OEL7","CRB8","BSP9","ZJI10"
"Class5",20.3,23.774,47.468,"M",38.279,69.139,61,57.677,15.281,63.185
"Class2",52.647,21.549,25.457,"E",77.747,44.936,69,30.987,87.662,82.063
"Class3",34.469,53.787,76.49,"X",67.029,82.786,48,91.93,69.66,29.826
"Class3",20.583,27.435,71.069,"G",90.802,84.654,43,89.908,72.423,88
"Class4",65.965,58.5,45.393,"E",74.717,79.707,91,67.068,71.707,39.975
"Class3",21.269,20.129,72.533,"H",96.052,80.485,38,92.696,45.67,49.69
"Class5",34.027,83.118,77.737,"N",61.998,77.919,45,79.077,18.957,75.78
"Class2",83.928,12.06,18.957,"Z",76.069,43.554,77,86.048,90.137,89.099
"Class2",64.864,24.535,20.781,"Z",73.539,46.435,77,68.82,96.75,76.687
"Class3",25.914,56.198,63.577,"F",85.688,87.46,48,89.683,60.49,61.975
"Class4",77.54,54.663,56.197,"U",72.033,79.232,78,63.729,79.029,56.628
"Class4",32.239,3.929,49.685,"K",77.719,80.329,93,65.912,93.848,36.145
"Class1",63.321,47.16,60.84,"X",53.99,10.054,60,80.687,76.657,40.42
"Class5",16.952,68.292,NA,"D",76.828,69.377,23,48.204,1.149,44.644
"Class2",44.69,17.083,24.16,"N",73.146,45.85,48,63.156,61.221,67.485
"Class1",66.093,65.138,62.761,"X",65.857,23.361,54,86.926,82.033,11.345
"Class2",40.358,25.672,21.254,"E",75.591,46.082,69,63.405,59.978,85.542
"Class4",66.668,51.147,61.722,"U",69.05,80.098,95,64.106,88.493,33.455
"Class5",29.28,62.904,63.704,"M",69.416,78.268,31,40.065,49.434,38.041
"Class2",80.98,22.067,31.385,"Z",80.776,45.394,83,46.499,82.471,71.193
"Class3",68.518,51.219,58.577,"F",80.605,84.131,38,90.315,47.029,97.402
"Class1",67.977,49.198,16.538,"N",55.148,11.379,49,85.123,89.856,-28.237
"Class3",32.323,16.677,74.969,"G",84.872,85.129,47,91.944,93.742,98.332
"Class1",66.356,41.143,41.2,"D",58.914,5.916,52,84.649,91.607,48.062
"Class4",45.566,2.768,46.933,"J",68.309,78.86,65,62.894,71.195,39.343
"Class5",34.951,88.363,72.709,"N",24.853,61.165,39,71.74,38.941,49.483
"Class5",36.516,92.678,85.629,"I",66.102,59.39,46,71.748,1.938,52.649
"Class1",64.608,71.267,20.094,"N",61.538,17.329,48,80.118,87.32,22.193
"Class4",38.433,69.083,42.147,"K",73.28,79.04,90,69.486,67.869,56.039
"Class1",67.384,60.003,NA,"O",65.753,31.586,55,88.826,87.664,26.327
"Class3",56.351,19.859,62.553,"X",82.078,84.496,46,92.433,48.92,73.354
"Class4",65.989,76.907,67.566,"E",74.65,79.64,70,64.757,78.075,56.461
"Class1",61.613,68.035,13.786,"N",63.522,20.862,57,84.777,73.667,11.916
"Class2",50.42,12.399,21.746,"Z",74.79,44.893,51,24.501,74.006,75.61
"Class5",27.802,43.23,72.783,"M",49.545,73.954,62,115.239,22.102,52.398
"Class1",66.624,51.381,30.886,"K",55.109,28.429,51,79.203,71.099,135.291
"Class3",65.352,30.125,87.9,"H",80.72,83.702,48,93.855,74.465,84.545
"Class3",67.138,39.882,89.368,"T",80.72,85.057,41,91.84,75.07,54.64
"Class3",19.977,43.643,90.242,"G",80.167,83.266,45,87.971,71.565,70.087
"Class1",62.847,43.179,59.712,"N",88.739,33.501,48,88.398,95.467,49.708
"Class1",67.809,55.08,7.806,"K",63.176,33.28,60,80.994,95.55,43.755
"Class4",78.722,33.639,53.498,"K",74.419,79.291,72,65.633,68.284,6.438
"Class1",67.38,40.32,21.468,"O",61.18,23.274,51,85.709,72.816,63.457
"Class3",38.675,25.26,79.989,"X",76.801,83.134,44,95.933,48.873,105.485
"Class1",60.788,62.999,12.112,"O",66.409,24.679,51,84.027,93.746,42.943
"Class5",33.112,51.613,56.284,"D",61.654,48.948,53,70.48,10.267,60.542
"Class5",24.277,42.615,27.621,"D",53.158,63.503,42,37.491,13.718,29.566
"Class4",41.496,7.594,61.862,"I",72.349,80.255,76,64.188,71.739,-2.02
"Class1",65.688,63.526,54.365,"X",78.773,37.4,50,90.705,81.832,15.786
"Class2",38.099,15.132,29.857,"Z",78.535,45.36,70,76.242,85.836,88.089
"Class4",75.182,65.965,40.241,"E",71.857,80.075,59,61.547,76.234,70.857
"Class2",83.462,17.535,31.873,"N",77.506,45.851,62,39.572,80.674,99.887
"Class1",67.751,43.071,17.699,"K",63.691,24.791,55,82.192,88.051,81.115
"Class4",30.765,66.363,62.946,"K",78.658,79.005,99,70.209,92.157,26.751
"Class3",66.262,15.335,59.422,"F",81.009,83.275,52,93.877,58.095,66.955
"Class3",51.744,28.442,66.603,"H",73.546,87.084,38,94.471,78.492,60.591
"Class5",12.051,57.81,49.168,"D",60.865,88.582,50,77.081,3.898,29.727
"Class2",75.616,22.095,24.827,NA,80.111,41.127,53,56.008,66.82,80.722
"Class2",94.172,19.492,28.214,"E",77.059,44.786,76,32.117,61.264,74.126
"Class2",92.394,13.511,20.701,"K",76.066,42.936,86,19.893,73.384,78.127
"Class5",22.868,69.82,81.567,"N",84.993,58.399,57,75.469,4.222,66.823
"Class2",54.13,22.036,18.271,"N",74.241,45.226,47,72.313,63.105,65.907
"Class2",48.835,23.378,22.592,"N",75.813,45.703,52,61.089,94.026,76.044
"Class1",66.387,71.079,26.213,"K",60.087,12.346,56,80.183,75.609,19.285
"Class4",31.46,79.552,43.689,"J",73.475,79.403,64,62.82,90.729,30.076
"Class5",24.175,78.467,28.196,"X",24.988,68.967,28,82.436,26.371,23.301
"Class3",16.233,55.059,75.395,"T",81.064,79.908,52,88.989,67.086,59.154
"Class3",75.373,52.264,79.962,"G",72.704,85.608,43,93.102,94.416,96.045
"Class4",61.61,38.63,69.426,"J",71.789,79.508,86,61.792,90.623,29.937
"Class1",60.541,68.657,44.822,"K",65.174,31.604,54,81.633,75.216,18.718
"Class2",45.778,23.209,21.519,"E",73.594,46.139,81,71.666,84.65,73.102
"Class1",61.877,41.167,31.114,"X",49.895,39.7,59,82.433,85.18,9.637
"Class4",43.937,27.45,31.508,"U",71.844,79.761,93,66.452,91.081,23.249
"Class2",59.064,23.044,23,"N",75.669,44.625,70,38.606,94.311,74.592
"Class1",61.587,33.092,42.939,"D",69.084,24.674,56,89.33,73.879,58.976
"Class3",75.859,51.017,73.315,"H",83.14,80.423,46,88.939,94.779,75.695
"Class1",62.391,45.514,27.576,"N",69.1,18.493,53,78.21,74.291,56.363
"Class3",12.362,31.629,72.156,"T",67.551,80.043,50,92.687,72.327,77.921
"Class5",39.751,34.587,60.196,"I",14.964,71.682,58,77.539,21.869,14.658
"Class2",66.843,19.038,22.109,"N",76.762,44.053,37,59.078,80.855,76.294
"Class4",54.833,15.375,38.733,"I",73.274,79.386,56,66.175,82.95,32.581
"Class3",22.152,18.437,49.89,"F",90.212,81.726,50,95.991,58.439,78.384
"Class5",14.506,22.982,88.373,"N",33.822,47.105,41,79.671,49.947,43.263
"Class2",72.319,15.558,23.987,"D",75.181,45.016,58,37.227,64.252,84.344
"Class3",67.255,53.052,76.06,"T",92.382,84.108,48,91.502,80.811,61.109
"Class4",58.126,77.038,54.782,"U",76.88,80.047,58,65.167,68.364,18.98
"Class5",30.698,81.741,43.792,NA,88.831,64.996,47,79.454,6.637,38.832
"Class5",19.139,24.482,67.888,"N",77.462,83.529,52,79.361,32.503,30.398
"Class1",62.865,43.202,14.643,"N",56.97,46.566,59,90.952,91.128,28.079
"Class4",73.669,57.994,62.742,"E",75.291,79.049,96,63.307,90.661,27.253
"Class1",67.041,55.689,37.034,"D",69.005,17.062,51,87.386,95.875,45.96
"Class2",51.082,14.226,30.511,"E",72.101,47.665,73,50.413,90.969,76.407
"Class5",46.262,92.837,67.295,"I",86.025,71.38,54,62.325,25.885,30.498
"Class4",58.917,65.285,41.684,"U",76.662,79.301,82,65.222,67.353,26.451
"Class4",57.026,74.214,32.229,"J",74.602,79.585,78,68.908,84.854,23.48
"Class2",94.73,24.287,24.34,"K",76.94,45.973,57,32.53,83.535,51.914
"Class2",94.555,21.717,19.244,"D",72.657,46.405,71,33.087,78.968,69.318
"Class1",62.796,70.116,9.065,"N",59.438,26.357,53,88.766,93.941,68.824
"Class5",21.597,74.98,59.13,"M",11.9,46.853,31,93.883,19.391,48.498
"Class2",50.632,23.278,29.699,"K",73.05,48.31,39,55.065,76.841,74.025
"Class5",47.092,83.764,30.228,"M",68.242,68.055,59,93.269,35.978,46.182
"Class3",28.857,43.509,77.775,"H",89.985,82.517,41,93.988,81.458,52.506
"Class4",61.931,71.465,56.008,"U",79.028,79.889,67,69.536,91.109,41.186
"Class1",62.088,72.102,10.571,"N",71.344,34.549,59,81.512,88.146,53.457
"Class3",28.547,51.793,59.542,"F",78.514,81.706,39,93.398,67.8,53.655
"Class1",68.585,31.738,53.79,NA,69.529,43.322,56,86.097,81.591,-3.424
"Class3",57.232,42.5,71.368,"F",76.818,81.096,43,94.636,67.426,83.425
"Class3",56.704,56.584,89.201,"X",79.118,81.672,51,97.927,87.202,68.688
"Class4",42.884,66.947,54.746,"I",71.136,79.194,98,65.418,88.343,50.25
"Class5",42.322,23.361,84.198,"M",95.949,61.27,59,63.758,37.346,60.761
"Class1",63.765,52.007,17.305,"K",62.517,26.461,53,68.582,80.631,70.469
"Class3",20.701,30.681,70.02,NA,71.365,80.977,43,94.447,76.672,85.861
"Class2",80.283,14.203,NA,"N",74.971,44.764,55,55.407,81.453,67.429
"Class1",65.349,71.427,9.919,"O",62.073,17.618,58,85.035,87.688,9.115
"Class2",85.349,19.299,31.758,"D",65.633,45.097,55,27.543,68.876,78.39
"Class4",41.63,33.153,38.926,"U",77.497,79.175,89,66.408,94.738,31.084
"Class4",81.983,29.446,69.992,"K",73.871,78.976,70,65.362,79.3,40.386
"Class4",47.198,38.216,65.193,"U",74.085,79.341,85,66.425,86.435,45.223
"Class3",16.086,37.929,49.585,"X",96.351,80.78,39,92.275,53.321,76.612
"Class1",66.389,39.007,61.966,"O",59.969,26.643,58,77.87,81.262,81.572
"Class1",63.605,70.188,33.793,"O",63.496,31.795,59,84.22,80.627,57.202
"Class4",74.073,58.155,70.395,"I",75.443,79.546,80,67.07,70.592,41.942
"Class5",60.529,95.948,72.199,"N",10.468,74.6,28,56.067,19.232,50.959
"Class3",52.1,34.821,84.349,"X",75.186,81.923,50,94.441,65.201,69.062
"Class5",35.996,30.676,33.732,"N",29.243,77.892,49,65.955,19.607,38.517
"Class4",64.97,37.157,67.7,"E",75.467,79.676,98,59.958,72.544,53.782
"Class3",32.917,40.345,81.429,"G",69.745,82.687,44,94.566,78.906,89.967
"Class3",16.331,47.674,71.015,"T",69.808,81.562,45,93.043,91.48,51.484
"Class4",48.922,12.575,66.01,"U",74.746,79.314,60,62.557,86.458,40.181
"Class2",73.42,19.838,20.76,"D",74.105,45.251,60,37.196,94.296,79.91
"Class5",18.445,31.786,70.855,"I",67.812,56.665,50,53.275,51.995,22.431
"Class5",49.477,58.557,84.806,"X",84.578,54.355,23,79.022,4.24,65.581
"Class4",51.705,77.205,62.749,"U",75.963,79.563,98,58.906,74.486,28.234
"Class5",39.516,41.563,79.363,"N",57.657,78.148,26,40.67,9.702,93.429
"Class1",63.588,50.737,53.704,"K",64.164,32.197,54,82.556,92.196,28.814
"Class3",12.569,13.789,61.21,"X",85.574,79.935,43,94.682,70.48,61.305
"Class2",50.541,21.948,22.436,"D",76.297,40.29,58,55.403,76.718,75.517
"Class4",81.126,26.358,76.191,"K",76.887,78.942,69,68.042,82.807,42.374
"Class5",30.749,77.398,41.344,"D",35.946,68.235,29,48.626,50.919,38.228
"Class3",10.248,31.517,64.514,"X",75.095,80.874,50,91.473,60.758,84.499
"Class3",35.422,10.06,70.669,"T",76.198,84.147,41,98.436,48.019,97.782
"Class3",8.344,19.664,NA,"H",71.447,82.022,42,91.816,65.046,59.157
"Class3",55.841,11.629,64.309,"H",75.302,81.325,45,90.317,78.629,94.502
"Class2",53.365,19.93,28.22,"D",78.976,44.739,51,62.166,90.544,90.651
"Class2",50.481,16.23,19.571,"D",76.759,44.717,84,60.073,92.209,95.271
"Class4",51.191,27.68,34.132,"I",72.793,79.642,59,63.697,73.626,33.323
"Class2",76.122,18.477,27.52,"K",75.426,44.395,80,50.052,94.738,88.461
"Class3",67.422,19.075,65.215,"F",80.19,80.892,47,94.812,46.121,80.007
"Class2",62.785,25.582,28.976,"Z",75.557,44.359,56,44.995,77.487,73.726
"Class3",66.215,12.221,63.366,"X",77.619,82.793,38,97.183,85.001,81.247
"Class3",24.185,23.397,73.51,"T",87.65,82.598,44,96.708,45.796,89.763
"Class5",55.574,80.144,NA,"X",41.42,84.225,37,61.898,42.372,63.658
"Class1",63.141,36.502,26.991,"X",55.822,21.228,54,86.109,85.903,81.703
"Class3",40.534,32.751,83.713,"H",83.363,81.679,42,96.353,48.579,109.77
"Class4",52.393,69.124,63.333,"E",74.561,79.438,85,60.786,88.201,66.998
"Class4",51.075,44.662,50.072,"I",73.103,79.128,56,63.231,85.098,52.702
"Class4",69.243,1.051,56.285,"K",72.087,79.826,83,58.4,88.662,52.669
"Class3",34.404,35.526,89.212,"X",83.217,85.26,50,93.022,68.381,82.698
"Class4",75.821,72.483,32.219,"J",74.781,79.465,89,61.791,91.116,36.474
"Class4",40.632,70.059,30.243,"E",74.412,79.24,82,63.176,96.344,44.854
"Class3",39.45,51.143,82.716,"T",79.656,79.294,48,91.759,95.986,80.045
"Class4",72.688,42.569,65.034,"E",73.564,79.765,78,66.601,93.993,47.812
"Class3",57.01,19.558,81.025,"G",60.462,81.074,48,98.999,53.695,100.874
"Class4",72.41,23.297,33.955,"U",73.39,79.247,85,62.014,82.669,41.181
"Class4",42.867,52.693,36.702,"E",73.564,79.171,58,67.256,87.801,24.986
"Class1",61.993,48.792,55.939,"N",77.778,21.081,50,83.427,91.223,88.328
"Class5",50.974,70.491,76.919,"N",13.297,87.463,23,86.549,32.286,48.781
"Class1",65.131,46.191,50.851,"K",72.727,26.286,50,74.893,86.734,49.83
"Class1",68.795,47.199,32.046,"N",55.117,17.846,48,72.042,80.145,27.146
"Class4",61.374,62.972,46.667,"K",69.954,80.114,76,69.816,72.621,22.868
"Class3",11.854,56.825,64.862,"H",73.68,81.776,41,90.98,79.493,82.548
"Class2",85.937,24.483,23.128,"K",72.034,43.299,83,10.703,99.229,96.702
"Class2",67.843,16.16,28.877,"N",82.502,46.906,41,53.889,66.048,80.54
"Class5",50.186,40.366,68.335,"D",42.021,61.671,46,80.414,39.949,60.894
"Class5",39.537,51.158,28.556,"I",51.833,73.857,59,84.523,21.77,46.986
"Class4",39.484,13.481,33.285,"I",73.676,79.51,80,62.605,75.284,33.381
"Class3",81.803,14.11,77.029,"T",82.333,87.73,50,95.773,61.468,70.594
"Class1",66.913,48.739,54.233,"D",62.26,25.965,50,90.708,71.077,54.949
"Class4",34.071,10.412,44.152,"K",76.5,79.629,83,64.943,96.004,53.824
"Class4",79.664,56.69,62.845,"I",76.311,79.913,84,64.852,80.27,49.409
"Class3",74.245,38.928,81.862,"X",72.909,80.02,47,91.924,81.274,73.84
"Class5",19.296,53.89,43.08,"I",119.605,66.572,34,47.914,7.822,49.424
"Class5",49.862,91.404,55.872,"N",48.425,73.652,23,53.039,15.671,63.989
"Class5",21.222,42.21,83.662,"I",43.797,84.455,62,89.214,44.264,47.904
"Class3",76.819,28.379,70.767,"X",77.375,80.314,41,95.05,82.972,85.459
"Class2",68.995,18.304,21.569,"E",74.719,45.495,62,50.947,80.654,64.752
"Class1",68.144,37.548,NA,"O",62.514,26.52,54,85.425,78.636,48.232
"Class2",67.37,11.8,31.761,"Z",74.909,46.222,45,77.04,68.797,63.605
"Class5",39.405,32.528,69.259,"X",92.892,86.984,25,70.972,28.421,41.088
"Class1",60.173,44.425,41.316,"X",72.846,31.402,51,84.83,87.965,60.008
"Class1",67.301,46.664,8.53,"X",67.872,33.848,48,90.655,77.314,47.165
"Class2",82.476,25.315,29.284,"E",76.188,44.467,82,57.875,80.013,79.852
"Class1",66.007,67.748,33.344,"O",73.573,23.07,58,87.544,96.504,63.657
"Class3",61.072,38.484,53.472,"H",86.136,83.765,51,91.991,47.947,41.307
"Class1",62.978,52.887,13.761,"X",77.065,32.026,55,82.182,86.144,42.513
"Class2",71.723,24.695,27.845,"N",80.325,44.917,36,62.273,74.682,80.854
"Class3",20.76,25.269,77.422,"H",74.823,85.063,51,94.573,67.645,53.101
"Class3",31.951,20.96,77.355,"T",76.475,81.672,45,91.051,62.811,44.522
"Class1",67.1,60.376,47.225,"X",61.822,20.783,52,89.61,88.494,7.775
"Class1",65.225,51.729,46.088,"O",63.599,39.669,49,86.396,72.438,8.958
"Class3",32.109,28.177,63.522,"G",73.579,82.243,42,95.496,94.832,72.312
"Class4",58.404,16.748,46.586,"K",70.64,79.515,70,64.578,78.336,38.905
"Class3",42.495,49.75,92.421,"X",78.263,81.866,38,95.911,77.968,102.176
"Class1",65.221,66.598,10.655,"K",64.979,27.436,47,82.374,74.032,69.365
"Class5",54.639,23.693,36.809,"I",91.421,80.981,34,36.848,34.714,21.523
"Class5",57.298,58.764,51.341,"D",43.699,57.068,50,71.234,5.375,44.332
"Class5",45.047,57.474,62.794,"M",10.894,59.536,30,90.868,45.582,28.392
"Class5",47.087,45.645,80.625,"D",70.814,76.561,36,102.919,28.197,61.406
"Class3",54.723,47.09,53.317,"H",77.302,86.838,49,92.48,59.692,53.937
"Class3",34.25,49.515,91.775,"X",76.838,85.023,42,90.904,88.174,80.094
"Class1",62.082,73.657,42.517,"N",64.112,10.241,51,87.044,83.904,70.017
"Class2",91.573,23.744,19.289,"N",77.828,46.37,85,22.93,63.397,69.455
"Class3",39.318,28.815,57.386,"T",77.132,83.97,41,94.485,81.561,80.691
"Class3",58.747,27.018,70.12,"H",87.699,85.162,45,95.908,63.624,48.143
"Class3",62.86,15.793,81.465,"T",77.036,83.22,41,92.735,47.502,67.301
"Class3",62.904,24.61,78.933,"X",84.202,83.796,47,94.129,51.749,66.566
"Class2",87.004,10.501,17.5,"K",75.291,45.917,65,39.372,92.269,81.794
"Class3",24.038,36.933,93.885,NA,80.873,83.609,46,92.144,55.07,86.023
"Class5",23.47,70.479,NA,"I",74.843,62.783,54,53.986,13.433,49.735
"Class3",36.955,55.059,76.577,"X",80.816,81.454,47,94.208,88.607,73.919
"Class2",58.845,25.887,25.479,"Z",78.905,44.869,75,35.933,86.761,63.649
"Class3",33.516,26.732,93.324,"H",78.956,81.101,48,95.577,60.163,79.414
"Class3",56.897,54.652,89.997,"H",74.275,81.211,39,92.832,48.209,74.805
"Class3",71.66,11.322,80.688,"H",91.167,81.987,43,91.826,72.867,62.703
"Class4",61.625,39.282,NA,"J",75.005,79.231,80,68.879,92.15,30.951
"Class2",71.657,11.592,19.174,"D",76.533,45.166,76,42.556,81.685,83.897
"Class2",93.746,24.29,29.885,"Z",75.297,45.549,78,32.629,94.282,79.483
"Class4",62.296,16.607,73.319,"J",70.82,79.732,80,61.499,76.658,51.115
"Class5",26.949,64.185,29.055,"M",-0.102,97.723,61,73.887,18.344,51.283
"Class2",52.411,20.917,28.889,"Z",80.081,47.04,78,68.273,84.328,99.868
"Class5",49.298,45.187,43.167,"D",80.034,78.214,56,95.333,13.839,43.583
"Class2",87.911,23.703,29.788,"Z",71.692,45.059,37,91.679,61.999,74.308
"Class1",60.382,44.974,31.466,"D",70.99,11.493,57,94.182,77.555,-1.633
"Class2",65.08,24.315,21.348,"N",72.633,45.347,47,108.721,68.823,85.509
"Class3",18.462,36.378,51.208,"X",73.24,82.548,52,88.851,66.604,71.524
"Class2",71.418,21.806,28.138,"Z",75.857,43.613,62,36.338,80.412,79.548
"Class2",95.529,14.313,30.43,"D",75.626,44.867,56,10.185,68.681,82.824
"Class1",62.997,44.329,NA,"N",65.875,31.754,57,89.71,77.308,1.731
"Class4",48.783,57.593,55.464,"U",68.941,79.781,83,66.261,75.954,22.663
"Class1",62.983,64.876,27.067,"K",55.511,17.682,53,86.656,83.563,61.894
"Class4",71.003,17.677,48.703,"E",70.608,79.147,98,67.216,94.267,30.739
"Class4",40.172,12.707,39.084,"J",74.095,79.569,64,67.591,69.294,57.423
"Class1",62.564,50.502,20.144,"K",63.034,26.481,56,84.601,88.478,7.692
"Class2",52.479,14.414,NA,NA,74.405,44.315,58,57.1,73.002,82.451
"Class5",39.12,90.724,28.993,"M",0.44,82.03,53,24.99,27.397,45.417
"Class1",63.973,73.679,30.553,"D",59.898,23.106,52,79.589,87.444,47.647
"Class2",78.439,22.222,17.872,"Z",75.874,47.233,76,29.105,79.453,94.276
"Class5",44.242,44.749,52.233,"N",93.598,81.12,35,84.085,10.539,50.152
"Class2",58.675,13.32,24.832,"N",76.531,46.212,64,76.296,89.793,88.694
"Class2",77.195,21.838,27.363,"D",78.004,46.557,36,87.566,69.612,58.678
"Class1",61.342,46.768,53.532,"K",67.431,28.004,60,82.838,95.304,18.332
"Class5",50.595,20.776,47.402,"I",74.249,58.401,51,72.09,47.616,60.875
"Class3",73.177,34.789,82.544,"G",75.352,84.019,44,91.269,80.532,78.431
"Class5",58.241,77.454,31.85,"X",46.113,85.956,53,39.753,6.492,55.215
"Class4",79.773,18.695,46.392,NA,77.731,79.105,89,65.923,79.453,22.961
"Class3",73.591,32.917,85.375,"T",82.53,79.018,44,91.045,75.755,53.588
"Class5",52.015,84.319,47.52,"X",54.4,84.617,54,76.266,4.068,72.668
"Class5",50.962,47.419,59.8,"X",15.495,64.86,30,57.581,45.835,80.866
"Class3",75.906,24.166,76.124,NA,84.426,79.322,41,88.888,78.984,83.483
"Class4",77.798,28.116,56.437,"K",75.847,80.226,90,61.997,94.735,56.199
"Class1",63.873,48.712,49.977,NA,63.993,18.686,53,86.208,80.052,40.77
"Class2",45.953,12.555,25.057,"Z",75.285,44.377,75,69.876,91.947,83.986
"Class5",59.403,33.819,50.503,"D",54.692,88.197,42,77.837,29.189,34.11
"Class1",65.116,52.193,54.554,"K",75.211,22.578,56,88.262,73.152,26.038
"Class1",62.347,50.308,57.856,"K",52.657,24.722,53,74.109,93.317,54.598
"Class1",63.869,31.804,44.757,NA,72.317,22.114,49,79.076,75.87,66.976
"Class1",62.7,41.746,62.255,"D",74.707,21.051,59,83.237,97.949,49.604
"Class2",80.253,14.899,27.917,"K",79.364,46.843,47,63.827,85.79,65.161
"Class4",38.942,50.692,52.401,"I",73.479,79.482,71,61.832,67.405,50.85
"Class5",25.962,46.914,NA,"N",119.91,62.121,53,75.425,17.407,62.783
"Class2",51.799,20.457,29.859,"E",74.982,44.449,62,30.823,67.842,77.205
"Class5",37.383,59.088,86.106,"M",50.756,74.254,47,60.786,49.112,59.328
"Class2",70.206,14.583,22.865,"E",73.694,45.809,48,74.074,73.638,78.442
"Class1",61.745,36.831,48.687,"X",57.364,27.288,60,82.026,89.747,9.179
"Class2",75.654,19.086,27.869,"E",72.97,47.447,73,92.338,73.13,77.177
"Class3",45.656,20.455,59.875,"T",76.896,80.648,39,96.957,66.918,89.584
"Class4",47.558,38.24,NA,"E",73.898,79.328,73,61.107,77.84,24.921
"Class2",41.121,16.644,22.602,"K",74.74,44.843,82,45.447,89.452,72.768
"Class4",43.452,35.318,70.756,NA,68.137,80.044,91,62.259,68.207,21.577
"Class2",42.461,23.492,31.57,NA,69.642,46.154,41,51.221,89.418,68.087
"Class4",51.592,51.158,31.983,"U",69.362,79.456,95,64.946,82.487,19.976
"Class1",60.976,50.06,24.662,"K",72.6,24.543,56,85.102,87.862,15.087
"Class3",52.755,33.399,53.554,"X",72.056,82.933,42,92.866,70.279,89.698
"Class3",13.912,23.575,68.232,"T",77.33,84.583,44,94.594,84.134,26.835
"Class4",42.79,64.512,35.233,"U",77.271,79.419,74,68.766,84.047,44.702
"Class4",34.535,23.054,30.496,"K",69.509,79.395,63,61.807,94.531,21.72
"Class5",46.607,49.013,28.18,NA,49.049,62.972,31,65.645,20.569,43.047
"Class1",68.89,33.345,60.853,"O",50.096,16.025,59,73.449,89.332,31.21
"Class5",51.49,59.857,88.77,"N",60.326,86.935,52,53.872,51.796,29.279
"Class4",39.273,40.639,52.22,"K",75.609,79.473,98,63.222,89.572,33.131
"Class2",46.812,20.844,18.345,"N",70.447,44.309,66,71.42,73.946,68.665
"Class3",15.312,19.853,72.583,"X",80.5,85.489,52,88.679,64.531,68.689
"Class5",18.74,81.852,52.824,"X",81.114,71.016,27,75.167,44.661,41.581
"Class1",61.756,43.159,16.984,"X",54.075,25.793,55,73.56,85.406,77.701
"Class5",46.46,84.679,51.749,"N",14.002,67.629,55,79.601,27.512,74.01
"Class2",68.088,16.037,26.814,NA,75.324,44.118,84,42.01,84.61,80.834
"Class4",71.404,63.425,30.537,"K",75.685,79.502,96,72.53,90.528,29.313
"Class4",76.814,44.701,33.039,"I",73.015,79.705,77,60.611,91.051,53.468
"Class2",49.465,17.309,21.367,"D",76.145,44.968,36,27.71,85.205,65.448
"Class2",62.397,18.162,27.458,"Z",74.382,44.934,79,37.971,82.133,82.464
"Class1",68.475,69.027,51.714,"N",54.988,15.375,53,95.678,86.34,94.573
"Class2",80.444,14.824,31.276,NA,77.027,43.846,61,34.087,61.414,85.055
"Class3",52.874,25.249,75.652,"T",76.925,80.653,42,92.302,79.207,89.434
"Class2",45.017,23.383,19.454,"Z",71.589,43.766,59,33.588,80.338,76.638
"Class5",34.74,46.003,68.752,"D",48.616,68.148,38,67.758,26.864,29.515
"Class3",9.508,35.741,NA,"F",68.416,81.219,46,89.102,47.915,73.969
"Class1",67.314,32.453,47.406,"N",70.734,21.697,57,83.972,77.199,17.952
"Class2",69.974,13.594,30.896,"E",76.658,46.844,56,55.159,87.54,73.734
"Class4",58.51,18.663,49.77,"K",70.555,79.512,75,66.957,71.638,69.075
"Class2",41.999,23.33,20.894,"Z",79.349,45.712,61,33.651,87.363,74.238
"Class2",81.26,18.686,NA,"Z",70.84,45.513,57,56.559,84.243,73.223
"Class1",68.925,70.515,NA,"N",53.638,14.693,60,83.079,72.995,46.542
"Class4",73.138,56.622,71.503,"J",78.673,79.293,89,60.468,72.375,32.947
"Class1",60.529,63.715,NA,"D",53.093,40.226,55,81.916,71.832,41.042
"Class3",56.031,28.758,93.592,"T",65.995,78.735,52,96.238,59.607,63.9
"Class1",67.807,46.697,45.198,"O",59.036,20.184,53,89.942,83.616,54.482
"Class5",54.917,84.741,32.894,"X",23.131,69.311,44,98.19,1.592,22.263
"Class4",77.165,52.485,32.087,"J",73.166,79.398,96,63.956,83.554,42.004
"Class2",89.037,13.673,24.196,"E",78.544,43.554,44,78.771,97.93,75.226
"Class3",7.43,31.048,58.485,"F",68.244,80.481,46,91.499,87.711,76.025
"Class5",31.39,58.096,61.971,"D",53.253,69.833,52,87.1,7.691,51.119
"Class2",78.31,13.762,30.297,"D",79.352,47.571,54,16.153,82.238,72.478
"Class1",62.675,55.662,NA,"O",52.966,39.318,53,89.233,88.521,73.198
"Class4",41.423,24.079,46.419,"I",75.557,79.781,76,65.304,75.34,27.364
"Class4",53.912,10.924,42.338,"I",73.614,79.39,65,69.948,77.935,57.74
"Class5",51.431,70.35,79.519,"I",76.668,90.479,40,86.673,21.181,43.294
"Class5",47.569,50.099,53.323,"D",71.95,52.802,42,55.708,27.023,47.304
"Class5",43.58,23.854,66.32,"M",64.104,77.716,44,57.753,17.085,55.509
"Class3",79.826,17.94,90.855,"T",73.897,83.164,51,94.577,60.536,61.348
"Class5",31.193,36.645,32.769,"X",69.423,72.804,34,52.03,9.204,41.285
"Class1",66.496,35.311,41.874,"N",70.741,40.104,52,88.411,83.742,64.101
