"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
33,17.417,NA,88.779,32.348,"Class2","X",47.276,32.039,51.463
85,-4.899,73.934,30.207,54.402,"Class2","K",49.613,41.433,51.269
58,54.345,31.049,66.401,88.805,"Class1","T",55.424,83.639,67.117
55,30.004,29.495,31.387,101.494,"Class1","K",72.222,31.525,67.755
47,59.923,20.076,87.364,67.323,"Class5","Q",56.46,66.019,36.405
84,-0.034,NA,81.49,40.472,"Class2","Y",47.518,34.641,51.096
81,50.723,39.443,85.405,77.271,"Class5","P",43.58,66.357,26.563
15,47.109,43.65,90.659,25.494,"Class3","N",78.783,16.044,47.49
53,36.387,49.177,78.931,63.711,"Class5","W",51.014,66.769,24.382
47,14.707,61.234,58.258,69.074,"Class4","H",37.895,83.558,12.415
79,11.907,72.87,20.88,72.695,"Class2","H",55.837,36.724,51.335
32,46.258,64.608,64.986,72.101,"Class4","X",36.31,91.238,12.961
67,12.225,64.592,34.264,42.398,"Class2","K",52.706,14.739,51.091
30,19.496,-2.264,91.019,64.517,"Class5","W",50.677,66.071,37.45
52,17.523,71.344,91.559,36.916,"Class2","H",55.187,37.898,51.418
79,15.897,75.43,23.951,88.044,"Class2","Y",50.091,11.037,51.141
59,-3.022,76.09,83.492,51.576,"Class2","X",44.164,2.358,51.791
67,25.391,36.628,56.373,71.059,"Class4","X",39.337,67.135,12.06
62,NA,77.741,32.804,95.74,"Class1","U",74.526,63.685,64.903
30,NA,NA,79.005,47.332,"Class3","S",74.399,26.343,46.723
62,45.87,60.051,72.939,76.001,"Class1","X",41.808,15.273,65.56
45,10.691,78.397,44.443,95.455,"Class2","K",54.116,10.639,51.47
46,74.054,46.969,84.981,55.557,"Class3","I",73.224,1.434,47.782
67,21.663,73.464,47.176,32.659,"Class2","X",53.058,7.549,51.621
84,17.602,73.437,51.538,58.868,"Class2","H",57.822,35.194,51.105
30,40.421,49.29,58.25,72.685,"Class4","S",45.015,14.786,12.824
10,96.462,47.803,88.296,78.28,"Class3","S",69.811,14.525,46.688
81,45.747,30.694,76.008,69.859,"Class5","Q",33.999,66.9,36.929
30,56.732,19.882,94.365,59.151,"Class5","P",56.464,66.088,30.249
23,68.37,50.49,82.75,8.512,"Class3","N",71.751,6.275,47.483
42,15.704,67.107,61.078,44.431,"Class2","Y",54.701,33.501,51.525
14,75.511,45.669,89.438,104.326,"Class3","N",68.938,28.656,46.75
49,51.06,NA,60.501,69.684,"Class4","S",62.114,52.446,12.683
39,58.959,44.02,79.596,23.588,"Class3","S",71.447,2.399,46.448
12,59.374,48.213,79.521,55.296,"Class3","I",77.271,19.654,47.388
68,70.478,49.987,60.388,74.347,"Class4","I",58.898,58.246,12.248
39,79.739,58.744,62.394,72.954,"Class4","I",40.173,75.821,12.033
62,NA,43.558,60.556,70.725,"Class4","X",27.897,53.944,12.894
53,41.791,NA,45.845,91.922,"Class1","U",54.463,41.4,64.967
55,9.339,77.329,52.111,37.906,"Class2","T",48.477,44.716,51.065
56,35.014,19.143,30.522,83.127,"Class1","F",66.189,88.948,66.295
53,25.035,15.902,88.55,70.772,"Class5","W",48.526,66.699,33.747
35,21.97,49.48,59.402,70.102,"Class4","C",35.94,44.409,12.002
72,42.624,21.804,92.621,65.34,"Class5","W",64.794,66.378,36.065
9,55.221,48.111,79.936,87.96,"Class3","T",65.696,15.798,47.811
77,12.7,5.358,91.465,67.993,"Class5","P",38.379,66.536,29.764
53,35.718,53.769,55.561,89.594,"Class1","F",64.211,54.862,64.025
16,11.254,62.806,59.517,72.858,"Class4","H",41.559,61.939,12.336
71,13.05,68.65,20.175,45.656,"Class2","H",56.087,48.84,51.184
53,29.713,50.694,66.813,96.552,"Class1","X",55.353,34.551,63.353
76,15.386,28.026,91.264,69.555,"Class5","S",59.101,66.585,39.232
85,11.229,73.514,21.377,67.355,"Class2","Y",46.593,18.277,51.501
13,64.809,47.996,79.436,119.862,"Class3","Q",71.306,14.149,46.273
71,54.44,9.931,85.071,60.715,"Class5","P",51.507,66.371,42.225
3,55.177,44.623,88.341,39.484,"Class3","N",78.552,1.557,47.168
45,15.228,47.536,97.404,75.863,"Class5","P",48.522,66.634,22.945
34,14.272,73.806,92.317,80.79,"Class2","Y",50.709,30.201,51.395
56,15.932,89.268,42.524,85.667,"Class1","F",43.62,37.009,64.113
20,82.112,42.424,90.437,24.438,"Class3","I",61.699,22.087,46.349
74,54.061,50.645,63.03,75.3,"Class4","I",39.154,31.989,12.006
73,5.977,78.204,84.683,26.936,"Class2","X",45.904,39.612,51.144
48,50.487,45.967,89.491,54.228,"Class3","N",65.365,26.097,47.833
48,42.314,42.452,66.332,62.144,"Class5","W",18.012,66.637,32.081
61,34.126,31.507,93.064,74.245,"Class5","W",56.303,66.846,28.61
75,31.646,26.16,90.726,63.862,"Class5","P",51.956,66.74,40.601
31,-16.812,51.247,59.274,75.949,"Class4","C",44.358,45.658,12.401
56,10.939,57.616,67.066,81.798,"Class1","X",67.798,53.687,64.501
40,NA,50.018,82.862,66.399,"Class3","N",70.242,18.836,46.692
33,NA,46.104,83.21,105.541,"Class3","I",72.997,4.148,46.36
28,85.055,40.927,85.438,61.144,"Class3","S",76.784,16.462,47.851
63,NA,33.703,83.531,88.14,"Class1","F",73.385,47.43,65.51
68,-1.776,66.039,78.405,76.63,"Class2","X",55.537,17.7,51.558
71,29.993,23.416,67.997,64.989,"Class5","S",50.076,66.371,22.319
85,15.925,78.226,78.114,107.284,"Class2","T",49.584,25.224,51.912
84,-2.846,36.913,57.479,71.85,"Class4","I",47.196,36.012,12.237
32,19.058,69.689,22.994,16.371,"Class2","H",59.655,43.963,51.833
57,42.135,52.408,42.403,88.119,"Class1","F",48.586,44.003,65.78
44,24.558,66.055,55.159,55.2,"Class2","Y",47.631,33.807,51.076
50,66.403,34.414,67.653,65.252,"Class5","Z",42.971,66.202,32.147
42,43.945,50.039,68.906,64.695,"Class5","Z",65.767,66.62,41.675
12,64.143,46.69,86.007,79.021,"Class3","S",67.01,18.971,47.425
51,40.365,16.562,88.505,59.285,"Class5","S",57.158,66.718,26.042
35,64.839,44.83,79.259,38.031,"Class3","Q",64.209,4.338,47.977
43,61.26,52.581,85.208,52.883,"Class3","N",72.039,4.992,47.29
54,31.606,49.017,52.626,82.79,"Class1","K",55.754,21.79,69.958
45,58.686,50.003,87.561,60.207,"Class3","S",75.209,14.899,46.766
81,NA,71.934,82.497,50.646,"Class2","Y",47.671,39.065,51.276
69,69.295,NA,57.499,73.319,"Class4","I",54.076,69.561,12.974
57,20.028,24.549,30.739,94.765,"Class1","T",34.404,40.57,68.72
46,18.247,71.247,93.264,32.32,"Class2","H",46.765,11.9,51.217
55,53.658,39.363,57.573,77.296,"Class4","S",42.246,21.913,12.67
28,74.077,51.414,58.06,73.432,"Class4","H",56.849,74.513,12.801
37,42.517,27.408,95.12,64.503,"Class5","S",44.033,66.637,41.022
63,55.504,8.274,76.523,67.31,"Class5","Q",60.936,66.713,35.497
40,74.305,44.091,82.657,16.63,"Class3","I",65.689,14.85,46.903
56,12.304,73.423,69.769,-4.796,"Class2","Y",56.665,43.312,51.217
33,29.102,53.264,77.608,69.517,"Class5","S",66.36,66.971,29.488
68,2.186,NA,74.335,67.317,"Class5","Z",45.961,66.503,24.518
78,23.071,NA,98.03,77.399,"Class5","W",19.681,66.566,34.263
62,27.182,56.325,56.523,90.303,"Class1","T",64.615,31.104,65.075
57,99.688,62.376,59.997,72.433,"Class4","I",74.638,77.918,12.729
45,20.452,61.542,59.164,74.574,"Class4","X",30.891,28.732,12.917
86,14.901,48.686,58.51,71.254,"Class4","S",59.247,17.897,12.674
9,100.269,41.951,79.203,104.363,"Class3","Q",70.304,28.173,47.132
42,10.979,81.379,66.253,49.589,"Class2","T",49.213,2.173,51.02
39,92.456,44.294,86.88,94.219,"Class3","N",73.826,19.725,46.43
66,44.462,17.729,78.154,73.348,"Class5","S",48.498,66.602,26.608
45,61.205,56.273,57.18,74.801,"Class4","S",45.549,90.157,12.373
75,45.227,18.095,89.768,57.868,"Class5","P",62.761,66.207,32.626
56,6.235,21.21,96.511,64.712,"Class5","Q",43.776,66.902,27.625
54,28.672,63.429,57.884,78.423,"Class1","F",57.008,24.712,66.945
61,25.477,62.731,31.352,92.662,"Class1","X",66.977,48.067,66.499
65,24.103,56.905,72.522,61.387,"Class5","S",44.148,66.495,24.309
47,53.909,41.39,56.993,68.291,"Class4","S",30.877,18.418,12.11
48,21.989,41.519,98.69,79.897,"Class5","Q",57.518,66.964,31.166
35,105.695,46.96,86.514,98.715,"Class3","N",64.948,17.036,46.971
77,44.588,32.095,86.49,61.616,"Class5","S",46.425,66.391,25.699
2,78.984,50.411,84.843,49.177,"Class3","I",62.928,0.634,46.134
47,27.029,23.462,79.335,72.897,"Class5","S",45.791,66.998,39.143
27,59.783,43.152,90.065,31.928,"Class3","I",67.77,31.743,47.175
62,15.582,27.759,45.332,81.895,"Class1","F",41.318,63.402,65.519
61,31.069,81.039,27.175,56.414,"Class2","H",52.868,18.697,51.277
59,7.336,58.373,56.416,75.073,"Class4","S",52.765,79.818,12.717
76,34.7,NA,77.527,60.664,"Class5","W",55.91,66.916,28.568
28,16.473,37.018,83.334,75.948,"Class5","W",42.809,66.12,25.742
33,9.2,73.175,30.993,-15.719,"Class2","T",49.916,17.654,51.428
60,10.4,77.685,47.631,75.799,"Class2","H",51.033,41.122,51.307
78,46.044,52.733,60.148,75.612,"Class4","S",59.071,56.362,12.82
11,58.942,NA,90.047,12.526,"Class3","T",76.913,13.809,46.788
55,25.447,30.106,24.805,84.024,"Class1","T",24.588,83.358,66.462
57,16.064,38.422,42.063,85.216,"Class1","U",67.172,54.969,69.047
68,13.992,71.368,41.217,18.723,"Class2","K",48.726,2.824,51.761
57,22.885,77.038,76.393,-18.045,"Class2","Y",51.111,28.68,51.746
28,72.034,44.98,81.876,85.506,"Class3","I",64.369,17.94,46.269
42,38.519,24.246,68.318,64.478,"Class5","Q",38.165,66.913,40.469
59,-2.547,68.982,93.283,34.057,"Class2","H",58.033,35.926,51.467
59,67.208,38.209,85.633,79.456,"Class5","Z",39.523,66.404,39.615
19,70.256,48.42,80.912,26.291,"Class3","S",65.75,30.463,47.849
33,34.174,5.393,89.587,75.848,"Class5","W",30.539,66.177,27.934
9,84.761,52.987,86.49,44.439,"Class3","S",63.327,1.262,47.165
77,17.574,68.186,51.096,76.3,"Class2","Y",43.351,39.383,51.778
39,41.512,NA,86.234,43.99,"Class3","S",73.846,1.197,47.577
47,83.041,39.568,85.812,38.787,"Class3","N",67.387,5.573,46.704
63,6.711,23.152,93.182,83.367,"Class1","X",75.025,57.951,66.923
3,51.516,51.49,80.501,77.886,"Class3","N",73.851,18.775,46.978
59,16.436,72.057,43.485,75.741,"Class2","Y",51.457,42.108,51.695
51,12.027,NA,38.987,45.216,"Class2","T",57.996,27.942,51.587
32,28.299,53.237,62.265,71.54,"Class4","I",49.375,15.824,12.566
64,63.833,20.801,73.603,71.224,"Class5","S",29.971,66.021,36.386
62,NA,10.076,96.656,68.704,"Class5","P",44.87,66.686,25.538
39,48.51,46.356,86.353,81.533,"Class3","T",79.228,21.056,46.714
56,NA,17.275,67.894,93.895,"Class1","F",60.362,29.282,63.86
56,20.729,53.721,77.749,89.657,"Class1","T",59.191,69.167,69.521
26,70.379,45.649,79.539,31.791,"Class3","N",65.916,26.127,46.857
65,17.132,71.671,19.637,83.058,"Class2","Y",49.045,29.178,51.066
15,51.032,58.066,60.616,68.765,"Class4","I",64.278,72.036,12.257
50,7.091,48.845,64.92,71.48,"Class4","H",40.124,56.567,12.967
39,11.606,66.701,19.541,70.823,"Class2","X",52.504,44.354,51.688
61,31.092,84.763,65.614,84.143,"Class1","F",80.475,34.822,66.369
62,33.717,50.494,40.675,77.353,"Class1","T",68.294,45.053,63.038
24,88.176,43.77,61.752,70.113,"Class4","H",72.205,21.626,12.366
11,53.427,45.306,79.399,57.891,"Class3","S",62.964,6.814,46.839
30,25.94,53.249,57.024,71.095,"Class4","C",21.931,86.604,12.5
28,29.468,24.358,83.655,66.274,"Class5","W",54.23,66.567,26.633
37,73.593,41.82,85.808,62.784,"Class3","T",66.786,19.383,47.989
61,40.823,40.367,26.667,102.183,"Class1","U",84.516,72.756,65.023
22,74.428,44.737,83.434,55.5,"Class3","Q",60.57,7.593,47.7
50,43.996,31.758,91.427,65.729,"Class5","Z",34.391,66.554,30.807
39,75.252,50.454,82.956,18.082,"Class3","T",78.986,30.781,46.829
52,30.048,44.692,63.583,70.438,"Class4","H",68.358,43.957,12.895
84,4.369,70.393,19.8,44.796,"Class2","K",53.15,2.885,51.729
63,24.481,44.774,35.248,94.4,"Class1","X",48.16,50.879,68.053
55,22.465,NA,65.358,67.273,"Class1","K",51.731,65.757,65.795
7,65.863,43.229,90.547,61.299,"Class3","N",62.818,1.579,46.989
78,31.311,10.41,78.8,64.209,"Class5","S",58.887,66.736,42.449
58,34.061,37.523,65.23,72.618,"Class5","S",74.954,66.704,34.907
19,39.891,47.095,60.996,74.901,"Class4","C",38.183,77.488,12.187
46,78.484,50.012,86.135,38.332,"Class3","Q",81.663,31.121,46.885
36,19.262,49.988,56.206,75.32,"Class4","X",36.604,78.579,12.118
43,43.491,46.986,86.383,99.42,"Class3","S",77.338,24.507,47.869
36,23.459,63.69,56.73,67.131,"Class4","S",40.585,64.449,12.079
29,17.439,81.26,22.084,28.042,"Class2","T",47.92,4.997,51.709
27,39.043,52.065,83.936,73.892,"Class3","Q",68.336,23.964,46.361
55,14.535,71.356,51.666,95.613,"Class2","K",54.437,22.52,51.301
61,39.927,53.66,67.484,82.032,"Class1","U",57.967,86.496,67.695
54,36.755,60.083,86.391,92.4,"Class1","F",48.12,14.106,68.931
55,20.088,39.785,64.572,90.437,"Class1","T",42.44,50.315,67.629
74,14.295,65.479,69.169,24.027,"Class2","H",54.57,36.711,51.692
55,0.55,66.01,82.879,84.526,"Class2","Y",55.712,8.239,51.147
62,30.649,24.254,76.41,47.838,"Class5","Z",44.965,66.147,30.874
58,41.436,39.146,84.414,56.405,"Class5","P",67.139,66.693,36.271
46,32.502,21.966,85.781,73.704,"Class5","S",51.364,66.734,23.64
22,44.639,56.168,59.533,75.786,"Class4","C",50.376,76.448,12.294
32,24.093,32.761,83.601,69.366,"Class5","S",36.801,66.609,24.118
29,10.962,76.644,91.554,72.424,"Class2","H",51.377,3.672,51.772
75,23.261,40.391,69.683,64.734,"Class5","Z",53.331,66.692,27.403
82,67.122,24.629,88.815,67.931,"Class5","S",52.45,66.209,40.536
63,32.926,24.471,70.746,66.205,"Class5","Q",59.324,66.957,35.878
49,44.982,48.447,60.285,69.894,"Class4","C",60.892,63.556,12.094
37,30.726,6.648,69.686,63.485,"Class5","Q",55.039,66.351,38.955
66,8.596,68.297,93.894,39.986,"Class2","T",56.044,23.858,51.292
42,1.56,66.995,35.148,29.083,"Class2","X",54.775,5.7,51.541
12,20.655,63.693,56.075,73.357,"Class4","C",40.096,82.85,12.987
49,11.84,68.287,62.263,92.16,"Class2","K",49.771,26.6,51.537
36,29.867,27.934,65.163,49.949,"Class5","Q",62.983,66.775,35.206
89,59.855,59.637,57.878,69.485,"Class4","S",13.686,27.797,12.589
55,68.27,56.44,60.003,70.291,"Class4","I",39.015,76.873,12.353
55,22.524,65.703,19.832,79.209,"Class1","K",67.586,38.257,64.488
60,36.439,95.442,78.773,81.087,"Class1","U",79.202,62.777,65.439
62,34.653,NA,58.393,93.603,"Class1","K",70.961,57.987,68.043
81,2.864,-15.168,94.202,61.619,"Class5","W",56.778,66.522,36.733
43,63.863,41.567,89.731,46.393,"Class3","Q",73.302,19.989,46.84
54,25.118,34.405,74.229,92.294,"Class1","T",44.567,57.049,67.157
38,17.491,79.032,91.187,35.618,"Class2","X",52.717,40.614,51.196
83,31.093,52.397,61.306,75.267,"Class4","X",27.409,36.69,12.679
3,72.403,50.775,82.829,96.09,"Class3","N",75.876,6.121,47.88
47,58.396,49.453,58.667,73.502,"Class4","X",34.419,15.067,12.25
29,21.309,70.59,20.367,40.324,"Class2","K",55.137,45.277,51.936
45,14.298,65.291,55.238,23.263,"Class2","T",48.457,41.048,51.035
62,32.72,63.08,74.963,85.609,"Class1","K",50.161,75.24,63.968
50,18.266,64.268,61.445,71.915,"Class4","C",63.383,45.128,12.32
65,14.19,39.782,74.696,65.605,"Class5","Z",43.63,66.6,39.086
59,NA,67.017,39.052,52.403,"Class2","K",57.458,43.203,51.563
38,40.427,39.656,95.055,70.965,"Class5","Q",60.032,66.394,37.898
68,32.994,5.725,70.054,80.863,"Class5","S",45.305,66.368,38.369
54,16.872,85.85,24.585,98.429,"Class1","U",60.359,29.457,65.646
34,54.433,43.463,61.638,74.536,"Class4","X",39.814,37.62,12.689
48,47.629,25.879,57.894,75.899,"Class4","C",51.025,70.668,12.812
57,3.28,70.905,56.12,-7.289,"Class2","H",53.283,26.467,51.509
42,28.937,NA,87.044,66.032,"Class5","Z",80.586,66.61,32.642
42,77.449,45.073,84.312,43.781,"Class3","S",65.719,6.745,47.525
55,20.088,75.443,94.153,90.348,"Class1","U",97.86,68.876,68.784
69,27.754,77.227,85.152,37.317,"Class2","K",53.267,46.6,51.955
48,41.168,40.41,58.454,74.011,"Class4","H",47.409,27.23,12.321
60,20.216,39.31,40.081,86.927,"Class1","X",76.926,67.319,68.39
60,26.434,39.08,67.26,91.014,"Class1","X",65.402,53.527,67.981
53,43.346,38.207,21.861,73.08,"Class1","T",68.937,13.363,68.471
67,15.012,80.578,79.653,23.824,"Class2","Y",52.252,34.163,51.586
34,75.007,44.315,87.254,80.072,"Class3","T",65.831,3.974,46.907
79,2.061,74.127,82.364,-9.57,"Class2","H",57.072,34.157,51.553
26,76.194,NA,84.918,62.144,"Class3","I",72.545,17.458,46.601
61,48.475,85.132,69.972,93.17,"Class1","F",72.297,29.042,65.461
2,76.718,46.452,83.307,22.411,"Class3","I",65.663,27.198,47.644
61,51.476,39.769,27.311,95.47,"Class1","F",63.076,37.952,67.222
59,25.323,46.774,21.816,75.835,"Class1","F",44.095,60.501,68.516
46,34.32,50.961,61.034,71.345,"Class4","C",62.777,44.474,12.216
87,47.677,NA,61.094,74.338,"Class4","C",38.851,14.776,12.836
31,72.739,43.904,88,56.859,"Class3","S",57.876,22.49,46.764
34,8.644,-1.985,94.875,59.709,"Class5","S",49.402,66.916,23.603
40,11.882,26.424,87.117,51.727,"Class5","W",41.386,66.172,25.15
55,50.151,28.87,56.692,73.25,"Class4","H",49.823,53.113,12.069
33,69.979,46.928,87.668,34.431,"Class3","N",83.81,17.613,46.568
86,-10.234,65.645,60.367,74.009,"Class4","C",59.346,31.269,12.688
54,21.544,7.846,69.824,82.168,"Class1","U",66.826,88.412,65.271
58,39.472,24.688,68.82,93.524,"Class1","F",45.559,44.87,67.747
63,10.488,68.81,57.182,76.097,"Class4","S",39.637,57.975,12.451
70,45.96,-2.102,98.657,68.169,"Class5","S",38.614,66.798,24.606
61,49.224,70.391,78.21,90.339,"Class1","F",64.619,65.211,68.736
50,76.553,48.869,79.907,61.852,"Class3","T",63.934,30.717,47.437
60,18.559,31.421,57.326,93.523,"Class1","U",39.995,19.889,67.87
62,38.927,54.083,85.133,92.376,"Class1","U",43.916,15.088,68.634
4,58.58,42.038,90.7,56.046,"Class3","I",70.98,7.522,46.7
35,74.713,55.859,64.286,74.758,"Class4","C",42.296,37.022,12.372
58,15.566,37.942,29.641,88.905,"Class1","U",60.176,75.035,65.348
52,39.163,23.087,74.912,71.904,"Class5","W",23.871,66.388,29.211
55,30.677,53.056,77.32,82.371,"Class1","U",42.84,28.32,67.499
37,67.785,45.673,81.1,39.866,"Class3","S",65.599,18.759,46.545
46,51.387,50.637,86.611,34.714,"Class3","T",62.855,24.182,47.803
41,36.107,38.058,82.018,68.544,"Class5","P",58.65,66.472,29.814
36,84.72,43.043,84.789,75.497,"Class3","N",63.783,3.589,47.462
11,54.438,46.367,86.786,36.108,"Class3","N",64.299,19.286,47.998
50,18.427,59.445,61.793,72.284,"Class4","H",45.779,70.386,12.923
71,17.007,44.711,58.051,69.549,"Class4","C",35.125,29.097,12.88
22,81.894,49.093,88.566,120.447,"Class3","I",63.805,30.832,47.072
80,27.806,-6.571,81.326,73.127,"Class5","Z",73.4,66.033,27.36
47,7.138,70.545,29.373,85.881,"Class2","X",54.339,4.814,51.903
26,65.016,48.201,85.532,54.295,"Class3","Q",73.91,2.527,47.302
27,NA,NA,84.578,46.591,"Class2","H",55.577,11.583,51.151
58,17.547,69.32,49.155,84.795,"Class1","F",28.257,35.376,68.764
9,54.749,46.421,80.661,92.487,"Class3","T",60.912,7.618,46.304
60,23.419,11.084,89.127,86.23,"Class1","T",47.06,32.387,66.662
59,4.11,NA,43.714,80.449,"Class1","K",51.147,17.088,65.301
83,14.244,NA,62.716,70.478,"Class4","H",24.875,39.336,12.842
79,42.228,19.784,83.529,71.232,"Class5","Q",49.406,66.271,31.906
67,6.097,67.687,79.348,42.842,"Class2","K",53.407,23.744,51.523
36,NA,39.285,90.006,16.093,"Class3","S",73.503,31.905,47.086
68,9.181,62.037,40.155,79.564,"Class2","T",60.412,44.764,51.326
53,-1.817,36.909,64.125,78.915,"Class1","T",97.335,38.939,66.314
79,49.928,47.761,57.548,71.481,"Class4","H",49.044,50.702,12.82
30,43.434,15.714,91.717,63.43,"Class5","P",60.315,66.145,32.22
26,65.309,48.028,80.936,58.27,"Class3","I",62.86,21.714,46.267
15,64.24,50.488,62.24,69.351,"Class4","I",27.466,60.141,12.2
60,43.795,14.459,81.654,61.771,"Class5","P",42.975,66.168,30.425
56,31.681,29.885,83.09,77.671,"Class1","T",56.717,35.268,69.311
57,17.727,73.579,27.692,77.1,"Class1","K",35.14,67.222,63.827
54,-2.086,NA,75.801,101.327,"Class1","K",66.247,23.055,69.474
63,55.187,51.662,58.645,73.796,"Class4","I",39.561,14.687,12.298
55,13.535,69.493,67.616,108.093,"Class2","T",48.607,11.832,51.2
52,12.968,69.429,63.746,74.664,"Class2","Y",52.073,40.185,51.713
43,42.786,51.77,59.885,67.954,"Class4","X",30.962,71.688,12.647
25,69.233,44.073,82.643,81.398,"Class3","T",68.278,25.659,47.807
71,6.94,69.704,49.856,70.575,"Class2","Y",49.041,5.645,51.556
75,6.82,70.558,83.163,47.658,"Class2","K",54.52,15.884,51.536
43,45.445,15.113,73.136,63.792,"Class5","Q",55.382,66.546,39.741
61,13.882,71.147,63.946,-48.394,"Class2","K",58.366,23.897,51.178
58,32.494,35.137,88.747,81.195,"Class1","T",63.677,42.667,66.944
21,99.182,45.078,80.814,59.639,"Class3","I",65.474,27.001,47.588
32,81.933,46.564,87.651,63.361,"Class3","Q",72.797,24.869,46.786
60,7.735,61.739,29.691,85.898,"Class1","U",34.898,45.061,66.086
35,33.655,27.116,79.002,71.053,"Class5","S",43.006,66.042,42.291
56,32.962,62.34,96.615,92.161,"Class1","F",74.92,29.536,64.129
8,70.266,43.473,83.05,38.535,"Class3","I",81.13,5.677,46.72
63,7.054,37.361,61.579,97.378,"Class1","T",15.912,60.641,67.367
32,1.199,73.317,30.315,85.984,"Class2","X",56.01,2.667,51.651
73,44.735,24.032,92.126,67.11,"Class5","W",42.631,66.981,26.325
50,5.742,64,71.255,78.114,"Class2","T",51.863,19.883,51.32
56,21.882,31.387,94.923,101.635,"Class1","F",67.123,84.435,64.039
82,11.704,72.954,53.917,41.952,"Class2","H",43.274,6.386,51.242
61,29.374,66,43.606,76.892,"Class1","X",60.547,82.791,69.885
71,26.81,15.284,94.161,53.743,"Class5","S",45.129,66.254,33.676
64,16.972,66.802,83.57,63.679,"Class5","S",62.055,66.951,34.025
65,1.133,38.232,56.535,72.131,"Class4","C",39.849,77.31,12.921
78,32.565,27.796,66.935,65.118,"Class5","P",61.338,66.473,29.286
32,16.04,48.807,64.547,72.78,"Class4","I",36.7,43.704,12.654
50,41.755,45.702,86.993,69.93,"Class3","Q",61.509,1.687,47.163
39,61.867,40.637,56.543,75.422,"Class4","C",32.541,33.47,12.928
50,47.211,47.416,83.655,89.784,"Class3","T",67.806,14.512,47.395
61,15.781,108.125,43.001,78.634,"Class1","K",61.739,58.242,65.621
12,44.988,63.15,58.247,72.908,"Class4","C",56.297,22.957,12.284
68,14.362,39.34,60.432,72.911,"Class4","H",70.652,87.122,12.007
31,80.672,49.627,88.286,86.552,"Class3","N",66.822,11.23,46.78
71,6.724,72.544,19.205,86.925,"Class2","X",56.254,15.363,51.731
38,35.979,NA,74.636,47.255,"Class5","W",54.41,66.379,32.53
53,33.692,67.354,77.772,81.973,"Class1","X",54.501,28.639,69.945
32,94.77,50.488,85.289,27.509,"Class3","Q",63.22,8.589,47.194
19,36.66,36.078,60.934,71.833,"Class4","S",46.266,26.617,12.636
67,6.523,73.817,18.167,62.594,"Class2","X",47.153,29.793,51.344
44,66.238,48.011,87.758,22.868,"Class3","S",78.952,18.193,46.76
14,41.154,46.068,57.49,73.421,"Class4","X",32.541,33.754,12.038
56,13.597,78.706,83.926,59.551,"Class2","H",50.246,31.179,51.651
83,12.172,73.339,90.933,-7.889,"Class2","T",44.104,21.283,51.06
56,30.541,75.002,88.536,83.438,"Class1","U",61.323,53.104,64.952
28,56.893,37.422,69.195,70.288,"Class5","S",57.697,66.988,30.645
46,30.609,57.973,56.09,72.265,"Class4","X",46.999,33.56,12.523
24,69.81,40.213,87.657,55.061,"Class3","I",69.118,5.44,46.61
53,24.319,69.452,43.935,93.992,"Class1","X",66.232,34.701,67.6
51,30.309,30.57,67.443,62.864,"Class5","Z",56.473,66.709,35.817
56,34.614,56.629,80.566,91.124,"Class1","F",25.401,76.947,68.841
44,19.345,81.884,37.627,54.946,"Class2","T",47.886,34.639,51.54
57,66.869,57.166,56.77,74.444,"Class4","H",38.619,43.519,12.99
59,30.601,38.744,53.79,95.684,"Class1","U",39.574,50.012,65.072
55,35.728,53.976,61.666,80.479,"Class1","U",51.896,26.991,63.277
60,10.727,91.213,68.72,77.88,"Class1","T",14.914,68.978,66.272
53,41.405,44.948,58.681,75.2,"Class4","X",3.843,39.911,12.085
60,33.315,42.76,51.602,75.57,"Class1","T",84.631,43.877,66.403
24,96.282,44.49,83.207,46.579,"Class3","N",74.25,27.534,46.403
39,73.066,47.052,89.956,47.277,"Class3","T",80.462,27.669,46.151
62,37.14,21.079,96.141,74.275,"Class1","U",28.266,54.171,64.825
44,31.591,14.383,80.714,56.601,"Class5","Q",61.587,66.436,34.92
54,18.062,50.527,53.033,99.625,"Class1","K",17.466,69.168,65.143
54,38.354,NA,84.566,97.42,"Class1","X",35.996,83.193,66.831
9,60.671,46.922,85.181,34.138,"Class3","N",73.173,22.099,46.214
72,66.631,16.412,72.413,68.535,"Class5","S",48.697,66.35,35.619
79,41.513,36.717,98.579,63.822,"Class5","Z",50.936,66.854,24.363
51,1.013,72.557,65.9,102.845,"Class2","Y",55.079,11.821,51.183
75,32.046,32.606,70.757,68.508,"Class5","S",62.297,66.555,41.518
43,68.924,48.211,56.084,74.803,"Class4","C",49.324,74.076,12.428
55,21.718,31.469,65.706,81.134,"Class1","X",64.727,21.657,67.585
43,69.011,39.421,88.172,61.649,"Class3","I",63.855,22.215,47.183
42,84.314,46.361,85.353,43.324,"Class3","I",74.774,11.689,46.994
37,1.245,65.24,40.905,37.095,"Class2","T",58.063,30.37,51.964
2,58.897,45.549,84.528,15.059,"Class3","I",68.041,19.851,47.837
53,26.572,71.785,40.015,79.524,"Class1","K",88.816,18.058,66.172
40,61.984,50.138,59.287,71.826,"Class4","H",60.844,83.161,12.789
72,-2.117,71.697,39.779,84.606,"Class2","X",59.376,21.373,51.492
39,82.226,57.2,61.747,70.53,"Class4","I",51.214,67.519,12.435
