"EJS1","SLH2","ZUD3","JFS4","WML5","EHM6","IPF7","ZUS8","TKM9","OHJ10","Output21","RYQ11"
16.915,"I",65.722,33,17.767,52.389,15.042,77,70.45,50.755,"Class1",70.634
24.971,"K",25.086,10,8.444,28.761,38.459,87,26.99,77.783,"Class2",21.18
30.906,"T",32.778,9,21.825,28.665,29.883,88,22.343,85.459,"Class2",24.112
75.859,"S",90.459,65,69.745,42.196,29.06,23,62.203,92.995,"Class3",42.52
83.294,"C",95.738,92,80.264,68.529,31.708,30,63.652,75.054,"Class3",38.034
80.981,"T",92.738,83,73.135,50.774,31.593,13,59.35,74.967,"Class3",40.538
13.218,"X",65.496,77,1.958,40.363,11.281,NA,68.454,69.106,"Class1",67.807
64.041,"Z",93.059,89,68.505,94.363,33.038,39,59.703,45.343,"Class3",39.839
71.354,"Z",86.374,84,64.804,78.336,33.296,26,63.326,67.53,"Class3",46.161
7.826,"G",66.019,76,37.81,43.562,18.118,76,68.878,61.321,"Class1",67.597
70.679,"C",95.533,94,57.747,64.856,31.322,NA,NA,75.062,"Class3",37.17
21.151,"V",25.35,3,26.839,22.251,40.408,NA,29.42,48.55,"Class2",14.088
81.478,"T",89.818,84,65.136,42.286,30.406,5,58.81,67.105,"Class3",36.206
24.511,"T",15.479,13,16.002,20.145,50.582,89,10.857,55.768,"Class2",6.94
25.497,"A",36.559,11,21.583,34.12,38.194,87,26.137,63.028,"Class2",27.199
22.877,"W",24.325,12,29.49,33.893,44.92,91,31.04,74.272,"Class2",9.098
87.216,"S",95.855,68,59.707,22.211,29.789,27,59.68,30.834,"Class3",36.639
13.028,"L",65.417,41,13.615,22.068,4.572,76,66.401,47.697,"Class1",64.635
23.242,"A",31.999,4,24.364,27.978,57.362,90,17.595,63.02,"Class2",14.741
30.935,"G",65.761,60,37.424,79.187,12.951,73,68.878,39.006,"Class1",67.976
28.745,"V",31.717,10,31.701,17.905,34.511,88,11.835,62.457,"Class2",17.086
69.552,"T",87.872,80,78.042,12.963,32.825,39,60.224,37.569,"Class3",41.755
71.45,"C",90.098,94,73.949,40.617,30.611,22,63.55,69.549,"Class3",41.453
24.15,"I",64.741,53,40.672,44.642,10.444,74,70.539,41.08,"Class1",66.715
25.186,"W",44.043,3,30.302,21.181,36.346,86,16.341,40.011,"Class2",14.016
31.49,"W",23.866,10,25.953,21.701,51.373,89,19.979,77.869,"Class2",18.275
21.913,"G",65.31,86,7.799,79.556,18.812,76,68.847,74.135,"Class1",65.108
33.782,"W",11.657,4,24.04,19.755,25.877,85,13.535,59.558,"Class2",20.383
91.282,"I",96.424,84,66.081,16.985,32.623,19,62.236,32.06,"Class3",34.845
19.88,"I",65.118,67,58.073,47.847,21.348,72,69.871,76.214,"Class1",68.002
32.334,"V",49.531,7,-2.017,36.425,30.732,89,30.158,48.96,"Class2",19.904
34.885,"W",59.123,12,18.144,26.127,50.13,NA,26.369,72.098,"Class2",18.642
9.482,"X",65.3,85,31.951,72.006,15.615,75,69.898,69.555,"Class1",66.403
16.481,"G",65.327,65,17.959,73.658,17.388,75,67.095,64.095,"Class1",68.156
31.882,"V",13.52,4,24.964,24.412,40.094,88,17.82,41.838,"Class2",13.564
21.827,"K",30.839,10,20.688,24.482,53.147,87,24.457,81.839,"Class2",14.786
78.398,"T",92.464,91,55.916,23.067,29.597,29,59.531,51.378,"Class3",39.563
68.182,"C",91.434,96,80.132,62.186,33.105,23,62.651,34.698,"Class3",34.549
16.954,"L",65.742,54,30.922,50.551,20.141,73,69.56,74.898,"Class1",66.699
30.747,"T",31.241,6,19.614,22.649,43.871,84,12.863,73.24,"Class2",21.958
10.868,"X",64.984,63,35.33,50.856,20.783,75,68.511,73.315,"Class1",61.344
13.929,"G",65.545,77,24.388,59.681,13.182,77,67.662,68.629,"Class1",68.548
83.134,"I",93.109,97,60.587,47.033,31.806,44,60.017,96.679,"Class3",40.278
34.17,"T",36.411,4,29.132,14.167,53.245,89,21.382,55.515,"Class2",19.772
32.79,"V",26.888,14,27.537,30.659,28.058,88,20.044,89.699,"Class2",10.877
28.552,"X",65.576,34,74.743,67.904,5.757,77,66.197,33.864,"Class1",74.734
89.033,"S",87.571,62,63.343,43.942,31.271,32,61.56,87.695,"Class3",36.983
71.525,"S",93.306,96,56.416,46.726,32.052,21,59.936,79.234,"Class3",35.951
7.66,"X",65.687,77,26.505,51.327,14.156,75,70.752,50.662,"Class1",62.889
29.347,"G",65.327,50,28.919,50.883,11.446,77,70.385,36.644,"Class1",70.148
30.83,"D",66.251,65,40.081,48.494,4.953,76,69.826,39.651,"Class1",58.062
22.561,"V",39.796,14,19.958,24.64,40.331,87,22.884,83.551,"Class2",18.834
77.927,"Z",90.675,85,60.588,97.135,30.545,9,61.677,16.57,"Class3",37.964
74.43,"C",90.319,95,42.076,59.159,29.595,7,63.027,84.337,"Class3",39.034
22.098,"V",1.957,10,27.273,31.575,55.147,86,19.031,87.067,"Class2",18.703
87.002,"C",93.225,81,61.993,84.492,29.265,1,61.639,29.408,"Class3",42.123
22.312,"W",39.74,5,22.553,23.656,49.341,88,10.961,89.686,"Class2",11.433
36.116,"T",40.532,10,22.377,23.338,32.923,89,28.283,55.55,"Class2",19.721
14.222,"D",64.863,80,40.652,44.393,3.875,72,70.433,65.362,"Class1",70.433
28.082,"V",27.06,6,24.857,28.575,43.899,84,23.79,58.299,"Class2",25.596
23.689,"T",15.048,11,22.393,25.146,41.102,85,10.815,76.929,"Class2",19.874
85.186,"T",90.31,83,47.523,17.993,31.367,10,63.174,10.276,"Class3",39.344
26.363,"A",28.507,11,13.051,19.387,48.592,87,31.955,83.991,"Class2",16.287
11.432,"G",65.34,39,57.071,68.595,6.881,74,65.141,44.295,"Class1",65.146
25.488,"A",36.962,12,22.269,28.36,51.502,84,11.271,76.178,"Class2",15.431
62.185,"T",94.775,96,50.764,65.652,30.009,12,59.14,7.977,"Class3",34.759
28.141,"T",44.839,8,19.789,22.201,37.242,84,20.584,43.468,"Class2",18.404
27.753,"W",37.882,4,33.087,33.219,57.693,89,21.813,39.46,"Class2",13.825
25.027,"V",59.376,5,21.281,28.591,50.954,89,28.061,82.353,"Class2",12.795
33.419,"A",15.4,5,22.869,24.389,39.631,87,20.979,39.331,"Class2",17.689
26.463,"A",36.854,4,10.929,29.124,37.8,89,29.821,46.428,"Class2",28.179
76.429,"C",89.204,65,60.139,79.367,30.502,21,63.093,50.634,"Class3",41.369
79.393,"I",86.561,64,45.485,31.899,31.361,10,60.824,79.966,"Class3",36.718
21.952,"W",37.388,9,10.213,22.361,37.034,85,9.961,49.992,"Class2",15.803
28.93,"T",45.463,5,28.033,23.786,33.861,87,30.376,82.457,"Class2",14.469
34.331,"V",32.727,13,23.121,26.6,29.932,91,11.463,67.511,"Class2",20.408
13.923,"G",65.416,59,36.586,58.545,12.293,77,65.494,39.124,"Class1",71.12
29.554,"D",65.443,59,28.15,58.893,10.095,74,NA,41.613,"Class1",66.111
33.17,"V",30.168,10,16.81,24.66,42.183,88,13.208,51.229,"Class2",16.898
66.365,"I",96.263,68,48.758,53.487,29.164,43,57.869,38.531,"Class3",39.143
28.067,"G",65.961,82,58.056,55.014,17.353,73,66.902,77.611,"Class1",68.53
85.772,"Z",96.13,60,51.567,41.179,31.845,28,59.761,30.933,"Class3",38.679
27.897,"G",65.934,69,37.315,53.185,5.987,74,NA,74.862,"Class1",68.492
73.869,"Z",94.254,76,41.127,46.583,33.306,7,58.115,12.214,"Class3",41.971
65.68,"C",90.947,76,48.601,30.562,30.507,26,63.197,21.272,"Class3",38.707
20.711,"L",65.159,81,9.614,64.323,10.963,72,70.703,51.656,"Class1",62.138
20.219,"G",65.133,46,30.351,56.759,7.367,73,65.181,51.424,"Class1",67.408
30.249,"D",65.678,58,19.529,52.151,11.467,73,69.071,49.562,"Class1",66.44
68.124,"C",89.371,64,70.35,65.574,33.576,34,59.755,21.443,"Class3",40.476
64.652,"C",90.999,74,68.31,79.476,33.821,7,57.989,73.839,"Class3",40.157
18.878,"L",65.422,74,46.726,64.421,15.06,74,70.744,75.233,"Class1",69.801
60.403,"Z",98.014,62,63.424,69.789,31.929,22,61.306,35.936,"Class3",43.633
7.404,"X",65.235,64,45.383,37.205,14.713,74,69.911,50.589,"Class1",69.643
67.903,"Z",94.475,87,45.915,55.411,33.275,14,61.711,44.55,"Class3",38.456
10.428,"L",65.511,54,27.339,65.684,10.264,73,NA,52.148,"Class1",64.239
32.323,"W",30.923,3,33.064,18.908,56.675,88,32.144,46.7,"Class2",18.355
58.118,"C",89.24,65,60.607,61.711,29.793,41,58.984,87.271,"Class3",46.735
6.927,"G",65.72,36,42.843,64.393,21.291,77,68.336,42.049,"Class1",59.901
31.101,"K",49.872,9,12.002,20.145,38.951,88,28.202,50.064,"Class2",13.727
59.417,"Z",94.84,93,66.576,33.721,29.606,32,63.819,72.208,"Class3",37.441
30.049,"W",36.137,4,18.629,30.471,57.898,NA,32.864,71.58,"Class2",20.577
72.982,"C",90.377,81,57.793,64.872,30.624,39,58.915,59.586,"Class3",40.693
91.554,"T",92.495,81,56.794,51.094,30.701,12,61.315,46.881,"Class3",43.509
30.548,"W",37.88,9,24.032,25.607,23.299,87,13.02,52.909,"Class2",20.605
27.406,"G",65.16,42,67.526,60.672,13.961,NA,67.854,36.773,"Class1",64.764
74.833,"T",88.15,81,70.42,56.863,29.841,15,62.085,15.822,"Class3",39.978
20.241,"G",65.378,37,52.483,37.007,18.713,73,68.732,61.698,"Class1",66.306
60.318,"I",90.219,87,51.311,89.566,29.335,38,59.407,73.593,"Class3",41.571
35.554,"V",25.19,11,10.841,29.835,49.011,86,23.064,69.401,"Class2",19.313
85.391,"C",91.329,80,62.912,68.281,32.856,41,60.935,68.672,"Class3",39.125
25.095,"X",65.253,62,55.725,42.091,20.489,72,66.604,66.721,"Class1",64.666
10.098,"D",65.189,72,26.689,62.47,8.865,76,65.732,39.991,"Class1",63.343
26.172,"G",65.463,83,25.606,44.105,8.943,73,70.546,67.946,"Class1",65.241
87.611,"I",91.075,60,45.363,41.835,32.419,10,59.886,68.183,"Class3",39.359
8.604,"I",65.674,61,29.138,45.507,19.271,75,69.34,59.057,"Class1",65.362
70.52,"Z",94.568,90,60.266,68.667,32.224,5,60.734,36.167,"Class3",43.203
27.715,"T",15.393,3,21.318,25.81,57.153,89,NA,53.423,"Class2",16.793
93.912,"C",89.094,98,60.077,78.338,30.813,24,58.205,65.286,"Class3",40.172
74.684,"Z",93.578,83,65.487,73.119,33.758,9,59.817,90.428,"Class3",41.894
64.533,"C",84.908,60,61.94,101.684,30.204,36,62.404,60.212,"Class3",38.309
17.294,"I",65.392,85,1.162,60.12,5.921,73,68.926,40.426,"Class1",62.885
64.318,"I",95.195,77,79.994,56.522,33.051,10,61.246,7.446,"Class3",41.204
11.007,"G",65.202,42,21.753,33.33,7.367,NA,70.422,48.412,"Class1",71.391
7.095,"L",65.372,66,18.892,53.219,15.233,77,68.172,77.089,"Class1",64.239
71.493,"S",92.42,62,61.158,35.644,30.097,18,63.41,49.11,"Class3",36.196
12.642,"G",65.365,76,6.056,36.449,3.268,77,68.112,54.226,"Class1",63.91
91.598,"I",89.653,61,64.515,52.082,31.513,43,62.521,61.833,"Class3",40.023
9.731,"X",65.831,43,41.561,48.853,18.631,73,70.761,35.321,"Class1",66.368
23.542,"G",65.419,33,15.272,51.437,6.122,75,65.71,49.834,"Class1",74.377
21.043,"K",22.577,9,18.453,25.966,40.784,89,9.269,73.073,"Class2",13.479
77.599,"T",92.454,63,65.25,80.659,32.223,16,63.643,11.674,"Class3",45.993
23.995,"V",41.538,4,18.59,19.678,23.42,87,10.013,55.129,"Class2",16.006
29.459,"T",17.914,3,33.196,25.61,40.572,84,16.78,90.863,"Class2",25.785
62.176,"S",87.218,72,66.59,28.637,32.681,30,62.906,8.461,"Class3",44.552
86.755,"Z",96.842,64,57.657,86.427,30.78,38,NA,8.213,"Class3",38.078
28.332,"V",30.002,3,21.954,25.894,43.859,89,32.757,57.303,"Class2",28.334
15.744,"D",65.334,49,44.224,47.725,7.026,76,66.294,69.382,"Class1",63.672
35.684,"V",47.935,4,26.33,20.985,52.88,91,9.735,59.846,"Class2",17.386
65.589,"S",94.125,62,47.942,30.368,33.31,3,58.878,49.71,"Class3",39.725
28.32,"X",65.786,39,29.807,44.238,21.094,77,68.173,35.999,"Class1",63.646
25.134,"K",14.085,12,17.507,35.843,34.912,84,20.383,88.779,"Class2",20.503
92.288,"Z",84.536,78,45.597,98.54,32.922,18,61.188,16.387,"Class3",38.26
24.04,"L",65.422,79,48.464,65.685,17.777,72,66.477,36.866,"Class1",66.451
21.813,"I",65.246,64,6.061,58.474,9.15,72,69.317,35.095,"Class1",69.025
17.768,"L",65.569,57,48.055,53.2,8.118,73,NA,55.436,"Class1",66.495
26.842,"W",24.746,11,14.388,21.491,40.339,89,16.719,83.263,"Class2",17.391
18.894,"X",65.279,49,42.606,31.326,19.888,74,67.907,74.267,"Class1",64.262
27.439,"W",30.821,4,35.666,20.531,42.796,85,24.388,56.335,"Class2",18.179
33.669,"A",21.271,14,32.734,28.713,46.287,84,33.11,53.743,"Class2",24.509
19.814,"G",65.91,86,41.894,42.155,5.903,72,68.792,40.576,"Class1",65.691
66.076,"Z",91.779,94,65.483,55.286,33.107,11,62.265,29.415,"Class3",35.671
20.537,"D",65.625,42,36.671,57.704,8.003,74,NA,57.25,"Class1",76.624
89.101,"C",100.031,75,52.862,90.709,29.422,39,60.847,69.381,"Class3",39.789
21.561,"D",64.973,35,52.466,38.218,21.314,75,NA,75.849,"Class1",67.73
22.633,"K",51.18,11,36.16,34.095,49.401,84,14.38,50.574,"Class2",17.219
92.056,"I",92.07,74,55.879,55.711,29.412,35,57.535,65.103,"Class3",38.431
26.584,"T",28.627,9,23.068,25.482,35.823,90,10.451,70.646,"Class2",15.582
32.471,"A",66.863,14,19.904,27.878,52.582,87,28.301,75.093,"Class2",25.206
26.341,"W",22.99,8,13.747,26.1,30.432,85,27.164,87.165,"Class2",10.858
23.943,"W",20.086,9,20.144,32.779,58.565,90,18.652,61.099,"Class2",16.742
59.717,"T",87.189,83,58.981,75.561,29.409,22,57.96,76.622,"Class3",38.391
16.99,"X",65.229,34,39.937,66.434,7.904,76,67.314,67.327,"Class1",68.159
26.274,"L",65.586,34,13.046,66.917,20.055,76,69.336,75.01,"Class1",64.857
33.959,"K",27.708,11,26.285,33.633,29.613,91,18.492,46.92,"Class2",17.437
6.784,"D",65.61,54,56.562,53.904,19.949,75,65.791,36.975,"Class1",69.307
7.794,"D",65.22,81,10.54,63.975,5.905,76,68.528,51.37,"Class1",70.733
24.982,"X",64.931,59,41.557,77.186,18.411,77,68.005,68.245,"Class1",66.152
34.918,"V",47.783,3,34.906,27.695,42.781,86,18.83,54.695,"Class2",13.017
21.413,"D",65.807,82,17.908,51.054,15.14,76,65.505,47.639,"Class1",63.654
28.519,"A",36.456,4,16.97,33.902,33.255,89,32.15,65.301,"Class2",19.896
84.55,"S",87.788,74,76.274,63.504,32.668,3,57.429,80.001,"Class3",37.688
33.76,"V",4.784,13,19.831,23.812,24.304,91,11.929,73.594,"Class2",15.254
65.463,"T",83.405,89,57.89,91.993,30.069,22,62.369,21.102,"Class3",37.933
26.732,"I",65.078,33,33.842,53.238,3.363,74,68.795,77.117,"Class1",68.42
9.001,"I",66.099,72,34.87,42.228,17.168,75,66.911,77.089,"Class1",67.216
64.932,"Z",89.989,82,57.192,65.053,30.494,7,63.29,55.935,"Class3",37.827
21.414,"A",48.684,6,20.808,22.709,49.145,88,25.514,86.91,"Class2",27.77
22.961,"A",29.048,11,33.268,25.341,45.998,91,15.837,84.261,"Class2",12.33
68.799,"Z",97.31,74,67.994,61.389,32.215,29,60.751,34.326,"Class3",39.55
74.222,"C",91.899,69,73.448,30.844,32.703,20,61.109,44.905,"Class3",35.635
28.563,"V",12.566,8,25.392,26.477,47.962,85,30.228,52.469,"Class2",10.106
12.392,"I",65.485,63,62.881,41.717,20.293,75,70.935,72.998,"Class1",64.246
6.301,"G",65.699,75,32.616,40.475,5.589,72,69.124,40.006,"Class1",67.585
22.338,"X",65.846,38,61.983,50.548,18.686,75,65.948,59.935,"Class1",66.156
14.591,"L",65.285,84,7.54,38.979,14.732,72,70.618,50.478,"Class1",64.536
89.134,"I",90.809,74,61.154,22.579,32.975,43,58.495,96.999,"Class3",38.614
30.738,"K",42.67,5,20.253,30.633,34.707,85,31.398,88.411,"Class2",23.771
93.306,"T",90.625,82,67.409,37.942,30.881,43,60.704,7.655,"Class3",41.27
69.162,"Z",91.479,92,52.781,71.789,31.663,6,60.923,32.312,"Class3",38.469
11.848,"L",65.932,55,52.865,57.015,19.566,77,70.131,76.572,"Class1",67.4
84.027,"I",90.411,93,60.977,62.46,29.367,10,57.786,68.379,"Class3",39.841
35.902,"K",49.795,11,19.593,26.54,58.125,89,22.398,76.964,"Class2",12.846
17.877,"L",65.234,59,62.135,69.296,14.8,73,66.11,76.111,"Class1",66.525
83.144,"Z",88.467,98,54.461,57.527,33.382,41,57.674,69.411,"Class3",42.597
27.486,"I",65.194,75,76.679,59.874,4.079,74,68.766,63.135,"Class1",68.655
70.039,"T",94.859,95,47.491,36.365,32.985,43,62.021,21.222,"Class3",43.246
36.894,"V",56.457,9,-2.119,22.231,55.521,84,17.742,85.231,"Class2",19.929
33.189,"K",24.613,7,9.44,21.939,49.158,89,24.717,41.901,"Class2",17.882
30.185,"L",65.998,71,54.794,35.148,9.991,72,67.102,59.892,"Class1",69.494
89.122,"I",93.092,93,67.723,107.586,30.625,32,57.529,98.613,"Class3",42.381
21.082,"G",65.223,37,27.232,41.082,4.188,72,70.987,33.475,"Class1",64.821
80.394,"T",97.054,65,59.97,76.711,33.489,40,NA,88.343,"Class3",39.752
6.59,"L",65.808,57,4.644,41.696,9.626,74,66.012,58.219,"Class1",69.02
68.575,"S",90.869,84,62.344,54.519,29.84,29,63.075,45.527,"Class3",40.052
87.608,"T",91.48,77,58.655,38.636,32.446,19,61.997,55.721,"Class3",40.986
81.822,"C",91.435,86,48.522,33.297,31.686,42,57.56,12.286,"Class3",40.938
31.701,"K",26.561,8,21.657,30.006,23.663,87,19.383,47.568,"Class2",21.376
69.047,"T",97.458,74,60.181,49.114,29.44,32,57.042,78.838,"Class3",41.58
21.267,"V",35.866,5,11.876,14.717,27.993,84,22.442,78.503,"Class2",12.782
28.05,"D",65.175,76,27.369,77.697,10.308,75,69.374,51.774,"Class1",68.625
74.519,"Z",89.787,92,56.635,37.04,31.652,7,59.303,81.14,"Class3",39.88
26.228,"G",65.593,63,42.463,52.807,13.214,75,66.179,64.475,"Class1",63.642
24.537,"D",65.307,46,18.636,43.169,8.535,75,68.066,65.376,"Class1",63.283
14.202,"G",65.916,70,27.214,44.886,22.487,73,69.066,77.345,"Class1",65.641
19.802,"I",65.704,85,50.171,48.248,20.886,76,67.236,54.567,"Class1",64.664
21.578,"I",65.024,39,68.323,34.912,17.662,76,66.779,65.395,"Class1",68.247
25.411,"I",66.073,39,54.554,39.493,16.491,73,67.11,39.08,"Class1",68.033
28.751,"V",27.278,4,30.097,27.213,56.735,86,18.365,40.138,"Class2",19.82
10.687,"I",65.401,66,42.508,66.788,8.584,74,66.374,38.304,"Class1",66.32
35.851,"V",28.556,14,23.441,22.296,54.274,88,NA,90.021,"Class2",9.281
14.04,"I",66.093,42,26.951,35.439,6.598,NA,69.511,50.095,"Class1",68.498
30.516,"X",65.698,65,21.295,67.017,5.439,77,66.025,64.938,"Class1",66.011
14.714,"I",65.373,71,-6.07,42.333,9.782,74,65.596,53.968,"Class1",68.985
58.313,"T",94.18,66,55.821,61.133,31.989,NA,57.358,75.911,"Class3",35.708
60.105,"Z",86.684,57,62.697,33.451,33.696,27,61.676,66.25,"Class3",43.08
28.39,"G",65.227,73,13.822,63.01,5.81,76,70.578,41.77,"Class1",69.71
70.328,"S",93.186,91,61.661,30.914,30.984,20,59.948,40.473,"Class3",38.175
14.058,"L",65.342,83,25.061,67.601,12.371,77,66.968,68.742,"Class1",63.5
35.325,"V",32.667,9,25.597,24.172,45.456,91,14.965,73.424,"Class2",15.584
79.643,"I",90.684,82,81.507,60.812,29.204,9,60.286,75.515,"Class3",38.243
10.401,"D",64.999,47,32.4,63.383,3.286,76,68.569,33.318,"Class1",68.46
10.855,"X",65.575,46,51.989,62.72,12.482,73,67.965,60.248,"Class1",61.117
79.414,"Z",88.497,76,64.979,78.275,33.523,15,63.924,23.64,"Class3",38.59
69.76,"C",88.636,64,60.325,57.02,31.929,44,59.897,58.495,"Class3",41.045
92.888,"I",94.351,60,74.419,15.484,29.81,29,62.01,28.306,"Class3",38.761
63.146,"T",89.46,77,53.789,46.015,29.882,8,57.982,39.284,"Class3",38.547
67.122,"C",90.972,83,63.964,61.298,33.817,24,63.974,56.979,"Class3",42.283
90.52,"T",92.969,81,66.893,42.172,29.616,11,62.42,53.68,"Class3",41.951
27.37,"A",36.653,11,14.434,19.951,43.985,84,12.565,52.307,"Class2",16.757
68.37,"C",88.186,55,59.705,38.509,30.26,7,62.707,64.455,"Class3",43.402
20.898,"I",65.263,51,14.471,56.867,16.534,77,65.495,33.665,"Class1",66.029
85.475,"T",92.634,78,70.854,36.161,33.385,19,60.431,41.149,"Class3",39.455
34.895,"T",15.699,9,28.45,28.981,39.427,86,12.281,82.434,"Class2",16.696
72.998,"C",88.085,96,67.112,24.96,31.061,10,60.272,68.432,"Class3",41.785
14.314,"I",65.262,82,4.564,45.565,6.653,74,70.815,70.721,"Class1",67.914
24.787,"T",22.242,6,25.177,22.692,57.991,84,26.948,66.356,"Class2",9.689
81.45,"I",93.58,70,63.437,55.847,33.358,38,59.917,26.492,"Class3",42.134
65.523,"I",94.132,57,53.462,45.214,31.313,NA,57.586,7.671,"Class3",39.991
87.65,"C",91.896,59,59.931,93.869,33.07,NA,58.9,42.823,"Class3",39.415
29.187,"V",48.441,11,22.181,27.511,48.54,86,26.059,64.239,"Class2",9.081
30.946,"V",32.606,7,19.032,32.087,23.394,87,28.382,61.508,"Class2",21.533
93.489,"Z",93.921,86,70.006,71.63,29.727,7,58.997,74.16,"Class3",42.225
65.852,"I",91.331,82,53.243,39.327,31.495,29,61.965,10.095,"Class3",35.955
93.191,"I",90.88,96,63.391,70.697,29.887,10,57.872,62.363,"Class3",37.939
23.27,"K",4.14,4,16.092,38.341,46.025,90,22.86,68.925,"Class2",23.022
29.158,"V",38.132,3,5.909,20.658,43.449,86,32.733,87.415,"Class2",20.984
28.589,"K",63.019,13,10.742,22.596,55.104,87,33.353,48.32,"Class2",24.503
15.296,"I",64.838,42,57.27,70.132,21.886,74,70.23,73.805,"Class1",63.937
27.095,"I",65.128,67,-6.375,72.093,12.434,73,70.094,55.562,"Class1",68.622
62.163,"C",88.412,69,69.797,54.527,32.88,17,61.818,13.518,"Class3",40.708
66.928,"C",97.143,93,57.422,62.199,33.968,17,60.566,83.937,"Class3",42.013
82.311,"T",89.746,92,54.259,68.837,29.61,23,57.496,24.469,"Class3",40.626
81.42,"Z",90.613,82,67.088,30.804,30.664,18,62.185,76.974,"Class3",36.351
17.681,"I",65.123,55,60.362,57.752,4.524,72,67.824,47.95,"Class1",68.513
59.651,"I",87.346,75,67.991,12.213,31.287,42,62.861,38.17,"Class3",38.306
77.524,"Z",90.288,92,68.668,68.757,30.484,33,60.279,90.643,"Class3",42.857
61.595,"C",90.681,72,69.299,41.759,30.23,41,62.882,71.283,"Class3",38.807
70.011,"I",88.094,84,58.171,57.976,30.414,12,62.354,30.575,"Class3",38.668
90.967,"C",96.765,72,55.878,87.398,31.676,1,57.614,40.919,"Class3",39.655
12.503,"G",66.227,82,23.487,73.937,13.446,77,65.24,61.038,"Class1",71.771
13.782,"I",65.504,41,47.871,36.385,16.358,75,69.226,61.783,"Class1",67.907
86.354,"C",85.959,84,66.831,16.398,29.082,44,59.991,56.53,"Class3",39.111
89.812,"S",93.025,88,59.623,76.465,31.137,23,61.948,46.846,"Class3",44.247
27.178,"G",65.946,79,28.108,40.054,19.166,77,67.104,44.304,"Class1",66.995
36.648,"T",16.592,7,23.373,27.078,58.276,88,29.901,74.469,"Class2",24.451
33.584,"T",30.304,9,19.375,24.727,42.891,85,15.784,84.083,"Class2",10.044
64.494,"C",92.866,86,62.909,82.533,30.746,31,57.566,60.367,"Class3",38.2
20.525,"L",65.138,55,39.281,51.354,14.307,77,70.854,51.809,"Class1",69.947
72.604,"I",93.391,76,70.479,66.239,33.746,31,62.951,30.505,"Class3",40.062
21.448,"A",42.427,12,14.756,29.073,56.109,88,14.225,84.829,"Class2",28.281
88.141,"T",90.47,55,46.77,59.861,29.365,32,58.107,22.153,"Class3",39.699
58.565,"S",87.868,92,60.691,73.534,29.22,22,62.431,96.875,"Class3",47.22
32.372,"K",38.676,6,33.457,36.614,46.369,91,19.028,73.453,"Class2",17.353
20.783,"G",65.795,77,-5.491,28.232,12.496,77,70.754,68.261,"Class1",62.696
11.895,"G",65.764,72,29.964,52.256,20.802,76,68.664,71.711,"Class1",65.851
28.129,"T",37.689,10,24.834,27.582,42.972,86,33.997,84.122,"Class2",10.762
18.263,"L",66.169,46,42.224,58.306,15.327,73,69.792,57.316,"Class1",69.341
82.271,"S",88.702,91,76.332,103.288,31.133,7,63.032,53.746,"Class3",37.124
6.52,"D",65.935,72,29.795,50.097,6.276,76,69.903,36.631,"Class1",65.754
91.461,"Z",86.445,88,65.531,85.68,29.015,17,60.828,59.933,"Class3",43.198
65.339,"T",95.498,66,55.711,92.581,31.57,18,61.752,10.02,"Class3",38.436
28.112,"I",66.027,37,64.013,34.378,9.345,76,66.021,45.197,"Class1",62.63
79.653,"T",85.792,77,67.415,93.38,33.552,17,60.071,25.97,"Class3",41.322
79.283,"I",92.035,75,48.728,56.911,32.553,0,59.162,15.18,"Class3",35.996
26.115,"V",31.928,14,19.562,23.543,38.387,84,31.207,88.146,"Class2",19.445
83.494,"Z",90.808,92,64.239,18.004,33.181,29,62.744,16.411,"Class3",38.193
32.675,"T",28.652,11,28.107,19.192,42.903,85,NA,61.607,"Class2",15.281
8.511,"L",65.324,75,12.958,54.425,17.385,74,69.318,66.107,"Class1",65.84
17.26,"D",65.676,44,6.03,58.611,4.671,73,67.137,34.334,"Class1",63.121
17.297,"D",64.709,53,33.866,35.606,21.494,76,66.56,33.112,"Class1",66.83
22.866,"V",31.703,10,8.028,33.325,38.567,89,26.497,62.869,"Class2",16.278
30.019,"K",44.384,8,17.897,31.724,32.372,90,14.552,41.548,"Class2",23.829
23.739,"T",45.305,9,6.311,22.48,47.222,87,18.3,86.503,"Class2",25.257
11.516,"D",65.012,41,39.44,57.214,6.236,NA,65.203,35.146,"Class1",66.793
14.915,"L",65.647,52,38.454,33.53,15.026,72,68.322,64.694,"Class1",62.883
93.754,"Z",94.092,82,56.571,33.886,33.73,38,60.612,84.465,"Class3",37.469
21.813,"T",5.31,5,23.561,27.872,40.591,91,11.71,39.115,"Class2",16.075
26.696,"W",36.225,9,17.916,20.528,53.259,91,33.058,78.011,"Class2",20.76
82.713,"S",91.966,59,67.239,47.087,29.149,38,58.753,30.625,"Class3",43.983
11.902,"I",66.07,76,11.738,65.207,22.526,73,67.574,74.793,"Class1",65.499
86.14,"Z",93.792,56,57.467,54.9,33.761,45,60.671,62.845,"Class3",34.731
92.429,"C",94.391,97,60.438,84.412,30.73,40,58.336,57.375,"Class3",38.454
27.916,"V",20.219,3,16.804,27.034,44.495,84,14.89,78.605,"Class2",24.477
30.806,"V",5.271,4,13.392,21.57,43.1,88,19.331,41.09,"Class2",14.54
14.462,"D",65.524,49,66.506,66.612,18.472,74,69.245,77.863,"Class1",66.831
27.775,"W",42.048,12,24.016,25.501,27.158,91,13.596,58.758,"Class2",16.181
