"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
23.417,51.739,72.38,60.655,22,37.824,"Class4","F",1.694,35,69.18,23.47
44.154,81.884,71.848,53.401,15,90.049,"Class1","S",15.249,82,25.758,58.351
64.869,1.301,63.065,37.781,20,46.226,"Class3","P",3.476,33,59.65,15.383
4.794,59.529,76.025,58.199,52,37.393,"Class4","Y",75.97,22,75.808,21.731
NA,56.186,47.091,41.27,24,57.981,"Class1","S",8.049,42,18.873,60.507
41.174,56.153,73.76,36.037,13,NA,"Class1","X",34.41,46,30.222,44.74
NA,43.851,40.248,42.371,82,NA,"Class5","Z",70.979,83,62.812,29.044
48.392,41.769,32.689,30.396,68,33.923,"Class2","W",12.152,51,81.478,53.563
NA,37.226,23.185,44.245,94,81.602,"Class5","U",69.288,76,61.6,54.119
50.403,51.398,52.836,21.424,43,41.139,"Class2","X",25.414,59,77.568,49.439
NA,39.326,14.191,44.43,82,53.119,"Class5","Z",68.104,79,58.256,52.82
98.266,15.202,37.357,42.034,87,61.1,"Class5","D",78.995,59,55.524,37.917
40.433,73.551,61.65,51.828,47,73.82,"Class1","Q",30.312,87,14.507,50.883
43.958,46.769,66.142,71.551,52,57.526,"Class1","S",44.673,30,19.53,42.174
98.648,27.469,25.049,42.297,92,60.266,"Class5","Z",69.262,66,60.735,71.413
41.993,2.002,60.605,43.349,50,49.062,"Class3","W",4.766,76,81.153,8.374
46.359,1.64,44.561,39.779,76,53.26,"Class3","P",1.782,25,75.772,5.363
32.294,60.308,89.228,5.921,18,38.754,"Class4","H",60.438,18,57.476,32.338
40.183,1.156,89.426,41.365,55,44.51,"Class3","F",3.488,60,82.851,-0.576
52.799,1.403,56.046,37.724,72,49.487,"Class3","I",5.398,40,89.794,1.197
62.111,1.752,25.443,44.021,76,52.977,"Class3","W",3.306,82,51.681,11.442
34.523,44.352,25.321,26.55,39,49.663,"Class2","W",50.61,52,78.49,52.048
59.103,71.875,39.181,5.296,45,68.046,"Class2","C",30.317,56,80.833,50.556
30.798,70.102,78.323,77.602,19,36.396,"Class4","V",16.633,27,59.967,23.761
63.267,1.156,66.503,46.536,27,50.759,"Class3","I",5.992,79,64.65,9.266
NA,40.849,27.175,43.291,81,NA,"Class5","D",74.42,78,56.515,15.4
98.344,34.579,24.978,43.652,82,50.978,"Class5","H",72.376,71,59.933,80.914
52.869,2.399,68.984,43.585,44,51.187,"Class3","I",6.907,31,72.275,14.007
56.616,31.258,39.877,12.73,44,34.595,"Class2","J",51.181,46,81.715,51.794
70.908,75.699,89.334,55.336,53,65.787,"Class1","Q",25.922,33,12.798,27.567
36.003,72.989,82.472,24.964,15,36.845,"Class4","D",1.52,25,64.98,25.985
83.413,2.649,41.728,37.988,52,48.246,"Class3","P",7.972,76,79.369,9.739
33.921,76.905,64.795,33.189,6,72.765,"Class1","P",42.985,25,23.517,15.961
22.607,69.11,81.482,48.058,14,37.309,"Class4","V",70.674,35,72.725,40.373
98.845,37.667,5.997,43.522,87,59.63,"Class5","Z",72.741,69,55.778,51.929
NA,2.277,61.309,35.315,15,51.329,"Class3","F",6.321,36,69.843,11.287
61.233,66.155,39.132,8.78,64,42.62,"Class2","C",30.726,52,80.797,48.88
42.798,62.348,34.12,24.256,58,17.296,"Class2","A",51.878,41,79.6,51.433
-0.634,52.571,80.016,75.755,14,73.918,"Class1","S",26.694,69,12.35,35.93
18.734,69.094,77.007,39.806,45,37.47,"Class4","H",24.992,27,71.301,28.011
98.623,21.739,41.731,43.494,83,NA,"Class5","C",76.776,73,58.471,40.948
63.659,74.28,86.53,42.812,56,91.271,"Class1","X",50.964,38,30.061,27.859
98.562,32.832,45.99,43.435,83,57.656,"Class5","D",79.932,60,62.523,96.027
28.585,72.829,72.694,22.12,35,37.208,"Class4","D",38.972,23,68.737,26.522
98.641,40.781,41.296,42.841,81,100.296,"Class5","H",79.071,81,64.88,47.284
45.454,94.58,50.378,20.409,68,32.603,"Class2","C",34.3,40,79.449,50.202
NA,73.035,88.887,47.249,56,66.249,"Class1","H",45.763,82,12.119,24.655
80.096,2.386,69.666,35.766,35,51.557,"Class3","W",7.176,85,72.176,10.216
74.587,73.103,55.839,70.043,41,87.82,"Class1","H",42.164,22,24.809,34.64
79.371,2.186,56.499,43.284,8,53.257,"Class3","F",3.747,39,51.264,14.357
98.157,34.081,23.028,42.909,86,50.311,"Class5","H",68.8,57,56.279,59.738
59.761,1.307,76.059,43.473,67,52.478,"Class3","P",1.833,57,76.921,11.907
44.068,70.477,44.146,16.27,60,20.076,"Class2","A",17.24,41,77.724,47.648
98.585,46.235,15.972,42.078,94,50.768,"Class5","U",67.213,81,61.054,82.43
25.55,79.217,60.387,72.302,14,73.871,"Class1","X",46.837,43,31.768,26.331
98.83,19.07,28.061,44.347,90,32.968,"Class5","D",79.68,83,62.641,61.276
37.66,2.731,11.955,33.683,36,NA,"Class3","W",7.346,26,84.263,11.144
53.653,60.145,78.102,51.206,26,NA,"Class1","Q",28.531,89,14.917,64.268
98.531,44.866,8.61,42.751,89,55.552,"Class5","Z",71.642,72,61.022,84.725
62.543,1.74,52.367,36.186,15,48.82,"Class3","P",5.038,38,68.296,10.807
34.599,53.577,90.492,27.354,18,36.893,"Class4","F",50.177,12,67.109,32.908
50.088,84.409,53.113,28.393,63,13.05,"Class2","W",31.65,61,79.591,48.166
27.56,63.407,65.631,54.235,51,36.707,"Class4","D",18.669,44,55.75,33.831
80.256,1.916,63.459,35.15,11,47.454,"Class3","X",6.531,77,63.101,1.581
17.472,59.605,88.75,46.144,29,35.691,"Class4","V",5.736,43,71.57,41.01
82.823,2.269,50.989,44.761,13,NA,"Class3","I",0.26,26,81.413,1.733
28.27,84.437,88.442,52.514,60,72.571,"Class1","S",39.259,26,5.96,40.485
45.929,1.52,69.741,45.665,62,47.917,"Class3","I",6.796,52,66.161,15.035
45.815,95.844,63.589,28.812,63,27.538,"Class2","W",26.61,52,78.61,47.63
48.6,1.831,20.011,41.363,32,49.532,"Class3","F",8.696,50,78.698,16.325
28.772,1.605,60.185,38.82,10,52.886,"Class3","F",4.658,38,89.89,16.014
26.989,57.318,80.975,8.12,46,39.287,"Class4","V",9.686,24,67.669,25.57
7.629,55.64,89.396,33.82,21,38.723,"Class4","V",73.616,44,66.017,17.033
63.056,1.852,65.977,40.008,16,51.455,"Class3","F",0.531,34,69.803,21.503
29.846,54.195,69.135,18.416,40,36.241,"Class4","H",3.891,33,72.502,32.518
43.914,80.884,81.059,45.672,57,73.701,"Class1","Q",31.339,63,11.94,57.952
41.039,1.51,13.424,40.525,21,52.757,"Class3","I",3.453,76,75.708,14.151
25.43,27.247,46.436,19.761,58,34.65,"Class2","A",36.268,55,78.919,49.832
21.709,60.241,66.685,15.429,33,37.347,"Class4","H",20.423,25,64.666,46.61
28.495,49.507,59.204,6.471,52,12.066,"Class2","C",18.1,47,77.314,45.719
98.598,30.643,12.956,44.342,92,79.316,"Class5","U",71.9,67,58.897,37.394
17.435,78.953,57.784,39.514,22,87.558,"Class1","H",50.295,25,13.696,-0.915
17.435,67.463,79.536,8.987,15,37.496,"Class4","F",31.959,18,68.373,26.086
NA,1.774,53.818,37.382,8,50.736,"Class3","W",4.806,27,60.78,21.034
5.43,62.855,83.708,27.714,42,37.191,"Class4","D",16.255,36,55.241,47.128
62.433,75.035,61.939,47.695,20,67.868,"Class1","X",20.436,65,15.383,31.786
52.063,2.874,36.913,38.599,11,55.279,"Class3","W",2.805,78,71.208,6.706
40.924,67.979,70.521,16.244,29,36.098,"Class4","F",34.768,13,61.113,11.344
18.806,58.967,70.745,47.385,47,37.483,"Class4","D",42.646,14,69.509,30.623
60.169,43.838,50.269,29.418,45,61.039,"Class2","W",11.425,54,81.485,46.805
47.516,2.08,26.272,40.401,66,58.448,"Class3","P",3.935,28,84.178,10.671
58.392,60.792,39.779,14.932,45,74.28,"Class2","W",25.364,55,78.088,50.258
47.825,71.087,62.15,30.523,66,14.084,"Class2","C",47.559,41,81.12,47.306
51.12,46.341,45.453,5.339,59,24.938,"Class2","J",26.946,52,80.66,50.593
NA,62.307,48.378,87.143,17,37.246,"Class4","H",12.434,11,66.983,35.654
98.924,31.452,35.266,43.061,93,37.631,"Class5","C",73.534,58,63.935,68.018
92.287,56.784,76.29,44.572,53,88.09,"Class1","S",23.985,54,15.144,28.932
13.549,53.692,56.626,51.177,51,35.781,"Class4","V",18.073,34,68.655,27.823
36.192,78.773,67.8,50.264,56,76.545,"Class1","Q",18.817,58,8.769,12.563
22.594,50.179,79.229,66.328,27,38.286,"Class4","D",76.518,44,73.828,27.949
98.678,46.869,13.389,44.351,95,9.302,"Class5","U",73.323,60,64.983,87.912
98.233,39.239,35.051,42.093,84,61.563,"Class5","H",71.415,74,58.354,89.953
98.764,20.031,32.234,43.055,83,52.888,"Class5","C",74.209,72,57.537,107.54
98.682,37.075,27.224,43.412,80,64.005,"Class5","U",71.438,58,64.436,59.192
45.641,56.413,43.636,30.73,45,77.968,"Class2","C",23.578,57,80.665,47.345
46.483,46.277,63.588,43.578,46,87.337,"Class1","P",27.286,57,18.596,42.9
74.148,2.774,52.242,40.874,16,55.176,"Class3","F",7.342,85,88.02,7.938
40.758,2.914,67.187,40.415,40,50.926,"Class3","I",8.853,49,63.472,12.299
98.455,38.914,10.391,44.587,94,41.189,"Class5","U",76.439,75,57.293,64.398
98.572,32.588,18.52,44.228,91,43.515,"Class5","Z",68.814,79,62.218,30.122
25.147,60.627,94.727,72.395,27,64.212,"Class1","H",38.176,87,3.544,24.86
36.823,41.167,71.607,21.796,56,18.038,"Class2","X",15.635,55,77.439,49.773
62.855,54.757,88.504,34.212,54,NA,"Class1","P",42.949,34,4.244,39.716
50.271,87.863,17.621,5.372,54,7.455,"Class2","W",47.188,62,79.161,50.445
98.283,26.354,51.345,43.377,87,45.45,"Class5","C",73.235,77,60.794,65.271
98.68,45.747,24.488,43.404,78,NA,"Class5","C",76.775,71,57.291,55.962
61.474,54.377,75.574,31.352,36,74.827,"Class1","Q",34.929,33,12.169,65.826
NA,36.445,58.949,11.267,59,59.515,"Class2","A",47.861,35,79.078,50.816
59.559,75.283,45.191,26.18,66,22.378,"Class2","X",40.031,60,76.645,51.678
66.143,44.41,54.186,46.19,44,82.331,"Class1","S",22.879,67,10.203,27.039
98.262,42.21,-5.353,44.297,86,33.386,"Class5","H",67.251,76,56.256,73.562
76.385,1.886,89.451,42.796,56,47.187,"Class3","P",8.713,71,69.462,6.395
98.553,27.287,28.269,42.092,81,22.386,"Class5","D",72.15,75,57.453,45.918
38.341,64.898,89.349,59.178,61,87.861,"Class1","X",32.784,39,23.335,66.463
46.629,1.358,39.665,43.388,13,43.843,"Class3","I",7.508,51,84.717,12.158
26.295,66.638,86.082,45.406,37,37.147,"Class4","Y",35.116,43,57.156,37.004
37.626,69.517,77.294,58.681,24,89.658,"Class1","Q",49.182,71,6.303,16.143
98.452,19.464,-5.196,42.825,90,31.203,"Class5","D",71.34,82,62.18,54.777
59.19,78.535,55.362,47.056,52,86.272,"Class1","H",43.421,64,16.626,60.992
12.453,53.35,80.884,37.085,22,37.428,"Class4","Y",11.86,35,70.233,36.116
40.322,2.185,52.305,46.917,61,51.056,"Class3","P",2.138,31,80.042,10.087
98.237,15.403,5.211,44.392,93,27.716,"Class5","C",71.707,56,63.978,25.283
97.775,46.342,54.402,44.749,89,NA,"Class5","D",76.963,74,59.676,83.474
NA,36.387,31.107,44.669,83,NA,"Class5","Z",70.588,71,64.76,100.65
66.995,48.208,92.211,75.52,59,70.507,"Class1","S",43.066,52,31.986,42.394
73.392,1.303,48.963,45.138,68,49.48,"Class3","I",2.255,57,56.405,10.846
35.975,57.426,70.265,10.17,22,35.336,"Class4","D",19.885,44,55.03,27.36
25.5,51.339,73.859,36.832,14,37.718,"Class4","V",6.747,14,75.414,28.389
98.897,34.518,45.291,44.07,88,51.298,"Class5","H",79.558,74,63.968,55.261
45.368,78.753,61.749,5.091,56,15.761,"Class2","W",51.608,46,81.29,49.007
NA,26.093,6.25,42.251,91,45.734,"Class5","U",75,81,56.421,105.323
98.287,23.613,29.204,42.517,96,91.444,"Class5","U",77.63,79,59.844,85.682
51.511,80.195,50.585,13.371,46,29.131,"Class2","J",41.506,37,81.853,46.361
66.693,51.203,54.397,45.69,23,93.029,"Class1","S",25.53,51,3.971,67.776
26.666,65.888,56.181,77.673,16,37.325,"Class4","F",58.564,44,60.749,48.204
49.981,2.615,62.373,39.939,58,52.647,"Class3","P",0.225,33,58.52,2.317
48.016,1.826,22.968,45.388,63,50.035,"Class3","W",6.11,65,63.654,15.306
86.76,1.089,52.156,38.517,34,51.655,"Class3","I",7.156,38,64.832,18.67
81.324,2.005,65.738,46.089,30,49.571,"Class3","X",0.885,28,58.373,11.576
106.469,1.806,44.362,36.775,49,53.142,"Class3","X",8.733,53,51.458,7.534
40.638,56.394,62.332,68.359,16,81.503,"Class1","P",30.251,69,10.764,30.509
28.865,64.178,78.074,52.045,25,35.847,"Class4","H",49.928,29,58.896,31.154
21.266,81.446,74.669,63.174,48,100.032,"Class1","S",36.157,29,16.42,60.164
25.947,64.153,76.776,70.629,38,38.662,"Class4","V",43.782,36,73.557,31.977
98.434,41.72,50.371,44.652,94,49.826,"Class5","D",72.811,81,55.116,41.265
21.321,73.17,62.024,27.979,28,38.743,"Class4","F",53.155,18,66.513,24.471
20.798,64.714,79.488,44.621,29,37.811,"Class4","D",57.359,24,63.625,43.133
36.386,80.551,75.756,30.842,12,76.493,"Class1","P",35.38,67,22.908,18.702
36.019,48.542,79.402,68.582,43,77.058,"Class1","S",35.746,78,21.994,47.615
15.507,54.309,81.22,20.878,12,38.578,"Class4","H",31.517,32,73.863,37.836
60.944,43.858,25.019,10.849,55,NA,"Class2","W",45.497,54,81.398,45.224
53.791,2.139,57.791,37.153,37,51.918,"Class3","I",4.718,37,71.692,11.113
33.332,73.019,74.687,59.4,23,78.172,"Class1","X",41.407,49,19.24,24.309
79.539,1.107,79.928,41.154,40,54.352,"Class3","F",0.361,43,70.281,14.209
31.646,59.831,83.922,50.469,28,37.934,"Class4","V",55.93,10,55.012,18.925
50.348,50.215,36.496,17.282,39,20.963,"Class2","A",51.087,54,81.964,47.029
13.906,68.639,70.809,29.58,13,38.301,"Class4","F",40.369,11,69.045,62.259
98.372,41.762,23.676,44.598,84,30.42,"Class5","D",78.767,70,64.673,66.458
54.838,38.347,31.697,22.291,61,54.85,"Class2","J",11.892,58,76.108,49.24
23.597,55.279,85.768,31.943,27,35.826,"Class4","H",21.16,11,75.944,36.297
21.552,53.496,89.14,61.821,44,39.668,"Class4","V",4.795,35,73.531,45.418
98.175,33.418,49.039,42.89,96,81.476,"Class5","Z",70.615,55,60.404,57.03
21.644,64.676,72.243,7.507,30,38.378,"Class4","F",39.533,22,61.902,37.857
99.07,45.807,11.99,42.657,83,51.815,"Class5","Z",72.032,80,63.648,91.08
24.159,61.913,65.104,25.496,15,38.244,"Class4","H",45.433,16,68.904,29.895
91.89,61.816,87.486,34.477,62,77.049,"Class1","S",11.405,90,16.181,47.515
58.336,2.657,51.936,32.802,30,46.756,"Class3","I",1.624,60,75.671,1.942
19.072,71.237,67.72,11.771,47,36.374,"Class4","Y",39.191,28,72.924,42.783
96.962,60.506,53.507,29.288,54,86.651,"Class1","H",16.722,50,14.73,61.657
32.54,57.174,89.713,57.035,15,36.918,"Class4","V",39.603,16,67.565,48.455
14.919,72.844,69.428,55.493,50,38.914,"Class4","Y",63.467,21,66.385,23.573
62.518,55.899,43.461,26.428,39,19.346,"Class2","X",21.897,51,80.449,50.464
97.454,73.071,64.002,57.504,54,82.886,"Class1","H",50.329,63,19.48,77.008
25.054,65.238,90.192,50.888,44,73.179,"Class1","Q",26.285,71,9.541,39.691
25.167,66.794,56.667,45.631,34,37.574,"Class4","F",13.394,43,66.355,37.409
22.359,68.492,57.508,55.159,13,37.079,"Class4","V",2.318,40,69.582,29.043
NA,69.06,87.507,89.791,28,35.572,"Class4","H",36.192,26,58.941,19.295
98.844,18.006,37.165,42.564,82,24.872,"Class5","Z",75.239,81,61.757,24.655
65.628,57.409,77.842,51.82,56,75.479,"Class1","Q",20.205,24,18.059,39.933
36.386,1.163,45.891,34.576,55,47.876,"Class3","P",3.045,33,85.875,15.97
17.385,60.96,70.569,16.43,29,38.118,"Class4","F",14.091,17,61.728,27.194
63.685,70.275,36.218,25.008,58,36.09,"Class2","X",26.124,57,76.795,49.645
98.49,19.289,22.373,43.604,83,63.715,"Class5","C",76.04,79,61.102,72.457
17.123,53.764,87.702,12.492,28,37.434,"Class4","D",66.836,20,61.788,16.535
28.112,50.442,100.766,82.412,16,37.009,"Class4","H",16.869,25,75.239,28.32
61.441,56.531,57.07,12.68,48,NA,"Class2","A",33.075,61,79.334,50.449
93.072,2.544,72.323,45.027,9,56.235,"Class3","F",7.906,83,76.169,11.522
40.237,42.341,41.164,20.067,66,106.567,"Class2","W",30.684,37,80.02,45.932
43.693,32.463,44.998,18.98,48,0.359,"Class2","A",31.157,33,79.44,49.308
98.242,36.449,34.993,44.56,85,22.011,"Class5","D",72.085,76,61.36,96.885
98.779,25.307,42.348,42.671,83,31.742,"Class5","H",75.876,57,60.373,102.403
85.77,66.357,83.497,35.523,59,86.508,"Class1","Q",35.468,29,30.126,33.628
26.496,51.156,86.446,45.876,32,37.908,"Class4","V",63.312,11,65.813,39.075
NA,21.532,37.502,42.689,93,45.964,"Class5","C",75.752,72,55.06,77.256
83.47,81.711,87.908,33.746,15,80.175,"Class1","X",16.541,90,14.563,38.783
56.183,83.623,51.217,30.544,38,13.593,"Class2","C",26.874,41,78.88,49.463
55.768,2.697,50.03,43.625,52,56.091,"Class3","F",7.071,44,64.965,6.028
37.719,79.119,71.967,60.268,18,61.566,"Class1","X",41.193,28,4.463,61.477
48.838,35.792,47.956,21.195,65,30.209,"Class2","C",37.145,45,77.676,44.911
57.54,2.369,53.915,36.939,34,49.951,"Class3","X",5.805,67,66.03,21.648
37.525,72.04,48.567,29.821,51,60.698,"Class1","X",12.672,89,26.447,61.313
60.394,54.183,55.092,14.785,57,6.423,"Class2","A",24.113,34,80.619,46.96
69.738,1.671,85.559,41.837,47,49.825,"Class3","X",6.54,67,55.689,8.806
49.859,62.075,55.73,9.24,53,14.4,"Class2","W",17.195,51,77.096,49.111
24.792,71.461,50.705,14.141,18,38.069,"Class4","Y",7.789,18,62.9,27.175
98.83,45.941,59.978,42.03,84,17.972,"Class5","C",70.396,81,63.197,67.195
39.737,2.699,50.987,46.247,70,57.627,"Class3","X",7.497,53,75.551,8.68
57.155,47.138,60.781,19.779,43,34.87,"Class2","C",48.41,52,80.029,49.395
37.688,73.25,53.477,36.091,40,86.197,"Class1","X",13.656,90,31.687,34.209
54.999,77.349,25.689,13.874,40,37.946,"Class2","C",52.224,55,78.135,45.852
76.695,1.043,103.304,35.409,78,54.637,"Class3","W",6.901,27,57.059,11.203
52.664,37.914,36.405,26.6,67,31.179,"Class2","W",38.96,42,78.218,46.244
98.242,22.757,33.88,44.389,86,48.947,"Class5","Z",79.498,80,61.958,77.995
51.805,79.14,35.532,25.87,56,47.235,"Class2","W",18.077,34,80.917,51.666
53.008,2.219,69.916,40.815,25,52.915,"Class3","X",8.257,61,52.094,8.286
13.424,60.127,89.935,63.11,14,38.683,"Class4","Y",64.759,41,62.641,44.562
79.442,1.802,62.877,37.395,8,52.469,"Class3","F",7.058,68,60.332,13.314
18.672,60.126,43.856,49.448,46,38.64,"Class4","H",29.73,15,69.566,37.972
23.176,57.091,76.209,87.57,40,38.327,"Class4","D",49.789,22,69.18,27.98
54.561,84.82,43.701,14.766,67,73.821,"Class2","A",49.918,41,76.904,49.993
99.27,25.735,20.236,44.762,86,65.252,"Class5","H",74.831,56,58.727,43.458
51.931,27.639,50.869,23.416,64,38.131,"Class2","W",38.64,32,81.575,50.289
42.85,64.727,26.397,26.865,66,7.053,"Class2","A",31.68,51,80.952,48.529
57.692,42.257,57.243,24.192,56,109.581,"Class2","W",23.575,58,81.514,51.017
47.498,2.363,30.752,39.46,66,54.753,"Class3","F",8.805,42,84.594,9.944
98.309,43.545,35.909,44.822,79,46.153,"Class5","C",70.008,76,63.476,39.766
61.349,38.713,40.369,13.831,46,37.311,"Class2","C",20.972,48,79.374,49.291
35.71,62.004,97.879,82.51,43,37.601,"Class4","V",17.761,35,72.822,33.889
32.343,89.581,46.198,14.356,46,54.544,"Class2","A",18.227,37,80.987,48.939
51.273,35.852,26.55,17.629,42,-17.375,"Class2","C",29.991,38,79.681,51.174
98.531,34.079,-0.175,43.144,87,73.373,"Class5","H",71.335,70,64.722,44.628
22.185,67.341,80.001,15.181,41,37.295,"Class4","F",23.549,11,71.584,31.224
98.726,40.55,29.141,44.858,78,45.453,"Class5","Z",79.499,75,56.938,56.891
NA,38.266,39.968,44.998,89,78.065,"Class5","U",75.105,73,62.458,99.323
65.616,59.793,58.129,19.445,48,42.039,"Class2","A",10.36,34,80.632,52.476
13.83,57.274,87.575,32.981,13,37.841,"Class4","H",52.667,19,62.664,44.073
52.59,92.576,38.557,7.723,44,24.171,"Class2","A",49.11,43,80.885,50.389
54.625,32.236,35.531,10.938,40,47.755,"Class2","W",22.714,38,78.535,53.942
25.41,59.743,86.509,55.942,46,38.787,"Class4","D",63.888,31,60.268,24.287
21.245,71.211,66.915,11.602,43,38.432,"Class4","H",45.762,29,75.251,31.011
87.977,2.607,72.357,32.624,58,51.628,"Class3","F",4.291,82,78.942,4.134
98.026,36.448,27.362,44.414,89,75.425,"Class5","U",75.245,69,59.224,53.955
48.161,1.808,71.102,41.571,44,51.522,"Class3","W",7.13,41,74.139,9.999
60.395,82.359,75.027,59.996,37,76.502,"Class1","H",19.765,86,13.819,60.732
39.119,41.896,42.834,9.279,41,8.135,"Class2","C",33.048,42,79.127,48.949
94.426,1.593,57.722,45.376,56,50.34,"Class3","I",8.601,79,89.15,18.905
48.227,44.773,68.751,49.953,57,92.949,"Class1","X",20.101,61,15.976,42.836
95.378,2.114,60.286,36.207,39,50.865,"Class3","X",6.679,51,55.837,15.003
28.997,82.841,86.506,33.251,1,60.927,"Class1","Q",39.893,54,29.277,72.619
70.136,60.505,78.018,68.402,15,77.483,"Class1","H",12.964,77,4.714,43.919
45.622,42.808,30.998,15.731,44,67.293,"Class2","X",30.686,53,80.466,48.738
7.337,69.21,51.157,34.848,13,39.207,"Class4","V",20.544,42,55.584,13.303
19.087,68.768,74.569,25.216,18,36.74,"Class4","H",14.894,44,65.428,24.118
16.246,63.869,90.88,81.499,13,37.837,"Class4","D",11.884,44,74.247,22.294
90.394,2.578,92.483,44.998,63,49.893,"Class3","F",0.259,29,74.461,14.108
55.755,84.593,30.667,24.491,42,54.981,"Class2","X",12.311,46,78.774,48.389
29.258,65.64,83.136,79.43,27,37.25,"Class4","V",10.421,44,73.307,25.452
64.629,76.468,33.019,17.605,43,36.969,"Class2","X",19.683,58,79.123,51.195
53.848,38.053,55.758,29.169,55,21.64,"Class2","X",15.415,59,78.587,45.902
59.955,49.522,48.309,32.905,40,89.089,"Class1","H",17.473,50,3.295,48.73
98.536,25.085,31.539,43.698,80,39.794,"Class5","Z",75.865,67,61.206,76.593
42.29,89.101,24.889,30.289,46,48.718,"Class2","X",48.54,47,80.217,49.745
60.139,48.792,56.566,59.319,44,66.162,"Class1","X",44.489,29,13.628,47.102
35.89,44.437,64.758,68.296,14,87.031,"Class1","X",15.496,22,31.027,82.649
39.089,2.029,97.084,44.493,77,49.647,"Class3","P",4.145,38,88.208,12.61
30.739,51.42,92.263,79.213,39,39.545,"Class4","D",8.442,45,63.737,42.673
85.733,73.417,75.072,32.594,40,82.207,"Class1","Q",41.419,55,23.395,60.706
21.137,46.909,71.592,45.486,39,77.431,"Class1","X",11.956,36,26.995,64.071
52.54,41.868,12.647,27.579,50,14.884,"Class2","X",33.892,61,81.215,52.048
46.136,69.223,49.751,9.317,52,39.436,"Class2","J",25.23,37,80.655,48.439
57.026,60.226,74.738,14.037,61,NA,"Class2","J",19.889,46,79.189,48.417
99.104,31.781,25.457,42.927,79,50.035,"Class5","H",73.466,59,58.1,71.328
97.933,43.623,17.927,43.847,94,56.619,"Class5","H",68.575,60,56.794,89.991
54.813,58.72,83.571,49.387,59,89.08,"Class1","X",15.179,35,24.3,63.383
89.325,1.836,66.405,36.708,16,51.144,"Class3","X",7.396,62,76.105,12.838
33.281,61.979,53.831,14.367,49,38.23,"Class4","H",15.994,35,72.965,26.443
99.139,23.391,42.5,43.316,92,69.201,"Class5","C",77.133,62,63.736,56.723
68.195,34.359,12.632,30.965,67,46.974,"Class2","J",27.613,53,79.865,48.675
18.796,71.842,83.311,9.848,49,36.95,"Class4","V",14.474,15,70.605,19.066
56.454,54.215,25.172,28.469,51,66.98,"Class2","W",36.94,57,76.932,49.625
52.792,1.806,87.133,41.315,77,59.093,"Class3","P",2.989,61,81.849,3.624
63.272,39.217,58.697,30.051,61,8.928,"Class2","A",43.187,46,78.21,48.551
49.049,36.776,37.003,11.15,59,49.974,"Class2","X",23.409,36,79.395,47.305
40.549,2.912,33.214,41.79,40,55.151,"Class3","I",3.446,41,84.473,8.416
98.788,32.922,-16.004,44.457,84,39.067,"Class5","C",76.931,68,56.617,44.108
72.329,1.531,21.97,44.527,45,47.638,"Class3","P",5.973,74,77.948,10.163
98.204,44.8,4.772,42.839,96,30.643,"Class5","U",68.629,82,61.719,33.097
65.473,76.035,77.254,42.882,62,76.463,"Class1","P",39.082,53,31.431,64.513
NA,47.507,44.218,63.564,14,86.885,"Class1","X",31.26,51,3.373,40.059
75.697,1.017,102.93,44.285,47,56.221,"Class3","X",3.804,69,61.583,6.569
98.749,22.566,-5.187,42.14,88,41.616,"Class5","D",70.282,61,63.016,36.306
63.027,44.426,56.103,30.442,50,16.4,"Class2","W",23.122,45,79.176,48.429
98.446,45.355,67.921,42.962,88,34.089,"Class5","D",69.366,69,55.394,90.206
101.956,70.542,53.363,61.71,39,82.886,"Class1","X",48.457,58,30.778,54.843
58.319,76.771,90.207,62.05,48,91.275,"Class1","X",32.265,84,6.106,21.283
21.783,60.567,88.49,85.997,30,36.435,"Class4","H",32.756,34,58.903,23.908
14.336,2.281,53.904,44.318,59,49.234,"Class3","F",7.659,32,65.817,5.219
46.584,46.25,44.669,67.838,51,83.807,"Class1","P",29.693,63,17.385,53.415
NA,31.783,-2.52,43.841,93,28.265,"Class5","H",76.607,76,62.576,57.444
66.51,75.063,67.156,51.309,64,69.427,"Class1","H",43.642,75,21.807,27.414
33.873,68.9,80.561,44.481,47,37.927,"Class4","F",23.981,43,59.686,19.197
91.268,1.894,45.558,42.683,31,50.812,"Class3","P",5.278,47,60.626,10.273
58.032,1.084,67.681,36.522,32,55.033,"Class3","X",8.312,71,82.524,8.767
96.567,84.779,69.812,43.351,35,66.649,"Class1","S",33.575,53,10.334,40.439
98.494,31.381,34.879,44.098,95,64.115,"Class5","U",74.132,56,62.396,67.375
33.468,66.045,87.633,30.876,37,35.962,"Class4","V",24.611,10,74.806,28.508
97.879,21.256,47.709,42.399,93,52.115,"Class5","D",78.443,57,60.806,41.302
27.362,62.178,52.794,57.107,28,37.869,"Class4","H",72.836,34,62.194,23.899
98.361,23.841,22.58,43.317,90,52.477,"Class5","H",75.176,75,59.027,73.046
98.586,40.455,34.263,42.948,77,68.768,"Class5","H",71.612,70,62.445,64.778
67.688,2.561,29.814,40.806,41,NA,"Class3","W",2.056,50,89.319,12.282
84.381,74.816,87.968,65.264,28,NA,"Class1","Q",21.434,82,23.259,41.012
62.042,49.073,59.249,43.005,59,82.693,"Class1","P",39.268,40,24.543,34.273
