"YHS1","MVY2","ZDE3","XWB4","BPA5","UKA6","WYP7","JSM8","Output14","MGV9","QEF10"
47.929,83.133,65.67,"H",18.419,57.796,40.206,34.971,"Class3",89.31,57
72.595,35.124,21.69,"O",39.504,72.331,21.593,29.086,"Class4",11.196,79
25.761,64.277,61.107,"K",48.538,89.392,15.623,77.515,"Class1",64.017,21
71,36.937,51.375,"F",70.285,25.804,22.031,17.123,"Class4",12.648,83
55.52,83.646,66.896,"L",13.27,55.832,15.879,67.643,"Class3",93.527,52
58.528,80.484,66.537,"T",15.855,48.309,34.836,60.027,"Class3",92.917,58
88.334,NA,39.728,"L",66.422,80.114,21.627,24.089,"Class4",9.048,95
40.068,45.043,19.953,"M",42.624,65.825,81.272,50.448,"Class2",38.569,87
64.281,47.28,43.895,"I",51.781,30.806,21.601,36.122,"Class4",8.106,98
24.11,27.94,45.711,"V",45.373,91.611,13.896,41.468,"Class1",25.658,19
38.412,48.503,80.2,"R",3.161,84.518,80.205,53.704,"Class2",37.454,88
48.973,43.238,19.791,"M",20.531,44.729,73.888,60.558,"Class2",33.771,88
64.434,71.002,68.847,"I",56.147,52.183,21.276,22.105,"Class4",12.707,90
25.49,44.983,53.959,"F",44.205,66.567,70.873,51.679,"Class2",39.144,87
56.095,80.581,66.672,"T",14.052,47.627,22.07,61.292,"Class3",82.436,64
16.679,50.033,62.58,"K",46.658,91.806,21.483,58.071,"Class1",37.338,21
34.561,46.432,82.845,"F",27.217,27.942,73.273,68.798,"Class2",36.699,88
72.405,59.871,48.229,"O",73.54,40.034,21.073,32.736,"Class4",14.676,94
46.459,83.581,67.896,"O",6.793,53.768,40.31,57.737,"Class3",86.063,58
41.17,43.173,61.975,"A",13.363,72.412,66.24,45.766,"Class2",31.435,87
72.032,21.119,50.032,"V",46.936,96.775,15.433,71.204,"Class1",41.643,19
53.311,53.938,52.252,"Y",45.388,90.282,5.404,77.593,"Class1",25.19,21
36.82,43.972,33.215,"A",9.454,43.951,70.081,50.648,"Class2",38.441,87
87.998,51.004,33.583,"L",60.265,49.039,21.62,13.451,"Class4",14.17,66
30.39,43.839,0.491,"A",30.138,20.546,88.359,60.909,"Class2",45.449,87
75.289,67.5,29.038,"C",62.319,15.779,21.758,26.849,"Class4",8.264,92
58.816,83.523,66.113,"O",21.567,47.206,30.076,56.706,"Class3",90.583,52
48.892,80.674,69.832,"H",24.4,54.502,14.647,64.833,"Class3",88.142,58
44.013,84.766,64.232,"T",16.101,47.436,9.766,68.297,"Class3",94.962,66
83.304,31.178,33.212,"L",45.831,52.608,21.548,34.821,"Class4",15.972,61
68.77,45.238,45.639,"F",51.398,72.361,21.882,16.258,"Class4",7.671,99
49.205,83.908,68.62,"W",18.732,48.766,19.228,57.63,"Class3",81.391,63
68.84,56.042,76.186,"I",42.375,34.497,22.009,10.93,"Class4",NA,65
75.889,70.679,21.96,"C",66.645,57.986,20.879,18.06,"Class4",8.26,97
81.054,41.658,51.087,"O",51.853,79.72,21.768,19.278,"Class4",16.063,82
74.583,39.596,44.489,"I",54.548,35.96,21.011,34.464,"Class4",16.721,76
55.176,79.91,65.049,"O",16.35,56.617,37.088,55.865,"Class3",83.365,52
22.139,45.115,39.063,"B",26.617,76.777,59.544,58.431,"Class2",31.495,88
46.313,83.823,67.35,"L",-11.674,51.251,23.861,77.213,"Class3",85.169,66
14.844,21.833,65.399,"R",47.866,93.956,8.099,17.318,"Class1",36.85,19
52.753,86.881,65.061,"L",12.471,51.06,16.185,41.526,"Class3",93.788,69
55.59,83.382,66.29,"O",16.916,51.32,29.417,61.148,"Class3",87.065,64
22.415,49.875,47.7,"V",46.921,97.692,37.537,52.777,"Class1",35.237,21
45.35,80.547,67.506,"T",7.337,52.527,23.466,72.297,"Class3",85.238,54
62.045,52.649,43.102,"F",32.445,58.338,21.488,23.873,"Class4",11.162,99
52.42,80.943,65.301,"H",21.656,53.265,30.388,60.193,"Class3",84.842,51
52.776,86.036,64.826,"W",14.736,57.697,29.963,45.348,"Class3",91.67,51
77.587,50.402,59.554,"R",44.204,95.719,35.836,85.312,"Class1",29.954,20
46.148,85.542,65.083,"W",15.277,47.65,35.19,53.486,"Class3",90.649,64
89.82,41.378,31.897,"C",49.026,79.779,20.969,13.235,"Class4",10.79,83
46.017,80.874,39.137,"Y",46.017,91.532,28.476,52.29,"Class1",30.519,19
77.997,73.278,44.251,"L",54.432,11.939,21.627,18.307,"Class4",NA,63
25.659,38.802,70.793,"R",48.576,95.859,38.102,95.979,"Class1",59.415,21
49.813,44.858,60.025,"B",36.553,19.854,73.159,53.091,"Class2",54.521,88
18.417,40.493,55.145,"V",46.379,97.522,17.022,36.217,"Class1",53.984,19
76.744,59.911,56.628,"K",45.556,90.897,19.581,55.267,"Class1",56.644,20
35.711,44.13,45.953,"F",7.362,84.313,77.949,47.557,"Class2",52.049,88
56.369,83.153,65.44,"O",21.062,53.908,33.744,56.848,"Class3",81.645,58
67.533,34.745,46.293,"R",46.591,90.727,24.483,56.089,"Class1",58.302,21
45.393,86.433,65.771,"L",14.488,48.42,16.188,49.594,"Class3",94.821,59
47.989,44.015,5.611,"R",24.393,20.199,65.215,62.752,"Class2",38.52,87
67.178,NA,56.394,"I",49.663,54.012,21.514,30.024,"Class4",8.678,95
18.766,51.874,46.421,"T",45.696,94.205,6.158,54.624,"Class1",54.818,20
51.294,47.744,115.052,"B",2.607,44.555,89.606,52.446,"Class2",37.587,87
30.016,56.248,48.785,"V",46.948,92.655,27.574,76.161,"Class1",73.354,19
45.819,84.134,65.574,"L",23.233,55.723,20.772,48.375,"Class3",92.987,68
58.82,79.452,68.274,"W",8.054,53.978,1.274,48.996,"Class3",92.184,51
50.148,84.381,68.335,"H",24.47,52.834,27.092,73.276,"Class3",94.657,55
71.021,63.946,47.366,"Y",48.567,93.869,10.01,94.414,"Class1",59.398,20
72.886,47.271,46.479,"F",28.494,54.824,21.433,14.782,"Class4",11.294,92
33.834,45.798,80.378,"B",4.863,43.329,44.52,53.488,"Class2",47.738,87
74.039,18.065,48.133,"V",44.776,96.201,30.501,45.119,"Class1",31.44,21
71.804,47.612,56.317,"O",69.511,29.441,21.766,26.111,"Class4",10.065,86
29.393,NA,85.59,"R",17.797,57.797,65.802,64.789,"Class2",38.251,88
74.71,56.566,47.338,"O",52.592,22.688,21.968,37.855,"Class4",13.773,65
51.791,84.989,66.496,"W",14.721,51.54,19.216,68.019,"Class3",94.853,58
32.078,45.213,-24.08,"R",29.061,58.154,69.135,65.22,"Class2",51.8,87
20.951,60.764,63.456,"V",46.09,92.432,18.675,45.996,"Class1",35.542,19
30.427,32.66,52.294,"V",46.906,94.566,19.329,35.898,"Class1",24.371,20
58.188,84.992,66.514,"O",11.504,50.953,0.326,58.958,"Class3",82.489,69
45.411,80.151,64.983,"H",12.005,50.887,9.309,57.794,"Class3",NA,58
40.412,83.733,66.61,"O",22.051,56.159,17.562,54.428,"Class3",91.706,68
27.353,21.606,53.684,"Y",47.417,90.205,2.031,49.895,"Class1",29.634,21
47.687,82.687,65.917,"H",27.306,49.671,35.658,57.886,"Class3",91.885,54
24.679,44.294,51.855,"F",15.537,36.411,80.618,53.833,"Class2",44.51,87
81.278,29.47,56.249,"I",82.459,72.063,21.439,36.719,"Class4",16.347,79
75.228,38.764,77.46,"K",46.918,94.427,19.213,67.458,"Class1",78.394,21
42.664,48.62,82.195,"M",8.71,44.925,86.219,48.064,"Class2",50.723,88
44.68,83.77,67.942,"W",33.422,52.303,31.919,53.785,"Class3",92.17,63
80.183,73.886,23.735,"C",44.161,40.061,21.122,20.146,"Class4",10.51,76
49.034,80.557,66.757,"L",15.602,57.921,34.617,61.694,"Class3",93.359,57
55.703,81.928,65.787,"W",8.814,54.761,40.731,66.183,"Class3",84.759,51
53.187,82.092,64.282,"H",18.583,57.715,13.37,61.624,"Class3",81.165,67
74.899,42.093,52.609,"F",44.042,59.989,21.536,29.916,"Class4",9.296,88
31.904,48.03,88.735,"F",0.173,53.867,76.008,48.807,"Class2",45.007,87
48.979,46.024,9.848,"R",21.18,16.604,76.021,44.468,"Class2",51.457,88
71.064,50.936,35.266,"O",61.302,24.394,21.412,11.76,"Class4",16.051,89
42.265,81.917,65.764,"O",15.386,53.791,16.784,37.671,"Class3",88.446,59
17.143,45.212,59.08,"R",46.2,95.533,17.577,48.509,"Class1",53.325,19
50.548,10.944,37.594,"Y",47.194,93.619,13.795,38.169,"Class1",80.029,21
66.102,69.802,24.29,"I",62.575,17.387,21.343,36.673,"Class4",NA,61
73.234,81.388,75.867,"C",69.348,15.784,21.263,26.17,"Class4",19.107,85
50.936,85.414,66.509,"W",20.498,52.939,23.481,52.698,"Class3",93.14,66
52.589,44.146,22.91,"B",1.81,77.75,54.995,47.327,"Class2",36.971,87
56.625,82.223,64.483,"O",19.842,57.51,15.176,64.725,"Class3",NA,55
43.735,43.362,61.96,"M",16.277,31.138,59.7,61.617,"Class2",40.735,87
68.914,42.921,56.803,"V",45.859,89.679,20.509,74.909,"Class1",35.514,20
67.777,38.79,46.553,"K",46.621,92.602,8.574,77.338,"Class1",59.535,19
65.464,72.163,53.158,"C",61.706,60.137,21.642,19.54,"Class4",19.314,63
56.686,85.244,67.785,"H",18.624,47.742,27.058,61.506,"Class3",84.623,58
58.484,79.53,65.534,"T",13.297,55.699,22.751,61.099,"Class3",87.31,52
53.932,43.297,91.331,"A",21.552,71.171,85.875,46.357,"Class2",37.813,87
30.969,47.924,37.272,"B",14.175,52.711,79.187,53.154,"Class2",51.95,88
45.367,48.221,23.55,"A",5.28,21.626,65.691,57.266,"Class2",43.659,88
23.147,44.625,43.214,"R",35.865,73.094,61.082,59.269,"Class2",34.127,87
18.786,11.278,55.807,"R",47.284,94.833,11.128,89.688,"Class1",39.396,21
80.526,29.063,44.044,"L",63.495,52.593,21.862,25.036,"Class4",18.095,97
63.703,43.921,42.636,"I",51.659,38.255,21.484,13.595,"Class4",20.974,69
46.817,81.481,66.732,"W",19.143,56.918,32.485,72.801,"Class3",84.674,62
73.48,37.612,69.541,"F",57.595,63.044,21.753,15.508,"Class4",13.805,83
26.873,44.929,57.835,"R",24.553,74.842,75.945,37.046,"Class2",53.586,88
22.422,47.854,28.142,"B",26.311,44.687,59.351,47.347,"Class2",37.932,87
64.288,39.922,41.759,"L",51.804,50.569,21.894,27.608,"Class4",20.865,97
76.021,41.036,39.674,"L",43.25,5.121,21.135,26.508,"Class4",20.468,77
32.974,44.432,63.69,"B",24.071,61.451,74.059,66.293,"Class2",46.451,87
28.788,NA,46.534,"F",41.037,76.537,48.491,43.472,"Class2",49.823,87
42.674,83.511,65.947,"L",22.945,53.729,11.904,74.22,"Class3",90.164,57
31.729,78.048,43.659,"K",46.54,89.357,31.015,106.516,"Class1",80.462,20
32.614,29.748,48.717,"Y",46.178,89.952,13.948,70.727,"Class1",64.879,19
47.574,79.13,64.752,"T",12.16,50.914,23.852,69.17,"Class3",93.171,62
70.907,79.227,71.495,"I",42.63,66.831,21.686,11.287,"Class4",17.167,78
40.862,49.081,-1.954,"A",24.646,33.214,72.684,58.378,"Class2",44.765,88
58.006,79.559,65.794,"O",19.607,48.14,32.376,61.478,"Class3",89.881,58
57.994,80.633,65.033,"H",0.477,55.704,7.524,47.149,"Class3",84.498,66
78.158,63.06,46.194,"F",97.65,36.374,21.316,14.731,"Class4",17.499,83
47.876,45.953,94.335,"A",25.398,56.142,76.507,56.734,"Class2",44.095,87
52.041,44.362,22.166,"A",-3.96,82.034,38.974,46.239,"Class2",41.415,88
39.163,76.914,52.44,"Y",48.128,88.676,15.736,83.112,"Class1",54.325,19
46.844,85.597,64.469,"L",16.098,57.376,25.128,71.778,"Class3",87.797,56
32.152,46.505,80.966,"B",28.784,79.194,70.598,38.163,"Class2",53.159,88
32.187,83.806,41.54,"T",46.941,97.87,40.297,57.064,"Class1",54.341,19
48.184,49.192,39.287,"F",24.384,33.236,87.514,44.888,"Class2",36.415,88
55.705,82.132,67.934,"O",25.39,47.531,26.685,41.29,"Class3",91.435,61
35.925,48.688,64.298,"M",18.91,27.699,88.371,57.263,"Class2",51.022,87
76.978,55.064,51.806,"L",51.652,66.089,21.234,39.804,"Class4",16.491,89
26.396,23.284,61.815,"T",46.943,97.44,19.838,93.188,"Class1",62.195,20
64.426,37.775,62.675,"R",46.206,96.154,29.051,76.114,"Class1",29.767,20
49.645,NA,67.142,"W",25.755,55.29,23.879,56.937,"Class3",83.258,57
41.659,85.537,65.864,"O",17.572,49.015,37.929,46.864,"Class3",81.136,53
49.187,43.975,70.287,"R",26.702,46.918,72.24,53.238,"Class2",51.211,87
25.114,30.481,45.004,"Y",48.441,91.408,27.727,74.461,"Class1",57.407,20
41.726,45.625,46.987,"B",12.174,51.099,79.909,50.514,"Class2",53.372,87
33.227,43.898,13.028,"B",33.066,72.231,71.39,58.245,"Class2",37.817,87
34.314,NA,26.655,"B",38.554,64.903,73.877,65.13,"Class2",48.885,88
45.542,81.7,67.203,"T",18.043,54.186,16.528,33.807,"Class3",85.972,55
74.99,38.403,50.85,"I",65.347,17.828,21.807,11.88,"Class4",13.806,88
87.614,62.962,40.385,"C",75.001,5.57,21.317,31.094,"Class4",7.012,75
40.71,81.667,49.256,"V",47.308,89.324,23.516,40.446,"Class1",58.236,19
73.916,34.385,41.567,"O",25.502,62.287,21.998,29.783,"Class4",14.59,62
36.017,34.174,38.04,"Y",46.736,97.592,36.951,70.21,"Class1",72.306,20
38.382,NA,59.031,"V",45.723,88.553,27.179,39.317,"Class1",27.743,20
45.83,80.424,66.269,"L",23.263,56.341,13.654,68.096,"Class3",NA,65
51.165,80.421,67.692,"T",11.12,55.107,33.317,61.514,"Class3",91.483,65
41.738,48.572,73.153,"R",20.258,16.603,38.944,50.874,"Class2",48.745,88
28.825,45.346,35.722,"M",2.092,73.87,59.094,63.86,"Class2",32.334,87
63.762,45.902,41.197,"I",36.289,20.436,21.869,17.555,"Class4",19.069,65
54.468,82.857,65.46,"O",22.795,48.216,25.344,64.781,"Class3",85.294,62
90.041,46.312,29.709,"C",45.472,75.339,21.875,18.254,"Class4",19.402,98
31.941,72.634,53.386,"V",46.252,95.954,23.793,83.697,"Class1",81.387,21
56.398,80.898,62.835,"W",17.294,47.812,30.909,57.748,"Class3",86.019,55
47.634,84.136,65.696,"H",20.412,47.264,26.264,39.338,"Class3",84.891,68
31.129,45.163,64.813,"M",40.861,16.846,68.058,42.892,"Class2",54.444,87
66.494,47.94,72.558,"C",45.578,57.693,21.884,15.196,"Class4",20.159,87
49.561,45.593,96.6,"A",24.158,56.932,55.656,40.279,"Class2",50.418,87
86.188,59.987,54.996,"I",55.797,70.348,21.552,24.596,"Class4",15.828,76
31.966,62.275,56.798,"Y",47.072,91.712,22.975,81.235,"Class1",73.212,19
76.112,62.033,32.74,"L",74.001,11.898,21.309,26.268,"Class4",12.798,90
79.853,80.686,24.219,"F",77.807,52.38,21.569,13.139,"Class4",16.328,91
54.707,84.747,67.979,"L",13.794,48.434,-3.096,35.148,"Class3",85.957,65
65.892,43.195,41.365,"L",60.198,59.324,21.115,18.85,"Class4",11.443,96
23.833,49.464,37.33,"A",15.026,14.682,79.435,46.205,"Class2",31.264,88
48.74,82.28,67.198,"W",13.403,54.75,5.99,62.992,"Class3",93.083,57
71.382,74.831,49.497,"I",60.011,38.63,21.354,15.635,"Class4",7.569,99
60.758,54.903,63.015,"Y",47.969,90.326,26.757,31.398,"Class1",22.135,20
58.793,84.666,65.662,"W",20.07,53.952,28.549,62.579,"Class3",82.663,63
83.738,74.95,50.948,"I",52.294,50.501,21.106,10.719,"Class4",7.573,86
63.786,43.02,45.698,"O",41.571,16.705,22.339,40.399,"Class4",13.644,66
43.949,30.657,47.493,"T",46.514,96.045,32.539,75.615,"Class1",66.367,19
11.508,69.789,41.085,"K",47.031,95.006,31.488,69.206,"Class1",32.236,20
42.274,46.684,52.919,"R",14.083,33.266,55.531,42.723,"Class2",44.298,88
35.928,46.483,68.522,"A",25.363,27.626,82.969,37.448,"Class2",35.442,87
40.128,49.238,63.138,"A",30.232,68.084,84.378,54.111,"Class2",42.27,88
83.839,49.96,60.014,"L",32.872,32.651,21.353,36.573,"Class4",10.781,72
78.166,35.541,43.696,"V",46.285,90.348,8.358,42.227,"Class1",48.965,19
69.972,75.231,55.536,"F",54.262,48.189,21.565,20.879,"Class4",19.565,92
17.077,45.588,37.266,"Y",46.881,88.665,23.567,68.883,"Class1",79.591,20
58.699,NA,66.718,"L",11.832,48.802,14.394,81.632,"Class3",88.74,63
49.45,47.768,-10.228,"A",22.179,72.326,49.44,66.177,"Class2",NA,88
82.233,82.092,30.056,"O",22.268,30.837,20.927,19.779,"Class4",13.09,75
80.961,NA,52.378,"C",52.369,40.864,21.282,30.986,"Class4",8.76,72
57.035,84.68,63.926,"T",14.251,52.409,20.089,78.839,"Class3",83.502,64
32.999,46.2,1.921,"M",24.272,46.452,56.161,41.931,"Class2",50.452,87
23.919,NA,-17.494,"R",37.049,36.973,77.626,51.055,"Class2",41.969,88
85.259,70.421,57.679,"I",52.079,39.545,21.414,19.366,"Class4",16.507,94
89.087,41.917,52.391,"I",48.831,9.949,21.646,21.125,"Class4",12.787,69
41.972,23.592,60.796,"T",46.226,93.418,3.711,69.374,"Class1",29.06,21
13.306,10.098,48.558,"K",46.775,95.329,31.229,75.036,"Class1",48.601,19
39.249,47.088,81.001,"F",32.043,78.808,75.977,57.326,"Class2",49.508,87
55.834,78.988,49.202,"R",45.033,94.613,12.699,70.969,"Class1",25.191,19
53.459,47.557,43.836,"B",20.904,76.503,76.329,32.091,"Class2",50.327,87
43.406,44.529,117.187,"B",23.462,82.219,80.391,51.921,"Class2",43.742,87
56.4,80.79,66.361,"H",22.717,48.169,20.964,67.01,"Class3",90.198,55
42.24,48.484,54.273,"R",41.849,25.809,39.02,38.913,"Class2",33.598,88
48.102,49.7,68.538,"M",22.492,35.675,78.951,50.252,"Class2",32.752,88
35.163,83.688,55.879,"T",46.636,97.081,21.787,93.668,"Class1",73.365,20
57.282,84.175,65.7,"H",12.218,50.201,33.094,41.405,"Class3",86.513,68
46.996,84.259,66.521,"O",15.147,52.473,28.371,47.235,"Class3",NA,69
14.556,36.392,48.001,"T",47.249,93.169,28.705,74.191,"Class1",26.809,19
16.534,65.791,51.948,"Y",44.95,90.609,18.681,75.669,"Class1",29.855,20
47.794,85.758,66.113,"L",17.939,48.111,10.137,45.793,"Class3",91.689,59
64.239,64.497,27.398,"O",70.002,77.027,20.848,12.597,"Class4",11.564,82
90.713,50.315,36.64,"C",87.056,35.719,21.616,15.411,"Class4",17.697,84
47.535,NA,66.306,"M",-0.999,54.485,81.338,57.066,"Class2",35.062,88
39.154,49.405,40.857,"A",26.389,17.339,78.717,46.614,"Class2",45.024,87
44.186,31.095,57.791,"V",48.002,89.736,9.27,54.373,"Class1",70.655,21
35.238,43.014,30.471,"A",-0.673,53.3,93.529,48.23,"Class2",NA,88
47.582,84.714,63.789,"T",27.36,48.854,42.139,62.321,"Class3",85.11,54
13.028,30.066,49.975,"K",47.282,88.049,23.134,40.703,"Class1",63.667,21
51.091,72.492,44.339,"V",47.648,89.735,18.194,50.687,"Class1",47.094,21
47.35,NA,64.635,"L",19.168,53.956,32.821,52.463,"Class3",93.466,66
28.767,48.255,21.527,"B",18.056,49.874,90.656,53.744,"Class2",47.117,88
51.106,45.342,55.767,"F",24.742,28.172,57.804,37.819,"Class2",50.278,88
71.585,52.064,54.423,"O",22.903,35.758,22.148,32.973,"Class4",12.847,92
80.092,76.573,60.789,"F",80.282,3.75,21.735,16.29,"Class4",12.986,73
44.746,NA,89.585,"B",31.857,53.495,98.91,63.296,"Class2",37.403,88
87.88,80.195,37.391,"F",72.996,19.672,21.658,21.954,"Class4",18.599,87
42.548,42.556,61.179,"V",45.855,91.994,14.24,45.028,"Class1",60.379,20
60.247,26.623,47.104,"V",46.918,92.161,14.805,70.372,"Class1",54.536,20
70.558,70.029,47.585,"L",44.184,66.543,22.188,24.34,"Class4",11.404,61
69.993,77.817,41.465,"F",45.533,26.355,21.551,2.231,"Class4",7.28,98
53.349,34.127,54.495,"K",46.366,95.06,22.884,75.66,"Class1",27.461,20
69.644,40.477,49.575,"T",46.956,94.66,19.615,57.096,"Class1",22.109,19
75.142,64.393,59.858,"F",73.777,7.4,21.481,3.716,"Class4",16.463,85
22.6,43.847,85.06,"B",9.598,59.209,55.696,33.344,"Class2",52.941,87
56.504,56.765,54.871,"Y",46.32,97.304,27.698,82.785,"Class1",61.506,19
31.826,43.954,27.767,"M",30.811,48.727,78.957,51.357,"Class2",37.875,88
32.427,9.584,52.907,"Y",47.623,95.219,25.733,68.784,"Class1",80.064,21
31.676,20.56,42.997,"R",47.359,93.851,5.471,76.661,"Class1",71.501,19
91.123,67.875,37.23,"F",81.996,75.579,21.885,26.523,"Class4",7.209,93
51.892,82.255,65.863,"O",25.339,56.345,8.978,64.917,"Class3",88.264,56
49.51,82.447,65.078,"T",14.451,56.387,7.106,67.786,"Class3",84.372,59
87.651,75.601,52.856,"L",83.557,38.852,21.886,25.409,"Class4",12.597,71
25.569,44.366,31.797,"R",42.828,70.399,60.02,50.859,"Class2",40.744,87
53.767,85.519,64.632,"T",18.702,51.619,46.59,89.474,"Class3",84.695,60
40.423,80.375,66.299,"H",20.751,53.735,-15.442,67.914,"Class3",84.482,58
85.989,31.862,47.715,"O",34.347,23.226,21.732,4.07,"Class4",11.173,74
58.98,82.45,67.011,"W",18.928,51.549,8.285,74.425,"Class3",88.851,66
29.435,47.731,36.748,"F",17.367,37.974,84.046,69.06,"Class2",43.366,88
12.709,71.984,53.348,"Y",46.055,96.538,23.443,77.899,"Class1",47.388,19
41.596,48.803,53.618,"F",15.891,41.788,81.077,57.224,"Class2",43.219,87
51.444,45.112,107.161,"R",16.798,82.328,68.325,59.56,"Class2",40.285,87
42.824,43.511,57.154,"R",17.089,20.974,57.367,52.929,"Class2",49.633,88
50.867,49.42,95.606,"A",20.983,28.896,57.562,34.108,"Class2",31.81,87
50.574,49.856,36.149,"A",37.66,61.012,90.259,53.495,"Class2",45.411,88
48.702,43.851,58.766,"B",36.268,48.66,85.067,38.227,"Class2",49.883,88
74.392,63.956,50.814,"K",47.225,93.827,13.193,62.765,"Class1",NA,21
44.46,57.301,53.079,"Y",47.247,97.326,17.892,79.565,"Class1",NA,20
77.385,80.539,64.7,"I",64.469,72.17,21.171,37.427,"Class4",19.556,95
11.125,76.575,43.812,"Y",47.335,88.173,25.21,41.24,"Class1",77.364,20
44.14,86.973,65.337,"T",17.317,49.654,22.908,64.762,"Class3",90.822,55
50.946,46.343,66.681,"R",39.983,63.116,69.919,48.065,"Class2",36.79,87
45.182,44.957,29.434,"F",29.826,35.758,74.246,61.363,"Class2",44.299,88
38.573,56.183,43.591,"V",45.612,91.699,20.061,64.167,"Class1",29.128,19
52.34,80.494,65.691,"L",11.447,55.414,7.28,46.388,"Class3",90.289,65
13.552,44.367,53.927,"Y",48.968,94.928,17.761,53.497,"Class1",34.928,21
44.921,44.923,70.697,"R",24.274,44.46,79.828,43.33,"Class2",45.861,88
34.098,46.341,12.193,"F",29.407,38.223,28.506,51.092,"Class2",50.193,87
72.673,81.269,19.156,"O",67.281,33.181,21.913,24.08,"Class4",NA,77
47.354,47.747,20.383,"B",31.996,41.541,51.436,62.536,"Class2",50.92,87
42.867,82.2,64.197,"H",11.49,57.905,43.71,59.334,"Class3",89.813,59
62.003,77.411,40.572,"C",52.552,12.006,21.792,23.948,"Class4",20.81,68
72.008,30.027,57.178,"Y",46.758,96.068,0.744,90.51,"Class1",41.724,21
26.979,49.451,40.099,"A",52.803,59.445,80.459,34.742,"Class2",34.315,88
50.304,47.894,73.424,"M",13.682,37.959,72.866,76.135,"Class2",41.6,87
84.261,59.717,7.125,"I",57.16,30.144,21.194,19.296,"Class4",10.152,91
52.994,NA,65.592,"L",23.846,51.965,15.226,59.419,"Class3",NA,66
56.404,84.03,66.788,"W",23.939,48.319,20.551,62.008,"Class3",93.411,68
42.842,24.5,44.621,"V",46.706,91.754,27.946,81.196,"Class1",65.911,19
61.212,68.467,39.331,"F",74.787,28.821,21.709,21.435,"Class4",19.73,96
44.671,82.964,68.288,"T",16.122,54.664,-3.022,71.493,"Class3",84.109,64
46.206,85.985,66.944,"L",12.764,56.003,9.764,33.799,"Class3",81.315,54
50.438,48.044,13.255,"A",25.628,14.667,68.351,50.483,"Class2",31.22,87
44.018,45.852,62.334,"F",38.435,29.603,54.982,46.884,"Class2",54.438,88
41.469,77.427,50.551,"Y",46.332,92.554,23.497,86.307,"Class1",71.798,20
22.97,69.977,47.455,"T",46.901,97.132,12.085,38.668,"Class1",46.937,19
29.306,44.457,33.533,"B",24.975,75.178,80.372,62.228,"Class2",45.711,88
76.188,21.726,58.074,"K",45.828,88.02,22.846,38.398,"Class1",NA,20
47.869,83.43,63.044,"O",10.237,48.822,27.418,74.679,"Class3",NA,69
72.551,73.224,46.839,"F",40.915,76.2,21.443,23.575,"Class4",8.178,69
36.888,43.771,59.11,"F",44.133,63.237,86.495,56.412,"Class2",31.91,87
46.707,34.358,40.997,"V",48.886,95.188,4.717,69.827,"Class1",29.926,19
84.819,31.531,42.97,"O",51.428,59.232,21.737,22.108,"Class4",18.312,87
37.555,43.891,66.326,"A",38.062,57.076,50.152,61.662,"Class2",46.348,88
76.077,46.965,62.043,"Y",46.116,92.79,20.543,40.031,"Class1",46.78,19
45.634,85.763,66.793,"H",11.166,50.153,52.329,70.193,"Class3",NA,59
83.43,48.057,31.814,"I",52.484,14.677,21.172,35.02,"Class4",13.498,88
76.005,31.544,51.007,"V",47.81,97.096,28.45,73.176,"Class1",70.588,20
51.536,57.534,50.74,"T",47.045,95.244,12.704,45.009,"Class1",NA,19
83.861,71.225,33.246,"C",66.516,47.969,21.78,14.214,"Class4",7.505,95
62.002,58.467,67.87,"C",39.064,53.208,21.274,15.705,"Class4",9.592,92
40.134,85.482,66.653,"T",22.309,57.507,35.898,68.564,"Class3",82.411,66
44.407,NA,36.434,"M",31.556,85.417,85.583,69.379,"Class2",37.015,87
72.72,49.423,63.503,"Y",45.129,88.584,9.266,57.029,"Class1",49.641,19
56.714,81.494,66.106,"H",23.747,51.321,29.34,61.986,"Class3",83.431,64
52.894,83.555,65.531,"L",16.07,51.291,17.08,54.188,"Class3",92.995,57
49.892,71.245,55.978,"V",46.419,97.099,26.052,55.882,"Class1",49.93,20
91.348,53.874,38.836,"C",67.734,83.713,21.673,19.947,"Class4",14.09,70
50.478,46.232,40.328,"B",22.232,19.084,84.935,49.241,"Class2",39.225,87
70.624,NA,37.209,"T",45.433,93.687,23.364,37.533,"Class1",26.077,20
11.137,47.346,60.472,"Y",47.14,95.94,26.581,52.591,"Class1",47.528,20
22.775,49.584,76.766,"M",30.086,37.285,58.102,51.496,"Class2",33.723,88
59.143,55.44,57.257,"V",48.711,93.256,9.995,99.267,"Class1",30.147,20
76.869,57.34,40.873,"L",59.709,33.972,21.564,21.231,"Class4",17.831,87
88.896,52.519,31.859,"F",56.004,42.709,21.812,21.385,"Class4",7.461,71
36.116,47.654,97.188,"M",30.084,22.384,52.12,40.72,"Class2",40.907,87
33.001,51.59,38.556,"K",46.416,88.349,19.471,57.437,"Class1",68.339,19
71.832,79.58,50.593,"V",47.577,92.217,34.469,71.807,"Class1",72.179,19
42.137,44.091,4.188,"R",14.921,85.233,52.768,77.747,"Class2",38.038,87
51.514,85.986,64.044,"L",17.443,47.536,26.317,48.629,"Class3",82.476,56
84.224,78.27,53.532,"L",39.854,21.005,21.421,20.288,"Class4",8.002,62
62.785,43.855,24.273,"O",54.961,21.977,21.351,27.895,"Class4",14.227,64
