"OHJ1","KDH2","WHB3","PGJ4","ZLP5","JUH6","DCF7","Output9","HJC8","IMD9","UWR10"
38.742,60.3,37.303,43.403,82,83.959,68.411,"Class2","X",34,21.553
28.378,21.125,46.954,28.928,76,35.364,55.95,"Class1","H",86,67.986
26.112,21.78,44.656,41.723,75,40.256,62.362,"Class1","B",84,61.529
23.103,28.727,48.954,29.636,86,34.637,62.42,"Class1","E",85,59.725
63.885,61.411,39.793,69.419,81,84.51,75.112,"Class2","H",35,47.882
23.509,31.82,32.576,89.536,21,36.415,26.087,"Class3","L",67,91.18
29.747,47.035,42.703,23.498,10,38.078,26.507,"Class3","V",71,86.336
76.886,62.76,39.636,63.912,88,83.982,61.111,"Class2","M",34,40.919
23.113,64.227,43.939,59.699,80,75.579,70.453,"Class2","X",28,30.398
26.268,44.655,24.252,NA,8,8.26,25.005,"Class3","L",70,83.261
27.802,38.202,29.798,36.793,58,31.45,57.895,"Class1","P",86,40.931
29.863,27.555,37.73,44.418,59,48.292,58.719,"Class1","I",84,74.781
22.317,67.723,43.023,71.696,78,85.359,65.484,"Class2","A",13,29.531
25.943,23.763,57.519,35.461,66,30.94,59.429,"Class1","H",83,45.039
33.301,65.602,43.428,62.881,94,74.146,70.589,"Class2","V",12,54.122
26.529,26.336,39.157,48.098,89,44.8,68.175,"Class1","I",84,31.163
103.425,64.133,36.719,36.923,84,75.673,60.626,"Class2","H",19,49.445
82.073,55.325,57.581,30.437,27,92.34,39.789,"Class4","J",79,21.605
84.783,53.273,48.5,25.19,43,86.537,25.52,"Class4","V",73,14.119
83.317,53.354,67.597,NA,18,86.66,23.149,"Class4","I",90,13.11
29.214,28.913,82.896,38.711,57,36.258,56.29,"Class1","I",87,-3.079
23.951,46.734,25.508,26.108,17,52.894,30.854,"Class3","S",73,87.817
25.44,41.53,53.351,61.962,6,26.855,28.75,"Class3","S",72,85.995
23.91,34.059,33.911,39.82,89,31.879,65.298,"Class1","B",87,31.953
24.21,40.729,53.279,10.99,12,24.519,26.789,"Class3","R",74,89.537
60.166,60.423,45.958,64.689,91,80.96,68.968,"Class2","M",26,19.457
80.455,53.832,44.845,20.281,22,90.105,44.319,"Class4","A",89,-4.433
29.399,20.741,64.8,23.422,64,41.598,62.557,"Class1","H",84,NA
34.998,61.288,45.283,NA,92,89.498,73.974,"Class2","V",17,14.345
23.786,28.073,50.466,27.929,12,69.986,28.466,"Class3","Q",69,87.535
22.722,63.348,38.032,81.055,94,93.837,63.269,"Class2","X",12,42.117
25.656,26.435,42.09,79.224,12,26.461,31.076,"Class3","V",71,84.174
32.248,26.476,60.98,59.794,16,31.027,29.241,"Class3","Q",70,84.507
30.962,32.449,62.758,37.107,78,34.306,67.42,"Class1","H",84,28.151
26.519,16.865,53.583,35.937,8,46.056,29.441,"Class3","S",72,88.374
20.08,20.226,66.076,36.948,68,44.67,53.074,"Class1","P",86,-23.946
74.825,60.109,41.338,70.371,90,84.479,64.395,"Class2","V",32,51.058
77.917,53.09,44.217,30.933,46,88.547,32.64,"Class4","J",63,17.841
21.545,27.261,65.296,56.871,19,36.632,29.025,"Class3","L",70,89.884
28.428,19.087,35.352,88.525,17,52.226,25.634,"Class3","L",75,85.293
83.629,55.886,42.523,26.27,22,85.118,20.885,"Class4","R",82,28.026
34.982,25.452,65.389,35.876,89,38.391,54.666,"Class1","P",83,43.039
45.263,55.757,35.089,41.883,81,82.997,74.397,"Class2","M",21,24.667
27.331,37.796,83.659,15.823,81,43.736,64.014,"Class1","P",83,48.681
61.434,65.757,43.975,48.161,86,81.132,63.035,"Class2","X",7,32.063
23.932,31.23,25.878,102.314,13,30.902,25.607,"Class3","Q",68,90.667
-16.542,66.752,42.991,46.382,78,84.571,64.252,"Class2","H",23,28.207
22.581,32.776,58.188,46.774,75,38,63.524,"Class1","B",82,65.466
25.262,40.427,48.062,61.083,12,32.732,28.625,"Class3","V",72,84.174
46.35,59.522,37.668,58.761,90,78.21,71.677,"Class2","V",35,49.498
77.229,55.172,63.316,28.512,36,92.598,10.289,"Class4","R",67,12.527
83.929,61.097,42.761,52.172,82,81.753,71.42,"Class2","V",19,7.455
25.779,26.507,82.127,52.838,88,41.046,67.664,"Class1","E",87,47.279
25.604,25.204,74.777,37.739,90,32.566,58.509,"Class1","B",85,83.013
24.805,29.738,62.225,36.663,8,18.4,31.278,"Class3","S",75,86.028
26.812,49.32,58.571,59.726,9,32.172,31.908,"Class3","R",70,NA
62.711,61.571,38.686,51.707,88,82.811,76.143,"Class2","M",21,60.488
22.76,42.768,56.853,74.711,23,37.305,26.85,"Class3","L",70,87.389
45.423,59.447,38.165,61.012,93,91.945,76.168,"Class2","M",20,22.097
28.09,35.48,75.852,35.104,72,29.503,61.994,"Class1","E",85,2.131
29.33,32.932,72.265,41.061,64,35.426,54.354,"Class1","B",82,65.913
26.398,25.198,50.886,73.155,6,-18.426,29.697,"Class3","L",69,85.328
92.486,55.122,66.856,29.257,38,92.714,44.09,"Class4","I",87,-20.039
87.696,53.345,63.706,33.018,21,90.138,23.517,"Class4","J",72,17.288
27.417,35.927,47.259,NA,10,37.36,27.218,"Class3","Q",67,81.072
29.694,35.157,48.48,3.432,62,37.523,54.027,"Class1","I",82,33.196
81.373,53.447,63.901,31.802,23,86.524,48.939,"Class4","V",89,31.716
82.273,62.896,40.003,43.189,87,82.402,64.473,"Class2","X",6,29.818
15.813,67.336,40.872,67.579,83,80.559,63.828,"Class2","H",33,61.434
46.635,56.353,39.085,65.991,76,85.857,74.997,"Class2","V",19,30.266
41.696,57.867,41.021,74.865,77,86.234,60.734,"Class2","V",26,7.742
33.521,28.774,43.094,57.462,19,-8.076,26.039,"Class3","S",71,85.462
57.82,64.081,38.495,64.167,78,95.319,77.777,"Class2","M",15,NA
24.439,20.97,63.589,50.977,91,41.486,53.685,"Class1","B",86,58.253
83.589,54.792,51.849,NA,37,89.379,52.766,"Class4","I",82,36.364
25.086,60.466,38.083,68.508,89,84.698,74.456,"Class2","H",6,32.359
28.983,37.153,48.107,NA,91,53.153,52.121,"Class1","P",87,20.63
29.172,23.326,82.594,43.589,74,38.695,59.718,"Class1","H",84,4.692
28.252,37.954,32.548,31.782,83,19.678,55.134,"Class1","B",84,52.944
11.504,66.934,41.779,59.525,82,86.166,71.089,"Class2","A",13,24.455
70.34,54.712,40.478,31.558,45,89.16,10.277,"Class4","J",77,39.792
29.349,45.564,36.565,39.872,20,39.424,29.971,"Class3","Q",69,87.115
26.027,32.999,30.212,37.978,88,19.752,68.921,"Class1","B",86,NA
84.055,55.198,66.139,32.323,30,88.998,19.435,"Class4","R",89,13.336
28.943,27.26,43.589,47.869,75,37.827,60.613,"Class1","H",87,35.422
31.047,22.59,84.377,18.569,87,33.872,66.489,"Class1","I",83,35.358
86.924,55.692,57.193,28.106,38,94.887,21.193,"Class4","J",66,31.893
84.815,55.327,48.496,28.995,34,89.082,30.542,"Class4","J",75,8.144
25.793,16.284,46.194,NA,8,27.109,27.771,"Class3","L",67,85.291
23.957,31.84,72.287,NA,59,26.259,57.299,"Class1","I",85,40.398
26.537,26.746,47.256,44.766,91,56.685,56.515,"Class1","P",85,NA
25.329,33.333,72.04,36.365,64,61.366,65.794,"Class1","E",87,36.051
85.264,54.022,41.367,21.589,13,88.252,18.258,"Class4","V",76,36.195
29.329,23.639,35.023,46.749,89,44.468,65.7,"Class1","B",86,23.042
32.001,32.941,45.832,78.38,20,16.131,29.81,"Class3","L",69,88.793
48.138,67.444,37.72,NA,88,80.629,64.037,"Class2","A",5,47.859
25.086,23.022,55.819,105.611,15,28.968,30.381,"Class3","R",73,89.096
21.815,29.392,63.646,29.348,76,34.945,59.454,"Class1","E",83,26.752
30.874,26.735,37.056,50.784,81,25.544,68.069,"Class1","H",82,10.11
79.347,53.462,55.682,23.827,11,90.145,36.246,"Class4","I",84,46.793
30.372,30.202,63.604,32.848,81,26.65,61.616,"Class1","B",86,-1.486
71.001,54.601,52.9,36.369,18,88.384,46.095,"Class4","I",78,24.786
31.346,42.02,30.517,-29.237,16,47.235,29.823,"Class3","V",70,87.566
84.725,54.36,43.561,29.374,22,86.431,41.881,"Class4","J",77,12.322
91.474,53.379,41.947,30.833,43,90.787,48.224,"Class4","A",79,18.797
27.237,31.677,59.49,15.785,84,40.464,65.911,"Class1","P",82,23.179
88.925,55.96,62.965,33.049,43,88.329,17.804,"Class4","A",84,42.481
23.247,28.286,60.066,-31.396,22,44.147,30.14,"Class3","Q",68,85.361
83.382,55.517,45.171,32.813,20,89.959,28.447,"Class4","I",67,30.991
59.46,64.118,38.531,NA,89,76.483,75.683,"Class2","X",28,14.656
85.15,54.813,67.017,35.255,29,86.939,35.08,"Class4","R",62,37.628
23.365,21.82,32.083,NA,57,35.578,52.817,"Class1","H",83,72.234
21.793,20.16,38.215,86.356,15,48.102,30.316,"Class3","S",75,87.514
26.558,62.437,45.73,83.545,92,89.425,62.889,"Class2","H",27,54.717
80.08,55.922,58.842,27.959,22,89.03,14.133,"Class4","V",87,16.015
84.416,54.225,61.389,25.658,46,90.011,39.625,"Class4","J",74,20.941
74.108,55.295,48.496,27.365,35,86.684,49.079,"Class4","V",67,11.613
22.432,23.615,63.946,32.094,86,29.85,54.905,"Class1","H",86,42.307
50.653,57.964,44.566,59.353,77,85.192,61.912,"Class2","V",7,46.264
86.287,62.059,39.153,52.005,82,87.884,73.616,"Class2","H",14,40.32
34.788,25.505,36.762,62.213,23,25.816,26.62,"Class3","L",68,95.509
95.655,55.914,62.763,38.682,33,92.051,31.552,"Class4","V",75,15.087
23.943,28.87,37.043,27.815,78,42.022,63.284,"Class1","H",86,67.799
29.404,29.014,81.433,26.419,67,33.317,59.423,"Class1","B",85,53.043
29.864,24.462,73.958,50.515,68,27.338,66.948,"Class1","P",87,18.726
33.517,37.97,77.436,39.189,89,54.774,58.875,"Class1","E",84,14.222
86.917,54.621,38.532,27.044,24,93.303,27.276,"Class4","R",81,30.573
24.645,31.694,44.621,37.537,74,32.221,60.313,"Class1","E",87,38.389
25.969,24.628,45.287,40.075,9,22.001,25.932,"Class3","L",74,90.4
47.303,58.347,42.214,58.947,78,78.665,78.662,"Class2","V",13,36.86
22.629,31.87,57.851,NA,63,33.863,62.209,"Class1","I",86,33.886
20.817,19.157,54.692,19.122,21,50.821,28.561,"Class3","L",69,93.415
21.243,38.055,58.808,107.359,16,44.464,29.772,"Class3","Q",72,91.012
84.998,54.328,51.559,24.921,25,85.231,51.803,"Class4","J",71,15.937
50.988,67.937,41.617,63.315,77,88.026,76.9,"Class2","H",25,25.456
30.978,22.777,70.293,15.536,72,46.038,53.466,"Class1","E",84,57.261
27.887,32.58,40.682,-19.396,22,9.787,26.499,"Class3","S",70,89.437
23.599,24.066,32.014,75.449,13,-1.819,30.064,"Class3","R",68,84.987
53.935,57.532,39.318,NA,81,81.625,61.873,"Class2","V",17,26.35
83.818,53.825,40.026,31.839,30,89.581,54.02,"Class4","I",87,10.629
86.407,53.736,44.634,30.207,35,90.136,27.256,"Class4","A",73,6.012
22.488,24.921,78.927,46.562,76,33.837,58.187,"Class1","B",85,71.247
21.199,20.416,53.967,80.444,13,-0.606,27.129,"Class3","S",67,89.375
25.029,24.574,23.454,49.058,18,34.922,30.433,"Class3","V",71,86.136
29.687,29.88,57.212,108.143,6,19.28,28.686,"Class3","Q",67,84.252
27.536,33.83,30.065,39.887,21,25.765,28.399,"Class3","R",67,86.719
28.298,35.389,63.64,32.669,67,16.118,67.354,"Class1","I",84,6.241
86.267,65.221,37.941,64.323,76,82.782,77.109,"Class2","A",11,6.747
23.72,49.76,62.701,104.753,14,19.559,30.324,"Class3","L",70,79.821
27.652,38.242,38.285,54.559,23,50.76,28.929,"Class3","Q",67,82.907
22.516,47.202,28.896,-5.084,4,54.403,28.969,"Class3","Q",72,85.376
43.308,58.814,42.243,54.456,77,82.869,66.146,"Class2","X",5,35.295
72.863,53.008,56.337,21.516,16,89.093,37.685,"Class4","A",75,39.656
45.629,61.678,36.408,56.407,80,82.701,65.449,"Class2","H",34,23.781
83.039,55.07,56.622,25.749,44,92.549,44.198,"Class4","I",81,33.74
29.053,21.353,70.21,17.429,73,34.27,54.831,"Class1","P",87,37.025
28.419,44.645,33.545,91.424,19,46.868,25.779,"Class3","Q",70,81.541
77.499,53.109,54.83,35.138,33,85.226,19.661,"Class4","J",88,31.917
83.277,55.312,61.208,30.298,12,91.679,52.896,"Class4","V",87,-11.548
90.019,53.907,52.6,30.037,17,84.26,31.219,"Class4","J",84,18.862
30.024,44.258,28.964,67.627,17,58.137,30.967,"Class3","R",71,85.03
30.209,35.463,66.668,42.886,78,37.292,57.979,"Class1","H",83,2.245
28.903,26.036,57.374,36.512,79,60.379,57.292,"Class1","B",82,45.239
11.262,27.744,63.784,-27.842,21,30.035,29.277,"Class3","Q",71,84.598
25.842,21.059,25.173,NA,15,48.361,30.661,"Class3","V",70,84.115
23.352,43.206,25.858,36.835,10,11.781,28.335,"Class3","Q",67,85.491
90.949,54.32,66.422,33.976,33,90.272,32.595,"Class4","V",73,29.656
26.271,38.128,71.423,41.6,84,32.111,54.446,"Class1","E",86,64.682
88.241,53.082,43.459,58.307,87,87.727,68.864,"Class2","V",29,33.391
55.012,54.374,41.243,66.013,91,80.199,67.328,"Class2","A",26,35.733
22.845,38.973,30.684,105.439,8,42.283,28.46,"Class3","S",75,NA
28.319,53.363,41.826,52.355,93,91.561,60.673,"Class2","M",4,18.052
31.189,21.157,69.404,46.973,67,36.214,68.152,"Class1","I",87,56.286
69.525,53.924,41.516,NA,78,75.28,65.512,"Class2","V",6,51.712
18.603,61.474,36.142,70.544,89,82.543,65.378,"Class2","V",27,14.194
23.636,45.891,23.176,58.6,12,47.066,26.183,"Class3","V",70,86.464
89.577,53.857,59.352,32.338,43,86.967,26.636,"Class4","J",81,30.494
87.515,54.247,57.646,NA,16,83.009,42.321,"Class4","J",71,13.39
20.569,36.392,36.629,8.984,18,27.527,29.674,"Class3","L",67,86.48
23.853,25.383,58.856,NA,16,17.573,29.005,"Class3","V",73,84.768
83.536,55.448,47.638,29.696,15,84.031,43.472,"Class4","I",63,30.355
30.417,36.846,27.582,50.194,74,55.409,60.848,"Class1","P",83,30.783
26.432,20.577,71.332,32.292,75,36.616,62.845,"Class1","E",82,70.958
27.598,22.987,78.235,36.612,66,38.282,59.372,"Class1","P",83,39.918
27.939,32.809,49.349,47.431,8,35.932,26.067,"Class3","V",69,85.821
72.888,53.184,60.772,32.653,11,91.792,18.209,"Class4","A",79,0.186
29.803,22.107,67.405,23.201,70,47.634,56.378,"Class1","E",86,35.893
78.066,54.828,54.929,30.401,22,91.253,15.038,"Class4","J",69,27.069
48.298,67.638,43.073,70.4,81,86.628,73.555,"Class2","M",24,32.953
88.326,53.611,60.721,32.602,25,84.995,15.37,"Class4","V",84,NA
31.049,28.521,42.358,30.798,67,37.744,56.025,"Class1","P",85,52.045
12.874,60.559,38.665,77.731,76,88.668,68.346,"Class2","V",14,6.723
83.078,55.058,61.599,24.261,22,84.303,45.931,"Class4","R",72,25.581
62.146,57.941,35.828,68.141,93,77.677,66.059,"Class2","X",12,44.131
75.777,54.604,51.358,35.318,18,88.672,22.853,"Class4","J",73,NA
10.25,60.543,39.058,67.508,83,82.43,64.851,"Class2","M",4,14.858
54.304,64.749,40.467,53.789,79,82.592,71.268,"Class2","V",16,3.047
55.562,59.05,40.25,56.207,77,84.682,67.19,"Class2","A",33,42.658
26.144,32.591,61.164,44.986,78,35.061,58.165,"Class1","I",87,42.392
29.05,23.313,44.991,24.82,20,35.615,26.069,"Class3","Q",69,84.602
86.941,55.427,65.389,27.397,41,90.754,53.893,"Class4","I",67,13.117
80.097,55.571,54.452,21.587,11,89.497,40.208,"Class4","J",84,27.635
26.861,20.444,70.368,42.856,76,30.544,56.035,"Class1","P",83,63.674
80.607,53.689,58.297,31.109,44,88.691,26.381,"Class4","I",77,27.216
