"LRK1","POA2","UYL3","SLN4","EXB5","HQG6","KLP7","ALR8","PHS9","RST10","Output13","VRU11"
82.059,"L","Z",85.929,80,61.112,58.552,49.768,66.211,68.915,"Class2",83.997
60.254,"H","B",28.408,42,18.547,72.36,37.133,24.022,22.962,"Class5",27.98
77.557,"L","M",76.41,82,50.275,60.592,56.358,69.152,71.065,"Class2",68.593
56.937,"Y","L",NA,41,20.854,70.655,80.944,50.165,40.487,"Class5",27.61
57.168,"H","U",31.012,56,40.216,39.856,61.061,82.974,74.681,"Class3",82.189
62.103,"Y","B",31.82,41,16.935,72.752,61.206,6.579,37.332,"Class5",22.379
55.487,"X","Z",37.635,61,51.326,63.626,28.604,85.237,74.454,"Class3",88.251
52.63,"H","E",29.315,37,18.219,81.69,59.883,71.443,71.282,"Class5",NA
68.023,"G","Z",9.703,57,52.398,55.383,46.701,84.333,72.21,"Class3",83.462
40.653,"H","Z",69.877,79,76.581,55.73,49.459,68.807,67.382,"Class2",68.925
38.409,"A","P",64.189,21,13.732,86.457,57.024,89.679,23.306,"Class4",52.762
88.195,"X","G",39.454,62,31.548,53.083,67.023,85.41,48.767,"Class3",90.911
36.734,"A","U",64.154,26,22.137,86.478,48.871,90.794,25.136,"Class4",49.505
79.528,"J","B",29.202,30,16.555,63.371,48.02,51.435,24.359,"Class5",26.433
45.418,"S","H",86.139,81,48.172,61.478,56.068,68.263,69.981,"Class2",78.323
68.103,"G","Z",9.312,63,13.653,45.421,44.304,82.845,63.382,"Class3",78.966
93.331,"K","D",75.228,81,58.622,52.286,55.561,69.182,68.034,"Class2",72.366
71.106,"G","Q",57.882,63,18.295,12.61,45.833,81.715,73.347,"Class3",96.009
32.55,"Y","L",37.851,40,17.225,19.969,21.22,13.049,17.32,"Class5",23.839
77.982,"J","A",44.729,69,87.998,44.198,23.86,77.552,75.443,"Class1",91.64
41.535,"U","M",64.586,11,26.521,85.275,37.167,87.236,23.271,"Class4",47.39
74.857,"Q","P",52.769,77,37.544,65.323,25.999,71.299,77.608,"Class1",87.788
95.259,"S","T",NA,84,63.285,72.721,53.971,67.259,69.06,"Class2",84.687
55.046,"V","H",30.181,31,19.232,29.066,36.199,77.474,54.364,"Class5",27.53
78.677,"U","P",63.156,50,26.441,49.458,17.287,77.994,72.957,"Class1",90.956
75.536,"A","E",67.863,86,52.539,65.959,7.992,86.424,88.417,"Class1",90.439
77.964,"J","E",31.5,81,85.34,56.255,20.304,77.35,98.707,"Class1",90.993
5.924,"H","B",34.636,41,17.285,12.696,83.667,28.898,76.125,"Class5",27.418
31.901,"A","P",64.15,14,16.976,83.347,58.516,89.181,24.766,"Class4",53.347
16.737,"P","H",34.425,31,18.188,37.651,33.005,29.335,49.32,"Class5",27.349
39.869,"H","L",32.511,39,15.281,40.133,21.934,94.535,40.728,"Class5",22.805
78.803,"J","P",12.786,40,44.324,70.389,26.362,78.967,72.962,"Class1",89.654
92.319,"O","G",39.694,60,51.994,43.482,28.69,80.689,67.282,"Class3",NA
50.864,"J","G",36.577,41,20.777,59.514,78.042,63.041,29.421,"Class5",25.463
32.449,"Y","L",30.726,34,20.18,37.75,84.142,62.675,46.201,"Class5",23.583
80.412,"Q","P",75.797,55,87.882,75.601,12.354,83.409,75.077,"Class1",88.458
36.725,"A","U",NA,20,25.424,85.053,37.94,88.52,25.351,"Class4",46.849
77.089,"A","P",64.296,46,76.321,51.459,17.553,76.742,68.537,"Class1",89.802
37.09,"J","P",64.533,27,38.19,83.472,36.93,96.999,23.997,"Class4",54.789
61.494,"F","Q",24.43,63,44.622,8.351,28.481,84.305,62.753,"Class3",71.182
78.034,"A","J",64.731,63,18.933,45.709,12.401,88.903,84.805,"Class1",89.598
38.922,"J","H",34.82,37,20.715,94.294,76.21,-1.816,17.81,"Class5",23.284
54.513,"P","B",35.742,42,18.171,92.186,34.902,45.022,27.975,"Class5",27.053
25.469,"H","L",36.351,38,16.639,66.816,55.984,44.308,77.751,"Class5",24.914
37.823,"L","T",85.785,85,73.448,61.407,55.953,67.978,69.532,"Class2",82.315
75.952,"U","A",39.115,51,49.416,61.598,12.896,70.638,89.025,"Class1",91.728
70.437,"H","G",35.008,58,14.974,3.009,64.251,83.522,66.085,"Class3",76.653
55.437,"H","G",31.477,42,17.354,30.03,24.164,44.853,32.336,"Class5",24.829
98.877,"H","U",10.041,64,37.28,18.466,38.555,84.881,63.246,"Class3",90.96
-1.785,"H","H",31.232,39,15.658,51.737,74.909,64.571,15.386,"Class5",22.952
52.872,"H","D",80.405,82,49.123,76.001,52.223,66.815,68.969,"Class2",84.87
39.304,"G","M",64.598,26,17.828,87.302,46.853,86.575,24.308,"Class4",48.035
79.306,"O","Z",19.535,55,13.728,80.543,61.655,83.974,60.453,"Class3",74.42
38.11,"Y","H",37.743,42,20.38,37.35,45.946,65.406,49.776,"Class5",25.758
39.544,"J","G",64.484,23,15.174,86.205,54.743,86.521,26.881,"Class4",47.696
48.778,"Y","B",NA,33,15.56,25.489,83.737,42.083,42.968,"Class5",24.874
44.042,"L","T",NA,87,48.529,71.05,55.527,68.132,67.985,"Class2",73.352
50.095,"Y","B",32.897,38,17.016,46.25,77.419,72.215,47.03,"Class5",NA
42.041,"U","U",64.568,16,7.279,86.719,55.261,86.719,26.824,"Class4",46.227
64.575,"H","S",30.314,56,61.63,-16.485,39.701,82.042,54.122,"Class3",95.702
57.782,"X","U",27.869,63,58.223,51.781,59.507,83.657,48.436,"Class3",92.633
40.374,"O","G",39.035,55,34.629,52.598,32.264,83.315,65.454,"Class3",81.999
47.803,"H","M",NA,76,73.265,59.585,56.537,66.579,69.102,"Class2",83.087
57.364,"H","S",47.559,60,23.21,3.826,58.278,84.555,53.128,"Class3",93.115
76.765,"A","K",59.467,58,28.41,38.316,16.594,80.876,84.372,"Class1",88.325
34.858,"J","U",64.929,20,19.813,86.392,40.572,87.36,24.724,"Class4",47.586
33.63,"H","H",72.428,86,49.585,60.423,49.084,67.236,70.457,"Class2",79.568
79.535,"U","J",25.803,62,41.298,74.009,29.159,72.918,77.204,"Class1",88.529
75.948,"U","P",22.385,64,48.778,44.354,16.083,78.229,85.059,"Class1",NA
64.983,"K","M",81.5,86,65.753,82.915,51.614,67.925,68.739,"Class2",70.825
58.37,"O","G",32.578,62,54.215,54.624,31.098,84.086,66.748,"Class3",66.631
77.135,"J","A",73.038,40,74.935,45.388,21.602,87.078,83.051,"Class1",88.303
36.797,"J","B",NA,34,17.07,29.183,77.842,17.93,56.99,"Class5",25.037
33.006,"F","P",64.646,27,19.454,85.907,44.484,85.527,26.464,"Class4",47.327
34.63,"H","L",NA,32,15.459,64.051,22.626,32.958,45.25,"Class5",22.534
74.865,"U","E",71.309,83,64.799,16.138,14.611,78.81,75.563,"Class1",90.738
37.331,"G","M",64.69,13,18.245,86.754,53.665,84.073,25.808,"Class4",50.469
37.9,"G","Z",64.446,22,11.357,84.235,46.723,86.36,23.799,"Class4",53.256
35.546,"F","U",64.761,18,15.043,86.954,55.531,91.686,23.219,"Class4",45.815
68.642,"H","G",36.528,31,15.124,-2.212,76.804,13.128,9.754,"Class5",24.104
66.759,"K","T",70.775,77,67.017,53.922,54.452,66.743,67.404,"Class2",85.827
63.242,"O","S",45.621,58,39.568,32.6,36.228,82.848,59.136,"Class3",82.948
39.997,"Y","E",32.496,30,15.473,23.498,34.752,45.293,18.46,"Class5",23.932
35.162,"J","Z",64.049,21,41.303,83.774,52.756,90.223,23.326,"Class4",55.119
50.88,"H","G",18.363,64,50.791,52.269,57.254,84.548,71.748,"Class3",68.811
77.015,"C","J",12.175,77,27.092,66.348,23.789,84.61,78.566,"Class1",88.415
76.87,"C","K",36.368,58,63.056,65.251,21.769,76.205,75.042,"Class1",89.107
41.261,"G","U",64.929,24,26.434,84.161,41.125,87.803,26.278,"Class4",NA
63.349,"Y","L",33.546,35,21.331,20.328,17.782,20.723,44.873,"Class5",27.137
39.81,"F","U",64.752,24,11.737,86.441,36.101,90.124,26.905,"Class4",44.127
78.302,"F","U",24.177,56,45.029,-25.698,48.053,83.242,69.809,"Class3",73.697
22.724,"H","B",28.178,31,16.207,80.158,22.602,68.364,43.904,"Class5",27.249
37.411,"U","U",64.344,24,41.69,86.178,37.394,83.307,24.253,"Class4",46.923
64.719,"S","D",84.711,81,47.356,68.142,56.131,69.191,69.114,"Class2",88.268
50.149,"H","E",35.981,42,19.113,104.739,85.702,63.122,55.681,"Class5",25.184
16.218,"H","G",30.445,31,17.695,40.794,75.744,25.902,39.497,"Class5",24.888
73.186,"B","H",74.855,85,48.158,54.429,56.684,68.072,68.974,"Class2",70.101
34.681,"U","Z",64.888,20,38.061,82.721,54.617,82.204,24.739,"Class4",44.607
34.672,"J","P",64.555,12,31.316,84.513,46.73,89.477,23.608,"Class4",42.87
42.309,"K","H",75.538,80,71.656,61.998,52.743,69.671,70.345,"Class2",72.334
48.69,"P","B",31.762,40,15.356,52.553,60.364,52.775,7.302,"Class5",22.321
63.226,"Y","E",29.583,30,17.3,58.994,76.392,76.977,-7.299,"Class5",22.705
33.738,"G","M",NA,23,35.433,87.161,41.252,87.583,24.558,"Class4",52.151
40.702,"B","M",74.178,85,48.393,62.084,53.709,66.768,69.634,"Class2",88.464
42.362,"A","P",64.959,26,34.429,86.702,58.751,86.564,23.893,"Class4",46.643
99.799,"X","Q",NA,53,55.356,70.484,28.652,84.745,67.552,"Class3",66.682
44.488,"P","E",36.293,42,19.676,55.436,38.275,-1.82,32.071,"Class5",26.947
77.547,"C","J",74.603,63,86.56,21.379,13.346,69.829,74.543,"Class1",88.796
27.7,"P","E",36.652,37,20.599,31.802,19.814,41.587,24.506,"Class5",27.591
52.462,"J","B",36.166,34,17.882,58.802,51.387,65.917,40.132,"Class5",25.84
55.957,"S","D",74.745,76,48.654,71.31,55.207,66.904,70.438,"Class2",80.776
79.13,"B","H",75.527,86,71.137,72.291,50.425,66.678,71.358,"Class2",70.514
51.962,"G","Q",26.592,59,64.173,39.227,57.856,84.378,65.171,"Class3",74.784
53.633,"F","S",10.369,54,17.305,67.692,40.716,81.681,62.552,"Class3",93.194
101.071,"K","T",78.51,81,53.465,64.29,55.384,67.825,69.97,"Class2",83.142
35.824,"G","Z",64.826,21,8.779,86.314,55.377,88.186,22.104,"Class4",43.429
58.978,"B","Z",83.4,85,49.113,58.842,52.985,67.562,68.876,"Class2",80.837
31.837,"F","U",64.891,15,41.305,84.554,48.094,87.049,24.663,"Class4",54.651
53.535,"G","G",46.383,56,52.169,84.387,52.851,83.903,57.614,"Class3",76.556
52.467,"P","L",NA,32,21.701,9.502,74.301,72.719,39.937,"Class5",24.444
77.395,"J","A",15.725,81,33.557,63.792,15.053,78.089,81.694,"Class1",NA
78.014,"C","A",41.287,83,62.926,52.252,13.29,73.515,95.954,"Class1",87.12
77.474,"U","J",66.295,43,72.719,36.818,12.204,68.067,87.697,"Class1",89.819
50.755,"L","H",76.973,83,40.139,72.211,49.016,67.261,69.312,"Class2",80.448
75.41,"U","J",32.308,84,67.768,41.107,23.172,68.895,67.237,"Class1",NA
27.281,"F","G",64.259,28,23.309,86.709,44.897,89.026,24.699,"Class4",44.061
45.246,"V","G",34.163,41,17.043,35.615,47.689,30.025,28.173,"Class5",27.664
50.168,"L","M",71.601,80,46.777,56.341,54.784,64.809,68.914,"Class2",86.938
36.234,"U","Z",64.076,17,21.067,85.362,52.089,83.461,25.36,"Class4",42.242
66.153,"K","H",73.754,77,45.52,61.563,53.542,66.676,69.825,"Class2",80.92
60.515,"O","G",14.592,55,24.885,48.318,37.672,85.922,65.565,"Class3",88.95
73.215,"H","G",56.169,60,55.692,17.071,57.248,82.636,58.734,"Class3",89.299
78.55,"H","T",77.85,84,54.844,51.883,49.885,67.732,70.398,"Class2",77.876
41.775,"H","M",69.898,77,51.826,58.825,49.15,66.556,67.949,"Class2",88.877
76.568,"G","U",52.695,59,57.7,-8.432,47.144,83.045,61.125,"Class3",69.374
37.956,"J","E",37.651,36,17.607,33.531,54.242,19.815,48.758,"Class5",26.778
19.367,"J","L",28.69,35,20.671,33.12,48.106,29.925,7.553,"Class5",25.693
37.295,"G","P",64.999,15,32.65,84.036,53.696,95.639,27.136,"Class4",NA
43.612,"H","B",NA,36,20.593,98.316,19.467,13.905,23.76,"Class5",24.408
77.142,"U","E",57.722,65,46.047,43.334,18.88,80.255,80.778,"Class1",91.824
79.051,"O","S",19.988,54,35.948,28.594,61.463,82.629,87.635,"Class3",64.138
36.528,"F","P",64.21,28,8.121,83.41,42.977,87.805,23.679,"Class4",42.204
67.549,"X","Q",23.446,52,40.474,36.58,56.998,85.589,58.315,"Class3",82.435
30.683,"O","U",29.737,56,54.501,35.551,46.879,82.008,56.077,"Class3",92.382
60.34,"H","G",28.829,30,19.577,59.853,20.394,72.445,8.586,"Class5",24.591
52.682,"Y","G",35.488,40,17.373,72.271,46.114,37.162,25.779,"Class5",23.413
30.044,"Y","L",31.799,37,16.735,55.618,47.448,6.286,49.022,"Class5",22.668
77.348,"J","P",70.073,82,33.745,84.849,28.887,67.916,66.69,"Class1",92.519
60.128,"S","T",80.489,81,70.113,60.975,52.745,66.354,68.799,"Class2",82.362
73.643,"A","J",64.452,76,77.815,29.601,26.477,77.114,70.795,"Class1",91.32
8.871,"H","H",37.77,32,18.634,86.625,13.494,43.896,45.978,"Class5",23.565
69.834,"X","G",53.729,53,43.643,2.137,48.886,81.115,63.576,"Class3",96.948
89.963,"X","Q",55.323,63,41.015,40.069,37.842,82.644,51.751,"Class3",65.909
41.497,"J","B",36.726,35,15.373,30.501,15.03,45.584,60.512,"Class5",25.418
77.31,"C","J",27.566,82,84.171,59.931,16.805,75.494,82.459,"Class1",87.401
71.343,"L","Z",70.656,82,47.133,62.211,51.136,67.463,69.299,"Class2",NA
44.624,"B","Z",75.506,78,72.695,60.074,56.95,66.499,69.031,"Class2",87.317
63.996,"X","U",34.969,53,39.246,43.191,41.69,83.463,65.626,"Class3",95.55
72.046,"F","U",18.563,62,25.015,33.778,62.556,83.045,50.321,"Class3",73.017
26.441,"Y","H",31.275,37,19.161,-14.35,55.776,41.56,80.999,"Class5",22.967
32.503,"Y","H",37.296,31,15.006,60.132,18.872,51.226,38.971,"Class5",22.795
38.329,"F","Z",41.541,61,64.559,13.389,59.604,85.811,50.495,"Class3",85.522
76.686,"Q","P",50.327,41,48.043,69.027,20.528,70.213,72.665,"Class1",90.663
48.453,"Y","B",29.411,31,18.364,75.579,81.198,13.839,33.287,"Class5",23.771
69.866,"G","Z",18.857,62,13.032,57.789,54.824,84.407,73.687,"Class3",76.854
31.573,"Y","E",34.319,38,19.299,71.413,14.233,38.264,43.11,"Class5",25.99
39.535,"F","P",64.872,24,41.298,85.169,35.158,85.566,25.125,"Class4",51.432
80.216,"J","H",34.233,38,20.572,63.019,78.553,24.358,34.31,"Class5",27.889
75.858,"C","A",63.756,60,80.955,28.92,10.582,85.25,63.497,"Class1",91.851
77.486,"U","A",21.763,75,58.672,37.773,16.972,67.073,73.471,"Class1",89.32
77.992,"Q","J",47.053,71,88.248,88.467,29.676,75.844,83.657,"Class1",88.4
76.854,"Q","K",47.989,51,40.756,22.115,15.411,76.239,82.034,"Class1",89.098
39.315,"F","P",64.991,23,38.707,84.213,45.993,86.185,24.653,"Class4",NA
36.855,"P","B",28.781,38,20.511,50.213,41.999,35.743,65.1,"Class5",25.182
32.931,"G","P",64.609,28,35.377,84.366,46.246,85.152,25.444,"Class4",54.34
76.277,"J","E",30.82,78,57.768,42.263,11.239,90.607,76.21,"Class1",87.16
37.91,"U","M",64.426,20,35.442,85.383,49.961,82.777,25.22,"Class4",50.326
54.912,"H","Z",72.741,79,49.665,69.931,51.512,68.059,72.315,"Class2",80.164
87.12,"J","L",30.237,40,16.163,43.049,69.107,33.595,30.149,"Class5",23.952
34.49,"U","P",64.652,24,14.626,83.895,56.827,91.411,26.609,"Class4",55.742
36.421,"J","U",64.957,13,29.325,86.203,41.063,83.243,27.79,"Class4",48.269
57.352,"B","Z",80.684,78,68.898,72.72,54.629,67.937,69.762,"Class2",76.548
51.992,"B","M",76.383,79,70.9,67.464,53.908,67.582,69.109,"Class2",69.134
42.328,"A","G",64.473,12,17.579,85.802,47.279,91.618,27.188,"Class4",41.852
76.461,"U","A",74.543,67,62.469,30.307,28.217,78.087,73.78,"Class1",NA
15.571,"Y","B",28.841,41,17.647,107.39,78.429,39.837,14.807,"Class5",25.911
33.026,"J","U",64.425,26,39.1,80.843,37.128,89.115,24.914,"Class4",51.637
56.292,"S","D",79.261,82,60.369,62.456,52.088,68.794,70.762,"Class2",88.607
28.92,"S","D",83.193,80,40.383,63.246,50.814,65.547,69.302,"Class2",73.923
40.878,"F","G",64.106,28,34.968,85.329,44.208,87.113,28.412,"Class4",50.907
73.536,"B","H",75.259,83,41.123,70.768,51.986,68.759,69.953,"Class2",71.943
77.63,"J","E",20.022,55,82.657,59.932,7.453,78.791,66.524,"Class1",92.031
37.827,"A","U",64.21,22,18.146,86.255,57.686,84.47,27.087,"Class4",55.703
41.616,"O","S",33.583,56,18.116,52.281,46.933,84.214,72.102,"Class3",66.533
31.847,"O","U",22.099,64,60.766,36.879,32.829,84.838,76.768,"Class3",72.003
75.225,"A","P",NA,43,65.252,49.934,14.981,73.948,89.233,"Class1",90.653
36.859,"F","U",64.119,26,15.666,85.559,43.75,88.786,25.917,"Class4",51.646
27.041,"B","M",86.533,88,66.373,61.056,56.552,66.617,69.285,"Class2",82.159
43.107,"B","D",75.22,77,58.803,57.524,54.79,66.918,70.106,"Class2",83.032
76.432,"A","K",19.581,80,19.241,72.491,15.063,89.44,82.035,"Class1",NA
75.356,"G","U",36.531,52,52.082,19.27,53.165,83.111,62.28,"Class3",90.715
59.933,"V","L",34.984,30,20.111,65.564,19.777,63.33,50.704,"Class5",24.681
53.445,"G","U",31.786,61,18.157,47.843,68.772,85.047,60.424,"Class3",88.867
89.76,"S","H",80.441,76,61.307,64.191,52.059,67.505,70.64,"Class2",73.357
36.391,"U","U",64.957,17,27.847,84.82,40.125,90.441,27.478,"Class4",53.91
21.345,"P","L",35.257,36,17.211,29.975,36.909,12.187,46.61,"Class5",27.041
35.229,"A","Z",64.667,24,13.577,85.09,52.597,87.094,24.551,"Class4",NA
55.724,"Y","L",34.198,31,19.125,48.192,75.015,59.572,23.599,"Class5",27.525
30.369,"O","S",51.733,62,39.942,74.296,33.401,82.923,63.792,"Class3",65.74
77.486,"P","E",29.222,32,16.633,76.975,44.605,54.25,34.767,"Class5",22.528
76.617,"A","A",50.845,67,79.654,50.937,28.871,71.503,75.319,"Class1",88.004
76.15,"C","J",NA,49,21.436,60.66,25.31,76.289,67.814,"Class1",91.132
62.581,"B","D",83.527,83,42.471,68.47,56.017,66.781,67.785,"Class2",69.027
40.843,"U","Z",64.736,27,36.984,85.979,54.378,91.911,25.631,"Class4",NA
47.274,"J","H",34.159,42,17.854,70.091,62.969,45.468,55.721,"Class5",24.155
42.218,"H","E",30.382,32,19.522,85.62,11.243,4.214,31.135,"Class5",26.262
38.385,"U","M",64.551,11,25.115,83.768,59.997,84.968,24.211,"Class4",48.546
75.51,"Q","J",21.263,71,45.325,36.609,13.547,78.19,72.94,"Class1",90.044
32.178,"U","G",64.619,22,40.248,85.712,42.178,87.202,23.54,"Class4",49.527
85.468,"F","S",42.083,60,60.02,74.167,42.185,84.99,66.709,"Class3",NA
34.155,"F","P",64.169,28,19.041,85.295,55.899,87.748,24.742,"Class4",41.837
73.295,"B","M",80.238,88,54.46,60.801,55.843,66.282,68.303,"Class2",75.154
76.379,"A","J",49.819,61,70.912,64.074,9.343,76.923,67.429,"Class1",91.28
77.832,"C","K",19.018,48,36.677,39.245,24.673,77.711,88.806,"Class1",90.89
74.581,"L","D",81.824,85,62.759,67.024,54.469,65.974,69.305,"Class2",87.204
77.282,"U","K",19.256,51,41.232,42.997,27.396,73.017,69.785,"Class1",90.563
56.878,"F","Q",46.208,53,56.707,-8.054,27.314,85.993,87.464,"Class3",76.812
75.786,"J","K",46.529,86,72.237,71.9,13.16,69.994,73.41,"Class1",88.146
69.916,"X","G",35.609,56,14.549,29.387,62.626,85.504,85.283,"Class3",84.045
93.726,"G","S",25.573,55,43.563,19.47,35.192,84.429,67.163,"Class3",64.983
77.559,"A","P",31.337,44,48.707,57.485,23.364,73.928,76.604,"Class1",90.06
38.063,"J","Z",64.633,13,38.489,84.718,58.045,92.128,23.341,"Class4",44.219
76.501,"Q","K",35.542,88,60.426,58.788,25.015,74.875,88.338,"Class1",89.647
42.575,"H","E",35.624,41,16.726,51.631,52.845,33.158,63.1,"Class5",22.852
70.145,"P","H",30.984,39,16.811,83.507,65.718,56.933,22.283,"Class5",NA
33.643,"Y","E",34.618,42,17.091,38.336,89.411,41.223,26.134,"Class5",22.185
76.218,"J","A",42.77,53,69.977,30.016,27.364,79.78,75.268,"Class1",87.993
32.966,"J","U",64.54,18,23.055,83.855,41.243,87.48,23.391,"Class4",49.678
77.117,"U","A",51.548,82,83.058,53.036,10.889,79.505,78.362,"Class1",89.606
82.27,"X","Q",19.768,52,14.832,88.211,70.613,86.898,49.017,"Class3",78.428
40.472,"B","T",75.202,83,71.902,54.279,53.07,67.211,69.862,"Class2",78.164
21.589,"Y","H",30.446,31,18.445,47.765,29.843,44.15,73.35,"Class5",NA
50.556,"H","Z",73.987,86,49.353,71.085,50.017,68.273,69.885,"Class2",79.417
53.346,"K","Z",86.595,78,69.159,71.582,55.688,66.605,69.385,"Class2",87.866
76.241,"C","P",68.375,47,73.194,8.877,29.081,78.445,83.618,"Class1",89.643
76.321,"B","Z",75.919,85,72.389,78.147,51.74,66.333,70.653,"Class2",87.446
57.057,"G","Z",32.383,59,55.828,29.569,51.069,83.615,66.741,"Class3",67.987
76.504,"A","J",50.782,67,24.948,39.287,8.285,78.877,88.664,"Class1",89.19
76.761,"A","E",23.504,54,50.471,36.534,16.09,91.933,79.41,"Class1",89.143
76.932,"O","G",27.509,59,12.724,42.401,67.13,83.333,62.214,"Class3",72.906
103.304,"J","H",32.37,38,20.701,85.711,32.424,46.37,32.31,"Class5",23.132
53.912,"B","Z",74.99,79,67.473,64.489,53.834,66.72,70.703,"Class2",NA
34.064,"G","P",64.939,23,7.939,88.586,48.385,90.696,25.264,"Class4",48.345
64.764,"X","G",17.596,61,44.449,12.577,42.868,84.502,62.658,"Class3",82.304
40.852,"F","G",64.027,18,8.147,85.759,55.777,88.89,25.958,"Class4",41.95
76.969,"C","P",17.873,43,21.108,44.547,23.196,76.769,77.636,"Class1",90.998
67.174,"L","M",71.114,77,51.136,61.948,56.532,69.29,68.685,"Class2",70.179
57.585,"V","B",29.589,33,15.271,51.582,18.53,34.714,31.044,"Class5",23.967
57.733,"B","T",81.013,76,55.418,68.323,55.686,67.58,68.823,"Class2",78.105
80.126,"O","Z",18.518,56,39.517,49.314,42.956,85.283,70.415,"Class3",85.048
35.687,"A","P",NA,24,41.135,85.641,42.063,85.228,24.231,"Class4",54.135
88.465,"K","H",73.537,88,58.644,66.114,49.164,66.672,69.755,"Class2",75.807
49.946,"S","T",85.92,87,47.334,60.235,51.872,65.771,67.741,"Class2",78.56
40.245,"F","G",64.664,11,17.639,85.41,38.427,90.377,23.531,"Class4",46.553
22.171,"X","Z",16.219,61,61.47,-0.501,53.621,81.862,52.586,"Class3",81.94
64.882,"F","Z",13.862,59,48.248,13.941,40.962,83.23,74.972,"Class3",94.645
78.134,"A","K",35.626,66,80.288,40.386,25.767,76.935,85.361,"Class1",89.412
54.17,"L","M",73.764,77,69.793,72.858,54.361,68.487,69.61,"Class2",80.543
75.777,"B","M",77.036,78,60.024,64.124,51.212,69.528,70.417,"Class2",69.419
37.753,"J","M",64.908,11,13.042,84.291,54.868,87.999,24.944,"Class4",44.258
58.228,"F","Q",32.753,53,30.792,78.461,70.792,84.019,51.233,"Class3",68.845
76.566,"Q","E",17.003,52,87.422,29.449,24.874,78.991,93.626,"Class1",87.063
73.035,"B","Z",69.209,78,74.754,56.905,54.89,66.755,69.78,"Class2",73.584
39.922,"V","L",31.055,31,17.502,33.896,17.822,38.088,48.311,"Class5",22.312
44.524,"K","D",76.306,82,40.583,70.907,53.305,68.418,70.088,"Class2",67.039
82.589,"L","M",78.437,80,64.197,65.354,53.468,69.073,69.807,"Class2",80.49
77.257,"U","E",62.814,81,21.911,54.453,14.58,73.143,73.164,"Class1",89.243
34.079,"V","L",37.773,34,21.829,39.428,32.075,25.057,27.951,"Class5",27.155
58.918,"B","T",NA,83,59.657,70.236,55.14,66.884,68.259,"Class2",85.355
45.642,"H","E",28.315,38,17.206,18.303,79.615,16.931,59.386,"Class5",24.792
75.153,"H","U",18.376,54,14.415,89.527,36.905,86.128,86.218,"Class3",73.447
57.447,"L","Z",83.424,76,58.608,69.226,49.502,70.147,68.209,"Class2",85.264
31.612,"U","G",64.333,22,39.265,84.831,50.559,85.019,23.042,"Class4",41.957
72.554,"X","S",31.629,64,57.187,55.208,51.53,84.762,55.401,"Class3",79.63
66.302,"G","U",45.557,56,29.071,31.613,63.333,82.177,54.177,"Class3",76.12
72.893,"K","T",85.941,77,76.811,64.448,51.815,67.67,69.521,"Class2",84.661
79.627,"B","Z",84.965,83,63.295,63.489,50.948,66.5,71.058,"Class2",NA
62.871,"K","Z",86.611,85,71.221,83.776,54.259,67.137,68.031,"Class2",81.376
88.265,"B","Z",70.29,81,58.755,58.34,52.195,68.232,69.66,"Class2",70.149
37.387,"H","E",31.933,35,18.432,35.149,41.239,7.649,29.342,"Class5",22.658
32.367,"V","E",28.601,35,20.5,75.32,13.3,32.427,-2.578,"Class5",25.431
76.308,"J","J",NA,78,74.134,52.406,13.406,85.767,85.498,"Class1",89.66
40.213,"A","M",64.691,20,7.189,86.538,35.386,84.099,24.286,"Class4",NA
75.54,"J","J",18.393,64,42.795,54.094,26.434,85.13,85.486,"Class1",89.768
76.337,"C","P",44.286,40,24.78,57.201,21.412,65.192,75.351,"Class1",87.012
82.791,"P","B",34.24,35,20.978,70.247,51.386,40.596,7.95,"Class5",27.018
55.831,"H","B",32.158,35,20.23,58.447,64.494,16.995,50.575,"Class5",27.997
37.877,"F","M",64.851,16,14.109,86.938,51.285,86.6,25.373,"Class4",41.307
59.755,"P","B",31.662,35,20.194,41.165,47.916,40.967,6.876,"Class5",24.559
42.138,"S","H",NA,83,70.89,78.602,50.648,65.72,69.129,"Class2",67.812
64.492,"H","L",31.045,33,16.989,45.634,44.919,5.415,96.235,"Class5",23.348
35.447,"A","M",64.785,23,37.725,84.931,58.249,87.687,25.117,"Class4",51.783
43.335,"A","Z",64.665,16,40.257,81.933,44.038,84.915,25.563,"Class4",44.649
37.905,"F","Z",64.192,26,17.161,84.713,56.451,91.298,23.977,"Class4",42.313
59.389,"S","T",80.367,81,74.764,67.804,50.218,67.977,70.196,"Class2",82.284
45.371,"L","D",69.367,87,69.295,61.364,50.197,67.5,69.225,"Class2",88.343
52.462,"X","Z",51.383,54,47.605,51.008,42.852,83.95,69.705,"Class3",92.671
63.504,"O","G",21.858,63,49.374,38.656,31.011,82.516,68.968,"Class3",66.282
49.097,"L","T",NA,79,40.096,65.8,53.896,67.507,70.408,"Class2",81.512
64.13,"X","U",32.905,55,53.664,-11.584,35.046,85.42,64.685,"Class3",79.35
52.521,"L","T",72.859,78,62.581,77.06,53.053,67.69,69.775,"Class2",76.416
33.212,"P","B",29.674,40,19.568,73.55,70.844,58.96,22.272,"Class5",27.356
85.229,"O","U",41.905,64,32.378,26.673,68.217,82.242,56.385,"Class3",83.575
76.03,"A","P",41.958,48,24.461,55.314,24.072,83.175,84.411,"Class1",87.338
74.9,"H","S",10.787,55,54.117,33.36,57.826,83.978,91.314,"Class3",65.434
