"DUW1","BSO2","YVC3","ATJ4","QCL5","Output24","IWX6","NQY7","CDB8","SOY9","AOF10","EXH11"
78.22,67.376,71.557,60.347,79,"Class2",20.43,38.164,23.85,85,"J",76.451
76.482,85.937,41.118,17.398,34,"Class3",74.784,63.115,25.971,100,"G",104.425
73.355,85.36,41.576,23.153,38,"Class3",33.081,87.156,97.472,88,"Y",52.298
78.749,81.278,41.287,21.053,44,"Class3",53.554,85.029,87.285,83,"R",61.452
9.338,27.312,34.289,22.892,48,"Class4",59.793,57.385,24.92,76,"W",99.964
48.77,61.135,32.853,31.735,47,"Class1",15.88,85.296,6.775,23,"H",7.686
79.45,56.23,66.342,63.68,79,"Class2",23.673,28.738,11.224,84,"J",71.123
51.328,66.401,72.017,46.055,79,"Class2",16.318,87.454,39.314,90,"M",71.451
75.376,77.784,41.494,34.101,31,"Class3",35.598,83.212,56.907,80,"G",66.382
52.816,51.468,58.987,34.518,43,"Class1",14.448,31.538,8.478,17,"U",38.207
9.413,28.766,38.466,64.999,74,"Class4",64.535,71.196,52.716,83,"W",74.704
57.599,62.305,76.773,28.13,80,"Class2",21.255,47.226,13.921,86,"Z",72.027
50.525,4.945,103.674,37.805,51,"Class1",12.545,38.972,8.21,30,"H",74.698
54.607,62.868,72.286,34.889,21,"Class1",13.361,71.939,6.894,31,"N",65.917
44.008,67.306,61.28,42.289,80,"Class2",24.614,89.339,8.298,82,"O",67.816
8.344,29.96,35.299,54.151,67,"Class4",61.414,61.975,39.849,71,"H",90.327
76.489,92.575,41.491,31.188,47,"Class3",71.719,69.322,62.72,96,"R",52.187
84.305,68.393,66.888,58.833,80,"Class2",16.036,45.177,12.938,81,"M",65.98
84.449,78.013,41.304,25.034,29,"Class3",82.787,84.739,13.666,82,"Y",42.271
8.091,36.672,34.336,64.438,55,"Class4",63.95,82.867,49.572,84,"K",49.571
53.639,27.088,29.76,23.624,21,"Class1",15.629,60.853,8.344,26,"A",61.272
NA,69.793,73.547,62.004,79,"Class2",22.073,57.062,39.869,86,"O",64.261
76.311,67.946,77.154,49.599,79,"Class2",29.788,45.534,15.783,82,"O",66.338
65.124,64.254,66.736,64.326,79,"Class2",23.106,29.449,10.543,89,"O",66.708
61.611,59.14,NA,49.042,79,"Class2",33.276,81.934,23.965,87,"O",74.41
66.336,67.306,74.903,38.123,79,"Class2",24.511,79.316,34.393,82,"O",70.407
80.57,81.256,41.913,23.483,27,"Class3",47.824,79.6,68.348,81,"Y",26.057
58.646,5.871,80.119,38.163,31,"Class1",11.206,80.928,6.917,32,"W",62.46
50.169,69.431,62.084,32.219,44,"Class1",11.102,41.602,6.817,28,"U",38.298
47.297,41.45,30.629,35.074,36,"Class1",16.739,52.023,6.271,21,"H",33.965
54.006,47.224,93.461,27.442,24,"Class1",13.781,110.817,7.848,4,"W",43.055
85.967,79.651,NA,33.106,30,"Class3",76.615,68.403,33.733,86,"H",69.805
78.854,65.396,61.725,31.607,80,"Class2",28.492,36.184,37.678,88,"Z",83.407
85.33,87.616,41.664,30.86,32,"Class3",79.543,63.125,9.818,98,"G",94.225
84.054,79.555,41.365,12.974,30,"Class3",38.26,85.886,81.428,100,"G",117.531
9.472,30.103,35.6,56.593,63,"Class4",72.791,45.83,30.131,71,"K",80.88
8.259,29.774,34.868,80.662,94,"Class4",63.007,59.525,25.003,70,"W",36.314
50.373,72.867,85.289,34.203,13,"Class1",14.288,34.835,7.03,36,"N",29.695
58.991,-10.255,58.537,26.775,36,"Class1",13.055,90.764,8.673,30,"N",40.222
54.995,33.581,56.422,38.029,37,"Class1",10.217,97.374,8.252,30,"U",79.664
52.92,59.365,89.712,48.848,79,"Class2",33.351,56.284,20.298,82,"O",70.487
62.06,66.299,62.796,66.715,80,"Class2",21.598,46.567,24.583,91,"O",69.51
72.585,62.23,70.529,26.649,79,"Class2",16.827,58.692,20.463,90,"Z",73.157
9.298,31.569,36.937,15.103,41,"Class4",78.509,75.016,39.751,80,"W",66.789
49.519,29.218,50.813,26.817,9,"Class1",11.015,32.562,8.007,14,"N",24.986
71.737,68.161,70.39,47.946,80,"Class2",33.826,24.689,42.788,84,"O",68.215
10.858,36.888,34.822,79.927,49,"Class4",82.543,62.935,3.412,75,"H",50.792
59.862,49.257,NA,21.426,24,"Class1",11.308,38.465,8.56,33,"A",34.636
74.906,78.696,42.08,31.563,38,"Class3",58.542,88.904,15.33,80,"G",44.632
79.549,77.904,41.465,31.176,28,"Class3",54.472,86.497,38.599,91,"R",58.853
84.897,80.208,41.324,37.213,25,"Class3",82.08,65.477,52.359,83,"W",54.16
53.062,15.966,70.1,20.131,35,"Class1",14.21,12.563,8.98,14,"N",36.888
53.858,66.416,71.473,31.967,79,"Class2",23.241,41.61,20.836,82,"Z",74.941
57.318,36.559,47.257,25.007,20,"Class1",13.672,26.654,7.262,32,"W",49.57
9.823,36.868,36.041,23.615,84,"Class4",75.213,49.872,4.226,86,"H",62.372
8.03,30.797,35.564,44.361,66,"Class4",59.674,79.741,32.594,65,"K",26.237
NA,26.866,36.795,30.566,71,"Class4",72.63,78.879,47.969,84,"H",86.566
75.316,65.215,78.794,45.324,80,"Class2",27.878,70.431,16.368,91,"J",76.571
47.997,64.486,73.583,50.371,80,"Class2",24.38,-6.41,6.024,80,"Z",70.869
10.706,35.466,36.215,31.478,22,"Class4",67.272,40.341,73.647,82,"K",42.352
73.512,86.289,41.063,20.292,46,"Class3",84.479,76.967,83.444,93,"G",84.419
46.229,36.431,91.286,35.734,18,"Class1",12.183,92.464,8.934,21,"W",74.587
9.935,30.889,35.593,41.07,66,"Class4",62.803,33.468,58.733,73,"K",54.851
38.075,67.316,NA,61.162,80,"Class2",26.041,23.222,41.514,84,"J",66.296
10.335,30.95,36.077,69.349,60,"Class4",88.739,76.804,19.008,83,"K",49.723
52.72,22.823,69.069,23.854,13,"Class1",10.699,36.957,7.499,6,"H",-4.09
35.964,69.062,87.249,33.208,80,"Class2",24.016,25.11,42.859,89,"M",68.376
47.378,51.003,NA,24.865,43,"Class1",11.416,1.215,6.148,6,"U",56.072
53.588,85.936,80.508,28.456,33,"Class1",15.843,64.048,8.945,18,"H",56.181
59.433,65.794,58.038,68.648,80,"Class2",17.815,81.386,10.12,87,"Z",70.014
75.318,78.777,41.976,14.348,39,"Class3",58.961,68.698,24.039,81,"G",45.919
77.907,78.701,41.88,16.944,29,"Class3",73.286,79.774,40.5,77,"Y",78.447
NA,39.369,34.231,35.707,54,"Class1",13.508,15.367,6.669,23,"H",78.993
65.065,59.653,73.358,56.735,80,"Class2",20.816,68.149,19.821,90,"O",73.486
55.471,39.571,66.632,28.747,8,"Class1",12.084,46.887,7.925,35,"A",46.904
85.88,78.408,41.67,31.161,45,"Class3",53.3,91.436,60.434,93,"Y",85.279
47.635,55.495,76.666,38.95,56,"Class1",15.592,67.275,7.988,7,"W",45.262
10.566,35.293,34.56,12.648,28,"Class4",67.505,13.013,48.05,81,"W",31.328
70.588,75.289,41.509,15.5,37,"Class3",83.835,70.429,78.402,92,"H",32.271
9.383,27.352,35.738,83.289,17,"Class4",59.845,109.385,11.343,84,"D",48.676
10.421,31.582,36.185,77.896,48,"Class4",88.972,62.334,69.697,76,"H",62.942
10.199,31.941,36.594,65.541,82,"Class4",82.075,60.831,60.904,81,"D",77.356
48.948,51.538,86.377,28.173,80,"Class2",21.644,64.813,23.249,86,"J",65.721
84.146,87.246,41.927,25.974,23,"Class3",39.59,83.464,12.914,91,"W",45.165
58.902,45.254,35.809,31.114,29,"Class1",16.59,48.348,7.139,9,"W",26.727
54.316,-8.401,110.549,36.069,55,"Class1",15.582,42.934,7.371,29,"W",52.266
49.875,47.74,43.28,25.234,9,"Class1",10.724,52.287,8.905,17,"W",56.938
84.078,80.129,41.794,21.466,23,"Class3",66.627,83.725,57.922,79,"W",55.785
58.06,23.13,69.866,22.099,52,"Class1",13.09,61.524,6.985,9,"N",73.908
51.532,51.809,NA,24.056,35,"Class1",11.845,41.647,8.1,10,"A",35.234
49.514,28.782,94.317,28.264,27,"Class1",10.54,7.187,8.131,5,"H",50.607
53.261,37.297,-27.957,25.691,53,"Class1",11.192,46.154,7.01,23,"N",55.953
8.252,30.006,34.566,61.701,39,"Class4",67.108,29.986,30.421,85,"B",78.108
77.496,83.785,41.221,19.841,35,"Class3",38.321,57.999,97.982,79,"R",46.94
71.825,83.538,40.765,35.956,31,"Class3",35.63,56.793,54.864,78,"H",68.201
43.231,65.074,82.813,41.041,80,"Class2",19.248,34.6,8.268,91,"O",72.178
75.226,80.276,40.81,14.867,33,"Class3",41.89,67.245,79.424,79,"R",43.944
8.125,33.4,36.115,35.714,65,"Class4",81.888,29.089,7.083,76,"D",92.007
47.09,17.204,31.579,24.924,27,"Class1",16.953,41.929,7.292,19,"A",63.862
51.081,30.552,63.73,37.207,26,"Class1",10.13,70.095,7.939,25,"H",47.708
84.834,76.04,41.729,14.306,26,"Class3",83.597,86.076,51.411,94,"G",96.858
NA,9.503,101.961,32.891,32,"Class1",16.939,64.548,7.932,6,"N",57.438
73.628,80.719,NA,14.485,38,"Class3",77.004,79.362,69.184,98,"G",27.665
53.628,37.077,16.484,33.101,32,"Class1",16.739,77.642,7.993,35,"U",64.075
73.698,86.611,42.139,31.537,29,"Class3",46.038,80.715,83.541,94,"H",33.519
10.098,33.425,35.408,84.571,87,"Class4",86.982,60.4,43.296,73,"H",40.681
68.006,65.797,64.871,29.669,80,"Class2",27.636,53.073,29.858,81,"Z",76.001
77.952,61.216,73.196,48.156,80,"Class2",29.289,70.692,11.286,88,"J",72.01
58.212,68.44,65.525,27.785,32,"Class1",14.759,56.64,8.411,35,"U",48.147
8.717,30.721,35.681,50.798,29,"Class4",72.176,83.958,17.484,69,"D",62.784
NA,73.939,41.571,27.452,30,"Class3",83.453,77.588,9.554,99,"R",40.549
50.405,50.694,53.101,31.085,54,"Class1",10.758,63.116,8.587,27,"W",83.568
84.683,71.817,41.599,31.711,35,"Class3",77.804,57.331,11.687,86,"Y",70.485
76.863,91.28,41.223,16.787,26,"Class3",79.319,62.381,52.995,80,"R",57.378
9.04,33.475,34.698,42.965,96,"Class4",68.127,48.781,49.413,66,"W",49.904
NA,84.797,41.516,12.653,25,"Class3",33.121,84.875,97.987,84,"H",43.42
43.649,66.323,80.089,61.95,80,"Class2",34.658,7.053,37.775,80,"Z",74.656
81.784,90.339,41.745,25.409,50,"Class3",32.857,99.33,85.423,89,"W",80.896
9.886,34.107,34.757,17.237,59,"Class4",81.049,84.981,74.979,81,"D",88.946
59.085,43.4,93.281,27.897,35,"Class1",11.554,11.279,7.199,14,"A",83.98
82.026,78.702,41.458,27.524,44,"Class3",40.923,74.544,92.096,87,"R",60.179
77.226,80.934,41.772,30.578,29,"Class3",47.483,77.107,13.161,87,"Y",62.365
NA,30.468,34.428,28.573,59,"Class4",73.483,-9.159,75.572,76,"K",82.946
46.052,80.538,51.393,36.542,12,"Class1",12.088,37.574,7.649,19,"A",89.702
40.711,72.238,76.239,61.764,79,"Class2",31.705,94.998,19.843,80,"O",76.498
52.29,45.256,78.532,38.27,29,"Class1",14.445,49.056,6.407,32,"U",56.358
47.022,15.844,67.24,25.48,16,"Class1",13.201,29.798,8.193,21,"W",57.594
9.696,32.777,36.755,60.067,36,"Class4",77.383,11.5,14.289,84,"D",24.586
60.727,14.085,41.237,21.093,51,"Class1",15.657,35.102,7.459,5,"A",20.337
84.121,85.596,41.674,15.18,45,"Class3",52.603,56.552,76.852,80,"Y",44.964
9.909,28.055,35.813,12.038,97,"Class4",76.801,107.899,39.089,67,"K",11.899
57.72,61.591,51.065,38.017,45,"Class1",11.579,85.578,7.229,23,"W",28.909
51.797,-7.708,90.788,27.67,43,"Class1",10.503,59.118,8.241,10,"U",20.557
56.789,29.193,54.977,36.311,54,"Class1",14.592,69.098,6.501,11,"H",30.854
63.472,69.999,65.42,42.947,80,"Class2",26.933,42.423,32.344,86,"Z",70.418
57.089,55.436,20.934,27.15,52,"Class1",14.228,36.932,7.276,18,"U",48.391
48.894,28.613,-29.425,36.483,57,"Class1",13.079,29.601,8.746,32,"H",43.759
76.818,86.559,41.758,13.586,27,"Class3",82.895,69.42,42.224,91,"H",78.077
76.929,84.022,41.798,17.817,46,"Class3",65.862,70.932,10.969,77,"G",71.34
8.072,34.01,35.628,78.818,64,"Class4",70.079,91.485,24.378,81,"K",21.387
79.71,89.022,41.262,12.376,27,"Class3",58.883,99.682,68.52,80,"G",95.168
8.938,32.989,35.017,25.985,41,"Class4",80.828,81.044,44.969,75,"H",78.289
9.024,31.896,36.135,54.547,54,"Class4",58.205,-1.536,8.153,73,"K",50.919
10.19,24.572,37.479,91.841,73,"Class4",62.774,57.038,22.724,83,"K",46.166
72.659,89.396,NA,24.141,27,"Class3",72.062,94.111,58.458,86,"H",55.559
9.993,30.833,35.162,54.765,17,"Class4",76.815,49.464,48.329,72,"W",66.172
9.485,31.331,36.152,63.424,22,"Class4",63.187,62.217,18.346,72,"K",55.523
80.625,60.341,74.673,53.362,79,"Class2",20.255,35.261,30.889,80,"K",73.499
10.736,32.586,NA,27.449,78,"Class4",67.782,72.416,13.954,66,"H",104.821
9.355,31.881,35.392,82.766,29,"Class4",82.547,51.208,34.904,86,"D",34.761
9.35,30.595,34.266,27.549,32,"Class4",83.521,38.419,22.036,72,"B",64.631
10.127,32.722,NA,47.785,51,"Class4",67.627,40.902,24.062,84,"D",54.42
46.446,64.229,70.741,49.041,79,"Class2",33.146,56.479,15.675,89,"M",73.703
9.128,31.269,36.17,57.886,70,"Class4",66.527,65.13,39.443,83,"W",43.772
78.944,77.368,41.256,31.385,40,"Class3",36.524,77.13,40.283,82,"W",57.171
NA,34.471,35.516,90.413,61,"Class4",60.51,41.03,31.846,66,"W",40.76
82.2,83.18,41.553,29.981,39,"Class3",36.783,60.12,70.784,95,"R",49.73
82.2,60.469,74.41,52.292,79,"Class2",28.328,60.807,7.564,81,"M",74.578
84.92,79.306,NA,35.848,25,"Class3",36.937,82.119,16.912,81,"R",91.787
80.581,95.716,41.617,36.482,36,"Class3",81.576,60.525,84.896,83,"H",88.37
NA,44.376,72.805,24.875,57,"Class1",13.114,36.441,6.31,17,"H",30.036
84.676,81.252,41.25,24.487,39,"Class3",48.819,82.541,58.761,87,"W",90.209
74.053,78.987,41.207,31.182,49,"Class3",72.906,98.885,67.472,78,"W",42.133
75.654,77.155,41.444,34.38,27,"Class3",33.12,75.45,23.982,83,"W",68.066
75.06,66.948,67.115,50.122,80,"Class2",26.392,48.818,27.544,84,"K",74.038
81.205,60.769,80.072,50.327,79,"Class2",33.017,22.348,31.341,85,"O",71.454
44.07,64.737,66.856,24.016,79,"Class2",18.243,61.085,40.087,87,"M",62.462
51.94,62.112,77.293,31.962,80,"Class2",18.045,71.218,13.096,87,"J",65.598
8.427,31.048,35.428,79.168,41,"Class4",60.537,55.268,33.199,85,"W",60.098
8.207,33.174,36.189,9.696,67,"Class4",80.448,47.316,33.018,82,"W",52.712
8.071,31.117,34.25,25.689,54,"Class4",65.496,68.435,75.583,72,"K",-2.208
57.443,39.393,29.129,24.692,10,"Class1",15.867,83.268,8.385,29,"N",70.561
48.478,66.767,79.35,66.213,80,"Class2",27.242,94.978,42.427,83,"J",63.136
9.489,33.68,NA,82.488,58,"Class4",67.934,22.042,11.596,66,"W",69.304
39.271,60.568,71.731,42.151,80,"Class2",16.512,32.313,32.962,80,"Z",69.32
48.305,64.839,72.352,32.565,79,"Class2",16.266,69.493,15.899,82,"M",76.133
82.329,77.74,42.005,33.885,26,"Class3",46.374,58.617,9.824,99,"G",36.097
57.856,41.893,67.664,23.936,33,"Class1",13.005,47.272,6.909,10,"H",81.793
NA,63.204,84.83,34.861,79,"Class2",29.473,25.231,14.256,89,"J",87.431
53.163,62.542,-14.456,28.997,14,"Class1",13.118,12.839,6.724,25,"A",18.129
69.917,80.949,41.112,22.71,49,"Class3",72.495,87.052,48.743,99,"Y",54.967
76.556,64.725,72.025,68.477,79,"Class2",28.273,103.288,34.323,89,"K",70.628
9.637,31.023,36.276,80.151,60,"Class4",81.02,63.018,4.923,76,"W",59.436
59.249,9.908,84.518,32.171,15,"Class1",15.448,39.411,7.64,30,"W",56.244
37.602,68.499,67.689,47.943,79,"Class2",15.102,8.063,36.291,85,"K",74.513
9.807,31.236,34.512,15.832,43,"Class4",79.359,54.81,9.825,70,"K",96.935
79.151,63.517,83.349,57.439,80,"Class2",20.823,79.936,28.002,90,"M",71.387
NA,64.022,75.313,37.357,79,"Class2",28.487,26.827,7.829,87,"K",70.457
59.16,70.943,78.912,42.697,79,"Class2",16.972,-24.598,24.4,88,"J",74.933
78.271,78.697,41.277,36.984,33,"Class3",56.307,75.213,25.557,83,"W",39.098
56.331,9.409,100.665,26.486,56,"Class1",15.231,63.536,7.58,25,"N",68.566
67.948,61.49,NA,45.636,79,"Class2",29.898,49.405,17.05,91,"M",73.147
47.034,65.054,61.868,44.568,80,"Class2",31.077,44.532,17.095,90,"M",61.391
9.252,34.465,34.507,76.445,75,"Class4",84.548,59.744,52.178,66,"H",84.003
79.502,61.132,67.915,33.855,80,"Class2",32.775,75.484,6.803,82,"J",63.657
78.469,90.367,41.476,31.739,31,"Class3",74.753,85.813,65.194,77,"R",73.237
76.905,88.786,41.668,22.64,38,"Class3",49.644,78.822,24.5,93,"W",80.958
68.35,59.467,70.421,31.838,79,"Class2",17.754,53.289,7.532,91,"M",73.023
59.229,65.94,73.908,69.56,79,"Class2",31.131,17.344,31.304,87,"J",70.868
51.198,62.906,77.994,67.895,79,"Class2",29.811,95.073,31.719,89,"M",79.506
NA,9.26,31.2,28.007,26,"Class1",15.992,50.274,7.648,8,"H",57.322
59.22,62.957,71.5,71.666,79,"Class2",32.861,67.54,8.517,82,"K",74.243
9.036,27.895,34.813,97.313,71,"Class4",63.969,12.734,70.706,65,"K",78.149
82.781,78.981,41.612,23.562,23,"Class3",82.357,91.129,87.552,88,"G",97.498
42.842,63.329,73.361,57.759,79,"Class2",29.558,57.444,13.341,88,"K",68.993
NA,67.774,74.485,33.585,79,"Class2",23.558,29.413,24.429,91,"O",85.304
NA,16.811,121.271,27.462,38,"Class1",10.555,64.445,6.706,6,"N",111.394
9.156,32.153,34.058,80.566,83,"Class4",71.9,58.29,72.719,85,"W",37.791
49.335,69.876,83.787,71.299,80,"Class2",26.494,15.71,15.012,83,"O",68.312
46.53,11.794,13.501,30.013,50,"Class1",15.623,51.865,6.356,8,"H",42.679
52.837,74.325,70.741,37.354,20,"Class1",10.102,33.442,8.906,25,"H",41.677
55.91,71.627,68.58,24.457,80,"Class2",25.827,48.204,33.158,91,"J",69.546
49.04,15.085,35.351,31.495,20,"Class1",16.902,57.587,7.089,10,"H",35.048
60.62,65.929,78.467,46.657,80,"Class2",20.084,69.979,42.311,82,"K",69.891
79.011,85.257,41.761,21.712,34,"Class3",79.205,65.204,16.196,94,"G",69.078
9.963,32.361,35.855,81.446,58,"Class4",65.638,13.547,25.5,75,"K",47.517
8.812,35.846,NA,60.014,77,"Class4",85.26,46.257,56.026,76,"K",29.12
75.706,81.21,41.666,37.28,48,"Class3",88.958,80.2,52.679,85,"H",79.065
76.578,66.027,75.557,24.722,80,"Class2",34.215,57.099,37.9,88,"J",78.258
73.463,78.11,41.446,27.328,25,"Class3",36.965,88.714,59.608,94,"W",78.093
NA,71.71,69.738,63.684,79,"Class2",16.258,12.913,29.696,84,"J",75.528
8.297,34.633,34.388,9.349,41,"Class4",66.688,40.921,65.478,74,"D",57.97
70.671,88.681,41.314,35.739,35,"Class3",46.663,66.468,83.819,78,"Y",62.263
9.896,34.999,35.485,71.261,65,"Class4",83.756,17.512,6.779,68,"H",43.41
40.747,68.722,78.853,56.241,79,"Class2",15.529,61.732,38.764,83,"Z",68.515
10.117,32.438,36.505,95.876,94,"Class4",64.476,117.972,61.152,81,"H",78.761
10.572,30.295,35.922,63.493,29,"Class4",58.62,16.799,75.252,70,"K",74.631
78.047,65.594,81.38,69.935,79,"Class2",20.607,48.913,42.315,80,"Z",69.096
49.812,65.354,-17.016,27.786,51,"Class1",14.14,47.692,6.128,17,"N",25.368
82.999,81.432,41.541,25.639,30,"Class3",53.098,84.03,91.436,82,"Y",61.433
9.464,31.967,35.415,25.992,89,"Class4",88.92,44.43,43.756,82,"H",52.173
9.614,33.754,35.607,13.518,68,"Class4",59.513,43.571,16.237,65,"W",48.937
8.786,36.211,34.399,94.909,44,"Class4",59.438,50.157,72.031,85,"B",49
85.456,82.689,41.167,30.966,27,"Class3",44.412,61.444,26.209,96,"H",82.712
79.974,67.227,70.687,24.399,79,"Class2",25.626,63.959,29.451,85,"J",59.812
58.378,67.864,12.371,28.499,27,"Class1",10.451,91.15,7.845,33,"N",39.089
8.005,30.857,35.449,59.344,34,"Class4",75.022,48.613,53.196,84,"W",41.156
56.054,71.451,64.25,32.231,28,"Class1",15.674,71.081,8.585,34,"U",67.781
50.34,68.319,55.056,38.658,25,"Class1",14.592,40.053,6.54,16,"W",79.104
54.769,57.803,53.826,36.127,33,"Class1",14.968,2.194,8.411,33,"N",30.501
10.33,29.832,36.105,33.678,82,"Class4",59.014,87.385,34.955,77,"D",52.01
NA,83.174,41.718,14.558,40,"Class3",84.886,80.211,21.122,95,"W",72.198
47.468,57.372,32.212,32.085,14,"Class1",14.484,115.903,7.902,31,"N",27.259
85.594,79.462,40.933,14.957,43,"Class3",45.094,67.962,64.487,84,"R",41.399
9.856,31.357,34.023,52.743,47,"Class4",86.657,43.891,30.912,66,"H",42.506
83.43,80.551,41.312,16.129,43,"Class3",77.116,94.776,23.247,85,"Y",28.702
76.468,83.001,41.075,25.562,34,"Class3",61.631,71.231,24.519,91,"Y",96.341
80.936,80.418,41.359,28.772,39,"Class3",77.918,65.042,95.334,92,"R",76.169
36.266,70.257,82.42,61.111,79,"Class2",28.089,30.649,24.055,91,"O",74.531
9.75,36.177,35.742,90.843,55,"Class4",67.767,26.233,20.698,69,"W",74.136
60.848,55.084,86.113,47.176,80,"Class2",29.832,52.555,41.461,82,"Z",70.913
85.6,79.995,41.863,29.993,39,"Class3",33.075,68.615,55.612,89,"R",45.547
49.656,86.355,79.654,29,54,"Class1",15.974,38.562,8.121,33,"A",58.459
70.503,65.762,66.453,50.959,79,"Class2",17.477,66.443,28.19,90,"K",72.57
78.914,72.772,41.4,29.127,45,"Class3",33.072,48.94,55.519,84,"H",70.764
46.763,71.736,69.569,42.66,79,"Class2",32.811,66.024,25.112,91,"J",60.734
10.137,35.55,34.47,50.322,22,"Class4",67.18,48.36,64.948,86,"W",78.781
10.033,31.306,35.996,80.177,86,"Class4",72.405,68.759,34.376,85,"W",53.057
75.527,64.961,NA,42.911,80,"Class2",31.551,47.05,10.237,84,"Z",76.403
67.916,67.789,69.809,63.716,80,"Class2",29.954,57.66,32.331,90,"J",67.683
8.103,34.438,36.531,73.08,84,"Class4",66.129,52.747,61.677,84,"B",52.86
50.585,61.005,76.301,25.872,79,"Class2",20.558,52.276,38.805,90,"O",82.347
9.622,30.253,35.602,91.897,82,"Class4",80.716,25.712,18.465,73,"W",63.938
10.641,30.402,37.061,77.088,81,"Class4",80.125,33.661,19.734,79,"H",50.746
10.55,31.159,34.268,84.196,30,"Class4",84.075,33.94,6.27,70,"K",27.492
51.595,48.733,51.719,33.156,5,"Class1",14.536,51.734,7.34,18,"H",71.534
84.564,78.025,41.188,32.479,47,"Class3",82.304,78.865,54.985,85,"Y",85.52
79.777,67.35,73.174,52.688,80,"Class2",20.017,88.694,7.194,90,"Z",81.366
55.085,23.423,1.654,24.399,54,"Class1",11.156,68.142,8.136,17,"W",13.238
48.776,63.999,12.589,24.522,20,"Class1",13.218,4.755,6.147,22,"U",-4.239
10.562,32.058,35.396,85.813,54,"Class4",80.69,1.632,4.983,81,"B",67.557
43.409,58.515,74.041,23.292,80,"Class2",20.016,65.803,42.427,82,"M",67.41
10.952,29.894,34.885,47.693,80,"Class4",83.966,91.593,44.503,77,"H",72.168
71.023,88.613,41.416,37.661,48,"Class3",83.216,84.714,94.463,82,"H",74.11
10.243,34.226,35.731,53.841,80,"Class4",81.259,74.113,25.177,74,"D",58.711
47.043,74.111,75.237,68.754,80,"Class2",25.964,49.42,13.394,89,"K",73.488
NA,55.986,56.518,38.277,18,"Class1",11.454,14.195,6.96,15,"W",45.784
63.775,71.443,66.318,33.347,79,"Class2",28.28,94.829,25.195,86,"Z",71.492
10.593,31.581,NA,38.971,53,"Class4",69.827,92.307,72.133,68,"K",28.124
73.127,87.295,41.08,14.869,29,"Class3",61.124,73.966,11.714,91,"H",61.967
49.84,-2.309,52.323,29.155,51,"Class1",10.498,54.019,7.113,16,"N",45.427
10.311,34.324,37.007,38.115,47,"Class4",72.487,63.508,30.215,69,"H",64.116
9.977,31.008,NA,18.092,41,"Class4",76.894,30.638,49.615,75,"H",51.931
53.655,50.736,26.991,23.073,16,"Class1",11.682,56.825,8.974,30,"U",50.74
8.485,33.042,34.709,59.687,97,"Class4",83.667,42.343,33.526,85,"K",57.831
79.802,83.616,41.103,35.962,27,"Class3",44.12,63.232,9.771,77,"Y",61.408
50.959,69.644,87.315,46.378,80,"Class2",27.72,101.056,33.226,91,"O",71.275
NA,65.983,86.003,33.757,80,"Class2",32.684,62.575,18.171,87,"K",80.021
49.487,13.904,32.331,34.311,25,"Class1",15.539,38.46,6.216,32,"W",93.86
59.637,89.475,13.944,38.542,5,"Class1",10.552,53.485,8.043,29,"U",71.513
58.234,15.524,52.32,26.606,6,"Class1",16.187,94.083,7.018,21,"U",63.661
9.357,31.425,34.09,16.469,87,"Class4",79.727,2.339,61.647,80,"W",44.486
36.53,70.023,89.768,27.455,80,"Class2",33.32,67.211,22.849,80,"J",78.973
57.323,64.8,81.423,54.29,80,"Class2",14.561,67.506,34.207,88,"Z",63.325
9.434,30.235,34.877,38.366,66,"Class4",83.498,80.473,59.442,70,"H",30.513
49.946,59.41,127.71,37.786,53,"Class1",10.268,49.325,7.238,22,"W",61.611
8.39,31.907,36.318,68.768,84,"Class4",87.354,20.036,48.905,77,"B",65.831
66.205,64.224,73.31,69.328,80,"Class2",18.909,34.161,14.72,85,"J",78.879
NA,67.841,79.702,33.031,80,"Class2",26.398,7.884,13.362,90,"K",65.533
82.554,68.724,67.933,58.449,79,"Class2",26.909,33.391,14.665,89,"O",61.234
79.329,87.382,41.52,25.421,48,"Class3",64.994,69.241,11.372,79,"Y",75.015
54.732,-0.908,73.621,21.841,41,"Class1",12.546,64.5,6.876,15,"N",28.386
81.009,74.596,41.514,21.736,37,"Class3",79.882,76.47,76.793,100,"W",69.968
57.313,50.94,18.498,24.895,51,"Class1",10.515,26.753,7.841,31,"N",48.454
9.439,33.288,36.278,45.502,83,"Class4",88.575,92.323,72.23,72,"K",40.76
49.062,64.518,71.964,45.497,80,"Class2",27.232,70.376,21.835,86,"K",69.15
8.741,31.127,37.042,40.083,16,"Class4",76.153,43.053,20.601,65,"D",58.041
10.935,34.125,36.169,91.349,48,"Class4",63.895,43.382,67.67,78,"W",43.132
9.521,30.475,NA,32.841,91,"Class4",77.671,66.267,69.592,84,"B",102.918
72.506,81.955,41.443,16.299,42,"Class3",73.87,86.679,77.868,92,"W",63.968
73.333,78.188,41.99,23.578,49,"Class3",85.706,94.076,13.171,99,"H",78.02
44.394,64.769,NA,29.986,79,"Class2",23.315,25.452,10.504,81,"Z",70.5
49.015,51.513,54.111,35.636,15,"Class1",11.514,33.26,6.163,25,"A",45.41
53.735,33.579,85.928,27.836,24,"Class1",12.72,47.786,7.789,23,"W",73.864
10.107,29.179,34.403,95.743,18,"Class4",85.036,-12.268,27.185,79,"W",65.426
58.679,66.365,89.274,58.26,79,"Class2",16.063,48.091,34.099,91,"J",73.035
