"AMD1","XIO2","NBE3","ASH4","MJG5","FRB6","NGE7","EAX8","Output21","EHW9","XLQ10"
37.357,54,99.219,61.771,40,44.13,"I",38.462,"Class4",91.538,23.642
80.118,71.817,68.172,50.039,27,23.796,"T",12.25,"Class3",45.482,45.457
21.447,61.073,96.867,33.244,80,53.855,"L",36.779,"Class4",64.521,16.098
NA,50.277,94.864,59.503,4,41.743,"E",34.382,"Class4",74.556,27.978
37.931,60.699,79.619,15.275,75,24.017,"S",73.425,"Class5",70.117,23.003
20.153,54.701,69.053,30.786,39,54.262,"J",44.649,"Class1",82.547,55.719
50.11,36.974,70.288,9.249,57,29.11,"V",81.91,"Class5",56.796,12.247
54.827,63.651,49.471,19.246,57,37.552,"J",41.85,"Class1",85.454,59.717
30.115,26.263,8.122,44.479,89,91.765,"R",68.947,"Class2",22.271,44.391
37.359,66.201,87.841,69.228,62,38.59,"I",37.4,"Class4",63.628,34.624
12.089,58.654,95.257,65.582,5,49.746,"X",37.63,"Class4",59.402,27.648
26.287,73.358,72.23,31.709,37,38.676,"Z",42.103,"Class1",83.363,63.047
19.632,54.257,98.873,48.336,16,45.12,"K",26.077,"Class4",82.976,13.419
46.424,77.092,81.675,43.257,41,37.605,"A",42.083,"Class1",85.39,61.63
32.841,25.81,50.986,61.669,92,91.695,"E",28.499,"Class2",38.671,72.015
45.371,48.118,74.564,9.855,53,25.161,"X",63.27,"Class5",7.313,9.636
28.071,66.984,94.535,63.642,21,36.416,"I",28.961,"Class4",77.027,27.8
35.06,27.65,47.255,79.121,94,91.277,"R",51.347,"Class2",16.829,49.005
39.123,25.598,52.583,50.106,90,91.819,"O",60.189,"Class2",33.59,56.716
11.771,51.742,98.167,46.699,82,50.168,"I",29.07,"Class4",45.053,23.106
9.1,49.76,96.505,45.761,60,53.016,"X",32.163,"Class4",74.516,23.417
50.009,22.846,72.599,11.35,64,31.703,"S",61.473,"Class5",67.292,13.568
29.955,24.505,37.139,41.52,91,91.21,"O",54.362,"Class2",10.963,69.106
53.687,89.557,46.807,40.893,53,39.532,"Z",44.132,"Class1",82.441,83.171
25.196,49.275,95.999,72.516,48,46.847,"I",26.233,"Class4",76.38,25.8
21.362,90.113,62.304,84.193,56,30.357,"A",41.974,"Class1",85.504,67.561
44.751,25.831,26.931,73.883,85,91.717,"O",47.946,"Class2",28.611,54.9
40.526,27.082,47.297,53.576,83,91.365,"R",62.123,"Class2",20.243,44.138
46.156,23.471,47.202,79.256,90,91.338,"R",49.315,"Class2",37.334,54.288
72.163,77.011,55.194,77.869,42,21.277,"J",51.821,"Class3",50.521,NA
29.29,23.277,34.836,43.109,92,90.734,"O",59.139,"Class2",31.207,44.131
40.945,27.984,53.379,84.862,95,91.425,"R",56.387,"Class2",31.732,50.449
53.784,50.079,71.194,48.372,54,23.529,"B",41.519,"Class1",83.806,54.901
NA,50.192,88.145,52.599,28,41.924,"L",31.942,"Class4",73.587,40.416
26.835,61.02,99.499,45.226,16,55.14,"K",24.434,"Class4",90.565,27.145
35.376,50.515,28.445,54.504,51,65.781,"I",44.443,"Class1",84.92,73.663
55.881,74.447,26.276,65.325,53,49.623,"Z",39.706,"Class1",85.634,80.711
39.498,37.907,76.856,7.34,93,24.103,"R",62.806,"Class5",53.102,22.476
32.46,52.051,93.792,32.147,81,42.111,"X",38.763,"Class4",78.949,2.665
44.413,59.558,13.172,34.446,55,38.712,"Z",42.987,"Class1",82.803,65.192
37.232,57.224,64.624,12.602,85,34.852,"D",82.245,"Class5",16.416,17.311
25.943,52.317,87.196,55.146,6,43.026,"L",34.139,"Class4",51.894,6.093
NA,23.573,44.731,58.419,89,91.748,"O",60.596,"Class2",28.101,NA
42.501,52.046,53.557,38.157,63,76.053,"A",44.863,"Class1",83.564,56.656
19.022,63.526,13.316,36.133,48,44.624,"I",42.459,"Class1",84.274,62.967
84.146,77.785,69.618,27.466,30,45.424,"G",21.123,"Class3",43.945,51.795
48.021,23.114,57.011,57.118,94,92.128,"E",51.766,"Class2",22.33,39.024
20.498,51.473,95.05,68.05,25,55.74,"L",41.039,"Class4",72.078,10.197
35.926,24.267,56.738,37.402,88,91.147,"R",31.363,"Class2",39.62,NA
43.514,39.545,61.721,12.093,82,26.945,"D",76.18,"Class5",36.909,9.864
32.186,47.948,51.743,52.237,40,65.085,"A",42.677,"Class1",82.836,NA
55.373,83.58,42.183,58.359,58,24.444,"J",44.747,"Class1",85.538,69.802
48.07,86.953,82.84,24.412,36,25.841,"T",30.308,"Class3",48.77,63.48
41.978,27.888,50.406,58.24,87,91.097,"Z",60.745,"Class2",19.941,51.539
48.022,55.634,24.723,41.325,48,60.933,"A",40.025,"Class1",83.161,63.7
40.181,60.104,68.647,9.488,93,21.226,"D",71.408,"Class5",20.936,12.442
25.244,58.994,98.524,57.003,16,51.659,"E",25.249,"Class4",89.108,25.981
43.836,78.739,60.731,67.191,36,58.938,"A",39.492,"Class1",81.161,81.772
32.838,68.302,49.122,67.748,52,62.854,"B",42.731,"Class1",84.881,62.373
49.818,26.73,39.018,75.869,91,91.111,"Z",36.014,"Class2",28.746,73.834
27.282,61.23,81.864,63.733,57,24.306,"B",39.578,"Class1",86.703,69.387
35.832,57.153,98.962,37.889,42,47.083,"L",21.676,"Class4",65.016,25.848
51.718,23.692,63.141,9.664,63,26.197,"V",57.337,"Class5",24.797,25.418
23.504,59.826,97.284,58.311,16,49.819,"I",25.478,"Class4",63.438,29.201
NA,23.735,50.77,47.396,90,91.589,"R",58.61,"Class2",26.213,43.465
41.003,86.157,75.335,57.693,26,41.322,"J",17.891,"Class3",58.327,62.859
33.063,59.638,97.193,73.818,48,40.753,"E",40.828,"Class4",61.477,21.694
45.658,57.283,75.441,14.062,81,33.105,"D",84.24,"Class5",67.308,16.26
26.093,52.072,92.381,60.962,47,46.209,"K",27.798,"Class4",69.313,15.371
50.207,61.901,80.368,9.015,69,34.395,"S",84.173,"Class5",58.352,17.224
4.354,81.332,63.629,71.092,39,32.234,"G",40.179,"Class3",51.244,55.958
18.569,54.479,94.643,65.719,37,45.431,"X",42.076,"Class4",76.818,31.735
44.259,45.933,56.722,55.097,37,65.241,"J",42.515,"Class1",82.076,69.867
39.733,85.734,32.294,60.943,41,62.024,"A",41.156,"Class1",82.768,57.741
49.444,25.646,25.822,64.648,94,91.893,"O",54.996,"Class2",33.657,NA
10.974,64.697,97.786,42.264,12,52.575,"K",30.84,"Class4",75.471,11.215
31.636,61.37,89.161,51.331,4,47.471,"I",26.695,"Class4",65.531,29.227
45.217,50.997,50.992,71.921,53,64.135,"Z",41.831,"Class1",85.479,81.73
14.237,65.279,94.443,59.453,47,40.429,"I",30.277,"Class4",97.979,22.701
NA,90.638,66.696,4.651,63,58.814,"Z",41.327,"Class1",83.824,73.419
79.198,90.691,85.184,10.167,38,24.485,"T",54.634,"Class3",51.853,44.149
28.45,23.119,48.256,39.789,81,91.321,"R",48.542,"Class2",24.274,69.921
26.884,58.591,96.773,48.859,20,49.322,"E",29.934,"Class4",74.17,36.184
84.311,74.36,67.613,47.875,30,26.045,"T",44.885,"Class3",60.67,59.055
45.952,89.714,84.745,49.795,45,21.311,"T",21.79,"Class3",49.442,50.238
10.985,64.375,96.25,37.146,29,48.208,"L",42.988,"Class4",99.485,22.328
33.355,87.732,50.411,52.626,39,33.943,"J",52.395,"Class3",53.308,38.43
41.992,68.115,21.53,18.318,37,28.412,"B",42.839,"Class1",84.181,79.89
34.682,58.422,34.47,80.533,57,37.904,"B",40.953,"Class1",81.801,56.384
50.414,37.804,64.452,9.07,62,32.74,"D",66.703,"Class5",7.119,15.451
19.433,82.513,71.765,39.51,17,51.366,"J",52.497,"Class3",48.139,44.715
47.099,25.575,25.523,38.879,80,91.384,"E",30.826,"Class2",26.832,33.032
61.157,71.166,63.135,50.613,26,29.9,"J",36.227,"Class3",58.982,61.51
41.145,56.055,78.06,15.751,77,27.903,"S",58.133,"Class5",46.796,11.293
69.307,86.646,76.739,33.834,37,0.799,"J",41.538,"Class3",56.154,39.144
9.654,61.58,93.663,45.012,36,39.324,"I",32.686,"Class4",72.142,30.551
10.828,52.663,90.027,50.341,20,51.788,"K",35.711,"Class4",86.056,13.35
51.568,32.287,61.27,11.316,84,22.712,"S",71.824,"Class5",67.894,18.489
48.806,56.868,66.534,13.811,85,25.409,"V",64.426,"Class5",73.938,17.473
3.604,84.404,75.492,53.161,25,13.328,"T",21.792,"Class3",51.211,4.866
46.009,58.768,17.899,70.059,47,34.542,"J",41.922,"Class1",84.046,54.025
28.185,64.254,98.343,36.875,36,39.012,"X",37.233,"Class4",72.041,33.651
35.673,23.361,36.562,61.706,84,92.307,"O",31.206,"Class2",20.756,56.421
NA,30.854,64.053,11.219,65,34.331,"R",76.265,"Class5",85.373,8.845
32.667,59.229,99.677,53.092,67,44.904,"I",38.081,"Class4",66.783,31.134
47.836,25.535,53.946,64.168,78,91.712,"E",66.594,"Class2",31.923,32.013
39.363,23.245,13.259,80.186,85,92.355,"E",56.188,"Class2",36.485,NA
35.207,23.395,38.707,60.139,91,91.471,"O",36.337,"Class2",32.078,34.671
46.228,29.862,80.408,12.057,63,23.504,"S",55.785,"Class5",50.466,15.548
20.386,54.627,76.019,30.746,47,38.163,"B",44.208,"Class1",86.889,52.435
28.077,27.355,53.118,46.799,95,91.809,"Z",36.846,"Class2",29.107,45.278
51.919,63.794,76.768,10.139,79,30.205,"R",80.068,"Class5",112.207,11.806
33.73,61.338,91.901,43.073,80,55.214,"X",34.42,"Class4",61.872,27.287
20.203,76.141,62.727,64.287,61,42.985,"I",43.822,"Class1",80.047,73.409
20.611,54.524,90.879,46.127,53,54.405,"L",38.983,"Class4",85.104,22.165
52.545,84.4,41.522,41.476,36,76.564,"Z",40.619,"Class1",84.014,75.205
5.452,89.784,51.202,50.193,44,20.089,"T",11.997,"Class3",52.153,16.537
39.748,22.363,76.519,14.352,55,27.993,"V",80.72,"Class5",35.515,8.269
40.211,83.668,66.734,39.089,25,21.613,"J",35.984,"Class3",48.63,54.132
36.846,45.973,33.221,40.188,58,61.358,"B",43.823,"Class1",83.858,74.501
9.84,52.976,93.97,37.051,62,48.012,"K",23.464,"Class4",57.854,33.332
9.23,54.168,96.907,56.35,14,49.874,"E",37.054,"Class4",79.6,37.978
8.388,65.958,95.2,40.743,81,53.863,"E",39.815,"Class4",49.516,-0.858
NA,91.077,52.667,54.117,43,33.552,"J",46.108,"Class3",62.672,63.709
42.48,32.445,65.87,14.048,95,28.968,"D",92.98,"Class5",14.066,13.344
40.884,26.073,55.624,76.745,78,91.209,"O",54.417,"Class2",30.201,65.286
28.669,64.538,89.826,44.655,61,56.068,"X",38.879,"Class4",82.88,30.31
43.288,51.909,24.986,45.294,39,80.792,"J",39.165,"Class1",83.12,61.215
18.875,63.275,38.628,17.152,48,47.079,"A",39.573,"Class1",82.868,66.78
77.067,84.923,80.287,68.15,43,23.21,"A",31.339,"Class3",50.797,40.039
49.321,87.889,80.792,60.266,24,23.029,"A",28.263,"Class3",49.284,46.608
33.877,23.111,25.744,59.903,83,91.437,"E",54.615,"Class2",32.071,34.769
NA,94.947,78.977,32.552,18,36.302,"T",11.628,"Class3",48.849,42.456
NA,25.922,10.05,52.181,78,91.505,"X",27.529,"Class2",22.761,48.957
47.864,24.054,39.899,40.709,92,91.41,"E",33.699,"Class2",21.553,29.53
47.903,67.786,45.731,36.393,37,45.515,"I",43.55,"Class1",82.848,NA
44.176,23.636,59.812,82.697,90,91.991,"R",55.915,"Class2",26.795,41.611
10.245,61.715,96.29,46.817,39,39.058,"X",21.084,"Class4",72.839,17.902
47.26,60.879,73.629,8.451,82,30.048,"X",89.109,"Class5",43.183,16.675
21.975,65.046,94.567,58.617,29,55.548,"L",39.047,"Class4",67.151,NA
30.063,76.88,80.255,67.22,46,50.084,"I",44.878,"Class1",82.278,72.29
44.004,27.89,71.302,7.988,82,31.803,"S",87.898,"Class5",76.953,NA
18.813,51.988,98.07,61.995,74,40.723,"L",35.625,"Class4",62.915,27.06
39.719,25.036,58.606,49.534,79,91.403,"R",49.99,"Class2",22.053,41.954
49.596,26.039,50.315,42.015,89,91.126,"Z",38.717,"Class2",29.644,38.178
49.286,62.279,68.436,6.328,73,28.244,"V",88.295,"Class5",35.833,16.255
43.458,57.915,80.565,14.825,71,25.557,"R",70.418,"Class5",62.999,4.318
45.461,74.193,16.612,31.99,50,58.013,"J",40.174,"Class1",84.279,70.136
26.165,91.71,59.232,55.814,45,56.657,"G",28.383,"Class3",54.027,34.893
29.501,26.798,28.164,60.643,86,91.524,"R",65.826,"Class2",33.075,42.516
37.2,24.766,28.767,65.079,95,92.058,"Z",66.579,"Class2",27.905,49.016
NA,53.267,90.531,66.13,75,39.667,"K",36.877,"Class4",51.354,38.034
46.235,24.154,19.738,18.802,94,91.759,"O",29.664,"Class2",31.678,68.89
NA,35.678,78.974,13.476,66,26.31,"X",74.284,"Class5",-9.523,26.12
13.085,52.174,92.554,72.197,4,46.067,"E",39.051,"Class4",82.479,44.911
28.794,47.939,29.716,19.89,60,33.124,"A",40.125,"Class1",86.014,71.414
37.4,24.585,47.67,44.658,86,91.111,"Z",54.245,"Class2",34.607,65.107
32.403,27.174,41.421,32.043,93,91.678,"X",37.425,"Class2",14.041,61.866
45.187,24.293,14.83,39.894,88,91.6,"R",35.686,"Class2",34.352,20.314
18.146,54.649,23.512,39.471,52,8.378,"J",44.104,"Class1",83.072,62.981
29.429,53.908,96.856,34.337,72,45.23,"X",27.358,"Class4",74.81,37.248
47.093,25.929,34.088,64.163,90,91.438,"O",65.358,"Class2",39.566,60.133
24.008,78.581,53.633,37.67,25,43.114,"A",25.494,"Class3",51.74,24.642
23.593,65.162,96.461,55.64,26,48.788,"L",29.894,"Class4",81.667,25.632
48.802,84.603,62.529,47.029,45,34.207,"G",26.72,"Class3",57.946,23.066
46.666,24.041,11.049,49.197,79,90.971,"X",40.291,"Class2",31.66,43.361
32.004,23.716,32.691,66.646,82,91.252,"Z",37.018,"Class2",23.4,NA
15.989,59.734,91.295,32.555,30,38.939,"X",25.5,"Class4",85.942,28.19
35.019,26.283,13.952,67.313,94,91.415,"Z",41.827,"Class2",18.782,41.474
38.595,26.348,45.684,64.612,81,91.663,"E",27.369,"Class2",21.778,38.82
29.465,61.356,91.383,44.506,19,36.409,"X",37.624,"Class4",67.318,38.83
17.21,94.936,80.346,90.805,52,20.995,"J",43.282,"Class1",83.006,69.944
17.622,64.292,87.75,32.769,17,38.448,"X",39.998,"Class4",75.642,28
46.309,30.88,65.726,12.917,56,29.329,"X",70.876,"Class5",31.02,21.167
40.844,45.964,16.998,59.211,45,43.137,"J",44.354,"Class1",84.824,84.596
41.186,38.244,83.132,8.699,61,27.13,"S",75.055,"Class5",82.223,17.333
40.824,49.164,70.861,15.812,93,31.941,"V",67.351,"Class5",57.973,21.517
10.228,61.769,98.632,73.769,54,43.33,"X",24.486,"Class4",71.531,31.137
85.102,90.914,77.745,76.375,24,26.796,"G",39.543,"Class3",58.607,42.767
36.457,60.993,95.671,51.004,28,57.325,"I",39.655,"Class4",99.435,32.747
45.725,44.49,67.308,13.142,76,23.555,"S",90.673,"Class5",96.263,14.21
34.647,27.258,21.144,50.534,89,91.295,"R",62.145,"Class2",36.047,52.081
31.813,27.208,31.634,38.154,93,91.795,"R",51.36,"Class2",22.351,58.162
24.994,89.616,52.067,51.46,45,13.873,"G",10.831,"Class3",44.562,38.374
36.515,25.624,54.884,74.897,91,91.051,"O",60.798,"Class2",32.901,54.295
10.494,54.916,99.24,37.853,7,41.033,"K",37.234,"Class4",52.673,20.442
22.059,73.975,58.827,60.344,43,6.769,"G",11.889,"Class3",50.903,62.658
46.057,27.942,55.763,51.12,82,91.627,"X",66.431,"Class2",34.634,48.035
41.972,50.131,38.444,60.815,55,36.631,"A",39.97,"Class1",83.619,67.857
10.22,53.468,97.597,57.491,65,49.109,"X",39.48,"Class4",75.37,16.763
53.908,29.145,60.458,7.551,76,26.352,"X",68.78,"Class5",60.258,13.611
28.716,25.023,50.74,54.16,80,92.033,"Z",55.516,"Class2",31.784,48.036
7.912,60.511,96.366,42.092,28,43.728,"K",36.687,"Class4",49.436,44.519
50.671,83.446,65.248,59.432,37,59.174,"Z",41.963,"Class1",86.068,55.474
43.315,59.274,51.681,52.496,59,40.946,"Z",42.073,"Class1",83.452,67.289
36.897,78.422,55.408,92.796,21,29.987,"G",24.114,"Class3",51.661,38.868
21.964,54.853,94.961,70.127,46,47.11,"E",35.868,"Class4",66.048,36.576
46.981,24.213,46.496,56.814,85,91.538,"O",28.123,"Class2",30.054,26.034
88.967,90.733,62.253,67.831,22,30.783,"D",21.135,"Class3",53.47,27.06
36.437,23.749,51.056,52.147,82,91.832,"E",37.958,"Class2",32.033,43.479
87.601,85.508,51.985,19.306,22,26.328,"T",11.934,"Class3",55.459,11.54
47.695,20.245,82.41,6.208,67,28.782,"R",55.567,"Class5",38.853,22.979
22.963,54.352,43.646,27.007,61,61.26,"A",40.619,"Class1",84.218,71.229
43.768,58.012,68.019,12.388,91,32.688,"D",83.433,"Class5",54.01,13.114
41.252,74.925,29.053,62.701,36,40.326,"A",40.001,"Class1",87.449,63.177
71.087,90.017,56.281,23.714,25,13.417,"G",18.225,"Class3",50.334,40.471
23.601,52.836,96.973,66.202,5,42.56,"L",24.962,"Class4",49.536,24.826
34.827,76.519,28.276,40.899,47,100.117,"Z",39.833,"Class1",84.727,75.52
6.46,85.901,69.64,38.59,34,31.096,"J",31.199,"Class3",56.453,44.198
29.232,93.626,51.285,82.825,58,60.186,"I",39.698,"Class1",82.731,66.48
15.902,54.622,94.185,75.737,63,56.259,"K",26.487,"Class4",63.475,19.278
47.438,77.013,66.176,104.666,63,38.642,"J",41.039,"Class1",84.883,56.191
47.538,26.239,35.735,47.021,94,90.815,"R",68.047,"Class2",30.383,44.281
45.221,32.921,75.938,8.349,64,29.601,"V",57.392,"Class5",11.85,15.308
44.987,56.207,59.401,64.144,37,62.73,"J",41.617,"Class1",84.411,72.153
28.557,27.705,35.753,51.467,84,91.377,"Z",68.195,"Class2",37.459,38.192
46.004,23.318,26.498,57.153,92,91.328,"X",44.19,"Class2",16.39,79.62
49.652,27.075,76.663,16.248,70,25.746,"R",60.638,"Class5",40.305,11.106
39.479,24.553,34.908,27.513,80,91.217,"X",34.825,"Class2",31.988,45.793
43.924,47.207,66.279,11.908,83,33.612,"X",62.53,"Class5",50.919,16.226
15.428,57.811,92.404,32.741,6,40.916,"K",22.526,"Class4",73.156,20.675
42.736,26.446,35.415,63.852,94,90.682,"X",65.412,"Class2",36.084,29.238
44.959,25.072,55.994,58.933,85,91.133,"O",46.984,"Class2",26.806,57.333
32.985,66.949,60.537,31.616,51,28.076,"Z",44.048,"Class1",84.304,75.189
24.076,54.634,87.02,67.155,36,47.981,"L",39.96,"Class4",79.071,34.557
50.852,30.321,83.919,14.114,58,28.902,"S",71.05,"Class5",32.821,20.188
76.65,87.209,55.972,30.181,42,9.109,"A",14.832,"Class3",60.782,49.534
42.027,25.036,74.879,10.757,57,24.06,"X",66.186,"Class5",-4.596,17.715
89.135,74.475,80.312,83.359,18,47.619,"T",39.189,"Class3",48.873,19.042
53.675,75.064,45.573,39.444,50,54.289,"J",43.76,"Class1",84.984,56.458
27.522,45.956,48.561,40.324,47,75.264,"I",40.432,"Class1",83.013,61.119
32.62,63.295,88.602,46.477,75,59.012,"L",37.899,"Class4",59.342,25.977
26.171,61.283,88.893,50.267,78,44.806,"K",27.366,"Class4",70.318,25.644
NA,25.574,45.29,64.156,90,91.435,"Z",27.364,"Class2",30.77,49.754
42.265,34.99,83.787,5.054,71,34.618,"D",91.875,"Class5",66.164,15.661
37.163,45.355,73.487,9.565,94,36.974,"R",76.242,"Class5",66.314,12.873
13.727,59.882,97.308,58.393,22,43.779,"E",29.986,"Class4",63.249,28.348
49.507,24.644,30.464,40.56,80,92.375,"E",46.803,"Class2",36.286,58.324
10.365,65.318,95.038,48.001,80,39.966,"E",26.07,"Class4",63.835,28.498
27.703,24.767,59.704,60.923,90,91.48,"X",42.476,"Class2",48.398,42.941
41.167,62.001,83.444,10.624,95,25.522,"V",62.62,"Class5",26.529,11.357
48.913,37.311,65.585,9.942,56,30.246,"S",71.633,"Class5",43.182,9.812
46.841,39.691,61.277,8.04,54,26.254,"X",85.877,"Class5",53.279,8.48
43.003,60.959,60.949,13.192,62,22.435,"X",73.783,"Class5",62.726,8.806
32.836,63.379,97.105,56.27,67,56.225,"K",32.521,"Class4",55.79,39.056
8.353,56.62,91.534,63.627,31,48.577,"L",23.024,"Class4",65.701,15.449
40.149,26.456,19.62,51.928,94,91.517,"E",52.689,"Class2",16.021,61.159
46.727,23.343,58.543,23.96,95,91.897,"X",60.484,"Class2",21.231,42.559
5.421,92.569,57.724,38.116,27,17.667,"G",28.991,"Class3",49.511,39.895
42.52,26.427,49.078,30.076,80,91.961,"O",52.126,"Class2",31.728,29.984
26.002,49.887,99.007,50.858,57,55.892,"K",21.521,"Class4",76.115,37.814
22.685,94.347,83.556,83.922,43,47.647,"G",13.361,"Class3",42.799,37.693
9.061,76.038,80.067,65.529,46,40.116,"A",42.78,"Class3",55.834,40.973
47.951,20.207,60.896,6.694,85,33.908,"S",89.735,"Class5",65.862,15.534
33.104,55.548,81.164,34.842,62,56.042,"I",43.068,"Class1",83.373,53.053
49.544,43.845,78.627,12.923,75,30.967,"S",71.776,"Class5",23.795,NA
NA,24.82,77.508,15.091,90,34.778,"R",76.195,"Class5",57.808,9.881
21.133,93.09,43.643,50.665,60,42.679,"B",42.487,"Class1",86.026,77.116
35.622,24.704,39.195,47.603,86,91.304,"Z",46.991,"Class2",28.042,50.33
49.393,23.914,25.35,60.048,85,91.653,"R",58.468,"Class2",28.647,52.797
59.322,92.26,83.228,66.776,42,33.221,"J",23.405,"Class3",53.283,28.563
19.052,92.18,86.249,48.11,23,44.012,"G",49.259,"Class3",52.545,30.844
21.931,83.337,78.335,53.092,54,65.649,"J",42.635,"Class1",84.001,63.969
51.645,77.535,14.733,66.081,39,43.288,"J",44.932,"Class1",85.311,68.613
14.522,61.723,99.685,33.857,7,41.29,"L",40.657,"Class4",73.011,20.894
39.184,50.382,17.708,18.417,38,26.402,"B",42.153,"Class1",83.265,81.122
34.491,56.069,90.135,47.678,37,50.607,"L",41.405,"Class4",74.382,18.244
47.231,61.859,48.763,63.147,43,25.809,"A",43.108,"Class1",83.349,82.225
36.356,56.656,96.945,51.65,8,48.892,"K",37.094,"Class4",77.926,22.518
72.044,89.535,64.521,45.95,16,20.104,"T",53.92,"Class3",46.767,33.798
50.173,63.729,62.316,40.525,57,48.028,"J",40.625,"Class1",85.788,86.95
46.584,30.005,81.391,6.748,78,30.364,"D",73.739,"Class5",23.262,21.241
38.288,79.101,26.15,54.237,63,68.569,"I",41.834,"Class1",82.722,67.402
13.985,51.818,88.764,57.898,77,53.46,"X",41.079,"Class4",45.61,25.717
48.755,44.855,62.645,8.719,59,29.461,"D",86.647,"Class5",31.879,14.508
32.996,27.56,40.298,78.421,85,91.931,"E",46.904,"Class2",27.139,61.404
29.214,25.277,36.331,55.027,82,91.899,"O",30.314,"Class2",31.497,31.027
37.524,88.712,53.107,65.028,36,40.033,"A",43.175,"Class1",82.768,79.169
43.958,79.058,85.15,39.856,42,24.28,"D",44.309,"Class3",50.607,32.506
39.197,27.748,62.175,11.221,85,36.016,"D",70.436,"Class5",58.964,21.918
33.808,58.68,97.657,59.711,55,48.747,"K",40.661,"Class4",72.094,6.246
20.616,81.753,64.848,39.81,45,60.364,"T",23.498,"Class3",46.908,37.573
24.732,59.806,98.494,43.695,56,59.941,"X",32.277,"Class4",57.508,22.509
48.774,20.128,61.4,9.846,55,32.969,"R",58.904,"Class5",63.758,9.89
46.962,47.009,71.203,8.454,79,25.693,"R",77.817,"Class5",0.466,18.943
77.101,75.484,72.704,36.74,35,28.153,"A",13.488,"Class3",46.991,16.252
44.755,25.644,10.201,79.97,79,91.735,"R",51.226,"Class2",35.719,NA
12,62.107,89.188,45.442,24,49.535,"I",38.882,"Class4",98.355,32.371
30.141,50.643,39.139,41.774,57,17.1,"J",42.057,"Class1",82.054,61.976
8.882,77.795,75.277,22.918,41,20.421,"A",50.669,"Class3",50.411,40.39
58.619,76.179,55.477,65.163,40,26.518,"T",45.737,"Class3",50.322,57.189
39.093,23.094,33.3,70.394,79,91.566,"Z",47.232,"Class2",25.814,53.226
35.186,26.629,28.027,63.856,89,91.838,"Z",39.31,"Class2",23.742,25.212
34.735,25.213,35.192,69.394,95,92.473,"O",45.548,"Class2",30.553,10.176
29.402,88.374,62.908,56.199,18,17.442,"T",45.474,"Class3",47.013,23.124
26.57,51.907,88.572,50.442,31,43.832,"E",36.028,"Class4",75.593,35.201
46.512,24.044,13.409,63.361,86,91.619,"O",49.263,"Class2",13.453,51.754
38.803,82.487,79.241,44.994,43,23.853,"T",34.904,"Class3",46.411,45.121
11.066,57.296,92.999,54.424,20,54.832,"L",40.32,"Class4",52.31,29.621
31.517,61.234,87.478,43.238,75,40.258,"I",26.382,"Class4",77.498,30.124
51.006,37.056,70.987,9.222,83,34.7,"D",65.595,"Class5",76.176,13.427
30.6,56.428,87.77,51.834,30,32.421,"X",25.342,"Class4",71.308,16.021
28.678,27.11,33.219,52.238,89,91.513,"X",56.696,"Class2",20.694,41.002
40.975,61.674,65.213,16.544,79,26.119,"S",63.443,"Class5",61.971,17.16
26.505,61.465,92.939,53.882,51,47.191,"L",22.293,"Class4",99.122,26.98
86.593,91.139,61.674,61.121,19,27.611,"A",16.873,"Class3",53.606,16.229
69.48,76.543,76.957,51.566,44,12.471,"T",44.334,"Class3",49.764,38.751
22.022,46.162,49.941,40.597,45,44.371,"B",42.448,"Class1",82.298,69.749
25.421,59.714,96.292,40.316,43,56.779,"K",23.237,"Class4",63.594,22.295
47.088,55.449,61.113,15.51,68,26.144,"R",55.095,"Class5",44.64,10.78
27.655,25.696,54.859,61.278,94,91.096,"R",60.416,"Class2",28.818,38.325
72.641,83.157,75.147,52.543,23,41.166,"G",27.241,"Class3",56.396,51.804
27.917,24.899,34.587,65.214,85,91.638,"E",43.92,"Class2",11.293,32.435
30.027,25.7,22.742,61.054,88,91.542,"E",32.343,"Class2",23.819,46.049
37.144,27.698,19.17,70.067,93,91.469,"E",60.154,"Class2",34.993,34.625
34.254,57.397,53.943,50.709,61,31.351,"B",42.122,"Class1",84.509,68.374
48.973,45.709,81.098,10.384,75,21.583,"D",83.876,"Class5",40.496,18.919
45.62,26.074,57.325,54.541,93,91.142,"Z",62.878,"Class2",44.555,63.7
10.007,72.452,61.686,55.33,48,9.307,"J",53.394,"Class3",58.263,38.769
40.875,80.605,71.886,51.151,40,24.614,"G",55.954,"Class3",49.811,37.747
43.444,51.658,67.716,13.604,76,27.108,"D",89.482,"Class5",62.28,10.43
53.693,75.053,14.012,21.866,41,60.1,"J",43.912,"Class1",85.206,68.376
NA,84.611,64.929,40.231,47,52.961,"Z",44.592,"Class1",85.205,56.626
55.249,57.481,24.118,39.703,41,59.048,"A",44.563,"Class1",84.213,60.13
49.709,58.768,77.705,12.058,78,27.192,"D",81.947,"Class5",20.594,12.945
26.696,90.282,30.519,37.208,43,76.053,"B",42.61,"Class1",85.869,61.515
39.814,85.074,74.413,76.236,45,25.641,"G",34.303,"Class3",56.789,6.009
19.063,65.288,99.871,58.361,25,60.039,"X",40.143,"Class4",56.101,23.881
88.157,93.629,67.886,34.052,43,39.899,"J",14.506,"Class3",52.567,NA
45.213,26.987,58.95,58.844,78,91.08,"R",65.939,"Class2",24.394,20.149
13.048,53.678,89.871,49.888,53,49.99,"K",22.528,"Class4",71.687,20.775
48.512,82.096,71.895,68.044,35,36.401,"J",55.303,"Class3",48.138,NA
