"IGA1","DKY2","UXZ3","MBD4","HKC5","VHG6","IQM7","Output23","XVE8","UBW9","SZQ10","EUN11"
75.364,75.993,36.039,82,"E",42.294,23.051,"Class1","Q",27.492,79.108,71.143
20.281,34.336,40.963,68,"J",41.133,63.661,"Class4","J",47.188,28.197,43.901
24.794,24.985,51.046,79,"B",40.876,19.255,"Class4","N",70.32,35.974,15.481
35.954,87.125,10.297,42,"I",8.056,85.252,"Class3","H",32.128,41.693,8.725
19.354,39.355,49.533,54,"U",33.138,22.64,"Class4","N",60.844,30.301,29.16
21.152,46.805,60.458,36,"G",31.388,38.392,"Class4","Y",71.347,43.405,47.982
82.153,78.296,74.943,47,"T",12.91,88.761,"Class3","F",32.271,32.261,19.463
35.463,90.138,97.974,9,"U",86.039,25.15,"Class2","W",41.527,30.557,72.834
30.324,99.958,58.057,16,"S",97.165,27.57,"Class2","G",44.178,30.231,70.576
77.885,78.288,83.43,35,"H",92.573,23.137,"Class1","Q",39.041,79.524,71.51
37.111,79.261,87.765,46,"T",12.199,86.173,"Class3","Y",30.474,30.609,5.442
83.518,82.188,26.127,43,"I",13.2,88.439,"Class3","N",31.03,41.366,14.267
45.54,80.32,53.945,50,"T",8.453,78.468,"Class3","N",31.204,33.796,11.327
76.523,84.157,77.113,25,"E",40.49,23.16,"Class1","V",48.779,80.519,71.377
77.577,76.729,79.296,87,"H",56.956,26.113,"Class1","N",52.257,79.763,71.162
22.219,35.92,57.321,61,"W",50.691,25.948,"Class4","J",57.638,59.688,35.679
NA,42.914,68.852,73,"B",31.18,68.18,"Class4","M",51.979,34.951,44.142
31.476,84.035,33.111,44,"T",8.885,85.833,"Class3","N",31.83,31.064,8.844
77.591,78.752,80.233,52,"O",88.007,24.961,"Class1","O",84.291,79.489,72.49
20.687,53.567,64.469,43,"U",41.804,62.198,"Class4","J",85.848,32.256,41.691
47.668,93.052,32.479,20,"P",NA,29.404,"Class2","F",55.656,30.648,50.95
38.915,97.379,89.406,19,"P",92.149,41.152,"Class2","R",1.18,30.784,60.266
46.239,91.232,83.752,23,"H",NA,34.234,"Class2","W",22.693,30.137,82.362
77.094,81.423,55.352,37,"H",80.977,23.992,"Class1","N",67.541,80.476,70.335
31.705,93.558,49.722,9,"H",54.194,43.243,"Class2","W",57.567,30.557,77.952
64.413,87.632,30.778,44,"P",11.957,84.137,"Class3","W",28.694,33.865,8.375
56.033,85.743,51.08,46,"I",8.985,91.556,"Class3","Y",30.995,39.948,6.663
20.996,38.125,61.118,61,"W",44.496,69.43,"Class4","M",68.698,48.51,21.543
75.943,79.241,88.773,95,"E",40.041,23.752,"Class1","Q",50.752,79.096,72.304
38.477,88.91,56.277,27,"P",58.171,76.618,"Class2","G",103.333,30.988,53.918
27.325,84.237,40.074,42,"T",11.431,86.099,"Class3","Y",31.45,40.407,6.889
27.215,87.868,30.675,28,"U",70.235,43.637,"Class2","F",32.947,30.247,51.084
26.963,88.913,88.956,18,"U",75.552,3.885,"Class2","G",99.533,30.056,54.734
21.04,23.487,56.363,60,"G",40.259,29.438,"Class4","M",51.427,51.893,13.06
19.083,39.129,61.995,46,"G",50.351,44.595,"Class4","E",35.497,39.921,48.505
25.735,37.641,55.16,35,"W",40.407,55.138,"Class4","M",71.598,34.632,35.617
48.139,76.535,33.652,50,"Q",12.167,84.071,"Class3","F",32.27,35.288,21.577
43.163,92.079,71.83,18,"D",49.803,40.656,"Class2","G",32.238,30.003,95.852
39.004,80.471,79.177,47,"Q",8.654,78.556,"Class3","F",38.366,39.561,13.445
19.88,35.091,54.602,73,"B",32.627,16.048,"Class4","J",53.833,55.864,37.726
50.115,92.764,55.07,48,"Q",9.46,85.903,"Class3","W",32.72,42.475,13.554
41.797,88.443,41.267,20,"P",65.774,36.611,"Class2","D",52.056,30.044,88.148
48.44,81.265,68.216,45,"Q",9.583,83.194,"Class3","N",32.532,35.849,9.571
77.37,83.391,75.115,83,"O",87.667,24.4,"Class1","O",51.005,79.587,70.924
62.196,83.796,34.532,49,"T",9.653,89.053,"Class3","W",33.1,35.151,21.013
37.87,88.947,70.739,19,"P",55.302,7.919,"Class2","F",61.433,30.026,92.337
43.821,87.992,32.092,45,"P",8.618,89.519,"Class3","F",29.754,30.073,19.341
76.539,86.774,58.201,43,"T",82.394,19.602,"Class1","V",40.908,79.987,72.588
38.614,91.786,39.838,29,"H",93.643,32.009,"Class2","D",-24.809,30.049,48.734
79.789,82.454,29.203,46,"V",12.325,85.441,"Class3","H",35.184,41.978,3.339
76.853,88.032,76.838,78,"H",59.375,24.014,"Class1","C",42.767,79.033,71.556
50.303,90.627,66.313,21,"H",66.878,54.181,"Class2","F",20.844,30.984,51.089
NA,26.521,57.246,31,"J",47.937,43.225,"Class4","E",66.464,29.428,45.803
24.59,50.097,34.439,65,"B",35.844,28.863,"Class4","J",57.198,40.861,50.836
75.698,80.388,49.684,48,"V",11.995,82.953,"Class3","F",33.006,32.747,4.314
76.312,78.106,68.819,24,"T",65.537,25.3,"Class1","O",68.218,79.17,72.142
21.284,41.583,40.907,49,"U",NA,23.169,"Class4","J",66.828,54.824,39.126
23.065,38.147,56.707,71,"G",32.841,47.051,"Class4","M",50.485,51.811,40.595
46.669,92.24,49.402,29,"P",90.841,35.594,"Class2","R",49.849,30.105,53.078
19.774,29.432,46.582,49,"J",43.827,35.387,"Class4","M",75.137,44.416,20.021
33.514,88.694,22.16,22,"H",55.02,41.842,"Class2","G",83.459,30.451,71.391
76.498,85.336,14.779,46,"E",87.439,21.717,"Class1","V",75.792,79.447,72.976
36.782,86.913,45.958,42,"P",13.071,92.04,"Class3","F",32.581,31.561,19.814
19.653,29.166,49.292,78,"W",52.734,24.246,"Class4","M",64.122,49.838,31.032
76.497,84.295,50.355,30,"H",44.205,23.191,"Class1","N",41.148,80.393,70.165
47.352,91.379,56.22,30,"U",54.933,39.048,"Class2","W",36.571,30.251,56.445
77.863,72.398,97.114,79,"T",76.526,25.327,"Class1","C",24.562,80.869,71.047
NA,87.055,102.776,34,"D",97.082,11.883,"Class2","D",7.166,30.994,89.368
35.712,82.875,59.992,9,"H",75.722,47.444,"Class2","W",21.409,30.749,81.804
22.252,27.379,47.339,40,"W",52.408,51.851,"Class4","J",67.076,52.719,29.968
66.452,85.95,48.325,42,"V",10.271,84.667,"Class3","W",35.944,38.099,4.341
51.903,79.123,85.033,49,"V",12.535,80.038,"Class3","F",33.919,40.604,7.626
40.415,87.621,14.184,47,"P",12.142,93.799,"Class3","Y",36.967,33.99,15.854
23.278,33.89,34.603,72,"W",51.76,40.912,"Class4","N",76.163,35.572,49.144
46.406,89.01,38.496,34,"P",87.468,40.495,"Class2","R",72.474,30.32,97.062
22.52,84.508,36.484,43,"I",7.164,83.109,"Class3","F",32.505,39.21,7.401
22.191,47.102,54.344,51,"B",29.571,17.921,"Class4","J",58.877,29.277,28.835
49.012,93.701,47.394,29,"P",86.75,35.607,"Class2","F",84.059,30.665,76.775
25.095,23.106,55.237,40,"B",50.234,64.223,"Class4","Y",68.895,46.337,39.452
39.61,90.457,44.806,18,"D",69.131,39.134,"Class2","R",46.469,30.317,78.328
77.685,76.993,51.293,28,"H",91.299,24.205,"Class1","N",53.445,80.062,71.23
52.426,81.863,30.578,47,"P",9.922,80.473,"Class3","H",30.095,33.489,3.658
77.693,77.241,70.016,59,"T",86.815,23.711,"Class1","O",59.295,80.637,72
66.112,86.814,36.036,47,"T",10.98,82.756,"Class3","F",29.986,40.159,21.383
24.331,33.611,66.929,75,"U",37.971,40.132,"Class4","J",59.286,42.925,49.876
32.528,92.006,54.152,9,"S",56.002,46.762,"Class2","G",76.549,30.659,97.05
40.286,93.562,59.906,13,"S",88.788,67.719,"Class2","D",38.349,30.262,51.267
29.678,86.196,43.389,34,"P",58.45,52.8,"Class2","F",59.865,30.468,58.139
47.282,91.42,39.993,11,"S",73.315,29.008,"Class2","D",53.735,30.085,90.013
48.613,83.558,74.494,29,"H",76.246,19.511,"Class2","F",53.98,30.624,89.915
57.367,90.998,39.806,50,"Q",10.953,83.642,"Class3","H",33.821,32.694,16.696
36.203,88.803,89.231,23,"D",49.838,25.225,"Class2","R",36.686,30.817,53.528
35.342,91.212,45.433,21,"H",79.134,40.698,"Class2","R",-5.95,30.185,72.746
77.413,89.857,96.919,67,"H",82.888,26.066,"Class1","Q",46.447,79.855,71.249
50.669,89.341,51.498,23,"H",48.137,39.978,"Class2","W",32.633,30.774,66.178
27.571,78.895,58.688,42,"P",NA,90.21,"Class3","Y",36.62,41.015,7.471
65.474,77.027,39.081,43,"P",8.786,87.627,"Class3","Y",32.87,39.819,10.056
43.616,91.313,51.38,45,"P",10.469,83.28,"Class3","F",33.675,32.09,13.45
77.519,78.714,45.036,28,"T",57.71,26.4,"Class1","N",70.416,80.994,72.344
74.349,86.173,19.189,48,"P",10.949,83.205,"Class3","Y",29.907,38.812,16.046
77.227,86.999,61.32,52,"O",40.425,20.841,"Class1","O",45.034,80.024,70.74
49.678,89.79,48.391,50,"I",7.368,86.482,"Class3","Y",34.284,37.382,4.431
24.596,47.886,66.087,67,"U",36.258,53.71,"Class4","Y",63.19,42.108,21.072
49.575,92.835,58.579,14,"H",97.129,24.935,"Class2","F",47.711,30.529,83.359
20.557,48.024,68.027,73,"J",NA,72.748,"Class4","J",50.934,43.137,30.711
75.051,83.801,100.148,93,"T",NA,23.529,"Class1","N",62.414,80.3,71.066
76.447,78.902,65.07,82,"T",43.87,26.327,"Class1","O",43.229,80.501,70.27
44.075,85.691,62.398,29,"D",71.942,23.63,"Class2","F",52.685,30.207,71.129
75.436,81.561,40.339,72,"H",79.026,23.569,"Class1","Q",32.977,79.283,71.7
22.626,35.885,43.127,34,"B",47.901,36.119,"Class4","E",79.32,48.623,29.063
76.703,79.082,45.22,76,"E",51.699,25.176,"Class1","N",77.091,80.197,72.01
48.118,91.903,67.618,20,"S",80.569,60.371,"Class2","W",50.128,30.796,79.272
22.104,36.59,35.918,30,"G",49.774,69.073,"Class4","E",34.066,33.932,44.002
35.035,94.693,73.358,9,"S",54.702,39.64,"Class2","G",-28.289,30.761,71.094
78,82.296,55.269,45,"U",69.597,22.047,"Class1","Q",19.883,79.615,72.469
30.222,93.05,67.895,27,"S",86.781,49.641,"Class2","R",82.348,30.054,67.848
48.502,88.05,52.64,48,"P",10.593,90.744,"Class3","W",31.941,37.814,7.113
18.679,30.654,70.718,60,"U",46.464,64.472,"Class4","J",60.54,36.796,37.953
40.63,91.496,34.787,30,"P",NA,20.044,"Class2","R",14.671,30.267,88.241
23.858,34.537,33.953,28,"W",43.87,28.65,"Class4","N",64.698,40.871,24.329
73.951,81.003,22.232,44,"P",NA,87.172,"Class3","W",34.939,30.943,7.014
75.079,73.081,77.433,51,"E",67.407,26.262,"Class1","C",36.835,79.422,72.097
22.246,33.823,46.934,52,"G",53.637,20.263,"Class4","J",45.752,32.577,36.676
75.719,89.174,64.961,94,"E",76.501,25.426,"Class1","Q",55.359,79.595,70.664
22.385,36.173,51.54,74,"W",48.732,29.265,"Class4","J",54.566,43.266,52.403
48.566,89.732,51.144,32,"H",55.946,87.067,"Class2","G",38.96,30.043,90.077
23.913,38.773,51.641,67,"B",40.353,23.542,"Class4","E",67.173,54.4,16.528
76.33,78.891,61.097,55,"H",54.009,26.548,"Class1","V",28.051,79.529,72.963
42.185,83.425,61.934,50,"P",12.047,85.554,"Class3","Y",32.793,34.449,18.742
55.862,80.468,75.209,43,"V",11.41,91.402,"Class3","F",31.034,36.261,21.542
77.207,78.86,12.239,78,"T",85.963,23.442,"Class1","C",65.471,80.731,71.186
49.228,94.422,72.677,18,"P",99.802,15.356,"Class2","R",115.63,30.661,75.536
48.552,89.618,60.506,21,"D",60.604,16.96,"Class2","W",50.792,30.257,60.549
30.109,92.364,83.243,45,"V",12.549,90.627,"Class3","W",34.404,38.54,20.121
76.906,84.684,75.039,89,"H",79.181,22.169,"Class1","O",78.23,79.273,71.481
76.334,74.357,53.604,62,"O",40.809,24.515,"Class1","O",45.709,80.189,72.875
21.763,38.034,60.547,76,"U",30.334,50.438,"Class4","Y",79.612,46.979,41.564
33.903,90.238,54.557,47,"T",7.992,89.73,"Class3","Y",31.749,31.289,13.312
83.889,87.282,42.113,48,"P",13.109,85.274,"Class3","W",33,41.902,3.321
22.966,27.516,62.286,60,"B",43.719,15.964,"Class4","E",63.001,29.27,27.507
25.686,48.188,58.19,39,"G",41.081,51.463,"Class4","N",51.692,59.633,23.022
42.18,93.063,26.774,25,"S",81.837,50.035,"Class2","D",49.648,30.826,67.064
42.279,95.06,14.845,28,"P",76.68,47.946,"Class2","W",60.177,30.034,79.909
75.44,74.06,69.928,72,"E",NA,20.608,"Class1","Q",69.081,79.886,70.757
21.123,41.17,54.242,76,"B",35.865,59.271,"Class4","J",72.793,51.849,48.605
77.831,74.882,56.493,48,"V",8.192,86.256,"Class3","N",31.67,39.584,12.683
22.143,35.411,57.022,47,"G",44.513,15.498,"Class4","Y",66.825,47.824,20.071
26.392,83.994,59.727,47,"I",NA,81.051,"Class3","Y",34.946,34.495,13.033
20.449,31.971,41.908,64,"J",44.612,41.095,"Class4","N",52.354,38.802,31.987
38.967,80.841,51.651,50,"Q",8.885,86.596,"Class3","Y",28.412,34.922,16.709
23.86,38.677,56.559,65,"J",50.972,36.322,"Class4","E",80.298,52.924,53.739
19.262,40.767,60.723,51,"J",34.7,35.546,"Class4","N",53.213,31.554,34.744
75.962,83.499,43.207,54,"T",78.028,24.326,"Class1","V",55.206,79.593,70.031
24.549,33.536,48.921,65,"W",28.771,40.945,"Class4","M",40.132,45.934,33.571
65.225,80.605,32.901,44,"T",12.496,89.458,"Class3","W",33.103,39.903,11.242
49.284,91.348,83.539,22,"H",61.989,10.962,"Class2","F",0.652,30.779,70.236
21.227,39.58,57.029,75,"B",39.874,32.466,"Class4","Y",54.649,52.534,38.51
25.571,33.735,66.263,66,"G",28.733,43.145,"Class4","E",33.548,32.412,30.086
47.638,80.553,44.347,42,"Q",11.979,93.872,"Class3","W",31.177,34.252,15.669
NA,79.731,15.642,65,"H",86.519,26.634,"Class1","V",36.274,79.586,72.418
NA,42.527,48.926,29,"U",43.2,55.912,"Class4","E",63.707,42.181,47.155
18.224,36.647,47.822,71,"J",33.897,28.333,"Class4","J",77.808,44.916,30.705
32.975,87.951,38.962,24,"H",56.151,7.24,"Class2","F",98.697,30.175,62.091
44.801,81.689,22.775,46,"T",8.739,87.617,"Class3","N",26.595,34.494,15.344
76.266,81.899,46.232,54,"E",63.575,22.825,"Class1","Q",61.613,79.75,71.837
49.83,92.926,31.576,28,"P",70.953,67.463,"Class2","F",40.25,30.347,50.57
75.624,80.58,81.476,75,"H",57.759,22.827,"Class1","N",63.722,80.23,72.261
45.59,83.318,26.442,42,"T",12.253,90.595,"Class3","Y",31.712,33.899,19.274
76.945,82.927,79.314,83,"T",88.907,27.249,"Class1","Q",34.945,80.906,71.76
57.983,81.442,24.797,45,"Q",NA,73.546,"Class3","H",35.369,33.069,4.128
65.597,84.467,43.984,46,"P",9.083,82.324,"Class3","N",32.014,32.758,19.25
21.213,29.788,58.169,40,"U",44.507,67.776,"Class4","E",57.118,54.579,39.474
75.179,77.773,52.773,26,"E",66.253,21.905,"Class1","O",65.789,80.448,70.957
39.575,95.261,57.2,30,"P",99.977,57.626,"Class2","R",102.592,30.347,63.287
20.768,27.877,61.501,28,"W",50.015,25.227,"Class4","E",60.215,59.095,26.845
19.172,29.181,57.458,61,"B",29.506,46.668,"Class4","E",45.802,35.648,21.416
27.487,94.038,66.759,23,"H",NA,41.652,"Class2","G",32.124,30.869,56.852
77.103,79.275,58.528,30,"U",73.571,27.727,"Class1","O",39.832,79.095,71.735
20.209,41.278,47.57,50,"U",48.824,16.815,"Class4","M",53.303,55.79,29.794
44.843,95.498,53.72,19,"S",48.342,28.762,"Class2","W",66.082,30.227,59.669
75.158,77.862,53.723,86,"E",49.468,23.723,"Class1","O",41.475,80.33,70.206
75.724,81.566,73.094,54,"E",45.278,20.42,"Class1","V",80.542,79.564,71.235
19.987,42.948,49.419,43,"U",33.728,65.196,"Class4","M",56.913,31.206,38.511
76.524,79.034,55.278,52,"O",69.025,22.61,"Class1","C",33.257,80.2,72.67
77.537,81.691,70.345,50,"H",50.377,26.068,"Class1","C",44.866,79.563,72.433
75.505,81.231,69.241,92,"H",64.304,23.541,"Class1","V",21.931,80.539,70.681
55.608,83.841,5.101,43,"V",12.045,86.833,"Class3","W",30.598,42.945,15.495
75.124,77.328,48.852,93,"O",NA,22.496,"Class1","N",38.627,79.64,70.936
34.113,94.195,55.622,29,"H",54.86,10.566,"Class2","W",29.043,30.749,68.485
75.827,81.596,75.872,28,"T",44.935,23.706,"Class1","N",23.828,79.117,72.505
77.046,84.452,63.524,85,"H",42.681,23.808,"Class1","V",69.09,80.636,70.986
19.246,48.969,38.857,73,"G",30.794,25.046,"Class4","M",75.682,36.68,27.477
37.091,79.76,62.516,45,"I",9.048,84.621,"Class3","W",34.564,38.076,11.907
77.519,80.66,18.987,86,"T",58.22,22.963,"Class1","N",50.74,79.415,71.272
19.109,35.955,42.486,28,"J",43.389,63.575,"Class4","E",42.484,43.289,45.064
27.445,91.281,45.532,44,"I",7.236,88.4,"Class3","F",34.316,40.616,14.004
36.609,91.357,48.175,15,"U",88.131,18.773,"Class2","D",37.164,30.094,80.683
24.721,26.599,57.253,57,"U",40.225,43.905,"Class4","E",37.531,57.637,47.627
33.57,91.431,50.277,30,"P",73.807,-12.939,"Class2","G",79.978,30.287,87.651
75.814,77.006,76.599,50,"H",84.816,21.679,"Class1","Q",22.63,80.526,71.202
20.735,22.508,60.812,55,"U",49.974,7.688,"Class4","E",65.212,44.878,42.793
NA,87.192,44.369,45,"T",11.945,86.833,"Class3","H",33.678,38.472,7.552
74.217,82.562,59.256,50,"P",12.218,89.86,"Class3","H",30.61,30.385,11.097
18.836,30.036,51.261,49,"G",42.361,37.354,"Class4","M",58.733,33.967,51.317
24.536,34.247,68.237,64,"B",52.437,42.494,"Class4","E",65.485,58.485,43.959
43.989,94.145,61.142,22,"P",95.696,35.343,"Class2","F",35.952,30.083,69.162
44.916,88.53,28.032,45,"Q",9.92,84.895,"Class3","W",30.196,31.484,5.245
49.481,91.091,76.378,30,"D",85.494,0.128,"Class2","F",45.973,30.518,65.048
21.665,28.566,64.569,32,"J",52.214,29.337,"Class4","J",76.186,45.279,51.336
76.695,76.547,56.714,78,"E",68.733,24.421,"Class1","O",15.269,79.465,72.47
29.423,89.574,70.058,13,"P",67.912,73.537,"Class2","D",78.299,30.708,56.351
40.758,92.382,71.242,12,"D",83.315,17.333,"Class2","G",48.652,30.657,72.119
79.821,83.217,42.297,48,"T",13.533,88.547,"Class3","F",23.68,37.981,20.173
49.452,91.642,11.448,50,"V",12.417,83.98,"Class3","F",30.116,34.146,4.017
22.208,37.119,44.97,72,"B",32.599,73.317,"Class4","E",57.526,51.369,13.486
30.174,78.675,8.528,47,"T",10.008,86.552,"Class3","Y",35.557,30.683,17.193
22.04,48.878,65.738,41,"G",37.197,28.784,"Class4","Y",32.768,39.49,32.872
20.234,37.928,65.63,47,"W",37.087,42.124,"Class4","Y",43.146,32.515,33.176
44.287,84.263,77.335,50,"T",7.724,87.485,"Class3","H",30.23,36.286,9.692
33.961,89.185,57.237,31,"P",82.296,19.809,"Class2","G",10.759,30.973,80.359
75.129,82.621,81.135,89,"E",67.536,25.046,"Class1","O",56.165,79.751,70.709
21.344,74.971,73.943,47,"I",13.905,86.899,"Class3","N",33.145,30.501,11.031
23.175,41.683,50.164,44,"U",41.716,9.914,"Class4","E",59.573,50.78,45.662
20.165,33.631,66.547,57,"J",36.904,52.49,"Class4","M",58.831,34.456,39.93
23.588,44.552,60.093,30,"G",32.436,66.443,"Class4","N",65.458,45.507,42.342
50.09,91.463,50.002,14,"H",52.64,29.175,"Class2","D",72.008,30.106,84.201
25.352,44.066,47.7,64,"W",51.316,66.702,"Class4","N",59.668,46.761,31.205
77.307,81.362,60.696,75,"T",92.284,25.66,"Class1","C",17.546,79.53,70.178
25.014,41.456,61.792,69,"B",50.574,46.492,"Class4","M",47.793,53.914,24.119
75.274,74.19,36.503,41,"U",47.001,22.512,"Class1","Q",45.678,79.656,70.421
20.738,34.532,51.108,28,"G",53.705,44.216,"Class4","N",69.271,58.821,23.224
66.891,85.768,2.205,45,"P",13.413,85.596,"Class3","F",35.164,38.087,8.37
27.524,85.076,49.245,19,"S",69.166,44.27,"Class2","D",38.027,30.94,76.935
54.68,66.893,78.583,43,"P",11.108,86.068,"Class3","H",34.94,38.23,5.377
40.116,88.661,39.633,19,"P",86.519,-8.479,"Class2","R",39.322,30.094,76.088
NA,45.054,56.664,44,"U",29.905,39.511,"Class4","M",70.871,48.068,13.497
21.67,37.909,62.995,32,"J",45.09,28.188,"Class4","J",61.213,41.402,40.55
21.464,32.245,64.141,36,"B",37.914,44.378,"Class4","E",51.073,35.592,43.589
18.097,47.189,58.266,50,"B",46.272,29.197,"Class4","N",58.176,43.641,15.002
75.471,83.193,34.533,50,"E",48.433,23.511,"Class1","Q",43.151,80.485,71.22
49.655,86.278,14.216,45,"I",13.444,87.072,"Class3","F",32.572,38.293,19.748
29.542,75.635,43.216,45,"P",7.841,85.25,"Class3","H",32.095,32.478,6.897
49.396,89.318,47.83,18,"U",90.854,68.672,"Class2","G",84.202,30.371,57.642
76.691,86.286,63.825,89,"E",88.621,21.564,"Class1","Q",25.165,79.084,72.728
20.221,38.445,55.403,34,"B",31.015,55.374,"Class4","E",61.669,39.901,29.829
75.99,87.443,52.301,28,"U",51.33,23.883,"Class1","Q",50.311,80.74,71.299
75.11,78.915,76.111,45,"T",73.964,23.558,"Class1","C",14.467,79.18,70.079
NA,94.428,63.701,32,"S",63.314,9.376,"Class2","F",48.823,30.214,57.246
49.522,89.051,95.71,32,"U",47.942,33.246,"Class2","G",34.958,30.509,51.563
55.171,76.218,4.395,44,"V",12.911,83.041,"Class3","W",31.662,42.145,14.937
36.411,84.439,48.528,15,"P",74.603,23.096,"Class2","F",22.649,30.489,96.709
57,79.126,69.31,48,"Q",13.161,82.595,"Class3","N",34.738,39.191,17.342
25.813,34.269,55.743,42,"W",36.55,59.382,"Class4","Y",48.464,47.313,17.607
19.785,42.212,62.014,56,"B",35.846,15.174,"Class4","N",57.798,58.949,13.05
24.769,88.679,26.712,49,"V",7.565,86.034,"Class3","H",31.226,41.793,4.877
75.036,77.684,90.91,83,"O",NA,23.032,"Class1","O",31.085,80.148,70.843
76.831,78.476,59.814,40,"E",43.299,25.631,"Class1","N",48.472,79.381,70.001
34.74,89.06,91.21,42,"Q",9.14,89.645,"Class3","N",36.221,37.888,3.966
NA,77.305,57.016,79,"E",53.944,24.661,"Class1","Q",54.339,80.497,70.011
77.804,74.8,39.7,44,"O",62.763,23.756,"Class1","Q",55.749,80.344,71.327
20.81,38.592,38.405,39,"W",49.104,39.548,"Class4","N",47.126,32.408,26.615
NA,77.267,45.919,58,"E",49.727,23.922,"Class1","N",72.437,80.707,70.079
37.397,92.787,72.273,33,"P",56.32,8.215,"Class2","D",21.501,30.744,63.777
25.561,31.976,62.389,61,"B",43.419,32.643,"Class4","M",66.465,31.56,24.629
31.044,80.614,16.027,43,"P",13.449,83.908,"Class3","Y",31.977,41.386,11.365
41.029,94.79,65.635,31,"D",81.472,-19.102,"Class2","R",39.947,30.163,80.136
20.629,32.598,67.498,57,"B",52.337,50.302,"Class4","N",73.333,45.627,21.6
19.206,34.67,49.505,47,"G",47.545,39.76,"Class4","E",64.32,53.593,45.489
45.37,98.953,55.084,34,"S",50.798,52.895,"Class2","R",72.307,30.996,58.669
29.988,92.778,22.339,49,"P",9.839,88.867,"Class3","F",29.721,35.3,9.8
22.662,26.841,48.129,64,"J",30.394,43.65,"Class4","N",59.5,55.186,52.337
76.688,73.622,40.066,43,"U",63.435,23.411,"Class1","V",73.512,80.989,70.876
29.68,84.161,51.222,45,"Q",NA,87.348,"Class3","H",31.231,38.702,19.966
44.006,92.867,79.04,22,"D",47.155,52.573,"Class2","R",41.652,30.501,86.654
34.558,77.796,56.642,45,"I",13.517,87.372,"Class3","H",35.91,37.497,12.085
24.309,42.998,61.217,77,"W",30.481,20.353,"Class4","J",63.517,40.191,26.427
76.466,80.814,62.896,48,"V",10.04,85.41,"Class3","F",35.024,35.653,15.248
75.336,85.248,31.083,47,"T",9.076,85.232,"Class3","W",27.651,35.306,16.094
NA,43.214,46.097,49,"B",30.969,87.167,"Class4","J",60.794,54.064,25.581
18.788,29.912,67.323,45,"B",45.584,39.223,"Class4","J",42.392,33.618,30.762
47.42,85.134,31.201,50,"Q",13.452,86.089,"Class3","N",32.619,35.246,17.622
33.494,88.536,62.76,10,"P",49.234,30.158,"Class2","G",51.086,30.918,82.141
54.751,73.055,46.893,50,"V",11.224,88.372,"Class3","F",32.88,35.726,4.39
19.033,28.57,28.417,32,"G",35.173,54.814,"Class4","M",61.275,46.937,48.218
41.648,91.106,69.807,10,"D",74.262,38.511,"Class2","R",39.422,30.022,90.514
24.095,25.977,68.193,44,"G",38.905,48.101,"Class4","Y",47.968,31.335,13.145
20.46,26.079,42.477,41,"B",51.856,11.624,"Class4","M",37.009,54.097,20.784
21.929,47.205,39.434,45,"G",NA,40.793,"Class4","Y",59.409,40.865,15.838
25.407,24.147,53.643,51,"W",36.114,32.112,"Class4","Y",83.288,42.99,51.325
24.201,40.117,67.517,57,"J",35.67,50.32,"Class4","J",57.754,37.21,50.186
69.324,88.333,68.693,46,"T",9.38,82.835,"Class3","Y",31.003,37.067,7.603
25.573,26.519,69.873,44,"B",39.246,68.841,"Class4","M",46.626,56.238,13.647
20.327,43.016,61.784,44,"G",52.628,34.808,"Class4","J",70.77,31.468,37.731
77.524,79.19,42.963,46,"O",46.485,24.506,"Class1","V",47.562,80.485,71.855
75.115,73.347,44.998,25,"E",87.852,23.102,"Class1","O",48.846,80.049,72.545
NA,84.651,50.011,12,"D",74.32,30.849,"Class2","D",7.869,30.863,94.677
24.697,30.194,72.999,60,"U",28.256,86.644,"Class4","Y",69.102,45.358,37.303
76.764,85.18,59.632,53,"O",54.475,22.589,"Class1","N",43.295,79.506,72.261
46.327,89.693,80.223,22,"U",87.883,10.312,"Class2","F",25.531,30.279,54.197
35.432,87.864,21.972,23,"D",67.805,23.366,"Class2","W",44.739,30.285,97.533
23.737,28.74,69.283,58,"G",49.063,33.217,"Class4","J",75.549,59.251,24.242
25.781,41.558,56.455,80,"G",30.348,23.601,"Class4","N",62.941,58.008,48.691
39.062,97.009,83.589,16,"H",72.061,21.582,"Class2","R",88.305,30.258,70.28
76.896,84.127,51.799,43,"T",11.459,81.526,"Class3","F",34.389,36.198,4.635
77.813,81.353,57.335,84,"O",91.434,23.813,"Class1","O",56.93,80.087,72.962
81.689,79.864,78.504,43,"I",NA,85.521,"Class3","F",31.345,30.978,12.959
48.804,89.389,57.929,29,"S",98.253,39.61,"Class2","F",25.172,30.849,85.091
41.141,95.596,57.309,32,"S",NA,56.685,"Class2","G",93.097,30.223,95.358
61.742,89.058,26.86,45,"T",7.679,88.839,"Class3","N",32.293,36.758,14.808
42.237,90.385,85.528,21,"S",90.921,38.912,"Class2","W",32.124,30.067,48.788
42.037,89.866,30.827,13,"H",48.515,57.321,"Class2","D",72.954,30.862,55.215
77.388,83.464,29.547,52,"U",51.515,24.386,"Class1","O",16.929,80.017,72.468
75.92,82.504,82.849,47,"U",41.691,29.224,"Class1","C",61.315,80.842,70.526
25.482,26.224,58.598,55,"B",53.296,14.703,"Class4","Y",78.222,50.118,22.642
21.457,33.463,52.498,67,"J",49.461,38.754,"Class4","M",70.095,59.871,32.97
23.88,42.376,50.081,62,"B",48.063,19.463,"Class4","J",71.035,51.956,30.593
