"SDK1","URA2","SEY3","CEO4","PFR5","BEK6","LGB7","BZS8","Output26","PTE9","KPA10","CID11"
26.743,"F",31.106,42,26.703,40.827,71.131,47.364,"Class1",36.31,60,52.529
64.127,"I",47.398,55,51.876,53.932,50.817,71.358,"Class3",29.998,34,57.971
50.445,"P",79.484,31,23.584,39.624,18.19,97.475,"Class2",46.308,19,49.193
27.186,"O",36.643,35,34.409,54.947,16.135,64.673,"Class1",11.763,72,70.688
70.368,"I",64.968,64,28.252,33.701,41.864,28.263,"Class4",43.232,NA,47.442
92.864,"J",81.202,51,56.93,46.005,46.512,74.67,"Class3",41.062,31,66.576
49.452,"E",43.581,39,24.652,30.147,30.561,79.369,"Class2",54.321,35,43.607
31.467,"Z",23.933,42,19.799,44.847,29.447,56.305,"Class1",34.051,58,35.882
50.494,"T",44.673,21,24.07,38.52,8.084,104.147,"Class2",51.465,15,39.794
26.959,"Z",30.49,30,20.824,16.01,39.8,60.926,"Class1",8.738,70,37.287
50.719,"P",78.667,71,24.132,30.714,28.519,87.539,"Class2",47.852,6,47.78
33.058,"A",26.319,45,21.061,15.382,19.223,67.578,"Class1",8.93,71,66.898
29.203,"C",27.505,32,28.668,7.577,77.268,58.988,"Class1",33.075,59,57.583
87.016,"Q",46.742,56,55.206,44.396,52.001,76.299,"Class3",47.839,28,72.343
68.274,"V",65.857,50,17.438,42.62,34.353,33.653,"Class4",36.14,40,48.427
63.649,"V",65.819,69,36.891,41.798,40.088,27.295,"Class4",48.622,53,47.246
28.814,"A",36.097,29,22.533,22.569,61.762,64.965,"Class1",39.07,60,27.409
65.27,"X",65.84,66,23.014,25.68,17.062,27.213,"Class4",42.893,41,46.603
64.674,"I",65.471,54,38.157,28.357,9.428,26.899,"Class4",38.856,NA,43.669
58.71,"J",11.74,53,32.537,47.655,63.503,69.776,"Class3",42.889,33,66.515
65.725,"X",65.535,57,11.106,6.265,45.097,25.742,"Class4",62.07,50,43.539
62.477,"X",65.111,64,2.24,45.62,8.268,29.084,"Class4",67.742,27,44.735
54.67,"K",72.121,49,47.706,44.051,71.844,78.301,"Class3",25.885,32,90.123
73.986,"J",64.925,53,52.616,43.359,59.266,74.432,"Class3",28.435,33,72.061
67.047,"R",64.998,70,13.144,50.096,30.638,36.019,"Class4",39.665,49,45.271
50.9,"E",112.764,73,25.325,13.374,19.08,71.261,"Class2",54.433,30,46.331
71.249,"L",65.084,51,58.2,13.619,3.086,43.888,"Class4",30.864,37,46.424
62.989,"K",67.572,49,46.963,51.006,42.637,74.721,"Class3",28.954,28,77.29
45.874,"C",46.885,54,49.27,44.247,42.06,71.173,"Class3",44.219,32,76.13
69.666,"J",46.394,52,56.56,45.758,49.583,80.874,"Class3",49.545,29,93.115
24.431,"A",41.474,52,32.398,36.584,38.844,67.385,"Class1",47.589,57,62.318
63.342,"I",66.543,51,55.268,50.061,45.091,76.87,"Class3",25.462,30,57.115
49.427,"I",56.758,66,24.981,37.546,5.904,79.903,"Class2",47.78,41,49.884
51.154,"V",79.067,65,25.018,33.002,20.041,54.393,"Class2",56.263,60,47.944
68.846,"V",65.464,73,55.528,60.93,6.896,16.499,"Class4",42.658,47,42.294
49.737,"E",55.764,64,23.183,49.262,13.67,71.846,"Class2",56.437,16,47.777
69.54,"R",65.354,69,-4.891,28.876,26.83,40.996,"Class4",67.127,35,42.853
71.701,"K",82.506,51,61.655,46.491,76.709,82.743,"Class3",46.651,30,98.569
28.76,"C",19.735,45,41.4,36.483,48.701,45.555,"Class1",34.929,64,25.66
47.4,"K",59.195,47,50.803,49.983,43.012,80.213,"Class3",32.238,35,80.36
49.807,"T",23.029,30,26.068,32.738,33.218,86.231,"Class2",53.439,44,41.216
90.529,"I",49.964,56,53.902,46.933,44.787,76.983,"Class3",52.858,32,71.571
30.605,"A",21.639,33,23.889,7.258,16.103,61.389,"Class1",23.121,56,60.648
50.884,"T",38.704,53,26.671,25.975,33.957,56.342,"Class2",58.81,53,42.89
37.734,"A",36.23,29,23.619,22.73,84.962,64.691,"Class1",32.868,65,82.903
69.7,"L",65.323,62,18.212,11.747,36.93,34.373,"Class4",28.743,50,44.244
50.119,"I",86.969,28,24.49,15.411,27.51,96.842,"Class2",54.024,42,47.638
31.589,"A",24.299,39,24.533,54.839,62.432,61.492,"Class1",30.484,70,41.204
35.527,"K",50.084,56,51.459,53.629,68.147,75.109,"Class3",59.244,35,73.527
31.759,"F",33.757,30,26.681,32.351,68.836,52.362,"Class1",29.004,64,85.712
27.377,"Z",30.127,44,14.635,45.108,46.103,78.386,"Class1",48.5,57,21.317
67.102,"L",65.315,72,18.271,45.042,22.691,28.631,"Class4",49.72,33,48.804
30.149,"F",34.639,52,7.431,15.978,66.79,68.37,"Class1",37.083,68,82.757
50.211,"Q",32.943,58,65.582,48.811,64.375,75.966,"Class3",28.468,33,62.784
68.017,"I",65.551,64,32.057,60.848,11.279,35.174,"Class4",27.406,53,44.423
48.401,"I",32.707,42,25.374,31.287,30.304,66.152,"Class2",51.7,29,45.827
66.094,"L",66.031,51,63.612,25.264,20.224,30.343,"Class4",70.54,35,44.141
61.932,"J",95.314,54,36.943,49.461,49.612,73.968,"Class3",51.092,34,98.657
50.505,"P",61.198,48,24.991,12.526,5.101,76.23,"Class2",49.919,13,39.623
66.144,"J",35.255,54,52.093,50.279,63.664,76.756,"Class3",22.371,36,58.815
45.179,"J",60.894,52,39.797,49.223,47.637,72.45,"Class3",58.066,35,82.021
69.138,"I",31.022,55,43.45,50.72,51.159,76.379,"Class3",37.886,28,57.275
63.29,"R",65.616,50,47.826,23.854,36.813,26.249,"Class4",73.492,51,44.176
68.878,"V",65.99,73,25.583,15.49,46.778,28.79,"Class4",74.678,26,43.425
70.219,"X",65.722,61,35.846,4.051,14.652,37.365,"Class4",74.022,33,48.45
63.021,"R",65.365,60,NA,5.282,14.91,15.663,"Class4",60.539,46,42.441
52.091,"T",96.666,70,25.032,24.974,25.131,100.171,"Class2",54.764,NA,44.827
28.404,"C",28.284,33,14.071,14.95,76.801,61.813,"Class1",36.152,64,84.755
67.821,"R",65.426,53,NA,65.959,38.211,21.127,"Class4",36.937,25,46.07
73.445,"Q",56.97,47,51.234,52.203,45.618,74.242,"Class3",39.425,28,63.51
61.954,"R",65.306,70,48.15,43.692,15.442,24.529,"Class4",68.67,40,47.531
73.917,"Q",31.247,47,54.803,53.022,53.689,78.63,"Class3",25.201,36,72.718
51.321,"I",31.724,42,25.685,50.602,13.44,94.854,"Class2",59.732,39,43.829
65.577,"X",65.324,75,30.688,40.232,21.44,29.008,"Class4",66.494,39,43.045
49.945,"V",50.661,35,25.998,28.843,23.929,77.649,"Class2",50.75,35,46.026
59.766,"Q",43.929,53,66.287,49.472,76.337,84.976,"Class3",53.602,29,80.151
51.375,"I",31.793,70,24.228,16.792,31.566,81.91,"Class2",51.872,18,41.318
73.127,"C",84.82,57,45.269,53.337,58.083,77.126,"Class3",53.975,35,63.12
50.361,"P",57.405,53,24.633,37.985,17.684,96.916,"Class2",51.081,27,46.142
54.38,"J",47.915,47,51.588,48.258,40.583,76.351,"Class3",29.709,28,60.542
71.197,"I",65.123,53,NA,25.51,8.559,29.731,"Class4",70.313,45,43.941
32.21,"F",23.927,33,25.178,39.506,67.627,76.012,"Class1",37.453,59,49.224
51.029,"I",78.366,48,23.751,41.541,24.061,81.436,"Class2",58.917,30,48.219
69.416,"R",65.279,67,13.774,50.539,39.411,37.588,"Class4",29.61,42,43.676
62.923,"R",65.349,66,16.63,36.557,33.004,25.933,"Class4",53.339,28,44.601
68.444,"Q",38.091,56,58.442,49.476,48.303,79.019,"Class3",43.725,31,97.619
26.291,"F",40.515,40,22.489,1.239,77.921,62.959,"Class1",43.207,72,77.175
26.026,"C",18.841,53,22.423,11.084,33.085,66.602,"Class1",40.523,68,23.016
49.732,"I",84.798,39,26.283,41.134,5.721,79.776,"Class2",49.246,24,40.222
63.777,"R",65.972,65,0.633,38.835,5.572,35.85,"Class4",75.799,27,48.396
52.093,"V",96.959,34,24.867,38.908,30.542,94.197,"Class2",53.268,15,39.666
23.891,"C",38.045,30,16.466,19.787,21.326,58.211,"Class1",9.561,68,43.315
28.218,"A",27.874,54,40.547,22.406,53.202,69.496,"Class1",51.533,60,19.087
61.723,"I",65.19,58,58.361,55.293,20.931,24.824,"Class4",56.964,36,43.268
28.369,"F",38.686,31,17.349,37.523,31.721,65.487,"Class1",35.795,65,41.878
50.57,"E",44.54,31,26.697,11.164,21.135,94.37,"Class2",52.85,7,44.412
51.654,"T",71.866,27,23.719,15.035,29.146,78.485,"Class2",48.488,23,42.859
56.03,"K",61.877,54,52.163,53.131,67.185,70.727,"Class3",25.69,32,86.746
49.071,"T",47.015,62,23.985,11.876,14.503,91.865,"Class2",52.215,13,44.054
33.639,"C",20.18,29,38.464,45.123,42.267,53.231,"Class1",8.058,71,57.185
51.809,"T",46.191,67,24.664,32.552,12.664,64.741,"Class2",47.08,22,42.766
73.951,"J",64.618,54,33.346,44.534,66.527,81.134,"Class3",29.886,36,92.295
66.409,"X",65.515,58,8.77,67.101,47.415,26.296,"Class4",69.387,NA,47.028
49.367,"J",51.527,47,63.004,53.564,49.052,73.914,"Class3",27.698,34,84.769
50.486,"E",66.111,19,25.793,37.495,32.261,89.911,"Class2",54.258,54,41.136
46.944,"Q",25.766,56,53.492,43.774,50.708,78.997,"Class3",25.758,35,83.969
50.081,"E",93.064,32,25.467,29.193,25.831,85.897,"Class2",48.326,56,49.169
64.468,"L",65.035,56,8.562,46.656,11.539,25.925,"Class4",69.613,30,46.113
69.832,"V",64.898,73,31.365,49.538,36.245,28.103,"Class4",77.319,35,44.731
68.97,"I",64.467,51,61.316,50.316,56.939,80.599,"Class3",39.193,32,84.689
85.611,"C",63.38,54,32.057,45.726,45.213,78.84,"Class3",23.883,33,63
61.082,"I",61.161,55,30.875,52.325,48.751,72.506,"Class3",54.792,29,77.464
68.44,"C",51.856,54,86.127,44.426,75.987,77.173,"Class3",35.457,30,86.876
30.696,"O",29.103,39,22.984,10.264,76.152,60.604,"Class1",13.462,NA,34.405
53.205,"I",65.269,49,40.536,43.538,42.994,74.886,"Class3",52.589,33,85.762
29.883,"O",28.156,48,24.952,32.237,47.131,57.286,"Class1",26.436,64,68.603
67.96,"X",64.971,50,36.791,9.349,44.362,23.102,"Class4",72.602,25,48.38
68.309,"C",23.441,50,45.975,43.839,71.072,77.644,"Class3",50.929,32,60.95
65.443,"J",65.734,49,46.744,48.066,73.616,82.761,"Class3",43.452,33,71.613
49.715,"T",45,72,24.978,39.925,18.162,84.106,"Class2",52.324,9,46.543
30.821,"Z",38.394,35,NA,47.988,72.892,61.682,"Class1",13.171,68,66.705
47.766,"K",23.102,48,NA,44.273,72.771,74.196,"Class3",35.486,29,58.504
53.45,"K",45.091,50,29.35,51.468,47.452,71.447,"Class3",35.627,33,90.231
27.312,"O",25.722,37,34.706,30.68,69.447,59.116,"Class1",8.136,59,60.379
58.917,"K",45.09,54,59.707,48.667,75.623,80.568,"Class3",23.955,29,86.146
25.713,"C",38.078,39,25.646,28.725,57.441,64.689,"Class1",18.686,66,40.424
47.965,"E",57.467,26,23.824,39.677,28.406,82.367,"Class2",49.106,43,40.218
67.845,"X",65.11,60,10.158,62.017,47.962,30.262,"Class4",58.874,42,47.148
51.212,"I",18.919,47,45.573,44.026,54.24,82.684,"Class3",56.362,32,83.667
49.865,"V",71.251,46,24.431,43.094,19.71,84.842,"Class2",55.839,54,45.76
27.324,"C",22.831,42,32.914,16.467,18.64,46.763,"Class1",11.128,58,45.016
69.899,"K",47.521,57,35.007,43.245,43.002,78.796,"Class3",43.457,30,60.302
51.443,"E",48.078,30,23.254,36.612,14.158,52.682,"Class2",54.992,7,43.088
51.149,"P",119.75,26,22.726,25.439,12.703,98.862,"Class2",59.478,15,40.771
28.741,"A",28.31,35,22.383,5.523,68.315,48.645,"Class1",39.403,72,54.49
60.644,"K",80.095,55,42.176,46.885,58.85,80.753,"Class3",58.851,28,83.499
34.151,"O",44.727,54,34.314,44.24,76.718,53.741,"Class1",35.549,NA,82.028
50.668,"V",66.155,45,24.508,28.277,18.879,93.496,"Class2",56.68,44,41.612
26.299,"O",37.547,36,16.753,5.991,30.351,49.993,"Class1",25.52,57,48.656
67.132,"I",65.406,53,-4.288,45.679,30.122,32.585,"Class4",60.017,51,45.566
73.238,"I",36.26,47,44.085,47.257,57.951,70.534,"Class3",37.849,33,59.829
29.704,"Z",34.362,32,31.367,46.803,20.572,65.2,"Class1",42.606,67,35.35
76.196,"K",65.979,49,49.647,43.437,45.139,74.461,"Class3",56.059,31,73.703
50.863,"P",76.758,29,24.19,52.705,22.004,62.294,"Class2",60.432,18,44.92
66.646,"I",65.575,70,25.077,33.587,44.528,25.861,"Class4",40.97,26,45.235
24.382,"C",34.404,33,30.294,52.657,70.138,54.626,"Class1",13.541,64,80.195
69.559,"X",65.72,68,34.977,10.036,37.115,32.29,"Class4",59.255,42,46.379
50.079,"P",51.277,14,24.065,10.536,34.988,81.649,"Class2",46.904,17,43.404
48.057,"T",67.071,74,25.957,16.654,22.317,89.284,"Class2",49.545,47,42.773
51.545,"T",38.794,64,22.147,11.452,32.849,79.226,"Class2",58.792,NA,48.017
56.105,"J",33.279,47,56.685,50.486,72.828,74.795,"Class3",57.001,31,78.893
50.806,"V",104.722,72,27.831,17.02,3.268,63.922,"Class2",50.403,58,41.127
68.677,"V",66.167,70,54.543,6.763,47.345,33.219,"Class4",74.627,45,43.601
51.732,"I",45.549,25,26.711,9.249,19.237,62.871,"Class2",54.786,46,46.225
64.376,"Q",82.912,51,52.798,50.245,51.015,78.918,"Class3",41.997,31,60.772
78.627,"Q",58.131,52,50.992,45.158,39.572,69.716,"Class3",24.002,33,77.988
49.581,"I",63.947,44,23.82,12.821,28.994,73.843,"Class2",60.038,49,41.464
74.61,"Q",127.442,49,58.587,50.798,61.597,82.027,"Class3",41.776,28,76.671
30.403,"C",40.074,43,28.247,15.42,13.777,53.269,"Class1",43.92,69,37.662
71.521,"I",29.428,55,43.174,43.387,48.88,74.356,"Class3",25.134,34,98.324
26.244,"C",31.069,38,16.736,49.389,26.994,59.084,"Class1",46.058,70,73.382
31.867,"O",37.458,31,0.023,4.502,49.238,58.859,"Class1",33.967,57,50.191
46.59,"Q",9.909,47,51.872,47.458,62.381,74.589,"Class3",43.54,28,94.09
48.626,"I",94.239,61,25.124,50.886,12.354,81.86,"Class2",54.716,27,46.124
69.547,"C",57.651,57,52.475,44.625,50.74,76.099,"Class3",34.672,32,94.683
71.002,"R",65.278,51,28.891,11.057,25.583,31.925,"Class4",32.559,54,47.331
46.443,"J",41.152,55,78.155,49.973,72.869,76.115,"Class3",53.911,32,90.063
70.61,"I",65.389,56,17.075,48.424,19.697,32.239,"Class4",52.113,51,47.859
50.722,"T",63.711,69,24.68,40.006,24.475,81.207,"Class2",56.537,13,45.722
71.223,"K",41,55,32.054,44.904,49.707,77.18,"Class3",35.203,34,73.115
51.189,"Q",97.211,51,43.323,50.673,76.524,79.397,"Class3",38.945,28,78.288
51.594,"V",95.307,51,26.095,15.05,12.817,85.308,"Class2",48.122,44,43.054
71.011,"X",65.698,68,10.927,71.607,10.227,25.782,"Class4",70.26,27,42.862
70.197,"X",65.605,72,-7.703,37.303,22.98,18.889,"Class4",27.936,45,43.382
49.53,"V",31.949,24,NA,29.493,35.383,74.857,"Class2",56.549,18,41.044
50.316,"K",55.017,49,39.655,45.798,53.636,80.073,"Class3",40.377,28,80.932
84.138,"I",49.515,54,50.121,45.253,67.853,78.84,"Class3",41.57,33,88.498
29.714,"Z",30.926,53,33.18,12.623,83.883,60.67,"Class1",16.714,64,60.143
57.26,"J",86.897,57,43.731,52.381,57.104,80.531,"Class3",33.402,29,68.529
60.732,"C",38.733,48,44.555,50.866,39.713,69.191,"Class3",29.661,32,92.068
50.786,"V",35.787,60,25.528,20.588,2.846,66.429,"Class2",51.625,18,49.833
30.929,"A",31.12,53,25.929,3.603,48.397,59.278,"Class1",16.624,62,21.67
50.319,"T",26.555,35,26.656,46.22,14.8,79.774,"Class2",45.586,22,46.687
28.946,"C",25.233,44,34.808,23.391,65.077,59.105,"Class1",16.894,56,20.332
35.918,"C",51.703,51,54.024,45.907,48.732,83.172,"Class3",40.823,36,92.093
67.925,"I",65.869,67,34.554,2.275,34.219,28.79,"Class4",51.146,40,48.596
51.632,"P",74.994,57,25.124,51.427,20.958,89.977,"Class2",55.526,18,44.525
51.64,"I",63.638,64,25.934,25.224,24.05,94.724,"Class2",49.579,44,40.237
26.842,"Z",33.15,50,38.324,20.558,35.809,65.887,"Class1",12.94,66,39.603
34.05,"Z",27.496,40,11.523,30.968,57.519,60.342,"Class1",37.801,72,20.651
32.361,"F",29.731,42,15.731,53.126,84.507,63.853,"Class1",41.624,56,38.754
49.338,"I",29.897,64,24.629,21.164,21.383,85.545,"Class2",48.78,NA,48.516
52.228,"V",65.002,41,25.998,48.515,29.33,80.077,"Class2",52.225,43,47.007
29.695,"O",31.522,44,6.797,55.867,16.24,57.103,"Class1",41.382,71,24.746
65.227,"I",56.317,47,50.139,51.199,62.768,70.067,"Class3",22.057,34,92.968
66.166,"I",49.418,49,38.748,44.019,58.776,75.86,"Class3",41.678,34,96.694
49.222,"T",59.723,59,25.175,52.303,10.981,82.718,"Class2",59.816,21,43.523
31.594,"F",16.55,31,25.925,22.374,54.395,78.281,"Class1",36.101,NA,21.995
57.576,"Q",48.241,49,60.677,52.704,69.469,75.667,"Class3",35.724,34,71.366
51.432,"I",67.734,12,22.042,9.636,11.683,62.011,"Class2",57.181,55,42.862
35.559,"O",20.805,46,30.824,13.339,28.742,65.716,"Class1",38.684,69,24.396
26.717,"O",26.931,35,28.447,22.723,59.705,54.22,"Class1",30.613,63,74.149
58.364,"I",73.497,58,46.551,52.437,73.883,74.429,"Class3",48.5,28,57.651
51.214,"I",82.033,62,24.038,45.824,17.413,92.294,"Class2",58.088,31,49.973
49.643,"P",88.083,29,25.379,36.72,12.558,104.902,"Class2",53.386,26,45.429
65.7,"X",66.064,65,11.437,12.61,7.036,27.562,"Class4",60.659,38,43.964
52.2,"E",81.143,53,26.828,47.829,2.201,61.366,"Class2",57.488,9,41.48
69.873,"Q",80.886,52,56.058,49.117,65.153,74.541,"Class3",32.25,28,69.611
49.785,"P",62.166,13,27.75,42.177,30.589,80.217,"Class2",48.536,NA,42.887
54.012,"I",72.782,49,51.065,51.029,73.83,72.638,"Class3",47.72,28,67.933
63.804,"C",60.876,58,43.251,43.269,49.417,72.539,"Class3",28.462,35,88.039
31.039,"F",36.308,39,15.399,32.245,73.292,65.717,"Class1",12.904,69,52.966
51.37,"I",98.539,66,27.043,21.022,24.57,93.109,"Class2",50.914,9,41.49
57.832,"I",27.846,53,40.631,51.261,60.221,77.697,"Class3",49.512,28,99.858
26.958,"A",31.018,34,25.609,31.837,64.467,56.452,"Class1",24.667,70,42.456
29.097,"Z",31.483,52,25.936,23.401,82.189,60.176,"Class1",8.934,71,45.679
30.683,"F",33.633,33,18.732,52.75,63.85,57.032,"Class1",44.13,65,20.564
68.508,"I",1.217,49,54.946,46.038,51.989,74.018,"Class3",28.674,31,77.553
23.485,"A",34.062,52,52.181,49.662,57.689,62.967,"Class1",24.498,59,71.146
51.404,"I",30.338,55,24.663,47.304,17.575,88.467,"Class2",60.98,47,42.475
26.412,"C",25.01,46,28.143,13.761,33.933,56.337,"Class1",32.664,NA,61.175
50.385,"T",70.01,72,26.059,41.725,12.193,74.17,"Class2",60.826,60,44.56
24.822,"F",31.13,48,23.485,21.341,72.297,47.152,"Class1",38.738,63,24.372
48.777,"P",69.159,52,25.96,35.578,28.622,103.296,"Class2",48.202,21,40.035
70.685,"X",65.797,54,NA,17.579,36.01,15.82,"Class4",77.828,46,46.327
50.576,"E",80.076,64,23.253,12.919,32.493,72.251,"Class2",60.378,7,41.163
51.348,"P",63.548,17,22.752,33.491,34.974,103.366,"Class2",49.114,49,46.487
71.807,"R",65.54,68,-1.795,10.234,23.786,20.229,"Class4",72.114,25,42.41
49.628,"I",42.69,55,23.181,13.816,25.18,76.126,"Class2",54.716,47,49.106
73.922,"C",24.523,58,56.109,52.871,68.877,76.411,"Class3",31.592,28,81.347
70.408,"R",65.565,57,33.512,48.558,21.307,27.436,"Class4",29.058,29,47.788
67.228,"L",65.531,69,58.353,44.709,13.973,22.924,"Class4",77.711,45,44.186
64.52,"X",66.29,64,13.207,20.12,31.623,27.738,"Class4",39.112,45,44.857
106.618,"C",16.759,55,77.168,48.014,49.02,75.777,"Class3",51.37,29,84.539
63.997,"V",65.446,60,46.509,55.08,34.139,23.307,"Class4",32.078,41,47.498
66.637,"V",65.601,74,-9.545,29.364,25.378,24.318,"Class4",73.346,55,46.67
66.662,"V",65.68,62,22.763,4.998,5.981,18.117,"Class4",54.376,46,42.791
28.754,"O",34.519,35,39.014,7.556,23.09,64.356,"Class1",48.754,62,27.593
63.413,"I",12.893,53,53.896,52.313,44.159,66.814,"Class3",33.886,29,92.393
22.998,"F",34.974,32,20.648,32.667,26.73,68.298,"Class1",34.636,NA,40.87
50.796,"V",76.602,26,26.47,44.596,7.521,92.897,"Class2",59.611,47,40.516
51.038,"I",37.597,11,26.544,47.553,22.671,88.429,"Class2",52.122,31,39.135
66.356,"L",65.416,65,36.145,50.104,31.866,26.432,"Class4",53.099,53,48.711
22.313,"Z",35.961,31,30.056,35.578,81.275,65.183,"Class1",44.286,69,47.437
50.668,"I",55.416,11,23.671,48.325,17.561,84.216,"Class2",58.406,53,48.247
68.01,"V",65.144,50,43.724,47.285,24.65,30.963,"Class4",60.591,38,42.385
66.92,"V",65.639,56,30.665,47.721,34.363,15.958,"Class4",55.193,48,48.911
28.464,"Z",30.443,37,29.89,32.989,53.324,62.641,"Class1",42.298,71,59.367
31.937,"A",23.384,46,21.772,16.356,53.257,67.544,"Class1",48.183,65,45.954
26.717,"A",34.07,49,NA,24.279,35.904,68.202,"Class1",29.702,56,57.601
51.542,"K",46.9,57,56.104,48.237,70.24,77.704,"Class3",30.871,28,96.243
57.446,"C",56.849,54,57.279,50.293,66.635,73.235,"Class3",44.163,33,84.591
48.637,"T",37.94,20,24.606,31.73,19.009,54.405,"Class2",53.579,49,45.723
24.918,"F",42.006,46,22.975,53.097,48.982,50.323,"Class1",15.968,70,61.639
35.426,"A",32.316,53,0.688,4.993,61.714,57.487,"Class1",32.669,69,83.92
51.349,"V",40.132,22,24.121,40.346,15.936,60.527,"Class2",56.203,59,40.509
52.381,"V",78.606,32,26.726,27.011,20.277,64.907,"Class2",46.069,28,46.665
24.194,"A",29.365,43,26.987,16.576,41.69,57.578,"Class1",44.865,68,60.168
64.259,"I",65.074,50,23.522,5.413,6.945,24.416,"Class4",47.611,31,44.704
68.885,"R",66.061,58,49.224,2.817,27.934,28.673,"Class4",30.219,50,44.691
64.993,"I",31.385,51,59.522,49.138,75.072,74.364,"Class3",47.329,30,92.519
32.866,"Z",33.704,54,22.122,2.537,68.521,63.282,"Class1",36.48,65,57.405
52.171,"I",46.198,66,26.396,40.71,14.452,76.918,"Class2",58.806,48,40.674
50.107,"T",53.623,56,25.059,23.381,18.512,65.427,"Class2",60.077,57,46.419
29.806,"A",24.996,49,26.065,43.384,78.982,56.023,"Class1",34.258,NA,49.697
65.201,"R",65.29,52,-4.048,51.715,48.35,28.69,"Class4",71.047,25,44.927
48.247,"J",87.881,57,39.024,45.46,50.8,75.063,"Class3",29.551,30,76.86
63.767,"K",56.413,53,53.191,44.473,76.387,77.928,"Class3",34.874,32,93.091
77.967,"I",43.846,58,54.876,43.265,41.285,78.278,"Class3",37.239,29,96.188
65.675,"V",65.257,66,46.106,58.304,22.389,31.266,"Class4",57.234,NA,42.359
66.837,"L",65.187,72,39.162,64.348,29.316,37.258,"Class4",72.58,NA,43.159
49.971,"P",19.504,58,26.221,23.796,24.323,91.084,"Class2",58.938,19,39.231
49.33,"P",70.813,62,26.073,50.232,8.215,81.495,"Class2",52.473,22,45.124
52.269,"P",5.805,19,27.667,25.738,10.084,81.326,"Class2",51.583,8,40.256
88.568,"C",44.646,47,50.357,49.492,51.081,74.758,"Class3",27.068,35,74.019
68.528,"R",64.844,53,7.411,30.253,20.239,21.21,"Class4",45.759,48,47.336
29.562,"A",25.386,39,27.245,3.281,38.819,57.811,"Class1",20.861,72,47.668
67.803,"C",15.263,55,62.732,47.4,56.07,78.572,"Class3",39.982,35,66.202
64.969,"V",65.804,71,19.312,29.572,25.831,35.365,"Class4",67.722,28,45.519
69.672,"K",34.677,54,NA,43.83,75.615,76.672,"Class3",32.702,34,80.215
64.482,"I",65.685,52,29.306,12.123,6.089,14.919,"Class4",27.264,40,47.108
49.642,"I",59.49,33,22.661,32.037,19.668,82.316,"Class2",46.873,20,47.297
51.222,"C",73.712,48,52.228,52.672,45.749,69.963,"Class3",27.104,31,99.77
65.559,"R",65.597,56,10.055,36.764,38.65,34.461,"Class4",51.85,49,42.661
50.135,"E",87.871,41,26.775,43.765,13.843,107.647,"Class2",50.903,45,47.305
50.348,"V",73.262,26,25.086,11.63,4.107,79.673,"Class2",56.68,52,44.112
30.605,"C",24.138,43,23.614,34.599,86.298,62.803,"Class1",13.038,71,28.345
66.94,"R",65.428,63,28.141,63.225,20.534,29.638,"Class4",28.211,32,43.189
69.938,"K",46.486,54,40.55,46.932,64.288,83.282,"Class3",44.677,NA,87.749
21.918,"F",17.388,55,35.793,4.826,31.583,72.967,"Class1",37.343,70,26.122
66.467,"Q",21.845,55,44.732,44.881,42.333,78.145,"Class3",50.153,28,87.512
23.599,"O",28.988,54,17.571,52.922,38.001,61.613,"Class1",50.254,67,70.668
71.812,"X",64.885,65,10.151,30.902,29.814,21.891,"Class4",51.836,51,48.79
48.864,"I",82.277,74,25.299,37.84,7.361,90.613,"Class2",54.689,53,43.822
76.155,"K",45.249,56,71.079,48.737,55.196,75.571,"Class3",48.096,28,60.151
28.538,"A",39.705,32,24.678,18.302,73.906,51.583,"Class1",13.602,67,67.776
27.143,"A",40.818,45,25.415,14.505,51.956,65.995,"Class1",27.646,71,23.055
66.949,"L",65.4,64,34.557,56.317,10.963,20.009,"Class4",66.893,34,42.079
49.604,"E",74.707,11,23.615,10.685,28.41,56.8,"Class2",54.236,34,41.03
47.546,"J",35.884,51,47.964,49.377,71.287,75.14,"Class3",31.851,35,67.36
52.153,"V",47.045,59,24.845,36.76,24.002,80.805,"Class2",48.471,16,48.397
32.787,"A",27.072,31,18.964,32.764,80.409,56.761,"Class1",45.163,59,45.547
72.566,"J",70.993,49,46.384,52.262,49.037,77.48,"Class3",58.849,28,83.538
51.351,"P",53.396,38,25.739,28.413,10.426,92.028,"Class2",49.388,37,48.757
28.491,"A",39.093,48,19.58,4.455,68.162,52.542,"Class1",43.224,58,57.395
51.287,"V",92.464,31,25.726,35.174,27.45,82.366,"Class2",50.472,17,45.95
25.688,"A",43.022,40,12.487,45.114,70.127,64.589,"Class1",27.074,57,32.343
64.307,"R",65.845,70,26.784,34.007,35.793,20.622,"Class4",58.907,31,44.479
47.706,"I",48.726,50,57.844,51.541,66.951,74.803,"Class3",53.774,36,62.972
22.359,"F",34.931,39,33.54,35.696,58.408,55.117,"Class1",45.618,62,53.823
50.012,"P",79.671,25,26.718,33.707,22.078,76.849,"Class2",60.663,52,43.123
57.64,"Q",30.361,58,57.004,52.176,62.244,77.385,"Class3",26.901,29,59.006
49.081,"V",66.33,56,24.614,29.18,14.752,80.98,"Class2",46.259,37,47.779
66.551,"I",65.225,63,31.852,18.487,32.625,28.108,"Class4",43.362,32,48.229
63.766,"V",65.691,71,47.13,64.809,49.656,22.633,"Class4",36.542,53,44.432
51.95,"I",71.499,51,70.644,48.812,55.606,68.927,"Class3",35.481,35,80.859
