"GEF1","ZJQ2","PNA3","HJS4","KWG5","Output7","CWN6","FKT7","HTK8","OWZ9","XEK10","YQP11"
"A",35.159,6.857,61,44.933,"Class3",48.721,"L",51.521,30.62,12.246,57.453
"T",51.987,51.487,51,79.342,"Class1",31.36,"D",17.463,75.548,90.632,39.237
"H",46.938,28.124,27,28.29,"Class2",59.95,"C",42.458,83.861,14.203,17.213
"D",59.881,50.993,51,58.964,"Class1",24.604,"C",64.344,32.676,91.372,43.765
"B",36.349,6.064,59,12.148,"Class3",45.949,"X",46.165,56.157,73.755,85.89
"D",44.415,51.826,51,45.517,"Class1",15.316,"X",39.225,8.59,86.348,83.724
"C",43.547,50.311,56,73.431,"Class1",35.416,"P",NA,94.929,90.794,47.799
"U",45.513,69.076,37,45.349,"Class2",68.42,"X",19.104,73.256,3.561,27.951
"B",34.504,20.358,71,23.867,"Class3",46.584,"L",60.118,61.253,57.306,85.658
"N",36.537,50.354,54,59.854,"Class1",21.489,"I",17.139,79.607,85.081,57.867
"T",34.261,50.432,51,57.045,"Class1",0.909,"I",NA,85.766,92.836,58.329
"U",48.155,63.007,44,40.627,"Class2",74.728,"X",20.145,77.515,15.456,20.109
"C",51.827,51.609,53,62.037,"Class1",20.649,"P",7.26,92.314,75.518,65.434
"N",55.103,50.233,57,63.487,"Class1",-3.388,"P",34.695,14.482,78.098,40.565
"T",73.041,52.35,54,45.329,"Class1",14.833,"X",68.272,25.684,75.57,50.989
"B",35.343,17.64,61,31.678,"Class3",38.026,"G",48.934,88.586,29.268,45.631
"C",63.749,52.532,51,69.895,"Class1",13.158,"D",47.231,8.444,79.099,59.749
"A",35.357,14.259,60,28.973,"Class3",45.684,"E",50.83,27.798,6.071,96.527
"A",35.293,9.005,69,22.208,"Class3",46.256,"E",49.984,76.288,40.716,58.824
"C",42.163,50.693,51,87.994,"Class1",47.983,"X",NA,84.013,78.905,50.467
"A",35.202,15.468,63,28.406,"Class3",48.078,"G",50.735,40.42,43.403,66.016
"S",35.088,19.168,69,24.624,"Class3",42.02,"R",55.192,93.772,24.534,69.95
"N",66.053,51.32,57,52.46,"Class1",17.504,"P",66.218,72.001,73.199,NA
"G",24.123,52.572,56,72.31,"Class1",32.813,"P",11.426,62.446,82.109,36.859
"A",35.422,6.152,63,25.52,"Class3",45.638,"E",53.79,28.02,79.621,71.315
"N",50.542,50.046,55,69.096,"Class1",35.679,"D",12.973,91.577,66.49,35.03
"D",47.668,42.093,28,80.22,"Class2",50.7,"C",13.874,70.099,10.247,22.51
"H",44.498,38.529,28,28.152,"Class2",58.522,"L",43.597,86.265,13.987,21.665
"D",48.604,28.8,32,62.258,"Class2",72.069,"A",22.783,84.411,11.516,24.119
"S",35.71,17.213,63,17.319,"Class3",41.698,"X",53.271,30.763,60.878,69.832
"G",46.714,51.604,51,52.011,"Class1",18.019,"X",7.167,68.684,91.898,26.241
"D",55.22,50.455,57,71.27,"Class1",17.78,"X",65.106,57.551,73.102,93.283
"D",44.708,31.621,28,51.34,"Class2",109.108,"Q",14.558,80.437,10.293,28.642
"H",46.412,58.667,44,82.782,"Class2",65.878,"Q",36.543,86.521,2.483,24.004
"C",52.315,50.782,57,81.501,"Class1",17.643,"C",3.326,26.882,83.782,35.407
"N",25.996,52.572,55,115.262,"Class1",18.928,"C",59.393,83.619,90.284,69.15
"A",36.542,19.732,65,33.791,"Class3",41.954,"G",50.92,62.596,64.878,67.894
"G",53.134,50.865,56,75.67,"Class1",6.676,"C",65.498,5.974,88.728,NA
"T",53.796,51.122,53,74.785,"Class1",28.946,"D",45.83,53.515,66.199,53.978
"G",49.666,52.907,54,66.72,"Class1",-8.041,"D",70.254,81.642,82.596,60.413
"G",34.45,19.121,60,34.536,"Class3",40.511,"G",56.79,37.611,49.465,65.709
"B",34.876,5.831,59,9.01,"Class3",57.593,"L",49.783,52.946,70.958,63.49
"S",34.772,13.275,62,38.268,"Class3",44.603,"G",51.259,79.026,48.583,92.388
"G",57.037,51.532,51,76.761,"Class1",24.484,"D",16.027,10.487,66.7,13.858
"H",39.777,41.878,37,79.89,"Class2",61.382,"Q",41.91,72.498,2.776,15.959
"T",47.956,51.313,53,87.132,"Class1",29.129,"P",49.811,43.106,86.994,59.069
"B",36.22,16.018,69,39.406,"Class3",47.113,"L",57.745,45.575,29.354,76.683
"T",41.845,51.093,56,83.201,"Class1",19.812,"C",24.801,44.594,79.89,29.059
"N",42.417,51.075,51,48.903,"Class1",25.507,"C",19.785,43.586,72.861,62.387
"A",35.404,9.223,67,6.863,"Class3",45.902,"E",52.143,31.08,8.136,89.898
"O",34.812,6.38,69,24.81,"Class3",61.2,"G",55.573,35.506,26.874,65.818
"C",93.143,52.421,57,40.569,"Class1",23.77,"P",47.771,39.232,84.733,57.258
"S",35.248,22.289,61,22.172,"Class3",38.905,"R",46.817,63.185,4.6,70.993
"Z",50.406,39.048,34,48.079,"Class2",70.572,"X",28.189,79.635,12.643,NA
"D",43.743,56.783,27,104.837,"Class2",39.719,"X",33.641,87.363,2.438,20.894
"U",47.453,57.069,40,27.965,"Class2",97.647,"X",46.197,80.011,8.446,22.618
"N",45.699,36.478,38,45.475,"Class2",71.464,"X",29.22,82.114,11.236,18.235
"U",50.88,71.893,34,88.439,"Class2",76.119,"A",15.032,79.309,7.004,23.113
"N",46.473,40.2,39,89.226,"Class2",49.134,"A",24.928,76.039,6.463,24.501
"C",71.978,50.011,56,47.012,"Class1",3.594,"P",71.06,45.967,86.31,47.269
"G",32.714,52.733,57,64.107,"Class1",38.001,"P",29.354,22.379,86.842,55.444
"B",36.424,21.322,60,27.183,"Class3",51.446,"G",55.001,62.468,79.047,68.17
"U",46.392,24.994,39,76.004,"Class2",80.634,"A",25.752,86.243,13.998,16.629
"N",55.284,52.991,53,54.977,"Class1",36.178,"C",55.934,23.968,78.9,95.839
"U",50.804,42.173,36,51.113,"Class2",60.033,"C",27.995,78.556,14.121,19.129
"A",35.648,23.338,70,33.452,"Class3",42.651,"E",46.32,28.979,85.392,61.071
"N",42.843,54.575,40,37.109,"Class2",79.491,"A",NA,72.937,15.941,22.119
"U",46.655,29.923,28,22.704,"Class2",68.933,"C",41.159,80.392,13.608,21.019
"C",35.145,51.825,51,60.742,"Class1",9.828,"P",46.261,14.678,87.948,NA
"A",34.543,6.721,62,22.64,"Class3",51.562,"R",60.712,59.974,11.475,70.836
"A",35.02,5.262,60,23.275,"Class3",44.174,"L",57.289,48.013,51.438,72.839
"B",35.428,9.465,64,8.745,"Class3",51.366,"L",51.805,80.894,64.541,87.317
"S",34.337,15.909,66,15.201,"Class3",45.722,"X",53.882,73.841,39.037,93.081
"D",60.982,50.024,56,70.1,"Class1",32.334,"P",51.079,36.082,76.676,55.832
"T",28.717,50.142,57,39.783,"Class1",39.962,"D",3.619,57.142,67.718,90.876
"G",50.025,50.63,54,46.112,"Class1",25.55,"C",12.472,79.298,75.397,47.927
"A",34.704,16.854,68,29.224,"Class3",49.401,"R",59.662,35.019,67.006,73.118
"B",35.76,8.15,62,10.661,"Class3",61.356,"R",51.77,69.912,43.689,78.103
"T",80.119,50.518,54,77.006,"Class1",18.447,"X",32.746,57.807,69.02,56.199
"S",35.043,10.802,62,25.398,"Class3",48.432,"X",60.417,67.361,32.369,64.834
"D",43.743,72.684,42,52.532,"Class2",55.236,"X",41.903,82.278,15.022,13.185
"O",35.453,17.993,69,34.222,"Class3",38.093,"G",53.167,41.185,7.565,95.782
"S",34.756,16.462,59,33.558,"Class3",44.73,"R",56.775,37.702,10.879,59.4
"D",44.517,41.111,29,37.751,"Class2",46.101,"X",35.324,73.916,14.733,24.244
"S",35.056,8.885,70,16.848,"Class3",34.015,"X",57.469,40.723,84.026,70.538
"O",36.121,21.441,71,30.805,"Class3",43.355,"G",55.746,58.215,2.17,74.924
"G",35.345,10.974,70,28.215,"Class3",41.968,"X",52.917,25.078,37.736,73.108
"B",34.62,8.231,70,33.845,"Class3",39.688,"G",49.887,89.599,62.494,65.951
"B",35.271,14.457,61,36.928,"Class3",43.964,"E",57.517,59.683,34.923,78.01
"Z",47.298,48.772,34,36.176,"Class2",98.017,"X",17.096,86.268,3.337,17.604
"N",42.479,51.956,56,66.097,"Class1",21.348,"X",20.42,6.827,79.703,NA
"U",53.567,66.863,40,13.423,"Class2",55.813,"L",42.438,71.988,10.725,18.326
"T",37.374,50.316,51,74.621,"Class1",16.824,"I",58.8,75.978,78.747,57.084
"S",34.437,21.358,71,38.925,"Class3",40.071,"X",59.208,25.935,33.354,67.202
"A",35.173,5.869,69,40.918,"Class3",46.066,"L",58.268,24.549,19.173,72.345
"O",34.43,17.952,69,24.72,"Class3",42.758,"G",56.326,64.363,59.17,90.305
"S",35.369,13.344,66,28.901,"Class3",44.337,"G",52.498,70.592,8.523,78.233
"B",34.685,10.545,71,33.558,"Class3",50.318,"G",59.639,43.081,23.229,80.01
"C",44.372,51.588,56,82.658,"Class1",14.444,"D",29.632,80.328,82.949,57.854
"G",55.298,50.819,55,62.709,"Class1",17.489,"I",30.823,20.861,80.862,65.864
"C",61.49,52.542,56,45.411,"Class1",17.244,"I",7.916,35.898,92.183,40.658
"C",43.723,50.617,56,66.842,"Class1",11.619,"C",62.875,40.573,78.247,25.834
"N",45.68,53.851,43,62.441,"Class2",49.175,"C",28.421,81.22,14.395,20.368
"H",46.659,37.732,43,38.381,"Class2",74.144,"Q",40.773,78.583,9.689,23.51
"N",44.821,43.894,44,19.349,"Class2",80.693,"L",NA,71.769,2.495,20.701
"G",52.594,51.221,51,82.799,"Class1",20.303,"X",15.777,86.926,67.722,85.323
"D",41.627,52.045,51,72.753,"Class1",62.744,"C",63.145,21.247,79.883,54.684
"H",51.003,41.029,38,39.283,"Class2",61.532,"C",41.745,85.878,2.873,24.208
"U",48.911,53.642,31,78.928,"Class2",74.34,"A",30.135,76.315,7.086,22.191
"D",45.501,52.373,55,45.117,"Class1",9.437,"I",66.371,98.496,66.055,53.894
"A",34.093,7.778,71,19.963,"Class3",45.995,"X",55.239,75.28,24.606,64.856
"B",34.007,13.966,62,36.818,"Class3",51.566,"G",58.579,63.429,2.772,80.513
"O",35.798,14.606,64,8.946,"Class3",54.679,"E",51.429,89.931,28.28,73.192
"G",35.882,6.116,66,15.864,"Class3",43.217,"G",56.559,49.074,13.155,78.009
"D",47.45,52.86,56,58.253,"Class1",7.37,"C",76.898,85.382,72.789,7.383
"D",68.941,52.915,52,63.837,"Class1",25.929,"I",56.124,15.531,89.976,58.361
"G",66.653,52.488,51,55.294,"Class1",3.993,"C",49.469,37.935,76.414,46.132
"O",34.672,8.932,71,1.33,"Class3",49.394,"G",59.287,94.883,87.931,76.89
"A",35.283,16.921,70,16.556,"Class3",46.753,"G",NA,40.844,17.907,NA
"D",47.524,37.319,34,41.689,"Class2",76.995,"A",28.407,72.929,8.208,15.502
"N",46.331,52.492,51,57.576,"Class1",10.921,"D",33.777,35.541,74.022,50.441
"N",36.911,52.512,53,70.597,"Class1",7.958,"X",72.525,6.279,91.43,68.278
"H",45.778,60.175,29,61.081,"Class2",72.775,"Q",39.214,78.49,15.479,16.262
"C",47.961,51.297,56,89.331,"Class1",40.13,"D",62.648,19.702,71.191,63.66
"A",35.013,17.789,60,17.975,"Class3",52.533,"G",48.519,64.36,85.614,87.173
"N",50.584,59.507,34,67.857,"Class2",63.438,"A",14.359,81.39,16.822,23.493
"G",60.316,52.342,53,92.862,"Class1",41.382,"P",64.522,84.911,75.004,37.963
"D",44.843,30.285,29,15.19,"Class2",48.677,"C",39.586,85.011,11.806,20.572
"D",44.935,50.083,51,92.251,"Class1",34.677,"D",39.487,56.68,73.671,60.367
"O",35.035,12.982,64,23.318,"Class3",40.148,"L",55.15,56.334,35.072,58.839
"D",58.784,52.184,57,64.464,"Class1",13.701,"P",61.6,70.43,74.667,75.66
"A",35.072,12.601,71,23.854,"Class3",46.863,"E",56.67,73.752,9.58,57.896
"U",46.049,35.411,42,110.723,"Class2",56.564,"Q",37.75,85.334,13.172,26.46
"C",70.318,52.019,52,72.991,"Class1",3.075,"C",9.601,13.485,80.721,74.797
"C",38.686,50.854,53,66.301,"Class1",13.214,"X",NA,17.507,90.598,52.751
"T",57.481,51.174,51,46.454,"Class1",-8.894,"I",21.474,64.146,78.147,76.225
"A",34.385,12.384,60,25.81,"Class3",48.394,"R",60.033,90.446,24.022,72.834
"T",51.58,52.686,53,83.124,"Class1",23.132,"D",37.748,63.619,75.361,62.456
"D",45.746,32.377,39,56.694,"Class2",77.634,"X",37.369,84.305,5.947,24.581
"G",53.669,50.397,51,47.237,"Class1",11.407,"C",11.529,88.915,70.882,82.093
"Z",49.294,32.578,37,42.041,"Class2",95.62,"X",19.949,79.274,8.855,14.958
"C",58.066,52.465,54,75.695,"Class1",11.262,"D",59.585,78.124,92.261,45.59
"U",45.32,71.115,32,-4.547,"Class2",82.383,"X",27.595,80.668,12.379,18.738
"T",58.939,50.174,55,78.263,"Class1",38.38,"P",79.276,50.117,76.164,37.885
"D",53.328,48.976,39,50.421,"Class2",89.777,"C",NA,79.993,11.731,22.482
"H",43.394,46.946,42,93.313,"Class2",62.265,"C",28.864,70.908,11.747,16.852
"C",66.035,51.201,53,60.192,"Class1",3.393,"C",27.903,39.093,87.271,98.125
"B",35.635,22.977,69,12.863,"Class3",52.031,"L",50.334,67.192,16.766,51.481
"N",61.393,52.055,55,67.653,"Class1",9.259,"P",55.961,44.9,78.227,59.473
"G",34.358,20.368,60,24.494,"Class3",45.387,"E",60.411,62.816,85.421,76.33
"G",35.922,7.907,69,19.047,"Class3",51.16,"E",51.555,69.889,33.525,78.489
"U",46.849,61.593,43,81.968,"Class2",27.971,"X",21.582,84.633,16.943,26.209
"C",73.83,50.615,52,81.79,"Class1",33.212,"D",60.36,78.65,71.442,59.644
"T",31.045,50.556,51,60.986,"Class1",25.493,"X",20.978,39.837,86.413,66.959
"H",49.236,71.712,44,61.805,"Class2",69.331,"X",NA,88.888,16.874,22.572
"Z",49.026,56.609,43,86.734,"Class2",48.976,"C",44.9,78.958,16.376,19.569
"S",34.008,7.118,67,31.086,"Class3",57.214,"E",NA,81.36,54.426,NA
"N",47.795,66.664,38,27.832,"Class2",58.792,"A",13.5,86.295,11.419,18.781
"G",45.887,52.564,57,47.552,"Class1",2.823,"P",17.401,22.519,68.38,53.811
"N",45.71,61.369,34,31.932,"Class2",65.81,"C",18.067,72.114,13.956,29.964
"S",34.701,23.244,61,27.286,"Class3",56.68,"E",57.781,30.341,14.931,74.132
"G",34.808,7.865,61,36.794,"Class3",48.753,"X",47.926,27.142,16.303,73.654
"C",72.461,50.375,57,87.15,"Class1",5.658,"C",51.666,74.069,78.384,62.11
"Z",51.974,38.415,29,3.759,"Class2",56.136,"C",35.088,74.057,3.686,23.638
"U",43.113,63.284,38,68.524,"Class2",32.489,"Q",NA,77.046,9.484,20.483
"D",48.489,51.07,53,66.311,"Class1",35.617,"D",46.814,81.74,72.113,28.551
"U",49.501,26.974,33,54.22,"Class2",97.136,"L",44.908,81.746,12.829,22.924
"B",34.797,21.839,67,35.168,"Class3",43.718,"X",51.202,89.348,17.721,69.239
"O",35.294,20.13,67,27.821,"Class3",56.125,"L",48.212,73.09,88.878,60.183
"N",46.067,66.967,31,17.593,"Class2",82.22,"X",27.905,87.203,12.373,17.659
"D",56.373,51.994,53,65.435,"Class1",8.989,"D",43.105,16.96,85.477,96.408
"B",34.144,11.62,64,15.834,"Class3",51.976,"R",47.238,91.331,43.278,49.818
"D",49.173,66.242,30,43.964,"Class2",103.414,"L",30.897,74.95,5.999,20.112
"D",64.399,50.41,56,60.936,"Class1",23.868,"C",9.483,22.693,75.099,38.932
"D",47.805,68.276,35,99.564,"Class2",47.528,"A",25.749,70.264,4.688,19.441
"D",48.109,24.739,31,0.033,"Class2",45.482,"L",14.899,86.433,13.792,20.877
"S",34.952,14.512,62,17.542,"Class3",54.845,"R",55.496,24.137,13.619,95.397
"G",35.028,19.048,69,28.387,"Class3",47.722,"R",56.651,72.696,62.426,80.657
"B",35.18,20.047,59,24.009,"Class3",51.948,"E",51.376,52.534,72.371,66.858
"G",35.348,9.529,63,17.203,"Class3",46.173,"G",59.072,35.411,6.235,74.106
"D",57.519,50.42,55,61.799,"Class1",8.219,"C",62.973,65.556,91.656,65.68
"N",63.483,51.746,55,52.267,"Class1",25.852,"P",22.592,16.234,71.804,45.037
"S",35.922,19.141,64,30.033,"Class3",57.521,"L",49.581,86.493,22.643,78.845
"O",34.173,17.132,66,16.356,"Class3",43.352,"G",NA,49.603,69.668,85.42
"D",45.004,48.764,44,73.663,"Class2",46.755,"L",26.005,87.032,8.081,20.578
"B",36.642,22.898,71,30.821,"Class3",43.5,"R",48.305,22.759,88.107,57.983
"D",53.169,51.746,54,58.55,"Class1",36.975,"X",6.691,98.159,79.14,54.025
"U",44.839,25.92,43,106.435,"Class2",87.048,"C",37.639,70.926,4.967,18.64
"D",29.59,52.914,52,63.419,"Class1",1.618,"I",NA,84.544,79.217,36.224
"C",53.004,52.807,53,86.093,"Class1",22.701,"X",30.706,36.327,86.665,96.848
"U",45.352,50.06,38,91.534,"Class2",78.386,"X",26.74,72.595,5.428,24.015
"D",65.026,52.288,57,46.913,"Class1",24.054,"D",68.915,87.898,70.368,34.957
"U",49.553,65.821,29,19.986,"Class2",64.672,"C",42.782,78.384,11.191,23.784
"Z",46.353,45.663,41,74.5,"Class2",54.064,"C",20.629,80.584,6.054,NA
"S",34.99,14.139,64,24.023,"Class3",44.471,"R",51.187,59.975,56.063,65.45
"N",46.021,26.186,34,27.642,"Class2",78.91,"Q",36.139,80.033,16.833,23.583
"Z",43.244,28.646,27,47.033,"Class2",53.542,"X",44.197,70.228,15.62,22.068
"T",37.615,52.29,53,92.496,"Class1",16.624,"D",32.169,85.939,90.948,97.232
"N",45.63,27.604,35,95.065,"Class2",93.945,"C",18.866,84.341,11.565,24.238
"N",41.495,35.472,40,72.081,"Class2",92.59,"A",41.348,85.573,5.089,16.416
"G",36.017,20.555,59,27.53,"Class3",41.934,"E",60.276,26.776,6.855,55.557
"H",49.473,26.707,33,43.984,"Class2",76.035,"C",38.264,84.62,12.67,NA
"U",46.316,35.526,38,49.387,"Class2",98.701,"C",30.174,86.299,15.566,21.361
"Z",45.166,46.509,37,32.505,"Class2",68.455,"X",26.77,78.167,7.217,22.453
"S",36.043,5.466,64,22.893,"Class3",48.769,"G",60.858,79.697,47.913,71.735
"G",35.325,21.125,67,11.345,"Class3",49.607,"X",53.001,90.233,45.737,67.912
"D",44.535,50.127,53,88.438,"Class1",31.846,"C",7.059,16.99,80.803,15.139
"Z",47.455,31.471,36,92.935,"Class2",74.216,"A",37.185,82.14,15.261,22.836
"B",35.613,12.333,70,23.409,"Class3",50.587,"X",59.237,66.848,12.966,65.823
"D",49.775,51.712,52,62.3,"Class1",27.589,"I",37.055,60.696,71.773,57.801
"T",53.581,52.092,54,50.17,"Class1",13.914,"C",37.015,64.741,83.684,56.695
"Z",45.525,47.366,43,73.827,"Class2",71.589,"C",46.297,77.863,8.531,24.292
"D",29.518,50.574,54,37.524,"Class1",9.685,"D",49.636,98.652,84.531,56.264
"C",43.703,52.305,55,43.326,"Class1",20.972,"D",57.809,74.337,90.899,56.308
"B",36.902,22.715,64,24.174,"Class3",41.547,"X",54.435,89.363,34.526,82.363
"G",35.501,6.236,63,39.538,"Class3",50.941,"E",57.823,51.873,76.967,70.714
"D",44.605,50.982,52,63.283,"Class1",3.582,"P",29.931,56.57,74.499,29.802
"N",36.257,50.387,55,65.669,"Class1",49.72,"C",71.794,87.784,75.78,55.594
"S",34.204,13.082,66,30.542,"Class3",41.417,"X",52.509,70.655,58.823,56.88
"A",34.751,14.245,70,37.622,"Class3",44.852,"E",60.359,41.674,46.404,84.058
"Z",48.966,42.458,36,-3.669,"Class2",58.584,"Q",13.705,81.074,8.293,25.51
"G",35.127,7.106,61,25.027,"Class3",36.671,"L",55.84,69.38,43.242,78.21
"T",39.724,52.688,55,44.246,"Class1",34.501,"I",41.254,74.027,92.952,37.266
"N",43.661,51.264,35,76.348,"Class2",51.537,"X",47.682,71.4,10.728,19.118
"D",52.382,55.415,38,-4.707,"Class2",95.455,"L",30.858,88.1,9.801,20.57
"G",35.548,14.676,61,22.014,"Class3",40.891,"E",46.956,84.039,16.264,93.31
"O",34.85,21.94,59,26.728,"Class3",56.716,"L",53.071,78.742,31.843,74.914
"B",34.611,9.747,69,16.491,"Class3",60.487,"L",51.272,24.553,52.795,68.34
"A",34.619,22.519,65,28.42,"Class3",34.856,"E",48.287,76.207,18.671,64.532
"B",34.672,15.5,66,11.462,"Class3",47.807,"E",57.802,79.149,31.218,71.519
"G",70.781,50.208,51,50.53,"Class1",30.8,"D",51.259,47.08,71.924,77.584
"N",55.067,51.538,54,70.7,"Class1",18.32,"X",58.102,91.948,66.767,53.701
"H",48.959,61.609,44,41.874,"Class2",71.686,"L",31.725,85.303,9.914,19.396
"T",37.791,52.801,54,77.64,"Class1",32.475,"X",67.598,70.157,68.504,84.715
"B",35.127,22.997,60,13.275,"Class3",40.79,"R",54.768,33.676,4.577,55.619
"B",35.288,18.051,62,25.614,"Class3",54.438,"G",54.593,64.309,89.607,84.523
"H",46.243,32.425,43,24.789,"Class2",19.308,"Q",26.612,76.412,15.832,24.13
"G",36.015,21.072,66,27.265,"Class3",49.018,"X",56.877,67.029,68.438,76.019
"B",34.814,5.812,65,24.186,"Class3",43.376,"X",59.379,37.824,31.494,73.684
"C",43.429,51.141,56,65.742,"Class1",13.68,"P",16.541,59.72,74.157,25.272
"D",56.463,50.84,51,61.678,"Class1",5.112,"D",3.217,53.836,86.896,47.191
"O",34.257,10.488,70,24.051,"Class3",34.158,"L",47.563,40.985,49.138,77.458
"S",35.153,10.601,71,37.895,"Class3",44.562,"G",51.98,58.446,52.216,78.77
"G",35.555,9.568,69,30.242,"Class3",50.53,"R",50.556,83.165,76.617,59.154
"C",54.486,51.717,52,63.008,"Class1",8.323,"P",62.45,29.508,86.058,81.155
"H",47.283,24.802,42,-17.812,"Class2",65.791,"X",38.752,85.107,11.273,22.554
"T",37.728,50.537,52,59.809,"Class1",15.986,"I",73.708,50.983,71.306,23.303
"B",34.972,20.547,68,14.963,"Class3",53.785,"G",58.024,73.534,40.829,68.946
"T",53.423,50.049,56,56.139,"Class1",18.145,"I",59.907,30.04,68.773,37.712
"B",33.941,19.648,66,27.918,"Class3",66.878,"L",60.972,93.666,54.04,75.382
"O",34.402,10.725,59,14.685,"Class3",49.096,"G",59.3,33.268,24.228,71.126
"D",29.199,51.958,52,58.088,"Class1",24.959,"P",55.301,36.482,68.868,64.798
"U",45.879,37.311,37,53.897,"Class2",55.869,"L",41.503,85.628,9.242,23.932
"N",46.72,69.648,28,89.039,"Class2",70.473,"A",34.503,70.43,13.245,20.073
"N",46.27,50.277,56,63.277,"Class1",37.527,"D",36.154,90.578,72.246,56.818
"U",47.536,60.51,36,45.78,"Class2",67.572,"X",22.336,87.625,12.398,23.058
"A",35.387,22.76,60,17.055,"Class3",51.444,"G",54.872,43.276,80.378,81.509
"G",36.144,12.118,68,37.098,"Class3",43.797,"X",55.663,47.966,8.153,80.831
"N",45.527,26.273,30,51.983,"Class2",100.948,"X",30.953,71.432,10.487,22.866
"G",34.889,17.094,66,16.203,"Class3",65.416,"G",NA,36.048,45.418,72.275
"G",35.03,9.321,63,23.244,"Class3",55.335,"L",56.916,47.322,40.757,72.342
"A",34.472,20.912,60,15.134,"Class3",52.886,"L",60.114,90.369,12.363,88.054
"H",47.996,44.115,42,44.995,"Class2",59.782,"Q",37.946,81.505,3.876,20.917
"N",58.148,50.984,51,62.159,"Class1",36.059,"I",29.833,83.377,82.32,97.565
"G",70.677,50.876,52,43.699,"Class1",32.512,"I",62.597,5.847,69.86,62.341
"O",36.172,21.344,62,22.36,"Class3",57.39,"E",58.28,89.24,52.336,70.552
"U",47.271,68.081,33,26.728,"Class2",77.971,"L",40.443,71.619,7.959,25.632
"N",44.608,60.445,42,35.108,"Class2",51.188,"A",40.899,87.281,15.404,18.605
"A",35.475,14.626,62,32.716,"Class3",42.111,"G",54.923,24.879,4.405,72.512
"S",35.823,11.062,65,26.144,"Class3",37.148,"G",54.373,32.05,24.309,64.801
"H",42.436,49.297,28,62.053,"Class2",66.203,"A",31.908,86.875,9.509,17.592
"S",35.388,12.411,67,19.229,"Class3",56.884,"G",60.252,52.35,59.987,94.888
"C",57.485,50.283,56,64.079,"Class1",23.059,"X",NA,44.892,83.781,37.93
"D",53.713,51.827,54,33.743,"Class1",24.434,"I",55.895,47.779,67.068,28.947
"T",36.802,52.295,53,73.12,"Class1",30.437,"P",55.78,54.801,83.544,28.105
"U",44.098,61.415,40,50.103,"Class2",72.961,"C",33.03,71.597,14.372,15.207
"D",48.751,34.367,27,59.322,"Class2",75.958,"Q",15.301,78.709,13.482,NA
"G",34.555,5.69,62,30.264,"Class3",48.591,"L",58.506,62.46,22.112,69.698
"N",50.083,51.799,37,39.749,"Class2",53.6,"X",37.663,78.786,13.23,25.32
"G",34.51,22.695,67,39.085,"Class3",45.798,"E",55.954,33.294,11.335,90.656
"N",47.573,42.226,39,110.479,"Class2",81.293,"L",47.711,85.292,13.487,19.694
"B",33.689,6.653,66,23.702,"Class3",45.922,"E",53.479,54.328,40.249,80.64
"T",59.725,52.121,51,81.717,"Class1",19.359,"D",9.866,60.413,71.547,65.703
"B",34.968,10.651,69,18.034,"Class3",46.42,"L",52.178,79.239,64.772,58.699
"G",34.582,9.937,62,23.898,"Class3",54.536,"R",56.044,36.782,59.808,82.84
"T",41.613,52.556,51,58.665,"Class1",17.772,"P",42.183,79.064,85.888,34.285
"G",35.067,22.662,65,20.474,"Class3",52.356,"L",55.067,78.763,62.905,96.701
"D",43.963,50.19,56,70.175,"Class1",23.33,"X",60.239,55.115,92.179,61.684
"H",46.603,58.632,40,13.987,"Class2",40.743,"A",46.016,79.923,13.738,17.237
"A",34.089,11.925,59,25.285,"Class3",50.899,"G",60.291,76.785,39.268,62.994
"A",35.962,5.982,64,26.419,"Class3",48.543,"G",55.522,26.601,49.341,80.288
"U",46.476,52.893,28,46.929,"Class2",70.871,"L",16.965,79.145,9.638,20.144
"B",35.171,14.243,62,6.529,"Class3",45.548,"R",51.023,33.968,68.826,NA
"T",46.139,50.254,55,44.486,"Class1",17.867,"P",57.626,45.6,67.924,NA
"A",35.693,11.811,71,33.717,"Class3",37.446,"X",46.734,51.973,52.56,73.036
"G",34.951,16.919,69,18.013,"Class3",50.601,"E",54.982,45.675,52.139,54.423
"H",45.177,28.843,27,54.259,"Class2",56.772,"C",42.056,78.124,7.555,17.893
"N",50.917,54.23,31,59.356,"Class2",60.986,"X",36.128,80.149,8.175,17.618
"H",43.349,42.51,30,81.368,"Class2",52.743,"A",42.84,82.31,16.21,26.103
"D",45.557,59.436,36,38.9,"Class2",67.108,"A",26.002,72.21,2.017,16.594
"G",35.453,18.96,68,16.823,"Class3",51.041,"X",58.682,93.61,86.398,69.608
"U",46.133,54.291,30,58.556,"Class2",49.12,"C",12.805,77.125,4.083,22.733
"U",50.035,42.529,33,82.283,"Class2",70.672,"X",42.721,80.8,9.904,20.332
"O",34.576,9.984,69,28.594,"Class3",45.696,"L",56.156,39.87,57.068,72.042
"S",34.359,16.109,71,21.765,"Class3",43.649,"X",57.355,41.312,13.733,69.353
"N",51.412,59.813,43,28.948,"Class2",39.91,"L",41.449,84.108,5.873,20.048
"B",33.988,13.029,65,37.335,"Class3",53.523,"R",47.23,71.972,3.28,79.686
"D",49.62,50.298,54,84.039,"Class1",9.982,"I",74.264,83.673,82.542,45.99
"D",46.227,57.247,33,50.215,"Class2",40.223,"C",17.71,85.909,15.297,22.235
