"RWC1","UKL2","GOX3","MNK4","QJY5","YOF6","TKP7","Output3","LKO8","RGK9"
13.609,47.374,99.534,29.166,"L",18,86.029,"Class2",31.161,83.894
34.175,44.655,52.245,49.715,"P",22,89.238,"Class2",8.756,28.876
4.258,24.444,56.199,64.033,"P",15,84.35,"Class2",15.285,24.793
53.941,60.314,17.03,21.92,"T",53,28.943,"Class1",20.54,75.891
49.021,-2.291,37.708,27.817,"K",36,52.519,"Class3",19.341,43.097
44.196,49.272,20.628,58.257,"X",37,58.931,"Class3",13.119,56.952
33.74,NA,20.152,36.25,"X",34,46.556,"Class3",12.993,56.311
53.603,65.43,43.013,59.69,"T",56,29.704,"Class1",14.18,77.031
33.667,54.323,24.417,43.374,"E",37,60.471,"Class3",14.426,45.679
11.711,29.531,62.833,-14.943,"K",22,86.986,"Class2",28.945,74.95
42.422,21.849,36.311,13.679,"K",35,49.842,"Class3",19.707,59.034
53.77,56.023,32.187,76.564,"I",55,38.252,"Class1",47.956,86.941
22.061,NA,77.374,48.793,"K",24,90.291,"Class2",26.178,83.943
52.918,31.198,39.714,48.174,"R",NA,63.39,"Class3",12.525,47.488
20.097,NA,25.287,55.054,"X",34,57.218,"Class3",18.104,49.286
29.613,39.669,65.466,20.435,"L",12,87.827,"Class2",12.878,72.143
53.901,75.593,21.969,54.508,"I",55,30.622,"Class1",33.619,81.49
36.328,30.362,52.59,58.968,"Q",24,84.373,"Class2",26.413,44.2
53.693,73.576,27.053,59.012,"I",52,40.845,"Class1",14.197,75.255
53.082,84.954,50.392,43.588,"I",NA,20.771,"Class1",38.139,82.213
53.285,56.029,48.206,47.896,"F",56,5.7,"Class1",36.586,87.02
45.947,31.642,32.299,54.339,"X",37,54.506,"Class3",19.687,48.272
22.114,10.944,31.34,49.357,"G",37,60.569,"Class3",14.961,49.372
11.345,12.826,59.18,1.34,"P",25,83.672,"Class2",22.427,40.036
53.096,62.758,18.487,32.456,"F",53,21.346,"Class1",59.164,85.669
53.868,70.657,69.204,17.627,"J",51,11.342,"Class1",18.779,85.126
53.794,61.854,29.868,29.939,"J",51,44.092,"Class1",46.743,73.708
31.506,3.516,30.289,45.59,"K",36,62.46,"Class3",14.526,50.931
34.402,23.128,73.654,24.655,"K",28,88.135,"Class2",16.84,48.362
38.141,24.96,37.868,105.903,"R",34,49.472,"Class3",11.769,46.095
53.184,64.674,20.694,52.565,"F",56,30.272,"Class1",36.327,87.713
17.445,46.863,56.35,50.214,"W",27,87.486,"Class2",29.817,55.634
53.77,58.809,35.246,50.243,"F",55,26.294,"Class1",33.859,79.666
26.092,10.262,26.264,54.537,"G",35,58.415,"Class3",13.169,56.782
20.796,54.615,69.378,40.154,"K",10,87.001,"Class2",24.343,72.182
53.261,56.606,29.824,37.935,"U",51,37.38,"Class1",44.894,90.693
53.263,68.955,34.867,48.747,"I",54,25.995,"Class1",18.297,91.186
53.662,51.919,34.6,39.682,"U",NA,26.163,"Class1",50.496,75.304
28.581,23.25,32.125,62.157,"X",37,49.921,"Class3",15.593,46.435
26.2,42.702,88.749,39.836,"P",18,84.019,"Class2",26.034,55.452
47.56,5.624,29.804,70.341,"R",NA,54.712,"Class3",17.49,56.696
24.31,36.992,73.198,33.42,"P",38,86.319,"Class2",29.787,63.227
50.382,11.021,17.551,33.925,"K",37,55.315,"Class3",15.86,54.687
24.727,32.924,23.471,68.755,"X",34,60.906,"Class3",13.356,47.976
53.173,36.28,42.586,55.156,"F",50,39.542,"Class1",47.404,88.104
21.263,30.838,30.627,87.619,"W",31,86.703,"Class2",24.294,67.835
20.543,32.898,73.158,18.359,"K",17,86.614,"Class2",19.094,64.264
23.401,32.433,25.946,60.039,"K",NA,63.058,"Class3",15.539,49.964
22.488,20.085,61.523,12.024,"L",25,87.083,"Class2",28.63,25.045
30.473,23.655,48.616,25.086,"Q",13,84.835,"Class2",11.503,29.064
27.169,33.281,51.433,-9.408,"W",10,88.619,"Class2",17.666,60.859
53.91,65.944,48.994,34.883,"T",50,-0.001,"Class1",54.912,81.148
53.78,61.321,39.011,55.381,"J",57,30.152,"Class1",30.125,82.873
53.094,39.871,46.87,52.623,"F",52,50.381,"Class1",56.58,91.12
18.499,17.698,36.264,48.425,"G",35,53.571,"Class3",19.68,47.363
10.568,32.056,77.669,58.547,"P",NA,88.415,"Class2",13.396,32.668
44.63,28.537,21.273,21.616,"E",35,52.882,"Class3",11.339,58.155
24.793,24.699,65.176,49.823,"Q",14,89.006,"Class2",27.402,66.161
34.096,50.719,90.572,29.624,"Q",14,86.43,"Class2",18.66,84.771
53.389,58.229,32.307,48.611,"T",50,28.057,"Class1",59.523,81.759
4.229,26.79,51.505,23.169,"Q",39,87.914,"Class2",19.713,29.186
16.555,25.77,42.414,61.789,"P",33,86.56,"Class2",13.071,46.834
53.948,68.644,38.263,38.484,"F",55,44.147,"Class1",45.86,90.061
34.799,24.838,62.878,22.6,"Q",35,86.88,"Class2",25.582,43.877
33.794,17.309,34.155,50.681,"R",35,64.435,"Class3",13.145,46.245
20.225,45.412,64.144,55.235,"L",11,86.532,"Class2",22.584,23.681
37.588,25.88,30.226,35.09,"X",34,61.162,"Class3",14.095,50.968
33.72,37.691,79.189,31.582,"L",13,87.606,"Class2",30.678,79.048
53.17,86.315,57.634,49.042,"J",57,41.32,"Class1",48.129,74.267
34.485,19.141,30.032,37.219,"E",37,56.881,"Class3",18.74,44.639
53.582,46.981,64.165,29.077,"U",54,25.522,"Class1",27.826,89.313
53.714,72.726,23.713,59.603,"F",56,36.312,"Class1",19.442,77.129
34.098,15.622,29.943,38.443,"K",34,48.216,"Class3",11.586,55.158
52.958,25.095,21.22,60.973,"X",36,64.348,"Class3",18.924,58.614
53.292,59.926,43.713,61.566,"I",56,24.265,"Class1",32.043,72.658
26.926,29.144,43.376,6.183,"K",14,87.491,"Class2",19.962,72.55
36.681,15.448,28.494,78.225,"R",37,56.713,"Class3",11.059,54.691
53.999,44.351,75.546,53.138,"T",56,14.614,"Class1",59.602,87.279
30.486,26.147,26.614,35.766,"G",34,52.34,"Class3",17.398,50.88
50.945,30.708,30.318,10.661,"X",35,55.758,"Class3",15.844,55.939
15.798,46.684,61.874,5.83,"K",21,84.98,"Class2",11.072,26.282
20.721,48.154,24.603,31.143,"R",35,51.356,"Class3",18.518,52.661
32.631,2.892,37.204,42.098,"E",36,56.824,"Class3",16.585,47.821
23.465,39.613,77.344,39.081,"W",40,87.648,"Class2",32.58,71.086
32.766,-11.242,21.384,-2.97,"R",37,50.273,"Class3",14.006,52.614
53.881,63.057,35.905,30.393,"J",50,48.114,"Class1",23.805,85.479
22.845,47.216,64.799,60.214,"K",30,86.222,"Class2",34.485,79.255
53.584,66.317,35.275,47.152,"T",56,38.546,"Class1",30.684,81.636
43.358,43.477,23.055,87.625,"X",37,50.034,"Class3",18.466,54.855
53.124,60.39,36.796,60.631,"J",57,37.691,"Class1",16.643,88.244
18.771,28.895,23.903,43.605,"K",35,54.078,"Class3",13.389,56.893
30.824,9.082,77.836,35.327,"P",37,88.805,"Class2",34.079,66.903
53.689,65.011,61.644,50.684,"I",56,41.906,"Class1",55.235,89.569
34.701,46.028,80.421,79.475,"P",13,87.801,"Class2",32.116,56.413
25.244,25.745,70.081,28.681,"L",31,90.133,"Class2",32.862,55.785
53.807,69.646,31.433,48.178,"T",NA,38.339,"Class1",51.179,80.944
30.922,-2.955,28.623,69.71,"G",36,59.747,"Class3",12.422,49.952
53.936,71.058,24.44,23.931,"J",50,39.725,"Class1",26.827,85.438
48.485,62.096,33.301,51.648,"X",37,59.022,"Class3",12.374,49.599
27.219,23.165,76.964,67.608,"P",22,85.838,"Class2",29.884,30.714
5.957,25.449,57.736,93.5,"K",13,86.009,"Class2",19.569,42.633
34.701,27.758,62.641,67.539,"L",24,84.766,"Class2",24.407,48.395
18.804,31.762,76.482,55.915,"L",14,86.424,"Class2",8.322,43.045
31.446,29.969,75.495,95.548,"L",39,86.986,"Class2",7.759,77.785
53.366,79.887,48.831,60.75,"T",55,53.486,"Class1",20.924,84.035
53.18,56.801,52.977,50.66,"F",52,28.694,"Class1",28.169,72.723
34.322,36.059,67,55.424,"Q",18,85.475,"Class2",27.548,21.35
44.636,16.831,21.405,9.094,"E",36,53.685,"Class3",19.869,49.821
47.077,27.263,43.085,37.374,"G",34,49.202,"Class3",19.412,47.175
26.277,36.478,82.089,88.967,"K",16,87.982,"Class2",27.381,59.601
20.699,27.546,73.39,77.748,"P",29,87.887,"Class2",13.908,81.866
53.618,84.729,60.535,53.178,"I",56,15.097,"Class1",59.831,91.037
28.226,-1.941,21.456,54.891,"R",34,61.587,"Class3",12.897,49.445
34.664,17.86,41.49,48.214,"L",14,87.718,"Class2",17.44,57.368
32.93,23.152,32.164,42.213,"K",35,50.958,"Class3",15.427,45.573
45.328,12.738,27.354,14.434,"K",36,58.88,"Class3",14.643,43.323
32.292,46.84,26.044,18.407,"E",34,52.662,"Class3",19.838,58.852
38.872,17.112,25.905,25.647,"K",36,65.975,"Class3",13.595,49.465
36.503,34.172,89.66,-39.735,"L",27,88.702,"Class2",20.61,35.874
53.58,59.72,5.37,31.788,"F",50,18.803,"Class1",50.86,91.619
53.765,68.973,71.631,30.386,"T",56,39.754,"Class1",46.973,83.832
8.257,31.02,45.817,85.177,"Q",NA,86.181,"Class2",29.44,28.15
18.551,13.874,21.356,42.827,"R",34,64.797,"Class3",19.302,52.595
53.938,54.424,45.781,56.167,"F",54,42.837,"Class1",52.075,89.196
53.448,53.743,40.656,29.389,"F",55,23.159,"Class1",25.82,90.885
53.433,54.89,38.888,46.409,"T",55,33.982,"Class1",16.975,75.953
36.718,6.429,76.266,31.365,"P",37,86.605,"Class2",34.365,70.056
21.708,19.488,73.817,76.218,"K",28,88.976,"Class2",15.899,55.186
16.307,46.54,84.045,49.333,"P",37,86.055,"Class2",24.464,29.26
5.866,21.155,65.148,36.667,"W",38,87.542,"Class2",26.669,45.21
29.276,35.043,18.55,25.372,"R",37,50.086,"Class3",11.206,43.527
18.133,31.994,33.089,5.964,"E",36,56.772,"Class3",17.765,50.637
53.556,66.287,75.677,53.445,"U",52,15.961,"Class1",41.009,74.028
22.248,45.775,83.891,45.093,"W",10,88.616,"Class2",32.107,58.396
53.938,76.755,72.149,52.922,"T",51,52.44,"Class1",22.211,79.821
28.766,19.74,60.512,40.432,"Q",20,88.195,"Class2",7.535,25.372
33.095,22.518,64.804,67.077,"L",18,87.262,"Class2",7.377,66.558
44.577,14.703,30.109,18.549,"E",34,51.043,"Class3",19.453,47.645
53.407,58.078,30.448,40.243,"U",56,13.001,"Class1",23.156,86.842
25.793,35.589,52.794,36.738,"W",32,86.93,"Class2",31.866,25.487
28.159,44.376,78.142,91.203,"W",41,87.439,"Class2",28.295,32.189
31.404,33.537,54.987,52.165,"L",NA,86.94,"Class2",12.593,82.537
49.022,6.604,30.55,68.196,"X",35,61.919,"Class3",12.366,44.829
15.536,32.631,78.426,73.839,"Q",23,87.417,"Class2",23.478,67.408
31.827,20.404,28.545,56.368,"G",37,60.966,"Class3",16.368,44.298
53.794,54.841,42.432,53.897,"F",56,21.079,"Class1",48.693,84.488
40.511,NA,25.499,27.558,"X",36,53,"Class3",13.891,55.473
30.317,9.245,19.076,28.675,"R",37,53.672,"Class3",19.872,48.07
53.313,75.422,71.358,39.356,"J",57,20.612,"Class1",26.184,75.931
48.756,42.612,29.42,5.426,"E",34,44.398,"Class3",16.854,50.421
35.098,28.773,32.621,10.225,"X",36,57.243,"Class3",15.394,45.459
53.283,59.076,38.776,32.766,"T",52,43.289,"Class1",33.225,89.296
53.943,54.981,46.557,43.634,"I",55,25.471,"Class1",48.122,90.348
18.534,20.901,30.693,37.592,"G",37,47.086,"Class3",16.5,59.505
19.641,28.38,79.416,11.469,"L",32,86.304,"Class2",25.095,38.611
4.431,30.866,61.658,29.679,"P",26,87.383,"Class2",23.773,62.181
24.533,58.869,28.114,38.066,"K",15,87.705,"Class2",28.024,24.358
28.126,28.88,18.25,22.286,"X",34,54.836,"Class3",17.284,49.556
53.603,62.691,35.465,44.716,"U",50,32.353,"Class1",48.099,88.462
51.267,7.347,22.51,55.531,"E",36,57.256,"Class3",13.452,50.774
25.987,37.65,85.69,40.628,"L",10,86.515,"Class2",9.801,80.795
53.576,64.059,44.917,46.911,"F",52,56.653,"Class1",30.896,91.059
32.398,29.807,105.042,-46.13,"W",41,88.561,"Class2",12.461,45.434
50.378,24.121,26.205,-11.72,"G",37,64.679,"Class3",13.188,58.043
53.999,63.076,34.328,54.502,"T",57,34.606,"Class1",59.092,78.407
27.236,-1.737,17.127,13.303,"K",34,55.7,"Class3",13.904,49.602
53.268,76.33,30.909,47.874,"I",55,58.6,"Class1",18.885,89.71
53.631,43.385,56.713,70.384,"I",52,35.06,"Class1",43.769,72.636
10.626,29.71,83.498,55.493,"K",26,86.067,"Class2",11.964,38.505
17.087,26.301,89.521,27.662,"Q",NA,86.765,"Class2",22.389,26.098
31.304,19.415,72.16,29.1,"Q",37,89.479,"Class2",18.633,21.744
53.737,52.413,21.348,13.274,"F",57,47.19,"Class1",42.76,78.65
53.061,73.815,32.918,49.958,"T",55,0.612,"Class1",49.344,87.927
23.7,14.896,64.76,50.158,"W",34,88.74,"Class2",23.714,54.843
53.926,71.215,15.341,54.35,"J",57,44.769,"Class1",23.476,80.058
32.563,3.514,25.116,61.323,"K",37,50.626,"Class3",11.519,51.755
7.941,30.426,72.056,29.296,"P",13,88.109,"Class2",23.518,49.334
47.758,34.983,38.027,37.839,"G",34,52.124,"Class3",12.45,47.878
40.983,39.015,20.718,52.643,"G",37,57.127,"Class3",16.097,44.581
53.697,62.227,22.598,28.003,"U",52,30.415,"Class1",55.46,72.265
28.473,31.849,26.946,93.16,"K",35,55.069,"Class3",16.662,49.615
11.552,26.868,50.431,39.109,"K",24,86.908,"Class2",12.519,33.46
53.48,51.918,37.546,56.892,"J",50,27.283,"Class1",39.804,78.741
53.802,69.329,45.332,61.593,"J",55,40.75,"Class1",49.375,84.016
53.518,67.98,26.067,58.198,"I",50,30.177,"Class1",34.473,80.199
40.456,19.318,24.398,24.47,"E",34,52.166,"Class3",14.219,52.476
32.315,42.993,29.898,19.323,"K",37,60.938,"Class3",12.048,59.953
53.25,70.922,72.88,42.113,"I",51,25.139,"Class1",45.021,87.039
23.669,33.989,20.77,50.198,"K",35,70.04,"Class3",17.135,52.575
53.27,70.246,26.191,48.454,"U",51,31.679,"Class1",58.354,90.893
53.656,79.129,35.845,56.566,"I",NA,51.209,"Class1",17.904,75.057
12.97,56.64,50.372,35.698,"L",34,87.082,"Class2",11.508,69.799
8.768,15.18,45.861,64.692,"Q",33,88.894,"Class2",8.034,76.715
9.162,23.55,52.801,85.903,"K",40,85.132,"Class2",27.09,25.302
37.636,15.165,25.863,11.05,"X",37,54.575,"Class3",14.037,54.93
47.834,32.181,33.304,33.744,"G",35,47.335,"Class3",11.405,54.838
53.95,73.071,50.555,43.698,"U",51,29.736,"Class1",35.12,85.034
53.09,68.492,45.718,49.512,"T",55,4.667,"Class1",32.495,82.929
23.217,16.338,19.243,53.883,"R",35,54.353,"Class3",17.875,48.799
29.922,33.874,26.975,30.897,"G",36,54.641,"Class3",15.552,55.63
40.358,16.888,23.346,15.591,"G",34,59.953,"Class3",14.714,56.752
4.319,21.033,82.367,5.138,"W",31,83.42,"Class2",31.447,42.977
53.146,NA,25.396,45.043,"J",54,41.379,"Class1",16.915,73.341
29.92,65.628,36.542,37.58,"G",34,46.34,"Class3",12.098,46.978
53.611,46.123,21.734,49.613,"T",52,48.82,"Class1",26.524,76.936
52.361,23.732,25.606,5.754,"R",34,50.652,"Class3",14.109,43.464
43.002,11.426,30.673,39.04,"E",34,57.926,"Class3",18.096,52.12
17.473,37.975,84.811,37.192,"P",11,87.188,"Class2",24.466,85.914
27.755,NA,79.423,68.773,"P",19,83.387,"Class2",10.719,64.294
53.58,65.955,53.132,46.751,"I",53,35.927,"Class1",39.446,89.528
48.066,37.623,25.602,29.66,"R",34,51.359,"Class3",14.699,55.455
35.429,16.53,55.413,45.736,"W",17,90.453,"Class2",25.36,70.531
44.436,42.356,23.376,2.089,"E",36,54.602,"Class3",11.529,53.085
53.82,68.417,49.44,56.842,"U",57,31.43,"Class1",43.042,82.674
53.192,73.907,34.305,47.167,"F",56,18.27,"Class1",14.141,75.509
53.887,63.012,54.209,71.114,"I",55,45.088,"Class1",55.001,89.79
53.35,86.749,45.793,71.435,"T",57,32.502,"Class1",54.039,81.569
53.785,47.408,33.316,50.204,"I",50,31.709,"Class1",47.33,88.521
24.95,44.485,66.811,-13.769,"P",17,86.831,"Class2",7.906,41.064
45.606,61.924,29.079,21.732,"R",35,59.38,"Class3",11.811,57.264
53.287,72.361,37.659,50.659,"J",54,26.433,"Class1",44.711,74.918
53.446,66.372,60.464,64.858,"J",52,21.201,"Class1",23.653,88.651
38.444,9.46,19.82,9.981,"R",35,44.888,"Class3",17.416,54.769
35.031,11.554,45.473,49.979,"P",23,86.785,"Class2",31.432,83.489
13.59,15.679,51.742,43.874,"Q",34,85.077,"Class2",15.992,64.579
11.411,41.58,59.846,98.78,"Q",25,85.87,"Class2",28.632,36.129
28.952,32.033,18.854,29.207,"G",34,57.575,"Class3",19.603,54.168
29.597,29.747,31.541,16.73,"R",34,60.75,"Class3",12.505,49.478
6.098,30.484,62.905,61.539,"P",NA,87.3,"Class2",12.646,60.848
53.413,66.604,45.425,38.309,"U",55,51.221,"Class1",16.696,86.722
53.642,61.436,35.433,36.76,"I",50,10.956,"Class1",18.065,88.309
50.699,21.972,27.122,45.447,"R",37,58.728,"Class3",15.645,55.465
36.99,36.16,29.989,53.619,"K",36,57.337,"Class3",18.395,43.138
50.964,34.914,31.412,53.129,"X",37,52.807,"Class3",11.009,59.311
36.363,27.003,60.141,76.9,"K",36,87.051,"Class2",15.586,25.652
7.539,NA,58.273,53.733,"L",40,86.07,"Class2",16.314,78.96
28.352,42.471,36.531,36.533,"E",36,63.232,"Class3",17.719,51.272
34.976,39.478,33.481,-6.869,"L",36,86.415,"Class2",34.369,84.284
20.352,30.836,29.679,92.419,"L",17,85.036,"Class2",28.384,39.034
23.098,37.247,89.566,22.134,"Q",23,85.695,"Class2",21.556,67.002
25.703,47.578,80.204,59.803,"K",15,86.892,"Class2",29.717,23.477
53.19,70.909,39.499,43.486,"I",50,34.674,"Class1",19.581,91.918
53.138,57.691,23.998,66.02,"T",54,23.019,"Class1",17.66,87.199
24.011,23.559,27.427,37.99,"R",36,55.185,"Class3",17.183,50.524
53.455,71.412,9.691,41.743,"U",53,21.967,"Class1",49.139,87.843
4.29,37.267,72.271,-3.571,"W",16,87.672,"Class2",20.624,57.519
53.815,81.429,42.46,52.352,"T",51,9.102,"Class1",23.674,77.744
36.861,17.887,63.31,27.836,"L",12,90.598,"Class2",26.979,29.259
38.7,-8.586,20.203,3.082,"G",37,53.495,"Class3",12.717,58.516
11.968,30.071,41.8,-2.458,"P",30,88.838,"Class2",12.815,28.352
14.13,13.892,92.213,41.972,"Q",10,88.928,"Class2",11.363,66.126
8.217,17.086,85.426,40.595,"W",30,86.724,"Class2",15.226,78.994
40.017,2.067,19.422,40.064,"E",37,53.416,"Class3",14.781,50.103
19.66,-7.876,29.619,45.143,"X",34,54.743,"Class3",19.967,55.928
29.838,-26.896,22.627,23.247,"E",34,51.942,"Class3",11.131,52.202
22.548,13.984,62.232,47.092,"Q",23,87.651,"Class2",27.065,53.796
18.882,35,24.896,-16.26,"R",36,59.124,"Class3",15.344,46.594
47.766,40.462,32.385,47.347,"X",36,58.923,"Class3",11.121,56.409
31.292,43.806,36.135,74.671,"P",31,85.61,"Class2",15.011,76.445
8.96,NA,23.986,-0.101,"P",13,85.899,"Class2",18.252,35.134
49.371,34.947,16.599,38.063,"X",37,62.252,"Class3",13.972,53.416
34.983,15.152,101.365,96.502,"P",38,88.672,"Class2",30.373,45.092
33.131,53.945,21.91,42.724,"R",35,57.146,"Class3",15.354,43.157
34.663,27.813,32.094,54.298,"X",36,53.82,"Class3",18.746,44.441
53.362,81.898,36.697,48.804,"I",50,36.606,"Class1",54,88.167
52.695,21.934,21.474,14.593,"E",34,63.141,"Class3",16.86,46.902
53.018,56.078,70.919,29.935,"F",54,34.037,"Class1",30.349,85.158
29.012,NA,52.144,71.172,"P",23,87.701,"Class2",14.917,27.125
53.042,73.593,59.057,58.127,"F",54,56.715,"Class1",28.32,81.672
17.99,45.692,63.052,61.759,"P",37,88.634,"Class2",15.362,86.673
53.321,71.255,42.796,60.143,"J",NA,55.239,"Class1",26.066,83.517
33.283,34.566,102.181,11.7,"P",34,87.092,"Class2",33.936,37.094
40.135,-4.182,15.302,62.212,"E",37,59.21,"Class3",15.724,53.786
23.052,NA,67.942,75.565,"P",35,86.445,"Class2",28.348,72.538
42.164,NA,32.49,36.5,"K",NA,54.711,"Class3",19.23,48.586
53.262,58.967,45.954,63.468,"I",54,30.243,"Class1",59.629,84.028
49.808,31.118,36.564,71.955,"G",34,57.542,"Class3",14.571,56.006
14.195,43.662,70.027,31.493,"K",38,89.795,"Class2",18.824,22.499
53.622,56.351,68.505,35.732,"I",NA,25.006,"Class1",58.117,77.537
53.391,78.346,51.718,34.225,"F",56,-11.286,"Class1",40.269,77.085
53.429,59.115,24.685,49.841,"T",57,43.99,"Class1",42.912,88.991
9.943,41.625,68.377,30.759,"K",16,86.625,"Class2",30.84,33.297
48.544,12.46,29.151,55.576,"R",36,53.343,"Class3",18.995,53.625
46.967,14.704,31.02,45.9,"K",35,58.581,"Class3",16.195,51.282
26.703,31.587,59.707,8.079,"K",15,86.952,"Class2",13.155,78.905
39.216,25.695,36.021,34.167,"R",NA,53.424,"Class3",13.514,59.798
52.196,36.09,23.716,17.657,"G",34,64.904,"Class3",14.105,51.901
53.078,71.558,33.453,46.9,"J",51,34.922,"Class1",22.76,85.622
31.93,16.818,49.64,39.282,"K",33,85.658,"Class2",31.042,85.199
36.002,13.272,76.656,3.261,"P",39,87.187,"Class2",13.397,47.525
39.033,47.52,20.023,44.368,"R",36,53.791,"Class3",16.278,44.835
53.943,85.18,65.986,66.146,"U",57,16.394,"Class1",36.117,82.809
31.526,30.767,25.844,52.397,"G",35,58.113,"Class3",18.535,58.512
49.601,33.459,17.074,50.534,"K",35,54.743,"Class3",16.181,52.331
19.406,27.596,25.537,22.491,"K",35,49.596,"Class3",16.266,43.995
52.337,5.793,36.125,43.178,"G",34,53.309,"Class3",14.176,52.715
53.663,53.098,47.133,51.295,"F",56,53.526,"Class1",44.241,89.368
31.165,22.857,30.297,47.695,"X",35,59.856,"Class3",15.678,58.759
35.09,25.379,23.586,28.16,"X",37,66.405,"Class3",17.235,59.088
53.578,77.151,40.894,66.207,"I",50,6.477,"Class1",40.512,90.392
31.825,28.483,58.028,28.761,"W",15,87.19,"Class2",13.783,66.944
10.845,26.482,59.098,12.566,"W",41,87.106,"Class2",10.426,84.06
53.206,68.435,57.272,40.789,"U",53,55.402,"Class1",51.714,85.644
51.704,21.107,33.539,16.842,"G",37,61.439,"Class3",11.47,48.995
28.947,15.86,26.957,34.304,"X",35,60.458,"Class3",16.08,43.441
21.479,16.458,31.505,-2.096,"G",36,56.2,"Class3",17.916,46.828
36.711,32.443,69.37,70.085,"Q",18,87.637,"Class2",27.003,45.031
13.433,29.982,73.849,26.855,"P",29,86.887,"Class2",24.207,49.828
41.058,39.099,26.675,44.435,"X",35,52.038,"Class3",15.239,50.645
42.602,32.163,24.646,61.999,"R",37,54.023,"Class3",15.143,59.387
53.836,72.328,45.904,47.697,"I",57,5.043,"Class1",42.978,75.826
53.84,77.772,33.219,48.441,"I",53,65.931,"Class1",43.82,73.655
26.211,12.078,17.524,28.648,"E",37,47.885,"Class3",16.667,55.281
35.914,10.363,21.664,4.73,"E",34,57.927,"Class3",12.483,44.833
7.529,21.968,47,-25.283,"W",38,86.065,"Class2",28.761,73.858
15.726,26.586,83.641,47.376,"L",23,86.935,"Class2",7.23,40.366
25.478,17.963,27.024,47.947,"K",35,56.886,"Class3",13.991,54.759
53.164,47.978,2.305,48.474,"T",56,42.129,"Class1",28.115,83.58
53.721,76.11,32.374,44.916,"U",52,39.866,"Class1",36.298,85.828
28.342,25.081,67.639,15.709,"Q",14,87.012,"Class2",29.309,27.885
32.065,15.97,33.798,33.499,"K",NA,48.492,"Class3",14.895,59.011
53.802,68.814,53.872,31.466,"U",54,22.417,"Class1",22.693,77.976
53.29,60.445,48.525,49.275,"U",NA,33.758,"Class1",18.502,83.602
44.976,15.037,33.425,66.243,"E",35,50.896,"Class3",17.514,54.677
27.435,27.545,59.951,72.808,"L",38,87.127,"Class2",22.31,63.389
53.107,55.845,15.236,52.179,"U",56,41.18,"Class1",42.24,87.029
18.967,18.335,73.294,11.653,"Q",12,87.844,"Class2",25.817,63.973
25.531,55.938,28.934,41.628,"X",37,52.942,"Class3",19.351,43.463
53.405,78.285,64.932,58.764,"J",53,40.283,"Class1",36.502,87.776
34.857,39.919,99.407,31.736,"K",21,86.957,"Class2",16.873,47.753
20.554,45.618,94.222,29.528,"P",36,84.448,"Class2",30.387,54.133
53.846,64.753,54.918,63.755,"F",54,28.714,"Class1",59.775,76.371
19.095,20.8,78.537,-0.82,"P",16,86.171,"Class2",20.628,56.336
53.139,86.279,9.055,54.753,"T",54,44.559,"Class1",41.382,79.785
53.046,59.598,24.786,66.997,"F",52,15.745,"Class1",52.548,76.796
16.886,25.583,62.45,4.922,"L",41,86.613,"Class2",23.964,80.733
24.722,20.091,26.529,11.771,"K",34,51.502,"Class3",14.138,52.038
53.091,70.472,46.987,60.272,"F",50,61.479,"Class1",50.063,83.06
23.579,41.29,32.946,40.75,"E",35,52.175,"Class3",19.432,52.973
6.61,35.991,62.102,45.519,"P",33,86.274,"Class2",29.864,31.486
53.701,51.77,16.637,36.198,"I",54,29.504,"Class1",45.981,82.057
30.413,54.576,26.589,28.18,"L",10,87.661,"Class2",7.403,65.421
53.467,NA,26.181,47.808,"U",53,37.342,"Class1",38.576,78.473
23.516,14.197,28.374,-6.011,"E",35,51.653,"Class3",17.774,54.96
18.02,28.234,56.747,34.387,"K",37,87.626,"Class2",31.238,59.776
16.678,18.263,52.747,28.822,"L",15,87.365,"Class2",15.556,34.726
53.419,62.772,20.56,42.713,"U",50,35.888,"Class1",15.855,72.157
53.055,62.417,77.506,34.273,"I",51,23.542,"Class1",14.698,87.704
52.371,27.829,35.674,36.925,"K",35,61,"Class3",12.77,46.404
40.713,10.014,22.089,17.984,"X",35,62.536,"Class3",13.192,44.375
21.826,35.484,53.525,88.154,"K",41,86.273,"Class2",27.746,81.873
43.505,69.615,32.278,29.174,"R",34,56.648,"Class3",16.123,54.654
9.65,26.095,51.14,65.939,"L",40,86.237,"Class2",9.067,85.735
22.745,12.895,24.486,50.958,"E",35,60.967,"Class3",18.921,48.67
53.156,57.107,38.333,34.227,"I",50,26.444,"Class1",24.723,79.827
53.356,62.493,39.291,53.53,"T",NA,21.649,"Class1",36.266,91.887
13.729,36.286,63.971,34.149,"K",NA,85.406,"Class2",22.685,78.282
10.373,36.889,61.409,29.25,"Q",12,88.344,"Class2",25.247,40.501
34.236,28.108,17.565,41.168,"R",35,60.664,"Class3",14.274,53.316
18.734,17.383,86.187,-1.791,"K",24,85.56,"Class2",31.65,85.707
33.949,37.981,50.241,73.019,"L",31,87.399,"Class2",10.544,78.706
18.68,33.433,57.042,17.955,"L",31,86.795,"Class2",34.826,65.154
20.204,22.181,77.385,61.674,"Q",10,84.589,"Class2",11.512,26.03
20.363,7.555,19.326,27.675,"E",34,55.771,"Class3",16.301,54.807
53.31,67.383,44.656,48.402,"T",53,44.286,"Class1",46.884,86.928
