"QWE1","UFS2","XRO3","RPX4","QFI5","IBH6","RUJ7","GBR8","GWJ9","Output10","AZU10","GOC11"
28.621,"B","C",27.843,32.39,30.253,51.654,59.567,49,"Class1",41.138,73
91.707,"B","U",79.708,61.504,43.858,42.453,24.399,58,"Class3",67.265,11
68.792,"L","N",76.643,63.159,62.437,19.317,8.018,42,"Class2",65.159,84
44.643,"Q","C",30.715,18.413,34.818,59.317,85.477,56,"Class1",45.047,74
52.721,"F","S",28.253,12.877,22.354,48.648,62.922,34,"Class1",50,82
NA,"L","Q",55.383,60.037,58.987,27.655,88.461,43,"Class2",44.376,78
62.141,"A","F",84.622,45.502,63.193,45.649,26.675,39,"Class3",56.837,29
22.31,"B","Z",26.997,20.246,45.586,41.882,44.171,41,"Class1",44.501,80
28.221,"Z","N",65.153,56.725,60.194,45.93,38.171,40,"Class2",28.406,84
49.18,"L","U",71.579,50.567,45.811,44.8,33.374,82,"Class3",76.332,25
84.047,"T","S",33.347,53.887,43.916,73.289,6.871,36,"Class2",41.543,83
57.661,"L","P",27.717,35.986,28.159,-21.367,52.402,45,"Class1",33.987,74
55.845,"I","O",76.831,61.368,49.305,58.509,25.908,34,"Class2",50.484,80
77.977,"T","Q",68.346,60,48.197,35.848,79.666,40,"Class2",46.359,80
51.593,"L","Z",35.464,11.948,37.59,97.726,48.775,36,"Class1",47.556,86
94.673,"B","P",78.205,54.811,22.265,44.723,34.939,51,"Class3",57.838,22
37.045,"B","S",30.199,15.909,10.922,43.34,70.426,32,"Class1",44.243,NA
NA,"I","O",25.899,63.722,36.684,70.403,32.511,42,"Class2",26.879,80
13.366,"I","S",44.235,63.098,45.947,115.579,86.333,40,"Class2",58.301,89
72.649,"L","Y",60.321,66.885,55.967,43.006,58.31,43,"Class2",56.407,89
54.068,"B","P",31.017,50.207,8.259,22.776,83.675,31,"Class1",39.188,85
55.593,"R","R",67.945,48.247,58.884,44.071,27.098,16,"Class3",57.317,40
59.672,"Q","K",32.285,11.924,50.88,15.413,26.124,48,"Class1",38.417,67
NA,"Q","Z",33.096,14.357,25.082,2.096,66.739,56,"Class1",43.897,75
18.249,"L","S",64.947,54.673,61.705,81.714,8.483,35,"Class2",59.707,93
38.278,"I","Q",64.662,64.445,69.393,103.257,46.246,43,"Class2",68.355,80
40.336,"L","P",86.218,61.786,56.354,46.442,38.238,38,"Class3",61.01,26
69.717,"L","R",76.901,56.478,97.075,45.078,36.018,66,"Class3",59.498,37
64.696,"R","P",77.515,54.914,84.699,43.916,39.005,63,"Class3",51.361,63
88.134,"M","F",62.297,49.285,15.942,44.894,6.043,13,"Class3",61.415,26
68.635,"T","N",76.462,62.399,57.427,60.741,84.818,38,"Class2",65.199,89
25.271,"B","S",31.38,10.879,14.932,33.239,71.067,32,"Class1",38.089,83
33.847,"L","P",63.94,52.217,36.915,47.408,19.564,43,"Class3",54.146,27
40.23,"L","S",27.373,15.609,23.843,39.834,48.106,51,"Class1",50.359,92
44.298,"Q","P",36.549,44.474,24.258,66.47,37.549,56,"Class1",35.889,75
65.299,"L","Q",40.746,60.797,57.679,42.65,80.247,42,"Class2",51.905,87
61.23,"Q","Z",27.577,18.397,22.163,1.301,25.862,50,"Class1",37.019,72
20.364,"F","S",22.96,60.136,50.998,42.59,39.61,33,"Class2",7.223,83
57.591,"M","R",68.531,58.03,32.416,46.758,30.44,30,"Class3",79.014,17
14.027,"T","O",43.912,65.722,52.568,47.166,71.09,33,"Class2",55.049,82
11.63,"I","Y",57.032,60.793,62.388,60.331,18.342,44,"Class2",56.928,85
89.519,"A","R",77.303,60.304,-3.845,44.14,29.584,51,"Class3",77.675,18
57.413,"R","U",54.02,50.153,57.624,45.066,31.489,81,"Class3",70.956,24
90.55,"T","S",36.759,60.817,44.534,36.627,43.538,41,"Class2",73.763,93
94.069,"R","U",68.511,66.08,67.979,48.69,37.253,88,"Class3",54.287,27
86.427,"M","U",60.115,51.18,56.131,43.973,16.022,9,"Class3",65.155,21
58.563,"B","C",28.004,16.187,32.144,41.446,70.245,35,"Class1",45.078,NA
33.138,"M","F",49.521,51.229,30.451,45.887,5.857,57,"Class3",56.775,21
60.42,"F","C",31.372,50.264,9.446,63.075,81.058,38,"Class1",42.114,75
45.099,"F","K",30.194,36.442,25.876,69.187,73.155,32,"Class1",52.606,78
NA,"T","Y",24.925,62.108,41.687,94.123,87.768,41,"Class2",37.195,90
46.087,"Q","C",30.704,21.823,36,51.953,40.034,33,"Class1",48.692,65
60.034,"A","P",83.879,48.757,63.637,45.046,14.426,60,"Class3",58.994,14
87.462,"L","F",71.164,55.854,37.593,48.091,38.912,15,"Class3",69.172,9
28.956,"I","S",50.14,59.857,57.626,48.943,11.277,37,"Class2",22.276,92
75.799,"F","Y",54.423,61.335,56.346,49.502,57.661,41,"Class2",54.86,NA
41.186,"A","R",74.002,61.817,41.804,43.439,14.505,36,"Class3",58.493,53
86.115,"Z","Q",58.93,62.92,42.25,81.251,7.65,44,"Class2",58.736,86
39.292,"M","R",70.24,52.242,62.384,44.899,22.495,43,"Class3",62.479,11
78.583,"B","U",75.72,59.145,62.806,46.08,18.656,80,"Class3",74.842,34
38.779,"L","O",61.945,58.229,42.43,28.328,39.067,34,"Class2",50.8,86
25.346,"L","N",55.508,58.627,34.11,57.606,3.848,37,"Class2",59.757,88
NA,"L","S",68.641,63.38,59.885,69.125,47.878,43,"Class2",37.771,80
38.933,"B","F",59.036,37.217,114.54,49.86,9.943,24,"Class3",74.563,42
23.8,"B","S",33.49,22.342,25.626,66.474,70.522,47,"Class1",60.651,NA
30.443,"I","N",68.642,56.435,56.509,53.867,91.072,41,"Class2",41.015,80
72.148,"T","N",46.56,60.207,37.461,34.66,37.019,41,"Class2",65.574,NA
45.041,"I","O",35.911,56.829,67.478,70.426,67.867,44,"Class2",53.223,90
26.4,"F","S",33.294,34.114,24.319,72.783,38.733,31,"Class1",40.547,79
93.171,"I","S",75.748,55.447,55.049,102.237,91.036,41,"Class2",83.481,81
NA,"L","P",75.341,54.653,81.121,50.815,21.646,81,"Class3",67.386,20
42.873,"R","F",81.653,55.022,34.227,47.75,17.323,88,"Class3",68.043,51
34.703,"B","Z",31.051,13.195,32.389,74.762,47.839,33,"Class1",42.187,78
67.984,"F","O",30.234,60.264,49.99,80.499,33.419,36,"Class2",73.605,86
72.738,"R","F",59.968,50.658,22.391,40.034,23.958,24,"Class3",56.422,29
NA,"Q","S",31.946,28.919,24.022,42.373,30.748,45,"Class1",42.428,NA
74.306,"L","P",58.002,54.039,21.84,47.196,7.784,66,"Class3",64.451,29
30.852,"F","S",27.392,-5.025,22,46.646,31.123,43,"Class1",40.533,92
9.043,"Z","S",27.631,58.708,57.635,37.431,5.218,39,"Class2",24.18,84
20.091,"F","Y",40.548,63.908,45.388,49.405,52.292,41,"Class2",55.787,80
26.057,"V","K",32.84,17.348,15.853,27.702,65.934,29,"Class1",47.491,77
60.293,"F","K",28.144,21.85,31.023,98.804,80.717,49,"Class1",58.708,82
44.306,"L","C",34.189,30.547,31.495,35.86,28.627,49,"Class1",58.187,80
72.522,"B","P",70.199,47.21,50.721,40.46,28.933,50,"Class3",59.757,9
21.626,"I","S",55.681,64.175,49.53,57.812,75.343,39,"Class2",49.365,87
80.265,"B","F",54.223,48.606,73.181,45.577,14.412,35,"Class3",47.668,46
30.352,"Q","P",34.268,18.489,32.168,40.89,42.818,52,"Class1",61.552,94
25.655,"B","C",26.051,26.797,38.372,82.167,32.089,29,"Class1",52.944,94
78.394,"A","U",48.953,52.027,62.297,41.73,20.437,22,"Class3",62.446,30
48.25,"B","P",32.772,17.153,29.584,73.115,62.494,37,"Class1",47.963,89
86.993,"Z","O",26.02,55.894,39.352,66.466,67.681,39,"Class2",34.809,82
53.252,"F","O",25.481,61.103,53.374,53.037,58.091,43,"Class2",75.936,92
81.682,"A","F",66.386,46.944,66.563,45.006,19.524,30,"Class3",63.333,NA
42.455,"L","K",36.699,49.761,27.434,57.299,79.529,29,"Class1",42.584,82
38.355,"L","Q",30.52,57.342,44.753,99.415,32.462,42,"Class2",45.062,86
40.842,"Q","K",33.246,28.554,24.548,33.372,41.967,56,"Class1",39.888,86
51.201,"B","S",28.453,24.911,22.725,47.853,83.535,33,"Class1",49.859,82
54.147,"I","O",38.075,57.86,34.318,59.328,53.91,36,"Class2",71.217,NA
NA,"F","O",70.874,64.059,48.542,55.804,46.345,40,"Class2",48.426,91
33.418,"Q","S",36.338,51.871,22.115,82.935,70.347,30,"Class1",45.624,80
84.629,"Z","S",53.095,60.08,59.1,78.945,20.851,40,"Class2",47.457,81
26.929,"B","K",35.371,34.478,17.675,40.602,65.593,51,"Class1",43.646,66
90.413,"L","S",27.338,59.228,46.028,-6.169,6.409,33,"Class2",35.627,91
76.134,"F","S",48.599,56.175,48.483,15.172,27.369,34,"Class2",59.135,92
33.787,"F","P",31.832,40.771,24.552,44.551,49.289,39,"Class1",43.293,65
87.385,"F","N",30.896,58.201,68.729,89.633,66.66,43,"Class2",37.877,93
54.349,"I","N",65.794,58.929,39.712,90.507,75.427,41,"Class2",66.156,89
31.256,"F","Q",24.373,62.438,66.482,51.859,54.994,33,"Class2",43.015,92
46.174,"I","Y",60.43,57.158,54.116,2.354,90.095,39,"Class2",64.745,NA
54.469,"Q","K",27.551,21.104,30.99,22.946,86.738,44,"Class1",47.072,92
59.882,"B","S",34.228,18.895,37.82,38.72,80.251,31,"Class1",57.087,NA
84.382,"T","O",58.975,60.117,49.007,51.832,25.184,42,"Class2",22.428,78
32.113,"R","F",73.068,63.05,54.021,44.29,20.688,33,"Class3",38.685,46
54.766,"V","S",29.082,30.616,36.626,80.833,79.608,49,"Class1",52.433,81
32.097,"M","P",76.621,54.821,68.721,44.776,36.395,51,"Class3",55.364,15
26.333,"L","K",26.369,24.156,47.823,57.267,77.448,51,"Class1",33.587,89
28.877,"B","C",33.047,24.266,28.947,56.609,26.62,40,"Class1",42.529,78
86.616,"B","F",47.297,49.675,70.115,49.772,12.517,68,"Class3",55.604,NA
67.544,"R","J",54.211,54.341,69.657,45.697,12.739,54,"Class3",55.718,22
76.508,"B","R",51.551,54.957,41.47,45.159,35.812,27,"Class3",73.585,11
44.646,"L","P",31.398,2.661,24.38,72.525,52.922,44,"Class1",35.906,75
46.33,"Z","O",61.385,65.217,51.415,82.98,27.118,44,"Class2",56.903,81
55.181,"B","U",54.912,53.865,55.023,39.72,30.304,41,"Class3",69.946,9
NA,"F","Q",76.031,56.789,49.948,20.068,80.801,39,"Class2",66.993,82
52.425,"T","Q",53.905,63.735,56.747,92.395,13.63,41,"Class2",39.39,80
62.047,"F","S",40.841,59.711,55.234,61.259,59.005,35,"Class2",44.923,86
58.823,"L","Z",32.309,7.839,33.487,37.91,85.808,36,"Class1",48.06,69
65.59,"I","O",34.056,56.438,48.185,91.01,70.81,43,"Class2",59.102,89
48.825,"L","K",27.514,18.708,22.127,87.703,80.395,44,"Class1",53.796,81
37.039,"Q","S",36.199,31.649,35.276,63.206,35.198,56,"Class1",47.142,86
40.216,"L","Z",29.557,47.431,32.645,72.288,76.501,53,"Class1",43.71,86
55.936,"L","K",27.557,18.471,32.278,49.353,31.292,49,"Class1",42.876,73
21.815,"V","S",33.386,15.645,28.345,35.128,48.98,34,"Class1",56.586,76
60.791,"T","Q",76.957,58.266,46.307,89.082,56.602,35,"Class2",29.229,84
20.548,"Q","S",27.851,17.94,31.63,62.782,33.292,53,"Class1",46.728,81
76.206,"T","S",49.181,59.034,43.739,24.342,17.508,40,"Class2",39.936,81
33.441,"B","R",49.217,49.478,68.719,40.663,23.681,54,"Class3",69.547,NA
67.707,"R","F",60.976,55.968,57.977,40.282,22.851,35,"Class3",68.229,9
86.143,"L","J",47.951,56.872,56.635,41.085,20.587,79,"Class3",60.038,17
90.226,"L","P",70.984,57.886,32.385,43.142,20.546,71,"Class3",59.535,25
16.853,"F","S",34.26,61.268,55.286,29.654,82.773,40,"Class2",66.754,88
13.958,"T","N",59.063,58.969,46.045,45.237,44.998,39,"Class2",60.406,94
43.02,"L","P",65.173,54.809,31.285,49.251,28.431,11,"Class3",58.893,44
76.656,"L","F",85.03,49.12,35.93,41.33,31.232,80,"Class3",64.083,58
22.761,"F","Q",67.325,58.819,50.843,41.092,34.419,36,"Class2",58.031,88
28.973,"F","P",36.709,27.585,35.07,-24.787,33.249,52,"Class1",37.602,93
62.956,"B","U",86.755,59.52,103.373,40.617,23.751,72,"Class3",68.817,30
91.175,"F","Y",53.748,64.218,56.688,78.579,81.453,33,"Class2",40.584,91
NA,"L","U",70.573,60.953,43.485,46.164,28.416,55,"Class3",65.097,11
30.342,"B","R",83.11,52.757,47.384,47.766,11.963,30,"Class3",68.822,13
58.33,"V","K",29.485,41.385,31.359,52.916,25.232,31,"Class1",43.197,86
10.471,"F","O",62.553,62.357,53.928,63.597,78.827,35,"Class2",63.828,84
85.518,"R","J",67.423,58.494,56.669,45.622,41.704,85,"Class3",54.283,41
49.287,"I","N",52.128,60.797,67.307,58.391,37.677,41,"Class2",70.129,80
90.027,"Z","O",47.26,59.261,60.44,62.614,9.657,40,"Class2",60.472,87
90.182,"A","P",50.29,51.115,46.734,47.576,31.86,86,"Class3",42.077,44
47.528,"B","P",27.384,20.906,14.961,57.656,31.245,31,"Class1",47.822,89
44.226,"A","P",61.695,53.547,41.049,44.093,21.48,32,"Class3",50.231,39
20.95,"L","N",71.641,61.346,46.261,43.042,74.674,43,"Class2",69.095,94
63.738,"Q","K",29.578,7.786,21.439,56.496,61.554,33,"Class1",39.388,70
69.157,"I","N",45.397,58.604,58.67,52.076,71.816,33,"Class2",80.746,80
13.179,"T","N",27.983,59.343,45.36,58.654,89.95,34,"Class2",73.484,82
57.329,"F","Q",23.029,59.661,50.496,42.928,50.615,44,"Class2",45.19,84
37.488,"L","Y",74.018,67.524,48.994,42.564,64.233,43,"Class2",53.336,85
40.981,"V","P",29.607,27.667,36.52,48.38,65.413,44,"Class1",42.493,91
NA,"R","U",49.209,58.727,73.433,43.253,16.931,30,"Class3",56.508,20
48.775,"V","S",36.601,13.128,35.358,-3.23,39.73,28,"Class1",48.071,71
54.383,"I","S",35.879,62.068,59.078,33.98,91.098,34,"Class2",62.6,86
46.836,"F","C",31.996,44.976,31.194,32.39,69.473,55,"Class1",47.165,81
56.429,"R","P",76.235,49.653,-16.004,46.842,14.746,16,"Class3",59.405,59
58.786,"F","K",29.519,29.522,26.289,75.241,60.136,31,"Class1",44.973,77
54.741,"L","P",56.397,52.685,36.209,44.305,31.628,79,"Class3",73.338,23
83.749,"M","J",61.926,58.913,68.687,46.197,9.959,49,"Class3",73.375,NA
52.036,"R","J",68.797,55.93,60.067,51.224,7.308,84,"Class3",76.68,NA
32.408,"Q","P",27.615,27.457,12.031,27.387,75.432,37,"Class1",41.633,92
77.15,"A","F",55.093,51.685,23.431,51.183,38.185,49,"Class3",66.063,55
68.467,"T","O",74.298,58.756,61.218,53.598,73.902,36,"Class2",35.5,88
74.835,"F","N",51.619,56.792,28.228,86.998,47.125,37,"Class2",40.935,82
36.068,"M","U",66.01,52.957,45.8,46.624,39.842,54,"Class3",61.587,15
63.639,"B","C",30.894,13.517,23.638,90.119,72.328,41,"Class1",34.717,80
24.235,"F","C",32.388,30.584,25.85,60.958,67.456,31,"Class1",43.226,81
NA,"A","J",86.932,58.928,20.948,45.568,14.341,74,"Class3",65.076,38
NA,"M","U",51.928,57.246,41.656,45.605,5.152,63,"Class3",71.264,60
NA,"Q","K",33.7,5.676,17.421,55.498,32.882,53,"Class1",49.659,69
40.923,"A","R",55.832,42.572,39.284,45.277,23.068,84,"Class3",75.183,18
64.471,"T","O",40.488,61.635,49.009,72.353,15.761,35,"Class2",57.984,92
32.028,"F","S",36.949,22.053,33.122,22.38,35.268,55,"Class1",56.743,73
19.168,"T","S",57.873,62.104,65.846,28.478,15.638,39,"Class2",59.348,79
66.879,"R","P",76.079,48.463,72.464,44.25,33.998,45,"Class3",70.863,52
31.392,"L","F",65.089,44.812,-4.451,42.837,33.862,31,"Class3",61.325,57
NA,"B","F",53.693,49.645,28.005,41.194,39.491,76,"Class3",48.096,53
56.851,"R","J",48.152,54.584,68.427,44.813,14.744,84,"Class3",54.834,34
84.698,"B","R",71.847,54.274,50.65,44.13,41.739,55,"Class3",61.119,37
58.026,"L","Y",34.399,63.307,45.491,51.793,53.094,36,"Class2",48.257,89
82.066,"I","Y",43.159,69.294,40.822,67.175,36.136,44,"Class2",79.301,84
71.059,"M","P",70.183,59.486,47.865,47.007,26.553,9,"Class3",55.442,37
47.511,"R","F",49.421,59.67,32.691,47.11,6.033,23,"Class3",73.298,39
53.545,"B","P",29.205,7.986,34.647,57.512,54.545,56,"Class1",46.523,66
45.273,"B","K",27.74,26.108,22.365,97.549,33.493,46,"Class1",51.179,79
61.846,"F","P",36.563,31.046,34.084,57.582,83.038,48,"Class1",34.404,74
NA,"L","Z",30.984,28.112,33.581,51.326,39.45,41,"Class1",37.043,87
64.234,"L","Q",65.53,63.315,45,50.565,37.078,34,"Class2",50.02,83
39.897,"M","R",76.676,49.917,62.625,43.301,8.956,63,"Class3",61.459,16
58.892,"Z","N",23.731,57.474,55.774,93.867,67.057,36,"Class2",5.872,NA
41.824,"Q","Z",31.907,38.439,28.3,40.985,42.967,30,"Class1",41.802,86
79.132,"R","J",83.291,55.5,59.052,40.619,29.376,86,"Class3",64.194,11
53.387,"F","S",51.497,55.996,47.442,78.367,27.566,34,"Class2",44.917,80
38.945,"R","P",48.529,54.182,107.965,46.047,33.295,76,"Class3",69.927,46
38.966,"R","R",47.055,56.23,66.877,46.442,14.384,77,"Class3",60.585,31
28.066,"V","K",36.343,19.2,35.444,8.504,85.304,35,"Class1",41.631,83
54.85,"M","F",62.193,58.282,51.68,45.714,12.242,91,"Class3",60.962,58
54.648,"L","Y",53.171,57.294,64.831,26.418,83.026,38,"Class2",50.455,84
66.729,"Z","Y",37.235,53.778,49.2,25.742,38.616,40,"Class2",42.681,89
62.944,"M","R",69.829,58.926,65.901,42.653,27.909,67,"Class3",65.244,NA
28.46,"F","S",36.073,30.642,28.445,-14.473,42.807,28,"Class1",49.656,70
11.12,"F","N",25.179,58.012,65.649,92.387,28.526,35,"Class2",48.392,87
19.223,"V","S",30.61,50.98,36.003,58.391,46.632,28,"Class1",40.043,88
36.181,"F","P",30.241,19.211,37.731,34.117,43.17,28,"Class1",46.891,85
35.13,"Z","Q",34.429,59.554,45.694,79.242,26.617,44,"Class2",61.899,90
52.562,"R","R",48.475,56.928,98.649,43.639,29.865,71,"Class3",70.566,21
62.098,"F","C",26.666,4.093,28.386,44.405,81.199,49,"Class1",44.871,83
NA,"B","P",60.524,46.239,32.89,39.679,15.963,65,"Class3",60.658,50
27.164,"F","N",24.672,60.364,34.004,75.64,14.321,34,"Class2",50.4,81
71.855,"T","Y",67.159,66.13,54.305,33.561,90.616,40,"Class2",50.7,80
38.828,"F","K",27.828,28.129,35.365,22.468,76.715,46,"Class1",35.605,70
27.856,"B","C",33.903,23.336,47.674,51.889,34.471,28,"Class1",28.329,73
40.348,"B","P",47.715,52.893,19.162,47.948,20.991,80,"Class3",59.865,57
48.106,"R","P",73.087,61.827,44.777,40.993,15.055,10,"Class3",48.25,33
52.677,"L","K",35.576,34.554,25.559,67.557,27.182,46,"Class1",37.087,87
61.089,"B","C",27.13,18.497,33.414,13.061,68.759,45,"Class1",43.147,74
50.847,"Q","K",28.86,24.908,21.983,37.013,65.332,38,"Class1",57.606,86
20.533,"L","S",46.594,59.784,47.514,32.408,30.977,44,"Class2",49.038,79
25.159,"V","K",31.721,-3.511,36.842,58.127,39.383,53,"Class1",39.54,70
43.512,"B","F",81.376,47.424,28.847,43.923,11.584,70,"Class3",65.16,32
21.249,"L","Q",42.438,60.322,63.994,41.042,87.142,39,"Class2",41.765,79
93.724,"M","F",73.21,50.518,54.218,48.617,15.93,80,"Class3",57.631,59
54.586,"L","R",67.158,61.498,81.252,48.05,10.636,67,"Class3",49.249,34
25.609,"B","S",32.573,15.327,33.823,44.53,57.025,36,"Class1",36.783,73
71.792,"A","F",76.188,51.899,63.029,47.49,11.841,31,"Class3",54.327,11
22.981,"L","N",51.588,63.236,59.211,61.209,81.253,39,"Class2",61.554,91
85.395,"Z","N",53.48,63.15,66.815,73.472,10.822,37,"Class2",46.554,86
41.07,"Q","S",32.685,17.645,33.214,47.382,26.52,39,"Class1",35.618,92
86.07,"A","P",75.551,46.76,73.743,43.254,31.859,26,"Class3",69.142,30
41.052,"F","C",31.93,13.46,24.617,12.669,80.674,37,"Class1",32.461,94
58.958,"L","U",57.081,64.148,49.8,43.298,25.402,25,"Class3",67.332,22
60.765,"Z","Y",68.655,56.519,52.925,58.762,67.161,37,"Class2",66.381,81
63.852,"B","U",86.723,51.76,53.053,45.732,25.187,24,"Class3",59.024,26
38.613,"B","P",27.884,25.858,22.107,39.048,36.958,34,"Class1",48.834,96
71.345,"A","R",67.14,50.217,51.774,42.191,21.684,18,"Class3",68.996,11
90.204,"B","P",73.72,42.319,55.299,45.857,36.64,30,"Class3",70.918,51
31.197,"M","P",70.299,58.226,33.14,46.88,7.324,62,"Class3",62.001,24
NA,"B","P",31.11,20.933,33.91,89.493,33.292,41,"Class1",47.244,86
19.192,"V","P",28.899,44.246,20.755,82.52,36.73,31,"Class1",56.616,92
21.955,"L","P",36.056,-0.055,33.833,72,64.734,48,"Class1",40.309,73
34.147,"F","N",70.109,58.721,49.213,82.323,21.113,44,"Class2",22.811,82
NA,"T","N",32.929,59.206,41.409,94.299,72.347,38,"Class2",22.039,81
82.584,"Z","O",66.673,59.682,44.625,47.185,81.153,39,"Class2",46.039,83
42.681,"M","U",86.207,47.752,47.233,51.183,29.822,11,"Class3",58.159,59
50.594,"F","P",29.567,-4.247,13.673,109.45,25.862,51,"Class1",37.766,94
37.949,"B","P",34.16,22.426,36.599,45.217,75.67,54,"Class1",34.436,84
82.534,"M","P",70.188,60.698,114.891,41.837,5.509,85,"Class3",71.295,33
31.935,"F","S",27.794,63.671,59.852,57.668,61.9,35,"Class2",66.28,82
84.466,"M","R",80.751,59.267,30.252,47.724,28.27,68,"Class3",55.633,58
54.773,"B","K",32.022,28.107,40.703,52.092,66.363,51,"Class1",42.686,67
35.19,"Z","O",68.948,63.591,37.521,65.516,71.068,39,"Class2",18.877,78
60.291,"L","Z",34.536,29.243,32.9,70.103,43.481,41,"Class1",49.658,84
21.072,"V","P",31.821,31.249,45.433,45.293,34.581,51,"Class1",53.848,86
NA,"L","S",70.909,64.761,45.324,71.391,31.193,36,"Class2",54.792,80
83.294,"M","U",59.947,49.412,79.187,43.794,17.4,44,"Class3",56.664,37
72.249,"L","R",77.845,59.586,53.495,45.91,20.35,59,"Class3",60.729,8
NA,"B","Z",30.413,24.917,41.465,19.472,55.874,37,"Class1",60.652,86
50.521,"V","C",26.724,14.738,20.585,46.836,47.587,47,"Class1",47.891,68
44.954,"I","Y",59.705,58.447,46.596,42.934,76.426,42,"Class2",50.124,92
46.596,"I","Q",49.527,61.383,44.266,70.085,67.369,33,"Class2",69.104,83
67.862,"L","S",34.937,59.256,56.513,99.509,6.138,38,"Class2",58.338,89
86.09,"L","U",67.562,56.037,15.833,43.176,12.251,90,"Class3",62.38,50
72.078,"L","Q",64.209,66.019,64.771,57.031,17.65,44,"Class2",36.999,NA
35.398,"B","Z",29.538,14.128,36.446,34.795,62.532,44,"Class1",41.429,67
51.277,"I","Y",42.581,58.262,56.228,46.782,69.242,37,"Class2",38.544,87
45.256,"B","F",63.643,48.416,63.119,43.852,31.434,48,"Class3",68.675,60
81.659,"F","N",72.377,62.707,52.555,52.102,26.189,38,"Class2",90.749,NA
25.176,"L","P",34.808,23.23,31.161,-5.54,73.412,42,"Class1",32.158,84
26.172,"F","P",28.594,16.526,42.028,50.991,36.229,52,"Class1",39.507,68
34.64,"T","S",25.398,61.013,49.237,59.106,24.156,36,"Class2",50.844,90
91.908,"L","F",53.609,49.477,34.965,45.138,21.756,90,"Class3",57.453,14
56.725,"V","S",26.97,21.793,34.527,41.47,25.627,46,"Class1",52.342,88
61.76,"V","K",34.14,14.603,18.762,28.124,81.909,30,"Class1",40.906,83
73.77,"I","N",43.443,60.082,65.197,44.835,5.967,37,"Class2",56.991,81
25.565,"I","Q",62.22,57.051,34.83,34.239,29.173,39,"Class2",65.677,93
60.847,"F","S",35.931,19.594,26.737,85.193,72.837,45,"Class1",34.787,78
28.323,"B","Z",31.518,40.67,38.657,73.86,71.094,41,"Class1",47.508,96
69.493,"R","F",65.07,51.328,67.433,44.381,31.114,12,"Class3",60.03,19
49.697,"L","U",58.335,59.021,29.913,48.967,32.453,85,"Class3",54.41,37
59.031,"F","S",35.43,11.599,29.177,62.181,38.824,31,"Class1",39.034,79
43.369,"Z","O",69.417,60.158,64.376,86.541,61.11,34,"Class2",55.774,89
86.427,"L","S",55.885,60.788,40.609,60.011,64.752,40,"Class2",17.815,87
30.383,"L","Z",27.999,15.211,26.266,78.94,67.058,34,"Class1",31.944,90
88.989,"Z","Y",61.121,54.921,51.912,56.78,79.57,33,"Class2",69.811,84
45.181,"F","S",28.569,20.544,26.417,37.492,26.061,50,"Class1",35.8,88
NA,"A","R",84.244,56.843,24.096,40.922,30.181,62,"Class3",69.303,20
16.8,"L","O",63.435,59.774,38.661,27.831,48.023,36,"Class2",41.294,84
73.412,"M","R",63.284,52.439,60.896,45.341,25.747,72,"Class3",54.387,9
86.601,"Z","Y",32.525,65.703,55.772,36.584,10.562,41,"Class2",20.804,82
37.878,"V","Z",31.163,33.331,23.899,-12.388,78.851,45,"Class1",42.805,67
94.443,"M","P",55.426,48.602,27.365,44.671,31.064,18,"Class3",69.925,63
44.839,"Z","N",72.287,56.761,53.625,43.779,79.404,38,"Class2",24.115,87
85.843,"I","Y",32.884,56.498,49.451,63.441,43.652,41,"Class2",64.463,84
23.469,"Z","O",54.991,57.704,47.194,56.791,32.709,33,"Class2",65.578,79
82.648,"A","U",49.245,62.493,47.759,42.847,35.014,86,"Class3",61.943,44
34.103,"B","R",79.894,49.691,29.82,45.189,6.701,20,"Class3",63.502,37
43.698,"I","O",47.55,59.132,56.986,118.979,78.621,42,"Class2",48.229,81
34.316,"F","Y",49.324,61.295,50.933,69.72,17.655,43,"Class2",68.354,89
41.094,"Q","K",27.407,14.228,32.615,44.611,77.067,37,"Class1",38.084,65
38.615,"F","Q",46.436,59.879,54.409,78.195,73.929,37,"Class2",46.447,80
50.963,"V","Z",26.38,29.183,36.598,60.529,38.369,35,"Class1",37.911,72
NA,"L","K",27.482,19.04,33.651,9.539,50.719,34,"Class1",44.447,79
9.601,"F","Y",63.664,56.146,58.547,48.693,47.934,43,"Class2",55.811,81
20.898,"F","S",55.485,58.845,74.76,41.707,71.411,37,"Class2",51.668,91
NA,"T","O",63.159,64.56,47.008,36.275,41.284,37,"Class2",46.241,79
17.512,"I","S",36.031,61.263,49.723,71.186,82.158,37,"Class2",58.158,84
58.28,"V","C",27.642,23.714,36.041,78.713,83.239,40,"Class1",40.401,67
78.745,"M","J",72.106,39.986,62.638,48.391,10.942,29,"Class3",71.63,35
41.986,"F","K",36.917,26.731,19.926,45.944,31.029,33,"Class1",26.922,75
46.588,"I","Q",39.53,59.797,49.909,34.24,26.793,34,"Class2",63.962,82
31.931,"B","K",36.626,35.713,30.55,35.424,86.853,45,"Class1",52.584,96
44.561,"T","Y",66.693,58.442,50.047,73.198,63.125,40,"Class2",57.173,92
46.415,"V","S",30.91,7.688,30.086,64.691,48.337,30,"Class1",54.526,85
44.996,"L","R",52.862,51.513,19.211,42.971,36.9,46,"Class3",51.252,59
51.736,"B","F",86.374,57.349,34.622,47.963,27.087,43,"Class3",73.398,58
