"BIG1","FSM2","CKE3","PFE4","Output8","GSF5","AQD6","EMF7","REC8","CHK9"
57,48.396,11.048,87.949,"Class3",65.298,42.669,"M",42.364,30.199
29,43.56,59.371,60.535,"Class1",15.695,26.88,"A",84.811,40.756
51,63.766,2.879,7.746,"Class2",41.242,74.355,"U",48.216,42.928
59,49.721,32.038,79.035,"Class3",63.87,7.831,"N",38.232,49.405
60,49.758,18.786,83.846,"Class3",65.463,26.197,"I",41.758,19.52
59,49.559,14.44,97.776,"Class3",66.78,6.851,"N",53.909,49.626
52,49.641,61.154,83.684,"Class3",74.583,13.682,"M",63.245,28.742
29,51.145,67.923,90.994,"Class1",49.752,29.079,"Y",93.306,59.443
54,50.37,42.69,88.493,"Class3",66.409,32.679,"A",60.461,42.512
26,93.984,84.821,80.453,"Class1",37.31,32.794,"V",88.884,46.993
27,72.137,90.469,96.27,"Class1",38.448,26.604,"V",65.605,59.493
58,50.718,17.438,94.572,"Class3",67.798,16.249,"N",46.106,55.745
69,61.963,22.489,53.007,"Class2",22.903,74.626,"A",50.176,59.458
27,70.254,52.421,69.667,"Class1",24.807,37.73,"H",79.121,53.775
27,85.137,76.084,67.845,"Class1",47.469,26.262,"V",64.299,46.467
54,49.491,40.832,NA,"Class3",72.458,10.151,"N",50.056,36.749
59,49.799,30.155,92.406,"Class3",79.378,25.123,"H",41.035,46.249
58,49.707,22.754,76.281,"Class3",67.729,8.058,"N",57.527,24.43
58,48.984,17.597,85.353,"Class3",60.6,8.314,"M",40.548,29.627
51,61.697,27.64,105.654,"Class2",32.485,74.678,"K",37.007,50.984
26,61.564,56.563,74.916,"Class1",62.723,33.545,"T",73.314,58.334
25,68.168,72.468,90.544,"Class1",10.941,31.186,"A",77.055,58.453
25,70.095,NA,84.521,"Class1",44.439,27.166,"Y",64.396,58.531
43,61.492,6.31,36.238,"Class2",26.587,74.021,"A",63.016,62.152
56,50.166,57.778,71.969,"Class3",63.189,49.59,"A",53.797,47.571
61,63.099,23.495,97.174,"Class2",30.589,74.46,"K",43.329,65.628
29,36.829,69.624,60.457,"Class1",37.712,27.951,"Y",74.373,50.392
60,49.782,35.196,80.318,"Class3",73.508,28.64,"M",54.46,31.578
59,48.651,34.154,89.3,"Class3",77.489,30.936,"N",64.673,34.641
46,62.134,34.282,70.479,"Class2",18.77,74.682,"U",35.628,61.358
54,49.335,10.787,79.238,"Class3",75.849,48.126,"H",55.926,56.841
58,50.562,47.879,83.269,"Class3",75.128,15.509,"I",59.38,20.604
57,63.065,14.921,15.022,"Class2",30.252,74.448,"A",41.185,72.454
24,75.935,79.151,44.86,"Class1",31.99,23.3,"Y",77.856,61.729
72,61.948,35.148,66.59,"Class2",43.931,73.186,"A",46.324,64.016
57,50.596,32.16,80.174,"Class3",58.085,25.953,"A",40.199,26.04
58,49.638,17.097,88.425,"Class3",53.494,31.606,"N",64.065,41.506
42,62.397,NA,34.433,"Class2",13.583,74.036,"K",56.081,65.158
24,71.391,NA,85.989,"Class1",59.564,20.619,"A",73.92,54.625
52,48.349,NA,85.081,"Class3",76.075,32.295,"N",62.283,28.464
64,61.015,19.79,37.099,"Class2",37.239,73.516,"M",69.875,68.13
69,62.361,8.659,70.544,"Class2",31.132,74.416,"A",36.736,56.026
26,44.619,74.018,83.386,"Class1",55.332,21.276,"Y",84.139,58.073
24,13.047,74.54,60.745,"Class1",56.632,32.015,"V",77.862,48.536
27,56.967,88.158,72.809,"Class1",41.35,30.722,"H",93.268,54.044
52,49.988,49.525,81.493,"Class3",68.424,9.182,"H",48.218,41.279
25,76.652,64.2,41.181,"Class1",55.202,31.355,"V",92.375,45.468
24,23.53,88.177,101.571,"Class1",46.665,33.006,"Y",89.673,52.468
50,63.092,36.59,68.134,"Class2",42.553,74.373,"U",65.227,59.075
53,49.38,37.54,71.557,"Class3",67.48,10.06,"H",59.512,30.037
23,116.686,70.659,46.7,"Class1",40.252,32.138,"T",67.54,44.816
27,46.139,84.189,75.49,"Class1",23.004,31.327,"Y",74.858,61.688
67,62.363,6.904,33.19,"Class2",24.749,73.491,"A",54.225,84.857
55,61.826,5.66,NA,"Class2",25.018,74.677,"U",58.22,62.024
25,68.694,54.421,79.714,"Class1",26.971,36.024,"T",92.418,44.201
28,112.742,74.002,28.457,"Class1",35.392,31.21,"Y",81.365,54.166
61,50.715,49.657,76.016,"Class3",73.842,17.816,"M",40.359,29.499
46,62.846,11.437,11.823,"Class2",27.062,74.799,"U",50.779,37.199
44,61.516,NA,24.791,"Class2",29.445,73.764,"M",42.73,64.441
56,49.746,60.006,71.829,"Class3",70.681,42.481,"M",53.578,34.669
29,93.893,71.802,56.232,"Class1",6.837,20.438,"V",85.301,51.564
25,52.528,66.585,110.513,"Class1",51.597,25.464,"H",62.676,51.676
23,48.94,75.798,59.102,"Class1",28.123,37.844,"Y",86.698,46.571
26,28.087,65.433,66.258,"Class1",54.408,36.94,"A",84.697,60.508
60,49.813,32.201,88.507,"Class3",63.45,30.257,"H",53.141,41.099
23,37.948,71.348,58.304,"Class1",28,39.687,"A",94.585,51.22
59,50.3,26.007,81.945,"Class3",62.212,24.545,"A",38.195,31.575
27,15.315,54.554,49.917,"Class1",55.372,32.863,"A",73.709,42.568
50,63.309,19.511,0.316,"Class2",29.388,74.538,"M",59.594,37.603
29,39.221,68.524,44.935,"Class1",38.83,25.59,"T",92.553,54.448
53,50.166,57.213,76.467,"Class3",72.714,23.505,"I",59.644,53.299
58,50.659,NA,88.775,"Class3",64.955,42.208,"M",59.361,56.509
29,44.914,87.028,58.433,"Class1",45.602,35.325,"Y",90.645,53.091
53,48.848,29.505,73.986,"Class3",62.464,40.732,"A",60.646,20.216
63,62.069,21.398,4.451,"Class2",26.648,74.95,"A",53.109,46.348
54,60.954,30.381,68.906,"Class2",19.405,73.255,"Y",41.087,54.76
61,50.856,51.437,90.563,"Class3",75.746,31.86,"I",60.65,60.077
61,62.423,30.18,33.351,"Class2",26.782,73.989,"A",40.663,48.209
59,50.542,35.939,NA,"Class3",61.646,39.471,"M",48.601,36.163
55,49.733,41.886,89.186,"Class3",65.872,6.872,"M",62.941,49.975
56,49.813,36.017,81.509,"Class3",72.557,47.639,"H",46.846,48.969
43,59.564,20.237,97.628,"Class2",40.176,74.793,"U",48.036,57.619
26,66.155,74.276,44.036,"Class1",59.789,30.248,"T",71.891,47.109
59,62.504,10.053,NA,"Class2",20.796,73.541,"Y",42.936,77.61
53,49.588,44.506,89.993,"Class3",60.341,8.627,"N",54.4,37.975
25,67.874,72.968,66.488,"Class1",21.437,26.283,"H",91.456,54.446
53,48.402,38.043,96.158,"Class3",63.761,10.463,"A",45.419,15.512
41,63.265,NA,27.064,"Class2",20.399,73.298,"Y",60.804,60.483
66,62.307,5.47,51.451,"Class2",15.049,74.055,"K",44.376,52.389
24,41.339,94.511,39.705,"Class1",42.974,38.973,"A",83.286,41.649
56,49.511,57.447,101.167,"Class3",63.271,46.428,"I",49.637,32.258
56,51.401,40.113,84.443,"Class3",68.895,29.357,"I",64.401,40.993
56,51.147,20.955,NA,"Class3",63.526,42.29,"H",38.728,51.006
56,50.098,42.793,95.438,"Class3",77.922,50.837,"I",50.78,24.355
53,51.406,NA,72.462,"Class3",71.826,52.693,"I",59.794,45.691
53,49.874,7.147,89.451,"Class3",54.103,48.945,"A",64.29,33.593
56,61.824,31.828,46.706,"Class2",32.743,73.368,"U",66.405,79.426
23,113.834,79.827,65.277,"Class1",29.662,32.019,"A",80.832,43.664
60,49.374,31.916,101.958,"Class3",59.706,41.955,"H",48.011,44.287
63,61.89,8.49,34.872,"Class2",30.119,73.784,"U",38.728,81.687
54,63.248,21.051,57.19,"Class2",32.91,73.06,"A",62.921,58.79
52,49.313,52.874,73.243,"Class3",70.2,19.823,"I",38.034,23.395
61,50.995,6.869,66.203,"Class3",70.332,46.275,"N",38.918,41.116
55,62.847,7.437,42.539,"Class2",31.493,74.282,"Y",53.161,73.998
71,63.976,3.492,43.595,"Class2",30.364,73.635,"A",48.807,73.938
54,48.725,11.126,80.847,"Class3",71.642,13.57,"A",42.909,35.87
60,63.353,15.781,33.477,"Class2",24.344,74.777,"K",50.206,61.419
43,60.284,26.777,50.748,"Class2",28.536,74.831,"Y",49.365,62.434
55,49.53,4.166,74.745,"Class3",65.803,11.122,"N",46.997,33.454
28,68.625,88.002,83.334,"Class1",50.518,36.156,"A",61.918,44.197
46,63.408,16.704,NA,"Class2",35.623,73.991,"K",63.207,66.83
61,64.211,25.888,43.178,"Class2",26.711,74.016,"K",64.338,76.269
67,61.345,25.132,106.414,"Class2",20.158,73.368,"U",40.841,56.589
52,51.301,NA,78.479,"Class3",60.833,24.927,"I",44.04,42.01
28,95.96,63.356,62.371,"Class1",48.158,24.25,"T",76.462,53.327
28,74.572,62.327,82.498,"Class1",34.081,23.298,"V",80.078,66.157
28,72.921,73.322,66.702,"Class1",26.631,22,"Y",62.717,50.531
61,62.175,NA,28.211,"Class2",23.993,73.894,"U",69.969,73.007
56,63.812,35.124,45.245,"Class2",33.952,73.341,"K",59.076,62.909
53,49.948,61.661,81.979,"Class3",68.061,30.636,"I",53.441,52.533
53,62.009,2.544,27.263,"Class2",31.893,73.799,"A",69.383,59.238
58,49.346,22.579,86.578,"Class3",65.234,14.366,"N",65.257,28.904
24,42.441,82.706,75.285,"Class1",40.361,25.502,"A",77.219,49.694
24,87.948,64.101,81.928,"Class1",33.38,36.836,"V",81.576,48.593
58,49.926,43.091,NA,"Class3",74.341,9.1,"H",60.223,21.635
61,49.314,20.525,84.478,"Class3",59.739,28.093,"H",46.121,37.645
55,49.343,29.06,99.16,"Class3",65.064,52.666,"M",54.708,47.06
27,24.214,86.779,58.075,"Class1",14.582,23.376,"V",61.246,51.246
57,49.148,17.705,82.638,"Class3",67.653,46.517,"I",46.487,44.196
26,16.186,59.428,49.504,"Class1",6.919,27.686,"A",89.786,55.289
57,48.757,33.559,NA,"Class3",71.704,32.68,"I",59.485,16.975
25,115.215,61.072,69.653,"Class1",35.679,25.221,"H",67.178,54.983
58,50.452,19.511,90.165,"Class3",56.633,14.842,"A",64.088,49.406
29,42.033,78.333,24.527,"Class1",17.818,32.014,"T",75.262,55.276
61,61.609,29.678,29.003,"Class2",28.915,74.773,"A",48.37,57.752
25,44.705,77.083,75.468,"Class1",8.006,25.169,"Y",83.299,46.849
52,48.903,28.554,88.147,"Class3",70.945,29.875,"H",41.704,17.438
52,50.129,29.405,75.331,"Class3",65.256,51.885,"H",42.955,39.357
44,62.258,28.291,NA,"Class2",39.023,73.294,"Y",69.33,62.337
73,63.099,30.879,81.204,"Class2",23.583,74.978,"K",55.825,63.852
70,62.835,13.214,68.627,"Class2",22.486,73.964,"U",65.256,65.289
58,49.889,34.074,78.505,"Class3",74.757,18.447,"N",56.418,52.513
29,53.596,76.241,63.108,"Class1",33.128,22.142,"H",63.958,48.896
60,50.658,40.102,79.552,"Class3",63.334,11.835,"N",52.016,25.865
52,49.385,26.772,87.764,"Class3",76.533,10.906,"M",43.65,52.373
23,44.177,73.88,27.058,"Class1",21.179,32.312,"A",70.8,36.794
46,62.78,4.981,14.437,"Class2",27.097,74.026,"K",38.59,79.699
59,48.865,9.12,78.895,"Class3",59.92,27.531,"M",54.119,36.67
52,61.189,4.393,-23.445,"Class2",34.347,73.652,"U",66.725,64.029
29,69.608,87.905,67.493,"Class1",58.266,38.861,"A",66.751,48.121
27,45.175,60.764,36.252,"Class1",50.421,20.514,"T",69.92,36.384
56,61.441,NA,27.833,"Class2",35.787,74.639,"Y",63.732,62.281
28,80.079,60.816,65.182,"Class1",25.74,33.695,"Y",89.294,43.882
24,58.643,91.546,76.042,"Class1",25.452,19.741,"Y",79.188,38.166
27,96.751,72.609,70.934,"Class1",15.98,31.819,"V",73.802,44.409
71,61.505,6.15,35.468,"Class2",27.185,73.962,"A",39.219,84.471
25,74.361,65.149,64.919,"Class1",39.812,18.744,"Y",80.694,47.369
28,23.059,59.353,93.283,"Class1",48.669,22.164,"Y",92.056,54.146
53,49.362,52.211,84.509,"Class3",75.607,43.951,"I",58.261,32.214
28,20.881,67.586,NA,"Class1",10.095,23.351,"V",70.385,41.09
67,63.595,10.907,92.779,"Class2",30.534,74.567,"M",41.019,69.918
26,93.239,71.837,65.304,"Class1",0.45,38.821,"V",74.488,33.105
24,34.27,83.098,75.301,"Class1",33.76,25.519,"T",74.773,51.326
47,61.576,3.864,50.468,"Class2",25.245,73.94,"Y",38.846,73.666
59,49.916,47.6,70.731,"Class3",73.932,38.281,"M",58.73,29.785
58,62.587,10.251,56.855,"Class2",26.119,74.788,"A",35.803,64.809
50,64.545,22.635,49.484,"Class2",35.417,73.378,"A",66.165,68.211
53,49.472,35.44,90.338,"Class3",64.765,28.009,"N",57.151,21.883
69,61.132,20.466,82.069,"Class2",28.158,74.788,"Y",41.822,88.555
24,55.195,92.954,39.685,"Class1",5.84,23.732,"A",69.315,50.988
29,64.702,52.192,78.866,"Class1",7.664,33.848,"Y",63.71,48.784
57,62.064,34.237,47.234,"Class2",22.056,74.04,"Y",41.699,58.307
59,49.601,44.748,81.819,"Class3",72.531,52.21,"A",54.179,33.682
59,49.983,22.492,94.109,"Class3",63.705,30.212,"H",64.727,36.585
59,50.887,9.302,NA,"Class3",66.815,35.841,"A",45.116,27.208
54,62.443,32.223,44.492,"Class2",28.498,73.878,"A",57.815,54.963
61,51.012,45.947,77.76,"Class3",62.458,25.029,"H",45.585,34.269
64,61.413,4.867,59.138,"Class2",16.896,74.685,"U",63.923,69.065
29,40.395,65.393,15.782,"Class1",14.943,39.951,"A",69.835,48.386
56,49.906,57.434,80.259,"Class3",66.402,36.925,"M",55.614,21.559
72,64.366,27.513,3.563,"Class2",41.273,74.198,"U",56.1,62.097
58,51.082,24.216,83.137,"Class3",70.459,10.897,"A",40.37,23.1
24,65.025,68.365,52.909,"Class1",10.496,20.275,"T",65.911,54.07
62,62.196,24.167,13.974,"Class2",24.161,74.093,"A",56.322,72.659
57,49.833,NA,76.975,"Class3",70.329,31.646,"M",52.772,35.327
73,62.999,19.203,27.693,"Class2",37.834,73.106,"Y",61.414,49.128
53,62.246,31.214,25.681,"Class2",24.339,73.843,"M",58.165,64.86
57,50.527,6.532,91.367,"Class3",75.966,51.586,"H",56.719,27.264
42,64.744,31.602,26.292,"Class2",16.251,74.8,"Y",36.012,77.458
27,81.942,70.341,42.288,"Class1",65.092,28.087,"A",92.393,52.634
59,63.638,9.387,15.269,"Class2",27.52,74.921,"U",57.539,64.102
24,89.907,87.31,72.01,"Class1",16.049,24.965,"T",61.938,56.176
52,49.913,25.21,98.729,"Class3",67.115,33.528,"H",65.06,38.6
42,63.777,24.392,34.611,"Class2",16.792,73.565,"U",70.316,90.766
25,50.346,89.707,NA,"Class1",34.95,33.231,"Y",83.772,56.637
26,90.797,95.173,52.655,"Class1",38.72,20.287,"A",64.531,55.53
60,61.935,13.729,13.726,"Class2",17.136,73.206,"A",66.056,64.52
61,60.941,NA,61.724,"Class2",26.403,73.969,"A",36.971,63.324
58,50.004,19.524,79.504,"Class3",64.416,10.573,"I",53.839,27.217
59,49.909,51.018,NA,"Class3",68.731,19.438,"A",53.486,25.825
52,63.214,14.621,56.279,"Class2",23.724,74.157,"U",36.057,62.497
27,71.919,61.648,NA,"Class1",47.127,27.841,"Y",75.785,60.085
23,2.265,82.024,48.822,"Class1",13.952,23.595,"H",69.54,54.022
50,61.907,9.083,2.165,"Class2",34.433,74.489,"Y",59.764,65.288
23,16.633,70.724,69.307,"Class1",20.598,23.826,"V",68.48,59.74
56,51.043,18.719,96.767,"Class3",56.637,20.231,"A",37.472,31.215
57,50.294,51.023,83.014,"Class3",63.35,48.535,"M",60.132,31.678
58,50.309,32.938,80.914,"Class3",65.362,22.799,"I",47.682,27.907
58,49.111,13.25,79.689,"Class3",71.966,18.553,"M",52.136,30.244
23,75.039,78.611,55.026,"Class1",72.611,28.595,"H",73.32,56.018
57,48.259,48.413,70.889,"Class3",56.5,48.259,"H",63.706,16.467
52,49.031,41.823,NA,"Class3",66.478,25.991,"N",62.06,24.611
64,61.669,18.584,12.574,"Class2",28.283,73.688,"A",45.135,65.869
41,62.31,7.43,64.985,"Class2",25.249,74.812,"K",55.867,65.841
59,50.005,59.006,88.798,"Class3",73.138,51.237,"H",62.943,31.545
71,63.269,21.712,NA,"Class2",32.793,73.162,"Y",36.057,41.982
56,49.973,11.82,74.78,"Class3",73.026,19.682,"N",62.537,49.055
25,63.646,67.312,73.196,"Class1",67.895,29.265,"H",65.456,46.083
57,50.089,24.352,84.628,"Class3",54.003,50.969,"H",64.656,20.554
60,50.274,48.944,83.783,"Class3",64.718,28.512,"I",44.088,54.453
23,52.858,57.436,NA,"Class1",38.88,35.029,"Y",74.024,56.574
25,57.048,77.083,90.145,"Class1",12.457,31.502,"T",74.06,44.865
27,45.947,72.541,86.267,"Class1",26.211,28.757,"T",61.449,49.344
28,84.505,69.571,88.034,"Class1",72.053,28.884,"V",71.526,51.16
45,62.007,16.548,-4.565,"Class2",37.984,73.578,"Y",37.456,44.898
52,50.285,24.845,83.986,"Class3",61.961,28.916,"I",54.817,40.248
57,49.634,14.814,81.666,"Class3",66.763,34.999,"M",45.095,41.275
56,49.332,31.557,81.02,"Class3",74.581,8.423,"M",62.901,19.068
61,61.803,31.899,NA,"Class2",16.811,74.127,"K",35.994,86.011
66,60.563,17.672,35.352,"Class2",33.45,73.15,"K",45.851,72.939
56,50.552,29.902,87.074,"Class3",59.901,14.503,"N",51.584,46.116
27,31.07,63.638,98.962,"Class1",15.619,22.486,"V",87.529,48.705
54,63.13,7.179,29.736,"Class2",17.157,74.342,"Y",36.675,64.027
23,40.076,86.047,71.636,"Class1",51.727,31.733,"Y",67.036,62.047
70,62.539,36.977,17.681,"Class2",32.827,73.936,"M",63.838,61.48
29,46.13,74.816,55.555,"Class1",40.814,35.299,"T",80.56,43.288
24,17.058,92.481,55.314,"Class1",21.152,21.801,"T",64.51,44.392
57,50.467,22.379,72.06,"Class3",63.061,22.915,"A",59.002,26.928
27,42.842,NA,85.268,"Class1",55.152,29.105,"H",80.512,53.433
26,5.526,83.348,79.387,"Class1",22.912,36.957,"A",67.865,51.012
53,48.92,59.691,84.484,"Class3",67.563,49.066,"A",61.482,55.082
59,62.693,24.661,28,"Class2",40.045,73.832,"A",62.548,79.925
29,66.602,77.634,70.673,"Class1",22.042,22.64,"A",69.643,44.97
58,63.734,2.645,-1.171,"Class2",16.798,73.115,"M",43.183,57.866
61,49.488,44.415,83.291,"Class3",68.041,25.361,"N",49.958,48.408
44,62.724,25.299,NA,"Class2",20.557,74.808,"A",60.7,48.769
57,48.473,60.694,92.333,"Class3",68.383,45.969,"N",43.911,31.743
23,55.062,94.047,60.999,"Class1",40.116,36.105,"Y",84.151,57.207
29,34.017,72.204,91.28,"Class1",55.348,35.363,"V",84.94,51.442
28,82.649,87.65,49.25,"Class1",20.675,39.557,"Y",75.991,44.68
55,51.107,NA,79.773,"Class3",67.173,37.807,"H",46.27,30.727
55,49.264,9.024,76.879,"Class3",60.464,51.077,"I",54.417,35.742
25,48.31,70.336,33.961,"Class1",-1.637,26.695,"V",90.729,53.958
28,56.985,70.321,85.127,"Class1",59.205,36.331,"Y",65.513,56.301
59,50.205,49.708,83.588,"Class3",64.075,30.534,"A",51.757,23.214
23,67.454,NA,87.974,"Class1",2.633,21.808,"H",93.869,44.616
59,49.096,39.702,94.743,"Class3",64.296,15.834,"M",58.162,36.852
66,62.813,2.983,-6.844,"Class2",22.35,73.768,"K",46.947,52.935
24,70.663,81.993,70.355,"Class1",39.873,37.494,"H",62.853,48.178
24,115.575,76.725,66.391,"Class1",24.989,33.041,"Y",91.961,35.652
54,49.151,40.397,95.335,"Class3",69.839,21.911,"M",63.108,21.386
29,69.138,58.199,37.374,"Class1",30.312,37.004,"Y",85.899,58.652
69,63.071,20.054,49.485,"Class2",27.032,74.804,"M",41.923,65.288
54,50.631,6.166,87.592,"Class3",64.557,8.491,"I",51.343,40.374
60,51.085,6.233,90.751,"Class3",56.003,6.599,"H",50.502,27.679
66,62.577,29.745,17.429,"Class2",24.521,74.276,"Y",64.503,49.565
68,61.802,20.104,65.096,"Class2",47.199,73.767,"M",44.712,51.672
66,61.958,35.703,25.386,"Class2",18.977,73.143,"M",36.044,60.799
66,63.469,13.98,55.45,"Class2",24.25,74.786,"Y",60.442,63.686
29,24.892,77.603,55.704,"Class1",44.771,22.253,"Y",72.227,55.553
23,24.686,77.734,21.494,"Class1",32.67,36.822,"T",73.196,56.659
24,70.037,89.868,80.63,"Class1",57.179,28.03,"T",60.331,55.974
53,62.985,13.636,13.865,"Class2",23.788,73.058,"U",59.282,66.425
61,48.828,5.257,65.22,"Class3",57.311,28.557,"I",56.184,46.5
24,72.504,75.715,79.024,"Class1",53.291,37.068,"A",92.838,50.401
47,61.777,16.391,37.956,"Class2",21.005,74.587,"U",45.373,38.578
71,62.399,12.482,-24.546,"Class2",37.237,74.664,"K",50.214,48.816
23,46.456,80.269,72.727,"Class1",21.123,27.171,"T",63.405,53.745
61,63.597,19.433,21.2,"Class2",22.042,73.253,"Y",40.132,50.558
55,48.889,21.225,104.735,"Class3",64.597,31.85,"M",65.989,38.467
24,70.779,56.532,59.307,"Class1",31.583,28.332,"V",93.146,54.23
61,49.007,52.7,NA,"Class3",68.982,23.01,"H",49.969,26.728
57,49.228,39.392,77.23,"Class3",62.03,14.35,"N",37.52,43.762
28,48.096,81.805,NA,"Class1",37.287,34.592,"H",89.529,43.009
44,63.592,13.5,27.631,"Class2",19.562,73.15,"M",45.247,80.947
66,62.157,8.284,23.456,"Class2",28.321,74.393,"K",69.948,62.41
56,49.167,52.783,80.317,"Class3",63.177,24.831,"N",37.318,34.064
54,62.55,12.864,62.391,"Class2",41.948,74.498,"A",46.954,67.883
55,50.007,22.47,87.755,"Class3",66.727,23.569,"M",43.569,35.503
52,61.39,18.834,48.68,"Class2",29.226,73.851,"U",68.351,51.909
61,49.342,43.897,95.102,"Class3",66.461,6.561,"N",58.056,16.876
71,61.676,4.121,25.33,"Class2",34.428,73.166,"Y",54.522,50.398
55,50.286,18.929,93.798,"Class3",76.06,49.253,"A",49.161,39.665
58,49.508,27.894,82.66,"Class3",80.591,30.469,"H",59.634,12.495
60,49.9,24.496,90.165,"Class3",68.786,13.863,"A",50.372,31.473
26,56.001,91.305,64.44,"Class1",54.164,24.198,"H",66.473,53.737
25,65.385,89.496,52.455,"Class1",29.914,23.357,"A",93.681,45.409
56,50.102,29.083,94.785,"Class3",69.701,51.656,"A",59.318,55.183
23,41.875,75.914,55.575,"Class1",43.233,29.782,"A",78.615,44.375
47,60.686,33.963,31.529,"Class2",31.555,73.544,"K",67.764,75.218
24,28.826,75.221,58.72,"Class1",31.157,19.747,"V",94.9,49.733
52,49.308,NA,86.594,"Class3",63.612,21.256,"H",38.381,22.473
59,49.814,24.121,88.63,"Class3",63.897,27.309,"M",65.663,29.136
60,49.643,NA,74.288,"Class3",65.97,46.665,"H",59.849,33.909
25,56.35,91.073,88.186,"Class1",43.14,21.725,"V",72.36,47.076
51,62.703,18.145,70.047,"Class2",29.414,73.89,"Y",36.752,75.33
53,50.172,43.445,88.482,"Class3",65.71,21.81,"N",55.439,38.266
26,84.885,94.571,48.501,"Class1",64.624,24.997,"V",82.425,58.334
55,50.009,12.045,84.643,"Class3",66.913,37.524,"I",39.804,32.089
51,64.989,4.016,49.845,"Class2",16.509,73.632,"M",67.472,82.54
59,49.579,9.207,88.235,"Class3",72.238,8.986,"I",65.239,37.157
23,78.52,65.402,53.375,"Class1",31.671,37.51,"V",91.876,48.285
57,51.049,60.923,81.921,"Class3",68.16,43.532,"I",53.459,27.202
29,45.912,75.215,57.157,"Class1",39.365,21.619,"Y",64.188,44.791
24,78.265,74.65,67.013,"Class1",74.6,29.216,"T",72.011,50.131
42,64.282,31.088,68.99,"Class2",42.711,73.421,"U",36.957,56.515
29,50.33,77.428,73.048,"Class1",33.27,28.421,"Y",80.588,54.277
24,69.925,74.611,87.122,"Class1",24.631,31.418,"H",67.989,49.701
55,61.335,4.679,57.048,"Class2",27.555,73.17,"A",52.019,55.59
23,47.836,63.004,69.909,"Class1",50.894,30.362,"A",73.425,51.244
52,49.485,29.27,NA,"Class3",65.586,20.073,"I",40.077,35.218
43,62.087,21.69,49.598,"Class2",26.453,73.7,"Y",46.614,62.967
26,62.524,69.803,77.48,"Class1",42.995,20.903,"V",85.28,48.94
23,22.012,74.79,74.273,"Class1",40.005,39.249,"H",78.549,50.33
54,49.219,43.809,71.475,"Class3",65.891,27.394,"M",39.23,48.634
27,94.811,58.275,40.799,"Class1",48.087,28.03,"V",87.736,49.088
24,46.726,80.614,29.898,"Class1",45.379,24.206,"V",79.708,54.116
57,63.733,30.093,26.129,"Class2",26.774,73.148,"K",68.149,69.558
28,75.532,53.045,NA,"Class1",25.333,30.321,"A",61.379,46.591
53,50.229,52.139,NA,"Class3",58.863,12.074,"M",45.506,16.713
63,63.553,23.534,36.432,"Class2",23.635,74.117,"M",67.664,56.265
66,63.074,21.457,18.216,"Class2",26.378,74.696,"A",63.73,53.823
67,62.217,34.129,31.706,"Class2",23.828,74.434,"K",61.429,70.683
55,61.11,24.389,39.965,"Class2",27.546,74.009,"U",67.743,87.926
53,62.761,35.198,68.628,"Class2",36.032,73.045,"Y",62.681,77.817
53,63.476,11.685,18.069,"Class2",33.368,74.043,"Y",61.372,87.256
52,49.332,32.756,79.731,"Class3",72.851,7.997,"N",42.421,39.507
58,62.788,4.063,56.588,"Class2",22.537,74.85,"K",49.788,72.511
70,62.541,5.031,13.906,"Class2",19.908,73.758,"A",57.435,47.059
72,62.396,34.813,0.417,"Class2",24.528,74.236,"M",36.605,56.096
56,63.203,15.936,86.809,"Class2",43.966,73.724,"K",46.444,68.303
57,50.411,41.659,92.387,"Class3",65.735,7.023,"N",61.74,47.142
45,60.794,18.382,15.933,"Class2",31.132,73.416,"A",59.565,96.08
28,45.749,52.638,42.443,"Class1",34.666,30.431,"A",80.389,42.83
50,63.358,NA,60.904,"Class2",34.234,73.234,"M",67.746,48.857
70,62.554,15.384,77.995,"Class2",25.133,73.672,"Y",41.386,61.963
25,63.217,92.547,67.391,"Class1",51.989,37.239,"A",67.976,51.381
66,62.667,28.104,4.809,"Class2",36.979,74.868,"U",40.813,76.88
56,49.47,22.391,81.704,"Class3",67.652,35.201,"M",52.987,19.687
56,61.897,30.168,19.546,"Class2",33.189,74.215,"M",63.191,53.526
29,63.815,79.335,76.666,"Class1",35.153,31.426,"H",64.29,35.104
60,50.329,40.135,91.81,"Class3",73.708,14.932,"A",56.123,44.379
58,49.615,55.232,NA,"Class3",59.687,30.625,"A",54.834,28.338
23,23.94,64.782,63.965,"Class1",52.609,30.905,"V",79.222,57.538
59,50.329,57.982,81.615,"Class3",60.694,18.17,"H",45.73,18.015
26,61.643,78.319,43.818,"Class1",64.032,36.262,"A",70.889,59.203
59,60.538,36.056,NA,"Class2",31.072,74.763,"Y",47.862,86.55
59,49.398,54.03,81.227,"Class3",68.174,53.532,"I",49.953,51.806
59,50.185,31.565,96.447,"Class3",64.354,41.714,"N",57.474,32.598
69,62.862,7.343,47.911,"Class2",34.187,73.862,"A",53.642,71.172
29,61.696,NA,62.776,"Class1",35.918,29.21,"Y",77.636,56.116
29,53.873,88.507,NA,"Class1",27.94,23.619,"T",79.305,46.534
52,61.246,21.628,58.528,"Class2",22.94,73.274,"A",62.74,68.256
60,65.321,10.928,81.167,"Class2",38.186,74.082,"M",35.317,68.32
54,50.004,5.323,63.025,"Class3",73.761,29.113,"A",61.521,35.056
23,38.473,77.039,96.123,"Class1",10.671,35.329,"A",64.833,54.814
