"YLU1","CRS2","GMA3","OLA4","Output13","OWP5","GVZ6","FHC7","AOQ8","QMC9","TKA10","UJR11","IBX12"
12.696,85.638,4.418,65,"Class1","R","H",66.199,52,22.41,0.709,51.777,70.294
67.908,34.557,77.019,77,"Class3","Y","K",83.971,69,38.337,36.53,28.67,82.843
44.545,60.557,82.889,65,"Class3","Y","L",83.493,70,38.85,29.039,22.246,32.638
26.226,90.529,27.38,66,"Class1","K","C",54.282,56,47.936,2.279,24.146,67.114
91.529,46.949,87.268,83,"Class3","G","K",77.642,72,41.696,31.746,29.846,68.801
21.183,53.893,13.8,75,"Class1","I","D",55.231,56,32.288,0.896,69.799,74.675
57.906,63.831,74.002,72,"Class3","G","J",89.945,70,41.306,24.06,35.481,22.127
34.241,44.594,69.297,78,"Class3","A","K",85,64,38.871,22.906,31.988,23.016
18.944,87.183,25.47,59,"Class1","H","I",54.356,58,39.49,2.619,73.283,70.769
21.453,30.294,30.479,82,"Class1","H","H",60.12,58,59.724,2.134,43.853,70.33
58.496,65.107,72.934,76,"Class3","Y","L",77.98,73,41.103,28.356,24.379,72.635
12.108,44.481,77.726,66,"Class3","G","K",88.791,80,39.296,17.123,35.944,45.356
27.021,29.871,49.082,52,"Class2","J","F",28.051,9,41.863,52.75,38.336,9.264
6.31,28.643,83.703,67,"Class3","A","L",75.53,76,39.282,20.9,28.784,-1.217
72.261,57.124,84.334,69,"Class3","T","K",80.719,68,41.006,23.722,21.856,54.267
24.076,58.605,63.717,45,"Class2","J","Y",55.492,10,31.575,38.291,42.175,55.589
25.659,65.485,11.767,87,"Class1","I","D",56.684,52,61.645,3.936,52.308,70.107
30.071,51.285,39.667,58,"Class2","R","E",44.365,10,44.53,46.572,67.103,4.817
8.467,62.845,31.612,43,"Class1","H","H",59.562,55,36.548,2.357,32.521,67.854
NA,52.727,78.033,69,"Class3","T","J",82.59,64,40.4,28.03,26.174,36.599
40.449,40.339,74.691,74,"Class3","G","L",90.994,67,38.508,20.444,22.913,56.647
16.913,55.612,-8.637,98,"Class1","H","I",51.231,52,43.841,0.624,46.455,70.265
91.166,51.333,87.12,80,"Class3","A","J",74.196,NA,38.722,26.284,22.458,108.691
NA,41.321,43.774,47,"Class2","Z","F",50.44,9,49.01,49.425,32.202,29.917
25.825,33.836,25.43,57,"Class1","Z","H",63.857,55,-12.553,3.01,49.987,64.213
35.676,64.383,45.177,49,"Class2","J","X",48.714,11,39.734,50.904,42.223,13.019
33.611,36.963,51.858,45,"Class2","T","Y",53.711,11,40.269,79.757,39.437,36.342
33.234,66.682,53.586,46,"Class2","S","X",47.016,11,57.094,61.393,50.668,24.512
23.567,44.527,76.131,64,"Class3","T","J",75.949,68,40.418,27.187,36.235,112.454
5.023,66.86,18.816,43,"Class1","I","C",59.029,58,16.442,1.768,26.283,65.07
68.589,38.766,85.766,64,"Class3","Y","F",76.307,77,38.785,28.99,25.956,90.056
5.812,93.513,8.669,91,"Class1","R","I",58.628,54,25.3,1.443,55.08,72.683
9.168,40.567,27.783,73,"Class1","I","P",52.018,52,17.158,1.232,44.984,68.002
59.165,36.75,80.608,83,"Class3","Y","L",87.823,64,39.946,20.622,31.593,32.832
60.482,33.167,91.851,83,"Class3","Y","K",72.039,67,39.466,26.649,40.462,76.294
23.754,24.681,5.97,42,"Class1","I","I",61.854,57,27.481,1.915,54.601,66.935
26.742,25.632,36.786,59,"Class2","S","Y",40.576,9,40.668,25.43,45.903,39.083
54.837,52.524,80.288,66,"Class3","T","F",88.259,70,42.381,23.388,25.275,74.641
11.022,52.695,73.606,81,"Class3","Y","J",77.405,74,39.433,16.294,19.158,79.738
19.756,28.151,15.928,86,"Class1","R","C",55.364,53,19.497,1.929,28.512,71.099
34.61,28.907,40.698,48,"Class2","T","X",51.984,11,41.741,42.478,68.374,23.168
35.631,36.122,85.186,73,"Class3","G","M",76.986,77,40.14,23.599,37.6,56.598
29.177,63.204,58.808,46,"Class2","Z","Y",36.32,11,52.155,83.278,27.567,56.716
35.807,24.076,55.436,54,"Class2","Z","E",57.087,8,43.597,70.267,67.324,24.159
45.037,59.717,73.313,71,"Class3","T","J",77.944,71,41.29,22.701,28.078,28.802
NA,70.451,18.116,62,"Class1","K","D",56.289,54,24.91,4.936,30.975,70.549
26.587,55.051,22.548,58,"Class1","H","D",56.538,58,29.387,2.38,65.197,69.033
25.652,24.816,60.121,59,"Class2","J","X",38.468,9,52.894,56.844,24.143,25.63
70.188,50.43,90.674,79,"Class3","A","J",72.738,79,38.88,26.484,39.128,44.755
25.114,65.484,55.312,54,"Class2","S","O",45.601,9,63.209,18.328,59.27,84.381
64.355,64.917,75.751,65,"Class3","T","M",87.754,73,38.921,26.204,29.786,61.038
88.459,45.161,82.286,80,"Class3","G","M",82.464,71,39.466,29.794,42.761,27.25
65.686,65.98,76.671,73,"Class3","G","K",83.803,77,38.733,20.932,20.31,59.59
86.581,29.226,70.205,66,"Class3","Y","F",84.901,75,39.895,29.625,26.547,59.943
27.77,35.112,39.455,51,"Class2","J","O",30.594,11,56.078,42.612,24.293,51.651
23.889,44.516,57.163,50,"Class2","J","Y",55.932,8,50.608,31.662,27.454,16.238
31.291,59.575,41.576,56,"Class2","S","E",37.716,10,47.407,51.864,37.298,5.529
34.25,56.196,49.637,45,"Class2","T","F",28.127,9,41.922,35.806,64.816,76.077
8.052,80.405,13.909,71,"Class1","I","D",51.89,53,43.028,3.092,42.215,73.852
23.577,34.135,36.133,58,"Class2","T","O",45.463,9,50.619,32.885,33.417,28.108
25.933,39.931,60.018,58,"Class2","Z","Y",31.581,11,48.143,56.583,34.626,46.846
27.81,43.274,65.922,60,"Class2","J","X",28.515,11,45.067,92.62,55.208,5.467
26.256,33.427,50.451,65,"Class1","R","I",60.34,53,9.009,2.794,59.536,69.357
30.745,45.937,26.675,58,"Class2","R","X",37.519,11,53.732,74.185,51.036,27.829
84.649,62.936,75.04,66,"Class3","G","F",84.359,77,38.716,20.83,41.433,5.574
28.026,40.524,71.001,44,"Class2","J","F",57.847,10,50.281,25.187,57.634,4.949
49.675,61.697,76.708,64,"Class3","Y","F",90.725,81,39.582,33.813,38.644,62.63
NA,28.162,92.521,73,"Class3","T","L",89.034,66,37.494,31.107,23.405,74.229
75.498,61.244,62.06,79,"Class3","P","F",82.607,77,40.71,31.301,24.218,52.239
NA,63.059,79.393,78,"Class3","T","M",90.091,81,39.645,27.452,33.584,57.223
25.972,53.551,30.986,53,"Class2","S","X",43.158,11,50.292,12.861,42.821,36.108
26.017,23.938,40.191,52,"Class1","I","P",67.318,53,27.702,2.364,30.899,60.553
13.215,94.827,21.02,66,"Class1","K","P",61.335,55,48.902,1.354,70.415,68.122
35.107,52.905,85.3,50,"Class2","T","O",55.824,11,47.475,35.988,21.966,6.592
26.908,49.951,27.996,69,"Class1","K","P",64.557,55,35.41,4.187,39.288,62.726
17.631,25.426,3.253,89,"Class1","R","D",67.66,58,33.845,2.135,33.055,77.766
76.414,35.176,78.878,89,"Class3","T","F",88.52,72,39.159,26.505,38.169,45.837
16.298,64.511,1.129,46,"Class1","R","P",54.684,53,2.666,2.166,33.043,63.016
42.882,31.524,72.746,81,"Class3","P","M",78.743,77,39.881,22.959,32.321,36.138
9.025,66.007,43.333,45,"Class1","I","I",56.597,56,28.59,2.53,46.044,71.905
7.875,25.718,32.258,71,"Class1","I","P",62.319,54,6.4,2.71,56.591,72.36
9.775,48.575,6.685,85,"Class1","I","P",65.515,55,18.039,2.855,27.231,73.848
32.492,40.164,46.225,53,"Class2","R","Y",42.466,8,46.558,63.666,23.588,2.825
24.34,34.435,58.498,56,"Class2","S","F",39.651,8,33.762,45.576,29.58,7.938
91.289,49.996,73.556,82,"Class3","G","J",84.445,80,38.451,29.329,33.297,46.132
43.477,56.728,74.392,84,"Class3","P","M",87.384,72,38.904,27.137,36.891,58.454
26.391,35.279,32.515,59,"Class2","S","X",53.558,8,52.806,53.298,26.938,37.613
5.895,82.697,13.846,88,"Class1","H","P",54.329,56,30.175,3.206,50.957,72.995
12.836,73.352,17.096,67,"Class1","Z","H",57.868,56,30.413,1.42,63.494,66.444
14.617,47.944,42.158,94,"Class1","K","P",59.795,52,41.773,2.156,40.762,71.409
NA,81.383,42.181,81,"Class1","R","D",58.541,54,59.753,1.516,37.798,69.488
25.719,42.554,14.412,88,"Class1","K","C",64.526,56,24.362,2.92,24.421,74.087
12.231,33.344,34.342,96,"Class1","H","C",54.143,54,26.982,1.888,31.989,68.653
13.138,91.145,-5.383,82,"Class1","H","I",58.72,58,13.098,2.308,49.309,69.423
36.448,57.752,77.332,88,"Class3","A","K",81.289,72,40.45,23.428,41.726,90.543
NA,38.506,29.105,48,"Class1","H","H",53.449,53,35.728,1.855,71.202,69.806
17.495,63.344,88.23,85,"Class3","G","L",87.772,74,39.847,23.803,33.9,68.87
28.481,31.495,51.074,53,"Class2","T","X",34.564,8,44.159,17.085,23.736,31.595
77.528,55.824,85.057,69,"Class3","Y","M",83.175,69,38.548,33.283,40.239,85.392
21.168,34.581,78.785,69,"Class3","Y","M",82.732,77,42.036,19.502,39.503,58.16
11.587,56.568,-12.399,54,"Class1","Z","P",57.656,53,23.179,1.412,33.9,61.566
25.028,46.736,82.783,66,"Class3","Y","K",83.651,73,37.452,28.516,26.826,11.423
86.5,60.23,72.774,89,"Class3","A","K",73.689,76,40.846,27.578,35.852,51.449
44.999,60.133,83.848,89,"Class3","Y","K",87.981,81,37.785,23.483,35.784,39.273
25.556,46.775,46.916,53,"Class2","S","Y",30.902,9,56.403,45.312,20.355,71.421
34.733,39.612,20.741,56,"Class2","J","Y",57.151,8,53.723,62.28,35.133,21.582
68.202,29.813,71.988,87,"Class3","T","L",78.695,78,41.998,20.351,41.907,108.663
24.914,26.604,54.077,59,"Class2","Z","O",56.415,9,44.362,70.95,28.787,50.502
85.896,40.855,93.78,90,"Class3","A","M",80.7,80,38.112,21.901,31.679,82.395
24.005,32.038,47.581,58,"Class2","T","E",29.253,11,51.677,54.807,57.845,22.713
14.529,85.489,49.728,96,"Class1","H","I",52.423,56,25.525,3.69,44.388,74.647
27.105,32.092,55.74,47,"Class2","R","O",49.589,11,48.455,27.516,69.645,18.42
29.064,44.785,49.487,59,"Class2","R","X",36.443,8,44.245,55.828,61.445,22.908
81.316,47.328,83.69,88,"Class3","Y","J",84.865,72,42.548,23.935,21.257,97.889
29.833,40.115,54.995,53,"Class2","T","O",49.678,11,41.489,57.947,59.103,28.512
30.02,56.537,51.342,57,"Class2","S","E",38.946,8,48.577,47.161,38.015,83.747
16.735,42.978,46.733,87,"Class1","K","C",66.211,56,56.626,3.332,48.045,66.846
27.599,65.562,86.458,83,"Class3","P","F",76.362,76,35.859,23.33,33.18,27.547
28.122,58.883,57.84,49,"Class2","Z","F",27.065,10,40.918,56.848,39.246,48.545
23.201,49.572,53.723,56,"Class2","T","X",26.411,9,44.604,33.047,68.833,59.505
24.452,46.048,39.617,61,"Class2","T","Y",50.28,11,31.715,72.153,53.132,42.452
21.185,66.711,6.928,78,"Class1","I","C",52.411,NA,39.082,3.097,59.692,70.082
14.889,30.842,44.726,91,"Class1","K","I",65.519,52,35.561,3.285,42.741,65.474
42.161,46.618,81.062,70,"Class3","G","K",90.752,76,37.492,24.256,29.494,51.626
25.504,93.816,11.879,47,"Class1","K","I",59.387,55,33.65,1.873,45.971,69.517
90.519,63.335,81.415,71,"Class3","P","K",82.435,77,38.94,23.378,40.463,3.765
24.388,86.282,22.418,82,"Class1","H","D",54.909,54,29.226,2.034,39.085,72.27
19.042,37.607,69.557,82,"Class3","G","F",74.086,72,39.644,31.222,22.391,75.926
66.87,33.354,73.973,80,"Class3","P","L",87.769,65,40.689,24.656,40.777,81.924
33.028,35.809,54.122,51,"Class2","R","Y",42.748,8,46.635,44.351,29.95,27.241
26.144,35.274,52.696,55,"Class2","T","O",29.644,8,36.083,23.541,46.957,62.185
36.479,61.782,78.934,81,"Class3","A","K",76.011,80,41.369,24.889,35.412,54.709
18.697,52.231,76.06,70,"Class3","P","M",78.71,79,39.224,21.638,22.359,45.435
19.976,60.814,26.292,59,"Class1","Z","C",65.956,53,30.664,3.331,42.707,72.798
21.606,91.401,30.281,85,"Class1","H","C",60.052,57,25.297,2.033,25.099,66.011
34.008,41.399,73.082,55,"Class2","R","X",37.995,8,48.299,66.539,29.37,13.088
45.139,29.964,73.891,68,"Class3","T","L",81.153,73,38.071,26.228,34.29,120.745
13.912,36.832,22.647,50,"Class1","H","C",53.605,56,27.722,1.824,45.889,62.747
33.371,59.778,61.902,55,"Class2","Z","Y",51.921,10,46.626,18.663,68.584,31.088
26.053,67.968,54.167,58,"Class2","Z","O",53.658,10,33.654,32.308,59.035,65.867
16.48,39.523,95.124,71,"Class3","Y","L",90.189,NA,38.923,27.163,40.911,73.825
53.569,31.825,79.582,74,"Class3","P","K",84.47,73,39.713,25.241,35.373,81.061
10.055,34.372,85.882,83,"Class3","G","L",88.657,76,39.75,31.453,41.709,79.005
7.26,30.142,38.324,84,"Class1","H","H",58.67,56,26.707,2.703,32.681,75.225
19.103,71.82,32.793,80,"Class1","I","C",66.238,56,51.523,1.185,41.414,73.274
28.198,55.185,86.655,74,"Class3","Y","F",79.92,67,40.957,25.045,26.536,67.919
14.598,39.068,35.396,66,"Class1","Z","P",52.452,52,37.859,2.926,35.088,67.712
68.885,43.176,82.037,75,"Class3","G","J",77.655,66,42.192,27.742,34.422,58.525
NA,96.615,25.149,78,"Class1","I","I",54.25,52,29.358,0.354,67.32,70.731
24.171,68.045,42.545,45,"Class2","Z","O",56.947,10,55.038,29.271,34.827,28.735
16.434,83.86,47.679,75,"Class1","H","H",55.858,56,18.067,1.421,34.801,66.864
65.727,62.213,76.538,80,"Class3","G","K",81.213,76,40.378,29.341,23.187,118
12.897,94.026,31.189,73,"Class1","Z","I",66.666,58,31.327,2.349,27.557,72.125
33.156,63.223,81.158,76,"Class3","T","K",75.777,65,40.031,15.913,39.476,31.126
93.66,38.45,66.366,65,"Class3","P","M",74.098,65,39.454,24.574,29.08,54.857
58.939,59.809,70.459,64,"Class3","T","F",89.309,73,38.776,25.093,23.778,58.27
24.867,38.806,32.603,52,"Class2","Z","E",51.816,8,54.662,37.464,66.336,11.153
33.464,44.073,57.406,54,"Class2","R","F",50.348,11,47.901,50.254,64.711,82.971
58.27,61.634,60.995,87,"Class3","P","J",83.118,81,38.562,15.872,27.772,25.336
35.361,40.138,50.008,51,"Class2","T","F",40.822,10,44.701,101.478,63.138,27.155
32.93,57.439,42.918,44,"Class2","S","X",33.792,9,46.21,54.438,18.973,53.637
30.267,61.831,53.668,55,"Class2","J","E",32.146,9,44.019,25.873,49.028,31.056
NA,32.853,86.639,65,"Class3","P","K",81.726,77,40.632,23.558,20.301,104.93
16.12,61.573,35.952,60,"Class1","Z","D",54.194,55,22.098,2.416,54.428,64.798
35.27,55.749,29.745,44,"Class2","J","X",47.941,11,49.405,59.679,36.207,67.435
29.161,24.172,57.599,54,"Class2","T","Y",45.623,8,53.159,54.072,16.312,52.885
30.448,54.949,34.186,47,"Class2","T","F",37.287,11,60.926,21.799,45.867,37.92
34.761,58.297,83.36,79,"Class3","Y","F",88.357,80,36.836,26.299,29.633,42.594
25.623,53.974,40.783,63,"Class1","R","H",51.146,53,48.088,2.001,25.612,73.653
28.545,47.846,54.466,46,"Class2","T","O",52.237,11,44.247,45.936,43.327,31.788
26.249,47.528,58.881,61,"Class2","J","X",46.948,9,44.361,38.405,28.742,51.287
35.724,57.957,64.644,44,"Class2","Z","F",42.046,9,40.637,59.478,54.643,32.667
42.542,41.948,83.407,81,"Class3","T","J",74.835,71,40.052,26.643,41.149,83.8
52.348,62.555,81.032,84,"Class3","T","F",85.928,75,42.593,28.688,33.363,77.45
38.76,50.673,77.623,69,"Class3","A","L",83.603,74,38.841,25.329,21.101,36.267
13.651,59.388,78.896,90,"Class3","P","L",74.563,66,37.703,25.477,22.176,33.621
27.481,52.237,57.03,60,"Class2","J","Y",40.872,11,48.998,60.473,56.618,45.425
70.033,62.011,66.459,71,"Class3","T","J",75.966,78,39.025,24.893,20.652,48.988
27.309,56.841,64.831,52,"Class2","J","E",40.901,10,50.818,76.392,39.262,31.932
29.651,49.498,54.084,57,"Class2","Z","F",33.499,10,40.5,25.775,48.661,29.025
47.238,52.414,67.78,89,"Class3","G","M",84.047,79,37.674,23.975,31.954,28.447
9.386,48.993,46.59,87,"Class1","I","I",67.963,56,13.907,3.36,38.94,70.407
15.062,50.698,51.275,54,"Class1","I","D",54.418,57,31.385,2.173,46.32,67.146
42.89,48.86,83.337,75,"Class3","T","L",83.975,67,38.263,31.233,26.521,12.92
31.852,54.129,47.092,50,"Class2","J","O",43.815,11,44.398,46.154,55.954,48.791
69.704,61.284,68.988,90,"Class3","T","K",88.622,NA,39.508,27.256,19.777,13.705
77.488,51.274,76.33,65,"Class3","T","L",76.397,NA,43.25,28.261,32.56,58.345
33.77,36.1,37.149,53,"Class2","J","Y",33.292,10,48.923,56.761,22.975,68.507
84.768,47.037,87.071,71,"Class3","Y","M",90.478,65,39.265,25.596,31.622,-38.521
31.475,52.237,65.643,50,"Class2","T","X",31.834,8,53.886,61.613,67.436,55.159
NA,55.248,67.274,50,"Class2","Z","Y",38.6,11,43.394,42.6,36.427,43.703
79.934,37.746,87.606,83,"Class3","T","L",74.138,71,40.472,28.538,23.321,-3.439
25.098,23.361,11.471,52,"Class1","R","H",58.212,54,28.415,1.959,39.653,60.582
16.222,78.924,12.029,85,"Class1","I","P",61.769,53,19.008,2.851,32.079,70.19
33.811,52.19,63.52,54,"Class2","T","Y",57.342,8,43.618,32.755,27.128,40.288
79.886,39.391,85.437,84,"Class3","T","J",72.254,75,38.374,19.126,33.719,53.941
12.902,21.312,60.458,55,"Class1","H","D",63.836,56,23.525,3.153,33.643,72.179
54.393,38.101,72.877,77,"Class3","G","L",90.962,72,37.605,26.118,29.019,58.408
82.386,62.793,68.866,67,"Class3","Y","F",89.79,71,39.915,26.463,27.032,53.337
25.539,88.858,32.115,86,"Class1","K","I",63.952,55,22.978,0.922,23.359,65.304
26.905,35.087,59.391,54,"Class2","J","O",44.911,10,34.301,33.436,57.133,67.34
32.613,63.072,55.019,53,"Class2","J","F",50.689,8,38.371,30.039,36.829,19.941
7.928,76.714,26.755,76,"Class1","Z","H",58.204,58,29.364,1.881,73.05,74.778
9.57,40.109,34.583,54,"Class1","R","P",54.756,57,7.807,1.794,64.331,67.315
34.744,51.964,48.353,47,"Class2","S","F",29.528,NA,39.156,87.098,67.165,60.466
7.708,57.369,84.409,73,"Class3","G","L",88.656,74,41.342,27.754,34.61,2.115
14.743,52.523,28.003,42,"Class1","H","H",51.542,56,23.804,2.22,52.278,76.659
51.109,44.82,90.092,73,"Class3","G","M",83.079,80,40.677,21.203,39.12,18.16
35.037,59.743,68.706,49,"Class2","T","X",57.904,10,34.553,5.703,67.103,39.928
88.919,49.977,75.785,90,"Class3","A","L",83.131,68,39.851,25.909,25.505,68.553
23.603,27.58,29.58,90,"Class1","H","I",59.365,56,9.145,2.734,58.92,65.262
47.931,28.727,75.791,75,"Class3","T","F",86.403,76,40.245,34.07,35.216,88.961
26.264,40.534,82.503,72,"Class3","T","J",79.656,73,38.311,24.552,32.777,102.805
60.681,44.27,75.729,81,"Class3","A","K",78.933,75,37.854,25.393,25.622,125.239
17.003,75.625,7.483,45,"Class1","K","D",62.757,56,63.635,1.398,70.494,73.57
25.73,66.522,44.635,59,"Class2","T","F",55.504,9,55.921,34.384,51.772,46.491
34.531,49.253,68.059,78,"Class3","P","L",76.953,67,40.196,23.7,19.548,-16.184
24.522,34.58,56.356,48,"Class2","Z","Y",36.986,9,42.08,61.769,29.024,30.105
24.575,36.721,39.928,53,"Class2","J","F",36.462,9,44.424,58.341,64.772,51.906
10.405,31.094,72.417,79,"Class3","Y","K",80.574,67,37.126,22.933,24.502,53.854
26.973,30.388,27.283,44,"Class2","J","O",38.757,10,41.519,64.972,25.062,11.768
20.823,79.204,30.423,87,"Class1","H","H",51.684,54,17.914,2.542,66.641,71.828
90.02,57.649,74.784,80,"Class3","T","M",80.094,67,42.023,25.469,28.085,69.085
34.423,59.037,33.678,60,"Class2","S","X",39.359,10,62.906,53.176,42.006,40.788
47.448,34.115,87.285,72,"Class3","Y","L",72.518,81,37.55,29.726,28.079,74.029
19.418,53.596,35.914,68,"Class1","Z","H",62.977,55,17.243,2.616,39.581,64.921
76.575,49.038,70.685,71,"Class3","T","F",89.296,65,40.507,21.792,38.875,81.001
22.757,39.83,40.554,89,"Class1","R","D",65.087,57,22.19,1.795,69.429,67.297
5.893,52.622,36.499,42,"Class1","R","D",54.08,55,38.603,2.942,44.475,67.529
73.935,65.583,69.503,86,"Class3","A","L",83.616,73,41.739,32.821,20.886,71.123
26.177,59.71,13.526,55,"Class1","I","P",65.742,54,49.552,1.619,46.007,63.529
6.246,66.788,41.618,82,"Class1","Z","H",65.89,58,29.765,1.721,63.932,65.748
25.53,44.52,75.282,74,"Class3","G","F",89.763,78,40.602,27.796,29.491,21.471
32.454,59.038,82.3,76,"Class3","T","M",77.53,67,39.044,24.035,19.091,33.44
93.554,31.066,70.72,79,"Class3","Y","M",87.842,79,38.599,30.851,22.178,20.39
9.753,45.101,82.275,68,"Class3","P","L",79.984,69,38.93,28.478,32.393,-7.542
15.305,24.535,-3.591,83,"Class1","K","P",61.278,56,28.578,1.182,42.121,66.932
33.997,34.354,59.47,57,"Class2","T","E",27.619,8,41.513,70.085,59.86,73.825
NA,64.306,88.548,59,"Class2","J","E",48.995,10,45.749,46.449,20.692,32.059
29.365,38.509,68.263,86,"Class3","T","J",80.112,79,41.349,21.575,40.617,46.223
74.918,41.929,83.13,69,"Class3","P","M",83.814,78,38.292,28.648,34.067,59.066
8.758,42.343,18.751,83,"Class1","R","C",61.461,58,20.384,2.299,23.454,71.048
35.674,58.628,76.024,90,"Class3","T","K",90.572,78,36.366,26.647,28.965,84.268
18.512,71.993,16.904,77,"Class1","I","I",59.661,55,9.119,0.519,40.811,67.324
28.568,38.122,76.094,58,"Class2","J","Y",55.562,10,46.656,45.463,59.39,27.924
48.383,47.7,85.246,76,"Class3","Y","F",81.896,NA,37.615,20.899,21.581,50.782
18.008,63.35,24.066,48,"Class1","H","I",63.906,52,59.49,2.633,63.982,70.435
23.745,43.82,76.504,79,"Class3","Y","K",83.392,68,41.735,21.938,35.529,100.214
27.818,29.151,74.001,46,"Class2","J","Y",26.179,11,42.376,37.398,27.25,-1.162
16.014,26.756,52.672,47,"Class1","R","H",58.791,56,26.85,1.323,34.66,68.737
24.471,37.005,26.362,91,"Class1","H","H",51.21,52,5.543,3.267,44.808,73.057
28.657,32.374,73.056,50,"Class2","Z","X",36.676,10,40.472,42.278,22.364,43.65
20.941,41.489,3.337,87,"Class1","Z","I",63.168,57,25.155,2.022,38.132,70.733
70.466,28.941,61.788,64,"Class3","T","L",83.463,72,37.181,29.706,22.75,109.511
28.414,59.131,53.989,61,"Class2","S","Y",54.391,8,36.482,63.607,23.769,22.825
9.225,35.129,76.226,74,"Class3","P","M",83.515,67,41.42,18.173,31.751,65.948
35.723,55.08,67.657,49,"Class2","J","X",40.202,8,49.545,45.618,23.915,36.494
74.17,32.47,78.52,88,"Class3","Y","J",75.396,77,41.517,27.509,20.871,6.222
25.197,44.179,61.944,51,"Class2","S","X",57.287,9,43.14,44.744,55.143,66.769
34.515,27.713,38.402,44,"Class2","J","X",26.942,10,41.462,19.452,65.02,41.48
33.374,38.663,90.008,70,"Class3","A","F",73.973,75,40.313,22.601,21.618,94.47
10.376,64.791,84.888,64,"Class3","A","F",79.299,73,40.076,23.163,30.894,20.267
67.293,40.083,75.116,86,"Class3","G","L",85.227,81,38.048,21.771,34.438,46.472
18.651,40.045,14.87,88,"Class1","K","C",61.023,54,11.589,2.469,38.495,68.624
16.873,61.801,77.026,84,"Class3","P","L",75.71,73,37.35,28.14,39.442,24.791
58.724,37.74,84.32,64,"Class3","A","F",75.727,65,41.063,27.231,39.542,85.914
NA,62.935,50.668,58,"Class2","S","F",26.864,11,50.259,0.591,47.017,39.154
68.964,53.655,88.919,87,"Class3","Y","K",88.202,NA,39.21,25.522,21.231,70.211
29.738,45.908,34.79,56,"Class2","R","Y",30.742,8,44.242,67.224,16.686,22.206
48.452,40.402,88.465,88,"Class3","P","K",74.596,67,39.153,25.865,23.505,60.23
5.353,43.604,8.873,53,"Class1","K","I",66.295,53,35.729,3.349,69.984,71.909
35.252,50.852,75.129,76,"Class3","G","F",75.253,65,40.489,22.598,32.409,67.556
45.674,59.109,83.701,73,"Class3","A","J",82.66,78,37.257,18.619,26.994,23.411
16.716,44.401,69.797,90,"Class3","A","K",80.742,67,41.031,28.552,40.053,67.444
19.785,88.028,17.783,94,"Class1","I","P",55.242,52,22.786,1.787,42.374,67.225
84.92,64.818,89.848,80,"Class3","Y","F",88.181,70,40.907,24.323,32.543,40.856
9.042,42.296,-11.809,81,"Class1","Z","H",61.886,57,24.143,1.281,26.828,65.37
7.116,31.527,10.568,54,"Class1","H","I",61.396,55,43.09,2.374,41.955,66.611
24.04,61.533,45.359,51,"Class2","J","Y",30.24,9,26.949,76.346,38.372,18.901
33.015,42.666,52.201,55,"Class2","R","O",34.198,8,49.19,65.35,58.692,41.163
28.865,39.125,35.339,61,"Class2","T","E",47.681,8,44.367,34.359,17.478,55.17
20.048,81.019,24.116,94,"Class1","H","I",54.827,54,25.106,3.289,24.197,70.225
92.163,39.803,81.972,70,"Class3","A","L",80.75,66,39.715,21.929,33.613,36.197
24.664,65.212,37.4,92,"Class1","R","H",55.318,53,22.594,1.768,48.719,70.851
8.174,44.37,36.84,76,"Class1","I","H",63.737,53,8.274,1.138,67.648,61.637
59.573,65.016,83.018,67,"Class3","Y","M",90.842,71,36.962,20.796,26.93,21.642
34.057,49.453,83.383,86,"Class3","P","F",88.884,74,38.854,24.025,34.145,48.633
25.45,54.31,44.3,56,"Class2","J","Y",52.776,10,46.466,19.199,42.808,85.84
65.842,35.986,80.399,88,"Class3","T","M",77.68,65,39.642,24.784,40.398,44.139
26.914,38.302,38.098,60,"Class2","Z","Y",51.527,11,38.786,76.143,48.63,38.909
34.365,68.974,60.072,46,"Class2","R","Y",40.687,9,53.34,55.404,43.321,61.356
29.772,30.007,67.675,61,"Class2","J","F",31.372,9,39.623,43.607,56.187,49.011
14.534,34.421,65.339,72,"Class3","T","M",86.115,64,38.686,25.802,35.864,11.327
74.18,37.604,83.243,84,"Class3","Y","K",75.246,65,41.959,35.033,41.932,87.161
35.372,67.254,31.08,49,"Class2","Z","O",39.3,10,37.236,51.693,37.5,23.446
72.269,59.063,73.701,84,"Class3","A","M",84.684,NA,39.034,23.362,35.861,44.532
NA,50.492,27.559,70,"Class1","K","I",58.987,54,18.794,2.501,43.468,73.592
33.554,32.373,41.615,51,"Class2","S","E",49.222,9,43.447,21.832,18.536,66.46
25.59,65.59,57.301,53,"Class2","R","O",28.287,8,52.074,66.097,31.89,64.432
58.475,42.847,71.615,82,"Class3","Y","M",76.636,74,42.203,18.073,37.201,16.257
5.846,30.451,41.193,48,"Class1","I","I",59.86,53,46.939,2.168,48.553,66.233
25.781,60.523,63.089,50,"Class2","R","F",44.292,8,45.505,27.288,38.378,28.56
35.258,29.963,62.877,55,"Class2","T","Y",26.79,8,48.121,38.484,67.621,42.895
5.802,32.69,39.348,91,"Class1","R","C",67.47,57,5.074,1.434,40.568,66.695
25.476,65.985,34.698,84,"Class1","I","C",59.252,52,34.017,2.687,32.355,68.41
74.657,62.619,89.793,76,"Class3","A","L",73.616,67,37.35,28.76,40.781,70.181
15.064,74.603,-16.952,88,"Class1","K","H",62.166,52,13.623,3.264,58.178,69.103
