"BXE1","PFV2","EVF3","DCN4","LUK5","Output25","YVS6","WGI7","HFI8","JAO9","PKG10"
80.493,"A",93.62,47.489,36,"Class3",77.599,81.347,"B",81.166,64.065
40.305,"M",65.269,27.363,80,"Class4",6.408,63.181,"V",88.322,27.429
73.134,"G",90.644,31.683,35,"Class3",69.666,82.818,"U",84.874,95.837
67.712,"O",71.294,24.827,47,"Class2",17.791,78.557,"Q",94.13,30.542
68.503,"U",74.956,14.713,62,"Class2",62.881,72.793,"O",70.728,82.678
30.62,"U",51.992,28.294,77,"Class4",21.119,28.548,"I",86.893,32.161
75.961,"O",84.437,6.493,27,"Class3",71.564,79.445,"B",80.876,65.09
29.269,"Q",41.459,29.477,82,"Class4",21.528,39.894,"P",87.272,46.445
73.868,"G",88.785,19.851,42,"Class3",77.03,71.42,"W",89.152,74.52
75.683,"G",93.875,60.257,37,"Class3",63.188,76.418,"U",82.708,70.48
66.01,"O",83.306,9.389,58,"Class2",31.773,78.76,"O",44.882,101.421
74.208,"G",87.262,12.714,40,"Class3",62.32,73.506,"U",89.72,48.074
71.062,"H",90.478,63.376,34,"Class3",77.72,74.749,"Z",86.156,88.176
41.976,"N",83.871,31.66,43,"Class5",62.973,15.2,"E",84.743,97.178
67.345,"F",91.976,16.279,50,"Class2",52.509,58.515,"Q",79.166,55.246
30.109,"Q",40.009,38.7,40,"Class4",4.714,78.934,"I",88.724,10.499
74.249,"G",90.213,19.942,37,"Class3",72.501,71.246,"B",89.756,43.707
85.108,"A",94.19,16.122,34,"Class3",83.691,75.319,"U",84.918,30.602
48.977,"U",83.401,32.299,33,"Class5",62.268,18.651,"B",85.388,97.522
8.999,"T",42.23,4.461,69,"Class1",70.855,28.318,"F",56.895,29.41
69.067,"I",79.92,22.144,58,"Class2",55.729,75.875,"G",32.632,107.212
65.978,"O",73.972,9.314,59,"Class2",45.7,68.589,"O",72.484,95.466
39.067,"M",41.465,34.739,60,"Class4",16.683,75.784,"V",86.461,-21.931
74.198,"G",86.62,6.043,37,"Class3",65.097,74.738,"Z",84.154,54.099
66.824,"I",84.841,18.465,56,"Class2",29.402,81.814,"N",32.685,67.446
76.098,"Y",99.303,15.878,23,"Class3",70.266,72.476,"U",90.9,41.907
65.639,"I",81.089,20.91,61,"Class2",28.511,55.389,"G",78.184,42.309
8.903,"T",24.546,4.152,69,"Class1",77.977,15.48,"V",50.768,34.636
65.677,"Q",90.297,8.083,59,"Class2",29.234,74.369,"N",81.739,74.839
44.08,"R",83.145,32.41,39,"Class5",62.249,18.507,"B",87.96,97.957
67.488,"F",75.326,23.868,40,"Class2",-5.486,54.774,"Q",84.827,71.379
6.659,"F",74.311,4.035,73,"Class1",72.007,24.458,"V",49.171,32.651
78.387,"Y",87.507,27.178,32,"Class3",81.284,80.765,"W",89.665,55.159
67.713,"O",82.035,24.763,51,"Class2",49.969,84.232,"G",71.666,27.362
32.056,"N",82.196,31.029,41,"Class5",61.583,8.872,"R",85.988,97.476
52.731,"R",84.921,33.447,37,"Class5",63.205,15.692,"E",90.808,97.468
8.895,"J",37.321,4.848,74,"Class1",72.725,17.088,"O",47.874,27.626
9.527,"T",-18.011,4.956,70,"Class1",75.947,55.01,"X",47.769,30.562
7.674,"T",37.983,5.073,71,"Class1",71.859,38.685,"X",51.334,29.524
8.992,"F",61.166,4.643,74,"Class1",70.772,63.992,"M",NA,29.105
65.171,"Q",81.765,15.827,39,"Class2",67.045,68.888,"O",55.468,52.12
65.697,"F",79.537,24.592,60,"Class2",50.933,79.564,"Q",28.919,61.919
70.032,"O",86.861,2.077,20,"Class3",68.549,74.022,"D",NA,67.207
8.568,"K",29.798,4.832,69,"Class1",71.923,13.959,"O",54.762,32.058
78.352,"G",87.756,52.29,39,"Class3",74.454,80.616,"D",NA,70.665
40.62,"P",83.655,31.866,46,"Class5",62.548,18.412,"B",84.969,97.433
47.367,"U",54.228,36.649,96,"Class4",12.983,12.343,"H",88.141,39.256
7.602,"K",51.772,5.988,69,"Class1",74.422,31.26,"M",52.195,31.823
71.09,"H",91.664,4.401,26,"Class3",72.591,77.773,"B",NA,60.894
68.305,"F",73.296,22.535,64,"Class2",106.334,71.888,"Q",87.124,74.612
35.599,"U",18.397,38.289,66,"Class4",22.728,9.016,"I",88.82,4.351
71.9,"H",93.309,22.949,22,"Class3",68.102,73.421,"B",89.401,77.246
35.582,"K",47.06,35.83,99,"Class4",31.36,25.104,"O",87.092,32.694
8.197,"L",3.092,4.758,69,"Class1",70.287,58.7,"O",49.754,30.097
52.227,"R",82.536,32.185,38,"Class5",62.858,6.842,"R",91.967,97.439
67.274,"F",84.484,14.077,36,"Class2",15.583,83.355,"G",23.528,49.86
73.986,"A",93.081,63.169,25,"Class3",71.333,73.524,"Z",83.236,63.827
65.109,"O",NA,14.542,33,"Class2",65.775,78.089,"Q",32.187,85.222
9.454,"K",40.876,5.15,72,"Class1",70.592,35.858,"O",58.823,31.387
82.901,"A",95.27,22.757,22,"Class3",60.601,81.344,"W",89.248,54.963
30.408,"U",23.972,34.617,63,"Class4",20.694,45.655,"H",87.205,48.306
8.082,"K",29.309,4.6,72,"Class1",74.278,59.311,"V",55.065,30.167
32.4,"M",NA,34.903,93,"Class4",-2.371,11.292,"H",86.695,27.693
66.467,"U",74.629,12.084,66,"Class2",31.614,71.05,"G",75.969,63.481
28.271,"R",83.297,31.472,42,"Class5",62.008,12.306,"B",92.43,97.554
36.597,"U",62.32,37.87,88,"Class4",-5.43,50.189,"O",86.425,22.298
46.69,"H",84.257,33.043,48,"Class5",61.485,9.812,"E",92.21,97.658
44.184,"U",85.176,32.883,28,"Class5",62.56,16.633,"R",84.471,96.917
33.488,"H",84.638,32.185,45,"Class5",62.625,10.974,"K",92.48,97.886
83.959,"G",92.358,42.513,25,"Class3",76.284,76.878,"Z",86.661,63.472
31.326,"K",55.619,35.586,65,"Class4",1.756,63.647,"P",88.549,14.648
7.102,"F",21.736,4.741,70,"Class1",70.515,20.719,"O",59.883,31.207
6.913,"J",NA,4.141,71,"Class1",68.888,56.715,"X",47.722,28.207
34.813,"M",-3.3,26.931,87,"Class4",3.433,31.854,"H",87.779,29.691
29.85,"O",64.844,25.795,58,"Class4",9.156,47.146,"O",86.92,31.797
8.116,"K",36.042,4.674,73,"Class1",69.697,66.324,"X",52.084,28.807
42.012,"U",52.785,33.431,91,"Class4",14.156,42.253,"I",87.848,33.793
64.484,"Q",83.822,17.16,49,"Class2",78.259,70.753,"N",NA,94.761
8.583,"K",31.43,5.787,72,"Class1",71.935,35.667,"O",60.18,27.726
74.469,"Y",92.016,39.083,27,"Class3",81.81,71.697,"W",86.003,65.597
66.474,"U",92.253,24.337,35,"Class2",98.818,52.183,"Q",80.957,76.315
29.297,"U",70.759,34.679,85,"Class4",4.109,17.626,"V",88.765,17.27
9.1,"L",47.778,4.19,69,"Class1",70.599,69.567,"F",47.63,33.049
8.946,"J",12.314,4.688,72,"Class1",70.834,65.497,"M",47.647,29.676
67.241,"I",78.545,10.967,41,"Class2",31.261,54.82,"B",31.415,79.815
65.951,"U",69.31,8.961,67,"Class2",37.287,60.158,"O",60.452,78.427
35.492,"P",83.185,32.162,51,"Class5",63.764,10.117,"R",90.534,97.425
8.025,"F",49.902,5.619,69,"Class1",70.779,36.561,"O",48.006,32.244
8.796,"T",36.382,4.185,73,"Class1",69.961,20.281,"V",54.48,27.504
70.04,"O",77.056,19.654,63,"Class2",45.868,80.816,"Q",57.431,70.841
26.057,"O",24.977,25.946,100,"Class4",20.625,55.367,"V",88.242,31.914
66.128,"Q",74.099,18.2,66,"Class2",34.965,63.206,"O",51.044,96.068
41.239,"H",82.07,33.39,39,"Class5",61.127,16.791,"K",92.016,97.881
37.351,"O",32.159,35.775,46,"Class4",8.519,82.649,"V",88.419,23.006
66.649,"O",82.741,21.893,50,"Class2",55.745,64.417,"O",32.238,88.884
25.753,"Q",32.146,33.103,98,"Class4",19.987,50.645,"I",87.864,33.91
29.411,"K",72.223,25.933,51,"Class4",17.488,12.554,"H",87.033,16.35
9.376,"T",34.657,4.025,70,"Class1",68.179,20.681,"F",52.191,35.336
91.751,"H",NA,29.849,30,"Class3",73.717,78.521,"B",89.813,57.855
9.723,"T",55.515,4.761,72,"Class1",71.355,53.393,"M",53.492,30.459
68.168,"I",77.639,21.034,61,"Class2",50.042,64.802,"G",74.615,52.49
30.038,"O",61.003,37.743,54,"Class4",11.201,30.999,"V",87.476,35.277
75.589,"H",89.325,13.496,29,"Class3",77.512,74.885,"U",80.962,61.218
34.207,"M",55.079,34.925,65,"Class4",18.61,68.947,"O",86.189,28.363
79.061,"A",93.314,45.442,27,"Class3",65.439,79.016,"B",89.824,25.335
75.303,"H",87.615,2.863,39,"Class3",73.427,73.117,"D",81.36,56.637
67.695,"O",84.698,15.28,59,"Class2",66.185,50.526,"B",38.789,66.304
6.765,"J",58.117,5.011,69,"Class1",71.162,46.095,"X",49.039,28.418
67.016,"U",84.856,21.821,54,"Class2",64.786,56.916,"N",18.333,49.066
7.681,"J",29.984,5.887,70,"Class1",76.667,33.079,"F",48.476,28.991
36.948,"P",82.437,33.63,35,"Class5",61.603,12.225,"R",87.526,97.277
44.777,"P",82.554,33.215,49,"Class5",62.81,16.777,"E",87.585,97.596
30.879,"M",37.178,28.823,80,"Class4",17.128,17.644,"I",88.72,-5.501
75.5,"O",92.478,9.602,23,"Class3",68.043,72.668,"W",83.428,98.457
32.779,"Q",49.066,34.174,73,"Class4",13.5,79.122,"O",86.93,30.841
6.45,"K",43.299,4.804,69,"Class1",73.583,58.539,"M",56.479,27.906
42.525,"U",82.458,31.383,45,"Class5",63.777,17.245,"R",84.877,97.556
38.986,"U",41.326,36.191,46,"Class4",13.064,37.057,"O",88.079,-0.068
39.217,"U",96.444,25.508,73,"Class4",14.692,21.182,"H",86.128,5.835
42.227,"R",83.719,31.161,52,"Class5",61.982,12.766,"B",89.123,97.937
71.577,"H",102.829,21.345,33,"Class3",77.68,81.711,"U",81.793,93.064
34.601,"N",84.231,33.5,43,"Class5",62.125,15.164,"G",88.865,97.5
66.1,"I",80.482,8.573,49,"Class2",50.033,54.944,"B",49.192,58.445
78.778,"A",82.522,53.596,30,"Class3",63.777,77.745,"D",79.128,63.46
8.536,"L",10.689,4.288,72,"Class1",68.412,43.188,"O",50.237,33.003
81.461,"O",95.846,43.5,29,"Class3",71.605,76.332,"Z",89.16,44.495
77.641,"H",89.046,27.653,27,"Class3",70.155,73.143,"U",82.071,42.352
67.845,"F",76.41,18.829,47,"Class2",12.724,79.217,"B",66.51,63.279
46.508,"R",83.576,31.879,43,"Class5",60.968,6.533,"G",92.372,97.082
33.58,"N",83.235,33.743,45,"Class5",61.836,6.434,"R",87.747,97.475
66.791,"F",76.685,10.557,37,"Class2",92.424,60.536,"B",44.307,52.718
8.435,"K",41.351,5.543,70,"Class1",65.706,63.501,"M",58.411,28.458
42.674,"R",82.73,31.462,45,"Class5",62.651,6.203,"R",91.235,97.011
8.811,"J",29.56,5.463,72,"Class1",74.976,30.396,"X",59.995,34.105
53.52,"H",83.03,33.011,29,"Class5",61.917,11.279,"E",90.974,97.424
10.109,"F",49.505,4.449,71,"Class1",73.367,59.485,"V",54.094,26.548
30.429,"U",94.289,25.24,58,"Class4",13.447,32.744,"H",86.774,15.121
9.996,"J",58.673,4.012,70,"Class1",74.521,41.948,"X",54.419,27.756
78.913,"G",94.903,6.175,34,"Class3",77.68,71.782,"Z",84.587,38.985
43.309,"P",84.616,33.847,55,"Class5",63.486,15.681,"B",89.434,97.631
6.859,"L",28.559,5.969,74,"Class1",74.389,32.369,"V",55.244,33.681
80.392,"O",87.731,58.77,21,"Class3",66.903,83.164,"B",87.171,41.439
27.306,"O",63.994,25.066,66,"Class4",17.475,76.853,"I",86.873,33.131
29.021,"R",83.683,33.506,33,"Class5",63.361,9.287,"G",91.219,97.293
30.918,"M",69.352,31.487,69,"Class4",24.215,10.977,"V",86.994,25.016
8.214,"K",15.271,4.565,73,"Class1",69.897,32.084,"O",59.214,29.643
41.184,"U",83.095,31.47,30,"Class5",61.68,15.325,"K",86.359,97.453
68.496,"I",78.336,11.405,64,"Class2",81.843,71.2,"B",20.849,90.552
35.275,"K",44.917,33.742,43,"Class4",7.902,20.641,"P",87.132,24.788
46.21,"U",83.553,32.461,51,"Class5",63.172,7.966,"R",85.4,97.557
72.692,"Y",94.583,32.18,31,"Class3",72.081,81.801,"D",79.951,43.846
67.734,"I",73.151,20.337,64,"Class2",54.547,74.428,"N",86.707,68.499
31.299,"U",61.898,26.322,84,"Class4",13.976,28.788,"O",87.982,31.997
65.465,"F",77.562,13.307,51,"Class2",78.708,75.624,"G",21.616,88.448
27.462,"M",49.67,29.651,65,"Class4",20.815,21.744,"H",86.095,29.613
34.589,"Q",23.561,30.393,61,"Class4",5.323,4.652,"H",88.452,5.41
31.276,"U",31.595,32.248,48,"Class4",20.345,36.335,"O",86.317,34.499
66.748,"F",82.255,13.627,67,"Class2",87.565,73.496,"N",71.169,92.856
34.022,"Q",87.4,35.49,53,"Class4",18.998,13.706,"I",88.467,22.648
9.656,"F",NA,5.343,69,"Class1",74.16,56.421,"V",56.835,33.002
67.245,"U",78.584,23.739,49,"Class2",25.331,80.687,"O",28.01,65.407
37.183,"O",43.595,27.624,99,"Class4",7.201,68.064,"O",88.588,25.605
8.368,"J",32.607,5.861,73,"Class1",69.174,26.739,"V",50.843,25.588
10.596,"L",35.09,5.206,71,"Class1",71.09,14.996,"X",53.292,25.79
70.865,"A",91.981,28.764,22,"Class3",70.818,81.872,"Z",83.908,44.227
67.338,"F",77.639,22.305,52,"Class2",61.943,67.605,"O",35.758,41.638
35.927,"Q",68.378,27.427,57,"Class4",9.206,42.444,"P",88.821,26.948
45.613,"P",81.879,32.201,33,"Class5",61.648,5.625,"R",89.825,97.17
7.258,"T",53.562,4.11,71,"Class1",72.878,45.492,"V",57.196,34.151
7.191,"L",19.207,4.162,70,"Class1",71.903,33.598,"X",54.121,31.629
77.218,"O",93.05,21.393,26,"Class3",71.364,79.602,"D",90.985,55.707
70.969,"A",86.135,16.716,34,"Class3",77.956,81.843,"B",83.434,81.345
34.135,"O",20.906,27.075,54,"Class4",25.167,15.422,"O",86.507,44.797
46.037,"R",84.576,31.942,42,"Class5",62.827,11.85,"E",91.015,97.622
66.098,"F",80.68,12.51,67,"Class2",1.94,75.698,"Q",23.091,66.54
8.61,"T",NA,5.128,69,"Class1",71.402,38.762,"X",58.099,32.247
68.119,"G",91.574,44.041,24,"Class3",79.827,79.587,"U",88.832,64.523
70.915,"Y",87.844,47.546,20,"Class3",68.518,74.183,"U",90.333,44.858
29.216,"M",29.595,38.635,72,"Class4",9.821,59.985,"V",88.819,35.678
78.745,"G",93.069,63.715,32,"Class3",64.402,73.815,"D",NA,70.241
34.919,"O",37.047,37.265,39,"Class4",8.573,24.63,"V",87.817,23.49
8.353,"K",42.408,4.438,73,"Class1",73.508,59.061,"F",57.357,27.443
10.232,"K",18.809,5.655,73,"Class1",70.576,57.84,"F",59.082,31.934
35.163,"O",NA,26.969,61,"Class4",13.301,26.847,"H",NA,7.586
30.249,"P",81.859,31.861,49,"Class5",62.057,7.842,"E",92.378,97.398
66.543,"F",80.436,19.37,51,"Class2",55.001,56.072,"N",89.056,37.087
67.006,"I",86.854,22.014,47,"Class2",10.823,51.094,"O",NA,68.277
37.761,"U",29.192,25.314,72,"Class4",18.322,6.15,"H",86.345,13.26
77.783,"H",88.783,36.935,39,"Class3",80.066,80.808,"W",NA,39.263
75.295,"H",93.422,55.719,30,"Class3",62.192,80.146,"U",80.834,86.585
25.588,"U",29.322,37.897,97,"Class4",25.411,60.825,"I",87.213,19.777
69.656,"F",81.425,22.674,49,"Class2",93.522,53.583,"N",NA,71.734
73.086,"G",93.211,33.853,27,"Class3",71.181,77.365,"Z",80.328,50.94
66.474,"F",84.948,19.428,46,"Class2",78.277,74.14,"G",90.427,82.185
7.997,"L",73.973,4.025,74,"Class1",72.487,20.924,"F",47.721,29.358
66.866,"F",85.776,9.964,45,"Class2",52.52,57.108,"O",NA,49.477
79.543,"O",97.726,42.472,34,"Class3",52.546,76.515,"D",86.736,49.562
49.762,"U",85.079,33.706,37,"Class5",63.506,10.071,"G",92.774,97.373
38.446,"M",59.162,28.181,50,"Class4",7.14,22.262,"I",86.098,63.2
66.799,"Q",81.881,18.231,58,"Class2",21.534,66.365,"G",69.799,67.141
32.028,"Q",45.926,33.572,79,"Class4",17.426,75.398,"O",88.29,0.844
84.031,"H",95.666,27.919,26,"Class3",68.495,74.957,"Z",79.306,47.576
24.851,"M",57.16,28.662,75,"Class4",9.399,58.915,"V",87.349,11.681
67.241,"U",79.892,10.414,44,"Class2",40.614,72.347,"N",76.506,73.097
24.753,"K",37.356,39.62,65,"Class4",10.52,7.173,"H",88.526,31.393
9.384,"L",21.181,5.275,71,"Class1",71.733,29.05,"F",56.147,34.845
8.04,"J",22.214,4.952,74,"Class1",76.04,14.431,"O",55.545,27.247
30.531,"P",83.969,31.233,37,"Class5",62.227,17.276,"R",90.765,97.307
25.903,"Q",52.513,29.146,51,"Class4",27.526,74.31,"O",87.817,39.252
27.873,"M",25.861,38.75,41,"Class4",10.343,31.244,"I",88.669,23.235
31.8,"R",82.736,32.222,43,"Class5",61.584,12.002,"E",91.96,97.541
46.262,"U",NA,31.296,37,"Class5",62.696,5.363,"E",84.416,98.409
65.45,"Q",81.03,18.225,65,"Class2",15.044,72.516,"G",46.05,61.137
54.921,"P",83.714,33.727,49,"Class5",62.091,10.245,"R",90.914,97.616
40.666,"R",NA,33.193,49,"Class5",60.988,6.244,"E",86.417,97.464
82.362,"H",93.681,53.472,32,"Class3",74.462,75.608,"B",88.431,71.435
40.572,"R",83.906,33.562,52,"Class5",61.066,6.869,"K",91.979,97.384
70.956,"Y",96.998,30.588,26,"Class3",82.408,82.498,"Z",79.369,60.776
23.187,"N",84.875,33.225,34,"Class5",62.983,15.884,"E",87.654,97.169
71.074,"H",94.957,9.463,28,"Class3",61.821,78.203,"B",84.009,66.389
30.026,"U",85.17,32.846,36,"Class5",63.379,14.458,"K",87.507,97.055
67.749,"G",92.615,47.779,38,"Class3",65.833,71.049,"Z",82.81,52.466
73.67,"Y",90.021,54.139,36,"Class3",75.244,75.236,"D",79.984,40.936
66.621,"F",NA,17.634,63,"Class2",74.045,77.729,"Q",59.623,83.099
49.893,"H",82.258,32.219,48,"Class5",62.816,5.532,"R",84.053,96.833
70.414,"U",72.893,13.281,64,"Class2",5.008,77.222,"Q",65.612,87.999
32.505,"O",88.604,29.499,99,"Class4",9.112,2.578,"I",86.011,37.509
8.282,"J",57.018,5.951,74,"Class1",73.486,14.564,"O",47.35,34.333
7.736,"L",-22.686,4.168,69,"Class1",70.875,67.716,"M",58.774,29.414
6.984,"F",34.919,4.755,74,"Class1",71.166,55.25,"F",55.99,32.501
38.213,"Q",64.553,32.83,47,"Class4",7.026,76.768,"V",87.096,27.472
77.467,"H",86.139,55.606,32,"Class3",69.498,81.037,"W",NA,76.324
40.341,"R",84.635,32.508,52,"Class5",62.734,10.443,"R",89.014,97.504
38.057,"R",83.449,32.746,44,"Class5",62.037,14.332,"K",89.388,97.724
7.266,"J",30.384,5.847,72,"Class1",70.656,60.562,"X",60.914,37.346
66.05,"Q",70.763,21.361,42,"Class2",62.252,52.281,"N",30.336,50.597
9.142,"T",42.718,5.979,73,"Class1",77.663,51.995,"O",57.996,30.568
46.475,"P",82.363,33.353,49,"Class5",62.606,13.821,"R",90.66,97.774
66.836,"U",88.967,17.905,63,"Class2",61.326,75.27,"G",74.701,69.184
74.775,"A",91.528,62.165,32,"Class3",68.72,72.229,"Z",81.726,56.687
67.985,"I",81.177,10.403,50,"Class2",57.093,78.595,"B",51.554,46.818
71.671,"G",89.76,22.097,22,"Class3",61.011,81.846,"W",86.584,71.622
69.088,"I",81.704,11.776,37,"Class2",84.435,62.353,"N",80.213,40.33
8.68,"T",53.018,4.185,71,"Class1",75.063,45.991,"F",48.857,27.66
66.772,"I",65.631,24.475,43,"Class2",39.8,54.477,"B",27.482,54.403
29.635,"M",72.758,37.634,38,"Class4",0.811,64.279,"P",86.009,1.443
66.154,"F",69.893,17.927,46,"Class2",12.895,68.45,"N",86.318,55.85
64.667,"O",80.834,12.237,42,"Class2",33.181,72.098,"N",33.652,94.771
9.605,"F",31.865,4.81,73,"Class1",71.429,52.164,"V",51.347,32.489
32.743,"K",79.539,30.526,68,"Class4",14,10.708,"H",87.106,-0.088
65.666,"F",76.851,13.743,41,"Class2",64.985,54.132,"B",17.713,51.426
7.535,"F",4.753,5.964,72,"Class1",68.282,41.061,"F",60.196,32.735
45.447,"R",NA,32.367,55,"Class5",63.11,15.583,"G",91.029,97.476
9.469,"J",1.669,5.643,69,"Class1",72.335,11.963,"V",NA,30.444
8.362,"J",7.361,5.178,71,"Class1",75.741,24.08,"X",53.621,33.817
32.223,"K",73.74,29.601,77,"Class4",7.123,15.919,"P",88.406,31.563
79.828,"G",93.335,45.6,33,"Class3",62.984,77.27,"Z",NA,45.81
64.85,"R",83.73,33.023,41,"Class5",62.701,18.112,"R",88.871,97.069
42.649,"R",81.259,31.697,49,"Class5",62.874,14.11,"E",85.782,96.906
71.563,"A",NA,58.459,39,"Class3",77.765,78.869,"U",79.152,49.936
72.944,"Y",84.471,2.622,28,"Class3",71.149,74.474,"B",86.022,85.366
8.304,"T",77.256,4.132,70,"Class1",70.208,63.398,"V",59.629,27.768
47.188,"N",84.829,33.061,35,"Class5",61.909,17.665,"G",88.153,97.279
32.769,"M",79.609,39.028,97,"Class4",-2.618,51.289,"P",87.181,26.306
39.999,"U",80.793,32.538,48,"Class5",63.737,9.062,"K",92.284,97.291
21.081,"H",83.149,33.269,46,"Class5",61.555,16.535,"G",86.834,96.912
8.026,"J",39.32,4.333,69,"Class1",70.713,33.627,"X",51.772,29.758
83.198,"Y",NA,42.104,38,"Class3",79.051,81.463,"Z",82.376,74.407
75.635,"O",90.604,12.732,35,"Class3",79.077,71.215,"Z",NA,36.553
67.113,"O",70.244,18.214,57,"Class2",0.511,68.4,"O",83.687,63.74
66.568,"Q",69.252,19.283,42,"Class2",59.3,65.544,"B",81.161,75.297
29.037,"R",83.851,32.44,38,"Class5",63.475,17.571,"G",90.823,97.594
10.577,"L",56.815,4.181,72,"Class1",70.933,23.206,"X",49.517,32.484
7.303,"K",33.603,4.378,74,"Class1",71.451,57.299,"X",51.586,28.794
85.091,"A",92.486,30.212,23,"Class3",66.083,81.371,"D",85.445,82.71
78.449,"A",93.546,23.296,24,"Class3",71.148,82.179,"B",84.773,81.253
66.583,"Q",77.269,19.677,32,"Class2",19.567,74.693,"Q",80.318,87.506
8.783,"T",50.232,5.291,69,"Class1",73.007,13.702,"X",60.216,31.966
34.893,"H",81.523,32.224,50,"Class5",61.372,15.673,"B",88.14,97.592
82.444,"Y",92.104,37.864,36,"Class3",73.276,76.042,"B",90.673,36.794
74.771,"Y",93.573,37.592,33,"Class3",83.037,83.712,"D",80.771,59.831
75.125,"H",98.51,23.925,35,"Class3",62.361,77.388,"B",80.048,67.533
67.455,"O",82.691,20.159,66,"Class2",37.998,67.35,"N",40.144,85.946
63.503,"H",83.674,33.179,50,"Class5",63.149,9.322,"G",86.314,97.076
8.098,"F",8.034,4.818,70,"Class1",73.054,66.634,"F",52.71,31.378
59.071,"R",83.954,33.66,47,"Class5",63.435,17.848,"G",87.393,97.881
70.379,"I",74.658,19.894,56,"Class2",29.227,61.449,"O",41.241,56.414
40.972,"O",52.705,31.526,74,"Class4",8.774,76.806,"V",88.092,19.319
27.198,"H",82.495,32.069,33,"Class5",61.926,12.964,"R",87.559,96.958
64.517,"O",80.527,8.014,36,"Class2",64.493,74.068,"G",24.278,60.667
33.325,"P",83.99,32.285,40,"Class5",61.277,11.937,"E",85.167,97.621
66.904,"F",81.954,12.411,34,"Class2",44.612,55.121,"O",29.012,82.477
8.15,"T",25.762,5.739,74,"Class1",69.707,36.57,"F",50.498,29.553
65.054,"U",79.432,12.392,50,"Class2",116.451,82.227,"O",NA,77.454
56.288,"H",NA,32.75,40,"Class5",63.221,16.925,"B",90.606,98.541
6.319,"T",19.726,4.411,71,"Class1",76.741,45.863,"M",53.028,27.746
77.582,"A",90.496,63.256,30,"Class3",75.274,75.216,"D",83.27,67.702
40.365,"R",83.284,32.535,35,"Class5",60.274,17.759,"R",92.158,97.659
8.436,"J",15.879,4.081,69,"Class1",69.357,33.112,"O",52.458,38.238
79.077,"G",95.848,40.99,34,"Class3",62.672,77.622,"W",82.308,79.236
64.956,"I",80.309,18.851,42,"Class2",34.573,74.599,"B",80.042,80.727
10.292,"J",52.542,5.361,69,"Class1",76.475,10.516,"F",58.677,31.142
25.857,"N",81.905,31.384,28,"Class5",61.76,9.542,"K",92.87,97.812
85.905,"Y",NA,41.647,20,"Class3",60.259,80.197,"W",85.686,60.574
32.911,"Q",54.855,29.316,86,"Class4",11.408,79.641,"I",86.001,26.109
77.61,"Y",95.187,57.812,26,"Class3",70.37,74.42,"B",80.003,65.419
36.123,"M",20.386,39.975,56,"Class4",11.942,61.687,"I",86.777,13.527
71.013,"A",88.75,9.711,32,"Class3",72.232,76.855,"B",86.921,85.448
73.711,"H",88.607,30.179,42,"Class3",64.1,79.156,"U",80.764,60.298
47.024,"U",82.374,31.943,39,"Class5",61.974,16.383,"G",91.898,97.899
7.697,"K",24.596,5.366,70,"Class1",70.679,26.858,"M",60.151,36.019
66.087,"U",71.722,17.875,65,"Class2",52.519,73.511,"B",63.595,99.037
8.87,"L",NA,4.765,74,"Class1",68.995,56.943,"V",53.288,34.955
66.88,"I",84.067,9.284,57,"Class2",63.524,73.207,"B",58.322,56.857
30.715,"R",81.916,33.066,42,"Class5",61.715,12.708,"G",92.553,97.733
79.682,"G",89.696,22.274,25,"Class3",91.282,83.414,"D",82.513,79.423
85.917,"O",89.401,59.978,38,"Class3",56.972,78.673,"B",79.86,61.044
68.082,"Q",81.503,18.55,50,"Class2",10.944,51.219,"Q",20.248,70.92
27.77,"P",83.392,31.697,46,"Class5",62.386,16.674,"K",90.416,97.319
48.519,"P",85.208,33.491,53,"Class5",64.173,10.723,"E",90.105,97.437
38.412,"R",84.042,31.092,43,"Class5",62.535,14.988,"E",88.006,98.175
8.938,"T",23.075,5.243,72,"Class1",76.008,31.977,"F",48.231,30.788
30.664,"U",40.783,30.327,94,"Class4",8.336,43.903,"H",86.464,33.233
37.841,"O",21.137,38.441,41,"Class4",7.739,3.193,"V",87.802,63.593
66.934,"O",84.851,13.362,39,"Class2",16.566,67.585,"N",NA,46.775
56.041,"P",82.189,31.883,39,"Class5",62.478,5.281,"B",89.042,97.208
65.487,"O",72.847,21.546,61,"Class2",42.332,69.272,"G",94.49,46.199
36.801,"R",NA,33.604,52,"Class5",61.977,13.174,"R",88.568,97.3
66.133,"Q",86.413,15.807,54,"Class2",17.51,51.223,"N",57.056,67.283
32.764,"M",15.168,26.195,79,"Class4",12.989,24.996,"O",88.176,15.299
28.103,"H",84.646,33.819,41,"Class5",61.442,14.535,"R",91.531,97.131
37.456,"U",85.407,31.751,39,"Class5",63.781,6.171,"R",90.437,97.364
66.876,"F",79.902,12.398,56,"Class2",54.612,56.097,"O",94.584,65.458
47.428,"H",83.507,31.082,39,"Class5",61.947,6.984,"B",89.545,97.112
31.399,"N",84.449,32.128,41,"Class5",62.165,7.358,"G",90.728,96.857
9.95,"L",38.069,5.977,74,"Class1",67.144,57.524,"M",55.824,25.877
75.056,"Y",96.088,31.731,27,"Class3",79.904,77.494,"Z",90.881,70.178
69.446,"I",74.013,10.333,32,"Class2",45.923,56.12,"B",54.204,60.114
60.876,"U",83.018,33.134,34,"Class5",62.448,9.012,"G",85.191,97.732
