"KZN1","IHU2","POK3","FXI4","GDY5","FHT6","Output14","WZI7","VCX8","OYE9","PGS10","JZR11","CQD12"
34.593,51,79,50.197,54.785,12.769,"Class2","A",94.655,66.816,"V",48.409,68.973
68.85,92,61,35.303,65.049,50.321,"Class4","O",52.284,77.087,"M",3.002,56.52
96.193,50,92,39.578,42.45,42.94,"Class1","B",39.574,51.27,"G",66.07,18.907
77.136,47,68,40.477,NA,62.059,"Class1","G",42.137,76.691,"H",67.519,22.136
50.989,81,73,36.076,54.15,64.516,"Class4","S",54.885,27.157,"C",6.688,57.774
76.638,78,91,38.305,34.101,34.168,"Class1","W",41.387,43.394,"N",63.94,70.322
87.364,70,83,37.54,7.42,47.831,"Class1","L",41.518,58.153,"N",67.221,71.364
29.097,48,84,57.43,59.981,8.83,"Class2","T",95.545,68.534,"V",75.394,73.684
60.247,68,60,49.437,61.935,11.499,"Class2","X",99.932,61.76,"W",74.253,72.588
89.326,83,48,36.798,NA,50.774,"Class4","O",55.058,39.897,"K",9.141,61.691
87.674,90,66,35.689,48.372,47.516,"Class4","I",52.589,82.726,"K",9.285,59.944
34.223,59,67,79.728,59.874,24.901,"Class5","O",48.932,69.92,"X",29.988,56.915
28.399,48,80,68.072,59.205,8.606,"Class5","U",41.932,95.666,"X",18.611,72.477
69.135,46,87,11.927,57.325,33.87,"Class3","W",81.972,61.247,"Y",25.841,75.25
76.071,53,85,29.262,26.66,58.216,"Class1","G",42.543,87.346,"J",64.169,89.086
74.891,73,66,45.775,34.083,61.316,"Class1","G",43.173,50.314,"N",65.905,99.781
68.916,55,84,2.266,59.066,58.847,"Class3","W",63.821,60.267,"J",20.041,78.214
-13.931,36,80,49.516,82.834,17.361,"Class2","A",99.509,71.435,"O",75.552,71.618
87.699,83,60,35.818,66.034,48.577,"Class4","N",NA,77.871,"M",7.599,59.636
64.999,81,75,39.431,NA,56.578,"Class1","B",39.37,63.406,"H",63.148,76.208
-32.322,62,73,19.406,57.842,10.078,"Class2","T",99.024,60.876,"O",75.431,76.239
69.507,50,30,12.797,64.844,48.069,"Class3","V",85.575,63.228,"W",13.926,73.416
75.363,86,49,35.852,NA,66.291,"Class4","B",56.003,44.147,"J",4.089,53.814
25.691,51,34,61.685,57.9,8.103,"Class5","F",42.188,96.603,"Y",21.605,92.566
65.991,54,22,17.602,69.382,27.779,"Class3","E",NA,62.497,"G",2.361,78.517
17.721,33,84,94.753,56.092,19.028,"Class2","U",95.99,63.608,"V",63.439,70.754
65.15,53,20,10.762,64.823,33.334,"Class3","Q",61.615,61.043,"Y",1.031,53.653
64.995,50,26,13.643,76.259,36.14,"Class3","E",87.614,64.753,"Y",27.954,59.995
75.264,90,69,34.067,45.042,52.795,"Class4","I",49.433,13.805,"M",11.316,61.356
84.091,54,74,43.313,35.062,57.129,"Class1","G",43.107,49.24,"J",65.418,41.255
41.267,43,79,64.7,63.127,9.603,"Class2","T",94.028,61.289,"O",56.321,70.648
26.63,58,83,76.664,62.639,57.375,"Class5","G",32.772,81.63,"K",17.3,47.635
63.522,79,47,35.414,35.057,48.418,"Class4","O",59.416,47.883,"J",3.788,56.204
62.598,52,53,26.139,68.453,43.337,"Class3","W",69.943,65.683,"J",25.73,50.778
64.479,51,35,22.413,52.054,45.575,"Class3","Q",52.456,63.005,"J",20.522,52.523
66.019,46,70,24.559,73.924,35.928,"Class3","H",82.399,58.009,"K",1.851,62.269
79.937,90,38,35.07,67.54,38.637,"Class4","I",58.842,92.913,"C",5.135,59.244
78.066,51,63,40.578,35.595,47.54,"Class1","G",43.828,62.468,"N",62.076,61.459
78.38,84,64,39.832,57.736,69.918,"Class1","Q",43.66,42.829,"H",66.41,96.305
68.847,48,88,24.997,65.803,62.849,"Class3","W",69.569,68.449,"W",21.988,78.539
28.194,52,44,80.235,59.984,8.628,"Class5","R",19.417,83.719,"X",27.713,73.842
33.483,83,60,35.883,60.977,66.429,"Class4","I",55.429,28.433,"J",3.443,59.965
26.714,44,86,85.987,63.985,19.581,"Class5","F",44.699,71.011,"B",18.257,50.126
9.916,89,67,35.661,52.677,48.678,"Class4","N",59.306,36.159,"C",0.907,57.16
69.13,47,87,0.488,72.124,29.384,"Class3","E",87.537,65.847,"G",31.711,61.689
28.339,56,88,78.505,60.651,17.777,"Class5","O",48.117,75.331,"B",26.739,45.971
70.822,55,30,17.948,67.639,56.792,"Class3","V",78.784,62.062,"K",1.83,70.31
97.296,70,80,49.144,76.098,14.933,"Class2","U",NA,64.663,"W",54.209,69.275
23.319,54,52,84.389,63.244,32.094,"Class5","F",47.079,88.067,"Y",25.782,39.973
50.37,85,44,36.434,56.512,63.432,"Class4","O",58.962,90.911,"K",6.356,57.908
29.543,57,55,70.486,59.478,14.909,"Class5","G",37.3,85.457,"V",29.022,65.336
64.922,37,59,37.125,74.315,23.51,"Class2","U",96.446,73.552,"Z",57.35,77.102
72.924,81,61,39.27,103.378,67.613,"Class1","B",43.703,85.726,"H",64.296,69.626
94.02,59,65,40.436,70.925,69.693,"Class1","B",42.777,62.232,"J",64.622,31.812
82.148,82,40,34.322,59.377,65.15,"Class4","O",49.298,86.512,"K",5.677,57.763
31.828,52,93,77.361,61.997,55.197,"Class5","U",25.017,92.284,"V",29.43,68.42
68.168,89,41,34.411,55.085,54.387,"Class4","S",49.954,64.42,"K",6.979,58.975
43.127,91,45,35.476,NA,60.135,"Class4","N",53.166,35.068,"J",0.687,55.67
36.4,42,61,8.038,59.895,26.704,"Class2","X",98.903,67.81,"O",73.732,75.251
22.224,66,56,40.151,56.722,24.328,"Class2","T",99.774,64.476,"V",56.052,73.371
59.958,72,87,58.85,54.551,25.159,"Class2","A",94.398,71.284,"O",53.136,73.113
27.065,53,46,81.728,55.155,12.064,"Class5","G",41.581,74.447,"Y",25.799,39.09
69.365,55,75,11.667,76.607,35.66,"Class3","Q",57.865,67.349,"J",9.594,57.045
67.856,50,83,33.359,37.679,42.249,"Class3","Q",69.81,64.25,"K",21.629,74.367
23.796,53,92,68.973,56.353,47.889,"Class5","F",36.216,86.754,"X",26.905,66.907
66.305,90,70,35.797,59.812,62.375,"Class4","O",51.825,42.58,"J",14.707,58.58
-0.54,37,92,64.997,64.472,3.635,"Class2","P",98.819,60.602,"O",56.416,68.191
31.068,44,83,64.699,NA,1.811,"Class2","X",98.604,71.712,"M",63.896,75.629
34.022,54,67,56.547,56.22,14.094,"Class5","R",27.667,77.794,"X",18.208,41.247
70.899,47,59,23.767,67.476,36.986,"Class3","W",64.397,59.452,"Y",30.922,46.385
74.721,49,77,34.778,70.332,53.515,"Class1","L",43.106,57.261,"G",67.056,54.229
104.332,85,38,33.857,64.206,53.287,"Class4","B",49.208,73.421,"J",4.647,54.834
24.52,52,65,75.71,60.882,27.361,"Class5","U",48.379,85.065,"X",20.974,62.591
70.81,67,71,66.659,51.283,25.711,"Class2","X",93.157,68.463,"Z",72.073,71.575
67.749,52,83,17.665,14.711,35.227,"Class3","W",53.845,54.009,"K",31.872,49.674
79.538,83,36,36.218,56.155,67.389,"Class4","I",57.958,61.939,"K",13.659,55.854
69.964,49,78,15.647,59.136,26.879,"Class3","Q",54.928,56.465,"K",14.711,99.722
-19.124,50,75,80.023,49.104,5.023,"Class2","U",98.638,62.222,"Z",48.938,74.35
52.843,57,72,30.694,55.742,20.781,"Class2","P",98.124,62.925,"V",66.745,75.617
39.702,84,46,33.954,65.194,59.881,"Class4","I",53.51,67.375,"C",11.152,61.747
65.558,80,45,35.235,NA,46.562,"Class4","N",51.722,25.941,"J",0.175,55.94
103.475,71,63,46.345,54.07,15.979,"Class2","X",NA,64.14,"V",70.226,79.3
28.006,47,86,74.073,60.629,43.864,"Class5","F",26.529,95.391,"K",24.847,43.54
81.309,70,66,35.005,11.107,44.538,"Class1","B",39.704,80.346,"Y",67.826,25.597
52.957,89,63,36.584,52.515,56.99,"Class4","B",51.524,93.976,"M",6.583,57.13
68.627,48,46,28.727,37.67,16.642,"Class3","E",53.497,55.17,"G",28.269,60.195
83.061,78,68,37.469,58.819,64.352,"Class1","W",41.794,41.033,"G",66.61,99.672
17.045,32,82,65.317,68.688,21.425,"Class2","X",96.331,66.512,"O",53.783,71.954
54.456,93,64,35.227,53.156,50.646,"Class4","I",58.341,41.682,"J",6.787,57.617
26.104,48,36,82.21,59.213,27.336,"Class5","F",27.103,69.888,"B",31.439,42.144
73.452,58,67,42.09,9.508,35.513,"Class1","Q",42.365,62.398,"Y",62.411,46.292
26.378,55,89,88.278,61.258,16.779,"Class5","O",43.776,88.87,"Y",31.281,45.038
73.778,81,67,35.677,66.133,40.449,"Class4","B",49.895,81.15,"C",6.967,57.177
83.934,85,58,38.801,49.145,57.288,"Class1","L",42.161,45.489,"G",61.432,55.036
87.333,82,90,42.677,60.193,32.548,"Class1","L",43.489,69.878,"J",65.519,54.778
31.462,72,87,21.654,56.465,29.314,"Class2","U",97.421,66.837,"Z",49.215,76.015
51.473,92,38,36.053,77.685,40.352,"Class4","S",51.618,57.454,"C",7.516,57.813
65.203,47,77,6.026,95.796,40.124,"Class3","W",82.299,53.625,"G",13.729,62.832
84.457,79,63,35.27,NA,49.109,"Class4","N",59.771,33.373,"K",5.251,55.318
36.715,70,79,67.874,58.005,2.871,"Class2","T",94.235,68.258,"V",65.21,70.455
85.265,63,56,37.902,8.519,65,"Class1","B",43.979,65.264,"J",63.253,44.448
29.621,58,62,60.491,58.742,15.426,"Class5","G",27.097,96.693,"V",17.065,52.283
75.402,89,68,35.748,NA,66.993,"Class4","N",51.002,31.636,"K",7.014,59.945
53.517,62,77,-1.056,52.611,28.933,"Class2","T",96.572,72.507,"O",58.98,75.567
67.399,51,43,25.538,64.654,22.316,"Class3","H",85.534,65.158,"J",12.15,70.662
67.838,54,81,18.021,48.177,35.282,"Class3","E",74.074,65.783,"W",27.106,76.974
71.892,71,58,73.421,59.688,25.278,"Class2","T",93.675,63.423,"V",51.156,73.495
67.42,69,67,48.445,52.616,5.759,"Class2","A",98.196,68.92,"O",75.566,75.929
65.941,53,47,11.201,NA,18.751,"Class3","H",79.602,62.35,"K",24.894,57.925
106.811,34,89,31.084,54.65,13.011,"Class2","A",95.956,63.329,"O",69.426,81.53
32.203,44,92,73.221,68.152,11.841,"Class5","F",29.556,96.952,"Y",25.371,58.209
14.406,72,75,42.701,57.416,25.364,"Class2","X",99.864,65.559,"O",56.818,82.039
61.539,38,66,10.329,48.346,12.823,"Class2","U",94.01,73.098,"Z",71.016,64.49
58.319,87,69,34.785,NA,59.795,"Class4","B",50.142,88.078,"K",0.918,57.304
30.53,72,81,57.652,69.655,8.575,"Class2","U",96.503,65.538,"V",56.997,72.399
1.726,38,68,67.97,56.257,27.408,"Class2","P",95.757,71.648,"O",68.144,70.609
-17.211,71,88,40.542,56.36,28.065,"Class2","U",99.311,66.825,"W",50.573,75.831
25.126,41,88,63.904,60.334,51.456,"Class5","O",23.969,82.282,"V",25.679,62.418
26.481,42,44,69.591,62.09,4.762,"Class5","O",22.407,90.419,"K",25.106,61.726
27.925,51,56,71.122,59.679,53.366,"Class5","G",37.939,71.055,"K",27.366,62.232
68.012,49,70,23.378,85.929,37.713,"Class3","V",56.08,53.145,"K",28.095,87.434
85.037,72,80,14.694,60.25,19.191,"Class2","X",94.33,60.581,"Z",59.212,59.377
55.972,33,61,63.354,61.488,6.37,"Class2","P",98.29,72.257,"V",58.09,68.136
75.871,75,68,32.955,81.013,63.463,"Class1","Q",41.578,77.173,"N",67.581,63.226
71.05,92,69,35.972,59.19,64.879,"Class4","S",54.588,64.015,"J",10.22,55.134
77.379,54,84,36.869,25.115,36.853,"Class1","G",43.529,55.84,"Y",63.927,98.374
50.852,86,69,35.553,43.666,38.64,"Class4","I",49.623,76.681,"K",5.523,60.084
68.803,54,69,18.76,61.677,49.387,"Class3","W",85.883,65.303,"J",10.874,63.931
92.431,69,58,34.118,-3.906,58.192,"Class1","B",43.417,47.894,"G",61.814,71.769
88.868,90,36,34.88,53.634,50.624,"Class4","B",NA,31.646,"C",14.036,54.684
97.623,90,57,35.152,50.205,38.966,"Class4","I",57.214,21.39,"T",14.437,55.346
84.514,46,59,35.966,72.123,54.951,"Class1","B",39.921,57.27,"J",66.32,90.395
100.474,75,87,38.09,20.579,31.642,"Class1","G",39.947,62.653,"J",67.272,97.228
65.873,48,60,34.129,66.715,49.385,"Class3","H",71.506,57.11,"G",4.915,86.18
27.785,54,51,92.845,59.258,1.068,"Class5","O",37.41,96.225,"V",27.14,40.263
68.518,57,78,41.35,66.598,54.295,"Class1","W",40.112,77.866,"H",63.976,25.858
28.311,39,85,96.372,60.455,35.25,"Class5","F",42.722,96.238,"X",20.208,42.196
28.886,45,90,83.853,58.938,3.398,"Class5","R",30.279,71.788,"Y",27.606,25.67
66.16,55,64,30.942,52.171,18.42,"Class2","P",93.987,70.843,"M",73.196,72.506
65.499,51,91,19.156,56.2,55.295,"Class3","V",53.421,67.728,"G",6.068,67.261
13.876,49,56,54.444,61.382,25.12,"Class2","U",93.608,73.809,"O",69.46,74.784
80.829,91,71,34.38,60.704,53.428,"Class4","I",52.345,23.497,"K",3.348,59.432
66.929,52,57,5.681,64.12,31.301,"Class3","E",54.451,68.632,"G",21.815,61.972
23.807,59,47,72.088,61.764,16.02,"Class5","U",40.98,72.781,"X",18.528,31.46
69.249,92,65,35.348,57.085,41.295,"Class4","B",50.859,62.773,"J",5.679,56.747
55.18,69,56,4.633,59.059,2.359,"Class2","A",99.613,66.873,"O",48.638,63.962
6.195,72,71,36.571,54.131,13.007,"Class2","X",93.014,67.723,"M",68.891,72.964
91.318,87,91,37.531,24.141,69.766,"Class1","G",42.27,64.702,"H",64.244,67.166
45.689,88,49,34.678,60.476,43.499,"Class4","N",52.534,71.635,"M",12.969,57.146
24.711,57,77,69.005,59.279,2.209,"Class5","G",19.957,80.838,"B",20.908,64.108
84.642,79,93,38.61,35.972,71.349,"Class1","L",39.382,66.542,"N",67.623,65.385
52.994,88,41,36.347,40.357,40.463,"Class4","I",57.031,64.48,"J",4.235,60.381
95.148,43,69,31.617,40.355,70.138,"Class1","Q",40.962,66.153,"N",64.297,84.527
57.095,80,35,32.744,55.466,39.381,"Class4","I",56.784,11.622,"C",13.815,58.347
68.463,46,22,17.959,44.864,20.924,"Class3","E",56.948,58.394,"G",6.815,76.919
63.61,48,76,27.225,84.967,15.302,"Class3","V",65.247,58.737,"J",15.33,88.89
59.091,92,68,33.997,67.863,38.614,"Class4","N",55.027,83.084,"T",3.869,59.344
50.075,91,62,35.539,51.083,60.691,"Class4","B",49.394,57.843,"M",5.458,58.263
69.209,46,83,13.116,72.096,45.195,"Class3","V",83.351,61.738,"G",28.745,68.528
64.897,86,36,34.814,63.486,68.55,"Class4","N",50.808,89.207,"J",3.579,58.255
89.995,62,74,32.967,129.82,39.533,"Class1","L",41.712,69.809,"G",62.174,71.877
44.092,90,65,34.441,53.303,63.72,"Class4","O",55.409,38.662,"T",9.326,57.416
65.414,51,63,10.547,68.592,44.595,"Class3","H",68.518,62.538,"J",10.1,69.669
46.903,83,54,34.709,68.066,51.654,"Class4","B",54.838,64.851,"T",8.931,58.361
29.494,57,53,76.327,56.594,20.629,"Class5","R",47.404,71.832,"V",21.364,46.84
24.857,40,57,85.605,57.765,20.295,"Class5","G",29.424,80.921,"V",23.933,54.763
28.245,53,90,84.459,57.245,12.008,"Class5","O",23.996,89.659,"X",30.877,56.43
56.044,92,69,36.781,56.566,54.153,"Class4","O",53.184,12.466,"M",5.583,56.877
68.12,48,43,18.865,NA,19.682,"Class3","Q",64.407,57.915,"Y",2.393,33.945
71.046,82,63,34.847,61.223,51.22,"Class4","N",52.438,87.795,"C",3.112,63.594
21.771,53,67,79.172,63.212,17.593,"Class5","O",20.82,72.219,"B",17.3,50.604
32.049,62,91,-29.589,79.33,7.369,"Class2","U",95.07,60.851,"V",61.651,72.164
26.376,44,42,93.298,58.837,38.366,"Class5","O",24.306,81.654,"Y",24.674,48.686
51.354,77,67,34.375,48.624,59.865,"Class4","I",53.562,13.237,"C",6.107,54.131
76.142,35,67,54.569,56.269,6.898,"Class2","X",94.364,67.931,"V",70.44,76.315
24.842,52,67,102.382,63.89,52.406,"Class5","U",39.554,76.545,"Y",18.358,62.874
46.182,42,70,70.263,55.652,9.973,"Class2","P",93.93,72.348,"W",52.337,72.53
75.799,63,87,37.856,24.554,48.497,"Class1","Q",42.149,68.65,"Y",65.078,90.806
101.624,48,63,39.707,64.65,36.891,"Class1","G",41.989,42.444,"Y",62.656,34.099
77.503,60,89,39.616,85.146,41.429,"Class1","G",41.837,51.571,"G",61.949,50.33
71.703,68,66,35.762,43.765,34.928,"Class1","W",41.691,64.002,"N",63.178,77.419
66.78,47,55,31.262,69.75,48.164,"Class3","W",59.244,54.133,"Y",18.756,53.13
67.048,51,27,24.386,79.575,19.728,"Class3","E",80.596,63.228,"G",22.994,80.165
29.695,57,43,103.81,56.656,16.269,"Class5","O",23.332,77.954,"K",25.305,56.461
68.144,49,47,17.612,69.812,20.285,"Class3","Q",62.869,66.499,"Y",18.727,73.092
30.016,50,87,100.231,59.559,51.921,"Class5","O",35.569,76.723,"K",31.754,49.003
29.934,41,63,63.217,61.414,39.798,"Class5","R",35.058,92.725,"K",22.906,45.957
84.576,73,88,34.426,28.855,38.287,"Class1","B",39.672,88.606,"Y",61.884,51.912
68.607,55,43,22.472,49.035,24.793,"Class3","E",NA,57.637,"W",18.484,86.634
70.574,78,63,36.804,48.286,41.424,"Class4","N",56.906,28.019,"M",9.24,57.728
71.346,51,84,31.568,80.976,19.689,"Class3","V",73.102,60.462,"W",13.234,73.543
26.966,54,88,75.475,63.868,38.134,"Class5","F",35.038,82.724,"K",24.454,62.886
37.514,90,65,34.998,49.512,55.475,"Class4","N",NA,68.25,"C",0.468,54.489
29.931,46,53,90.236,60.909,5.377,"Class5","G",42.134,87.549,"K",26.918,61.39
31.335,39,86,88.729,57.248,31.941,"Class5","G",31.693,86.793,"V",31.298,53.572
49.176,78,73,34.439,66.2,43.552,"Class4","N",55.315,40.613,"J",7.63,56.252
65.837,49,57,24.279,NA,37.855,"Class3","W",83.272,62.245,"K",28.523,71.433
64.573,55,88,79.325,62.764,20.296,"Class2","U",96.141,72.701,"O",48.516,73.654
58.972,71,90,36.206,55.862,5.646,"Class2","T",93.362,72.866,"V",50.918,73.122
48.211,79,60,36.33,68.554,52.617,"Class4","I",51.279,54.21,"M",0.139,57.919
25.569,45,36,87.705,61.731,45.102,"Class5","G",41.406,88.555,"V",20.955,55.783
67.272,49,82,30.306,65.605,14.361,"Class3","Q",70.894,62.833,"K",4.788,90.218
26.657,38,44,81.546,58.118,11.28,"Class5","U",21.615,71.485,"B",18.762,50.913
31.166,51,47,79.342,61.986,37.295,"Class5","R",39.91,84.032,"X",28.819,39.842
86.65,89,76,33.051,25.839,49.52,"Class1","L",41.235,85.918,"N",61.858,43.026
63.201,55,51,16.931,48.561,53.556,"Class3","E",63.246,63.135,"G",14.523,51.378
24.532,70,72,33.167,70.023,8,"Class2","A",NA,73.19,"M",71.753,75.533
-20.206,45,72,27.639,59.856,24.22,"Class2","P",95.634,64.677,"Z",58.462,71.113
70.158,53,54,12.303,86.593,36.157,"Class3","Q",80.158,56.073,"K",2.271,88.055
13.772,62,81,58.043,52.4,23.013,"Class2","A",99.665,62.868,"W",64.602,75.735
29.07,44,74,67.726,60.968,25.189,"Class5","U",35.517,90.612,"X",29.77,41.261
59.118,81,75,34.288,43.833,63.742,"Class4","B",57.08,12,"C",2.252,57.978
66.444,49,77,19.829,79.943,30.997,"Class3","E",68.932,61.136,"G",24.059,80.952
23.137,53,79,79.601,59.44,13.963,"Class5","U",29.114,76.661,"V",28.207,48.673
69.828,52,42,16.868,66.102,58.227,"Class3","V",87.742,56.412,"K",20.326,79.959
95.577,85,47,35.206,63.55,51.39,"Class4","N",NA,88.41,"C",5.741,55.802
65.456,52,34,9.533,31.669,22.578,"Class3","V",85.166,66.414,"Y",18.652,67.211
69.01,52,84,27.325,54.861,53.887,"Class3","H",73.322,60.53,"Y",14.357,70.348
26.049,48,87,-5.096,57.552,12.242,"Class2","U",99.979,67.725,"O",73.251,68.235
83.808,86,55,35.589,52.432,55.104,"Class4","S",56.326,59.542,"C",11.228,60.273
64.809,46,73,13.508,69.173,35.335,"Class3","Q",86.552,59.671,"G",11.671,74.989
70.807,64,75,42.904,45.056,60.584,"Class1","G",41.423,81.428,"N",65.789,40.297
75.552,58,62,93.012,55.425,15.995,"Class2","A",96.663,74.196,"O",55.661,70.301
47.249,86,52,35.396,60.737,45.515,"Class4","S",52.7,97.734,"C",4.415,57.519
70.56,87,61,36.3,46.894,61.124,"Class4","I",59.185,19.563,"M",12.654,59.813
27.194,49,68,94.12,60.434,3.928,"Class5","U",28.236,71.345,"V",31.342,55.091
21.117,42,44,98.798,56.216,28.451,"Class5","F",37.838,85.989,"V",17.614,53.054
39.051,49,68,50.992,56.757,20.781,"Class2","U",97.499,67.268,"Z",54.065,63.41
69.701,55,51,8.192,68.541,53.927,"Class3","H",61.052,67.485,"J",28.221,49.588
52.129,70,56,76.888,68.709,4.623,"Class2","A",93.947,60.691,"Z",63.301,75.964
65.383,86,69,37.346,59.551,40.616,"Class4","B",59.358,52.269,"T",6.685,57.898
61.362,47,91,19.596,100.91,27.148,"Class3","Q",80.575,59.207,"K",15.097,80.355
76.769,80,61,35.779,NA,63.006,"Class4","I",55.321,13.135,"K",12.324,56.199
29.26,46,65,88.376,51.734,10.048,"Class5","O",43.172,84.909,"K",25.935,50.959
72.252,83,64,37.778,36.094,44.076,"Class1","G",40.399,59.467,"G",63.227,89.589
70.938,89,62,35.528,34.407,74.808,"Class1","B",41.867,67.302,"N",61.976,29.549
21.828,36,59,50.001,67.553,10.526,"Class2","X",98.63,66.266,"M",74.531,73.91
29.642,44,93,65.815,NA,20.007,"Class5","R",45.476,82.102,"X",28.322,64.95
