"MTH1","Output15","LTM2","RWU3","CRM4","BRK5","APS6","WRZ7","PTG8","XFR9","TLJ10"
15,"Class2",45.892,81.02,"C",70.044,94.961,61.499,"X",46.6,31.519
80,"Class1",35.966,3.444,"U",44.858,34.291,82.237,"I",32.852,26.505
64,"Class3",32.537,21.146,"J",26.632,93.878,68.815,"Y",NA,47.245
85,"Class1",92.068,74.992,"Y",38.717,35.452,62.502,"L",34.834,35.342
68,"Class1",42.886,48.78,"V",30.051,50.532,79.653,"S",32.242,35.903
33,"Class2",46.322,79.426,"I",78.907,87.529,57.439,"P",35.478,31.39
83,"Class1",75.411,4.343,"U",49.184,59.199,71.338,"I",31.021,32.314
62,"Class3",34.63,15.002,"P",26.744,18.744,57.201,"N",27.815,83.668
28,"Class2",48.564,81.663,"K",76.003,91.263,80.965,"W",30.713,35.538
79,"Class1",75.619,48.317,"U",41.901,54.06,73.437,"S",38.717,18.791
76,"Class1",52.564,64.589,"O",40.592,61.662,77.537,"S",34.3,23.461
66,"Class2",44.557,77.593,"K",74.744,81.698,92.047,"X",38.161,27.971
68,"Class3",35.591,16.387,"P",26.002,14.015,48.861,"R",22.638,61.489
24,"Class2",NA,89.355,"C",75.976,93.582,74.841,"W",37.718,33.554
26,"Class2",46.188,83.653,"I",67.479,96.573,76.712,"X",52.318,24.236
76,"Class1",71.38,45.338,"Y",30.574,38.623,70.822,"W",33.037,27.208
46,"Class2",46.949,72.884,"C",76.083,86.913,73.668,"V",53.359,34.865
79,"Class1",85.099,85.592,"N",43.402,65.154,65.573,"I",NA,26.595
68,"Class1",90.112,66.639,"Y",40.498,37.396,70.418,"V",34.465,43.248
24,"Class2",45.478,97.743,"K",73.121,80.974,88.527,"W",29.752,36.922
58,"Class3",31.877,30.014,"W",26.397,68.355,69.04,"W",26.046,67.706
83,"Class1",89.934,25.498,"V",31.673,42.615,72.278,"W",34.454,32.583
65,"Class3",29.673,21.6,"I",26.981,46.364,55.601,"Y",6.073,50.42
45,"Class2",43.976,86.101,"E",75.99,90.308,63.781,"W",39.944,28.575
72,"Class3",30.465,22.57,"J",26.619,24.83,60.95,"W",12.718,50.339
82,"Class1",52.755,43.232,"V",33.78,31.947,67.751,"I",36.909,36.517
58,"Class2",44.804,95.073,"C",72.599,88.63,57.37,"W",54.72,30.742
83,"Class1",52.658,-21.556,"Y",39.01,52.24,69.282,"V",33.104,31.471
75,"Class1",84.722,68.362,"V",34.519,42.946,87.562,"V",33.147,40.978
38,"Class2",49.417,89.211,"C",68.259,94.984,86.345,"P",53.18,28.163
72,"Class1",75.186,72.39,"V",36.481,21.353,63.455,"I",38.453,34.317
29,"Class2",45.059,89.393,"K",78.452,87.058,69.006,"X",55.672,34.621
53,"Class3",29.037,17.268,"P",26.03,16.539,63.667,"Y",43.106,42.494
57,"Class2",44.397,80.645,"K",68.653,85.269,67.678,"P",43.819,32.101
85,"Class1",NA,97.001,"O",47.946,47.995,82.187,"I",38.36,25.836
74,"Class1",56.415,76.751,"O",49.191,24.076,77.337,"S",32.12,26.524
59,"Class2",49.332,81.304,"C",75.38,72.301,72.637,"P",33.731,34.977
83,"Class1",63.442,87.948,"V",39.653,29.305,89.32,"S",34.198,20.431
68,"Class1",101.238,56.375,"U",42.394,19.417,86.739,"V",37.975,37.276
62,"Class3",34.464,17.657,"P",26.659,92.304,64.358,"R",36.967,42.271
83,"Class1",66.424,55.086,"O",53.202,34.06,85.163,"L",37.346,25.725
71,"Class3",34.981,17.025,"J",26.58,61.575,58.931,"X",5.266,78.956
49,"Class3",30.308,24.299,"C",26.062,23.933,74.338,"X",67.98,43.814
71,"Class3",34.13,27.163,"I",25.828,89.673,46.295,"Y",37.972,47.047
71,"Class1",83.491,12.217,"N",42.459,66.079,86.755,"V",34.028,19.259
58,"Class2",47.823,90.376,"K",68.658,83.252,51.469,"P",29.346,37.06
15,"Class2",47.953,85.047,"C",65.159,75.596,54.184,"X",32.659,39.215
72,"Class1",81.267,62.583,"N",38.763,39.575,70.242,"L",37.418,34.993
74,"Class1",58.967,27.577,"V",41.77,65.357,71.994,"L",31.736,30.858
68,"Class3",28.263,16.886,"J",26.384,71.923,66.636,"W",53.63,11.667
49,"Class3",35.77,26.488,"P",26.576,25.582,76.627,"X",65.749,47.794
80,"Class1",74.433,29.284,"O",36.718,34.755,69.151,"W",NA,26.654
39,"Class2",47.085,82.489,"E",70.78,92.355,88.258,"P",27.905,29.049
78,"Class1",66.393,74.479,"O",35.441,65.747,82.725,"I",34.524,23.136
48,"Class3",32.946,24.531,"C",26.326,65.888,45.628,"N",21.886,43.794
62,"Class2",NA,74.988,"I",73.116,91.821,95.959,"X",25.047,34.482
56,"Class3",33.324,21.807,"C",27.37,69.938,51.281,"N",17.087,65.829
37,"Class2",46.458,75.748,"C",75.218,94.151,94.903,"W",52.449,29.921
75,"Class1",80.378,59.189,"U",37.542,51.374,78.372,"L",NA,33.215
57,"Class3",33.503,15.275,"W",26.513,70.686,65.58,"Y",25.37,76.825
48,"Class2",45.103,84.661,"I",72.292,70.554,69.455,"V",57.219,36.758
82,"Class1",54.878,43.187,"U",34.078,64.332,64.255,"W",34.708,38.849
45,"Class2",47.887,96.81,"I",68.833,82.635,90.338,"W",35.156,30.419
70,"Class3",38.807,20.981,"I",27.001,59.526,60.857,"Y",60.259,29.28
77,"Class1",89.204,52.756,"O",36.791,35.291,80.644,"V",33.925,27.803
81,"Class1",86.78,32.957,"O",35.931,40.865,77.726,"I",31.058,20.202
71,"Class1",45.748,23.968,"N",41.287,31.086,85.375,"V",32.455,34.767
48,"Class3",NA,21.7,"C",26.757,89.103,63.807,"R",12.192,62.486
85,"Class1",70.986,44.619,"N",44.554,60.21,87.126,"S",38.605,27.815
62,"Class3",33.459,19.559,"C",26.32,17.633,58.821,"Y",43.884,64.949
67,"Class3",NA,24.119,"I",25.475,38.019,66.242,"R",77.927,65.987
57,"Class2",NA,79.437,"I",79.375,77.902,81.336,"X",27.827,29.142
47,"Class2",44.763,89.927,"I",71.839,80.994,92.677,"V",55.48,34.001
63,"Class3",NA,15.682,"J",26.098,79.915,51.933,"N",57.891,46.599
57,"Class3",27.914,23.404,"C",26.324,52.138,77.94,"N",77.997,31.213
58,"Class3",36.099,20.219,"P",26.555,21.316,69.192,"X",42.558,38.929
59,"Class3",37.519,17.213,"W",26.543,23.671,65.237,"W",5.911,43.954
59,"Class3",32.809,18.617,"C",26.385,51.194,50.545,"R",10.244,49.744
55,"Class2",44.798,87.076,"C",71.078,70.458,85.971,"P",49.005,26.801
29,"Class2",46.609,87.179,"O",78.849,97.542,56.029,"V",39.186,33.106
79,"Class1",NA,82.879,"N",48.816,68.939,87.716,"I",34.898,36.145
49,"Class3",29.937,20.364,"J",26.896,17.96,46.513,"X",37.043,78.841
76,"Class1",85.231,52.43,"N",42.436,52.88,74.747,"L",37.525,15.353
82,"Class1",67.897,84.605,"U",39.462,60.347,62.193,"W",33.724,26.903
59,"Class3",35.996,17.367,"J",26.226,48.293,71.513,"R",33.74,48.793
66,"Class3",31.937,17.674,"J",26.238,96.922,48.468,"R",75.278,56.733
64,"Class3",30.882,20.165,"I",27.07,41.388,55.769,"X",NA,43.49
68,"Class2",46.141,79.218,"K",71.367,88.886,54.11,"W",57.944,32.85
23,"Class2",44.184,88.583,"O",69.261,70.662,59.031,"V",29.16,31.775
55,"Class3",31.952,15.109,"W",26.683,81.951,55.709,"X",28.255,65.717
51,"Class3",32.697,22.562,"W",26.739,15.707,69.532,"Y",28.034,65.85
68,"Class1",37.056,80.338,"Y",34.243,41.813,79.86,"S",31.259,29.962
72,"Class1",71.364,32.464,"V",37.19,30.943,67.183,"L",NA,21.823
77,"Class1",54.151,134.04,"U",44.925,35.116,73.092,"V",36.402,42.905
68,"Class1",62.321,74.099,"V",38.872,36.086,70.421,"W",33.594,40.677
62,"Class3",26.571,20.86,"I",26.956,65.786,72.749,"X",19.114,76.253
48,"Class3",33.915,20.15,"W",26.649,49.229,70.986,"X",38.87,60.785
66,"Class3",34.69,20.483,"P",26.541,59.729,49.483,"W",58.629,58.428
49,"Class3",36.117,23.21,"C",26.387,95.09,46.745,"N",20.143,59.67
72,"Class1",NA,62.229,"U",41.314,20.919,69.086,"S",34.973,37.086
77,"Class1",72.596,104.222,"U",45.325,40.606,62.253,"W",34.398,35.162
33,"Class2",46.674,84.813,"O",68.959,75.67,65.194,"I",52.151,32.776
58,"Class3",31.613,24.672,"J",26.332,38.716,67.135,"W",38.905,43.594
20,"Class2",47.449,79.403,"C",77.286,81.672,50.079,"P",42.359,38.852
84,"Class1",82.624,36.589,"Y",37.723,26.808,65.228,"I",37.576,39.836
48,"Class3",35.217,16.656,"C",26.761,94.927,71.656,"R",14.727,41.831
81,"Class1",78.722,73.55,"Y",45.23,41.288,83.784,"L",35.771,38.107
80,"Class1",55.188,45.446,"N",32.261,17.912,69.512,"I",34.567,25.406
59,"Class3",32.095,21.581,"W",26.172,75.452,51.333,"R",40.816,25.69
20,"Class2",NA,94.217,"E",71.234,76.268,75.776,"X",30.294,29.612
48,"Class3",32.138,21.502,"I",26.463,15.062,49.401,"N",65.959,33.424
76,"Class1",46.133,94.005,"Y",41.102,41.144,66.593,"W",37.913,36.629
71,"Class3",NA,23.312,"I",25.933,84.965,71.98,"N",63.581,41.388
75,"Class1",79.518,45.31,"V",37.513,30.607,78.162,"V",35.343,20.645
61,"Class3",30.238,15.223,"J",26.912,20.992,49.544,"Y",35.82,37.819
60,"Class2",44.411,89.957,"O",68.071,83.771,90.109,"P",NA,31.497
59,"Class2",44.671,79.575,"O",79.197,82.893,93.026,"I",41.8,32.132
82,"Class1",69.243,65.644,"N",37.462,20.159,79.213,"I",34.953,18.411
74,"Class1",78.591,34.951,"O",40.018,55.767,77.609,"V",35.695,30.678
57,"Class2",44.407,92.989,"O",75.475,83.529,78.71,"X",57.019,32.397
85,"Class1",72.004,60.187,"Y",37.731,18.911,76.102,"V",35.156,39.402
62,"Class3",33.901,10.405,"C",26.615,70.466,61.014,"W",53.11,60.067
72,"Class1",84.403,26.851,"N",43.832,45.638,89.509,"S",37.55,21.33
37,"Class2",45.638,75.271,"E",69.779,74.183,79.133,"I",55.717,38.412
33,"Class2",46.293,82.911,"I",73.787,87.931,66.194,"P",43.156,28.406
31,"Class2",49.212,76.5,"E",70.478,78.306,59.294,"X",52.744,29.767
47,"Class2",47.392,90.697,"O",86.212,96.685,51.358,"W",40.332,29.876
53,"Class3",33.475,23.838,"I",26.449,56.217,45.901,"R",9.614,52.466
74,"Class1",NA,95.718,"U",38.574,40.713,79.814,"S",34.134,37.08
45,"Class2",44.19,77.6,"K",76.821,77.787,93.522,"W",35.753,31.429
47,"Class2",45.979,92.868,"E",68.079,77.928,48.415,"P",37.51,30.433
67,"Class1",89.391,44.52,"U",41.844,38.088,84.614,"I",36.852,30.622
85,"Class1",NA,11.268,"Y",32.471,64.994,82.752,"I",34.283,28.823
73,"Class1",70.838,60.727,"V",40.293,63.097,69.754,"W",36.19,26.197
84,"Class1",71.649,9.942,"O",29.494,38.867,83.341,"W",NA,23.482
82,"Class1",70.266,19.173,"O",41.824,22.877,63.204,"V",31.322,35.231
68,"Class3",31.97,23.055,"I",26.404,38.815,57.52,"X",37.177,52.191
57,"Class3",35.753,18.47,"I",25.907,30.067,75.295,"X",NA,61.269
66,"Class3",38.085,27.468,"I",27.186,33.4,48.33,"X",72.274,38.217
49,"Class2",43.917,87.993,"K",76.774,95.248,63.936,"V",33.376,31.687
74,"Class1",NA,-21.451,"Y",38.286,44.797,81.975,"I",31.295,35.68
69,"Class2",47.665,91.464,"C",77.583,71.308,73.213,"X",34.506,35.642
72,"Class1",31.107,45.047,"U",36.267,46.359,69.686,"L",35.888,21.495
68,"Class1",99.839,81.535,"U",44.904,35.728,79.323,"W",37.742,36.564
65,"Class3",31.197,15.328,"W",26.484,53.605,63.264,"X",74.635,50.744
49,"Class2",44.146,79.131,"E",67.686,90.382,76.907,"W",35.326,25.589
56,"Class3",37.671,21.106,"I",26.274,43.407,72.867,"R",45.086,67.163
85,"Class1",56.721,15.121,"N",37.626,49.896,71.22,"L",38.67,46.064
77,"Class1",82.332,48.526,"N",43.162,19.862,62.778,"S",31.345,43.933
65,"Class3",30.261,26.689,"C",26.281,23.217,71.587,"X",52.459,35.178
54,"Class2",44.758,91.202,"E",71.151,77.844,60.749,"X",26.092,26.743
54,"Class3",28.845,19.623,"W",26.172,53.717,56.201,"W",64.136,62.962
33,"Class2",45.555,93.322,"C",74.186,70.864,48.829,"X",56.047,32.775
26,"Class2",46.229,88.349,"E",67.195,95.122,88.521,"P",25.109,36.154
80,"Class1",87.213,38.228,"Y",45.711,49.914,73.003,"W",32.174,27.295
70,"Class1",70.503,18.119,"Y",39.187,50.323,70.707,"S",31.333,28.591
51,"Class3",33.438,16.559,"P",26.685,87.102,63.095,"X",44.95,51.775
66,"Class2",44.723,86.9,"O",78.582,97.733,68.8,"X",56.138,36.256
50,"Class2",44.386,81.408,"C",77.537,81.732,82.334,"W",50.295,37.725
84,"Class1",70.704,66.087,"U",39.008,62.8,79.806,"V",35.749,30.839
83,"Class1",68.973,35.835,"V",47.235,32.144,89.786,"V",37.925,34.677
55,"Class2",45.042,78.25,"C",66.029,89.157,89.673,"I",57.69,36.663
73,"Class3",32.384,14.998,"W",26.273,27.061,59.482,"R",17.916,60.846
59,"Class3",31.587,25.185,"J",26.133,68.351,49.618,"W",22.772,36.72
77,"Class1",68.293,58.475,"N",40.597,29.018,74.4,"S",37.832,43.664
60,"Class2",44.674,91.749,"E",69.482,93.187,60.12,"W",47.673,38.517
49,"Class3",NA,20.473,"J",27.086,51.91,52.708,"X",57.82,79.753
74,"Class1",96.428,47.21,"Y",41.357,66.373,64.769,"W",38.066,21.847
85,"Class1",67.477,74.097,"N",41.816,55.37,85.394,"I",37.328,36.592
69,"Class2",46.921,81.997,"C",65.957,93.243,75.776,"I",37.642,32.25
82,"Class1",NA,36.158,"O",39.001,34.856,69.724,"V",37.566,40.922
42,"Class2",46.345,76.615,"I",66.813,76.542,88.432,"W",28.357,37.144
47,"Class2",45.007,80.271,"K",78.17,95.278,78.31,"I",31.477,31.23
57,"Class3",32.365,19.527,"J",25.925,51.384,69.871,"R",5.458,77.642
83,"Class1",54.538,83.327,"Y",52.407,60.181,89.301,"W",33.273,33.618
49,"Class3",37.107,21.573,"W",26.278,27.225,68.294,"X",55.267,104.986
85,"Class1",83.854,9.933,"U",47.815,50.137,67.302,"V",36.358,24.058
82,"Class1",89.403,45.972,"O",43.988,19.739,80.784,"L",32.849,39.239
60,"Class3",34.807,18.094,"W",26.586,94.904,65.551,"X",42.981,57.939
48,"Class3",29.692,22.436,"I",27.048,54.656,76.28,"Y",72.672,45.862
65,"Class3",33.758,9.142,"I",26.35,64.104,65.871,"R",47.447,9.479
35,"Class2",45.27,88.685,"O",79.36,71.679,83.664,"W",NA,26.673
52,"Class3",35.239,29.384,"P",26.013,77.262,46.603,"R",54.003,13.231
71,"Class3",33.829,22.994,"I",26.493,28.562,59.037,"Y",11.573,38.069
49,"Class3",31.149,16.144,"P",25.88,82.281,45.134,"W",12.902,24.114
77,"Class1",NA,92.714,"N",39.743,67.106,71.087,"S",37.254,15.227
51,"Class2",45.867,73.008,"K",70.791,82.02,57.275,"P",57.087,29.913
54,"Class3",38.088,23.619,"W",27.105,23.183,62.665,"X",48.304,84.385
83,"Class1",66.848,20.588,"U",44.121,59.555,80.35,"S",34.765,25.276
73,"Class1",63.715,62.116,"N",39.59,37.459,78.657,"W",32.607,38.434
78,"Class1",90.022,108.802,"O",45.812,34.36,81.768,"I",36.669,37.056
53,"Class3",36.932,20.234,"J",26.023,16.277,64.375,"X",41.521,45.88
73,"Class3",34.639,20.172,"C",26.524,76.137,63.75,"N",65.201,73.334
50,"Class2",44.959,99.382,"O",60.58,82.796,85.386,"P",31.459,26.533
63,"Class2",43.781,84.416,"K",79.274,79.788,90.687,"I",40.682,33.31
28,"Class2",47.605,85.217,"E",72.84,89.432,52.928,"P",53.448,30.763
68,"Class1",81.823,92.191,"N",50.727,61.087,75.261,"V",33.836,32.118
21,"Class2",43.09,87.645,"E",81.713,72.147,61.659,"I",33.594,26.191
70,"Class3",33.539,19.037,"P",26.093,23.305,48.181,"N",NA,57.761
71,"Class3",33.585,12.065,"P",26.777,51.68,51.303,"R",64.929,61.626
69,"Class1",58.014,57.552,"N",46.643,24.362,85.321,"V",36.678,32.187
64,"Class3",33.685,15.261,"P",26.628,31.383,48.406,"R",53.243,75.928
63,"Class2",44.782,80.727,"I",74.257,94.84,56.352,"W",39.164,36.867
77,"Class1",54.956,23.206,"Y",44.384,62.509,69.41,"W",32.262,33.342
59,"Class3",31.048,20.646,"J",26.041,65.468,47.683,"W",56.794,50.346
52,"Class3",31.065,24.476,"J",26.089,38.478,62.665,"X",68.329,66.66
54,"Class3",NA,19.648,"W",27.214,21.632,71.902,"W",40.444,45.882
71,"Class3",35.208,23.327,"C",26.726,29.602,53.103,"X",74.407,65.688
60,"Class3",36.52,19.551,"J",26.66,80.88,72.774,"W",33.06,80.053
46,"Class2",44.353,83.394,"C",74.97,84.402,93.033,"V",NA,35.218
84,"Class1",52.681,60.548,"V",53.518,52.192,65.921,"I",32.454,33.335
70,"Class1",74.256,76.912,"V",41.722,17.1,69.163,"V",35.736,22.961
31,"Class2",48.388,81.828,"I",73.334,91.495,71.684,"I",33.467,32.373
69,"Class1",40.613,18.462,"Y",46.397,21.149,79.157,"S",37.997,29.044
61,"Class2",NA,82.312,"I",76.188,82.889,50.296,"I",26.7,29.458
39,"Class2",46.705,92.756,"I",64.766,82.769,60.315,"X",33.381,29.35
76,"Class1",71.013,58.132,"V",48.346,56.763,84.967,"I",31.172,23.777
71,"Class3",32.743,26.433,"P",26.226,32.4,76.683,"N",77.33,22.978
68,"Class3",34.792,15.509,"P",26.169,26.112,69.305,"Y",44.692,63.846
67,"Class3",30.44,18.653,"I",26.159,61.386,59.699,"N",5.518,81.095
69,"Class1",90.201,59.417,"O",37.595,37.211,85.57,"I",37.471,44.21
60,"Class2",47.606,61.177,"K",71.219,75.62,86.367,"V",33.279,35.33
74,"Class1",80.269,78.038,"N",37.578,21.08,80.141,"I",33.514,35.283
33,"Class2",47.206,77.883,"E",77.35,84.086,82.067,"V",30.671,31.853
70,"Class3",31.207,16.213,"W",26.935,38.957,51.826,"R",61.785,28.026
69,"Class1",79.678,56.259,"Y",42.477,47.052,76.576,"I",NA,27.26
65,"Class3",33.913,30.511,"J",26.147,36.047,70.205,"W",NA,77.781
70,"Class1",69.686,51.51,"O",41.643,36.614,77.401,"W",38.241,24.539
35,"Class2",47.224,86.246,"K",70.905,76.932,79.48,"X",43.952,30.648
39,"Class2",46.686,86.761,"E",83.404,97.023,83.479,"W",29.379,35.595
58,"Class3",31.013,18.662,"I",26.712,69.48,74.29,"Y",17.097,93.983
83,"Class1",72.979,69.803,"N",40.95,28.424,85.456,"L",34.654,16.98
71,"Class1",74.376,92.171,"Y",41.25,62.163,74.546,"S",32.17,34.568
51,"Class3",32.062,19.599,"I",27.505,65.729,72.518,"X",55.946,57.269
69,"Class2",45.01,92.647,"I",66.752,80.015,56.12,"V",30.147,32.15
85,"Class1",NA,48.466,"U",46.445,65.261,76.583,"W",34.977,26.652
17,"Class2",46.385,79.406,"E",67.584,81.508,90.924,"V",45.306,23.595
63,"Class2",45.665,73.317,"I",70.626,77.208,48.981,"X",26.522,41.215
56,"Class3",32.608,20.957,"I",26.179,48.509,73.154,"R",54.595,43.546
75,"Class1",86.38,-5.581,"Y",43.426,66.751,68.823,"V",37.085,50.236
54,"Class3",33.36,20.578,"C",26.473,50.628,56.972,"R",12.522,44.056
24,"Class2",45.561,76.857,"O",76.309,75.541,55.642,"P",42.147,38.986
38,"Class2",45.819,94.637,"I",71.053,78.331,75.148,"I",53.457,42.324
70,"Class3",31.749,24.644,"J",25.946,86.324,71.34,"W",74.922,47.22
83,"Class1",66.686,45.548,"Y",51.4,33.292,80.146,"V",32.368,38.252
52,"Class3",34.957,23.23,"J",26.551,35.524,78.075,"N",15.637,78.353
69,"Class3",35.087,19.534,"C",26.086,53.491,76.412,"X",45.857,57.906
46,"Class2",46.583,83.615,"I",73.903,94.886,78.264,"P",41.547,32.586
17,"Class2",46.899,90.205,"O",72.356,97.229,67.064,"W",55.5,25.584
58,"Class3",36.322,16.468,"P",26.854,95.488,76.672,"X",NA,55.309
67,"Class1",71.322,42.921,"N",46.1,33.956,66.297,"I",31.567,41.485
63,"Class3",31.55,17.178,"C",26.829,51.931,53.478,"W",26.536,62.347
67,"Class1",79.771,80.894,"V",47.032,43.071,76.565,"V",35,27.568
67,"Class3",32.895,23.723,"P",25.859,19.109,50.653,"X",56.123,56.135
50,"Class3",35.452,19.2,"W",26.469,29.341,50.035,"N",25.827,52.454
70,"Class1",75.358,71.029,"V",37.466,46.204,80.529,"S",34.572,31.246
78,"Class1",89.473,66.742,"Y",42.931,50.442,65.038,"L",33.031,39.617
66,"Class3",36.384,23.007,"I",26.567,32.166,72.747,"N",12.207,49.512
44,"Class2",44.999,82.147,"O",68.581,81.897,61.335,"V",55.317,30.736
71,"Class3",35.095,22.791,"J",26.753,70.487,61.938,"N",41.837,52.671
19,"Class2",44.923,75.927,"E",71.424,83.015,82.812,"V",32.913,34.592
60,"Class2",46.706,79.553,"C",63.385,75.352,69.654,"P",48.112,34.756
66,"Class2",47.785,83.294,"I",71.886,76.897,95.341,"P",33.028,39.093
50,"Class2",49.282,86.872,"O",64.222,79.299,63.751,"P",56.423,36.366
61,"Class2",47.441,92.699,"E",68.837,77.553,78.595,"P",35.665,30.3
68,"Class1",74.339,-3.447,"N",35.334,56.553,66.862,"S",NA,29.757
84,"Class1",86.937,69.69,"N",33.979,65.26,70.378,"S",38.53,36.742
64,"Class3",34.53,23.036,"I",26.914,44.445,52.231,"W",9.538,42.486
66,"Class3",34.944,17.135,"J",26.279,17.35,53.265,"N",72.153,93.252
55,"Class3",29.446,20.604,"P",26.842,57.621,58.752,"N",36.398,17.749
69,"Class1",44.479,12.468,"O",38.62,47.091,79.707,"S",37.618,20.603
66,"Class2",45.667,80.782,"C",72.203,88.3,91.349,"I",43.235,28.341
53,"Class3",37.005,26.103,"C",26.881,95.46,46.866,"X",33.973,48.552
51,"Class3",31.667,31.014,"J",26.16,19.294,52.933,"Y",32.441,58.541
53,"Class2",46.241,78.636,"E",73.913,75.902,69.64,"W",29.681,30.143
73,"Class1",56.309,61.328,"U",45.038,36.162,66.823,"I",38.284,32.715
59,"Class3",33.275,15.896,"P",26.672,34.834,49.983,"W",60.267,62.416
72,"Class3",33.04,23.75,"C",26.585,55.22,61.963,"R",41.899,50.985
54,"Class3",35.943,21.559,"C",26.642,36.241,75.499,"N",44.285,27.408
67,"Class3",34.948,23.204,"I",26.595,54.505,75.673,"W",62.134,13.942
15,"Class2",45.823,79.054,"K",73.224,70.6,89.176,"V",55.525,36.976
72,"Class1",68.296,47.444,"O",47.144,47.48,76.988,"W",37.122,12.104
81,"Class1",75.136,65.399,"N",45.437,41.719,62.625,"L",31.299,31.584
50,"Class2",44.472,83.96,"E",75.224,95.508,90.228,"V",36.326,29.647
36,"Class2",44.244,90.308,"C",75.133,86.317,92.42,"I",57.808,36.971
64,"Class3",31.938,21.482,"W",26.496,70.344,73.503,"W",68.949,71.707
56,"Class2",46.58,104.329,"O",65.109,81.201,76.257,"X",38.159,35.715
55,"Class3",32.138,21.89,"J",27.116,90.392,69.889,"N",48.693,70.939
73,"Class3",36.133,25.091,"W",26.91,76.393,46.114,"W",60.801,70.791
70,"Class1",69.719,64.395,"U",36.37,29.129,78.359,"I",38.922,34.022
60,"Class2",46.184,93.113,"K",73.815,90.416,92.702,"V",38.902,36.281
70,"Class2",47.321,76.466,"E",76.603,89.922,75.452,"V",49.287,33.878
54,"Class3",33.919,21.283,"C",26.058,91.531,69.752,"N",47.087,65.938
43,"Class2",47.17,91.485,"K",69.473,97.344,97.797,"V",29.402,33.214
39,"Class2",45.478,86.668,"K",64.929,70.177,69.943,"X",43.562,29.915
51,"Class3",29.82,22.289,"J",26.805,85.222,49.723,"Y",48.807,30.944
52,"Class3",35.719,16.595,"W",26.707,26.478,50.491,"X",74.935,49.805
67,"Class3",32.661,19.701,"I",26.242,41.507,58.51,"N",59.507,69.076
76,"Class1",61.255,68.194,"O",45.913,56.463,68.715,"I",34.691,27.918
68,"Class2",46.071,86.814,"C",65.665,88.812,82.935,"P",45.849,25.683
72,"Class1",96.806,76.263,"N",45.623,59.575,86.495,"V",36.286,29.073
17,"Class2",46.171,81.311,"O",76.556,70.177,76.648,"W",38.253,39.604
48,"Class3",35.756,25.474,"I",26.539,84.803,54.138,"Y",66.152,77.151
68,"Class2",44.004,94.35,"K",72.273,89.748,80.393,"V",53.727,27.468
72,"Class3",36.656,32.234,"J",26.962,23.868,47.314,"Y",7.608,45.962
55,"Class3",31.896,19.564,"P",26.199,83.699,64.213,"W",76.051,92.198
55,"Class2",45.128,85.494,"E",76.772,71.895,63.007,"X",37.217,33.946
65,"Class3",33.017,25.863,"J",26.481,14.062,66.691,"W",4.975,38.511
68,"Class1",66.115,94.322,"O",45.533,33.556,62.416,"I",37.851,26.056
83,"Class1",68.865,26.041,"O",37.086,39.975,62.599,"S",34.374,32.475
76,"Class1",60.871,101.049,"O",42.992,30.269,77.277,"S",38.019,18.055
68,"Class2",47.742,105.729,"K",79.574,96.767,81.378,"P",51.105,21.334
55,"Class3",NA,25.568,"I",26.303,42.403,49.759,"N",74.063,71.985
68,"Class1",75.2,-11.012,"O",48.088,68.366,79.422,"W",36.226,45.169
67,"Class3",33.561,17.531,"W",26.222,88.173,45.981,"X",52.682,61.677
82,"Class1",48.131,40.031,"Y",37.445,22.678,66.196,"S",33.44,14.596
48,"Class2",44.132,86.348,"K",75.147,87.14,52.884,"V",NA,31.819
72,"Class1",NA,38.678,"V",36.704,62.544,73.825,"V",38.058,22.87
81,"Class1",61.965,68.562,"O",50.139,29.724,70.762,"S",33.252,41.501
75,"Class1",78.744,16.46,"Y",48.733,57.837,66.921,"L",31.058,29.973
57,"Class3",37.298,21.256,"C",26.169,96.128,69.883,"Y",35.093,43.174
55,"Class3",NA,15.189,"C",26.059,91.348,76.125,"N",47.139,65.618
39,"Class2",46.995,88.815,"C",63.096,80.911,83.65,"X",30.377,23.251
62,"Class2",46.264,83.895,"O",75.613,84.008,96.406,"X",37.043,32.215
48,"Class3",34.077,20.903,"P",26.479,45.937,78.672,"X",49.586,38.981
61,"Class3",34.125,16.345,"W",26.594,46.234,75.336,"Y",37.064,30.39
65,"Class2",47.45,86.177,"I",70.342,86.556,78.465,"X",27.461,29.839
35,"Class2",48.562,93.549,"C",78.185,93.207,64.758,"W",36.453,32.336
66,"Class3",33.421,21.77,"P",26.182,96.935,50.588,"N",48.969,77.383
55,"Class3",36.483,16.224,"J",26.351,64.99,65.004,"X",31.407,71.255
63,"Class3",31.928,15.642,"C",26.778,54.366,54.507,"Y",10.248,39.881
50,"Class3",34.95,18.219,"P",26.632,90.047,55.544,"W",9.797,33.438
66,"Class3",NA,13.463,"P",26.088,20.531,54.445,"Y",10.952,64.358
65,"Class3",32.91,18.147,"W",26.795,96.797,57.691,"R",NA,29.103
58,"Class2",45.679,85.497,"K",71.828,91.597,60.281,"I",46.99,32.461
20,"Class2",44.791,80.955,"C",66.336,81.746,96.57,"X",57.841,41.827
13,"Class2",46.203,96.701,"E",65.915,93.851,50.183,"P",29.602,36.92
64,"Class3",28.048,19.136,"P",26.487,84.399,62.503,"N",18.085,89.454
42,"Class2",48.601,86.181,"O",73.712,84.729,86.605,"X",50.531,34.133
