"GZQ1","WKS2","JDK3","VQU4","XVR5","DIY6","VSW7","Output6","QVW8","YML9","PYZ10","XJS11"
47.154,50.587,57.924,"W",40.79,63.549,63.414,"Class1","N",78.319,51,66.902
26.478,35.794,44.103,"S",61.991,64.926,11.649,"Class2","X",64.214,66,52.063
55.464,49.466,58.655,"E",70.049,41.398,39.78,"Class1","N",89.179,23,56.382
68.786,51.167,58.655,"V",45.494,45.313,45.952,"Class1","N",84.275,51,76.764
24.91,46.042,75.622,"M",33.662,128.119,36.878,"Class2","X",74.769,60,51.818
44.382,36.828,78.678,"I",54.648,21.415,64.287,"Class2","I",38.133,68,52.244
60.242,53.658,60.182,"W",57.799,66.268,8.705,"Class1","T",79.726,49,95.566
56.868,52.427,56.549,NA,40.757,59.937,50.391,"Class1","T",87.704,38,74.098
59.823,52.954,57.147,"S",4.22,56.002,53.129,"Class1","H",81.32,41,34.115
53.759,50.396,57.817,"S",84.152,37.776,14.969,"Class1","R",82.117,40,88.971
60.977,26.771,47.637,"Y",41.451,55.842,14.259,"Class2","X",91.174,86,53.155
48.082,54.043,58.241,"S",77.308,33.308,25.704,"Class1","T",77.562,47,59.968
58.523,49.686,55.592,"W",21.813,47.979,19.704,"Class1","F",73.653,37,36.057
38.856,28.144,48.709,"S",42.644,75.103,43.343,"Class2","P",17.885,69,51.68
67.604,50.606,60.132,NA,59.616,56.563,17.939,"Class1","R",87.081,27,79.407
56.407,52.472,59.462,"I",56.474,20.359,9.673,"Class1","T",79.367,41,72.237
70.349,48.139,55.173,"E",43.93,62.314,16.459,"Class1","R",86.67,47,67.608
49.578,46.514,42.975,"I",35.576,0.958,26.065,"Class2","P",84.019,80,52.146
47.395,50.302,60.209,"S",23.354,40.233,37.74,"Class1","R",88.259,31,45.657
61.012,52.484,56.803,"I",62.728,53.667,17.934,"Class1","F",79.955,28,64.365
43.186,58.594,71.321,"S",34.123,67.132,33.812,"Class2","O",78.475,NA,50.766
68.202,48.572,59.682,"W",6.584,74.542,38.123,"Class1","N",78.523,54,59.83
36.286,8.874,73.5,"I",30.883,37.727,55.509,"Class2","O",105.17,57,51.949
58.153,48.605,33.12,"M",67.631,59.256,42.418,"Class2","O",19.17,89,52.019
26.23,17.818,38.003,"I",42.707,46.517,29.103,"Class2","P",67.096,85,51.162
54.443,52.7,57.51,"I",39.597,35.134,31.782,"Class1","R",85.651,43,80.259
67.125,54.08,55.643,"E",20.786,41.727,29.535,"Class1","T",68.85,45,79.311
53.909,52.448,57.548,"V",51.318,53.323,52.876,"Class1","H",83.866,38,49.623
49.36,52.155,55.17,"I",73.575,68.081,74.594,"Class1","T",79.385,23,66.016
38.27,46.243,40.012,"M",62.213,19.413,34.56,"Class2","X",42.851,57,52.325
48.074,53.618,55.705,"M",71.822,70.843,41.835,"Class2","J",85.984,86,51.325
30.166,55.255,59.871,"I",59.117,55.331,23.128,"Class2","I",62.649,NA,52.085
51.585,51.59,59.692,"S",80.871,44.444,63.385,"Class1","T",89.395,31,44.011
48.431,54.483,59.748,"E",12.837,63.663,41.487,"Class1","H",97.4,29,53.739
28.32,30.34,45.495,"I",57.826,2.229,35.784,"Class2","J",33.128,69,50.604
48.504,52.869,56.272,"V",56.337,43.678,49.281,"Class1","R",75.513,28,73.169
45.652,58.878,74.325,"I",66.351,47.537,49.83,"Class2","P",9.271,76,52.763
68.498,54.71,57.323,"V",19.272,22.459,47.973,"Class1","N",76.821,23,62.888
71.463,51.895,56.626,"W",33.307,54.144,49.912,"Class1","T",78.249,52,71.342
59.175,51.218,56.959,"I",51.616,57.681,56.264,"Class1","R",80.715,27,75.848
64.864,34.654,58.12,NA,64.259,49.408,33.966,"Class2","P",61.893,85,54.019
39.062,55.156,76.207,"M",58.056,39.144,84.925,"Class2","I",64.886,84,52.267
55.442,7.509,54.725,"S",55.224,20.853,62.402,"Class2","I",29.008,66,53.024
47.421,15.91,56.888,"M",35.413,73.573,26.312,"Class2","I",81.877,81,50.601
19.729,4.168,73.894,"I",54.695,89.655,24.156,"Class2","P",48.997,75,50.555
55.385,54.535,56.089,"S",48.972,25.539,24.468,"Class1","R",80.582,48,74.634
63.206,52.891,55.445,"S",18.531,40.163,80.321,"Class1","F",81.384,42,56.124
67.988,49.747,59.488,"V",50.698,77.713,57.605,"Class1","F",76.186,40,102.109
39.951,11.532,53.791,"X",72.704,79.785,-3.026,"Class2","P",52.17,63,51.024
66.33,54.547,59.665,"I",56.102,43.978,34.453,"Class1","T",86.746,43,22.615
40.881,53.246,42.939,"Y",67.66,77.298,48.693,"Class2","J",76.098,64,52.709
48.198,53.981,56.21,"W",6.135,60.357,68.593,"Class1","T",76.917,25,20.952
19.859,4.866,53.507,"X",46.309,114.832,47.584,"Class2","O",26.984,79,51.555
48.067,44.326,69.791,"X",72.28,47.994,35.407,"Class2","J",36.95,56,49.907
47.356,52.967,56.757,"S",63.231,43.271,24.172,"Class1","R",85.669,47,51.721
31.306,3.396,63.461,NA,48.555,60.647,38.865,"Class2","O",34.344,82,50.863
60.2,48.907,55.49,"E",72.269,22.673,59.55,"Class1","N",77.451,27,59.849
65.254,48.448,58.95,"V",51.041,74.378,38.41,"Class1","N",73.479,53,62.042
22.61,32.124,36.329,"Y",41.469,40.435,28.031,"Class2","I",-11.98,81,53.252
64.961,52.619,74.181,NA,44.108,53.243,48.722,"Class2","I",78.053,79,54.389
30.486,52.595,46.801,"S",57.272,24.113,34.318,"Class2","P",25.06,89,52.597
40.1,54.155,65.211,"X",50.856,39.448,17.174,"Class2","I",77.201,81,50.125
57.187,51.988,57.458,"S",63.97,47.784,27.698,"Class1","T",76.011,56,73.661
63.597,48.452,59.777,"W",10.882,36.847,46.329,"Class1","F",84.272,38,80.471
51.963,54.339,58.13,"I",77.089,55.466,17.661,"Class1","F",82.837,52,52.887
32.733,25.611,79.6,NA,48.896,17.302,39.473,"Class2","J",67.752,69,53.518
69.619,49.633,57.157,"I",46.894,49.18,48.117,"Class1","H",73.086,25,73.264
65.925,52.76,55.625,"W",10.102,36.921,23.77,"Class1","N",62.109,23,55.843
57.425,48.169,59.09,"S",12.156,47.095,25.522,"Class1","T",73.832,26,36.175
48.644,40.692,39.889,"M",31.61,19.188,21.001,"Class2","X",45.227,64,48.689
41.601,4.354,65.879,NA,68.776,92.368,35.515,"Class2","P",0.333,78,53.835
67.588,53.889,56.597,"W",6.348,29.401,27.656,"Class1","N",69.392,22,64.215
49.693,57.448,60.647,"I",38.691,-30.491,15.563,"Class2","O",51.653,66,51.299
65.395,54.653,56.689,NA,29.246,55.78,50.767,"Class1","N",78.724,37,100.368
60.316,50.949,60.566,"S",63.196,67.218,27.063,"Class2","I",43.357,70,51.303
57.351,3.863,64.857,"S",49.396,96.539,36.349,"Class2","P",55.01,78,50.406
60.616,50.755,55.314,"V",59.994,58.013,43.226,"Class1","N",80.121,40,45.089
27.694,26.955,47.701,"I",40.703,57.161,30.174,"Class2","O",53.223,79,52.211
47.504,55.956,58.476,"S",32.262,59.984,25.571,"Class2","J",53.785,58,51.921
23.332,60.101,80.233,"Y",52.375,38.38,47.029,"Class2","P",41.384,75,49.707
25.235,7.724,73.113,"Y",37.012,35.69,21.059,"Class2","P",46.681,82,54.442
55.494,54.017,56.578,"E",4.206,24.656,65.335,"Class1","N",79.121,43,68.907
70.689,50.026,55.906,"I",65.416,36.502,31.404,"Class1","N",89.193,NA,81.184
60.916,51.145,79.685,"X",58.763,83.005,26.746,"Class2","I",10.174,70,51.488
52.82,48.467,60.053,"E",28.619,60.771,29.632,"Class1","T",82.732,21,85.405
49.733,49.51,55.715,"E",64.52,53.551,33.488,"Class1","N",63.99,44,35.903
57.407,53.15,57.315,"I",31.237,32.124,47.875,"Class1","H",73.587,52,86.353
18.472,5.223,48.448,"I",45.805,77.029,51.205,"Class2","X",50.359,58,53.455
47.489,58.81,52.795,"M",46.742,90.995,35.135,"Class2","X",74.657,61,52.132
54.351,49.514,56.726,NA,74.495,49.733,57.124,"Class1","H",74.837,44,52.85
17.696,57.7,38.253,"Y",71.822,49.979,24.531,"Class2","O",62.363,63,52.345
68.406,49.621,60.931,"V",76.429,55.63,75.652,"Class1","H",79.909,NA,85.557
49.967,54.039,57.151,"W",21.388,32.507,41.418,"Class1","N",71.915,33,60.784
61.922,49.493,59.2,"V",15.721,55.811,44.749,"Class1","N",90.135,33,71.984
52.488,26.597,41.173,"I",38.479,88.859,27.004,"Class2","O",82.962,81,52.741
51.905,48.396,58.064,"V",83.572,57.62,45.55,"Class1","H",80.583,36,51.824
41.268,42.7,66.037,"S",62.395,108.955,52.836,"Class2","X",89.562,66,49.243
52.626,54.387,59.482,"S",56.652,34.247,21.605,"Class1","N",75.408,53,92.197
52.31,49.468,60.037,"V",80.178,53.207,39.389,"Class1","T",79.115,28,55.761
59.479,60.727,72.761,"S",33.822,9.328,40.498,"Class2","J",56.666,90,54.137
64.35,3.294,34.236,"S",59.089,109.034,4.361,"Class2","X",36.601,NA,51.853
65.029,60.061,38.655,"X",72.164,51.835,26,"Class2","J",20.209,71,53.501
42.17,42.84,72.763,"M",35.355,39.258,54.237,"Class2","X",77.942,77,52.083
62.372,33.484,33.749,"M",47.702,54.593,34.402,"Class2","X",69.138,82,51.206
49.677,50.485,57.419,"I",3.224,35.834,74.467,"Class1","R",84.836,44,49.205
55.868,32.634,75.281,"S",70.665,73.844,19.757,"Class2","O",66.106,78,54.835
66.757,48.441,55.982,"W",38.835,34.621,47.396,"Class1","H",78.027,30,88.471
47.354,52.905,55.366,"W",34.379,54.529,14.537,"Class1","T",75.793,32,50.041
15.113,32.009,40.746,"X",37.985,60.265,19.281,"Class2","J",7.95,59,53.575
53.92,35.297,58.303,"I",41.744,38.165,13.932,"Class2","P",34.432,57,52.949
18.644,18.463,53.397,"M",61.157,43.511,19.012,"Class2","I",61.041,59,54.881
68.486,49.837,56.341,"S",80.619,20.607,52.917,"Class1","T",79.283,34,96.312
46.2,18.161,39.488,"I",58.443,82.767,33.354,"Class2","I",49.759,73,52.646
61.332,21.866,74.44,"I",46.966,31.389,36.048,"Class2","O",48.566,70,52.085
37.888,39.747,79.035,"Y",32.882,22.733,51.021,"Class2","O",67.113,NA,51.128
52.822,55.736,78.357,"Y",40.382,11.284,40.015,"Class2","X",75.086,56,50.139
66.221,50.351,56.179,"W",9.352,41.04,40.682,"Class1","F",72.913,24,70.789
48.898,49.747,60.691,"W",40.722,56.964,46.969,"Class1","H",80.244,38,18.936
63.117,54.344,58.465,"S",31.077,57.054,77.977,"Class1","H",90.391,41,68.894
45.935,12.021,60.093,"S",48.823,81.745,6.069,"Class2","J",78.298,72,52.916
48.867,50.764,55.404,"I",73.397,38.055,59.821,"Class1","N",75.703,30,77.231
52.881,54.178,60.031,"W",42.401,63.66,19.37,"Class1","R",84.784,43,47.811
60.731,49.802,57.919,"V",54.95,31.398,54.066,"Class1","H",71.896,25,85.806
65.913,51.505,57.723,"W",20.277,60.908,31.095,"Class1","H",95.228,53,57.082
61.167,50.126,55.656,"V",7.455,46.334,36.879,"Class1","N",78.811,48,69.671
47.892,35.768,68.043,"Y",40.41,56.002,42.085,"Class2","J",68.483,89,52.023
52.892,10,37.014,"I",70.119,49.079,30.378,"Class2","I",15.738,65,51.402
32.818,48.046,45.648,NA,68.816,65.205,29.066,"Class2","P",127.141,78,49.258
64.332,50.857,60.789,"E",35.83,54.459,41.637,"Class1","N",83.453,28,59.375
20.958,4.498,78.009,"I",56.86,103.032,47.323,"Class2","O",16.793,63,50.319
52.362,17.861,75.414,"Y",41.502,65.347,51.477,"Class2","J",45.577,80,53.232
63.097,50.806,55.425,"S",24.675,49.03,21.879,"Class1","H",79.477,55,61.607
24.631,25.678,57.414,"M",52.892,100.16,66.382,"Class2","O",20.223,60,53.645
33.772,30.639,56.114,"S",58.07,67.985,39.957,"Class2","P",65.802,62,50.607
58.257,51.499,58.131,"W",79.561,50.324,26.14,"Class1","N",78.942,41,36.597
25.46,32.173,58.964,"I",65.507,48.424,54.78,"Class2","J",24.953,80,52.012
41.84,40.305,66.907,"S",51.074,53.759,60.594,"Class2","O",65.985,65,52.976
53.579,52.297,58.427,"W",73.963,34.139,29.329,"Class1","F",84.633,40,97.675
60.773,53.767,55.15,"I",52.602,51.439,46.502,"Class1","T",74.903,57,57.054
66.216,52.121,56.971,"S",6.6,41.426,81.488,"Class1","H",74.048,46,76.957
19.027,39.337,49.113,"Y",50.009,92.464,55.422,"Class2","O",29.662,76,50.661
71.101,48.695,56.756,"V",73.219,34.669,26.268,"Class1","H",64.951,22,89.751
50.329,53.235,55.726,"S",26.758,43.647,54.234,"Class1","N",88.957,50,69.027
42.939,59.648,67.885,"S",50.249,86.634,42.209,"Class2","O",73.101,59,50.954
60.976,52.55,56.348,"E",2.524,43.648,84.058,"Class1","N",81.432,38,54.228
51.908,49.515,56.428,"E",27.638,50.456,49.489,"Class1","N",72.006,40,47.563
53.424,48.245,56.105,"W",5.161,39.335,47.856,"Class1","F",81.863,35,76.724
68.954,51.12,59.947,"I",67.152,47.603,24.948,"Class1","H",70.412,56,67.761
63.618,7.497,34.668,"S",42.167,50.743,36.116,"Class2","I",26.507,62,49.572
59.764,5.312,33.016,"Y",50.421,93.878,37.371,"Class2","I",24.625,58,52.864
59.563,60.123,71.739,"Y",42.234,59.509,41.212,"Class2","I",62.225,59,51.135
60.03,47.463,47.522,"M",50.916,19.72,25.527,"Class2","O",52.395,69,51.5
35.622,38.834,40.079,"Y",64.158,56.415,43.655,"Class2","X",14.634,79,52.288
62.164,22.135,34.928,"I",35.721,82.892,22.947,"Class2","O",51.14,71,52.777
69.886,52.897,56.458,"S",3.974,20.134,31.15,"Class1","F",76.617,56,60.22
47.05,24.665,66.042,"X",50.026,42.184,20.84,"Class2","X",73.543,56,52.305
66.606,51.074,58.298,"I",53.848,53.564,-2.264,"Class1","R",78.539,52,52.333
16.981,49.909,61.163,"S",71.359,102.563,29.682,"Class2","I",26.028,71,50.57
53.355,36.281,67.898,"M",34.606,32.284,28.648,"Class2","J",83.295,60,53.011
26.052,16.471,39.665,"S",32.268,66.27,25,"Class2","P",54.253,57,52.905
66.549,53.926,57.45,"V",51.432,60.351,20.222,"Class1","H",72.181,55,84.103
50.922,50.717,59.76,"W",32.972,37.988,34.058,"Class1","F",81.298,38,44.658
41.82,56.413,57.844,"X",49.546,64.579,25.192,"Class2","I",42.968,74,52.218
28.232,52.744,64.504,NA,39.228,82.36,47.303,"Class2","I",54.515,80,53.3
69.336,53.733,55.919,"I",26.275,59.608,28.243,"Class1","R",80.339,37,101.361
53.73,52.896,56.093,"E",31.751,66.309,2.411,"Class1","R",64.3,22,80.672
62.084,51.608,58.775,"W",9.358,68.468,43.754,"Class1","T",66.484,40,71.629
70.623,51.559,55.844,"S",12.279,64.289,48.575,"Class1","R",85.873,32,31.902
25.334,29.342,66.149,"Y",52.445,50.859,28.857,"Class2","O",51.581,81,53.685
62.058,52.801,60.504,"W",8.761,41.214,50.83,"Class1","N",93.557,25,59.476
63.287,54.652,57.413,"I",63.239,64.586,53.224,"Class1","F",92.224,21,67.55
63.604,30.643,43.847,"X",51.451,53.686,4.521,"Class2","I",80.683,60,51.78
49.912,51.393,39.799,"M",47.256,110.576,46.556,"Class2","I",50.685,56,51.537
56.002,35.414,36.075,"Y",41.821,79.535,37.58,"Class2","J",91.121,90,52.459
23.004,11.354,50.245,"S",61.562,85.939,5.893,"Class2","I",45.576,59,52.507
63.642,53.564,58.823,"V",9.933,43.394,44.675,"Class1","N",84.108,42,54.942
62.495,48.202,56.174,"I",34.476,47.775,62.173,"Class1","N",81.377,22,42.27
58.344,48.483,56.918,"E",67.959,60.025,43.913,"Class1","F",77.584,40,85.9
16.402,11.763,51.591,"X",66.815,105.126,51.418,"Class2","I",-24.711,79,52.872
62.309,48.606,55.454,"V",62.23,46.309,31.251,"Class1","H",79.669,21,71.951
30.164,25.975,38.95,"S",56.462,82.195,28.188,"Class2","J",35.689,82,52.149
70.93,51.82,57.319,"S",5.763,32.046,32.312,"Class1","H",75.437,23,33.946
56.281,4.006,51.282,"X",65.517,81.01,37.44,"Class2","O",13.193,NA,50.568
56.923,50.961,55.458,"I",39.451,34.045,25.425,"Class1","N",78.891,NA,76.527
39.8,28.44,71.389,"I",61.164,41.73,38.758,"Class2","J",38.505,89,51.574
51.875,54.47,57.996,"S",61.84,41.968,54.711,"Class1","F",71.229,25,31.008
28.242,39.692,44.848,"Y",69.409,23.097,53.823,"Class2","J",63.281,74,51.415
50.964,53.259,57.679,"S",49.389,56.291,68.567,"Class1","F",85.533,43,67.707
57.09,50.156,57.9,"E",32.495,48.096,59.186,"Class1","R",76.97,34,49.355
27.949,18.609,69.833,"S",56.662,95.967,17.276,"Class2","J",158.916,82,53.083
63.272,54.855,56.2,"I",47.113,34.887,34.842,"Class1","R",77.095,48,28.511
50.477,15.449,66.218,"S",61.345,61.266,62.755,"Class2","X",40.92,73,52.328
59.46,48.82,56.704,"S",43.047,22.18,74.449,"Class1","N",80.096,49,71.165
56.4,52.142,58.175,"E",9.375,39.432,78.828,"Class1","T",78.25,29,63.926
59.544,49.582,55.603,"I",67.794,42.092,64.296,"Class1","T",78.084,50,68.816
25.551,60.388,54.08,"Y",48.434,86.227,47.628,"Class2","J",46.638,75,53.238
54.756,52.253,59.975,"V",81.45,41.803,-7.622,"Class1","R",78.705,47,31.409
41.201,17.17,60.843,"Y",34.153,78.486,33.78,"Class2","P",61.1,69,51.858
18.683,3.705,46.067,"X",61.461,72.775,44.437,"Class2","P",50.751,57,52.52
17.359,28.791,73.077,NA,60.772,98.921,31.237,"Class2","X",28.099,60,50.459
52.081,49.409,58.532,"W",0.561,67.148,66.502,"Class1","T",78.697,42,67.757
33.277,42.729,44.711,"X",38.088,88.27,37.339,"Class2","X",47.885,68,50.008
61.258,50.432,50.444,"S",38.612,57.423,62.097,"Class2","P",86.623,68,52.309
52.134,52.683,58.228,"S",14.442,43.739,49.576,"Class1","H",86.179,34,65.485
58.067,53.607,55.56,"I",6.239,44.359,13.938,"Class1","H",86.9,35,52.639
46.481,26.328,57.215,"Y",44.504,119.948,22.137,"Class2","P",63.907,72,49.917
68.832,54.573,57.016,"W",72.998,45.677,35.396,"Class1","T",84.157,49,77.475
28.798,20.935,33.217,"Y",58.007,68.276,37.864,"Class2","O",77.167,81,51.36
56.134,50.396,56.171,"V",51.658,50.798,31.974,"Class1","H",83.331,37,96.765
54.96,13.979,77.492,"S",48.433,31.931,25.001,"Class2","X",62.287,58,52.475
29.029,43.463,72.429,"I",62.936,61.955,38.961,"Class2","O",50.915,68,53.228
42.655,38.568,48.701,"I",42.335,31.969,20.709,"Class2","O",38.194,85,52.276
19.108,30.499,50.582,"I",48.647,91.449,24.804,"Class2","X",63.785,84,49.069
26.787,60.095,62.974,"S",34.735,22.686,59.929,"Class2","I",15.111,84,52.016
68.897,48.143,58.161,"I",76.398,69.314,38.106,"Class1","R",86.695,44,92.455
15.192,3.844,65.745,"Y",40.537,88.378,58.944,"Class2","X",64.585,79,51.62
49.143,52.873,57.988,"S",40.371,49.341,30.896,"Class1","F",79.848,46,68.446
42.569,38.21,50.731,"Y",48.699,33.788,21.816,"Class2","P",52.399,75,54.1
62.569,30.207,54.71,"I",70.486,68.965,38.884,"Class2","I",34.639,56,51.519
48.847,50.987,58.088,"I",43.906,46.743,29.38,"Class1","F",86.896,33,9.739
47.157,50.22,60.907,"S",69.864,46.155,69.963,"Class1","H",75.62,38,64.387
61.64,53.111,56.721,"W",5.754,68.762,75.008,"Class1","R",83.135,23,63.283
61.523,53.013,55.24,"S",57.686,53.468,-14.707,"Class1","N",72.978,36,41.397
70.145,48.412,56.058,"S",75.868,59.936,65.434,"Class1","N",91.147,21,97.461
37.794,32.164,74.66,"Y",68.319,67.866,42.675,"Class2","O",22.91,81,52.84
26.372,42.651,36.828,"Y",32.295,4.353,47.531,"Class2","O",29.773,65,52.154
40.89,10.925,76.505,"I",34.48,47.649,38.589,"Class2","I",53.4,74,50.804
42.795,58.638,42.859,"X",55.61,58.324,37.486,"Class2","J",63.637,60,53.177
70.859,54.037,58.291,"W",5.167,61.171,71.245,"Class1","R",67.923,34,36.285
62.824,43.282,67.757,"X",68.067,5.503,51.33,"Class2","O",110.899,61,50.026
35.455,32.862,33.698,"S",52.077,69.035,30.014,"Class2","O",33.224,75,48.698
53.031,52.7,55.736,"V",18.94,39.926,67.149,"Class1","H",89.889,36,109.755
60.216,59.177,55.379,"X",72.107,84.101,34.141,"Class2","P",-9.192,87,52.384
43.204,25.569,80.032,"X",48.056,64.831,28.391,"Class2","X",51.903,65,51.036
17.154,59.246,44.804,"Y",42.015,44.377,50.754,"Class2","O",101.815,69,52.5
58.96,52.544,56.93,"E",8.377,58.694,39.656,"Class1","N",85.706,40,48.853
60.496,53.056,55.602,"E",8.636,47.566,26.547,"Class1","F",80.231,NA,28.224
69.303,51.263,55.566,"S",1.803,51.196,28.082,"Class1","F",76.869,44,66.284
50.617,54.033,55.399,"I",20.242,42.593,41.341,"Class1","R",90.197,30,74.026
66.439,50.294,60.381,"S",63.634,52.136,42.665,"Class1","F",79.017,53,103.738
65.99,21.686,52.23,"Y",45.719,53.022,22.804,"Class2","P",11.967,79,52.537
64.46,50.084,60.15,"E",73.255,38.274,20.021,"Class1","T",88.629,28,88.527
62.407,48.731,55.344,"V",81.746,66.833,34.479,"Class1","N",88.569,24,49.082
57.901,53.19,60.953,"S",19.18,67.457,54.342,"Class1","F",79.139,36,72.69
35.895,59.744,46.283,"X",31.039,24.769,33.916,"Class2","I",44.976,61,54.371
49.74,38.025,55.921,NA,46.326,18.72,26.148,"Class2","I",100.879,88,52.279
53.487,54.624,60.05,"E",56.204,41.907,42.758,"Class1","R",78.705,NA,66.977
71.484,53.414,56.461,"E",13.174,33.79,23.539,"Class1","N",72.434,51,95.495
19.836,28.24,71.777,"M",47.223,53.504,32.691,"Class2","I",75.59,75,53.083
53.879,48.717,55.533,"V",32.969,42.028,34.412,"Class1","F",78.66,53,84.09
57.246,9.624,61.758,NA,65.899,-8.435,38.057,"Class2","J",56.581,77,53.356
52.929,30.176,49.206,"M",44.842,36.337,36.908,"Class2","O",48.586,NA,49.116
60.492,51.293,55.173,"W",23.36,52.197,23.741,"Class1","T",87.189,55,54.48
56.137,54.837,55.358,"I",51.044,29.878,46.004,"Class1","F",81.597,42,71.215
54.135,51.659,57.299,"W",11.401,42.165,51.047,"Class1","F",83.475,33,69.84
57.222,18.826,48.074,"S",40.631,31.566,23.965,"Class2","O",38.781,63,52.352
50.321,48.726,55.226,"I",68.46,46.774,43.45,"Class1","T",86.243,33,22.003
61.194,27.758,34.999,"I",40.819,17.974,29.274,"Class2","P",31.252,84,52.671
58.293,52.097,59.511,"I",73.951,50.709,40.462,"Class1","H",69.442,24,36.183
15.389,5.81,64.473,"S",32.66,44.514,22.918,"Class2","P",53.248,85,51.661
62.031,48.014,60.716,NA,56.701,47.763,24.797,"Class1","N",83.213,57,63.352
48.446,48.651,59.273,"W",55.532,40.95,25.394,"Class1","R",83.505,47,41.476
68.596,49.687,60.125,"W",4.06,54.708,29.542,"Class1","H",79.654,30,58.263
65.673,48.823,60.423,"W",33.332,75.289,-21.616,"Class1","T",73.796,37,58.22
64.624,27.957,35.164,"Y",65.986,-3.962,18.747,"Class2","I",45.1,63,51.431
61.049,50.414,58.776,"E",58.811,66.945,47.145,"Class1","F",79.005,57,64.786
58.649,51.284,60.071,"S",53.343,46.385,27.378,"Class1","F",76.537,NA,43.965
42.389,7.659,80.51,"S",58.659,60.999,30.043,"Class2","P",25.148,90,52.245
46.645,21.519,43.711,"X",72.22,40.462,45.419,"Class2","I",21.992,67,53.565
16.362,54.438,55.107,"X",56.74,65.919,29.823,"Class2","J",97.677,90,53.345
55.23,51.239,59.096,"I",52.102,31.513,23.408,"Class1","H",77.741,33,71.404
56.864,54.156,56.49,"W",76.337,38.223,59.046,"Class1","R",82.348,30,66.998
68.134,52.425,56.413,"S",25.603,48.151,38.841,"Class1","T",78.034,25,43.299
59.409,50.683,57.62,"W",79.605,60.772,40.834,"Class1","H",76.399,25,111.673
38.502,47.511,68.708,"M",51.513,56.529,18.393,"Class2","X",38.295,80,51.252
43.819,57.308,40.46,"S",72.712,105.451,27.039,"Class2","O",81.231,71,53.597
53.577,53.616,56.026,"I",73.412,23.69,70.231,"Class1","F",88.65,28,62.411
68.694,50.477,57.023,"W",29.079,42.39,65.151,"Class1","H",72.049,43,29.49
64.445,52.761,57.813,"E",71.984,47.336,37.226,"Class1","T",84.178,46,105.71
42.375,37.124,52.691,"Y",67.146,38.659,31.174,"Class2","I",12.311,87,52.52
47.102,54.81,58.752,"I",46.362,76.202,52.619,"Class1","R",92.402,50,69.269
53.558,48.589,57.986,NA,49.82,54.278,29.224,"Class1","F",76.543,37,43.438
30.319,11.166,40.189,"Y",31.143,62.586,30.345,"Class2","I",63.144,73,52.532
60.712,52.426,60.987,"I",53.619,52.894,29.885,"Class1","R",85.898,38,40.141
59.008,52.254,59.733,"V",79.516,47.225,35.232,"Class1","N",79.5,55,58.94
65.71,54.765,57.16,"S",29.851,53.387,43.843,"Class1","T",75.047,39,91.811
59.752,49.637,58.76,"E",49.804,71.055,20.295,"Class1","R",83.368,50,52.33
31.71,19.382,45.553,NA,58.766,46.071,49.883,"Class2","I",3.548,86,52.37
64.688,52.047,56.321,"E",26.741,64.626,22.085,"Class1","F",73.346,34,51.285
53.97,28.494,75.667,"M",55.917,69.193,40.273,"Class2","J",51.825,77,53.807
19.222,58.995,49.986,"S",66.926,89.241,15.234,"Class2","X",-33.247,66,49.375
66.679,51.175,56.858,"S",33.069,79.969,23.023,"Class1","R",71.611,27,69.182
28.891,8.467,43.119,"Y",36.172,51.92,13.922,"Class2","P",72.999,76,50.614
62.889,48.412,58.958,"I",30.281,50.875,39.009,"Class1","R",80.956,57,47.325
53.696,36.535,58.104,"I",31.834,53.865,52.773,"Class2","I",55.123,71,53.603
15.715,59.309,78.18,NA,36.017,45.987,20.001,"Class2","J",61.088,66,53.238
60.906,10.704,65.547,"M",41.316,52.232,30.583,"Class2","I",104.415,59,50.024
22.877,18.351,66.716,"M",34.033,44.342,30.447,"Class2","J",-1.813,NA,51.228
52.423,53.379,59.651,"E",9.486,62.154,44.623,"Class1","R",81.201,31,34.847
42.719,18.107,58.342,"S",61.291,69.322,35.695,"Class2","X",53.559,83,49.75
27.167,19.912,44.623,"X",51.231,121.081,19.847,"Class2","X",47.707,87,53.96
62.698,48.122,59.705,"W",20.348,59.16,36.713,"Class1","N",83.017,36,65.926
55.554,50.649,58.908,"V",60.141,58.38,13.407,"Class1","T",80.669,46,31.81
63.53,50.152,55.148,"W",23.313,50.584,11.617,"Class1","N",69.522,43,75.41
71.361,48.699,56.628,"V",29.614,31.434,40.013,"Class1","T",74.943,56,29.594
18.908,49.783,64.347,"I",69.92,70.185,35.715,"Class2","O",37.756,82,50.561
49.748,31.984,54.302,"Y",42.194,29.315,41.224,"Class2","P",113.723,73,53.56
50.163,24.442,43.4,"M",48.182,20.14,45.787,"Class2","X",71.544,90,52.112
55.408,53.533,60.97,"V",48.305,69.768,29.105,"Class1","T",89.716,29,62.773
54.688,52.21,56.428,"E",66.553,39.281,38.717,"Class1","F",90.016,29,91.372
51.942,52.564,55.211,"S",68.393,37.495,21.573,"Class1","N",80.192,30,57.642
68.916,48.675,56.099,"V",60.141,28.198,28.012,"Class1","T",78.075,46,47.743
56.774,52.144,55.286,"W",80.292,60.337,72.429,"Class1","H",69.931,49,63.942
63.454,48.219,36.931,"M",39.121,34.923,23.404,"Class2","J",-3.502,66,51.591
59.509,49.938,59.81,"E",26.068,49.064,59.165,"Class1","R",74.95,23,45.172
