"MBI1","RQZ2","HOT3","DTB4","WTS5","FQA6","FXN7","VEQ8","VLC9","Output17","SQM10","LOZ11","OCN12"
77.886,75.208,41.043,72.997,"P",48.111,73,38.42,"H","Class4",65.194,25,39.565
39.653,NA,62.653,47.649,"R",48.479,85,39.961,"P","Class2",43.873,12,49.534
58.809,24.827,17.478,83.65,"S",63.699,13,97.649,"T","Class3",40.718,63,34.594
27.753,51.064,40.158,69.942,"I",34.721,42,76.386,"O","Class1",15.805,86,73.591
87.884,87.376,63.423,33.745,"T",27.385,80,44.327,"Q","Class2",52.57,20,27.747
72.24,15.226,14.866,43.256,NA,63.076,14,99.994,"C","Class3",27.717,81,29.169
73.771,74.199,41.873,85.791,NA,72.71,75,55.552,"D","Class4",58.236,81,29.96
59.517,67.538,41.947,69.311,"W",69.809,70,57.503,"J","Class4",54.436,32,23.781
12.138,87.933,60.982,65.287,"E",45.959,84,38.944,"B","Class2",52.528,47,49.961
76.64,93.351,40.403,84.926,"O",56.299,82,37.841,"J","Class4",79.789,83,17.971
59.228,62.634,41.717,80.23,"W",58.789,80,52.01,"D","Class4",88.822,36,20.065
37.478,NA,60.287,49.639,"U",44.662,80,36.829,"P","Class2",29.952,57,13.547
48.031,87.077,62.018,54.874,"E",36.48,83,39.66,"P","Class2",28.938,55,-11.308
42.477,87.646,62.773,48.526,NA,40.018,75,39.639,"X","Class2",33.798,24,39.522
47.766,87.521,61.678,41.082,"U",62.578,77,47.766,"Q","Class2",52.463,32,49.944
6.419,87.017,61.199,16.117,"E",53.664,85,42.57,"P","Class2",45.949,36,29.872
59.203,55.411,39.927,76.04,"O",71.826,54,57.087,"J","Class4",61.303,80,64.609
76.658,87.754,61.669,58.089,"E",33.333,87,38.852,"B","Class2",54.911,53,5.978
84.235,NA,39.996,74.021,"P",56.778,69,64.298,"H","Class4",59.439,74,28.891
78.134,78.31,40.035,70.996,"E",54.28,62,46.617,"L","Class4",68.787,49,31.496
20.212,61.978,36.141,57.121,"X",9.845,23,94.64,"E","Class1",23.314,73,68.076
23.791,65.641,94.091,65.976,"S",0.274,35,92.342,"S","Class1",25.236,76,70.755
54.271,87.189,60.839,12.982,"R",33.783,77,38.522,"Q","Class2",36.026,20,42.396
57.057,87.084,61.55,12.242,"E",53.718,83,37.467,"M","Class2",44.926,55,42.054
50.579,66.035,25.293,64.374,"K",3.375,35,89.625,"E","Class1",16.767,83,81.216
64.982,87.757,59.752,84.919,"R",38.507,77,43.804,"P","Class2",42.272,10,21.728
59.54,7.829,14.599,39.217,"J",72.372,20,99.165,"C","Class3",35.205,70,64.474
45.594,NA,33.709,31.668,"J",-2.656,37,94.546,"S","Class1",24.165,70,73.525
32.139,87.713,62.052,56.258,"X",50.391,83,38.74,"M","Class2",46.064,27,29.551
11.305,87.387,62.565,79.316,"U",54.82,79,44.518,"B","Class2",56.255,12,26.419
71.681,88.663,41.243,73.414,"W",54.335,54,61.458,"L","Class4",55.106,77,28.684
49.73,52.997,90.394,82.177,"S",24.55,23,58.344,"E","Class1",13.783,87,80.535
85.396,62.58,40.032,80.598,"W",61.285,57,53.349,"J","Class4",48.84,75,21.316
52.21,57.648,41.682,78.682,"O",67.544,95,49.467,"H","Class4",56.983,37,42.235
74.412,91.142,40.458,85.273,"W",72.518,58,42.319,"L","Class4",68.749,31,22.489
18.824,51.517,52.812,36.742,"S",31.664,41,84.979,"H","Class1",22.978,65,80.886
57.854,NA,15.634,39.029,"D",62.596,23,98.532,"L","Class3",42.718,66,14.669
48.308,63.84,40.943,73.588,"O",60.969,81,39.827,"H","Class4",81.331,69,34.462
23.376,56.707,53.355,83.992,"J",-24.649,29,61.842,"H","Class1",27.672,76,78.494
14.163,53.367,37.556,40.852,NA,15.521,27,59.712,"H","Class1",22.825,79,75.298
59.128,8.03,14.938,48.944,"Z",81.812,8,97.968,"T","Class3",35.555,67,23.776
27.004,87.039,60.385,75.512,"E",34.484,75,44.971,"Q","Class2",62.6,26,75.629
58.781,29.335,35.09,61.865,"J",69.605,20,99.533,"T","Class3",27.352,67,28.49
13.918,87.953,60.088,82.246,"T",41.546,85,36.763,"M","Class2",46.647,6,69.668
56.79,71.684,40.429,77.576,"O",50.54,95,42.738,"H","Class4",60.049,30,14.908
67.992,4.179,25.308,77.27,"J",68.446,23,99.475,"C","Class3",23.182,73,36.361
13.349,54.804,13.95,39.857,"X",27.368,33,58.597,"E","Class1",24.498,78,76.038
12.23,87.569,61.005,32.687,"T",33.758,87,44.315,"M","Class2",47.472,17,68.79
74.788,55.061,38.524,84.658,"G",70.091,78,56.05,"H","Class4",69.775,75,23.555
8.304,66.798,43.125,75.476,"J",20.374,28,80.033,"H","Class1",21.729,91,80.982
66.484,22.855,33.676,39.93,"J",76.079,22,99.89,"T","Class3",36.415,84,58.82
52.176,87.467,61.484,15.058,"T",40.266,81,36.17,"Q","Class2",56.905,33,11.735
11.443,50.368,29.362,36.448,"J",32.157,41,91.71,"S","Class1",26.903,83,75.188
63.62,8.241,34.455,76.246,"F",70.702,17,99.506,"O","Class3",25.34,73,64.202
64.565,87.843,60.939,53.168,"T",24.855,76,47.516,"X","Class2",56.679,26,36.514
56.699,53.06,100.391,62.421,"I",33.004,25,89.963,"G","Class1",21.903,67,67.502
19.27,66.772,70.084,59.1,"K",14.692,19,90.786,"O","Class1",28.493,93,74.887
72.649,7.383,22.698,78.465,"J",56.804,16,97.19,"O","Class3",14.364,85,59.456
69.733,54.925,39.016,80.226,"O",65.342,93,40.43,"L","Class4",57.53,40,24.205
12.889,66.13,77.882,77.235,"J",32.352,39,75.709,"H","Class1",29.244,80,80.507
79.781,85.462,39.939,78.036,NA,66.48,63,52.21,"J","Class4",50.872,92,44.347
17.82,87.792,61.297,65.515,"R",54.656,82,47.736,"B","Class2",52.52,17,18.043
23.285,87.768,61.308,12.379,"T",49.653,79,36.735,"M","Class2",37.494,49,75.68
62.072,92.067,41.008,78.799,"G",70.03,53,60.784,"G","Class4",49.317,33,25.797
55.889,90.338,39.775,69.082,"W",50.928,64,55.294,"L","Class4",53.795,87,28.881
59.716,21.493,27.148,66.334,"S",62.406,26,98.885,"L","Class3",22.485,62,50.937
63.382,87.417,62.317,23.261,"U",26.832,78,36.974,"M","Class2",44.019,27,37.418
70.213,69.199,41.229,74.087,"E",66.663,81,62.965,"D","Class4",43.344,37,33.796
41.393,87.058,61.462,59.992,"E",47.109,78,43.469,"Q","Class2",45.308,40,0.662
84.408,87.698,62.012,73.722,"R",43.723,79,44.807,"X","Class2",38.728,22,76.952
47.139,87.639,43.421,69.98,"P",73.08,57,38.918,"H","Class4",64.797,71,-0.853
13.865,87.119,62.344,65.941,"T",37.887,78,39.616,"Q","Class2",49.897,19,66.948
63.866,37.989,36.804,52.831,"F",61.595,16,98.349,"O","Class3",34.992,60,76.052
60.429,91.508,41.789,77.72,"O",42.908,90,62.16,"L","Class4",58.536,82,30.2
41.683,47.328,50.918,65.666,"X",17.018,39,70.973,"S","Class1",29.448,69,76.93
12.632,66.536,70.231,42.753,"I",27.247,31,86.666,"S","Class1",24.547,66,71.05
6.111,NA,56.035,69.038,"X",25.285,22,89.227,"H","Class1",18.764,77,73.089
4.134,NA,62.644,54.529,"R",29.378,86,36.568,"Q","Class2",32.341,29,27.957
62.076,87.781,61.634,40.851,"E",56.752,86,39.954,"Q","Class2",47.96,38,44.395
18.435,87.431,60.4,83.04,"T",37.512,84,36.434,"Q","Class2",45.609,45,54.5
77.707,63.52,40.718,79.705,"P",69.491,82,55.049,"J","Class4",39.106,87,11.778
78.017,53.813,40.27,76.523,"E",63.979,93,40.868,"D","Class4",45.599,82,36.401
41.529,57.105,70.354,44.507,"S",25.156,31,83.656,"G","Class1",21.122,93,71.057
23.53,67.409,43.257,86.941,"I",47.577,40,71.39,"G","Class1",27.247,89,69.116
69.364,22.394,12.523,53.58,"F",59.242,26,98.992,"C","Class3",15.306,80,71.318
71.046,94.724,41.523,73.238,"W",57.49,66,36.767,"H","Class4",55.081,67,35.104
65.168,87.1,62.144,15.25,"X",31.451,83,47.107,"X","Class2",51.731,52,27.619
19.076,56.837,52.796,80.178,"K",17.365,23,80.098,"H","Class1",25.871,89,71.941
47.887,87.165,62.607,56.109,"T",35.827,87,41.924,"P","Class2",45.793,52,44.319
33.366,58.714,40.279,36.769,"J",-0.012,23,86.531,"G","Class1",18.775,86,79.936
47.946,82.668,40.156,83.404,"W",55.932,81,53.148,"H","Class4",65.95,82,25.651
58.626,NA,14.559,85.055,"S",58.903,17,97.062,"O","Class3",30.9,64,30.746
71.454,19.251,15.697,35.683,"D",55.858,8,97.397,"C","Class3",35.891,70,67.374
68.689,11.479,21.662,47.987,"D",63.947,23,99.28,"R","Class3",41.525,82,2.451
32.784,49.987,68.456,74.696,"K",32.838,44,80.257,"G","Class1",18.376,71,82.567
81.152,NA,61.467,42.781,"E",37.801,79,46.309,"P","Class2",52.898,17,34.903
76.453,71.899,41.669,80.65,"E",56.17,82,44.599,"L","Class4",43.118,55,20.876
69.245,11.635,17.214,49.708,"J",77.055,9,97.764,"C","Class3",20.108,64,13.407
79.439,74.581,41.47,74.382,"E",67.425,92,64.365,"J","Class4",61.968,75,33.283
63.757,33.638,23.13,64.895,"S",70.795,24,99.924,"R","Class3",15.579,75,53.428
63.294,95.51,39.738,83.032,"G",52.396,54,53.098,"H","Class4",47.187,60,20.535
16.546,57.171,92.061,75.225,"I",31.081,41,62.273,"H","Class1",17.908,84,77.558
47.936,NA,40.231,84.014,"W",60.855,58,37.576,"D","Class4",50.521,52,37.702
36.23,87.689,60.845,13.295,"U",36.582,77,38.575,"M","Class2",48.83,45,42.636
55.824,87.66,61.201,60.224,"X",44.354,80,41.627,"Q","Class2",47.498,25,24.558
63.947,30.303,33.963,32.31,"F",73.213,11,98.415,"L","Class3",35.658,74,13.035
82.2,87.999,62.735,81.832,"T",49.02,82,40.756,"Q","Class2",49.02,54,21.191
13.998,54.416,54.287,40.555,"J",32.781,30,69.52,"S","Class1",22.511,92,67.734
59.904,7.521,16.762,65.15,"J",65.609,15,99.111,"T","Class3",19.828,68,19.021
61.771,2.127,24.619,33.403,"J",76.322,20,99.619,"L","Class3",24.221,62,42.355
53.309,66.574,31.474,42.79,"I",38.66,41,73.09,"H","Class1",30.067,71,67.654
13.6,51.11,74.34,78.658,"J",21.225,23,59.239,"H","Class1",23.243,69,70.294
10.577,58.471,51.263,56.819,"S",39.669,38,75.907,"E","Class1",22.561,75,72.683
56.744,57.581,41.193,79.53,"O",58.447,66,64.371,"G","Class4",64.859,64,39.587
47.294,94.327,41.341,78.982,"O",55.911,87,56.341,"G","Class4",59.142,35,35.292
57.85,87.856,59.673,32.359,"U",29.013,76,39.632,"X","Class2",38.248,39,42.04
69.387,5.555,8.926,37.77,"J",82.859,23,98.832,"L","Class3",46.817,69,48.85
59.034,NA,22.684,70.921,NA,70.356,20,98.703,"C","Class3",30.03,69,20.956
13.983,47.96,66.928,84.426,"K",32.239,35,78.643,"G","Class1",16.785,90,79.025
68.196,10.257,5.502,52.735,"F",52.576,21,99.608,"C","Class3",20.982,75,67.845
21.134,55.17,25.608,81.228,"J",20.199,35,93.081,"O","Class1",26.042,71,77.697
6.038,87.187,60.825,81.707,"T",35.239,86,37.352,"B","Class2",55.094,10,44.798
79.537,79.092,40.692,68.324,"W",58.21,69,60.392,"H","Class4",57.625,86,39.833
23.53,NA,117.427,37.015,"S",50.342,38,78.355,"G","Class1",21.862,87,72.477
21.844,87.275,60.35,82.418,"R",33.619,86,38.58,"B","Class2",38.218,21,67.87
82.498,87.876,59.548,80.688,"T",33.65,76,42.682,"X","Class2",38.316,9,44.16
68.946,28.257,31.511,66.827,"J",60.44,17,98.062,"C","Class3",29.918,73,35.881
72.083,16.794,32.322,35.558,"Z",67.148,11,98.762,"L","Class3",30.413,75,50.927
12.271,NA,31.265,67.572,"J",27.439,35,75.674,"S","Class1",27.341,69,73.837
11.219,48.927,67.801,82.65,"K",36.31,23,85.832,"S","Class1",26.191,90,71.535
15.816,87.698,60.326,82.637,"E",34.447,86,44.103,"B","Class2",49.118,40,20.882
70.243,94.365,40.295,76.043,NA,59.935,77,38.122,"J","Class4",58.203,76,28.151
87.61,87.993,61.177,47.744,"E",33.517,75,44.344,"M","Class2",52.919,47,37.429
14.922,NA,61.461,28.768,"U",37.297,85,42.712,"B","Class2",57.439,34,45
61.152,20.144,31.258,72.291,"F",60.084,24,99.603,"O","Class3",30.232,65,39.855
10.255,63.904,91.283,57.181,"K",48.374,31,71.1,"E","Class1",16.312,77,72.539
23.71,67.718,20.442,46.811,"S",7.176,36,66.902,"H","Class1",21.921,69,77.989
56.031,23.929,30.466,80.48,"Z",60.735,10,99.887,"L","Class3",30.822,55,-1.172
10.702,87.53,61.6,55.042,NA,37.384,75,45.393,"Q","Class2",43.256,11,51.899
70.79,33.491,14.699,36.126,"J",61.068,23,99.177,"C","Class3",28.027,66,78.256
8.948,87.119,60.786,14.239,"T",37.168,79,41.668,"P","Class2",50.397,8,44.963
35.111,55.369,33.389,78.498,"J",0.188,39,59.985,"H","Class1",24.08,69,76.769
60.552,15.254,20.661,63.65,"S",70.112,20,97.236,"C","Class3",58.118,76,70.314
80.826,87.263,62.471,43.144,"T",42.954,84,45.542,"M","Class2",40.5,50,22.662
74.184,8.806,25.64,42.975,"F",60.871,27,99.649,"R","Class3",6.082,86,20.005
77.385,49.565,40.99,75.21,"W",66.325,70,38.96,"D","Class4",57.88,47,23.521
67.182,10.831,21.205,77.297,"D",76.211,20,98.846,"L","Class3",18.286,70,38.167
52.613,87.216,62.685,76.316,"T",43.821,75,39.077,"P","Class2",51.586,36,27.97
36.208,59.644,49.232,83.654,"K",14.964,24,61.77,"G","Class1",29.448,74,76.494
63.334,7.15,18.077,73.968,"S",72.921,26,99.789,"O","Class3",32.803,72,31.618
48.636,66.022,20.334,50.709,NA,11.047,36,64.909,"E","Class1",16.816,85,70.858
69.075,10.774,25.149,67.105,"D",63.075,10,97.443,"L","Class3",39.03,86,49.762
22.483,60.863,45.739,67.954,"J",50.667,43,73.153,"G","Class1",28.582,92,74.344
43.949,64.273,68.448,52.294,"X",24.466,21,60.526,"S","Class1",17.643,68,72.78
56.312,69.92,41.429,83.641,"E",61.228,70,38.864,"G","Class4",45.754,46,45.545
61.761,87.125,63.564,43.967,"R",42.864,79,40.954,"M","Class2",45.807,22,63.777
69.909,89.768,39.43,76.403,"O",70.448,85,55.777,"L","Class4",60.709,53,19.639
66.21,NA,7.225,78.514,"D",68.899,23,98.087,"L","Class3",23.967,75,24.865
62.626,19.815,18.73,63.11,NA,77.498,26,97.31,"O","Class3",20.947,71,64.867
65.183,36.321,16.339,84.709,"Z",57.184,10,98.797,"O","Class3",34.002,84,26.662
78.032,83.718,38.232,76.034,"G",54.912,58,39.873,"D","Class4",55.576,85,32.063
38.13,57.761,38.302,41.032,"K",24.107,24,82.468,"H","Class1",29.029,93,68.975
57.611,66.439,43.993,78.58,"S",38.556,39,62.496,"S","Class1",26.081,68,74.741
50.524,87.411,61.907,55.142,"U",43.416,87,40.133,"Q","Class2",47.278,38,10.377
44.363,54.862,19.642,75.221,"X",49.05,20,81.085,"O","Class1",29.174,88,73.356
42.434,87.664,61.537,14.693,"U",64.933,84,36.662,"M","Class2",61.66,19,30.045
46.635,87.379,60.008,14.126,"E",37.907,78,36.26,"B","Class2",39.21,17,31.63
36.629,NA,64.149,38.126,"J",26.34,33,72.401,"G","Class1",16.94,91,73.066
70.521,74.807,39.933,73.998,"E",58.198,85,59.246,"D","Class4",74.809,76,33.703
62.627,91.515,41.097,72.536,NA,64.21,94,42.417,"H","Class4",69.231,45,47.924
71.269,58.734,41.382,68.184,"P",72.657,88,39.191,"G","Class4",51.572,42,34.592
53.423,87.644,58.986,14.347,NA,59.769,83,39.638,"Q","Class2",51.144,33,46.581
66.53,25.964,25.063,59.266,"D",62.56,23,97.788,"T","Class3",43.703,77,11.368
34.608,NA,61.246,72.735,"X",33.6,84,48.962,"P","Class2",58.922,30,42.292
70.272,85.545,39.913,78.166,"G",54.093,74,57.181,"H","Class4",56.292,63,24.701
58.446,45.485,39.943,68.914,"P",76.019,54,60.002,"G","Class4",39.385,77,34.199
24.231,87.233,62.681,40.358,"U",51.583,85,37.653,"M","Class2",43.023,20,20.98
56.221,16.812,19.693,73.082,"S",82.779,24,98.384,"O","Class3",30.258,83,61.542
8.464,87.397,64.384,47.766,"R",48.689,86,42.977,"B","Class2",56.21,42,21.765
59.555,10.694,23.558,72.156,"J",73.792,19,98.026,"C","Class3",23.733,55,53.44
52.012,48.89,70.276,64.108,"X",27.217,40,94.69,"G","Class1",20.628,67,72.627
58.345,36.261,9.139,36.132,"J",61.708,26,97.102,"T","Class3",21.558,70,12.827
17.562,NA,61.612,65.178,NA,41.069,82,47.19,"M","Class2",54.684,20,46.501
47.936,41.771,42.114,68.223,"G",65.682,61,47.73,"H","Class4",57.376,74,27.229
83.293,87.817,60.313,78.84,"E",29.252,85,46.556,"B","Class2",55.352,56,32.095
56.296,4.695,18.359,81.997,"J",68.219,27,99.046,"O","Class3",32.003,66,23.767
53.672,87.127,61.095,38.892,"R",28.999,75,39.735,"Q","Class2",39.58,29,24.377
66.445,5.679,16.144,83.837,"S",77.808,8,99.041,"L","Class3",31.602,66,51.617
76.386,68.105,41.489,75.854,"E",61.093,79,50.616,"D","Class4",59.435,53,45.143
57.783,11.697,32.577,63.286,"F",56.665,19,97.141,"L","Class3",39,77,80.596
46.939,66.222,83.399,45.366,"S",21.992,24,75.555,"O","Class1",17.24,64,69.347
72.712,28.069,28.346,41.568,"S",59.294,19,97.826,"C","Class3",26.041,63,38.15
27.414,87.475,60.606,55.339,"E",48.975,81,41.427,"M","Class2",33.857,52,55.595
55.216,93.527,40.911,84.74,"G",57.247,72,59.435,"L","Class4",39.474,83,28.797
85.498,87.319,61.768,30.556,"T",47.283,82,42.021,"Q","Class2",39.594,26,81.127
49.199,47.962,73.263,84.911,"X",6.524,22,92.347,"S","Class1",28.393,76,67.976
8.176,87.92,60.964,76.662,NA,28.434,84,47.485,"P","Class2",41.513,42,29.286
67.803,42.252,40.159,79.82,"O",64,74,49.959,"D","Class4",60.073,57,23.518
60.268,87.401,60.946,48.599,"T",33.804,86,46.614,"Q","Class2",42.928,8,68.885
76.795,87.438,61.296,79.208,"U",34.845,77,42.977,"B","Class2",58.693,7,59.201
25.127,51.17,61.527,44.066,"I",15.812,39,86.977,"G","Class1",28.851,83,73.651
56.827,58.384,53.733,82.859,"I",13.56,34,82.771,"G","Class1",27.356,87,68.873
52.057,53.126,39.239,74.486,"G",71.99,96,46.133,"D","Class4",78.179,33,26.278
39.067,63.177,77.968,36.501,"K",31.904,39,56.736,"E","Class1",17.957,68,76.113
36.303,54.054,26.947,58.411,"S",36.298,26,69.441,"H","Class1",29.773,71,76.551
27.442,87.759,62.429,60.816,"X",37.768,86,40.466,"P","Class2",42.62,21,24.356
64.285,20.173,16.469,49.893,"Z",73.324,19,98.44,"L","Class3",34.39,69,42.748
62.539,34.923,9.112,52.017,"J",67.886,26,99.36,"R","Class3",26.572,85,34.112
80.101,83.719,40.003,80.438,"O",70.405,76,56.447,"J","Class4",45.837,88,39.454
28.773,64.992,74.245,84.035,"J",25.391,23,80.729,"O","Class1",25.288,76,70.619
79.692,53.669,39.367,83.013,"P",65.745,79,59.893,"J","Class4",76.263,72,36.157
72.398,4.18,11.737,51.337,"F",68.057,18,98.378,"L","Class3",13.432,89,71.904
58.288,61.286,98.306,48.943,"I",40.902,33,90.53,"G","Class1",23.388,79,74.66
48.584,NA,39.987,84.967,"W",64.161,60,38.092,"L","Class4",47.27,27,43.711
16.204,87.437,61.412,78.425,"X",49.717,82,42.9,"M","Class2",37.958,26,6.904
46.771,53.477,53.768,56.27,"J",8.018,22,66.183,"H","Class1",21.781,87,72.307
68.963,49.816,41.222,76.389,"G",64.973,71,41.012,"L","Class4",85.64,56,39.232
67.154,15.827,24.545,85.501,"J",56.458,18,97.188,"L","Class3",34.265,74,-6.971
68.635,23.148,25.649,86.756,"S",69.468,20,98.057,"C","Class3",56.689,56,57.488
20.438,66.342,71.152,68.676,"J",9.927,31,74.262,"O","Class1",22.848,70,76.62
49.88,64.397,40.771,75.782,"G",75.497,96,37.378,"L","Class4",55.983,83,17.817
49.696,80.093,41.105,69.045,"E",70.317,72,60.63,"D","Class4",33.842,64,23.57
65.595,13.286,22.537,46.199,"Z",63.191,15,98.494,"O","Class3",12.997,89,60.048
74.495,21.947,22.317,83.492,"S",73.484,12,99.971,"R","Class3",11.187,86,36.308
67.354,31.616,20.443,68.831,"J",74.473,11,99.442,"R","Class3",40.481,74,57.791
81.166,49.298,41.414,70.277,"P",60.506,81,49.114,"J","Class4",26.233,31,36.497
46.311,49.045,41.003,75.404,"W",49.733,90,56.315,"J","Class4",79.76,69,29.177
61.854,49.109,39.091,85.928,"E",64.29,61,41.881,"J","Class4",66.586,48,23.013
41.809,60.268,57.617,86.439,"X",0.211,42,86.282,"G","Class1",20.888,85,73.409
67.503,30.602,15.398,74.517,"F",76.084,27,97.774,"O","Class3",31.354,85,35.962
56.732,50.642,51.252,46.774,"K",51.286,23,95.289,"E","Class1",21.123,82,82.401
58.051,21.786,21.401,60.109,"F",70.867,25,97.105,"R","Class3",24.988,83,34.385
17.145,87.065,62.516,28.291,"U",32.092,81,36.309,"Q","Class2",34.646,20,29.137
62.397,NA,40.829,84.28,"W",52.771,82,52.97,"D","Class4",83.387,70,34.472
67.096,27.316,18.925,77.732,"J",67.178,26,97.408,"R","Class3",37.768,69,92.317
35.522,51.697,15.076,34.853,"I",33.264,20,89.422,"G","Class1",30.501,93,70.394
47.035,61.88,40.47,67.784,"G",68.526,91,53.759,"H","Class4",35.901,90,37.783
74.435,18.199,17.635,58.785,"J",58.906,23,97.075,"L","Class3",26.333,56,67.229
55.423,58.328,40.342,75.174,"E",75.081,72,54.635,"H","Class4",46.694,81,29.468
26.56,87.905,61.952,24.4,"X",30.21,77,42.588,"Q","Class2",43.213,46,44.417
88.76,87.663,61.03,25.875,"E",41.446,86,45.225,"B","Class2",46.531,34,24.924
23.9,NA,53.545,72.592,"S",45.502,25,56.616,"S","Class1",24.859,70,79.219
54.481,91.534,39.645,72.563,"E",58.403,66,45.364,"D","Class4",50.879,45,16.163
54.27,49.799,73.145,35.582,"J",53.673,25,95.411,"G","Class1",23.43,84,70.611
51.482,47.839,84.264,66.145,"X",-7.589,25,82.268,"H","Class1",23.476,87,72.001
25.331,64.972,46.199,32.887,"K",52.375,32,71.315,"E","Class1",26.328,90,70.797
47.5,50.742,70.814,44.324,"S",-3.842,25,70.058,"G","Class1",26.212,81,80.189
63.605,87.275,61.455,18.681,"R",32.498,83,39.328,"Q","Class2",47.293,31,49.258
56.185,70.478,40.325,87.374,"O",65.916,67,42.275,"G","Class4",56.877,70,18.762
67.666,15.635,36.896,69.913,"D",66.791,25,99.344,"O","Class3",12.991,56,50.384
43.245,87.852,61.303,72.115,"T",43.931,82,43.739,"Q","Class2",59.409,42,39.238
47.668,63.231,90.634,54.752,"J",-19.265,41,68.702,"O","Class1",16.47,87,70.594
53.911,48.259,1.78,38.719,"S",6.978,44,95.065,"S","Class1",25.07,83,72.037
57.473,23.384,23.464,56.327,"S",66.744,19,98.817,"T","Class3",18.742,68,32.407
59.45,15.93,32.757,64.852,"J",86.616,20,97.901,"C","Class3",17.869,67,57.446
53.005,87.563,63.584,47.266,"X",48.362,84,38.151,"P","Class2",36.919,54,35.552
73.291,32.015,20.299,67.336,NA,59.779,8,97.864,"O","Class3",18.139,85,20.207
60.676,5.302,26.059,52.863,"S",81.326,21,98.664,"R","Class3",37.102,74,69.54
8.38,87.426,60.105,32.927,"U",6.312,75,46.842,"X","Class2",54.645,46,14.115
68.234,36.851,12.173,76.443,NA,72.93,25,97.915,"R","Class3",11.826,86,44.994
65.582,68.219,39.36,85.288,"W",71.976,87,46.059,"D","Class4",62.548,27,39.678
70.325,34.745,24.483,58.749,"D",63.398,10,99.006,"T","Class3",25.113,85,49.512
84.429,96.697,40.133,79.907,NA,55.09,57,54.055,"H","Class4",55.978,77,11.016
83.056,52.632,39.75,81.38,"E",49.484,92,52.21,"J","Class4",58.458,33,30.121
62.953,21.922,22.644,44.323,"J",68.084,21,98.707,"O","Class3",20.544,80,54.355
45.148,87.828,62.258,12.3,"R",36.626,76,43.607,"X","Class2",38.275,23,28.76
53.78,51.041,46.398,74.816,"S",30.113,24,81.937,"S","Class1",26.038,65,69.791
44.796,87.958,62.109,46.26,"U",48.848,87,36.114,"P","Class2",57.948,51,40.777
21.345,87.849,59.383,27.699,"T",25.344,76,40.348,"P","Class2",49.915,8,39.382
85.685,57.825,43.121,77.948,"P",50.041,53,49.965,"L","Class4",42.674,35,3.801
80.396,89.671,41.61,74.275,"W",65.053,70,61.954,"J","Class4",50.09,87,17.05
69.41,28.568,23.179,58.185,"Z",65.422,13,99.069,"R","Class3",16.152,76,-3.732
74.067,2.29,27.594,48.561,"Z",71.065,18,99.172,"C","Class3",28.595,80,34.262
31.373,59.52,93.831,57.138,"I",49.015,32,80.681,"H","Class1",27.692,84,76.493
53.374,87.766,60.421,70.984,"E",52.559,82,48.674,"Q","Class2",38.601,56,56.068
72.015,30.536,16.361,48.433,"F",77.858,26,98.889,"O","Class3",23.597,80,22.201
57.257,80.778,40.38,75.572,"W",49.576,82,53.785,"J","Class4",69.71,41,32.557
81.206,77.123,39.808,80.565,"P",59.676,90,36.486,"L","Class4",59.867,31,18.167
57.283,18.634,26.928,67.852,"Z",55.426,25,97.815,"C","Class3",33.244,75,53.167
64.521,44.589,38.686,73.052,"O",73.557,67,46.502,"J","Class4",64.113,53,30.691
62.499,2.645,24.692,54.289,"S",75.761,22,98.026,"T","Class3",38.102,60,16.391
66.396,8.664,32.279,33.669,"Z",70.606,22,99.234,"O","Class3",5.869,76,46.394
65.873,37.47,18.793,44.021,"D",69.122,16,99.698,"C","Class3",14.802,73,-1.382
56.244,11.553,26.595,60.156,"Z",67.8,15,97.772,"L","Class3",16.425,78,62.75
26.154,61.285,39.554,60.566,"I",16.276,30,65.686,"H","Class1",22.665,68,76.955
17.225,87.948,62.133,25.255,"E",31.145,87,40.307,"P","Class2",60.073,28,49.556
39.697,87.516,62.303,66.743,"T",40.846,86,45.005,"B","Class2",39.065,10,40.581
54.251,87.213,59.111,24.184,"R",57.564,86,43.62,"P","Class2",56.539,16,13.652
73.641,11.41,16.608,36.87,"F",63.227,15,99.068,"R","Class3",46.272,88,36.97
39.705,56.509,63.928,45.629,NA,36.081,22,67.038,"S","Class1",24.299,66,72.163
78.268,87.121,62.403,64.565,"R",40.231,80,48.776,"B","Class2",59.221,24,56.151
26.349,87.975,60.85,34.794,"U",16.064,81,36.332,"P","Class2",43.436,29,45.468
61.69,87.031,61.304,70.55,"U",31.599,81,44.071,"P","Class2",48.952,47,62.549
79.797,90.592,40.152,86.217,"E",59.098,67,39.402,"J","Class4",49.443,44,16.692
40.493,56.921,63.26,47.279,"X",37.26,21,80.473,"G","Class1",29.886,69,81.388
30.7,47.178,64.233,68.684,"S",32.861,25,83.712,"S","Class1",24.139,88,74.632
19.311,51.277,64.595,53.963,NA,46.891,35,56.465,"O","Class1",23.148,72,64.486
63.692,6.25,28.495,42.051,"F",69.91,14,98.695,"T","Class3",23.049,82,61.687
79.741,61.374,41.778,86.759,"G",63.449,54,54.575,"H","Class4",49.827,93,34.18
68.157,16.678,15.884,56.257,"D",86.882,20,98.525,"L","Class3",33.448,59,14.389
69.237,26.346,8.815,60.7,"F",63.172,15,99.191,"O","Class3",38.017,60,16.897
56.069,87.046,60.511,70.688,"T",20.539,75,48.538,"Q","Class2",49.56,43,30.692
