"IGZ1","YFS2","KQE3","FYH4","ZUQ5","WZC6","AQT7","YWK8","BWF9","Output9","UOC10"
82.76,34.759,48.001,59.437,62.111,67.03,11,91,"K","Class1",70.991
82.068,25.995,49.586,57.779,43.876,70.018,10,74,"K","Class1",71.722
89.086,0.785,39.781,64.223,47.805,71.844,20,38,"X","Class3",51.749
85.174,19.071,20.047,40.33,79.838,73.453,27,40,NA,"Class3",52.399
62.642,80.931,88.495,0.583,65.267,67.749,50,21,"V","Class2",30.75
62.053,83.29,61.401,0.42,60.286,67.076,39,34,"C","Class2",44.039
92.391,11.645,16.968,67.568,89.508,61.3,6,36,"T","Class3",52.149
74.581,23.831,37.517,41.33,19.104,50.864,13,42,"D","Class3",50.915
84.874,28.532,53.731,54.367,48.751,61.355,10,84,"C","Class1",70.788
42.285,74.078,64.185,1.03,73.998,67.211,23,25,"F","Class2",31.388
20.882,76.585,82.863,0.336,69.859,64.803,41,60,"C","Class2",18.247
85.278,30.014,58.536,56.704,44.287,81.519,10,86,"A","Class1",71.568
84.92,83.109,67.446,0.437,60.656,66.714,48,20,"V","Class2",26.395
78.659,81.042,59.51,0.959,66.928,65.126,70,61,"C","Class2",35.489
75.065,79.992,51.969,0.79,67.991,85.37,36,61,"D","Class2",78.836
85.666,-3.723,43.374,78.715,88.011,50.54,28,44,"X","Class3",54.508
82.702,77.676,65.352,0.456,63.971,70.854,66,57,"D","Class2",18.307
86.822,24.657,58.106,61.048,49.554,71.056,10,55,NA,"Class1",72.141
84.663,28.695,51.278,57.039,56.355,65.7,10,82,"A","Class1",72.043
82.3,85.336,56.603,0.196,61.425,76.471,50,56,"C","Class2",30.235
74.162,17.939,21.341,66.135,NA,35.184,32,47,"D","Class3",53.271
82.686,32.275,55.351,58.185,48.401,47.257,11,61,"A","Class1",71.649
60.667,85.831,89.589,0.78,72.098,74.611,67,52,"V","Class2",91.194
86.524,39.745,52.49,63.097,65.887,73.663,11,64,"O","Class1",69.914
40.844,78.839,68.523,0.526,60.512,70.422,27,36,"F","Class2",34.178
81.723,-9.104,32.227,53.581,66.526,50.315,15,37,"M","Class3",50.87
33.543,83.097,79.578,0.711,66.979,73.766,36,40,"F","Class2",44.546
83.231,6.225,32.678,41.069,84.087,48.539,4,39,"T","Class3",51.078
86.675,19.908,37.652,53.786,58.119,17.235,19,42,"T","Class3",51.326
76.236,6.715,32.32,65.187,42.13,50.407,2,38,"C","Class3",52.313
86.217,27.036,49.23,61.618,49.431,56.558,11,76,"O","Class1",71.172
83.69,26.406,47.859,60.243,41.449,78.087,11,75,"A","Class1",69.835
19.387,89.083,80.117,0.373,63.177,69.256,42,59,NA,"Class2",16.325
86.55,36.192,49.257,63.559,53.437,67.733,11,54,"C","Class1",70.92
77.761,3.58,29.327,47.962,46.459,44.63,3,41,"D","Class3",51.195
37.382,81.01,80.094,0.561,65.779,80.263,55,53,"C","Class2",46.292
82.091,30.982,46.28,61.354,51.793,80.986,10,66,"Z","Class1",70.557
22.211,83.842,66.731,0.183,65.899,56.966,49,59,"V","Class2",32.958
52.88,85.648,65.418,0.183,70.727,66.533,69,63,"W","Class2",73.871
83.321,27.921,52.836,59.617,54.328,71.479,10,84,"Z","Class1",70.682
69.992,84.69,72.599,0.417,66.113,76.961,60,25,"F","Class2",32.958
74.598,17.046,37.704,60.437,78.966,20.295,17,45,"M","Class3",49.857
45.874,85.451,82.225,0.188,72.422,76.58,62,26,NA,"Class2",48.101
82.292,31.28,49.87,60.431,42.264,52.762,11,54,"A","Class1",72.272
86.006,20.575,32.9,55.208,NA,55.559,27,38,"D","Class3",52.421
85.81,25.624,47.636,62.581,63.728,68.225,11,58,"K","Class1",71.803
83.763,6.244,33.613,54.963,35.173,84.786,17,37,"M","Class3",50.662
83.302,28.152,60.291,61.442,56.82,58.004,11,55,"Z","Class1",70.742
86.577,26.433,46.923,60.116,57.99,62.758,10,69,"A","Class1",71.094
81.787,8.248,31.99,70.468,76.232,41.719,9,40,"X","Class3",48.825
85.309,30.709,51.175,57.944,49.408,77.309,10,61,"C","Class1",69.859
31.411,78.717,77.218,0.513,70.279,81.972,75,25,"V","Class2",48.607
44.841,79.586,79.948,0.724,61.332,90.232,37,57,"D","Class2",28.814
90.726,-0.925,32.402,63.693,24.738,71.47,21,47,"D","Class3",53.614
82.34,26.45,55.207,61.053,38.968,76.773,10,75,"Z","Class1",71.217
79.805,8.257,38.93,43.464,46.664,98.663,2,40,"X","Class3",50.939
86.924,26.67,57.279,58.312,47.874,62.305,10,77,"O","Class1",71.394
54.95,75.277,84.622,0.391,61.564,83.972,25,28,"V","Class2",74.647
77.822,10.499,28.896,29.72,75.714,46.721,34,43,"X","Class3",49.214
86.643,37.502,53.106,58.903,60.547,71.262,11,79,"O","Class1",70.308
89.132,18.1,31.199,46.998,89.586,51.265,32,47,"C","Class3",49.823
86.513,27.161,51.626,64.336,NA,85.85,11,68,"C","Class1",71.827
85.084,29.75,52.674,63.499,44.931,65.242,11,62,"A","Class1",70.529
83.874,24.861,58.881,61.769,50.115,59.217,11,85,NA,"Class1",69.837
77.993,3.66,42.71,35.217,63.204,10.981,1,36,"C","Class3",53.089
77.027,7.868,29.603,63.635,70.809,45.365,20,37,"T","Class3",53.851
80.078,11.265,26.912,37.809,28.93,53.786,11,37,"C","Class3",51.914
92.323,1.302,23.909,63.224,93.403,50.312,28,43,"M","Class3",51.255
86.333,30.82,58.681,63.758,57.703,65.968,10,82,"O","Class1",70.818
84.249,9.655,25.521,50.406,28.235,96.185,27,34,"M","Class3",51.768
82.737,28.53,53.572,57.709,38.64,77.1,11,56,"Z","Class1",69.953
44.177,72.38,71.805,0.492,64.202,72.58,60,41,"D","Class2",14.355
90.446,26.555,25.978,57.993,49.656,20.738,6,39,"M","Class3",50.867
85.117,28.722,57.835,58.5,42.8,60.382,10,60,"C","Class1",72.428
86.292,32.628,59.37,65.126,47.722,56.687,11,61,"C","Class1",70.627
78.561,14.682,42.558,58.424,23.691,68.429,19,40,"M","Class3",50.118
83.68,11.304,28.251,49.159,25.86,36.683,21,36,"X","Class3",50.935
84.089,30.289,47.345,59.839,42.711,77.448,11,87,NA,"Class1",70.291
84.832,26.449,57.929,61.144,59.233,58.954,10,89,"O","Class1",71.68
83.713,30.273,51.37,58.977,60.733,77.746,10,88,"Z","Class1",70.877
58.495,76.9,83.942,0.824,73.244,57.616,20,22,"V","Class2",1.614
82.808,23.03,54.701,59.646,58.498,70.655,10,62,"C","Class1",70.79
76.663,8.46,25.476,40.625,45.821,21.883,28,47,"C","Class3",51.073
86.622,34.448,49.49,59.225,58.206,60.067,10,61,"C","Class1",70.334
70.324,83.115,89.006,0.339,66.978,69.491,56,52,"D","Class2",25.14
85.962,35.951,48.191,58.059,52.166,78.815,10,61,"C","Class1",70.984
73.815,15.615,44.055,45.276,77.339,63.328,14,36,"C","Class3",49.519
84.301,11.461,36.9,63.351,53.216,74.122,10,37,"X","Class3",51.36
45.308,76.109,58.567,0.758,73.512,79.443,50,31,"C","Class2",17.564
92.706,23.173,39.732,63.858,17.86,19.268,18,35,"T","Class3",52.409
78.46,68.275,71.674,0.93,74.873,69.064,56,56,"W","Class2",71.441
7.228,72.025,51.467,0.768,72.416,61.249,26,32,"F","Class2",4.71
80.369,84.303,87.702,0.255,69.406,58.774,62,34,"C","Class2",-15.101
24.46,79.738,63.612,0.391,70.613,85.643,69,27,"F","Class2",54.597
77.84,82.761,72.956,0.063,66.618,79.164,61,46,"V","Class2",10.861
84.872,33.573,54.942,66.809,42.134,62.512,10,70,NA,"Class1",71.583
85.31,28.109,57.301,58.902,56.407,70.698,10,76,"K","Class1",72.272
82.847,31.362,52.386,61.028,66.09,67.292,10,58,"K","Class1",72.523
83.327,22.699,60.79,62.207,54.88,58.178,11,68,"K","Class1",71.627
86.618,26.119,58.517,62.617,38.037,54.269,11,73,"O","Class1",71.703
85.6,20.644,53.496,62.441,53.579,76.838,11,87,"C","Class1",70.552
84.558,15.948,37.915,38.828,47.217,47.764,19,45,"X","Class3",54.011
85.211,31.858,52.627,61.829,61.328,64.548,11,62,"A","Class1",71.906
84.654,29.07,54.927,54.759,49.019,63.96,10,82,"O","Class1",70.231
19.153,71.37,65.615,0.369,66.43,80.068,21,28,"C","Class2",45.534
83.752,34.057,49.094,59.738,55.203,50.451,10,73,"K","Class1",70.886
65.135,65.291,80.174,0.072,65.907,72.88,50,38,"F","Class2",27.227
88.724,28.27,34.444,69.445,78.54,41.001,32,36,"C","Class3",53.219
83.945,29.576,55.301,61.669,66.4,59.818,10,55,"C","Class1",71.203
73.886,76.27,83.002,1.046,64.173,58.842,79,43,"V","Class2",25.501
86.22,27.036,57.902,60.653,NA,45.188,11,90,"A","Class1",70.982
81.098,10.759,23.687,58.279,60.488,21.975,24,47,"D","Class3",54.032
85.296,29.296,49.56,64.744,60.65,75.834,10,54,"K","Class1",70.912
79.075,29.8,41.48,40.184,32.414,65.088,15,47,"C","Class3",53.084
80.502,5.062,41.063,56.177,15.766,51.371,26,47,"D","Class3",51.27
41.038,90.178,62.27,0.895,71.088,74.287,47,39,"D","Class2",18.349
62.845,82.684,63.273,0.233,62.394,75.702,53,62,"W","Class2",102.022
84.923,30.125,60.102,62.424,61.65,62.301,10,63,"Z","Class1",70.702
83.867,31.88,60.276,56.755,48.771,62.934,10,81,"A","Class1",70.009
55.8,78.057,75.117,0.765,71.134,53.002,47,28,NA,"Class2",45.94
86.663,27.903,48.541,57.257,38.372,49.824,11,73,"A","Class1",70.274
83.213,22.088,50.032,63.229,63.513,78.228,11,75,"K","Class1",70.81
84.552,29.16,53.63,58.964,61.34,85.174,10,74,"Z","Class1",70.872
85.366,27.723,60.582,61.453,55.357,39.036,10,64,"K","Class1",71.159
83.739,27.488,50.491,58.431,46.098,59.471,11,55,"O","Class1",71.824
72.169,77.446,55.843,0.557,73.059,60.673,35,42,"F","Class2",16.214
43.037,82.463,85.201,-0.071,70.654,74.266,39,46,"D","Class2",104.579
67.67,77.779,52.344,0.737,71.855,61.195,37,43,"F","Class2",96.583
86.783,24.284,57.005,57.973,40.643,51.022,11,61,"A","Class1",71.522
86.56,32.689,60.802,57.697,48.014,52.544,11,63,"Z","Class1",70.114
91.032,12.835,41.505,29.057,90.914,93.046,32,34,"X","Class3",51.756
74.833,15.3,40.789,63.279,55.333,59.389,27,41,"M","Class3",50.548
77.877,7.769,41.693,70.303,88.698,43.372,26,34,"X","Class3",53.209
31.718,83.624,81.633,0.976,66.413,80.22,43,52,"V","Class2",8.827
36.085,78.299,52.103,0.213,71.834,60.206,24,35,"V","Class2",-7.646
76.993,10.1,30.148,57.417,76.072,49.069,9,42,"T","Class3",52.113
75.728,84.414,62.374,0.153,71.448,74.056,34,20,"V","Class2",-33.819
84.884,69.888,63.567,0.636,63.396,78.723,48,56,NA,"Class2",62.705
84.99,30.108,50.574,57.622,64.085,67.427,11,71,"Z","Class1",70.204
84.206,76.996,52.578,0.397,60.191,66.173,23,50,"V","Class2",36.81
75.67,10.974,25.94,57.45,21.086,52.273,10,47,"C","Class3",51.565
83.451,29.051,59.852,58.086,64.958,54.481,11,71,"K","Class1",70.363
82.743,25.463,48.222,55.437,62.659,42.498,11,83,"K","Class1",70.639
83.014,25.788,54.782,60.51,62.28,53.785,10,72,"A","Class1",70.321
84.236,12.798,31.485,49.544,38.724,119.252,7,43,"D","Class3",52.866
82.396,31.163,49.264,67.354,49.086,72.684,11,65,"A","Class1",71.706
85.059,32.29,50.508,62.208,65.959,62.913,11,66,"O","Class1",72.033
89.835,20.958,41.92,34.764,94.026,29.484,9,46,"T","Class3",50.435
63.68,90.359,67.043,0.544,60.337,80.377,16,43,"V","Class2",44.715
86.294,37.562,48.814,63.525,62.297,62.582,10,77,"K","Class1",70.173
57.277,78.184,51.33,0.415,72.413,86.601,69,40,"V","Class2",43.065
91.06,-1.896,33.487,35.629,96.075,37.812,16,37,"T","Class3",51.181
12.714,83.955,76.789,0.63,62.176,75.788,36,64,"D","Class2",76.502
49.63,79.226,91.575,0.492,73.801,63.422,65,59,"W","Class2",48.922
79.697,85.132,68.526,0.645,64.934,69.126,19,26,"V","Class2",24.313
79.95,24.26,21.84,43.358,78.083,32.9,25,40,"X","Class3",53.107
78.882,31.182,39.308,36.475,78.153,9.715,24,36,NA,"Class3",51.932
80.011,12.731,17.163,44.705,75.282,68.301,27,39,"X","Class3",52.693
86.721,30.671,57.963,64.808,48.14,77.34,11,59,"A","Class1",70.566
84.767,27.224,54.313,57.082,48.693,72.821,10,76,"A","Class1",71.253
83.91,30.312,49.839,62.013,43.494,57.904,10,75,"O","Class1",70.051
93.192,11.073,23.497,45.913,22.845,58.341,17,44,"C","Class3",51.832
80.703,15.912,35.246,41.568,53.152,25.128,8,46,"T","Class3",50.532
80.417,77.802,76.305,0.443,72.955,73.343,45,22,"F","Class2",69.069
86.411,25.588,50.53,57.983,53.944,82.108,11,59,"A","Class1",70.861
91.881,19.801,29.018,20.752,NA,41.59,27,44,"C","Class3",52.189
85.726,35.888,49.756,57.515,49.99,67.163,11,89,"C","Class1",71.038
84.026,27.394,48.976,58.649,43.032,72.125,11,58,"C","Class1",71.249
85.08,18.362,43.258,38.298,43.572,42.591,12,34,"C","Class3",52.376
80.466,17.561,42.745,45.584,42.997,47.322,22,38,"X","Class3",53.783
90.884,-4.607,33.318,56.442,77.022,100.999,10,45,"C","Class3",52.947
84.754,24.07,49.103,64.895,39.646,59.03,10,62,"C","Class1",70.38
85.881,28.951,51.118,65.864,58.718,69.592,10,70,NA,"Class1",71.545
84.42,22.507,19.461,50.143,52.159,31.351,24,42,"C","Class3",52.851
84.277,25.126,53.032,58.38,63.539,78.5,11,69,"K","Class1",71.075
90.191,10.161,43.455,40.224,29.502,46.567,17,45,"X","Class3",50.146
81.79,3.199,33.952,49.539,79.249,55.017,6,43,"M","Class3",52.493
76.842,84.532,69.433,1.487,66.267,74.708,61,53,"F","Class2",41.093
72.884,5.424,33.173,61.809,NA,28.762,31,47,"C","Class3",52.401
89.27,5.67,33.566,51.058,85.399,78.893,23,47,"C","Class3",52.001
19.49,75.73,54.188,0.388,63.547,76.314,53,36,"C","Class2",-0.605
91.947,8.516,40.533,52.361,38.816,63.894,17,42,"D","Class3",54.211
20.188,80.78,89.125,0.591,NA,77.369,42,48,"W","Class2",57.298
20.043,87.758,88.478,0.769,NA,76.776,70,39,"W","Class2",41.89
83.107,25.751,56.653,62.399,59.271,45.226,10,68,"O","Class1",72.006
84.278,16.166,22.166,65.326,80.813,49.231,13,42,"M","Class3",53.219
85.985,30.06,50.737,58.183,60.662,60.025,11,81,"K","Class1",71.33
65.616,86.533,53.656,0.98,70.895,76.835,46,23,"D","Class2",70.994
25.004,75.55,73.569,0.11,67.822,63.938,40,28,"C","Class2",54.54
73.433,11.247,36.285,48.122,82.952,22.326,23,40,"X","Class3",51.867
82.493,27.963,54.271,63.508,44.76,65.446,11,92,"O","Class1",71.069
74.172,9.374,38.03,76.303,88.372,27.198,16,46,"D","Class3",50.877
83.903,27.587,48.811,56.466,54.405,69.407,11,56,"C","Class1",71.004
80.463,2.835,25.908,52.73,47.884,59.451,16,43,"M","Class3",51.541
49.226,82.213,73.494,0.307,66.588,55.509,21,21,"D","Class2",33.429
86.373,24.759,52.767,60.3,56.896,53.883,11,90,"C","Class1",71.206
84.78,65.789,62.984,0.257,67.732,61.465,40,46,"V","Class2",11.292
46.149,84.054,51.252,0.854,70.309,71.203,23,25,"D","Class2",15.913
72.208,-0.025,18.705,46.389,93.035,39.107,7,38,"M","Class3",53.612
59.158,85.505,61.996,0.269,65.782,63.115,37,50,"C","Class2",102.681
84.765,16.571,36.485,54.834,30.775,70.858,11,43,"D","Class3",52.862
85.226,20.735,19.81,38.462,21.334,7.108,14,44,"C","Class3",52.859
82.178,26.193,55.338,58.065,NA,60.361,10,53,"K","Class1",69.992
81.699,15.697,31.237,64.867,81.722,55.254,27,36,"T","Class3",53.086
87.012,12.444,19.887,55.807,65.903,74.355,25,34,"M","Class3",55.422
78.364,88.81,77.04,0.259,68.413,74.137,50,20,"F","Class2",65.627
77.87,14.543,28.309,40.583,54.501,74.115,26,44,"M","Class3",51.424
83.304,20.529,28.653,39.145,43.605,26.887,33,39,"C","Class3",51.156
81.156,3.522,39.758,36.265,72.853,33.683,2,37,"C","Class3",51.46
88.267,16.485,40.37,36.681,60.89,69.311,19,35,"M","Class3",50.649
85.766,24.051,52.573,63.314,59.027,55.552,10,80,"C","Class1",70.736
34.013,76.034,77.184,0.614,73.152,72.933,56,48,"W","Class2",66.41
86.825,29.16,53.523,59.379,51.822,83.286,11,67,"O","Class1",71.186
61.028,82.578,51.178,0.368,61.525,57.69,75,52,NA,"Class2",34.53
33.683,83.006,57.547,0.234,73.057,65.306,57,50,"F","Class2",25.249
89.131,4.887,16.816,50.998,NA,37.848,10,35,"C","Class3",53.792
91.157,11.43,44.882,47.807,15.487,79.419,32,47,"T","Class3",53.463
66.67,86.334,67.046,0.391,64.069,80.377,56,44,"W","Class2",27.205
28.517,84.866,86.282,0.211,65.902,63.306,69,55,"F","Class2",19.717
37.304,75.604,68.182,0.47,74.921,75.068,28,60,"F","Class2",16.616
80.526,34.72,40.641,57.248,28.424,73.493,30,46,"C","Class3",52.21
72.063,35.627,28.934,53.532,38.264,48.506,12,42,"D","Class3",52.529
38.905,84.421,62.524,0.258,69.485,77.168,53,61,"W","Class2",59.583
93.557,7.181,41.262,45.469,NA,61.883,30,45,"X","Class3",50.896
72.923,9.16,26.213,60.068,85.993,64.554,4,43,"D","Class3",52.016
87.218,19.156,42.417,72.119,62.311,72.543,5,38,"D","Class3",50.805
73.689,68.923,69.698,1.136,70.432,74.529,19,46,"W","Class2",19.378
83.179,28.746,49.863,56.231,NA,66.199,11,65,"C","Class1",71.49
87.242,22.313,39.998,75.929,68.958,28.263,2,39,"C","Class3",52.854
82.691,31.059,52.267,61.206,45.537,63.409,11,80,"O","Class1",71.023
86.508,0.168,44.151,58.011,42.815,73.977,16,34,"T","Class3",49.417
17.658,89.701,85.506,1.045,66.297,78.005,19,51,"V","Class2",55.772
36.911,80.603,64.403,0.209,69.847,81.493,36,48,"C","Class2",64.476
84.367,26.176,52.666,61.554,53.249,70.648,11,76,"Z","Class1",71.379
86.647,27.488,60.455,63.023,53.707,59.344,10,69,"K","Class1",72.039
78.416,7.933,37.523,40.941,72.705,52.678,26,46,"X","Class3",51.991
79.698,-1.765,38.014,55.554,NA,27.392,12,43,"C","Class3",53.042
86.746,30.985,54.811,60.618,40.823,44.227,11,92,"C","Class1",70.115
80.642,11.726,40.513,53.371,69.592,75.251,4,44,"X","Class3",52.915
14.961,82.849,91.496,0.16,66.316,74.172,32,27,"F","Class2",60.327
90.097,17.909,38.006,61.653,67.588,31.387,31,42,"C","Class3",49.868
74.552,9.28,34.188,35.979,31.746,34.715,7,37,"X","Class3",50.694
72.869,88.17,67.462,0.345,64.509,61.047,25,24,NA,"Class2",18.58
80.246,91.373,63.419,0.486,61.346,66.172,79,55,"W","Class2",69.83
92.086,28.103,35.294,42.926,39.704,114.12,20,40,"D","Class3",49.967
81.799,7.13,39.597,58.226,NA,34.353,16,43,"D","Class3",52.395
67.179,76.849,64.384,0.286,66.298,58.867,20,55,"C","Class2",76.511
93.921,19.949,24.316,30.869,93.185,52.41,4,36,"D","Class3",54.444
82.698,25.691,54.271,62.139,65.275,48.74,11,81,"A","Class1",71.155
82.924,24.81,49.33,59.654,55.326,53.994,10,60,"A","Class1",70.372
81.427,82.602,84.718,0.679,62.532,59.611,55,47,"C","Class2",29.71
84.94,22.572,49.201,63.425,58.678,64.097,11,82,"K","Class1",70.783
83.726,26.515,55.989,59.061,NA,81.665,11,61,"A","Class1",70.395
83.056,29.004,46.81,58.433,47.172,46.422,10,90,"A","Class1",71.94
15.11,72.808,88.992,0.919,62.829,73.324,64,28,"V","Class2",24.351
83.58,25.357,52.036,63.33,59.757,64.167,11,67,"C","Class1",71.334
85.117,28.965,52.73,56.571,65.781,65.933,10,92,"Z","Class1",71.88
84.188,33.371,47.924,58.232,45.523,68.081,10,85,NA,"Class1",70.925
84.565,28.423,46.237,59.524,NA,77.504,10,72,"Z","Class1",70.782
93.676,11.703,22.344,42.027,88.084,63.096,4,40,"C","Class3",53.975
7.367,74.761,71.343,0.045,69.292,61.607,24,57,NA,"Class2",38.117
86.175,28.987,50.251,60.275,64.654,58.79,11,84,"O","Class1",70.983
43.9,97.444,88.424,0.623,68.553,74,37,59,"V","Class2",51.087
86.319,27.173,54.019,59.554,46.714,59.162,10,86,NA,"Class1",70.496
76.247,82.269,65.529,-0.265,70.459,75.585,69,31,"D","Class2",26.807
56.157,79.205,59.706,0.828,65.699,68.099,55,59,"D","Class2",37.62
41.314,70.696,60.231,0.079,NA,91.84,59,37,"W","Class2",44.346
83.606,24.33,56.349,61.519,63.133,56.573,11,86,"K","Class1",70.023
86.983,34.74,50.489,57.615,46.863,56.849,10,54,"O","Class1",70.313
77.356,18.146,30.405,38.061,70.839,43.69,4,42,"D","Class3",52.66
90.214,3.936,37.294,47.738,56.762,55.357,19,40,"M","Class3",49.587
92.342,24.64,17.358,57.872,41.984,43.143,16,38,"X","Class3",48.572
11.303,83.147,57.119,0.621,69.141,69.895,63,56,"C","Class2",41.981
84.855,33.654,49.899,56.451,56.447,75.592,11,57,"A","Class1",70.478
19.057,84.181,60.775,0.931,64.246,80.275,31,23,"D","Class2",-2.902
69.994,76.752,72.433,0.766,71.678,68.832,36,45,"V","Class2",94.096
29.537,82.475,68.814,0.15,73.375,79.746,37,40,"D","Class2",69.291
82.618,31.52,58.681,58.789,NA,61.611,10,84,"A","Class1",71.187
65.074,79.832,81.372,0.334,69.78,65.804,55,24,"V","Class2",85.992
84.513,15.55,23.655,36.242,32.732,40.857,10,42,"X","Class3",52.264
74.703,75.603,86.894,0.466,71.297,69.633,35,48,"D","Class2",39.352
86.631,33.526,46.607,62.458,41.504,37.693,10,67,"A","Class1",71.172
86.507,12.94,35.583,58.448,84.102,41.256,12,45,NA,"Class3",53.483
93.158,-8.065,23.728,53.589,68.23,47.319,13,39,"X","Class3",52.816
63.162,81.398,53.396,0.062,66.185,77.248,51,43,"D","Class2",33.87
84.31,34.995,47.35,64.034,55.015,55.399,10,92,"A","Class1",72.746
81.213,18.212,44.351,74.121,15.852,55.949,30,36,"T","Class3",51.658
83.207,12.961,16.061,64.311,47,76.833,12,39,"T","Class3",50.603
74.946,18.717,20.004,80.563,56.529,65.916,21,47,"C","Class3",51.559
55.662,76.439,70.197,1.068,64.27,71.147,68,41,"W","Class2",56.27
83.768,11.208,21.642,44.045,55.645,68.335,11,38,"T","Class3",53.533
36.654,81.455,59.176,0.703,68.174,70.108,58,59,"W","Class2",72.364
86.073,27.599,59.451,59.082,63.952,41.683,11,81,NA,"Class1",71.069
26.135,74.117,70.781,0.214,69.661,56.226,40,56,"W","Class2",64.867
74.998,9.451,19.085,72.647,NA,55.394,25,35,"M","Class3",52.274
82.077,15.204,27.92,29.963,93.393,63.776,8,42,NA,"Class3",51.483
82.982,28.13,50.121,62.455,50.234,89.305,10,83,"K","Class1",70.42
86.401,30.995,50.749,57.971,65.745,77.391,11,84,"A","Class1",70.889
57.096,71.074,77.331,1.018,65.312,72.588,39,40,"C","Class2",37.291
85.534,15.37,20.41,27.527,89.28,70.079,4,40,"X","Class3",53.891
84.835,26.511,55.982,59.766,57.472,63.956,10,80,"K","Class1",70.799
82.75,28.721,49.821,59.937,43.476,75.295,11,59,NA,"Class1",70.259
82.01,34.508,58.402,60.605,46.28,69.972,11,74,"C","Class1",71.918
87.571,2.926,37.984,68.753,95.601,27.533,31,34,"T","Class3",52.927
19.162,82.011,61.221,0.787,74.493,75.005,37,28,"C","Class2",40.263
84.896,35.183,59.905,63.414,43.583,78.883,11,59,"Z","Class1",71.447
83.352,25.746,49.915,57.245,NA,72.844,10,67,"O","Class1",71.76
51.531,76.536,53.131,-0.154,74.97,74.236,39,49,"W","Class2",63.134
34.828,84.233,89.332,0.326,60.444,84.774,61,51,"W","Class2",21.759
86.659,35.483,59.371,58.214,51.202,73.767,11,60,"O","Class1",70.763
73.926,-4.211,21.174,65.987,54.772,47.897,4,36,"D","Class3",51.954
63.63,80.164,82.183,0.399,66.631,64.535,25,34,"D","Class2",50.471
85.691,27.634,47.418,59.608,44.834,73.48,11,67,"K","Class1",72.229
83.17,29.756,57.752,57.357,63.708,65.522,10,83,"A","Class1",71.542
36.43,83.228,67.129,0.536,68.695,79.572,17,29,"C","Class2",62.118
56.327,74.111,72.103,0.18,65.939,61.741,50,56,"F","Class2",50.895
13.442,76.706,67.751,1.273,66.188,57.072,44,61,"V","Class2",69.443
86.686,22.308,50.344,60.887,48.394,57.558,11,54,"O","Class1",71.162
85.12,27.469,60.584,60.696,60.018,72.426,10,57,"O","Class1",70.303
55.423,76.446,92.945,-0.134,70.671,63.672,77,50,"V","Class2",34.937
81.762,19.038,18.281,62.622,22.622,9.972,4,43,"X","Class3",51.16
87.342,3.561,25.412,46.997,59.503,70.344,8,43,"C","Class3",52.872
85.496,-2.38,28.287,36.859,43.91,38.928,3,46,"X","Class3",51.2
86.441,27.491,56.5,58.457,64.367,35.575,11,73,"Z","Class1",71.56
83.542,35.328,55.643,61.376,62.613,74.223,11,86,"C","Class1",71.7
86.485,36.156,59.425,58.723,51.153,51.694,11,65,"K","Class1",72.079
82.34,28.359,23.701,36.505,46.336,14.474,27,42,"D","Class3",53.482
81.814,5.58,20.046,40.908,76.4,56.289,28,35,"D","Class3",52.216
57.567,83.565,89.07,-0.125,62.867,74.263,23,30,"V","Class2",37.908
47.576,76.688,78.541,-0.055,73.309,81.243,76,60,NA,"Class2",17.85
86.302,29.845,52.631,58.678,55.154,81.31,11,61,"O","Class1",72.024
71.87,79.199,92.008,1.144,69.204,74.23,55,33,"V","Class2",67.805
86.842,25.135,58.402,58.832,55.526,90.565,10,63,"C","Class1",70.647
49.875,83.091,85.895,0.42,70.871,84.178,53,50,"F","Class2",-3.069
73.257,-4.594,43.408,54.283,47.111,14.604,6,47,"X","Class3",50.46
84.786,33.465,54.969,59.968,56.124,52.04,10,58,"Z","Class1",71.999
85.552,25.085,57.199,62.488,49.609,58.166,10,56,"O","Class1",71.27
74.272,-1.093,24.914,52.016,26.844,27.563,1,44,"M","Class3",52.616
70.3,78.747,68.495,1.088,69.169,73.946,26,20,"W","Class2",57.143
84.78,29.687,58.259,59.242,41.003,95.65,11,52,"O","Class1",71.709
80.812,9.454,40.643,76.565,46.183,72.612,9,43,"X","Class3",53.704
82.737,18.995,36.231,62.83,22.566,72.216,30,42,"M","Class3",52.073
83.544,32.549,52.308,65.26,43.436,59.896,10,67,"O","Class1",71.125
74.468,10.065,35.363,45.989,79.876,72.105,22,41,"M","Class3",54.259
83.36,31.719,56.904,59.541,52.796,72.941,11,63,"O","Class1",69.784
57.248,76.117,77.837,0.897,67.636,69.454,48,46,"F","Class2",27.575
84.603,31.448,59.756,63.791,58.026,63.794,11,54,"K","Class1",69.993
86.275,31.939,58.074,60.458,39.745,87.035,11,56,"A","Class1",70.987
83.151,35.405,55.137,61.679,60.472,71.129,11,53,"C","Class1",70.363
83.042,24.636,53.723,61.531,38.21,45.881,11,78,"C","Class1",71.426
73.232,0.926,40.15,50.004,49.603,44.943,7,42,"T","Class3",52.9
76.805,16.785,32.778,38.915,47.654,34.103,16,35,"D","Class3",53.524
84.219,21.831,48.765,60.022,65.879,71.249,10,92,"O","Class1",70.349
37.723,87.578,88.769,0.461,64.078,60.45,78,31,"W","Class2",30.365
73.908,20.267,21.724,38.859,77.651,55.488,22,35,"C","Class3",50.888
93.492,17.366,23.05,61.885,83.354,14.024,13,47,"T","Class3",50.612
