"XTR1","VCD2","EUD3","Output22","NTM4","LKT5","UOF6","RGX7","VHR8","SQO9","JXU10","EVP11"
38.36,69.943,34,"Class1","J",28.359,70.643,"P",91.025,94.855,79.911,24.815
24.826,68.409,34,"Class1","W",9.249,69.372,"V",91.49,94.073,85.42,11.865
13.093,72.64,42,"Class1","U",17.97,68.932,"Z",95.153,93.147,70.859,11.856
14.685,80.329,27,"Class1","O",26.989,66.368,"V",93.805,98.779,81.729,9.97
7.38,45.308,45,"Class2","V",80.314,84.966,"E",66.203,51.632,60.148,41.594
16.342,79.793,43,"Class1","W",27.113,70.962,"V",91.12,93.188,87.948,20.442
8.039,51.803,45,"Class2","H",82.228,83.626,"V",74.917,16.354,27.619,4.545
8.634,41.457,46,"Class2","G",82.032,80.246,"E",64.512,24.284,46.557,37.371
8.528,41.883,46,"Class2","G",82.022,80.377,"T",71.023,35.59,31.619,26.101
8.043,51.037,46,"Class2","X",80.577,80.383,"J",69.967,49.9,29.714,22.416
7.286,50.426,45,"Class2","X",83.464,83.721,"A",73.998,34.678,42.264,48.738
7.706,42.603,45,"Class2","G",78.367,85.679,"E",74.307,69.419,59.326,47.944
7.589,54.123,46,"Class2","H",79.904,82.995,"T",70.126,32.7,45.078,12.34
9.391,55.63,46,"Class2","G",76.116,83.065,"E",67.016,28.218,49.814,36.219
28.239,85.641,36,"Class1","W",14.834,71.591,"K",92.128,94.156,82.139,25.076
8.533,46.062,46,"Class2","V",81.186,84.983,"J",67.145,36.957,11.909,40.97
34.453,77.108,29,"Class1","U",20.534,65.818,"U",88.665,97.848,92.92,14.893
16.112,72.259,45,"Class1","V",18.819,68.294,"U",88.398,96.164,75.947,14.174
12.307,69.286,40,"Class1","W",11.037,73.758,"K",90.823,94.926,83.106,21.554
35.687,89.468,53,"Class1","V",26.837,68.28,"U",95.369,99.14,67.103,21.411
37.122,70.085,44,"Class1","O",40.728,74.722,"K",94.607,97.58,63.141,13.452
33.267,79.012,51,"Class1","V",16.997,70.039,"U",90.897,91.087,77.57,19.296
43.579,71.883,27,"Class1","U",24.213,66.425,"V",89.346,96.913,NA,14.74
7.769,52.474,45,"Class2","X",81.782,82.209,"J",70.185,56.843,19.389,9.274
9.266,50.674,46,"Class2","H",80.978,82.798,"V",67.897,55.696,26.939,15.526
43.175,68.421,42,"Class1","U",24.624,70.875,"P",90.089,98.831,NA,18.537
28.914,79.832,43,"Class1","U",29.85,70.733,"Z",92.33,94.521,85.768,12.585
41.963,68.506,47,"Class1","O",40.022,69.816,"P",90.338,94.075,74.735,15.089
40.316,89.126,43,"Class1","V",27.155,66.681,"K",89.317,94.755,80.582,NA
27.056,68.768,40,"Class1","V",34.054,68.03,"P",91.99,95.346,67.489,25.804
9.176,50.726,45,"Class2","G",80.701,80.855,"V",64.02,24.378,18.93,25.794
22.96,80.738,28,"Class1","V",18.399,64.848,"U",96.83,96.353,67.06,25.903
8.845,48.483,46,"Class2","G",82.398,77.917,"T",65.553,49.817,7.362,46.953
8.359,51.071,45,"Class2","G",81.432,76.983,"E",72.731,16.673,13.41,NA
8.024,50.722,46,"Class2","J",81.707,81.252,"V",67.269,53.338,40.502,48.239
25.731,75.497,48,"Class1","W",20.024,66.763,"U",94.558,96.981,75.721,15.251
16.622,81.606,47,"Class1","W",25.253,63.839,"Z",97.194,93.298,89.44,22.476
43.471,77.239,34,"Class1","U",26.285,66.118,"P",91.569,96.055,81.161,16.09
9.002,45.727,46,"Class2","V",86.79,83.055,"A",68.047,39.517,NA,12.374
23.72,71.874,50,"Class1","W",20.612,66.087,"V",89.318,94.028,76.914,17.589
7.601,44.94,46,"Class2","V",79.367,87.409,"E",65.421,45.839,32.267,35.72
8.995,51.779,45,"Class2","G",87.109,82.257,"V",64.105,46.654,63.465,42.796
36.874,78.498,47,"Class1","J",35.406,70.822,"V",91.029,93.945,76.067,10.459
20.273,73.535,28,"Class1","O",22.787,69.751,"K",95.67,96.011,75.701,10.96
43.681,65.949,27,"Class1","O",27.435,70.343,"Z",90.632,94.515,78.426,21.54
35.923,72.572,51,"Class1","O",24.938,67.647,"V",92.217,97.577,82.63,16.203
9.525,57.849,46,"Class2","J",82.477,82.949,"J",67.105,22.965,79.44,38.622
42.576,81.429,51,"Class1","O",23.349,68.131,"U",88.663,98.24,83.252,24.976
9.284,47.629,46,"Class2","X",83.97,83.082,"J",67.234,47.898,67.908,3.449
9.734,40.627,46,"Class2","V",79.398,78.657,"V",70.326,49.921,70.347,13.136
18.024,67.89,38,"Class1","U",27.966,68.608,"P",88.308,93.609,95.648,18.114
21.511,73.255,48,"Class1","W",24.364,69.754,"U",91.684,97.025,76.489,20.218
7.415,47.447,46,"Class2","X",80.681,84.524,"V",72.67,51.834,35.465,19.892
14.776,92.84,30,"Class1","U",28.675,71.752,"K",92.123,92.611,77.55,10.55
8.33,49.45,45,"Class2","V",80.583,83.033,"T",68.933,66.073,28.837,41.533
20.134,67.094,33,"Class1","V",24.687,68.774,"V",97.154,99.92,81.203,24.503
7.45,50.121,45,"Class2","X",82.076,78.937,"A",69.203,66.602,32.863,47.619
9.562,44.62,45,"Class2","G",82.911,80.506,"A",71.177,15.095,17.38,14.259
13.166,63.982,37,"Class1","U",22.438,65.139,"U",94.652,95.993,NA,10.617
16.283,76.939,37,"Class1","U",16.64,69.679,"U",90.143,91.928,72.906,12.1
9.809,46.342,46,"Class2","X",82.713,83.621,"E",72.73,64.586,30.618,44.012
22.151,71.409,49,"Class1","J",28.78,74.512,"U",96.881,92.741,80.537,17.519
19.591,64.026,52,"Class1","W",35.942,71.072,"Z",89.173,90.512,87.906,18.82
7.896,48.68,46,"Class2","X",80.527,80.484,"A",72.638,56.093,41.451,30.648
23.134,71.31,47,"Class1","V",23.753,72.615,"V",97.639,92.792,NA,24.163
9.796,48.294,46,"Class2","J",85.334,88.002,"E",71.085,19.346,46.529,24.395
9.864,47.669,45,"Class2","G",81.325,86.739,"E",70.252,57.314,79.971,22.33
7.021,45.493,45,"Class2","V",84.143,84.256,"T",74.291,21.525,46.269,32.538
9.634,48.123,45,"Class2","V",80.224,76.634,"V",73.85,22.968,69.681,17.346
8.213,50.471,45,"Class2","J",86.966,79.783,"A",68.936,43.305,33.521,23.369
23.994,81.356,34,"Class1","V",27.053,63.358,"V",96.53,96.265,75.742,10.023
8.258,47.919,46,"Class2","J",83.449,80.953,"E",69.081,31.681,42.76,4.761
7.533,52.975,46,"Class2","X",79.38,74.091,"J",66.569,67.83,34.625,17.267
41.9,73.538,31,"Class1","W",20.713,64.345,"K",88.527,91.119,80.983,18.242
7.103,51.568,45,"Class2","H",79.154,80.742,"V",72.298,60.625,NA,9.45
9.164,52.681,46,"Class2","V",78.702,87.315,"V",67.91,48.053,69.908,30.696
15.396,85.739,50,"Class1","W",18.897,66.564,"P",95.251,92.295,75.958,13.521
24.694,87.071,42,"Class1","O",21.696,68.509,"Z",90.714,93.05,85.769,11.995
8.702,52.555,45,"Class2","V",85.842,79,"J",69.421,34.056,40.094,23.282
7.267,48.675,46,"Class2","J",76.888,72.209,"A",74.334,47.329,36.264,15.079
7.895,50.879,45,"Class2","H",82.696,82.081,"V",66.893,18.436,98.372,25.219
17.499,93.059,39,"Class1","O",28.759,68.326,"P",97.356,90.601,82.776,9.196
25.77,69.157,41,"Class1","O",24.285,70.992,"V",97.111,91.586,70.83,12.907
42.581,72.637,42,"Class1","W",18.84,66.669,"Z",97.311,97.725,92.758,12.744
9.542,48.701,45,"Class2","X",82.3,81.462,"J",69.131,18.689,40.785,NA
7.637,44.401,45,"Class2","G",84.89,80.996,"J",68.362,15.036,48.231,18.683
34.177,77.025,45,"Class1","V",17.785,70.64,"P",92.273,95.173,78.322,22.423
23.098,68.767,31,"Class1","U",19.178,67.819,"P",94.381,93.964,90.365,17.278
37.808,83.057,30,"Class1","W",19.473,67.948,"U",89.998,90.828,76.156,9.001
7.82,51.024,45,"Class2","X",80.468,79.62,"A",74.332,43.669,49.045,26.527
32.606,82.867,28,"Class1","W",25.253,68.958,"Z",96.847,91.973,87.11,11.982
9.238,51.303,46,"Class2","J",84.285,79.183,"V",67.545,59.548,42.966,13.806
42.895,74.205,43,"Class1","W",29.564,68.957,"Z",89.086,98.006,76.123,15.45
8.847,39.021,46,"Class2","X",78.874,84.935,"E",66.58,35.597,-0.343,8.997
23.408,69.408,48,"Class1","V",31.496,67.254,"U",88.561,96.004,81.733,22.183
9.787,46.696,45,"Class2","H",82.215,80.032,"A",65.32,21.793,44.997,12.1
34.027,74.709,43,"Class1","O",12.33,61.408,"V",93.67,97.397,82.164,16.132
9.991,45.106,45,"Class2","X",83.107,83.259,"T",69.433,55.153,36.414,9.374
34.18,78.435,53,"Class1","V",21.758,70.868,"U",96.707,98.035,94.263,16.221
9.31,47.243,45,"Class2","X",82.535,80.346,"E",70.759,27.311,52.478,3.468
7.663,45.327,45,"Class2","V",83.683,83.885,"T",70.409,61.78,56.969,33.43
8.471,44.592,45,"Class2","G",86.451,78.81,"J",74.388,49.236,40.668,24.253
20.153,73.328,27,"Class1","U",25.881,72.917,"P",94.777,96.839,83.087,15.326
30.278,74.343,27,"Class1","W",28.134,67.75,"K",95.387,98.132,73.832,12.428
39.084,72.304,35,"Class1","W",17.455,69.764,"V",95.555,95.111,84.793,25.149
36.609,75.019,43,"Class1","J",21.155,64.297,"P",88.672,96.41,81.542,15.77
8.957,49.347,46,"Class2","H",79.603,85.01,"T",66.611,26.505,59.856,28.385
26.067,77.339,39,"Class1","O",16.567,70.085,"V",96.151,96.24,92.918,21.822
7.621,46.967,46,"Class2","J",81.115,80.903,"J",67.845,25.703,23.909,12.657
8.831,41.896,45,"Class2","H",79.677,83.403,"E",69.334,41.424,62.231,29.887
17.79,64.729,36,"Class1","O",23.134,64.822,"V",96.406,94.552,72.056,20.028
28.321,78.41,27,"Class1","V",32.038,69.063,"P",95.961,96.069,90.746,24.115
38.555,81.337,28,"Class1","O",28.696,66.738,"P",94.903,94.128,65.706,23.502
8.323,53.116,46,"Class2","V",78.962,80.464,"T",74.671,29.662,51.434,16.542
41.066,69.193,39,"Class1","O",24.754,64.851,"K",91.998,99.875,91.11,NA
38.503,88.646,31,"Class1","J",27.507,70.111,"Z",96.206,95.12,64.63,24.605
8.444,50.817,46,"Class2","X",80.876,84.134,"T",74.926,17.467,27.156,45.344
40.422,83.957,39,"Class1","W",20.528,67.062,"V",97.738,90.305,75.84,13.833
18.693,73.404,37,"Class1","J",23.901,69.116,"K",89.032,98.933,76.836,9.01
20.088,76.829,32,"Class1","V",29.798,69.006,"Z",88.569,95.489,70.752,16.945
37.394,71.957,42,"Class1","U",26.427,64.831,"P",96.432,92.644,NA,10.859
37.711,83.379,48,"Class1","U",18.114,67.801,"Z",93.542,96.888,78.802,NA
43.419,73.902,46,"Class1","V",13.787,68.176,"V",88.986,95.172,69.781,18.744
15.118,85.898,48,"Class1","J",28.288,62.48,"K",89.745,96.607,87.918,25.982
33.009,72.206,51,"Class1","J",17.237,70.215,"U",93.962,96.664,74.108,22.743
7.294,54.536,45,"Class2","H",83.273,86.849,"E",73.062,31.523,45.015,12.754
9.255,46.622,45,"Class2","V",81.519,82.303,"V",68.981,50.419,92.601,39.201
9.486,43.445,46,"Class2","H",80.981,82.652,"T",74.167,44.744,NA,NA
18.764,70.665,53,"Class1","U",24.32,67.303,"Z",96.979,95.902,71.539,19.524
41.372,74.396,33,"Class1","V",25.672,64.437,"U",90.321,99.374,79.293,13.601
22.491,68.196,39,"Class1","J",32.14,70.921,"P",96.268,91.492,79.319,10.705
8.169,48.177,45,"Class2","V",80.466,86.78,"V",69.81,25.962,33.598,26.478
41.353,86.351,53,"Class1","V",20.893,69.729,"P",94.112,96.266,95.724,14.534
9.977,50.938,45,"Class2","V",79.629,85.58,"E",64.012,58.544,55.781,18.478
17.705,79.484,40,"Class1","W",21.278,69.162,"K",96.53,99.781,81.886,NA
33.195,62.047,35,"Class1","J",21.673,69.154,"V",90.757,98.724,79.807,13.988
43.661,75.057,53,"Class1","U",27.654,68.974,"K",90.298,97.607,67.218,19.065
23.642,68.809,32,"Class1","O",26.206,67.478,"U",93.525,92.825,73.397,24.78
9.437,56.888,45,"Class2","V",80.04,83.777,"V",72.065,33.549,55.681,24.465
26.723,75.142,50,"Class1","W",20.951,66.689,"K",95.578,96.267,80.662,21.845
9.169,54.737,45,"Class2","X",82.518,84.237,"T",72.697,62.196,57.085,32.824
9.548,46.254,46,"Class2","V",84.9,80.271,"T",72.686,35.723,7.956,8.964
7.219,48.204,45,"Class2","H",78.06,81.508,"J",74.709,18.929,42.575,7.47
35.771,79.423,31,"Class1","U",30.44,67.557,"P",96.438,92.011,95.909,12.81
7.597,46.916,46,"Class2","H",84.515,84.49,"E",73.57,60.447,52.827,15.688
13.532,63.025,38,"Class1","O",29.799,69.062,"K",93.377,97.64,80.853,25.57
7.025,48.801,45,"Class2","X",79.583,80.582,"A",74.482,30.363,18.124,20.707
9.822,52.028,45,"Class2","G",80.183,83.877,"E",73.528,20.771,NA,32.645
31.629,74.666,30,"Class1","O",16.484,67.712,"Z",88.725,96.595,76.875,24.115
39.488,74.866,54,"Class1","V",28.266,71.617,"U",91.415,97.251,96.693,12.273
7.044,54.169,45,"Class2","H",85.095,83.597,"T",68.575,32.841,62.397,16.674
8.16,45.563,46,"Class2","V",83.418,79.302,"E",74.165,28.744,19.705,9.998
8.76,50.649,46,"Class2","G",82.838,80.807,"E",64.658,41.053,26.065,16.755
20.132,76.969,44,"Class1","J",25.979,61.17,"V",90.715,93.574,83.446,21.988
9.401,44.538,46,"Class2","X",80.465,84.251,"E",67.905,67.147,37.612,45.005
42.936,80.51,54,"Class1","O",13.374,73.747,"U",94.756,96.184,81.544,17.845
29.594,76.991,39,"Class1","U",21.289,67.817,"V",95.899,94.841,83.161,10.776
7.509,56.725,46,"Class2","X",80.165,84.408,"T",71.788,43.048,32.172,23.398
9.653,52.829,46,"Class2","X",81.002,83.26,"T",73.813,49.668,56.064,37.96
7.211,50.304,46,"Class2","J",83.552,89.735,"J",73.425,42.595,4.538,25.668
9.075,46.408,45,"Class2","J",82.392,77.983,"V",67.193,29.127,81.437,23.789
29.357,65.891,51,"Class1","O",27.064,66.252,"K",91.468,94.901,79.795,13.26
7.104,44.774,46,"Class2","X",80.612,81.789,"V",68.686,29.063,57.096,7.382
7.282,62.415,45,"Class2","J",84.12,81.191,"V",68.129,25.156,35.302,5.849
8.323,50.77,46,"Class2","J",82.047,80.543,"A",65.129,16.166,53.061,5.466
40.882,67.919,32,"Class1","J",20.215,74.582,"K",92.061,90.733,74.956,21.25
7.434,48.817,45,"Class2","V",82.684,82.306,"J",67.481,17.699,56.74,8.131
8.417,47.28,46,"Class2","G",80.357,83.047,"J",69.294,26.034,38.557,18.302
9.15,58.174,46,"Class2","J",79.266,78.997,"E",73.417,58.579,23.028,24.956
20.704,77.671,39,"Class1","W",28.992,74.058,"U",89.036,97.228,79.244,21.128
9.307,56.118,45,"Class2","X",83.721,82.281,"J",74.906,33.546,20.096,5.117
27.47,70.079,49,"Class1","J",21.13,67.141,"Z",97.905,99.533,79.81,15.068
38.861,77.484,53,"Class1","U",21.696,71.779,"Z",90.869,96.361,82.869,15.048
18.035,75.231,54,"Class1","W",28.314,61.564,"V",95.318,96.269,89.642,14.68
17.027,80.018,33,"Class1","V",19.728,70.379,"Z",97.894,98.516,85.557,10.19
18.72,82.271,35,"Class1","U",23.943,68.03,"Z",89.737,97.704,77.602,20.639
42.932,75.612,50,"Class1","U",21.015,73.616,"U",88.959,95.15,77.119,10.748
16.252,68.228,47,"Class1","O",19.433,67.151,"K",97.212,95.139,79.292,18.283
8.05,42.75,45,"Class2","H",77.536,84.29,"T",72.471,17.674,58.988,26.988
9.341,50.926,46,"Class2","G",87.949,87.061,"A",64.192,39.076,20.1,39.473
7.567,49.024,45,"Class2","J",83.013,86.193,"V",69.924,65.435,52.856,5.373
23.254,73.538,43,"Class1","W",32.707,69.283,"U",90.246,97.789,73.046,12.566
7.614,40.935,45,"Class2","G",84.392,82.877,"V",69.984,63.396,35.769,7.219
8.104,45.353,46,"Class2","V",82.648,84.917,"T",74.92,22.996,61.839,3.97
17.162,81.632,37,"Class1","U",25.706,66.609,"U",97.093,96.299,84.706,20.447
13.893,80.892,53,"Class1","J",22.12,67.776,"K",93.177,91.743,86.477,NA
7.506,39.053,46,"Class2","G",86.639,81.007,"A",73.192,25.729,48.105,10.825
34.264,70.182,33,"Class1","V",21.032,70.222,"U",94.348,97.932,88.572,11.787
8.591,50.551,46,"Class2","X",84.206,88.828,"E",67.381,52.886,17.96,42.79
29.475,81.477,30,"Class1","O",32.617,66.629,"P",90.832,95.799,77.287,16.617
9.983,43.77,45,"Class2","J",83.263,83.647,"V",68.605,63.584,42.644,10.795
8.494,48.652,46,"Class2","V",85.664,79.844,"V",69.036,34.899,43.497,22.143
23.337,71.482,29,"Class1","U",22.89,70.089,"Z",89.317,96.492,81.477,9.157
33.836,70.801,45,"Class1","U",30.049,66.832,"V",89.398,93.721,72.675,19.422
31.833,60.629,54,"Class1","V",24.881,64.673,"U",88.945,91.461,81.863,23.623
8.164,50.989,45,"Class2","H",83.075,85.027,"A",64.633,25.5,57.198,4.569
12.688,72.064,45,"Class1","O",26.918,68.82,"Z",89.012,97.643,68.028,24.918
7.249,49.045,46,"Class2","V",83.009,82.02,"A",64.225,29.686,28.867,44.291
13.705,73.256,47,"Class1","W",26.056,69.855,"P",88.997,94.117,90.734,12.197
7.488,51.386,45,"Class2","H",78.541,84.485,"V",71.422,23.002,47.25,9.497
32.783,72.225,29,"Class1","U",19.632,69.431,"V",95.684,91.549,86.584,12.285
32.821,74.299,39,"Class1","U",27.276,73.298,"Z",89.451,92.486,82.352,22.988
8.843,54.85,45,"Class2","J",79.366,78.853,"A",71.855,28.52,92.856,48.273
8.401,41.922,46,"Class2","H",79.375,84.694,"E",68.356,53.823,34.897,44.297
27.491,73.04,53,"Class1","U",29.785,66.655,"U",88.793,90.891,78.305,12.349
24.837,80.246,34,"Class1","W",20.033,68.854,"K",88.322,97.791,79.417,12.484
9.012,53.981,45,"Class2","G",80.889,84.692,"E",67.606,43.55,54.223,30.023
8.831,45.045,45,"Class2","J",84.232,90.65,"A",72.701,62.934,57.204,26.554
16.639,77.572,43,"Class1","O",38.801,70.959,"U",91.488,96.2,NA,16.042
16.147,70.787,34,"Class1","W",24.673,70.523,"V",89.994,93.373,88.91,14.151
9.506,51.59,45,"Class2","V",83.951,80.507,"T",71.834,42.779,58.026,39.703
35.082,75.596,46,"Class1","J",22.633,64.196,"K",97.028,91.108,61.044,14.048
35.659,80.223,37,"Class1","J",23.869,65.911,"U",93.041,99.181,79.001,22.283
18.907,72.405,33,"Class1","J",25.263,66.518,"K",90.03,95.468,83.599,19.065
22.466,82.019,37,"Class1","J",27.181,65.193,"P",91.008,91.63,68.505,14.17
24.772,80.712,48,"Class1","U",33.304,66.944,"U",93.903,96.547,79.991,20.59
28.065,69.438,51,"Class1","W",23.908,63.27,"U",88.475,99.331,61.698,23.756
41.738,81.432,33,"Class1","V",21.055,70.401,"K",93.34,97.398,75.363,21.083
9.988,44.241,45,"Class2","J",83.487,82.072,"V",69.442,47.552,64.96,3.411
8.75,43.18,45,"Class2","V",77.928,81.075,"V",64.868,34.073,49.216,6.636
22.941,78.333,46,"Class1","J",21.14,66.981,"P",91.534,91.064,79.512,19.227
9.63,54.042,46,"Class2","G",81.237,79.467,"A",73.523,38.145,NA,33.412
7.445,52.478,46,"Class2","J",85.075,79.061,"A",70.607,52.055,64.902,3.384
8.644,53.451,45,"Class2","J",79.144,80.869,"E",71.343,56.431,11.431,11.219
42.332,78.559,48,"Class1","V",17.995,70.866,"P",89.324,95.39,77.798,13.211
32.085,79.761,45,"Class1","J",26.248,70.115,"P",95.777,94.485,76.926,17.732
12.416,71.498,28,"Class1","O",22.742,66.111,"K",94.664,92.073,90.03,19.252
8.108,54.299,45,"Class2","J",84.348,85.936,"V",73.884,55.056,82.383,39.207
8.34,48.965,45,"Class2","J",81.084,83.328,"A",69.782,20.318,31.324,41.28
29.102,76.123,27,"Class1","V",32.615,72.195,"U",97.574,95.396,79.21,16.478
19.007,78.017,38,"Class1","V",19.421,63.916,"U",89.608,95.954,74.707,11.627
29.69,73.626,44,"Class1","O",28.815,72.8,"Z",97.788,99.471,88.646,21.617
8.877,49.68,45,"Class2","J",81.798,80.63,"J",70.509,20.576,NA,44.102
7.44,51.606,46,"Class2","J",80.867,82.471,"V",68.117,33.386,37.544,7.185
9.054,45.664,46,"Class2","V",84.966,81.259,"E",73.651,25.35,61.11,10.127
30.899,80.263,53,"Class1","V",24.997,68.027,"K",94.864,99.684,69.271,22.763
9.331,37.465,46,"Class2","G",78.601,83.957,"J",73.637,69.096,55.381,35.996
7.878,48.562,45,"Class2","G",85.269,81.405,"J",73.494,15.714,36.252,37.989
20.02,71.938,43,"Class1","J",28.346,72.923,"U",92.015,96.729,76.732,NA
7.529,42.61,45,"Class2","J",86.854,81.16,"A",68.447,42.17,32.629,31.576
26.563,74.706,40,"Class1","J",27.213,70.651,"K",90.65,95.72,71.973,19.503
39.267,74.493,54,"Class1","O",27.126,73.581,"V",90.702,91.471,82.931,13.69
9.564,46.736,46,"Class2","X",77.048,76.499,"E",64.394,36.178,49.209,10.096
7.832,47.013,45,"Class2","X",82.466,85.799,"A",73.354,30.947,39.826,NA
24.423,84.372,42,"Class1","V",38.342,68.085,"V",91.969,90.526,86.849,20.848
9.254,40.554,45,"Class2","V",83.303,85.849,"V",69.583,45.499,56.876,45.103
16.63,85.182,39,"Class1","J",22.361,66.98,"K",88.027,92.871,85.969,25.695
7.077,47.171,46,"Class2","J",83.751,89.82,"V",64.168,32.636,47.551,20.485
8.13,46.743,46,"Class2","J",82.042,77.75,"T",74.977,17.953,12.576,19.197
40.154,74.018,38,"Class1","W",10.087,67.302,"P",97.682,96.472,NA,23.453
20.379,74.237,29,"Class1","J",24.855,67.286,"V",97.135,94.956,66.359,23.396
20.154,70.096,35,"Class1","J",27.138,65.93,"Z",95.413,96.262,85.827,19.121
16.492,68.581,41,"Class1","U",24.562,77.401,"K",97.899,90.956,78.806,12.572
8.278,46.257,45,"Class2","X",80.096,83.789,"A",65.267,51.801,62.934,14.279
7.211,47.933,45,"Class2","V",82.19,85.295,"V",66.688,37.692,42.534,37.835
43.074,72.738,37,"Class1","W",34.102,66.419,"V",93.098,95.019,68.855,15.793
25.206,74.403,45,"Class1","V",29.619,70.195,"U",89.575,95.208,82.021,17.747
12.345,68.008,41,"Class1","O",26.578,72.344,"P",95.323,98.045,72.082,NA
13.574,75.227,44,"Class1","J",17.837,71.691,"V",93.983,96.348,82.109,14.957
33.59,69.142,44,"Class1","J",27.872,68.489,"V",97.81,95.768,88.218,NA
20.759,63.533,45,"Class1","O",23.767,67.891,"V",93.63,98.027,69.181,21.013
8.741,53.783,45,"Class2","J",82.398,83.609,"T",66.731,65.131,17.515,28.162
40.897,68.975,42,"Class1","O",26.029,71.257,"K",92.807,96.436,84.418,22.195
9.96,51.102,45,"Class2","X",78.491,78.104,"T",74.765,64.619,15.425,45.548
9.974,47.488,46,"Class2","V",81.753,85.118,"A",66.077,27.414,29.096,43.999
15.11,69.887,33,"Class1","J",30.35,71.409,"V",93.163,96.608,72.909,9.457
18.032,77.989,52,"Class1","O",17.991,73.149,"Z",91.234,94.875,84.573,12.139
9.036,45.199,46,"Class2","X",81.706,85.611,"V",65.864,37.17,74.115,30.329
7.604,50.441,46,"Class2","H",81.422,81.669,"E",68.948,16.337,48.118,29.16
9.485,43.993,46,"Class2","H",80.007,79.76,"V",74.657,39.812,55.323,42.164
26.372,73.408,36,"Class1","W",39.395,65.435,"V",97.469,92.873,85.779,13.532
35.723,73.095,37,"Class1","O",24.547,67.856,"Z",90.749,96.536,82.42,25.297
7.17,42.735,46,"Class2","V",80.503,78.558,"V",68.386,21.774,17.701,9.753
41.489,70.102,29,"Class1","V",19.024,76.008,"P",88.731,90.517,78.959,10.154
9.744,45.599,45,"Class2","J",79.418,83.142,"E",68.079,37.032,26.685,39.79
29.2,68.694,32,"Class1","J",20.091,69.713,"U",97.917,90.945,80.981,19.054
23.504,78.334,47,"Class1","W",34.551,68.981,"K",88.03,91.887,71.293,18.055
9.47,44.922,45,"Class2","V",82.685,82.438,"V",65.876,41.937,30.793,23.993
8.645,53.752,46,"Class2","G",81.312,82.325,"E",70.852,30.076,55.322,7.517
8.237,45.228,46,"Class2","X",82.351,83.094,"A",68.111,41.535,42.53,9.705
34.659,77.326,31,"Class1","V",18.835,61.327,"U",90.294,93.276,79.166,13.335
8.071,48.931,45,"Class2","V",80.526,84.333,"V",70.851,23.529,36.603,46.433
7.103,47.071,46,"Class2","G",82.454,83.168,"T",66.737,44.997,25.52,43.116
8.868,47.384,46,"Class2","J",81.182,83.678,"A",67.243,37.154,72.363,23.345
35.993,90.689,42,"Class1","W",21.962,68.006,"K",94.412,94.712,70.586,21.522
18.344,75.889,46,"Class1","O",19.558,66.91,"K",96.639,97.442,70.46,25.446
7.025,50.315,46,"Class2","G",83.685,84.538,"E",65.544,53.842,13.6,43.455
9.577,49.332,46,"Class2","V",84.287,77.025,"A",65.782,61.458,34.298,11.376
18.386,85.992,32,"Class1","O",32.546,67.433,"P",91.053,90.086,79.854,14.792
8.854,49.972,46,"Class2","V",78.833,83.944,"E",70.482,30.634,77.238,29.885
9.121,38.842,46,"Class2","H",78.865,80.94,"T",64.643,30.485,47.244,15.598
42.035,84.67,31,"Class1","W",29.973,68.576,"V",90.327,96.751,NA,NA
17.048,82.703,39,"Class1","U",24.257,64.192,"K",90.832,96.408,90.365,15.433
14.067,73.156,46,"Class1","V",10.879,66.129,"P",96.484,91.115,80.286,21.133
7.475,44.399,46,"Class2","J",80.734,82.088,"J",68.955,47.806,46.151,45.489
9.92,45.195,46,"Class2","J",82.719,84.817,"A",65.179,48.108,36.385,48.156
28.044,80.717,52,"Class1","W",22.221,68.189,"U",96.184,98.332,76.303,21.975
9.433,43.946,45,"Class2","X",82.658,84.369,"J",71.669,53.527,-5.989,23.413
38.53,75.325,31,"Class1","O",20.356,69.862,"P",95.476,96.532,70.973,22.731
8.568,47.916,45,"Class2","X",80.094,82.784,"J",65.924,47.034,75.025,43.186
42.495,69.453,39,"Class1","W",27.686,71.446,"P",93.252,91.168,68.425,15.398
8.471,53.656,46,"Class2","J",82.936,80.901,"T",70.292,23.496,56.238,48.356
29.782,76.456,45,"Class1","V",27.121,68.438,"U",91.748,97.237,88.813,16.42
33.385,77.244,46,"Class1","O",32.232,63.899,"Z",93.476,93.591,82.211,22.812
7.906,47.858,46,"Class2","X",79.967,82.292,"J",67.25,24.288,15.032,24.637
7.863,41.849,45,"Class2","J",83.36,82.497,"T",64.606,69.408,27.042,8.491
41.953,87.559,53,"Class1","U",19.636,70.905,"K",91.454,99.419,72.854,22.643
24.157,68.703,31,"Class1","J",21.777,63.397,"V",88.376,95.453,80.63,10.273
9.65,55.014,45,"Class2","X",83.045,85.49,"E",74.101,22.453,58.106,23.757
34.033,75.441,30,"Class1","W",20.912,68.178,"U",93.94,92.202,76.745,21.176
9.502,49.907,45,"Class2","J",83.788,86.038,"A",67.781,30.406,26.544,5.216
9.543,50.52,45,"Class2","H",83.133,81.05,"A",65.222,42.313,74.557,38.906
30.434,68.315,30,"Class1","O",14.337,69.825,"U",96.185,97.683,75.534,16.842
27.008,72.782,47,"Class1","O",23.724,69.769,"K",92.788,99.737,76.885,20.489
9.373,42.036,45,"Class2","V",84.318,81.863,"E",66.829,53.904,54.424,20.811
7.93,42.954,46,"Class2","J",76.209,80.327,"V",70.747,56.908,42.58,44.415
