"LCX1","OQP2","DAL3","ETB4","QGN5","EAD6","Output2","NER7","FKB8","YZR9","UAL10","XEO11"
52.198,74.214,48.531,80.69,55.591,62,"Class1",58.037,36.221,"C",59.037,64
43.613,29.198,29.659,20.271,62.968,36,"Class2",92.457,63.969,"K",22.31,29
31.971,52.345,66.808,83.028,54.435,5,"Class1",50.027,44.281,"P",17.268,45
56.135,60.503,45.968,56.247,45.851,25,"Class4",26.515,80.797,"N",53.424,13
27.04,78.596,52.941,89.808,53.095,51,"Class1",53.982,45.569,"E",41.962,41
49.043,75.401,15.082,22.592,69.682,39,"Class3",15.336,46.713,"U",12.156,74
50.756,78.818,64.642,78.612,44.627,25,"Class4",12.624,85.275,"Y",50.275,30
43.084,85.345,30.738,70.652,55.528,65,"Class1",51.273,48.775,"P",69.534,24
63.156,76.042,46.939,97.61,77.596,62,"Class5",35.646,45.01,"Y",58.294,87
49.318,53.853,54.052,65.593,92.129,16,"Class4",24.663,79.294,"N",46.204,2
63.54,61.412,55.286,56.092,56.383,48,"Class1",53.783,42.699,"P",35.649,24
57.855,72.23,17.276,22.432,70.933,48,"Class3",48.745,48.882,"D",45.794,72
81.272,20.263,32.857,20.588,92.592,40,"Class2",94.016,56.475,"K",26.996,23
72.645,75.998,6.487,20.948,70.815,13,"Class3",32.353,46.304,"D",51.64,72
63.498,72.305,60.997,44.048,73.332,23,"Class4",24.785,87.603,"C",48.076,45
67.014,11.954,31.908,17.107,57.171,39,"Class2",47.186,35.591,"M",25.783,29
47.277,20.286,46.543,45.588,48.225,16,"Class4",20.823,82.621,"N",45.605,43
76,94.555,38.108,92.136,78.039,78,"Class5",79.272,13.913,"Y",84.663,73
43.127,74.041,40.094,93.901,76.583,41,"Class5",68.463,33.074,"E",94.364,78
48.435,85.594,54.662,68.528,72.296,64,"Class1",55.148,43.908,"J",38.855,38
56.411,20.455,28.84,23.205,77.409,38,"Class2",64.155,38.801,"F",24.329,75
43.424,92.189,39.383,94.703,78.229,29,"Class5",70.047,17.473,"O",63.856,66
65.505,70.099,13.496,20.719,70.202,44,"Class3",44.124,49.571,"D",20.801,61
53.864,76.152,47.441,65.55,74.108,15,"Class4",22.52,95.789,"C",63.365,10
55.866,50.551,52.242,17.615,78.053,23,"Class4",15.036,91.613,"C",52.837,54
70.787,89.782,40.758,99.225,77.532,48,"Class5",90.27,31.759,"W",78.273,65
54.639,81.454,42.209,97.373,77.006,33,"Class5",72.17,15.111,"W",78.826,74
66.367,40.323,62.894,69.359,54.177,27,"Class4",22.127,91.609,"T",62.941,42
43.895,64.25,64.031,67.092,48.797,19,"Class1",71.779,59.214,"E",69.491,45
61.674,32.874,48.52,33.051,66.072,23,"Class4",32.25,80.801,"C",44.391,53
58.299,78.018,47.35,94.569,77.824,71,"Class5",86.124,27.48,"N",94.076,93
56.302,61.075,49.505,29.227,44.047,19,"Class4",31.45,93.351,"N",53.403,55
57.393,74.263,37.569,22.184,70.273,8,"Class3",60.431,48.483,"U",57.345,70
19.745,82.051,50.825,95.599,77.179,36,"Class5",56.252,36.578,"E",95.442,76
38.736,24.471,32.432,21.958,86.862,36,"Class2",62.22,50.114,"F",23.753,40
30.282,65.273,69.617,67.373,58.909,42,"Class1",60.646,64.238,"L",65.358,71
84.656,20.072,33.07,13.374,86.581,NA,"Class2",85.633,63.951,"A",28.987,96
43.398,82.313,69.19,83.835,77.767,30,"Class4",14.565,88.747,"T",49.115,45
44.245,79.334,19.457,24.153,69.924,31,"Class3",13.903,46.359,"R",60.812,65
29.232,70.987,43.253,21.207,70.7,40,"Class3",16.731,47.025,"B",51.942,69
55.848,55.667,46.515,32.459,69.724,17,"Class4",28.1,96.531,"C",44.921,34
58.302,79.279,65.506,54.096,62.463,20,"Class4",33.809,85.376,"Y",45.021,49
23.135,53.161,25.889,83.975,70.344,29,"Class1",66.77,53.941,"P",9.55,67
73.905,75.25,26.567,21.448,70.153,10,"Class3",7.838,49.151,"L",34.155,83
20.596,25.465,32.443,23.021,78.472,37,"Class2",74.218,40.993,"T",24.782,51
53.895,74.482,35.624,22.743,69.424,47,"Class3",18.138,47.449,"L",64.561,63
26.697,80.057,32.07,70.057,62.246,51,"Class1",53.604,37.35,"E",39.552,54
58.476,64.579,47.608,75.513,61.137,28,"Class1",49.512,65.904,"C",22.215,37
85.462,30.951,29.382,15.129,77.324,NA,"Class2",64.734,43.881,"T",24.905,56
17.472,78.152,48.327,91.769,78.981,35,"Class5",61.246,10.498,"N",53.611,82
63.257,69.476,26.322,17.54,70.8,58,"Class3",10.798,47.787,"B",37.25,72
45.952,30.751,31.801,22.727,54.645,38,"Class2",105.299,39.018,"M",25.136,63
43.845,27.108,32.583,22.205,71.835,37,"Class2",64.114,54.102,"K",30.479,82
71.358,77.12,70.917,81.111,52.647,25,"Class1",55.874,49.16,"J",45.044,56
31.3,24.663,33.656,21.732,92.213,40,"Class2",77.283,49.993,"T",29.666,12
11.761,16.144,31.52,23.012,67.699,39,"Class2",36.75,63.591,"A",22.054,79
40.6,65.387,45.689,54.233,43.475,26,"Class1",47.472,54.216,"E",69.414,58
82.353,69.636,31.099,23.797,69.004,27,"Class3",56.519,46.073,"D",39.134,84
47.535,65.393,53.745,41.363,73.474,35,"Class1",56.606,64.612,"P",27.032,42
92.926,75.484,17.92,21.231,69.384,NA,"Class3",40.215,46.186,"U",26.973,69
64.756,89.817,46.018,91.882,79.365,83,"Class5",47.226,20.099,"Y",93.341,87
52.45,94.511,41.957,72.556,58.755,60,"Class1",59.837,34.002,"P",23.842,39
55.347,110.674,63.308,70.921,46.115,14,"Class4",6.056,80.539,"Y",42.187,14
45.137,10.842,31.978,28.752,58.379,40,"Class2",55.309,63.5,"A",21.215,64
28.877,78.654,37.376,94.274,78.992,60,"Class5",57.469,41.973,"E",81.239,75
65.845,94.694,61.639,82.889,61.759,24,"Class4",19.798,96.609,"C",53.735,46
39.651,25.538,30.447,24.728,70.825,40,"Class2",56.812,43.122,"T",29.636,43
16.148,61.567,73.894,46.116,46.372,3,"Class1",61.852,45.215,"C",53.447,71
69.852,88.276,64.44,64.849,56.882,1,"Class1",51.775,41.727,"P",60.7,52
33.082,12.506,31.036,18.305,45.021,37,"Class2",43.851,39.004,"M",29.145,90
67.212,71.105,46.272,21.494,70.439,45,"Class3",-3.066,47.969,"R",40.387,73
46.271,70.882,25.759,20.656,69.278,22,"Class3",17.208,47.241,"L",46.752,69
26.586,82.324,38.7,93.068,78.616,82,"Class5",41.186,13.502,"W",63.116,66
81.168,99.893,40.062,97.121,78.992,83,"Class5",42.496,18.748,"W",81.919,85
49.683,20.421,28.988,22.193,90.74,36,"Class2",31.499,49.177,"M",30.086,45
37.081,53.064,65.473,76.245,62.894,57,"Class1",39.396,64.759,"E",33.237,45
49.055,76.75,46.575,19.328,47.618,24,"Class4",18.893,85.509,"U",58.571,41
64.466,70.455,29.004,22.507,69.456,36,"Class3",38.165,47.019,"L",17.5,64
56.701,75.421,58.582,20.883,70.181,30,"Class3",27.76,46.989,"L",36.792,63
27.267,4.299,33.812,25.678,47.83,36,"Class2",42.251,54.548,"K",27.194,74
46.183,75.505,14.589,21.737,70.916,37,"Class3",17.522,48.165,"L",63.901,72
40.911,40.635,77.517,71.997,49.594,4,"Class1",47.413,52.819,"C",35.469,76
24.869,15.987,30.976,16.662,97.081,37,"Class2",36.642,34.344,"K",25.819,39
NA,19.653,32.384,21.199,45.6,39,"Class2",49.235,56.193,"M",29.836,49
51.93,33.426,54.366,43.877,62.812,22,"Class4",13.449,87.344,"C",57.424,58
61.642,56.264,63.112,46.131,70.44,30,"Class4",17.317,87.857,"C",58.922,57
44.49,86.492,69.158,51.871,45.843,23,"Class4",23.635,96.826,"U",60.094,29
58.144,79.588,47.579,94.627,76.576,76,"Class5",51.982,28.834,"N",93.891,90
45.346,72.583,20.011,24.703,70.882,24,"Class3",56.009,46.57,"D",56.359,65
43.387,21.801,30.874,27.109,64.03,36,"Class2",100.022,50.119,"K",26.4,51
92.801,29.114,28.459,22.803,94.353,37,"Class2",30.91,37.391,"K",29.053,90
61.484,27.81,68.796,94.784,44.856,30,"Class4",16.461,83.052,"T",45.691,27
54.866,89.093,47.528,94.764,78.23,53,"Class5",59.657,49.159,"O",53.087,79
79.188,77.439,47.363,23.316,69.756,19,"Class3",26.889,47.592,"D",64.181,87
63.858,77.333,29.462,20.48,70.438,31,"Class3",41.257,46.671,"R",35.551,76
58.95,74.656,56.05,20.945,70.269,57,"Class3",38.24,49.571,"D",54.113,57
42.307,100.148,50.477,96.412,78.913,35,"Class5",56.032,45.517,"N",85.322,75
61.178,82.091,60.553,63.826,46.539,NA,"Class1",77.17,61.323,"P",57.606,42
37.889,19.907,28.77,25.193,69.941,39,"Class2",28.597,38.446,"T",23.824,61
24.662,65.249,47.643,60.878,65.746,8,"Class1",49.257,61.433,"J",30.669,39
82.218,85.716,37.631,92.732,78.389,34,"Class5",62.167,17.535,"Y",86.323,73
NA,32.068,32.824,17.317,46.695,40,"Class2",93.115,55.65,"T",27.865,83
61.155,70.931,63.1,54.863,52.271,15,"Class4",18.167,89.545,"U",57.353,14
51.471,65.198,31.945,77.666,51.536,NA,"Class1",65.031,56.923,"J",35.25,41
34.075,80.804,21.681,61.472,52.535,55,"Class1",39.338,51.894,"P",36.54,47
17.182,84.289,47.092,91.775,78.174,59,"Class5",55.835,34.982,"Y",69.199,68
76.632,79.063,38.873,93.413,78.212,83,"Class5",28.557,31.402,"N",79.929,77
32.537,32.484,29.217,23.987,50.69,NA,"Class2",14.153,38.838,"A",29.496,31
79.754,72.248,14.387,21.141,70.329,54,"Class3",27.132,46.761,"R",51.927,65
78.455,75.256,15.616,20.383,69.21,23,"Class3",45.725,49.905,"B",27.505,69
77.67,72.298,57.403,24.779,70.528,55,"Class3",33.207,48.775,"L",35.061,65
39.648,70.739,67.397,55.656,54.674,54,"Class1",66.775,60.099,"J",23.327,56
66.653,78.176,18.668,23.016,69.538,33,"Class3",50.893,46.348,"U",50.17,82
68.279,31.047,28.503,20.411,79.062,40,"Class2",66.798,56.155,"T",23.335,74
61.402,26.288,28.23,26.439,55.454,35,"Class2",63.631,43.665,"A",21.183,87
60.85,34.889,67.264,11.243,61.385,22,"Class4",13.138,89.299,"Y",48.99,8
42.459,90.425,68.023,66.094,71.123,16,"Class1",52.796,51.463,"C",30.371,42
32,71.829,38.003,64.966,52.702,44,"Class1",67.848,33.666,"P",39.962,33
74.925,71.292,37.611,24.033,70.439,50,"Class3",10.967,49.304,"L",20.478,60
41.339,29.482,31.701,20.783,46.232,40,"Class2",75.008,48.6,"M",29.244,47
48.358,76.432,46.218,23.692,70.471,28,"Class3",50.752,49.67,"D",39.343,59
35.866,66.269,53.877,65.059,47.372,22,"Class1",68.818,62.618,"C",34.037,74
59.217,77.089,59.131,61.816,80.947,16,"Class4",18.828,90.225,"T",61.405,27
46.688,78.53,46.905,74.047,72.177,68,"Class1",65.756,57.835,"J",58.447,37
42.956,68.261,12.494,23.506,69.276,36,"Class3",42.773,46.253,"R",31.253,69
34.123,18.498,32.894,20.482,78.807,38,"Class2",40.417,49.922,"T",28.155,30
42.698,74.327,26.256,80.4,51.821,57,"Class1",67.213,65.279,"E",14.512,73
28.894,62.738,70.352,63.718,51.975,16,"Class1",41.26,59.94,"C",39.713,25
40.856,21.86,31.442,20.33,60.733,36,"Class2",35.831,52.99,"K",21.581,23
91.262,27.95,28.629,27.095,70.207,39,"Class2",52.541,44.501,"M",30.524,76
74.807,71.735,28.884,68.883,56.655,68,"Class1",70.432,47.668,"J",43.095,34
60.077,18.949,30.289,24.172,89.8,36,"Class2",72.557,41.131,"T",28.507,56
61.088,30.559,54.777,71.341,60.91,20,"Class4",24.785,87.78,"Y",63.451,66
49.422,68.971,38.817,97.634,76.242,83,"Class5",83.291,39.47,"W",69.956,82
46.69,102.15,49.1,76.891,77.352,25,"Class4",37.139,88.307,"C",54.263,37
28.017,86.964,33.191,79.361,50.99,47,"Class1",68.687,62.156,"P",14.432,39
NA,64.484,22.771,60.626,66.662,2,"Class1",57.028,43.761,"L",62.634,24
57.984,77.856,27.787,21.868,70.358,12,"Class3",29.005,49.705,"L",56.046,60
40.89,88.572,43.965,98.792,79.999,84,"Class5",58.906,39.428,"O",87.855,93
NA,76.218,34.465,19.509,70.336,19,"Class3",40.106,46.3,"D",46.547,81
55.98,72.585,40.611,92.511,78.323,80,"Class5",66.046,27.235,"N",96.006,89
41.206,23.518,33.149,17.932,84.939,37,"Class2",56.072,43.304,"A",24.843,42
38.237,21.488,33.08,23.915,96.359,NA,"Class2",83.64,40.386,"T",25.401,73
NA,73.397,56.965,20.136,70.491,54,"Class3",22.004,47.665,"L",33.24,81
35.569,48.179,57.994,41.261,45.305,29,"Class4",31.391,95.637,"C",46.174,21
31.076,71.632,60.095,71.224,47.244,12,"Class1",53.496,43.755,"E",25.596,42
12.835,76.322,46.845,19.986,69.308,39,"Class3",55.575,48.551,"B",44.789,85
NA,82.038,50.794,99.262,79.764,80,"Class5",64.962,23.735,"Y",70.628,87
66.839,58.118,69.011,30.184,59.887,17,"Class4",19.33,96.505,"C",55.973,48
46.657,45.458,49.961,60.385,90.181,25,"Class4",18.292,88.305,"T",57.811,56
58.229,71.766,11.03,23.151,69.617,30,"Class3",45.433,47.133,"B",49.355,74
56.216,29.079,47.171,70.329,45.587,19,"Class4",20.942,94.672,"T",54.296,16
56.905,17.338,29.483,21.54,79.044,37,"Class2",72.957,39.497,"K",21.848,39
52.416,62.454,57.329,74.689,57.094,25,"Class4",26.935,88.309,"C",43.081,73
49.096,57.57,51.594,49.619,55.786,26,"Class4",30.59,87.238,"Y",47.048,63
39.173,62.11,59.005,63.151,58.641,32,"Class1",67.825,56.261,"J",66.421,75
61.634,82.652,50.894,98.03,79.553,52,"Class5",66.56,43.438,"E",76.532,70
34.995,110.568,39.968,95.944,77.606,63,"Class5",79.461,25.17,"E",88.244,77
45.064,83.322,51.276,58.176,58.553,62,"Class1",69.738,39.305,"P",40.493,31
44.767,54.435,57.183,33.841,65.577,19,"Class4",17.823,94.446,"Y",42.711,16
21.339,86.288,48.197,96.109,78.616,75,"Class5",63.395,18.234,"W",66.35,90
36.275,18.348,33.514,22.528,67.345,37,"Class2",74.768,45.059,"A",21.055,15
1.385,41.811,32.162,31.362,76.672,38,"Class2",62.881,44.993,"K",21.298,95
58.209,79.232,28.32,23.062,69.502,28,"Class3",37.944,47.262,"L",46.011,76
55.229,60.547,70.584,25.083,81.47,23,"Class4",17.681,92.144,"Y",47.274,60
56.851,30.92,31.711,10.038,72.781,36,"Class2",65.718,51.303,"K",30.512,70
NA,91.726,61.587,91.325,59.362,18,"Class1",44.384,63.299,"C",37.876,69
24.159,83.757,22.898,66.381,53.659,61,"Class1",56.153,36.521,"E",34.874,65
50.941,99.17,39.873,95.088,79.095,80,"Class5",43.015,33.818,"E",71.265,65
59.554,57.495,56.327,74.198,73.245,11,"Class1",64.9,58.516,"E",67.042,45
NA,60.47,53.885,51.087,65.318,16,"Class4",29.773,84.304,"U",49.828,68
101.592,31.605,31.149,23.36,84.66,37,"Class2",9.967,39.969,"F",21.915,63
55.367,75.011,21.261,21.835,69.057,8,"Class3",13.094,49.644,"L",24.262,65
56.504,64.77,43.878,92.536,78.562,64,"Class5",49.94,18.242,"O",55.237,93
51.288,65.281,43.402,64.966,51.363,24,"Class1",56.17,52.495,"E",66.05,42
80.807,98.879,37,101.35,78.414,37,"Class5",45.611,17.71,"N",70.296,64
50.607,98.496,47.577,98.146,79.551,74,"Class5",42.6,17.527,"O",54.154,71
78.242,90.118,43.722,96.717,77.827,57,"Class5",51.917,47.942,"E",52.948,85
62.436,73.875,20.656,20.728,70.495,8,"Class3",20.89,48.632,"D",13.828,79
67.287,85.788,45.93,98.208,78.995,67,"Class5",68.912,17.626,"Y",90.794,71
48.571,19.76,30.079,16.986,71.484,35,"Class2",49.621,36.348,"M",22.125,25
40.002,90.954,73.271,83.275,60.636,50,"Class1",56.167,46.584,"L",40.264,27
60.85,21.794,32.05,23.006,71.654,37,"Class2",86.358,54.739,"M",26.244,28
11.462,72.73,63.203,59.546,53.682,0,"Class1",43.077,34.788,"C",55.62,49
42.939,86.725,47.537,62.478,48.263,41,"Class1",51.545,53.135,"E",18.682,56
54.589,33.408,28.408,19.266,74.849,39,"Class2",71.366,39.644,"F",25.603,89
54.815,37.581,65.485,78.72,65.013,28,"Class4",24.251,94.139,"U",59.836,20
51.236,37.391,31.04,23.024,70.708,37,"Class2",52.056,43.303,"M",21.141,77
39.291,71.251,82.598,65.891,68.604,61,"Class1",54.167,33.821,"J",23.714,58
66.854,83.264,48.575,94.426,79.37,57,"Class5",55.604,18.294,"N",62.918,90
49.313,63.633,61.245,49.786,56.921,69,"Class1",58.647,36.233,"E",48.98,50
46.732,65.3,59.372,78.391,92.71,29,"Class4",22.371,83.224,"T",57.094,45
70.032,63.098,41.012,96.724,79.01,65,"Class5",65.342,43.728,"O",99.19,75
70.441,75.894,38.43,97.083,77.83,65,"Class5",54.235,44.835,"O",53.719,83
NA,25.222,28.297,19.546,69.865,39,"Class2",72.796,42.692,"T",28.02,24
51.068,46.06,61.001,56.714,90.966,26,"Class4",25.972,96.109,"Y",50.909,53
60.961,26.179,62.587,27.596,75.783,30,"Class4",20.666,91.406,"T",43.71,74
61.945,73.475,21.012,26.791,70.337,47,"Class3",41.885,49.465,"L",30.369,70
60.538,36.973,33.543,23.314,47.307,39,"Class2",51.265,46.116,"A",25.496,86
62.056,78.448,62.606,85.996,66.122,18,"Class4",22.099,92.828,"U",63.692,22
59.638,60.776,71.697,61.809,62.469,NA,"Class1",65.622,43.193,"L",48.257,31
39.318,18.847,45.174,84.178,73.147,19,"Class4",15.557,82.071,"N",63.847,12
83.526,74.584,20.312,21.615,70.499,47,"Class3",34.652,46.933,"B",41.331,79
52.181,18.692,29.642,18.478,71.237,36,"Class2",50.142,63.788,"T",28.352,95
66.852,90.469,49.342,96.901,78.496,64,"Class5",66.206,37.237,"N",90.611,66
55.469,54.082,68.174,68.976,85.516,24,"Class4",19.297,91.466,"C",50.559,72
59.198,73.43,58.956,22.623,70.25,40,"Class3",50.908,48.089,"R",56.145,79
59.334,77.749,19.47,22.045,70.486,33,"Class3",20.979,48.399,"D",40.623,78
NA,69.536,5.585,22.303,69.646,35,"Class3",28.717,47.754,"R",27.364,80
51.918,77.072,45.291,59.289,74.11,29,"Class4",27.514,94.795,"U",48.834,72
40.364,82.767,35.818,62.145,45.316,67,"Class1",56.774,61.242,"J",31.556,64
55.892,87.869,48.013,95.068,76.873,45,"Class5",52.93,28.307,"O",99.78,72
45.96,70.713,36.836,60.022,67.71,61,"Class1",69.473,45.314,"J",19.387,54
52.323,61.01,47.036,73.225,67.298,69,"Class1",42.907,55.231,"L",19.223,72
62.101,89.838,37.222,94.316,78.361,59,"Class5",61.105,39.285,"O",77.456,62
51.05,72.715,59.871,88.028,82.331,21,"Class4",10.079,87.943,"T",44.59,49
53.486,78.239,63.334,56.798,86.069,29,"Class4",28.332,84.58,"C",50.566,50
60.758,76.743,39.367,23.338,70.892,22,"Class3",38.262,47.656,"L",44.916,81
45.151,22.671,30.881,23.136,79.623,35,"Class2",34.968,55.759,"A",22.274,78
NA,15.888,33.468,23.804,84.99,40,"Class2",44.254,54.407,"M",22.498,83
24.486,81.742,39.037,92.324,77.744,46,"Class5",65.12,17.437,"E",83.543,74
62.388,73.955,57.186,23.044,70.725,38,"Class3",35.906,46.865,"U",31.566,58
52.902,93.284,49.943,95.258,76.506,34,"Class5",50.024,19.642,"Y",94.397,80
68.203,82.52,48.62,96.384,76.629,58,"Class5",72.89,17.741,"N",88.776,84
NA,40.037,53.734,63.478,69.616,23,"Class4",25.044,92.427,"U",49.254,27
NA,84.397,72.658,88.132,44.121,56,"Class1",55.043,36.199,"C",18.263,68
61.65,73.018,50.543,99.031,76.539,42,"Class5",36.216,47.367,"W",54.718,77
75.474,65.978,37.956,92.799,79.664,84,"Class5",45.323,50.368,"W",69.685,91
68.461,72.995,28.925,19.924,70.375,27,"Class3",10.903,46.752,"B",33.748,85
58.718,55.542,60.673,58.861,90.492,30,"Class4",25.393,81.638,"T",50.406,41
NA,83.821,51.626,97.294,78.276,34,"Class5",65.613,49.145,"N",84.581,78
62.858,57.009,57.999,84.689,62.85,21,"Class4",32.738,96.277,"U",53.509,29
61.922,2.462,45.409,42.896,69.095,15,"Class4",13.75,84.453,"C",47.835,59
50.569,82.8,49.222,53.349,76.887,18,"Class4",34.948,93.633,"C",58.414,76
55.097,26.152,29.695,22.146,45.337,39,"Class2",57.653,62.82,"K",22.254,12
87.396,95.601,43.756,97.035,78.448,57,"Class5",92.494,30.847,"W",97.781,62
19.066,90.468,49.811,95.77,79.485,78,"Class5",62.287,33.203,"N",56.011,63
37.937,82.501,37.156,96.572,79.736,69,"Class5",51,43.935,"W",52.95,82
56.601,78.946,29.803,20.966,70.117,NA,"Class3",13.208,46.897,"D",16.793,61
54.551,74.592,19.125,19.759,69.529,43,"Class3",47.839,48.672,"U",42.356,68
58.73,69.156,61.15,88.219,48.959,26,"Class4",20.411,88.956,"N",62.183,49
53.995,13.109,30.374,21.226,73.677,39,"Class2",78.489,46.901,"M",25.782,90
83.841,26.962,28.749,26.05,70.031,38,"Class2",97.011,35.634,"K",25.599,27
24.8,85.076,44.823,98.121,79.223,33,"Class5",48.75,14.833,"N",94.176,69
75.886,76.715,36.499,22.018,70.565,25,"Class3",38.132,46.803,"D",37.466,64
45.095,98.813,43.82,96.269,79.961,48,"Class5",62.226,44.543,"Y",85.779,64
62.456,77.725,37.249,21.17,70.559,57,"Class3",19.167,47.086,"D",58.756,64
53.813,81.832,67.64,67.812,90.382,15,"Class4",13.733,85.348,"U",62.867,48
38.002,26.589,33.908,18.555,80.681,36,"Class2",89.652,55.939,"F",25.109,92
50.282,33.942,69.025,39.096,57.191,30,"Class4",22.555,85.758,"U",49.932,35
47.117,74.731,51.851,60.907,89.471,16,"Class4",19.16,98.718,"C",54.429,53
50.768,16.168,29.227,18.336,72.893,35,"Class2",28.163,65.024,"A",22.847,62
51.675,74.55,76.715,81.136,45.579,4,"Class1",64.254,33.18,"P",61.645,35
49.401,87.924,60.98,64.125,57.514,26,"Class4",25.133,81.383,"N",57.394,11
50.475,75.976,38.117,24.183,70.252,55,"Class3",27.221,47.043,"R",20.174,71
NA,13.223,47.442,7.012,89.865,19,"Class4",20.011,87.15,"Y",44.869,52
51.989,33.586,29.993,21.374,62.147,38,"Class2",61.758,45.562,"M",22.083,65
89.869,25.469,29.082,22.584,78.372,40,"Class2",111.527,44.283,"A",28.484,33
48.404,83.878,43.67,62.168,66.734,24,"Class1",40.388,44.999,"E",18.803,40
61.938,74.863,54.172,22.347,69.583,25,"Class3",32.517,46.432,"B",48.064,65
74.54,74.086,44.186,24.455,69.394,23,"Class3",4.611,47.597,"L",28.567,75
83.356,73.665,9.002,20.775,69.025,19,"Class3",18.836,48.412,"U",24.002,87
23.469,71.127,51.807,23.27,70.223,56,"Class3",22.94,46.763,"D",33.486,60
38.933,82.452,24.067,54.092,53.218,49,"Class1",68.352,54.037,"E",60.688,42
50.741,65.493,66.915,67.369,82.284,29,"Class4",20.899,79.141,"C",53.405,60
86.986,74.459,58.716,22.903,70.935,40,"Class3",37.596,46.653,"D",36.681,73
46.74,63.751,80.11,71.799,49.123,50,"Class1",52.191,34.128,"C",43.73,27
NA,45.989,70.425,29.544,46.652,27,"Class4",10.684,97.381,"Y",42.166,34
81.607,74.567,25.722,23.988,70.531,20,"Class3",46.502,47.878,"R",46.597,79
81.12,89.428,44.576,98.395,78.23,53,"Class5",42.473,19.679,"E",95.177,69
59.28,15.332,30.885,21.394,94.467,35,"Class2",48.65,65.982,"A",29.754,77
56.62,69.449,51.473,41.112,83.536,18,"Class4",21.461,85.31,"U",55.49,31
54.801,79.827,46.75,93.746,77.461,32,"Class5",68.999,20.945,"O",53.037,85
73.405,20.772,33.162,29.407,84.91,36,"Class2",40.484,42.227,"T",30.166,40
64.86,66.838,76.439,56.406,45.72,14,"Class1",65.869,65.265,"J",54.812,76
40.226,46.541,35.794,77.514,64.6,34,"Class1",53.769,43.312,"E",30.381,51
71.658,78.842,31.99,24.211,69.522,46,"Class3",21.719,47.702,"U",39.555,86
88.595,82.111,45.612,96.799,78.244,80,"Class5",74.007,26.761,"E",73.528,90
40.991,84.752,55.083,80.962,62.341,21,"Class4",35.995,95.005,"U",59.388,11
77.649,75.168,11.75,26.03,70.296,16,"Class3",54.378,46.021,"U",42.514,70
51.052,126.177,54.488,47.821,44.351,NA,"Class4",11.846,93.513,"T",61.397,18
51.059,87.23,66.956,93.717,90.928,26,"Class4",15.82,88.908,"N",49.228,63
-3.587,24.935,33.201,21.295,67.11,36,"Class2",38.193,65.754,"T",21.009,13
13.829,45.842,29.82,21.019,77.146,35,"Class2",105.941,54.196,"M",28.1,26
53.537,81.53,49.072,97.712,76.594,41,"Class5",87.681,47.059,"O",95.139,86
90.665,23.691,30.609,27.951,50.938,38,"Class2",86.526,50.148,"F",28.178,36
54.304,61.1,54.374,50.954,83.941,17,"Class4",18.669,91.318,"Y",42.745,42
46.734,76.39,23.762,20.931,69.225,20,"Class3",23.626,47.946,"R",27.246,62
94.262,90.915,48.94,93.114,76.826,82,"Class5",76.596,45.446,"E",74.018,91
56.784,82.883,44.437,100.751,76.537,84,"Class5",67.923,32.544,"O",97.987,80
58.441,76.887,39.599,21.427,70.363,27,"Class3",22.283,48.398,"L",17,74
50.066,68.002,65.524,73.286,54.468,66,"Class1",63.888,61.628,"J",47.724,29
52.318,25.314,50.663,84.543,79.636,21,"Class4",36.597,96.632,"N",51.825,37
61.441,56.292,63.971,81.28,46.587,30,"Class4",28.752,96.06,"T",62.899,8
69.679,34.551,29.153,21.49,90.749,35,"Class2",90.645,34.576,"F",24.063,29
52.829,46.932,64.91,2.445,48.673,21,"Class4",26.398,80.974,"U",61.71,66
39.342,74.463,10.833,24.253,70.794,41,"Class3",25.397,49.941,"D",48.097,75
52.336,20.635,32.773,28.426,86.436,35,"Class2",82.737,51.725,"T",24.43,59
37.531,30.676,31.028,26.136,71.885,35,"Class2",18.033,45.833,"A",28.092,57
46.684,66.033,53.247,53.126,45.74,25,"Class4",21.197,79.4,"Y",51.312,54
57.318,12.685,33.196,22.351,82.245,35,"Class2",79.147,34.361,"T",30.761,50
NA,95.85,48.908,80.351,87.565,24,"Class4",25.185,91.701,"N",54.851,34
79.882,73.369,32.847,21.103,69.486,45,"Class3",41.051,48.166,"B",48.096,82
NA,81.42,49.067,99.105,79.556,60,"Class5",42.318,45.183,"Y",90.764,85
31.747,70.918,43.664,22.973,70.095,37,"Class3",23.921,47.325,"U",15.109,60
25.061,39.277,30.076,22.768,85.033,36,"Class2",39.325,55.021,"T",26.828,79
50.92,64.553,82.629,88.904,69.183,21,"Class1",64.217,43.095,"C",28.021,47
28.436,69.791,50.514,19.142,69.665,26,"Class3",29.822,48.15,"B",24.409,70
72.268,91.574,45.124,97.154,79.189,68,"Class5",40.238,30.067,"N",55.721,87
14.919,103.523,43.877,95.709,78.562,47,"Class5",74.248,48.739,"N",85.266,90
53.175,70.586,8.575,21.123,69.841,47,"Class3",64.648,48.568,"B",43.235,75
33.016,17.029,28.296,24.275,71.051,39,"Class2",74.142,39.445,"K",29.535,75
30.179,55.771,23.354,50.898,42.743,9,"Class1",53.906,61.792,"L",24.14,49
21.556,23.781,29.296,22.036,84.005,39,"Class2",66.401,56.077,"A",27.875,49
34.098,54.333,78.553,75.905,67.889,10,"Class1",52.99,48.395,"E",62.48,62
45.512,52.055,23.547,74.379,58.079,62,"Class1",58.895,56.712,"L",19.713,55
