"WMN1","YDZ2","JZW3","NDS4","NKL5","Output12","KBS6","GZQ7","ZFT8","PYC9"
68.552,44.58,47.684,61.972,35.264,"Class2",64.384,"J",53,98.657
82.504,50.936,34.373,93.943,56.793,"Class2",28.316,"J",57,98.194
85.35,40.332,52.545,67.66,43.862,"Class2",70.531,"S",43,99.033
NA,9.624,32.869,77.991,2.915,"Class1",18.753,"U",35,58.713
17.168,4.087,51.513,51.236,2.931,"Class1",24.745,"U",37,72.019
NA,8.311,33.39,32.539,50.56,"Class3",38.573,"P",31,9.223
5.461,71.388,29.139,30.115,64.742,"Class3",38.387,"H",31,16.4
54.776,65.858,28.955,51.703,58.75,"Class3",44.854,"X",33,13.113
70,53.108,52.264,55.932,38.875,"Class2",43.34,"J",54,98.822
20.575,80.778,24.281,40.288,52.137,"Class3",18.553,"T",28,12.079
9.908,7.771,29.258,23.824,60.486,"Class3",59.795,"X",31,16.319
29.535,20.69,50.01,-0.69,2.983,"Class1",26.336,"W",43,68.131
83.498,55.624,51.059,62.924,51.014,"Class2",59.668,NA,44,98.16
23.016,23.357,55.215,69.927,1.851,"Class1",22.266,"S",35,66.036
NA,25.741,30.144,70.109,1.151,"Class1",23.625,"Q",56,60.184
44.422,46.24,4.139,29.481,56.474,"Class3",61.816,"F",27,24.538
NA,6.505,29.922,50.279,1.498,"Class1",20.164,"U",46,60.206
9.273,70.213,19.019,47.655,54.91,"Class3",50.121,"H",24,15.222
32.791,30.717,28.085,69.878,64.25,"Class3",33.633,"X",27,17.042
27.323,55.183,41.297,45.956,61.048,"Class3",32.223,"H",31,16.429
84.025,68.071,30.808,61.621,48.004,"Class2",59.365,"H",60,97.857
49.171,48.324,9.14,41.69,67.994,"Class3",59.794,"F",30,14.199
17.683,75.548,24.912,37.593,55.898,"Class3",72.912,"X",29,17.271
71.904,47.003,41.546,47.51,56.373,"Class2",36.189,"S",64,99.157
10.66,55.631,24.125,52.525,55.964,"Class3",67.661,"H",25,13.381
5.633,73.879,7.997,49.62,56.57,"Class3",62.405,"X",30,10.529
NA,64.971,41.688,81.088,67.662,"Class2",59.281,"L",65,99.15
79.546,46.877,52.154,78.033,62.107,"Class2",36.236,"H",47,99.959
73.279,69.116,46.449,58.575,67.401,"Class2",55.695,"N",54,99.108
29.248,12.78,18.631,92.162,1.955,"Class1",17.281,"S",57,62.942
65.45,19.52,24.201,55.949,54.562,"Class3",64.573,"F",27,16.101
27.123,31.852,57.815,81.386,1.379,"Class1",16.707,"W",57,56.286
27.567,19.788,61.161,54.976,1.004,"Class1",39.738,"S",51,64.586
67.456,43.568,36.164,55.604,34.936,"Class2",79.796,"J",57,98.612
69.429,56.067,49.33,58.66,66.911,"Class2",46.062,"N",48,99.528
79.681,54.13,41.184,72.027,65.789,"Class2",37.406,"N",53,98.321
61.562,72.017,44.502,58.481,35.39,"Class2",45.607,"J",55,99.743
19.317,19.2,34.281,43.675,3.229,"Class1",24.998,"Q",40,62.738
73.296,62.542,51.177,73.219,52.411,"Class2",13.624,"N",64,99.846
31.425,26.837,77.064,95.631,2.06,"Class1",27.765,"O",50,66.571
17.124,43.262,29.818,54.09,58.439,"Class3",4.146,"H",28,18.447
NA,60.767,52.449,64.647,56.688,"Class2",32.969,"S",52,98.961
82.551,60.865,35.7,78.45,35.344,"Class2",38.764,"N",62,97.301
45.701,27.886,5.451,47.998,71.481,"Class3",34.837,"H",25,8.235
22.072,25.284,63.724,60.478,3.044,"Class1",17.707,"U",44,61.077
NA,17.953,43.842,28.294,3.489,"Class1",14.253,"Q",52,66.534
30.428,77.297,23.149,43.079,64.521,"Class3",57.135,"X",32,14.576
75.531,51.289,41.647,41.898,33.678,"Class2",-0.01,"J",47,99.335
29.452,32.474,43.282,65.935,3.029,"Class1",13.259,"S",52,58.314
8.771,16.691,24.631,41.716,58.51,"Class3",83.938,"H",23,15.666
67.151,70.617,47.006,75.964,35.223,"Class2",31.123,"J",56,99.408
56.187,38.113,30.008,17.733,63.09,"Class3",52.846,"X",25,21.809
28.943,20.827,32.441,59.916,3.066,"Class1",4.791,"W",46,60.361
25.538,39.087,15.343,44.228,67.606,"Class3",48.916,"F",26,20.892
80.487,69.925,32.449,70.132,33.049,"Class2",59.087,"H",59,99.147
82.382,74.737,36.2,67.963,46.728,"Class2",51.53,"S",48,98.843
24.825,27.959,54.305,38.715,2.935,"Class1",18.02,"U",35,61.061
37.332,60.606,32.009,33.448,61.917,"Class3",20.313,"T",30,21.601
NA,17.236,42.29,33.965,3.837,"Class1",14.899,"Q",51,65.058
62.693,62.544,50.844,65.261,43.227,"Class2",43.731,"S",65,99.211
75.411,43.916,40.176,46.754,58.18,"Class2",43.755,"N",52,99.627
71.258,60.878,42.169,73.691,32.109,"Class2",41.45,"L",51,98.708
63.774,41.996,21.14,59.384,64.534,"Class3",46.236,"X",27,26.908
14.434,35.55,27.947,20.305,53.669,"Class3",47.225,"P",33,21.172
NA,30.751,74.743,60.717,1.24,"Class1",14.357,"O",51,60.794
20.872,30.968,50.547,41.134,1.832,"Class1",17.958,"U",45,59.809
24.118,10.188,60.669,42.131,1.92,"Class1",16.746,"W",50,66.268
33.783,61.038,39.554,36.104,71.693,"Class3",58.894,"T",30,10.883
70.141,69.041,49.969,68.698,43.309,"Class2",46.432,"J",63,99.376
30.547,31.871,12.845,80.913,3.349,"Class1",35.349,"O",35,65.184
30.062,78.191,44.606,31.063,66.154,"Class3",45.839,"P",28,18.971
80.161,65.131,54.982,64.095,56.168,"Class2",56.832,"L",42,97.42
65.11,12.2,6.943,28.137,65.007,"Class3",34.565,"F",32,16.122
26.551,24.377,56.778,29.931,3.809,"Class1",18.3,NA,50,70.996
36.689,35.504,28.344,13.129,63.582,"Class3",54.483,"T",26,16.917
17.356,65.385,18.35,52.97,51.103,"Class3",80.883,"X",29,13.393
21.069,6.957,42.932,49.093,3.018,"Class1",18.721,"S",51,61.722
65.104,44.652,30.9,34.028,68.185,"Class3",31.265,"X",23,16.429
31.307,30.954,24.269,73.86,3.148,"Class1",42.556,"O",45,65.003
32.482,21.67,38.895,48.496,1.863,"Class1",19.314,"S",48,66.098
66.515,45.307,20.276,45.51,54.266,"Class3",39.456,"T",24,12.723
83.44,72.363,34.307,63.114,37.914,"Class2",26.706,"H",57,98.807
17.196,55.364,15.385,21.784,49.255,"Class3",61.628,"T",25,11.766
64.281,69.753,49.661,42.369,57.901,"Class2",48.715,"H",49,98.223
28.551,31.386,54.776,17.692,2.611,"Class1",26.857,"W",54,60.071
69.779,68.412,47.985,88.453,61.02,"Class2",18.789,"S",64,98.483
63.745,46.423,27.494,47.19,62.368,"Class3",77.519,"F",33,14.469
64.808,59.137,51.956,80.087,55.202,"Class2",45.768,"N",64,99.052
68.816,56.73,36.819,33.789,59.344,"Class3",28.025,"P",34,17.611
19.852,7.812,65.002,60.556,1.486,"Class1",23.362,"O",42,65.151
79.318,78.073,57.236,82.256,35.866,"Class2",22.784,"H",43,98.788
16.109,26.026,42.299,22.633,3.641,"Class1",15.059,"W",49,62.955
73.133,62.719,40.806,43.761,43.724,"Class2",20.815,"S",58,98.132
78.61,75.074,44.071,75.55,65.277,"Class2",28.663,"N",50,100.013
29.006,11.927,42.123,79.048,1.066,"Class1",33.717,"U",50,69.826
57.292,75.736,41.612,56.003,61.046,"Class3",45.377,"F",28,16.94
21.44,6.201,67.226,24.539,3.287,"Class1",39.358,"O",48,62.48
26.188,17.286,23.416,54.367,2.684,"Class1",25.732,"W",46,69.987
82.379,68.542,53.039,68.583,56.782,"Class2",43.458,NA,52,98.945
84.402,76.361,29.19,65.291,70.257,"Class2",9.33,"L",43,98.474
71.979,71.87,51.629,75.594,52.567,"Class2",60.484,"J",47,99.423
25.706,14.086,38.533,74.035,1.462,"Class1",22.848,"O",57,67.975
23.218,19.984,75.583,57.355,2.938,"Class1",25.11,"U",36,62.734
19.393,21.524,41.974,78.06,1.597,"Class1",28.869,"O",37,67.382
63.817,77.641,55.908,68.521,33.418,"Class2",36.39,"N",52,97.86
81.407,71.988,47.434,59.854,62.651,"Class2",17.692,NA,63,99.259
9.446,40.444,20.665,23.129,58.999,"Class3",95.492,NA,32,16.269
30.326,4.271,95.101,30.495,1.336,"Class1",19.063,"S",53,67.386
17.262,4.947,60.961,47.521,3.402,"Class1",7.678,"Q",41,62.62
72.701,52.161,57.112,81.287,36.197,"Class2",51.125,"H",60,99.412
72.294,60.783,34.146,43.984,65.982,"Class2",45.148,"S",64,99.927
68.474,29.111,25.121,-13.409,51.006,"Class3",35.134,"X",24,12.491
68.591,71.133,22.766,50.554,62.703,"Class3",55.996,"H",24,22.891
45.301,8.775,25.967,54.413,60.988,"Class3",48.207,"T",26,15.277
85.995,53.886,47.839,65.499,69.572,"Class2",54.363,NA,60,98.582
22.086,61.049,31.874,39.56,67.051,"Class3",48.159,"P",28,19.546
24.183,24.08,39.271,28.549,2.226,"Class1",20.378,"Q",54,57.852
63.188,52.55,57.037,70.852,70.282,"Class2",56.624,"H",54,99.022
21.049,30.644,92.473,34.899,1.921,"Class1",19.709,"O",44,66.357
30.505,20.025,41.612,47.219,3.685,"Class1",16.443,"U",47,63.739
82.659,78.876,34.254,51.323,55.636,"Class2",31.135,"S",42,98.312
72.952,57.334,54.196,77.159,36.604,"Class2",1.964,"N",53,99.726
62.436,69.056,43.616,48.885,61.737,"Class2",50.371,"S",55,99.186
44.647,25.718,41.987,18.525,65.035,"Class3",-9.821,"P",34,18.274
59.715,24.184,19.725,62.704,51.927,"Class3",53.641,"H",24,16.12
27.348,22.277,50.273,37.04,61.124,"Class3",57.82,"T",28,17.616
58.01,23.544,13.402,15.921,54.632,"Class3",68.175,"F",26,20.335
70.602,54.063,43.81,58.058,37.559,"Class2",51.428,"H",62,99.958
21.3,6.161,40.786,87.556,1.689,"Class1",18.399,"S",34,62.59
71.345,56.84,44.486,98.043,64.892,"Class2",29.041,"N",47,98.214
80.623,45.587,47.591,52.323,32.198,"Class2",41.268,"L",63,99.484
22.25,4.25,49.601,48.867,3.611,"Class1",28.061,"Q",46,63.553
8.764,43.992,25.244,29.972,54.251,"Class3",55.689,"H",32,14.591
5.276,15.492,17.46,19.855,49.255,"Class3",90.142,"H",32,20.12
26.821,26.711,41.604,87.131,3.854,"Class1",18.028,"O",34,55.441
73.727,44.381,41.542,62.02,33.046,"Class2",80.068,"J",48,98.869
30.908,31.266,27.46,72.019,1.494,"Class1",12.647,"Q",39,62.133
28.307,5.398,47.11,20.033,1.532,"Class1",27.501,"Q",35,61.51
71.491,42.211,35.594,72.41,47.247,"Class2",19.569,"N",46,98.795
83.917,66.617,37.792,51.177,39.328,"Class2",66.868,"S",53,97.642
12.147,39.758,37.015,56.294,51.7,"Class3",9.012,"H",23,19.723
5.641,15.761,33.245,12.74,70.106,"Class3",30.914,"F",34,21.372
78.244,68.873,33.681,68.526,50.471,"Class2",59.192,"J",56,98.588
19.195,20.752,49.016,33.807,3.171,"Class1",37.109,"Q",37,70.653
37.405,9.496,26.518,60.349,54.697,"Class3",63.995,"H",34,3.966
26.034,6.516,53.442,48.997,3.058,"Class1",21.295,"W",55,67.671
66.244,57.852,47.435,59.758,34.359,"Class2",74.402,"H",54,98.787
74.615,77.566,61.134,63.715,33.508,"Class2",45.533,"H",44,99.569
72.536,68.768,39.077,61.571,42.6,"Class2",46.266,"J",54,99.812
29.743,6.083,63.872,50.667,1.558,"Class1",7.022,"W",49,61.838
22.647,22.027,23.99,48.907,62.505,"Class3",10.876,"H",28,22.689
62.325,14.394,37.462,34.87,63.533,"Class3",44.862,"F",27,11.714
79.834,59.724,33.864,78.844,63.575,"Class2",52.429,"H",56,99.896
46.06,25.707,24.881,41.846,63.652,"Class3",28.414,"H",28,11.538
25.313,27.899,57.612,70.598,3.129,"Class1",28.685,"S",49,66.879
NA,69.667,18.569,0.296,57.648,"Class3",3.185,"T",30,17.256
41.668,49.987,27.867,31.367,70.212,"Class3",20.792,"P",24,16.801
58.669,20.78,32.895,53.796,49.719,"Class3",53.296,"P",28,16.732
41.555,33.694,16.745,36.466,71.924,"Class3",33.052,"P",34,27.722
42.779,68.542,24.249,41.424,57.09,"Class3",29.623,"T",33,14.668
33.064,9.913,36.797,49.345,64.011,"Class3",39.639,"X",25,13.559
27.612,19.368,73.196,71.218,1.851,"Class1",20.119,"S",55,63.616
28.134,11.983,31.526,74.57,2.554,"Class1",15.267,"S",45,63.604
78.035,54.723,42.323,33.45,55.914,"Class2",61.189,"H",58,98.429
26.915,14.625,22.636,27.399,70.648,"Class3",45.536,"X",24,8.606
15.218,16.164,22.535,43.663,1.34,"Class1",25.282,"O",56,66.667
79.242,73.487,55.31,58.617,35.274,"Class2",31.581,"L",58,99.095
81.567,57.688,43.136,79.335,50.873,"Class2",48.667,"J",61,99.145
83.693,70.467,37.511,62.217,47.216,"Class2",25.732,"H",46,98.755
NA,63.424,53.11,58.592,55.563,"Class2",67.914,"H",43,97.886
69.35,54.735,42.658,62.959,35.368,"Class2",81.513,"S",59,98.285
72.183,64.716,39.533,39.202,51.956,"Class2",64.304,"S",60,98.283
68.776,69.788,34.118,14.186,67.033,"Class3",69.355,"H",23,8.778
42.068,60.371,16.491,33.536,55.084,"Class3",59.748,"H",24,26.063
85.047,73.612,35.89,29.405,63.762,"Class2",41.477,"H",54,99.274
82.473,45.883,42.571,75.021,59.402,"Class2",42.358,"L",49,100.399
14.015,21.304,28.177,80.297,2.507,"Class1",30.41,"O",36,63.951
30.151,23.902,57.963,31.417,2.8,"Class1",16.865,"W",44,66.684
28.279,17.178,52.595,57.904,2.12,"Class1",17.289,"O",34,63.33
78.607,43.035,33.419,65.714,68.864,"Class2",10.23,"L",55,98.512
19.206,7.729,35.039,61.289,1.548,"Class1",12.008,"O",47,59.493
29.946,19.313,46.604,38.933,3.437,"Class1",25.61,"U",57,62.882
54.355,40.454,20.171,25.423,58.206,"Class3",57.021,"X",27,4.681
18.591,19.007,62.903,42.742,2.966,"Class1",24.69,"W",40,69.044
27.52,82.557,13.416,41.659,64.421,"Class3",76.815,"X",29,12.346
59.016,23.036,31.419,47.96,68.789,"Class3",27.652,"P",29,13.201
78.148,76.508,42.132,41.08,46.396,"Class2",39.876,"N",60,97.854
69.226,60.251,10.016,57.142,63.913,"Class3",48.36,"F",27,16.503
31.473,32.903,53.02,54.432,3.761,"Class1",34.571,"S",44,61.176
20.264,5.426,29.231,76.739,2.723,"Class1",36.194,"W",37,60.103
46.675,69.066,34.553,56.704,72.936,"Class3",26.487,"X",30,15.846
85.307,51.145,45.362,59.516,66.311,"Class2",63.389,"L",59,98.604
30.421,60.039,35.353,43.263,52.449,"Class3",74.959,NA,24,21.14
77.901,76.015,50.529,37.709,63.279,"Class2",47.901,"J",55,99.12
NA,30.352,26.02,44.903,1.355,"Class1",13.688,"Q",52,63.849
62.489,52.89,49.143,74.726,33.905,"Class2",44.401,"H",64,100.961
19.946,21.121,91.694,37.84,2.381,"Class1",27.513,"S",48,64.439
25.625,19.126,64.265,-4.243,1.033,"Class1",17.783,"W",34,62.687
58.895,70.185,29.832,34.43,59.537,"Class3",41.237,"H",27,14.848
NA,53.29,34.142,45.787,68.143,"Class3",31.662,"X",35,13.585
15.194,58.403,7.171,36.854,59.83,"Class3",67.388,"F",24,20.511
85.223,62.511,27.409,49.743,43.604,"Class2",50.531,"J",53,98.125
12.761,21.802,32.805,37.217,52.677,"Class3",78.674,"P",31,12.304
33.838,22.626,18.178,20.332,3.508,"Class1",18.281,"W",55,69.087
24.916,34.973,56.72,59.657,2.448,"Class1",20.845,"S",34,65.388
29.557,13.766,44.566,44.636,3.025,"Class1",21.906,"W",40,64.109
33.404,79.071,21.557,54.242,61.832,"Class3",75.467,"X",28,17.754
28.686,12.077,52.842,36.065,2.651,"Class1",23.695,"U",47,61.643
70.809,35.746,24.976,35.778,52.535,"Class3",65.353,"F",25,19.721
50.349,19.592,24.18,27.158,53.545,"Class3",37.848,"X",32,20.623
7.038,27.036,41.016,31.648,53.046,"Class3",54.986,"P",28,14.766
31.615,14.814,31.943,49.268,3.793,"Class1",4.182,"W",35,56.453
22.741,10.268,66.062,26.612,1.765,"Class1",34.767,"Q",47,65.793
67.519,72.503,50.744,71.052,31.448,"Class2",21.241,NA,44,99.722
37.488,9.216,23.62,54.75,57.577,"Class3",42.671,"F",30,14.661
68.985,76.051,39.685,43.622,41.364,"Class2",44.128,"L",47,99.38
70.322,43.173,50.246,57.845,54.862,"Class2",56.723,"N",44,98.396
67.205,74.538,57.84,49.269,68.472,"Class2",25.778,"J",58,99.556
82.703,61.422,38.858,95.404,69.99,"Class2",24.199,"N",50,99.652
26.795,10.811,29.211,47.875,2.029,"Class1",37.067,"O",56,68.437
30.336,23.548,-0.079,45.52,2.149,"Class1",17.028,"Q",53,62.121
68.901,56.921,35.783,74.529,70.076,"Class2",33.878,NA,66,99.867
21.992,19.002,43.428,62.223,3.554,"Class1",27.899,"S",56,65.052
20.953,23.008,42.555,41.136,3.624,"Class1",17.185,"W",41,64.937
56.687,39.987,27.076,34.092,51.492,"Class3",22.433,"X",34,13.142
65.639,44.554,37.339,66.846,36.291,"Class2",65.669,"N",47,98.345
64.791,62.068,34.843,44.3,44.033,"Class2",78.155,"H",58,98.801
63.895,57.02,20.128,26.333,64.95,"Class3",30.591,"F",26,15.918
65.962,66.552,53.885,65.983,58.07,"Class2",48.065,"S",60,98.781
21.075,20.143,56.77,79.147,2.325,"Class1",22.505,"O",55,64.341
17.773,56.319,28.387,31.575,69.255,"Class3",49.282,"T",30,13.479
49.03,66.108,29.425,70.941,51.611,"Class3",66.397,"H",27,19.067
17.151,32.298,39.824,-30.773,3.85,"Class1",42.82,"Q",40,57.68
NA,30.361,70.18,30.802,2.597,"Class1",13.024,"O",46,56.64
84.28,56.459,50.695,54.35,63.798,"Class2",33.55,"L",59,98.101
13.452,23.471,19.066,43.348,49.394,"Class3",50.852,"P",28,16.337
58.1,75.525,38.611,36.387,64.667,"Class3",42.898,"H",27,23.727
63.988,13.237,19.003,46.551,49.614,"Class3",64.309,"H",26,14.5
52.375,57.88,28.711,58.995,58.467,"Class3",38.071,"H",26,20.916
28.365,30.848,17.781,51.179,49.781,"Class3",54.034,"X",32,13.717
85.786,60.258,49.345,60.457,55.907,"Class2",49.26,"H",58,99.331
30.616,6.925,46.142,22.512,2.927,"Class1",17.62,"U",44,66.306
26.415,4.198,18.079,86.524,3.858,"Class1",32.516,"W",38,70.368
64.28,56.821,41.25,59.15,55.13,"Class2",56.63,"N",43,98.378
15.457,54.64,25.607,39.711,54.835,"Class3",51.471,"F",31,16.757
60.489,34.723,12.843,19.102,64.486,"Class3",63.718,"H",28,10.118
69.981,75.221,35.905,68.162,33.755,"Class2",23.831,"J",52,99.835
NA,61.64,27.695,22.565,57.103,"Class3",58.354,"F",33,27.317
12.185,68.699,14.098,68.358,51.819,"Class3",62.204,"H",32,18.554
16.695,68.061,22.112,40.794,60.789,"Class3",25.297,"H",23,7.393
24.488,5.083,4.244,55.543,2.988,"Class1",37.128,"W",35,59.188
70.898,25.435,3.313,59.201,62.264,"Class3",24.958,"P",26,17.429
62.151,61.92,56.705,68.971,52.104,"Class2",-26.667,"H",46,99.782
15.439,10.786,31.676,58.163,2.664,"Class1",30.269,NA,51,67.71
31.013,11.482,95.333,38.815,1.832,"Class1",9.895,"S",55,62.797
23.481,78.836,31.204,51.003,70.803,"Class3",72.938,"F",29,10.283
16.864,16.744,52.154,68.263,2.774,"Class1",14.779,"W",52,66.387
83.58,58.158,48.301,36.854,39.767,"Class2",71.94,"H",44,99.452
54.718,22.004,14.562,30.664,51.723,"Class3",99.547,"T",33,17.761
83.369,78.993,62.338,55.28,54.027,"Class2",47.536,"J",51,99.432
69.19,57.33,35.636,30.539,60.114,"Class3",83.46,"T",23,12.323
43.698,81.76,20.323,52.505,65.486,"Class3",52.344,"T",26,17.537
77.592,46.512,51.394,80.908,40.723,"Class2",80.563,"S",46,98.63
34.285,80.465,30.053,74.343,72.763,"Class3",50.659,"F",32,13.028
24.44,26.134,57.868,23.566,3.093,"Class1",29.829,"S",39,66.044
82.869,57.938,42.316,41.674,50.478,"Class2",48.838,"J",57,99.282
27.34,5.877,82.287,62.41,3.397,"Class1",28.886,"W",38,66.294
69.225,30.879,33.269,38.521,65.017,"Class3",109.194,"H",24,11.656
33.395,14.147,32.653,49.737,2.357,"Class1",19.196,"W",54,66.771
63.999,45.524,58.876,85.422,66.314,"Class2",47.519,"L",42,98.067
18.01,19.928,40.203,4.013,2.429,"Class1",38.329,"Q",42,64.294
26.05,6.393,49.308,46.552,1.129,"Class1",37.149,"Q",40,67.292
16.457,81.81,29.309,48.547,57.095,"Class3",11.414,"F",33,27.015
69.388,62.513,41.119,58.649,62.418,"Class2",47.812,"S",42,98.849
69.877,42.329,36.089,57.569,60.65,"Class2",77.529,"S",64,98.437
NA,36.784,25.578,29.754,68.171,"Class3",30.987,"H",24,23.237
65.065,72.171,49.596,57.987,64.834,"Class2",57.425,"H",44,97.991
16.714,9.095,61.087,48.668,1.146,"Class1",12.041,"S",50,71.597
20.309,15.57,59.46,55.359,1.613,"Class1",36.927,"Q",35,61.769
14.343,32.89,29.457,20.102,63.086,"Class3",22.773,"T",26,12.921
62.877,75.634,49.572,63.779,67.349,"Class2",59.11,"S",54,99.579
13.482,38.211,28.734,33.962,66.04,"Class3",14.094,"H",28,15.513
85.446,63.046,39.895,42.398,66.662,"Class2",39.155,"H",66,98.811
25.687,11.118,24.999,5.338,2.564,"Class1",16.84,"S",48,55.783
30.709,58.526,28.553,28.98,62.931,"Class3",65.054,"F",29,17.487
76.746,66.548,59.132,76.479,63.243,"Class2",53.099,"H",42,99.937
79.579,50.489,53.834,62.511,61.834,"Class2",73.376,"S",58,99.56
18.114,25.924,60.68,70.194,1.829,"Class1",27.166,"S",54,71.187
71.209,57.589,49.456,56.567,57.226,"Class2",92.336,"L",45,99.602
70.33,48.908,42.634,62.841,48.227,"Class2",69.17,"L",49,100.266
61.079,61.343,48.003,56.352,47.982,"Class2",62.051,"S",66,98.488
62.292,62.295,30.785,57.09,36.007,"Class2",83.189,"H",66,99.453
28.046,39.504,21.807,58.304,50.343,"Class3",79.791,"H",30,22.213
NA,29.079,33.574,24.953,63.977,"Class3",44.456,"T",32,10.553
25.934,34.516,52.603,53.193,2.166,"Class1",11.003,"U",56,68.297
NA,9.789,12.982,25.696,63.89,"Class3",27.33,"F",29,13.734
69.112,56.605,62.556,79.917,43.174,"Class2",58.315,"S",58,99.109
65.308,46.98,41.83,82.315,49.932,"Class2",50.475,"J",60,98.816
66.409,72.377,54.353,63.095,58.336,"Class2",31.566,NA,61,98.911
79.303,76.636,56.142,57.539,36.509,"Class2",30.696,"S",59,98.495
NA,14.347,49.447,56.336,1.071,"Class1",32.196,"U",39,57.849
40.951,62.149,34.382,48.275,68.81,"Class3",19.607,"H",32,8.692
61.63,75.298,35.443,71.835,51.827,"Class2",83.243,"J",46,97.909
28.06,12.015,91.099,61.765,1.08,"Class1",25.852,"Q",49,66.93
22.193,18.278,41.965,61.734,2.053,"Class1",32.229,"U",36,66.697
79.717,59.317,54.05,72.827,51.464,"Class2",26.703,"N",58,99.126
71.778,45.509,54.31,62.383,31.107,"Class2",35.855,"S",42,99.374
15.764,28.94,54.332,85.57,1.708,"Class1",26.642,"W",39,64.003
8.634,38.276,23.843,40.572,70.055,"Class3",61.637,"P",34,22.196
25.824,12.731,65.269,44.73,2.782,"Class1",22.306,"Q",36,64.282
16.785,14.148,22.371,29.629,2.232,"Class1",23.569,"W",38,66.646
84.606,67.489,48.277,49.61,67.154,"Class2",-3.834,"J",45,97.866
78.941,72.409,40.335,42.571,58.241,"Class2",30.666,"J",66,98.477
18.303,6.299,45.023,29.882,3.705,"Class1",4.72,"W",57,64.847
81.469,44.602,48.514,62.846,33.527,"Class2",44.818,"H",61,98.718
74.21,40.08,42.963,54.056,34.493,"Class2",43.551,"N",60,98.584
26.101,22.904,40.106,52.854,3.675,"Class1",24.964,"W",35,60.683
7.13,45.081,27.995,57.259,63.226,"Class3",88.243,"T",25,28.79
18.306,27.237,26.669,55.299,53.378,"Class3",50.006,"P",33,11.359
33.809,14.794,28.001,89.239,3.498,"Class1",9.916,"W",38,68.043
26.822,4.167,49.371,70.907,2.94,"Class1",5.984,"U",55,67.927
65.973,78.91,54.146,77.398,66.282,"Class2",23.93,"H",60,98.187
67.638,43.455,53.742,63.293,65.735,"Class2",33.156,"J",53,99.436
28.638,33.774,65.98,44.787,2.273,"Class1",27.001,"Q",35,61.599
29.195,25.58,43.568,52.639,3.954,"Class1",14.002,"S",36,64.64
64.246,66.792,32.981,58.035,45.827,"Class2",51.237,"S",57,98.296
48.803,13.591,36.123,6.113,63.095,"Class3",50.364,"T",30,17.809
52.675,70.753,36.935,47.634,60.46,"Class3",100.353,"T",32,19.27
65.792,70.058,47.035,78.205,41.119,"Class2",23.66,"S",66,98.569
68.022,58.688,28.345,35.767,62.862,"Class3",56.85,"P",30,9.819
8.372,73.845,33.71,36.217,53.96,"Class3",100.946,"X",23,29.391
19.463,61.379,22.21,15.994,56.642,"Class3",50.224,"H",24,13.616
51.461,65.626,42.877,41.922,63.971,"Class3",68.797,"X",27,18.444
23.812,25.668,16.268,8.547,68.245,"Class3",91.438,"H",24,16.548
68.198,43.487,54.427,68.869,63.422,"Class2",43.578,"J",53,100.904
70.251,55.02,47.899,58.466,39.149,"Class2",81.504,"J",44,99.297
28.607,16.166,57.301,12.594,1.349,"Class1",36.613,"W",42,63.048
NA,50.986,43.372,58.72,63.01,"Class2",28.05,"J",55,99.264
24.97,26.193,73.154,60.152,2.734,"Class1",28.975,"S",43,69.606
29.753,28.909,60.548,14.897,1.799,"Class1",20.034,"Q",39,58.69
NA,42.78,27.293,21.133,69.567,"Class3",63.739,"H",33,12.235
64.357,56.133,49.382,79.191,36.092,"Class2",61.699,"L",66,98.688
19.37,15.275,35.96,51.67,1.441,"Class1",22.526,"S",53,57.329
66.31,67.186,51.942,58.524,43.383,"Class2",37.517,"S",50,99.578
64.976,52.935,46.068,64.308,47.59,"Class2",44.635,NA,42,99.068
26.308,26.95,16.392,34.036,72.861,"Class3",92.585,"H",24,9.948
17.537,25.352,44.869,102.146,1.234,"Class1",45.96,"U",44,56.764
8.588,11.197,23.169,13.529,72.702,"Class3",63.048,"T",32,14.406
NA,4.083,47.918,28.426,1.272,"Class1",41.368,"S",43,65.794
72.509,42.877,47.202,55.141,62.447,"Class2",54.062,"S",46,99.342
69.873,59.634,46.312,67.397,45.441,"Class2",69.526,"S",51,99.534
74.159,40.535,41.245,66.375,49.403,"Class2",55.646,"N",64,98.622
67.808,70.828,59.809,61.303,54.667,"Class2",60.419,"S",46,99.393
52.885,67.565,33.033,42.933,72.374,"Class3",90.021,"P",34,16.525
28.093,12.163,38.235,37.467,3.042,"Class1",42.775,"U",48,60.459
85.731,78.142,40.933,88.561,53.393,"Class2",48.507,"H",59,98.167
51.565,9.508,38.367,56.13,54.38,"Class3",29.078,"X",35,9.056
16.008,25.648,28.96,46.341,52.563,"Class3",50.114,"F",28,17.636
8.562,38.255,18.661,43.527,62.114,"Class3",32.559,"P",24,12.316
78.933,63.207,50.418,72.826,68.331,"Class2",16.931,"S",48,100.248
22.386,20.009,47.365,21.23,2.322,"Class1",9.479,"O",42,67.586
14.296,27.445,44.371,24.378,2.618,"Class1",11.698,NA,36,62.267
85.19,71.34,47.171,52.426,63.635,"Class2",-0.107,"N",53,99.398
21.81,6.477,44.605,39.469,1.321,"Class1",22.973,"Q",41,65.486
66.021,49.728,48.488,66.612,61.661,"Class2",49.588,"S",66,98.39
66.433,16.176,31.262,41.693,67.224,"Class3",43.555,"H",34,15.119
