"ZMX1","DEG2","RQT3","FKX4","XYN5","Output27","DGT6","HIA7","MIP8","WYH9","GBC10"
25.821,90.69,55.273,71,85.504,"Class1","G",10.067,78.919,82.082,55.109
77.405,45.939,33.93,64,50.171,"Class2","L",70.716,36.247,77.335,87.966
34.289,51.041,-4.278,32,46.353,"Class4","N",17.925,49.323,NA,16.36
57.331,37.705,43.714,55,38.964,"Class3","D",46.462,21.843,26.692,67.519
26.68,52.523,46.663,54,50.799,"Class4","D",50.244,29.479,14.529,14.089
77.409,45.08,32.015,60,25.808,"Class2","L",69.61,35.79,NA,92.346
7.93,92.963,54.91,69,84.282,"Class1","G",36.184,31.77,54.509,48.636
36.715,89.276,43.289,26,45.989,"Class3","S",36.919,16.557,22.954,69.745
39.245,59.04,77.198,59,52.88,"Class4","N",33.201,48.648,29.165,8.654
28.837,39.028,55.436,46,42.841,"Class4","D",47.377,35.59,35.211,10.689
14.048,89.231,100.477,71,82.846,"Class1","B",35.64,10.844,78.324,44.252
77.537,45.573,36.856,39,56.792,"Class2","L",68.895,49.48,NA,80.416
42.263,17.356,27.783,25,32.271,"Class4","Z",44.67,53.551,34.283,3.804
77.605,42.774,40.9,41,69.302,"Class2","R",55.632,37.118,97.131,90.968
57.729,82.349,42.856,25,31.558,"Class3","R",58.961,19.297,22.076,71.094
37.249,30.421,-0.125,27,63.553,"Class4","D",45.137,35.497,36.528,3.309
77.711,46.312,38.503,63,62.559,"Class2","M",65.553,38.634,80.488,70.356
45.99,8.973,59.356,98,37.959,"Class4","C",29.682,42.648,19.848,11.483
77.94,46.542,25.335,55,NA,"Class2","L",68.286,15.741,91.879,84.681
77.711,44.347,29.735,85,21.784,"Class2","R",71.801,24.307,NA,100.78
21.954,92.678,63.327,71,82.545,"Class1","G",46.485,74.914,56.062,51.287
40.216,32.51,32.252,43,60.116,"Class4","N",29.581,37.526,23.216,8.97
43.799,19.859,45.893,50,47.723,"Class4","O",28.467,42.316,33.614,21.946
27.956,51.351,39.902,37,41.19,"Class3","N",36.461,21.342,23.812,91.411
17.168,90.289,75.973,71,82.084,"Class1","B",16.708,79.157,92.256,49.741
18.297,91.22,64.445,69,89.924,"Class1","B",83.007,25.74,61.602,49.069
77.599,42.881,33.392,67,56.446,"Class2","R",58.254,43.227,96.76,82.838
44.318,55.009,26.156,65,47.722,"Class4","Z",17.204,42.169,25.006,12.149
8.835,90.763,53.089,69,84.881,"Class1","O",55.915,44.473,92.621,52.929
18.15,90.125,11.013,71,83.671,"Class1","D",82.999,71.161,72.534,39.098
46.395,87.113,45.8,81,43.162,"Class3","R",45.117,17.146,22.584,85.165
77.627,46.956,34.464,58,43.058,"Class2","N",90.985,30.641,79.562,86.046
29.127,42.789,57.647,45,20.504,"Class4","O",36.819,35.513,11.178,5.212
38.183,72.45,42.956,18,39.623,"Class3","D",42.291,17.555,24.399,91.609
31.872,8.699,26.071,80,65.342,"Class4","D",30.207,40.058,15.437,12.229
20.764,89.068,97.298,71,87.763,"Class1","M",10.268,77.462,75.166,51.739
77.67,44.108,30.135,76,49.304,"Class2","Y",67.446,49.428,77.351,97.781
56.636,55.933,44.48,27,34.336,"Class3","D",38.489,18.392,23.12,44.881
35.459,66.721,61.695,67,41.304,"Class4","N",47.656,43.226,25.713,9.143
38.297,20.31,44.779,65,36.509,"Class4","D",20.248,51.938,36.979,7.064
45.129,48.001,26.134,90,77.982,"Class4","C",18.61,27.323,26.281,20.733
77.956,44.313,39.874,88,45.568,"Class2","N",61.753,30.204,76.731,84.424
77.645,44.673,32.477,77,47.304,"Class2","M",84.531,15.786,88.068,86.126
4.177,45.232,43.32,66,46.248,"Class3","H",60.981,21.532,24.578,73.368
40.074,17.082,35.831,84,43.878,"Class4","C",47.676,43.721,33.221,6.159
70.471,34.526,42.975,28,27.325,"Class3","H",47.154,19.551,25.016,65.326
48.811,84.708,41.508,23,36.655,"Class3","H",43.012,22.804,26.49,96.57
5.647,88.262,71.127,71,87.617,"Class1","B",55.901,21.44,78.265,46.009
33.588,27.3,43.788,88,42.004,"Class4","O",31.403,30.92,14.425,14.638
78.044,41.927,36.293,52,34.169,"Class2","N",56.586,22.176,92.023,78.508
77.943,45.424,35.689,84,27.238,"Class2","M",57.51,18.838,93.43,89.003
18.81,88.635,62.329,71,84.436,"Class1","M",15.703,13.78,80.903,60.627
6.673,90.307,30.947,69,84.362,"Class1","M",20.505,41.754,74.477,43.183
46.088,26.476,42.241,76,36.915,"Class3","H",60.834,17.722,25.859,65.643
31.272,11.611,23.064,82,14.908,"Class4","N",33.545,55.767,24.182,8.149
21.6,90.018,65.671,71,85.534,"Class1","O",54.309,22.102,70.652,62.274
66.368,57.317,41.25,14,NA,"Class3","R",54.826,16.119,26.622,79.218
6.041,92.539,55.688,71,85.896,"Class1","D",13.371,54.887,74.015,50.806
35.015,90.228,93.281,70,85.221,"Class1","O",51.883,12.757,62.998,27.707
39.091,47.824,40.822,75,38.65,"Class3","D",60.306,18.131,24.84,90.935
64.598,44.545,40.719,62,34.718,"Class3","D",47.6,16.388,26.928,84.482
77.252,45.052,33.25,90,24.973,"Class2","Y",78.622,52.674,81.381,60.701
54.613,45.35,36.256,45,22.985,"Class4","Z",14.871,54.242,17.927,8.667
26.837,92.818,69.604,71,85.281,"Class1","M",80.81,36.773,76.954,53.572
23.129,8.694,25.972,29,69.753,"Class4","D",37.36,31.294,18.206,15.717
17.213,92.395,63.439,69,85.54,"Class1","O",13.472,70.876,64.419,50.869
40.86,81.459,43.232,27,47.045,"Class3","D",48.891,17.661,23.906,62.796
77.784,46.458,38.206,43,42.613,"Class2","Y",92.472,15.503,83.687,80.435
10.019,88.009,60.927,70,85.433,"Class1","O",78.17,59.084,71.504,60.839
43.88,24.414,34.434,95,22.116,"Class4","C",26.476,48.519,30.896,11.606
19.819,92.366,49.102,69,84.831,"Class1","O",39.48,74.923,63.36,47.309
31.113,36.837,12.245,66,40.469,"Class4","O",27.136,45.345,21.079,15.387
57.588,34.513,73.454,48,31.542,"Class4","N",37.245,26.83,21.622,7.26
18.141,91.399,47.614,70,80.901,"Class1","G",73.344,6.188,70.226,42.702
76.73,42.093,37.069,47,67.921,"Class2","R",91.222,45.311,78.454,82.151
8.222,88.892,67.067,70,85.222,"Class1","O",11.881,30.403,NA,53.729
27.23,90.139,64.372,71,85.699,"Class1","G",31.194,17.902,NA,52.023
44.198,32.33,40.826,64,30.735,"Class3","D",54.256,16.945,23.249,77.128
77.771,42.758,38.088,81,42.386,"Class2","Y",87.537,17.823,89.3,78.717
24.79,91.073,66.993,70,88.205,"Class1","B",60.168,12.321,56.097,51.412
77.476,43.337,39.532,53,59.59,"Class2","L",84.144,33.81,82.47,93.99
55.768,42.558,43.344,44,30.587,"Class3","H",55.325,22.126,25.657,44.615
77.883,42.157,30.873,77,6.055,"Class2","M",85.848,11.84,82.436,64.334
77.582,45.278,30.01,62,51.884,"Class2","N",71.438,32.233,NA,98.426
51.201,18.83,60.047,33,17.887,"Class4","D",45.71,49.614,18.747,10.411
39.065,32.871,37.088,62,44.094,"Class3","H",56.378,21.787,24.008,73.147
44.744,72.491,47.44,46,23.104,"Class4","N",48.671,30.84,27.384,1.397
57.929,25.027,42.296,45,35.117,"Class3","N",44.427,22.332,26.832,37.893
22.923,54.264,28.287,40,42.908,"Class4","Z",33.316,35.532,NA,12.884
32.249,54.752,39.691,86,43.946,"Class3","H",57.498,22.793,25.887,89.842
23.005,85.496,37.27,48,34.978,"Class3","S",54.736,16.21,NA,89.086
24.118,90.551,65.967,69,85.652,"Class1","B",54.525,29.328,81.3,34.394
50.432,74.696,37.198,68,55.107,"Class4","Z",29.767,52.555,32.602,11.28
76.875,42.244,40.562,63,15.34,"Class2","M",76.742,19.618,90.807,89.999
46.234,81.432,19.079,78,44.489,"Class4","D",33.8,46.995,34.156,15.704
37.854,18.959,43.238,29,45.187,"Class4","O",30.031,47.345,23.795,4.332
36.645,16.824,15.1,65,41.933,"Class4","D",35.451,32.48,26.064,4.13
77.056,42.295,32.464,43,71.973,"Class2","M",87.803,36.699,NA,84.737
20.884,92.249,38.104,69,88.089,"Class1","O",29.727,19.922,70.714,75.944
55.684,76.145,42.313,16,43.043,"Class3","H",43.262,16.851,26.236,26.884
17.453,23.253,19.359,57,20.297,"Class4","Z",38.82,48.253,14.587,14.521
35.037,91.981,71.042,71,86.526,"Class1","B",27.79,48.21,65.956,69.859
77.918,45.289,34.803,76,53.113,"Class2","N",87.426,35.719,92.923,76.124
77.487,45.138,33.721,46,NA,"Class2","M",91.608,51.878,94.754,75.069
77.36,44.005,33.332,87,38.37,"Class2","Y",79.824,21.079,86.734,96.236
37.972,23.881,41.676,53,33.461,"Class3","R",50.409,22.524,22.136,98.417
40.948,79.553,42.128,22,41.759,"Class3","S",52.568,19.443,26.797,61.425
77.151,42.407,26.257,41,37.96,"Class2","M",85.948,48.104,93.637,97.252
18.99,88.773,-1.918,70,86.27,"Class1","O",57.614,40.698,82.926,42.46
24.765,92.808,53.399,70,86.966,"Class1","M",59.246,27.724,79.202,58.202
30.482,77.424,25.954,55,46.188,"Class4","O",15.975,33.813,10.162,12.582
45.463,69.498,39.115,76,48.179,"Class4","D",47.728,30.012,30.677,11.368
42.899,33.225,3.807,93,41.932,"Class4","Z",31.365,49.914,14.976,6.519
43.596,52.915,65.826,89,39.45,"Class4","O",36.312,45.736,34.31,12.15
44.044,65.174,47.018,94,4.938,"Class4","O",26.306,37.139,11.405,7.045
50.99,76.556,8.573,51,48.926,"Class4","C",27.482,34.24,28.514,9.833
78.235,41.036,34.812,45,34.344,"Class2","Y",64.29,28.033,88.484,98.067
77.618,44.776,28.677,63,61.573,"Class2","Y",57.552,38.622,83.11,85.429
26.371,91.126,36.156,69,82.513,"Class1","M",70.947,18.539,85.125,34.748
55.992,77.559,21.225,95,25.59,"Class4","C",47.85,55.868,16.047,6.899
46.574,51.328,40.355,84,28.073,"Class3","H",43.219,21.925,26.598,108.942
2.183,90.423,76.877,70,85.735,"Class1","B",33.419,26.186,55.393,30.716
43.764,89.558,46.528,70,89.388,"Class1","D",34.903,37.21,94.32,35.923
77.043,43.864,37.959,36,69.526,"Class2","Y",85.927,49.535,81.157,69.134
22.067,47.123,45.024,59,51.702,"Class4","Z",23.91,53.568,13.581,12.098
76.966,42.713,32.783,68,77.156,"Class2","R",71.297,15.291,78.245,77.663
18.689,91.295,56.485,70,82.387,"Class1","D",54.808,70.012,53.049,41.53
75.063,78.636,39.999,28,40.455,"Class3","S",37.31,21.133,24.204,86.997
77.619,44.07,30.606,53,43.286,"Class2","M",60.121,12.54,97.398,100.039
38.852,11.155,16.856,92,51.519,"Class4","C",44.547,39.522,12.466,12.805
18.717,88.549,85.469,69,86.634,"Class1","B",82.512,68.508,NA,49.712
19.312,76.59,42.589,84,45.149,"Class3","S",55.742,21.532,26.884,72.773
5.625,90.985,75.742,71,88.459,"Class1","G",26.408,57.714,81.981,41.273
57.154,66.916,41.423,86,40.726,"Class3","H",39.45,16.154,23.622,70.812
40.556,14.968,28.908,40,56.146,"Class4","N",46.39,37.054,12.744,17.44
35.329,17.198,9.514,96,58.321,"Class4","N",34.842,27.096,34.474,11.508
77.4,46.906,29.931,34,41.978,"Class2","Y",76.461,46.542,89.79,85.243
45.228,55.178,38.34,54,44.13,"Class3","H",42.635,18.891,23.802,61.087
32.86,88.901,98.564,70,87.24,"Class1","M",22.667,62.199,75.918,55.837
77.555,44.241,37.313,31,46.714,"Class2","N",69.031,46.743,88.415,81.847
1.908,91.072,34.928,69,88.614,"Class1","O",80.204,55.93,94.314,68.453
38.529,57.442,22.731,90,41.11,"Class4","O",42.551,27.275,30.042,12.478
6.268,91.749,74.377,69,NA,"Class1","M",82.79,9.984,59.134,53.578
59.792,57.659,43.151,11,36.376,"Class3","D",40.146,17.173,24.519,103.307
27.469,92.7,113.55,71,82.4,"Class1","D",78.387,15.628,82.929,49.648
30.423,82.422,32.74,88,54.464,"Class4","N",39.014,41.792,16.669,12.953
69.211,69.7,43.125,20,43.824,"Class3","H",38.71,22.811,24.611,132.728
13.885,52.318,43.432,42,34.217,"Class3","D",36.733,22.145,23.993,56.445
67.904,58.826,39.789,70,40.332,"Class3","S",38.572,21.997,26.202,101.784
70.294,68.76,38.831,84,36.561,"Class3","R",43.1,19.221,22.499,57.699
56.188,57.97,45.491,34,34.242,"Class3","H",57.378,17.592,23.716,69.839
37.821,36.824,25.512,86,34.81,"Class4","C",34.38,41.974,28.126,14.368
9.336,91.261,82.765,69,86.05,"Class1","M",55.214,29.849,69.923,60.041
26.499,14.231,5.106,60,32.363,"Class4","N",25.1,37.986,24.779,8.457
0.57,91.698,52.881,70,84.183,"Class1","O",29.977,54.729,83.733,41.404
31.253,21.489,27.648,47,60.645,"Class4","O",18.134,29.023,17.313,18.877
21.261,89.245,41.297,69,86.799,"Class1","G",61.823,7.238,NA,53.354
77.666,43.982,31.296,41,NA,"Class2","R",58.537,52.08,80.966,92.568
48.377,24.871,42.25,75,45.44,"Class3","D",36.551,22.612,23.329,68.86
77.339,45.574,36.04,83,21.189,"Class2","N",78.032,41.548,91.105,80.599
50.871,72.331,33.574,63,23.083,"Class4","O",29.985,34.657,32.116,11.864
49.549,40.538,42.511,72,47.985,"Class3","N",51.856,20.934,22.815,59.508
76.948,44.857,31.079,46,14.408,"Class2","N",92.942,34.889,83.702,73.536
41.078,24.645,43.728,28,34.401,"Class3","R",57.656,17.55,25.402,66.108
39.81,12.031,34.265,29,25.257,"Class4","Z",26.615,54.582,28.269,9.519
45.246,54.077,41.337,33,NA,"Class3","D",37.619,21.5,25.836,32.996
48.199,33.573,27.251,33,28.715,"Class4","D",26.418,53.827,14.667,10.495
52.807,57.196,42.827,36,44.103,"Class3","D",43.531,20.217,24.754,54.469
58.517,36.829,38.421,74,35.573,"Class3","R",53.957,19.091,24.62,69.076
11.69,92.774,79.48,70,86.303,"Class1","G",35.006,32.25,87.326,72.793
17.884,88.486,73.861,69,87.346,"Class1","D",64.56,54.838,73.933,52.523
77.486,42.228,42.143,77,46.057,"Class2","N",83.175,36.683,84.837,83.707
23.294,89.62,40.28,69,85.635,"Class1","G",46.911,12.684,59.357,67.968
77.826,46.482,27.062,82,52.26,"Class2","Y",75.082,48.309,94.348,61.684
77.373,46.479,34.749,40,60.33,"Class2","Y",75.236,27.884,97.12,64.6
43.721,52.722,44.12,62,38.499,"Class3","H",38.368,19.92,23.353,62.335
15.17,90.244,96.932,69,NA,"Class1","M",32.719,75.163,67.672,69.205
26.239,92.011,62.91,71,85.105,"Class1","B",11.878,60.504,73.23,36.565
12.014,10.219,31.979,84,32.486,"Class4","O",48.068,29.437,26.596,12.611
14.898,91.469,73.869,69,85.176,"Class1","B",11.103,78.895,56.37,52.088
10.681,90.523,49.85,69,84.705,"Class1","O",39.165,66.72,66.735,56.162
31.317,92.667,19.506,70,88.181,"Class1","B",75.951,39.976,63.194,51.61
40.717,41.926,41.432,70,38.381,"Class3","D",47.919,22.72,23.188,68.031
43.298,69.159,43.685,44,37.07,"Class3","S",36.14,16.385,26.641,83.614
30.967,21.498,41.521,78,37.602,"Class4","N",12.866,26.909,22.964,13.755
23.937,88.373,32.044,69,89.659,"Class1","G",58.487,73.836,59.705,57.045
28.353,90.721,55.247,71,80.898,"Class1","D",86.118,55.006,92.467,60.817
20.243,23.195,57.408,95,34.864,"Class4","N",44.744,33.08,14.672,13.487
53.345,87.521,41.367,54,43.782,"Class3","R",58.874,22.604,25.402,83.031
39.24,47.465,44.129,71,45.988,"Class3","N",56.505,18.954,23.552,52.477
32.014,54.053,42.379,67,30.367,"Class3","N",50.34,21.05,22.565,77.885
50.821,27.369,43.497,58,35.894,"Class3","H",38.373,18.094,25.221,77.124
37.099,20.098,25.073,40,39.921,"Class4","D",23.572,31.483,32.208,11.862
77.897,45.98,33.022,66,29.584,"Class2","R",68.08,39.477,85.177,78.791
59.847,38.978,40.668,18,NA,"Class3","D",39.343,18.76,25.309,55.636
35.446,37.436,13.611,96,58.233,"Class4","C",24.771,26.861,24.322,6.335
25.385,81.422,41.817,18,41.487,"Class3","H",57.046,18.769,23.154,30.48
21.151,85.762,39.716,56,45.451,"Class3","H",53.887,17.174,24.675,78.247
31.805,91.786,42.006,71,NA,"Class1","D",37.16,9.806,55.383,40.17
24.72,18.853,42.674,62,54.084,"Class4","C",33.262,39.689,11.097,5.905
25.78,88.713,64.576,71,86.401,"Class1","M",47.949,13.769,NA,27.416
50.622,86.02,43.765,36,34.296,"Class3","S",39.241,18.764,25.623,99.684
19.521,7.926,25.686,27,49.765,"Class4","Z",42.62,54.912,18.154,9.512
20.24,89.246,112.709,69,78.67,"Class1","B",52.757,32.949,84.349,52.74
69.364,76.51,46.063,67,36.291,"Class3","R",43.725,18.443,23.549,92.539
76.997,46.79,38.119,41,51.178,"Class2","N",83.544,39.367,78.264,71.695
29.783,13.164,55.266,44,43.679,"Class4","N",28.348,44.801,19.108,16.495
38.259,35.647,41.985,48,42.75,"Class3","H",53.459,20.684,22.951,90.532
29.909,88.219,39.819,19,34.797,"Class3","S",51.904,18.041,26.581,106.292
77.775,45.046,28.124,71,30.438,"Class2","R",57.198,28.5,90.023,94.455
77.556,41.31,38.53,81,NA,"Class2","R",75.888,24.518,92.762,76.368
35.985,50.188,39.248,39,35.526,"Class3","N",36.224,20.385,25.856,61.042
77.347,45.423,38.682,51,NA,"Class2","R",82.954,50.089,95.992,93.536
33.96,88.57,42.888,69,82.723,"Class1","O",70.37,18.998,78.186,44.728
33.039,56.603,42.69,77,41.914,"Class3","S",52.032,22.09,23.115,103.395
31.561,91.279,73.316,69,84.155,"Class1","D",34.697,68.437,59.188,59.794
77.391,42.618,32.423,75,50.349,"Class2","M",65.907,49.616,80.723,84.208
15.057,89.94,84.85,71,85.336,"Class1","G",82.812,69.269,58.006,57.533
77.347,42.606,32.587,42,9.764,"Class2","M",74.395,33.752,79.179,84.58
77.821,43.66,41.777,73,31.976,"Class2","L",68.812,21.773,77.07,79.889
32.491,88.775,74.798,69,86.016,"Class1","G",16.691,70.179,79.971,43.625
31.206,22.173,47.43,78,40.978,"Class4","C",44.935,50.883,19.272,17.634
17.806,90.555,80.754,71,86.291,"Class1","M",33.773,72.255,NA,49.648
38.432,25.128,26.845,83,48.419,"Class4","O",50.32,50.342,31.443,12.197
76.873,42.241,33.059,88,61.736,"Class2","Y",67.274,40.278,89.721,93.113
63.431,49.515,42.229,40,41.047,"Class3","R",59.054,16.473,22.978,72.263
30.61,76.928,42.173,13,36.156,"Class3","H",55.635,22.331,NA,47.61
34.134,36.834,32.05,43,37.567,"Class4","C",43.172,46.407,25.745,12.004
45.45,88.13,41.965,52,32.958,"Class3","D",49.527,18.589,24.53,73.49
42.239,58.076,43.245,39,60.416,"Class4","C",42.007,40.731,30.897,9.232
77.395,46.992,32.026,40,49.822,"Class2","M",56.243,17.537,92.436,81.635
53.705,16.91,37.677,54,29.591,"Class4","O",46.046,46.589,23.001,14.32
53.701,28.4,42.396,78,32.72,"Class3","R",39.258,18.016,24.44,93.216
20.075,28.201,47.269,82,41.185,"Class4","Z",17.831,46.208,15.229,15.785
27.809,17.332,25.948,32,NA,"Class4","C",30.589,37.661,33.478,12.138
40.689,38.05,42.851,81,44.161,"Class4","Z",14.773,28.219,24.428,2.654
27.108,91.043,48.144,70,84.606,"Class1","B",55.987,50.826,87.782,42.617
6.295,90.317,32.329,71,84.104,"Class1","D",53.285,72.309,79.924,41.371
62.516,38.128,41.286,59,43.475,"Class4","N",42.534,40.187,36.741,5.831
76.87,45.537,33.292,33,6.715,"Class2","M",75.045,17.518,97.936,82.002
51.456,73.065,65.096,67,47.208,"Class4","D",32.254,30.771,16.158,8.298
17.841,92.188,72.987,69,85.89,"Class1","B",60.104,79.542,91.17,59.141
77.509,44.949,24.638,52,27.124,"Class2","N",92.516,48.113,76.624,90.843
53.729,85.559,45.832,52,27.277,"Class3","H",60.29,16.326,24.261,65.088
32.602,92.406,88.242,71,82.988,"Class1","D",32.861,76.433,74.247,53.23
77.551,44.413,29.897,76,47.217,"Class2","Y",73.229,10.249,93.093,99.556
40.189,73.708,25.92,22,23.054,"Class4","D",31.532,34.124,25.87,9.935
46.167,14.762,21.146,22,36.614,"Class4","C",30.207,48.384,21.462,16.135
52.85,61.191,42.275,24,37.3,"Class3","N",49.804,20.623,25.42,77.957
46.395,21.993,30.977,76,49.809,"Class4","O",25.275,26.99,31.39,7.743
23.416,90.473,44.624,71,85.21,"Class1","G",11.323,70.106,62.652,49.262
71.377,57.91,40.175,83,38.803,"Class3","N",42.261,20.824,25.577,53.445
23.696,80.048,38.109,43,34.042,"Class3","S",43.108,19.118,23.68,61.211
77.622,43.967,27.387,68,47.799,"Class2","N",69.918,25.118,76.517,83.38
76.987,44.696,24.786,42,37.078,"Class2","R",57.64,25.322,77.626,71.424
38.013,52.919,20.183,56,48.476,"Class4","N",48.742,31.262,NA,3.258
76.863,42.09,35.615,32,32.254,"Class2","L",68.5,38.143,94.485,78.959
58.145,33.032,43.815,36,43.333,"Class3","H",56.957,19.167,26.428,61.114
17.067,92.464,42.835,69,83.359,"Class1","B",54.055,42.214,73.1,53.866
77.688,45.012,31.726,44,38.184,"Class2","L",74.019,24.265,76.915,80.484
62.046,57.183,44.948,44,46.749,"Class3","D",56.181,22.873,25.179,45.8
26.246,18.385,25.808,87,24.927,"Class4","D",14.964,45.214,15.755,13.994
7.273,92.912,86.784,69,80.621,"Class1","M",64.121,34.778,53.512,41.849
15.65,89.502,80.599,70,86.859,"Class1","O",18.649,75.257,65.722,51.87
45.584,80.972,33.016,37,25.677,"Class4","N",29.478,27.971,19.798,13.376
47.005,78.78,42.998,86,NA,"Class3","R",46.624,18.295,24.667,61.575
77.547,46.396,27.502,59,51.016,"Class2","L",70.971,15.279,90.127,82.785
17.622,90.395,81.309,69,81.362,"Class1","D",10.307,46.056,68.134,35.473
31.077,51.251,42.63,21,38.264,"Class3","S",49.924,22.137,22.115,76.154
41.257,28.004,42.091,63,36.185,"Class3","S",36.95,16.684,23.55,87.687
4.667,89.472,35.606,70,83.465,"Class1","G",14.516,67.756,69.179,44.432
37.951,91.365,78.557,71,82.345,"Class1","G",37.286,60.429,93.346,39.034
32.814,69.499,73.777,35,64.512,"Class4","O",50.459,55.135,11.167,14.114
66.701,60.801,41.221,80,38.628,"Class3","R",53.274,18.233,25.682,67.004
34.173,21.927,24.043,94,44.013,"Class4","D",44.617,27.401,30.848,16.516
28.392,91.789,102.422,71,88.226,"Class1","D",63.442,74.962,89.706,69.571
14.206,90.594,42.171,69,87.34,"Class1","O",31.237,22.352,92.872,46.71
77.779,43.053,30.145,59,67.33,"Class2","R",70.704,34.019,82.472,72.793
49.319,24.126,41.716,59,39.445,"Class3","D",35.774,20.22,26.799,78.728
60.049,38.359,39.931,23,46.967,"Class3","D",43.58,18.393,23.777,82.609
77.416,43.135,35.326,75,65.082,"Class2","M",71.279,41.871,94.348,82.824
15.456,89.049,54.809,71,83.548,"Class1","D",28.107,79.436,76.516,51.174
34.591,65.588,41.555,54,40.492,"Class3","R",50.975,16.444,24.523,96.629
77.26,43.436,26.995,71,33.075,"Class2","Y",60.687,20.267,NA,74.928
26.6,47.392,17,71,54.615,"Class4","C",49.533,44.387,31.813,9.091
77.834,41.306,36.942,91,44.691,"Class2","N",59.454,20.347,94.43,84.371
77.249,45.45,24.58,78,39.105,"Class2","Y",70.502,37.932,85.891,83.001
42.459,50.162,26.815,24,62.641,"Class4","C",39.207,33.704,24.906,11.315
22.419,88.834,72.165,69,87.801,"Class1","B",66.347,41.324,75.164,45.341
12.425,88.706,35.065,69,84.676,"Class1","O",41.953,45.031,77.544,51.008
77.513,43.751,26.999,56,13.562,"Class2","R",77.068,20.693,91.587,86.376
33.752,88.948,51.009,71,85.798,"Class1","G",64.775,34.054,90.067,68.559
54.714,25.893,42.201,16,33.822,"Class3","N",52.509,20.052,24.052,49.137
34.179,90.245,58.511,70,84.722,"Class1","M",45.54,26.341,90.62,60.466
28.52,11.11,12.457,83,45.316,"Class4","C",26.423,47.901,32.594,14.245
77.086,42.456,33.493,47,38.077,"Class2","L",66.807,12.157,94.571,90.064
69.785,32.026,43.121,45,47.872,"Class3","D",43.768,19.397,22.977,31.322
-0.674,92.816,27.211,71,85.529,"Class1","O",50.249,56.098,53.491,80.212
20.01,8.2,13.373,28,40.87,"Class4","C",40.221,48.369,13.425,10.481
76.961,45.122,35.07,60,58.356,"Class2","M",80.392,20.701,85.227,72.176
77.786,42.249,40.145,72,57.399,"Class2","Y",92.947,45.901,89.702,78.612
27.168,48.604,23.775,95,52.336,"Class4","D",35.745,45.216,16.927,4.679
77.757,43.949,39.491,61,12.257,"Class2","L",59.95,22.527,93.677,86.312
77.334,44.956,31.939,81,22.38,"Class2","M",69.472,21.512,86.518,80.816
55.137,67.767,42.726,36,38.1,"Class3","S",50.577,20.441,26.202,66.041
35.889,36.187,53.763,97,43.391,"Class4","C",32.311,48.558,15.666,17.063
22.841,61.453,43.362,62,32.28,"Class3","H",42.58,21.007,24.45,77.908
13.691,90.62,18.343,70,86.661,"Class1","D",84.64,64.856,90.083,55.82
48.641,14.264,25.846,71,45.431,"Class4","Z",25.585,38.594,30.369,12.085
77.02,44.133,41.298,46,47.579,"Class2","M",77.05,41.26,77.85,86.421
36.747,66.713,35.611,70,41.443,"Class4","O",23.449,34.121,33.305,12.556
77.674,46.051,33.184,50,35.148,"Class2","Y",60.485,53.977,86.192,86.198
7.616,89.362,61.881,70,84.202,"Class1","B",22.124,40.658,68.575,51.003
52.415,48.582,43.872,66,47.913,"Class3","N",57.656,21.737,26.599,73.512
77.323,43.619,31.657,63,59.64,"Class2","R",75.195,17.501,95.229,79.738
0.868,89.255,60.497,70,81.638,"Class1","D",25.658,38.672,89.583,48.217
60.236,67.007,40.1,70,47.54,"Class3","N",52.673,18.202,24.928,66.773
77.846,46.27,34.405,60,29.878,"Class2","L",61.301,48.661,95.253,72.215
11.944,91.188,86.367,70,86.906,"Class1","O",17.196,56.944,81.263,52.396
21.82,59.813,41.616,46,37.712,"Class3","H",54.76,16.503,24.24,111.186
56.617,21.574,31.5,95,53.627,"Class4","Z",25.547,29.509,35.545,9.373
19.805,66.196,52.408,35,48.001,"Class4","O",42.714,39.817,34.955,10.193
77.585,44.903,27.94,81,55.976,"Class2","Y",61.883,47.1,94.768,84.394
77.707,42.046,26.557,81,6.549,"Class2","R",91.47,29.309,79.818,93.209
77.994,43.615,30.934,69,37.67,"Class2","N",74.48,18.664,81.458,95.189
21.783,88.863,74.274,70,89.891,"Class1","D",12.555,39.634,53.929,50.271
24.355,89.853,74.987,71,86.13,"Class1","G",27.501,8.438,59.774,45.274
23.619,72.008,27.738,45,53.577,"Class4","N",33.283,43.601,16.775,10.05
52.458,38.853,44.717,30,35.669,"Class3","S",41.902,21.961,22.937,105.163
26.835,91.984,86.452,69,87.313,"Class1","G",33.733,18.576,57.617,39.957
53.681,78.887,42.121,48,36.155,"Class3","N",44.997,16.136,23.853,70.074
58.149,61.079,42.636,57,38.595,"Class3","S",60.211,22.195,25.954,73.901
17.815,89.355,64.315,69,86.187,"Class1","O",21.836,60.329,73.08,44.792
77.609,45.129,31.326,42,47.846,"Class2","L",82.83,43.359,76.81,86.434
78.027,46.831,30.705,34,21.988,"Class2","N",69.897,28.956,85.3,91.931
44.886,43.011,-1.147,48,28.495,"Class4","C",30.129,52.526,31.089,19.241
50.662,76.521,42.162,78,39.111,"Class3","R",46.324,20.194,25.75,41.865
40.45,19.632,25.619,27,37.702,"Class4","C",16.713,30.881,20.885,16.786
77.45,42.022,38.588,59,37.285,"Class2","M",83.611,43.708,86.124,91.47
