"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
2.263,63,89.091,"Class2",68.445,30.351,"I",40.469,62.386,47.595,84.973,"G"
54.67,29,89.982,"Class2",67.916,36.869,"C",45.961,44.034,50.124,81.464,"K"
46.145,57,16.639,"Class1",18.932,84.641,"G",82.738,25.991,97.118,52.368,"B"
52.58,70,89.061,"Class2",69.686,37.49,"R",44.026,70.513,44.768,67.326,"I"
23.129,63,89.367,"Class2",74.413,34.032,"R",44.534,88.001,47.612,71.712,"I"
67.224,83,16.83,"Class1",45.94,82.487,"Q",81.927,2.401,98.751,45.586,"B"
68.033,53,21.279,"Class1",24.272,57.268,"Q",81.282,33.593,98.99,55.91,"U"
63.273,27,89.146,"Class2",81.129,43.345,"C",36.6,80.35,48.919,82.362,"G"
80.443,84,18.181,"Class1",24.114,104.772,"T",NA,13.642,100.503,63.415,"H"
51.012,81,89.033,"Class2",75.758,14.402,"C",18.772,47.735,48.053,NA,"K"
57.943,55,19.423,"Class1",24.868,95.924,"S",82.493,37.051,99.647,45.195,"X"
34.788,78,17.41,"Class1",37.281,60.719,"Q",81.607,19.289,97.362,49.041,"L"
4.965,70,16.96,"Class1",18.112,72.765,"P",81.279,31.539,98.935,13.638,"X"
39.332,51,17.738,"Class1",50.223,76.398,"S",NA,29.486,99.22,37.393,"X"
-7.01,89,89.617,"Class2",78.83,47.362,"C",46.942,64.424,42.76,93.636,"I"
38.516,72,89.081,"Class2",84.888,17.627,"I",46.391,72.521,36.024,83.982,"G"
44.296,61,17.497,"Class1",11.164,45.853,"G",82.179,16.419,96.592,51.004,"B"
52.92,54,20.956,"Class1",11.949,82.158,"T",81.563,26.498,99.029,49.484,"L"
48.788,61,89.702,"Class2",73.058,-0.291,"T",19.729,64.818,46.052,65.57,"G"
19.324,77,20.558,"Class1",47.044,70.565,"Q",81.039,24.78,96.904,25.936,"U"
79.544,75,89.333,"Class2",85.654,68.828,"R",30.482,72.014,49.951,41.298,"H"
50.541,92,26.83,"Class1",46.768,72.644,"G",82.504,33.691,97.63,45.517,"B"
20.899,61,26.279,"Class1",50.686,73.808,"G",82.327,20.805,98.056,32.367,"U"
19.548,59,23.463,"Class1",25.954,90.995,"T",81.441,16.554,96.435,NA,"H"
46.78,90,89.65,"Class2",76.977,33.546,"C",20.536,87.357,39.699,90.287,"G"
23.394,61,21.985,"Class1",25.034,93.363,"S",81.954,14.667,98.148,14.606,"X"
25.813,65,28.829,"Class1",52.811,62.515,"Q",82.719,5.898,98.214,53.53,"B"
61.017,72,89.567,"Class2",73.278,16.527,"R",43.999,31.218,49.337,79.155,"I"
26.696,63,89.817,"Class2",58.676,35.152,"I",27.778,63.286,39.205,89.909,"L"
70.963,87,89.682,"Class2",84.522,27.784,"R",44.392,86.589,41.288,80.235,"I"
33.228,82,89.403,"Class2",79.477,28.977,"C",18.303,22.568,49.429,66.138,"G"
6.334,83,22.153,"Class1",49.02,74.252,"G",81.88,12.259,96.421,47.672,"L"
15.388,85,20.266,"Class1",43.316,69.805,"G",81.772,12.317,99.869,43.336,"U"
38.708,63,22.777,"Class1",12.326,94.794,"P",81.548,23.59,100.134,65.031,"X"
73.307,58,17.282,"Class1",49.077,63.428,"S",82.787,14.377,98.765,76.414,"H"
72.763,65,28.191,"Class1",14.213,61.324,"S",81.402,9.536,99.951,46.764,"L"
111.095,51,89.084,"Class2",73.306,59.121,"T",44.556,67.694,39.4,87.945,"H"
46.916,29,89.336,"Class2",85.652,41.525,"R",19.106,47.06,55.712,69.347,"G"
23.244,18,89.242,"Class2",63.08,23.268,"T",38.82,35.517,48.19,76.518,"G"
84.088,58,17.309,"Class1",20.487,78.362,"S",82.006,9.7,96.514,66.269,"B"
63.76,81,89.06,"Class2",69.268,12.487,"C",34.953,44.572,44.085,93.544,"K"
40.537,82,16.881,"Class1",52.38,101.271,"T",81.437,3.853,97.672,45.24,"X"
52.454,89,22.541,"Class1",32.35,85.028,"S",81.838,8.36,97.653,57.247,"L"
56.17,37,89.152,"Class2",68.621,7.258,"R",23.786,56.569,48.219,52.713,"I"
46.661,92,16.686,"Class1",41.282,60.317,"S",81.885,11.277,99.784,37.675,"X"
49.213,76,17.401,"Class1",18.48,82.165,"T",82.04,29.957,98.076,57.915,"X"
45.245,51,89.939,"Class2",66.911,17.76,"R",26.662,28.833,52.433,88.508,"I"
65.378,60,26.075,"Class1",36.931,85.307,"Q",81.842,27.257,98.006,13.101,"B"
46.999,32,89.352,"Class2",74.625,67.869,"T",24.923,60.61,49.146,57.975,"H"
23.276,78,16.706,"Class1",20.338,77.616,"G",81.5,34.161,99.049,71.541,"X"
48.308,20,89.82,"Class2",61.322,39.814,"K",48.047,38.901,45.026,68.982,"K"
35.609,90,89.374,"Class2",78.089,15.452,"T",38.027,25.624,47.332,87.195,"K"
10.846,65,89.138,"Class2",72.518,22.829,"R",19.016,91.096,46.246,58.907,"K"
49.271,84,89.895,"Class2",83.766,43.801,"K",31.197,45.396,38.009,68.055,"G"
62.69,73,19.897,"Class1",54.654,66.857,"G",81.566,13.084,97.283,69.638,"X"
20.152,78,15.523,"Class1",33.694,62.189,"S",82.725,11.682,96.744,46.514,"L"
55.649,58,89.563,"Class2",64.354,29.71,"C",34.1,53.246,40.629,83.289,"H"
27.648,55,89.277,"Class2",77.489,21.08,"I",38.834,84.127,30.964,71.772,"I"
51.325,46,89.406,"Class2",79.747,42.239,"C",24.597,57.247,35.921,64.803,"G"
65.331,56,22.832,"Class1",33.068,81.194,"S",81.366,22.144,98.292,35.145,"L"
65.058,30,89.505,"Class2",73.754,15.301,"R",49.454,26.844,49.381,NA,"I"
62.549,62,23.383,"Class1",21.758,60.928,"G",82.043,18.866,98.523,45.249,"H"
54.846,78,25.446,"Class1",15.799,95.252,"P",81.673,30.758,95.566,72.394,"B"
-3.378,73,89.073,"Class2",60.947,58.467,"K",48.142,93.302,49.787,56.255,"G"
35.693,90,26.061,"Class1",28.788,54.044,"S",81.418,4.354,96.072,62.609,"U"
55.28,55,89.342,"Class2",85.317,46.988,"C",29.275,33.392,52.46,78.566,"I"
63.842,69,89.467,"Class2",82.842,54.527,"R",46.293,56.283,45.607,78.05,"I"
52.532,22,89.589,"Class2",59.829,38.465,"C",48.248,29.324,56.145,60.072,"G"
55.843,71,26.686,"Class1",17.167,106.262,"Q",81.083,6.28,99.427,46.709,"L"
54.782,69,25.673,"Class1",24.343,97.167,"G",81.574,33.071,98.178,59.029,"X"
12.598,69,89.234,"Class2",57.407,53.144,"R",49.578,89.274,40.951,52.134,"H"
82.391,65,89.105,"Class2",62.126,42.869,"C",33.818,80.326,41.967,91.65,"I"
67.068,80,89.508,"Class2",57.511,50.104,"R",25.551,32.923,47.85,91.178,"L"
103.406,64,89.052,"Class2",70.989,34.953,"R",37.059,28.138,40.343,72.43,"H"
41.702,69,20.402,"Class1",31.444,46.515,"P",81.943,27.807,95.508,26.615,"H"
53.708,85,18.913,"Class1",35.966,83.246,"T",81.83,28.727,95.721,27.453,"H"
72.309,53,26.509,"Class1",23.531,92.666,"G",82.904,2.827,97.888,47.537,"L"
23.637,92,16.242,"Class1",11.205,78.052,"P",81.105,30.382,98.874,77.653,"L"
90.581,74,19.62,"Class1",42.54,76.978,"S",82.498,26.076,98.914,46.858,"U"
47.522,68,27.471,"Class1",44.533,76.577,"Q",81.35,31.78,98.624,65.188,"U"
72.511,48,21.666,"Class1",36.396,98.061,"S",82.748,16.75,100.774,48.84,"U"
57.098,60,22.851,"Class1",19.706,96.088,"P",81.953,35.813,99.864,45.073,"L"
32.903,61,20.567,"Class1",53.07,63.82,"Q",82.426,7.589,97.996,55.088,"H"
19.393,36,89.05,"Class2",68.051,27.796,"K",36.93,33.706,52.035,76.847,"H"
22.14,58,89.957,"Class2",71.578,30.287,"R",26.028,67.941,35.939,66.349,"K"
38.017,48,89.163,"Class2",62.217,24.557,"C",23.123,91.363,51.318,75.861,"L"
66.473,62,18.968,"Class1",19.692,76.745,"Q",82.799,22.145,98.327,26.103,"X"
44.688,68,89.193,"Class2",78.264,33.21,"C",21.058,77.59,52.415,NA,"H"
37.287,30,89.753,"Class2",55.414,3.651,"C",28.198,56.378,39.662,64.604,"L"
52.438,62,25.62,"Class1",34.455,48.177,"P",82.457,19.989,97.398,NA,"L"
46.76,53,24.875,"Class1",24.48,84.667,"G",81.406,11.014,97.98,NA,"X"
64.415,75,89.589,"Class2",68.538,47.378,"R",50.412,88.953,44.363,66.636,"L"
21.661,85,89.835,"Class2",83.977,31.314,"T",36.053,88.411,39.801,72.036,"H"
59.649,39,89.763,"Class2",73.589,35.606,"K",47.01,87.764,50.655,77.007,"L"
42.98,43,89.592,"Class2",60.379,11.28,"K",43.082,60.071,51.132,NA,"K"
69.295,67,25.452,"Class1",54.85,87.791,"S",82.636,21.693,96.373,47.58,"L"
46.181,72,89.154,"Class2",60.239,91.396,"R",35.891,64.356,41.2,85.053,"K"
40.349,90,20.492,"Class1",18.669,57.143,"P",NA,11.856,97.835,NA,"U"
65.713,51,20.905,"Class1",16.379,80.561,"G",81.807,13.385,97.11,31.038,"U"
80.417,47,89.61,"Class2",64.785,53.899,"R",27.271,92.075,45.575,NA,"I"
42.44,25,89.471,"Class2",60.582,6.295,"C",22.943,44.793,41.077,70.631,"I"
63.556,72,89.019,"Class2",55.509,45.363,"R",NA,27.94,47.345,75.93,"L"
63.663,79,18.482,"Class1",47.293,79.063,"S",82.347,5.742,97.972,73.63,"X"
49.099,89,22.489,"Class1",40.705,73.651,"G",82.847,9.946,96.345,45.853,"U"
77.112,45,89.727,"Class2",67.422,5.742,"K",33.082,57.281,57.691,77.304,"H"
51.357,56,89.459,"Class2",60.561,72.642,"C",26.628,59.421,52.76,117.609,"G"
75.156,52,22.173,"Class1",10.558,60.789,"S",82.403,25.133,97.438,81.543,"B"
12.343,45,89.979,"Class2",64.74,62.892,"C",28.33,38.197,51.086,74.147,"K"
83.493,29,89.103,"Class2",63.709,40.645,"T",33.291,76.293,51.988,70.764,"K"
38.142,53,89.034,"Class2",63.766,39.349,"C",34.599,39.682,57.339,88.621,"K"
87.354,47,89.869,"Class2",84.92,75.321,"T",45.789,38.622,47.331,68.705,"I"
53.987,81,28.847,"Class1",49.274,75.695,"Q",82.418,1.687,98.707,NA,"H"
46.318,42,89.402,"Class2",64.352,26.861,"K",44.66,72.344,45.656,66.805,"K"
40.8,46,89.877,"Class2",83.642,13.541,"C",50.004,42.656,37.811,83.83,"H"
47.284,71,89.565,"Class2",64.335,32.776,"R",24.45,67.286,46.49,72.362,"G"
43.122,60,17.582,"Class1",14.234,63.47,"S",82.128,24.088,97.581,30.073,"H"
28.375,50,21.064,"Class1",51.355,77.984,"Q",81.25,9.116,98.64,19.111,"L"
47.487,28,89.728,"Class2",79.882,51.795,"R",19.49,63.697,45.41,60.461,"L"
37.589,48,17.169,"Class1",22.778,87.615,"S",82.584,17.491,96.686,66.519,"U"
39.279,27,89.34,"Class2",85.95,28.98,"C",35.506,67.26,41.52,81.747,"G"
44.249,32,89.677,"Class2",84.478,29.001,"K",34.728,27.167,44.928,84.123,"I"
-5.76,59,24.313,"Class1",50.336,62.257,"Q",81.593,6.977,97.677,28.941,"U"
76.8,59,89.419,"Class2",75.077,58.5,"R",44.199,45.856,55.198,65.725,"I"
62.606,57,27.028,"Class1",32.129,69.339,"S",82.766,8.583,98.321,50.317,"U"
41.464,68,89.605,"Class2",84.358,0.219,"I",33.099,64.952,57.104,59.169,"H"
32.648,83,89.946,"Class2",61.246,30.448,"I",22.997,66.702,41.329,58.078,"L"
61.559,60,16.851,"Class1",50.329,82.641,"Q",81.342,30.169,98.983,68.158,"X"
17.417,61,18.566,"Class1",37,91.503,"T",82.051,22.157,98.69,55.276,"X"
85.923,56,15.767,"Class1",52.179,68.289,"T",82.227,27.01,99.592,23.719,"B"
47.352,63,21.102,"Class1",26.747,61.465,"S",81.691,18.319,95.658,31.331,"L"
75.108,48,89.022,"Class2",69.144,42.556,"T",39.73,81.89,53.259,65.361,"H"
62.263,75,89.446,"Class2",60.33,35.111,"R",34.431,74.897,48.201,77.79,"K"
4.179,43,89.562,"Class2",58.152,59.161,"I",22.202,71.052,55.592,82.722,"I"
55.352,61,25.187,"Class1",51.505,60.415,"Q",NA,23.319,98.691,33.258,"B"
29.938,22,89.663,"Class2",71.438,3.902,"I",24.867,68.098,47.302,65.962,"I"
54.548,62,89.135,"Class2",56.438,41.965,"I",NA,26.401,43.269,69.408,"K"
51.13,87,22.853,"Class1",11.482,72.605,"T",81.078,15.193,96.698,22.478,"H"
51.188,35,89.347,"Class2",65.439,63.244,"T",18.389,54.325,50.55,62.691,"I"
59.044,45,89.285,"Class2",82.207,15.202,"C",37.791,85.799,41.984,73.781,"G"
54.454,75,89.982,"Class2",75.947,23.458,"T",36.108,93.154,46.278,77.783,"K"
51.322,82,89.237,"Class2",76.636,29.659,"I",38.907,53.261,55.381,78.016,"K"
-0.086,38,89.001,"Class2",77.691,3.657,"T",34.794,62.658,40.604,67.451,"G"
53.39,56,16.812,"Class1",44.048,72.081,"T",81.316,32.294,98.954,62.334,"L"
49.191,68,89.082,"Class2",64.613,26.417,"K",29.803,89.631,38.649,60.042,"H"
53.789,22,89.119,"Class2",77.105,55.958,"T",NA,56.746,41.292,65.586,"I"
42.692,63,89.257,"Class2",82.825,17.458,"T",44.799,72.821,50.252,NA,"I"
41.085,90,20.367,"Class1",34.483,90.159,"P",82.033,26.78,96.707,17.475,"X"
71.07,51,21.2,"Class1",20.106,82.607,"S",81.75,34.816,99.821,33.59,"X"
48.652,48,89.291,"Class2",69.63,59.314,"K",34.607,58.069,54.491,68.818,"K"
63.617,66,89.199,"Class2",78.969,64.623,"K",50.995,77.134,43.287,55.7,"H"
41.04,58,89.244,"Class2",82.149,29.921,"T",23.781,37.892,44.071,81.713,"G"
39.938,48,15.083,"Class1",38.12,88.313,"P",82.238,22.098,99.154,32.79,"U"
51.127,90,25.076,"Class1",36.326,91.466,"Q",82.892,15.863,96.78,64.714,"B"
46.918,38,89.518,"Class2",63.301,46.635,"I",29.997,25.044,42.508,57.341,"H"
45.808,70,21.078,"Class1",44.35,49.34,"P",81.442,33.435,98.162,NA,"L"
81.105,30,89.442,"Class2",74.121,1.884,"T",39.402,52.442,47.148,79.885,"K"
43.143,84,89.694,"Class2",84.68,37.109,"K",46.467,54.039,43.737,110.971,"H"
27.035,59,89.752,"Class2",55.693,-24.573,"C",33.595,28.334,45.777,58.419,"L"
58.637,74,17.887,"Class1",12.463,102.863,"S",NA,22.298,98.332,22.601,"L"
39.646,88,21.605,"Class1",27.574,80.091,"P",81.752,30.331,97.414,NA,"L"
43.487,66,89.352,"Class2",71.266,9.763,"K",35.759,52.262,47.694,75.315,"G"
40.912,72,24.64,"Class1",43.938,95.174,"G",82.5,4.01,94.658,92.721,"H"
52.225,34,89.773,"Class2",75.959,45.385,"C",35.039,46.93,47.572,58.214,"G"
55.07,51,16.876,"Class1",23.068,83.145,"T",81.502,25.237,96.272,24.795,"H"
108.446,64,15.83,"Class1",40.448,82.666,"Q",82.965,27.985,99.921,41.312,"L"
49.74,55,89.737,"Class2",73.283,50.592,"I",23.901,66.661,47.89,79.14,"K"
73.672,37,89.71,"Class2",68.189,32.523,"K",49.923,52.633,42.273,108.156,"K"
82.439,48,89.832,"Class2",68.446,31.418,"R",48.681,48.265,42.96,91.772,"H"
33.651,59,27.473,"Class1",52.67,78.85,"Q",81.165,8.286,98.577,49.255,"B"
31.591,68,26.134,"Class1",18.554,106.749,"P",81.952,1.386,96.965,65.69,"B"
63.768,87,26.772,"Class1",38.174,60.298,"P",82.822,28.88,99.73,NA,"L"
34.737,82,89.372,"Class2",70.521,36.784,"K",38.954,89.06,36.66,68.187,"H"
4.273,89,89.47,"Class2",70.596,64.501,"K",41.693,31.037,49.597,54.723,"G"
79.453,50,89.748,"Class2",79.128,40.904,"K",31.215,43.856,45.384,62.925,"L"
61.927,89,21.16,"Class1",19.644,61.841,"S",81.445,2.877,97.424,80.617,"L"
52.091,69,28.543,"Class1",54.753,62.713,"G",81.157,30.471,97.901,89.246,"B"
85.443,52,21.628,"Class1",24.255,91.436,"T",82.505,26.199,96.846,36.467,"L"
29.093,60,16.733,"Class1",42.752,93.764,"G",81.678,36.708,99.512,21.173,"U"
42.337,67,89.387,"Class2",60.035,23.382,"I",25.845,57.512,44.644,91.715,"H"
47.717,70,16.809,"Class1",39.578,99.747,"Q",81.738,6.217,99.15,46.759,"X"
58.846,36,89.361,"Class2",75.533,-3.41,"K",30.222,65.454,45.923,76.235,"H"
42.539,72,26.381,"Class1",47.728,71.927,"G",81.835,6.884,98.098,49.165,"U"
59.769,65,89.73,"Class2",66.487,27.076,"C",29.886,83.159,40.21,67.341,"H"
57.206,54,20.877,"Class1",29.921,73.639,"Q",NA,32.719,97.489,53.96,"X"
28.141,49,89.565,"Class2",76.452,41.311,"R",27.176,42.082,44.953,89.3,"G"
68.803,48,89.412,"Class2",75.641,38.439,"I",44.86,50.755,48.284,81.342,"K"
43.104,58,21.025,"Class1",15.178,77.089,"P",81.76,29.226,97.256,53.512,"L"
67.49,78,16.135,"Class1",53.943,103.158,"Q",82.081,31.701,97.663,38.288,"B"
31.144,60,89.01,"Class2",61.052,19.381,"C",50.715,84.396,48.211,60.383,"I"
33.48,58,16.212,"Class1",52.931,81.41,"Q",81.072,4.175,100.55,21.441,"B"
26.024,69,89.866,"Class2",59.153,32.482,"R",31.656,83.768,40.463,61.646,"K"
45.694,53,17.59,"Class1",26.758,64.559,"P",82.546,37.996,98.533,59.072,"U"
61.063,45,89.956,"Class2",71.923,19.74,"I",28.617,81.699,46.28,74.418,"I"
50.515,57,17.129,"Class1",15.055,73.304,"T",81.141,5.559,98.208,58.794,"B"
12.224,63,15.044,"Class1",48.464,66.056,"P",82.791,23.365,99.429,46.838,"U"
63.198,54,18.052,"Class1",26.654,48.794,"Q",82.107,26.736,98.759,53.498,"L"
34.517,45,89.849,"Class2",65.577,62.484,"R",40.977,93.712,47.136,93.665,"I"
33.243,55,15.36,"Class1",49.893,82.978,"P",82.009,10.303,95.855,39.399,"L"
65.858,73,24.023,"Class1",39.34,89.115,"T",NA,32.768,97.013,54.255,"L"
49.585,90,89.423,"Class2",84.083,10.648,"C",49.424,31.494,41.443,90.064,"I"
95.535,72,17.435,"Class1",31.292,90.319,"S",82.568,10.324,96.436,43.498,"U"
46.605,56,21.972,"Class1",36.568,82.36,"P",82.79,31.06,98.594,NA,"L"
83.714,81,89.195,"Class2",80.676,64.516,"R",NA,78.286,46.501,69.889,"H"
43.639,85,27.564,"Class1",17.358,53.71,"G",81.482,14.192,97.791,12.33,"L"
19.096,62,25.241,"Class1",44.844,81.047,"S",82.765,4.151,99.451,21.51,"U"
37.902,18,89.562,"Class2",55.267,43.758,"K",44.695,55.137,41.571,82.276,"I"
32.637,57,21.229,"Class1",45.028,79.568,"P",82.076,14.669,96.575,50.095,"H"
75.002,49,89.546,"Class2",81.715,59.625,"T",22.733,90.578,51.354,66.37,"L"
48.429,91,24.917,"Class1",54.02,90.81,"P",81.065,7.549,97.294,39.368,"X"
13.19,54,89.348,"Class2",68.003,32.284,"R",22.813,64.248,50.021,59.387,"K"
52.656,59,89.685,"Class2",61.493,-3.687,"C",34.744,39.606,47.316,81.465,"L"
63.335,91,17.982,"Class1",48.141,89.673,"S",81.532,15.537,99.504,71.285,"H"
32.674,27,89.208,"Class2",67.018,40.945,"C",50.639,90.232,53.392,99.189,"L"
59.797,65,22.38,"Class1",50.81,81.323,"G",NA,20.505,98.651,42.62,"L"
34.138,66,21.007,"Class1",21.061,100.252,"S",82.556,30.163,98.295,57.034,"L"
32.192,83,89.158,"Class2",57.159,16.194,"K",31.809,91.948,47.107,87.305,"K"
33.307,39,89.167,"Class2",70.687,5.604,"R",21.295,75.033,45.774,101.346,"K"
70.039,91,89.261,"Class2",66.069,37.184,"C",43.088,69.321,47.284,42.481,"G"
50.934,58,89.24,"Class2",60.218,28.873,"K",25.202,71.048,51.69,52.754,"G"
61.521,87,89.844,"Class2",80.073,31.59,"K",21.623,26.747,38.979,76.435,"H"
65.706,82,89.258,"Class2",77.186,25.061,"T",23.915,27.347,46.668,62.354,"L"
50.885,71,15.958,"Class1",48.327,66.897,"T",81.854,32.754,97.322,71.887,"X"
64.371,63,23.577,"Class1",43.581,73.857,"Q",81.632,12.849,97.678,21.544,"H"
85.444,63,18.293,"Class1",43.204,72.196,"G",81.968,19.922,102.77,22.428,"X"
38.822,91,17.54,"Class1",38.157,46.676,"G",82.895,10.54,98.758,24.674,"U"
33.537,30,89.787,"Class2",65.406,58.342,"C",48.876,50.702,50.15,52.433,"G"
59.984,74,89.209,"Class2",67.504,41.559,"K",34.384,70.574,53.835,113.445,"L"
36.498,66,20.438,"Class1",38.337,76.097,"T",82.208,34.641,96.652,50.083,"L"
45.721,52,89.408,"Class2",65.916,22.187,"C",28.58,47.701,46.566,61.737,"K"
56.756,33,89.523,"Class2",59.99,19.265,"K",NA,34.107,42.485,89.219,"I"
11.951,24,89.768,"Class2",78.139,34.528,"R",49.61,40.106,41.872,71.994,"L"
80.914,46,89.923,"Class2",82.411,67.04,"I",43.817,54.084,48.395,56.988,"G"
9.004,84,23.75,"Class1",17.069,74.21,"T",82.607,31.288,97.739,38.6,"L"
52.726,56,22.489,"Class1",25.031,66.01,"T",81.654,12.593,98.592,53.575,"U"
62.059,48,89.093,"Class2",61.029,17.85,"T",50.178,69.058,44.283,NA,"L"
78.858,74,24.659,"Class1",49.477,54.52,"T",82.439,27.374,96.974,46.528,"U"
46.05,27,89.339,"Class2",84.12,29.969,"R",21.803,61.359,55.258,89.528,"G"
27.333,60,89.367,"Class2",60.165,41.754,"T",42.034,88.003,35.003,34.345,"L"
40.014,90,28.157,"Class1",13.917,94.139,"G",82.114,11.016,96.893,50.642,"L"
31.827,62,89.462,"Class2",68.401,38.833,"R",43.64,77.609,46.967,53.655,"I"
29.344,41,89.731,"Class2",66.306,52.983,"T",35.115,71.881,46.868,72.082,"G"
36.694,36,89.509,"Class2",77.992,26.272,"I",42.088,91.342,42.882,79.935,"G"
41.66,71,15.894,"Class1",12.569,111.114,"T",81.255,29.996,99.377,20.476,"U"
26.288,32,89.425,"Class2",77.956,24.538,"I",32.224,54.398,49.312,84.189,"G"
21.623,89,27.362,"Class1",26.937,51.854,"Q",81.296,32.359,97.477,NA,"B"
36.5,56,25.471,"Class1",15.872,55.548,"Q",82.681,34.005,97.731,31.887,"X"
35.795,42,89.632,"Class2",73.996,-23.004,"K",31.183,34.35,40.009,91.504,"K"
62.58,82,21.795,"Class1",53.739,64.856,"P",82.484,34.577,96.386,66.296,"X"
91.572,61,18.574,"Class1",16.751,50.016,"T",81.504,14.43,100.115,64.335,"H"
58.137,84,89.254,"Class2",82.367,50.069,"T",43.809,63.874,42.634,77.271,"L"
56.513,74,89.319,"Class2",61.936,56.816,"I",42.884,49.326,40.34,65.206,"I"
39.663,51,23.813,"Class1",26.974,94.776,"T",81.653,30.038,97.317,31.562,"L"
34.294,78,19.269,"Class1",31.467,76.448,"T",81.446,4.563,97.15,58.377,"B"
52.615,34,89.247,"Class2",81.406,54.295,"T",23.348,77.1,49.746,87.949,"H"
69.273,21,89.455,"Class2",80.432,9.304,"I",49.961,28.907,45.821,70.437,"G"
20.629,52,89.731,"Class2",79.752,36.91,"R",27.558,34.386,48.388,102.178,"K"
22.396,77,89.498,"Class2",81.114,53.292,"K",28.296,81.517,44.342,87.303,"K"
53.222,62,27.575,"Class1",22.908,79.621,"S",82.682,16.017,97.339,41.543,"U"
55.181,80,89.253,"Class2",55.276,28.955,"C",31.26,49.285,44.341,78.013,"K"
91.933,74,15.627,"Class1",34.341,68.364,"T",81.404,8.388,97.709,24.229,"L"
64.114,47,89.447,"Class2",75.513,20.676,"C",35.333,26.092,46.486,68.125,"I"
74.572,29,89.204,"Class2",80.622,48.049,"I",18.072,34.829,37.686,62.444,"H"
36.91,69,20.668,"Class1",47.453,65.673,"Q",81.83,11.625,95.996,46.632,"U"
62.52,58,89.36,"Class2",58.332,48.533,"R",NA,62.917,43.88,72.358,"K"
64.466,66,89.878,"Class2",57.076,39.394,"T",19.276,76.751,47.353,68.527,"L"
56.524,66,89.606,"Class2",57.177,44.185,"I",31.526,25.273,38.227,94.056,"G"
-10.892,79,89.214,"Class2",79.533,25.228,"C",26.225,33.069,42.538,74.325,"H"
16.185,87,23.399,"Class1",15.643,78.042,"Q",81.934,32.796,100.642,66.47,"U"
59.714,30,89.886,"Class2",62.043,46.295,"R",40.522,82.113,50.692,94.496,"H"
40.381,46,89.576,"Class2",75.092,52.266,"C",21.511,84.859,34.128,74.237,"I"
59.984,19,89.041,"Class2",79.341,49.565,"K",49.203,63.036,48.51,82.43,"I"
60.236,33,89.937,"Class2",72.29,33.645,"R",42.993,40.709,46.478,84.846,"I"
19.391,89,89.767,"Class2",75.144,24.848,"C",45.111,93.373,46.333,75.978,"I"
59.708,56,24.417,"Class1",21.233,84.546,"S",82.795,1.197,99.978,27.786,"H"
29.917,91,22.717,"Class1",48.684,81.248,"Q",82.748,15.914,98.674,30.732,"H"
63.509,85,17.573,"Class1",24.019,75.715,"P",82.741,28.288,98,75.455,"X"
71.081,58,24.13,"Class1",34.581,91.968,"G",82.597,25.189,98.499,20.505,"U"
31.146,79,89.291,"Class2",61.767,2.105,"K",21.807,38.91,48.156,67.897,"H"
47.202,63,22.652,"Class1",38.138,78.941,"G",NA,13.479,98.409,77.176,"X"
37.166,79,19.223,"Class1",21.837,104.527,"S",82.804,28.671,97.608,8.258,"H"
32.367,30,89.864,"Class2",85.861,35.14,"I",26.96,59.64,47.197,NA,"G"
64.107,51,89.634,"Class2",67.09,2.72,"K",39.741,70.911,44.99,75.944,"K"
34.114,80,20.608,"Class1",36.323,87.06,"T",82.501,27.7,100.079,55.103,"X"
46.717,40,89.732,"Class2",59.83,48.246,"T",39.488,68.78,49.48,62.536,"K"
98.457,71,27.851,"Class1",49.266,73.548,"S",81.929,20.472,96.233,46.22,"L"
45.724,82,19.526,"Class1",11.412,82.362,"P",82.318,14.264,96.514,47.439,"U"
16.864,23,89.174,"Class2",84.196,44.565,"I",20.619,28.764,56.001,83.498,"K"
26.325,19,89.673,"Class2",67.262,29.443,"I",40.703,49.744,46.58,63.008,"G"
34.967,40,89.847,"Class2",72.126,60.832,"T",18.836,63.56,53.65,86.043,"I"
70.2,49,26.16,"Class1",19.211,63.187,"P",81.238,19.063,97.928,52.494,"U"
10.915,76,24.828,"Class1",20.982,76.776,"Q",81.927,13.135,98.681,55.634,"H"
73.383,90,16.497,"Class1",52.257,79.608,"G",81.197,2.501,98.099,53.633,"B"
36.133,24,89.241,"Class2",59.101,53.069,"R",25.79,45.644,38.315,76.796,"H"
53.865,59,19.222,"Class1",45.504,77.038,"G",82.858,34.381,100.227,39.805,"X"
59.091,73,89.357,"Class2",81.656,39.809,"C",31.288,80.33,49.701,34.899,"I"
42.881,57,89.714,"Class2",76.068,25.931,"R",25.07,30.92,47.163,71.369,"H"
58.604,23,89.086,"Class2",80.241,25.084,"C",19.249,39.077,45.71,68.837,"H"
60.68,86,22.313,"Class1",22.254,84.303,"G",81.42,32.48,99.598,61.295,"L"
50.965,59,17.362,"Class1",28.866,102.79,"P",81.646,28.669,99.026,55.884,"L"
17.871,66,27.745,"Class1",29.499,66.462,"T",82.005,22.596,99.204,30.929,"X"
57.593,57,23.493,"Class1",17.843,80.208,"T",81.705,2.914,98.594,44.947,"X"
40.67,83,27.65,"Class1",14.171,60.043,"Q",81.708,4.751,96.689,34.052,"H"
