"BVS1","XTI2","XHW3","Output11","WVJ4","XOA5","YHF6","RJF7","MQK8","XUZ9","ZRW10"
36.064,57.753,7,"Class1",64.921,20.212,37.105,66.099,33.454,"N",18
39.578,48.83,13,"Class1",62.94,11.843,6.721,71.295,23.936,"N",11
39.918,64.153,7,"Class1",47.962,31.739,43.641,79.755,31.077,"O",24
24.04,40.994,12,"Class1",56.533,24.11,26.337,72.525,26.825,"J",9
63.139,81.431,16,"Class2",22.932,64.244,56.164,29.459,48.073,"J",42
62.751,99.542,17,"Class2",32.985,50.625,49.271,28.754,59.457,"V",17
61.979,87.5,28,"Class2",42.536,88.896,67.308,38.54,61.941,"V",10
29.371,37.694,28,"Class1",63.078,10.772,40.079,68.664,18.954,"A",9
62.672,53.857,16,"Class2",58.576,107.083,65.676,23.962,64.219,"F",14
40.414,41.394,30,"Class1",NA,29.233,26.011,88.965,20.548,"N",25
42.286,51.752,12,"Class1",52.157,44.669,3.692,75.905,29.996,"A",21
42.093,47.036,10,"Class1",42.862,33.281,29.828,77.044,23.493,"N",22
62.666,85.354,13,"Class2",46.494,67.385,6.531,28.408,51.344,"F",21
26.316,57.208,12,"Class1",NA,35.081,16.289,65.998,17.375,"A",23
37.226,44.4,10,"Class1",48.995,16.269,37.432,79.052,17.679,"J",14
63.138,71.187,17,"Class2",40.47,69.117,62.435,36.887,47.558,"K",10
26.454,42.125,18,"Class1",86.221,34.33,28.835,75.006,32.706,"A",17
62.744,91.094,27,"Class2",25.117,45.371,70.519,41.981,62.797,"K",46
26.519,63.744,18,"Class1",17.713,36.611,39.192,81.732,18.267,"D",15
19.658,37.406,30,"Class1",36.542,36.808,20.611,82.899,25.297,"D",11
24.711,65.855,19,"Class1",82.893,28.184,19.51,81.227,15.945,"D",21
32.042,57.634,6,"Class1",50.337,23.486,3.345,81.069,28.99,"J",20
27.062,40.158,19,"Class1",59.373,43.527,3.122,76.222,25.026,"A",18
62.558,71.544,26,"Class2",45.317,86.371,48.971,40.802,64.923,"V",24
62.393,76.979,20,"Class2",53.845,93.695,23.925,14.57,47.727,"J",10
34.757,60.095,15,"Class1",NA,24.908,22.371,80.783,24.746,"D",19
22.197,NA,6,"Class1",97.314,33.168,23.418,86.624,24.829,"O",12
63.966,66.005,15,"Class2",37.97,88.585,4.827,35.209,55.095,"Z",18
19.426,48.46,23,"Class1",73.7,36.359,19.014,74.704,30.931,"D",22
36.394,67.583,7,"Class1",46.094,44.809,45.418,91.409,28.267,"O",17
62.635,94.822,28,"Class2",49.242,43.204,63.671,26.561,54.848,"F",20
31.772,38.519,7,"Class1",51.967,13.002,25.617,79.298,25.148,"N",15
21.667,48.139,6,"Class1",29.081,25.874,34.647,64.433,24.729,"D",19
35.087,54.175,13,"Class1",118.295,5.391,30.605,86.499,31.802,"J",25
24.117,66.892,24,"Class1",42.643,38.541,34.684,63.402,22.619,"D",10
62.492,90.22,21,"Class2",38.041,47.525,34.671,29.411,49.925,"J",30
23.844,46.771,16,"Class1",74.279,18.076,39.602,69.254,34.674,"D",21
63.622,53.465,11,"Class2",51.737,83.945,65.744,31.432,46.246,"V",10
43.213,37.348,15,"Class1",60.027,45.193,29.014,60.085,30.876,"J",23
63.992,81.135,14,"Class2",47.27,49.977,46.766,21.398,45.987,"Z",48
40.773,NA,20,"Class1",65.585,38.737,36.163,82.012,30.513,"O",14
23.647,59.179,8,"Class1",82.473,38.097,8.485,88.733,30.081,"A",20
62.855,59.945,21,"Class2",29.391,78.463,69.914,29.01,44.728,"K",17
62.532,81.861,22,"Class2",45.251,76.768,25.449,32.64,56.985,"V",7
33.681,45.277,31,"Class1",44.896,34.706,19.59,71.96,23.762,"N",16
64.49,NA,21,"Class2",64.832,110.658,48.086,36.272,64.907,"J",40
26.272,53.994,21,"Class1",34.541,36.554,11.693,75.375,17.773,"A",23
62.186,73.695,28,"Class2",27.721,93.64,48.752,27.996,59.875,"J",18
29.972,44.947,29,"Class1",43.297,9.635,13.02,88.608,19.267,"D",12
63.473,78.777,23,"Class2",66.333,76.972,9.195,34.844,43.083,"Z",50
38.926,41.034,5,"Class1",39.246,35.483,37.247,85.817,25.502,"D",17
62.87,95.95,11,"Class2",44.67,66.19,49.82,4.127,49.525,"J",53
28.623,61.716,11,"Class1",20.54,37.262,43.481,82.058,15.345,"O",11
28.486,67.441,20,"Class1",43.587,6.315,39.13,89.936,27.154,"O",20
63.788,72.076,15,"Class2",52.592,75.936,4.59,33.196,49.469,"K",48
64.034,97.398,25,"Class2",45.098,55.193,61.499,39.672,48.985,"K",27
63.483,79.828,27,"Class2",66.12,106.433,70.254,29.889,62.917,"V",43
41.09,47.709,10,"Class1",53.337,11.688,45.271,80.573,18.007,"J",19
63.327,55.133,26,"Class2",57.506,78.109,51.468,47.408,60.902,"K",55
62.609,97.679,23,"Class2",40.416,75.804,46.077,37.783,48.151,"K",17
63.229,85.469,24,"Class2",38.324,87.09,13.856,21.702,43.968,"K",24
62.903,94.24,11,"Class2",39.529,86.189,16.689,43.47,43.811,"K",19
39.088,65.122,16,"Class1",36.848,30.976,3.444,71.783,32.528,"O",14
34.387,67.328,30,"Class1",25.567,43.22,25.5,86.535,30.579,"A",20
28.54,64.377,7,"Class1",38.099,34.533,5.52,91.153,30.412,"N",16
41.42,61.165,11,"Class1",75.556,33.183,40.609,86.057,18.541,"N",21
22.057,58.643,23,"Class1",51.113,16.902,17.161,82.578,33.942,"O",14
50.654,43.41,24,"Class1",39.787,34.571,3.484,92.169,17.083,"J",14
61.019,68.503,18,"Class2",27.659,66.409,7.299,50.544,60.662,"K",7
62.877,79.148,16,"Class2",67.94,77.242,11.846,47.593,57.457,"Z",56
63.325,72.305,26,"Class2",36.657,74.818,37.578,38.824,58.787,"K",27
63.913,58.186,13,"Class2",44.838,87.071,48.113,15.699,57.622,"K",53
30.595,51.63,30,"Class1",54.643,29.759,37.486,80.687,15.932,"A",9
62.22,82.227,23,"Class2",47.649,66.743,43.852,32.373,57.215,"V",56
62.956,91.509,13,"Class2",36.773,62.417,48.111,22.447,46.017,"V",39
62.312,79.216,19,"Class2",32.745,61.479,36.781,44.701,44.663,"J",22
33.673,55.458,19,"Class1",74.472,34.639,24.263,73.294,21.41,"A",18
63.365,50.249,25,"Class2",34.294,59.633,39.183,45.745,57.795,"J",23
36.736,64.787,5,"Class1",42.086,46.613,42.595,82.139,26.083,"D",9
51.291,61.305,12,"Class1",67.481,25.181,15.24,81.176,16.332,"J",9
63.281,61.34,20,"Class2",57.164,61.681,46.854,31.044,54.078,"K",16
64.467,96.899,20,"Class2",43.829,73.162,61.245,32.896,59.79,"V",18
61.919,48.03,27,"Class2",69.199,58.744,42.219,38.843,49.551,"V",27
63.191,55.579,27,"Class2",37.431,97.196,31.247,55.863,58.71,"K",7
62.225,96.978,22,"Class2",35.319,72.923,4.123,55.387,46.201,"K",9
34.303,46.85,15,"Class1",43.036,32.38,33.45,82.051,34.291,"D",19
63.503,85.647,25,"Class2",NA,58.883,37.354,30.094,60.349,"Z",43
63.621,50.779,27,"Class2",68.62,80.684,20.715,51.145,42.295,"F",26
39.427,41.003,26,"Class1",32.956,42.693,37.318,73.773,22.803,"J",15
32.579,NA,16,"Class1",67.956,30.718,36.55,86.873,33.049,"J",16
62.392,78.371,27,"Class2",55.793,89.382,19.438,50.201,49.583,"V",31
28.775,47.115,10,"Class1",66.255,30.141,33.638,73.489,20.027,"J",17
63.728,57.27,13,"Class2",60.001,62.11,49.098,6.03,46.908,"V",17
22.069,59.586,17,"Class1",14.33,27.87,35.951,60.046,19.861,"N",22
63.873,89.188,13,"Class2",40.496,80.953,22.383,28.586,53.605,"J",14
36.351,56.312,18,"Class1",70.164,34.814,35.723,75.743,34.966,"D",18
63.756,60.774,23,"Class2",50.194,54.687,65.122,34.297,52.273,"Z",11
62.376,57.158,18,"Class2",46.79,56.955,22.529,48.454,53.244,"F",8
30.833,47.788,27,"Class1",65.884,42.997,10.784,76.402,25.882,"O",10
61.589,58.06,11,"Class2",51.45,75.85,52.445,41.322,50.172,"K",26
63.415,93.469,28,"Class2",33.22,80.611,46.318,23.853,58.96,"J",48
29.576,65.124,11,"Class1",67.209,18.811,2.71,54.268,23.74,"A",24
34.989,41.077,24,"Class1",87.43,25.568,21.215,65.113,25.153,"J",14
40.614,52.374,16,"Class1",NA,26.058,45.025,83.836,20.258,"N",17
63.096,53.342,27,"Class2",NA,66.222,20.083,25.695,51.379,"Z",53
25.378,37.411,11,"Class1",NA,39.846,7.58,85.588,24.629,"N",20
62.793,84.366,16,"Class2",59.067,101.71,12.186,35.144,62.685,"F",38
28.616,50.39,28,"Class1",68.641,31.797,43.343,76.714,20.287,"A",15
22.827,39.926,14,"Class1",NA,15.685,36.794,86.318,27.319,"D",23
26.068,66.286,6,"Class1",NA,21.094,34.683,78.433,29.652,"D",21
34.396,43.559,15,"Class1",66.241,31.619,42.448,72.453,15.761,"N",16
26.249,48.746,19,"Class1",81.533,17.009,26.473,82.829,32.414,"J",24
17.227,53.243,12,"Class1",69.115,30.849,8.744,73.929,21.231,"N",24
63.041,78.826,25,"Class2",49.721,59.262,54.32,37.169,59.081,"V",54
63.55,52.351,28,"Class2",34.991,71.084,68.55,17.82,60.285,"V",9
62.683,98.944,25,"Class2",20.135,53.095,71.784,55.056,45.344,"F",45
46.86,55.716,13,"Class1",50.391,28.916,18.395,75.023,24.112,"N",13
63.421,95.175,27,"Class2",43.397,88.636,14.942,24.141,55.773,"J",11
43.032,41.339,7,"Class1",68.096,27.445,37.843,77.493,31.284,"O",24
63.165,83.16,24,"Class2",53.397,122.384,53.55,25.839,51.764,"K",28
63.233,46.745,24,"Class2",41.127,50.441,48.586,18.717,61.454,"F",18
22.216,40.719,5,"Class1",58.292,28.746,28.826,77.393,15.611,"A",12
62.752,59.356,19,"Class2",NA,69.311,18.633,42.182,54.322,"V",50
63.464,76.761,23,"Class2",41.611,78.597,67.521,46.966,54.12,"V",49
64.116,57.27,22,"Class2",65.989,68.085,39.179,21.46,52.239,"K",45
63.695,89.64,19,"Class2",NA,64.451,62.513,26.973,55.001,"V",40
31.18,37.069,8,"Class1",78.786,32.916,8.203,81.184,16.446,"D",24
34.085,40.799,7,"Class1",59.218,39.096,18.346,72.432,15.831,"J",14
21.736,45.143,10,"Class1",33.082,19.412,8.952,74.142,18.22,"J",23
63.1,59.1,11,"Class2",43.455,44.528,71.512,13.68,47.644,"F",47
43.349,51.292,7,"Class1",24.382,38.985,6.308,74.993,31.014,"O",24
18.858,56.378,5,"Class1",6.231,20.749,5.266,62.585,32.541,"N",19
27.612,40.448,5,"Class1",91.036,41.277,44.491,75.973,27.206,"O",11
28.675,41.527,25,"Class1",70.574,19.648,29.499,77.022,34.924,"O",17
63.524,46.637,15,"Class2",NA,82.991,61.46,32.435,49.03,"J",38
28.138,NA,24,"Class1",48.193,35.399,2.302,67.672,33.448,"J",23
63.688,99.562,13,"Class2",46.767,52.534,23.095,39.026,63.957,"F",28
24.349,46.736,19,"Class1",57.049,23.518,19.118,87.662,25.751,"A",19
35.735,54.287,29,"Class1",64.924,28.269,45.14,93.388,34.085,"A",17
63.235,91.32,12,"Class2",31.013,88.687,5.349,33.69,61.016,"V",41
63.252,90.817,24,"Class2",36.756,76.082,13.375,51.716,47.673,"F",23
39.3,66.362,5,"Class1",28.756,37.782,37.17,80.614,32.199,"J",15
30.534,46.728,7,"Class1",59.688,22.213,38.562,81.331,16.028,"D",20
62.279,63.416,28,"Class2",48.566,81.957,6.483,22.399,52.355,"K",56
10.463,60.809,20,"Class1",69.648,42.514,32.598,81.801,20.441,"J",18
43.565,46.345,31,"Class1",79.865,31.871,22.994,60.002,19.325,"D",9
36.932,60.732,21,"Class1",51.875,32.678,31.443,68.898,16.075,"N",22
63.3,50.088,21,"Class2",36.079,74.393,12.727,26.936,62.397,"V",37
33.167,58.275,12,"Class1",68.906,29.347,25.546,65.743,33.979,"D",25
46.493,51.014,8,"Class1",42.194,30.676,23.237,90.936,17.012,"O",18
61.384,47.821,21,"Class2",44.832,98.317,36.237,39.826,48.041,"J",18
62.08,54.623,16,"Class2",44.686,82.084,8.115,21.506,42.605,"K",47
19.131,NA,17,"Class1",52.373,31.338,20.256,80.876,28.564,"A",16
33.672,46.17,29,"Class1",33.297,12.213,44.254,73.386,17.64,"N",18
63.127,90.166,20,"Class2",44.016,59.584,29.887,48.886,49.103,"J",40
17.601,62.761,16,"Class1",49.134,33.013,38.042,74.114,18.809,"J",21
37.047,51.838,13,"Class1",17.977,11.595,5.061,79.909,33.659,"O",14
30.817,59.593,27,"Class1",55.188,44.451,4.725,73.259,27.702,"J",14
28.44,60.558,5,"Class1",59.81,34.502,38.12,68.86,16.069,"J",23
35.635,49.334,10,"Class1",77.047,26.39,26.621,88.91,18.794,"A",24
63.086,77.174,26,"Class2",62.291,77.567,15.809,33.053,52.141,"Z",25
63.76,66.321,24,"Class2",35.139,37.793,71.127,39.092,58.125,"F",38
64.961,NA,18,"Class2",27.877,54.502,57.37,36.687,58.652,"F",39
26.141,41.445,27,"Class1",70.079,21.862,21.89,85.427,22.941,"J",21
64.557,75.7,14,"Class2",51.26,51.126,11.617,29.17,59.996,"K",47
43.192,56.217,10,"Class1",NA,16.082,8.52,64.893,18.694,"D",9
48.855,66.532,19,"Class1",85.691,35.259,39.286,69.74,25.207,"A",10
63.171,60.821,13,"Class2",47.806,48.715,50.346,44.818,55.925,"V",34
62.555,70.438,11,"Class2",60.056,89.816,49.199,34.28,54.933,"F",15
62.532,65.489,22,"Class2",40.023,71.21,39.952,40.392,64.733,"J",13
14.959,57.6,14,"Class1",NA,35.905,43.489,74.3,16.608,"A",16
62.958,96.557,15,"Class2",47.531,68.885,29.528,42.328,45.94,"J",30
63.361,76.076,15,"Class2",41.313,63.382,48.796,22.5,46.959,"V",46
33.991,43.538,16,"Class1",40.698,22.684,39.389,84.656,21.472,"J",22
63.637,90.858,19,"Class2",47.552,68.126,39.136,48.096,43.098,"Z",23
29.376,47.357,10,"Class1",58.14,33.625,15.435,68.599,32.472,"A",19
44.556,54.581,20,"Class1",63.526,37.58,34.341,58.406,33.783,"D",25
34.606,42.037,10,"Class1",28.123,26.317,10.986,93.544,20.337,"O",22
63.719,NA,26,"Class2",59.274,87.367,66.247,49.208,50.586,"J",49
63.23,72.278,16,"Class2",28.101,68.431,17.467,29.262,54.738,"F",54
62.687,60.75,16,"Class2",52.098,70.253,28.873,62.449,44.35,"J",41
29.561,56.321,19,"Class1",30.468,27.91,37.088,66.681,15.638,"D",24
63.201,68.967,19,"Class2",24.86,69.292,32.333,23.335,52.268,"J",51
27.575,46.793,12,"Class1",38.034,21.653,40.854,76.329,27.65,"N",25
41.649,59.714,26,"Class1",28.176,33.559,29.548,95.935,26.897,"D",21
63.669,94.786,22,"Class2",42.067,66.228,25.722,22.869,54.998,"Z",8
31.063,62.562,31,"Class1",73.668,35.654,19.439,67.647,28.388,"N",10
27.486,43.933,17,"Class1",60.47,39.87,17.777,58.227,22.551,"J",20
26.457,45.792,5,"Class1",NA,51.825,40.907,81.227,15.075,"N",20
26.319,53.164,13,"Class1",53.049,15.295,26.353,72.05,21.275,"J",14
29.352,47.204,6,"Class1",60.442,24.27,12.067,94.098,29.175,"D",21
32.717,51.094,19,"Class1",26.535,44.289,43.089,68.785,24.236,"D",23
24.786,46.733,16,"Class1",75.982,31.669,12.852,97.414,19.523,"O",17
36.222,64.297,23,"Class1",42.077,17.182,44.603,85.492,18.627,"O",14
37.843,NA,22,"Class1",72.386,32.153,6.611,76.114,32.383,"J",21
34.425,54.886,19,"Class1",37.307,36.737,5.313,80.738,31.002,"J",16
63.109,82.018,14,"Class2",20.694,79.984,33.42,38.334,53.394,"J",42
63.425,73.288,21,"Class2",45.832,69.185,24.167,9.276,47.485,"K",9
28.904,40.759,20,"Class1",61.026,26.993,37.316,85.13,23.138,"D",25
32.361,42.022,8,"Class1",48.459,37.258,12.804,73.043,26.798,"O",11
62.612,92.57,14,"Class2",41.146,77.949,56.598,48.71,46.943,"J",35
63.191,75.612,21,"Class2",48.277,91.661,14.017,57.418,45.519,"K",43
33.369,63.328,22,"Class1",58.41,31.029,39.358,67.096,26.319,"D",20
62.644,66.2,16,"Class2",33.171,83.578,67.87,11.573,44.138,"J",19
26.404,42.22,10,"Class1",30.045,29.479,29.945,82.742,32.426,"O",22
63.536,90.509,16,"Class2",47.178,81.995,37.233,29.822,45.069,"J",51
30.86,NA,12,"Class1",61.346,36.796,37.542,79.623,20.211,"O",12
37.152,38.848,5,"Class1",75.474,31.63,44.986,72.58,31.989,"O",23
64.546,47.135,20,"Class2",24.469,32.775,21.156,51.672,44.69,"J",30
31.526,49.42,15,"Class1",39.351,8.665,19.85,73.786,23.444,"D",19
63.531,89.044,19,"Class2",53.728,64.44,23.034,49.939,46.401,"Z",39
36.59,43.349,19,"Class1",33.642,21.222,11.622,59.447,28.65,"O",19
37.396,50.646,12,"Class1",33.595,31.918,3.631,83.28,17.872,"O",19
62.958,72.515,11,"Class2",44.063,84.466,51.216,32.366,64.475,"V",57
35.179,41.953,16,"Class1",84.494,43.189,27.223,67.397,23.694,"D",20
42.529,47.305,13,"Class1",NA,37.202,22.259,81.392,21.457,"J",11
42.621,59.043,25,"Class1",32.988,41.463,28.286,86.963,19.68,"N",18
18.307,47.961,29,"Class1",64.93,33.388,11.29,68.939,25.713,"D",18
62.794,73.101,27,"Class2",30.4,69.178,61.467,38.618,44.338,"F",38
21.453,39.899,10,"Class1",46.007,25.996,43.671,77.1,27.435,"N",17
38.895,57.785,14,"Class1",33.603,42.58,36.497,67.675,28.626,"J",15
61.984,68.252,27,"Class2",46.995,61.062,51.622,65.967,58.779,"V",26
63.518,91.074,18,"Class2",40.312,96.886,16.861,62.145,60.393,"Z",29
63.523,51.998,16,"Class2",27.928,64.431,40.735,35.558,49.75,"J",24
40.564,40.586,5,"Class1",89.687,25.683,45.245,69.59,19.39,"O",20
28.845,38.984,10,"Class1",49.088,24.505,23.247,89.234,16.008,"J",24
63.265,88.125,22,"Class2",43.633,66.608,6.632,14.279,64.056,"K",45
63.17,65.488,22,"Class2",47.389,102.359,71.615,57.915,59.261,"F",7
26.197,44.455,9,"Class1",43.58,39.749,21.398,100.134,16.41,"J",17
27.235,39.354,9,"Class1",96.679,33.467,26.481,74.282,26.94,"D",25
20.218,49.89,29,"Class1",53.194,40.666,30.401,89.652,26.505,"O",15
29.777,41.694,10,"Class1",73.2,27.279,31.951,83.064,29.525,"J",12
63.695,59.711,18,"Class2",44.479,69.092,21.327,35.71,42.723,"Z",19
63.544,77.525,24,"Class2",55.386,78.875,69.105,39.031,44.908,"K",28
62.746,76.11,17,"Class2",34.686,68.791,62.239,51.24,47.324,"Z",16
31.78,66.417,8,"Class1",49.894,9.362,36.446,93.319,24.519,"N",15
34.102,56.638,11,"Class1",46.823,41.389,31.041,79.618,25.644,"J",14
63.415,52.24,19,"Class2",28.523,39.435,32.254,33.618,45.065,"Z",15
41.979,42.282,31,"Class1",62.735,26.292,10.78,90.704,17.333,"O",14
61.813,53.063,28,"Class2",35.291,77.962,37.328,38.142,43.258,"V",54
27.92,45.212,22,"Class1",25.792,19.747,34.35,72.464,33.143,"J",12
62.199,52.64,14,"Class2",62.677,84.373,69.562,25.659,64.263,"F",17
62.466,69.003,11,"Class2",50.774,51.902,49.872,19.483,58.302,"F",30
29.829,44.534,18,"Class1",28.962,37.963,25.829,85.8,33.841,"N",17
44.445,40.239,9,"Class1",71.145,24.399,43.008,95.548,32.752,"O",14
31.353,39.015,14,"Class1",46.264,30.206,14.82,88.188,30.007,"N",20
34.696,38.565,23,"Class1",68.401,33.072,4.013,80.845,32.598,"O",21
63.817,83.505,23,"Class2",35.743,70.06,46.951,70.783,49.443,"K",38
63.176,99.915,16,"Class2",44.521,82.538,43.097,10.334,46.192,"F",30
36.92,66.51,16,"Class1",47.312,31.494,9.207,80.034,23.035,"J",19
36.162,52.989,25,"Class1",48.918,33.96,30.34,81.008,31.055,"A",25
62.926,56.948,16,"Class2",52.125,52.056,11.366,35.542,63.877,"J",22
36.941,54.492,12,"Class1",56.943,7.756,41.86,75.565,27.315,"D",12
31.01,50.141,18,"Class1",60.801,20.736,4.075,93.885,23.655,"D",14
62.97,58.466,20,"Class2",33.548,68.054,52.649,54.831,60.755,"Z",20
30.51,50.612,22,"Class1",30.934,49.438,41.018,90.713,34.14,"N",14
63.805,66.462,25,"Class2",53.383,75.019,61.606,23.689,60.345,"V",44
32.644,64.859,17,"Class1",65.848,28.487,7.714,87.644,19.671,"O",13
30.262,48.48,9,"Class1",40.799,23.276,35.497,76.813,31.13,"D",19
63.869,63.44,16,"Class2",19.036,52.263,44.429,18.759,52.078,"K",33
41.292,NA,25,"Class1",33.401,33.973,20.686,82.713,24.392,"A",12
35.582,64.316,17,"Class1",80.731,40.115,2.105,73.57,15.057,"O",20
37.781,54.828,27,"Class1",NA,57.067,19.341,102.193,32.402,"O",18
61.892,94.181,22,"Class2",NA,92.851,12.193,25.061,55.781,"K",13
38.528,59.076,14,"Class1",65.636,40.191,13.769,83.922,25.698,"N",15
62.525,88.837,18,"Class2",33.319,62.712,27.766,30.789,62.125,"K",13
28.856,38.21,8,"Class1",28.419,26.121,42.275,83.048,23.979,"D",23
62.126,52.137,26,"Class2",41.389,81.583,63.839,30.564,42.316,"K",45
47.691,67.093,10,"Class1",49.73,22.093,37.495,87.723,24.321,"D",21
61.317,71.432,28,"Class2",56.129,58.904,26.987,39.348,43.152,"J",8
43.9,50.737,15,"Class1",64.882,11.987,12.599,86.203,27.617,"A",16
39.805,62.739,16,"Class1",74.598,23.403,14.448,90.103,18.362,"A",24
61.674,89.93,19,"Class2",40.293,67.112,52.145,41.114,49.009,"K",27
62.827,60.465,17,"Class2",34.458,76.02,52.98,48.163,48.201,"J",18
62.819,58.127,21,"Class2",43.954,106.342,16.517,43.622,63.892,"V",30
36.641,45.086,13,"Class1",42.682,35.952,37.743,79.221,18.329,"D",13
62.174,66.629,24,"Class2",47.098,84.103,29.311,37.865,49.114,"J",46
17.757,53.065,24,"Class1",40.542,30.653,31.18,89.454,32.763,"J",9
64.103,51.74,20,"Class2",49.055,56.923,71.716,59.28,49.918,"K",56
61.823,51.635,16,"Class2",29.689,76.801,35.494,27.52,46.842,"K",36
62.961,73.005,17,"Class2",54.269,85.614,54.752,26.29,51.402,"K",29
50.472,62.829,31,"Class1",16.063,20.2,3.404,93.658,18.77,"A",16
24.386,63.066,15,"Class1",63.406,33.338,32.706,68.748,30.845,"O",12
62.39,99.33,16,"Class2",40.943,72.547,15.122,27.128,42.305,"J",14
43.532,43.455,13,"Class1",63.731,31.879,28.737,81.403,27.003,"D",13
62.788,47.174,28,"Class2",39.774,92.56,53.92,19.791,59.577,"K",56
63.588,64.748,23,"Class2",50.612,64.372,5.859,40.751,49.619,"K",46
24.742,58.262,26,"Class1",74.904,55.781,6.885,80.582,33.44,"O",25
63.098,89.969,18,"Class2",49.228,72.83,59.262,47.504,52.387,"F",48
63.884,NA,11,"Class2",43.517,53.055,18.181,33.942,56.391,"K",31
62.375,NA,14,"Class2",31.529,95.167,15.916,52.302,44.359,"J",13
17.17,45.914,13,"Class1",81.807,32.002,23.324,89.621,30.404,"D",18
28.29,NA,29,"Class1",35.831,15.993,24.282,72.214,19.058,"N",15
62.779,77.733,20,"Class2",22.666,69.851,37.222,33.833,48.768,"V",53
29.998,50.621,23,"Class1",75.387,35.621,11.576,77.415,24.618,"D",12
63.001,62.326,16,"Class2",35.083,42.896,59.762,33.107,45.025,"Z",57
38.162,NA,26,"Class1",65.272,30.856,33.989,63.066,19.92,"J",18
38.16,41.455,26,"Class1",47.892,8.413,32.691,90.712,19.164,"A",25
27.903,67.911,29,"Class1",57.504,33.919,31.121,85.263,18.007,"D",12
25.85,37.364,21,"Class1",29.275,34.837,32.898,76.143,23.242,"N",13
23.375,65.574,7,"Class1",63.887,34.065,27.262,69.347,22.581,"O",23
40.888,45.919,19,"Class1",42.186,39.572,41.435,63.19,33.71,"N",18
62.784,59.262,24,"Class2",27.536,65.781,34.318,60.524,64.143,"J",19
63.263,94.949,23,"Class2",43.384,66.952,53.094,42.525,50.145,"J",26
46.375,65.093,30,"Class1",62.103,15.614,19.254,87.458,16.728,"N",17
63.216,52.653,12,"Class2",51.479,62.688,61.437,49.951,58.253,"V",48
31.697,NA,27,"Class1",55.17,33.257,8.266,77.006,15.645,"O",17
35.671,42.975,10,"Class1",77.761,19.064,24.203,66.598,29.679,"N",21
62.222,51.241,23,"Class2",55.965,74.017,56.75,41.05,44.604,"K",26
31.55,49.402,28,"Class1",48.787,29.529,36.026,87.515,17.322,"J",10
33.648,65.07,14,"Class1",60.588,35.489,23.286,77.464,19.783,"O",23
63.372,94.615,15,"Class2",24.964,63.121,23.588,39.16,60.422,"V",33
27.433,40.188,7,"Class1",57.68,43.879,4.127,67.607,29.832,"J",17
27.916,41.472,14,"Class1",47.868,29.646,21.881,82.332,16.575,"D",21
44.321,41.999,25,"Class1",71.172,35.74,29.68,74.699,20.64,"N",18
63.762,59.241,24,"Class2",43.902,91.977,43.554,40.588,58.553,"Z",26
62.999,77.856,26,"Class2",39.001,65.073,65.283,39.97,50.087,"J",41
62.985,95.675,22,"Class2",NA,80.855,55.315,31.574,48.928,"F",54
63.04,82.204,18,"Class2",36.68,74.896,71.979,36.34,47.92,"Z",31
34.16,66.118,13,"Class1",77.502,36.405,11.302,75.499,27.434,"N",9
60.822,53.348,21,"Class2",40.993,88.179,47.762,35.418,43.99,"V",34
11.859,55.991,15,"Class1",67.783,24.945,31.022,75.405,17.687,"D",10
39.324,62.912,7,"Class1",74.856,37.95,37.427,87.825,32.499,"O",11
63.133,64.55,11,"Class2",46.396,62.554,63.349,23.742,44.054,"V",29
28.175,50.729,14,"Class1",65.343,37.435,37.302,72.95,24.114,"N",21
62.376,75.22,12,"Class2",66.411,92.893,48.557,40.867,57.032,"V",36
62.771,81.564,14,"Class2",43.185,61.418,34.258,8.056,62.446,"F",51
33.019,49.334,22,"Class1",44.716,27.769,13.6,76.854,17.181,"J",10
33.447,39,13,"Class1",63.737,38.999,41.926,71.749,31.254,"O",10
40.254,40.052,12,"Class1",66.679,26.118,44.65,97.186,34.329,"N",15
63.216,67.305,12,"Class2",35.342,66.831,23.511,12.348,49.345,"K",51
21.433,45.923,24,"Class1",44.172,32.818,6.528,84.515,16.934,"D",13
62.706,47.925,11,"Class2",51.125,41.983,14.332,39.206,61.227,"V",46
21.137,67.294,21,"Class1",42.282,33.248,44.473,84.059,28.474,"J",21
63.32,99.018,13,"Class2",54.022,64.882,55.415,24.718,47.801,"V",51
62.737,91.062,18,"Class2",34.681,75.838,25.593,63.842,51.813,"K",28
64.179,66.939,14,"Class2",41.797,64.271,37.105,15.808,63.275,"J",16
63.125,52.086,25,"Class2",63.262,106.961,34.328,23.514,55.349,"J",45
63.515,98.25,23,"Class2",34.659,86.327,19.513,19.308,45.671,"K",26
63.432,55.788,23,"Class2",48.727,71.607,19.124,36.676,49.061,"F",19
28.467,56.187,27,"Class1",49.657,19.153,27.677,81.554,27.449,"J",24
29.216,59.181,30,"Class1",29.035,47.695,30.791,74.609,30.938,"O",9
63.004,53.806,28,"Class2",55.641,61.304,40.956,34.662,44.992,"K",54
10.541,67.295,27,"Class1",51.12,30.105,24.417,73.901,32.037,"J",24
62.917,63.803,21,"Class2",31.404,95.609,6.677,19.712,43.326,"K",29
62.315,84.89,24,"Class2",51.484,72.732,33.483,30.706,58.713,"V",24
33.479,64.833,31,"Class1",31.426,23.714,17.939,80.671,24.089,"A",10
64.099,77.377,23,"Class2",42.867,43.7,43.482,55.167,57.647,"F",17
