"UZX1","AFT2","TRB3","QCZ4","Output14","YGC5","MQV6","LYM7","RIK8","IKQ9","NLX10","FJL11"
-10.242,"J",34,71.518,"Class1",40.275,54.013,64.631,32.834,70.315,16.44,64
82.307,"Z",38,75.363,"Class1",44.577,73.212,63.71,28.325,71.524,29.573,63
13.276,"Z",56,78.947,"Class1",41.2,46.862,57.687,43.363,83.874,113.89,51
22.621,"W",60,71.312,"Class3",31.781,64.807,74.729,66.353,32.669,76.6,70
76.088,"E",71,51.03,"Class1",42.13,72.363,59.257,38.148,87.189,55.608,65
23.544,"E",49,67.826,"Class1",43.024,52.973,65.15,31.424,69.448,101.768,58
26.655,"H",52,85.608,"Class3",7.223,73.5,47.205,55.839,40.544,79.209,71
22.94,"V",44,82.435,"Class3",39.456,74.152,-3.032,64.955,27.488,78.722,63
77.902,"Q",53,42.64,"Class2",60.363,66.556,41.776,60.362,53.83,32.495,65
29.915,"Y",74,85.331,"Class3",33.401,64.581,57.939,57.615,53.45,75.965,67
88.883,"O",48,18.686,"Class2",10.98,60.693,40.248,61.003,52.254,44.126,37
34.991,"W",73,80.658,"Class3",42.83,74.798,62.752,58.137,28.015,88.803,62
55.408,"Z",43,49.267,"Class1",45.575,58.294,64.594,29.346,72.272,89.088,57
52.203,"E",58,69.23,"Class1",41.29,56.332,66.766,39.711,79.694,51.822,60
30.763,"W",71,74.261,"Class3",10.722,74.074,68.623,55.948,25.27,65.914,68
81.853,"C",20,83.726,"Class2",NA,57.386,40.389,58.815,77.299,38.481,31
34.066,"L",43,46.417,"Class1",46.183,57.054,62.411,40.615,69.954,62.643,57
52.919,"C",18,78.923,"Class2",26.08,77.724,41.61,54.167,81.666,46.826,61
25.192,"W",64,69.947,"Class3",34.077,75.473,20.215,65.747,32.031,72.042,63
74.549,"Q",14,6.755,"Class2",31.94,56.257,41.357,57.901,91.478,43.81,50
37.914,"E",16,78.852,"Class2",41.682,86.533,41.607,65.15,86.844,44.278,32
28.554,"H",70,89.926,"Class3",31.018,65.56,102.807,68.914,16.275,81.988,66
36.803,"H",83,87.899,"Class3",26.87,68.782,75.486,74.501,51.668,85.784,66
25.658,"H",72,77.801,"Class3",60.085,74.93,41.224,65.54,40.76,81.795,61
56.57,"E",30,71.486,"Class2",76.964,70.781,41.295,56.151,58.045,36.985,52
54.82,"Z",61,81.203,"Class1",41.577,46.911,58.007,41.788,73.004,60.542,52
36.463,"H",51,73.365,"Class3",26.682,70.839,20.571,59.037,28.019,74.495,60
28.801,"W",61,85.338,"Class3",39.485,73.524,49.285,61.241,55.879,65.039,69
55.125,"E",48,11.379,"Class2",34.594,88.567,40.964,74.608,65.711,44.615,45
30.388,"U",47,85.536,"Class3",35.233,70.475,91.059,69.712,16.17,82.822,68
33.4,"W",76,85.274,"Class3",70.351,75.084,52.702,66.922,34.621,76.813,69
NA,"L",50,68.583,"Class1",43.779,58.321,63.653,37.949,69.807,91.759,51
30.881,"Y",49,70.255,"Class3",18.326,68.015,67.794,64.45,55.491,90.908,63
31.272,"U",67,69.27,"Class3",41.475,71.839,-3.615,57.118,42.468,76.1,64
26.171,"Y",62,78.466,"Class3",35.834,71.475,51.783,74.667,26.876,76.385,64
39.494,"Y",79,84.399,"Class3",37.032,67.707,84.508,64.986,28.002,70.204,71
64.024,"J",38,45.862,"Class1",44.34,76.649,62.331,40.128,77.178,84.221,65
65.999,"G",75,65.634,"Class1",40.578,62.687,63.518,33.848,85.402,60.084,55
39.803,"C",64,8.336,"Class2",12.254,51.839,41.558,43.723,65.252,40.071,48
32.847,"E",32,80.759,"Class1",40.73,76.054,58.412,44.583,76.272,92.605,65
19.036,"J",20,55.462,"Class1",43.777,68.693,57.917,39.153,73.108,57.299,65
83.782,"B",62,73.909,"Class2",44.368,86.496,40.201,44.062,92.736,42.991,34
17.151,"U",73,78.334,"Class3",17.804,74.936,31.988,55.904,47.093,89.63,62
32.901,"Q",7,75.091,"Class2",48.018,89.445,40.173,43.558,83.7,42.943,42
NA,"E",27,10.27,"Class2",72.59,59.799,41.225,42.338,84.49,49.864,64
128.856,"E",22,70.01,"Class2",-11.271,75.032,40.71,41.385,68.807,51.049,38
39.698,"W",56,87.193,"Class3",9.676,67.824,63.293,71.268,41.551,83.729,60
31.165,"Y",77,78.03,"Class3",58.441,72.917,11.026,69.371,19.083,84.071,70
45.963,"W",76,75.685,"Class3",48.629,76.956,29.868,62.128,20.728,81.143,60
85.253,"B",67,78.835,"Class2",41.83,90.303,41.758,52.173,67.097,39.314,43
94.81,"B",58,20.574,"Class2",14.87,71.44,40.806,52.558,60.483,39.868,70
49.461,"H",61,69.944,"Class3",58.976,69.829,-6.637,55.518,48.556,84.42,65
58.052,"G",66,56.111,"Class1",45.393,60.155,61.649,28.663,68.686,60.892,63
NA,"C",23,36.473,"Class2",57.839,85.034,40.312,70.842,71.857,43.434,51
29.058,"Y",48,70.839,"Class3",19.114,76.461,63.74,63.645,26.09,86.498,61
40.476,"E",72,43.577,"Class2",23.875,72.711,41.697,44.276,75.16,43.542,43
41.945,"W",63,90.367,"Class3",35.754,65.45,51.837,74.761,26.629,81.315,68
NA,"Y",70,83.324,"Class3",38.142,64.898,27.147,64.488,55.458,90.379,62
37.655,"Y",55,88.566,"Class3",17.217,70.221,39.496,67.041,26.046,76.037,61
42.164,"H",82,71.619,"Class3",44.388,71.472,24.057,67.38,39.015,83.028,64
28.788,"U",69,89.342,"Class3",59.916,75.151,-2.081,71.931,15.532,85.253,66
30.806,"Y",50,75.786,"Class3",50.663,77.18,49.776,58.274,33.898,72.673,59
81.078,"O",7,53.85,"Class2",50.272,64.455,40.684,74.709,75.508,48.253,37
45.707,"H",63,82.654,"Class3",31.094,71.636,-22.455,71.671,32.779,86.175,65
29.77,"E",28,50.492,"Class1",42.723,63.671,60.895,44.568,83,98.742,51
74.21,"G",65,56.968,"Class1",43.274,67.791,64.736,35.582,73.274,34.778,54
52.956,"C",28,20.098,"Class2",2.765,62.705,41.157,63.791,69.236,43.387,56
3.248,"J",63,44.731,"Class1",39.074,73.69,60.438,33.282,79.715,26.996,57
51.924,"J",61,66.71,"Class1",43.575,61.999,63.46,44.592,79.076,23.64,64
63.47,"E",26,25.739,"Class2",24.439,65.989,41.941,72.394,91.956,29.587,62
26.842,"J",41,54.384,"Class1",45.553,41.249,63.741,44.312,78.691,70.321,61
42.003,"Y",75,72.868,"Class3",16.682,72.988,78.262,71.157,42.855,87.361,67
32.189,"U",78,78.5,"Class3",20.29,64.312,10.032,55.824,28.763,87.404,67
47.17,"G",20,65.361,"Class1",NA,48.419,63.539,31.723,79.829,45.592,53
66.024,"J",17,83.824,"Class1",43.36,60.62,65.204,34.976,68.798,89.219,62
84.375,"B",42,53.657,"Class2",31.194,78.939,41.756,43.35,78.591,33.305,28
38.412,"Q",62,29.376,"Class2",-1.793,80.866,40.664,63.78,86.36,42.668,51
56.619,"Z",60,81.449,"Class1",44.309,64.439,63.815,33.553,84.227,57,54
78.433,"Q",40,81.344,"Class2",41.49,63.396,40.848,62.758,58.109,47.276,51
44.094,"E",15,67.336,"Class1",40.609,51.657,66.686,42.433,79.388,41.963,65
30.369,"Z",30,71.457,"Class1",44.037,64.867,61.029,44.34,80.309,28.761,55
50.17,"E",32,84.045,"Class1",46.83,57.746,65.843,28.443,71.611,15.008,52
2.085,"J",54,49.955,"Class1",45.028,58.093,61.535,34.952,68.172,56.253,56
18.916,"J",43,37.081,"Class1",NA,41.46,66.612,40.526,84.402,46.851,58
66.819,"C",50,61.82,"Class2",54.063,78.26,41.041,53.093,58.148,45.972,31
88.966,"E",63,4.8,"Class2",32.339,51.896,41.357,50.304,64.3,39.581,41
46.57,"C",32,61.683,"Class2",NA,61.259,41.262,65.643,72.314,38.16,56
NA,"L",66,71.584,"Class1",43.547,46.856,64.007,42.496,78.982,-9.7,64
43.098,"W",79,87.654,"Class3",45.851,73.743,81.029,67.587,43.683,87.121,61
58.393,"B",18,35.564,"Class2",34.233,78.487,40.7,66.087,90.949,52.87,30
51.575,"C",18,28.788,"Class2",31.976,71.634,41.301,46.205,56.326,37.751,54
33.596,"H",62,91.191,"Class3",28.612,68.22,51.499,71.088,17.381,85.796,62
26.219,"W",55,91.239,"Class3",10.132,66.191,42.955,66.578,24.382,85.835,59
21.908,"V",64,83.292,"Class3",40.79,71.49,69.312,69.507,28.913,82.69,64
34.267,"V",74,75.069,"Class3",49.099,73.941,83.636,57.159,48.275,84.124,69
4.107,"V",46,83.687,"Class3",41.126,77.326,88.059,65.147,44.223,86.745,69
36.952,"Q",70,80.368,"Class2",62.373,81.64,41.315,46.896,74.315,47.606,32
57.759,"Q",25,22.078,"Class2",NA,56.994,39.833,65.692,93.584,43.68,40
43.049,"H",83,83.37,"Class3",44.172,64.095,25.608,59.214,52.028,94.58,61
94.179,"G",28,36.985,"Class1",44.475,42.037,61.266,37.933,85.597,68.98,61
82.692,"L",27,81.084,"Class1",42.888,49.552,59.574,31.541,79.822,97.878,55
40.181,"Y",68,84.599,"Class3",41.39,69.075,57.267,68.013,36.871,68.626,69
51.249,"E",38,71.726,"Class1",42.465,56.915,62.675,36.214,71.824,26.986,59
5.066,"C",16,74.88,"Class2",NA,55.158,40.936,49.024,83.833,42.132,68
52.344,"O",4,62.509,"Class2",36.524,79.417,39.32,51.383,77.477,45.374,36
79.552,"Q",11,85.166,"Class2",0.898,52.357,40.392,42.28,65.274,29.363,63
51.535,"Z",56,79.268,"Class1",45.649,67.626,68.542,27.573,73.981,45.23,65
42.62,"E",13,79.12,"Class1",48.88,48.444,67.79,43.588,78.583,45.93,63
98.835,"C",17,36.711,"Class2",-15.348,51.411,40.435,42.295,89.483,42.801,56
NA,"E",13,53.08,"Class1",43.867,44.179,64.387,34.302,85.136,61.654,59
52.707,"G",61,38.523,"Class1",50.864,48.077,63.918,38.665,73.941,-24.301,64
49.807,"O",10,55.449,"Class2",33.984,64.786,41.951,64.383,83.964,46.233,54
58.5,"J",30,80.338,"Class1",44.826,51.624,68.23,30.591,86.698,96.209,55
34.911,"W",45,79.223,"Class3",44.31,75.574,30.269,67.1,48.879,75.311,67
31.725,"E",9,33.26,"Class2",39.275,60.723,40.893,45.763,57.876,36.759,60
34.128,"G",33,37.31,"Class1",44.203,63.55,63.238,40.534,81.357,41.484,54
45.976,"U",52,87.473,"Class3",20.442,64.179,87.545,63.285,16.928,76.427,68
72.247,"Q",42,68.655,"Class2",30.919,58.963,41.807,72.495,59.239,42.533,70
40.79,"H",70,68.843,"Class3",58.316,73.869,33.162,60.875,46.331,90.421,70
22.734,"H",63,91.051,"Class3",33.601,72.604,37.494,67.862,51.598,75.038,67
36.505,"J",60,65.094,"Class1",43.164,64.173,62.148,37.022,76.387,75.424,53
68.577,"B",68,7.768,"Class2",-2.44,81.557,40.403,61.854,56.489,45.429,46
13.213,"W",68,70.819,"Class3",31.244,64.327,46.683,69.925,53.376,73.924,63
68.616,"B",12,75.771,"Class2",33.093,69.516,40.164,68.572,60.424,41.125,60
59.304,"C",21,80.406,"Class2",30.877,72.921,40.531,61.406,84.638,39.307,69
52.243,"E",39,60.243,"Class1",47.961,54.13,61.991,27.311,86.517,62.463,57
53.383,"J",31,57.723,"Class1",43.663,56.247,64.294,30.463,76.851,69.534,54
39.527,"C",6,8.197,"Class2",10.294,73.121,41.323,43.106,74.728,42.97,64
50.327,"L",30,64.644,"Class1",40.39,69.495,60.124,44.879,73.975,66.079,58
44.477,"Q",30,7.377,"Class2",47.723,68.996,41.011,45.339,81.245,41.284,54
35.821,"H",45,86.886,"Class3",27.676,69.837,90.543,59.035,50.421,89.868,71
37.886,"C",60,80.175,"Class2",63.411,79.848,41.055,42.791,94.76,39.55,39
38.078,"H",51,77.168,"Class3",34.776,69.097,69.848,73.576,55.046,86.381,69
22.371,"U",74,68.827,"Class3",12.243,70.224,68.845,71.936,41.176,80.436,68
31.847,"H",64,82.426,"Class3",48.247,71.919,21.493,63.974,31.145,93.407,65
43.329,"V",74,67.867,"Class3",52,66.342,102.821,55.353,39.475,76.84,62
62.666,"L",22,60.74,"Class1",42.221,60.683,62.949,31.623,85.64,-0.679,55
19.237,"J",32,69.261,"Class1",40.819,45.894,58.801,33.394,75.468,36.881,58
67.257,"O",60,36.133,"Class2",57.513,76.051,40.658,47.584,68.662,40.879,69
72.644,"J",61,36.79,"Class1",42.666,66.185,62.928,27.684,75.718,87.206,60
90.314,"O",31,75.353,"Class2",3.673,72.364,41.352,57.418,73.623,34.346,56
34.433,"U",83,80.064,"Class3",31.794,66.072,56.189,59.365,18.728,82.423,60
37.405,"C",48,49.718,"Class2",56.871,71.52,40.101,63.306,84.119,44.113,54
30.766,"V",81,75.273,"Class3",17.837,67.088,110.493,57.752,33.541,82.121,71
25.738,"Y",44,75.301,"Class3",53.602,65.732,61.815,66.354,20.262,76.719,61
52.603,"J",69,41.601,"Class1",44.912,64.218,59.343,43.259,78.486,79.456,65
46.73,"H",61,90.368,"Class3",30.411,64.154,31.996,68.24,36.303,73.972,59
56.9,"L",54,36.567,"Class1",46.045,68.421,61.342,37.741,79.856,75.072,64
28.717,"E",76,72.878,"Class1",43.165,63.964,61.81,30.024,87.052,58.523,58
60.682,"C",5,41.978,"Class2",31.48,57.471,40.209,63.396,61.949,31.928,59
55.394,"G",31,71.927,"Class1",45.115,47.676,62.887,46.435,73.646,50.636,62
29.33,"J",27,43.807,"Class1",40.803,62.943,58.666,31.672,78.542,52.189,60
59.04,"J",51,79.592,"Class1",41.65,46.43,67.53,42.759,78.237,73.361,53
67.494,"Z",65,58.391,"Class1",41.232,43.08,63.774,30.551,83.741,44.953,53
65.492,"O",6,80.726,"Class2",45.351,79.661,40.856,74.261,80.257,35.07,57
45.635,"U",76,69.418,"Class3",35.93,73.34,83.669,56.431,22.224,80.593,70
-1.4,"E",64,76.953,"Class1",40.311,55.317,60.198,36.229,84.079,83.053,52
82.065,"E",38,34.78,"Class2",40.636,61.718,40.978,74.826,67.513,40.463,69
45.743,"L",38,78.047,"Class1",42.945,57.8,67.189,33.434,71.724,95.742,60
33.862,"E",17,41.868,"Class1",40.678,74.839,65.961,35.029,86.351,40.39,65
17.225,"G",56,65.496,"Class1",42.988,44.247,60.56,41.467,79.861,100.352,56
38.174,"H",63,78.979,"Class3",34.745,77.198,49.974,57.212,44.488,78.791,71
55.067,"Q",43,38.741,"Class2",5.974,75.554,41.856,70.086,58.485,39.059,30
91.871,"Q",51,84.402,"Class2",57.527,82.142,40.035,44.945,94.963,36.611,66
35.917,"Y",81,68.656,"Class3",39.178,77.25,63.077,73.734,51.631,89.189,63
55.931,"L",75,83.149,"Class1",42.171,48.55,61.78,34.176,74.665,77.643,64
76.395,"E",36,42.365,"Class2",68.775,73.664,42.182,67.499,53.538,39.738,42
101.407,"Z",76,72.019,"Class1",35.448,74.202,63.058,30.815,82.232,52.833,61
30.632,"U",64,90.094,"Class3",34.904,65.811,40.711,56.857,47.274,81.339,62
41.267,"E",51,48.56,"Class1",44.949,56.186,61.563,39.433,81.524,37.385,60
NA,"J",57,74.933,"Class1",40.337,41.24,59.328,44.11,84.131,81.359,56
20.494,"Q",25,36.961,"Class2",3.412,74.482,40.724,69.17,61.665,29.112,51
62.992,"L",17,77.435,"Class1",46.079,53.421,61.286,29.98,81.813,83.07,51
29.533,"W",62,90.161,"Class3",56.417,72.871,0.853,56.668,42.542,85.512,67
27.88,"L",19,59.049,"Class1",44.794,42.813,63.066,28.418,72.467,46.184,59
25.806,"V",49,78.577,"Class3",46.464,74.929,79.35,58.139,43.406,91.498,71
19.813,"L",13,82.938,"Class1",41.735,74.865,64.848,38.615,86.746,64.611,62
71.992,"G",17,77.628,"Class1",44.098,76.121,63.22,46.835,78.208,10.155,56
101.381,"O",53,57.336,"Class2",35.434,57.848,40.711,56.058,64.353,40.945,70
29.47,"U",66,81.493,"Class3",34.632,73.224,13.062,71.357,50.04,89.125,65
34.414,"W",67,87.1,"Class3",36.44,72.973,86.698,65.726,49.082,74.342,62
30.903,"H",79,79.033,"Class3",33.125,71.591,106.062,56.407,49.038,86.772,71
30.045,"J",71,39.863,"Class1",41.103,51.913,66.088,27.847,69.199,22.909,64
42.666,"L",33,68.045,"Class1",42.358,50.43,57.889,34.555,83.533,70.024,60
68.099,"L",42,67.764,"Class1",38.992,68.679,58.719,38.911,83.943,81.754,52
15.288,"Z",23,54.566,"Class1",44.274,64.572,67.491,35.4,79.069,-7.931,61
65.71,"O",51,36.414,"Class2",19.578,81.902,39.929,62.748,84.511,36.67,38
97.734,"B",36,24.961,"Class2",44.165,62.715,41.018,58.49,66.062,40.989,40
26.329,"H",74,71.145,"Class3",26.08,71.384,75.625,67.556,28.129,87.92,60
44.495,"E",10,19.977,"Class2",66.596,52.824,40.249,64.066,81.905,46.206,55
32.199,"V",58,83.716,"Class3",10.921,70.768,51.899,59.145,16.241,68.49,61
42.653,"H",73,91.483,"Class3",5.118,73.013,38.417,57.162,46.753,80.939,71
28.007,"Y",76,84.718,"Class3",43.64,71.447,55.202,65.56,50.466,88.353,63
76.776,"G",40,81.866,"Class1",42.714,47.775,65.272,33.763,85.117,96.553,56
50.472,"E",31,41.442,"Class1",43.638,59.405,61.467,36.5,73.461,39.822,66
35.722,"Z",29,43.262,"Class1",44.844,55.106,61.655,32.874,86.729,67.131,57
26.709,"V",55,91.196,"Class3",41.835,71.291,85.734,74.855,50.953,73.355,61
80.298,"G",55,36.443,"Class1",43.213,67.201,60.855,33.323,81.034,12.834,65
13.571,"J",33,80.189,"Class1",44.889,59.809,60.699,36.845,72.717,7.019,56
32.134,"J",25,62.77,"Class1",40.848,49.276,65.401,35.707,69.799,31.702,59
47.188,"Y",47,80.995,"Class3",29.182,69.913,-18.525,67.976,43.43,91.164,62
42.745,"E",29,9.642,"Class2",84.511,61.299,40.957,66.471,69.119,47.486,56
53.225,"E",50,60.968,"Class2",72.303,84.008,41.424,44.158,68.429,30.138,67
16.18,"J",69,52.968,"Class1",45.286,68.96,64.156,44.586,74.993,54.153,59
74.916,"E",1,3.391,"Class2",NA,53.479,42.014,72.32,89.92,38.35,46
77.438,"G",45,39.922,"Class1",39.187,65.598,59.945,31.679,80.353,23.305,63
58.61,"B",59,18.467,"Class2",25.857,61.355,41.329,43.105,66.107,36.928,59
79.49,"E",13,57.989,"Class1",39.706,62.281,60.394,42.775,80.845,55.985,66
40.917,"U",51,85.597,"Class3",37.863,67.988,57.831,58.894,50.881,73.61,60
30.77,"H",63,68.201,"Class3",53.498,70.354,-10.738,56.822,16.798,103.353,69
21.301,"O",31,55.701,"Class2",19.05,57.87,41.461,73.31,56.702,39.099,51
26.976,"W",76,82.349,"Class3",38.258,67.463,116.636,55.857,49.594,77.697,71
121.675,"E",30,26.339,"Class2",57.662,72.727,40.852,64.378,93.898,42.725,33
33.849,"U",73,71.389,"Class3",32.971,77.25,85.595,73.626,51.423,85.102,63
79.225,"Q",27,44.589,"Class2",40.411,57.903,41.694,71.239,83.747,39.141,56
53.944,"B",13,30.382,"Class2",73.489,53.549,41.834,58.164,59.246,41.324,63
36.625,"E",21,30.462,"Class2",38.726,79.118,40.639,52.383,95.696,36.825,49
19.364,"H",76,78.988,"Class3",46.823,67.614,20.81,71.74,35.507,85.738,70
22.351,"V",61,80.888,"Class3",NA,65.043,107.221,61.239,30.446,72.874,67
33.845,"V",72,72.055,"Class3",24.348,72.488,41.441,61.996,40.725,85.606,62
63.144,"C",62,85.684,"Class2",-15.123,56.276,40.892,45.204,77.216,48.87,55
72.515,"Q",32,10.5,"Class2",101.287,70.959,41.208,72.948,83.141,40.663,47
61.863,"G",59,61.305,"Class1",39.471,58.118,65.299,39.327,73.477,34.007,63
31.593,"V",82,75.142,"Class3",27.245,76.799,30.41,56.125,27.938,87.251,65
NA,"O",54,72.968,"Class2",15.743,52.004,41.095,63.545,89.816,31.958,56
26.666,"W",74,88.368,"Class3",65.948,70.358,70.242,74.722,17.961,81.531,62
48.771,"W",70,73.595,"Class3",28.691,75.25,16.581,72.951,29.998,75.296,60
49.189,"L",76,43.773,"Class1",39.356,45.769,64.079,41.118,75.017,55.364,65
36.92,"W",80,90.697,"Class3",43.637,75.048,101.955,57.578,52.464,65.81,62
84.884,"E",57,58.778,"Class2",1.33,64.119,41.183,45.517,86.837,44.789,30
35.539,"Y",65,68.093,"Class3",44.513,69.233,86.063,61.99,32.726,91.282,63
28.578,"V",75,70.24,"Class3",41.298,68.989,44.8,56.641,28.65,76.668,62
49.165,"J",68,63.244,"Class1",44.744,54.607,64.917,39.597,84.543,36.272,59
30.012,"C",63,67.188,"Class2",27.102,63.972,41.531,45.19,87.968,37.498,40
38.066,"G",77,54.991,"Class1",41.475,61.771,62.664,40.841,78.905,26.042,55
45.117,"E",66,86.808,"Class2",23.438,86.476,41.628,64.022,63.192,43.228,52
30.347,"W",70,86.168,"Class3",27.796,66.019,74.261,65.612,26.548,86.011,59
30.735,"U",50,89.736,"Class3",38.153,70.433,66.603,71.764,26.511,77.96,70
24.503,"Y",81,79.736,"Class3",32.025,67.647,39.365,59.081,45.654,78.711,64
70.456,"J",59,78.407,"Class1",42.467,42.02,58.514,40.128,84.715,92.943,52
45.092,"L",50,72.558,"Class1",46.6,47.777,64.227,41.088,69.635,48.578,64
42.929,"J",37,43.107,"Class1",42.689,50.776,64.432,33.044,82.651,61.611,65
16.63,"J",73,61.19,"Class1",44.029,72.143,63.274,39.923,71.724,108.087,62
32.546,"E",45,14.744,"Class2",65.852,68.659,40.417,58.135,79.734,37.343,37
41.588,"C",2,65.128,"Class2",54.119,78.93,40.658,53.035,89.731,40.96,48
35.294,"Y",51,72.026,"Class3",12.465,66.188,74.195,60.795,47.643,79.687,67
34.114,"U",46,73.358,"Class3",55.483,68.092,75.872,70.7,52.788,89.941,62
70.248,"B",49,63.485,"Class2",52.06,85.831,40.728,51.925,57.714,29.343,35
50.029,"E",52,25.304,"Class2",31.758,54.612,42.267,45.437,88.209,45.203,52
75.32,"E",74,63.546,"Class2",-23.215,82.823,41.169,59.139,95.876,29.81,31
26.401,"H",82,87.321,"Class3",NA,76.833,50.566,69.476,34.054,79.24,68
87.148,"E",64,82.243,"Class1",45.611,72.77,61.602,42.743,74.523,74.337,53
30.168,"O",42,10.551,"Class2",43.629,55.404,40.538,57.204,95.537,38.902,40
23.039,"Z",73,45.398,"Class1",42.924,56.033,62.676,32.318,76.133,105.506,59
43.86,"Z",39,67.591,"Class1",NA,50.798,61.903,43.35,84.008,94.042,53
24.068,"L",52,50.061,"Class1",41.264,63.705,64.221,27.893,80.558,47.008,59
102.664,"E",34,84.098,"Class2",50.764,71.112,41.417,69.306,87.632,42.552,43
21.162,"W",59,75.524,"Class3",28.157,77.361,73.893,68.028,45.694,89.388,68
31.114,"W",66,74.844,"Class3",51.331,64.705,38.158,66.499,20.7,91.355,60
15.93,"L",71,38.021,"Class1",43.734,50.784,55.902,39.457,80.297,21.146,65
85.988,"Q",50,25.213,"Class2",1.199,56.675,41.33,41.916,63.205,49.327,61
25.195,"E",38,50.66,"Class2",30.401,89.648,40.814,61.837,91.551,35.659,49
45.692,"G",64,37.948,"Class1",40.837,74.739,60.576,36.853,68.584,17.95,65
63.941,"E",71,53.359,"Class2",41.123,73.603,41.019,66.454,62.663,46.665,50
32.194,"W",44,70.827,"Class3",40.417,77.07,29.163,62.654,37.753,88.874,69
93.362,"B",16,64.722,"Class2",24.625,85.968,41.207,42.143,65.244,34.082,30
51.53,"O",28,43.936,"Class2",31.241,90.518,41.322,61.745,56.269,51.666,61
27.975,"Y",69,82.671,"Class3",43.832,70.803,-4.025,56.959,19.424,87.891,62
50.458,"J",50,61.16,"Class1",43.408,51.099,61.199,27.21,76.23,82.344,65
32.325,"Y",52,89.162,"Class3",29.61,73.809,98.89,71.203,26.135,85.357,71
87.442,"Q",26,33.166,"Class2",34.595,73.948,41.929,52.333,79.549,39.881,67
66.223,"Q",11,81.247,"Class2",12.904,88.481,40.838,60.562,65.339,37.487,69
27.745,"U",72,85.482,"Class3",39.052,67.995,46.699,66.218,31.398,82.807,66
62.103,"Q",74,43.356,"Class2",55.554,60.224,40.498,53.309,83.644,46.656,60
61.979,"E",46,10.461,"Class2",49.391,57.983,40.754,56.911,83.227,37.316,41
32.452,"V",73,80.959,"Class3",34.576,72.831,85.242,73.24,56.288,83.814,66
65.239,"L",53,81.389,"Class1",43.316,43.833,63.76,37.752,78.203,82.092,54
39.352,"E",52,59.932,"Class2",33.065,83.691,41.367,60.289,80.726,36.398,67
-5.419,"L",76,70.546,"Class1",43.966,63.307,62.082,37.517,76.409,52.376,54
NA,"E",62,82.027,"Class2",33.227,67.9,41.153,54.53,52.828,45.21,65
70.702,"L",12,61.383,"Class1",40.695,59.906,63.087,33.658,73.124,46.021,54
44.831,"C",65,82.738,"Class2",29.895,81.16,42.291,47.553,72.462,43.424,50
39.898,"Y",50,69.058,"Class3",29.968,77.375,60.037,60.245,21.745,84.072,65
26.112,"V",74,71.109,"Class3",38.391,70.595,75.408,70.87,35.835,85.067,71
20.728,"Z",62,56.104,"Class1",41.111,48.715,59.609,43.31,86.934,78.563,60
35.462,"W",57,74.943,"Class3",28.504,70.725,38.488,71.276,37.046,77.712,68
38.075,"Z",40,50.814,"Class1",39.579,48.519,67.568,40.632,74.478,74.966,52
63.844,"E",2,10.831,"Class2",56.151,61.331,40.875,48.072,69.407,47.243,53
18.776,"J",33,58.37,"Class1",47.314,61.904,63.388,32.767,78.231,51.934,64
52.522,"B",58,15.973,"Class2",10.858,68.902,40.087,67.796,95.103,36.431,59
43.824,"W",81,67.64,"Class3",34.446,72.03,70.24,73.268,34.889,92.76,64
107.352,"O",7,36.16,"Class2",-18.554,74.829,41.423,45.004,82.56,32.692,39
28.954,"H",46,79.021,"Class3",36.153,67.72,5.432,69.878,39.998,79.262,61
66.934,"Z",54,83.199,"Class1",45.898,44.032,60.084,28.183,83.106,111.947,59
41.7,"E",42,76.648,"Class1",42.885,42.271,60.008,40.335,77.853,39.527,62
90.798,"L",47,58.913,"Class1",39.709,48.808,65.909,44.387,75.708,51.099,56
79.781,"B",64,58.26,"Class2",35.018,75.012,40.651,66.312,76.488,42.159,46
30.011,"G",58,49.85,"Class1",41.768,62.825,62.946,42.545,85.245,95.153,60
44.626,"Z",56,78.09,"Class1",47.575,53.68,60.931,30.042,76.567,100.457,61
98.175,"C",17,75.555,"Class2",71.409,85.258,40.076,64.392,63.579,30.355,53
61.333,"E",72,72.405,"Class1",46.512,65.053,61.389,42.81,71.034,88.801,56
61.712,"G",75,72.347,"Class1",44.595,72.256,56.665,38.317,70.477,37.125,57
42.687,"E",65,71.427,"Class1",43.768,67.096,59.922,44.879,87.639,11.46,57
27.931,"W",56,78.075,"Class3",36.071,66.925,103.968,59.955,28.317,94.093,67
51.109,"E",49,66.796,"Class1",43.606,48.113,66.837,41.867,78.188,42.444,62
13.504,"L",34,79.781,"Class1",45.367,44.808,62.287,36.587,81.142,51.393,63
49.758,"U",79,83.494,"Class3",48.467,69.039,88.084,72.399,56.89,86.131,67
68.928,"O",1,20.632,"Class2",39.155,73.361,41.132,68.925,63.38,46.992,42
78.69,"Q",3,55.201,"Class2",34.507,74.049,39.001,54.483,89.945,36.862,60
57.96,"J",58,65.479,"Class1",41.268,42.211,60.664,43.388,75.592,51.629,66
102.855,"Q",25,2.28,"Class2",22.297,81.656,40.379,65.564,62.542,45.714,67
43.344,"V",70,91.279,"Class3",37.348,73.985,59.46,72.297,28.072,86.853,61
88.221,"O",63,38.067,"Class2",NA,84.754,42.13,70.7,92.681,39.025,34
NA,"V",66,89.14,"Class3",44.124,67.074,46.023,59.746,42.303,69.466,59
79.943,"Z",61,73.312,"Class1",41.077,61.421,64.992,41.712,70.909,83.405,63
