"PJZ1","LTA2","XEO3","NMU4","RJK5","OXN6","JIO7","WTC8","Output3","QOA9","PBY10"
14.013,38.903,"D",22.327,76.103,"Y",90,54.903,"Class1",39.592,92.073
14.025,72.144,"P",90.849,65.217,"G",79,85.51,"Class2",49.008,24.117
17.032,7.473,"L",92.975,33.828,"R",13,51.889,"Class4",94.889,5.224
19.954,51.715,"W",18.597,84.773,"H",83,77.498,"Class1",38.674,97.562
46.197,53.802,"X",95.408,86.893,"J",64,47.003,"Class3",21.833,15.226
6.538,8.963,"S",85.803,34.821,"Y",16,65.077,"Class4",93.295,7.591
16.745,5.69,"L",84.389,31.447,"Y",23,45.457,"Class4",100.136,3.042
14.492,51.983,"G",10.816,74.152,"K",87,3.48,"Class1",39.404,94.344
15.75,53.343,"Q",NA,84.941,"W",82,46.085,"Class1",39.36,92.196
12.165,15.685,"D",92.741,35.071,"N",16,60.434,"Class4",97.274,7.278
7.953,53.538,"S",18.379,85.856,"H",86,47.746,"Class1",39.155,94.511
37.899,54.367,"I",93.681,84.086,"J",77,29.953,"Class3",22.144,13.804
26.553,19.836,"B",85.478,30.919,"R",19,51.574,"Class4",92.818,2.986
10.725,15.838,"S",85.003,32.642,"N",14,57.918,"Class4",94.747,3.275
23.622,16.537,"L",90.893,32.906,"Y",11,39.78,"Class4",92.902,7.396
18.996,56.006,"W",13.922,74.563,"K",92,74.125,"Class1",39.461,97.021
-7.268,71.243,"J",63.398,26.453,"R",79,85.224,"Class2",56.415,29.007
17.378,16.602,"S",80.125,34.537,"Y",11,51.171,"Class4",98.02,7.429
-0.533,83.569,"K",90.626,29.67,"P",75,85.741,"Class2",39.267,6.756
5.393,79.222,"Z",58.522,54.202,"K",81,85.733,"Class2",48.899,16.195
45.861,55.457,"I",94.767,92.023,"E",59,32.602,"Class3",18.054,15.897
28.137,1.324,"S",90.562,31.099,"O",14,41.509,"Class4",91.914,10.845
10.559,47.203,"D",15.437,79.381,"H",80,-8.959,"Class1",39.271,95.125
14.605,49.744,"W",22.71,81.085,"C",80,43.94,"Class1",39.326,93.619
20.486,28.487,"G",18.065,81.377,"C",92,21.828,"Class1",39.844,91.815
17.331,14.126,"D",89.978,33.097,"R",17,41.461,"Class4",93.912,6.523
9.954,13.298,"L",93.118,35.892,"P",12,55.453,"Class4",97.961,2.713
11.131,30.806,"G",13.705,77.336,"H",87,37.846,"Class1",39.175,97.634
51.588,51.831,"T",93.41,90.22,"E",77,41.104,"Class3",21.522,13.127
16.04,32.39,"D",6.31,76.509,"W",77,66.976,"Class1",39.386,93.31
16.993,7.293,"D",82.427,NA,"P",18,54.768,"Class4",98.734,8.048
3.008,78.757,"M",5.009,27.214,"K",83,85.617,"Class2",59.467,20.372
47.719,51.896,"Z",92.642,91.443,"P",70,32.336,"Class3",25.628,12.61
76.444,51.305,"X",91.506,95.627,"T",75,42.13,"Class3",29.518,17.798
8.632,48.712,"S",12.253,79.424,"W",77,27.221,"Class1",39.217,90.325
17.345,103.426,"K",NA,75.48,"R",87,85.235,"Class2",46.254,47.741
13.729,52.739,"M",60.28,55.902,"P",77,85.916,"Class2",53.4,33.701
5.97,55.847,"Q",19.939,80.575,"H",83,79.846,"Class1",38.862,94.42
11.905,65.922,"K",45.486,42.661,"P",74,85.807,"Class2",51.904,15.372
10.693,16.8,"W",10.657,81.348,"W",82,28.105,"Class1",39.734,91.543
16.003,18.708,"S",83.375,30.749,"P",11,61.155,"Class4",97.759,8.137
13.914,51.036,"T",93.697,84.72,"T",63,28.768,"Class3",18.127,11.317
45.562,60.918,"X",92.947,87.476,"T",83,39.171,"Class3",21.412,16.112
18.603,65.302,"J",73.435,52.951,"G",79,86.064,"Class2",50.778,42.692
5.167,56.372,"D",8.667,86.601,"H",88,24.272,"Class1",39.801,93.646
18.238,63.047,"D",6.683,84.495,"W",87,67.731,"Class1",39.872,90.836
16.956,15.85,"B",82.154,34.626,"N",12,33.559,"Class4",97.493,9.248
21.716,20.336,"S",81.019,31.023,"P",19,66.036,"Class4",94.575,10.981
34.78,57.199,"X",91.691,NA,"R",74,33.306,"Class3",28.479,13.976
9.109,61.024,"J",54.514,77.295,"R",80,85.66,"Class2",58.104,10.268
6.582,65.477,"M",53.912,42.547,"G",73,85.185,"Class2",57.808,52.177
1.288,75.365,"J",45.257,77.043,"R",78,85.808,"Class2",54.143,30.747
22.418,7.528,"L",82.915,29.504,"O",21,37.754,"Class4",96.769,8.069
6.969,37.359,"Q",11.383,79.248,"H",79,71.535,"Class1",39.34,93.702
20.726,44.369,"S",24.447,73.022,"K",87,31.419,"Class1",39.697,91.491
3.644,17.557,"B",86.401,29.957,"R",14,46.353,"Class4",94.531,7.328
9.051,35.722,"G",23.922,83.312,"W",83,52.395,"Class1",39.037,97.776
15.269,63.575,"S",24.423,77.856,"H",87,55.616,"Class1",39.354,91.322
55.707,49.393,"X",NA,84.376,"R",66,34.073,"Class3",20.773,10.238
7.825,80.531,"Z",90.765,63.347,"G",87,85.184,"Class2",55.965,50.057
12.553,66.27,"D",16.305,78,"K",77,59.794,"Class1",40.335,91.871
23.737,10.223,"B",92.529,33.572,"Y",23,68.603,"Class4",94.275,4.53
21.323,67.587,"J",90.6,54.057,"R",83,85.806,"Class2",47.735,17.552
24.648,72.895,"K",53.422,56.477,"K",73,86.056,"Class2",58.691,23.409
17.468,18.452,"D",85.132,30.66,"R",21,45.541,"Class4",94.499,8.058
9.653,64.624,"J",56.779,72.912,"R",86,85.737,"Class2",55.573,66.625
39.985,49.574,"T",93.682,95.372,"E",79,34.412,"Class3",31.914,10.727
15.64,31.941,"G",9.388,83.176,"H",90,44.099,"Class1",39.471,95.037
15.339,69.285,"J",59.143,66.765,"K",75,85.148,"Class2",43.899,56.835
6.909,50.014,"G",14.111,74.737,"Y",81,74.023,"Class1",38.969,96.059
55.174,62.288,"T",95.145,88.473,"P",58,39.682,"Class3",25.906,11.495
18.946,-0.49,"J",89.323,NA,"N",21,54.749,"Class4",96.605,7.658
10.853,36.927,"G",23.541,84.659,"K",78,20.103,"Class1",39.226,93.667
48.611,55.648,"Z",94.242,85.367,"R",59,37.579,"Class3",17.696,15.983
17.121,9.574,"J",87.732,36.315,"R",17,72.604,"Class4",92.982,10.39
37.109,51.527,"N",94.24,95.794,"T",72,50.385,"Class3",22.535,10.532
14.75,54.966,"X",95.738,92.433,"P",60,37.305,"Class3",26.586,17.32
18.653,19.752,"S",90.205,35.656,"O",16,43.284,"Class4",98.175,5.608
0.264,56.529,"K",NA,72.653,"P",84,85.715,"Class2",50.89,6.72
10.465,43.263,"Z",72.7,74.823,"G",80,85.656,"Class2",54.573,14.359
6.055,84.242,"Z",93.953,54.307,"O",75,85.622,"Class2",50.825,21.215
12.182,63.396,"G",6.765,86.503,"W",82,65.712,"Class1",39.361,92.348
18.629,10.643,"D",90.344,30.1,"P",17,41.865,"Class4",97.269,3.005
9.806,58.051,"Z",11.635,60.336,"R",81,85.712,"Class2",60.286,11.506
4.82,71.827,"Z",78.352,41.857,"G",85,85.568,"Class2",57.519,54.444
14.75,18.764,"J",91.737,30.3,"R",16,59.177,"Class4",92.528,5.032
30.119,44.558,"X",94.32,90.914,"E",60,35.546,"Class3",25.87,17.5
12.535,54.115,"G",13.673,73.622,"W",80,19.733,"Class1",39.819,95.371
-0.72,77.923,"J",45.417,52.131,"O",78,85.064,"Class2",55.388,22.329
13.85,37.358,"G",8.635,85.599,"H",90,62.953,"Class1",39.534,93.537
14.994,65.979,"M",5.267,64.94,"R",85,85.644,"Class2",62.863,64.633
17.7,6.913,"L",90.988,30.555,"O",20,63.006,"Class4",94.816,9.376
15.333,45.973,"Q",8.155,82.327,"K",90,23.904,"Class1",40.109,90.963
14.83,7.425,"J",86.09,31,"P",20,77.801,"Class4",97.737,6.014
54.245,50.996,"N",93.669,86.376,"E",57,42.745,"Class3",24.275,15.395
14.47,50.82,"W",7.882,77.371,"K",82,53.235,"Class1",39.085,95.693
52.754,60.62,"Z",93.04,89.635,"E",66,40.924,"Class3",27.958,12.199
34.607,61.478,"I",91.761,88.972,"J",72,37.669,"Class3",20.581,12.082
1.223,63.663,"M",90.201,80.748,"O",81,85.819,"Class2",55.986,54.447
36.262,53.59,"T",94.015,87.623,"P",69,27.824,"Class3",28.4,13.617
29.076,54.67,"N",94.269,86.662,"T",68,25.443,"Class3",25.234,14.74
22.273,5.153,"D",82.398,31.01,"P",15,41.194,"Class4",93.979,8.111
19.623,6.392,"J",86.463,34.896,"P",20,59.921,"Class4",92.444,6.847
15.676,14.428,"D",91.241,35.338,"O",15,61.378,"Class4",97.563,7.746
15.277,63.434,"K",13.292,74.52,"P",84,85.469,"Class2",56.84,39.336
28.534,50.307,"Z",NA,93.739,"T",78,26.239,"Class3",26.191,10.999
12.889,68.814,"Z",81.497,27.611,"G",73,85.416,"Class2",51.84,34.289
13.015,44.057,"W",21.959,77.934,"Y",82,69.171,"Class1",39.225,90.268
3.05,59.625,"J",75.359,27.208,"K",74,86.234,"Class2",50.864,6.393
19.121,9.578,"J",86.154,32.69,"Y",13,54.236,"Class4",95.135,10.681
58.374,53.422,"T",93.999,95.331,"R",62,47.483,"Class3",25.774,14.251
2.057,57.428,"Q",14.513,85.292,"W",80,91.756,"Class1",39.504,92.357
24.705,55.502,"X",94.402,86.183,"T",84,32.892,"Class3",20.622,16.221
20.952,9.34,"D",NA,NA,"N",23,59.774,"Class4",94.74,4.82
38.765,57.471,"T",95.875,94.61,"P",74,42.746,"Class3",31.35,17.876
21.069,61.616,"T",NA,NA,"T",82,34.23,"Class3",22.512,11.646
12.335,59.408,"G",20.213,NA,"H",89,69.43,"Class1",39.583,92.574
14.82,9.49,"B",92.839,36.379,"Y",19,40.707,"Class4",97.134,9.25
41.05,43.833,"I",95.572,93.549,"J",83,43.843,"Class3",24.983,10.316
11.198,43.408,"S",12.321,74.031,"C",82,43.688,"Class1",39.109,91.745
13.323,51.278,"S",20.841,74.881,"K",82,48.364,"Class1",39.304,91.491
34.608,50.14,"T",94.472,91.594,"J",65,48.863,"Class3",24.145,10.916
16.817,15.261,"S",81.603,31.752,"N",15,61.003,"Class4",95.129,2.917
11.616,73.097,"M",60.78,34.485,"R",80,85.678,"Class2",47.528,13.598
14.753,24.595,"D",17.121,86.825,"K",92,29.154,"Class1",39.449,93.233
10.358,62.307,"P",36.396,51.53,"G",72,85.459,"Class2",46.43,27.8
38.119,59.146,"Z",92.043,92.432,"E",76,40.031,"Class3",14.809,12.109
8.08,49.373,"I",NA,84.919,"J",68,44.137,"Class3",25.913,13.002
25.696,79.518,"Z",27.934,65.37,"G",77,85.67,"Class2",64.182,65.035
1.122,76.445,"Z",41.446,56.386,"K",78,85.75,"Class2",58.165,41.74
10.59,79.064,"Q",18.44,85.465,"K",85,34.954,"Class1",39.83,95.264
28.5,18.143,"S",85.868,33.499,"N",18,59.29,"Class4",95.114,5.389
21.473,69.962,"P",89.709,76.955,"K",76,85.09,"Class2",56.427,10.118
17.956,15.115,"S",18.468,78.931,"C",92,32.068,"Class1",39.697,93.044
10.005,87.894,"G",15.108,77.42,"W",77,49.196,"Class1",39.165,95.745
3.671,53.85,"G",10.564,76.548,"H",84,35.043,"Class1",39.216,93.267
12.035,42.58,"W",7.695,80.726,"H",91,1.676,"Class1",39.308,93.307
23.658,81.128,"M",61.465,56.166,"R",87,85.769,"Class2",45.856,33.71
36.182,61.413,"I",91.739,86.651,"R",65,45.011,"Class3",25.49,14.676
21.002,57.029,"Z",93.289,90.884,"E",76,41.895,"Class3",26.188,11.09
19.547,69.545,"K",80.91,72.401,"P",87,85.476,"Class2",62.315,67.851
59.112,58.687,"Z",92.907,86.88,"J",79,43.43,"Class3",24.805,10.12
11.886,17.387,"J",86.065,35.047,"N",14,63.447,"Class4",91.809,2.818
13.553,8.61,"B",93.444,31.391,"Y",13,55.339,"Class4",94.026,9.275
25.657,64.757,"N",95.929,87.793,"E",64,43.884,"Class3",23.17,14.819
0.168,73.005,"P",80.106,43.913,"R",81,85.89,"Class2",54.626,24.845
45.094,53.601,"N",92.124,95.058,"E",57,40.227,"Class3",17.502,10.902
10.457,72.949,"S",18.204,80.192,"W",82,54.458,"Class1",39.176,94.566
29.306,8.542,"S",92.216,30.232,"Y",11,38.596,"Class4",93.091,5.317
16.657,15.939,"D",89.912,33.392,"O",22,50.199,"Class4",94.381,7.882
47.004,59.625,"T",94.892,88.349,"T",79,48.517,"Class3",22.927,12.959
15.894,24.406,"D",19.73,84.84,"W",84,57.929,"Class1",39.453,97.657
4.434,72.758,"P",32.524,55.109,"O",74,85.724,"Class2",56.794,67.706
13.273,43.423,"Q",24.74,79.427,"Y",78,20.376,"Class1",39.466,94.758
36.925,52.05,"X",93.899,90.443,"J",66,40.006,"Class3",28.117,12.104
20.672,16.564,"B",84.609,29.827,"R",14,37.708,"Class4",91.533,8.032
28.757,3.076,"B",81.718,32.402,"O",16,72.771,"Class4",96.138,2.558
37.081,61.746,"X",NA,93.801,"P",82,35.831,"Class3",26.647,16.85
13.269,59.584,"W",21.707,80.166,"W",87,46.623,"Class1",40.01,92.362
18.094,15.698,"B",82.067,34.14,"R",12,24.532,"Class4",96.633,5.576
5.218,63.566,"M",16.745,46.123,"G",86,85.097,"Class2",49.283,33.388
10.466,69.754,"D",11.767,81.092,"K",79,16.9,"Class1",39.557,96.534
28.874,58.454,"T",92.841,89.62,"P",68,38.531,"Class3",24.934,11.767
47.253,49.393,"N",91.231,87.849,"J",76,49.108,"Class3",24.716,10.136
46.554,46.673,"I",94.362,90.366,"P",64,34.686,"Class3",24.769,12.63
19.494,7.267,"D",83.198,31.611,"N",14,40.998,"Class4",97.814,4.741
42.362,46.19,"X",91.531,91.242,"R",79,41.684,"Class3",25.055,10.88
5.39,5.081,"B",80.476,33.63,"N",13,53.24,"Class4",94.362,4.656
9.684,11.08,"D",85.827,33.364,"R",18,48.032,"Class4",89.822,4.089
46.308,59.667,"X",91.188,84.754,"T",80,48.507,"Class3",26.423,11.767
19.491,13.422,"J",86.81,33.35,"O",23,56.259,"Class4",95.079,4.619
14.218,5.63,"L",89.545,29.863,"R",16,40.635,"Class4",99.419,5.272
39.31,57.244,"Z",95.197,91.582,"J",83,35.757,"Class3",24.577,15.836
9.81,68.543,"Z",14.554,32.275,"P",81,85.766,"Class2",62.045,55.576
37.714,52.888,"I",94.344,90.545,"J",75,34.132,"Class3",17.348,12.784
15.599,54.207,"J",86.603,71.242,"P",88,85.255,"Class2",56.566,51.698
7.386,66.178,"S",14.202,79.027,"C",91,52.233,"Class1",39.513,94.201
26.326,59.646,"M",4.701,65.491,"K",83,85.098,"Class2",57.208,33.493
20.669,12.294,"S",80.059,31.447,"P",14,22.065,"Class4",90.498,3.651
6.869,68.005,"Z",49.823,30.928,"G",82,84.95,"Class2",44.466,55.796
24.758,75.619,"M",15.461,65.129,"G",81,85.732,"Class2",52.468,33.9
15.123,13.337,"D",92.259,33.422,"O",15,81.974,"Class4",93.315,8.615
9.553,67.25,"Z",92.727,61.238,"R",82,85.821,"Class2",49.737,22.468
11.287,69.739,"G",16.298,73.55,"W",79,28.533,"Class1",39.678,93.001
8.35,57.789,"P",71.573,47.632,"O",79,85.397,"Class2",59.668,23.903
21.918,8.286,"S",NA,31.613,"N",14,63.084,"Class4",95.961,2.828
47.419,58.993,"X",93.135,NA,"R",58,43.984,"Class3",25.823,15.179
18.729,13.087,"B",85.699,33.685,"N",13,50.148,"Class4",96.688,4.303
25.534,62.004,"Z",91.719,95.055,"E",78,37.204,"Class3",21.706,12.285
12.42,32.897,"Q",NA,76.734,"Y",87,71.463,"Class1",39.536,90.383
32.4,50.549,"N",94.433,93.669,"T",78,33.825,"Class3",27.561,12.171
24.992,57.116,"N",92.076,91.828,"E",68,30.78,"Class3",23.824,14.538
5.066,77.42,"Z",10.126,37.994,"O",81,85.621,"Class2",53.817,53.667
36.418,54.092,"N",95.926,91.821,"J",68,38.615,"Class3",20.747,12.232
63.467,49.794,"N",94.214,89.813,"E",80,39.524,"Class3",24.397,14.752
31.573,55.102,"X",91.922,85.445,"T",67,44.422,"Class3",30.287,14.181
28.032,55.138,"N",93.376,86.687,"T",73,37.901,"Class3",22.719,10.411
5.09,45.65,"S",15.699,NA,"Y",81,83.117,"Class1",39.664,96.72
16.893,17.139,"B",89.061,35.211,"N",15,45.509,"Class4",96.909,10.275
16.227,24.11,"B",89.397,31.195,"R",12,42.174,"Class4",93.748,2.183
5.987,75.657,"P",72.937,81.1,"K",84,85.421,"Class2",57.833,64.472
27.842,55.094,"X",93.476,84.445,"P",63,46.591,"Class3",21.654,17.297
30.392,59.189,"Z",94.709,93.411,"E",80,42.344,"Class3",27.019,13.242
18.974,22.61,"S",86.462,34.368,"N",20,68.057,"Class4",99.215,5.639
24.638,59.048,"I",94.459,92.356,"R",74,35.65,"Class3",27.034,11.304
14.826,61.881,"Q",24.28,84.616,"Y",84,55.301,"Class1",39.849,91.588
13.902,60.103,"N",94.879,94.166,"T",79,42.218,"Class3",29.345,15.581
15.951,30.164,"S",24.227,75.785,"W",77,65.217,"Class1",39.975,93.117
21.299,18.783,"D",NA,29.724,"R",15,46.369,"Class4",97.634,4.098
30.653,15.424,"J",83.431,34.802,"P",21,44.49,"Class4",101.119,10.958
12.605,54.195,"I",94.534,94.487,"T",64,38.606,"Class3",25.581,12.257
21.159,46.181,"X",92.559,92.501,"T",78,39.53,"Class3",28.223,12.019
9.671,35.176,"G",7.604,76.984,"H",93,72.984,"Class1",39.463,90.952
18.275,55.901,"G",7.724,79.669,"H",87,51.959,"Class1",39.581,96.644
31.259,48.344,"N",94.622,85.567,"P",80,35.722,"Class3",26.313,14.699
-0.299,62.173,"K",NA,57.329,"R",73,84.979,"Class2",50.518,12.95
9.576,60.512,"J",87.487,76.455,"G",72,85.239,"Class2",57.618,18.857
24.369,69.549,"J",68.962,30.13,"P",72,84.615,"Class2",51.529,24.045
10.645,72.738,"G",17.525,83.714,"H",83,29.009,"Class1",39.649,90.824
19.788,32.369,"S",16.187,78.384,"C",91,54.467,"Class1",39.729,95.978
21.071,19.289,"D",88.299,35.693,"R",20,49.628,"Class4",95.839,5.136
7.201,76.362,"Q",16.779,73.494,"H",79,28.818,"Class1",39.512,92.398
5.819,80.173,"J",13.564,80.112,"O",84,85.44,"Class2",52.979,25.396
13.845,15.138,"J",85.965,36.688,"N",19,72.624,"Class4",93.282,4.686
20.778,11.198,"S",86.244,30.861,"P",11,66.751,"Class4",93.722,8.686
2.643,73.804,"Z",72.928,26.564,"R",87,85.86,"Class2",62.564,49.06
16.894,31.855,"G",13.074,79.113,"K",79,34.541,"Class1",39.555,90.209
12.458,78.837,"J",14.201,NA,"O",73,85.586,"Class2",55.553,7.608
21.551,54.943,"D",11.32,74.054,"K",92,11.527,"Class1",39.069,95.232
25.383,2.726,"S",90.088,30.373,"P",15,54.449,"Class4",100.158,9.186
13.888,72.515,"K",48.202,47.505,"K",75,84.888,"Class2",54.281,22.352
3.288,59.644,"Z",92.182,56.277,"G",79,85.586,"Class2",50.444,59.1
21.528,58.768,"N",93.711,93.493,"R",79,28.439,"Class3",25.611,10.712
10.619,49.782,"D",7.637,79.83,"W",85,40.707,"Class1",39.484,95.763
18.045,88.106,"J",26.599,76.807,"R",82,85.05,"Class2",47.337,43.639
37.053,61.911,"T",95.346,91.88,"T",70,44.516,"Class3",18.09,13.932
2.187,72.957,"J",5.94,79.222,"G",73,85.056,"Class2",48.893,35.04
19.067,60.117,"D",19.035,NA,"C",90,60.328,"Class1",39.337,93.771
16.487,42.111,"W",8.779,80.968,"C",81,50.044,"Class1",39.04,97.418
52.519,53.608,"T",93.394,88.042,"P",68,44.578,"Class3",21.528,16.51
58.073,57.205,"Z",93.918,90.704,"R",78,43.288,"Class3",19.165,16.013
7.599,76.844,"P",27.198,45.133,"G",72,85.003,"Class2",58.364,13.183
15.504,11.281,"J",86.557,36.096,"O",17,40.156,"Class4",97.874,5.731
15.823,11.468,"D",90.857,31.643,"Y",18,52.368,"Class4",94.615,2.165
38.466,55.058,"Z",94.582,90.544,"E",67,41.948,"Class3",20.106,11.162
13.196,79.157,"Z",15.659,NA,"K",72,85.342,"Class2",60.249,50.03
16.16,60.712,"X",95.856,85.904,"T",77,41.58,"Class3",26.001,14.674
11.736,36.819,"W",12.158,76.655,"W",91,42.816,"Class1",39.718,96.915
28.977,76.773,"Z",78.338,32.495,"K",75,85.502,"Class2",45.196,9.505
23.177,75.19,"Z",35.808,75.917,"P",76,85.952,"Class2",50.736,14.762
16.291,42.441,"Q",20.07,77.602,"H",85,37.717,"Class1",39.368,94.626
9.494,77.504,"Z",37.412,71.044,"O",79,85.363,"Class2",57.241,69.393
18.53,20.435,"S",90.309,31.941,"O",12,55.29,"Class4",99.662,8.218
23,13.779,"B",81.482,35.21,"Y",16,44.435,"Class4",93.319,9.705
38.779,59.603,"X",91.72,84.492,"R",61,54.341,"Class3",20.305,11.521
6.655,67.028,"G",12.189,77.645,"H",89,62.336,"Class1",39.542,94.832
19.718,60.085,"P",77.303,30.224,"R",76,85.867,"Class2",65.707,49.878
14.836,40.429,"Q",16.373,80.86,"Y",77,69.505,"Class1",39.77,91.289
19.775,21.858,"J",NA,36.877,"N",13,57.832,"Class4",95.132,10.962
7.491,67.149,"W",21.042,80.215,"K",78,57.433,"Class1",39.454,95.613
24.165,10.99,"B",83.049,36.696,"P",13,26.85,"Class4",93.976,6.44
18.753,97.255,"Z",83.705,52.769,"G",74,85.256,"Class2",47.187,27.24
32.394,53.074,"I",91.982,88.178,"E",63,44.47,"Class3",25.182,15.858
11.277,44.945,"G",21.466,86.198,"Y",85,50.096,"Class1",39.891,96.425
18.992,17.943,"L",82.91,36.624,"O",15,48.894,"Class4",94.281,6.561
11.73,70.977,"K",43.764,49.56,"P",77,85.576,"Class2",48.898,49.928
12.485,3.294,"L",80.333,32.401,"O",23,49.37,"Class4",92.391,9.954
18.454,67.37,"G",22.687,84.112,"Y",92,109.769,"Class1",39.051,92.554
18.836,56.307,"S",10.862,83.695,"Y",83,74.842,"Class1",40.064,91.405
17.202,38.088,"W",6.803,73.945,"W",84,37.356,"Class1",39.311,93.738
10.899,52.736,"W",11.574,83.923,"Y",85,32.705,"Class1",39.245,92.554
21.264,17.308,"B",88.533,34.497,"P",12,30.334,"Class4",97.252,5.288
12.885,43.178,"D",8.428,85.807,"Y",92,19.042,"Class1",39.699,95.926
15.397,50.403,"N",93.387,87.349,"R",73,30.282,"Class3",29.472,17.603
10.421,9.976,"L",90.2,34.133,"P",16,39.183,"Class4",94.855,3.229
20.816,9.811,"L",82.532,31.614,"R",12,31.404,"Class4",102.558,3.96
16.571,7.646,"B",91.533,36.267,"O",22,67.002,"Class4",93.681,5.202
26.992,48.902,"Z",93.978,92.265,"P",62,33.565,"Class3",31.04,15.943
11.895,44.398,"G",10.377,77.817,"K",89,68.996,"Class1",39.124,94.067
12.814,82.349,"M",47.681,41.374,"P",76,85.705,"Class2",53.631,59.977
0.698,66.863,"M",68.812,41.405,"K",79,85.247,"Class2",68.619,34.205
4.422,23.764,"G",10.256,83.895,"W",93,52.81,"Class1",39.879,92.125
32.588,57.811,"X",93.373,89.496,"R",69,33.536,"Class3",21.744,15.875
41.717,57.988,"N",93.033,88.328,"R",81,41.561,"Class3",27.348,13.867
16.046,-2.078,"D",91.2,29.727,"P",15,73.866,"Class4",95.715,8.604
15.318,66.217,"P",32.407,56.975,"P",74,85.441,"Class2",59.915,44.049
63.027,55.834,"Z",91.843,85.372,"E",67,42.008,"Class3",20.04,17.663
14.459,69.702,"M",94.215,53.271,"G",81,85.686,"Class2",52.189,14.503
-3.645,56.821,"K",17.887,NA,"P",73,85.778,"Class2",49.02,6.958
16.344,10.208,"J",93.969,31.309,"P",22,54.969,"Class4",92.631,7.995
34.804,50.665,"N",94.005,90.602,"R",71,45.014,"Class3",24.292,13.625
42.31,53.109,"T",93.714,87.234,"P",71,46.472,"Class3",23.615,16.899
9.096,45.758,"S",16.937,82.976,"C",82,57.917,"Class1",39.485,90.755
43.926,52.285,"X",95.18,88.261,"P",67,41.443,"Class3",29.148,11.823
14.108,77.315,"Z",43.866,75.995,"R",83,86.011,"Class2",61.834,17.133
14.175,35.122,"W",10.82,81.618,"Y",77,46.805,"Class1",39.056,97.708
31.942,8.551,"J",85.654,34.834,"P",11,56.449,"Class4",96.861,7.108
9.687,70.682,"M",62.703,44.867,"O",84,85.359,"Class2",70.466,46.471
13.782,56.24,"X",94.105,85.675,"P",76,35.48,"Class3",24.409,12.353
12.604,11.606,"J",81.454,34.211,"O",23,58.959,"Class4",97.691,4.395
20.162,80.703,"Z",64.356,62.93,"P",83,85.872,"Class2",53.897,37.366
5.648,84.065,"P",92.042,77.267,"G",84,85.754,"Class2",44.254,65.041
15.916,7.214,"J",83.585,29.199,"P",13,46.419,"Class4",93.278,10.966
1.325,97.558,"Z",86.823,77.448,"R",77,86.39,"Class2",57.526,33.173
11.755,68.211,"W",NA,86.659,"C",90,21.025,"Class1",38.986,91.194
22.079,66.851,"D",NA,76.373,"H",82,39.645,"Class1",39.723,94.342
15.726,11.971,"D",93.731,35.016,"Y",14,48.496,"Class4",98.683,3.722
25.944,55.58,"K",56.924,49.341,"R",80,85.355,"Class2",55.018,50.95
11.391,55.211,"S",21.33,77.009,"C",91,41.357,"Class1",39.97,94.769
7.114,80.136,"K",72.461,79.969,"P",77,85.263,"Class2",47.446,18.023
21.268,78.302,"M",59.594,50.081,"R",83,85.614,"Class2",51.38,56.694
20.761,55.123,"I",92.201,85.108,"J",72,47.488,"Class3",24.729,14.49
17.042,41.292,"S",20.151,82.427,"Y",92,16.185,"Class1",39.347,91.582
12.602,42.293,"W",12.423,NA,"C",84,52.627,"Class1",39.817,96.37
7.921,47.522,"M",61.689,82.691,"K",77,85.176,"Class2",47.634,47.994
25.045,15.719,"B",83.115,31.566,"N",12,59.144,"Class4",95.178,7.068
22.067,7.613,"J",92.089,34.67,"N",19,55.672,"Class4",96.457,7.589
17.254,14.459,"J",91.729,35.635,"R",14,44.77,"Class4",97.84,9.505
18.566,9.572,"S",86.685,35.821,"N",18,61.766,"Class4",98.69,9.465
36.122,52.254,"Z",94.58,95.236,"R",70,40.967,"Class3",21.784,10.214
5.192,72.684,"K",24.5,58.297,"G",80,85.717,"Class2",58.776,9.244
11.228,55.964,"D",11.17,79.144,"K",91,59.265,"Class1",39.622,92.064
14.393,64.832,"J",18.843,67.79,"P",78,85.984,"Class2",51.985,29.034
45.658,54.547,"X",93.407,86.611,"J",84,36.351,"Class3",24.469,10.677
12.535,12.831,"S",91.616,34.286,"O",13,37.702,"Class4",93.362,5.34
13.858,0.757,"D",83.103,29.821,"R",23,56.658,"Class4",98.832,9.449
16.441,19.676,"S",92.88,31.092,"N",17,54.769,"Class4",97.805,8.45
14.566,29.787,"G",6.782,79.955,"Y",85,54.485,"Class1",39.396,95.098
8.51,64.722,"M",52.072,82.739,"K",77,85.776,"Class2",55.178,62.535
10.709,34.407,"G",12.896,84.869,"H",82,61.692,"Class1",39.748,97.622
23.77,54.76,"S",7.281,79.961,"K",81,85.918,"Class1",39.734,91.73
18.562,11.173,"J",82.256,30.833,"Y",12,46.791,"Class4",94.081,4.212
42.72,56.623,"T",91.747,89.072,"P",79,44.026,"Class3",30.464,16.534
18.451,49.692,"I",94.261,90.015,"J",59,40.935,"Class3",27.586,12.356
15.513,16.502,"S",83.486,31.054,"P",17,50.218,"Class4",96.588,9.178
-2.468,78.739,"P",67.473,54.436,"R",72,85.927,"Class2",50.411,49.814
18.178,23.246,"B",90.192,29.879,"Y",14,65.916,"Class4",96.452,7.553
14.85,9.307,"J",87.296,29.716,"N",15,48.651,"Class4",94.828,10.144
