"AMD1","ZGR2","YOI3","COQ4","BYR5","YRE6","XYF7","Output11","FHN8","JOB9","GUC10","MRT11","AGX12"
34.794,13.378,58.26,"Y",89.628,29.598,57.046,"Class1",54,38.23,3.601,"U",71
85.864,30.279,29.56,"Q",46.848,55.172,12.118,"Class2",62,60.558,69.235,"Q",21
71.124,77.951,39.109,"N",61.267,16.485,79.426,"Class5",49,75.434,63.543,"M",48
59.523,78.533,56.97,"G",64.237,9.922,65.657,"Class5",29,63.991,15.274,"F",43
27.647,48.44,77.028,"U",50.808,70.79,19.283,"Class4",56,52.469,35.415,"O",43
78.202,78.21,39.94,"X",61.141,14.992,78.607,"Class5",50,84.671,24.785,"G",42
82.552,78.512,46.125,"N",77.141,13.402,71.846,"Class5",55,83.788,2.425,"F",40
35.405,38.207,77.459,"B",55.668,62.447,11.575,"Class4",72,57.268,41.459,"U",40
36.784,NA,55.618,"Y",66.637,38.356,52.477,"Class1",46,56.653,0.586,"E",77
50.518,38.858,23.646,"R",17.489,34.168,9.795,"Class2",78,20.593,47.093,"E",25
71.124,77.006,37.79,"G",49.493,13.349,77.615,"Class5",37,70.402,57.307,NA,35
61.884,63.727,56.109,"L",17.613,64.307,18.322,"Class3",59,94.463,65.27,"Z",5
38.916,66.757,56.676,"N",68.892,39.898,53.388,"Class1",31,29.888,3.16,"K",67
39.459,11.284,55.195,"W",69.165,37.024,52.301,"Class1",52,45.262,3.403,"N",69
29.444,49.718,77.406,"D",47.038,46.642,27.561,"Class4",50,49.839,19.468,"W",27
66.63,67.772,43.739,"A",23.475,64.021,33.581,"Class3",51,91.605,42.535,"N",9
92.38,NA,24.858,"H",14.998,53.986,15.535,"Class2",58,46.607,59.949,"E",92
48.783,NA,25.142,"U",29.623,29.207,1.382,"Class2",81,8.467,62.417,"X",26
30.038,90.987,60.347,"P",88.444,47.296,49.003,"Class1",37,32.324,5.231,"L",62
37.425,72.093,56.212,"P",79.644,55.477,50.827,"Class1",47,44.877,4.042,"K",64
31.637,46.205,56.545,"N",61.753,21.19,57.631,"Class1",30,52.468,3.719,"N",74
34.385,37.709,77.464,"R",51.259,88.34,58.011,"Class4",56,72.153,38.01,"U",36
35.915,46.836,77.157,"D",51.927,60.102,31.341,"Class4",64,65.19,26.631,"W",38
23.569,31.997,26.995,"F",37.841,119.273,9.752,"Class2",83,50.07,48.831,"F",61
70.085,41.986,28.138,"U",26.691,64.233,2.603,"Class2",63,35.42,67.256,"A",42
69.706,53.733,41.055,"A",16.009,74.566,26.341,"Class3",45,78.892,50.572,"N",9
36.532,40.192,77.916,"C",45.326,65.101,54.389,"Class4",63,66.043,33.38,"Q",38
53.994,42.603,54.26,"U",16.085,54.039,3.058,"Class3",46,71.566,50.832,"X",8
36.551,23.585,55.018,"Y",29.456,14.786,53.833,"Class1",57,16.793,7.084,"N",67
75.34,59.766,48.143,"L",24.684,45.387,23.202,"Class3",56,86.151,41.96,"Z",1
37.622,35.98,77.597,"U",46.819,75.393,43.71,"Class4",65,42.713,51.7,"N",38
89.844,77.53,55.095,"V",46.966,13.61,75.751,"Class5",50,88.837,18.937,"S",42
34.882,37.97,77.68,"B",47.559,59.964,-2.752,"Class4",73,55.997,28.686,"W",43
30.725,36.398,57.056,"K",67.033,21.115,56.002,"Class1",42,79.964,2.5,"U",75
54.71,NA,40.91,"Z",59.688,11.344,82.353,"Class5",27,74.899,63.504,"M",29
33.919,56.879,60.664,"W",78.724,14.687,53.855,"Class1",43,59.839,1.66,"U",66
49.15,NA,28.463,"Q",21.747,44.661,11.418,"Class2",62,36.23,62.323,"F",96
74.943,53.557,56.034,"U",17.899,67.28,10.182,"Class3",52,77.043,39.569,"N",8
70.17,78.129,56.414,"Z",58.324,8.688,70.463,"Class5",10,74.136,30.456,"Y",34
63.31,42.856,49.901,"L",14.547,68.326,10.302,"Class3",56,85.337,39.439,"N",8
65.537,43.89,29.884,"H",32.449,75.339,11.911,"Class2",59,48.123,73.641,"X",87
67.565,73.608,40.045,"U",22.255,60.202,6.446,"Class3",48,44.373,51.192,"Z",8
81.806,NA,23.111,"H",39.92,54.554,19.06,"Class2",64,62.762,45.909,"F",98
-1.25,33.399,28.032,"R",30.317,98.786,2.146,"Class2",67,35.763,30.181,"A",49
69.523,78.347,40.987,"Z",49.997,16.03,65.411,"Class5",49,73.553,28.611,"M",37
41.98,34.742,27.417,"U",48.815,25.469,10.65,"Class2",62,39.676,39.769,"X",99
34.106,50.07,77.938,"R",47.797,61.754,37.546,"Class4",58,69.01,40.474,"O",42
85.244,43.303,25.79,"H",47.021,42.157,10.114,"Class2",58,23.376,58.459,"A",80
41.418,39.81,77.025,"B",51.952,62.127,9.721,"Class4",48,43.406,18.076,"O",36
79.465,77.123,58.155,"N",59.577,12.914,73.716,"Class5",15,45.999,23.913,"G",34
56.405,36.985,28.796,"H",22.753,56.026,-3.485,"Class2",59,11.572,62.977,"Q",38
35.379,10.322,58.949,"Y",87.238,36.333,50.234,"Class1",54,38.562,2.075,"E",72
33.546,50.103,54.796,"P",41.024,37.408,54.932,"Class1",57,25.771,2.706,"U",71
65.138,41.047,26.51,"F",19.171,61.392,19.307,"Class2",75,15.224,47.251,"A",36
76.168,77.138,53.345,"G",56.616,11.354,67.764,"Class5",9,41.174,29.481,"G",37
31.836,77.245,58.819,"K",56.365,34.322,49.281,"Class1",60,4.163,3.313,"E",76
19.884,34.153,24.671,"R",45.365,26.97,5.316,"Class2",63,18.89,37.171,NA,54
71.612,78.205,57.55,"N",67.18,16.895,70.767,"Class5",41,82.664,47.023,"F",29
36.921,18.318,56.455,"N",36.988,22.141,50.963,"Class1",60,82.441,2.942,"E",66
28.575,40.842,77.165,"B",55.079,62.994,42.808,"Class4",60,43.488,33.291,"N",30
56.822,NA,54.966,"P",16.816,44.788,18.578,"Class3",51,75.606,72.017,"G",2
34.587,40.799,77.328,"R",52.795,72.222,42.736,"Class4",65,59.548,26.73,"N",44
73.697,78.864,58.409,"X",58.284,17.541,76.139,"Class5",47,90.912,59.777,"M",32
31.225,89.051,55.43,"P",40.903,42.965,51.727,"Class1",52,57.292,2.351,"U",78
37.803,39.934,77.544,"B",45.178,52.855,33.295,"Class4",44,48.929,35.223,"Q",39
49.339,33.965,26.288,"Q",48.155,17.988,12.381,"Class2",61,63.536,51.287,"E",79
69.071,77.668,55.816,"G",57.768,10.288,73.099,"Class5",44,61.33,36.488,"M",37
32.912,14.006,58.406,"N",44.476,20.622,53.884,"Class1",45,36.029,3.892,"U",71
52.665,62.241,43.859,"P",16.483,95.961,19.067,"Class3",47,58.326,47.724,"X",1
32.852,12.483,55.483,"N",44.916,39.756,53.158,"Class1",38,9.254,3.907,"N",61
58.176,39.211,23.747,"H",35.287,28.793,15.555,"Class2",79,58.066,49.808,"Q",27
35.614,36.624,77.478,"R",42.655,76.888,56.997,"Class4",51,52.383,37.055,"Q",43
33.452,43.213,77.483,"B",58.03,64.817,3.946,"Class4",65,51.342,29.196,"Q",44
70.552,77.689,48.968,"Z",51.947,9.915,70.97,"Class5",32,58.341,45.569,"F",48
44.979,39.872,77.11,"R",52.125,64.269,43.941,"Class4",47,66.724,28.959,"Q",37
27.457,42.626,45.733,"B",25.505,54.366,26.203,"Class3",48,58.798,55.507,"N",2
78.919,41.691,48.874,"B",15.57,61.806,8.223,"Class3",47,45.755,76.297,"D",8
34.714,8.019,57.234,"Y",30.47,34.522,55.55,"Class1",30,7.278,3.682,"E",68
31.138,79.671,56.509,"W",68.108,18.519,52.4,"Class1",41,83.392,2.783,"E",74
35.478,80.098,57.733,"Y",68.587,33.007,49.848,"Class1",35,75.423,2.617,"E",70
32.903,46.917,54.368,"N",38.256,49.397,51.275,"Class1",57,17.507,4.114,"L",62
32.054,NA,77.989,"U",49.412,65.494,39.392,"Class4",57,60.547,41.345,"Q",38
69.989,77.627,57.365,"X",50.398,10.691,75.401,"Class5",51,40.326,43.372,"S",41
76.902,78.832,55.889,"V",76.575,15.104,75.816,"Class5",35,85.143,-0.377,"M",34
61.69,32.273,26.339,"Q",18.089,46.246,0.148,"Class2",75,27.565,49.224,"E",41
31.332,NA,58.701,"W",39.603,30.87,55.714,"Class1",38,2.92,1.16,"E",63
76.857,77.067,46.485,"N",60.896,13.294,68.261,"Class5",37,60.796,6.165,"G",32
33.859,44.254,77.065,"C",50.393,67.269,28.622,"Class4",39,56.3,26.44,"Q",41
80.855,39.715,56.604,"B",16.189,32.992,19.49,"Class3",43,53.615,54.941,"Z",8
72.516,77.833,59.886,"X",58.674,15.039,77.3,"Class5",12,41.974,15.939,"Y",46
32.069,86.254,57.433,"W",82.635,33.045,50.36,"Class1",44,76.116,0.291,"K",61
81.93,31.42,24.133,"Q",19.344,59.339,16.408,"Class2",60,30.425,46.657,"F",39
57.872,46.813,55.182,"L",25.259,61.259,18.285,"Class3",51,46.314,47.384,"X",1
33.041,NA,56.992,"N",60.046,32.238,54.909,"Class1",38,14.218,4.032,"U",68
32.748,35.538,77.882,"B",52.494,62.56,59.37,"Class4",59,48.909,29.927,"O",43
66.796,41.25,51.736,"P",17.354,80.743,38.013,"Class3",45,66.847,46.246,"X",5
75.043,78.288,43.478,"X",47.925,9.477,73.735,"Class5",17,31.013,34.952,"S",48
30.807,37.2,77.217,"B",45.416,55.717,60.733,"Class4",66,48.324,24.627,"O",42
77.076,77.116,60.863,"X",78.689,16.132,67.898,"Class5",50,65.827,21.716,"Y",43
60.383,39.233,43.544,"L",22.664,51.61,4.816,"Class3",51,90.304,41.27,"D",2
29.875,37.787,77.923,"B",52.542,37.76,8.311,"Class4",40,52.715,18.434,"O",43
37.758,47.952,57.968,"P",69.762,32.018,56.423,"Class1",44,11.732,4.574,"L",70
69.018,77.146,59.199,"V",63.259,15.26,79.862,"Class5",14,85.474,19.764,"F",29
66.947,78.959,54.71,"X",55.72,14.45,76.756,"Class5",50,41.605,7.518,"S",38
71.782,NA,46.824,"B",17.053,50.224,12.311,"Class3",43,59.094,54.433,"Z",9
85.304,72.661,41.052,"L",22.762,79.481,-12.074,"Class3",54,81.662,61.004,"X",6
64.494,77.807,48.507,"X",70.45,9.492,73.592,"Class5",53,81.997,10.902,"S",30
64.042,41.424,43.878,"U",18.371,31.814,23.225,"Class3",55,83.288,32.163,"G",7
87.776,42.75,42.277,"P",15.484,58.431,44.956,"Class3",48,49.575,64.325,"Z",5
56.064,48.446,48.559,"L",17.514,82.072,35.416,"Class3",48,44.231,44.834,"D",6
59.007,42.27,41.304,"U",23.621,75.36,8.24,"Class3",59,55.879,59.614,"N",7
80.658,49.945,40.287,"U",25.502,79.71,30.341,"Class3",48,72.826,59.481,"N",4
37.982,NA,58.824,"Y",73.426,28.858,56.255,"Class1",52,33.108,3.902,"N",70
74.279,77.308,49.168,"N",74.05,12.199,79.199,"Class5",16,83.856,3.012,"M",41
53.738,37.5,25.934,"Q",46.39,43.363,9.842,"Class2",62,49.916,37.877,"Q",78
37.496,50.046,77.271,"B",45.653,86.91,36.853,"Class4",48,54.273,16.765,"U",28
95.865,38.013,28.349,"U",25.04,108.956,0.791,"Class2",68,60.245,41.629,"A",23
70.097,78.006,49.09,"V",76.786,16.691,64.926,"Class5",45,79.393,45.016,"M",36
31.086,78.715,55.835,"W",79.1,19.926,54.034,"Class1",42,16.283,4.045,"E",64
33.384,57.684,58.44,"W",74.434,45.856,52.288,"Class1",30,36.234,2.608,"U",70
79.331,43.615,23.996,"R",32.591,36.701,12.067,"Class2",75,26.572,40.419,"F",81
30.853,45.853,77.461,"U",51.998,58.213,26.27,"Class4",60,60.107,27.794,"Q",41
50.883,38.439,24.971,"R",27.484,29.603,7.822,"Class2",85,43.936,34.107,"E",76
31.994,31.531,58.918,"K",85.69,50.034,54.294,"Class1",52,18.758,5.541,"K",77
33.437,91.498,56.605,"P",72.181,21.815,54.447,"Class1",53,59.285,3.873,"U",77
34.81,NA,59.183,"W",72.61,15.209,50.825,"Class1",30,25.908,6.336,"K",70
35.409,83.546,56.921,"K",58.231,40.688,55.725,"Class1",40,46.888,2.669,"N",70
47.821,31.497,29.296,"R",45.931,27.89,10.991,"Class2",78,13.454,57.601,"X",89
60.795,75.576,54.987,"A",22.289,54.574,13.986,"Class3",51,71.233,37.334,"D",4
28.24,43.706,77.899,"D",55.356,69.313,-8.497,"Class4",50,45.829,25.437,"U",29
31.951,33.226,55.61,"N",42.666,22.546,56.023,"Class1",34,75.341,5.063,"K",70
69.408,77.434,53.377,"G",52.644,18.464,74.187,"Class5",54,50.727,9.152,"F",38
83.256,77.598,48.68,"Z",61.25,15.251,77.721,"Class5",24,61.117,0.456,"M",35
86.505,78.779,54.129,"X",59.148,17.885,76.903,"Class5",16,88.088,6.779,"S",43
86.851,44.877,49.665,"P",25.909,82.583,6.873,"Class3",49,86.252,40.021,"Z",3
82.534,68.153,54.151,"P",14.437,58.373,-7.942,"Class3",47,44.276,51.708,"N",8
80.837,66.735,41.648,"U",18.761,43.882,41.373,"Class3",52,41.977,53.467,NA,7
29.781,49.095,77.285,"C",44.608,60.431,54.031,"Class4",50,41.906,27.105,"U",35
39.692,34.972,77.273,"B",46.273,59.337,3.469,"Class4",61,54.453,34.991,"Q",29
91.796,33.889,27.331,"Q",46.649,35.553,11.704,"Class2",74,48.659,70.908,"F",95
82.893,77.71,57.109,"N",51.767,12.678,74.552,"Class5",12,90.341,31.601,"M",34
31.418,27.263,54.402,"K",49.611,56.889,51.361,"Class1",48,20.305,4.121,"N",66
31.303,34.363,77.014,"C",53.684,46.735,19.544,"Class4",63,48.759,35.198,"O",40
40.635,42.118,77.796,"U",43.88,60.961,54.243,"Class4",73,46.412,21.287,"U",31
43.25,36.74,29.186,"F",35.944,84.288,12.426,"Class2",75,16.298,40.288,"E",86
28.868,37.019,77.039,"C",47.076,53.941,40.858,"Class4",60,66.601,25.139,"N",34
66.401,58.222,54.76,"B",25.935,68.515,29.334,"Class3",55,59.693,51.88,"G",2
33.84,38.785,77.947,"C",45.62,68.988,15.309,"Class4",63,53.074,29.307,NA,29
80.424,33.627,23.197,"F",47.659,52.807,9.933,"Class2",64,57.784,56.029,"A",32
57.238,51.966,46.227,"U",22.766,64.371,21.905,"Class3",49,69.333,62.036,"N",8
89.183,38.74,53.688,"B",20.835,33.23,12.563,"Class3",47,79.762,53.681,"N",6
67.863,77.505,51.96,"G",71.332,17.113,65.875,"Class5",40,50.324,25.118,"F",48
71.957,33.259,29.734,"F",44.75,84.731,0.185,"Class2",79,40.223,40.234,"A",43
68.395,44.846,28.118,"R",27.562,58.293,23.48,"Class2",60,11.505,30.679,"E",64
94.006,53.128,50.242,"B",20.977,48.997,36.844,"Class3",44,47.212,58.195,"G",6
31.704,34.833,57.46,"W",71.859,40.841,53.914,"Class1",37,20.808,3.182,"U",68
31.38,92.508,59.757,"W",65.383,31.785,56.057,"Class1",41,60.783,3.201,"U",69
31.079,38.424,77.135,"B",45.462,89.116,44.844,"Class4",67,70.172,34.789,"N",40
64.106,37.39,29.617,"H",47.48,69.306,4.305,"Class2",71,45.43,60.933,"X",86
32.58,45.527,77.18,"D",56.555,67.151,38.387,"Class4",56,45.033,25.712,"U",32
33.685,43.501,55.33,"K",39.818,19.262,53.016,"Class1",60,87.425,2.431,"L",74
47.879,33.429,25.918,"Q",22.145,49.473,1.27,"Class2",78,21.083,30.278,"E",46
33.864,75.884,59.471,"W",66.603,4.482,48.025,"Class1",43,40.13,3.618,"E",66
78.364,NA,52.995,"Z",58.704,10.393,73.217,"Class5",27,78.563,23.841,"Y",32
33.799,37.963,77.695,"U",53.594,53.061,23.679,"Class4",44,49.609,26.388,"O",42
35.467,42.196,77.693,"R",52.176,85.361,24.046,"Class4",60,72.611,19.804,"N",42
58.663,42.377,24.698,"U",46.443,58.351,12.815,"Class2",73,26.361,62.197,"A",57
30.78,54.578,58.354,"W",38.931,-7.737,54.382,"Class1",56,8.859,4.624,"K",65
67.374,77.821,57.933,"G",72.898,12.695,74.467,"Class5",39,58.582,54.281,"Y",45
56.711,47.433,51.142,"B",19.796,44.908,33.834,"Class3",43,51.855,53.842,"Z",4
63.132,32.754,24.065,"H",22.32,39.265,5.366,"Class2",63,18.026,34.754,"Q",39
71.271,78.765,58.059,"Z",74.101,12.308,77.939,"Class5",28,83.281,34.923,"S",47
66.756,65.954,47.822,"L",15.791,91.529,30.069,"Class3",54,85.471,50.383,"G",9
33.762,37.441,77.662,"B",53.628,70.25,90.87,"Class4",74,42.474,32.602,"Q",35
72.575,77.877,58.312,"X",68.321,17.713,69.943,"Class5",15,54.243,62.812,"Y",32
56.401,31.248,26.293,"H",39.717,82.473,6.381,"Class2",74,29.145,65.577,"A",75
48.707,38.325,29.592,"Q",25.374,51.674,8.464,"Class2",65,56.85,48.803,"F",72
81.492,38.812,54.831,"B",19.474,54.049,9.36,"Class3",46,52.642,61.211,"Z",9
63.498,37.379,29.133,"R",43.18,-7.81,16.186,"Class2",78,7.815,28.514,"X",66
31.956,35.411,77.368,"D",56.644,71.121,77.654,"Class4",43,69.719,18.672,NA,41
61.2,33.974,27.276,"H",23.922,65.614,15.57,"Class2",69,40.755,53.706,"Q",61
29.078,54.501,55.856,"P",79.381,24.337,54.932,"Class1",45,43.64,0.793,"E",62
38.685,38.276,77.085,"B",55.353,79.369,7.913,"Class4",57,41.681,34.402,"Q",35
44.639,46.522,43.81,"P",21.907,74.236,1.583,"Class3",47,66.735,66.537,NA,7
88.383,34.25,29.349,"U",15.443,41.418,0.924,"Class2",72,60.16,55.49,"E",38
36.906,NA,54.958,"P",29.143,33.807,53.468,"Class1",33,46.078,3.179,"K",62
77.466,77.567,47.872,"N",55.599,6.999,78.274,"Class5",57,62.396,49.946,"S",40
60.574,36.201,50.473,"U",22.765,72.139,7.298,"Class3",53,48.472,62.215,"X",1
50.701,61.371,40.267,"P",17.158,31.923,-12.278,"Class3",58,53.226,49.507,"G",1
64.249,65.063,45.378,"B",17.488,77.863,27.738,"Class3",49,69.353,49.634,"G",6
25.854,30.487,28.347,"Q",15.42,46.679,13.816,"Class2",81,12.452,52.879,NA,72
74.69,77.946,49.212,"X",76.345,10.966,79.505,"Class5",16,69.658,67.253,"G",39
92.541,57.318,43.5,"B",20,81.31,9.136,"Class3",54,53.93,35.679,"X",7
62.098,43.693,52.568,"L",14.857,42.748,21.063,"Class3",55,53.609,59.279,NA,2
44.674,74.311,49.302,"L",23.353,69.141,14.364,"Class3",56,53.618,56.446,"G",5
36.494,39.531,77.258,"R",53.213,71.929,26.091,"Class4",48,69.763,23.116,"N",43
57.499,62.287,53.607,"B",18.784,46.509,19.93,"Class3",55,78.5,45.557,"N",4
72.948,NA,54.741,"G",55.239,12.555,71.526,"Class5",44,41.163,20.236,"S",48
33.011,47.335,55.596,"Y",35.824,12.964,53.868,"Class1",41,35.771,3.656,"L",72
81.778,77.082,59.267,"Z",56.152,15.343,75.839,"Class5",43,45.605,32.089,"G",46
31.255,42.511,77.507,"D",57.274,70.482,27.488,"Class4",69,72.75,23.423,"N",37
68.584,77.71,49.416,"X",56.349,5.709,73.756,"Class5",57,61.39,39.164,"S",47
35.133,75.316,56.189,"K",73.539,41.892,54.166,"Class1",40,62.528,3.196,"K",70
72.576,46.648,41.235,"A",16.842,93.378,5.874,"Class3",43,94.562,57.155,"N",1
33.29,38.851,60.317,"W",79.539,25.374,57.338,"Class1",35,38.415,2.238,"U",65
31.763,91.412,56.871,"W",71.453,29.761,53.828,"Class1",38,59.683,2.24,"U",68
85.94,78.319,52.294,"X",66.067,17.852,66.048,"Class5",10,89.323,34.223,"Y",31
80.802,69.717,40.415,"U",20.214,61.853,28.636,"Class3",46,78.768,39.866,"G",6
71.814,78.209,54.892,"V",66.829,11.427,75.69,"Class5",31,81.424,49.434,"F",42
51.665,34.873,54.294,"L",21.884,59.541,8.697,"Class3",53,53.195,51.282,"N",3
34.009,87.164,54.921,"K",48.14,35.539,51.174,"Class1",51,10.54,3.795,"L",77
39.215,36.208,77.034,"C",48.396,72.302,38.494,"Class4",39,49.392,42.796,"W",44
82.545,77.246,42.86,"N",71.404,9.556,79.441,"Class5",18,89.683,39.86,"Y",39
34.101,89.41,60.554,"W",64.44,30.44,57.076,"Class1",33,38.859,0.754,"N",64
29.245,40.789,77.408,"U",56.221,54.587,12.771,"Class4",43,51.602,32.874,"U",43
37.429,34.64,77.349,"R",57.279,45.772,54.846,"Class4",65,67.181,28.069,"O",33
68.308,58.944,42.45,"U",17.837,50.443,21.278,"Class3",59,55.432,43.949,NA,8
35.201,11.278,56.823,"P",32.573,36.763,54.112,"Class1",30,33.504,2.133,"K",69
31.932,42.376,77.545,"B",45.99,63.546,30.435,"Class4",61,62.007,32.604,"O",30
78.788,39.975,43.003,"L",24.617,42.286,44.318,"Class3",48,58.41,56.037,"D",4
31.138,29.745,57.78,"P",82.344,13.296,54.208,"Class1",58,79.174,5.965,"K",73
37.514,41.859,57.53,"Y",76.665,34.191,54.628,"Class1",45,33.741,0.572,"U",62
40.034,49.455,77.331,"C",58.853,67.42,11.759,"Class4",64,54.709,38.349,"U",44
32.51,81.824,56.573,"N",35.093,21.924,52.771,"Class1",43,31.945,2.495,"U",77
72.915,78.896,60.062,"Z",61.801,11.784,78.98,"Class5",34,44.44,12.791,"M",38
38.609,37.813,26.806,"H",49.427,59.207,8.436,"Class2",67,32.039,51.236,"Q",45
67.464,57.836,55.613,"L",23.159,63.122,-12.459,"Class3",47,69.722,43.547,"X",1
78.457,77.028,52.58,"Z",51.763,17.592,69.138,"Class5",45,66.216,31.099,"G",41
33.339,41.731,77.928,"U",44.475,76.834,3.7,"Class4",71,47.661,32.781,"N",39
27.615,44.326,28.087,"U",39.745,32.205,9.104,"Class2",67,38.941,41.986,"E",18
57.808,58.958,55.945,"B",20.899,65.161,16.021,"Class3",59,77.827,60.589,"D",6
33.968,26.49,55.774,"K",51.846,41.198,50.116,"Class1",49,20.447,6.113,"N",77
69.767,78.628,49.837,"V",60.805,6.888,81.062,"Class5",57,87.025,16.736,"Y",46
67.187,73.853,48.429,"B",22.971,65.491,11.069,"Class3",51,60.111,59.184,"N",9
38.474,15.499,57.616,"W",30.349,25.959,56.457,"Class1",37,26.305,2.306,"N",73
72.206,44.369,26.777,"U",34.741,32.587,-1.76,"Class2",58,11.911,16.921,"X",22
74.556,77.574,41.842,"N",75.06,9.739,71.14,"Class5",46,41.603,34.717,"G",48
70.835,78.388,53.219,"G",75.866,14.928,69.638,"Class5",12,30.642,17.727,"S",30
41.226,42.588,77.411,"U",49.144,72.058,52.849,"Class4",66,72.002,36.396,"N",37
72.655,77.989,40.748,"X",72.182,11.315,74.814,"Class5",44,49.4,35.455,"M",42
68.16,35.579,23.872,"F",40.93,-11.291,7.313,"Class2",82,18.373,45.373,"A",47
70.488,78.976,38.122,"Z",74.609,20.229,68.222,"Class5",32,49.305,32.575,NA,48
30.767,54.837,59.796,"K",45.24,21.154,54.121,"Class1",42,58.421,1.976,"L",78
70.181,45.994,40.555,"A",21.301,49.018,-1.284,"Class3",50,82.296,70.822,"N",2
26.4,43.126,26.119,"H",34.314,14.884,11.39,"Class2",62,33.756,50.842,"E",40
47.794,41.716,28.584,"H",49.66,64.957,12.019,"Class2",72,56.166,44.472,"Q",52
53.644,43.034,43.912,"L",21.289,57.469,39.289,"Class3",43,94.188,56.289,"N",5
92.779,41.316,28.754,"F",49.016,96.892,6.031,"Class2",58,56.7,63.944,"X",37
63.431,65.005,41.043,"A",22.881,52.531,28.451,"Class3",57,82.159,63.746,"X",2
63.449,32.256,29.584,"R",47.806,48.386,9.495,"Class2",80,41.998,59.561,"A",55
32.519,34.678,60.53,"Y",84.356,20.585,50.017,"Class1",36,58.075,3.388,"U",65
73.193,78.994,38.162,"Z",50.104,10.505,76.407,"Class5",11,76.105,22.793,NA,33
29.887,40.893,58.906,"N",86.881,36.477,57.637,"Class1",38,55.464,3.094,"E",64
51.396,52.188,40.316,"P",18.284,31.273,27.229,"Class3",45,42.301,60.9,"N",6
32.194,33.805,77.621,"B",58.666,59.702,71.844,"Class4",48,47.994,18.673,"U",35
32.037,28.262,57.921,"K",33.233,37.929,48.466,"Class1",48,60.23,1.615,"L",64
63.486,36.477,29.169,"F",46.142,118.234,13.236,"Class2",82,41.03,52.714,"A",77
61.308,69.88,55.194,"A",19.388,50.347,6.238,"Class3",46,76.55,35.16,"Z",2
76.93,77.557,50.618,"X",76.429,9.64,75.108,"Class5",42,59.734,33.238,"M",40
32.198,44.927,60.538,"Y",68.565,25.847,52.163,"Class1",34,33.997,4.597,"N",74
27.794,33.75,77.435,"D",47.748,56.638,-11.86,"Class4",73,68.821,42.176,"W",34
36.356,19.592,57.565,"P",44.411,25.465,55.062,"Class1",43,23.317,2.309,NA,70
30.415,23.166,60.022,"N",44.804,26.169,50.398,"Class1",39,48.93,3.716,"N",70
68.132,77.598,37.09,"G",70.013,17.065,79.946,"Class5",34,56.444,42.062,"M",34
75.773,78.728,49.346,"V",47.255,18.999,78.785,"Class5",23,49.24,46.854,"Y",34
32.186,7.573,58.176,"K",79.879,12.689,57.079,"Class1",56,33.208,3.53,"L",65
79.537,78.161,37.107,"G",56.101,7.183,74.535,"Class5",55,82.387,14.071,"Y",28
29.515,44.557,27.923,"H",15.578,58.412,11.576,"Class2",82,64.144,64.976,"F",72
35.733,37.27,77.2,"D",45.376,47.204,69.688,"Class4",64,47.455,45.223,"Q",41
68.323,33.393,29.731,"H",31.524,23.761,5.839,"Class2",74,22.698,40.186,"F",22
35.289,39.464,77.483,"U",45.59,39.087,28.813,"Class4",47,60.125,30.939,NA,26
88.636,41.107,46.993,"P",20.447,46.557,30.632,"Class3",58,85.741,64.848,"X",5
36.071,59.441,59.536,"Y",68.724,31.232,51.486,"Class1",50,42.477,1.393,"N",71
38.528,43.227,26.855,"Q",30.733,11.312,1.238,"Class2",81,60.304,37.477,"X",81
34.42,91.499,58.923,"N",71.535,26.781,53.224,"Class1",57,60.064,2.399,"U",63
38.1,44.633,77.314,"R",49.884,59.897,4.461,"Class4",47,67.221,24.965,"U",36
73.926,78.303,61.675,"G",64.301,15.52,79.24,"Class5",22,64.756,16.769,"Y",34
75.324,70.464,44.409,"L",21.283,73.654,22.555,"Class3",49,41.516,55.541,"N",2
33.107,9.789,60.039,"W",34.138,25.536,51.976,"Class1",33,71.954,1.914,"K",75
40.913,44.539,77.364,"C",58.057,64.281,47.038,"Class4",45,59.42,43.962,"Q",37
46.782,37.317,25.27,"R",39.238,64.641,12.012,"Class2",72,27.244,50.036,"X",71
47.23,40.129,25.053,"F",24.668,42.682,13.772,"Class2",63,37.727,53.707,"F",42
32.122,34.101,54.171,"W",54.529,27.138,53.016,"Class1",54,54.163,4.987,"U",72
35.411,42.72,55.063,"N",79.109,45.326,49.991,"Class1",45,77.366,3.658,"L",78
31.106,40.743,54.682,"N",37.075,-2.165,52.84,"Class1",52,9.616,2.011,"K",62
34.01,94.946,55.642,"N",73.283,54.837,49.343,"Class1",30,2.636,4.389,"U",76
74.098,78.287,48.186,"G",61.241,15.657,67.946,"Class5",29,85.266,51.849,"M",28
37.384,50.884,77.768,"C",54.591,59.762,27.622,"Class4",72,53.633,39.32,"N",44
68.36,77.899,46.838,"N",56.43,13.861,80.289,"Class5",21,82.211,67.055,"F",33
35.047,40.885,77.789,"B",46.479,58.688,51.967,"Class4",54,42.122,27.594,"Q",38
63.31,42.965,43.254,"L",14.862,57.158,16.06,"Class3",58,54.232,69.893,"X",1
84.186,77.524,38.602,"G",64.968,13.569,65.824,"Class5",18,49.509,35.485,"F",38
69.363,77.696,49.893,"Z",78.588,16.268,72.971,"Class5",22,35.339,36.99,"G",38
92.038,NA,40.217,"V",65.4,11.678,64.842,"Class5",29,48.1,24.875,"S",37
