"MRQ1","QJV2","LID3","AHN4","YXE5","PNH6","WVM7","UKR8","AYF9","UBT10","Output13","BEP11","CZN12"
52.186,48.098,15,51.473,44.589,39.045,"O",47.235,37.099,0.306,"Class2","L",63
87.174,55.095,46,75.117,89.758,2.009,"P",59.751,6.561,42.791,"Class3","I",89
28.695,54.868,67,51.563,69.069,24.36,"S",42.403,57.85,53.126,"Class5","D",50
51.738,73.524,14,39.541,44.494,65.017,"N",40.594,24.361,0.241,"Class2","V",46
77.611,11.058,57,47.749,45.754,23.903,"C",85.842,82.604,59.026,"Class1","S",60
72.311,63,14,56.884,41.096,54.054,"O",41.44,32.665,11.46,"Class2","L",45
84.094,8.462,17,59.816,90.536,-8.018,"O",55.295,10.305,60.08,"Class3","F",29
10.712,3.907,15,7.63,52.226,49.548,"S",71.01,81.328,43.562,"Class4","E",46
39.859,85.996,63,12.086,66.375,38.841,"F",37.966,23.385,68.74,"Class5","B",52
38.07,1.69,18,7.056,38.758,50.621,"C",71.926,69.29,54.107,"Class4","R",18
17.595,80.843,69,31.746,60.518,10.179,"W",38.994,20.478,71.264,"Class5","T",59
46.465,84.203,23,78.203,41.591,2.159,"O",42.182,62.002,0.445,"Class2","I",69
86.301,4.418,14,68.557,92.168,58.613,"Q",3.9,11.843,26.865,"Class3","Z",37
63.925,79.519,16,76.287,39.316,77.806,"O",42.042,61.011,7.706,"Class2","V",59
10.167,92.363,68,34.944,77.607,29.678,"F",42.207,53.759,62.153,"Class5","D",55
35.27,69.837,23,12.94,39.323,16.341,"O",39.9,53.55,9.039,"Class2","P",55
54.693,8.585,28,7.52,52.798,33.44,"M",72.065,83.115,41.721,"Class4","A",60
42.614,1.22,22,8.094,53.799,52.328,"U",72.067,96.417,59.711,"Class4","N",77
66.105,69.231,21,47.053,41.428,73.87,"X",44.512,38.355,1.315,"Class2","P",52
84.927,16.485,45,45.383,87.504,49.868,"O",61.683,20.967,69.245,"Class3","Z",60
48.679,50.188,15,29.094,43.383,35.262,"Y",43.526,48.322,10.215,"Class2","L",48
50.961,7.958,46,8.827,50.077,47.878,"M",71.828,81.553,68.046,"Class4","N",72
65.464,63.036,13,49.644,42.283,38.065,"X",47.037,28.72,3.922,"Class2","U",43
57.085,66.759,11,36.241,40.689,55.829,"O",43.027,74.988,7.166,"Class2","L",74
21.934,60.769,71,64.144,52.983,37.642,"N",29.106,60.835,43.439,"Class5","X",49
82.069,38.684,31,66.712,91.315,18.306,"Q",50.068,7.264,46.24,"Class3","I",81
13.346,76.094,63,70.863,67.537,12.86,"F",36.592,25.947,50.991,"Class5","Y",55
45.825,67.502,11,47.607,41.919,74.279,"O",40.062,71.435,9.339,"Class2","V",57
16.264,94.374,64,84.04,63.287,51.382,"N",41.42,48.538,67.094,"Class5","D",61
54.225,47.965,16,74.319,39.691,83.971,"Q",38.41,18.346,6.576,"Class2","V",70
54.376,77.483,8,43.197,39.711,75.33,"O",44.392,94.722,12.015,"Class2","L",63
49.543,57.921,9,38.781,43.816,54.87,"N",38.306,31.444,11.608,"Class2","I",53
54.259,34.908,8,42.681,47.369,11.969,"V",87.591,82.164,39.06,"Class1","S",16
43.897,24.918,9,51.027,42.583,17.046,"W",87.68,82.758,38.148,"Class1","S",76
54.198,8.679,6,7.934,43.957,-19.581,"S",71.737,67.466,17.226,"Class4","V",52
55.492,68.889,9,56.366,41.879,51.56,"X",43.796,-16.194,11.661,"Class2","L",69
39.213,13.655,29,52.939,42.903,32.446,"V",86.853,82.635,58.486,"Class1","S",NA
83.608,50.105,48,67.135,94.185,7.561,"O",5.036,19.113,30.854,"Class3","Z",85
40.633,48.736,27,47.218,28.782,11.247,"L",86.592,84.394,38.87,"Class1","A",34
23.523,7.158,26,8.58,26.038,44.831,"C",72.496,95.619,56.096,"Class4","A",61
82.483,39.617,24,72.03,85.103,46.324,"Q",48.75,17.431,66.926,"Class3","F",80
27.838,27.23,72,87.237,73.453,-3.786,"M",35.699,44.584,27.948,"Class5","X",NA
34.465,64.962,65,47.199,57.1,26.863,"W",33.922,25.894,47.221,"Class5","B",52
55.128,NA,14,8.097,40.53,108.026,"N",45.33,104.224,10.076,"Class2","P",45
36.356,2.904,27,8.921,28.603,48.966,"U",72.678,66.914,46.014,"Class4","N",66
56.021,0.46,13,7.531,46.487,9.477,"U",72.001,84.161,48.576,"Class4","N",31
16.339,81.225,64,45.969,70.449,24.262,"W",39.807,2.711,59.836,"Class5","Y",52
27.662,7.75,17,8.21,65.811,36.198,"M",72.696,66.446,77.224,"Class4","N",50
27.482,0.951,64,8.774,42.976,25.608,"M",72.462,74.282,71,"Class4","N",65
27.026,5.376,7,54.112,47.464,48.47,"V",87.172,82.453,53.702,"Class1","A",62
46.164,54.941,22,57.616,42.932,64.189,"L",89.94,83.388,39.235,"Class1","S",NA
86.627,14.938,26,44.926,88.334,39.416,"H",6.75,19.965,58.626,"Class3","I",NA
6.75,82.138,70,53.31,83.016,11.077,"S",40.058,63.975,62.248,"Class5","D",53
87.618,41.953,23,65.328,93.127,27.768,"H",7.735,18.641,74.721,"Class3","Z",54
16.145,55.717,63,80.418,66.937,15.686,"W",32.585,2.302,69.516,"Class5","D",45
14.807,75.385,70,88.423,81.81,25.092,"M",31.773,111.255,60.109,"Class5","Y",52
42.685,37.005,45,48.889,42.133,71.942,"V",85.477,82.468,34.786,"Class1","S",10
24.216,67.502,65,61.513,54.357,3.65,"M",32.031,36.635,32.91,"Class5","D",54
21.592,50.768,71,28.236,81.257,19.566,"F",36.534,60.558,71.073,"Class5","X",52
85.769,24.14,22,75.626,86.776,56.142,"H",8.449,10.876,45.556,"Class3","I",25
87.614,7.543,18,45.708,88.242,30.226,"H",24.741,33.564,85.743,"Class3","I",23
24.227,53.866,63,26.419,53.019,14.149,"N",41.88,40.631,32.035,"Class5","X",46
47.271,71.574,19,9.9,38.424,64.672,"N",46.669,-9.402,8.129,"Class2","U",47
7.282,2.069,47,8.511,30.025,89.847,"C",72.259,72.14,47.274,"Class4","E",77
12.759,71.675,69,73.682,63.488,24.023,"W",30.109,30.052,39.364,"Class5","T",49
21.353,1.796,31,7.27,42.279,44.086,"M",71.844,79.217,69.002,"Class4","R",NA
83.118,38.899,19,66.535,88.993,55.381,"Q",51.779,20.194,41.502,"Class3","I",39
51.69,68.318,3,40.671,41.644,48.851,"Y",40.516,46.151,6.165,"Class2","V",75
13.465,76.976,72,70.377,74.822,9.231,"W",38.722,-2.568,54.958,"Class5","T",45
81.463,29.643,49,67.835,96.52,34.638,"Q",77.539,28.463,20.573,"Class3","F",58
21.647,49.125,72,53.456,66.714,14.457,"N",42.219,3.146,69.841,"Class5","B",48
61.693,2.677,43,7.618,64.224,3.602,"C",71.619,68.924,52.743,"Class4","V",60
87.685,6.864,45,48.854,49.907,78.717,"V",88.331,82.778,33.017,"Class1","A",57
37.133,59.093,70,83.145,67.813,19.243,"S",38.245,26.654,34.081,"Class5","T",58
46.786,84.945,3,28.65,41.208,25.337,"N",41.08,24.688,12.037,"Class2","V",72
47.419,68.117,17,25.525,42.059,34.748,"N",39.435,65.478,9.634,"Class2","P",48
50.044,57.743,8,58.364,39.676,103.977,"N",46.153,86.644,4.431,"Class2","V",NA
45.884,63.064,1,17.471,42.342,22.941,"O",43.004,40.032,9.911,"Class2","P",52
84.119,13.474,13,66.179,96.272,69.474,"P",29.94,4.726,31.788,"Class3","K",54
60.797,12.334,46,49.485,45.627,99.228,"L",87.172,82.742,50.612,"Class1","Y",94
55.276,16.207,75,48.97,35.671,80.6,"U",89.548,83.799,55.432,"Class1","S",64
47.32,33.896,57,58.862,48.598,46.349,"U",86.94,81.586,43.396,"Class1","A",24
86.05,17.375,33,61.141,86.76,13.016,"Q",28.589,12.12,43.404,"Class3","P",61
86.091,18.333,44,72.995,91.683,30.497,"Q",74.707,-0.948,75.081,"Class3","I",22
49.805,0.234,17,7.66,60.245,74.721,"M",71.496,62.477,46.551,"Class4","R",35
16.445,63.813,64,85.915,58.343,10.594,"F",41.439,77.674,32.019,"Class5","T",54
58.625,34.641,18,58.783,55.266,61.672,"U",85.463,83.798,36.134,"Class1","O",85
86.981,43.683,35,46.316,91.253,28.885,"H",16.918,4.349,28.904,"Class3","F",54
62.286,79.07,9,44.636,41.575,34.036,"O",41.746,-14.988,4.292,"Class2","U",70
88.718,40.948,25,58.32,90.073,61.042,"O",11.71,21.212,25.487,"Class3","P",29
89.515,46.78,19,59.708,89.924,29.141,"H",78.114,19.867,30.811,"Class3","P",75
85.426,27.267,27,50.277,91.255,9.072,"H",9.518,17.007,69.436,"Class3","K",41
25.07,62.639,64,51.891,34.186,39.119,"C",87.016,83.884,38.165,"Class1","O",31
54.845,53.693,23,43.06,40.587,60.855,"O",45.605,54.104,7.334,"Class2","U",74
25.891,48.667,36,57.796,43.887,28.973,"L",88.458,83.142,46.229,"Class1","O",8
66.4,85.015,21,61.161,42.148,51.519,"O",38.1,69.263,8.346,"Class2","U",77
59.843,63.502,14,69.27,40.479,48.637,"X",41.099,50.972,2.526,"Class2","U",75
86.19,34.446,20,44.074,87.438,59.255,"P",71.748,9.039,26.064,"Class3","I",92
7.632,1.61,7,8.745,50.193,47.11,"M",72.357,88.561,47.717,"Class4","R",NA
85.199,32.324,18,76.472,88.915,28.75,"Q",75.328,16.051,85.059,"Class3","I",57
25.552,28.79,67,3.013,63.444,18.607,"M",34.469,-3.808,27.95,"Class5","X",55
70.27,60.152,38,59.154,37.089,82.691,"C",89.232,83.511,37.466,"Class1","Y",30
51.532,15.426,32,58.787,29.208,51.93,"W",85.776,83.342,44.021,"Class1","S",56
88.599,NA,39,56.534,94.649,23.947,"H",23.613,10.224,85.655,"Class3","P",59
50.139,86.957,5,9.099,41.912,84.892,"Q",40.029,63.079,5.748,"Class2","L",74
86.965,38.635,15,59.621,92.473,50.29,"H",22.24,30.178,17.495,"Class3","K",84
85.051,38.828,15,69.155,88.638,67.572,"H",29.968,33.827,26.834,"Class3","Z",51
36.84,3.263,12,8.145,40.499,3.917,"M",71.518,81.776,79.386,"Class4","N",14
45.52,4.036,63,7.574,43.722,37.09,"U",72.021,94.164,59.506,"Class4","R",35
85.009,21.244,39,61.855,95.497,49.243,"H",6.045,9.724,57.781,"Class3","K",82
44.082,NA,54,8.63,38.146,22.616,"S",71.851,68.737,40.649,"Class4","R",21
43.321,4.476,49,49.091,48.274,68.985,"L",88.209,82.348,51.997,"Class1","Y",87
54.677,NA,13,32.343,43.581,52.738,"N",47.746,37.545,5.619,"Class2","P",54
41.068,7.615,53,7.616,48.825,54.369,"S",71.586,98.946,12.729,"Class4","A",25
68.495,15.679,19,57.701,49.588,4.537,"C",88.058,83.757,57.775,"Class1","Y",64
42.999,46.641,59,58.831,38.619,48.79,"U",86.887,83.193,39.202,"Class1","O",13
58.173,NA,14,18.327,42.79,69.464,"Q",47.432,37.813,1.586,"Class2","U",43
29.145,5.612,12,8.522,47.085,31.97,"U",72.381,84.757,47.419,"Class4","E",50
32.981,7.618,9,8.826,50.359,43.175,"C",71.586,77.026,76.102,"Class4","A",66
85.366,2.766,45,75.166,87.432,26.823,"Q",67.077,4.704,73.058,"Class3","Z",78
29.987,5.937,14,7.33,50.231,20.86,"S",72.655,77.99,42.408,"Class4","V",48
52.637,88.582,4,74.138,41.428,89.767,"X",47.858,24.533,12.623,"Class2","P",47
45.61,71.254,19,76.51,40.521,16.44,"Y",47.431,49.11,4.317,"Class2","U",72
29.617,1.443,46,7.166,70.705,25.453,"M",72.208,92.86,65.043,"Class4","A",24
69.85,39.03,62,51.623,46.108,32.389,"L",86.66,83.812,31.047,"Class1","A",45
15.498,67.992,66,39.179,71.173,26.822,"W",39.169,51.482,25.651,"Class5","Y",60
57.199,41.783,17,62.559,40.432,54.946,"X",41.109,66.764,12.313,"Class2","V",49
85.939,25.488,44,53.954,88.016,11.717,"O",83.935,20.339,73.105,"Class3","Z",86
81.656,30.111,44,57.481,93.659,44.82,"O",71.55,20.204,75.738,"Class3","K",81
88.719,49.557,31,56.396,94.206,30.535,"O",41.586,13.272,70.193,"Class3","I",85
23.731,1.464,58,7.821,20.009,33.805,"M",71.009,64.74,66.095,"Class4","N",35
41.558,0.394,58,7.141,66.909,46.309,"M",71.618,61.097,73.929,"Class4","R",NA
34.275,42.05,14,46.469,47.719,21.528,"C",85.931,83.666,33.653,"Class1","A",64
35.218,7.469,37,7.608,49.514,44.276,"O",71.33,78.381,28.656,"Class4","R",59
39.685,40.467,29,56.334,29.877,40.521,"U",85.432,82.49,42.942,"Class1","S",87
14.62,NA,70,47.476,85.668,34.02,"F",32.999,82.87,59.793,"Class5","D",52
33.973,8.689,63,48.493,29.874,47.364,"V",86.997,82.69,35.458,"Class1","Y",72
87.439,25.858,31,51.815,84.984,41.034,"G",13.523,12.883,81.861,"Class3","K",70
44.595,3.55,23,56.84,33.283,57.562,"W",86.572,81.906,37.805,"Class1","A",69
35.506,45.909,61,42.214,48.674,58.173,"W",86.45,83.676,33.334,"Class1","M",9
55.04,45.921,17,8.017,40.573,48.888,"Y",39.598,42.361,8.546,"Class2","L",63
38.056,6.106,28,7.198,27.699,44.548,"U",71.878,94.416,57.171,"Class4","E",33
7.897,50.377,65,27.084,55.493,10.336,"M",43.09,1.659,32.095,"Class5","T",49
57.049,83.258,6,28.158,43.681,54.33,"N",46.542,-1.263,3.215,"Class2","I",70
41.733,7.189,29,53.539,43.174,31.587,"W",89.2,82.797,41.379,"Class1","O",35
