"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
74,"Class3",30.285,15.689,92.581,67.791,46.34,"U",86.888,42.004,28
80,"Class3",27.808,15.805,75.598,66.184,41.734,"E",96.55,26.436,15
54,"Class2",86.02,12.003,94.493,66.732,4.436,"N",28.866,71.473,63
77,"Class3",82.027,16.546,77.003,72.628,31.415,"U",88.838,33.464,26
53,"Class2",87.244,9.278,86.239,65.065,-9.181,"F",22.384,63.12,59
67,"Class1",70.351,75.407,75.599,53.081,29.37,"X",96.791,15.67,57
78,"Class3",68.506,15.336,91.938,64.515,46.934,"E",85.638,35.168,32
79,"Class3",38.383,17.443,68.634,72.056,44.272,"T",88.516,31.119,27
60,"Class1",63.33,74.971,76.057,37.739,29.222,"W",86.643,52.277,59
26,"Class2",88.034,5.813,26.249,68.414,12.407,"K",31.79,75.805,61
78,"Class3",49.028,15.15,72.129,73.636,53.74,"E",86.568,31.283,28
74,"Class3",28.968,15.917,92.465,65.849,39.403,"R",88.722,25.264,47
74,"Class3",48.131,15.542,89.955,63.923,43.788,"A",80.226,29.131,18
51,"Class1",70.7,79.555,74.886,33.38,25.827,NA,81.381,0.794,57
45,"Class2",90.515,25.266,33.198,66.338,5.459,"R",25.115,68.98,61
80,"Class3",47.426,15.16,78.914,68.751,42.194,NA,81.448,34.834,26
67,"Class1",19.377,75.79,75.766,45.336,30.09,"C",49.257,-2.441,59
73,"Class3",29.411,17.265,79.724,70.338,40.903,"T",91.015,28.071,17
69,"Class2",87.976,NA,81.689,66.661,41.695,"R",20.319,72.776,59
58,"Class1",46.781,79.946,75.014,41.671,22.536,"W",34.801,16.608,59
66,"Class1",57.94,73.774,76.596,41.506,32.332,"C",10.86,-1.216,58
79,"Class3",55.829,16.632,65.735,65.758,51.65,"A",83.697,35.137,48
73,"Class3",24.415,16.51,75.009,74.507,37.875,"T",88.002,27.324,14
53,"Class2",86.233,25.134,43.129,67.058,22.738,"F",20.788,73.926,61
70,"Class1",42.163,73.975,75.018,30.987,27.521,"B",14.323,65.582,59
64,"Class2",87.886,24.334,56.699,66.989,16.041,"K",28.493,58.114,59
77,"Class3",75.995,15.15,66.724,69.08,43.416,"A",86.348,33.589,13
76,"Class3",75.87,15.128,65.961,58.067,35.267,"T",93.029,16.844,37
61,"Class1",30.685,80.613,76.975,36.384,29.182,"W",0.513,61.687,64
61,"Class2",90.448,8.812,72.196,65.792,25.849,"R",22.507,64.836,58
73,"Class3",75.054,16.586,88.305,68.386,37.318,"E",91.491,37.863,36
56,"Class1",24.828,74.889,75.36,46.463,16.849,"B",10.111,64.177,62
52,"Class2",90.752,NA,31.525,66.861,6.902,"K",36.062,56.973,63
56,"Class1",46.577,NA,74.923,27.928,30.812,"X",52.891,33.488,64
77,"Class3",72.635,17.863,69.606,61.991,20.044,"A",88.621,27.657,32
53,"Class2",89.491,10.821,46.714,66.19,24.657,"F",24.657,70.905,59
80,"Class3",31.171,15.793,80.699,63.174,39.886,"U",88.162,41.335,30
80,"Class3",75.772,16.233,65.498,71.617,44.176,"E",87.096,25.936,50
78,"Class3",64.54,15.6,82.744,62.047,43.62,"E",84.443,31.504,29
49,"Class1",68.75,73.283,74.37,43.723,27.981,"C",29.329,31.589,56
74,"Class1",35.042,77.985,74.972,38.569,22.503,"X",53.709,51.254,60
51,"Class2",90.955,24.33,63.618,66.079,16.192,"K",17.525,80.873,62
60,"Class1",66.379,75.678,74.07,23.68,24.6,"C",51.44,25.554,60
64,"Class1",48.775,79.477,74.253,44.989,29.891,"B",32.46,32.308,64
76,"Class3",72.896,16.032,73.141,66.664,41.537,"R",90.045,34.11,38
51,"Class2",88.282,28.345,31.114,68.42,21.909,"R",8.382,72.601,59
32,"Class2",88.76,25.634,31.09,67.462,13.642,"N",29.837,83.419,59
76,"Class3",22.208,16.448,65.229,66.005,41.802,"R",92.219,23.268,25
76,"Class3",69.661,16.785,68.145,67.601,44.212,"R",85.41,24.26,33
45,"Class2",88.266,32.012,83.166,65.269,3.526,"N",20.877,61.262,62
28,"Class2",89.086,30.572,50.437,66.374,15.265,"R",33.474,68.849,63
80,"Class3",85.762,16.914,71.22,72.186,40.798,"R",79.478,30.37,23
62,"Class2",86.919,30.002,78.761,66.119,2.181,"N",18.943,82.178,63
51,"Class1",17.614,80.543,76.739,18.712,33.04,"C",88.476,60.395,63
69,"Class1",27.25,74.259,74.385,40.775,26.931,"C",59.688,4.748,55
78,"Class3",79.263,16.53,70.365,73.68,44.02,"A",94.341,24.981,21
57,"Class1",65.056,74.607,75.65,49.977,32.974,"W",67.276,59.982,60
63,"Class1",36.958,74.075,76.593,47.348,32.043,"C",16.891,78.762,59
56,"Class1",61.404,75.23,75.064,39.246,32.486,"B",82.146,19.688,58
74,"Class3",72.418,15.049,89.159,66.042,32.314,"A",88.596,24.5,42
80,"Class3",28.658,15.503,78.935,66.255,43.126,"T",87.497,30.293,26
51,"Class1",49.984,76.676,76.697,49.088,33.703,"W",43.658,68.575,56
78,"Class3",52.497,15.496,92.259,67.265,44.814,"E",81.525,32.086,23
73,"Class1",66.29,NA,76.146,48.308,31.385,"W",56.592,15.905,57
63,"Class2",86.133,35.817,27.727,67.22,0.11,"N",20.825,72.185,60
73,"Class1",50.484,77.217,75.637,37.308,24.783,"X",76.18,24.679,60
67,"Class2",86.039,9.177,56.17,66.565,16.762,"N",29.956,96.869,59
80,"Class3",41.872,17.27,84.558,68.815,41.902,"T",75.119,25.858,36
57,"Class1",22.795,79.811,76.577,14.709,35.18,"C",78.24,37.294,64
80,"Class3",21.498,17.397,93.964,66.404,55.228,"T",87.908,34.158,47
78,"Class3",35.24,16.983,85.131,64.906,47.54,"U",93.322,28.149,23
66,"Class2",88.785,17.045,58.238,64.823,17.939,"N",24.695,64.545,63
56,"Class1",45.287,73.611,75.264,30.856,31.474,"X",35.234,1.412,59
80,"Class3",25.506,16.682,68.706,68.391,38.446,"R",83.97,35.159,49
29,"Class2",90.873,32.393,50.421,66.762,-0.764,"N",26.952,93.901,59
73,"Class3",33.441,17.457,65.59,64.749,35.03,"A",81.078,26.612,39
55,"Class1",47.574,77.171,75.899,15.778,28.38,"X",73.025,52.29,60
57,"Class2",90.138,11.905,50.399,66.278,24.744,"K",23.825,61.081,59
73,"Class1",20.68,80.222,74.225,33.952,27.26,"W",73.224,-1.875,61
79,"Class3",74.418,17.176,70.172,69.014,43.214,"T",84.817,31.266,38
64,"Class1",21.196,80.812,76.3,26.742,33.507,"Q",53.43,73.698,55
61,"Class1",47.56,76.439,75.762,25.191,32.537,"Q",65.488,3.246,60
53,"Class1",65.725,74.715,76.288,35.414,29.604,"W",52.101,30.194,64
80,"Class3",42.83,17.709,81.634,71.941,40.759,NA,85.891,39.926,41
73,"Class3",24.627,17.766,65.906,65.909,37.032,"E",95.64,33.029,42
69,"Class2",88.378,22.102,25.144,67.647,15.76,"K",26.791,84.911,64
58,"Class1",48.243,77.476,76.077,25.595,25.207,"B",54.159,46.607,60
38,"Class2",88.318,7.936,44.384,66.19,7.747,"P",26.763,77.142,58
80,"Class3",57.449,16.846,85.241,66.922,45.9,"E",96.916,30.47,46
76,"Class3",48.929,15.854,75.487,69.442,52.121,"R",88.86,32.012,51
46,"Class1",30.877,80.424,76.348,42.035,33.185,"Q",24.624,59.807,60
80,"Class3",26.504,15.413,92.833,64.746,59.407,"U",86.086,30.431,34
62,"Class1",46.679,74.308,75.277,49.463,34.253,"X",12.091,39.075,55
77,"Class3",67.431,15.925,71.217,69.887,46.103,"A",84.399,24.045,39
58,"Class2",87.721,5.143,93.456,66.719,23.5,"R",20.481,55.512,60
73,"Class3",42.328,17.348,88.947,65.782,51.993,"U",85.193,21.492,29
61,"Class1",32.554,76.518,74.254,44.078,26.327,"B",-6.918,49.864,59
46,"Class1",71.652,73.482,76.282,4.338,31.045,"W",112.549,12.168,60
67,"Class1",12.028,78.793,74.056,31.214,23.356,"W",120.782,22.276,59
74,"Class3",38.672,15.81,78.458,64.747,46.502,"U",82.299,32.757,26
65,"Class1",72.363,78.436,75.61,28.07,35.416,"X",58.024,59.371,64
26,"Class2",89.829,24.584,68.854,65.387,0.598,"F",23.661,62.512,59
65,"Class1",41.708,NA,76.474,21.704,28.621,"Q",67.942,16.699,57
65,"Class1",47.403,75.951,76.067,19.886,31.251,"B",26.749,71.153,64
76,"Class3",71.047,16.15,67.21,66.399,36.355,"U",90.54,26.396,42
79,"Class3",22.386,17.175,71.584,66.3,43.779,"A",83.822,26.299,35
73,"Class3",35.341,15.496,80.449,70.027,60.404,"T",86.41,40.02,17
46,"Class1",51.561,77.015,75.084,29.193,27.04,"C",36.337,69.236,58
49,"Class2",86.776,32.103,88.606,65.883,18.192,"P",17.534,69.558,60
62,"Class1",37.321,77.246,74.496,31.745,32.6,"C",66.86,26.284,60
64,"Class1",65.529,74.063,74.622,35.973,38.43,NA,66.324,35.199,61
63,"Class1",46.97,77.919,74.479,35.928,30.092,"Q",59.041,23.493,63
46,"Class2",88.414,36.807,52.952,66.155,4.037,"R",18.994,65.325,61
62,"Class2",90.66,32.144,70.009,65.718,1.062,"F",30.004,84.07,58
64,"Class1",65.222,74.13,75.008,25.043,26.478,NA,46.093,42.236,62
80,"Class3",64.699,15.339,72.225,67.043,37.863,"U",96.398,24.054,22
56,"Class2",88.406,36.465,80.181,66.399,23.063,"K",22.095,60.64,59
60,"Class1",65.926,76.427,74.496,28.187,25.831,"Q",57.626,6.503,62
65,"Class1",13.183,76.753,74.311,21.641,36.359,"X",8.744,59.843,63
26,"Class2",88.157,18.773,70.907,67.173,9.544,"P",24.279,68.706,60
56,"Class1",51.972,78.855,76.04,32.384,30.623,"C",60.893,78.544,59
49,"Class2",89.383,15.406,91.638,67.114,7.06,"N",17.835,76.166,64
58,"Class1",51.507,80.729,75.7,17.267,29.019,"B",44.783,51.651,59
73,"Class1",55.911,76.643,75.096,47.367,28.412,"W",83.354,51.447,55
55,"Class1",36.907,80.564,76.993,30.638,25.594,"C",27.795,-1.727,55
28,"Class2",88.454,35.726,40.69,65.29,22.29,"P",14.528,89.428,62
34,"Class2",90.663,6.705,29.673,66.939,23.932,"P",23.046,60.939,61
76,"Class3",66.248,15.612,68.995,68.703,28.474,"E",91.253,26.201,33
79,"Class3",79.022,15.004,80.513,69.213,45.634,"U",85.548,33.304,35
80,"Class3",36.748,17.5,90.78,69.586,51.645,"T",90.468,31.362,22
73,"Class3",36.823,17.696,87.021,71.279,54.731,"A",84.658,37.215,14
48,"Class1",24.096,76.32,74.118,50.901,33.807,"W",-11.297,56.5,62
79,"Class3",30.396,NA,75.32,69.999,42.504,"U",77.394,32.863,47
57,"Class1",24.041,74.684,76.325,31.83,23.606,"W",34.872,45.249,55
28,"Class2",87.119,9.511,64.495,65.892,9.928,"N",20.127,73.102,58
77,"Class3",35.293,15.809,88.843,68.457,41.749,"E",94.146,37.632,37
55,"Class2",86.569,26.864,47.698,66.282,39.002,"R",29.169,69.812,58
66,"Class2",86.053,9.518,45.499,66.435,11.15,"F",24.848,70.573,61
67,"Class1",34.457,75.682,75.226,33.18,32.728,"X",48.146,41.656,62
78,"Class3",79.144,NA,67.356,62.535,44.02,NA,84.825,30.04,25
65,"Class1",30.918,78.163,74.06,37.004,22.398,"C",60.781,80.523,55
79,"Class3",60.763,15.426,67.37,67.404,37.561,"U",83.535,40.164,19
79,"Class3",73.597,17.322,72.981,65.464,45.847,"A",88.137,33.226,31
69,"Class2",89.171,40.016,71.927,66.495,31.561,"K",14.973,70.756,59
75,"Class3",28.304,15.806,89.167,63.71,37.493,"E",94.158,26.56,26
75,"Class3",52.102,17.214,72.245,67.742,44.823,"E",94.774,44.216,18
70,"Class1",62.125,79.248,74.234,23.474,38.32,"C",60.664,47.717,63
60,"Class1",16.801,80.741,76.751,6.212,34.103,"Q",48.931,71.805,56
80,"Class3",81.693,NA,86.546,63.553,46.18,"U",101.603,37.16,13
59,"Class1",38.29,73.576,75.508,57.208,24.962,"W",78.835,38.982,57
48,"Class1",35.351,78.228,76.109,31.601,30.571,NA,-2.574,45.307,55
55,"Class2",90.045,12.568,42.256,66.377,18.044,"K",32.133,66.568,63
74,"Class1",37.761,79.09,74.816,56.861,25.581,"X",53.129,12.363,63
56,"Class1",24.582,76.302,74.76,18.988,28.158,"Q",33.962,26.75,55
77,"Class3",52.573,16.228,90.146,68.14,37.949,"E",87.111,35.917,20
67,"Class1",37.841,79.986,74.506,41.398,24.171,"B",6.036,-7.263,64
45,"Class2",89.165,18.143,83.529,65.947,16.423,"K",25.848,88.593,58
50,"Class2",90.615,37.052,94.801,67.276,23.696,"N",29.577,65.443,60
69,"Class1",18.81,76.048,76.128,52.405,31.546,"B",68.535,18.714,61
70,"Class2",88.882,16.568,68.835,67.32,25.458,"R",21.408,70.49,58
67,"Class1",18.988,74.639,74.252,30.654,27.858,"B",28.186,11.309,57
62,"Class2",89.468,21.421,47.37,64.942,14.842,"R",26.617,74.792,60
76,"Class3",37.616,17.327,83.857,60.593,38.334,"A",82.5,30.839,25
78,"Class3",45.839,17.325,76.017,67.604,31.341,"A",86.591,24.81,36
74,"Class3",66.541,NA,70.614,67.252,40.508,"A",89.104,32.536,14
36,"Class2",89.989,12.65,75.289,67.012,15.922,"N",31.456,86.303,58
61,"Class1",46.813,NA,75.814,27.696,34.235,"W",13.802,63.075,64
53,"Class1",69.298,79.173,75.32,22.932,29.21,"B",47.168,16.257,60
75,"Class3",25.846,16.818,68.613,69.402,40.398,NA,85.54,41.207,19
73,"Class3",74.639,16.203,88.953,67.731,51.728,"E",95.894,31.306,38
38,"Class2",90.165,27.869,65.325,67.719,21.057,"F",14.025,77.925,64
78,"Class3",23.854,16.802,90.765,61.842,38.447,"U",89.802,31.221,31
69,"Class1",45.605,77.851,74.75,46.007,30.075,"X",83.849,38.354,59
39,"Class2",86.198,30.558,55.116,66.262,21.697,"N",28.887,64.799,63
79,"Class3",73.652,15.028,73.535,69.078,42.639,"A",83.708,21.953,25
72,"Class1",41.118,NA,75.066,28.151,31.319,"C",23.188,11.8,60
70,"Class2",90.22,13.874,97.653,66.115,16.822,"K",26.205,72.632,58
48,"Class1",39.899,75.011,74.281,27.283,30.546,"X",53.029,64.604,58
75,"Class3",21.363,15.923,76.386,74.623,48.997,"U",90.649,31.772,45
78,"Class3",33.469,15.279,92.66,67.386,50.913,"R",90.419,26.643,42
69,"Class1",50.345,75.46,75.144,16.076,29.788,"Q",47.991,68.087,55
74,"Class3",27.012,16.84,66.431,67.71,51.383,"T",86.899,33.025,26
29,"Class2",88.142,27.113,94.203,66.428,20.134,"P",33.232,69.176,58
29,"Class2",90.117,4.598,69.679,67.695,3.201,"N",17.562,71.024,61
63,"Class2",89.819,37.765,59.624,67.366,18.88,"K",28.48,55.597,60
74,"Class3",60.339,17.184,89.472,69.286,41.826,"A",79.681,35.396,38
74,"Class3",55.542,17.715,75.035,64.866,39.318,"T",84.335,27.064,37
69,"Class1",56.928,NA,74.828,47.161,35.438,"X",116.761,72.581,56
66,"Class1",69.824,76.023,75.113,54.537,23.04,"Q",19.817,21.843,63
51,"Class1",30.753,73.317,76.299,29.237,34.212,"X",42.663,54.91,56
79,"Class3",52.741,16.825,89.972,73.658,44.516,"A",92.795,26.817,46
57,"Class1",60.981,80.282,74.65,29.294,33.612,"W",45.09,31.319,62
53,"Class1",38.26,NA,76.869,40.199,30.467,"C",22.473,64.274,55
76,"Class3",61.485,17.145,69.306,67.743,38.611,"U",85.505,27.252,36
78,"Class3",73.296,16.549,69.704,61.738,55.99,"A",85.613,18.604,32
77,"Class3",36.222,17.38,72.645,66.041,40.921,"U",86.668,28.441,29
78,"Class3",66.787,15.506,75.37,60.405,40.375,"E",88.595,36.202,31
66,"Class2",88.551,34.26,54.089,67.522,7.323,"R",35.386,83.189,64
60,"Class1",51.634,77.557,76.281,59.019,32.382,"B",78.162,32.993,58
77,"Class3",72.471,16.367,76.535,64.341,48.149,"U",85.206,30.427,32
76,"Class3",51.973,15.699,71.013,64.57,41.714,"U",87.137,31.879,18
50,"Class1",58.817,78.533,74.047,16.964,32.583,"C",38.068,27.188,62
57,"Class2",90.345,17.547,41.26,66.078,19.271,"F",27.089,76.456,60
79,"Class3",69.687,15.898,77.652,67.747,34.16,NA,86.128,38.114,30
72,"Class1",52.839,78.95,76.771,23.085,32.216,"X",33.439,43.034,61
71,"Class1",17.723,75.648,75.398,20.179,29.697,"X",66.012,39.414,56
51,"Class2",89.285,33.13,32.463,67.098,4.488,"K",29.996,63.079,64
74,"Class3",34.602,16.955,83.915,65.118,47.329,"A",85.685,29.714,28
75,"Class3",40.154,17.509,89.3,62.79,49.212,"A",89.117,43.286,27
69,"Class1",67.977,76.507,76.332,65.896,32.423,"C",39.707,71.455,57
77,"Class3",29.268,17.435,92.987,69.18,44.884,"U",89.862,35.128,46
63,"Class1",26.581,74.456,74.728,22.23,26.444,"C",33.862,56.996,62
76,"Class3",35.81,15.946,87.984,71.412,33.525,"E",86.122,26.11,27
62,"Class1",45.537,80.495,76.56,72.39,27.462,"B",61.938,36.669,61
79,"Class3",48.352,17.976,83.152,72.047,36.277,"A",88.589,44.132,46
46,"Class1",63.049,78.978,76.309,33.514,26.603,"Q",64.115,25.691,61
46,"Class2",90.859,36.427,81.179,66.253,31.941,"R",27.998,58.252,61
80,"Class3",21.39,15.082,84.032,65.886,22.167,NA,88.173,33.908,13
51,"Class2",87.63,32.6,98.731,65.604,31.435,"F",22.494,80.135,63
42,"Class2",90.282,22.438,91.926,66.21,18.748,"R",8.268,61.592,59
38,"Class2",89.524,24.494,80.876,66.707,9.175,"F",15.44,77.336,60
68,"Class1",47.251,77.241,75.204,29.942,33.131,NA,32.755,29.913,63
78,"Class3",58.371,17.329,81.921,72.053,41.539,"A",89.046,38.018,25
77,"Class3",34.452,15.854,74.54,70.415,44.306,"A",85.744,34.994,16
68,"Class2",88.699,24.329,71.938,68.642,14.018,NA,26.538,78.452,58
27,"Class2",86.776,12.575,26.055,66.399,16.595,"N",21.104,84.759,64
66,"Class2",90.208,NA,41.354,66.779,0.822,"K",27.424,66.562,63
52,"Class2",89.512,NA,59.458,64.201,26.995,"F",23.769,69.048,60
56,"Class1",62.835,74.823,74.797,56.807,23.274,"C",22.524,18.215,63
45,"Class2",89.002,NA,73.459,67.545,27.904,"K",23.128,75.176,60
73,"Class1",54.027,75.318,75.168,22.828,27.173,"X",82.388,50.256,61
57,"Class1",23.975,79.736,74.825,19.297,35.277,"X",86.242,35.999,57
59,"Class1",33.325,80.273,74.662,61.696,22.658,"B",50.076,80.336,61
76,"Class3",30.774,15.088,79.384,65.148,53.32,"T",96.347,35.211,38
67,"Class2",87.914,16.315,49.881,66.293,12.463,"N",17.404,77.448,58
68,"Class1",19.939,75.137,76.994,57.578,28.813,"X",37.011,11.033,64
59,"Class2",86.712,32.117,54.289,66.746,10.541,"P",35.556,57.45,64
73,"Class3",48.577,15.233,76.102,69.487,48.807,"E",84.725,29.96,32
74,"Class3",53.111,17.554,80.221,69.362,53.473,"A",90.956,27.48,33
75,"Class3",45.088,NA,76.992,64.321,32.052,"A",95.826,25.321,29
70,"Class1",30.077,79.832,74.352,9.342,27.995,"Q",67.894,29.018,61
50,"Class1",59.946,74.358,74.519,35.562,29.433,"B",7.74,14.89,62
80,"Class3",74.751,17.57,81.811,68.727,49.601,"R",84.433,32.331,23
57,"Class1",64.629,79.004,74.04,10.71,23.533,"Q",70.295,102.754,62
49,"Class1",17.187,78.608,74.657,28.592,33.461,"B",30.561,37.184,64
41,"Class2",87.288,4.301,80.042,67.396,-4.32,"R",18.669,76.334,64
74,"Class3",65.593,17.378,86.211,66.644,35.913,"E",91.175,50.579,29
73,"Class3",80.468,16.304,79.995,75.649,36.435,"T",84.987,32.516,42
76,"Class3",82.55,17.643,72.862,74.409,45.639,"R",92.311,29.363,27
46,"Class1",69.777,75.782,76.261,31.651,27.799,NA,38.672,30.585,64
73,"Class3",80.013,17.559,84.471,68.47,40.064,"U",85.869,29.106,13
75,"Class3",52.15,16.353,74.872,66.044,58.192,"U",80.671,33.819,19
61,"Class1",19.293,80.866,75.978,30.423,33.804,"Q",61.308,34.056,61
61,"Class1",18.47,80.704,75.504,27.798,24.168,"C",58.407,49.763,56
26,"Class2",87.712,33.458,32.452,66.467,22.277,"N",27.738,68.98,58
68,"Class1",38.783,77.567,76.845,26.895,38.817,"W",38.451,-3.933,58
70,"Class2",86.746,15.493,72.167,66.443,26.805,"F",17.332,79.622,62
69,"Class1",53.187,78.365,76.901,45.294,31.968,NA,84.397,30.308,58
29,"Class2",89.103,10.931,82.043,68.642,-1.43,"R",16.221,66.243,61
66,"Class1",66.056,78.993,74.977,5.581,33.096,"X",44.704,-3.262,62
35,"Class2",90.73,8.002,57.096,66.853,24.161,"R",16.719,62.556,63
52,"Class2",89.767,38.93,25.228,65.365,29.862,"K",20.47,63.533,61
74,"Class3",81.045,15.251,93.579,67.301,49.458,"R",92.238,33.656,31
45,"Class2",90.633,29.297,50.26,66.848,31.752,"K",22.17,63.546,60
52,"Class2",86.237,25.737,27.756,66.343,0.297,"R",24.792,76.309,61
65,"Class1",57.599,80.679,75.248,24.65,29.092,"Q",12.763,52.641,61
32,"Class2",90.359,25.275,60.235,64.689,8.303,"P",24.207,74.595,63
54,"Class2",89.976,27.4,66.068,67.418,9.46,"K",14.734,83.29,63
73,"Class1",60.678,74.494,75.772,29.872,24.172,"W",63.856,4.377,57
77,"Class3",32.063,NA,66.387,71.249,36.162,"A",94.664,34.493,35
75,"Class3",27.401,16.374,90.295,64.639,41.853,"T",88.611,35.741,45
65,"Class2",88.691,13.594,63.503,67.896,13.752,"R",22.768,80.346,62
80,"Class3",75.615,17.291,87.007,70.892,38.957,"U",88.748,22.03,28
80,"Class3",53.283,16.52,68.909,67.336,52.523,"R",86.377,30.957,31
76,"Class3",70.815,16.566,84.836,62.703,53.466,"U",87.919,37.625,39
78,"Class3",74.865,17.158,90.372,71.515,52.906,"R",88.365,41.579,28
76,"Class3",77.522,NA,70.544,68.789,45.478,"R",89.475,29.157,42
68,"Class2",86.755,19.697,57.209,64.113,2.409,"K",14.056,75.163,61
53,"Class1",18.609,73.923,75.258,35.265,23.015,"W",25.305,13.455,58
65,"Class1",53.345,74.962,75.32,22.679,30.665,"W",65.058,47.716,64
65,"Class1",12.194,74.658,74.037,6.818,34.608,"B",20.113,42.379,62
52,"Class1",12.584,77.651,75.386,26.351,34.329,"X",76.177,33.631,58
55,"Class2",89.603,23.593,85.876,66.065,16.521,"N",22.222,64.338,62
62,"Class1",31.129,74.796,74.613,30.808,29.291,"W",1.802,35.436,60
70,"Class2",89.145,5.122,86.56,67.624,16.667,"R",12.195,73.449,59
75,"Class3",69.724,16.715,86.229,63.132,48.923,"U",89.576,37.913,16
80,"Class3",28.045,15.602,74.339,65.979,40.139,"A",88.641,33.086,18
60,"Class1",40.124,75.195,74.631,41.539,29.849,"C",61.175,69.013,63
30,"Class2",87.969,37.927,93.945,65.877,17.441,"N",22.418,52.976,58
62,"Class1",13.117,NA,75.068,45.901,29.251,"W",27.438,18.173,59
77,"Class3",67.136,NA,70.659,64.449,49.078,"E",91.833,35.698,41
80,"Class3",41.372,17.066,81.995,68.973,50.859,"A",85.016,39.543,49
54,"Class1",69.365,79.847,75.859,50.52,29.772,"Q",94.939,29.432,55
54,"Class1",61.065,74.692,76.731,30.843,33.023,"B",84.582,62.463,59
77,"Class3",73.071,15.412,85.814,67.223,45.476,"U",85.862,28.935,19
46,"Class2",89.215,36.002,89.601,66.704,22.622,"P",14.268,84.298,59
69,"Class1",17.712,79.333,75.131,29.885,27.134,"W",-13.702,61.052,57
65,"Class2",87.041,9.844,64.856,67.925,-1.094,"K",11.442,68.457,63
75,"Class3",85.118,17.389,93.836,65.86,50.861,"E",88.769,38.263,30
28,"Class2",86.038,18.052,77.912,65.884,37.15,"K",22.919,63.09,62
67,"Class2",89.26,6.467,56.614,66.481,11.218,NA,35.256,78.911,61
76,"Class3",61.227,16.916,89.398,67.594,52.819,"E",91.539,19.195,51
56,"Class1",57.473,80.746,76.956,43.14,27.172,"Q",16.191,47.002,57
77,"Class3",44.086,16.191,67.17,69.335,41.422,"U",88.519,36.266,51
26,"Class2",86.849,4.018,33.938,66.25,13.709,"P",30.567,72.13,59
78,"Class3",56.767,16.767,93.876,62.772,31.999,"R",87.625,32.525,16
54,"Class2",86.752,10.446,83.079,67.817,18.797,"R",21.894,70.162,59
76,"Class3",86.21,16.725,77.925,62.376,46.841,"A",87.122,41.869,33
47,"Class1",43.987,73.81,75.945,20.378,35.478,"C",31.262,35.967,64
54,"Class2",86.464,17.878,68.059,67.445,29.621,"N",34.94,68.504,61
59,"Class1",22.39,80.462,75.15,45.295,28.449,"Q",105.457,11.059,64
56,"Class2",89.041,26.81,55.634,66.019,10.278,"K",39.025,76.475,60
26,"Class2",88.534,30.214,40.138,66.662,12.445,"K",36.207,71.573,63
55,"Class2",90.093,14.8,75.788,67.146,20.776,"P",27.414,50.465,61
33,"Class2",86.194,11.49,45.297,64.996,6.064,"F",29.992,86.599,59
31,"Class2",87.858,15.771,32.643,66.552,15.805,"F",22.176,82.194,61
64,"Class1",70.5,74.007,75.808,52.898,31.632,"B",60.061,98.459,64
47,"Class1",42.473,76.71,75.461,46.923,34.099,"W",21.205,-4.566,61
50,"Class1",20.587,79.37,75.071,27.225,31.552,"X",75.371,26.41,57
46,"Class1",15.561,79.152,75.95,53.203,38.227,"Q",54.275,48.568,61
77,"Class3",33.121,16.603,90.383,68.319,47.641,"E",88.414,30.568,42
54,"Class1",39.07,76.917,75.101,35.521,35.762,"Q",92.903,-10.278,60
77,"Class3",43.704,16.542,85.277,60.007,45.569,"T",85.51,33.182,42
54,"Class1",12.61,73.733,75.592,23.218,28.635,"W",29.934,16.797,61
67,"Class1",37.878,73.223,74.091,54.797,32.313,"W",26.288,54.104,57
75,"Class3",37.045,15.874,85.45,71.103,34.59,"R",79.546,42.989,40
61,"Class1",23.175,76.079,74.024,34.06,22.224,"W",55.89,35.739,60
75,"Class3",31.317,15.831,66.411,77.875,38.294,"A",83,28.478,43
67,"Class1",24.528,76.478,76.321,29.318,33.435,"C",39.353,34.889,60
63,"Class2",90.75,34.477,56.427,65.275,26.638,"K",30.769,74.883,60
66,"Class2",88.895,36.984,39.966,67.115,18.798,"R",26.392,86.534,61
31,"Class2",89.75,13.36,96.33,66.675,13.654,"N",18.218,73.634,61
72,"Class1",54.769,80.143,75.996,40.992,31.71,"C",47.573,104.375,61
76,"Class3",22.768,16.623,87.911,68.164,62.892,"U",84.834,33.529,25
56,"Class1",69.518,76.088,75.264,30.45,31.557,"Q",2.342,40.996,58
52,"Class2",87.803,29.905,37.507,66.645,-5.736,"R",30.517,69.994,62
63,"Class2",89.056,20.724,65.505,66.297,23.36,"K",12.918,72.482,63
66,"Class2",88.121,12.886,38.346,66.29,18.294,"R",18.12,95.127,58
74,"Class1",12.079,NA,76.053,34.874,35.337,"W",29.296,58.726,59
52,"Class2",86.301,19.308,98.116,64.258,14.462,"F",19.992,70.919,62
68,"Class1",63.695,79.407,74.521,26.808,28.483,"X",75.438,49.988,55
68,"Class2",89.528,4.133,26.786,66.155,37.53,"K",24.856,75.081,62
43,"Class2",89.252,13.66,79.25,65.233,8.547,"P",13.062,97.026,60
47,"Class1",35.581,79.508,74.884,4.211,29.932,"X",13.251,82.34,56
70,"Class2",86.15,14.563,51.153,65.663,17.161,"N",10.828,67.781,63
77,"Class3",79.269,16.389,66.469,74.132,48.574,"R",83.453,40.963,43
75,"Class3",48.372,17.514,90.729,62.575,47.386,"E",90.462,38.236,47
72,"Class1",47.638,80.752,76.455,7.959,28.084,"Q",-11.2,77.31,62
