"KGE1","ZCT2","XFI3","XCR4","Output20","RPT5","VDN6","SFI7","VGU8","GPL9"
47.206,14.596,"S",73.792,"Class1",32.632,5.271,51.041,50.483,13
94.584,70.738,"I",46.906,"Class2",26.124,NA,44.123,93.082,14
83.54,70.47,"G",47.746,"Class2",19.82,8.548,54.33,93.279,24
42.611,23.691,"D",66.608,"Class1",11.307,19.401,50.116,96.013,43
34.742,37.755,"T",64.869,"Class1",5.313,7.063,49.476,65.343,36
74.571,72.349,"E",48.469,"Class2",31.3,14.136,56.276,91.608,40
39.157,17.889,"D",70.159,"Class1",28.087,12.836,49.679,66.4,16
30.531,13.387,"T",83.53,"Class1",9.078,12.432,50.268,92.129,24
33.863,7.186,"D",73.856,"Class1",11.105,NA,50.391,81.179,43
43.037,23.067,"N",55.418,"Class1",25.964,5.542,51.286,68.79,18
88.702,69.618,"G",48.462,"Class2",32.833,19.227,51.911,92.885,62
85.784,69.67,"G",46.487,"Class2",48.422,24.497,71.117,93.198,60
48.017,21.211,"D",64.347,"Class1",15.957,14.575,51.466,58.122,32
38.413,31.475,"D",60.664,"Class1",7.516,20.913,49.339,91.785,28
31.655,21.649,"T",64.662,"Class1",22.834,2.957,51.213,106.134,16
31.391,30.815,"N",57.601,"Class1",29.713,15.869,51.758,68.327,39
39.572,22.756,"D",72.119,"Class1",28.404,14.487,51.43,58.271,20
75.681,67.405,"I",47.284,"Class2",54.881,34.659,66.397,93.734,58
97.215,71.507,"G",46.785,"Class2",62.935,14.176,57.65,91.465,68
92.755,71.52,"G",47.164,"Class2",38.644,10.947,58.101,92.507,43
89.61,72.303,"X",46.874,"Class2",30.022,31.221,55.139,91.964,42
95.215,71.294,"G",47.04,"Class2",61.852,20.838,52.316,92.378,41
50.087,16.941,"S",71.523,"Class1",13.6,18.791,51.807,84.962,42
53.363,36.614,"N",75.65,"Class1",31.548,11.128,50.246,98.113,36
89.088,71.679,"X",46.863,"Class2",59.511,25.649,46.044,90.751,56
88.778,70.934,"G",47.38,"Class2",55.959,13.154,62.205,92.927,NA
80.817,70.309,"E",47.154,"Class2",28.842,22.958,48.555,92.717,70
55.598,26.496,"N",61.504,"Class1",15.69,10.639,51.914,56.292,35
97.979,71.269,"X",47.749,"Class2",64.077,12.876,48.202,91.707,21
69.483,71.309,"I",45.516,"Class2",54.606,21.152,45.874,94.823,28
49.662,18.881,"D",67.244,"Class1",10.679,3.209,50.823,55.109,14
94.359,72.207,"I",45.631,"Class2",33.344,5.702,66.715,91.202,17
80.027,70.726,"E",45.984,"Class2",34.641,11.988,50.068,92.243,69
80.182,69.211,"G",48.384,"Class2",34.519,20.956,69.398,91.321,23
73.547,70.169,"I",47.321,"Class2",24.268,14.61,65.65,91.577,47
81.095,70.912,"I",47.764,"Class2",32.705,25.694,54.951,92.794,57
80.646,69.95,"U",47.413,"Class2",26.214,17.808,64.06,92.339,18
44.386,11.404,"J",57.666,"Class1",13.877,12.481,50.501,93.748,NA
87.912,70.991,"G",47.881,"Class2",56.334,31.077,51.879,91.807,7
97.153,72.168,"I",46.49,"Class2",20.098,NA,51.656,93.332,64
89.733,72.703,"G",47.888,"Class2",57.678,30.409,49.2,91.999,28
42.025,44.912,"D",63.059,"Class1",27.478,NA,51.507,54.583,22
74.754,71.023,"E",48.096,"Class2",62.699,12.508,72.241,94.112,33
87.581,70.571,"I",47.74,"Class2",43.127,4.624,67.894,91.813,6
52.411,2.517,"S",58.693,"Class1",7.755,4.525,50.906,75.986,40
36.512,16.3,"N",68.407,"Class1",18.767,8.166,51.955,67.339,33
97.029,72.236,"U",48.34,"Class2",53.422,25.478,71.815,93.735,18
89.629,72.005,"X",48.093,"Class2",49.631,18.495,71.099,91.238,46
98.228,71.862,"I",46.452,"Class2",57.823,25.277,43.973,92.557,60
70.718,70.516,"I",47.397,"Class2",51.398,17.046,69.072,92.792,2
40.082,2.816,"S",58.074,"Class1",24.969,12.681,51.327,46.223,NA
41.001,5.924,"D",66.78,"Class1",17.315,10.175,49.804,94.057,32
87.455,70.798,"E",46.627,"Class2",27.766,13.89,49.798,93.548,69
30.901,9.905,"T",64.346,"Class1",33.75,5.246,51.361,36.096,36
32.032,8.445,"D",58.813,"Class1",16.811,-2.476,51.176,59.697,12
85.486,71.629,"U",48.286,"Class2",38.664,16.598,55.397,91.735,NA
41.243,15.666,"S",66.48,"Class1",31.997,3.147,51.108,64.45,17
83.395,70.583,"E",44.751,"Class2",34.884,15.876,45.338,94.413,30
76.049,72.502,"G",47.606,"Class2",24.111,21.371,61.976,93.167,38
45.908,30.819,"D",71.277,"Class1",25.044,5.025,51.821,77.463,26
90.248,69.04,"X",49.108,"Class2",57.231,3.354,61.065,93.312,19
43.927,28.302,"D",72.246,"Class1",33.523,13.969,51.843,62.864,40
36.844,31.145,"T",70.264,"Class1",27.164,18.521,50.157,60.477,22
44.072,17.085,"D",72.56,"Class1",33.104,17.142,50.116,80.717,25
74.438,72.897,"X",49.241,"Class2",17.848,28.217,60,93.339,56
55.117,12.166,"T",62.678,"Class1",18.128,8.305,49.283,74.808,17
40.112,21.026,"S",77.875,"Class1",27.239,24.823,51.915,78.181,17
72.469,70.801,"X",47.017,"Class2",33.621,12.079,64.111,91.955,35
36.544,1.923,"S",62.532,"Class1",8.152,-5.649,50.015,58.737,31
45.276,32.009,"T",54.913,"Class1",34.085,15.92,51.571,63.508,24
78.863,71.926,"G",49.306,"Class2",53.679,28.96,63.321,93.844,4
86,73.245,"I",47.549,"Class2",41.544,15.368,44.11,91.054,74
46.725,15.77,"S",66.048,"Class1",33.804,14.746,50.692,72.795,32
69.008,72.472,"U",48.521,"Class2",56.678,-3.065,50.623,91.44,50
86.774,71.94,"G",47.724,"Class2",22.46,9.703,55.847,92.767,20
48.73,33.73,"T",66.929,"Class1",12.276,1.967,49.647,66.53,10
68.037,69.99,"I",45.642,"Class2",48.778,-5.831,66.266,92.799,45
83.356,71.821,"I",47.778,"Class2",20.905,NA,45.812,93.051,39
69.141,68.049,"U",45.743,"Class2",28.317,6.3,61.633,92.523,59
97.971,70.678,"G",47.095,"Class2",32.44,31.419,45.438,94.109,12
76.733,72.062,"X",46.592,"Class2",27.768,7.979,43.18,91.658,46
72.95,69.962,"I",46.962,"Class2",31.11,23.988,72.354,92.889,17
32.809,16.733,"S",74.573,"Class1",28.335,10.924,51.128,64.188,41
29.338,23.407,"S",62.83,"Class1",25.427,9.668,49.866,51.449,39
29.974,15.485,"N",52.317,"Class1",11.713,13.061,51.379,87.587,28
47.795,11.389,"S",68.717,"Class1",7.027,5.535,50.154,55.139,24
75.787,69.969,"G",48.19,"Class2",51.901,13,57.339,92.799,37
76.511,69.887,"X",47.292,"Class2",60.958,24.609,46.628,91.668,17
84.859,72.735,"G",48.322,"Class2",27.393,18.383,43.081,91.773,67
81.219,70.538,"I",46.975,"Class2",26.39,21.72,61.148,92.621,19
83.156,71.908,"I",46.663,"Class2",46.071,15.987,70.204,92.648,47
70.921,69.881,"X",46.961,"Class2",19.723,1.055,53.968,93.098,7
87.674,72.772,"I",46.325,"Class2",44.645,13.528,64.358,91.967,71
74.157,71.014,"E",46.918,"Class2",53.703,8.361,48.964,91.31,62
31.228,29.617,"D",68.627,"Class1",27.405,2.472,49.097,67.609,34
91.85,68.841,"E",47.439,"Class2",47.734,15.019,48.783,93.587,47
33.153,17.189,"N",58.187,"Class1",6.77,9.597,49.837,72.927,18
76.894,71.338,"X",44.858,"Class2",51.107,13.953,43.043,91.109,8
28.411,21.478,"J",67.058,"Class1",8.633,-0.129,50.055,64.786,25
35.949,21.543,"S",69.771,"Class1",9.111,12.667,49.937,66.251,40
52.675,19.371,"N",63.498,"Class1",13.064,10.632,50.073,77.547,36
52.429,16.729,"T",62.376,"Class1",31.275,21.606,51.514,69.723,NA
28.761,6.502,"J",64.012,"Class1",16.887,22.794,50.613,55.95,26
33.308,21.062,"N",74.34,"Class1",6.786,9.306,50.729,79.468,18
70.806,68.809,"X",48.359,"Class2",38.259,20.356,61.501,92.697,11
43.327,25.127,"D",69.613,"Class1",14.304,13.171,50.904,80.925,27
48.069,34.454,"T",55.141,"Class1",31.819,10.822,49.495,85.896,28
93.96,72.361,"U",47.079,"Class2",58.4,15.918,65.054,91.81,8
34.937,27.338,"J",49.47,"Class1",8.633,12.898,51.291,68.626,36
68.215,70.181,"E",48.284,"Class2",50.801,19.794,63.645,92.676,20
87.884,69.661,"E",47.686,"Class2",50.863,29.251,55.022,91.265,24
88.42,71.625,"E",48.173,"Class2",59.379,26.183,44.96,94.004,NA
80.531,71.789,"U",48.273,"Class2",41.251,13.608,72.303,93.205,68
72.91,70.897,"G",47.318,"Class2",22.822,15.001,59.025,94.452,12
78.659,72.822,"X",47.216,"Class2",49.07,NA,54.814,91.264,66
44.31,32.222,"J",67.136,"Class1",32.827,19.37,51.939,62.472,27
87.542,69.039,"E",45.857,"Class2",28.971,27.8,70.549,93.406,4
55.582,17.193,"N",67.122,"Class1",13.285,15.686,49.86,70.499,33
71.34,67.491,"U",45.893,"Class2",60.848,34.894,46.466,94.559,75
85.464,71.4,"X",47.72,"Class2",23.524,-6.785,72.814,91.519,65
97.903,71.503,"E",45.702,"Class2",29.385,39.696,44.133,93.483,22
72.281,72.432,"U",46.296,"Class2",21.955,NA,59.422,92.696,56
48.951,20.965,"D",78.044,"Class1",22.588,11.877,51.798,56.438,19
45.401,14.007,"S",69.982,"Class1",26.596,6.702,50.779,73.842,NA
39.419,19.542,"J",63.473,"Class1",30.011,NA,50.699,53.671,19
73.782,70.523,"U",49.07,"Class2",31.419,9.288,48.097,93.322,NA
44.821,20.333,"N",60.644,"Class1",29.366,6.408,51.694,75.26,13
78.244,69.783,"G",46.646,"Class2",22.476,32.328,71.567,92.511,37
73.661,69.138,"E",48.497,"Class2",29.922,35.875,47.316,92.033,NA
40.596,33.081,"N",74.594,"Class1",12.358,5.951,50.828,95.9,20
52.571,18.438,"S",57.682,"Class1",33.997,4.557,51.076,86.55,28
72.741,70.124,"X",48.591,"Class2",59.85,3.12,48.093,91.482,NA
47.392,30.18,"J",61.877,"Class1",23.358,NA,49.562,61.973,30
51.591,33.863,"S",73.524,"Class1",27.572,13.378,51.568,47.688,12
41.783,29.467,"N",66.701,"Class1",32.915,12.084,51.785,96.02,14
47.333,26.895,"D",58.002,"Class1",18.616,14.669,50.779,64.372,19
98.076,72.314,"G",46.272,"Class2",61.963,19.87,72.281,94.637,52
52.868,24.898,"T",61.576,"Class1",15.846,8.819,51.835,86.739,22
80.851,68.611,"X",48.338,"Class2",18.1,9.263,62.077,93.038,74
83.605,73.333,"E",47.542,"Class2",47.271,36.129,51.63,94.844,34
82.641,69.383,"E",46.842,"Class2",48.338,14.597,50.485,92.347,59
73.137,71.598,"X",48.632,"Class2",36.931,6.199,62.11,92.555,10
48.125,13.498,"T",68.843,"Class1",19.647,9.317,50.861,89.249,39
87.219,71.071,"I",47.503,"Class2",41.263,29.336,52.564,91.633,54
92.003,72.479,"G",45.886,"Class2",37.502,3.406,52.508,92.298,8
73.379,71.977,"X",47.205,"Class2",40.797,17.547,61.57,91.725,25
86.174,71.271,"X",46.889,"Class2",13.318,0.696,44.308,92.221,24
75.957,69.801,"E",45.746,"Class2",30.033,24.905,47.798,91.489,7
98.764,70.643,"I",47.585,"Class2",18.696,6.947,52.259,91.618,17
80.172,71.468,"I",47.3,"Class2",35.878,6.325,72.954,92.453,35
53.548,24.455,"D",74.184,"Class1",19.964,16,51.747,59.821,40
46.077,28.654,"D",70.296,"Class1",35.771,16.576,49.42,86.835,17
36.433,34.659,"N",66.696,"Class1",26.043,13.857,50.344,74.215,17
80.777,70.216,"G",47.442,"Class2",13.686,34.951,57.483,93.582,24
49.761,21.273,"D",67.455,"Class1",28.543,21.253,49.738,42.587,38
34.527,17.573,"T",77.619,"Class1",23.479,1.843,50.047,69.492,27
93.687,72.288,"X",48.172,"Class2",33.355,15.93,63.666,91.74,NA
44.874,22.191,"T",70.296,"Class1",31.083,12.723,50.424,94.893,23
93.34,71.465,"U",48.762,"Class2",50.41,1.36,49.59,91.207,74
52.889,17.653,"T",68.428,"Class1",10.285,6.866,51.445,75.442,31
30.632,38.2,"J",70.341,"Class1",18.455,-1.421,51.352,60.503,38
98.405,71.063,"G",48.871,"Class2",31.671,17.047,71.864,91.712,NA
88.003,70.385,"E",47.848,"Class2",52.435,17.529,70.696,93.292,70
28.944,23.074,"N",50.44,"Class1",22.619,13.902,50.932,66.178,24
73.454,73.129,"E",45.314,"Class2",23.366,11.923,53.187,92.726,NA
75.299,72.148,"E",48.777,"Class2",51.843,23.005,64.8,92.236,62
82.997,70.491,"U",46.746,"Class2",64.118,29.822,54.024,94.176,13
43.873,28.861,"S",66.6,"Class1",27.997,12.894,51.071,69.395,18
55.015,19.314,"S",54.572,"Class1",9.234,13.553,51.923,67.569,22
68.574,71.457,"I",45.723,"Class2",45.748,31.043,45.976,92.215,22
69.998,69.058,"I",49.219,"Class2",56.062,17.613,52.929,94.283,62
55.726,25.343,"J",57.413,"Class1",32.514,7.371,50.275,47.97,36
73.339,67.888,"X",47.361,"Class2",33.927,-2.327,54.345,92.149,46
88.339,70.727,"U",47.696,"Class2",26.758,16.329,71.582,93.407,22
44.713,30.785,"T",85.196,"Class1",10.137,16.055,50.26,82.471,9
81.736,72.561,"G",47.851,"Class2",39.019,18.851,71.211,90.722,38
77.766,72.179,"U",47.172,"Class2",53.432,19.353,46.271,91.971,55
80.382,71.26,"X",48.489,"Class2",56.499,13.737,70.273,92.271,34
78.133,71.913,"I",46.682,"Class2",40.913,10.895,68.066,90.655,28
41.833,17.471,"T",72.155,"Class1",34.741,10.054,51.737,97.75,41
44.242,19.102,"J",66.276,"Class1",17.702,7.716,50.094,84.658,43
84.858,72.666,"G",46.995,"Class2",24.313,16.76,67.06,90.826,31
33.39,19.325,"D",76.826,"Class1",14.046,NA,51.592,81.143,36
49.544,31.239,"N",55.632,"Class1",17.929,12.446,50.148,76.332,17
88.124,74.809,"U",46.757,"Class2",36.937,10.656,54.631,92.299,39
97.506,71.333,"G",48.148,"Class2",42.136,13.288,56.982,93.092,21
46.139,18.833,"N",77.677,"Class1",13.479,-0.913,49.606,51.618,23
43.543,26.617,"J",63.962,"Class1",13.72,-0.636,49.023,61.569,20
51.325,18.245,"N",57.522,"Class1",35.96,9.84,51.261,66.822,37
79.948,70.355,"I",48.163,"Class2",52.268,6.065,48.859,94.128,5
88.968,71.592,"X",47.2,"Class2",14.308,1.506,49.446,93.742,9
77.065,72.773,"E",45.636,"Class2",55.242,3.549,54.52,92.392,61
70.505,70.309,"E",48.304,"Class2",26.561,10.286,72.532,92.359,48
49.598,14.67,"T",69.908,"Class1",12.306,13.327,49.369,72.097,43
41.517,31.818,"J",68.357,"Class1",26.239,14.595,50.821,76.649,14
51.803,14.463,"S",66.621,"Class1",12.151,7.075,49.493,72.197,27
86.168,72.783,"G",49.101,"Class2",25.314,NA,61.516,91.359,34
71.755,72.938,"X",47.288,"Class2",52.956,13.367,43.764,91.642,25
35.903,8.938,"J",58.261,"Class1",22.643,16.864,50.896,53.357,35
76.758,70.862,"I",49.17,"Class2",57.475,10.352,60.776,91.804,52
78.973,72.776,"U",46.702,"Class2",33.783,29.291,46.725,92.799,7
98.006,69.611,"U",46.065,"Class2",45.75,24.946,51.227,93.178,11
35.698,24.685,"N",66.819,"Class1",10.44,4.868,50.236,60.894,31
80.191,69.766,"G",47.525,"Class2",13.329,42.436,59.755,91.94,45
71.11,74.621,"X",47.461,"Class2",24.195,20.354,57.693,93.444,4
69.856,71.56,"I",46.689,"Class2",20.337,27.723,53.34,92.746,15
34.89,17.373,"N",53.66,"Class1",25.732,3.953,50.93,52.559,42
95.143,72.36,"I",48.383,"Class2",16.503,29.028,50.719,93.194,NA
79.725,69.761,"X",45.684,"Class2",20.489,6.66,56.019,90.816,65
74.818,70.663,"G",47.56,"Class2",27.305,NA,70.716,92.642,12
54.325,21.021,"S",74.734,"Class1",7.329,20.701,50.13,75.375,36
44.757,18.263,"J",54.842,"Class1",12.751,11.574,49.029,84.111,31
87.248,71.317,"G",47.361,"Class2",47.693,NA,68.268,92.088,67
89.199,70.463,"X",47.702,"Class2",42.896,6.154,54.438,93.673,74
28.244,16.84,"D",77.554,"Class1",34.664,7.082,50.256,58.625,23
79.152,71.124,"I",47.112,"Class2",56.29,27.232,58.831,93.754,72
53.59,14.467,"T",64.031,"Class1",12.278,15.168,50.869,89.199,39
81.148,74.152,"X",47.804,"Class2",57.171,20.063,70.361,92.373,2
40.401,14.906,"T",66.729,"Class1",33.945,NA,51.185,84.503,35
74.724,70.996,"E",47.777,"Class2",44.054,17.148,71.137,91.597,13
94.265,72.48,"G",46.403,"Class2",33.982,35.047,55.193,91.797,17
90.098,69.784,"U",47.566,"Class2",55.737,3.409,43.346,93.832,57
45.542,14.604,"S",81.351,"Class1",33.49,0.76,50.613,70.671,34
97.061,71.719,"E",46.324,"Class2",20.079,27.765,62.888,92.939,6
28.734,5.43,"N",63.085,"Class1",19.878,10.718,49.103,84.233,9
41.917,14.833,"N",62.627,"Class1",10.64,6.631,51.605,56.175,10
85.741,72.808,"U",49.03,"Class2",21.573,20.787,65.946,93.152,35
37.145,30.533,"T",74.344,"Class1",6.549,21.761,51.944,95.283,38
50.653,40.533,"N",55.961,"Class1",24.659,6.708,51.563,67.395,17
37.741,7.902,"N",72.237,"Class1",7.122,10.251,49.613,70.281,42
36.653,25.241,"S",70.994,"Class1",16.273,3.204,51.862,93.124,22
73.41,71.409,"U",45.766,"Class2",17.649,26.451,55.449,92.002,59
79.914,71.993,"I",49.265,"Class2",22.652,14.994,49.858,92.452,63
69.26,72.199,"X",48.771,"Class2",62.983,10.636,45.337,91.939,65
82.492,70.243,"X",47.166,"Class2",14.918,10.583,67.319,91.959,44
30.885,10.691,"J",76.141,"Class1",6.084,8.271,49.544,74.202,19
88.084,71.269,"G",47.061,"Class2",20.661,10.172,46.065,93.415,32
82.77,69.885,"X",49.341,"Class2",30.697,29.448,43.059,93.649,22
94.661,70.376,"I",47.32,"Class2",27.67,33.84,58.857,93.281,66
36.292,27.075,"S",60.154,"Class1",27.245,6.466,51.809,75.542,NA
28.851,21.598,"S",61.697,"Class1",32.77,11.609,50.687,71.804,18
48.605,13.201,"D",66.656,"Class1",7.916,13.916,51.75,52.645,23
68.683,71.214,"U",48.363,"Class2",34.451,24.155,53.897,91.745,42
78.676,71.581,"G",46.557,"Class2",26.152,2.376,65.937,92.695,NA
81.288,71.282,"I",48.789,"Class2",55.461,32.301,62.883,92.153,55
78.641,72.148,"X",47.592,"Class2",58.35,3.379,69.487,91.7,56
97.076,72.398,"I",48.793,"Class2",43.956,28.489,61.483,92.799,NA
96.335,71.13,"U",49.866,"Class2",34.729,1.352,60.493,92.656,50
71.403,69.383,"E",46.453,"Class2",25.355,6.208,62.619,93.015,17
76.037,70.654,"E",47.932,"Class2",25.967,25.335,44.025,93.194,40
85.472,70.118,"G",48.425,"Class2",61.296,-0.066,59.69,93.145,53
76.177,71.38,"E",47.071,"Class2",58.306,14.753,62.229,91.963,72
51.167,15.075,"J",63.659,"Class1",17.386,4.949,51.754,76.761,35
34.861,10.344,"N",59.227,"Class1",26.882,18.77,51.549,51.904,40
76.599,70.723,"G",47.024,"Class2",42.533,36.866,59.854,92.905,9
75.613,69.463,"X",47.33,"Class2",33.775,7.863,47.169,93.13,11
80.155,72.037,"E",47.08,"Class2",21.246,35.076,56.606,92.126,11
81.824,72.694,"I",46.836,"Class2",27.232,26.916,67.677,94.05,48
92.318,72.981,"X",47.794,"Class2",56.082,20.836,45.213,93.259,37
29.884,18.384,"J",73.873,"Class1",30.546,7.435,50.653,34.961,16
38.78,18.278,"D",68.992,"Class1",26.424,15.088,50.932,65.279,30
28.388,22.484,"T",64.61,"Class1",14.171,23.848,50.578,67.898,21
78.379,72.128,"G",47.356,"Class2",19.134,29.79,60.444,91.559,21
28.928,3.963,"J",71.678,"Class1",32.865,3.601,51.294,87.164,14
54.046,15.017,"J",57.98,"Class1",27.806,10.3,49.825,45.232,NA
69.35,70.664,"G",46.698,"Class2",61.591,19.064,59.045,92.002,74
32.853,30.54,"S",62.825,"Class1",22.087,18.895,51.573,77.638,16
76.375,70.446,"X",48.444,"Class2",48.282,15.497,70.365,95.156,57
34.325,33.956,"T",65.989,"Class1",9.117,NA,51.888,84.411,39
54.728,27.935,"S",61.286,"Class1",17.691,7.242,51.11,57.951,13
97.816,69.079,"G",47.539,"Class2",37.702,35.023,71.83,92.642,47
92.151,70.726,"E",48.322,"Class2",17.133,9.712,71.14,90.125,9
43.716,15.513,"N",65.044,"Class1",25.757,7.877,49.559,56.525,35
82.765,70.196,"X",47.576,"Class2",30.011,11.975,62.558,94.209,22
68.844,72.293,"U",47.868,"Class2",19.371,NA,52.507,91.989,74
76.772,68.403,"X",47.653,"Class2",14.646,6.48,51.08,94.218,13
93.588,72.237,"U",47.302,"Class2",37.882,26.745,64.818,90.062,51
88.059,71.053,"X",48.436,"Class2",30.132,35.978,48.81,93.221,14
32.505,17.867,"T",68.872,"Class1",16.075,5.512,50.344,69.065,NA
86.351,73.478,"U",47.368,"Class2",45.615,19.162,70.993,92.423,5
88.958,68.24,"X",46.313,"Class2",39.857,26.692,57.102,91.909,37
75.699,71.105,"G",47.623,"Class2",32.159,24.33,72.999,93.119,34
35.109,24.925,"D",70.484,"Class1",18.801,13.275,49.695,59.402,29
97.298,69.56,"X",49.112,"Class2",22.814,23.152,68.71,92.027,61
35.684,40.904,"J",56.341,"Class1",20.842,10.592,51.586,97.831,28
39.281,9.388,"T",58.381,"Class1",22.596,3.948,50.973,70.199,16
31.704,29.272,"J",67.093,"Class1",27.32,9.4,50.524,70.984,38
30.905,17.155,"J",84.144,"Class1",34.033,7.114,51.918,72.899,33
34.696,37.43,"N",52.395,"Class1",9.239,17.553,50.632,88.921,26
41.974,42.599,"T",61.295,"Class1",29.383,6.485,50.691,51.449,16
51.077,20.526,"D",74.288,"Class1",30.963,-3.485,51.183,56.299,40
41.209,24.334,"J",60.43,"Class1",9.311,8.362,51.826,80.442,32
97.117,71.153,"I",47.083,"Class2",34.904,29.22,51.982,89.961,16
30.195,19.67,"D",68.477,"Class1",35.25,-2.76,50.869,71.614,21
34.502,16.785,"J",59.649,"Class1",15.164,8.007,49.232,55.397,42
41.902,23.505,"N",74.194,"Class1",28.82,2.821,51.105,55.223,34
70.684,72.112,"U",47.511,"Class2",60.81,22.608,51.356,93.184,59
96.883,72.598,"U",48.685,"Class2",21.284,-3.75,61.54,92.263,26
41.052,32.514,"N",69.451,"Class1",20.843,1.012,49.677,88.685,32
89.096,72.653,"E",47.662,"Class2",52.52,16.231,57.339,92.47,31
84.045,71.258,"G",48.766,"Class2",51.943,NA,48.502,93.717,54
38.538,24.692,"S",51.573,"Class1",33.142,3.719,51.579,92.934,13
55.494,27.612,"S",51.79,"Class1",25.278,5.858,49.402,79.138,23
96.424,71.989,"G",47.54,"Class2",45.848,15.358,71.225,93.515,3
75.969,71.104,"I",47.291,"Class2",33.31,7.26,63.791,93.921,55
30.257,25.269,"T",62.547,"Class1",18.578,-6.887,51.062,82.008,30
37.269,29.407,"S",64.076,"Class1",20.789,17.196,50.031,57.892,41
72.752,67.282,"G",47.243,"Class2",32.453,15.764,45.86,92.746,38
40.884,28.549,"N",59.756,"Class1",7.583,14.944,50.985,60.341,33
77.771,70.534,"X",48.409,"Class2",33.55,NA,57.19,93.581,8
50.047,15.486,"T",77.418,"Class1",16.074,14.457,50.149,86.22,42
85.619,72.166,"I",47.536,"Class2",35.396,-7.199,54.647,92.198,31
72.968,72.873,"E",47.436,"Class2",51.029,17.086,63.242,94.025,55
85.352,72.075,"G",48.208,"Class2",20.624,NA,53.152,92.969,66
83.047,72.148,"U",46.581,"Class2",17.269,28.411,62.754,92.071,15
42.606,17.271,"S",71.361,"Class1",18.694,NA,49.221,60.175,16
94.001,69.621,"U",47.381,"Class2",35.801,13.322,55.906,91.672,65
42.309,20.437,"N",65.849,"Class1",25.666,6.141,49.798,71.119,9
73.334,69.372,"G",48.345,"Class2",58.938,7.087,50.63,92.932,25
81.719,72.724,"U",47.425,"Class2",28.976,22.242,65.892,93.421,49
74.715,71.566,"E",47.804,"Class2",33.065,13.057,44.511,92.277,NA
90.15,69.198,"X",46.928,"Class2",13.289,23.252,70.968,90.822,50
53.978,8.93,"J",68.737,"Class1",16.47,14.873,51.242,77.741,19
86.793,72.07,"E",46.758,"Class2",55.941,18.951,69.599,92.923,28
81.447,71.484,"X",48.809,"Class2",53.026,28.454,49.976,92.222,14
46.283,19.677,"J",65.34,"Class1",12.704,18.348,50.182,77.613,17
91.203,68.805,"X",46.461,"Class2",17.76,7.689,43.664,91.485,NA
30.068,27.298,"N",61.215,"Class1",18.053,16.544,50.387,92.562,11
32.553,31.344,"D",65.944,"Class1",13.604,5.858,51.862,86.433,11
94.446,71.381,"U",48.734,"Class2",58.565,32.121,54.472,93.716,58
33.338,9.601,"J",60.513,"Class1",25.81,13.287,49.281,45.187,23
73.796,72.851,"I",48.609,"Class2",40.194,NA,68.182,92.478,27
97.667,70.459,"E",47.375,"Class2",32.106,13.077,57.488,92.535,40
97.96,72.773,"X",48.16,"Class2",55.527,30.752,55.099,92.602,NA
80.445,72.157,"X",48.04,"Class2",33.049,26.693,46.085,93.3,56
86.89,69.903,"X",46.346,"Class2",27.809,15.575,61.915,91.704,71
37.946,10.344,"J",53.375,"Class1",34.239,20.856,49.199,94.392,43
49.576,24.828,"S",70.805,"Class1",29.886,NA,50.253,59.161,32
77.537,72.498,"X",44.899,"Class2",34.976,41.219,60.564,94.349,27
29.838,18.708,"S",66.257,"Class1",31.662,13.933,50.208,59.664,22
72.579,71.043,"X",47.115,"Class2",28.799,19.165,49.219,91.966,33
30.884,22.615,"N",66.869,"Class1",10.765,28.654,50.802,60.805,40
97.553,70.164,"U",47.913,"Class2",28.198,28.208,62.327,92.122,71
91.439,72.211,"U",47.764,"Class2",27.939,27.067,68.132,92.902,49
52.173,14.696,"D",72.328,"Class1",33.743,7.918,51.418,76.292,10
77.63,73.073,"X",47.726,"Class2",16.911,23.588,54.161,95.244,37
42.518,35.099,"T",49.802,"Class1",8.102,12.474,51.004,72.521,38
38.634,31.727,"N",80.026,"Class1",27.081,2.373,51.553,82.766,30
30.99,26.778,"J",62.863,"Class1",18.351,12.184,49.56,70.854,28
29.149,19.534,"T",68.527,"Class1",17.885,4.987,51.916,80.759,12
83.101,70.524,"I",46.282,"Class2",45.629,34.6,50.22,92.58,16
29.763,7.64,"J",76.097,"Class1",31.433,4.361,49.934,80.96,38
53.265,14.284,"S",77.682,"Class1",26.523,23.037,49.103,65.344,43
74.99,71.04,"X",50.137,"Class2",62.563,16.059,61.649,94.19,23
80.008,71.367,"I",47.27,"Class2",40.433,26.87,54.758,90.919,12
48.394,14.078,"J",49.871,"Class1",32.689,6.423,50.164,60.192,25
54.202,27.926,"N",57.091,"Class1",33.229,12.316,51.327,79.289,NA
36.485,25.851,"T",58.462,"Class1",10.82,10.301,50.223,48.207,25
55.41,27.554,"J",59.198,"Class1",35.703,11.666,50.591,103.451,16
87.796,69.208,"I",46.821,"Class2",14.905,9.472,53.29,92.314,70
74.689,74.368,"I",46.519,"Class2",38.829,23.996,56.177,92.31,27
82.677,73.212,"G",44.941,"Class2",60.083,2.453,55.619,92.417,48
29.85,23.491,"T",74.859,"Class1",12.875,9.73,49.101,87.452,19
90.843,69.637,"I",49.183,"Class2",59.608,NA,55.575,91.799,74
31.453,29.763,"T",72.458,"Class1",34.628,9.22,50.068,65.264,20
74.077,71.374,"G",46.406,"Class2",53.327,21.355,70.988,92.114,8
