"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
67.753,83.79,43.822,"S",29,88.195,7,"Class2",44.534,72.547,89.929,47.923,"W"
75.255,87.44,46.889,"T",33,88.769,9,"Class2",37.895,93.667,86.608,65.351,"B"
55.315,87.729,46.52,"T",31,87.809,8,"Class2",30.404,60.767,78.143,38.611,"V"
22.769,38.709,8.513,"C",25,87.615,38,"Class1",81.528,68.881,33.938,24.222,"N"
61.321,91.322,45.643,"R",28,92.563,8,"Class2",42.403,78.593,82.808,89.079,"V"
85.777,43.12,41.667,"Y",92,51.062,48,"Class4",33.416,35.197,87.126,19.971,"Q"
70.801,83.066,47.666,"S",36,87.076,8,"Class2",37.506,45.402,84.359,74.868,"B"
64.045,21.844,63.814,"K",55,28.921,NA,"Class3",9.048,65.653,85.481,64.677,"B"
71.357,88.776,43.692,"T",29,88.605,8,"Class2",44.001,86.078,88.166,56.611,"B"
13.103,27.693,19.07,"T",22,45.026,37,"Class1",77.309,40.115,30.149,27.613,"K"
59.777,88.527,44.303,"V",24,86.058,14,"Class2",35.734,63.297,62.284,74.921,"W"
87.964,79.621,43.402,"R",32,87.599,11,"Class2",24.121,78.902,83.619,60.756,"V"
68.331,33.94,70.475,"Q",9,29.516,51,"Class3",8.52,72.358,81.016,59.243,"D"
85.783,38.012,56.914,"D",NA,8.709,4,"Class5",57.033,67.34,74.461,47.413,"Z"
82.692,91.576,45.105,"V",33,86.295,13,"Class2",49.8,69.652,62.182,40.837,"W"
85.319,16.644,59.766,"V",NA,32.826,13,"Class5",55.774,70.84,61.02,36.344,"F"
68.536,101.052,46.471,"O",30,87.662,8,"Class2",23.506,48.201,82.115,81.607,"B"
58.425,37.144,55.054,"Q",33,30.948,48,"Class3",14.598,54.94,60.367,52.209,"E"
81.185,56.067,42.521,"U",93,48.073,42,"Class4",70.737,38.999,46.419,23.6,"Q"
74.126,17.401,58.692,"D",33,52.415,12,"Class5",56.048,71.083,63.075,54.414,"G"
73.275,15.408,62.848,"O",61,-24.525,11,"Class5",55.916,84.299,68.893,52.922,"H"
85.397,20.85,59.706,"D",30,104.632,3,"Class5",56.361,61.947,71.821,40.34,"C"
17.847,42.617,10.148,"J",15,55.653,31,"Class1",75.127,63.852,34.618,24.247,"P"
13.054,57.658,18.737,"C",15,64.414,44,"Class1",68.924,111.171,31.94,23.974,"I"
11.566,41.429,16.295,"J",14,67.057,30,"Class1",82.869,74.824,33.41,27.478,"W"
75.991,55.025,13.507,"U",91,39.288,42,"Class4",33.353,14.493,27.194,33.757,"Y"
56.925,88.291,45.145,"T",29,89.17,8,"Class2",33.159,93.001,83.369,76.574,"B"
67.287,54.94,57.528,"V",60,86.581,4,"Class5",54.948,46.062,64.784,55.25,"F"
79.844,27.163,62.937,"J",25,53.761,10,"Class5",55.883,82.234,71.106,54.92,"H"
60.167,32.279,45.605,"J",44,-0.396,8,"Class5",57.065,59.433,62.95,54.363,"C"
72.037,89.484,42.564,"O",28,91.324,10,"Class2",48.065,61.977,62.916,82.357,"W"
4.355,73.641,15.351,"J",22,60.554,28,"Class1",74.553,93.171,35.683,24.303,"N"
66.111,56.013,48.215,"A",56,40.87,6,"Class5",56.17,70.702,75.298,49.478,"C"
67.699,14.955,44.933,"J",71,60.305,15,"Class5",54.903,93.988,71.487,56.86,"Z"
56.677,22.398,79.524,"Q",12,30.286,46,"Class3",19.729,92.257,86.331,54.463,"B"
73.132,51.38,24.642,"R",93,39.308,50,"Class4",44.092,1.192,10.634,34.481,"V"
54.402,41.491,60.642,"V",26,75.465,9,"Class5",56.407,67.241,72.565,46.645,"C"
73.259,50.487,36.894,"G",93,65.036,50,"Class4",9.577,21.304,36.007,33.042,"Q"
54.539,33.083,48.293,"P",19,33.023,47,"Class3",14.688,77.589,79.289,56.842,"B"
85.971,48.176,18.583,"R",92,53.393,50,"Class4",72.35,52.656,40.38,16.028,"T"
23.253,35.728,20.348,"T",18,43.517,38,"Class1",88.911,65.306,29.565,24.632,"I"
84.302,56.756,18.609,"U",92,25.911,NA,"Class4",26.105,40.896,36.39,25.601,"Y"
7.889,42.355,13.18,"C",17,72.017,27,"Class1",79.169,79.967,34.607,27.876,"K"
76.352,56.914,16.829,"E",92,43.731,44,"Class4",10.659,43.905,71.091,35.351,"Y"
61.065,11.074,48.379,"J",67,34.169,6,"Class5",55.886,64.865,68.449,49.741,"Z"
58.742,30.663,60.495,"O",24,22.556,7,"Class5",55.148,58.72,77.832,41.413,"G"
67.342,81.726,45.27,"V",24,91.18,13,"Class2",43.281,64.388,77.561,59.43,"Q"
74.801,85.347,42.589,"O",27,90.151,10,"Class2",52.254,64.177,73.541,37.239,"W"
83.637,49.28,14.01,"R",NA,51.959,51,"Class4",12.451,56.004,52.503,13.663,"Y"
81.433,65.549,47.885,"D",35,33.598,18,"Class5",55.825,73.519,76.907,48.808,"F"
86.36,53.112,27.451,"Y",93,48.584,42,"Class4",67.708,56.826,12.159,29.559,"Y"
7.692,40.557,19.613,"J",19,58.228,37,"Class1",70.156,65.429,29.669,24.59,"K"
79.329,93.15,44.201,"O",33,85.743,10,"Class2",30.235,75.726,75.474,80.501,"W"
5.271,31.49,17.873,"J",14,19.834,35,"Class1",66.42,25.698,33.15,28.27,"N"
20.199,50.904,13.022,"V",11,49.638,54,"Class1",69.545,48.577,32.063,23.561,"W"
59.461,47.285,48.715,"D",49,42.371,7,"Class5",56.607,69.338,60.037,47.609,"F"
62.239,35.675,89.723,"K",40,35.614,48,"Class3",2.664,58.87,88.17,51.39,"R"
16.383,41.127,15.255,"X",22,68.658,28,"Class1",77.212,64.464,29.99,26.846,"N"
83.943,52.719,8.202,"Y",91,34.322,42,"Class4",55.117,32.198,84.104,25.49,"T"
3.729,92.576,19.501,"C",24,64.343,31,"Class1",70.943,44.541,28.479,29.757,"W"
76.32,27.998,57.085,"O",46,58.123,NA,"Class5",56.35,77.333,71.691,56.449,"C"
67.138,37.801,48.909,"C",44,36.41,48,"Class3",12.552,65.078,70.825,52.627,"O"
49.504,-9.188,60.552,"J",18,49.367,17,"Class5",54.725,55.246,59.588,36.409,"F"
72.106,79.457,43.663,"S",30,90.027,11,"Class2",46.293,47.26,75.237,80.716,"B"
58.384,40.002,88.742,"K",47,33.065,48,"Class3",17.289,77.095,78.568,51.202,"E"
82.181,54.903,21.217,"E",93,51.776,45,"Class4",43.589,64.673,74.057,14.141,"Y"
64.19,33.088,58.77,"A",34,15.01,5,"Class5",55.621,44.103,61.494,40.481,"F"
80.726,47.808,24.114,"Y",93,53.517,48,"Class4",73.573,12.364,75.221,31.721,"Q"
59.773,35.491,49.576,"K",6,35.658,47,"Class3",6.649,70.01,60.555,58.286,"R"
20.067,61.099,20.402,"X",26,59.298,46,"Class1",74.881,152.221,36.842,26.103,"I"
85.413,50.728,40.09,"U",92,52.57,51,"Class4",30.649,66.273,28.482,14.288,"Q"
51.54,22.451,49.853,"D",36,0.642,13,"Class5",55,21.561,71.698,36.958,"F"
62.176,37.105,49.802,"Q",36,29.076,52,"Class3",13.908,67.921,68.766,58.615,"R"
11.433,30.608,13.348,"C",20,44.549,29,"Class1",78.896,75.791,31.636,31.688,"I"
60.7,101.632,47.961,"O",36,87.273,13,"Class2",51.805,59.797,80.678,72.398,"B"
66.658,42.342,69.45,"C",36,22.945,51,"Class3",5.935,48.511,91.131,56.525,"O"
56.853,40.76,88.51,"H",20,26.713,53,"Class3",10.788,64.958,91.628,58.349,"R"
80.778,52.421,24.33,"U",92,55.401,50,"Class4",18.421,60.162,75.802,21.66,"Y"
61.944,91.631,42.592,"V",27,87.994,13,"Class2",21.496,81.991,74.259,58.529,"W"
63.68,33.52,91.633,"K",28,30.169,53,"Class3",13.419,79.986,88.584,52.916,"O"
66.609,32.893,68.321,"C",6,25.859,51,"Class3",20.366,73.932,66.375,53.275,"R"
84.968,84.332,42.791,"V",36,86.23,7,"Class2",31.537,58.25,69.708,69.011,"A"
67.542,44.556,57.31,"O",59,75.756,3,"Class5",54.577,51.981,59.269,43.044,"F"
84.476,87.118,42.464,"V",37,88.971,10,"Class2",18.31,73.347,63.071,80.893,"V"
18.013,55.218,16.478,"T",15,54.154,30,"Class1",70.51,63.162,33.768,25.772,"I"
13.504,40.342,12.354,"T",13,61.302,54,"Class1",73.644,80.191,30.068,23.36,"P"
79.887,81.558,44.888,"O",32,90.055,12,"Class2",24.364,55.619,75.559,84.625,"Q"
79.02,54.909,11.747,"E",93,47.118,47,"Class4",50.565,24.758,50.008,14.985,"A"
78.205,50.824,38.24,"R",91,41.138,48,"Class4",62.048,50.012,61.211,22.62,"V"
53.357,17.231,50.03,"J",34,61.113,5,"Class5",56.104,63.907,71.723,45.848,"G"
69.815,83.036,47.718,"O",37,89.058,8,"Class2",38.589,84.154,74.607,78.685,"A"
62.394,28.293,47.645,"O",51,38.48,9,"Class5",55.42,67.303,64.378,51.666,"Z"
87.998,36.626,62.41,"A",22,14.783,4,"Class5",55.086,68.76,75.491,43.221,"G"
51.021,54.534,48.983,"V",20,76.949,4,"Class5",55.949,90.557,63.018,49.772,"G"
69.085,30.462,73.216,"H",11,21.104,46,"Class3",19.814,78.775,64.982,59.471,"E"
5.423,60.69,18.839,"V",18,65.772,60,"Class1",78.581,26.436,31.15,28.206,"P"
49.72,31.51,45.992,"O",56,79.199,17,"Class5",56.006,67.798,59.517,46.775,"F"
86.99,53.046,21.672,"R",93,42.039,43,"Class4",23.213,26.479,35.27,32.343,"Y"
87.834,87.558,43.709,"V",32,85.701,8,"Class2",38.462,52.309,72.559,57.903,"Q"
74.861,88.304,45.266,"V",27,86.872,11,"Class2",36.485,87.674,80.545,68.737,"V"
54.602,55.015,48.901,"O",50,71.597,11,"Class5",55.346,53.788,61.284,43.124,"Z"
59.939,45.39,51.93,"P",32,32.155,50,"Class3",18.383,69.134,58.784,54.885,"B"
73.17,17.473,53.619,"O",60,61.958,14,"Class5",56.487,73.116,75.111,40.365,"Z"
10.655,29.734,17.121,"V",19,31.818,62,"Class1",75.118,60.385,31.502,29.196,"I"
77.013,53.437,27.553,"Y",92,50.867,52,"Class4",45.665,12.996,55.143,35.788,"Y"
65.172,43.534,47.218,"A",40,60.335,15,"Class5",56.816,57.548,59.921,37.637,"F"
62.866,23.654,56.831,"C",36,32.306,45,"Class3",2.168,79.46,75.521,60.745,"D"
64.781,86.582,44.942,"T",34,91.565,14,"Class2",58.239,64.199,63.269,39.521,"V"
84.228,52.056,17.551,"E",91,44.142,45,"Class4",22.214,22.881,85.875,35.569,"Q"
68.345,30.125,57.174,"J",22,71.177,10,"Class5",55.754,51.915,69.809,40.839,"H"
11.668,70.208,11.111,"J",12,66.717,61,"Class1",66.65,60.87,30.753,23.711,"W"
74.263,53.504,27.481,"E",NA,53.472,50,"Class4",71.079,51.001,85.179,35.788,"A"
68.942,90.226,45.419,"O",25,87.287,9,"Class2",25.959,60.441,73.193,88.351,"B"
82.87,81.41,45.53,"O",34,88.909,10,"Class2",22.071,70.646,87.737,66.766,"A"
63.277,25.248,84.683,"Q",26,32.924,52,"Class3",5.657,51.146,79.328,52.2,"D"
61.188,52.536,52.416,"Q",25,30.061,50,"Class3",19.193,69.72,74.449,57.838,"B"
67.094,93.415,45.29,"S",29,90.35,12,"Class2",24.827,98.546,66.491,74.678,"V"
86.517,53.704,46.109,"A",70,84.366,10,"Class5",55.614,65.371,76.442,44.945,"H"
54.891,27.159,93.572,"Q",49,30.033,46,"Class3",20.762,73.145,65.962,61.241,"O"
76.179,51.548,10.357,"R",92,36.189,43,"Class4",13.385,19.763,10.804,35.713,"A"
66.294,39.195,87.877,"C",32,19.075,53,"Class3",19.895,79.291,67.443,63.724,"R"
61.475,41.653,63.526,"P",21,22.388,52,"Class3",18.951,71.404,89.069,64.827,"B"
76.104,49.478,18.5,"G",NA,59.098,40,"Class4",51.288,21.006,30.768,27.137,"A"
67.944,42.826,45.308,"D",27,56.451,20,"Class5",55.034,65.701,70.857,47.73,"C"
81.339,54.255,25.074,"E",92,56.759,50,"Class4",48.703,47.515,20.868,25.084,"T"
55.521,44.848,96.307,"P",21,19.592,51,"Class3",16.379,52.77,69.113,58.134,"B"
59.177,38.153,82.296,"K",33,27.224,50,"Class3",19.657,78.054,90.576,54.937,"B"
46.727,32.19,57.383,"D",39,24.007,14,"Class5",55.546,71.758,77.782,37.391,"H"
59.028,56.678,92.93,"H",22,33.81,52,"Class3",7.508,62.041,77.42,61.62,"R"
56.246,17.298,45.955,"A",35,26.274,18,"Class5",56.164,81.076,64.061,47.238,"G"
65.088,23.476,61.222,"D",NA,10.098,13,"Class5",56.026,81.215,71.307,54.618,"F"
24.055,31.4,13.247,"V",12,41.598,NA,"Class1",77.419,111.335,36.843,23.997,"W"
53.47,54.847,62.341,"O",63,80.282,14,"Class5",56.166,62.563,68.195,48.111,"Z"
86.501,86.441,44.265,"V",36,90.278,NA,"Class2",22.476,68.463,70.718,55.252,"B"
14.71,41.318,17.117,"C",26,32.413,28,"Class1",70.635,67.102,34.802,29.536,"K"
66.305,92.695,47.102,"V",30,87.123,11,"Class2",26.319,60.517,75.728,52.015,"Q"
56.751,19.756,58.164,"D",25,44.876,3,"Class5",56.802,77.409,72.137,56.707,"F"
63.747,13.885,80.469,"P",19,33.875,48,"Class3",18.179,59.904,84.645,51.278,"B"
81.634,51.125,13.664,"R",93,64.035,41,"Class4",19.373,27.96,39.213,14.389,"A"
81.409,19.649,63.772,"V",NA,54.479,3,"Class5",55.219,83.269,74.21,41.479,"C"
56.457,33.225,58.536,"H",54,30.639,46,"Class3",4.6,64.965,82.907,54.744,"D"
54.767,32.966,72.559,"K",20,31.214,48,"Class3",11.624,76.93,78.232,51.999,"O"
58.911,43.647,49.254,"C",44,33.544,47,"Class3",16.738,54.605,61.421,64.563,"R"
69.084,40.179,88.379,"C",48,25.653,46,"Class3",13.057,88.579,78.587,60.594,"O"
15.845,18.012,12.584,"J",14,64.533,60,"Class1",76.433,61.316,34.841,25.717,"K"
16.722,76.233,8.283,"J",20,23.144,45,"Class1",73.889,54.821,27.185,23.443,"I"
86.426,54.355,33.902,"Y",91,43.658,41,"Class4",28.251,48.711,84.731,34.358,"T"
55.774,44.701,48.306,"C",47,20.777,46,"Class3",13.324,64.897,58.174,55.208,"D"
68.921,37.474,68.186,"K",54,37.721,46,"Class3",3.742,81.417,74.983,56.105,"O"
4.883,41.334,17.631,"C",13,41.465,32,"Class1",72.223,42.836,30.263,30.025,"I"
63.125,93.325,47.762,"S",35,94.068,NA,"Class2",40.756,82.378,66.152,79.765,"A"
54.256,22.507,62.095,"V",51,78.793,6,"Class5",56.254,64.351,76.109,56.57,"H"
82.842,51.834,27.919,"R",93,52.589,46,"Class4",17.426,13.176,50.061,30.884,"Q"
57.948,85.9,44.156,"V",35,94.412,7,"Class2",36.308,67.813,82.561,38.223,"V"
47.103,35.775,44.335,"A",70,32.11,1,"Class5",55.151,60.185,65.241,43.148,"F"
83.984,54.309,32.93,"R",93,49.8,44,"Class4",4.493,18.492,86.836,14.388,"Q"
63.18,35.868,81.458,"Q",7,20.111,47,"Class3",15.471,71.695,62.042,59.584,"B"
18.899,28.064,12.841,"C",25,45.359,27,"Class1",74.483,73.602,35.415,27.92,"K"
64.777,29.881,51.943,"K",48,25.607,45,"Class3",5.04,69.422,70.734,62.067,"B"
62.857,28.792,91.48,"P",37,10.325,53,"Class3",10.498,87.727,74.78,59.822,"E"
62.109,27.939,60.403,"D",58,25.424,5,"Class5",55.27,81.262,68.899,40.808,"Z"
46.352,34.08,55.744,"A",70,44.39,18,"Class5",56.403,88.043,61.071,47.865,"C"
82.26,52.031,7.317,"U",93,23.615,44,"Class4",35.81,43.767,68.254,12.07,"Y"
86.668,56.109,24.855,"E",93,62.7,50,"Class4",46.538,42.215,77.433,34.244,"Q"
67.488,21.108,55.816,"C",18,33.845,50,"Class3",18.426,71.087,72.077,59.601,"O"
64.603,87.833,43.262,"O",35,87.716,12,"Class2",42.643,54.163,79.843,92.058,"V"
58.825,27.085,54.313,"P",39,22.114,48,"Class3",17.646,79.234,86.426,60.684,"B"
75.529,51.692,30.436,"U",92,11.453,NA,"Class4",72.646,35.461,31.345,18.258,"T"
3.456,46.159,13.817,"C",21,49.887,37,"Class1",77.189,52.764,28.565,27.021,"I"
81.157,56.024,31.391,"E",93,29.114,43,"Class4",54.308,18.01,48.73,14.121,"A"
83.796,33.216,63.308,"O",NA,-0.13,14,"Class5",55.744,79.054,68.038,53.202,"F"
84.682,92.047,43.984,"S",35,89.985,7,"Class2",34.774,57.629,62.316,67.864,"Q"
10.205,71.189,10.901,"X",16,87.795,38,"Class1",85.249,75.231,34.263,28.206,"K"
13.311,64.315,12.007,"T",19,40.914,32,"Class1",73.519,20.809,36.608,28.982,"N"
23.646,67.257,18.896,"V",19,54.249,NA,"Class1",74.619,68.3,36.987,25.639,"I"
12.476,72.146,11.09,"J",11,32.613,36,"Class1",78.558,56.927,31.913,29.954,"W"
78.576,51.196,36.704,"U",93,44.972,50,"Class4",45.133,36.024,85.795,14.991,"Q"
58.245,39.212,82.716,"K",43,31.968,47,"Class3",17.388,58.322,82.333,64.016,"B"
22.112,46.802,19.947,"V",11,31.423,45,"Class1",75.925,78.773,35.01,24.841,"W"
64.05,22.161,55.607,"C",16,34.263,49,"Class3",13.446,54.418,62.419,51.056,"R"
22.561,56.026,18.635,"T",21,81.223,39,"Class1",83.501,66.444,33.09,26.172,"K"
69.849,38.879,83.693,"C",6,19.206,48,"Class3",16.513,69.144,67.265,64.309,"O"
46.857,31.972,52.321,"O",68,62.336,16,"Class5",57.323,65.392,68.647,42.808,"Z"
11.54,60.775,10.125,"C",24,110.898,49,"Class1",68.714,87.701,31.437,26.674,"K"
83.237,53.44,26.112,"G",92,23.526,44,"Class4",-8.134,30.135,65.44,23.656,"A"
81.288,50.001,26.269,"U",91,30.959,45,"Class4",60.095,16.301,47.422,33.641,"Y"
73.49,51.755,42.128,"R",93,36.86,NA,"Class4",47.238,47.308,38.015,13.239,"T"
81.103,54.118,28.327,"Y",91,71.007,44,"Class4",15.175,57.443,36.982,20.822,"V"
54.767,34.484,86.542,"H",29,31.944,49,"Class3",12.311,47.908,75.949,64.948,"E"
80.174,69.667,44.387,"R",25,86.241,10,"Class2",51.104,89.546,79.573,58.258,"A"
82.719,50.375,29.828,"G",93,46.788,41,"Class4",17.778,34.177,20.354,22.918,"Y"
13.495,42.639,9.465,"T",17,102.351,37,"Class1",74.582,-11.99,33.382,25.603,"W"
84.17,52.487,21.188,"U",93,46.456,50,"Class4",17.623,13.978,17.143,29.861,"Q"
60.511,25.427,82.881,"Q",18,25.093,47,"Class3",19.351,75.055,76.189,59.406,"E"
87.329,30.313,45.514,"V",50,115.838,8,"Class5",55.616,67.912,65.879,56.419,"H"
74.461,39.491,63.621,"V",52,63.268,5,"Class5",56.315,58.436,63.201,57.805,"H"
78.198,51.162,20.715,"Y",92,43.429,43,"Class4",91.017,-0.317,68.269,13.131,"T"
8.252,38.174,8.987,"C",23,91.109,41,"Class1",74.448,74.434,27.457,24.38,"I"
68.634,24.031,81.171,"H",NA,28.17,45,"Class3",11.125,80.175,88.94,55.793,"O"
74.136,23.221,47.178,"A",67,51.305,19,"Class5",57.209,91.148,70.778,51.435,"G"
71.102,50.69,62.812,"V",71,82.953,8,"Class5",56.364,76.194,66.234,47.831,"F"
56.074,19.237,75.626,"P",5,16.536,50,"Class3",12.893,66.694,91.706,61.823,"B"
64.989,78.526,45.52,"S",31,89.723,7,"Class2",25.537,66.923,89.478,80.675,"Q"
64.395,97.227,42.228,"R",NA,88.371,11,"Class2",57.074,94.911,78.636,77.005,"B"
85.082,52.339,21.575,"E",92,52.126,46,"Class4",23.231,75.264,34.896,15.248,"T"
69.236,85.433,43.247,"O",32,87.798,9,"Class2",13.123,101.668,66.193,37.729,"V"
10.19,40.251,19.129,"J",21,42.189,56,"Class1",70.355,85.275,32.008,24.691,"N"
12.888,55.622,11.813,"C",22,55.188,40,"Class1",77.022,25.565,33.112,24.62,"W"
15.066,45.773,20.966,"C",18,2.032,62,"Class1",71.615,45.24,33.846,24.087,"I"
75.119,25.678,47.874,"V",28,69.958,20,"Class5",56.045,54.278,68.789,39.486,"Z"
66.686,30.697,89.542,"P",20,29.093,52,"Class3",11.66,65.552,91.259,64.175,"B"
68.935,22.998,50.2,"D",44,79.497,5,"Class5",55.163,85.446,61.697,40.728,"G"
9.662,56.64,10.423,"X",13,67.022,56,"Class1",65.396,122.262,32.184,31.057,"N"
85.562,39.687,62.557,"D",47,101.727,16,"Class5",56.46,72.151,75.915,57.45,"F"
56.467,35.345,50.561,"V",57,87.097,15,"Class5",56.3,69.92,70.934,41.461,"H"
5.276,39.245,18.414,"V",26,69.381,35,"Class1",78.903,49.017,28.737,26.169,"K"
85.195,53.242,7.44,"U",93,47.935,49,"Class4",74.386,12.419,33.487,17.026,"A"
80.477,50.658,48.575,"O",36,57.359,NA,"Class5",56.804,74.153,63.22,45.138,"C"
57.33,21.729,88.182,"H",28,14.774,47,"Class3",10.545,79.988,82.496,54.19,"D"
77.859,48.659,27.231,"U",92,54.957,48,"Class4",59.703,28.136,76.963,14.289,"A"
53.412,15.803,48.17,"J",27,56.959,1,"Class5",55.731,74.284,64.832,48.322,"Z"
75.02,49.344,34.773,"Y",91,51.059,43,"Class4",59.397,77.264,68.839,32.468,"T"
75.892,41.376,63.516,"J",39,25.377,19,"Class5",55.581,65.42,68.302,39.479,"H"
79.515,83.851,51.557,"D",50,20.032,16,"Class5",54.893,61.071,66.382,48.757,"H"
64.201,90.869,43.857,"R",29,87.359,11,"Class2",21.939,40.804,72.37,36.759,"B"
54.335,37.778,78.903,"P",43,33.97,45,"Class3",28.941,63.083,88.451,62.241,"D"
80.187,50.116,33.406,"U",91,45.306,42,"Class4",55.226,75.47,21.643,23.681,"T"
4.896,59.648,13.335,"X",19,41.926,52,"Class1",74.103,55.401,33.827,25.809,"I"
57.577,24.197,58.434,"O",66,59.657,1,"Class5",55.792,67.631,59.492,55.995,"Z"
61.985,87.313,47.525,"V",29,91.121,7,"Class2",29.949,65.834,79.299,45.778,"W"
69.945,34.777,71.821,"C",51,23.9,47,"Class3",2.443,66.314,63.794,54.502,"R"
54.064,26.949,68.555,"H",27,18.732,52,"Class3",10.059,70.43,76.696,58.181,"B"
83.102,52.22,7.976,"E",93,22.929,51,"Class4",43.067,39.174,91.139,31.4,"Y"
62.736,88.905,42.743,"R",29,86.842,9,"Class2",25.693,70.713,78.679,53.26,"A"
56.012,37.36,59.399,"C",23,29.123,50,"Class3",7.739,83.183,67.842,54.568,"O"
17.929,46.34,15.18,"X",24,70.887,26,"Class1",84.786,55.504,35.035,30.901,"K"
6.092,52.888,19.513,"C",14,94.681,36,"Class1",77.525,27.844,30.501,26.391,"W"
87.809,98.85,43.889,"O",32,91.041,12,"Class2",28.598,53.362,65.264,87.923,"Q"
64.778,27.162,48.105,"A",20,32.073,NA,"Class5",55.896,69.829,63.688,42.697,"C"
59.046,36.135,71.474,"K",15,34.222,46,"Class3",4.514,64.91,70.687,54.613,"D"
75.592,51.357,22.63,"U",92,43.028,47,"Class4",35.851,11.641,50.443,16.012,"A"
65.359,39.24,81.858,"Q",17,19.944,52,"Class3",16.472,67.339,59.078,59.405,"E"
14.851,46.211,20.734,"J",11,43.721,31,"Class1",84.981,49.374,36.691,24.346,"I"
78.642,56.837,37.817,"G",91,52.352,44,"Class4",12.52,19.55,75.266,14.666,"A"
12.27,61.06,9.228,"C",18,31.787,56,"Class1",79.244,43.473,28.7,27.749,"P"
11.025,45.928,16.131,"T",25,94.492,35,"Class1",75.574,42.499,27.837,29.473,"W"
86.749,50.784,18.439,"Y",91,64.608,42,"Class4",34.747,32.774,29.099,27.08,"V"
68.267,22.669,63.847,"J",58,14.15,6,"Class5",56.645,25.998,77.518,41.701,"C"
77.142,51.982,11.515,"G",93,36.779,49,"Class4",28.938,45.356,65.021,31.775,"A"
58.437,35.868,52.09,"K",25,29.822,45,"Class3",5.113,66.37,75.796,55.174,"O"
67.651,91.161,44.331,"R",26,85.032,14,"Class2",45.818,59.385,61.786,43.376,"A"
63.433,78.877,46.845,"S",29,91.634,9,"Class2",41.948,87.287,69.01,95.007,"B"
64.786,87.524,45.055,"O",NA,89.738,10,"Class2",25.185,70.253,86.031,84.407,"V"
9.64,31.307,18.04,"X",24,95.329,NA,"Class1",78.04,32.334,28.912,30.299,"K"
54.422,32.561,81.007,"P",52,24.767,47,"Class3",22.106,53.847,91.623,57.036,"O"
77.795,87.61,43.276,"O",25,87.941,11,"Class2",28.888,66.849,62.482,57.457,"V"
57.194,85.949,42.64,"S",36,86.734,9,"Class2",27.089,73.91,84.707,64.511,"B"
13.304,74.415,12.675,"X",14,50.857,36,"Class1",83.469,77.43,36.36,29.752,"W"
73.175,52.455,38.384,"E",93,35.102,49,"Class4",45.086,32.457,54.181,34.202,"Y"
77.904,52.723,32.184,"G",93,64.128,48,"Class4",28.91,77.456,12.986,24.953,"Q"
80.886,50.415,25.762,"Y",91,51.021,42,"Class4",47.256,51.276,52.015,26.569,"Y"
14.411,60.398,9.842,"C",24,86.057,38,"Class1",77.166,31.73,30.239,27.266,"I"
62.572,30.95,64.79,"Q",54,17.808,45,"Class3",16.575,61.183,61.677,59.956,"E"
82.254,40.834,44.306,"J",24,25.774,8,"Class5",55.884,58.792,77.009,54.969,"C"
69.421,8.805,63.995,"D",50,67.012,1,"Class5",55.569,87.06,61.916,50.078,"C"
84.077,49.949,39.519,"R",93,47.813,51,"Class4",42.542,48.525,7.992,13.727,"V"
86.437,86.938,45.237,"O",NA,92.788,13,"Class2",43.758,47.968,63.391,86.445,"V"
73.246,52.293,30.809,"G",92,63.046,NA,"Class4",59.055,38.594,63.312,17.42,"Q"
12.933,72.293,13.445,"V",11,60.068,53,"Class1",67.823,90.946,35.064,24.302,"I"
86.491,55.409,23.233,"U",92,72.202,46,"Class4",34.876,36.09,43.034,22.425,"T"
7.626,33.349,8.517,"C",19,40.663,43,"Class1",67.186,100.681,36.831,31.367,"W"
83.626,90.443,47.923,"S",28,89.583,11,"Class2",39.33,62.34,83.254,61.142,"W"
66.211,82.433,43.125,"S",27,86.726,13,"Class2",35.406,66.521,69.879,68.223,"V"
74.16,52.705,25.016,"U",92,59.864,46,"Class4",67.038,21.747,75.346,27.412,"T"
16.919,44.755,19.675,"J",16,68.963,45,"Class1",74.636,73.902,28.153,25.094,"W"
11.343,71.249,20.41,"J",11,53.28,57,"Class1",72.217,24.889,33.704,30.372,"N"
12.588,32.416,10,"T",25,28.292,34,"Class1",77.895,15.376,36.859,29.512,"K"
55.751,22.701,80.649,"C",41,36.356,51,"Class3",13.661,59.425,88.774,60.214,"E"
55.013,37.075,64.9,"C",25,21.525,NA,"Class3",8.681,70.682,61.566,53.437,"B"
76.586,65.886,53.753,"A",46,44.789,16,"Class5",56.394,50.112,73.104,48.347,"H"
17.172,89.366,12.483,"T",14,57.407,58,"Class1",76.574,49.854,33.391,28.001,"P"
7.277,53.561,18.826,"J",18,45.28,35,"Class1",74.453,7.439,34.805,27.201,"K"
78.095,52.409,34.28,"E",92,66.455,51,"Class4",39.454,34.423,24.19,20.367,"Y"
25.27,43.403,16.942,"T",21,24.473,29,"Class1",72.052,78.967,36.717,25.313,"K"
73.566,47.42,63.352,"O",62,20.706,12,"Class5",55.793,67.928,59.128,39.063,"Z"
55.105,84.031,46.494,"V",30,90.541,8,"Class2",35.702,104.491,89.444,37.164,"V"
68.197,89.686,44.871,"V",27,90.123,8,"Class2",35.764,61.651,85.975,79.033,"Q"
25.727,36.688,13.424,"X",18,65.217,53,"Class1",73.994,33.245,35.165,31.744,"N"
