"DAS1","INT2","DQG3","PQM4","PKA5","GOE6","Output12","OHJ7","BEG8","XFJ9","VOJ10","TED11"
69.081,14.55,"L","Z",85,31.506,"Class1",32.101,41.351,91.261,38,4.311
48.405,13.164,"L","Z",82,32.138,"Class1",21.256,45.413,89.403,35,14.929
83.297,82.689,"N","T",31,76.905,"Class2",66.141,28.028,58.316,32,28.571
NA,25.285,"K","Y",29,82.373,"Class2",66.686,28.365,58.401,36,29.588
78.243,65.074,"N","P",31,76.177,"Class2",64.733,26.185,56.05,36,41.174
80.423,44.601,"M","P",29,78.235,"Class2",64.759,31.781,58.101,36,19.461
72.521,51.565,"K","T",32,80.118,"Class2",56.56,19.241,58.697,30,19.55
71.37,56.082,"H","V",29,75.57,"Class2",69.977,46.046,55.516,39,26.101
43.488,12.151,"L","W",83,32.938,"Class1",15.839,17.688,92.043,37,27.745
94.66,19.746,"N","G",87,31.056,"Class1",11.457,30.705,87.023,41,45.677
NA,31.276,"M","V",32,79.005,"Class2",42.543,30.199,55.049,29,51.684
84.217,89.008,"K","P",30,75.532,"Class2",62.847,17.397,58.856,36,34.987
61.481,74.682,"H","P",32,80.653,"Class2",46.114,50.934,57.275,39,20.617
93.233,4.338,"E","O",76,32.611,"Class1",20.429,32.579,92.175,44,33.738
80.383,42.51,"O","V",29,78.309,"Class2",72.681,33.975,56.15,32,43.361
108.318,17.009,"E","O",86,33.709,"Class1",68.879,-4.684,91.388,35,24.531
73.394,40.604,"H","V",32,73.211,"Class2",45.653,16.511,58.66,33,69.018
NA,48.287,"O","E",30,68.329,"Class2",68.138,20.793,57.055,38,16.17
53.886,46.005,"M","P",31,79.437,"Class2",54.231,26.879,56.18,34,35.107
32.973,10.763,"B","W",73,34.73,"Class1",84.381,19.011,86.679,33,31.257
33.752,10.825,"E","W",76,31.674,"Class1",52.175,11.348,87.785,39,10.08
42.114,15.943,"E","R",73,33.122,"Class1",35.931,37.511,90.561,31,32.298
84.932,12.03,"E","W",77,31.891,"Class1",75.024,47.4,85.316,41,41.05
38.546,8.594,"Z","W",76,32.443,"Class1",33.52,30.566,86.355,30,32.756
88.937,16.626,"N","G",74,36.053,"Class1",84.063,37.868,87.155,30,37.945
77.448,60.49,"H","T",32,79.067,"Class2",67.077,8.229,58.639,33,70.974
76.522,49.393,"K","V",32,79.022,"Class2",51.716,26.798,56.682,34,25.211
92.504,47.973,"K","P",32,78.574,"Class2",58.509,11.812,55.916,33,31.456
65.806,66.374,"O","E",29,78.166,"Class2",63.629,17.921,55.777,39,44.679
31.929,10.389,"L","R",88,34.916,"Class1",70.927,-3.137,89.625,41,13.382
66.718,50.978,"K","Y",30,81.446,"Class2",60.073,36.001,58.57,36,22.915
NA,19.128,"L","G",88,33.337,"Class1",74.385,6.737,85.8,43,41.831
81.008,27.445,"K","E",31,75.332,"Class2",68.562,23.582,56.255,39,34.376
12.682,9.827,"L","W",74,34.688,"Class1",52.139,26.851,87.545,41,24.593
72.931,14.754,"E","O",73,29.5,"Class1",11.08,11.221,88.452,44,4.385
60.736,40.393,"N","P",32,76.272,"Class2",70.647,21.811,58.39,39,29.819
19.488,12.271,"N","G",82,28.523,"Class1",88.227,13.009,92.96,45,9.907
47.108,6.332,"N","O",79,30.767,"Class1",79.324,31.347,92.144,40,25.213
68.431,8.956,"Z","O",88,35.122,"Class1",58.16,11.131,87.422,42,11.177
46.489,9.762,"N","O",79,27.09,"Class1",26.86,40.864,85.781,36,8.106
-11.089,17.246,"E","G",73,29.19,"Class1",15.287,53.368,88.485,36,24.615
12.859,13.403,"Z","O",80,24.715,"Class1",95.697,49.356,86.893,38,28.425
82.56,72.087,"H","E",31,80.68,"Class2",72.437,42.049,57.916,39,61.707
63.719,14.106,"B","O",85,29.346,"Class1",56.036,14.221,91.101,31,34.54
87,14.377,"Z","R",87,29.195,"Class1",48.946,50.209,88.677,41,37.833
71.386,35.541,"O","E",29,74.473,"Class2",44.104,30.298,55.009,32,54.631
52.357,13.823,"N","W",76,33.547,"Class1",21.848,70.82,86.462,37,20.516
NA,15.382,"Z","G",83,33.055,"Class1",48.892,26.226,86.041,41,NA
53.088,17.678,"Z","Z",77,34.72,"Class1",55.626,46.293,92.475,30,44.187
-13.052,19.694,"Z","R",77,29.801,"Class1",55.081,20.49,92.07,42,35.671
62.006,43.142,"N","P",30,74.777,"Class2",54.027,18.976,58.566,33,31.725
65.973,21.746,"L","R",73,31.971,"Class1",22.73,71.078,87.549,44,42.416
52.563,13.624,"B","Z",76,33.093,"Class1",35.999,-7.216,88.094,44,37.668
68.223,41.337,"O","V",29,76.764,"Class2",45.971,26.851,55.077,39,51.355
80.402,37.25,"M","Y",29,74.829,"Class2",54.794,35.146,57.626,31,64.672
92.533,17.097,"B","G",79,35.184,"Class1",49.34,57.302,92.19,32,9.627
66.935,13.592,"E","G",73,30.143,"Class1",78.106,44.299,85.215,41,23.982
76.617,64.141,"O","P",30,77.579,"Class2",44.058,15.089,56.715,30,34.541
59.526,25.618,"O","P",32,77.352,"Class2",48.373,18.437,58.28,37,70.39
69.374,55.641,"O","Y",30,78.521,"Class2",72.963,39.986,55.282,29,69.995
88.002,10.029,"E","O",88,28.587,"Class1",62.884,20.845,87.327,32,6.7
73.299,50.991,"H","Y",32,80.446,"Class2",40.415,31.529,58.164,29,68.132
61.822,33.309,"M","Y",30,72.376,"Class2",62.161,38.656,56.988,35,69.567
89.047,16.991,"N","Z",77,36.042,"Class1",54.677,2.564,86.533,31,45.858
38.61,8.816,"B","O",73,33.045,"Class1",88.751,44.863,89.339,34,43.057
31.62,19.296,"L","G",88,29.31,"Class1",70.149,46.41,91.74,41,39.439
NA,16.466,"L","O",77,31.286,"Class1",90.692,36.789,91.827,32,23.647
28.26,14.506,"N","O",80,27.182,"Class1",56.883,36.15,86.545,36,42.039
90.118,40.104,"H","V",32,74.569,"Class2",65.204,14.352,57.362,30,64.25
63.522,48.216,"N","E",31,79.866,"Class2",50.189,34.759,55.336,35,63.937
64.78,8.315,"N","Z",85,30.899,"Class1",48.337,74.401,86.026,39,30.075
55.575,12.684,"Z","Z",81,31.575,"Class1",27.103,37.837,91.214,41,35.589
77.33,39.231,"O","P",31,75.785,"Class2",50.364,15.7,58.958,32,NA
66.455,-3.073,"O","Y",32,78.872,"Class2",63.248,15.149,55.425,31,NA
80.771,20.923,"L","O",86,31.798,"Class1",43.68,25.363,89.683,42,42.957
66.37,53.845,"O","Y",31,75.288,"Class2",69.328,38.142,58.679,37,50.543
76.506,14.69,"L","O",79,27.919,"Class1",55.775,43.009,92.411,40,19.874
22.515,8.765,"B","Z",86,29.646,"Class1",50.504,4.002,89.244,43,38.458
48.123,35.569,"M","V",30,81.838,"Class2",60.876,28.034,58.713,30,67.651
72.211,44.085,"M","E",29,74.337,"Class2",41.015,24.332,57.578,30,20.127
66.475,18.158,"N","G",74,31.329,"Class1",18.952,36.445,85.352,35,43.621
84.821,30.649,"M","Y",30,74.006,"Class2",50.827,33.399,56.155,36,40.263
76.563,26.55,"O","V",31,76.945,"Class2",47.549,7.604,56.521,31,NA
-3.876,10.207,"B","R",88,30.099,"Class1",85.267,21.783,91.908,40,35.925
68.863,64.926,"H","P",30,76.297,"Class2",65.092,25.832,56.415,36,39.935
96.613,33.133,"K","T",29,79.176,"Class2",41.267,30.486,56.183,39,NA
71.64,38.194,"N","Y",29,76.851,"Class2",68.639,34.157,56.114,39,NA
86.204,13.769,"E","R",83,34.44,"Class1",21.594,24.908,91.471,44,34.835
90.074,9.771,"N","Z",81,31.709,"Class1",23.272,57.549,90.515,31,28.266
65.471,22.976,"O","T",30,72.595,"Class2",41.139,42.652,56.125,36,NA
58.668,52.484,"O","P",29,78.003,"Class2",71.511,34.853,58.254,39,18.713
42.96,13.611,"E","G",80,30.107,"Class1",87.906,47.942,92.45,34,30.203
