"Output4","RWU1","CEF2","BXM3","PAT4","CYJ5","CAD6","MGW7","EXY8","ZGK9","EIF10","QHO11","WZM12"
"Class3",NA,57.689,45.957,66.529,"R",26.09,36.897,47.195,4.002,75,31.08,42
"Class2","B",45.19,55.389,66.168,"V",76.084,57.116,79.373,64.502,36,45.512,23
"Class1","L",96,23.446,37.08,"Z",62.223,64.597,0.957,89.902,52,43.559,77
"Class5","O",77.726,22.835,81.733,"E",65.644,36.639,51.495,20.091,17,32.789,19
"Class1","T",93.558,24.826,18.405,"Z",70,58.092,12.592,89.948,52,37.747,92
"Class2","B",67.137,46.816,31.033,"I",71.845,21.388,33.783,68.972,43,49.601,26
"Class4","V",-2.077,50.74,74.744,"P",69.245,46.782,43.859,91.512,44,22.964,37
"Class4","S",20.729,62.315,68.236,"E",42.425,64.751,113.384,91.56,66,84.341,48
"Class5","B",85.314,29.084,65.312,"P",50.472,26.697,53.247,33.116,19,29.864,14
"Class4","S",16.128,47.162,62.27,"Q",65.064,55.334,36.989,90.724,81,41.634,34
"Class4",NA,13.242,50.711,71.775,"W",57.438,60.71,60.534,90.491,46,85.791,41
"Class1","T",89.396,27.361,24.144,"D",65.897,33.456,56.393,90.155,72,66.382,82
"Class1","Y",86.527,29.735,38.785,"E",64.788,62.196,75.105,90.952,60,39.846,90
"Class5","R",34.502,28.241,58.385,"E",66.194,21.522,45.282,58.481,47,23.041,18
"Class3",NA,75.054,64.577,56.507,"R",26.871,22.289,49.666,25,80,31.056,82
"Class3","Z",82.426,63.734,52.405,"R",23.908,36.407,51.185,33.73,82,30.514,86
"Class2","L",63.853,60.402,33.044,"V",60.885,43.503,33.29,57.588,94,47.34,35
"Class5","B",17.044,21.549,73.483,"L",53.454,41.862,33.509,43.834,65,23.335,25
"Class1","Y",91.062,21.432,16.416,"S",60.382,62.859,31.641,89.459,56,64.109,NA
"Class5","O",67.656,23.53,57.561,"E",57.831,16.23,57.302,38.517,41,27.887,19
"Class3","G",86.718,32.802,57.737,"W",21.503,32.245,48.717,14.89,58,30.973,NA
"Class1","L",80.462,21.111,46.326,"S",60.955,31.528,45.511,89.276,66,44.991,83
"Class5","O",34.494,31.478,59.722,"C",44.381,13.212,54.072,36.614,63,27.716,20
"Class5","R",55.335,29.61,58.585,"L",44.255,26.531,67.144,41.569,41,36.508,19
"Class2","A",98.662,53.322,48.909,"V",61.065,80.42,61.804,66.918,58,51.267,70
"Class5","R",32.831,28.471,74.899,"L",48.427,32.785,45.805,23.167,61,32.416,NA
"Class1","L",78.839,21.751,69.945,"D",64.756,28.079,42.532,90.562,67,36.8,74
"Class5","R",28.38,35.225,79.366,"E",29.722,17.86,40.489,26.174,48,15.234,17
"Class3","Y",74.863,54.821,39.309,"W",21.985,28.277,50.241,25.237,73,31.584,83
"Class2",NA,22.062,60.292,24.491,"Q",70.56,79.892,80.531,73.295,94,45.022,84
"Class1","X",82.091,31.918,51.472,"D",67.92,64.668,104.871,90.912,51,60.242,72
"Class1","Y",79.735,25.137,59.222,"Z",64.105,55.464,96.271,89.453,54,37.873,70
"Class1","X",80.137,30.605,57.738,"E",61.684,67.261,-8.078,89.846,79,46.268,83
"Class3","E",45.063,51.672,47.736,"U",28.29,24.49,35.762,8.493,56,30.329,79
"Class3","Y",66.463,52.34,61.312,"U",22.823,23.687,44.973,19.647,54,31.02,52
"Class1","T",85.395,22.011,16.494,"E",68.903,52.411,106.21,89.063,64,41.96,59
"Class5","G",74.592,26.346,64.174,"E",52.669,19.518,25.066,24.856,36,15.18,31
"Class2","Q",82.782,48.875,64.026,"Q",55.884,51.268,33.447,61.318,34,45.538,35
"Class3","Z",59.691,29.596,52.406,"F",23.679,26.012,33.447,5.595,58,31.087,62
"Class4",NA,1.264,21.24,52.524,"W",66.014,46.124,67.265,90.47,50,44.163,48
"Class5","O",29.799,16.695,62.563,"P",56.567,31.614,32.481,49.538,53,31.059,25
"Class2","C",18.439,81.701,59.61,"Q",86.338,74.04,62.75,65.427,52,48.908,75
"Class5","G",50.328,23.878,68.355,"C",61.01,16.184,34.876,18.103,22,21.832,20
"Class5","O",88.469,26.53,62.877,"P",35.609,46.584,52.57,42.712,17,25.122,23
"Class5",NA,38.056,23.397,72.418,"P",30.363,32.074,37.325,57.303,56,27.404,22
"Class4","S",13.324,57.995,71.625,"P",70.153,61.057,67.411,93.549,42,43.92,48
"Class2","B",61.044,51.732,40.882,"I",90.127,48.872,44.874,59.784,68,53.203,55
"Class5","B",74.638,25.421,67.403,"B",40.081,18.266,42.165,90.168,35,34.121,22
"Class3","G",76.128,31.049,50.104,"U",21.167,30.827,47.589,29.15,70,31.491,83
"Class1","X",87.309,24.303,24.711,"E",68.728,70.785,77.081,89.025,78,58.004,89
"Class4","D",17.85,23.343,49.507,"W",60.64,57.322,69.681,90.94,81,52.528,43
"Class3",NA,58.64,48.254,73.352,"W",23.587,30.067,43.859,23.485,71,30.082,66
"Class4","S",9.472,35.647,53.969,"W",60.236,55.859,77.601,91.793,85,44.892,33
"Class2","L",50.796,44.564,75.988,"V",93.273,33.381,48.398,68.837,61,53.614,22
"Class4","S",7.723,51.642,60.263,"N",74.969,64.261,64.926,90.006,66,62.321,46
"Class2","Q",8.471,57.675,80.294,"R",87.701,68.164,43.15,57.676,32,52.239,39
"Class2","C",83.193,51.917,58.97,"V",95.44,40.116,93.982,68.3,43,45.616,32
"Class4","D",24.346,102.153,53.787,"Q",44.905,49.382,25.114,91.64,44,66.184,34
"Class1","X",88.559,27.666,43.586,"E",65.272,61.949,76.053,90.91,68,53.66,93
"Class2",NA,50.017,56.682,81.284,"Q",55.41,27.458,60.486,64.358,81,46.283,27
"Class4","V",-1.442,16.586,79.806,"E",46.863,60.864,85.037,92.276,75,59.383,48
"Class1","B",82.105,12.742,37.66,"D",65.145,47.995,66.202,89.769,74,33.478,78
"Class1","L",75.359,20.573,64.164,"Z",62.386,47.837,76.49,90.743,64,44.093,60
"Class2","Q",36.073,54.354,48.7,"V",61.705,71.317,52.146,64.934,88,45.386,83
"Class5","G",71.548,20.625,57.087,"B",32.916,33.873,52.861,66.204,4,14.152,21
"Class4","D",12.037,23.624,95.346,"N",62.69,49.632,70.054,90.423,59,79.965,47
"Class5","B",16.931,14.988,60.166,"B",38.345,47.374,45.084,77.467,13,23.354,27
"Class2","Q",56.706,69.206,42.193,"V",54.438,21.826,17.642,61.81,60,53.686,47
"Class4","R",23.825,17.623,63.775,"E",56.195,56.798,67.033,93.74,72,77.441,42
"Class2","A",107.38,79.806,36.094,"L",63.234,74.742,87.166,65.272,29,54.164,33
"Class1","T",73.3,26.062,52.043,"V",64.609,36.129,14.515,90.524,77,35.511,64
"Class4","S",14.985,70.746,57.263,"N",46.864,55.91,98.883,92.766,72,16.1,42
"Class5","G",-9.854,20.617,56.007,"C",36.732,22.039,47.497,23.63,63,21.085,31
"Class2","L",71.696,66.569,45.802,"I",59.364,53.599,64.827,71.487,40,50.433,21
"Class1","Y",75.994,16.898,61.272,"D",66.535,65.562,17.291,89.029,57,62.323,96
"Class3","E",64.498,35.231,49.739,"U",18.28,36.557,41.877,9.027,57,30.039,70
"Class3","Z",100.861,24.978,55.834,"U",21.296,33.385,50.023,9.223,61,30.009,62
"Class1","X",82.871,25.312,27.773,"S",61.624,56.321,46.109,89.886,58,41.387,84
"Class4","H",22.849,68.101,70.551,"E",60.881,59.777,82.288,92.394,38,85.549,39
"Class1","Y",94.815,18.626,37.01,"E",62.48,39.48,42.04,89.807,75,61.892,84
"Class4","S",15.597,74.22,60.761,"P",46.718,48.869,30.312,93.356,74,18.462,40
"Class5","B",64.703,23.2,57.9,"P",34.72,20.934,47.844,54.298,24,27.672,26
"Class5","D",63.494,16.404,64.22,"E",45.058,46.674,28.827,92.15,26,15.282,31
"Class2","B",57.881,50.859,38.863,"R",87.583,56.991,50.266,67.782,52,51.458,22
"Class5","G",40.771,27.14,74.538,"L",34.715,32.958,59.32,27.532,23,18.449,18
"Class3","E",45.457,61.017,51.117,"I",18.181,32.021,48.512,30.31,71,31.759,80
"Class3","G",86.873,43.649,42.401,"U",26.214,28.977,60.724,12.373,64,31.844,58
"Class3","Z",67.371,5.967,45.739,"U",24.036,20.585,37.154,31.974,61,30.86,66
"Class5","D",51.075,21.22,75.078,"L",64.457,16.631,45.378,18.601,63,31.23,20
"Class5","G",42.643,22.514,60.233,"L",63.608,13.52,60.875,89.106,9,19.601,22
"Class3","Z",71.521,57.202,38.273,"W",23.765,24.105,47.182,33.845,51,30.178,40
"Class3","Y",83.848,60.358,69.5,"W",21.917,26.249,51.238,28.484,64,30.68,70
"Class4","V",0.69,17.57,72.144,"P",72.172,49.511,54.75,90.34,54,80.476,42
"Class2","B",80.98,63.575,34.483,"V",74.907,54.001,35.286,65.179,42,54.159,85
"Class3","Z",68.5,59.747,47.32,"I",27.377,35.524,38.548,12.95,85,31.366,85
"Class4","R",0.245,55.563,75.666,"P",65.809,52.864,66.705,93.988,79,76.898,38
"Class2","L",96.931,71.054,59.298,"Q",82.728,77.358,42.216,55.411,78,46.311,81
"Class2","B",82.235,68.758,53.316,"I",58.602,83.238,99.286,58.615,78,50.217,37
"Class5","G",-4.529,18.663,69.576,"B",52.085,40.52,49.074,22.775,51,32.17,14
"Class3","Z",88.729,47.334,64.526,"R",20.5,36.199,51.407,13.744,71,30.401,69
"Class5","G",59.907,21.067,66.695,"C",40.902,12.332,51.212,47.682,49,19.746,14
"Class1",NA,73.251,35.803,36.312,"D",65.895,59.87,56.555,89.879,76,56.302,62
"Class3","Y",65.001,39.054,56.792,"F",28.356,23.934,38.994,21.74,60,30.043,57
"Class5","G",86.945,20.576,63.665,"E",47.059,33.338,53.733,44.938,50,32.355,31
"Class5",NA,36.474,25.37,68.879,"P",32.144,47.744,30.926,41.888,22,32.661,30
"Class2","B",6.373,51.815,78.442,"Q",63.416,51.824,41.907,63.858,78,45.076,38
"Class1","B",95.243,14.273,45.264,"D",66.142,35.879,25.323,89.794,59,60.252,68
"Class1",NA,86.292,22.302,38.521,"Z",66.094,65.852,-0.897,89.976,63,53.733,87
"Class2","C",88.921,56.833,57.277,"I",94.329,74.617,57.385,69.73,28,50.828,61
"Class3","Z",86.984,14.907,55.681,"I",22.911,33.745,34.309,10.714,53,30.919,54
"Class3","E",72.445,15.1,49.91,"R",23.943,30.523,44.197,25.953,76,30.698,54
"Class1","L",81.661,23.526,57.625,"D",66.806,62.285,70.682,90.524,54,52.964,84
"Class5","G",99.447,25.988,63.767,"L",36.046,32.168,35.118,24.426,17,18.884,19
"Class5","O",67.3,18.008,80.06,"L",29.613,31.881,31.324,92.961,38,26.59,28
"Class5","G",46.706,26.194,52.958,"L",44.718,44.834,57.424,17.385,9,18.593,22
"Class1","X",77.271,28.265,92.625,"V",63.578,67.047,40.35,89.632,69,68.597,83
"Class4","D",1.391,55.997,78.236,"P",74.559,51.265,59.688,92.924,61,37.037,42
"Class5","D",79.805,29.154,70.177,"P",33.49,44.003,56.776,46.734,63,24.411,33
"Class2","Q",94.553,59.008,27.217,"Q",72.201,70.919,79.182,72.021,73,52.971,24
"Class4","R",3.224,63.959,67.886,"N",50.269,60.737,68.502,92.411,46,16.095,47
"Class2","B",99.283,54.8,57.953,"R",74.681,70.98,61.619,71.03,76,50.636,78
"Class4","R",17.386,34.491,82.833,"N",63.022,63.269,81.47,92.897,92,79.09,36
"Class1","X",79.59,13.684,62.578,"E",67.102,68.246,60.763,89.173,56,42.539,71
"Class1","T",90.902,16.813,54.725,"E",61.447,55.091,5.956,89.421,68,65.063,91
"Class1","Y",93.436,27.607,39.587,"Z",59.149,54.076,65.438,90.625,56,45.45,85
"Class2","Q",37.48,63.439,62.908,"V",82.277,69.649,62.819,68.19,41,47.759,61
"Class3","G",59.274,65.329,56.062,"R",24.927,36.603,58.377,16.953,57,30.447,73
"Class4","V",14.562,51.691,68.603,"P",69.675,53.336,53.621,92.411,56,55.682,35
"Class2","C",14.437,58.694,21.975,"L",75.725,73.606,22.812,54.825,37,50.763,86
"Class5","D",73.081,21.189,63.981,"P",52.506,40.768,36.858,48.329,3,20.384,29
"Class5","G",30.652,22.311,69.136,"B",67.74,27.64,30.446,79.752,51,33.624,21
"Class4","D",17.93,89.255,85.567,"Q",50.664,59.12,63.286,91.199,90,66.902,43
"Class2","B",41.829,49.16,67.015,"I",55.619,50.203,46.026,64.563,16,46.693,30
"Class2","L",66.86,59.886,62.761,"Q",59.301,19.622,28.261,72.064,46,46.011,21
"Class2","A",80.898,72.838,24.431,"R",55.052,59.795,22.87,58.687,48,50.335,64
"Class1","Y",84.813,32.978,44.854,"E",69.461,38.399,7.146,89.155,78,39.013,82
"Class3","K",69.027,42.471,63.485,"W",27.941,24.392,48.588,33.582,47,30.959,57
"Class5","G",81.157,23.949,75.509,"B",64.141,36.075,63.707,72.205,21,16.76,31
"Class4","S",14.286,77.95,65.728,"N",52.942,61.126,75.131,90.889,87,18.598,46
"Class5","O",68.722,24.232,82.226,"P",50.628,22.241,51.086,93.643,13,24.345,30
"Class3","Z",108.748,48.593,62.993,"F",23.211,24.954,53.636,33.932,65,31.733,58
"Class3","Z",82.275,41.135,56.775,"I",25.577,33.507,41.848,31.938,86,30.292,NA
"Class5","R",39.009,27.979,58.879,"E",56.926,26.822,60.994,61.27,18,21.552,27
"Class4","D",11.409,52.9,101.691,"E",63.637,46.693,70.045,90.239,50,76.839,47
"Class3","E",51.122,65.548,42.245,"W",24.371,22.392,50.174,23.574,70,30.985,77
"Class1","T",79.44,24.025,39.934,"Z",67.503,45.512,50.006,89.505,78,63.667,90
"Class4","H",24.938,46.888,68.526,"W",70.443,59.342,63.932,92.373,91,19.356,46
"Class4","V",1.574,42.296,77.272,"P",65.166,57.065,100.285,90.645,72,47.706,45
"Class2","B",75.977,68.136,28.96,"R",71.241,56.179,67.764,63.109,91,49.186,47
"Class1","L",92.793,14.167,38.167,"Z",68.47,43.417,102.602,89.371,74,57.854,88
"Class3","G",50.677,44.172,47.556,"R",24.984,28.685,53.118,12.019,75,31.543,82
"Class2","B",42.798,52.501,66.166,"R",84.679,42.788,39.391,59.436,20,51.25,52
"Class2","C",58.463,48.559,63.89,"V",76.011,22.093,36.867,70.053,73,48.092,28
"Class4","S",17.618,92.125,43.783,"P",60.536,56.661,67.792,92.439,71,60.619,34
"Class1",NA,76.453,16.094,65.438,"E",59.439,62.128,73.384,89.464,52,36.912,70
"Class5","G",-29.073,24.962,68.088,"E",48.693,39.903,40.34,26.232,54,18.928,30
"Class4","H",-6.264,17.365,83.162,"E",71.928,49.192,47.904,93.239,79,64.323,42
"Class2","Q",15.459,78.454,36.868,"R",71.044,76.265,61.908,66.66,21,53.06,80
"Class4","S",35.418,23.653,89.518,"P",58.96,53.699,79.556,93.87,47,39.078,43
"Class3","K",64.11,27.049,49.258,"U",28.867,24.976,38.247,8.732,61,31.295,52
"Class2","B",46.865,56.825,71.648,"R",97.61,41.513,25.114,68.118,85,50.921,74
"Class4","R",10.357,66.402,106.508,"W",68.068,48.59,38.8,92.913,81,30.093,46
"Class3","G",67.113,66.456,29.611,"I",26.878,36.413,36.546,4.847,87,31.696,46
"Class3","E",95.368,61.191,48.073,"W",20.608,30.874,53.63,30.382,73,31.252,45
"Class1","B",82.907,32.361,57.438,"S",64.639,50.537,14.654,89.451,81,44.414,85
"Class2","C",50.892,55.559,33.917,"L",88.146,35.867,43.889,73.246,32,45.05,76
"Class1","B",80.067,30.319,25.084,"D",64.196,51.825,87.463,90.724,55,52.49,76
"Class1","T",82.161,27.128,22.563,"V",63.333,60.873,71.432,90.219,52,32.649,83
"Class3","K",76.672,44.484,66.801,"F",28.221,29.195,55.355,15.474,53,31.248,83
"Class4","H",2.831,72.912,94.778,"N",74.745,59.065,58.526,93.549,83,32.906,35
"Class2","L",76.812,56.317,49.276,"Q",73.022,29.808,23.168,63.522,34,49.123,43
"Class1","L",76.196,11.576,69.749,"V",64.862,37.432,-19.824,89.454,76,35.691,84
"Class2","Q",8.947,53.867,73.989,"L",97.095,30.575,55.373,72.9,60,53.32,75
"Class3","G",66.64,34.896,58.294,"I",25.049,20.128,47.296,19.362,58,30.666,66
"Class4","S",22.919,66.524,54.146,"N",69.759,52.925,47.576,91.75,85,71.252,41
"Class1","T",87.979,22.834,50.773,"D",60.874,33.555,86.96,90.728,73,45.862,88
"Class5","R",30.439,18.869,61.883,"P",36.046,27.786,27.305,54.409,12,26.201,24
"Class5","D",69.171,14.429,61.721,"L",62.807,40.192,29.367,77.658,60,31.866,31
"Class2","L",112.88,46.205,44.859,"R",57.68,20.988,38.903,71.17,91,52.533,59
"Class2","B",35.069,60.91,37.568,"I",86.243,36.831,49.141,62.131,15,50.063,34
"Class5","B",81.596,18.88,71.456,"P",40.395,16.041,51.575,37.315,4,32.962,15
"Class3","E",110.74,50.558,55.114,"W",25.805,32.473,36.658,9.368,74,30.513,42
"Class4","S",10.284,21.586,78.147,"Q",67.694,52.123,85.5,91.275,62,17.625,43
"Class2","C",71.513,69.079,34.089,"R",79.649,72.937,52.536,63.652,71,50.566,26
"Class2","C",41.062,54.545,79.495,"V",87.981,70.607,65.272,67.14,33,54.284,38
"Class2","Q",27.268,72.132,94.276,"L",77.398,41.118,80.12,62.976,53,52.984,60
"Class1","L",80.635,21.179,33.283,"S",67.358,53.72,116.506,89.063,53,30.841,92
"Class4","V",24.856,46.62,96.827,"P",73.57,60.269,70.917,93.753,87,84.073,39
"Class3","Z",89.678,33.749,49.686,"R",19.397,32.833,52.268,19.749,67,30.856,86
"Class4","S",13.846,56.748,57.23,"N",64.273,49.154,82.583,91.421,88,26.012,34
"Class3","K",73.17,43.222,66.878,"R",19.552,31.386,56.114,14.423,78,30.483,52
"Class3","Z",81.271,31.077,52.513,"I",26.065,24.732,48.329,15.801,68,31.859,67
"Class1","T",90.741,23.335,25.659,"S",59.492,71.976,33.785,89.189,54,47.393,NA
"Class1","L",95.878,25.843,45.84,"S",66.17,48.795,53.057,90.262,52,51.102,91
"Class2","L",11.958,52.535,81.113,"R",92.995,52.939,67.38,62.819,88,46.923,NA
"Class2","L",60.677,74.6,16.545,"I",56.745,70.539,23.861,70.027,50,52.803,23
"Class5","O",58.635,28.16,69.15,"P",40.408,17.315,60.954,46.634,37,29.273,22
"Class5","R",87.008,17.947,63.911,"B",39.183,16.38,56.649,46.037,58,27.58,31
"Class3","Y",67.952,62.724,53.809,"F",18.304,33.167,44.227,16.179,52,30.99,49
"Class2","B",23.449,41.847,41.129,"R",60.172,82.853,69.725,59.688,41,54.468,34
"Class1","X",83.622,32.994,-0.783,"Z",60.913,51.103,54.564,89.532,64,65.52,92
"Class5","O",29.654,18.281,53.602,"E",47.435,32.959,54.785,26.682,13,21.409,17
"Class2","L",66.474,72.287,67.052,"I",85.9,37.496,56.402,72.143,67,51.615,23
"Class4","S",29.821,47.547,80.845,"E",42.134,64.376,80.267,90.792,81,36.695,35
"Class2","A",23.354,68.229,42.493,"V",72.86,43.925,38.668,63.316,62,47.924,67
"Class1","Y",96.908,3.913,24.581,"V",64.997,47.925,99.21,90.345,62,59.156,83
"Class1","B",82.359,25.044,46.389,"D",59.473,71.334,61.958,89.129,78,65.114,62
"Class3",NA,50.673,56.107,33.934,"R",18.141,22.779,52.6,9.702,68,31.013,55
"Class5","D",10.881,25.13,73.566,"L",52.647,28.88,35.063,74.959,44,32.404,30
"Class4","R",16.932,31.597,88.27,"N",61.711,49.073,79.406,92.056,91,74.508,48
"Class5","D",55.642,24.994,69.143,"P",54.278,42.994,45.181,36.863,32,30.479,32
"Class5","O",40.674,24.563,55.871,"E",64.544,34.562,38.337,75.46,54,18.274,NA
"Class2","C",65.644,59.57,59.201,"L",73.823,22.893,75.574,58.525,76,47.839,69
"Class5","R",36.752,17.748,78.387,"C",31.22,42.225,44.776,80.488,34,29.559,22
"Class5","R",29.284,12.015,62.299,"L",44.705,32.605,61.363,56.51,40,28.632,20
"Class1","X",88.511,17.895,31.349,"S",62.268,29.51,34.723,90.5,77,67.611,88
"Class2","B",85.415,49.343,47.861,"R",80.435,83.869,20.44,59.447,53,49.207,40
"Class1","Y",88.656,18.59,10.797,"Z",68.675,47.647,83.24,89.223,77,44.347,92
"Class3","Z",49.545,44.011,26.522,"R",19.385,34.916,51.057,30.567,57,30.728,65
"Class5","D",128.22,20.72,59.261,"E",55.29,43.088,48.156,48.052,45,15.511,12
"Class1","X",94.1,15.714,64.747,"S",65.907,49.454,51.57,89.35,76,47.405,60
"Class4","H",8.66,42.536,64.879,"Q",43.628,53.492,44.007,90.812,50,57.315,33
"Class3","E",84.067,57.319,46.046,"R",20.51,33.895,52.306,33.095,41,30.006,54
"Class3","K",48.925,30.967,55.339,"R",26.847,29.009,37.082,19.552,54,30.443,45
"Class5","O",18.338,24.002,60.811,"P",54.746,36.618,51.886,25.851,43,25.393,27
"Class1","Y",86.476,15.922,41.91,"E",69.082,54.682,40.296,90.135,53,30.257,88
"Class5","B",48.363,16.646,73.081,"B",65.053,46.56,44.011,59.158,10,33.629,13
"Class2","A",57.336,55.052,83.875,"V",54.858,63.392,54.783,60.348,36,48.821,76
"Class3",NA,64.995,44.249,33.287,"R",26.358,25.926,51.626,31.77,87,30.369,71
"Class1","B",98.569,12.769,39.154,"E",67.774,56.53,90.217,90.628,55,31.808,95
"Class4","H",15.539,40.683,69.31,"P",71.663,64.54,88.13,90.66,62,55.443,39
"Class3","K",58.466,48.415,53.806,"F",26.112,32.864,48.309,30.097,76,31.312,54
"Class1","Y",94.188,18.349,15.961,"Z",67.634,69.244,49.897,89.291,80,65.989,60
"Class3","Y",90.439,54.938,51.394,"I",25.638,31.454,64.424,15.59,50,30.569,50
"Class4","S",25.527,24.636,84.686,"N",54.422,63.985,60.436,91.407,84,78.309,45
"Class5","R",27.14,12.368,66.001,"C",57.003,26.763,44.091,88.924,60,22.403,13
"Class5","D",66.865,25.419,78.765,"C",47.102,46.029,53.361,83.479,9,36.45,11
"Class4","D",10.172,25.863,63.463,"W",54.259,64.045,59.36,91.794,92,19.731,39
"Class3","Z",64.901,42.732,66.747,"I",25.346,29.398,49.711,19.684,58,31.697,45
"Class1","X",91.731,44.047,49.426,"E",68.281,29.65,38.256,90.261,83,47.341,65
"Class2","A",65.731,58.581,42.778,"I",82.353,54.892,69.209,59.752,93,53.064,27
"Class4","H",9.359,47.536,63.916,"P",63.471,54.582,76.808,91.731,86,45.172,43
"Class2","B",40.814,57.612,38.169,"Q",64.118,57.745,16.846,72.152,26,49.915,39
"Class2","L",74.896,58.628,75.628,"I",60.207,77.787,69.074,63.112,89,46.721,57
"Class1","Y",79.764,15.401,54.888,"Z",60.765,29.315,49.508,90.196,70,59.934,59
"Class1","T",94.765,26.988,60.645,"E",59.175,55.26,16.78,90.687,51,48.083,71
"Class3","G",82.628,48.086,53.358,"W",21.098,31.132,51.483,26.509,78,31.831,NA
"Class4","D",12.667,37.512,92.456,"W",73.239,46.056,121.966,92.824,66,23.644,40
"Class1","T",80.96,35.602,51.744,"Z",61.487,28.314,0.61,89.901,72,29.594,63
"Class2","Q",73.939,56.852,37.516,"Q",67.453,50.5,66.981,66.274,25,50.241,79
"Class1","T",84.044,23.407,61.832,"Z",66.513,39.923,33.279,90.348,80,62.601,NA
"Class4","D",10.394,47.909,84.637,"Q",70.93,59.271,65.078,90.516,96,51.555,36
"Class4","R",17.171,0.657,59.792,"W",47.342,61.396,79.782,90.166,95,56.996,NA
"Class3","Z",72.84,33.098,48.395,"R",19.941,25.875,51.258,20.259,44,31.703,65
"Class4","R",4.128,42.709,56.089,"E",47.609,64.084,55.233,91.617,79,66.674,46
"Class3","Z",79.551,39.254,51.971,"F",23.054,32.599,57.464,23.22,58,30.542,54
"Class3","E",76.618,47.488,70.008,"W",21.077,23.24,47.17,13.397,83,30.62,44
"Class2","A",60.445,66.638,73.07,"V",56.431,27.643,60.359,61.538,89,49.272,27
"Class2","C",71.994,66.098,31.214,"I",74.121,66.158,29.017,71.829,68,47.686,25
"Class1","X",75.942,31.905,53.651,"V",60.905,50.814,66.128,90.04,62,61.78,67
"Class5",NA,-2.708,20.929,58.92,"E",29.267,41.962,47.847,21.801,23,35.339,13
"Class5","D",36.251,28.785,46.922,"L",56.213,40.957,48.636,67.164,42,17.261,23
"Class5","B",5.51,27.79,65.37,"C",48.78,37.615,52.536,44.767,1,28.188,12
"Class1","X",96.072,22.484,24.785,"S",64.002,69.883,22.967,90.799,56,57.3,82
"Class2","A",6.266,53.388,32.233,"L",71.645,56.041,20.454,71.19,28,47.651,80
"Class3","G",90.315,58.166,57.458,"W",25.404,32.592,52.9,17.463,73,30.328,49
"Class1","X",78.791,29.399,28.547,"V",60.965,29.807,79.585,89.075,68,53.723,79
"Class3","K",81.332,47.433,60.683,"R",27.185,22.755,34.875,11.18,77,31.414,NA
"Class1","Y",81.38,34.669,60.464,"S",69.601,63.331,109.238,90.923,76,52.956,80
"Class5","D",35.629,20.238,69.009,"P",59.999,40.031,43.779,76.522,17,21,12
"Class5","B",44.744,22.959,61.267,"C",41.328,23.02,44.323,49.613,43,21.916,27
"Class2","C",73.936,46.147,47.17,"L",84.352,55.022,15.642,63.318,14,49.021,34
"Class4","H",4.585,18.928,78.952,"N",52.333,50.77,60.901,90.359,69,24.324,47
"Class3","K",95.042,57.761,46.803,"R",28.731,25.734,53.495,23.825,51,30.669,74
"Class2","C",47.81,53.153,47.266,"I",97.119,34.741,45.263,63.38,16,52.733,84
"Class4","V",9.083,64.848,53.815,"W",61.002,47.568,59.531,91.569,61,27.449,42
"Class5","D",85.807,24.299,61.114,"C",40.258,46.519,46.214,93.696,22,36.712,28
"Class4","H",7.401,15.633,63.377,"P",42.535,50.34,62.762,93.812,52,48.219,45
"Class1","L",91.22,15.927,33.15,"D",61.657,65.576,40.166,89.621,51,52.202,94
"Class2","Q",3.014,57.668,39.72,"V",66.534,56.514,57.36,68.583,65,46.421,86
"Class3","G",98.35,77.088,32.046,"I",19.406,20.479,54.682,29.367,87,31.843,88
"Class2","Q",84.18,56.69,53.9,"L",87.598,52.6,89.951,70.771,18,50.018,74
"Class3","G",63.161,41.023,63.768,"R",19.418,24.953,46.617,8.371,72,30.852,44
"Class2","C",78.721,63.469,51.068,"L",76.058,77.627,36.223,69.601,39,46.1,NA
"Class4","R",8.006,69.887,68.539,"E",46.804,63.952,95.573,91.61,95,40.421,44
"Class4","R",9.856,44.744,64.857,"Q",56.47,53.786,56.632,91.801,72,37.662,42
"Class3","K",61.484,9.973,68.883,"R",28.476,36.49,42.599,17.868,42,31.816,43
"Class3","E",88.39,26.474,71.485,"U",23.581,33.633,59.398,18.28,72,30.986,64
"Class5","B",36.782,23.53,70.136,"P",29.36,31.08,34.018,51.694,34,32.317,15
"Class5","D",74.446,23.627,59.654,"E",66.872,20.161,51.804,34.494,25,17.099,13
"Class3","K",58.351,21.215,63.539,"U",25.11,29.92,54.593,7.121,84,31.107,68
"Class5","D",60.139,18.345,61.256,"E",35.297,41.663,31.509,67.468,58,14.376,NA
"Class5",NA,2.895,23.091,45.063,"P",57.117,42.976,29.958,36.054,61,26.925,14
"Class3",NA,47.359,53.361,43.932,"F",23.54,21.899,42.891,15.702,88,30.298,54
"Class5","G",96.342,21.01,75.024,"C",47.709,12.487,46.197,43.632,0,31.443,11
"Class4","H",26.268,51.202,61.802,"E",44.767,54.77,76.776,90.848,39,65.41,46
"Class5",NA,126.129,24.237,69.568,"E",63.157,28.729,42.693,37.424,18,32.783,17
"Class4","D",-9.149,69.673,81.377,"Q",68.413,52.136,82.176,92.457,71,43.477,33
"Class4","D",8.484,30.3,83.402,"W",52.962,47.878,59.013,93.033,90,73.552,33
"Class3","Y",64.578,56.868,75.182,"U",20.267,27.079,56.86,26.468,43,31.879,62
