"Output18","TKD1","TPG2","YEU3","LKC4","GVD5","ASP6","ZXY7","RXK8","DBQ9"
"Class2",71,37.055,73.561,"U",32.931,75.489,78.864,-1.372,78.88
"Class2",76,35.64,73.124,"N",35.945,55.992,75.396,48.611,76.088
"Class2",57,35.449,72.292,"R",60.001,62.013,76.343,38.4,78.325
"Class3",65,60.96,41.905,"M",88.489,44.077,73.747,28.42,10.611
"Class3",76,38.684,34.953,"T",91.431,19.451,73.384,43.407,8.615
"Class2",67,34.898,73.795,"R",24.664,57.962,77.708,47.1,78.607
"Class3",77,55.557,64.357,"T",91.758,37.713,71.158,58.952,6.483
"Class3",90,93.892,47.403,"O",86.223,27.706,69.484,51.832,14.202
"Class3",90,64.361,86.628,"T",88.546,58.15,73.46,34.75,2.238
"Class2",70,35.523,72.422,"N",44.147,59.026,77.885,27.667,77.136
"Class1",97,45.959,88.822,"B",52.88,32.532,66.898,25.815,53.371
"Class1",94,46.801,67.844,"A",70.835,29.738,68.33,63.126,56.895
"Class1",87,46.497,45.954,"D",27.162,33.154,65.047,29.804,44.221
"Class2",58,37.352,71.868,"U",54.327,72.528,77.056,68.901,82.424
"Class3",76,45.977,68.142,"T",85.684,24.61,71.234,33.664,10.966
"Class3",70,41.841,88.99,"I",85.22,25.473,69.044,24.494,9.624
"Class1",97,46.755,70.55,"Y",47.374,21.973,67.452,55.665,42.893
"Class3",55,88.091,48.332,"O",91.703,9.498,70.589,46.299,6.535
"Class1",86,46.897,53.768,"Y",37.896,26.77,63.333,46.194,43.531
"Class1",92,46.098,27.611,"Y",45.669,41.869,66.608,77.199,56.962
"Class1",97,45.939,38.842,"D",23.434,NA,67.357,36.305,50.804
"Class2",75,36.15,71.58,"U",18.466,101.256,77.409,32.529,80.64
"Class3",58,81.306,63.782,"U",91.268,13.183,75.416,46.53,8.431
"Class2",58,34.836,72.146,"S",55.492,67.997,76.577,33.149,75.054
"Class2",74,34.722,71.664,"U",42.532,82.321,77.505,60.664,82.422
"Class3",63,80.396,68.065,"O",87.973,NA,69.217,39.703,5.084
"Class2",60,36.464,72.046,"B",60.649,91.767,76.529,6.4,77.473
"Class1",90,46.415,79.296,"J",80.548,32.564,67.064,42.693,60.874
"Class2",68,35.072,73.124,"R",42.883,61.925,77.333,50.246,75.677
"Class2",70,35.711,72.438,"R",53.618,80.4,76.718,17.918,80.381
"Class3",63,52.161,82.327,"T",89.557,39.967,69.512,35.529,13.552
"Class3",72,26.697,62.847,"U",86.165,25.098,73.286,43.637,2.029
"Class3",49,37.689,51.975,"I",89.227,52.56,65.888,47.021,7.377
"Class3",63,80.049,85.726,"M",85.63,18.291,69.846,52.821,8.399
"Class2",58,33.914,72.895,"U",24.042,74.479,NA,58.657,81.821
"Class1",96,46.295,15.77,"B",31.695,16.957,69.89,43.283,43.782
"Class2",70,36.651,71.335,"B",28.531,79.448,77.268,23.296,76.521
"Class2",65,36.07,71.661,"N",44.416,51.107,77.698,41.018,80.029
"Class3",61,81.868,61.916,"M",86.579,38.119,73.464,37.417,4.715
"Class1",91,45.989,74.672,"B",85.565,29.304,67.86,38.891,44.303
"Class1",95,46.493,54.167,"Y",47.376,35.409,66.762,37.525,46.078
"Class1",90,46.982,20.048,"B",78.14,18.743,70.419,78.985,55.722
"Class1",87,46.299,61.419,"B",85.888,28.796,65.705,23.883,54.103
"Class1",96,46.329,30.556,"J",23.755,26.924,NA,12.725,43.596
"Class3",54,20.595,89.082,"I",89.174,NA,75.288,41.146,4.564
"Class2",60,35.459,72.728,"N",23.323,48.706,76.596,15.193,80.038
"Class1",87,45.891,10.817,"B",86.273,17.702,66.525,57.883,55.577
"Class2",62,37.402,72.166,"N",32.681,56.726,77.378,33.04,83.899
"Class3",50,17.539,63.301,"U",86.693,9.174,70.168,35.256,8.145
"Class3",50,82.704,54.18,"U",85.122,20.278,73.689,49.081,13.645
"Class2",71,36.62,73.012,"B",37.399,55.104,NA,51.341,79.248
"Class1",95,46.731,46.61,"Y",46.595,26.41,67.596,47.931,35.91
"Class2",70,36.318,73.083,"R",45.317,83.296,78.166,63.313,82.506
"Class1",96,46.321,65.605,"Y",50.598,31.826,68.658,54.764,54.273
"Class2",62,34.78,73.543,"S",19.413,47.19,77.624,47.067,81.65
"Class1",97,46.707,79.336,"D",53.183,41.477,65.569,65.695,52.659
"Class2",52,32.685,72.43,"R",51.445,57.809,77.252,79.04,80.673
"Class1",89,46.596,33.519,"B",50.24,34.147,67.641,50.588,42.776
"Class3",77,58.642,58.062,"M",85.688,27.963,NA,41.471,13.694
"Class3",59,62.793,88.073,"U",90.589,18.746,70.509,23.686,12.559
"Class2",56,33.799,71.334,"N",53.891,56.192,76.886,81.349,80.12
"Class2",73,38.383,73.82,"N",48.691,56.476,77.918,37.719,77.239
"Class3",88,53.109,71.406,"U",86.487,-20.597,74.415,42.658,3.279
"Class2",59,38.732,71.691,"S",29.582,76.855,77.646,30.107,83.097
"Class2",63,35.624,73.347,"B",57.139,37.328,76.489,27.319,80.71
"Class3",70,34.582,64.836,"O",87.111,14.726,75.086,33.048,15.511
"Class1",88,46.531,37.067,"D",75.24,11.353,68.251,24.766,45.118
"Class3",66,56.548,90.131,"M",88.97,19.471,73.281,44.012,15.378
"Class1",94,46.791,86.682,"J",85.071,21.31,69.203,45.242,56.737
"Class1",86,47.013,18.545,"A",40.887,43.679,63.109,16.359,58.331
"Class1",95,46.298,38.743,"D",55.653,17.288,66.66,58.679,42.781
"Class2",59,31.621,72.636,"R",43.353,86.241,76.301,50.243,79.594
"Class3",72,63.912,54.192,"I",88.468,17.648,72.176,31.676,12.454
"Class1",87,46.042,75.366,"B",29.368,23.187,67.949,29.803,56.788
"Class2",69,34.618,73.521,"R",58.652,38.143,75.334,3.067,83.628
"Class3",48,27.781,77.539,"U",89.611,34.964,70.696,30.064,3.55
"Class3",54,41.034,60.658,"T",89.195,37.588,69.183,57.438,11.349
"Class1",90,46.441,32.859,"A",54.073,34.406,71.362,34.779,48.402
"Class1",89,46.989,56.579,"D",25.387,39.884,64.427,39.699,48.671
"Class2",51,36.292,72.09,"N",51.104,48.57,77.565,15.371,79.507
"Class3",91,84.179,87.629,"O",90.613,23.403,71.924,38.807,6.907
"Class1",86,46.17,41.637,"J",47.047,28.116,68.748,16.993,55.073
"Class1",96,46.597,7.178,"Y",31.559,27.278,NA,82.661,37.264
"Class1",89,46.869,80.029,"J",51.635,17.094,63.498,42.728,37.08
"Class2",63,38.202,73.19,"S",57.799,61.954,77.803,77.725,83.788
"Class3",51,36.433,37.857,"U",90.638,31.886,72.505,43.168,12.948
"Class2",54,33.641,71.441,"B",39.349,72.453,77.747,54.111,82.387
"Class1",94,45.742,62.758,"A",45.032,32.747,NA,65.098,56.149
"Class2",55,37.408,71.006,"B",45.351,60.593,77.323,21.483,83.792
"Class3",58,84.084,69.054,"M",91.602,26.753,73.285,38.02,6.847
"Class2",70,34.608,73.422,"U",35.136,77.77,77.903,52.867,77.828
"Class3",72,55.641,38.282,"O",89.118,39.333,66.039,45.519,2.891
"Class2",63,38.525,71.398,"R",47.516,87.575,80.024,23.652,78.097
"Class2",59,35.205,71.524,"N",40.802,57.735,77.986,21.055,80.199
"Class1",90,47.081,83.253,"Y",55.191,45.288,63.304,55.152,58.134
"Class1",93,46.537,34.71,"D",65.339,39.578,64.991,54.042,57.108
"Class3",66,64.41,72.459,"T",85.539,38.432,71.302,39.667,8.249
"Class2",55,35.41,73.909,"B",59.192,NA,77.079,46.265,81.351
"Class2",71,36.385,73.653,"U",33.284,NA,76.244,16.462,81.842
"Class1",91,46.753,86.05,"B",39.227,40.747,67.682,29.632,40.729
"Class1",90,46.277,62.232,"D",75.744,26.912,68.084,41.385,38.63
"Class1",93,46.711,25.774,"A",69.813,37.481,68.846,38.301,41.9
"Class3",64,68.293,71.88,"I",89.702,48.626,72.981,29.243,5.956
"Class2",61,38.479,73.676,"S",52.95,46.329,79.537,69.767,79.489
"Class1",91,46.275,32.891,"J",70.152,24.442,68.026,79.658,58.28
"Class3",86,18.957,55.437,"M",90.835,16.173,75.843,40.053,5.456
"Class1",97,46.892,79.126,"B",79.888,22.045,68.844,42.162,60.918
"Class2",51,38.886,73.938,"U",20.584,74.404,78.423,8.42,83.557
"Class2",67,29.882,71.935,"R",38.627,84.563,77.146,14.85,83.251
"Class1",86,46.501,16.801,"J",81.029,21.754,69.819,71.577,37.372
"Class3",58,30.33,80.654,"O",90.441,-8.226,72.746,49.384,5.886
"Class2",61,39.958,72.637,"N",40.219,69.068,NA,65.11,83.293
"Class1",96,46.335,5.032,"Y",53.438,38.871,69.949,71.348,44.384
"Class2",73,37.608,72.813,"S",32.153,57.829,77.894,31.615,78.367
"Class1",94,46.411,57.103,"Y",25.994,38.268,64.341,63.499,45.838
"Class2",70,37.546,72.821,"N",28.622,62.005,75.951,39.541,76.09
"Class1",85,46.526,4.74,"A",40.61,26.015,67.929,16.643,58.933
"Class1",93,46.414,47.366,"B",49.179,16.599,67.426,41.214,61.446
"Class2",69,36.496,72.671,"B",31.63,76.595,76.963,29.681,80.517
"Class2",57,39.537,71.955,"R",57.464,116.615,77.304,49.81,81.185
"Class2",60,39.846,73.571,"R",24.906,77.674,77.418,42.569,78.613
"Class2",74,33.931,71.466,"N",31.591,NA,77.609,24.775,77.273
"Class3",58,59.135,36.887,"M",89.493,38.071,70.155,20.728,8.045
"Class1",97,46.207,54.75,"Y",37.727,20.241,67.985,7.013,49.928
"Class1",95,46.832,63.013,"D",81.672,39.777,68.47,13.982,35.029
"Class1",93,46.906,84.469,"J",65.773,37.425,65.428,45.526,39.501
"Class3",76,40.794,32.321,"T",88.809,28.065,71.613,24.768,5.798
"Class3",78,17.067,82.628,"U",85.272,0.297,66.652,47.192,2.698
"Class3",49,47.204,62.546,"U",89.967,17.81,71.367,17.243,4.931
"Class2",57,37.11,71.214,"S",19.431,81.304,76.291,67.695,75.17
"Class3",64,13.995,87.023,"I",86.617,29.371,68.961,55.434,12.965
"Class3",58,55.791,76.58,"U",90.427,0.326,71.804,51.11,7.481
"Class2",60,35.229,72.221,"R",53.886,62.884,78.729,44.344,80.286
"Class1",88,46.578,55.325,"A",83.893,16.031,65.771,30.353,39.619
"Class2",66,34.572,72.923,"U",26.294,64.129,78.151,51.526,79.049
"Class3",82,45.352,57.331,"U",85.816,48.86,73.225,39.127,6.921
"Class3",55,73.75,34.413,"M",89.929,27.984,73.181,32.698,10.03
"Class1",85,45.978,85.784,"J",60.995,26.772,72.379,75.614,61.519
"Class2",69,37.869,73.357,"N",31.569,65.009,79.636,29.38,82.043
"Class3",63,90.651,91.073,"M",90.953,30.368,72.098,40.977,2.764
"Class2",72,36.567,73.713,"N",22.097,88.054,75.834,-2.391,77.353
"Class1",86,45.862,77.756,"A",76.865,36.292,68.87,37.657,58.625
"Class2",70,36.342,72.732,"S",50.411,107.896,77.376,46.651,78.854
"Class1",90,46.085,18.123,"J",84.032,26.497,65.263,37.277,53.367
"Class1",94,47.31,17.783,"A",49.195,26.169,68.807,51.117,53.946
"Class2",70,36.393,72.603,"U",18.046,79.946,79.343,66.974,82.37
"Class1",94,46.479,81.379,"Y",35.196,32.005,67.267,52.949,35.757
"Class1",93,46.281,49.954,"A",47.272,25.404,68.172,25.545,46.6
"Class1",93,46.502,42.233,"Y",63.194,26.682,68.121,45.736,50.819
"Class1",91,46.503,69.145,"Y",53.011,20.748,68.129,31.395,50.244
"Class3",60,50.64,62.889,"U",91.277,22.396,69.497,42.071,2.317
"Class3",70,98.286,64.251,"T",91.909,15.963,75.499,46.529,2.118
"Class1",89,46.627,29.938,"B",90.451,20.373,67.855,79.059,54.033
"Class3",80,47.079,45.65,"U",90.304,37.237,65.36,32.822,13.693
"Class2",53,37.687,73.337,"N",24.779,60.998,75.914,21.224,77.559
"Class3",86,75.726,75.431,"U",89.829,39.996,72.62,42.384,4.309
"Class1",88,46.216,70.858,"Y",69.481,25.189,67.913,37.975,40.324
"Class2",53,33.687,72.206,"S",50.531,36.324,78.28,18.181,83.468
"Class3",86,31.534,71.507,"M",85.58,NA,73.263,38.458,14.492
"Class3",66,100.397,75.032,"U",89.272,29.623,72.485,37.296,6.139
"Class2",52,31.32,71.236,"U",52.754,57.597,76.443,76.416,81.45
"Class2",61,31.191,73.09,"S",53.255,NA,77.308,10.521,75.181
"Class1",89,46.562,60.604,"J",74.353,NA,66.767,3.64,58.498
"Class1",95,46.714,50.455,"A",57.31,49.43,71.342,51.956,47.323
"Class3",60,66.776,67.716,"I",86.821,37.854,70.002,37.544,14.154
"Class2",62,34.233,72.216,"N",47.504,76.025,76.049,55.014,80.846
"Class2",65,38.081,73.957,"N",18.671,82.919,76.439,26.885,82.85
"Class3",80,40.499,74.042,"O",90.384,57.709,71.814,36.151,4.239
"Class3",83,78.433,86.206,"U",85.994,16.231,71.579,36.088,10.053
"Class3",88,70.599,56.675,"M",90.091,NA,72.102,58.058,3.746
"Class2",53,34.213,73.841,"N",38.352,43.666,78.116,14.726,77.75
"Class2",64,36.364,73.704,"S",46.668,93.509,77.492,54.181,81.357
"Class3",63,68.804,83.556,"T",86.656,21.118,70.752,34.958,9.096
"Class2",52,36.243,73.731,"R",60.071,78.302,76.365,33.425,78.731
"Class1",87,46.441,77.203,"B",69.783,27.164,64.959,36.855,52.296
"Class3",48,23.606,56.253,"M",88.113,1.064,67.893,26.842,6.575
"Class3",91,68.572,36.808,"T",88.891,20.396,75.38,39.134,15.207
"Class2",64,38.264,71.92,"S",25.643,72.152,77.551,34.18,81.061
"Class3",87,92.316,82.023,"I",90.323,29.515,69.521,56.887,11.501
"Class3",59,56.412,80.922,"I",89.763,7.027,72.621,33.782,14.234
"Class2",72,38.47,73.603,"S",51.286,94.834,77.153,25.292,78.933
"Class3",67,79.079,32.089,"M",87.992,29.842,72.986,29.095,3.951
"Class3",54,46.992,42.252,"O",90.041,32.755,70.594,37.204,8.854
"Class2",71,38.868,72.724,"R",26.154,41.625,75.665,41.35,76.791
"Class1",92,46.1,18.154,"J",87.135,27.822,67.341,49.395,45.487
"Class2",53,34.23,72.864,"R",34.589,74.468,77.516,30.522,80.729
"Class1",91,46.048,55.83,"B",89.892,22.411,67.103,45.57,40.243
"Class3",79,44.247,47.607,"M",88.388,40.511,67.162,41.159,2.888
"Class3",62,63.605,82.444,"T",85.611,31.89,NA,31.412,2.461
"Class2",72,34.37,71.676,"R",21.001,68.65,77.12,4.968,80.023
"Class1",85,45.949,6.115,"D",27.776,32.122,66.759,59.738,38.847
"Class2",64,35.278,71.334,"S",26.258,50.468,75.524,43.904,77.495
"Class2",60,33.114,72.987,"B",35.334,62.778,78.159,46.582,79.301
"Class2",67,37.622,73.104,"R",23.635,73.066,76.257,37.057,78.803
"Class2",58,32.825,73.485,"U",49.031,66.658,77.28,55.912,76.458
"Class3",65,41.458,36.556,"M",88.581,57.181,73.168,44.162,15.089
"Class3",64,41.761,69.856,"O",89.436,59.484,75.905,33.373,13.591
"Class1",91,46.6,45.413,"D",36.995,38.28,67.1,19.648,53.197
"Class3",71,39.573,62.681,"U",88.801,50.104,70.658,45.186,7.316
"Class2",54,38.765,71.272,"S",37.321,91.821,79.322,29.721,80.63
"Class1",91,46.603,18.84,"Y",66.011,42.577,67.017,59.068,44.932
"Class1",96,45.739,66.481,"J",89.924,35.575,65.685,23.323,47.697
"Class2",65,34.706,72.858,"S",46.705,58.73,77.373,50.867,78.322
"Class1",95,45.871,51.013,"J",91.277,31.701,65.938,38.823,51.582
"Class2",60,36.454,72.872,"B",18.659,68.378,76.167,52.576,75.738
"Class3",53,81.596,49.607,"M",86.086,49.598,69.077,20.841,5.281
"Class1",87,46.586,36.962,"J",33.505,35.74,68.862,69.109,39.146
"Class1",92,46.25,18.907,"A",27.241,22.064,66.335,22.469,61.016
"Class1",90,46.615,71.299,"Y",52.83,31.79,67.268,44.081,59.985
"Class2",58,36.697,72.103,"B",55.645,66.889,75.894,57.217,78.376
"Class2",61,35.044,72.808,"U",51.435,46.74,79.334,40.861,78.818
"Class1",89,46.079,46.214,"Y",34.124,28.355,66.683,27.579,36.24
"Class1",85,46.77,40.94,"B",40.59,25.735,NA,31.997,57.273
"Class3",61,67.123,52.606,"I",89.328,4.815,72.416,40.436,11.315
"Class1",89,46.238,46.843,"D",72.217,14.099,65.211,39.818,60.523
"Class1",94,47.034,87.872,"A",54.663,21.9,66.218,26.367,39.284
"Class2",74,35.492,71.128,"U",31.033,73.323,78.394,35.287,81.673
"Class1",85,47.215,32.153,"J",66.91,39.806,68.738,57.637,40.613
"Class2",60,35.494,73.161,"B",60.719,63.469,78.789,13.196,80.539
"Class1",89,46.609,8.595,"J",76.447,22.781,68.484,55.73,41.498
"Class1",96,46.268,43.303,"Y",24.864,27.023,65.754,52.228,43.474
"Class1",95,47.162,50.063,"A",49.41,26.874,66.963,57.323,50.23
"Class3",89,72.635,64.161,"T",91.701,16.289,72.277,50.184,10.864
"Class1",90,46.206,38.618,"Y",70.541,26.545,68.652,42.326,49.4
"Class2",62,39.391,71.322,"R",37.083,81.193,75.45,-1.099,77.667
"Class1",85,46.403,58.617,"D",31.604,23.561,68.761,38.265,50.58
"Class1",88,46.277,53.556,"Y",36.009,27.617,64.48,19.576,36.47
"Class2",52,31.609,73.542,"R",53.304,55.485,80.155,5.104,82.706
"Class2",59,31.414,71.278,"N",20.076,66.115,78.959,28.825,77.04
"Class2",72,34.893,73.039,"S",56.687,91.488,77.082,38.113,78.265
"Class1",93,47.164,57.256,"D",75.144,32.454,63.779,32.395,54.589
"Class2",70,38.309,73.592,"S",28.489,48.741,76.99,34.358,76.733
"Class2",73,34.32,71.522,"B",23.082,54.533,76.961,51.404,76.713
"Class2",68,34.116,71.806,"R",19.57,70.481,77.418,37.293,77.422
"Class1",96,46.114,4.662,"B",67.176,1.808,68.365,44.118,52.378
"Class1",85,46.263,14.077,"B",57.279,26.76,68.552,30.267,61.601
"Class3",62,10.738,72.225,"O",91.299,50.743,69.941,34.768,14.443
"Class2",63,36.764,71.514,"B",18.057,48.309,78.645,30.845,75.637
"Class2",74,34.5,71.191,"U",26.702,60.785,76.441,40.786,75.473
"Class3",80,75.83,49.81,"M",90.1,4.388,68.429,45.24,4.195
"Class1",96,46.229,28.091,"A",84.07,33.563,66.085,75.191,40.696
"Class1",88,46.598,37.794,"J",90.641,41.292,65.752,-8.184,51.691
"Class3",63,41.418,64.05,"O",87.188,41.385,66.043,51.444,7.889
"Class1",95,46.437,60.586,"B",68.452,41.584,66.881,19.329,48.632
"Class2",57,36.223,72.455,"R",48.618,71.082,76.42,47.751,78.204
"Class3",79,24.81,35.46,"O",85.958,45.299,75.828,38.685,9.319
"Class3",87,60.661,69.41,"T",86.266,33.8,73.827,53.671,5.714
"Class1",86,46.308,62.651,"A",24.066,26.496,67.192,62.507,43.777
"Class2",56,38.538,72.822,"S",51.487,76.319,77.112,75.782,82.632
"Class1",93,46.73,23.097,"D",48.885,15.301,69.764,38.023,42.604
"Class2",76,35.776,72.252,"S",26.763,63.07,76.613,17.444,75.485
"Class1",89,46.156,60.111,"D",74.98,30.217,70.639,-1.64,38.542
"Class3",70,56.687,89.163,"T",89.445,49.782,70.623,37.202,2.173
"Class1",94,46.129,41.577,"J",73.89,37.229,68.341,51.454,58.548
"Class2",51,34.058,73.914,"R",54.414,66.768,77.313,47.145,83.989
"Class1",95,46.683,24.874,"D",79.044,29.872,68.104,47.068,55.489
"Class3",52,40.395,55.357,"M",86.307,54.207,71.528,49.516,9.121
"Class2",63,35.075,71.534,"U",32.195,69.757,76.78,13.074,82.703
"Class3",88,47.799,36.018,"I",90.13,18.12,75.179,39.014,4.424
"Class2",72,33.38,71.691,"S",43.275,46.454,78.028,23.46,81.972
"Class2",66,40.984,73.563,"S",48.002,32.375,77.176,60.585,78.221
"Class2",56,36.969,71.68,"S",60.994,87.076,77.412,20.048,83.547
"Class3",65,65.823,77.998,"T",91.03,8.142,68.763,39.483,4.635
"Class2",58,34.406,71.88,"U",44.082,76.24,76.754,14.195,75.071
"Class1",88,46.461,43.148,"A",44.565,17.835,67.718,67.045,54.734
"Class3",77,62.28,56.324,"M",87.518,20.422,66.783,20.795,14.119
"Class1",92,46.564,24.997,"D",85.249,22.85,67.235,-9.515,58.96
"Class1",89,46.528,61.019,"D",47.821,27.955,66.414,65.781,52.648
"Class1",88,46.752,86.621,"D",31.728,35.2,69.389,24.653,46.363
"Class3",80,39.597,50.009,"M",86.469,-4.086,73.688,41.429,7.167
"Class3",51,111.508,60.88,"I",88.637,17.616,69.701,38.496,14.804
"Class3",89,79.095,57.151,"U",88.084,9.712,68.677,21.477,7.011
"Class3",56,62.642,51.254,"U",85.071,23.912,67.827,38.054,2.267
"Class3",80,74.766,58.868,"U",88.77,51.609,66.838,42.182,12.573
"Class1",94,46.444,7.595,"J",25.542,-1.128,NA,69.579,44.657
"Class2",60,31.96,71.158,"B",42.01,101.213,77.349,22.763,77.905
"Class1",93,46.898,55.312,"Y",90.827,52.876,65.478,33.638,44.976
"Class1",88,46.69,67.563,"J",35.501,26.909,67.718,1.065,61.741
"Class2",66,34.734,73.326,"U",47.181,101.294,77.233,35.887,76.849
"Class2",57,38.51,71.196,"U",20.4,37.869,78.139,44.932,81.13
"Class3",64,43.961,74.689,"U",89.463,47.414,69.339,21.219,2.732
"Class3",82,63.613,85.006,"T",87.513,16.21,NA,28.45,9.778
"Class3",82,35.437,56.454,"M",86.169,11.278,74.232,35.928,7.991
"Class2",71,34.344,72.297,"R",56.347,81.407,78.16,-6.975,83.716
"Class2",75,37.034,73.688,"S",29.138,81.365,78.586,35.655,80.336
"Class1",86,46.145,29.379,"A",26.035,31.351,64.146,22.319,48.102
"Class1",92,46.608,39.488,"Y",88.173,33.912,70.02,60.035,60.957
"Class2",53,35.001,71.157,"N",57.737,78.616,78.786,56.212,81.492
"Class2",70,35.82,72.678,"S",58.313,56.566,78.112,24.783,75.866
"Class1",89,45.741,46.731,"Y",51.265,30.124,64.695,45.839,37.114
"Class3",86,38.158,61.564,"O",88.33,-6.267,70.653,27.189,9.667
"Class1",85,46.212,19.065,"A",38.672,19.572,67.464,46.228,57.738
"Class3",81,55.6,77.25,"M",86.86,9.085,73.14,32.054,2.577
"Class1",89,46.607,40.878,"D",50.909,30.421,67.321,8.111,40.749
"Class3",87,51.385,70.96,"U",91.763,51.885,76.988,22.742,11.917
"Class1",93,46.62,23.644,"D",49.555,29.739,63.397,45.086,51.185
"Class3",49,46.202,34.722,"U",91.256,NA,70.93,56.52,2.889
"Class1",95,46.366,30.154,"Y",69.135,21.038,64.638,44.988,42.665
"Class3",70,52.958,72.342,"O",85.5,NA,74.169,65.097,11.992
"Class2",64,34.262,73.531,"U",25.18,NA,NA,6.08,80.436
"Class3",89,57.163,36.228,"M",91.523,28.139,70.671,39.603,5.63
"Class2",64,37.272,72.297,"B",58.749,54.563,78.25,36.675,79.51
"Class1",92,46.421,28.663,"Y",69.313,19.547,68.244,52.874,45.412
"Class2",70,35.694,72.804,"S",30.307,51.687,77.976,19.495,83.395
"Class3",73,61.205,53.391,"U",85.853,51.534,69.652,17.745,11.404
"Class1",91,46.16,89.534,"D",34.031,31.711,68.137,37.441,44.35
"Class1",85,45.725,68.451,"A",36.793,12.63,67.215,50.465,44.992
"Class1",93,46.638,27.449,"J",38.116,NA,65.707,35.358,41.351
"Class3",70,85.302,77.666,"U",88.607,34.756,71.151,30.529,11.376
"Class3",60,47.676,54.836,"U",89.497,36.334,69.138,54.264,5.493
"Class1",97,46.64,5.074,"B",26.055,34.598,66.809,-21.523,51.78
"Class2",52,38.005,72.83,"N",47.602,62.987,76.555,71.972,76.181
"Class1",88,46.334,65.647,"Y",75.554,11.983,67.459,23.165,50.735
"Class1",88,46.48,15.949,"A",59.57,43.223,64.278,34.805,42.898
"Class1",87,46.297,9.996,"J",62.133,19.444,67.977,26.969,44.934
"Class1",95,45.859,83.858,"Y",78.379,5.75,69.328,38.151,41.306
"Class2",52,34.274,71.765,"S",19.975,52.406,NA,6.23,78.037
"Class2",76,34.457,71.369,"B",27.131,NA,75.511,40.066,77.591
"Class3",56,62.051,49.669,"U",86.961,40.746,74.659,48.813,14.808
"Class3",48,52.062,90.177,"O",89.163,29.04,76.131,48.307,8.836
"Class3",50,77.156,62.917,"M",91.655,28.678,68.986,32.176,2.794
"Class2",56,33.065,73.87,"U",27.162,65.24,76.96,42.432,81.01
"Class3",90,79.061,84.566,"O",87.527,31.418,74.057,29.51,6.484
"Class3",82,89.194,74.162,"M",88.016,14.813,71.37,33.566,13.698
"Class3",54,69.037,42.036,"I",90.72,50.333,72.355,32.229,12.38
"Class1",86,46.101,47.703,"D",90.239,NA,72.076,35.526,46.658
"Class1",95,46.178,19.295,"J",56.382,22.305,67.957,55.493,59.742
"Class2",53,33.476,73.771,"R",44.648,83.629,78.5,18.984,80.69
"Class3",62,49.377,45.748,"I",88.401,18.513,70.037,29.074,7.475
"Class2",66,38.696,73.225,"N",38.729,77.138,77.877,17.714,78.741
"Class2",57,38.583,72.487,"U",19.167,66.204,77.332,6.744,83.636
"Class3",51,28.049,66.104,"M",85.662,28.425,71.68,33.608,5.152
"Class3",84,32.912,79.705,"M",90.97,14.344,70.374,36.138,2.258
"Class1",94,47.113,67.546,"Y",82.915,38.826,64.111,61.454,56.671
"Class1",90,46.947,64.488,"Y",65.923,44.652,67.085,55.887,36.978
"Class2",62,39.413,71.972,"B",29.617,49.094,78.275,2.569,77.116
"Class1",91,46.621,8.022,"A",38.038,28.305,67.448,15.166,42.945
"Class1",93,47,68.018,"B",30.719,33.189,67.447,59.356,35.234
"Class2",68,32.117,72.528,"S",32.246,86.954,76.722,-12.614,80.773
"Class3",90,29.448,83.963,"I",86.284,51.926,69.085,40.692,11.673
"Class3",75,42.828,76.135,"M",90.938,33.079,72.934,38.617,11.298
"Class2",72,34.562,71.84,"N",37.896,41.963,77.641,40.445,77.652
"Class1",87,46.749,16.595,"A",38.98,31.081,69.515,33.685,42.917
"Class3",86,71.796,42.682,"M",90.685,NA,70.682,37.77,6.095
"Class1",88,46.909,22.969,"Y",84.571,-2.732,66.913,12.653,52.461
"Class2",54,36.579,72.722,"B",47.237,51.248,76.675,6.162,80.446
"Class1",96,46.326,64.958,"Y",81.155,35.038,65.117,54.419,35.711
"Class2",58,34.889,72,"B",52.69,53.517,NA,36.409,83.683
"Class2",70,36.413,73.476,"R",43.083,83.626,78.957,33.152,83.179
"Class2",52,39.598,71.555,"U",38.252,53.723,78.283,52.35,79.298
"Class2",67,37.802,72.748,"R",34.256,40.336,77.47,34.381,82.438
"Class3",51,32.533,50.204,"U",87.569,55.435,71.713,28.819,3.451
"Class1",94,45.65,16.179,"A",70.159,30.356,67.223,56.657,55.893
"Class3",82,44.902,37.067,"U",90.438,25.969,69.915,15.493,13.128
"Class2",69,36.347,73.419,"R",41.508,54.123,77.72,10.514,75.26
"Class3",79,37.007,30.46,"I",87.787,13.451,68.723,29.924,8.471
"Class2",70,36.182,71.249,"B",59.395,52.186,78.034,27.887,79.216
"Class1",87,47.21,37.952,"Y",84.904,21,NA,50.966,43.034
"Class1",89,46.558,76.621,"J",23.972,31.277,69.547,19.856,48.95
"Class3",66,68.82,31.441,"I",88.452,6.732,74.602,47.783,7.798
"Class2",65,31.168,72.459,"B",22.711,76.811,78.206,5.614,83.876
"Class2",55,34.313,73.734,"U",25.558,64.312,78.808,18.174,76.938
"Class1",90,45.846,55.602,"A",84.999,8.147,66.864,7.505,50.636
"Class1",87,46.645,22.308,"Y",84.163,24.353,65.454,47.296,60.978
"Class1",85,46.395,3.098,"Y",66.276,48.72,65.098,57.463,52.751
"Class2",68,34.618,71.249,"B",23.194,NA,78.292,30.635,82.205
