"UMN1","QLW2","MEG3","DAI4","Output15","TJK5","CAB6","VIU7","LHS8","FIE9","HQP10"
65.028,82.718,43.027,64.518,"Class4",29,85.298,"J",89.79,"P",16.9
63.43,87.457,46.903,36.145,"Class4",7,78.55,"P",64.597,"F",-3.894
91.214,44.442,55.862,47.668,"Class3",12,61.552,"Y",1.062,"S",32.388
52.086,63.787,25.542,1.743,"Class5",83,80.057,"Q",60.711,"P",53.735
66.835,78.147,16.218,12.577,"Class4",21,69.115,"D",72.858,"Q",91.002
51.746,55.193,37.048,2.896,"Class5",83,81.251,"W",74.392,"I",29.159
51.739,55.81,30.09,2.449,"Class5",82,84.017,"W",60.219,"P",39.131
91.098,45.765,55.411,48.976,"Class3",11,52.393,"W",1.743,"V",32.562
52.45,90.628,82.026,47.312,"Class1",8,60.711,"U",14.13,"W",15.463
61.13,91.693,28.667,35.604,"Class4",41,66.818,"D",76.694,"J",32.729
51.201,57.949,37.643,1.98,"Class5",82,80.436,"W",63.144,"A",44.491
56.503,56.529,58.747,29.913,"Class1",10,82.508,"P",17.542,"W",4.152
91.76,45.79,32.424,57.77,"Class3",11,57.27,"W",1.998,"B",26.683
22.755,72.778,17.342,69.049,"Class2",97,63.389,"L",56.788,"P",42.377
68.72,88.013,12.198,27.15,"Class4",14,88.067,"P",73.205,"U",42.661
47.798,14.324,63.024,64.657,"Class1",36,81.716,"A",22.836,"X",12.041
31.714,78.108,42.542,66.985,"Class2",96,66.685,"V",52.236,"S",52.981
50.262,67.376,40.616,2.45,"Class5",82,79.401,"L",64.185,"I",27.916
49.667,55.795,34.984,2.363,"Class5",83,78.773,"W",76.149,"A",27.897
41.391,80.522,29.718,67.86,"Class2",83,56.778,"L",56.664,"A",65.501
66.13,88.639,14.57,8.715,"Class4",22,82.495,"D",77.38,"J",50.171
51.062,68.937,53.627,1.625,"Class5",82,83.222,"W",83.287,"A",13.516
53.387,77.709,26.587,67.079,"Class2",89,56.694,"V",59.83,"W",22.791
51.333,58.567,31.559,0.709,"Class5",83,81.592,"Q",87.463,"F",NA
51.026,69.059,55.149,1.725,"Class5",82,80.25,"Q",72.537,"F",48.37
23.452,87.017,42.999,67.072,"Class2",89,73.727,"V",54.34,"P",80.401
53.079,11.981,17.532,50.327,"Class1",10,49.024,"V",14.429,"W",1.029
93.326,44.211,36.809,53.557,"Class3",11,60.127,"W",1.955,"B",30.425
94.085,46.713,49.965,44.455,"Class3",10,55.944,"F",1.835,"M",NA
55.792,76.519,64.205,68.463,"Class2",75,79.699,"L",53.088,"S",24.019
51.226,60.864,85.299,38.844,"Class1",34,80.128,"A",12.241,"W",15.855
95.319,45.558,51.385,73.461,"Class3",12,66.29,"F",1.296,"B",27.38
20.311,78.822,8.653,66.481,"Class2",64,79.225,"A",56.191,"P",69.653
51.034,57.252,20.024,47.997,"Class1",8,43.161,NA,20.921,"B",12.334
50.663,52.655,79.227,0.594,"Class5",82,75.576,"Q",81.03,"P",44.269
49.356,43.243,17.193,47.682,"Class1",11,35.063,"M",11.457,"C",11.677
21.907,77.24,62.976,65.675,"Class2",67,63.165,"Y",59.696,"V",56.965
66.659,95.065,57.425,69.191,"Class4",6,64.028,"Q",47.371,"F",35.371
25.467,80.522,45.815,65.935,"Class2",56,78.318,"V",52.472,"P",74.96
97.361,45.139,53.99,54.827,"Class3",12,107.992,"Y",1.363,"B",29.834
87.082,45.904,52.766,52.747,"Class3",10,13.275,"W",1.2,"X",31.102
55.937,30.604,84.345,29.767,"Class1",34,62.875,"M",11.394,"C",6.555
49.784,80.575,49.32,69.168,"Class2",62,72.593,"L",52.215,"S",43.578
50.734,60.567,30.409,2.128,"Class5",83,80.17,"W",68.082,"P",61.671
91.57,46.318,45.436,51.132,"Class3",12,39.551,"W",1.975,"X",NA
95.601,44.601,56.797,53.012,"Class3",12,42.406,"A",1.742,"V",17.144
50.447,62.554,70.188,1.851,"Class5",83,80.253,"L",70.87,"Z",26.536
48.665,78.787,56.866,54.783,"Class1",34,77.574,"V",18.463,"C",7.926
49.996,10.985,10.979,46.874,"Class1",25,93.814,"U",19.163,"W",6.769
51.086,59.777,45.585,2.757,"Class5",82,73.527,"Q",70.571,"F",14.356
53.659,65.996,44.878,23.397,"Class1",22,64.014,"U",9.041,"B",12.619
52.002,32.425,64.208,65.282,"Class1",32,97.483,"P",25.841,"C",9.873
51.522,53.214,41.01,1.977,"Class5",82,78.516,"L",70.782,"Z",42.605
50.56,75.779,54.749,69.221,"Class2",59,57.02,"V",53.521,"S",59.88
44.233,77.132,49.013,68.706,"Class2",76,80.593,"Y",58.689,"P",54.717
50.921,62.766,40.256,72.742,"Class1",13,61.388,"A",18.332,"W",5.975
49.65,69.356,36.657,1.345,"Class5",82,76.373,"P",74.856,"Z",NA
94.442,44.81,41.026,50.397,"Class3",11,96.789,"P",1.083,"S",25.889
51.655,54.378,57.231,2.944,"Class5",82,78.147,"J",59.209,"F",44.145
68.601,75.839,11.358,73.946,"Class4",28,73.239,"D",98.076,"P",54.703
62.179,76.745,7.475,72.493,"Class4",14,80.796,"Y",67.79,"J",78.874
14.645,79.11,68.061,67.865,"Class2",68,88.954,"H",59.234,"P",31.348
52.466,73.906,71.277,59.355,"Class1",33,67.586,"V",9.533,"B",11.677
92.272,45.49,36.123,43.545,"Class3",11,74.563,"P",1.844,"V",34.754
51.518,91.782,54.575,36.867,"Class1",24,83.194,"U",12.218,"W",12.723
62.027,84.79,41.693,49.129,"Class4",16,80.714,"P",58.146,"P",9.866
58.509,84.09,47.424,74.174,"Class2",59,64.337,"A",51.507,"W",NA
29.984,72.985,17.054,73.727,"Class2",83,95.048,"A",55.204,"S",92.744
64.753,77.132,36.538,56.659,"Class4",26,44.757,"P",63.066,"P",36.88
90.764,45.541,41.141,52.906,"Class3",12,42.09,"P",1.321,"X",38.886
50.914,67.397,50.607,2.205,"Class5",83,81.196,"J",70.09,"P",41.303
56.065,73.871,7.824,67.98,"Class2",60,83.288,"H",59.598,"S",52.143
93.383,45.133,35.981,55.475,"Class3",12,81.999,"F",1.017,"B",25.841
65.613,73.545,13.955,30.921,"Class4",46,77.655,NA,55.67,"F",NA
52.177,31.533,43.927,68.427,"Class1",31,79.401,"V",23.349,"X",11.852
57.297,77.731,44.903,68.869,"Class2",97,79.286,"L",53.939,"P",NA
52.261,67.734,44.397,1.757,"Class5",83,79.452,"L",80.675,"P",39.6
59.112,88.449,40.839,64.342,"Class2",56,93.517,"H",56.402,"S",102.749
52.97,77.642,23.814,72.754,"Class2",96,79.383,"H",52.702,"V",58.213
51.226,51.406,34.059,3.824,"Class5",83,79.043,"J",63.692,"A",37.005
60.718,82.896,66.904,67.23,"Class2",64,82.505,"A",53.355,"P",53.9
90.582,44.137,31.661,44.933,"Class3",12,59.166,"F",1.074,"X",32.747
50.278,54.323,60.036,1.821,"Class5",83,80.615,"P",76.68,"I",33.906
53.769,26.777,80.729,94.5,"Class1",23,62.612,"A",13.27,"C",9.513
54.291,10.039,21.11,59.413,"Class1",19,60.873,"A",11.383,"B",12.225
93.379,44.347,38.106,62.669,"Class3",10,111.63,"F",1.911,"V",30.726
51.584,80.252,46.187,63.882,"Class1",29,63.816,"P",24.725,"X",15.116
50.866,58.13,45.849,69.37,"Class1",22,66.019,"M",19.123,"C",12.547
54.392,84.781,40.564,65.047,"Class2",59,48.591,"L",59.038,"W",19.651
50.417,35.889,19.981,52.97,"Class1",32,92.921,"M",24.043,"C",10.199
63.52,80.683,45.874,70.672,"Class2",87,55.894,NA,59.961,"A",108.092
30.962,76.607,9.911,69.295,"Class2",56,65.141,"H",52.864,"W",58.376
28.049,84.796,10.472,74.711,"Class2",67,55.913,"H",52.601,"V",54.563
94.773,44.478,49.308,61.31,"Class3",11,61.686,"W",1.871,"B",25.998
51.712,75.972,73.363,4.602,"Class5",82,80.356,"J",80.365,"Z",46.88
96.161,46.204,35,47.097,"Class3",10,55.456,"A",1.444,"M",21.68
50.991,68.762,50.726,1.72,"Class5",83,79.406,"P",81.993,"Z",40.128
51.242,54.137,64.1,2.761,"Class5",83,77.786,"P",79.53,"A",60.532
45.958,88.209,13.954,68.333,"Class2",79,62.29,"A",59.425,"P",53.37
53.478,21.693,99.771,55.634,"Class1",9,91.505,"U",18.905,"W",5.46
62.368,77.413,12.859,54.313,"Class4",12,90.953,"D",71.317,"J",-26.338
52.678,44.977,17.189,38.492,"Class1",12,76.092,"P",23.689,"B",9.319
51.197,59.555,46.564,1.351,"Class5",82,77.703,"W",80.812,"I",51.884
50.893,28.61,71.304,65.482,"Class1",7,69.902,"M",25.345,"B",2.948
50.525,50.474,57.515,1.755,"Class5",83,83.323,"Q",78.331,"Z",59.874
89.137,44.038,37.168,39.239,"Class3",12,70.595,"Y",1.107,"S",24.212
55,75.992,64.833,43.714,"Class1",12,97.746,"P",19.949,"W",4.107
42.317,75.927,50.841,65.365,"Class2",92,86.61,"A",59.823,"W",50.834
90.012,44.955,55.641,57.034,"Class3",10,73.53,"W",1.97,"V",NA
60.199,90.039,7.774,100.235,"Class4",25,65.775,"Q",50.392,"J",21.436
92.789,45.467,35.007,32.669,"Class3",11,72.636,"W",1.737,"V",35.012
51.678,71.835,79.916,38.074,"Class1",12,83.286,"U",17.781,"C",NA
50.389,71.837,62.244,2.357,"Class5",83,79.524,"L",66.13,"I",27.978
92.838,44.101,54.753,64.674,"Class3",11,68.552,"P",1.866,"V",27.908
62.512,82.053,9.559,11.061,"Class4",14,65.992,"J",73.993,"P",39.449
60.287,88.763,55.522,65.945,"Class2",80,76.959,"H",53.962,"V",63.981
49.913,76.169,76.197,1.395,"Class5",83,79.474,"L",87.962,"P",9.518
51.381,76.151,77.265,2.543,"Class5",83,76.759,"L",75.449,"I",44.525
50.393,29.836,89.677,67.908,"Class1",29,72.466,"A",18.43,"W",6.653
50.462,71.638,35.35,1.489,"Class5",82,83.85,"L",83.336,"I",73.384
32.361,73.755,26.385,67.259,"Class2",53,66.002,"A",59.573,"V",53.041
95.743,46.437,56.892,33.199,"Class3",11,60.799,"F",1.917,"X",29.835
95.219,44.121,42.574,70.15,"Class3",11,39.809,"A",1.128,"B",27.285
91.459,45.798,33.191,56.577,"Class3",10,64.823,"P",1.361,"M",24.199
69.954,75.221,25.737,75.844,"Class4",45,70.696,"Y",55.193,"J",52.512
91.184,45.602,33.041,66.157,"Class3",11,32.606,"P",1.054,"S",24.08
53.684,80.295,60.267,68.208,"Class2",62,70.018,"A",56.367,"W",96.506
90.473,45.028,32.598,39.432,"Class3",10,85.592,"F",1.699,"B",38.013
51.162,73.195,37.741,1.622,"Class5",82,80.019,"P",90.16,"A",NA
89.486,46.928,38.018,57.352,"Class3",11,44.94,"W",1.613,"S",34.252
89.447,45.208,45.39,41.633,"Class3",11,86.192,"Y",1.034,"V",29.202
50.772,56.417,50.965,2.09,"Class5",83,82.904,"J",85.235,"A",22.339
63.83,75.246,18.489,44.615,"Class4",47,74.141,NA,79.33,"J",-2.769
91.487,45.505,52.291,56.517,"Class3",11,37.461,"W",1.562,"V",NA
50.708,57.178,45.218,2.732,"Class5",83,84.876,"W",89.242,"Z",24.322
31.451,74.157,46.307,62.64,"Class2",72,68.133,"A",58.436,"V",57.871
59.911,80.783,62.754,59.162,"Class4",15,90.405,"Q",43.051,"U",78.394
49.782,83.218,14.293,42.944,"Class1",7,79.284,"U",11.231,"C",7.266
51.108,60.882,66.372,1.335,"Class5",82,84.174,"L",87.387,"A",15.179
54.546,21.862,90.167,24.633,"Class1",23,86.518,"P",12.518,"C",3.729
45.588,79.595,33.903,64.559,"Class2",63,68.229,"A",51.183,"A",32.557
91.224,45.851,51.331,66.818,"Class3",10,54.024,"W",1.608,"M",21.582
92.994,46.181,57.822,53.229,"Class3",10,44.189,"F",1.417,"B",34.701
68.556,82.135,61.493,30.758,"Class4",4,87.983,"D",96.326,"P",45.863
31.319,78.227,18.784,69.722,"Class2",94,89.298,"H",58.554,"P",56.176
89.724,44.621,32.899,47.53,"Class3",11,67.994,"F",1.06,"M",22.18
66.563,85.182,62.565,68.982,"Class2",94,94.328,"Y",51.926,"V",52.89
50.867,11.607,38.777,79.291,"Class1",31,73.084,"A",13.526,"F",7.562
51.562,75.659,35.74,1.153,"Class5",83,79.448,"L",70.991,"A",54.644
53.589,69.293,53.525,44.327,"Class1",25,56.707,NA,23.135,"C",5.769
42.457,76.784,15.423,66.524,"Class2",91,81.247,"L",59.656,"P",36.259
89.929,46.614,50.389,39.728,"Class3",11,74.597,"W",1.828,"V",19.525
52.066,15.944,96.708,43.328,"Class1",31,91.192,"V",15.122,"X",13.952
53.221,59.86,39.916,2.244,"Class5",83,80.507,"P",72.699,"I",51.348
50.667,72.819,78.693,3.088,"Class5",82,82.222,"Q",66.797,"P",48.161
51.939,68.721,40.386,2.217,"Class5",82,78.521,"W",75.78,"I",16.128
88.597,44.195,56.625,44.572,"Class3",11,81.118,"P",1.247,"X",30.837
92.492,44.27,38.312,47.442,"Class3",12,76.621,"W",1.317,"V",25.187
67.212,83.727,51.495,30.788,"Class4",8,91.341,"D",84.925,"Q",54.849
92.268,44.713,52.899,52.204,"Class3",12,82.772,"W",1.328,"X",35.033
66.867,78.69,32.523,57.594,"Class4",23,62.486,"D",92.104,"J",99.122
51.394,72.06,49.337,0.557,"Class5",83,76.871,"Q",85.767,"I",28.925
51.593,65.037,79.873,3.355,"Class5",82,75.925,"P",66.253,"A",38.625
95,44.6,39.062,36.019,"Class3",12,59.408,"P",1.533,"V",22.248
68.978,88.73,44.217,61.011,"Class4",24,61.462,"P",63.528,"Q",39.618
54.387,87.941,8.985,48.209,"Class1",35,68.172,"V",12.434,"B",3.008
55.65,54.522,15.846,24.024,"Class1",23,94.109,"M",13.219,"C",-0.073
54.339,41.759,91.357,54.516,"Class1",26,58.608,"A",18.053,"X",NA
19.478,85.939,26.748,66.106,"Class2",77,92.09,"V",59.733,"V",56.099
90.608,44.695,33.44,68.524,"Class3",11,84.152,"A",1.375,"S",36.93
51.57,82.647,63.301,45.276,"Class1",23,90.936,"A",23.566,"F",3.453
53.575,11.366,66.468,55.996,"Class1",28,79.412,NA,19.296,"B",15.492
93.051,45.974,58.777,30.268,"Class3",11,73.169,"Y",1.324,"M",26.406
92.376,44.267,52.766,50.418,"Class3",12,70.292,NA,1.011,"M",40.235
62.702,93.614,11.095,84.297,"Class4",9,99.468,"J",99.514,"J",56.945
57.547,84.654,52.905,72.972,"Class2",75,67.187,"L",57.115,"P",63.097
65.179,92.064,59.835,69.681,"Class4",24,75.813,"Y",81.647,"F",88.166
50.434,64.098,24.206,3.066,"Class5",83,79.765,"W",60.473,"A",55.749
56.46,23.203,18.208,83.295,"Class1",19,73.11,"V",19.522,"F",11.026
64.429,86.157,26.899,48.629,"Class4",33,66.108,"D",68.294,"J",38.796
65.428,79.425,18.882,27.554,"Class4",19,80.899,"D",57.162,"U",-12.172
51.703,50.493,24.656,2.844,"Class5",83,81.247,"L",84.781,"A",53.144
44.547,84.126,13.582,67.467,"Class2",59,79.679,"V",58.06,"S",52.084
49.84,47.374,58.098,69.728,"Class1",36,78.122,"V",17.86,"W",1.214
92.256,46.532,54.357,61.194,"Class3",12,96.524,NA,1.868,"V",29.474
93.818,44.871,43.655,54.361,"Class3",11,47.027,"Y",1.116,"V",27.882
25.033,84.311,9.379,69.638,"Class2",65,59.897,"L",52.841,"P",64.132
92.065,44.704,55.193,40.53,"Class3",11,53.263,"P",1.965,"V",29.49
64.167,91.413,57.476,49.056,"Class4",46,96.19,"Y",72.532,"Q",32.757
50.672,70.284,49.783,2.499,"Class5",83,80.488,"J",73.601,"P",NA
56.07,67.357,95.856,47.961,"Class1",21,61.557,"M",24.631,"C",15.298
50.611,50.877,49.497,1.878,"Class5",83,77.903,"J",89.369,"F",56.663
46.326,78.004,25.101,67.228,"Class2",65,67.686,"H",55.23,"V",69.945
51.182,75.408,37.263,1.714,"Class5",83,79.657,"P",85.987,"P",22.292
32.275,85.944,65.968,63.801,"Class2",72,56.107,"L",59.511,"S",55.293
50.662,55.668,52.686,1.724,"Class5",83,77.047,"P",87.334,"I",17.83
54.381,40.573,93.848,52.15,"Class1",16,53.557,"M",11.362,"C",10.397
66.095,87.398,44.521,107.628,"Class4",17,78.858,NA,99.537,"J",45.08
51.464,62.53,61.122,1.031,"Class5",83,79.881,"L",62.88,"P",35.646
52.352,58.776,87.918,37.205,"Class1",22,97.302,NA,22.562,"B",6.24
44.055,78.769,54.471,68.557,"Class2",68,69.504,"H",57.868,"V",44.114
53.259,72.841,13.644,66.118,"Class2",54,62.577,"L",53.766,"V",63.14
59.905,81.928,55.96,73.974,"Class4",8,71.269,"Y",45.308,"J",NA
91.582,44.113,35.344,54.083,"Class3",10,68.002,"A",1.121,"S",31.875
54.415,82.095,9.258,66.746,"Class2",84,67.636,"H",58.721,"V",37.39
63.714,76.783,5.897,75.975,"Class4",22,102.109,"J",93.762,"J",38.167
50.857,57.168,31.238,1.841,"Class5",83,81.273,"L",64.782,"I",34.484
51.256,40.831,59.014,43.829,"Class1",36,79.415,"A",24.115,"W",8.327
51.553,57.871,48.534,1.875,"Class5",82,81.806,"L",82.438,"A",57.81
52.528,32.853,7.023,52.681,"Class1",23,54.776,"V",11.329,"C",9.565
51.12,35.935,66.4,59.029,"Class1",20,67.468,"P",9.932,"C",12.601
45.983,77.472,50.169,71.025,"Class2",83,63.206,"H",54.364,"S",91.71
64.127,94.943,59.887,46.864,"Class4",22,77.075,"D",62.343,"F",56.473
50.401,56.488,47.127,1.639,"Class5",82,82.917,"J",69.143,"I",33.338
50.724,67.279,45.567,2.695,"Class5",82,77.339,"L",88.068,"Z",58.859
92.307,44.706,45.116,57.503,"Class3",11,57.346,"F",1.667,"S",34.43
51.259,59.265,59.149,1.758,"Class5",83,81.094,"L",69.105,"I",46.343
52.988,32.721,73.764,51.071,"Class1",31,53.298,"P",24.098,"C",9.287
63.525,85.904,37.455,44.187,"Class4",7,80.556,"P",48.656,"J",87.076
39.979,73.726,16.383,68.467,"Class2",64,63.835,"L",52.138,"V",64.158
19.109,84.074,46.461,68.984,"Class2",83,57.363,"V",57.548,"P",81.727
91.511,46.852,39.775,55.137,"Class3",12,40.781,"W",1.544,"V",29.065
64.245,94.759,62.407,38.767,"Class4",45,56.826,"J",52.236,"P",NA
52.177,51.574,64.475,2.854,"Class5",83,80.502,"L",75.35,"A",31.666
90.822,45.148,39.862,60.368,"Class3",10,50.578,"W",1.087,"V",28.657
55.288,86.674,47.586,73.455,"Class2",78,62.49,"A",53.303,"W",64.257
66.648,91.274,29.571,17.204,"Class4",31,65.521,"Y",66.892,"J",32.318
65.681,85.472,51.382,52.905,"Class4",35,63.349,"P",68.478,"F",56.402
54.728,60.477,75.933,65.612,"Class1",35,67.151,"A",21.006,"X",16.507
51.517,38.048,28.355,48.969,"Class1",30,65.516,"A",10.713,"C",4.779
51.594,54.342,97.994,56.321,"Class1",19,81.029,"M",14.601,"W",16.187
50.841,56.812,84.253,2.185,"Class5",82,81.043,"Q",68.839,"Z",49.438
50.957,70.215,31.706,1.384,"Class5",83,81.854,"L",77.226,"Z",35.32
68.672,93.023,41.839,22.435,"Class4",17,102.064,"P",93.458,"U",93.908
63.833,88.803,55.149,50.892,"Class4",29,85.552,"J",47.654,"P",61.435
24.331,78.559,21.363,67.644,"Class2",61,65.758,"H",53.315,"V",66.682
93.896,46.498,32.872,46.324,"Class3",12,74.148,"A",1.929,"X",16.549
95.287,44.516,50.68,49.503,"Class3",10,42.57,"F",1.269,"M",19.615
51.162,64.006,63.443,1.525,"Class5",83,77.647,"Q",59.687,"Z",51.031
64.742,76.923,22.447,69.959,"Class2",54,50.142,"H",54.977,"A",51.411
63.391,79.279,63.112,66.183,"Class2",59,81.342,"H",55.227,"A",48.118
91.33,46.532,38.287,50.126,"Class3",11,62.275,"W",1.499,"S",31.459
67.705,76.507,44.062,69.995,"Class2",81,48.461,"A",55.044,"A",73.327
90.07,46.892,40.193,50.929,"Class3",10,42.238,"P",1.1,"V",22.685
53.221,60.421,55.718,64.856,"Class1",28,72.91,"P",13.77,"C",NA
51.843,77,93.884,45.081,"Class1",13,64.412,"U",19.446,"C",13.621
62.685,88.405,28.204,79.833,"Class4",45,53.694,"Q",68.23,"J",38.341
63.675,85.999,46.802,87.609,"Class4",36,63.353,"D",95.803,"Q",31.298
54.82,85.801,65.009,31.473,"Class1",19,74.723,"V",19.305,"B",12.607
61.009,92.705,44.47,53.788,"Class4",43,72.417,"J",91.322,"P",69.035
95.067,44.363,41.73,47.197,"Class3",11,85.698,"A",1.393,"S",25.16
50.871,54.831,49.081,1.144,"Class5",83,73.666,NA,62.783,"Z",45.474
36.996,72.252,64.503,66.616,"Class2",86,67.903,"Y",53.748,"A",48.171
37.075,82.642,29.566,67,"Class2",63,68.824,"H",57.515,"V",39.422
40.843,80.39,54.847,64.248,"Class2",95,57.596,"V",59.312,"A",66.281
50.576,57.677,48.631,1.739,"Class5",82,81.58,"J",73.876,"A",83.981
50.821,66.644,51.323,1.944,"Class5",82,82.565,"W",80.067,"P",20.863
91.456,46.271,38.517,55.83,"Class3",10,46.907,"F",1.717,"S",35.105
91.338,44.224,35.237,42.89,"Class3",12,65.886,"P",1.676,"V",31.313
62.66,75.018,30.161,64.834,"Class2",95,58.186,"A",58.291,"S",9.866
25.944,80.515,54.952,71.165,"Class2",61,80.567,"Y",58.961,"S",85.969
50.934,57.907,78.38,58.878,"Class1",24,81.547,"P",12.503,"W",-6.581
53.821,54.637,36.272,47.041,"Class1",14,72.55,"U",22.04,"W",7.128
66.588,82.931,19.323,12.414,"Class4",16,76.307,"D",92.978,"Q",32.812
51.237,26.385,55.47,63.618,"Class1",21,63.051,"U",15.223,"C",16.441
51.09,53.372,68.671,1.536,"Class5",82,76.649,"Q",69.974,"Z",50.313
91.599,44.485,38.794,43.988,"Class3",10,66.563,"Y",1.698,"V",28.534
51.545,39.834,75.121,58.418,"Class1",22,81.813,"U",15.089,"F",6.788
63.162,77.093,61.021,44.451,"Class4",44,72.53,"P",96.87,"F",76.711
90.277,44.008,47.993,43.041,"Class3",10,83.048,"A",1.449,"X",27.668
50.733,71.481,83.359,2.282,"Class5",82,81.051,"Q",78.377,"A",44.976
32.171,88.968,51.273,63.522,"Class2",65,74.654,"L",55.988,"V",78.36
91.766,46.124,56.496,41.277,"Class3",11,47.212,"P",1.987,"M",35.152
50.654,74.1,55.958,47.078,"Class1",29,77.334,"P",14.462,"F",11.667
51.986,39.914,64.243,80.287,"Class1",17,76.999,"M",18.952,"C",NA
92.187,46.265,44.605,50.759,"Class3",10,59.844,"W",1.793,"S",26.562
62.636,90.909,47.456,40.299,"Class4",13,71.987,"J",95.291,"U",26.576
51.637,50.352,47.318,1.22,"Class5",82,79.896,"W",77.718,"F",0.807
51.666,62.14,30.362,3.715,"Class5",82,76.766,"P",82.172,"Z",NA
63.098,89.598,36.449,52.946,"Class4",20,64.965,"Q",79.795,"U",20.126
36.614,78.191,25.541,69.67,"Class2",70,86.74,"H",54.461,"V",34.505
66.474,95.643,9.324,36.219,"Class4",4,87.397,"Y",41.333,"P",126.462
51.056,52.277,57.688,3.355,"Class5",82,73.279,"P",76.731,"A",61.273
66.317,93.276,25.98,59.431,"Class4",22,77.039,"Y",78.802,"F",48.646
68.051,91.406,40.753,40.554,"Class4",12,87.391,"Y",51.319,"Q",58.69
38.141,86.596,22.418,69.664,"Class2",54,69.7,"Y",56.177,"S",53.114
50.076,73.8,27.613,2.173,"Class5",82,78.611,"L",90.887,"I",19.126
55.539,43.614,74.051,52.848,"Class1",13,67.303,"M",10.08,"F",17.857
94.388,45.586,55.607,38.684,"Class3",11,56.787,"A",1.514,"B",28.593
50.693,73.611,30.12,1.232,"Class5",83,81.267,NA,88.216,"A",28.814
65.068,81.452,4.596,80.901,"Class4",27,72.055,"D",79.294,"P",64.905
88.814,45.438,46.851,56.898,"Class3",10,77.378,"Y",1.788,"B",31.217
63.495,76.877,20.26,38.31,"Class4",40,73.43,"J",79.279,"U",46.672
65.8,82.823,34.67,40.815,"Class4",31,90.269,"J",59.876,"Q",23.94
88.757,46.963,34.033,44.749,"Class3",10,64.92,"Y",1.27,"M",32.711
89.69,44.035,38.693,49.597,"Class3",10,70.404,"A",1.466,"X",27.886
61.233,78.973,11.625,54.977,"Class4",28,55.547,NA,93.572,"U",64.664
49.752,72.334,48.773,67.794,"Class2",91,71.043,"A",52.498,"W",58.394
50.955,75.672,24.792,67.404,"Class2",91,49.883,"H",55.467,"P",59.471
65.583,81.258,39.99,50.299,"Class4",40,57.581,"D",47.904,"J",20.175
65.297,92.639,18.153,51.586,"Class4",48,56.285,"P",38.354,"F",28.901
91.671,46.276,58.802,60.072,"Class3",11,73.008,"P",1.676,"S",20.17
54.529,83.933,84.481,32.344,"Class1",8,99.24,"P",15.439,"B",7.943
91.179,46.239,52.508,50.35,"Class3",12,42.278,"F",1.61,"X",28.287
33.926,86.86,16.069,58.957,"Class2",73,87.032,"A",59.017,"A",72.572
42.486,82.617,10.063,68.471,"Class2",67,86.842,"L",56.276,"A",44.505
63.579,85.712,61.02,45.477,"Class4",43,63.486,NA,65.405,"Q",55.108
51.239,55.283,62.99,1.638,"Class5",82,80.617,"Q",80.062,"Z",47.384
16.223,87.345,25.667,66.043,"Class2",93,60.326,"L",56.272,"V",58.247
92.324,45.141,36.685,49.417,"Class3",12,106.18,"F",1.092,"S",32.024
53.559,80.004,96.017,59.257,"Class1",23,70.933,"U",17.252,"F",7.965
50.096,82.391,45.377,66.162,"Class2",89,58.654,"V",53.124,"A",56.477
53.975,76.845,17.893,31.561,"Class1",30,78.325,"U",19.717,"X",8.003
49.681,62.189,41.665,1.951,"Class5",82,81.242,"Q",81.442,"Z",48.564
46.892,32.851,92.816,29.155,"Class1",30,63.956,"P",9.874,"W",11.752
53.616,62.152,27.768,66.316,"Class1",20,61.325,"P",20.462,"F",15.855
71.5,77.67,10.343,63.52,"Class2",75,60.092,"Y",59.049,"S",80.846
94.944,45.368,54.687,59.973,"Class3",10,66.25,NA,1.747,"B",29.149
52.141,65.304,38.994,1.857,"Class5",82,78.017,"W",85.036,"I",27.488
32.61,87.547,65.114,68.67,"Class2",82,76.217,"V",53.934,"V",69.498
61.797,86.043,24.378,54.124,"Class4",21,72.09,"J",83.991,"Q",53.465
50.753,55.645,49.56,1.655,"Class5",83,81.788,"J",83.006,"I",63.654
60.66,74.012,52.312,47.161,"Class4",43,84.393,"P",55.813,"P",111.889
92.638,45.655,57.178,55.02,"Class3",12,67.792,"F",1.471,"B",20.597
55.289,86.343,74.963,55.691,"Class1",29,89.362,"M",17.283,"C",8.046
65.566,93.284,18.81,17.779,"Class4",16,76.471,"Y",90.226,"U",37.721
51.357,54.791,78.382,0.781,"Class5",83,81.359,"W",88.488,"P",30.968
61.159,82.959,26.987,84.72,"Class4",11,50.329,"J",99.231,"F",45.532
50.354,76.35,16.25,61.499,"Class2",74,66.703,"L",51.561,"A",75.699
66.392,80.667,43.003,79.222,"Class4",47,58.642,"Q",91.648,"J",25.785
53.172,12.64,26.929,72.644,"Class1",23,68.943,"V",10.708,"W",8.649
90.31,45.926,50.986,67.889,"Class3",12,83.216,"P",1.034,"B",29.102
51.158,70.122,62.995,1.546,"Class5",83,83.624,"L",70.943,"F",53.553
51.739,11.633,7.716,51.05,"Class1",11,78.672,"P",11.025,"X",7.005
61.63,95.324,6.978,99.096,"Class4",34,85.096,"P",93.414,"J",16.762
54.466,78.295,80.019,23.941,"Class1",30,60.49,"V",24.456,"F",14.375
41.194,87.104,11.799,67.352,"Class2",75,65.604,"H",59.309,"W",73.49
94.901,46.469,47.166,52.483,"Class3",10,23.915,"Y",1.154,"S",31.269
