"Output10","CES1","DTC2","VDM3","KMC4","NVK5","TXO6","JMA7","RYZ8","ECP9","GJD10","MQI11","AQX12"
"Class1",83.956,"H","R",34.177,58.734,63.503,32.184,59,37.663,52.175,37.578,91
"Class5",76.711,"N","Y",21.665,10.339,75.539,50.797,11,71.565,54.381,9.667,70
"Class4",69.367,"Q","S",23.712,12.171,37.431,86.808,24,77.499,13.087,43.809,57
"Class1",74.101,"T","C",33.725,74.053,67.864,44.32,66,37.052,72.222,37.548,54
"Class3",56.315,"F","L",12.555,48.545,52.142,55.606,55,83.485,41.991,47.822,69
"Class3",88.226,"R","J",16.051,51.759,47.131,47.154,25,80.864,41.427,55.45,73
"Class2",75.994,"A","Q",2.898,0.895,46.686,87.341,46,75.524,25.626,45.627,15
"Class5",62.167,"K","Q",27.327,17.152,66.218,47.058,11,91.301,74.433,NA,60
"Class2",84.725,"K","P",20.776,30.261,47.686,87.255,72,58.225,38.525,47.554,37
"Class1",72.524,"L","R",32.873,61.263,68.007,58.995,56,32.382,56.82,47.487,49
"Class2",80.066,"A","P",17.143,56.002,30.563,87.286,58,66.099,47.609,50.484,45
"Class1",76.959,"P","C",33.38,NA,75.537,59.877,61,33.352,34.008,45.113,41
"Class3",50.059,"F","C",14.628,NA,36.788,43.506,39,82.996,40.073,49.968,68
"Class4",80.505,"L","S",2.111,23.636,42.361,93.377,1,59.49,34.051,45.903,16
"Class1",84.591,"H","R",32.701,74.827,55.148,69.208,54,36.67,47.726,44.251,43
"Class5",71.583,"O","E",23.614,59.866,80.368,55.736,10,66.955,63.758,28.83,63
"Class5",81.195,"S","Y",16.66,-6.265,84.428,43.018,12,53.539,60.488,13.306,65
"Class5",69.414,"A","E",24.315,83.75,74.882,50.651,11,76.741,71.186,44.299,78
"Class1",98.971,"H","R",33.003,110.103,54.034,23.693,57,35.9,60.2,53.435,78
"Class1",74.511,"H","U",33.085,67.968,70.74,52.271,58,39.17,33.808,43.66,63
"Class4",71.392,"U","S",46.47,19.781,38.319,86.93,15,89.512,32.322,37.831,22
"Class3",64.513,"P","I",14.101,44.927,47.71,64.758,48,80.611,19.769,48.422,73
"Class5",60.222,"N","I",13.37,57.204,84.817,55.804,10,57.622,57.989,55.887,56
"Class5",81.337,"K","Q",11.351,48.032,70.283,39.966,11,97.668,58.177,36.613,56
"Class1",81.676,"P","U",32.664,60.082,70.61,35.184,56,40.382,78.909,33.141,43
"Class3",82.61,"K","C",14.605,47.023,55.471,37.071,51,83.818,25.657,54.186,73
"Class5",58.599,"S","Y",24.446,90.042,60.476,48.941,11,73.924,75.215,1.571,58
"Class2",86.418,"Y","Q",2.278,34.724,41.959,87.781,91,64.849,27.574,39.121,22
"Class4",78.325,"V","Y",19.005,11.321,42.572,83.428,19,48.643,42.618,41.512,55
"Class2",80.415,"A","P",24.925,41.438,59.089,86.831,75,52.408,40.33,43.011,43
"Class4",78.974,"V","D",20.267,15.165,37.341,83.355,18,73.515,18.556,50.769,32
"Class2",87.173,"Y","Q",16.634,16.184,69.925,87.384,50,55.711,57.599,59.821,18
"Class3",89.245,"R","L",15.032,53.603,30.339,-1,63,79.192,50.955,54.12,69
"Class1",94.913,"H","R",33.442,52.524,77.279,10.77,59,36.821,80.695,46.47,43
"Class5",93.941,"A","Q",18.751,49.833,85.597,52.728,12,51.857,57.864,31.348,72
"Class2",74.627,"K","Q",5.394,31.735,15.402,87.233,77,64.313,66.93,39.197,40
"Class2",77.772,"J","P",15.392,24.984,56.965,87.249,54,69.234,21.14,56.541,19
"Class2",79.577,"I","Z",-5.904,11.107,36.814,87.843,68,76.078,72.352,48.289,34
"Class3",93.988,"F","L",13.144,NA,34.741,41.409,49,82.526,22.862,NA,68
"Class1",73.082,"T","R",33.175,43.142,61.626,13.12,54,40.781,29.131,38.85,71
"Class1",78.215,"L","R",32.889,58.401,77.212,87.634,59,39.725,27.2,35.732,59
"Class1",75.78,"X","R",34.337,58.068,84.642,107.639,62,32.008,34.592,NA,27
"Class5",62.974,"K","D",14.669,50.242,85.424,44.561,11,57.05,64.339,28.151,64
"Class1",91.862,"L","R",33.71,62.303,80.164,33.137,52,37.124,62.43,45.046,95
"Class3",96.53,"R","J",14.438,42.145,39.786,12.513,63,83.767,21.923,56.872,73
"Class3",84.052,"R","L",14.93,50.295,56.174,35.523,81,81.612,35.255,50.67,69
"Class5",60.163,"S","Q",22.984,20.144,59.105,46.325,10,59.809,63.202,44.155,78
"Class4",70.796,"K","D",25.267,18.924,41.648,77.867,25,83.17,27.788,40.474,27
"Class3",68.387,"P","N",13.588,55.894,31.205,23.978,29,82.234,28.895,49.978,73
"Class3",78.23,"K","C",15.323,50.894,53.246,29.555,82,79.804,41.911,57.444,68
"Class2",82.706,"Y","Q",25.578,42.02,45.716,87.525,32,62.663,49.134,41.994,22
"Class4",70.936,"Q","C",39.416,9.51,35.704,92.752,15,73.927,9.167,37.917,56
"Class5",89.889,"S","Y",19.128,7.963,76.557,49.586,10,81.703,48.35,NA,74
"Class5",78.232,"S","D",19.316,10.196,80.678,43.607,11,60.73,48.701,17.536,64
"Class4",72.122,"V","C",26.623,10.745,35.911,96.558,11,85.668,25.847,36.087,21
"Class4",70.551,"V","C",40.759,10.828,42.135,80.997,20,56.979,50.337,43.63,30
"Class2",82.568,"Y","Z",20.539,48.986,61.946,87.473,76,53.356,66.486,27.13,37
"Class1",74.317,"P","U",33.225,79.881,63.799,33.15,59,33.277,40.58,36.718,31
"Class5",93.021,"K","I",16.552,26.315,72.986,56.041,12,77.564,52.053,15.99,68
"Class2",86.843,"I","C",15.152,11.595,41.711,87.801,62,66.059,36.148,49.396,18
"Class1",99.483,"T","X",33.722,63.544,73.189,6.436,55,39.564,57.214,45.324,63
"Class3",69.167,"K","J",14.638,40.563,27.939,10.14,48,79.616,33.042,47.633,68
"Class3",87.276,"P","C",14.16,54.085,55.387,27.686,67,81.348,52.027,54.064,73
"Class3",66.667,"F","L",13.491,42.154,30.806,17.571,80,83.541,54.006,51.185,69
"Class4",76.689,"V","C",51.228,10.08,37.406,90.648,2,76.753,49.226,42.883,21
"Class3",89.045,"C","I",12.912,41.447,30.203,53.942,37,80.593,49.684,NA,68
"Class5",83.905,"K","Y",30.405,3.524,70.684,55.194,11,50.013,54.67,NA,68
"Class1",80.887,"L","R",32.288,77.228,51.413,61.447,58,32.17,77.929,NA,63
"Class4",69.533,"L","C",41.325,16.646,38.972,91.764,17,49.475,23.707,43.836,81
"Class3",56.27,"R","L",14.039,53.27,42.529,45.956,64,79.126,49.269,54.61,68
"Class2",74.128,"K","C",5.113,45.866,58.29,87.368,67,66.623,52.459,55.283,26
"Class4",76.167,"U","Y",31.129,22.314,42.377,90.78,2,55.919,41.113,42.146,54
"Class1",96.919,"H","X",33.289,56.42,59.993,38.023,58,35.093,40.759,49.876,70
"Class5",86.555,"S","D",17.485,18.927,85.265,58.337,11,62.151,69.248,25.02,77
"Class3",54.856,"R","L",13.988,41.266,53.186,52.987,52,79.509,31.888,55.874,68
"Class2",85.871,"Y","Z",8.334,25.016,15.67,87.051,33,63.935,28.756,55.237,23
"Class2",79.792,"J","Q",23.67,39.628,49.84,87.064,50,62.933,43.705,50.303,40
"Class3",60.797,"P","C",15.866,42.374,43.272,20.195,42,80.856,34.222,56.935,72
"Class1",86.999,"T","X",33.522,NA,82.6,52.958,63,39.83,48.868,37.104,32
"Class5",58.126,"S","Q",24.975,11.755,65.801,47.438,10,85.952,56.303,46.987,79
"Class2",76.65,"I","Z",-5.796,26.376,46.57,87.47,51,75.49,35.052,59.923,29
"Class2",74.584,"A","Q",28.779,12.307,35.414,87.582,39,65.93,53.374,38.873,24
"Class3",56.307,"P","C",15.242,51.562,50.556,50.321,67,82.122,18.97,52.259,68
"Class1",90.516,"L","U",33.08,70.814,85.538,94.116,63,33.942,70.473,46.555,86
"Class4",76.654,"K","Y",47.771,10.864,43.122,91.971,11,89.487,22.143,45.276,42
"Class1",87.395,"P","P",33.058,58.799,77.034,28.278,67,36.56,25.662,50.726,58
"Class5",78.203,"O","I",19.917,NA,69.809,39.953,12,53.433,56.663,17.162,79
"Class2",77.103,"J","A",19.131,39.586,41.742,87.485,44,59.613,25.096,31.581,24
"Class2",80.844,"I","Q",-4.382,58.594,47.663,87.435,53,58.945,43.724,43.034,45
"Class3",50.766,"R","N",14.617,50.497,56.521,74.45,70,82.104,36.697,53.081,69
"Class1",83.288,"H","C",33.344,60.623,84.817,115.494,53,33.22,25.176,29.158,76
"Class5",58.765,"N","Q",29.348,32.608,71.629,57.344,11,61.794,66.492,35.315,73
"Class4",79.471,"K","Y",4.191,11.135,40.979,90.477,2,77.067,31.25,41.95,82
"Class2",87.615,"K","P",25.872,16.206,66.482,86.876,36,62.136,47.065,46.833,37
"Class1",89.041,"X","U",33.093,55.058,65.604,77.609,63,33.394,38.442,41.707,36
"Class3",81.27,"K","L",15.546,NA,53.592,45.659,68,83.982,56.999,53.352,73
"Class4",71.532,"V","Y",25.444,17.008,41.17,85.437,7,65.168,8.999,45.578,36
"Class4",77.725,"U","C",51.773,10.686,36.946,84.555,11,56.318,34.735,44.24,17
"Class1",84.476,"L","C",33.25,90.461,78.968,13.46,67,38.901,38.884,37.746,97
"Class5",77.343,"N","I",21.491,59.606,69.115,51.378,12,73.198,51.5,53.072,52
"Class1",82.987,"T","R",33.381,70.483,52.38,30.265,58,37.935,46.673,43.816,41
"Class1",77.66,"X","R",33.347,49.472,56.36,102.2,66,39.052,78.591,34.951,79
"Class1",79.325,"P","R",32.492,65.352,72.18,-7.746,53,33.602,50.206,37.094,55
"Class4",73.912,"Q","G",29.481,26.836,36.336,84.189,9,52.784,41.435,48.584,63
"Class5",83.586,"O","E",26.513,59.056,74.87,60.64,12,68.612,62.472,31.377,72
"Class3",80.304,"P","J",13.762,42.816,47.88,47.199,28,83.756,44.248,49.053,71
"Class1",76.128,"X","C",32.913,82.147,60.024,69.021,53,39.273,58.677,28.461,45
"Class4",80.403,"L","S",20.414,14.665,41.048,95.179,26,76.168,34.841,48.916,46
"Class2",78.767,"Y","P",18.108,28.384,16.174,87.64,52,66.629,29.349,50.129,42
"Class1",76.899,"H","C",34.798,79.051,59,47.433,62,35.634,42.178,40.887,64
"Class3",61.067,"C","J",16.403,60.878,45.999,88.19,43,80.389,59.546,52.407,70
"Class4",80.186,"V","D",66.515,4.457,40.561,87.895,2,69.288,18.399,46.172,31
"Class5",81.169,"K","E",26.401,37.776,71.759,52.206,11,55.981,70.256,15.884,70
"Class4",75.375,"Q","D",5.867,20.013,36.716,89.892,4,60.443,29.491,45.752,49
"Class2",75.326,"A","C",12.972,50.065,58.202,88.038,30,76.932,56.564,39.653,16
"Class5",63.22,"N","D",29.614,76.146,78.63,48.494,11,49.538,50.386,37.368,55
"Class2",79.106,"K","Q",6.025,45.78,37.869,87.282,90,64.684,69.366,57.553,45
"Class1",77.252,"H","C",32.446,66.083,66.323,82.491,59,36.117,37.83,35.928,83
"Class3",87.368,"P","C",13.448,53.787,51.145,37.187,66,83.16,35.768,57.955,73
"Class5",75.525,"N","I",21.034,34.702,60.3,50.736,10,79.255,50.251,77.379,79
"Class5",74.935,"K","Q",22.621,29.289,64.793,50.033,10,58.44,51.88,14.659,74
"Class2",78.351,"A","P",26.044,17.756,40.869,87.273,86,54.348,48.875,40.155,38
"Class1",73.242,"H","U",32.599,49.071,66.031,19.194,52,39.521,33.178,45.602,29
"Class3",56.118,"C","L",15.727,65.921,37.532,-19.876,48,80.964,45.46,47.112,73
"Class2",87.895,"I","Q",21.864,40.787,62.246,87.488,54,68.359,25.902,44.562,31
"Class4",75.233,"U","C",33.649,13.957,36.657,81.269,15,70.069,30.349,48.703,78
"Class2",77.132,"J","Z",6.933,16.895,59.998,88.458,60,76.983,70.996,35.248,17
"Class2",81.996,"I","Z",34.225,25.276,50.713,87.604,31,66.304,32.896,47.224,33
"Class3",66.706,"R","L",14.688,55.669,46.614,41.47,62,83.431,48.266,50.33,72
"Class5",86.554,"A","Q",12.795,43.882,81.087,51.878,10,93.662,50.414,30.049,75
"Class1",77.116,"X","C",31.414,47.511,70.972,58.672,56,37.575,30.012,44.044,55
"Class5",75.111,"K","D",18.32,32.831,69.35,54.011,12,48.971,60.949,48.042,71
"Class5",74.3,"N","Y",22.414,59.684,72.915,51.055,10,63.677,53.813,24.817,66
"Class4",69.048,"Q","G",24.598,10.727,38.7,87.309,23,83.997,40.534,38.227,13
"Class4",78.615,"Q","S",37.175,9.836,36.016,90.022,23,77.099,31.254,42.194,33
"Class2",78.958,"J","P",16.851,48.171,23.895,87.162,31,53.27,43.061,38.354,22
"Class4",76.867,"K","D",42.151,13.06,39.1,89.304,14,67.907,22.423,35.354,23
"Class4",69.518,"V","G",27.898,14.508,43.206,88.26,26,76.456,35.698,37.547,54
"Class3",53.606,"K","J",14.208,45.861,49.27,68.367,45,81.413,20.137,55.279,70
"Class3",86.312,"C","L",13.606,62.299,50.892,79.279,20,83.476,34.084,51.865,69
"Class4",74.992,"V","S",30.139,9.444,42.345,88.233,2,59.971,16.422,41.572,74
"Class2",79.827,"K","C",12.336,35.89,50.451,87.999,53,62.741,44.257,45.92,32
"Class3",53.927,"F","L",13.998,39.96,47.939,47.728,37,79.784,40.205,56.633,71
"Class4",75.882,"Q","C",48.482,11.714,37.184,90.446,21,48.354,35.858,42.755,74
"Class3",92.563,"P","L",15.256,46.071,29.554,77.632,49,79.901,14.203,51.076,71
"Class3",78.465,"C","L",14.974,44.784,54.396,25.348,79,82.861,41.763,53.314,71
"Class4",79.471,"K","C",38.543,8.316,36.303,91.357,19,82.333,41.698,45.918,62
"Class1",92.706,"X","X",32.931,49.592,75.358,56.003,55,39.029,56.587,31.352,39
"Class2",78.209,"K","Q",2.739,32.053,18.409,87.824,32,66.433,46.358,43.504,38
"Class4",69.918,"Q","Y",52.347,24.291,37.065,87.194,24,58.141,14.687,48.544,40
"Class3",99.98,"P","N",14.897,50.524,54.056,22.354,38,81.641,37.445,55.461,72
"Class2",87.466,"J","Q",14.916,15.976,32.657,88.272,77,67.54,40.91,49.937,42
"Class3",60.106,"P","C",13.16,41.622,36.528,61.16,32,79.623,56.545,52.02,72
"Class2",85.147,"J","Z",16.844,26.044,56.095,87.97,38,74.461,71.021,47.771,36
"Class3",52.447,"F","N",13.989,40.586,57.41,8.637,65,80.589,54.732,46.961,68
"Class4",78.049,"U","D",18.767,NA,43.698,82.414,24,60.791,42.051,45.812,13
"Class5",75.64,"A","Y",32.384,55.577,63.378,51.291,11,46.101,59.844,4.06,63
"Class1",78.577,"L","C",33.432,56.305,65.666,63.69,61,36.928,70.4,39.112,93
"Class2",84.072,"I","C",-3.364,11.755,69.996,87.677,49,71.643,28.861,41.59,33
"Class2",82.075,"A","Z",12.347,37.264,18.348,87.163,64,63.511,73.129,50.869,23
"Class5",58.694,"S","Q",16.344,35.225,73.161,59.059,12,85.613,51.153,32.657,78
"Class2",74.092,"A","A",12.067,33.39,14.5,87.239,65,68.395,72.209,51.529,29
"Class2",86.709,"A","P",11.92,21.553,22.062,87.858,77,65.684,70.607,55.692,24
"Class4",80.715,"L","G",32.37,3.503,39.394,90.265,5,53.785,31.696,47.339,79
"Class5",89.753,"S","Y",22.632,33.381,62.343,60.187,11,51.477,64.044,26.568,68
"Class1",82.409,"P","C",32.217,NA,81.582,-12.598,53,32.387,38.335,44.598,31
"Class2",83.916,"I","C",13.644,NA,26.057,87.91,29,66.63,51.022,51.427,33
"Class4",72.371,"K","D",19.336,0.744,35.739,82.273,10,89.552,8.676,46.32,37
"Class4",70.166,"Q","C",36.374,NA,41.659,84.624,5,89.613,37.195,45.633,42
"Class3",93.982,"F","C",14.636,48.511,51.711,-6.831,65,81.308,32.119,57.253,69
"Class2",80.476,"A","Z",24.85,17.05,22.065,87.411,84,65.944,71.162,54.499,38
"Class1",95.849,"H","R",32.907,64.568,77.171,40.54,55,36.517,69.437,40.342,87
"Class2",83.491,"I","Q",14.664,40.729,43.563,87.58,71,70.95,26.259,48.84,16
"Class4",69.902,"V","D",29.155,14.228,40.043,87.943,17,82.313,19.31,46.215,15
"Class1",87.118,"P","X",33.771,86.932,70.699,52.456,61,38.335,43.759,53.612,92
"Class1",83.246,"H","R",33.261,58.403,51.185,37.976,55,36.813,68.671,40.029,67
"Class3",76.322,"P","N",14.037,44.904,31.267,60.975,65,82.446,27.923,56.208,73
"Class1",92.51,"P","P",33.213,52.791,63.083,82.481,64,38.033,34.921,56.217,71
"Class4",76.028,"L","G",31.89,18.625,36.932,78.148,22,86.178,16.784,45.107,58
"Class2",88.215,"Y","Q",14.536,19.077,48.908,87.384,28,54.132,36.349,44.816,30
"Class3",88.93,"R","J",14.895,40.556,53.779,-1.332,60,82.291,28.504,60.44,73
"Class3",72.208,"C","N",16.997,41.702,36.277,-2.352,44,82.098,18.646,54.565,69
"Class5",75.507,"O","Y",25.911,43.4,79.096,49.761,11,62.494,56.96,NA,71
"Class3",85.94,"K","C",12.576,56.052,42.583,41.593,82,80.516,39.827,55.09,70
"Class5",60.089,"N","I",31.683,47.627,82.844,49.366,10,81.848,66.356,36.901,57
"Class5",62.399,"O","Q",18.337,33.871,76.548,51.562,11,84.141,61.269,39.446,70
"Class3",95.47,"F","L",14.479,46.137,53.165,30.037,83,83.211,31.078,44.451,73
"Class4",78.191,"L","S",35.646,18.497,36.684,89.21,20,77.773,10.297,38.931,62
"Class3",64.619,"P","C",15.131,48.102,30.546,41.372,74,79.318,55.498,56.158,73
"Class3",75.735,"K","I",13.531,61.182,49.413,76.19,83,82.792,18.064,58.707,72
"Class4",69.348,"L","D",20.577,4.764,38.172,90.687,17,48.61,27.764,39.875,75
"Class5",95.24,"K","E",14.8,57.615,85.283,54.383,10,98.928,64.559,25.785,69
"Class2",78.749,"I","Z",25.341,8.573,63.898,87.775,44,59.521,56.187,50.871,36
"Class3",57.842,"R","C",13.052,54.152,42.187,33.064,51,80.614,28.287,53.723,72
"Class5",59.934,"A","I",26.917,63.574,68.306,58.844,11,66.622,68.028,57.527,78
"Class2",83.072,"J","Q",34.252,NA,75.925,87.156,43,71.494,37.742,NA,23
"Class2",83.439,"Y","P",5.829,27.475,76.228,87.063,80,63.938,73.492,48.639,16
"Class5",86.112,"N","D",29.213,35.941,66.611,48.229,12,76.165,53.114,17.451,67
"Class1",76.882,"H","X",32.757,75.349,64.12,12.607,57,33.536,54.036,50.151,85
"Class5",79.741,"K","D",28.612,2.617,68.881,54.973,11,66.03,67.656,32.613,72
"Class5",59.131,"A","E",21.273,12.967,70.113,53.902,10,67.625,74.029,26.332,79
"Class4",76.555,"U","Y",53.757,16.272,35.979,82.282,16,60.324,22.202,45.213,73
"Class1",80.305,"T","R",33.381,45.551,56.06,56.673,57,40.144,77.876,44.626,65
"Class3",58.143,"K","I",13.07,36.938,44.55,21.89,20,79.828,29.683,45.276,73
"Class2",85.688,"K","P",20.466,36.355,55.187,87.566,86,65.788,46.567,29.336,22
"Class4",80.866,"Q","D",7.431,13.488,35.338,88.801,26,67.758,18.974,42.937,12
"Class3",68.404,"F","J",14.07,46.753,54.736,22.527,29,83.427,18.491,48.841,70
"Class2",79.213,"I","Q",11.901,29.857,25.1,87.472,66,72.71,27.464,45.161,41
"Class1",90.725,"X","C",31.9,24.539,69.308,36.371,66,33.84,23.432,53.497,30
"Class5",85.811,"S","E",27.993,64.78,67.129,48.979,10,76.697,60.923,31.971,62
"Class2",82.953,"K","Z",29.243,NA,75.802,87.684,78,56.759,47.375,53.684,18
"Class1",98.071,"H","R",33.704,70.275,54.131,69.581,55,40.034,65.15,37.007,35
"Class4",69.642,"V","G",18.133,12.942,39.698,89.722,0,68.949,39.614,39.504,59
"Class1",94.691,"H","X",32.97,106.769,81.457,35.768,55,35.613,29.469,34.416,33
"Class4",78.407,"U","C",43.265,11.946,39.74,78.433,10,65.82,6.781,NA,49
"Class5",73.876,"S","E",26.523,23.724,66.304,54.285,11,52.782,75.791,40.668,54
"Class3",60.863,"F","C",12.666,42.657,50.828,87.366,61,82.336,46.874,53.296,68
"Class3",87.021,"F","C",14.049,53.715,30.88,33.685,25,81.145,28.549,49.054,69
"Class4",74.042,"U","S",50.813,21.809,39.498,84.159,24,49.965,26.888,41.64,77
"Class1",93.075,"H","C",33.698,45.44,59.131,54.277,56,34.183,64.243,42.245,33
"Class4",72.853,"K","Y",8.497,9.139,37.39,94.48,23,80.789,37.141,44.182,78
"Class2",82.667,"A","A",38.812,23.347,46.219,87.453,87,55.765,68.49,35.357,28
"Class3",72.185,"K","J",14.17,45.612,44.098,23.121,78,79.593,58.738,54.334,73
"Class4",79.33,"U","Y",20.838,19.727,40.504,80.693,22,62.562,10.283,38.952,41
"Class2",86.431,"A","Q",18.239,23.941,35.116,87.274,89,56.569,24.929,60.035,18
"Class3",61.664,"P","L",15.379,55.169,34.771,31.913,56,83.51,55.062,50.305,69
"Class5",77.832,"N","E",29.054,51.2,63.294,54.464,10,97.298,59.616,34.509,78
"Class3",60.195,"P","N",12.435,45.727,55.432,23.692,58,82.209,25.344,47.931,72
"Class5",85.736,"O","I",17.371,NA,63.359,56.836,12,57.492,58.436,47.73,75
"Class4",70.138,"Q","G",39.415,13.043,40.575,90.589,25,82.587,21.676,39.88,28
"Class4",80.609,"U","G",38.648,14.233,42.584,90.534,22,84.42,30.879,43.712,13
"Class4",74.934,"K","G",24.195,20.554,41.656,79.727,20,72.186,43.413,NA,35
"Class1",95.307,"L","C",34.01,70.886,85.611,28.896,61,37.767,40.657,42.962,42
"Class1",97.599,"H","X",33.005,89.554,72.484,40.878,52,40.454,63.316,47.908,42
"Class3",86.476,"F","C",13.432,45.03,31.586,68.253,61,79.281,58.276,47.465,73
"Class2",78.605,"Y","Q",24.21,60.756,26.641,87.862,63,63.686,38.343,44.83,45
"Class1",84.861,"X","P",32.789,64.714,77.021,-11.598,62,39.088,34.327,42.16,91
"Class1",94.776,"T","U",33.358,78.396,70.937,66.529,62,35.141,72.763,45.209,44
"Class1",72.642,"T","P",33.534,90.459,57.708,59.252,58,37.714,70.442,45.43,36
"Class2",81.591,"A","Z",6.723,13.363,56.163,87.098,72,52.593,24.123,38.56,27
"Class4",76.404,"U","S",38.438,8.629,40.243,81.128,6,57.702,49.184,38.813,67
"Class2",81.379,"A","C",11.672,25.552,62.93,87.562,58,69.496,24.107,52.415,45
"Class4",70.37,"V","C",1.323,16.459,38.054,84.279,16,53.382,44.209,52.282,42
"Class3",95.908,"K","N",15.789,48.083,33.659,25.241,58,80.046,53.685,62.794,71
"Class4",73.671,"K","C",14.768,12.466,38.708,86.437,9,72.512,40.712,41.895,57
"Class2",86.366,"J","A",10.417,40.245,54.16,87.459,65,60.157,68.458,48.029,16
"Class2",76.113,"J","A",9.283,29.602,55.88,87.472,68,52.169,54.081,46.102,45
"Class3",79.085,"C","L",14.423,44.149,57.669,55.619,48,79.153,38.268,60.674,71
"Class1",81.968,"L","C",32.72,36.879,55.867,52.163,57,40.315,68.214,43.876,97
"Class1",81.713,"X","U",33.856,55.245,56.876,63.303,55,37.137,24.591,55.191,96
"Class4",80.732,"Q","Y",43.377,17.47,35.419,85.958,7,48.08,36.327,40.493,57
"Class4",77.342,"U","C",27.071,13.891,42.624,81.715,4,61.545,30.714,44.639,69
"Class5",75.153,"S","Y",26.321,61.344,84.465,52.338,10,50.611,63.532,27.59,55
"Class5",94.515,"K","Q",10.698,NA,59.227,50.562,12,95.144,52.599,52.212,64
"Class1",80.666,"H","R",32.432,82.736,85.091,130.8,53,32.821,46.12,33.391,51
"Class2",76.723,"A","Q",26.247,-16.734,71.518,87.973,71,63.369,37.592,48.068,33
"Class3",98.553,"P","N",14.477,57.091,41.855,-13.857,77,79.068,48.981,46.097,71
"Class2",81.634,"K","C",18.038,3.873,76.805,87.837,80,69.553,23.406,43.153,30
"Class3",73.593,"F","L",13.263,45.101,36.741,52.647,38,81.575,32.589,52.941,73
"Class2",87.616,"I","Q",17.734,7.971,52.23,86.556,86,66.395,42.074,44.463,37
"Class5",87.676,"O","I",16.632,73.224,61.032,49.921,12,54.215,52.833,37.354,62
"Class1",87.645,"H","R",32.601,68.13,73.933,11.095,52,35.955,74.44,49.338,89
"Class2",74.933,"I","Q",8.51,20.737,66.736,87.673,47,74.08,22.199,59.017,33
"Class5",91.355,"S","E",17.688,22.426,69.697,53.055,11,88.177,64.762,32.987,70
"Class4",78.586,"L","C",24.971,14.467,42.136,87.585,12,64.996,15.715,41.126,14
"Class5",86.957,"S","Q",24.208,33.368,82.592,47.883,11,68.308,70.967,34.324,65
"Class3",74.383,"F","C",14.076,47.026,39.96,52.127,54,80.607,41.37,53.003,69
"Class1",81.965,"L","X",33.013,69.441,69.809,72.811,59,34.242,55.698,38.927,80
"Class4",78.168,"U","G",27.806,13.761,35.073,87.27,6,89.961,23.826,44.075,21
"Class2",79.488,"A","Z",12.854,28.701,18.196,87.728,86,68.314,41.668,45.086,26
"Class4",75.786,"L","S",2.543,12.158,40.687,88.596,20,66.465,23.091,43.988,25
"Class4",71.162,"U","S",38.357,17.307,43.079,102.787,9,60.269,36.427,37.328,66
"Class5",95.28,"S","Q",21.058,33.391,74.792,55.178,10,91.558,71.892,53.793,74
"Class5",69.954,"O","D",22.669,64.007,65.625,53.94,11,48.335,76.75,19.387,63
"Class5",77.579,"N","D",18.519,37.915,70.854,51.382,10,83.642,53.692,43.832,70
"Class2",82.149,"I","P",-1.612,40.207,23.437,87.787,46,74.401,43.303,NA,23
"Class3",63.14,"F","J",13.956,48.389,32.305,45.382,39,80.357,58.207,48.561,72
"Class5",62.845,"K","I",15.568,42.805,82.486,53.569,12,95.311,58.125,25.231,73
"Class1",83.498,"H","P",33.427,59.144,86.447,85.486,52,39.956,46.005,47.861,38
"Class3",62.159,"F","I",14.864,37.96,43.615,25.357,77,82.546,31.276,45.756,71
"Class2",86.065,"K","A",4.069,34.975,52.154,87.381,46,59.798,36.727,45.621,41
"Class2",77.552,"J","A",14.829,23.183,21.226,87.879,92,63.151,64.614,39.245,39
"Class5",76.973,"K","Y",16.614,7.192,65.264,50.307,10,81.711,54.206,29.27,58
"Class5",67.84,"K","Q",23.201,-13.178,79.828,52.634,11,74.855,62.64,37.205,55
"Class1",82.011,"P","X",31.673,63.86,64.194,38.99,56,38.811,26.919,52.342,31
"Class5",73.08,"K","Y",20.39,25.289,80.732,52.691,10,85.605,54.577,38.005,52
"Class5",64.756,"O","D",17.031,36.19,81.069,51.611,10,55.843,48.784,21.694,54
"Class1",79.355,"T","R",31.951,36.185,55.47,47.414,60,36.627,44.182,49.108,86
"Class5",67.602,"A","Q",17.248,44.329,58.007,56.425,10,88.672,71.316,15.606,52
"Class5",67.339,"A","Q",22.715,62.96,73.899,57.82,12,72.972,68.343,40.365,63
"Class1",83.806,"T","R",32.847,67.326,65.059,16.702,64,37.557,80.433,44.18,49
"Class4",76.629,"K","S",39.169,NA,41.051,78.068,13,56.705,30.749,NA,13
"Class2",82.688,"A","Q",23.104,30.921,71.72,87.729,46,64.872,26.173,45.479,34
"Class3",85.001,"K","I",14.934,NA,56.19,19.48,47,79.734,38.831,47.103,70
"Class3",76.129,"C","L",14.615,48.053,33.838,47.025,82,82.337,61.01,49.399,73
"Class3",52.99,"P","N",14.464,50.714,40.618,93.342,32,82.04,36.002,55.279,68
"Class4",76.244,"L","C",18.333,18.231,38.873,85.119,14,72.601,40.572,45.317,29
"Class2",77.973,"A","C",16.016,24.845,18.567,87.651,37,56.037,22.492,32.939,38
"Class1",77.176,"X","U",33.088,76.383,62.81,110.267,57,40.595,59.927,46.004,48
"Class1",75.715,"T","C",33.681,NA,82.043,49.666,56,39.349,30.964,42.917,37
"Class1",83.401,"X","C",32.797,77.85,76.129,66.682,55,38.817,75.551,39.278,77
