"FWS1","KXE2","AYC3","YFR4","GBL5","JUT6","WLV7","FJH8","HGF9","YZT10","Output1","COL11"
59.009,95,41.441,30.144,43.906,66,65.277,86.937,68.004,97.332,"Class2","G"
54.553,83,11.123,14.07,41.595,64,60.714,86.216,69.275,50.813,"Class2","T"
54.792,7,51.106,26.604,65.73,41,15.46,45.231,81.315,58.521,"Class4","B"
61.43,66,15.862,53.197,36.623,74,36.174,62.024,44.144,63.853,"Class3","V"
96.851,74,65.933,22.491,43.111,53,42.509,84.227,69.813,39.471,"Class2","T"
31.484,51,57.403,40.548,24.287,53,40.64,68.932,99.13,75.366,"Class5","Y"
86.732,63,10.054,47.532,32.405,92,33.764,60.647,78.55,72.284,"Class3","W"
56.592,90,83.27,25.5,46.51,73,71.347,86.586,65.201,15.731,"Class2","M"
26.725,73,31.514,18.576,41.588,52,59.349,88.945,74.168,11.35,"Class2","M"
42.048,75,47.039,33.961,15.72,63,28.831,27.895,59.52,33.989,"Class5","G"
68.674,54,29.755,86.273,84.154,63,49.983,32.458,48.967,75.928,"Class1","V"
47.86,67,5.204,81.327,35.504,62,45.221,62.305,56.233,76.62,"Class3","V"
45.023,68,9.444,3.117,32.382,63,22.387,NA,33.914,72.262,"Class3","I"
49.292,74,62.637,39.625,36.407,61,51.67,82.78,71.325,18.972,"Class2","C"
48.51,75,33.08,53.98,53.968,63,54.293,37.006,89.756,54.52,"Class5","G"
61.277,6,41.078,37.353,71.027,60,33.886,NA,65.946,40.26,"Class4","F"
30.611,64,60.043,45.063,5.09,61,71.957,114.528,76.969,68.893,"Class5","T"
44.399,59,58.601,42.302,98.209,70,33.373,81.995,98.792,102.226,"Class5","Y"
-12.562,67,9.148,63.475,34.553,63,44.328,60.953,63.122,61.923,"Class3","V"
81.424,96,77.158,16.425,42.171,81,48.157,83.601,54.419,67.28,"Class2","C"
20.845,64,20.927,43.844,35.664,54,46.527,61.388,46.088,77.861,"Class3","S"
58.212,67,31.822,86.619,75.354,56,68.821,26.635,28.803,71.015,"Class1","E"
56.716,5,41.513,22.112,74.047,55,31.95,51.619,56.44,49.319,"Class4","J"
60.887,37,33.294,67.594,85.479,44,44.825,69.118,93.584,77.683,"Class5","J"
21.895,NA,39.348,52.435,84.778,48,56.762,38.571,59.557,80.443,"Class5","P"
88.285,65,10.191,13.938,36.581,67,47.532,61.321,80.594,61.743,"Class3","I"
35.802,57,58.457,72.863,5.521,44,27.43,110.918,90.347,74.926,"Class5","T"
67.035,57,38.743,86.455,32.869,73,73.9,33.338,7.967,48.124,"Class1","R"
60.355,41,33.541,86.278,26.582,61,77.364,27.451,26.804,48.433,"Class1","V"
31.702,64,16.736,77.825,33.137,80,33.942,63.351,66.222,75.312,"Class3","I"
65.608,64,34.125,86.503,83.873,68,83.942,43.168,8.717,85.912,"Class1","E"
42.443,75,34.763,23.123,35.857,48,65.622,81.5,51.859,42.71,"Class2","S"
3.719,72,59.5,58.956,81.674,70,39.778,35.323,75.473,76.618,"Class5","G"
58.094,5,43.467,39.499,72.044,32,41.385,63.968,50.936,42.186,"Class4","E"
105.057,86,69.551,9.402,38.298,49,63.533,81.504,63.854,74.987,"Class2","G"
59.317,70,29.152,86.694,36.506,53,48.186,32.753,22.455,21.729,"Class1","E"
59.467,5,31.082,33.004,70.388,55,45.753,39.599,81.697,38.256,"Class4","J"
33.506,54,30.097,73.165,53.247,44,12.298,51.807,84.987,82.311,"Class5","Y"
59.791,92,20.508,8.957,40.088,67,71.716,83.489,80.966,36.09,"Class2","M"
54.162,7,36.01,29.789,70.474,67,32.594,53.214,44.332,48.665,"Class4","B"
82.287,NA,14.303,47.893,33.114,82,55.972,59.837,69.356,72.603,"Class3","A"
49.263,5,51.54,38.815,63.959,64,37.247,61.859,42.578,82.824,"Class4","L"
62.67,64,7.057,58.917,35.944,78,51.71,60.403,68.951,64.212,"Class3","S"
22.917,65,15.07,91.873,36.64,62,31.232,61.178,23.985,77.236,"Class3","W"
14.203,93,43.041,22.688,34.305,59,60.15,80.933,67.87,51.217,"Class2","S"
55.261,5,34.224,18.437,70.894,32,30.992,NA,62.232,61.686,"Class4","J"
87.46,67,34.534,85.927,27.646,60,82.094,33.368,15.752,66.107,"Class1","R"
52.157,6,41.593,39.661,68.225,59,29.099,53.168,84.195,50.16,"Class4","L"
66.951,36,34.315,86.244,69.889,66,72.99,35.793,15.035,94.752,"Class1","R"
29.958,62,17.668,26.83,35.118,73,24.743,60.38,32.461,62.562,"Class3","I"
101.452,66,11.874,42.4,33.283,85,30.714,61.88,66.134,59.391,"Class3","A"
77.255,95,18.933,16.383,34.258,79,58.05,92.309,59.727,31.69,"Class2","G"
65.116,NA,37.851,86.36,78.735,78,73.219,33.836,18.829,41.209,"Class1","U"
45.868,86,22.412,19.058,39.601,49,76.258,88.311,59.915,41.855,"Class2","T"
80.131,68,35.313,86.708,72.149,55,54.978,35.519,25.025,81.124,"Class1","U"
45.121,38,34.74,37.831,13.545,70,58.782,46.786,91.099,86.406,"Class5","P"
91.194,51,37.498,86.587,69.03,54,50.47,27.517,20.654,59.875,"Class1","V"
58.846,7,49.309,23.733,66.948,62,39.787,52.231,58.615,55.926,"Class4","L"
54.601,5,39.503,22.983,67.988,53,15.671,41.255,71.665,68.776,"Class4","J"
55.808,6,50.317,26.343,72.688,50,30.601,22.07,68.849,54.485,"Class4","E"
73.469,96,18.829,24.334,39.038,80,44.122,82.542,52.469,16.101,"Class2","S"
55.427,5,57.137,24.619,66.143,47,50.707,55.872,74.473,49.017,"Class4","E"
46.122,46,29.376,86.83,83.293,65,54.918,25.813,44.795,27.667,"Class1","V"
26.356,62,15.841,62.604,36.013,92,33.557,61.387,37.103,66.562,"Class3","A"
81.241,74,44.623,6.638,35.997,58,42.682,88.743,60.962,42.149,"Class2","T"
65.04,50,38.317,86.326,63.739,82,83.695,30.659,17.641,73.307,"Class1","U"
29.705,45,32.666,31.759,17.948,47,71.289,47.867,93.182,53.289,"Class5","Y"
42.515,66,5.315,29.973,33.109,58,36.783,61.072,45.987,71.109,"Class3","V"
31.541,87,79.471,11.27,44.485,57,41.054,85.418,72.296,75.081,"Class2","M"
31.484,42,32.464,48.336,96.833,58,31.28,43.106,81.13,78.562,"Class5","J"
10.827,56,26.211,54.717,72.751,61,42.838,58.987,62.093,53.809,"Class5","P"
67.01,58,34.56,86.507,58.885,61,56.175,NA,11.008,104.237,"Class1","R"
55.212,94,78.409,26.401,36.626,82,72.625,83.711,68.368,69.977,"Class2","T"
98.05,64,18.712,9.261,35.607,86,36.543,62.195,39.631,72.857,"Class3","W"
51.112,6,40.709,37.66,63.253,34,41.129,58.609,67.476,44.346,"Class4","B"
52.986,5,58.68,23.875,69.206,33,44.616,NA,54.199,44.217,"Class4","L"
55.793,7,40.992,26.125,71.297,26,14.396,24.145,40.757,57.121,"Class4","B"
86.72,44,30.648,86.116,53.062,75,57.366,27.674,29.844,124.833,"Class1","E"
67.468,NA,34.403,86.467,53.619,55,48.129,33.159,32.531,9.252,"Class1","R"
7.064,51,49.96,59.367,77.506,48,54.328,38.112,83.274,63.627,"Class5","T"
78.727,62,31.875,86.581,61.172,61,56.94,34.667,40.043,67.446,"Class1","P"
15.447,47,54.691,37.761,28.355,53,31.06,48.316,80.448,90.57,"Class5","Y"
84.604,63,6.864,52.937,33.929,56,56.851,60.728,28.076,59.861,"Class3","A"
9.396,51,41.341,52.674,80.348,55,63.601,71.764,91.217,81.311,"Class5","P"
42.328,38,47.18,53.494,47.63,48,73.991,79.863,61.629,65.899,"Class5","J"
57.727,6,35.825,37.423,67.77,66,28.994,12.824,60.187,41.762,"Class4","L"
82.784,64,11.061,58.483,34.835,62,48.456,63.457,75.799,58.635,"Class3","W"
73.255,33,29.167,86.131,80.855,74,66.527,23.721,23.822,30.548,"Class1","P"
64.495,69,38.324,86.319,67.523,83,89.533,24.805,24.102,41.986,"Class1","P"
81.384,64,16.992,67.36,32.432,72,39.276,60.501,57.979,67.211,"Class3","A"
71.715,92,64.142,26.515,46.863,56,71.355,82.611,62.048,72.08,"Class2","T"
30.57,93,36.47,20.96,37.415,58,64.718,83.667,66.261,31.028,"Class2","M"
52.246,5,55.642,33.882,70.132,48,32.223,NA,44.979,48.758,"Class4","J"
70.226,NA,58.879,0.774,47.641,46,65.347,87.127,50.093,45.624,"Class2","S"
64.743,47,38.626,86.743,30.342,54,70.362,34.849,32.521,60.267,"Class1","R"
48.851,7,35.626,52.945,71.453,31,47.265,NA,51.576,58.794,"Class4","L"
-3.347,65,7.884,23.122,32.054,60,54.173,NA,61.368,79.417,"Class3","A"
62.515,95,40.13,28.53,34.703,44,71.614,84.207,78.609,38.516,"Class2","S"
57.762,7,37.99,23.151,71.226,62,46.447,43.612,47.492,47.572,"Class4","F"
20.29,64,8.54,94.665,35.166,77,48.228,59.715,74.697,66.443,"Class3","V"
58.192,99,80.637,30.119,40.449,52,50.267,83.186,81.075,52.612,"Class2","G"
19.075,NA,57.393,44.693,45.938,65,62.405,36.069,84.511,80.523,"Class5","Y"
50.174,6,40.39,30.096,64.244,37,19.657,65.164,53.178,68.964,"Class4","J"
70.842,46,37.888,85.924,79.118,62,52.798,20.196,44.607,89.398,"Class1","P"
66.65,70,34.982,86.656,44.879,58,93.38,35.399,50.07,93.281,"Class1","V"
120.224,75,31.016,12.268,36.044,71,71.612,81.725,73.588,48.073,"Class2","G"
36.351,50,33.505,86.483,82.123,53,90.184,27.41,34.921,135.109,"Class1","E"
86.394,63,36.662,86.52,21.339,79,69.817,21.301,7.072,39.744,"Class1","U"
56.991,5,32.256,28.177,66.956,64,26.882,10.15,52.258,39.045,"Class4","F"
8.263,40,42.988,75.8,39.67,57,17.043,71.014,77.376,81.544,"Class5","G"
69.315,53,32.753,86.333,64.282,81,44.697,25.614,21.762,63.253,"Class1","E"
64.527,64,13.411,26.937,33.669,59,49.175,NA,31.715,48.816,"Class3","I"
95.153,62,19.363,48.899,36.342,64,40.711,62.075,81.016,63.588,"Class3","S"
77.943,52,31.265,86.768,25.304,77,69.949,31.22,7.36,57.385,"Class1","V"
32.866,56,53.422,49.12,65.491,68,70.535,136.882,99.722,72.176,"Class5","T"
76.952,34,33.153,86.629,67.254,54,56.868,29.534,44.069,47.71,"Class1","R"
39.738,45,59.246,61.066,95.456,43,36.774,20.284,83.823,47.062,"Class5","T"
94.145,80,26.822,27.48,39.859,81,58.352,81.904,79.053,28.293,"Class2","T"
59.798,7,34.414,22.878,65.58,26,18.852,55.364,43.272,54.361,"Class4","L"
52.578,5,42.598,32.637,73.855,26,10.202,84.291,41.621,44.47,"Class4","L"
57.38,6,33.439,35.061,64.522,37,42.746,NA,79.829,57.7,"Class4","B"
21.483,66,11.098,43.526,35.051,55,35.968,61.577,79.925,57.914,"Class3","S"
58.674,66,38.357,86.131,44.143,56,84.344,32.989,41.726,42.639,"Class1","V"
25.207,60,39.786,47.638,9.339,56,50.454,109.053,79.403,59.176,"Class5","J"
39.962,45,40.206,43.546,54.975,42,51.607,40.841,69.707,62.664,"Class5","T"
5.972,79,28.731,31.696,65.162,59,17.679,55.892,84.283,61.787,"Class5","P"
58.702,91,67.507,28.377,42.278,69,53.277,85.511,50.863,42.247,"Class2","S"
16.595,50,44.227,62.891,48.668,61,66.252,74.869,99.295,55.729,"Class5","P"
73.768,78,67.21,23.093,34.531,69,50.288,82.988,77.502,-23.973,"Class2","T"
27.032,89,40.021,12.231,35.56,74,46.005,85.059,48.624,85.235,"Class2","T"
52.32,37,52.747,71.266,15.74,52,9.165,NA,66.752,53.019,"Class5","P"
26.501,40,36.619,64.371,66.672,63,13.953,104.278,77.156,78.269,"Class5","G"
18.188,75,43.561,36.996,72.487,56,69.054,51.917,63.04,56.548,"Class5","Y"
39.229,68,18.359,49.906,32.537,59,29.419,61.221,29.279,50.213,"Class3","I"
37.689,62,16.184,15.971,34.156,92,26.027,59.583,82.074,75.18,"Class3","V"
75.065,68,38.437,86.796,59.934,81,88.691,23.123,21.74,97.411,"Class1","U"
4.731,85,10.934,16.567,47.77,62,70.085,NA,55.738,27.813,"Class2","C"
51.985,5,42.996,38.021,73.696,32,52.585,46.723,73.456,76.769,"Class4","F"
54.191,5,31.304,18.719,68.34,53,31.165,27.064,62.54,64.237,"Class4","L"
75.913,63,18.736,65.931,35.623,85,48.011,61.437,35.896,75.928,"Class3","I"
55.553,5,51.311,43.039,65.393,66,28.781,62.749,55.856,60.949,"Class4","E"
-9.162,NA,50.18,65.462,70.589,48,18.252,82.902,91.857,56.103,"Class5","G"
67.102,33,36.562,86.795,61.951,53,70.958,27.549,42.673,46.921,"Class1","R"
55.372,7,48.706,26.126,70.689,64,19.158,70.012,42.756,30.33,"Class4","J"
17.961,73,41.468,15.936,45.819,73,51.7,82.124,51.647,67.413,"Class2","C"
53.816,7,36.102,37.801,74.617,52,30.27,43.69,64.171,23.835,"Class4","E"
66.604,37,34.455,86.082,78.131,59,50.489,35.084,42.696,12.907,"Class1","R"
63.922,68,5.972,109.002,35.67,86,34.325,61.423,58.969,63.899,"Class3","V"
88.644,98,59.198,15.099,36.789,57,54.56,92.365,66.389,70.13,"Class2","S"
52.636,34,37.037,86.563,68.216,58,77.724,24.898,38.52,124.192,"Class1","V"
51.978,7,36.125,49.88,70.66,60,9.388,49.599,48.826,65.933,"Class4","B"
58.994,6,44.827,23.474,64.543,42,34.963,44.851,63.833,52.231,"Class4","E"
51.497,67,18.071,28.136,34.526,69,46.187,61.139,49.114,70.065,"Class3","A"
64.202,68,13.84,61.44,35.266,71,47.16,62.033,70.046,62.468,"Class3","I"
55.112,99,25.39,22.1,38.596,72,61.432,78.272,61.181,51.082,"Class2","G"
67.754,47,37.917,86.596,87.81,75,67.737,32.577,23.435,49.445,"Class1","P"
65.879,36,35.575,86.215,60.846,73,51.777,20.385,17.007,67.784,"Class1","U"
77.173,67,9.805,49.131,34.531,92,50.802,60.595,58.924,72.682,"Class3","S"
52.585,6,41.448,33.166,72.851,64,49.854,46.691,51.925,68.04,"Class4","F"
93.446,94,37.914,34.357,44.258,49,65.526,85.92,66.13,35.217,"Class2","M"
56.346,7,50.298,29.298,64.117,58,20.619,40.406,61.497,41.009,"Class4","J"
54.184,5,41.98,38.101,71.376,49,54.475,57.201,72.07,39.048,"Class4","L"
56.543,42,33.532,86.309,78.997,60,80.999,25.505,35.366,20.13,"Class1","R"
55.303,95,79.819,11.975,40.784,68,66.708,84.081,62.569,57.253,"Class2","S"
56.625,6,56.672,16.803,65.776,41,17.267,54.494,61.872,77.633,"Class4","L"
76.062,87,67.675,20.853,38.807,49,54.018,85.405,53.935,78.134,"Class2","G"
35.986,38,35.852,42.978,44.543,54,35.513,31.093,81.04,85.276,"Class5","G"
60.229,41,47.162,56.481,0.47,50,48.828,78.205,59.802,83.085,"Class5","G"
60.577,5,40.926,32.555,67.335,34,32.149,55.95,71.942,48.829,"Class4","E"
51.794,92,9.555,25.96,39.547,59,53.607,80.723,54.113,85.514,"Class2","S"
38.912,67,50.256,38.326,44.614,68,74.487,73.363,84.211,70.69,"Class5","T"
56.271,62,38.713,86.786,43.341,67,80.11,30.957,21.262,40.245,"Class1","R"
76.372,65,14.009,16.091,35.52,77,53.872,60.668,58.088,76.95,"Class3","S"
29.841,80,34.16,47.662,68.721,55,75.074,84.607,84.633,68.826,"Class5","G"
104.628,79,23.075,8.109,37.417,69,68.41,86.937,68.511,69.802,"Class2","C"
66.688,67,20.993,56.064,33.49,82,52.871,61.63,73.56,79.566,"Class3","V"
85.522,65,29.604,86.172,58.202,75,87.637,22.5,49.073,20.096,"Class1","U"
2.748,65,19.123,45.776,33.786,62,42.538,61.262,63.109,79.393,"Class3","A"
63.194,77,43.048,49.209,77.143,63,59.561,87.374,71.458,96.521,"Class5","P"
43.245,67,14.061,25.021,32.964,56,34.798,62.114,36.115,52.088,"Class3","S"
35.925,48,40.332,40.664,32.23,52,43.072,14.907,92.545,50.809,"Class5","T"
82.213,65,4.78,77.449,34.059,82,40.699,60.452,51.612,77.239,"Class3","S"
88.131,46,30.34,86.368,26.538,60,58.496,31.599,21.199,95.705,"Class1","E"
84.998,50,36.758,86.11,38.019,80,67.044,35.845,17.068,28.866,"Class1","R"
50.944,5,38.997,15.343,74.213,63,12.359,58.742,51.476,57.968,"Class4","E"
79.707,78,25.046,22.627,39.799,70,44.034,86.639,70.44,64.617,"Class2","S"
32.629,87,39.902,22.753,39.974,48,52.203,81.956,71.591,18.127,"Class2","G"
13.968,77,11.582,21.324,46.17,60,65.888,85.464,71.907,56.494,"Class2","T"
53.958,6,32.786,45.765,72.843,61,53.876,44.932,62.88,52.344,"Class4","B"
31.685,70,41.779,62.1,36.525,53,20.938,76.408,92.893,81.908,"Class5","P"
41.543,64,17.13,72.843,34.002,88,46.016,62.509,50.033,63.725,"Class3","I"
41.82,91,9.526,21.4,38.798,44,49.974,83.437,56.11,-2.408,"Class2","C"
81.489,67,14.839,66.144,32.35,69,43.076,61.395,23.226,56.096,"Class3","W"
34.189,65,10.913,35.885,32.187,77,52.097,60.907,79.832,66.084,"Class3","I"
70.207,54,33.323,86.661,44.113,78,59.856,34.82,17.979,81.708,"Class1","R"
14.702,38,51.243,45.153,92.313,59,25.103,75.56,65.801,78.037,"Class5","T"
60.28,6,53.704,14.715,68.971,64,14.512,58.961,82.423,53.68,"Class4","E"
58.048,5,49.794,45.863,67.36,63,33.11,47.625,72.46,66.995,"Class4","J"
20.46,93,62.855,27.461,34.013,49,73.567,83.281,62.8,61.337,"Class2","M"
38.563,64,60.715,45.15,23.688,47,28.785,67.137,71.586,66.971,"Class5","J"
52.611,5,45.619,20.497,73.86,37,44.613,52.037,81.406,31.921,"Class4","E"
60.049,62,4.473,40.973,32.792,59,39.643,62.056,44.622,55.424,"Class3","W"
31.751,92,73.714,22.686,44.433,48,53.83,85.229,80.886,72.223,"Class2","C"
16.255,67,9.96,71.58,34.279,62,39.111,62.326,20.572,76.945,"Class3","W"
15.419,68,18.104,23.473,33.975,67,23.191,59.544,27.222,70.535,"Class3","A"
79.268,34,33.765,86.743,59.708,56,90.822,37.216,22.074,74.87,"Class1","V"
6.452,96,62.661,30.992,35.24,73,54.913,81.179,73.584,55.609,"Class2","S"
83.546,92,77.994,37.632,44.016,59,59.484,79.101,48.632,70.538,"Class2","C"
49.65,6,52.333,31.108,67.801,59,16.304,60.745,55.384,55.191,"Class4","B"
30.343,94,52.566,7.752,39.188,74,56.37,90.014,62.673,29.749,"Class2","T"
46.8,63,18.428,50.405,36.749,54,48.521,62.401,51.298,73.548,"Class3","W"
31.743,64,18.345,57.528,35.091,82,55.147,62.904,83.875,56.598,"Class3","I"
57.961,88,38.454,17.231,34.173,71,41.703,87.22,72.536,64.702,"Class2","S"
57.393,6,32.903,48.944,69.106,49,51.027,73.878,71.962,45.184,"Class4","J"
39.908,73,63.356,26.675,39.701,53,58.008,86.363,65.549,67.485,"Class2","C"
54.628,6,44.686,12.873,65.2,39,30.06,36.339,65.383,62.057,"Class4","B"
15.153,52,32.908,68.783,90.525,66,66.293,71.211,90.239,77.161,"Class5","Y"
32.148,69,49.864,56.004,72.896,56,73.993,78.823,88.239,39.472,"Class5","G"
76.733,35,29.827,86.824,56.152,64,64.202,28.188,35.55,72.273,"Class1","E"
82.226,92,58.443,16.148,40.477,81,49.289,87.33,74.383,37.278,"Class2","C"
44.55,68,22.156,34.463,35.049,85,49.833,60.9,54.982,66.305,"Class3","S"
59.812,NA,31.537,42.925,71.297,61,42.592,61.679,48.753,54.17,"Class4","F"
73.907,51,37.733,86.702,59.239,72,78.818,35.524,35.196,24.185,"Class1","V"
20.442,68,18.63,32.576,36.647,68,52.238,61.507,63.205,64.274,"Class3","S"
88.356,66,13.39,48.471,36.076,92,22.234,60.722,29.267,74.074,"Class3","A"
36.421,99,82.866,19.45,47.637,48,67.502,83.351,59.861,60.386,"Class2","S"
15.557,95,13.223,16.546,34.104,68,40.24,83.878,72.853,78.284,"Class2","S"
78.426,60,32.464,87.044,86.333,60,57.351,36.578,23.93,19.911,"Class1","U"
18.188,54,44.2,58.837,19.631,50,51.995,69.612,82.24,62.474,"Class5","J"
53.485,64,15.922,89.744,35.748,93,28.024,62.304,19.657,80.641,"Class3","W"
95.414,81,27.816,28.92,43.413,80,70.292,87.04,48.957,74.346,"Class2","S"
83.446,70,32.911,86.533,59.593,68,63.832,31.14,45.702,44.335,"Class1","U"
45.773,73,59.486,59.33,2.165,45,21.83,17.455,93.866,77.869,"Class5","T"
27.632,56,40.642,49.873,86.987,51,55.204,28.815,95.972,72.409,"Class5","Y"
47.959,5,29.421,44.561,70.1,39,46.862,70.94,82.114,82.132,"Class4","L"
51.224,6,50.938,28.919,65.077,47,50.031,62.345,79.452,36.904,"Class4","J"
26.335,83,16.274,20.553,44.92,80,67.831,85.165,76.169,83.507,"Class2","T"
55.548,6,58.52,50.479,68.293,35,44.937,44.811,57.132,45.548,"Class4","E"
63.069,58,34.202,86.755,87.828,56,92.647,NA,13.168,59.664,"Class1","R"
64.366,63,20.246,3.082,36.329,93,43.511,63.07,46.142,72.24,"Class3","W"
55.83,6,43.287,28.785,74.083,51,50.86,37.238,72.991,48.596,"Class4","J"
-13.314,66,49.439,61.228,74.389,66,14.201,-6.424,73.035,61.832,"Class5","J"
22.7,49,31.521,48.001,77.395,67,62.52,4.812,68.091,79.4,"Class5","G"
17.499,59,30.286,45.777,35.845,68,37.563,42.384,78.317,55.503,"Class5","P"
29.125,37,50.081,55.317,45.233,70,58.657,36.9,88.259,75.519,"Class5","T"
37.722,89,46.105,27.291,36.991,54,42.01,80.499,52.32,86.835,"Class2","M"
57.828,5,41.762,14.644,67.594,62,12.261,30.763,55.817,41.995,"Class4","L"
66.108,34,33.086,86.045,66.619,57,73.431,30.73,25.37,28.027,"Class1","U"
54.779,54,35.365,86.892,49.527,62,60.539,35.81,48.272,32.706,"Class1","U"
50.797,67,7.471,31.544,34.152,59,55.362,NA,40.624,67.695,"Class3","A"
87.811,81,45.116,19.355,35.298,49,48.155,83.463,60.836,58.016,"Class2","C"
26.521,78,80.029,17.554,37.094,74,46.847,83.808,58.109,39.925,"Class2","S"
88.85,39,36.812,40.389,69.157,60,56.09,95.423,81.634,52.416,"Class5","J"
54.087,7,29.383,39.075,73.903,59,36.389,54.766,55.987,35.489,"Class4","L"
50.648,51,34.797,52.04,95.358,58,14.293,32.904,86.587,69.588,"Class5","T"
55.291,7,50.987,45.941,73.258,65,23.991,NA,77.619,55.018,"Class4","L"
37.127,63,17.808,93.089,32.443,61,43.297,59.684,84.99,58.537,"Class3","V"
84.261,74,37.685,7.869,41.352,52,56.804,90.179,73.943,72.151,"Class2","G"
51.266,6,38.029,38.756,65.221,55,21.164,32.345,80.598,14.616,"Class4","E"
100.991,86,44.49,10.276,46.742,56,45.126,85.422,67.944,43.956,"Class2","M"
36.923,52,58.541,38.781,95.381,63,69.811,44.558,76.733,77.317,"Class5","J"
76.906,42,30.477,86.179,43.926,71,86.607,28.965,25.339,-8.843,"Class1","V"
69.225,38,31.045,37.921,1.567,49,59.336,NA,76.801,54.358,"Class5","T"
50.611,5,45.786,41.399,63.503,34,7.295,58.066,77.212,51.182,"Class4","L"
87.721,NA,29.242,86.632,46.03,54,55.436,29.134,41.591,70.848,"Class1","V"
24.678,79,33.582,31.288,37.408,50,65.539,92.331,51.368,47.163,"Class2","G"
16.9,63,20.76,22.722,36.023,60,30.087,61.677,30.067,66.649,"Class3","S"
63.737,6,34.588,42.045,64.772,40,25.251,54.683,76.039,47.797,"Class4","E"
37.615,51,29.908,31.835,80.226,67,39.763,37.905,76.976,69.299,"Class5","P"
27.981,53,42.754,55.336,53.985,47,73.27,59.337,64.71,54.348,"Class5","T"
50.393,7,42.025,55.329,74.824,63,49.879,64.793,72.589,31.736,"Class4","J"
54.91,7,55.681,28.501,73.666,44,27.009,35.785,69.996,16.268,"Class4","B"
49.376,59,27.879,59.295,44.851,50,21.248,39.8,59.391,43.71,"Class5","G"
68.701,68,15.054,5.939,36.169,67,28.636,59.602,85.205,74.308,"Class3","W"
59.924,6,32.674,30.124,74.706,62,35.647,58.217,78.578,62.136,"Class4","L"
51.816,67,4.102,80.198,33.254,60,41.609,61.934,60.24,70.503,"Class3","W"
81.097,49,28.285,86.514,40.153,52,59.744,31.98,9.482,13.441,"Class1","U"
56.895,6,55.296,41.275,70.404,43,42.627,23.746,70.033,60.68,"Class4","L"
42.497,63,18.903,43.868,34.929,55,48.295,62.281,73.627,64.587,"Class3","V"
47.284,5,33.077,33.251,72.463,63,34.478,37.707,43.438,38.773,"Class4","B"
57.799,70,31.021,86.844,65.79,73,64.756,24.344,19.399,71.96,"Class1","P"
53.123,7,36.797,30.498,74.252,34,33.484,27.431,43.262,56.522,"Class4","L"
41.906,68,28.005,75.182,30.343,54,40.648,55.324,72.067,61.002,"Class5","T"
76.302,NA,31.946,86.622,72.2,70,57.412,37.831,40.322,76.569,"Class1","P"
80.9,64,45.836,48.019,94.533,60,17.715,48.213,83.198,52.273,"Class5","Y"
74.823,34,28.475,87.077,41.27,73,65.398,28.961,45.494,64.767,"Class1","E"
52.144,6,44.254,21.416,70.5,62,33.759,39.851,49.508,39.67,"Class4","B"
27.74,66,22.694,26.836,32.748,80,39.605,59.895,38.718,58.312,"Class3","S"
-31.885,39,41.278,61.102,63.059,66,45.928,63.01,60.795,91.849,"Class5","Y"
88.085,84,43.619,22.192,39.835,58,44.634,83.672,55.985,90.655,"Class2","T"
55.66,NA,48.279,33.362,74.303,29,21.863,36.631,63.341,57.72,"Class4","L"
56.876,5,32.046,-5.161,74.048,35,13.494,59.971,64.299,36.336,"Class4","L"
19.2,67,11.172,81.922,32.772,69,55.324,62.242,59.224,80.137,"Class3","A"
52.049,68,9.373,91.675,34.185,62,31.686,62.421,50.036,57.348,"Class3","I"
67.597,61,33.62,55.613,98.674,48,26.855,70.699,85.543,87.082,"Class5","P"
70.911,65,28.3,86.377,32.67,72,60.303,25.249,15.819,-6.853,"Class1","V"
54.162,7,42.864,22.486,73.032,61,40.828,42.668,54.808,51.332,"Class4","L"
1.175,82,26.111,21.777,45.121,82,45.401,83.103,56.294,53.938,"Class2","M"
49.639,54,29.481,86.412,28.739,83,87.122,33.339,24.208,81.317,"Class1","R"
56.68,5,35.48,44.751,66.954,44,8.798,62.54,85.619,62.149,"Class4","F"
71.751,49,33.533,86.073,35.409,70,77.415,32.981,23.77,20.873,"Class1","E"
61.598,92,74.833,29.211,42.477,69,63.683,89.242,60.505,18.073,"Class2","C"
23.658,51,30.222,29.817,36.858,68,42.763,69.314,84.08,79.025,"Class5","Y"
68.283,NA,17.101,23.109,38.658,55,62.164,88.423,67.405,26.891,"Class2","M"
-7.442,63,5.739,48.883,34.765,80,42.882,60.855,83.179,73.956,"Class3","S"
12.451,49,31.388,56.425,66.119,50,16.332,30.64,95.847,73.496,"Class5","P"
38.954,40,44.697,56.178,50.715,57,59.241,56.353,89.471,82.163,"Class5","G"
30.086,85,35.385,36.879,51.934,54,33.184,71.988,82.592,78.904,"Class5","T"
56.097,63,15.451,69.458,35.759,88,38.643,60.757,68.071,56.001,"Class3","A"
9.887,63,26.934,57.173,6.359,66,54.424,69.699,65.626,84.337,"Class5","J"
33.89,59,26.502,66.82,13.125,67,39.343,114.416,91.057,56.845,"Class5","G"
57.511,NA,31.213,39.387,66.94,62,48.996,25.665,63.32,37.107,"Class4","F"
38.795,68,21.231,86.164,34.528,85,48.118,58.688,73.091,66.331,"Class3","W"
54.572,5,37.357,35.243,68.724,42,40.178,49.702,64.34,57.464,"Class4","F"
50.681,43,35.813,86.632,26.088,67,93.961,33.699,32.771,76.982,"Class1","R"
26.062,46,41.204,53.766,33.685,68,16.48,17.569,93.74,66.665,"Class5","P"
