"XAV1","FJW2","AFV3","Output6","PNS4","UXD5","QSY6","XGK7","LBV8","HGE9","WSX10","PVB11","TXH12"
22.426,16.934,70.391,"Class2","J","J",17,30,47.253,40.175,68.805,76.876,53.455
68.781,69.115,41.343,"Class1","G","Q",55,51,34.479,26.762,96.632,65.055,82.171
56.172,40.073,23.578,"Class3","S","O",42,17,81.316,31.08,39.767,29.753,81.175
25.692,6.393,32.184,"Class5","I","K",50,89,59.851,43.316,30.495,37.53,32.902
60.319,57.169,74.101,"Class1","D","Q",47,52,61.891,27.915,73.285,41.106,79.021
52.981,41.388,97.338,"Class4","S","Z",61,56,45.632,53.642,52.436,43.566,3.017
39.77,18.608,50.694,"Class2","D","P",24,49,50.018,31.194,53.679,82.528,65.569
24.451,12.347,37.718,"Class5","Y","K",52,85,72.478,44.429,36.968,35.116,21.285
53.543,48.6,62.358,"Class4","S","J",62,60,75.162,52.557,79.029,69.686,3.716
59.443,43.187,64.769,"Class4","G","J",65,40,75.45,53.343,47.375,36.799,1.12
74.105,42.101,16.175,"Class3","K","J",47,35,79.305,50.767,30.599,48.837,79.873
24.839,67.384,56.107,"Class2","J","S",11,47,36.725,23.87,68.017,7.093,63.312
64.356,63.664,39.556,"Class1","X","N",75,49,46.255,26.216,57.588,36.977,75.784
35.693,29.993,31.535,"Class2","D","S",20,83,45.364,57.065,85.691,36.894,48.929
39.795,20.197,46.337,"Class5","I","Z",49,87,28.285,12.631,52.557,35.176,38.028
14.03,23.06,59.392,"Class5","D","P",49,87,36.191,43.645,34.776,34.677,31.515
80.525,75.465,59.588,"Class1","L","Q",66,48,49.219,28.232,55.917,21.818,82.691
40.372,20.179,24.462,"Class2","F","P",10,21,38.935,27.27,48.034,78.386,62.849
61.678,40.544,49.896,"Class4","G","I",64,42,78.046,53.666,65.544,44.397,2.524
5.912,NA,50.68,"Class5","I","P",51,87,50.766,20.461,21.377,31.887,49.829
18.331,33.028,12.448,"Class2","H","Y",12,42,41.587,43.987,79.702,93.658,56.392
56.006,39.278,92.668,"Class4","G","S",64,58,15.243,53.796,50.069,55.342,0.356
68.075,42.688,17.898,"Class3","S","S",37,43,81.712,43.422,16.079,50.606,99.803
74.068,73.728,78.234,"Class1","U","Q",68,50,36.874,25.006,38.565,34.992,84.099
72.219,50.072,83.073,"Class1","D","D",75,49,22.158,26.835,36.272,9.568,72.531
57.525,79.285,53.329,"Class1","G","N",46,52,40.398,25.765,38.516,51.443,81.368
43.134,30.421,40.778,"Class2","F","J",8,48,44.834,42.734,68.188,75.323,52.206
61.75,45.193,90.755,"Class4","G","J",64,52,12.058,55.809,28.061,91.538,3.657
57.996,69.245,83.852,"Class1","G","K",42,48,19.904,25.719,64.902,53.745,81.331
80.583,67.27,34.267,"Class1","U","Q",47,52,41.812,29.633,65.28,60.283,83.963
66.17,69.938,80.133,"Class1","G","N",66,49,38.529,28.504,52.385,59.294,83.982
34.904,6.824,7.857,"Class2","K","Y",26,56,41.268,28.858,52.269,76.583,52.9
59.748,57.88,86.291,"Class1","D","Q",79,48,29.933,25.714,24.513,63.409,84.092
24.561,-4.05,1.661,"Class2","K","Y",17,65,43.486,45.277,80.715,67.366,52.094
66.74,32.965,95.887,"Class4","S","B",62,55,28.699,55.38,61.117,44.614,2.101
68.29,72.016,36.559,"Class1","X","N",42,47,40.137,26.099,10.877,38.651,81.641
16.559,14.43,43.858,"Class5","Y","K",52,87,21.659,10.468,22.741,31.611,10.461
32.961,8.116,32.759,"Class5","S","F",52,88,66.228,23.968,35.352,38.473,15.6
25.125,53.559,94.746,"Class2","K","S",13,27,49.554,23.583,74.024,107.723,51.986
64.965,65.719,81.282,"Class1","D","N",80,49,21.469,26.543,54.149,19.722,73.212
67.019,51.353,24.996,"Class3","Q","O",42,31,85.425,49.119,19.956,4.683,113.085
61.878,42.337,23.473,"Class3","C","F",47,36,82.865,44.802,57.532,34.27,81.478
26.199,20.473,58.628,"Class5","Y","F",51,89,61.432,38.901,6.201,32.79,31.087
54.323,40.851,77.364,"Class4","F","I",65,48,77.256,55.623,70.706,45.409,3.55
71.713,68.126,88.828,"Class1","X","N",80,48,20.387,25.464,22.107,71.796,76.68
64.38,40.77,68.391,"Class4","U","S",61,52,51.63,52.487,45.111,37.86,2.931
68.477,NA,76.128,"Class4","U","Z",61,45,14.057,55.835,76.142,45.854,2.194
9.146,19.608,36.999,"Class5","N","X",54,89,73.31,54.054,22.308,34.083,23.421
84.45,48.514,32.366,"Class3","C","Y",43,28,86.916,27.432,44.964,50.535,85.701
29.481,40.599,65.685,"Class2","D","J",12,64,49.899,32.45,67.86,82.566,47.611
65.761,40.466,91.692,"Class4","F","I",61,48,29.313,54.905,74.301,69.855,1.973
77.439,14.166,52.296,"Class5","N","Z",54,85,59.329,44.423,33.394,37.567,22.545
45.035,13.79,52.192,"Class5","S","K",49,89,59.353,38.598,28.663,29.127,11.438
23.532,28.408,95.069,"Class2","K","J",18,80,40.311,42.428,70.305,66.832,54.127
63.148,12.243,37.928,"Class5","N","Z",52,88,36.017,30.832,26.233,31.004,23.735
29.66,31.024,7.416,"Class2","J","J",22,65,40.669,53.497,64.55,73.158,57.611
71.188,70.013,74.881,"Class1","X","N",74,50,27.368,29.331,70.863,50.389,80.407
66.169,55.306,53.591,"Class1","U","L",53,49,63.011,25.067,60.583,-28.056,80.485
14.988,23.882,51.64,"Class5","S","F",49,88,61.007,18.548,33.582,34.444,6.947
80.958,47.923,15.911,"Class3","C","F",41,20,81.517,28.195,48.781,34.724,78.652
26.693,62.951,24.036,"Class2","F","S",15,22,36.525,46.689,56.697,75.936,56.326
68.731,46.71,28.931,"Class3","S","F",44,17,87.908,34.825,39.964,21.354,80.706
75.528,42.735,21.451,"Class3","S","O",47,40,85.603,15.588,22.244,34.315,79.104
8.744,7.352,33.557,"Class5","Y","F",51,88,19.928,41.481,31.997,31.92,18.519
84.101,41.486,32.932,"Class3","Q","J",39,17,80.174,28.045,21.303,63.845,72.202
62.383,43.832,80.231,"Class4","F","Z",61,52,11.813,53.863,64.614,93.975,2.795
61.429,29.708,64.966,"Class4","H","Z",63,56,50.554,52.446,43.622,86.478,4.213
64.756,52.292,77.207,"Class1","L","Q",54,50,30.651,29.342,66.963,92.013,83.533
40.662,62.439,66.863,"Class2","D","Z",22,21,39.617,48.8,83.538,61.938,65.569
35.744,15.174,38.155,"Class5","Y","X",51,85,27.755,48.453,52.291,33.404,33.379
83.026,21.775,17.431,"Class3","S","S",44,26,79.06,40.456,61.59,34.159,76.847
46.616,13.896,85.305,"Class2","J","Z",27,67,43.361,31.276,48.587,73.344,50.94
60.17,38.123,86.431,"Class4","H","I",63,47,59.397,51.797,67.71,18.457,3.884
83.581,37.366,18.047,"Class3","Q","Y",41,24,82.252,29.061,51.345,35.108,72.932
55.886,39.455,48.124,"Class4","F","I",62,56,34.785,52.114,50.568,63.837,1.029
81.982,48.471,40.973,"Class1","L","Q",85,48,48.507,29.917,10.667,28.745,79.868
74.579,69.612,70.03,"Class1","D","Q",86,49,63.292,29.153,5.672,-4.089,80.437
30.856,46.015,83.517,"Class2","D","S",18,51,43.967,22.112,75.88,74.894,53.85
66.698,42.128,72.13,"Class4","F","I",65,40,41.586,54.7,62.817,77.422,1.768
60.399,63.703,76.208,"Class1","G","N",60,52,32.313,28.453,51.401,30.748,77.028
32.414,68.628,78.667,"Class2","K","Z",11,62,36.196,24.588,73.248,46.243,63.461
39.054,50.256,67.001,"Class2","H","Y",19,78,44.79,42.916,96.658,103.208,67.233
12.464,11.241,34.26,"Class5","D","K",53,88,54.736,26.158,11.808,33.653,13.567
57.999,12.292,32.601,"Class5","I","P",50,89,16.878,31.802,21.193,32.956,52.424
64.808,41.387,85.414,"Class4","G","S",62,44,43.714,52.06,43.879,59.541,1.314
38.09,53.971,23.507,"Class2","D","P",11,83,49.334,48.172,88.954,78.31,63.227
NA,40.232,78.967,"Class4","S","J",61,50,35.877,52.439,51.57,52.106,3.824
40.927,15.144,45.953,"Class5","D","K",52,87,34.902,46.663,22.256,36.107,33.345
78.598,39.256,28.069,"Class3","I","F",40,40,85.69,16.075,22.607,47.248,83.67
32.993,31.186,15.385,"Class2","K","Z",11,52,36.594,41.44,90.125,64.698,52.91
75.152,75.293,76.907,"Class1","G","N",46,50,55.991,26.73,71.179,67.453,77.282
37.714,48.135,74.084,"Class2","J","P",10,80,41.286,31.033,50.884,64.977,56.457
21.109,12.584,69.744,"Class2","J","Z",27,30,36.152,46.211,66.062,71.312,76.689
70.161,39.152,47.264,"Class1","U","K",72,51,65.267,25.405,71.79,44.217,79.059
78.247,40.813,30.051,"Class3","K","O",41,44,86.493,50.888,18.769,46.746,97.801
67.814,78.505,34.57,"Class1","L","N",68,52,48.777,27.98,69.055,-6.345,82.714
63.858,40.757,62.984,"Class4","S","J",64,40,68.746,53.079,61.972,52.472,2.475
54.013,12.874,43.455,"Class5","I","P",52,87,16.961,24.644,35.422,31.463,54.845
42.329,35.384,74.535,"Class2","K","S",27,79,36.843,33.305,63.245,121.796,63.409
67.332,48.994,23.937,"Class3","I","F",47,40,84.287,30.055,43.782,44.193,75.506
76.134,82.653,51.358,"Class1","L","N",84,51,20.704,29.308,95.146,46.614,78.531
63.228,42.782,91.204,"Class4","U","Z",67,44,46.552,53.489,43.695,62.331,2.961
35.071,6.451,56.007,"Class5","D","X",50,88,30.3,13.818,26.975,33.866,32.362
77.34,39.861,24.704,"Class3","I","J",42,21,78.473,15.764,38.16,39.187,63.358
55.404,37.88,86.438,"Class4","F","S",65,52,63.15,51.508,75.102,53.354,2.589
67.449,NA,32.94,"Class5","Y","K",54,86,48.935,31.061,33.326,33.417,12.683
45.175,9.366,32.235,"Class5","Y","Z",50,88,71.298,22.252,39.869,31.451,46.084
84.022,27.525,21.571,"Class3","I","J",46,21,79.929,50.964,17.768,25.941,83.935
NA,30.007,72.823,"Class2","H","Y",19,39,40.948,35.484,72.072,67.433,67.328
51.848,42.532,83.398,"Class4","U","B",67,48,42.917,54.344,29.343,40.079,1.667
60.495,49.302,62.872,"Class4","F","Z",66,43,49.884,51.287,59.327,74.473,2.952
51.079,35.759,50.573,"Class4","G","B",66,57,73.643,51.192,57.954,70.924,2.311
62.084,17.988,46.822,"Class5","Y","F",54,89,61.435,34.221,26.263,31.862,39.995
59.263,36.465,57.544,"Class4","U","J",61,58,12.003,51.163,57.732,86.63,0.645
79.118,57.01,47.339,"Class1","L","K",73,48,24.144,25.007,43.793,46.92,83.852
72.623,14.857,47.64,"Class5","I","F",49,89,35.407,50.463,32.678,29.779,29.934
65.825,34.238,94.552,"Class4","H","J",63,54,71.17,54.671,72.27,79.657,1.869
57.869,46.172,80.397,"Class4","U","Z",65,39,40.526,51.376,56.62,43.074,2.91
79.685,NA,24.166,"Class3","Q","S",40,31,86.719,49.388,61.254,20.49,61.275
30.182,13.219,45.712,"Class5","N","F",51,87,62.903,23.808,31.776,30.073,14.684
77.964,79.489,46.954,"Class1","D","D",84,49,59.747,29.058,75.969,34.818,77.763
61.17,47.687,16.492,"Class3","K","S",41,40,78.686,49.638,1.686,30.118,67.072
76.652,12.145,60.281,"Class5","N","X",52,87,16.624,50.127,32.235,34.766,9.756
36.982,16.432,38.656,"Class5","S","Z",51,85,30.016,36.555,38.365,31.53,25.806
24.894,32.64,89.426,"Class2","F","J",15,58,42.324,38.032,44.726,67.715,55.577
63.516,45.332,21.605,"Class3","I","O",45,22,78.087,37.716,37.535,50.449,84.162
13.642,33.627,83.755,"Class2","J","Z",11,73,43.03,48.54,76.544,45.756,36.112
29.426,43.697,48.051,"Class2","K","P",19,21,36.405,30.326,83.443,10.106,51.323
74.134,45.854,31.546,"Class3","K","S",38,24,85.275,49.337,-12.314,27.951,75.951
65.562,42.4,90.345,"Class4","G","Z",66,58,68.696,55.76,60.348,63.587,2.909
65.218,44.427,18.119,"Class3","Q","S",39,39,82.859,34.589,9.454,48.87,78.132
51.486,47.161,65.729,"Class4","S","B",61,46,27.034,53.035,49.852,62.758,3.169
66.37,48.338,29.225,"Class3","Q","S",44,24,78.887,22.885,33.465,71.032,80.573
56.22,41.156,62.848,"Class4","H","S",64,55,26.082,54.996,49.071,94.919,2.173
18.761,6.256,50.846,"Class5","I","X",50,86,27.643,45.113,25.94,30.208,29.055
81.722,39.189,30.192,"Class3","S","S",42,37,82.947,26.887,44.093,43.168,89.547
55.29,47.652,59.454,"Class4","H","J",66,39,16.684,51.633,58.715,46.356,3.354
8.15,7.86,57.082,"Class5","Y","P",51,89,70.011,27.502,39.655,29.174,54.162
84.729,63.775,18.165,"Class3","I","Y",38,42,86.966,27.715,14.28,31.034,79.821
35.525,44.714,38.638,"Class2","D","S",23,32,48.4,51.407,86.157,78.625,53.186
38.527,9.767,86.181,"Class2","H","J",13,46,48.126,51.194,62.773,39.776,66.949
65.23,19.248,59.325,"Class5","N","X",51,88,40.426,45.549,51.013,37.254,40.421
34.399,15.732,60.509,"Class5","Y","F",50,85,38.195,38.883,32.647,33.742,27.714
57.926,26.842,30.383,"Class3","S","O",44,23,80.91,38.054,26.1,31.916,73.535
55.774,38.443,89.855,"Class4","F","S",62,40,51.441,51.895,48.092,75.886,3.961
60.242,2.153,37.685,"Class5","I","F",49,85,15.087,34.081,31.331,28.915,14.08
13.861,24.527,20.054,"Class2","F","S",14,37,43.163,50.415,71.93,42.851,55.974
NA,18.01,42.044,"Class5","Y","F",52,88,76.836,9.312,34.219,36.513,36.722
61.937,9.31,35.382,"Class5","I","F",51,88,39.936,12.018,22.917,36.129,54.119
74.178,36.498,22.88,"Class3","S","O",44,38,85.863,28.943,32.05,16.938,87.093
68.615,55.588,16.867,"Class3","I","O",43,38,83.954,36.505,46.95,31.076,74.637
5.89,18.16,31.273,"Class5","Y","K",54,87,48.665,30.319,28.788,32.907,24.235
30.542,7.688,68.246,"Class2","F","Z",21,74,50.073,43.148,66.749,62.407,60.244
NA,81.559,43.501,"Class1","X","D",81,48,52.578,27.379,33.947,20.863,86.188
51.094,39.506,62.448,"Class4","U","S",66,43,53.194,51.29,54.351,74.813,3.376
55.57,35.119,94.061,"Class4","F","I",63,58,72.018,52.294,46.163,82.356,2.631
64.788,40.451,58.412,"Class4","G","I",62,50,48.526,53.431,63.956,91.646,2.707
54.845,43.053,52.536,"Class4","S","I",65,60,24.214,54.062,66.55,55.129,1.293
16.076,29.875,60.655,"Class2","H","P",17,27,38.733,23.03,97.354,60.688,68.56
32.685,68.282,43.151,"Class2","F","P",20,64,43.476,23.329,41.653,14.336,62.297
61.555,39.173,32.948,"Class3","I","Y",44,43,78.285,31.367,7.58,30.793,68.259
57.38,38.314,89.516,"Class4","F","B",67,61,74.537,55.937,48.464,63.262,1.696
37.31,4.109,36.833,"Class2","K","P",10,52,36.332,24.812,63.153,89.805,53.907
72.42,81.531,75.079,"Class1","X","K",78,50,49.151,29.745,74.813,60.157,76.356
44.347,21.028,49.08,"Class2","D","P",22,75,36.5,22.094,50.564,36.289,59.621
57.365,8.874,40.866,"Class5","I","Z",52,87,52.476,20.04,30.661,34.357,55.464
38.425,10.644,52.269,"Class5","Y","P",50,86,46.002,9.33,28.726,31.86,33.324
56.115,36.836,89.902,"Class4","S","Z",64,52,78.612,52.91,52.485,100.542,1.3
65.708,47.289,77.475,"Class4","U","J",62,47,34.504,55.678,44.792,68.248,2.378
71.142,49.947,63.097,"Class1","G","L",59,51,32.141,25.535,30.815,54.071,76.858
68.501,14.03,42.552,"Class5","D","X",54,85,9.685,46.363,26.376,31.152,18.975
76.404,NA,18.461,"Class3","C","S",43,28,86.096,28.85,48.327,33.499,92.216
59.927,14.255,50.006,"Class5","D","Z",50,88,18.04,16.73,17.717,32.084,33.988
NA,50.503,50.53,"Class1","L","D",76,49,21.683,29.404,22.584,36.662,77.292
79.133,42.37,31.261,"Class3","Q","J",45,41,81.475,28.393,26.238,18.896,76.657
74.626,30.037,16.064,"Class3","S","Y",42,29,84.102,23.214,78.966,26.062,70.726
27.731,49.542,85.53,"Class2","F","Y",17,50,38.809,43.195,68.378,79.011,59.676
56.721,44.583,92.832,"Class4","F","Z",61,60,59.009,52.723,57.027,31.076,3.789
55.6,43.489,61.072,"Class4","G","Z",64,52,61.776,53.308,60.349,37.587,0.567
68.846,38.804,59.805,"Class4","F","J",66,59,68.559,55.884,62.509,72.567,2.448
29.76,51.244,14.12,"Class2","H","Z",10,57,45.276,30.842,85.019,37.413,61.914
38.049,8.622,58.639,"Class5","I","K",52,86,47.595,15.003,36.833,34.353,7.325
55.081,35.551,70.765,"Class4","G","J",65,58,49.078,53.972,47.732,72.409,4.008
19.583,23.893,90.756,"Class2","D","S",8,72,45.659,31.684,92.041,90.747,57.76
66.17,104.54,71.012,"Class1","G","N",71,49,34.159,26.313,39.462,13.296,81.865
58.144,36.82,75.37,"Class4","S","S",65,57,79.017,54.477,65.482,75.324,0.958
77.779,58.886,61.5,"Class1","G","D",47,47,42.162,29.124,92.786,10.288,79.532
75.758,73.827,85.221,"Class1","D","N",50,52,20.052,27.253,62.064,24.285,77.399
56.188,60.726,87.214,"Class1","G","K",74,50,30.214,27.434,47.957,17.335,76.84
62.163,55.122,27.182,"Class3","I","F",37,41,85.511,43.517,32.094,46.192,77.96
NA,23.595,47.891,"Class5","Y","K",53,88,18.78,21.023,14.382,28.572,30.05
74.802,77.629,48.95,"Class1","L","K",44,52,53.428,26.172,19.96,31.324,75.152
75.173,NA,75.725,"Class1","L","K",52,51,51.126,25.598,48.616,39.786,77.113
52.622,11.212,45.863,"Class5","Y","P",54,89,34.171,52.874,29.992,36.738,9.827
78.623,28.667,29.218,"Class3","I","J",40,30,87.833,24.81,43.403,27.268,85.666
64.48,49.845,43.808,"Class1","X","D",46,49,48.08,27.709,51.684,37.955,82.879
27.146,46.607,3.343,"Class2","F","S",17,65,47.94,34.384,38.457,40.429,58.692
64.036,36.036,17.16,"Class3","S","F",43,35,86.609,14.53,39.01,53.312,72.724
80.191,46.048,15.588,"Class3","I","S",37,18,85.936,40.172,25.079,61.512,67.599
65.996,51.69,21.529,"Class3","S","J",47,24,80.457,28.545,48.655,48.083,87.784
63.805,38.449,81.484,"Class4","F","I",66,45,22.861,53.784,65.178,49.186,2.451
56.03,40.931,21.298,"Class3","C","O",43,30,86.157,21.01,31.138,59.452,85.841
43.802,50.484,38.36,"Class2","H","Y",11,79,41.089,45.877,64.788,107.933,49.381
62.744,41.485,92.971,"Class4","S","I",65,45,27.618,51.036,46.813,61.31,2.886
60.376,57.608,40.369,"Class1","G","K",86,48,46.479,27.608,30.635,81.406,87.556
42.266,47.551,80.37,"Class2","K","P",19,31,47.333,29.697,62.561,64.257,46.501
54.625,52.42,50.877,"Class1","G","L",53,52,32.69,27.05,88.646,88.549,79.793
20.006,13.604,42.741,"Class5","N","X",54,87,20.542,11.012,29.709,34.723,50.17
54.49,42.595,80.877,"Class4","U","J",66,59,67.009,54.368,66.897,44.649,3.865
53.942,40.391,94.522,"Class4","U","I",64,56,54.019,51.411,52.063,75.656,0.731
32.678,45.548,55.246,"Class2","D","S",18,79,49.344,37.26,65.364,74.524,55.194
73.625,51.514,19.636,"Class3","I","S",47,35,85.71,49.49,0.994,37.95,82.282
59.911,11.153,55.487,"Class5","S","Z",54,87,65.295,15.541,26.255,33.931,42.615
68.275,65.453,63.04,"Class1","X","Q",47,50,53.66,26.459,31.444,33.916,82.462
56.893,37.918,63.494,"Class4","H","S",66,60,17.867,51.649,71.287,66.034,3.613
58.13,17.787,48.272,"Class5","I","X",54,85,75.71,8.978,37.51,34.986,26.584
56.973,41.577,25.216,"Class3","K","S",44,31,79.793,34.079,38.8,38.583,86.148
58.287,51.438,24.868,"Class3","K","O",46,26,86.973,29.526,34.512,39.626,61.027
55.558,38.554,72.941,"Class4","G","J",62,57,52.484,52.36,81.311,33.084,1.97
23.757,39.355,92.569,"Class2","K","J",17,83,50.702,59.971,68.685,76.686,57.449
22.888,8.016,33.586,"Class5","I","F",50,87,70.723,13.351,38.259,33.897,23.677
52.083,39.814,81.04,"Class4","F","B",66,39,18.312,55.189,51.507,40.701,2.511
37.606,38.863,5.414,"Class2","J","J",18,61,44.945,49.117,71.141,81.07,55.68
77.82,36.375,15.398,"Class3","I","F",43,21,78.038,49.751,38.42,57.779,88.412
66.491,65.384,84.05,"Class1","U","Q",70,52,53.399,25.746,68.206,33.632,79.05
75.07,43.553,32.105,"Class3","S","S",47,47,79.931,26.9,66.884,45.391,89.069
13.858,7.293,42.623,"Class5","Y","X",53,85,70.49,20.387,26.239,29.924,21.148
51.543,43.714,62.721,"Class4","H","S",62,50,19.439,55.672,81.952,42.448,1.272
26.956,25.335,14.17,"Class2","D","Z",10,61,47.766,56.667,103.346,51.537,54.798
52.074,NA,50.404,"Class5","Y","F",49,88,24.256,47.276,26.015,32.257,23.38
56.706,62.146,68.83,"Class1","D","Q",47,47,65.898,26.167,36.557,31.689,83.193
NA,28.576,37.7,"Class2","D","S",18,78,46.388,36.504,83.436,-7.277,67.898
32.556,54.133,52.24,"Class2","D","S",11,50,50.398,49.239,67.864,51.942,58.623
75.891,60.97,81.89,"Class1","U","D",86,48,21.436,28.203,80.61,-3.721,76.413
58.77,37.46,28.469,"Class3","Q","S",46,33,78.733,15.926,37.609,46.36,70.69
54.722,38.146,92,"Class4","G","I",66,41,13.469,53.972,51.002,23.478,2.556
81.874,70.027,49.231,"Class1","G","Q",64,49,40.831,25.15,35.67,-0.086,70.396
39.94,45.507,84.58,"Class2","D","J",24,82,44.486,27.719,55.958,98.123,52.225
68.95,45.616,27.063,"Class3","K","F",44,39,79.581,22.813,28.787,42.565,75.483
15.014,71.828,9.379,"Class2","J","P",19,70,43.785,32.896,81.085,61.244,56.469
18.274,40.158,85.262,"Class2","F","J",27,57,44.617,27.595,67.423,105.466,59.891
75.005,71.6,45.676,"Class1","D","D",78,51,40.004,27.397,36.406,47.892,82.133
75.756,76.224,71.337,"Class1","D","K",55,50,59.316,27.436,8.802,36.906,75.057
51.323,45.295,93.397,"Class4","F","Z",63,52,19.965,53.274,56.972,75.038,1.979
56.451,49.792,16.494,"Class3","Q","O",46,38,78.226,40.517,17.885,36.81,83.503
62.333,NA,30.891,"Class3","C","Y",37,46,86.686,20.936,39.309,20.632,84.457
71.644,80.099,64.983,"Class1","L","K",86,52,26.281,27.245,9.144,53.268,80.51
74.217,70.657,41.787,"Class1","U","K",51,48,22.75,29.565,36.688,57.042,80.11
55.301,40.612,80.087,"Class4","U","J",61,52,44.439,53.669,72.31,92.298,3.445
81.536,34.559,28.867,"Class3","I","Y",42,17,84.479,23.585,9.542,72.218,86.785
41.346,-3.826,64.469,"Class2","K","S",21,73,45.177,32.73,61.553,89.314,57.159
79.203,69.772,48.933,"Class1","G","D",45,48,42.102,28.237,84.861,56.078,79.972
28.092,7.202,56.467,"Class2","K","J",22,61,49.233,26.738,64.664,63.551,59.885
67.924,37.344,63.716,"Class4","H","Z",67,44,77.54,55.642,70.731,64.691,2.329
73.742,18.991,34.478,"Class5","Y","Z",52,89,56.86,51.559,39.165,35.007,19.855
67.528,33.921,52.036,"Class4","U","S",61,50,30.426,54.015,72.106,32.925,2.79
13.298,51.097,69.124,"Class2","H","J",24,62,50.447,28.051,48.826,44.038,52.36
63.771,39.883,72.521,"Class4","H","I",61,47,22.857,55.978,65.289,37.803,1.595
34.272,15.247,47.928,"Class5","I","P",53,86,54.501,13.02,25.568,31.253,33.251
23.372,54.886,86.183,"Class2","H","P",14,72,45.961,23.682,74.229,63.238,61.753
NA,24.948,43.78,"Class5","D","Z",52,88,45.337,42.813,19.861,28.403,44.833
39.582,39.289,3.07,"Class2","H","P",10,36,39.03,32.853,78.823,52.821,52.951
56.453,45.399,19.702,"Class3","Q","O",42,17,78.425,37.103,51.954,4.298,79.635
18.462,32.53,90.816,"Class2","F","Z",25,67,50.582,27.362,73.242,63.005,64.312
26.554,13.801,40.205,"Class5","I","K",52,85,38.87,17.977,37.377,36.12,39.248
76.183,35.982,17.026,"Class3","Q","F",39,38,86.44,48.453,15.23,36.322,72.433
NA,37.46,95.357,"Class4","G","I",63,46,11.007,55.635,43.358,61.409,1.112
27.782,49.66,74.606,"Class2","K","Y",21,31,43.96,24.035,71.15,43.316,53.011
62.565,24.574,50.691,"Class5","S","P",53,85,28.916,51.013,33.399,36.338,16.952
63.32,51.685,93.628,"Class4","U","J",63,58,32.258,52.937,77.359,60.809,2.284
6.981,19.577,34.274,"Class5","Y","K",50,86,8.21,24.091,6.038,34.532,33.622
35.346,38.522,73.526,"Class2","J","Y",16,44,47.123,38.47,68.709,84.29,60.416
62.138,38.393,16.72,"Class3","I","J",45,37,85.667,20.335,43.822,9.237,88.368
66.312,74.045,36.316,"Class1","U","L",78,47,61.167,28.452,20.925,39.818,77.051
38.142,26.13,19.725,"Class2","H","J",14,38,37.233,58.682,63.631,25.129,57.933
59.713,53.909,23.198,"Class3","I","O",43,45,80.099,37.077,23.257,39.639,71.28
52.856,35.971,70.428,"Class4","F","Z",67,57,45.544,51.374,98.355,46.367,2.838
61.986,58.642,47.328,"Class1","U","K",45,48,64.776,26.934,40.8,21.157,83.379
64.515,39.657,59.076,"Class4","U","J",63,55,45.271,55.598,67.764,60.979,2.85
65.908,35.286,93.826,"Class4","G","I",64,43,59.13,54.22,43.832,79.502,1.208
67.675,39.551,77.796,"Class4","S","B",64,45,69.094,54.15,50.988,64.227,4.161
37.123,43.424,38.846,"Class2","D","P",20,68,39.088,25.743,65.684,62.442,51.629
65.743,40.439,28.104,"Class3","S","S",42,32,82.802,35.201,51.055,51.901,68.081
66.564,41.539,78.875,"Class1","X","N",41,52,54.954,28.488,60.731,57.496,88.114
58.549,70.84,70.679,"Class1","G","N",75,47,53.679,28.258,52.618,51.043,77.216
20.427,55.217,6.18,"Class2","D","P",24,77,42.497,45.654,53.962,60.797,55.391
74.188,48.293,23.637,"Class3","S","J",45,38,79.991,28.269,11.079,21.385,66.594
29.058,-11.502,18.61,"Class2","H","S",20,49,50.675,29.711,77.645,34.78,51.917
66.564,42.814,15.651,"Class3","S","J",46,20,84.502,29.266,40.075,46.449,75.472
65.605,53.449,67.373,"Class4","S","J",64,61,69.261,54.391,65.798,7.067,1.802
63.92,63.22,44.396,"Class1","D","N",81,49,22.88,28.277,67.476,104.585,75.666
44.56,NA,16.855,"Class2","H","Y",15,77,47.669,32.364,70.298,80.392,63.757
42.856,18.541,54.828,"Class5","D","Z",52,89,40.338,31.167,13.468,32.31,21.47
71.402,16.192,51.572,"Class5","N","K",53,88,30.994,24.139,43.013,33.214,23.903
NA,29.243,95.457,"Class2","H","J",20,41,44.865,59.944,80.293,14.225,52.374
84.071,54.713,15.441,"Class3","K","O",47,37,79.888,49.911,43.414,24.589,81.343
NA,55.917,27.23,"Class3","S","S",39,32,82.082,31.879,40.582,32.401,58.235
62.719,16.81,42.416,"Class5","Y","P",49,88,21.452,10.009,36.52,30.278,38.011
75.094,73.457,45.842,"Class1","D","K",38,49,52.362,26.09,37.613,39.232,87.028
32.474,44.325,41.43,"Class2","H","Z",23,83,44.457,46.501,57.363,77.233,58.77
NA,-6.335,57.215,"Class2","F","J",8,29,43.698,41.587,68.303,14.505,52.602
43.165,10.44,80.21,"Class2","H","S",15,48,41.821,22.173,69.316,49.435,51.751
64.158,17.52,54.933,"Class5","S","X",52,88,15.73,9.104,26.062,34.584,11.013
35.385,52.474,65.514,"Class2","H","Z",13,19,37.336,39.428,75.324,68.737,60.865
59.994,44.821,85.512,"Class4","H","S",64,51,42.072,51.393,61.884,49.406,2.06
83.839,39.242,15.149,"Class3","Q","S",47,28,79.05,30.575,23.495,33.405,84.256
72.511,58.269,88.185,"Class1","D","Q",42,50,25.148,29.642,18.867,7.929,82.405
