"PML1","GYO2","CJW3","UXF4","JUR5","KPQ6","SHU7","UTG8","MSG9","Output7","PMO10"
6,92.091,"Y",49.165,54.668,36.777,70.877,9.862,61.345,"Class2",50.76
13,100.767,"Y",20.785,57.445,36.24,71.768,45.274,57.3,"Class2",55.622
48,59.922,"Z",16.767,44.868,60.515,47.638,76.051,35.676,"Class1",66.561
47,69.942,"R",17.686,36.162,43.142,79.28,76.766,52.094,"Class1",45.997
47,83.118,"F",18.913,39.236,45.426,16.255,76.75,38.574,"Class1",34.814
47,43.592,"F",14.942,45.999,67.357,70.402,76.705,NA,"Class1",64.38
48,97.867,"R",15.079,45.257,29.758,44.406,76.946,41.136,"Class1",73.344
12,100.173,"K",29.254,55.99,42.359,92.331,-21.509,NA,"Class2",51.806
12,84.169,"C",56.863,56.987,37.856,92.888,22.553,41.907,"Class2",48.798
8,79.262,"K",80.45,54.663,46.734,83.011,20.64,41.706,"Class2",55.292
48,50.856,"Z",18.933,56.406,69.09,77.361,76.727,66.338,"Class1",60.697
14,83.757,"K",79.913,56.112,44.871,89.231,34.48,34.288,"Class2",52.513
47,43.27,"O",17.892,45.365,53.389,67.088,75.932,50.173,"Class1",50.197
48,126.291,"C",15.973,54.95,31.933,58.483,76.033,46.541,"Class1",40.084
48,84.718,"C",17.295,42.523,30.661,12.641,76.508,46.116,"Class1",16.04
48,69.566,"Z",16.966,40.684,59.375,55.089,76.297,46.666,"Class1",41.016
9,79.628,"C",43.85,54.673,62.613,63.55,39.044,61.468,"Class2",46.982
5,89.305,"C",17.575,58.566,50.848,65.888,39.443,68.125,"Class2",55.216
5,83.796,"U",65.009,56.897,45.87,87.255,42.961,75.568,"Class2",44.995
8,77.195,"U",45.05,55.868,40.606,87.851,26.752,64.386,"Class2",54.074
7,98.101,"K",57.744,54.698,69.088,88.267,67.41,67.646,"Class2",47.07
47,86,"Z",17.013,42.922,79.474,2.645,76.143,48.947,"Class1",1.191
48,55.654,"O",19.02,39.822,57.157,59.018,76.596,56.48,"Class1",47.581
11,91.263,"L",61.579,54.565,45.713,52.939,7.627,44.596,"Class2",43.316
47,51.336,"F",16.219,57.98,32.753,28.412,75.869,41.115,"Class1",10.067
48,35.874,"C",14.918,44.627,60.692,37.342,75.932,47.549,"Class1",29.828
47,62.036,"F",17.351,49.925,85.807,34.491,76.202,76.273,"Class1",21.325
47,67.233,"Z",15.778,45.581,69.68,27.211,76.568,69.648,"Class1",58.955
48,44.093,"C",16.107,47.155,72.383,1.184,76.593,41.803,"Class1",63.842
13,87.15,"Y",64.939,54.505,59.106,83.703,37.771,42.104,"Class2",48.262
47,NA,"R",14.702,48.138,49.838,34.619,76.197,32.973,"Class1",46.396
6,69.301,"Y",90.783,55.079,34.726,84.366,32.048,64.488,"Class2",55.172
6,93.771,"L",67.699,56.335,53.625,54.175,36.112,51.714,"Class2",54.714
47,63.067,"F",15.471,44.508,85.414,46.748,76.705,50.74,"Class1",52.312
14,63.665,"L",29.714,56.176,34.033,88.175,17.097,68.078,"Class2",55.246
11,69.849,"L",105.907,57.691,56.286,85.373,82.614,71.434,"Class2",54.697
48,48.913,"Z",16.295,42.701,52.123,56.249,76.158,73.458,"Class1",6.953
11,72.601,"K",72.128,58.749,70.62,82.534,64.359,32.704,"Class2",52.268
47,116.02,"F",16.566,55.397,58.485,13.495,76.949,48.635,"Class1",49.191
47,71.41,"R",18.005,48.529,65.115,12.293,76.403,36.09,"Class1",10.388
12,78.321,"K",91.465,56.383,54.049,53.554,56.781,73.657,"Class2",44.494
47,69.215,"C",18.037,38.859,73.994,3.613,76.108,61.248,"Class1",47.892
47,80.408,"R",17.462,47.164,59.851,64.058,76.189,68.54,"Class1",19.596
12,68.259,"K",63.928,56.638,67.035,52.832,68.665,45.433,"Class2",45.394
48,34.784,"C",18.534,40.283,80.335,34.895,76.944,67.342,"Class1",50.694
47,76.64,"C",16.975,49.081,63.856,30.047,76.259,42.255,"Class1",44.376
48,93.302,"Z",19.424,49.502,52.92,62.603,76.094,62.556,"Class1",7.829
47,60.539,"O",18.254,47.608,92.067,81.18,76.895,73.443,"Class1",62.621
48,93.203,"C",13.629,50.169,62.761,54.606,76.668,74.934,"Class1",46.51
48,24.175,"C",17.334,47.535,67.664,33.821,76.468,45.576,"Class1",6.593
48,103.98,"Z",17.088,51.718,57.416,52.357,76.517,50.904,"Class1",30.163
48,52.811,"O",19.831,32.593,36.542,22.963,76.894,NA,"Class1",59.586
47,49.607,"C",17.974,48.615,54.677,43.649,76.356,NA,"Class1",63.212
48,55.509,"O",18.876,49.224,28.871,60.824,76.441,40.166,"Class1",46.429
10,80.687,"U",59.282,56.412,40.974,59.608,39.856,62.425,"Class2",49.671
47,34.026,"O",15.852,38.539,82.536,5.535,75.808,44.156,"Class1",16.758
48,141.617,"R",18.259,41.827,87.636,17.882,76.315,64.045,"Class1",40.199
10,72.324,"C",70.654,56.356,47.576,84.319,34.824,66.914,"Class2",43.503
6,88.192,"L",39.483,54.418,69.087,68.607,59.045,NA,"Class2",44.061
6,72.415,"Y",48.994,57.101,52.061,57.396,70.834,49.263,"Class2",55.898
48,51.641,"C",16.551,48.601,55.828,73.516,77.081,72.609,"Class1",20.895
48,70.983,"C",18.295,49.583,33.72,64.53,76.301,58.248,"Class1",40.88
47,91.611,"C",18.349,40.834,59.821,76.66,76.712,NA,"Class1",61.031
9,92.043,"K",64.542,57.859,59.043,61.577,16.572,38.119,"Class2",53.659
47,27.052,"C",17.524,45.549,92.152,36.347,76.532,57.139,"Class1",23.959
5,82.37,"K",54.648,55.86,47.568,74.741,64.046,78.171,"Class2",43.923
47,-4.333,"F",18.343,40.066,84.203,18.312,75.917,65.902,"Class1",30.688
48,36.223,"C",16.774,38.724,63.248,34.666,76.034,34.947,"Class1",72.445
11,77.942,"U",69.834,54.674,62.105,72.099,45.119,73.13,"Class2",54.313
6,86.78,"K",38.314,55.159,34.817,89.698,21.634,71.824,"Class2",54.51
11,82.894,"Y",85.587,55.464,49.494,87.576,91.23,38.027,"Class2",51.634
48,39.57,"R",16.992,37.636,66.03,67.766,76.865,72.16,"Class1",53.83
48,53.672,"F",16.821,50.195,35.965,27.551,76.438,NA,"Class1",25.533
47,31.081,"F",17.972,47.447,37.793,5.67,77.083,56.252,"Class1",12.651
9,91.595,"L",13.224,55.845,42.064,55.993,40.462,42.225,"Class2",54.44
47,58.756,"O",14.808,40.102,34.608,4.69,76.206,70.227,"Class1",60.474
47,77.431,"O",16.558,35.499,69.192,14.056,76.883,61.166,"Class1",2.992
11,81.122,"C",79.303,54.885,68.171,92.99,60.362,27.467,"Class2",45.614
47,34.563,"O",17.349,46.858,41.39,78.471,76.456,51.562,"Class1",63.062
6,101.501,"C",32.329,55.493,65.873,91.456,31.378,79.231,"Class2",44.883
6,71.872,"C",33.736,54.294,71.915,65.951,46.915,NA,"Class2",53.568
6,69.14,"C",35.117,53.421,34.644,77.105,37.756,38.557,"Class2",45.215
48,61.973,"F",17.65,38.128,36.627,32.554,76.472,64.207,"Class1",50.276
13,NA,"Y",78.612,55.803,38.875,69.034,4.115,68.649,"Class2",44.43
14,85.494,"U",30.791,57.864,45.966,62.703,13.332,39.176,"Class2",51.572
14,76.688,"U",55.393,56.426,50.006,55.968,56.062,72.696,"Class2",52.756
9,74.226,"K",77.643,56.601,58.971,82.878,38.036,NA,"Class2",48.229
7,NA,"C",-5.259,54.032,67.042,79.796,70.665,62.003,"Class2",44.172
13,79.062,"U",79.561,54.07,40.297,91.771,14.181,63.51,"Class2",49.857
47,111.992,"C",15.714,61.655,73.566,72.445,76.705,69.558,"Class1",22.972
7,72.723,"L",67.314,54.64,58.713,57.419,68.898,32.895,"Class2",46.903
48,88.631,"C",17.182,42.714,58.666,68.461,76.104,43.384,"Class1",17.934
47,-8.814,"R",15.003,44.054,68.474,60.975,77.226,50.476,"Class1",58.808
47,44.801,"C",14.596,41.354,90.197,29.464,76.171,72.103,"Class1",43.28
47,39.033,"Z",16.659,47.721,83.553,54.297,76.526,63.807,"Class1",35.274
48,23.503,"R",15.31,51.192,70.314,54.591,76.734,37.273,"Class1",66.404
6,97.642,"C",38.971,57.565,51.209,74.661,80.484,28.272,"Class2",52.055
8,94.797,"Y",49.549,54.786,69.652,68.189,78.534,54.546,"Class2",43.121
8,NA,"Y",87.375,57.508,65.591,68.853,44.526,69.755,"Class2",53.095
11,93.531,"L",93.274,55.764,50.954,75.905,91.708,32.779,"Class2",55.347
47,30.011,"Z",15.376,40.307,47.221,41.609,76.536,41.677,"Class1",12.324
48,91.934,"R",17.366,49.312,29.968,15.662,77.097,40.422,"Class1",34.261
47,92.725,"F",17.615,37.186,44.569,64.928,76.011,42.678,"Class1",7.669
14,99.375,"U",60.903,56.178,51.58,83.051,21.713,75.89,"Class2",49.438
48,55.112,"F",17.133,46.932,65.811,52.165,76.244,50.085,"Class1",29.823
12,91.877,"C",80.187,52.66,51.2,70.464,54.451,NA,"Class2",47.012
48,NA,"Z",16.843,47.346,54.529,44.682,76.678,51.232,"Class1",5.771
48,78.592,"O",11.927,49.32,61.802,68.776,76.678,75.726,"Class1",42.099
5,105.371,"C",41.623,57.174,48.587,64.868,56.979,NA,"Class2",45.667
47,75.297,"F",15.06,49.369,45.828,78.551,77.057,32.969,"Class1",14.744
11,73.053,"K",39.019,56.429,35.255,74.904,73.349,55.5,"Class2",44.206
7,86.306,"K",28.933,56.289,54.539,91.926,97.466,49.286,"Class2",45.361
11,85.954,"L",24.494,56.302,51.791,88.292,21.284,35.359,"Class2",46.686
14,85.739,"C",-7.053,57.269,54.261,82.436,56.223,36.379,"Class2",50.285
47,51.901,"Z",18.264,46.431,32.634,63.879,76.444,54.187,"Class1",28.869
9,NA,"L",77.045,54.291,48.012,60.947,55.884,77.129,"Class2",48.174
48,-4.315,"F",14.35,48.567,57.993,77.497,76.229,44.695,"Class1",41.646
47,78.231,"F",16.997,40.304,70.443,50.205,76.393,70.15,"Class1",13.739
14,95.265,"Y",96.88,54.42,69.833,55.346,8.896,42.158,"Class2",46.154
48,NA,"C",16.544,44.578,93.401,80.79,76.632,52.7,"Class1",27.477
7,74.2,"K",42.083,55.114,46.037,57.606,39.916,NA,"Class2",53.852
9,91.975,"Y",26.4,55.744,63.791,71.098,27.909,30.678,"Class2",46.816
14,88.102,"K",85.634,55.32,35.123,54.135,64.858,34.154,"Class2",43.61
48,43.184,"F",15.036,46.621,69.034,69.329,76.554,40.7,"Class1",20.323
47,60.297,"Z",19.008,38.275,34.228,45.967,76.485,68.112,"Class1",56.674
47,27.366,"O",17.903,46.137,90.39,77.16,76.494,77.562,"Class1",23.129
47,56.648,"R",17.888,38.69,42.638,72.371,76.397,71.303,"Class1",65.733
48,40.902,"F",16.748,48.203,72.697,39.562,76.304,67.177,"Class1",4.744
9,81.19,"L",63.493,55.792,65.656,82.81,24.392,59.375,"Class2",48.715
48,24.537,"F",18.848,39.268,91.496,18.024,77.063,72.061,"Class1",54.174
48,57.34,"C",17.137,38.219,49.864,59.328,77.386,50.743,"Class1",72.463
6,86.872,"U",87.996,56.074,64.07,61.012,35.921,43.01,"Class2",52.206
14,65.268,"L",41.084,57.191,50.632,52.699,34.636,64.906,"Class2",47.402
6,92.241,"Y",87.67,57.183,49.465,58.562,8.514,28.18,"Class2",46.266
48,66.594,"O",16.353,41.802,61.541,7.063,76.338,39.037,"Class1",29.9
12,NA,"C",82.431,55.962,35.103,92.349,87.59,48.744,"Class2",49.18
13,90.663,"U",67.809,55.115,38.068,85.511,-26.116,78.726,"Class2",45.751
5,92.145,"U",42.868,55.325,44.324,68.603,81.7,58.123,"Class2",46.675
11,NA,"Y",60.153,56.779,55.437,74.568,57.627,62.829,"Class2",54.595
12,64.758,"C",24.619,57.303,48.577,71.296,55.071,47.925,"Class2",43.968
10,89.51,"Y",72.835,55.01,65.493,89.816,66.418,77.539,"Class2",55.016
48,43.263,"C",17.202,30.575,60.756,10.375,76.383,38.352,"Class1",13.767
48,7.497,"R",16.128,48.604,75.386,2.743,76.223,60.796,"Class1",54.694
47,77.088,"R",18.158,58.141,39.226,35.869,76.277,76.659,"Class1",39.031
8,103.871,"K",84.618,56.717,54.411,81.856,95.887,32.68,"Class2",54.064
7,76.825,"C",94.925,54.176,50.635,87.226,49.108,32.31,"Class2",43.969
47,54.603,"R",16.215,46.44,40.299,3.538,76.713,54.462,"Class1",38.262
13,68.363,"Y",43.26,56.807,36.402,92.431,37.611,68.192,"Class2",47.489
47,107.228,"C",17.283,32.277,63.324,50.031,76.478,74.453,"Class1",7.676
47,37.658,"Z",16.323,49.271,38.15,54.043,76.533,75.573,"Class1",47.038
9,79.937,"C",12.414,57.864,62.879,60.511,15.368,45.171,"Class2",53.484
14,71.077,"C",83.33,55.842,42.516,78.866,13.453,76.618,"Class2",43.318
13,77.101,"Y",83.816,54.321,57.447,77.404,51.974,43.543,"Class2",50.758
14,71.879,"Y",59.918,55.451,47.479,54.735,64.187,27.524,"Class2",44.08
12,107.547,"C",93.973,56.791,41.141,59.23,45.049,58.614,"Class2",44.764
47,92.689,"C",16.325,41.52,56.809,1.916,76.536,43.034,"Class1",39.402
48,18.819,"Z",15.935,40.988,78.015,41.474,76.772,46.671,"Class1",73.301
47,12.962,"C",18.851,44.534,74.114,28.181,76.803,45.386,"Class1",16.758
47,66.053,"R",16.837,44.733,50.168,49.57,76.148,73.567,"Class1",45.589
13,76.54,"L",8.068,57.176,70.256,69.679,31.127,29.704,"Class2",43.945
48,39.379,"O",17.49,48.41,72.623,67.016,75.992,35.335,"Class1",25.696
47,70.991,"O",16.239,43.837,60.59,81.697,76.316,NA,"Class1",61.14
48,41.021,"O",19.68,32.569,92.91,54.568,76.331,70.051,"Class1",8.005
48,59.117,"R",16.013,41.004,37.041,7.052,76.73,65.123,"Class1",60.511
48,90.463,"O",19.05,39.833,61.043,56.575,76.326,34.352,"Class1",45.371
48,3.574,"R",17.262,34.665,43.143,51.931,77.229,77.31,"Class1",52.312
8,100.9,"U",44.8,55.214,34.105,65.556,-14.512,67.759,"Class2",43.402
8,94.136,"C",4.699,56.148,41.556,81.716,37.105,63.338,"Class2",46.653
13,81.17,"L",49.243,57.42,47.099,84.69,23.708,43.787,"Class2",49.223
6,70.095,"L",35.583,54.405,68.293,88.209,116.514,52.979,"Class2",45.994
8,100.66,"K",35.951,55.294,61.99,73.499,50.71,NA,"Class2",46.093
5,83.248,"U",49.122,57.04,37.928,91.529,13.301,72.639,"Class2",45.096
47,73.914,"O",16.446,34.21,49.913,50.345,76.54,50.143,"Class1",42.228
14,79.609,"C",47.707,54.989,36.659,66.572,15.073,NA,"Class2",47.421
48,43.33,"O",17.652,47.196,58.61,77.662,76.263,55.66,"Class1",50.913
48,65.674,"O",18.138,42.102,48.761,19.271,76.578,42.883,"Class1",6.355
47,20.411,"R",16.173,36.335,76.655,35.827,76.161,45.524,"Class1",4.066
8,NA,"U",-22.035,57.036,52.36,56.489,21.471,73.263,"Class2",43.228
48,23.216,"C",17.304,51.195,63.033,10.802,76.523,62.026,"Class1",24.366
9,65.445,"U",42.913,55.68,63.818,68.495,52.589,75.434,"Class2",50.846
48,52.793,"R",16.82,52.859,85.806,46.949,76.146,33.816,"Class1",55.058
9,83.466,"C",52.628,55.153,52.723,59.114,35.926,50.634,"Class2",46.543
48,79.96,"F",16.083,49.702,31.352,43.64,76.682,51.473,"Class1",66.506
47,27.657,"R",18.933,46.685,64.473,56.824,76.55,67.218,"Class1",63.72
48,25.891,"Z",19.173,41.849,48.958,67.289,76.277,NA,"Class1",71.749
14,70.832,"Y",18.322,57.121,41.247,77.92,52.91,35.41,"Class2",43.614
47,67.565,"F",16.024,43.394,51.45,79.649,75.905,44.24,"Class1",21.266
48,34.201,"R",16.727,48.131,62.493,44.462,76.306,57.153,"Class1",25.975
8,84.212,"C",43.879,56.429,68.786,58.727,60.711,53.549,"Class2",47.117
48,107.645,"F",16.585,40.538,52.857,77.225,76.335,66.487,"Class1",71.974
47,9.105,"O",15.408,46.258,58.051,76.736,76.709,NA,"Class1",1.491
48,44.5,"F",17.592,39.436,81.852,68.13,76.629,NA,"Class1",57.192
13,71.39,"L",66.466,57.316,51.761,65.038,52.435,72.975,"Class2",46.834
48,29.767,"O",15.926,44.97,46.493,42.263,75.856,64.438,"Class1",27.497
48,42.168,"Z",18.159,44.395,37.274,68.151,76.353,54.008,"Class1",37.413
47,87.925,"Z",16.315,43.555,36.314,40.309,77.008,36.93,"Class1",23.773
47,8.509,"R",19.509,42.036,74.182,74.944,76.828,48.346,"Class1",8.214
12,79.461,"K",63.756,58.223,36.813,84.109,79.121,44.396,"Class2",51.3
47,70.554,"Z",16.991,39.809,50.525,27.739,76.049,43.217,"Class1",70.304
7,90.269,"K",54.103,52.404,39.793,64.327,36.328,58.04,"Class2",48.533
48,44.224,"Z",17.543,50.929,92.209,2.3,76.652,62.89,"Class1",59.109
14,98.698,"Y",44.284,57.916,36.096,64.975,47.858,56.497,"Class2",50.476
47,93.191,"C",16.049,43.538,42.076,73.871,76.488,75.5,"Class1",12.41
48,41.518,"C",16.581,45.4,57.642,28.362,75.898,51.057,"Class1",61.512
47,55.857,"F",18.438,48.032,80.754,10.278,76.951,36.008,"Class1",60.768
12,85.199,"C",-32.895,57.203,38.448,53.296,49.189,30.763,"Class2",50.834
48,104.849,"F",18.835,33.317,74.001,23.298,76.85,65.281,"Class1",20.429
48,47.189,"O",16.167,48.521,44.309,16.347,76.458,33.211,"Class1",45.495
47,51.211,"C",19.363,53.014,57.492,75.582,76.223,67.535,"Class1",7.384
47,40.091,"R",16.82,41.215,94.011,51.26,76.816,44.311,"Class1",1.238
48,84.188,"F",16.952,39.229,58.524,6.972,76.84,51.793,"Class1",9.035
47,49.349,"R",17.448,49.238,79.524,52.105,76.342,67.954,"Class1",67.432
48,66.369,"C",15.503,45.777,63.468,7.025,76.763,77.208,"Class1",66.392
48,78.711,"F",16.628,56.07,92.708,50.266,76.309,65.118,"Class1",22.672
48,67.496,"F",15.859,46.635,47.126,49.628,76.474,50.453,"Class1",52.809
48,104.38,"F",15.486,43.891,62.996,3.429,76.529,73.234,"Class1",39.285
13,74.495,"K",48.718,56.726,65.417,61.125,55.804,29.428,"Class2",50.772
14,80.97,"C",40.366,55.719,69.877,82.061,95.897,54.923,"Class2",51.045
48,92.205,"C",17.558,45.314,48.063,25.103,76.949,40.067,"Class1",51.091
5,76.869,"K",-30.247,55.296,66.319,92.484,46.365,61.64,"Class2",52.47
47,NA,"O",17.936,48.455,69.798,30.393,76.884,48.765,"Class1",69.704
10,85.615,"K",2.62,55.932,59.933,82.568,69.452,52.664,"Class2",43.939
48,86.478,"Z",17.35,38.765,81.649,71.689,76.272,50.582,"Class1",60.47
48,NA,"O",14.604,42.767,37.221,71.344,75.951,36.42,"Class1",66.306
47,133.943,"R",15.369,53.264,93.085,9.816,76.69,45.217,"Class1",19.53
47,32.281,"Z",17.652,39.977,47.942,78.301,76.322,36.436,"Class1",67.021
47,44.801,"F",16.848,48.139,51.156,77.215,76.786,74.813,"Class1",30.727
48,52.692,"C",16.745,56.552,91.721,18.055,76.482,38.454,"Class1",50.55
48,77.865,"C",16.986,50.218,60.613,28.118,75.963,70.368,"Class1",6.983
7,91.931,"U",29.051,56.408,40.036,77.429,92.363,52.886,"Class2",51.813
8,78.04,"C",40.317,53.879,36.564,81.347,47.618,39.657,"Class2",49.141
10,103.697,"U",46.216,55.625,53.026,55.994,15.436,69.73,"Class2",47.643
5,91.323,"Y",69.362,58.615,50.326,68.496,71.447,29.088,"Class2",54.029
48,NA,"F",16.951,48.009,48.776,35.903,76.152,71.185,"Class1",21.431
11,80.853,"C",27.571,56.699,70.478,87.339,20.451,43.689,"Class2",49.292
14,84.788,"C",74.677,54.888,47.449,86.268,47.906,78.186,"Class2",52.719
5,92.331,"K",124.128,55.253,42.969,84.695,53.801,27.103,"Class2",47.686
14,69.279,"C",62.958,53.5,68.442,80.776,78.728,64.705,"Class2",46.484
48,9.567,"R",15.313,51.142,72.673,20.526,76.759,36.016,"Class1",72.19
8,96.977,"C",12.934,57.481,65.239,54.949,42.177,50.034,"Class2",48.053
47,30.249,"O",17.64,42.724,86.764,9.778,76.293,40.001,"Class1",36.034
48,54.343,"C",16.264,52.198,59.888,50.423,76.696,53.735,"Class1",9.883
47,50.986,"C",18.542,44.382,74.794,9.553,77.226,47.022,"Class1",7.578
8,90.344,"L",13.509,55.596,35.238,71.926,29.731,52.163,"Class2",43.621
48,60.643,"Z",16.662,37.686,76.664,78.961,76.262,34.204,"Class1",49.158
48,56.053,"R",14.947,39.729,57.215,29.253,77.093,NA,"Class1",48.949
9,71.813,"K",24.387,55.83,62.531,66.913,9.536,38.546,"Class2",47.613
5,69.856,"L",36.475,55.441,62.356,80.991,52.853,39.945,"Class2",43.274
48,31.891,"F",15.269,41.016,56.912,52.578,76.572,67.464,"Class1",5.578
10,79.246,"C",42.573,54.641,35.022,67.323,20.842,70.902,"Class2",44.072
6,89.37,"C",40.556,55.511,69.058,87.408,35,35.272,"Class2",53.653
47,10.427,"O",15.398,36.097,69.768,36.697,76.529,67.575,"Class1",71.188
48,24.014,"O",15.929,63.696,28.381,78.428,76.384,NA,"Class1",42.449
48,NA,"F",15.868,49.934,74.609,25.588,76.465,44.348,"Class1",4.352
47,18.766,"O",15.827,48.535,29.351,46.294,76.383,76.952,"Class1",29.27
9,NA,"K",15.568,54.26,68.719,81.064,60.678,56.135,"Class2",47.047
13,64.09,"L",51.764,55.72,42.148,74.823,30.717,64.868,"Class2",54.041
47,44.403,"F",17.49,49.349,51.164,24.352,76.008,48.902,"Class1",52.826
6,102.019,"U",5.893,56.935,70.973,84.379,26.29,57.689,"Class2",47.551
47,57.205,"F",18.62,41.945,42.941,49.917,76.311,68.658,"Class1",68.7
47,31.92,"O",15.392,42.535,59.726,13.468,76.34,56.657,"Class1",70.795
10,62.857,"Y",46.052,54.044,40.02,75.739,68.324,72.232,"Class2",55.069
48,45.751,"R",18.454,40.902,57.714,58.093,76.506,61.648,"Class1",7.114
6,76.821,"L",92.904,56.541,38.311,52.652,66.29,52.567,"Class2",46.255
48,91.914,"O",16.636,47.42,61.852,28.56,76.527,56.336,"Class1",7.941
12,94.027,"U",16.394,56.107,69.526,86.536,84.007,78.726,"Class2",48.777
13,71.866,"Y",13.766,54.319,53.072,72.757,71.323,28.803,"Class2",53.486
48,73.286,"F",16.032,52.158,43.384,11.842,76.46,62.623,"Class1",30.98
48,32.115,"Z",17.198,50.948,70.885,38.337,75.868,63.884,"Class1",16.755
48,59.809,"C",18.426,54.874,48.368,35.893,76.133,48.976,"Class1",12.591
6,71.244,"L",42.876,57.445,65.491,70.741,54.542,62.576,"Class2",49.067
48,32.155,"O",18.423,38.012,81.736,61.898,76.706,74.663,"Class1",24.4
9,68.669,"Y",84.682,56.959,71.893,76.196,32.25,79.618,"Class2",55.732
12,77.339,"L",56.695,55.062,58.63,63.871,45.896,33.585,"Class2",49.273
48,84.283,"R",15.531,37.953,72.769,78.549,76.713,51.984,"Class1",37.779
48,44.485,"F",17.004,44.18,79.639,69.176,76.441,67.904,"Class1",66.929
5,81.693,"C",96.59,56.536,65.703,86.157,54.729,35.436,"Class2",53.159
11,77.352,"K",76.028,55.857,60.509,65.527,44.84,63.43,"Class2",45.93
47,34.708,"Z",17.76,50.767,42.112,64.459,76.887,59.09,"Class1",15.404
8,87.368,"U",41.514,58.515,59.693,69.847,14.759,65.849,"Class2",52.453
47,39.083,"Z",16.502,58.149,91.558,1.556,76.152,61.443,"Class1",66.695
47,58.09,"C",16.605,46.101,85.747,68.248,76.277,55.444,"Class1",50.828
11,67.984,"L",62.687,55.456,38.788,57.617,19.545,46.025,"Class2",50.638
13,85.008,"K",40.571,56.204,42.276,80.799,45.943,65.528,"Class2",45.728
13,83.707,"U",98.218,55.813,62.78,59.24,34.376,36.824,"Class2",50.861
47,75.353,"R",18.451,45.643,31.352,31.868,76.622,51.752,"Class1",25.953
12,76.469,"K",70.987,56.964,59.192,87.309,42.272,56.448,"Class2",43.238
5,81.554,"K",75.271,53.83,37.128,79.258,31.255,69.754,"Class2",43.174
14,93.977,"L",24.642,58.47,70.173,87.787,63.019,79.572,"Class2",53.878
48,77.46,"C",17.498,43.39,87.277,25.72,76.888,33.004,"Class1",40.621
47,64.724,"C",17.384,38.12,53.783,41.499,76.286,60.182,"Class1",3.646
48,60.83,"O",14.982,38.539,36.442,19.381,75.841,75.582,"Class1",5.367
10,92.758,"U",-1.211,54.757,46.41,80.183,32.752,61.762,"Class2",52.925
8,63.172,"L",73.67,56.353,52.775,66.529,64.426,69.949,"Class2",48.222
11,NA,"Y",96.141,55.549,36.722,68.528,54.013,36.459,"Class2",44.981
9,71.935,"L",55.19,56.464,52.178,59.301,57.317,49.307,"Class2",50.02
10,92.372,"Y",41.281,55.362,40.799,74.32,54.318,29.403,"Class2",55.688
48,60.278,"C",16.701,50.266,75.182,34.861,76.254,73.109,"Class1",1.917
11,62.371,"K",-4.769,55.214,65.052,65.887,57.857,64.766,"Class2",49.906
47,86.649,"Z",15.838,49.98,61.085,77.912,76.502,71.945,"Class1",35.604
11,75.117,"U",80.095,58.068,58.138,67.772,40.902,68.156,"Class2",53.635
6,90.88,"U",52.634,56.907,47.023,57.09,51.315,NA,"Class2",55.831
48,-39.927,"C",15.196,42.018,93.151,8.337,76.801,66.173,"Class1",42.706
5,77.587,"L",98.027,56.791,51.049,55.082,47.942,72.362,"Class2",53.328
47,74.51,"F",17.379,49.537,64.671,35.543,76.416,52.123,"Class1",1.114
48,48.989,"R",15.168,49.048,62.792,22.176,76.238,65.088,"Class1",46.02
47,95.579,"Z",14.189,44.586,55.759,1.147,76.867,46.389,"Class1",25.204
47,56.615,"Z",18.324,35.957,40.056,9.975,76.298,46.683,"Class1",57.15
14,68.755,"U",64.314,56.002,70.706,66.738,12.773,42.353,"Class2",43.013
47,73.688,"F",17.065,47.002,52.018,30.092,76.33,NA,"Class1",43.985
48,50.389,"Z",19.681,47.603,49.939,23.895,76.506,NA,"Class1",71.739
8,83.416,"C",39.977,56.555,70.549,54.313,36.606,52.295,"Class2",49.697
47,54.998,"Z",16.535,44.471,72.956,27.267,76.74,39.593,"Class1",16.401
7,87.803,"U",52.353,55.141,46.069,90.143,58.747,49.934,"Class2",55.537
48,46.467,"O",17.355,48.032,36.63,53.002,76.263,50.625,"Class1",62.371
10,76.766,"U",47.973,55.93,51.269,62.333,38.026,47.085,"Class2",47.146
47,93.775,"C",14.884,45.69,61.267,49.712,76.493,74.684,"Class1",72.203
47,49.632,"O",15.6,60.758,94.668,4.309,76.725,32.797,"Class1",11.707
11,70.82,"L",73.719,55.293,54.312,65.191,46.495,46.226,"Class2",54.256
6,104.064,"K",57.328,54.994,35.823,81.54,37.848,40.622,"Class2",49.395
12,103.003,"Y",49.119,54.883,35.402,85.422,37.43,44.959,"Class2",54.626
7,97.032,"K",55.589,53.362,40.698,79.803,78.743,72.611,"Class2",55.365
5,83.264,"K",66.326,56.21,46.294,61.241,32.618,37.732,"Class2",45.064
47,39.042,"O",15.339,36.217,61.246,63.392,77.104,60.59,"Class1",51.838
6,78.244,"K",72.299,55.297,45.473,90.764,57.123,53.084,"Class2",55.929
10,89.683,"L",70.908,55.698,71.971,70.491,40.308,66.351,"Class2",51.256
47,93.365,"R",17.947,53.183,28.119,42.547,75.899,52.405,"Class1",69.391
10,82.96,"K",76.622,54.778,52.323,85.845,54.486,70.578,"Class2",49.277
48,87.453,"O",17.708,46.982,79.29,43.743,76.046,56.616,"Class1",29.788
5,83.64,"C",31.677,55.835,35.849,75.221,9.868,65.14,"Class2",55.258
8,92.014,"U",49.827,57.694,66.929,85.872,71.615,32.08,"Class2",50.139
